-0.0024114+0.0005765i,-0.0009831+0.00093558i,-0.0019329+0.0040084i,-0.0024711+0.0072564i,-0.0019894+0.0085699i,-0.00093227+0.0055047i,-0.00073457+0.0022943i,-0.0004031+0.00069497i,0.00039661-0.00068761i,0.00043034-0.00062397i,0.00012105-0.00054365i,-0.00027995-0.0010265i,-0.00051521-0.0013337i,-0.00095562-0.0013038i,-0.0017728-0.0012217i,-0.00091916-0.00039087i,-8.0051e-05+0.00030418i,-0.00068714+0.00044848i,-0.00098128+0.00047518i,-0.00023849+0.00030968i,-9.9093e-05+0.00086928i,-0.00050702+0.0010574i,-0.00030454+0.00072771i
-0.00024616+0.0011136i,-0.00078964-0.0017525i,-0.0050502-0.002981i,-0.011393-0.0025316i,-0.013074-0.0008845i,-0.0087597-0.0012361i,-0.0043919-0.0036277i,-0.0014072-0.0033923i,0.0015033-0.0013862i,0.0047782-0.0030857i,0.0062066-0.0075541i,0.0041307-0.010191i,0.00032798-0.00938i,-0.0028097-0.0058509i,-0.0040667-0.0022093i,-0.0024-0.00071295i,-0.00089527-0.00036229i,-0.001671+1.4324e-05i,-0.0016895+0.0012726i,-0.0010616+0.0014272i,8.2402e-05+0.00019211i,0.00045968-0.00085006i,-0.0001761-0.0013627i
0.0015832+0.0010766i,0.00018185-4.9106e-05i,-0.0060541-0.0021102i,-0.012681-0.0026762i,-0.013576-0.00059566i,-0.0087939-0.0015063i,-0.0044915-0.0048853i,-0.0010137-0.0043608i,0.0035694-0.0021668i,0.0073889-0.0021704i,0.0098064-0.0020488i,0.010678-0.0032779i,0.0077584-0.0062657i,0.0019602-0.0061046i,-0.00095161-0.0034858i,-0.001202-0.0025086i,-0.0028359-0.002286i,-0.0037671-0.0017815i,-0.0026843-0.00059533i,-0.0015278+0.00048197i,-0.00082609+0.00020765i,-0.00012391-0.001359i,0.00038356-0.0020166i
0.00027286-0.00070498i,-0.00080406+0.00048865i,-0.006515+0.00047734i,-0.012016+0.0023027i,-0.01263+0.0053424i,-0.0075562+0.0045788i,-0.003627-0.00039643i,-0.002072-0.0028827i,4.2132e-05-0.00053577i,0.0021405+0.004234i,0.0058267+0.0091825i,0.0094984+0.0080869i,0.010247+0.0015116i,0.0077857-0.0027104i,0.0046377-0.0040021i,0.0024717-0.00425i,0.00078666-0.0033373i,-0.0011184-0.001974i,-0.0023411+1.291e-05i,-0.0016959+0.00098036i,0.00039032+0.00043625i,0.0010155+9.4437e-05i,0.00034721+0.00020203i
-0.0026082-0.00073671i,-0.0052055-0.0018866i,-0.0079318-0.0042969i,-0.011805-0.0039357i,-0.010688-0.00027073i,-0.0042126+0.00028057i,-0.0010288-0.0035881i,0.00010545-0.0045394i,-0.00035187-0.0010044i,-0.0022524+0.0036045i,-0.0021071+0.0072504i,0.00099711+0.0084088i,0.0059654+0.0061606i,0.0088864+0.0012023i,0.0072547-0.0024567i,0.0036642-0.0039518i,0.00075799-0.0044376i,-0.001271-0.0032593i,-0.0023963-0.0012327i,-0.0015411+0.00037656i,0.00012811+0.0013452i,0.00053507+0.0018153i,2.094e-05+0.00065985i
-0.0026754-0.0030179i,-0.0045701-0.0050272i,-0.0073728-0.0044393i,-0.010698-0.0011228i,-0.011388+0.00083513i,-0.0071583-0.0011906i,-0.0037276-0.0046436i,-0.0025168-0.0050002i,-0.0031665-0.0030711i,-0.0077108-0.001979i,-0.011553-0.00018592i,-0.0092122+0.0035494i,-0.0021342+0.0059444i,0.0022333+0.0050274i,0.0027827+0.0031901i,0.0029774+0.0022419i,0.0029689+0.0016403i,0.0014739+0.00022853i,-0.00028373-0.0011147i,-0.00055339-0.00094342i,-0.00012291-6.6591e-05i,0.00014053+0.00066304i,-5.1916e-05+0.00058962i
0.0032751-0.0038248i,0.0022338-0.0055322i,-0.0021822-0.0044172i,-0.0093724-0.00037226i,-0.01195+0.0022463i,-0.0074437+0.0012582i,-0.0030804-0.0018421i,-0.00018755-0.0032366i,0.0016454-0.0032932i,-0.000749-0.0047312i,-0.0055522-0.0048229i,-0.0079376-0.0013843i,-0.0058042+0.0030575i,-0.0017873+0.0046394i,0.0012512+0.003123i,0.0026784+0.0014248i,0.0023877+0.0003485i,0.0019409-0.00072438i,0.0010473-0.0015914i,0.00017641-0.0010652i,0.00023513+0.00061355i,-0.00033675+0.001095i,-0.0012689+0.00063986i
0.0037869-0.0011295i,0.006504+0.0001562i,0.0012548-0.00059326i,-0.0082015-0.00033441i,-0.011364+0.0018934i,-0.0061751+0.0010003i,-0.00079787-0.0041497i,0.0017449-0.006808i,0.0040538-0.0070051i,0.0056491-0.0091781i,0.0051995-0.011782i,0.00099602-0.010793i,-0.0032333-0.005411i,-0.0035012-0.00028486i,-0.002372+0.0014737i,-0.0019019+0.002319i,-0.0011805+0.0028209i,0.00016548+0.0023492i,0.00044425+0.0013693i,0.00039947+0.00063478i,-0.00014193+0.00033485i,-0.0013464+0.00010316i,-0.0011115+0.00034063i
-0.0004435+0.0039095i,-0.0032852+0.0041906i,-0.0070888+0.0029424i,-0.012091+0.0010629i,-0.012984+0.0015422i,-0.0086402+0.0017202i,-0.0033581-0.0015743i,-0.00098146-0.0043391i,0.0016015-0.0033737i,0.0060383-0.0021176i,0.0078317-0.004019i,0.0049107-0.0070036i,-0.00020907-0.0064598i,-0.0031921-0.0024216i,-0.0027379+0.00010014i,-0.00181+0.00035856i,-0.0020528+0.00081058i,-0.0017334+0.00099604i,-0.0012814+0.00084407i,-0.0013324+0.00065152i,-0.0010766+0.00072383i,-0.00052019+0.00013252i,-0.00069579-0.001408i
-0.0040464+0.00015788i,-0.0067252-0.00051534i,-0.011324-0.0010837i,-0.015391-0.00019322i,-0.013182+0.00084405i,-0.0074623-0.0011023i,-0.0039888-0.0039676i,-0.0020555-0.0025592i,0.00025167+0.0033798i,0.0026586+0.0081264i,0.0049046+0.008204i,0.0068105+0.0029937i,0.0050308-0.0038981i,0.0010578-0.0052435i,-0.0018339-0.0026419i,-0.0035733-0.0014868i,-0.004193-0.0012644i,-0.0037668-0.0005986i,-0.0021255+4.9025e-05i,-0.00084543+0.00067555i,-0.0005685-0.00027467i,-0.00022157-0.0017748i,-0.00032184-0.0025316i
-0.00039963-0.0028766i,-0.0027373-0.0046197i,-0.0072925-0.0057755i,-0.010168-0.0033867i,-0.009614+0.00095385i,-0.004691-0.00015884i,-0.00065039-0.0034716i,0.0018255-0.0024665i,0.0029527+0.0022815i,0.0015912+0.0074327i,0.00079658+0.0099723i,0.0034342+0.0069192i,0.0061715+0.00047329i,0.0045281-0.003839i,0.0023358-0.0045557i,0.0013129-0.0045877i,-0.00018152-0.0042941i,-0.0025266-0.002533i,-0.0034871-0.00037764i,-0.0023333+0.00046029i,-0.00035397-0.00030983i,0.0016-0.0012239i,0.0017099-0.00078853i
0.00030795-0.0014903i,-0.0017208-0.0035378i,-0.0048585-0.0065371i,-0.0096084-0.0046078i,-0.012929-0.00052754i,-0.0095054-0.00084548i,-0.004336-0.0060499i,-0.0015743-0.0091277i,-0.0023324-0.0080168i,-0.0061648-0.0064462i,-0.0076377-0.0039283i,-0.0035702-0.00016426i,0.002269+0.0017355i,0.0038691+0.00059039i,0.0014579-0.0018398i,-0.00034617-0.0036616i,-0.0011501-0.0050682i,-0.001976-0.0043228i,-0.002114-0.0012923i,-0.0016986+0.00046512i,-0.00020611+0.0005785i,0.0014417+0.00084714i,0.0011193+0.00017623i
-0.002061-0.00075672i,-0.0017115-0.005585i,-0.0031338-0.0066647i,-0.0083654-0.002317i,-0.010643+0.0019144i,-0.0064008+0.0012639i,-0.0046393-0.0024122i,-0.006924-0.0046246i,-0.0081233-0.0054514i,-0.010046-0.0070247i,-0.011708-0.0068967i,-0.0091616-0.0024071i,-0.0030863+0.0020198i,0.0014028+0.0020182i,0.0028175+0.00035842i,0.0029406-0.00013832i,0.0029343-0.00062929i,0.0017304-0.0017165i,-0.00052576-0.0015897i,-0.0012554-0.00087304i,-0.00077672+6.7199e-05i,-0.00025301+0.0013751i,0.00075021+0.001953i
0.0018864-0.0017668i,0.0047263-0.0037168i,0.0040163-0.0017706i,-0.0036717+0.0014177i,-0.0081912+0.0016937i,-0.0047039-0.0021351i,-0.00085524-0.0043993i,0.00097694-0.0021047i,0.0036998+0.00060553i,0.0058369-0.00066838i,0.0057193-0.0026323i,0.002485-0.0013728i,0.00046583+0.0015995i,0.0029664+0.0028771i,0.0050293+0.0011913i,0.004676-0.00064435i,0.003805-0.00084358i,0.0023489-0.0014332i,0.00026288-0.0017083i,-0.00077683-0.00042409i,-0.00042676+0.00067059i,-0.00011414+0.0015216i,-0.00080584+0.0017357i
0.0036279+0.00099895i,0.005401+0.0038763i,7.0361e-05+0.0070717i,-0.0088395+0.0059246i,-0.010983+0.0024759i,-0.0064092-0.0013544i,-0.0014807-0.0059426i,0.0034848-0.007011i,0.010049-0.0041384i,0.014512-0.0026283i,0.014411-0.0042322i,0.0086627-0.0060174i,0.00095027-0.0042255i,-0.0010009-0.00045552i,-9.089e-05+0.00074532i,0.00011909+0.00053815i,0.00069392+0.0013106i,0.00065338+0.001395i,0.00024186+0.00079918i,-0.00013663+0.00051188i,-0.00099233+0.00021538i,-0.0017541-0.00031335i,-0.0014019-0.0010126i
0.002098+0.0017593i,-0.0023694+0.004529i,-0.012168+0.0027919i,-0.020314-0.00019036i,-0.018547-0.00017048i,-0.0096222-0.00038281i,-0.0040523-0.003682i,-0.0035434-0.0064053i,-0.0027714-0.0043487i,-2.4545e-05+5.7382e-05i,0.0028223+0.0023103i,0.003531+0.0008687i,0.0020416+2.3824e-05i,0.000422+0.0022954i,0.00079635+0.003396i,0.00067713+0.0019237i,-0.0013338+0.00045098i,-0.0018119+0.00029522i,-0.00043591+0.0006787i,0.00058299+0.00049017i,0.00043401-0.00013868i,-0.00079275-0.00084052i,-0.0014132-0.00041927i
-0.00095498+0.0032845i,-0.0083907+0.0036111i,-0.016296-7.7833e-05i,-0.019216-0.0014155i,-0.015576+0.0017672i,-0.0084132+0.0029486i,-0.0041848+0.0011917i,-0.0035272+0.0023984i,-0.0055645+0.0066421i,-0.0094405+0.010678i,-0.0088506+0.0121i,-0.0022325+0.0090536i,0.0028836+0.0038295i,0.0020099+0.0017679i,0.00049743+0.0024113i,-0.00065748+0.0014741i,-0.002303+0.00017245i,-0.0027148+0.00032516i,-0.0020921+0.00052959i,-0.0013853+0.0011399i,-0.00037105+0.0018338i,-0.00016025-0.00026032i,-0.0003805-0.0026728i
-0.0012086+0.0014328i,-0.0066901-0.0045962i,-0.0095594-0.012015i,-0.0089162-0.012051i,-0.0071154-0.0047973i,-0.0029342-0.0017109i,0.0011942-0.0040035i,0.0033939-0.002856i,0.0034056+0.0011529i,0.00012836+0.0027118i,-0.0024844+0.0035681i,6.4389e-05+0.0038733i,0.0024265+0.0013641i,0.0006457-0.001551i,-0.00069879-0.0019315i,-0.00060253-0.0012932i,-0.00092583-0.0015754i,-0.0021952-0.0019635i,-0.0029116-0.00026424i,-0.0018372+0.0014841i,-0.00010247+0.00078271i,0.0012163-0.00081475i,0.0015568-0.0021232i
-0.0013964-0.0016892i,-0.0038335-0.0091737i,-0.006053-0.014241i,-0.009816-0.0082393i,-0.01326-0.0017726i,-0.011624-0.0029875i,-0.0076094-0.0088601i,-0.0024715-0.012457i,0.00078388-0.013456i,-0.00099015-0.015616i,-0.0038632-0.015555i,-0.0038702-0.0097588i,-0.0022376-0.0036437i,-0.0021286-0.0020829i,-0.0038333-0.0020682i,-0.0042617-0.0016569i,-0.0035754-0.0021597i,-0.0045054-0.0028643i,-0.0045105-0.0024652i,-0.0026991-0.00077745i,-0.001215+0.00019009i,0.00046381+0.00015841i,0.00096487-0.00018322i
-0.0020765-0.00365i,0.0038832-0.0073297i,0.0094897-0.006436i,0.0030093+0.0014573i,-0.0053892+0.0073285i,-0.0061113+0.0056317i,-0.0049714-0.00028841i,-0.005974-0.0037442i,-0.0056983-0.0053927i,-0.0034145-0.0077316i,-0.0027562-0.0086766i,-0.0037482-0.005538i,-0.0030524-0.0011392i,-0.0017859-0.00043009i,-0.0022714-0.0015333i,-0.0022378-0.0018108i,-0.0014349-0.0022045i,-0.0013833-0.002108i,-0.0018002-0.0024199i,-0.0020222-0.0017184i,-0.0014054+0.00058305i,-0.00060165+0.0021279i,-0.00060196+0.0025003i
-0.00090764-0.0071772i,0.0056498-0.0057854i,0.004935+0.0021587i,-0.0064238+0.0081221i,-0.012002+0.0077175i,-0.0053808+0.0025263i,0.0024153-0.002673i,0.0048603-0.00077146i,0.0065898+0.0059783i,0.010125+0.0085i,0.011695+0.0053491i,0.0093421+0.001042i,0.0058238-0.0020455i,0.0053033-0.0040144i,0.0047799-0.0054813i,0.0022036-0.0049661i,0.00096575-0.0030092i,0.0012093-0.0027262i,0.00075818-0.0025202i,-0.00063285-0.0018583i,-0.0014197-0.0011056i,-0.0010225-0.00042432i,-0.00070185+7.1135e-06i
0.008715-0.0035285i,0.0093608+0.0045692i,-0.0023335+0.014086i,-0.017272+0.013769i,-0.020123+0.0073523i,-0.011984-0.0015243i,-0.0028205-0.0081725i,0.0046904-0.0083705i,0.0095981-0.0036545i,0.011486+0.0025335i,0.011582+0.0051985i,0.010033+0.0010311i,0.0078228-0.0032909i,0.0063657-0.0032553i,0.004997-0.0034521i,0.0026494-0.0045559i,0.0013162-0.0035519i,0.00083913-0.001509i,0.00025171-0.00023169i,-0.0001013+0.00027835i,-0.00064256-0.00046408i,-0.0013981-0.0016217i,-0.0018103-0.0015068i
0.0076352+0.005504i,0.0023128+0.012917i,-0.014904+0.012539i,-0.026659+0.002992i,-0.023565-0.0017875i,-0.013039-0.0038312i,-0.0069919-0.0070325i,-0.0067749-0.0083343i,-0.0079821-0.0061856i,-0.0090643-0.0013195i,-0.0077123+0.0037164i,-0.0026773+0.0055746i,0.0018384+0.0043558i,0.0031411+0.004055i,0.0031051+0.0037725i,0.0028258+0.00104i,0.0019874-0.00075288i,0.00053954-0.00097071i,5.2378e-07-0.00076367i,0.0004035+0.00031231i,0.0008946+0.00090659i,0.00039081-0.00050176i,-0.00085796-0.0017028i
-0.0010455+0.011883i,-0.015321+0.014483i,-0.029715+0.0029806i,-0.031041-0.0068374i,-0.022175-0.0033247i,-0.010849+0.0018659i,-0.0044469+0.0020858i,-0.0041508+0.0027875i,-0.0071697+0.0044897i,-0.012765+0.0042271i,-0.014585+0.0051012i,-0.0085574+0.0076162i,-0.00048659+0.0078523i,0.0031868+0.0075528i,0.0034673+0.0065315i,0.0030474+0.0037155i,0.0012542+0.0016091i,-0.0016591+0.0016651i,-0.0026598+0.0022239i,-0.00039166+0.0027782i,0.0012674+0.0024302i,0.0014713+0.00062345i,0.0009257-0.001186i
-0.014712+0.0055492i,-0.027101-0.007975i,-0.026918-0.025759i,-0.017391-0.027896i,-0.0091368-0.016527i,-0.0012093-0.0091209i,0.0036071-0.0072787i,0.0051382-0.0053149i,0.0066405-0.0034755i,0.0050964-0.0042127i,0.0010258-0.0040148i,-0.00077147-0.00072557i,-0.00039365+0.0032376i,-0.00095136+0.0043409i,-0.0011521+0.0032812i,-0.00051549+0.0026098i,5.831e-05+0.0014176i,-0.00090285-0.00031339i,-0.00208-0.0010393i,-0.00051618+0.00036397i,0.00097871+0.0015725i,0.0016847+0.0014224i,0.0019433+0.00084616i
-0.013513-0.0092335i,-0.014856-0.025871i,-0.0015803-0.032212i,0.0040341-0.020083i,-0.0020876-0.0078197i,-0.0051459-0.0058637i,-0.0043721-0.011063i,-0.001282-0.013358i,0.0040606-0.012111i,0.0081048-0.014019i,0.0062597-0.015505i,-0.0003689-0.011297i,-0.0059093-0.0063664i,-0.0077749-0.0032854i,-0.0082821-0.00026549i,-0.007083+0.0010292i,-0.0056619+0.0001021i,-0.0052412-0.0013871i,-0.0048287-0.00099457i,-0.0047365+0.00093787i,-0.0042085+0.0018839i,-0.0028793+0.0011301i,-0.0011921+0.00014562i
-0.0022826-0.023802i,0.013057-0.035058i,0.025897-0.025896i,0.017961-0.0049521i,0.0042409+0.0076476i,-0.0017898+0.0073195i,-0.0048301+0.0013915i,-0.0055444-0.0005938i,-0.0027285+0.0003178i,0.0015867+4.4652e-05i,0.0034688-0.0018538i,0.00014552-0.0044454i,-0.0039466-0.0045081i,-0.0053783-0.0017622i,-0.0058623-0.0013734i,-0.005261-0.0024496i,-0.0042934-0.0025047i,-0.002928-0.002674i,-0.0019793-0.0020349i,-0.0019708-0.000937i,-0.001917+0.00053926i,-0.0017183+0.001322i,-0.001115+0.0011467i
0.021383-0.014077i,0.039953-0.0065048i,0.036598+0.013697i,0.0091848+0.024133i,-0.0095324+0.018647i,-0.0081621+0.0082122i,0.00018009+0.00071097i,0.004925+0.0011604i,0.0055029+0.0070459i,0.0054436+0.011066i,0.0069159+0.0092952i,0.0086004+0.0025909i,0.0071968-0.0040903i,0.004902-0.0069145i,0.0029593-0.0070741i,0.00030571-0.0063822i,-0.0013088-0.0054238i,-0.0016762-0.0043801i,-0.0021274-0.0033269i,-0.002433-0.0025734i,-0.0026081-0.0019642i,-0.0029083-0.0019778i,-0.0027687-0.0019638i
0.02455+0.0075572i,0.030447+0.031457i,0.0075019+0.047845i,-0.018876+0.040596i,-0.022024+0.024283i,-0.010936+0.0081262i,-0.0018318-0.0063349i,0.00095868-0.011379i,8.1136e-05-0.0065886i,-0.0014644+0.0010641i,0.00025836+0.0052225i,0.0054227+0.0028798i,0.0093512-0.0032445i,0.0083822-0.0073963i,0.0045128-0.0073094i,0.0018528-0.0058802i,0.0013071-0.0045676i,0.0014121-0.0030423i,0.0021049-0.0018294i,0.0023661-0.0016873i,0.0018924-0.0020286i,0.0016297-0.0018888i,0.00045063-0.0013504i
0.0082367+0.030657i,-0.01063+0.049655i,-0.040881+0.043197i,-0.054912+0.017636i,-0.044774+0.0015898i,-0.025305-0.0056i,-0.01228-0.0093185i,-0.0086967-0.0086823i,-0.0077043-0.0078209i,-0.0076742-0.0066952i,-0.0064921-0.0022239i,-0.00094569+0.0026297i,0.0043434+0.0030504i,0.0059073+0.0010756i,0.0058146+0.00025671i,0.0045167-0.00042234i,0.0025785-0.00047065i,0.00065789-0.0005045i,-0.00090928-0.0010865i,-0.0012949-0.0017039i,-0.00048705-0.0018638i,5.084e-05-0.0019265i,-0.00014784-0.0025629i
-0.023931+0.023811i,-0.054798+0.023999i,-0.072738-0.00050967i,-0.062007-0.018394i,-0.040444-0.013079i,-0.020542-0.0029065i,-0.0070341+0.0012429i,-0.0012015+0.00096927i,0.00025363-0.00042179i,-0.0025796-0.0031574i,-0.0058438-0.0036264i,-0.0043434+0.0018693i,0.00052551+0.0080428i,0.0047476+0.0092485i,0.0057613+0.0067216i,0.0042419+0.0041757i,0.0019607+0.0026656i,-0.00060308+0.0026112i,-0.0017236+0.0040923i,-0.00047391+0.0047573i,0.0015511+0.0037945i,0.0027378+0.0032081i,0.0023526+0.0020572i
-0.04106-0.0052047i,-0.064055-0.03438i,-0.056867-0.064586i,-0.031899-0.063255i,-0.012934-0.040414i,-0.00041121-0.021049i,0.0064608-0.012432i,0.0092098-0.0089033i,0.010745-0.0064836i,0.010022-0.0052956i,0.0057439-0.0033903i,5.9141e-05+0.00073302i,-0.0013364+0.0050234i,0.001074+0.0065075i,0.0021516+0.0049863i,0.00014581+0.0027575i,-0.0026782+0.0015949i,-0.0042644+0.00076831i,-0.0034899+0.00028485i,-0.0019032+0.00021686i,-0.0011965+0.00034811i,-0.0011451+0.00063518i,-0.0010464+0.00057213i
-0.018892-0.041106i,-0.010724-0.078499i,0.015621-0.087714i,0.02394-0.058394i,0.011346-0.027445i,0.00080697-0.016467i,-0.0043603-0.01698i,-0.0053422-0.012444i,-0.0015291-0.0045177i,0.0047057-0.0015383i,0.0068732-0.0041909i,0.002374-0.007347i,-0.0036777-0.0058374i,-0.0059453-0.0012578i,-0.0046397+0.00045948i,-0.0036327+7.7312e-05i,-0.0041123+5.1719e-05i,-0.0051344+4.4089e-05i,-0.005173+0.00070145i,-0.0030095+0.002424i,-0.0014915+0.0037097i,-0.0014493+0.0034184i,-0.0011702+0.002346i
0.02541-0.042688i,0.064292-0.060811i,0.088693-0.041017i,0.069797-0.0084654i,0.038141+0.0062516i,0.016992+0.0065119i,0.0025778+0.0029319i,-0.0035976+0.0046187i,-0.0031619+0.0088354i,-0.00096011+0.0091836i,0.0015314+0.0047914i,0.0012776-0.0014983i,-0.0028265-0.0037352i,-0.0058002-0.0001446i,-0.0046109+0.0022565i,-0.0036045-1.6258e-05i,-0.0046111-0.0029558i,-0.0042608-0.0039796i,-0.0035364-0.0032243i,-0.0039193-0.0015428i,-0.0033421-0.001104i,-0.002534-0.0017542i,-0.0023481-0.0016611i
0.058176-0.0094243i,0.096181+0.01717i,0.088242+0.052697i,0.040091+0.061189i,0.0046906+0.044934i,-0.0012514+0.023111i,0.0038862+0.0041987i,0.0052863-0.0029699i,0.001912-0.0016787i,-0.0020499+0.0005419i,-0.00035932+0.001804i,0.0048743+8.7659e-05i,0.0060813-0.0040782i,0.0032564-0.0057444i,0.0010606-0.005611i,-0.00011066-0.0063067i,-0.0015774-0.0058864i,-0.0024715-0.0041503i,-0.0030427-0.0023636i,-0.0032545-3.3577e-05i,-0.0030505+0.00096593i,-0.0028219+0.00027381i,-0.0019225-0.00067505i
0.04234+0.047227i,0.043459+0.098444i,0.0082873+0.12207i,-0.025515+0.098806i,-0.028291+0.062321i,-0.014474+0.031208i,-0.0036401+0.0044867i,-0.0019991-0.011711i,-0.0046105-0.0149i,-0.0076134-0.0088611i,-0.0062479-0.00012047i,0.00091042+0.0041087i,0.0061125+0.0015861i,0.0041105-0.002996i,-0.00014393-0.003796i,-0.00032865-0.0020216i,0.0020631-0.0019802i,0.0022974-0.0021925i,0.00046584-0.0020654i,-0.00070911-0.0023644i,-0.00043609-0.0018534i,0.00051211-0.0017498i,0.00075991-0.0025676i
-0.017143+0.068253i,-0.064156+0.10297i,-0.10911+0.089683i,-0.11183+0.045371i,-0.082107+0.014644i,-0.046485+0.00038929i,-0.020835-0.0078295i,-0.0096784-0.0086793i,-0.0040651-0.0063666i,-0.00044376-0.0055046i,-0.00015089-0.0024961i,0.0013305+0.0023857i,0.0048501+0.0027603i,0.0060912-0.00052378i,0.0041221-0.0019461i,0.0026216-0.0012918i,0.0016386-0.00048993i,-0.0003045+0.00012179i,-0.001079+0.00016768i,-4.4435e-05-0.0002218i,0.001308+0.00061186i,0.0019063+0.0011271i,0.0016013+0.0013838i
-0.074291+0.023875i,-0.13553+0.0075334i,-0.15654-0.030156i,-0.1231-0.042893i,-0.078438-0.024729i,-0.04485-0.0060151i,-0.020131+0.0026218i,-0.0011878+0.0045778i,0.011187+0.0022239i,0.01291-0.0028422i,0.0050587-0.0049507i,-0.0035497-0.0015531i,-0.0040597+0.0031301i,0.00072468+0.0039547i,0.0023436+0.00080616i,0.00064267-0.00078301i,-0.00017378-0.00011095i,-0.00072791+0.00045253i,-0.0014622+0.00025666i,-0.0007405-0.00087011i,0.00010454-0.0019574i,0.001084-0.0022399i,0.00073284-0.00093203i
-0.067363-0.052879i,-0.094633-0.11723i,-0.080346-0.15905i,-0.049688-0.13891i,-0.02675-0.090803i,-0.0077341-0.050848i,0.0052983-0.026585i,0.010575-0.014565i,0.011075-0.0082097i,0.0087831-0.0030094i,0.0049581-0.0013658i,0.00051068-0.0010789i,-2.4293e-05+0.0018047i,0.0037888+0.0033261i,0.0055378+0.00087898i,0.0021467-0.00077929i,-0.0021078-0.00072839i,-0.0041043-0.0010838i,-0.0029975-0.00067957i,-0.0011692+0.00059448i,-0.0020618+0.0012556i,-0.0034251+0.0013968i,-0.0031938+0.002053i
0.0045415-0.09314i,0.041521-0.15412i,0.078199-0.15867i,0.069521-0.1091i,0.033561-0.060416i,0.006979-0.036061i,-0.0065938-0.02522i,-0.012258-0.014109i,-0.011851-0.00077856i,-0.0070257+0.0071532i,-0.00081238+0.0039988i,0.0023001-0.0034444i,0.0010719-0.0055206i,-0.00028397-0.0020948i,0.00079217+0.00016622i,0.0017037-0.0007052i,0.0010431-0.0014913i,-0.00060127-0.0014778i,-0.00088221-0.00087438i,0.0011394-0.00069928i,0.0025421-0.001078i,0.002124-0.00079866i,0.00096845-0.0010429i
0.085626-0.054071i,0.16243-0.063915i,0.19131-0.039298i,0.15019-0.01353i,0.095097-0.0050587i,0.054709-0.0041491i,0.022699-0.0043833i,0.0021879+0.00043001i,-0.0051141+0.0068793i,-0.0054033+0.0089207i,-0.0013763+0.0072029i,0.0037537+0.0027477i,0.0041671+0.00012439i,0.0025566+0.0028682i,0.0032769+0.005929i,0.0034979+0.0036486i,0.0016952-0.0010552i,-0.00035027-0.0030392i,-0.0019178-0.0015818i,-0.0024872+0.0012705i,-0.0013456+0.0015301i,-0.00048414-0.0008158i,-0.00093691-0.0016656i
0.10288+0.043595i,0.15661+0.10531i,0.14266+0.14289i,0.079559+0.12268i,0.030501+0.077037i,0.013947+0.035966i,0.011438+0.0063764i,0.0088235-0.0070173i,0.0048953-0.011133i,-0.00075704-0.011578i,-0.0030867-0.0059159i,0.000747+0.00035513i,0.0036021+0.0012414i,0.0027269+0.0010899i,0.0012465+0.0015486i,0.00023732+0.00037103i,-1.864e-05+0.00062773i,0.00059097+0.0015554i,0.00025445+0.0016439i,-0.00086714+0.0017647i,0.00063113+0.0011144i,0.0025213-0.00040757i,0.0020574-0.0015641i
0.019978+0.11504i,0.0006881+0.2049i,-0.0352+0.22819i,-0.042627+0.17986i,-0.021658+0.12261i,0.0010514+0.07504i,0.011895+0.029085i,0.0091317-0.0038643i,0.0015892-0.017553i,-0.0039828-0.017733i,-0.0063618-0.0095467i,-0.0038609+0.00019755i,0.00023867+0.0035287i,-0.00076045+0.0030273i,-0.0042699+0.0035165i,-0.0044475+0.0044077i,-0.0025376+0.0039435i,-0.0019395+0.0024299i,-0.0025801+0.0020755i,-0.004219+0.0033375i,-0.0045332+0.0041768i,-0.0032172+0.0041341i,-0.0022543+0.0026073i
-0.09093+0.092753i,-0.18271+0.12894i,-0.22644+0.11233i,-0.19435+0.0699i,-0.13266+0.035774i,-0.073839+0.013082i,-0.030931-2.5555e-05i,-0.010833-0.0029301i,-0.0018985+0.00024215i,0.0050756+0.0012246i,0.0059476-0.0010253i,0.0023188-0.0016676i,0.00047205-0.00014259i,0.00010232+7.3241e-05i,-0.001793-0.00085785i,-0.0031005-0.00071101i,-0.003938+0.0012034i,-0.0040216+0.0019773i,-0.0023989+0.00038008i,0.00010381-0.00056138i,0.0015379+0.00089613i,0.0019867+0.0025739i,0.0019314+0.0019809i
-0.13945-0.024116i,-0.22759-0.080367i,-0.23929-0.11173i,-0.18505-0.080199i,-0.12616-0.026145i,-0.080439+0.0053381i,-0.042339+0.014351i,-0.010906+0.014433i,0.011239+0.012265i,0.019657+0.0063295i,0.014324-0.0020138i,0.0036465-0.006495i,-0.0024903-0.0050887i,-0.0029634-0.0028172i,-0.001738-0.0046222i,-0.0016596-0.0065374i,-0.0034281-0.0055908i,-0.004833-0.0048374i,-0.0055631-0.0047679i,-0.0069166-0.0043898i,-0.0085963-0.0034075i,-0.0079941-0.0020758i,-0.0052944-0.0018254i
-0.059458-0.14155i,-0.070589-0.25i,-0.060586-0.28239i,-0.055233-0.22367i,-0.049172-0.14728i,-0.030222-0.087852i,-0.011854-0.04403i,-0.001592-0.018784i,0.0015147-0.0058208i,0.0021287+0.0025548i,0.0036401+0.0049887i,0.0050683+0.0018035i,0.005671-0.0023002i,0.005936-0.0046873i,0.005719-0.0063049i,0.0031256-0.006337i,-0.00077923-0.0047407i,-0.0028688-0.0024806i,-0.0016787-4.1873e-05i,0.0015225+0.00074239i,0.0023967-0.00088107i,1.9935e-05-0.001673i,-0.0026404-0.0010068i
