-0.0034316+0.00165i,-0.0037858+0.00042154i,-0.0038294+0.00050981i,-0.0028658-0.00025819i,-0.0024699+0.00029527i,-0.0022329+0.0011628i,-0.00097638+0.0013972i,0.00053748+0.001013i,0.00049852-0.00041807i,0.00043582-0.00014458i,0.00061022+0.00028294i,0.00015659-0.001088i,0.000243-0.0016309i,0.00075806-0.000512i,0.0012927-9.0906e-06i,0.00073262-0.00029091i,-0.00051319-0.00054953i,-0.00088236-0.00050585i,-2.7831e-05-0.0011659i,0.00021614-0.0017108i,0.00021509-0.00074271i,0.00047901+0.00062373i,0.00018674+0.0010675i
0.0014112-0.00038738i,0.0011923-0.0002594i,0.00033224+0.00079754i,0.00041096+0.0016054i,0.00057066+0.0016184i,0.00025113+0.0021062i,-9.7894e-05+0.0012215i,0.00077337-0.00063391i,0.00078633-0.00076823i,-0.00011956-0.00032574i,-0.00018288-0.00022237i,0.00021159-0.00020334i,7.564e-06-0.00043626i,-0.00043715+0.00055349i,-0.00046912+0.00048836i,-0.00043824-0.00022839i,-9.4344e-05+0.00012595i,0.00057953-0.00015683i,0.00088649-0.00065934i,0.00065104-0.00022767i,0.00043097+0.00045096i,0.00039913+0.00086713i,0.00016123-0.00033608i
0.0012225+0.002708i,0.0023965+0.0026666i,0.0034041+0.0017277i,0.002222+0.0006325i,0.00040489+0.00026059i,-0.00059247+0.00021155i,-0.00034202+0.00058131i,0.00023158+0.0010845i,0.00011092+0.0010159i,6.5536e-05+0.0013224i,0.00057031+0.001284i,0.00031132+0.0005687i,-0.00024631+0.00018366i,-0.00036818-0.00031169i,0.00040186-0.00036141i,0.0016279-0.0007368i,0.0010718-0.00084316i,7.7142e-05-0.00071663i,0.00010499-0.0011044i,-0.0002115-0.00088975i,-0.00028415+7.7704e-06i,-0.00033238-0.00023349i,-0.00013889-0.00055754i
-0.0025753+0.00072579i,-0.002744+0.00052268i,-0.0021324+0.0010291i,-0.00045538+0.0014355i,0.00012972+0.00082198i,-0.00035105+0.00031558i,-0.00024949+0.00071532i,-0.00055683+0.00048915i,-0.0010704-0.00019292i,-0.00010136-0.00025191i,0.00048083+9.8071e-05i,0.00055809-6.1431e-05i,0.00016429-0.00020616i,-0.00056839-5.4643e-05i,-0.00039332+0.00010449i,5.9673e-05+0.00061205i,0.00040274+0.00056124i,0.0012255+4.1563e-05i,0.00081206-0.00012239i,-0.00033778-0.0005095i,-0.00034577-0.000441i,-9.991e-05+0.00049936i,0.00043102+0.0012167i
-0.0034247-0.00014151i,-0.0039421+0.00014087i,-0.0038208+0.001854i,-0.0034021+0.0026644i,-0.001787+0.0013842i,9.8275e-05+0.00021892i,0.00061382+0.00028346i,-0.00015199+0.00035731i,-0.00077563-7.0557e-05i,-0.0011277+0.00036621i,-0.0010472+0.00090504i,-0.00019719+0.00050689i,0.00030485-0.00030178i,-4.4764e-05-0.00064193i,-0.00089245-0.00079168i,-0.00099981-0.0012129i,5.9574e-05-0.0014119i,0.00017563-0.00064586i,-0.00023167-0.00032418i,0.00021569-0.00010691i,0.0010409-0.00045815i,0.00079808-0.0010569i,-0.00032985-0.00053619i
0.0036871+0.0021254i,0.0035947+0.0018271i,0.0032226+0.00080982i,0.0020498+0.00045981i,0.0012189-0.0006118i,-0.00019891-0.00071924i,-0.0010664-0.00011063i,-0.0001909+0.00026831i,0.00055734-0.00014286i,0.00031563-0.0012277i,0.00021176-0.0010239i,-0.00017182+0.00031337i,-0.00070496+0.0010562i,-0.00076216+0.00058094i,-0.0010718+0.00010447i,-0.00084599-0.00043143i,-0.00048376-0.001085i,-0.00034036-0.00096978i,-0.00056077+0.00026002i,-0.00080038+0.00055304i,-8.6265e-05-0.00023522i,0.00080888-0.00047374i,0.00091378-0.00011438i
0.00061742-0.000244i,4.9446e-05-0.00033678i,1.6973e-05+0.00029186i,-0.00092391+0.00030863i,-0.0012251+0.00072714i,-0.001236+0.0015233i,-0.00040681+0.0012422i,0.001047+0.0002677i,0.0011132-0.00061796i,0.00083022-0.00028183i,0.00061323+0.00010779i,0.00018548+0.00034036i,-0.00053533+0.00076526i,-0.00042639+0.00073545i,0.00019987+0.00035853i,0.00035644+0.00044974i,-0.00039914+0.00030238i,-0.0008914+4.3449e-05i,-0.00055353+0.00027891i,-5.2248e-05+0.00047621i,-0.00034903+0.00039721i,-0.00028683-0.00048653i,-0.00011467-0.00018262i
-0.00075945-0.001182i,-0.001373-0.0014308i,-0.0011861-0.00074367i,-0.00089126-0.00046524i,-0.00043036+0.00032293i,6.1646e-05+0.00041532i,0.00026846-0.00033962i,0.00010147-0.00068465i,-0.00038286-0.00098566i,-0.00035935-0.00086399i,-1.0886e-05-0.00047854i,5.1506e-05-0.000318i,-6.3609e-05-0.00033451i,1.3505e-05+0.0001843i,0.00039222+0.00032929i,0.00069752+0.0001947i,0.0005246+0.00054997i,-4.4513e-05+0.00013929i,-0.00056116+0.00013739i,-0.00089358+0.00022661i,-0.00041992-0.0006054i,-0.00014112-0.00036665i,-4.154e-05-0.00021073i
0.001197-0.00031969i,6.1711e-05-0.00017054i,-0.0012567-5.2398e-05i,-0.0012243+0.00032798i,-0.0012541+0.00038642i,-0.00082463+0.00097789i,-0.00082953+0.0013901i,-0.00064225+0.0010217i,0.00014034+0.0001575i,6.0031e-05-0.00059068i,0.00014031+0.00010965i,0.00027585+0.00019284i,-0.00026303-0.00031044i,-0.00019118-0.00059221i,0.00079324-0.00070943i,0.00082531-3.7524e-05i,3.4357e-05+0.00025109i,2.0448e-05-2.55e-05i,0.00096839+0.00040516i,0.0012105+0.00028228i,0.00022392-0.00041812i,0.00022651-0.00013359i,0.00031172+0.00047013i
0.0011085-0.00052522i,0.0011041+5.516e-05i,0.0010215+0.0010146i,0.00096132+0.00056777i,0.00067684-0.00073196i,0.00016056-0.00027688i,5.0371e-05+0.00034511i,-4.1078e-05+0.00014704i,-0.00071121+0.00034747i,-0.00049289+0.00045055i,0.00041671-2.1571e-05i,0.00088071-0.00045868i,0.00052875-0.0001243i,1.1099e-05-8.9753e-06i,-0.00033418+0.00025198i,-0.00042124+0.00065062i,-0.00021405+0.00073713i,-0.00033319+0.00041376i,-0.00011006-0.00019099i,0.00056365-4.0113e-05i,0.00071329+0.00026519i,0.00024718+0.00058631i,0.00023052+0.00052772i
-0.0020684-0.0008638i,-0.0024415-0.00058789i,-0.0022279+0.00081389i,-0.00090266+0.0015792i,0.00011312+0.0015309i,0.00039118+0.001503i,0.00013924+0.00022742i,0.00054976-0.0012702i,0.00091176-0.0012197i,0.00010129+0.0001295i,-0.00027568+0.00053891i,0.0002112-0.00034468i,9.3014e-05-0.0010675i,-0.00048078-0.0011972i,0.00017728-0.00098407i,0.00097853-0.00022333i,0.00028049+0.00092774i,-0.00057122+0.00066471i,-0.00013161-0.00057643i,0.00041985-0.0003832i,0.00016724+0.00076343i,0.00039756+0.00066902i,0.00058351-0.00025575i
-0.0010555-0.00092669i,-0.0014406+0.00011758i,-0.0014863+0.0012354i,-0.00077076+0.001633i,-0.00014413+0.0014508i,-0.00078487+0.00047715i,-0.00087293+0.00042009i,0.00016032+0.00061117i,3.9228e-05+0.00018542i,-0.00034223-0.00020621i,-0.00018212-0.00016848i,0.00056137-0.00044726i,0.000954-0.0011066i,0.00066207-0.00026651i,0.00094723+0.00098936i,0.00058981+0.00088736i,0.00025854+2.0795e-05i,0.00041892-0.0011485i,0.00072244-0.0011591i,0.00129-0.00026097i,0.0010214-0.00025434i,0.00069268-0.0001928i,0.00051172+0.00045597i
7.165e-05+0.0029152i,-0.00033477+0.0038035i,0.00019432+0.0041312i,0.0010237+0.0023491i,0.00027976+0.00074266i,-0.00048025+0.0013084i,0.00010884+0.0010965i,0.00053267+7.3779e-05i,-0.00013139-0.00024152i,-0.00013438-0.00023298i,0.00041167+0.00020339i,0.00068991-4.7849e-05i,0.00092491-0.00045136i,6.1698e-05-8.0468e-05i,-0.00044035+0.0003319i,-0.00016417+0.00032667i,-0.00024351+0.00038597i,-0.00084931+0.00034466i,-0.0014449-0.00041218i,-0.00044292-0.00074715i,-9.5778e-05-0.00023517i,-0.00047606-0.00019222i,-6.9078e-05-0.00057044i
-0.00076238-0.0010656i,-0.0020798-0.0010677i,-0.003463-0.00065113i,-0.0034394+0.00012347i,-0.0019499+0.00070805i,-0.0014425+0.00043069i,-0.0010622-0.00014556i,-0.00028255-0.0004008i,-0.00055585-0.00013535i,-0.0008218-5.3479e-05i,0.00012795-0.00046971i,0.00057642-0.00022315i,0.00052235+0.00037156i,0.00064284+0.00036132i,0.00052776+0.00035348i,0.0004767+0.00087792i,0.00064538+0.00061407i,-0.00012199+0.00053501i,-0.00066896+0.00045819i,-1.7067e-05+0.00046951i,0.00022077+0.0001034i,0.00015104-0.00023318i,0.00030693+0.00023048i
-0.00031929+0.0015454i,-0.00061914+0.0021484i,-0.0016887+0.0025239i,-0.00083016+0.0021683i,0.00064897+0.001286i,0.00079792+8.1991e-05i,0.00025577-0.00029222i,-0.00029225-0.00064962i,-0.00014755-0.00049091i,0.00026411-0.00021382i,0.00085177-1.63e-05i,0.0010404+0.00013814i,-0.00013133-4.0616e-05i,-0.00086612-0.0002932i,-0.00023842-0.00025116i,-0.00022428-0.0001067i,-0.00068287-0.00022083i,-0.0007693-0.00071351i,-0.00088978-0.00059646i,-0.00066955+0.00045885i,-0.00063147+0.00034606i,-0.00065915-0.00031161i,-7.7508e-05-0.00086548i
-0.00042115-0.00018673i,0.00042569-0.00051395i,0.00017713-0.00029245i,-0.00071355+0.00024278i,-0.00067041+0.00068766i,-0.00029164+0.00087934i,-0.00049552+0.00085382i,0.00023564+0.00071043i,0.0011197+0.0008499i,0.0004231+0.00066111i,0.0002001+0.00072642i,0.00039435+0.00046901i,0.00028735-1.3494e-05i,0.00064967+0.00021368i,-0.00019721+0.00076793i,-0.00068541-0.0001569i,0.00034519-0.00064778i,0.00074902+0.0001247i,0.00047424-0.00017681i,0.00033663-0.00042407i,0.00073131-0.00063107i,0.00071406-0.00082765i,0.00040706-0.00066516i
-0.0017229-0.00032423i,-0.0016829-0.00023504i,-0.00098014+0.0013727i,0.00019551+0.0012081i,9.1866e-05+0.00050054i,-0.00049768+0.00079153i,-0.00036675+0.001447i,0.00038435+0.00083444i,0.0004661-2.5494e-05i,8.8976e-05+0.0011379i,6.4789e-05+0.0011379i,-5.3648e-05-0.00038738i,7.9101e-05-0.0006322i,0.00050501-0.0007921i,0.00042641-0.00095158i,0.00066736-0.00036826i,0.00088955+3.2939e-05i,0.0005539+0.00043516i,0.00069676+0.00037509i,0.00056174+0.00049082i,0.00011841+0.0011087i,-0.00088439+0.0008673i,-0.0011035+0.0001815i
0.0021018-0.00032019i,0.001384-0.00075392i,0.00095005-0.00050228i,0.00055354-0.00053204i,0.00020971+0.00010629i,3.4906e-05+0.001156i,0.00020714+0.0012774i,0.00017886+0.000445i,0.00020439-0.00037847i,0.00019217+0.00038637i,0.00055151+0.00062241i,0.00076161-0.0004778i,0.00082882-0.00036591i,0.00089301+0.00098408i,0.00044918+0.0016336i,0.00092018+0.0016409i,0.0012277+0.00063859i,0.00066675-0.00025483i,0.00031911-0.00027341i,-1.454e-05-0.00046971i,-0.00046189-0.00061805i,-0.00065548-0.00061554i,-0.00087873-0.00037094i
-0.0031558+0.0017149i,-0.0037354+0.002482i,-0.0042863+0.00303i,-0.0023577+0.0028205i,-0.00026848+0.002234i,0.00081091+0.0012823i,0.00010057+3.3581e-05i,-0.0013484-0.00038421i,-0.0012836+0.00028397i,-1.8284e-05+0.0010208i,0.001403+0.0010542i,0.0016409+0.00087932i,0.0011474+0.00028166i,0.0012867+0.00015591i,0.0013559+0.00062486i,0.0012188+8.1413e-05i,-0.00015445-0.00052515i,-0.0013011-0.00010486i,-0.001196-0.00011836i,-0.00065074-0.00011233i,7.331e-05+0.0010412i,0.00069121+0.0015015i,0.0011612+0.0011829i
-0.010064-0.005314i,-0.013465-0.0031246i,-0.014429+0.003444i,-0.0093562+0.0071187i,-0.0035338+0.0065792i,0.00010226+0.0029934i,1.0601e-05-0.0013206i,-0.0010742-0.002572i,-0.0026876-0.0019123i,-0.0021473+0.00079128i,0.00064924+0.0021203i,0.0020804+0.00069865i,0.0026862-0.00033132i,0.0040694+8.8302e-05i,0.0049855+0.0010182i,0.0043269+0.0010174i,0.0020319+0.00040843i,0.00011978-0.00033239i,-0.00029329-0.0011311i,-0.00018946-0.0022105i,-7.7272e-05-0.0018954i,-0.00022393-0.00057963i,-0.00019339-0.00010306i
0.0026086+0.0013929i,0.0028106+0.0013929i,0.0026083-0.00010055i,0.0014124-0.000849i,-0.00044292-0.0010395i,-0.0018752-0.00060012i,-0.0015907+0.00059982i,-0.00076507+0.00044062i,0.0003652-0.00044413i,0.00086324-0.00066841i,-0.00038557+5.014e-05i,-0.0013332+0.0003531i,-0.00095149-0.00014011i,-0.00095447-0.00059977i,-0.001155-0.00033732i,-0.0014058+0.0002706i,-0.00091098+0.00030432i,0.00061675+0.0002337i,0.00095976+0.00022286i,0.00055967-0.00016251i,0.00087589-0.00067507i,0.00067555-0.0010552i,7.6433e-05-0.00068538i
0.0021394+0.0025806i,0.0006072+0.001395i,-0.00059378-0.0013101i,-0.00059783-0.0017309i,-0.00075977-0.0005828i,-0.00098221+0.00040945i,-0.0010716+0.0017056i,-0.00042772+0.0019927i,-0.00011511+0.0011371i,-0.00062804+0.00023374i,-0.00078086+0.00025144i,-0.00043122-0.0002595i,-0.00034385-0.00068836i,-0.00048147+0.00026722i,-0.0007404+0.00062789i,-0.00091023-4.7657e-05i,-0.00027941+0.00072234i,7.7441e-05+0.00095731i,0.00029938-0.00018118i,0.00057687-0.0011764i,0.00054386-0.0013626i,0.00052404-0.00048786i,6.822e-05+0.00016787i
0.0013906-0.00046467i,0.0022994-0.0019747i,0.002711-0.0021242i,0.0020846-0.0017325i,0.0004803-0.0012116i,-0.0013662-0.00053938i,-0.0015687+0.00048722i,-0.00061608+4.639e-05i,7.0018e-05-0.00068386i,1.7387e-05-0.00015939i,-0.00089376-0.0001349i,-0.00074908+8.0682e-05i,9.2297e-05+0.0010559i,-0.00024384+0.0011811i,-0.00061465+0.00011654i,-0.00056775+0.00019094i,-0.00086919+0.00045577i,-0.0013127-0.00012332i,-0.00072824+0.00014538i,-0.00032748+0.0010945i,-0.00084516+0.00047759i,-0.00095044-0.00076419i,-0.00068158-0.00060361i
0.002767+0.00063109i,0.0022559+0.0016289i,0.0015915+0.0020343i,0.00049764+0.0016812i,-0.00039278+0.00094263i,-0.00075018+0.0012429i,-0.0012721+0.0015999i,-0.0011781+0.0014253i,-0.0004332+0.00070379i,-0.00048939-0.00031269i,-0.0001935-0.0006426i,0.00039708-0.00081862i,0.00048631-0.00057723i,9.8882e-05-0.00035935i,-0.00015913-0.00094016i,-0.00026556-0.0013794i,-0.00024698-0.00081544i,-0.00025724-0.00054411i,-0.00056158-0.00058212i,-0.00053017-0.00026599i,-3.0826e-05+9.9002e-05i,-0.00035875+0.00018872i,-0.0010563-0.00048659i
0.0016299+0.00080225i,0.0015263+0.0016711i,0.0011044-8.9049e-05i,0.00094791-0.00079906i,0.0003266+0.00066274i,-0.00044949+0.0017196i,-0.00014815+0.0019283i,-0.00019216+0.0012067i,-0.00085995+9.5854e-05i,-0.00068408-4.2329e-05i,9.2638e-05+0.00048113i,0.0003797+0.00023849i,0.00058677-0.00048424i,0.0005839+6.9724e-06i,-0.00042334+0.0010331i,-0.0016131+0.00083904i,-0.0010769+0.0002499i,0.00014671+0.00050974i,0.00021741+0.00042528i,0.00069027+0.00037845i,0.00092701+0.00048043i,0.00061057+0.00065074i,0.00044557+0.00077731i
-0.00010674+0.00064465i,-0.00030087+0.00077969i,-0.00035793+0.0011076i,-0.00056981+0.00049975i,-0.00062124+0.00016601i,-0.00068016+0.00049684i,-0.00070969+0.00057635i,-0.0003818-4.9641e-05i,-0.00011836-0.00035584i,-0.00022926+0.00026302i,0.00069805+0.00085849i,0.0011252+0.00068781i,0.0008572+0.0010551i,-6.9293e-05+0.00088237i,-0.0012082+0.00027695i,-0.00097536-7.449e-05i,-0.00042555+0.00020592i,-0.000155+9.4697e-05i,-0.00036869-0.00018125i,-0.0002274+0.00075771i,0.00060166+0.00077711i,0.00093292+0.00034558i,0.00069486+0.00013408i
-0.00036469-0.00032013i,-0.00085306-0.00086254i,-0.00091396-0.0015243i,-0.0014-0.00093182i,-0.0013831+8.4483e-05i,-0.00047533+0.00012791i,-0.00010377-0.00022522i,-0.00013859-0.00054542i,5.5662e-05-0.0010537i,3.1423e-05-0.0010203i,0.00030972-0.00041948i,0.00052542+0.00044364i,0.00045267+0.00054293i,0.00050389-0.00032416i,-0.00025164-0.00041562i,-0.00096249-0.00046468i,-0.00041918-0.00098179i,0.0003847-0.00086302i,-3.07e-05-0.00035947i,-0.00013122-0.00052657i,-0.00028598-0.0010505i,-0.0008427-0.0012701i,-0.00038544-0.0007436i
0.00056156+0.0012154i,0.00069349+0.0011299i,0.0015304-0.00014686i,0.00099768-0.00068838i,-0.00065565+4.2434e-05i,-0.0013639+0.0010311i,-0.0010231+0.00026327i,0.0001935-0.0011676i,0.0010962-0.0018377i,0.00035786-0.00112i,-0.00043302-0.0002546i,-0.00045689-0.00032165i,-0.00080016-0.00026782i,-0.00070948-4.9772e-05i,0.00012243-0.00020384i,-0.00020175+0.00028926i,-0.00047929+0.00051076i,-5.9596e-05+0.00046357i,-0.00020366+0.0010412i,-0.00045788+0.0013154i,0.00017633+0.00028485i,0.00077588-0.00010818i,0.00029608+0.00021048i
-0.00062953+2.7571e-05i,-0.00027078+0.00077501i,7.6078e-05+0.00059794i,0.00016643+0.0005661i,-0.00064852+0.0005833i,-0.0012579+0.00017454i,-0.00067584-6.0286e-05i,-1.345e-05-0.00019662i,0.0003528-0.0010406i,0.00034654-0.0016105i,0.00089987-0.00070866i,0.001285+0.00025736i,5.7204e-06+0.00028903i,-0.00077602-0.00014708i,3.7572e-05-0.0005095i,2.8325e-05-0.00026778i,-8.8029e-05-0.00030861i,0.00052718-0.0003992i,0.00043096-0.0001658i,-0.00021079-6.8365e-06i,-0.0010546-0.00011715i,-0.0013198-0.00027559i,-0.0010906+0.00043715i
-0.00044389-0.0004811i,-0.00041967+0.00039197i,0.00022067+0.0013371i,0.00060689+0.0012577i,0.00099608+0.0013126i,0.00017116+0.0014873i,-0.00024204+0.00099553i,0.00033467+0.00033094i,0.00044384+9.3268e-05i,0.00041061-0.00016239i,0.0004025-0.00030438i,0.00015287-0.00086388i,-1.5995e-07-0.0010257i,0.00014294-0.00056952i,-0.00020654-0.00012639i,0.00014712-0.00074668i,0.0002919-0.00083842i,-0.00020039-0.00048735i,4.0748e-05-0.00068341i,0.00025018-0.00010971i,0.00012136+2.6978e-05i,0.00043661+0.00013493i,0.00066638+0.00031669i
0.00020069+0.0022932i,0.0014259+0.00096538i,0.0013706+0.00038134i,4.8463e-05-0.00028961i,-0.00031468-0.00090923i,-0.00038067-0.001299i,3.2581e-05-0.00030576i,0.00050816+0.00061435i,0.00030793+0.00035367i,-6.4918e-05+1.9477e-05i,0.00021816-0.00062257i,0.00049615-0.0011398i,0.00058808-0.0009285i,9.9726e-05-0.00072819i,-0.0002033-0.00061325i,-0.00025294-0.00042477i,-0.00070002+0.00028106i,-0.00038954+0.00077378i,-0.00012533-0.00017924i,-0.00045625-0.0010786i,-0.00010295-0.00095935i,0.00065381-0.00095406i,0.00064555-0.0013049i
-0.0019396+0.0012198i,-0.0011832+0.0018689i,-0.0012731+0.0011578i,-0.0021409+0.00043325i,-0.00082118+9.6656e-05i,0.00039351+0.0002801i,-0.00029073+0.00082412i,-0.00052873+0.0008033i,0.00022502+0.00032708i,0.00056651+0.00031609i,0.00071278-0.00026059i,0.0013948-0.00038352i,0.0016419+0.0006287i,0.001116+0.00062265i,0.00048023+7.3426e-05i,0.00023383-0.0011352i,7.8643e-05-0.0012695i,0.00040901-0.00014202i,0.00027757+0.00020557i,-0.00020759+0.00040011i,-0.00055284+0.00026872i,-0.00023782-0.00011035i,0.00026394-0.00020946i
-0.00034703-0.00030854i,-0.0012537+0.00065982i,-0.0019593+0.00015552i,-0.00082767-0.00010135i,-0.00032543-4.8599e-06i,-0.00066571+0.00061189i,-0.0012417+0.0011481i,-0.00099366+0.00041575i,-0.00011766-0.00018279i,0.00023879+0.0001087i,0.00022134+0.00036867i,0.00047386+0.00031023i,0.0001408-0.00010931i,-3.1754e-05-0.00018882i,0.0010034+0.00069035i,0.00095562+0.0013193i,0.00018133+0.00062338i,0.00019881+0.00082206i,9.8853e-05+0.0010279i,-0.00097298+0.00026088i,-0.0016844-0.00023252i,-0.00087418-0.00013016i,-0.00015405+0.00031608i
-6.3199e-05-0.00086798i,-0.00054413-0.00061733i,-0.0010997-0.00039341i,-0.001735+0.00073768i,-0.0019402+0.0016529i,-0.0010464+0.0017323i,0.00035935+0.0013688i,0.0010698+0.00056682i,0.00057112+8.2556e-05i,-0.00059099+0.00013377i,-0.0014649-0.00017921i,-0.0014287-0.00034366i,-0.0010603-0.00054805i,0.00025914-0.00099317i,0.0012637-0.00042836i,0.0012945-0.0001944i,0.0013793-0.00018513i,0.001348-0.00018235i,0.00072296+0.00017022i,0.00021593+0.00056752i,0.00017757+0.00013039i,0.00031585-0.00063764i,2.3083e-07-0.00043397i
-0.00084151-0.00042775i,-0.00019453+0.00031905i,-0.00032296-0.0002851i,-0.0018156-0.00085729i,-0.0016239-0.00034538i,-0.0005435+0.00052113i,-0.00038095+0.00044731i,-0.00013331+0.00031952i,6.2396e-05+0.00071206i,-0.00013176+0.00036306i,0.0001585+8.0644e-05i,0.00044894+0.0002391i,0.00015126-0.0001649i,-0.00017116-0.00021984i,-0.00051334+0.00057487i,-8.8564e-05+0.00045051i,0.00047905-0.00083196i,0.00058082-0.0010029i,0.0001828-0.00054916i,-2.7666e-06-0.00044312i,-0.00013781-0.00030204i,0.00024657+0.00014158i,0.00033503+0.00027799i
-0.001243-0.0019464i,-0.0020682-0.0014186i,-0.0023476-0.00064355i,-0.0027649-7.7321e-05i,-0.0020625+0.0001175i,-0.00084085+0.0007071i,-0.00017344+0.0011728i,0.00045588+0.0010067i,2.7871e-05-8.8855e-06i,-0.00040598-0.00059761i,0.00010364-0.00015647i,0.00055465+0.00024655i,7.9599e-05+0.0004882i,-0.0003675+0.00080763i,-0.00041975+0.00085622i,-7.5999e-05+0.00027851i,-3.6788e-05+0.0001533i,-0.00028389-8.687e-05i,-0.00011827-0.00035944i,0.00034263-0.00020072i,0.00049562+0.00043044i,-0.00024472+0.00075143i,-0.00035557+0.00094922i
0.0033899+0.00053528i,0.0045063+0.00054194i,0.0023271+0.0013661i,0.00046403+0.0010996i,-0.00070148+0.00058172i,-0.0016726+0.00036183i,-0.00076448+0.0006917i,0.00099969-0.00012105i,0.002117-0.00093434i,0.0015104-5.2101e-05i,0.0007015+0.00018718i,0.00026033-0.00038835i,-0.00010893-0.00064889i,-0.00039835-0.00036515i,-0.00056819-3.3757e-05i,-0.00056733-0.00062826i,-0.00027709-0.0005009i,0.00046944+0.00079584i,0.0004756+0.00094454i,-0.0001737-0.00011904i,-0.00039549+0.00018872i,-0.00021238+0.0013231i,-9.6443e-05+0.0013034i
0.0003264+0.0040879i,0.0010056+0.0047051i,0.0010529+0.0036062i,0.0011371+0.0020309i,0.00078354+0.0010963i,0.00020783+0.00033787i,-0.00036185+0.00031673i,-0.00093321+0.00044724i,-0.00089007+0.00045702i,-0.00012453+0.00076696i,0.00066945+0.00073143i,0.00085721+0.00020173i,0.00012114-0.0003355i,-0.00012911-0.00025411i,0.00039037-0.00046996i,3.4513e-05-1.5895e-05i,-0.00028178+0.00021464i,-0.00021508+6.3874e-05i,-0.00052097-0.00026624i,-0.00028731-0.00033446i,-0.00014094+7.3003e-05i,-0.00055361+0.00036014i,-0.00044445+0.0009885i
0.00015961+0.00059077i,-0.00040824+0.0009709i,-0.00062904+0.00090133i,-0.00036394-4.084e-05i,0.00014101-0.00024718i,-0.00023914+3.7354e-06i,-0.00025026+0.00028991i,0.00038903+0.00052116i,-0.00024197+0.0001312i,-0.00085846-1.7734e-05i,-0.00040438+6.2791e-05i,8.7008e-05-9.544e-05i,-0.00032951+0.00011649i,-0.00019235+0.00040168i,0.001144+0.00031855i,0.0017469-3.7157e-05i,0.0011438-0.00016128i,0.00031252-0.00012311i,-0.00020745+8.5038e-05i,8.7001e-05+0.00055462i,0.0003265+0.0011011i,-0.00015127+0.00026622i,-0.00023053-0.00048195i
0.0016029+0.00030413i,0.00052179+0.00043395i,0.00078929+0.0006194i,0.00050179+0.00045514i,-0.00035248-3.0638e-05i,-0.000927+0.00027387i,-0.0010996+0.0010947i,-0.00032569+0.00055985i,0.0003234-0.00047434i,-0.00036345-0.00094677i,-0.00041313-0.0013153i,-0.00039979-0.0012911i,-0.00045426-0.00079894i,-3.484e-05+5.5095e-05i,-0.00036825+0.00022082i,-0.00032331+0.0002771i,-0.00074253+0.00015049i,-0.00086514-0.00028881i,0.00016615-7.1414e-05i,0.0007943-3.133e-05i,0.00071229-4.1211e-05i,0.00061769+0.00044488i,-4.7323e-05+0.00098771i
0.00054958+0.00054078i,0.00063798-5.718e-05i,0.00034819-0.00028713i,-8.5955e-05+0.0005441i,-0.00052572+0.0011415i,-0.00051164+0.00086498i,0.00054836+0.00063828i,0.0012332-8.5807e-05i,0.00046846-0.00064349i,0.00019099-0.00010699i,0.00011195+0.00073045i,-4.1661e-05+0.00058137i,-0.00019435+3.9402e-05i,0.00023069-0.00032302i,0.00021905-0.00018763i,-0.00090649-0.0004419i,-0.0015958-0.00041308i,-0.001542-2.5331e-05i,-0.00063358-7.6366e-06i,0.00035122-7.4085e-05i,0.0010419+0.0001489i,0.0005792+0.00046112i,-0.00012599+0.00066547i
0.00022412-0.0017126i,2.3137e-05-0.00035742i,-0.00012038+3.2613e-05i,-0.00061894-5.326e-05i,-0.0010302+0.00031363i,-0.00021511+0.00067394i,0.00044612+6.9841e-05i,0.00041188-0.00023979i,-0.00040552-0.00037344i,-0.00058933-9.8777e-06i,-0.00028782-0.00010961i,0.00024154-0.00028881i,0.00092913+0.00021036i,0.0012456+0.00059683i,0.0012169+0.00064639i,0.00094575+0.00029979i,0.00046385-2.6098e-05i,0.00067763-5.124e-06i,0.0013619-7.3908e-05i,0.00081643-0.00029097i,-3.0088e-05-0.00054873i,0.00020021+0.00011781i,-9.1916e-05+0.00044694i
-0.00090677-0.0010379i,-0.0016218-0.0018007i,-0.00085514-0.00030331i,-0.00053353+0.0011139i,-0.00060614+0.0007316i,-0.00065138+0.00050963i,-0.00077704+0.00053372i,-0.00058141+0.00023683i,-6.6801e-05+0.00028041i,0.00048583+0.00040745i,0.00054326+0.0005194i,0.00046409+0.00028663i,0.00040129+0.00048331i,-6.3844e-05+0.0010804i,0.00030133+0.0011146i,-7.6957e-06+0.00075398i,-7.5081e-05+0.00025503i,-5.9084e-05+0.00017751i,-7.684e-05+0.0002495i,0.00060417+0.00010545i,0.00020648-0.00033532i,-8.786e-05-0.00054528i,0.0010975-1.8098e-05i
-0.00047682+0.001839i,0.0012976+0.00033038i,0.0011264+0.0008739i,0.00089118+0.0023563i,0.0014016+0.0016003i,0.0010506-0.00078463i,6.1966e-05-0.0014658i,-0.0012037-0.00058964i,-0.0013089-0.00021884i,0.00015468-0.00061169i,0.0015926-0.0006461i,0.0010109-0.00053883i,0.00020802-0.000774i,0.00061576-0.0016207i,0.0010828-0.0020215i,0.00092997-0.0011125i,0.00075886-0.00022068i,0.00074716-0.00033998i,-3.5741e-06-0.00010316i,-0.00099326+0.00010923i,-0.00083698+0.00038521i,-0.00016424+0.00043274i,0.00057981-0.00030215i
