-0.001408+0.00085734i,-0.0021538+0.00055193i,-0.0028135+0.00016828i,-0.0021956-0.00037078i,-0.00064523-0.00013177i,0.00061505+0.00017462i,0.0013297+0.00095604i,0.0006921+0.0016672i,-2.8709e-05+0.0010386i,0.00016854+0.00014231i,-1.9028e-06+0.00051276i,-0.00045115+0.00079816i,0.00018006-0.00016831i,0.001402-0.0002743i,0.0010366+0.000512i,0.00055825+0.00056649i,0.00056724-0.00033471i,0.00068109-0.0013583i,3.2645e-05-0.0017788i,-0.00050222-0.0009655i,-0.00046546+0.0004751i,6.3203e-05+4.5597e-05i,0.00040614-0.00057674i
0.0015152-0.0017247i,0.0026613-0.0014973i,0.0018649-0.0015509i,-5.1389e-05-0.0030113i,-0.00079697-0.0027738i,-0.00012043-0.0020921i,0.00054127-0.0025347i,0.00046942-0.0024374i,0.00084055-0.001821i,0.00086861-0.0013739i,0.00050121-0.0013764i,0.00074106-0.0010059i,0.00066752-0.00038482i,0.0004293+0.00048065i,8.5487e-05+0.00064398i,-0.00014698+0.00014i,-0.00069253-0.00063468i,-0.00056288-0.00072598i,0.00035307-0.00096463i,0.00062574-0.0001888i,0.00043827+0.001118i,3.0359e-05+0.00076394i,1.4004e-05-0.00013342i
0.00083085+0.0009284i,-0.00067737+0.00015554i,-0.0017318-0.00026659i,-0.0014939-0.00060502i,-0.0010116-0.0010502i,-0.00056913-0.0013102i,-0.00064199-0.0017521i,-0.00062184-0.0017738i,-0.0010805-0.0011244i,-0.0010847-0.00052409i,2.0524e-05-0.00055293i,0.0006822-0.00069863i,0.00068213-0.00079053i,0.00017785-0.00011508i,-0.00013992+0.00050937i,0.00035971+0.0011327i,0.00020302+0.0014637i,0.00012198+0.0013873i,-7.2075e-05+0.0015315i,4.7934e-05+0.00090243i,0.00053118-7.3917e-05i,0.0006701-0.0007768i,0.00109-0.00098574i
0.00014762-0.0021571i,0.0011301-0.0047502i,0.0015001-0.0063131i,-6.2176e-05-0.004766i,-0.0014798-0.0028492i,-0.00082887-0.0019493i,-0.00047518-0.0022701i,-0.00083541-0.0021515i,-0.00018943-0.0016696i,0.00039379-0.0016043i,0.00021698-0.00062145i,0.00011524+0.00028308i,-0.0004734-1.3497e-05i,-0.00057584-8.4011e-05i,2.943e-05+0.00024044i,0.00062086-0.00010501i,0.00064978-0.00081013i,0.00032717-0.00026733i,0.00040174-4.179e-05i,0.00031994-0.00012078i,5.3073e-05-0.00011208i,-0.00039922-0.00077007i,-0.00025419-0.00080827i
0.0023493-0.001657i,0.003082-0.0021702i,0.0032057-0.0022245i,0.0022851-0.0019734i,-0.00035357-0.0021273i,-0.0011001-0.003223i,-0.00058506-0.0036569i,-0.00042185-0.003067i,-0.00017776-0.0018242i,0.00049567-0.0003174i,0.00015897+1.7762e-05i,-0.00095161-0.00049098i,-0.0011222+3.8554e-06i,-0.00032526+0.00014185i,0.00021195-0.0004088i,-7.5903e-05+4.4506e-05i,3.8613e-05-7.4487e-05i,0.00095166-0.00089239i,0.0010554-0.00092124i,0.00079182-0.00057948i,0.0008546-0.00017925i,0.00063178-0.0004711i,0.00053943-0.00063091i
0.00093462+0.001398i,7.0228e-05+0.00096177i,-0.0016725-0.00038005i,-0.0033312-0.00081123i,-0.0034729-0.0010368i,-0.0019366-0.0014511i,-0.00081031-0.0012097i,-0.00019333-0.0014524i,0.00026073-0.0017143i,0.00014662-0.00082684i,-8.1086e-05-2.1105e-05i,-0.00010928+5.8137e-05i,0.00056845+0.00051764i,0.00021316+0.00050611i,-0.00087001+0.00058848i,-0.0010245+0.0011963i,-0.0010762+0.00047799i,-0.00081027-0.00032799i,0.00042402-0.00058596i,0.00020341-0.0004573i,-0.00027629+0.0001469i,0.00053148-5.271e-05i,0.00054738-5.2517e-05i
-0.00060877-0.003579i,-0.00018703-0.0045139i,0.00057644-0.0043583i,-5.4502e-05-0.0045138i,-0.0010193-0.0033589i,-0.0010426-0.0014703i,0.00012847-0.0013121i,0.00064375-0.00091471i,-0.00047771-0.0006521i,-0.0012918-0.00070594i,-0.0014177-0.0001979i,-0.00059647+0.00059738i,-0.00065463+0.00057135i,-0.00043971+0.00014925i,0.00082836+0.00080079i,0.00094506+0.001014i,0.0006414+0.00060076i,-0.00040516+0.00063713i,-0.0013017+0.00053353i,-0.00038919+2.009e-05i,0.00029401-0.00062299i,0.00020647-0.0009099i,-0.00077916-0.00090016i
-0.0021336+0.0016456i,-0.0015684+0.0025858i,-0.0012411+0.0046737i,-0.00027358+0.0038251i,0.00052241+0.0013349i,-0.00024869-0.0021431i,-0.0011394-0.003904i,-0.001293-0.0036851i,-0.00057745-0.0027808i,2.3555e-05-0.0014062i,0.00031023-0.00077227i,0.0009356-0.00051528i,0.00025477-0.00090215i,-0.00022722-0.0015654i,0.00066166-0.0016328i,0.0011459-0.0009423i,0.00060944+0.00015941i,0.00040067+0.0011066i,0.00042961+0.00079721i,0.00036349-0.00021695i,5.9759e-05-0.000772i,-0.00085538-0.00049957i,-0.00084316+0.0001167i
0.0012869-0.0028402i,-0.00046638-0.0039024i,-0.0027658-0.0054991i,-0.0040868-0.004679i,-0.0038278-0.0017396i,-0.0018109+0.0004333i,0.0004533+0.0002483i,0.0012649-0.0014728i,0.0009941-0.0012419i,0.00022249-0.00010752i,-0.0010904+0.0003143i,-0.00092765+0.0010008i,0.00080031+0.0012604i,0.0016559+0.0017621i,0.00083909+0.0016994i,-0.00024277+0.00052141i,-0.00072702-4.6951e-05i,-0.00015084+0.00030307i,0.00086336-0.00020383i,0.0012696-0.00059358i,0.0010503-7.558e-05i,0.0004113-0.0003645i,-0.00048265+0.00012849i
0.00063628+0.0010208i,0.0017909-5.9453e-05i,0.0029517-0.0010543i,0.0029445-0.0010271i,0.0016036-0.0013339i,-0.00072094-0.0016215i,-0.001261-0.0023815i,-0.00054001-0.0017588i,-0.00043346-0.00076639i,-0.00022861-0.00073001i,0.00011857-0.00074146i,8.1107e-05-0.000197i,3.6717e-05+0.00018696i,-0.00041027-0.00028372i,-0.00092539-0.00010814i,-0.00082625+0.00025923i,-0.00087348-0.00016188i,-0.00081216-0.00079487i,-0.00017804-0.0010947i,0.00035279-0.0011663i,0.00022624-0.00066291i,-3.405e-05+0.00010286i,3.7026e-05+0.00031124i
-0.0012158-0.0016628i,-0.0014743-0.0012892i,-0.0020377+0.00043892i,-0.0031931+0.00084841i,-0.0029493+0.00039903i,-0.00090832+0.00046434i,0.0007405+1.5822e-06i,0.00079127-0.0010413i,7.0252e-05-0.001486i,0.00020752-0.0012182i,0.00064517-0.00094348i,0.00023301-0.00018193i,-0.00057242+0.00032793i,-8.5888e-05+0.00047177i,0.00091391+0.00039588i,0.001409+0.00023903i,0.0011605+0.00044599i,0.00085163+0.00087491i,0.0011116+0.0003231i,0.0013572-0.0002163i,0.0008541-0.00060099i,0.00016354-0.0011476i,-0.00031324-0.0011309i
-0.0017403+0.00061359i,-0.00095682-0.00060484i,0.0011074-0.0025968i,0.0013237-0.0030327i,2.3372e-05-0.0027144i,9.5123e-05-0.0033487i,-0.00033969-0.0037384i,-0.0013459-0.003141i,-0.00090904-0.0015262i,-0.00037619-6.6026e-05i,-0.00056114+0.00031446i,-0.00055381-0.00015332i,-0.00051363-0.00078409i,-0.00087254-0.00023302i,-0.00059063+0.00029007i,0.00083021-1.3115e-05i,0.0012387+0.00029588i,0.0005741+0.00038148i,0.00042352-0.00021813i,0.00046871-0.00070288i,0.00014716-0.0013878i,-2.0656e-05-0.0011722i,-0.00029535-0.0005371i
0.00061987+0.0015943i,0.0018254+0.0012424i,0.001375+0.0015605i,-0.00056448+0.0011282i,-0.0012563+0.00014172i,-0.00086406-0.0014818i,-0.00096136-0.0028781i,-0.00088036-0.0025468i,-0.00077364-0.001479i,-8.2056e-05-0.00067625i,0.0010158-4.3808e-05i,0.0014262+0.0001978i,0.0012611+0.00098487i,0.001017+0.0012709i,0.00078022-0.00010575i,0.0003008-0.0011942i,0.00030807-0.00073684i,-0.00058593-0.00078232i,-0.00098982-0.0011483i,-0.00082476-0.00033839i,-0.00080008+0.0001887i,-0.00046938+0.00046786i,-0.00055048+0.00067335i
-0.0010141-0.00076286i,-0.0013875-0.00018215i,-0.0018628-0.0013581i,-0.0026989-0.0035384i,-0.0025333-0.0028538i,-0.00073899-0.0017281i,0.00029883-0.001358i,-0.00026174-0.0010828i,-0.0006179-0.0012875i,-0.00041743-0.0012551i,-0.00021175-0.00080472i,-0.00048524+3.922e-05i,-0.00055475+0.00040688i,0.00014566+6.6976e-05i,0.00024867-0.00012043i,-0.00020864-0.00055437i,-0.00076966-0.00082385i,-0.00061611-0.00090045i,-0.0004695-9.0728e-05i,-1.3418e-05+7.9911e-05i,0.00028746-0.00037353i,-0.0001757-0.00053995i,-0.00025158-0.00070671i
0.00097304-0.0021226i,-0.00086721-0.0036581i,-0.0014276-0.0036904i,-0.002736-0.0025621i,-0.0031673-0.0014802i,-0.0028502-0.00054913i,-0.0016809-0.0010113i,2.9676e-06-0.0024928i,0.00050477-0.0020006i,0.00032629-0.00033138i,-0.00046407+0.00022802i,-0.00086163+0.00030265i,-0.00020968+0.00098212i,-0.00017176+0.0016302i,0.00014313+0.00099091i,-1.0492e-05+0.0008875i,-0.001124+0.00086678i,-0.00080475+0.00043993i,8.8856e-05+6.7712e-05i,-0.0001899+0.00021733i,-0.00025461-5.4892e-06i,0.00019885-0.0006751i,0.00042977-0.000319i
-0.0012436-0.0019008i,-0.0020986-0.0022551i,-0.0023252-0.0022012i,-0.0019538-0.0020156i,-0.0003535-0.0016328i,0.0015742-0.00070685i,0.0016506-0.00083349i,0.00070031-0.0005867i,0.00027949-0.000182i,0.00024673-0.00020322i,0.00023644-5.5807e-05i,0.00053627+0.00012309i,0.0005146-0.0006289i,0.00054003-0.0010405i,0.00098856-0.00064591i,0.0013692-0.00060171i,0.0010122-0.00063564i,0.00063957-0.00091343i,0.00092907-0.00081206i,0.00084339-6.1448e-05i,0.00041114+6.2936e-05i,-4.6652e-05-0.00051505i,-0.00026775-0.00091576i
0.00065464-0.0001247i,0.0014477-0.0019658i,0.0018614-0.003624i,0.001136-0.0027137i,0.00041031-0.00077462i,0.00010737-0.00057106i,0.00062539-0.0019367i,0.0004292-0.002702i,-2.775e-05-0.0018986i,0.00033007-0.00073144i,-2.9513e-05-5.1756e-05i,-0.00025266+0.00038897i,-0.00013015+0.00012097i,-0.00015731-0.00015712i,0.0002272-0.00043684i,0.00034667-0.0012687i,-0.0003115-0.0009086i,-0.00024058-0.00030694i,-9.8654e-05-0.00051765i,-0.0007782-0.0001156i,-0.00058317+0.00065268i,-4.4878e-06+0.00093236i,-0.00057353+0.00079832i
0.0026019+0.0019312i,0.0021833+0.00062798i,0.00081501-0.0013148i,-0.00089774-0.0015762i,-0.0019941-0.0014334i,-0.0015966-0.00097056i,-0.00029576-0.00040723i,0.00045374-0.00086095i,0.00055444-0.00090663i,-0.00024117-0.00067062i,-0.00075937-0.0011159i,-0.00081238-0.0010903i,-0.00083493-0.00049045i,-0.0011075+5.8593e-06i,-0.0017293-5.9573e-05i,-0.0011878-0.00023781i,-0.0011131-0.00033276i,-0.0015918-0.00043884i,-0.00074274-0.0001827i,0.00062983+0.00048475i,0.0010521+0.00057778i,0.00047718-0.00023854i,-4.2353e-06-0.00031966i
-0.0006383+0.00097968i,-0.00016108+0.0014217i,0.0012578+0.00077294i,0.0010757-4.7553e-05i,-0.00030529-0.0013125i,-0.00061803-0.0023574i,-0.00026057-0.0026259i,-0.00030816-0.002085i,-0.0003084-0.0013251i,-0.00029795-0.00081975i,-0.0008626-0.00046591i,-0.00057627+0.0001114i,-4.2189e-05-0.00011083i,-0.00048961-0.00082597i,-0.00075023-0.0010175i,-0.00057139-0.00041706i,-0.00057771+0.00010377i,0.0002801+0.00034543i,0.0011848+0.00165i,0.00069173+0.00159i,9.917e-05+0.0003505i,0.00044737-0.00022322i,0.00067173-0.00059116i
-0.00235-0.00030483i,-0.0020749-0.00012564i,-0.0010136+0.0006058i,-0.0014188+0.0011514i,-0.0013424+0.0010363i,-0.00065013+0.00026719i,5.7856e-06-0.0013229i,0.00040709-0.0029263i,0.00067318-0.0020386i,0.00027579-0.0005258i,-0.00020878-2.7304e-05i,0.00017397-0.00011361i,0.00023079-9.5048e-05i,1.2254e-05-0.00052479i,0.00021168-0.00096628i,0.00022135-0.0003731i,0.00060427+6.1974e-05i,0.00056387+0.00023586i,-1.0632e-06-0.00041937i,-0.00038719-0.0012692i,-0.00074933-0.0011747i,-0.00068557-0.00098601i,-0.00013434-0.00027236i
0.0006701-0.00099728i,0.00020788-0.001762i,-0.0012709-0.002215i,-0.0013779-0.0021949i,-0.00064995-0.0019618i,0.00041365-0.002305i,0.00028452-0.0023193i,-0.0007515-0.001743i,-0.00057665-0.00096421i,-0.00067588-0.00067473i,-0.00094744-0.00028529i,-0.00078361+0.00066614i,-0.00076501+0.00029601i,-0.0002215-0.00045607i,0.0006327-0.00037472i,0.00041215-0.0003269i,-0.0008159+0.00028778i,-0.00082366+0.00062975i,-0.00051562-0.00015228i,5.5633e-06-0.00059318i,0.00078358-0.00011649i,0.00052782+0.00043231i,1.7081e-05+0.00072492i
-0.00030378-0.0014441i,-0.0018658-0.0017292i,-0.0038678-0.0026435i,-0.0036411-0.0020525i,-0.0028432-0.00048154i,-0.002044-0.00012856i,-0.00020343-0.00049923i,6.1368e-05-0.0013266i,-0.00094877-0.0021071i,-0.0011009-0.0020312i,-0.00061666-0.00058739i,-0.00096273+0.00069519i,-0.00062064+0.00020937i,0.00068137+0.00020061i,0.00071048+0.00064176i,0.00047652+0.00017092i,-0.00029051-0.00066122i,-0.00094293-0.00063555i,-0.00081983+6.3699e-05i,-0.00018333+0.00077612i,0.000166+0.0010161i,0.00012138+0.00024216i,0.00013877-0.0002589i
6.459e-05-0.00041074i,-0.00080622-0.001454i,-0.00048685-0.0015532i,-0.00024068-0.0015689i,-0.00045062-0.0016244i,0.00070581-0.00060357i,0.0019544-0.00085999i,0.0015996-0.0014327i,0.0003106-0.0010621i,-0.00011491-0.00059923i,0.00015835-0.00083621i,-6.5777e-05-0.0011289i,-0.00036121-0.0014477i,-0.00023197-0.00099196i,-0.00018358-0.00044894i,0.00034084-0.00014118i,0.00051021+0.00029405i,0.00012537+0.00084314i,-6.7239e-05+0.0013834i,-0.00041191+0.0012762i,0.00016421+0.0009652i,0.0007224+0.0002751i,0.00043737-0.0002469i
0.00066748+0.0011692i,0.0020771+0.00021379i,0.0029858-0.00055035i,0.0016215-0.0013549i,0.00011696-0.001542i,-0.00041376-0.00086719i,-0.00021493-0.00060317i,-6.1758e-05-0.00031909i,-6.2847e-05-0.00018995i,0.00014631-0.00070714i,0.00031561-0.00045652i,-0.00035634-0.00025642i,-0.00018884+0.00010064i,-0.00061441+0.0003226i,-0.0010939-0.00022283i,-0.00023239-0.00056002i,4.8797e-05-0.0002412i,-0.00078512-0.00034252i,-0.00062642-0.00052041i,2.1063e-05-0.00066686i,-4.8068e-05-0.0013299i,-0.00013674-0.0010738i,6.065e-05-0.00034701i
-0.00020302+0.0013257i,0.0016247+0.00043641i,0.0018326+1.8647e-05i,0.00050014-0.00034369i,-0.00023907-0.00069093i,-0.0003689-0.001501i,-0.0004316-0.0025571i,-0.00040462-0.0023295i,0.00012351-0.00050066i,0.00081783+0.00067119i,0.00063737-6.5115e-06i,0.00023212-0.00027066i,0.00023587-0.00012512i,-0.00046592-0.0015114i,-0.00032977-0.0020922i,0.00020304-0.0012041i,-7.2366e-05-4.5536e-05i,-0.00056228+0.00022193i,-0.00047063-0.00074452i,-0.00030074-0.00099168i,-0.000465+0.0001137i,0.00043566+0.00015289i,0.0012386-0.00063822i
-0.0013835-0.00068605i,-0.0025303-0.00014234i,-0.0033348+0.00057742i,-0.0033331+0.00063263i,-0.0023667+0.00030104i,-0.00084084-0.0004154i,-0.00014317-0.0022242i,-0.00025075-0.002192i,-0.00078921-0.00063704i,-0.0002192-0.00053723i,0.00047587-0.0002917i,0.00025984-1.1954e-05i,0.00068637-0.00050198i,0.0010112+0.00032823i,0.00069254+0.0011873i,0.00043324+0.0009818i,7.2548e-05+0.00099123i,-0.00036853-2.167e-05i,-0.00042179-0.00083531i,6.6933e-05-0.00056076i,0.00040875+0.00048317i,0.00019606+0.00036606i,0.00044475-0.00058776i
0.0005522-0.0024786i,0.00034801-0.0018465i,-0.00068142-0.0019447i,-0.0015782-0.0019036i,-0.0015295-0.0015379i,-0.00065209-0.0011853i,0.00042313-0.0012573i,0.0007084-0.0019335i,0.00048026-0.0020525i,0.00058604-0.0012144i,0.00028519-0.00027348i,0.00045155+0.00058621i,0.00042504+0.00060748i,0.00050219+0.00062183i,0.00075575+0.00087752i,0.00048848+0.00069946i,0.00071922+0.00015903i,0.00082808+0.00024169i,0.00044363+0.00040832i,0.00031819+0.00027521i,0.00013415+0.00031427i,0.00011587+0.00040472i,-0.00012687+0.00026674i
-0.0002796-0.0023705i,-0.0013575-0.0019007i,-0.0024417-0.0018519i,-0.002852-0.0014601i,-0.002145-0.00049534i,-0.0011853-0.0004282i,-9.6626e-05-0.0014414i,0.00017931-0.0017832i,0.00012859-0.0014798i,0.00024402-0.00043075i,-0.00025104-1.4549e-06i,-0.00033353+0.00031881i,0.00064649+0.00089333i,0.0011255+0.0011687i,0.0014819+4.4988e-05i,0.0016372-0.0010094i,0.00053142-0.00059216i,-0.0008115-0.00038826i,-0.0010572-0.00054668i,-0.00039893-0.0010022i,-0.00011601-0.0005032i,-2.5087e-05-7.1522e-06i,0.00034959-7.763e-05i
-0.00068761-0.00085i,-0.0011518-0.0022849i,0.00044268-0.0028304i,5.643e-06-0.0027108i,-0.0014908-0.0020933i,-0.0019753-0.0014151i,-0.00083041-0.0013941i,0.00094264-0.0016155i,0.0011422-0.00077516i,0.0014081-0.00013963i,0.0011969-0.00012207i,0.0010716+0.00020078i,0.00089218+0.00057407i,-8.9615e-05+0.00013086i,-0.00018883-0.00033602i,-0.00022997-0.00032214i,-0.00074887-6.4565e-05i,-0.00054336-0.00024065i,-1.163e-06-0.00036146i,-0.00026322-0.00022842i,-0.00024337-0.00013106i,-0.00050199+0.00027508i,-0.00081426+0.00029276i
-0.00047609-0.0025057i,-0.00030943-0.0022068i,-0.00031947-0.0023464i,3.2994e-06-0.0022587i,0.00051379-0.0015483i,0.00064429-0.00066987i,0.00071241-0.00093006i,0.00070869-0.0012964i,0.00070964-0.00082786i,0.00030233+0.00013566i,-0.00021653+0.00064739i,0.00017854+0.00060393i,0.00075297+0.00017272i,0.001138+0.00012615i,0.00099335+0.00058561i,-0.00017001+0.0013689i,-0.00040496+0.0017122i,0.00059509+0.00040599i,0.00031407-0.00063988i,-0.00043136-0.00023346i,-0.00069649-4.0257e-07i,-0.00036002+0.00024711i,-4.6459e-05+0.00073793i
0.002006-0.0015409i,0.001739-0.0025971i,-0.0005291-0.0031075i,-0.0021182-0.0027289i,-0.0023585-0.0013125i,-0.00084594-0.00056618i,0.00019772-0.0011252i,-5.9108e-05-0.0017832i,-4.3868e-05-0.0015449i,0.0003214-0.0012135i,0.00039371-0.00080457i,0.0005113+0.00044686i,0.00033032+0.0007052i,6.424e-05+0.00029003i,0.0010785+0.00010853i,0.0012954+0.00033036i,0.00014292+0.00028769i,-0.00044498+0.00042144i,-0.00078969+0.00089466i,-0.00015392+0.00035628i,0.00049969-0.00039638i,0.00064095-0.00092102i,0.00020158-0.001212i
0.0007879+0.0014069i,0.0015768+0.00057186i,0.0006384-0.00055024i,3.8581e-05-0.0006918i,-0.00050351+0.00026543i,-0.00041184-0.00025793i,0.00018038-0.0015539i,-0.00032443-0.0017413i,-0.00095518-0.00082833i,-0.00074797-0.00019427i,-0.00037985-0.00046701i,-0.00010342-0.00014981i,-0.00029404+0.0012159i,-0.00032893+0.0014435i,-6.4987e-06+0.00035194i,-0.00038197-0.00073666i,-0.00025733-0.0015656i,-0.00024943-0.00099679i,-0.00028689+0.00010375i,0.00051809+0.00037612i,0.00036708+0.00013499i,0.00017259+0.00025808i,-0.00027341+0.00016518i
-0.0034792+0.0007921i,-0.0046994+0.0014777i,-0.0041625+0.0011034i,-0.0024442+0.00014713i,-0.00042061-0.00034385i,0.00079592-0.00092063i,0.00042234-0.0016631i,-0.00025922-0.0025605i,-0.00035115-0.002573i,-0.00040183-0.0008603i,-0.00044457+0.00035221i,-5.1361e-05-8.6229e-05i,0.00074939-0.0008734i,0.00086942-0.00067542i,0.0015305-0.00042045i,0.0019391+0.00027668i,0.0013163+0.0012979i,0.00086628+0.00088027i,0.00011765-0.00090701i,-0.00026558-0.0014742i,2.3022e-05-0.00022211i,-8.8076e-05+0.00032706i,-0.0004191-0.0002141i
0.00050567-0.0033535i,0.00049798-0.003828i,-3.3356e-05-0.0045624i,-0.0011345-0.0040608i,-0.00064905-0.0017683i,0.00019671-4.9392e-05i,0.00070587-0.00065961i,0.0003578-0.0019691i,0.00014999-0.0021448i,0.0005722-0.0012381i,0.00046963+1.545e-05i,-0.00021013+0.00050854i,8.7044e-05+0.00065461i,0.0010636+0.00073625i,0.0015346+0.00034176i,0.0005967+0.00020636i,-0.00046106-0.00020571i,-0.00085328-3.0816e-05i,-0.0011213+6.5529e-06i,-0.00091009-1.9775e-05i,-2.7333e-05+0.00048027i,0.00031312+0.00085153i,-0.00031285+0.00063877i
0.0027539-0.0018926i,0.001984-0.0035212i,0.00051411-0.0033938i,-0.0013736-0.0025311i,-0.002168-0.002686i,-0.0010638-0.0026683i,0.00028214-0.0022158i,0.00028639-0.0014498i,-0.0001776-0.00043178i,-0.00034335+0.00069674i,-0.0007752+0.00085294i,-0.0014855+0.00053164i,-0.00063122+0.00050102i,0.00046165+0.00091615i,-0.00025431+0.0010033i,-0.0005818+0.00082384i,0.00013992+0.00089203i,6.4007e-05+0.00070685i,-0.00019525+0.0004306i,-6.3792e-06-0.00030088i,-0.0001489-0.00027475i,0.00032893+0.000465i,0.00039351+0.0011129i
0.0011457-0.0014895i,0.002527-0.0019461i,0.00099364-0.0020507i,-0.0011352-0.0018173i,-0.0017601-0.001218i,-0.00052232-0.00018866i,0.00046652-0.00085318i,-0.00012796-0.0019439i,-0.00014621-0.0010285i,0.00023209-9.229e-05i,-0.0002203+0.00020171i,-0.00055889+0.00011148i,-0.00048156-0.00043611i,-0.00034605+0.00070168i,0.000207+0.0016098i,0.00026952+0.0011531i,-0.0004635-0.00021193i,-0.0011128-0.00076496i,-0.00053645-7.4143e-05i,0.00080619-0.00055708i,0.0013802-0.00073385i,0.00089656-0.00034878i,0.0004736-0.00063207i
2.7837e-05+0.0011372i,-9.4101e-05+0.00033419i,0.00042686+0.00014149i,-5.7202e-06-0.00038408i,-0.0014784-0.001159i,-0.0020838-0.0011394i,-0.00054442-0.001127i,0.00043738-0.0011988i,0.00013969-0.00067489i,0.00077222-0.00025011i,3.3879e-05+0.00018274i,-0.0016263+0.000338i,-0.0020986+0.00020851i,-0.0016116+0.0002054i,-0.00059958+0.00033929i,0.0005434+0.00051377i,0.0011042+3.9771e-05i,0.00061277-0.00013174i,-0.00029816+0.00031248i,-0.00057673+0.00074425i,-0.00046365+0.00048636i,-0.00080257+4.3034e-05i,-0.00059212-0.00028965i
9.4685e-05-0.00064594i,-0.00019563-0.00091386i,-0.00059709-0.0003805i,-0.0015004+0.00022323i,-0.0018693-0.0010309i,-0.0013091-0.0021127i,-0.00033912-0.0020349i,1.8848e-05-0.001294i,8.3454e-05-0.00067194i,-0.0003848-0.00094189i,-0.00062905-0.0014475i,6.7223e-05-0.00073714i,0.000326-1.7354e-05i,5.3416e-05+0.00048424i,-0.00033368+0.0010799i,-0.00014049+0.0005828i,0.00033004+0.00015097i,7.0222e-05-0.00011383i,-0.00042812-0.00078645i,0.0001033-0.000482i,0.00034385+0.00060519i,-0.00053425+0.00035751i,-0.0010829-0.00030242i
-0.0026068-0.0021916i,-0.0024677-0.0014091i,-0.0034291-0.00024183i,-0.0024051-0.00014801i,-0.00075688-0.00056764i,0.00062646-0.0014143i,0.0010971-0.0025838i,-0.00025995-0.0022531i,-0.0015256-0.00061547i,-0.00052342+4.5828e-05i,0.00066529+0.0003597i,0.0005023+0.00068557i,0.00040264-0.00040092i,0.0011581-0.00089046i,0.0015167+0.00015172i,0.0015379+0.00062236i,0.00098168-1.6187e-05i,0.00063839-0.00062437i,-3.9476e-05-0.00036212i,-0.0010187+9.1758e-05i,-0.00051656+0.00031772i,0.001123+0.00041228i,0.0018297+0.00055604i
0.00012976+0.00058966i,-0.00044702+8.1757e-05i,-0.0011768-0.00058965i,-0.0018749+0.0002063i,-0.0016234-0.00019578i,-0.00072852-0.00070174i,-0.00034256-0.0013369i,0.00032487-0.0022332i,0.00029226-0.0010418i,-0.00032067+0.00011022i,-7.0126e-05+0.00032035i,-0.0007602+0.00047193i,-0.0011994-7.6192e-05i,-0.00044322-0.00069782i,0.00027655-0.0006095i,0.00021028-0.0008815i,8.8368e-05-0.00084739i,0.00021048-0.00023229i,0.00023244-0.00059848i,0.0004188-0.00076192i,0.0006216-0.00026116i,0.0003828+3.6426e-05i,0.00053636-0.00061837i
0.00096657-0.0016107i,0.0012438-0.0024036i,0.0025781-0.0026206i,0.0023055-0.0023433i,0.00081462-0.0021699i,-7.7369e-05-0.0025845i,-6.6085e-05-0.0029487i,-6.9653e-06-0.0025691i,-0.00073465-0.0018411i,-0.00025874-0.0013516i,0.00064351+2.7402e-05i,0.00050836+0.00054367i,0.00062916-0.00010589i,0.0010979-0.00027796i,0.00088383-0.0002948i,-9.9982e-06+0.00027261i,-0.0006566+1.5392e-05i,-0.00041395+1.2452e-05i,-3.6096e-05-0.00012628i,-0.0001859-9.6476e-05i,-0.00047578+0.00041086i,-0.00055393-4.6024e-05i,-0.000685-0.0009013i
-0.00053765-0.0024456i,-0.00077964-0.0022411i,-0.0016789-0.0034195i,-0.0027823-0.0030204i,-0.0027014-0.0010985i,-0.001604-0.00037643i,0.00035059-0.00087922i,0.0019712-0.0013296i,0.0016163-0.0010311i,0.00077567-0.00040349i,0.00013541-0.00044129i,-0.00039072+2.1217e-05i,0.00039778+0.0010108i,0.00079191+0.0016615i,0.0010804+0.0011544i,0.00081087+0.00019284i,-0.0002272+0.00014974i,-0.00039248+0.00019096i,-0.00010176+0.00014925i,0.00057285+0.00053743i,0.00050889+0.0004461i,-0.00018308-0.00020364i,-0.00057172-0.00042051i
-0.00031385+0.00043163i,-0.0011201+0.00082425i,-0.00064127+0.00090744i,-0.00051727+0.00087662i,-0.0013238+0.00031621i,-0.00031137-0.00036942i,0.00099725-0.0010895i,0.00040162-0.0010473i,7.257e-05-0.00082422i,0.00095808-0.00016073i,0.0010009+0.0004315i,0.00026741+0.00048615i,-0.00016055+0.00047243i,-0.00036619+4.2715e-05i,-0.00051053+0.00016993i,-0.00015397+4.8162e-05i,-0.00044625+9.3012e-05i,-0.00054623+0.00010665i,-0.00012663-8.5013e-05i,0.00035347-0.00028026i,0.00010133+6.9119e-06i,1.3983e-05-5.1467e-05i,0.00019718-0.0006959i
-0.0004339-0.0026236i,-0.00048398-0.0038969i,-0.0010165-0.0039769i,-0.00098273-0.002683i,-0.00048535-0.0014439i,-0.0001422-0.0012645i,0.0003343-0.0017558i,2.3583e-05-0.0016796i,-0.00020754-0.00091874i,-0.00058794-0.00053557i,-0.00086958-0.00052508i,-7.5766e-05-0.00041089i,0.00040009+0.00053403i,0.00021652+0.00038623i,6.0511e-05-0.00038724i,-0.00024421-2.3984e-06i,-0.00067396-8.7149e-05i,-0.00030308-0.0003459i,0.00040525-0.00053703i,0.00031273-0.00022335i,0.00018164+0.00083254i,-0.00028774+0.00036572i,-0.00073885+2.5929e-05i
