0.0028552+0.00096379i,0.0027219-0.00034116i,0.0010727-0.0013309i,-0.0012101-0.0019488i,-0.0020762-0.00062333i,-0.0018624+0.0016238i,-0.00075749+0.0028958i,-0.00031952+0.0025426i,0.00032678+0.0010582i,0.0011438+0.00024129i,0.0015029-0.00016505i,0.00086701-0.00028493i,3.0491e-05+6.3419e-06i,-0.00054348-0.00011871i,-0.00054646-0.00056908i,-0.00023927-0.00034351i,5.3415e-05+5.19e-05i,0.00037157+0.00066407i,0.00012045+0.00036916i,-0.00034899-0.00052238i,7.4572e-05-0.00036644i,0.00025861-0.00010246i,0.00012573-0.00034956i
-0.00086767-0.00097804i,-0.00070751-0.00037036i,-0.00079635+0.0011093i,0.0002122+0.0019144i,0.0010027+0.001133i,0.00046224-0.00023896i,0.00039832-0.00028731i,0.00055111+0.00026808i,0.00012227+0.00089076i,-0.00069585+0.0015361i,-0.0003207+0.00074844i,0.0005935-0.00055426i,0.00047437-0.000432i,-5.0309e-07-0.00079664i,-1.9339e-05-0.0012197i,-0.0002041-0.0010302i,2.831e-05-0.00079621i,0.001202-9.4958e-05i,0.0013404+2.9069e-05i,0.00061983-0.00010637i,0.00023554+6.6301e-05i,-1.9661e-06+8.1152e-05i,8.34e-06-0.00069267i
0.0010163-0.0009206i,0.0011394-0.0004704i,0.00040639-0.0002249i,0.00043285+0.00016517i,0.00062367+0.00022101i,0.00054218+0.0011449i,0.00010052+0.0014012i,-0.00052197+0.00050279i,-0.00095053-0.00012351i,-0.0010974+0.00014214i,-0.0011344+0.00030183i,-0.0010669+0.00066694i,-0.0011936+0.0008006i,-0.00084834+0.00022682i,-0.00020789+0.00037963i,-0.00077934+0.001184i,-0.00060202+0.0009534i,0.00030765-0.00016906i,8.7059e-05-0.00042684i,-0.00042334-0.00043523i,0.00016548-0.00059041i,0.0010555-0.00030018i,0.00075385+0.00036349i
0.00039805+0.0011997i,0.00011355+0.00035566i,0.00029399+0.00041108i,-1.3759e-05+0.00020637i,-0.00017723+1.5568e-05i,-6.5793e-05+0.00031392i,0.00044983+0.00061431i,0.0014597+0.00061652i,0.0011306+0.00016552i,0.00034125-0.00040808i,-0.00023311-0.00076937i,-0.00013892-0.00093593i,0.00047086-0.0011713i,0.00060464-0.00065458i,0.00042866+2.176e-06i,-3.843e-05+0.00036688i,-0.00063758+0.00033921i,-0.0003853+0.00016322i,2.3464e-05-0.00021221i,0.00022977-0.00063943i,0.00036013-0.00020591i,0.00059801-0.00028295i,0.00070067-0.00048453i
-0.0005962+0.00098944i,-0.001+0.00028988i,-0.00098293+0.0006322i,-8.3562e-05+0.00096084i,0.00067565+0.00049456i,0.001303-0.00027211i,0.00095728-0.00042355i,-0.00049344+0.00041014i,-0.00033788+0.0017288i,4.8078e-05+0.0015611i,-3.746e-05+0.00046689i,6.4679e-05-0.00033081i,-0.0001308-0.00076839i,-0.00015583-0.00044975i,-2.9048e-05+0.00019732i,-0.00042377+0.00020523i,-0.00021889-3.5466e-05i,6.4751e-05+0.00010507i,-4.5228e-05+0.00071107i,-0.00049432+0.00038985i,-0.0010453-0.0011358i,-0.00058529-0.0017308i,-0.000354-0.00081711i
0.001321-0.00087965i,0.0007896-0.0015923i,0.00092823-0.0011171i,0.0010755-0.0006015i,0.0012222-0.00086288i,0.00015667-0.00047265i,-0.00027304-0.00029811i,-0.00015275-0.00043848i,-0.00058376-0.00064775i,-0.0005514-0.0001276i,-0.00022492+0.00030004i,-0.00064395+0.00032042i,-0.0011626+0.00078903i,-0.0012947+0.0012438i,-3.7759e-05+0.00070773i,0.00076914+0.00036001i,0.00033189+0.00028908i,0.000232+0.00046912i,0.00035587+0.00057213i,0.00042886+5.9902e-06i,0.00042575+0.00014059i,0.00059196+0.00082256i,1.3404e-05+0.0010935i
0.0018011+0.00033178i,0.0018723+0.00054881i,0.0012713+0.00091779i,0.00032988+0.00068593i,0.00041602+0.00091588i,0.00071143+0.00093827i,0.0005996+0.00064298i,0.0010623+0.00063112i,0.0015773+0.00056714i,0.00083279+0.00019206i,-0.00029821+0.00011427i,-0.00078636-9.5721e-05i,0.00014222-0.0006995i,0.00037821+3.7972e-06i,-0.00056667+0.00048342i,-0.00021706-0.00021075i,-6.8124e-05-0.00048714i,-0.00076876-0.0005599i,-0.00047277-7.6237e-05i,0.00016491+3.9987e-05i,0.00079269-0.00031962i,0.00094872-0.00013509i,0.00017461+7.057e-05i
-0.0001025+9.6758e-06i,-0.0010486-0.00024155i,-0.00085375-0.00024086i,-0.0010405-0.00014512i,-0.0008185+8.3559e-05i,-0.00024739+0.00040734i,0.00086864+0.00085048i,0.0015447+0.00079167i,0.00043765+0.0002768i,-0.00099166+0.00035853i,-0.0013555+0.00038873i,-0.00057969+0.00040146i,0.00030791+0.0007489i,-0.00010856+0.0013865i,-0.0007349+0.0012459i,-0.00059694+0.0008172i,-0.00065243+0.00024642i,-0.00086878+0.00055957i,-0.00052317+0.00090584i,0.00037682+0.0007015i,0.00056019+0.00033513i,-0.0004459-0.0003467i,-0.00074319-0.00041908i
-0.0010951-0.0016817i,-0.0009745-0.00016777i,-0.0013262+0.00072503i,-0.0010082+0.0013262i,0.00046959+0.0012825i,0.0015235+0.00071754i,0.00079306+5.671e-05i,-0.00019902+0.00035514i,-0.00081918+0.0010666i,-0.00088641+0.00064573i,1.9733e-06-2.4924e-05i,0.00067098+0.0002723i,0.00016318+0.00053823i,4.5738e-05+0.00024726i,0.00021783+0.00042184i,-4.7982e-05+0.00018507i,-0.0001952+5.3129e-05i,0.00029343+0.00043532i,0.0003943-8.0121e-05i,0.00011403-0.00036167i,0.00025207+0.00017844i,1.6552e-05+0.00055275i,-0.0004469+0.0011204i
-9.6855e-05-0.0021161i,-8.3991e-05-0.0022608i,-0.0016194-0.0010297i,-0.0015389+0.00062535i,0.00029861+0.0011939i,0.00068495+0.00075848i,0.00036593+0.00039171i,0.00055327-0.00015065i,0.0003643-0.00014389i,0.00060243+0.00013773i,0.00075925+0.00031716i,0.00032635-9.3742e-05i,0.00029654-0.00059956i,0.00093589-0.00032161i,0.0020876-0.00011634i,0.0019357-0.00033093i,0.0012765-0.00057649i,0.00098303-0.00026238i,0.00045239+2.4473e-05i,-0.00022061-0.00023174i,-0.00054563-0.00011401i,1.0977e-05+0.00048228i,0.00011736-0.00017327i
-0.00037014+0.0016259i,0.00028512+0.0012152i,0.00011021+0.0014641i,-4.4761e-05+0.0011368i,0.00077428+0.0011753i,0.0012589+0.00043785i,0.0012402+0.00039066i,0.00013515+0.00041481i,-0.00010149-0.00045763i,0.0001114-0.0003668i,0.00044014+0.00019497i,0.00037494-0.0001809i,-0.00011848-0.0010017i,-0.0003516-0.0009898i,0.00032634-0.0005677i,0.00098362-3.0614e-05i,0.00090473+0.00013428i,0.00013051-0.00036047i,-0.00025669-0.00051557i,0.00018514-4.5014e-05i,-0.00026966-0.00010401i,-0.0011211-0.00065i,-0.00065107-0.00046666i
0.0017468+7.7489e-05i,0.0019006-0.00056977i,0.0021445-0.00018546i,0.001169+9.9996e-05i,-0.00052197+0.00049088i,-0.00098973+0.00074324i,-0.00048078+0.00059801i,0.00021404+0.00048766i,0.00012458-0.00046686i,1.143e-05-0.00082149i,-6.8661e-05-0.00011791i,-0.00041646+0.00037079i,-0.00054406+0.00036132i,-0.0011378+0.00038025i,-0.0014171+0.00068557i,-0.00086614+0.00042326i,-0.0005953+0.00055426i,-0.00018708+0.00059232i,-4.3553e-05+0.00029346i,-5.7896e-05-0.00018868i,2.0785e-05-0.00073178i,-0.00036976-0.00072945i,-0.00028013-0.00010428i
0.00037542+0.0012363i,0.00084175+0.0015128i,0.0011332-0.00016374i,0.0015275-0.0010969i,0.00095502-0.00041933i,0.00098105-0.0002474i,0.00077663-1.5014e-06i,0.00018125+0.00057748i,-0.00012253+3.4147e-05i,-1.8761e-05-0.00063635i,0.00090974-0.00029832i,0.00081165-1.9283e-05i,-0.00073469+3.879e-05i,-0.0013459+9.4589e-05i,-0.00079796+7.7104e-05i,0.00012101-0.00022386i,0.00036818+0.0002121i,-0.00033781+8.4048e-05i,-0.00035036-0.00038841i,-0.00012546-3.8058e-05i,-0.00012232-0.00025303i,0.00045894-0.000575i,0.00031809-4.7868e-05i
-0.00037756+0.0019037i,-0.0010554+0.0015145i,-0.0010018+0.0017208i,-0.00067109+0.00077936i,9.5353e-05-0.00014047i,0.00031516+0.00028908i,0.00022592+0.00097796i,0.00075896+0.00063486i,0.0011943+0.00031294i,0.00049394+0.00012992i,-0.00026638-0.00064868i,-9.6405e-05-0.00096322i,9.9464e-06-0.00052063i,0.00032051-0.00059857i,-0.00012076-0.0013978i,-0.0010837-0.00078526i,-0.00028031-0.00044014i,0.00082764-0.0008488i,1.2191e-05-0.00023801i,-0.00044296+0.00051546i,0.00059423+0.00065781i,0.00066063+0.00040249i,-0.00068813-0.00018601i
-0.0013061+0.00021566i,0.0011049+3.8852e-05i,0.0015214+0.00027736i,0.0010182+0.00030429i,0.0014475+0.00037429i,0.0017742+0.0010116i,0.0012322+0.0012031i,0.00081412+0.00014596i,0.00091656-0.00041843i,0.00063524+0.00031693i,-0.0002955+0.00037962i,-0.0011095+0.00029494i,-0.00058223+0.00025234i,0.00032276+0.00025377i,0.00049986+0.00012487i,0.00090727-0.0007198i,0.00083863-0.00064492i,-6.0162e-05-0.00036112i,0.00014465-0.00094339i,0.00091694-0.00085053i,0.00051902+0.00036131i,-0.00030199+0.00051194i,-0.00058082+3.7221e-05i
0.0019837+0.0004077i,0.0012032+0.00075537i,0.0007267+0.0004835i,0.0008655-0.00062777i,0.00013681-0.00085824i,-0.0010007+4.3686e-05i,-0.00071519+0.0010258i,-8.762e-05+0.00067892i,-0.00022288-5.2997e-05i,-0.00019808-0.0010063i,0.00010946-0.0013947i,0.00032361-0.00037424i,0.00033554-0.00010817i,-0.00018414-0.00035885i,-0.0010936+0.00017811i,-0.0012088+0.0004995i,-0.0010209+0.00059296i,-0.00084182+0.00036497i,-0.00022288-1.7227e-07i,9.209e-05-0.00067502i,-2.3089e-05-0.00027204i,-0.00019935+0.00085129i,-0.0008634+0.001099i
0.00019276+0.0026051i,4.1523e-05+0.0023168i,-9.7891e-05+0.001671i,-2.4361e-05+0.00099235i,0.00057921+0.00098175i,0.00014695+0.00096093i,1.169e-05+0.0010707i,0.00043954+0.00095783i,-0.00024687+0.00014577i,-0.00040498-0.00031166i,-0.00013588-0.00055583i,0.00024012-0.00043685i,0.00010058+0.00041794i,-0.00067933+0.0008678i,-0.00050643+0.00039598i,0.00018362+8.8264e-05i,-0.00016294-0.00011448i,-0.00028203-0.0003358i,-0.00039959-0.00075855i,-0.00028293-0.0010764i,-0.00046303-0.00075858i,-0.00013031-0.00032467i,0.00080593-0.00021541i
-0.0022396+0.00036832i,-0.001761-0.00032718i,-0.00041219-0.00048501i,0.0010593+0.00032564i,0.0019159+0.0011269i,0.0017789+0.00058497i,0.001192+0.00020146i,0.00043095+0.00049727i,-3.1484e-05+0.00073783i,-3.8184e-05+0.00031712i,0.00039151-0.0002282i,0.00054504-0.00030045i,0.00027415+0.00059299i,-0.00027987+0.00053538i,-0.00088623-0.0010796i,-0.00016931-0.0016361i,-8.3854e-05-0.00015757i,-0.00054387+0.0012548i,-0.00054149+0.00049442i,-0.00072401+6.6133e-05i,-0.00088765+0.0006185i,-0.00098263+0.00048398i,-0.0009528+3.3574e-05i
0.00080161-0.0025645i,0.00016998-0.0021613i,-0.00018813-0.00095703i,-0.00036625-0.00059309i,-0.00085754+0.00040028i,-0.00086574+0.0013399i,-0.00045512+0.0017462i,0.00016928+0.0016068i,0.0010062+0.00042053i,0.000614+0.00013758i,-0.00028356+0.00067262i,-0.00090502+0.00065691i,-0.0004861+4.1902e-05i,-0.00033588+1.0412e-05i,6.8111e-05+0.00033276i,0.0004043+0.00025526i,-9.625e-07-0.00011282i,0.00020105-0.00035392i,0.00040417-0.00019032i,0.00037941+2.8226e-05i,-7.5525e-06+2.0225e-05i,-0.00096009-2.7583e-05i,-0.00095872-8.1277e-05i
0.00014628+0.00139i,0.0013391+0.0015157i,0.0014984+0.0014116i,0.0013286+0.0016333i,0.0013177+0.0023413i,0.0012916+0.0012884i,0.0015104-5.516e-05i,0.0005194+0.00042304i,-0.00012541+0.00083886i,0.00024059+0.00059335i,0.00058042+0.00073015i,1.9655e-05+0.00030069i,-3.8265e-05-0.00079552i,0.0004761-0.0010514i,0.00075462-0.0010905i,0.00055574-0.00039308i,0.00034216+0.00041993i,0.00038847+0.0004069i,-0.00012997+0.0002098i,-2.345e-05+0.00098708i,0.00018173+0.0016359i,0.00017688+0.0014592i,-9.0075e-05+0.00065063i
-0.00071152-0.00094167i,-0.0018851-0.0010849i,-0.0018508-0.00059968i,-0.0009815-0.00028865i,0.00034703-0.0001171i,-5.173e-05-0.00019311i,-0.00030275+9.5058e-07i,4.4561e-05-9.5121e-05i,0.00010169-0.00055656i,7.4289e-05-0.00052573i,-0.00033624-0.00055221i,9.0359e-06-8.266e-05i,0.00078372+0.00077594i,0.00086963+0.0002937i,0.0011908-0.0001077i,0.00030677-0.00013582i,-0.00065196-0.0006001i,4.49e-05-0.00020781i,-0.00021796+3.2484e-05i,-0.00083441-4.4298e-05i,-0.00098774+0.00018568i,-0.00066001-0.00021301i,-0.00039249+0.00022358i
-0.0015833-0.003439i,-0.0021678-0.0030163i,-0.0023248-0.00096398i,-0.0012657+0.00050773i,0.00048499+0.0012993i,0.0011724+0.0014233i,0.0010735+0.00096306i,5.9618e-05+0.00085183i,-0.00037077+0.00029385i,-0.00010506-0.00045609i,0.00010435-0.00061596i,0.00042931+0.00044353i,0.00040022+0.00074257i,0.00052988-0.00012957i,0.00015037-0.00071136i,-6.8602e-05-0.000204i,0.00057964+0.00077026i,0.00084196+0.00022633i,0.00017624-0.00068675i,-0.0007737-0.0001262i,-0.00118+0.00035234i,-0.00075337-3.1451e-05i,-0.00023378-0.00028687i
0.0017841+0.0013708i,0.00076381-0.00098353i,0.00077354-0.0017121i,0.00079158-0.001003i,0.00029569-0.00089154i,0.00058573-0.00059762i,0.00057521+0.0001535i,0.00089155+0.00036773i,0.0015476-0.00033766i,0.0012012-0.00068587i,0.00036571-0.00026495i,-0.00021577-0.00038324i,-0.00056335-0.00051292i,-0.00084173-8.6547e-05i,-0.00086965+7.5498e-05i,-0.00042896+0.00049188i,-2.4849e-05+0.00060133i,0.00029107-5.1976e-05i,0.00074316-0.00043217i,0.00057148-0.00051263i,-8.8885e-05-0.0003819i,-0.00020727-4.3924e-05i,-0.00023871-0.00022989i
-0.00045741+0.00034331i,0.00031192+0.00091111i,0.00085302+0.00065771i,0.0009009+0.0013388i,0.00056843+0.0021937i,0.00083961+0.0012295i,0.00036773+0.00092579i,-0.00014141+0.00070223i,-0.00057218+0.00037101i,-0.00060732+0.00071651i,-0.00046151+0.00045655i,1.4868e-05+0.00013683i,0.0011425+0.00012256i,0.00099047+0.00023489i,9.2783e-05+8.4978e-05i,0.00018018-0.00019288i,0.00050914+0.0001535i,0.00030862+0.00032914i,-0.00036429-0.00053228i,-0.00031695-0.0013149i,0.00029579-0.00046807i,8.6572e-05+0.0006859i,0.00019114+0.0004961i
0.0017746+0.00087523i,0.00089944+0.00060976i,0.001061+0.00053097i,0.00085915+0.00074347i,0.00045195+0.00039333i,8.073e-05+0.00061353i,-0.00074174+0.00048198i,-0.00075481+0.00030617i,-0.00020475-0.00022127i,0.00022823-0.0011373i,0.00041307-0.0011969i,-0.00017376-0.001008i,-0.001564-0.00051129i,-0.002022-4.727e-05i,-0.0012521-0.00023283i,-0.0004756-0.0013753i,-0.0001051-0.0015303i,5.8035e-05+5.9341e-05i,8.5873e-05+0.00059522i,-0.00036161-0.00026838i,-0.00034733-0.00025052i,0.00018845+6.3809e-06i,0.00060397-6.1791e-05i
-0.0016235+0.00044341i,-0.00087903+0.00090382i,-0.00079131+0.00093464i,-0.00044458+0.0020091i,0.00038979+0.0018455i,0.001714+0.00058443i,0.0016801+0.00080742i,0.00097096+0.00096657i,-0.0002884+0.0012535i,-0.00026165+0.0013863i,-0.00017196+0.00069904i,-0.00031425+0.00019956i,-0.0001118-0.00018346i,0.0002532-0.00030512i,0.00013445+6.9574e-05i,0.00039024+0.00013662i,0.0013186+7.5512e-07i,0.001368-0.0002157i,-0.00023155-0.00041667i,-0.0010207-0.00063845i,-0.00064744-0.00042737i,-0.00023814+0.00028544i,2.3771e-05+0.00071259i
-0.00044563+0.00081836i,-8.9423e-05-0.00010257i,-0.00043371+7.3823e-05i,-0.00040966+0.00053971i,-0.00015944+0.00061293i,0.00022208+0.00021443i,8.5058e-05+0.0001397i,0.00016275+0.00018675i,0.00019782-0.00052526i,0.00060509-0.00093601i,0.0009503-0.00038297i,0.00065123-9.9952e-05i,0.00026525+6.3758e-05i,0.00036217-1.9293e-05i,0.00046691-0.00022577i,9.7692e-05-1.0868e-05i,-0.00074535+0.00018704i,-0.00116-0.00045631i,-0.00048109-0.0013023i,0.00025986-0.00068836i,0.00087029-0.00018015i,0.00066517-0.00041078i,-0.00019293-0.00035764i
0.00064575+0.00069424i,-0.00041974-0.00040577i,-0.0017177-0.0010385i,-0.0014797-0.0010819i,-0.0010931-0.0004131i,-0.00033389+0.00058659i,0.0010512+0.001377i,0.001415+0.0014643i,0.00060867+0.0011062i,0.00031635+0.00038425i,0.00036172-0.00053893i,-6.1651e-05-0.0012231i,-0.0001206-0.0012777i,-0.0003515-0.00019447i,-0.00056677+0.00052284i,-9.7417e-05+0.00047273i,0.00051104+0.00052767i,0.00035091+0.00046626i,0.00018203+0.00033333i,0.00020155+6.8969e-05i,0.00027461-4.0258e-05i,0.00042335-1.2755e-05i,0.000356+9.0403e-05i
0.0013363-0.0028035i,0.00073557-0.0024659i,-0.00031009-0.0019262i,-0.00037502-0.001412i,-2.5543e-05-0.00055794i,0.0011396+0.00091427i,0.0018034+0.00071972i,0.0013712-0.00022738i,0.00077925-0.00051206i,0.00034291-0.00037953i,-2.9651e-06-5.9836e-05i,0.00021076+0.0010918i,0.00029173+0.0016008i,0.00055253+0.00090029i,0.00028493+0.00010673i,0.00020113-0.00023544i,0.00098143-0.00047845i,0.00095493-0.00038547i,0.00067247-0.00059138i,0.00030132-0.00097325i,-2.4462e-05-0.0010721i,0.00036859-0.00093679i,0.00070102-0.00051749i
0.0027048+0.0014818i,0.004357+0.00044801i,0.0039639+0.00022712i,0.002371+0.00027715i,0.0018087+0.00022239i,0.00080692+0.00065431i,-0.00042967+0.0013547i,-0.00096078+0.001574i,-0.00090721+0.00041885i,-0.00040815-0.00055745i,3.6529e-05-0.0011142i,0.00015822-0.0015459i,-0.00025171-0.00092327i,-0.00046319-0.00047548i,-0.00016787-0.00028748i,-6.0587e-05+0.00030822i,0.00014936+0.00052856i,0.00039224-0.00034134i,0.00076959-0.00079203i,8.7174e-05+0.00077407i,-0.00045627+0.0017253i,-0.00081878+0.00047642i,-0.0010393-0.0010905i
0.00095024-6.1593e-05i,0.00070537-0.00060218i,0.00093757-0.0013494i,0.0011252-0.0013124i,0.00051424-0.00062475i,-3.2857e-05+0.00011483i,0.00062012+0.00080677i,0.00014724+0.00072712i,-0.00026898+4.612e-05i,-0.00024034+0.00053528i,-0.00020544+0.00073659i,-0.00071322-0.00015923i,-0.00067799-0.00022063i,-0.00024389+0.00039353i,-0.00087671+0.00040784i,-0.00065516+0.00039714i,-0.00014289+0.00016552i,-0.00030422-0.00029901i,0.00033494-2.1077e-05i,0.00079864+0.0003911i,5.6558e-05-0.00018169i,-0.00014566-0.0012621i,-0.00017608-0.0015059i
-0.001254-0.00038254i,-0.0014615+0.00080921i,-0.0018185+0.00099591i,-0.00054181+0.0010567i,0.00041093+0.001948i,0.00045905+0.0019301i,0.00027821+0.0016888i,0.00034227+0.0015419i,0.00035368+0.0010144i,-0.00033242+0.0008904i,-2.1219e-05+0.00097393i,0.00092511+0.00031882i,0.00023643+0.00025624i,-0.00018852+0.00060438i,0.00060907+0.00046696i,0.00017615+0.00050319i,-0.00012441+0.00028579i,0.00022321-8.3753e-05i,-0.00019141-0.00019487i,-0.00044578+0.00018745i,-0.00024331+0.0005091i,-0.00044361+0.00048363i,-0.0010899+0.00085239i
0.0020757-0.0019378i,0.0024867-0.0010968i,0.0014905-0.00012972i,-0.00045665-0.00033116i,-0.00092753-0.00046444i,-0.0001689-0.00031059i,0.0005687+0.00021977i,0.00080808+0.00061773i,0.00028006+0.00012582i,-0.0009561-0.00032215i,-0.0009321+0.00019312i,0.00027671+0.00092686i,0.00071331+0.0010595i,0.00039061+0.00028774i,-0.0002962+5.5982e-05i,-0.00049314+0.00024754i,-2.1631e-05+0.00028678i,0.00028365+0.00027194i,0.0006583+0.00018214i,-8.6351e-05-2.5325e-05i,-0.00082957-0.00010676i,-0.0011627-0.00031014i,-0.0013329-0.00043027i
0.00056908-0.0021834i,0.00054282-0.0017474i,0.0008595-0.0015003i,0.00046037-0.00022137i,0.00018965+0.0012i,0.00085094+0.0019647i,0.001217+0.0012089i,0.00070718+7.2916e-05i,-0.00030853+1.4734e-05i,-0.00082652+0.00067267i,-0.00035234+0.0011896i,0.0001115+0.0011982i,0.00026186+0.0017909i,0.00031288+0.001335i,0.00020564+0.00024203i,-0.0004359+0.00056137i,-0.0010905+0.00038854i,-0.00017901-0.00028791i,0.00076293-0.00020802i,5.274e-05-0.00017803i,-0.00063704+2.6462e-07i,-0.00077231+0.00022568i,-0.00062125+0.00026214i
0.00099955-0.0013315i,0.00036482-0.00095971i,8.154e-05-6.2819e-05i,-0.00016409-0.00043815i,-0.000395-0.00044828i,4.356e-05+0.0002853i,0.00041604+0.00099018i,0.0006729+0.00041765i,0.00087366-0.00091426i,0.00064732-0.0013602i,0.00068178-0.00099737i,0.0010398-0.00060808i,0.00024408-0.00038914i,-0.0012565+0.00039276i,-0.0014468+0.00055912i,-0.00054399+9.8584e-05i,0.00040539+0.00016552i,0.00063218+0.00021815i,0.0010015+0.00015996i,0.00095457-0.00038273i,0.00065731-0.0007135i,0.00046776-0.00035574i,5.087e-05+0.0001962i
-0.0019246-0.00073979i,-0.0024811-0.00081632i,-0.0019272-5.5931e-05i,-0.0014773+0.00060729i,-0.00078897+0.00069747i,0.00035755+0.00090427i,0.00056138+0.0010785i,0.00053516+0.00092099i,0.00065865+0.00050581i,0.00095049+0.00018507i,0.00056311+4.6106e-05i,-0.00017489-0.00017582i,-0.00016398-0.00036112i,0.00045256-0.00078028i,0.00058823-0.00033908i,0.00064807-0.00031519i,0.00065054-0.00063979i,-2.2336e-05-0.00047006i,-0.00063179-0.00022293i,-0.0008416+0.00038351i,-0.00027352+0.00027811i,0.00030859-3.2058e-05i,0.00012754+9.0116e-06i
0.00053676-0.00013437i,-0.00057313-2.1226e-05i,0.000332-0.00096466i,0.00015725-0.00085601i,-0.00020602-3.3967e-05i,-0.00027689+0.00038159i,-0.0003073+0.00027747i,-0.00027124+0.00028235i,-0.00016089+0.00019478i,-0.00017956-0.00019821i,-0.00034582+3.3553e-05i,-7.6369e-05+0.00051819i,0.00020415+0.00036555i,0.00016838+1.9172e-05i,-0.00023861-0.00016355i,-0.00045972-0.00016286i,-0.00031248-5.0331e-05i,0.00048352-0.000273i,0.0003857-0.00055896i,-7.6767e-05-0.00023319i,0.00035222-0.00022067i,0.00086284-4.3724e-05i,0.00080358-0.0002425i
0.00042567+0.0011494i,-0.00044176-0.00042182i,-3.4502e-06-0.0012044i,-0.00017531-0.00013839i,-0.00055031-0.00011111i,0.00055462+6.349e-05i,0.0010861+0.00072545i,0.00032001+0.00044839i,-0.00027058+0.00020851i,-0.00025604+0.00061157i,-0.00016212+0.00021411i,-5.3921e-05-0.00053263i,-0.00060039-0.00051129i,-0.00017545-4.3986e-05i,0.00011874+0.00060232i,-0.00049317+0.00046385i,-0.00027232+5.97e-05i,-0.0003524-7.0981e-05i,-0.00047656+5.3134e-05i,-0.00069866+0.00044852i,-0.00075546+0.00047829i,-0.00017091+2.2984e-05i,0.00021917-0.0006031i
-0.0013704+0.0012073i,0.00032021+2.0611e-05i,0.001585+4.6162e-05i,0.0014021-0.000169i,0.00069293-0.00016183i,0.00055618+0.00022493i,0.00085145+0.00033798i,0.001091+9.6387e-05i,0.0011311-0.0008012i,0.00061086-0.0007999i,0.00012088+0.00012528i,-0.00045279-0.00028946i,-0.0010318-0.00074052i,-0.0012792-0.00082756i,-0.0009575-0.00079157i,0.00013411-0.00029635i,0.00040372+8.5177e-05i,0.00030834-0.00011968i,-3.1915e-05-0.00056467i,-0.00016715-0.00049598i,-0.00042062-0.00028452i,-0.0005638-4.2507e-05i,-0.00025514-9.7409e-05i
0.0017716-0.0015584i,0.0012764-0.0026218i,0.00049398-0.0020112i,0.0010802-5.1628e-05i,0.0013369+0.00072007i,0.00091503+0.00045207i,0.00058099+0.00054388i,0.00041836+0.00096574i,0.00039378+0.00042893i,-4.6826e-05-0.00016701i,-0.0006808+0.00018642i,-0.0012608+0.00038536i,-0.0013245+1.0779e-06i,-0.00099846+0.00030761i,-0.00076704+0.0008446i,-0.00067328+0.00059996i,-0.00013227+0.00040143i,0.00018193+0.00054928i,9.6937e-05+0.00013771i,-0.00018752-0.00034575i,0.00012008-0.00092822i,0.00030593-0.00014026i,-0.00037223+0.0010763i
-3.8626e-05+1.7119e-06i,-0.00019835+0.00049211i,-0.000927+0.0010221i,-0.0015768+0.0014865i,-0.0015405+0.00097541i,0.00033907+0.00063479i,0.0015153+0.0010758i,0.0010201+0.00060332i,-5.31e-05-0.00054257i,-0.00041859-0.00074372i,0.00014803+0.00018455i,0.00053524+0.00094761i,-0.00018243+0.00023378i,-0.00032936+0.00028261i,0.00046696+0.0010154i,7.1676e-05+0.0010978i,-0.00048547+0.00094317i,-0.00017128+0.00092506i,0.00044231+0.00061974i,0.00010081+0.00014187i,-0.0004242+0.00016575i,2.1954e-05+1.5387e-05i,0.00060733-7.5268e-05i
-0.0023788+0.0021706i,-0.0016654+0.0023161i,-0.0011977+0.002092i,-0.00042852+0.0010484i,0.00050538+0.00021906i,2.9775e-05-0.00023453i,-0.00085563+7.3695e-05i,-0.00075868+0.00064699i,-0.00067355+0.00021373i,-0.00054237-0.0002687i,-0.00020421-0.00021794i,-0.0004913-0.00030356i,-0.0010453-0.0005633i,-0.00089809-0.0010658i,-0.00052594-0.0012442i,-0.00088424-0.0009054i,-0.00060334-0.00027444i,-5.0665e-05-0.00010462i,0.0002534-0.00023796i,-8.9324e-05-8.0477e-07i,-0.00068804-5.0342e-06i,-0.00035189-0.00043249i,0.00061833-0.0005505i
-0.00014582-0.0022347i,-0.00052961-0.0027288i,-0.0010334-0.0017994i,-0.00086574-0.00076413i,-0.00016103-0.00054209i,3.0146e-05+0.00032846i,-0.00016329+0.00135i,0.00046742+0.0008558i,0.0010207+0.00061939i,0.00038822+0.00039621i,0.00010677+0.00028962i,-0.00065418+0.00093045i,-0.00048493+0.00090602i,0.00058077+0.00078671i,0.00059899+0.00047337i,2.0401e-05-0.00029385i,-0.00022717-0.00025924i,-0.00072708-0.00014961i,-0.0005915-0.00067733i,-0.0010803-0.00067432i,-0.0013463-0.00087485i,9.9492e-05-0.00072776i,0.0007367-0.00035516i
