-0.0033492-0.0031019i,-0.003661-0.0028496i,-0.0034954+0.00032721i,-0.0028495+0.0031144i,-0.002081+0.0038156i,-0.00095213+0.0031966i,-0.0001389+0.0020612i,8.5846e-05+0.0020419i,0.00054642+0.002389i,0.0011845+0.0015316i,0.0011943+0.00034973i,0.00029266-0.0004387i,0.00045166-0.0013i,0.00082584-0.0012696i,0.00052738+0.00035392i,0.00077297+0.0011102i,0.00071657+0.00027664i,-0.00049661-0.0011007i,-0.0010912-0.0019414i,-0.0004817-0.001283i,-0.00011276-0.0002725i,-1.6595e-05-0.00042766i,-1.5784e-05-0.00092716i
0.00080822-0.0010236i,0.00034131-0.00096174i,6.3252e-05-2.3757e-05i,-0.00091805+0.00090838i,-0.00092736+0.001114i,-0.0014291+0.0013784i,-0.0013334+0.00029161i,-0.00010686-0.00023185i,3.808e-05+3.9711e-05i,0.00045773+6.4569e-05i,0.0010321+8.5106e-05i,0.0010736+6.1472e-05i,0.0012525-0.0009374i,0.00087621-0.0015415i,0.00050149-0.0007418i,7.0954e-05+0.00036406i,-2.5196e-05+0.00029163i,-0.00036487-0.00057025i,-0.00092081-0.00070796i,-0.00048333-0.0011189i,-3.3522e-06-0.00096338i,0.00029931-0.00048993i,0.00022687-0.00052865i
-0.0018963-4.0039e-07i,-0.0028442+0.00052634i,-0.0030438+0.0014742i,-0.0016348+0.0022113i,-0.00046541+0.002336i,-0.0004999+0.0019501i,-0.00050654+0.0015051i,0.00056146+0.00092776i,0.0012961+0.00050399i,0.0013671-0.00055475i,0.0011825-0.00057913i,0.00058137+0.00018047i,-0.00034478-1.0068e-05i,-0.00038402-0.0010297i,0.00040511-0.001299i,0.0008403-0.00029921i,0.00054994+0.00011425i,1.7932e-05+0.00033659i,-0.0001622+0.00055735i,0.00063237+0.00014631i,0.0012047-3.9576e-05i,0.00062339+0.00023947i,-0.00045464+0.00043844i
-0.0015869+0.002978i,-0.00107+0.0036374i,-0.00038917+0.00379i,-0.00055639+0.0027647i,-0.00050172+0.0012337i,-3.2047e-05+0.00087038i,-0.00042205+0.00076615i,-0.00016868+0.00028057i,0.0011407+2.684e-05i,0.00082637-0.00045274i,-0.00054649-0.00083441i,-0.000818-0.0013548i,0.00020574-0.0011387i,0.00082295-0.00010114i,0.00031988+0.00011791i,0.0002144-0.0002326i,0.00027127-0.00028481i,0.00039407-4.5823e-05i,0.00077611-8.9367e-05i,0.00078543-6.3269e-05i,0.0005893-0.0001086i,-0.00011652-0.00029189i,-0.0012118-0.00014567i
-0.0014349-0.00091676i,-0.003636-0.0003945i,-0.004309+0.0016448i,-0.0026213+0.0024041i,-0.00060548+0.0021703i,-0.00075479+0.0015458i,-0.0010902+0.0013896i,-3.2867e-05+0.0013943i,0.00030288+0.00074985i,0.00013703-0.00013816i,-0.00010388-0.00049416i,-0.0006104-0.00033432i,-7.692e-05-0.00047562i,0.00063324-0.00073578i,1.8659e-05-0.00085248i,-0.00044938-0.00041864i,-0.00053538+0.00062062i,-0.00070501+0.00091083i,-0.0012502-0.00014711i,-0.0011916-0.0010087i,-0.00033019-0.0011919i,0.0007343-0.0009566i,0.00094314-6.6436e-05i
0.00091186-0.000878i,8.1641e-05-0.0010665i,-0.00090856-0.00061385i,-0.00069944+0.00021337i,-0.00057384+0.00064402i,-0.00083966+0.00047531i,-0.00067101+0.0010418i,-0.0010359+0.0012609i,-0.00072781+0.0010188i,0.00015028+0.00048445i,2.1895e-05+0.00035088i,0.00018611+0.00024808i,0.0008566-2.7812e-06i,0.0010161+0.00023275i,0.00060379+2.8177e-05i,0.00090421-0.00017697i,0.00074659+0.00014229i,-0.00046981+0.00015163i,-0.000547-0.0004043i,-0.00042832-0.00035546i,-6.2237e-05-5.8589e-05i,0.00045324-0.00029106i,0.000937-0.00082251i
0.00043411+0.0010677i,-0.0005595+0.0021923i,-0.0011139+0.0017265i,-0.0011667+0.0015191i,-0.0014483+0.0018307i,-0.0011717+0.0012669i,-0.00049941+0.00093232i,0.00078321+0.001153i,0.0013602+0.0010907i,0.0012349+0.00061511i,0.00087423+0.00043848i,-0.00014666+0.00039274i,-0.00078347+2.4223e-05i,-0.00050126+1.2477e-06i,-0.00055491+0.00051003i,-0.0004691+0.00010877i,0.00018228-0.00073803i,0.00037624-0.0010716i,0.00019504-0.00054259i,0.0001716-3.4267e-05i,0.00036438-8.0986e-05i,6.2451e-05-0.0005274i,-0.00037622-0.00077999i
-0.00020306-0.00048472i,0.00035467-0.00042527i,-6.3354e-05-0.0026218i,-0.0013656-0.0032521i,-0.0022599-0.00098768i,-0.0016754+0.0014469i,-0.0013311+0.0020489i,-0.00051776+0.0015665i,0.0008831+0.0013302i,0.00049684+0.0008542i,-0.00078731+0.00012048i,-0.00086308-7.5031e-06i,0.00017549+6.4465e-05i,0.00061806+0.00023147i,-0.00055601-8.9291e-05i,-0.00019562+0.0002875i,0.00034563+0.00062103i,-0.00013804-0.00012596i,-0.00029756-0.00027106i,-0.00048996+9.1804e-05i,-0.00048174+0.00022966i,-0.00040372+0.00014014i,-0.00017732-0.00048389i
-0.00012639-0.0014159i,-0.00056013-0.00034714i,-0.0014376+8.4892e-05i,-0.0019553+0.00029295i,-0.0015366+0.00050382i,-0.00051754+0.0008308i,-0.00020465+0.0011773i,-0.00058829+0.00124i,0.00010263+0.0010011i,5.7167e-05+0.0006522i,-0.0006977+0.00052558i,-8.3061e-05+0.00066148i,0.00032639+0.00050657i,0.00014783-0.0008315i,0.00022194-0.0014448i,0.00089289-0.00064028i,0.0012053-0.00017353i,0.00098493+0.00017432i,-2.7993e-05+9.2958e-05i,-0.00074414+2.1439e-05i,-0.00058179+5.2605e-05i,-4.3857e-05+0.00021016i,8.4166e-05-0.00014281i
-9.8341e-05+0.00049686i,-0.0013318-0.00020561i,-0.0013591+9.0263e-05i,-0.001236+5.7071e-05i,-0.0010097-0.00026742i,-0.0011067+0.00046941i,-0.0010826+0.00073415i,-0.00028817+0.00047758i,0.00030689+0.00092195i,0.00047022+0.00087432i,0.00057763+0.00021028i,6.523e-05-9.802e-05i,-0.00050768-1.6332e-05i,-0.00049126+6.784e-05i,-0.0011507+0.00038641i,-0.0012282-0.00012658i,-0.00051742-0.00014188i,-0.0002698+0.0004283i,-0.0004855-8.1475e-05i,-0.0010021-0.00047721i,-0.001149-0.00027732i,-0.00059733+0.00021507i,-0.00035653+0.00048122i
0.0019729-0.0015152i,0.0021352-0.0012674i,0.00069705-0.0017163i,-0.00051424-0.00080597i,-0.0024102+0.00069082i,-0.0015569+0.0019123i,0.00036039+0.0020884i,0.00065435+0.001672i,-0.00034327+0.00073326i,-0.0015126-0.00015522i,-0.0014851+0.00010995i,-0.0002392+0.00050558i,0.00092295+0.0004732i,0.00085508+4.2309e-05i,0.00037271+0.00044481i,-6.7927e-05+0.0005144i,-0.00036324+0.00014192i,-0.00028734+0.00014625i,0.00081366-0.00068426i,0.000501-0.0010099i,-0.00070259-0.00041815i,-0.00069189-0.00067193i,2.9538e-05-0.00054112i
0.0024193+0.0016801i,0.0013322+0.0023167i,-0.00041325+0.0014762i,-0.0023349-0.00028423i,-0.0029857-0.00026986i,-0.0026579+0.0013158i,-0.000907+0.0012856i,-0.00011567-0.00017628i,-0.00031772-0.00025576i,-0.00014169+0.0002842i,0.00034851+0.00052736i,0.00021616+0.00026873i,-0.00064751+0.00062427i,-0.00085573+0.0012635i,-0.00087618+0.00091102i,-0.00064561-0.00033378i,-0.00034647-0.0007161i,-0.00044216-0.0002019i,-0.00059088+0.00062835i,-0.00087847+0.00028066i,-0.00027624-0.00077644i,0.00033724-0.0003684i,-2.8396e-05-4.5297e-05i
-0.0018467+0.00036183i,-0.0018946-8.3195e-05i,-0.00084345+0.00067421i,-0.00031008+0.0013511i,-0.00089315+0.00057644i,-0.00054181+0.00094401i,-2.3236e-05+0.0014291i,9.0912e-05+0.00073393i,-0.00014658+0.0001852i,-0.00022437-0.00058934i,0.00059037-0.00064481i,0.00088425+0.00031658i,0.00080197+0.00094691i,0.00059763+0.00053761i,-0.0001639-0.00052654i,-0.00013234-0.00031471i,-8.781e-05+0.00046929i,0.00030505+0.00078024i,0.00024599-8.2841e-06i,-0.00030582-0.00044454i,-0.0001117-0.00020608i,0.00043841+7.8736e-05i,0.00053544+0.00051951i
-0.0027194-0.0011115i,-0.002811+0.0003152i,-0.0025111+0.0013896i,-0.0018639+0.00065081i,-0.0011067+0.0017612i,-0.00067573+0.0019688i,0.00051568+0.00071228i,0.0012235+0.00085319i,0.001003+0.0010211i,0.00060357+0.00045708i,-0.00037384-0.00011602i,-0.00065957-0.00047479i,-0.00028201-0.00096341i,-5.3532e-05-0.0013092i,-0.00028178-0.00096491i,-0.00028-2.8196e-05i,-9.5402e-05+0.00031189i,-0.00039258-0.00045756i,-0.00041327-0.00060275i,-0.00019903-0.00036473i,-8.3246e-05-0.00038274i,-0.00034634-0.00049568i,-0.00056563-0.000514i
-0.00041611-0.00048816i,-0.0011305+0.00028465i,-0.001967+0.00058047i,-0.0028932+0.00057208i,-0.0029821+0.00045576i,-0.0016895+0.00084131i,-0.00066489+0.0012206i,-2.5538e-05+0.0013229i,0.0009243+0.00071171i,0.00092921+4.0269e-05i,0.00050792-0.00034014i,0.00090056-2.7928e-05i,0.00089877+0.00035397i,0.00042461+0.00027371i,-2.1801e-05+0.00041278i,9.4145e-05+0.00034161i,-0.00011764-0.00022533i,-0.00078834-0.00019179i,-0.0010133+0.00077016i,-0.00068814+0.00095253i,-0.0001898+0.00022022i,6.0419e-05-0.00041647i,0.00037612-0.00037118i
-1.3763e-05+0.0016878i,-0.00018254+0.0016334i,0.00059445+0.00047347i,0.0007019-0.00064518i,-0.00016238-0.00016807i,-0.00023029+0.0010277i,0.00014136+0.0018714i,7.2145e-05+0.0019045i,8.8458e-05+0.0009548i,0.00045999-1.4441e-05i,0.00064784-0.00050964i,0.00065745-0.0007539i,0.00049186-0.00034161i,-0.00024475+0.00031645i,-0.00048788+0.0006454i,-0.00030062+0.00062255i,0.00039484+0.00052139i,0.00070843+0.00031504i,0.00091786+0.00023284i,0.00023861+0.00032671i,7.8108e-05+0.00012857i,0.00032367+0.0001431i,1.678e-06+0.00057612i
-0.00050225+0.00046285i,-0.00025026+0.00010021i,-0.00062758+0.00017789i,-0.00069734-5.658e-05i,-0.0012387+1.7242e-05i,-0.001179+0.00050223i,-0.00044555+0.0015987i,-6.6668e-05+0.0015607i,0.00045812+0.00071981i,0.00027528+0.00057836i,-0.00013768+0.00085726i,-0.00022926+0.00084192i,-7.2088e-05+0.00061472i,-7.1275e-05+0.00019179i,-0.00080088+0.00026593i,-0.0010959+0.00048778i,-0.00081622+1.0099e-06i,-0.00059899-0.00038633i,-0.0007898-0.00039359i,-0.00061475+0.00036309i,-0.00016283+0.00087011i,-0.000571+0.00069387i,-0.00080863+2.6776e-05i
0.0041486+0.00015699i,0.0055755+0.00060941i,0.0043956+0.00031507i,0.0016+4.7623e-05i,-0.00061163-0.00053762i,-0.0013561+0.00016685i,-0.00028126+0.0011937i,-3.3613e-05+0.0011815i,-6.3214e-05+0.00075135i,0.00013247+0.00044479i,-0.0002367+0.00071698i,-0.00060044+0.00047066i,-0.00020446-0.00019825i,2.9093e-05-2.8626e-05i,-0.00015392+0.000395i,-0.00028667+0.00074072i,-0.00017093+0.00043611i,0.00025129-0.00035509i,0.00027243-0.0001806i,-6.3543e-05+1.1832e-05i,-0.0004282-0.00012676i,-0.00029143+0.0001134i,-0.00032383+1.5491e-06i
0.00050302+0.0043284i,-0.00056472+0.0041997i,-0.00084813+0.0029985i,-0.0011915+0.00084694i,-0.0015031-0.00013397i,-0.00088753+0.00044582i,0.00054475+0.00068625i,0.0012464+0.00021739i,0.00090798-7.8526e-05i,0.0011124+0.00021737i,0.0010237-0.00018982i,-0.00029623-0.00054199i,-0.00085278-0.00033335i,-0.00046724-0.00035355i,0.00058905+7.5312e-05i,0.0010561-1.5242e-05i,0.0010589-0.0005003i,0.00034216-0.00070319i,-6.1964e-05-0.00039404i,-8.2532e-05+8.7092e-05i,0.00036334+0.00013083i,0.00044983+0.00060056i,-4.9868e-05+0.00039826i
-0.00053487+4.9237e-05i,-0.00023687-0.00071745i,-0.0018077-0.0016981i,-0.0023683-0.00094241i,-0.0023767+0.00073516i,-0.0019075+0.0017227i,-0.0008114+0.0014439i,-0.00027652+0.00090055i,-0.00081338+0.00020777i,-0.00083289+0.00014989i,-0.00059191+0.00068158i,-0.00018592+0.00099943i,-0.00017479+0.0007186i,-0.00034717+0.00017971i,-0.00046606+0.00017774i,-0.00073179+1.0102e-05i,-0.0010655-0.00059213i,-0.0001056-0.0010115i,0.00057015-0.00070789i,0.00032119-0.00057314i,0.00063292+0.00019119i,0.00015768+0.00049807i,-0.00021627-0.00065904i
0.00087442-0.0010491i,0.0010635-0.00045064i,-0.0013381-0.0012307i,-0.0024483-0.0010055i,-0.0020098+0.0012545i,-0.0011044+0.0024993i,-0.00047724+0.0015568i,-0.00026838+0.00092689i,0.00028813+0.00096411i,0.00084833+0.00066175i,0.00068943+0.00037232i,0.00012346+5.2746e-05i,-0.00019381-2.2819e-05i,-0.00041755+0.00035288i,4.8296e-05+0.00077044i,0.00073051+0.00089602i,0.00062851+0.00010419i,-2.4646e-05-0.0002486i,-0.00041588+0.00017924i,-0.00063767-0.00021629i,0.00022516-0.0003494i,0.0010137-0.00013631i,0.00066656-0.00010042i
0.00096115+0.0016073i,0.0014681+0.001429i,0.00045546+0.00086676i,-0.0010111-0.00018187i,-0.0016218-0.00052746i,-0.00046477+0.00042282i,0.00018265+0.00066919i,0.00054589+0.00058253i,0.00050675+0.0007729i,-0.00041273+0.00035087i,-0.00058698-3.5282e-05i,-0.00054597+0.00019904i,-0.00096176+0.00023524i,-0.00065175+0.00025885i,0.00014922+0.00043586i,0.0003643+0.00040918i,0.00065351+3.8752e-05i,0.0010008-0.00045684i,0.00087142-0.00050631i,0.00024594-0.0004249i,-0.00019993-0.00048298i,0.00024874-0.0003625i,0.00041249-7.1433e-05i
-0.0031304+0.00090235i,-0.0022+0.0010188i,-0.001373+0.0021345i,-2.5386e-05+0.0017696i,0.00026614+0.0012207i,-0.00017952+0.0017656i,0.00039341+0.0018892i,0.001089+0.001988i,0.00052186+0.0019642i,0.00028046+0.00085259i,0.00023968-0.00038407i,-0.00059357-0.00074155i,-0.00073118-0.00067162i,-0.00048874-0.00064742i,-0.0010183-0.00026983i,-0.00098655-0.00017108i,-0.00015236+9.0665e-06i,2.3136e-05+0.00020482i,-1.5367e-05-1.5893e-05i,-7.5801e-05-0.00045425i,-0.00011026-0.00073962i,-0.00050802-0.0011019i,-0.00073226-0.0014595i
0.00065276-0.00090013i,4.9228e-05+0.00018096i,-0.00057395+4.8154e-05i,-0.00074053-0.0002949i,-0.00097118+0.0001715i,-0.00053639+0.00049809i,-0.0002565+0.00048663i,-0.0003617+0.00064189i,0.00023876+0.0010902i,0.00022524+0.0011183i,0.00049259+0.00049486i,0.0007556+0.00014363i,0.00063378-8.413e-05i,0.00027763-8.6399e-05i,0.00021648+0.00020483i,9.8527e-05-2.5163e-05i,-0.00021367-3.3492e-05i,-0.0002609+0.00011218i,4.5951e-05+0.00012119i,-9.0988e-05-0.0001783i,-0.00035715-0.00047715i,-5.9588e-05-0.00024837i,-8.0313e-05+1.282e-05i
0.00071123-0.0016874i,-7.1253e-05-0.001729i,0.00048555-0.00020171i,-0.00069153+0.00046156i,-0.0017066+4.6936e-05i,-0.00095066+0.00026808i,-0.00080241+0.00042385i,-0.00058617+0.00081239i,-0.00031211+0.00082263i,0.00050266+0.00038952i,0.00066687-0.00031145i,0.00017206-0.00030049i,0.00015871+5.2426e-05i,8.2842e-07-6.0915e-05i,-0.0003743+0.00034562i,-0.00031685+0.00037507i,0.0001742-0.0001232i,0.00091309-0.00030822i,0.0012698-8.0204e-05i,0.00044612+0.00018422i,-0.00015897+8.7804e-05i,0.00011374-5.3452e-05i,-0.00034052-0.00018496i
-0.0021454+0.00016105i,-0.0016841+0.00026381i,-0.0022962+0.00067743i,-0.0019487+0.00095633i,-0.00088812+0.0021025i,-0.00025769+0.0024492i,0.00039788+0.001564i,0.00039867+0.00047939i,0.00043635-0.00062303i,0.0010926-0.00081268i,0.00061114-0.00010395i,0.00016778+0.00044177i,0.00033635+0.00040608i,4.9608e-05+0.0003381i,0.00017888+0.00041919i,-2.2281e-06+7.3603e-05i,-0.00019894-0.00064496i,0.00050492-0.0009047i,0.00049834-0.00053774i,-5.6165e-05-3.3053e-05i,0.00013427+1.6459e-05i,0.00052556-0.00041439i,0.00027486-0.00060069i
-0.00025404+0.0010903i,-0.0011709+0.0023566i,2.2961e-05+0.0020316i,0.00095138+0.00096204i,0.00042142+0.00044614i,-3.1634e-05+0.00034585i,0.00053844+0.00010809i,0.0014259-0.0001216i,0.001134-0.00019528i,0.00015756-5.7668e-05i,-0.00030857-0.00015472i,0.00011755-0.00016959i,5.6744e-05+0.00026987i,-0.00032993+0.00022146i,0.00049376-0.00011146i,0.001129-0.0001391i,0.0010832-1.099e-05i,6.3177e-05+6.383e-05i,-0.0008495-7.7549e-05i,-0.00072038+0.00045255i,-0.0011286+9.9717e-05i,-0.0012175-0.00062514i,-0.00066158-6.2781e-05i
0.0007504+0.00080698i,9.8103e-05+0.00070387i,0.00060551+6.3144e-05i,0.00011091+0.0001534i,-0.0001484+0.00070678i,4.8688e-05+0.0015964i,-6.2546e-05+0.0021079i,0.0008201+0.0014509i,0.0012863+0.00095166i,0.0007675+0.00087753i,6.9084e-05+0.00082112i,-0.00042126+0.00010448i,-0.00086799-0.00013525i,-0.00013306+0.00031099i,0.0006274+0.00090244i,0.00084323+0.00039833i,0.00068788-0.00011966i,-6.318e-05-0.00029951i,-0.00013113-0.00026675i,0.00025102+0.00019139i,0.00027494+0.00031546i,0.00034066+5.6643e-06i,0.00020265-0.00022651i
-0.0021974-0.0013357i,-0.0025779-0.0017412i,-0.0030241-0.0024028i,-0.0026009-0.0010692i,-0.0024493+0.00052253i,-0.0017995+0.00098149i,-0.00075663+0.00094396i,0.00011826+0.0010747i,0.0010833+0.00066997i,0.0016818+0.00022797i,0.00090812+0.00069052i,8.2187e-05+0.0006251i,0.00014767-0.00023604i,0.00056413+9.3228e-05i,0.0013363+0.0006745i,0.00126+0.00090105i,0.00023775+0.00083371i,-0.00049714+0.00066494i,-0.00063687+0.00023881i,-0.00014651+0.00014375i,1.507e-05-0.00021158i,-0.00015477-0.0012028i,0.00021069-0.00097269i
0.00089877+0.00051199i,0.0014276+0.00052115i,0.0018445-7.952e-05i,0.00064724-0.00040492i,-0.00047984-0.00039718i,-0.00095398+0.0007571i,-0.00061285+0.0019944i,-0.00029738+0.002099i,-3.3464e-05+0.0012738i,0.00072478+0.00047206i,0.00019429+0.00021692i,-0.00067416-0.00061303i,-0.0005475-0.0011509i,-0.0003154-0.00037624i,-0.00015672+0.001358i,-8.2894e-05+0.001339i,-0.00034703+0.00023031i,-7.4107e-05+0.00013568i,0.00054118+0.00077214i,0.00064239+0.00041702i,0.00048087-0.00012438i,0.00014674+0.00082704i,-0.0006311+0.0014292i
0.00054366+0.0015957i,0.0005007+0.002171i,0.0014135+0.00153i,0.00034588-0.00029806i,-0.0015615-0.0012677i,-0.0019874-0.00051326i,-0.00082976+0.00070821i,-5.3939e-05+0.0010338i,-0.0006852+0.00048166i,-0.00093109-0.00056477i,-0.00080551-0.0010902i,-0.00032005-0.00025718i,2.3076e-05+0.00067917i,-0.00035184+0.00084i,-0.00044024+0.00091687i,-0.00040718+0.00076312i,-0.00011983-2.0363e-05i,0.00061783+1.427e-05i,0.00082958+0.00065464i,0.00065967-0.00039454i,-5.3755e-05-0.0012657i,-0.00047344-0.0011559i,-9.5528e-05-0.00066922i
0.00010873-0.00024032i,-0.00087981+0.0001984i,-0.0010755-0.00022922i,-0.0017209-0.00088762i,-0.0023764-0.00081571i,-0.0015558+0.0001017i,-0.0014778+0.00068859i,-0.0014137+0.0005544i,-0.00075275+0.00059277i,0.00031718+0.00013806i,0.00050424-0.00062339i,-0.0004041-0.00017575i,-0.00072634+0.00056387i,-0.00022592+0.00038896i,0.00080497+0.00010385i,0.00072013-0.00036957i,0.00022028-0.0006188i,-0.0002642-5.9004e-05i,-0.00045471+0.00044395i,0.00010888+0.00035039i,-1.266e-05-0.00091455i,-0.00050736-0.00036327i,-0.00035458+0.00097015i
0.00069778+0.0010077i,0.00016564+0.00068121i,-2.8693e-05+0.00064029i,1.3122e-05+0.0007797i,-0.00033967+0.00038459i,-0.0009526+0.00050336i,-0.00083859+0.0009763i,0.00011041+0.0013472i,0.00075519+0.0013835i,0.00076981+0.00094333i,0.00094521+1.2499e-05i,0.0013771-8.7449e-05i,0.00075633+0.00055814i,0.00019039+0.00066874i,0.00039497+0.00037716i,0.00019939+2.2081e-05i,-0.00047624+0.0002018i,-0.0012157+0.00014954i,-0.00065708+0.00022067i,-0.00019975+0.00042917i,-0.00069484+0.00039863i,-0.00076354+5.5841e-05i,-0.00026735-0.00037108i
0.00041953-0.0022112i,0.00061788-0.0015299i,-0.00013832-0.0013104i,-0.00092578-0.00046537i,-0.00057108+0.00050456i,2.8323e-05+0.00086587i,9.737e-05+0.00049339i,0.00028059+0.00056325i,0.00054076+0.0013265i,0.00075981+0.0011767i,0.00044201+0.0010306i,3.8215e-05+0.00092573i,-1.9471e-05-3.3476e-05i,0.00023381-0.00017042i,0.00026517+0.00022023i,0.00015273+0.00040059i,-3.2737e-05+0.00042995i,-0.00046018+7.9003e-05i,-0.00062076-0.00020343i,0.00011078-0.00021293i,0.00055298+2.3666e-05i,0.00047641+0.00040809i,0.0005123+2.2629e-05i
0.0012149+0.00044301i,-0.00029911+0.0015012i,-0.0017174+0.0022409i,-0.00268+0.00098425i,-0.0020348-0.00036446i,-0.0013852+0.00040743i,-0.00092922+0.0012296i,-0.00050482+0.0012471i,0.0004133+0.00063843i,0.00070073-0.00021686i,-0.00026762-0.00071439i,0.00015406-0.00020375i,0.00092355+0.00079399i,0.00044442+0.00049359i,0.00051543+6.5692e-05i,0.0010168-0.00028245i,0.00099739-0.00062211i,0.0002065-0.00071097i,-0.00079116-0.00047461i,-0.00086518+0.00023479i,-0.0001086+0.00081085i,0.00060378+0.00041983i,0.00057453+0.00014653i
0.00125+0.0020042i,0.0013591+0.001128i,0.0011751-0.00013446i,-0.00066437-0.00065079i,-0.0015019-0.00029804i,-0.0011269+0.0011791i,-0.0009441+0.0016603i,-0.00054924+0.00075977i,5.7806e-05-0.00040632i,0.00068366-0.00074938i,0.00093439-0.00045522i,0.00086653-7.6015e-05i,0.00054657+0.00030605i,0.00056517-0.00015502i,0.00068172-0.00070455i,0.00049865-0.0011478i,0.00039572-0.00116i,0.00037524-0.00061323i,0.00023334-6.678e-05i,-0.00018845+0.00014335i,-0.00018383+0.00045419i,0.00020371+0.00053093i,0.00033092+0.00018581i
-0.00020169-0.00025284i,-0.0002409-0.0009888i,-0.00093826-5.4239e-05i,-0.0011187+0.00070723i,-0.00065085-6.3593e-05i,0.0003024-4.5916e-05i,0.00018526+0.00054389i,0.00021515+0.00042365i,0.00079437+0.00033407i,0.000945+7.1028e-05i,0.00097244+0.00027524i,0.00075943+0.00075095i,0.00037949+0.00082671i,-0.0002807+0.00085548i,-0.00072893+0.00083412i,-0.00056844+0.00056734i,-0.00071224-0.00024692i,-0.0013923-0.00024833i,-0.0011388-7.4647e-05i,-8.4294e-05-0.00048255i,-0.00020626-0.00047604i,-0.00046271-0.00025457i,-3.5319e-05-7.45e-05i
-0.001556-0.0021803i,-0.0012293-0.0011439i,-0.0017677+0.00083967i,-0.0016169+0.0018875i,-0.00083387+0.0021605i,-0.00078531+0.0021217i,-0.00082927+0.0019867i,-0.0008575+0.00133i,8.1967e-05+0.00062593i,0.0015193+0.00035623i,0.0011265+9.2457e-05i,0.00046188+0.00082925i,0.00029183+0.00085875i,-0.00013125-0.00030859i,-0.00037816+9.0505e-05i,0.00060594+0.0012141i,0.00059236+0.001476i,-0.00045515+0.00012783i,-0.00017072-0.00035252i,0.00045682+0.00031132i,0.00032316-0.00020085i,-6.8577e-05-0.00012818i,-0.00066848+0.0002384i
-0.0007162+0.0016984i,-0.00014163+0.0010112i,0.00034654+0.00028667i,0.00026559+0.00039456i,0.00026096+0.0012034i,7.826e-05+0.0013525i,0.00076441+0.0013734i,0.0012247+0.0009492i,0.00035275+0.00042454i,3.5955e-05-0.00015997i,0.00088947+3.8421e-05i,0.0015081+0.00067582i,0.0010989+0.00071579i,0.00041801+0.0002508i,0.00051003-0.00052446i,0.00069176-0.00036074i,0.00054413-0.00058563i,0.00029487-0.00058435i,-0.00011748+0.00022384i,-0.00058187+0.00054952i,-0.00075863+0.00052171i,-5.9758e-05+0.00020819i,0.0010009+5.7931e-05i
-0.0011367+0.00069806i,-0.0017249+0.002174i,-0.0021228+0.0020072i,-0.0022709+0.00066227i,-0.0015712+0.00053363i,-0.00059206+0.0011337i,0.00012296+0.0013553i,3.1793e-05+0.0012846i,-0.00027144+0.00096263i,-9.9636e-05+0.00076322i,0.00014265+0.00022569i,0.00026886-0.00073021i,-0.00065197-0.00036666i,-0.00068728-0.00016205i,0.00016943-0.00033296i,0.00017784+0.00018757i,0.00034072-0.00011397i,0.0001836-0.00094082i,-8.354e-05-0.000364i,0.00076031+0.0005037i,0.00071913+0.00033285i,0.00044652-0.00045172i,0.00039318-0.00089323i
-0.0030501-0.0023074i,-0.003065-0.0016792i,-0.0032616+0.00083946i,-0.0024152+0.0018448i,-0.0013011+0.0022153i,8.1397e-06+0.0018189i,0.00071666+0.0010824i,0.00087699+0.00080848i,0.0012811+0.00074738i,0.001119+0.00074576i,0.00049575+0.00038762i,0.00035484+0.00055777i,0.00026618+0.00027939i,0.00024666+0.00022883i,0.00072294-0.00025172i,0.00086699-0.00051849i,0.00040323-0.00055727i,-2.9628e-05-0.0009625i,-0.00025926-0.00071728i,-0.00024529-0.00056439i,-6.1274e-05-0.00012443i,-0.00019712+0.00019942i,-0.00034488-0.00061877i
-0.00039017-0.0020133i,-0.0013469-0.0019775i,-0.001336-0.00074105i,-0.0013057+0.00031484i,-0.0014237+0.00087731i,-0.0002977+0.00035674i,0.00075369+0.00046601i,0.00048776+0.00052901i,-7.1514e-05+0.00055446i,-0.00030084+0.00035089i,1.1226e-05+0.00033048i,0.00015225+0.00071069i,-0.00020139+0.00057343i,-0.00046714+0.00010347i,-0.00014469-0.00013973i,-0.00036226-8.0507e-05i,-0.00053354-0.0003497i,-1.3319e-05-0.00051047i,-0.00048087-0.00028813i,-0.00072215+5.7866e-05i,-4.0178e-05-0.00023611i,0.00026766-0.00035838i,-5.7432e-05-0.0004664i
0.0034442+0.0023046i,0.0020921+0.0010236i,0.0014811-0.0005881i,-6.3533e-05-0.00091482i,-0.0013102-0.00048147i,-0.0010864+0.00034687i,-0.00091868+0.00069571i,-0.00099292+0.00078645i,-0.00039733+0.00072766i,0.0004826+0.00050683i,0.00041698+0.00067285i,-0.00010307+0.00055321i,-0.00038471+9.0099e-05i,1.1962e-05+0.00064456i,1.7961e-05+0.00086645i,-0.0004535+0.00033943i,0.00024219+0.00029599i,0.0007536+0.00021788i,-9.2993e-06-0.00019886i,-0.00016962-0.00060183i,-0.00010683-0.00041206i,-0.00058203-0.0004323i,-0.00052781-0.00036972i
