-0.0013936+0.0013197i,-0.0010176-0.00011651i,-0.0018944-0.00099902i,-0.0014467-0.00086354i,-0.0010923+0.00032128i,-0.00085319+0.00099354i,0.00059841+0.0012081i,0.0021295+0.0017637i,0.0019228+0.001819i,0.00074296+0.00062296i,-0.00036447-0.0004122i,-0.00084711-0.001481i,-0.00079519-0.0014159i,-0.0012159-0.00068472i,-0.00057843-0.00052379i,0.00035733-0.00024225i,0.00025086+0.0002799i,0.00016894+9.122e-05i,0.0001079-0.00027718i,0.00016736-0.00074547i,0.00057487-0.0012913i,-6.7087e-05-0.00064114i,-0.00071426+9.4812e-06i
0.00016781+0.0015404i,0.00030048+0.001099i,0.00057877+0.00043593i,0.00056196-0.00015913i,-4.2432e-05-0.00032088i,-0.0010358-0.001016i,-0.0003852-0.0015702i,0.00071958-0.0014272i,3.0675e-05-0.0013876i,-0.00078476-0.00068996i,-0.00039857+0.0002465i,0.0004424+0.00092833i,0.00090102+0.00063339i,0.00051307-0.00020474i,-0.00042228-0.00085759i,-0.00047868-0.00043055i,-0.0005441+9.4901e-05i,-0.00079381+0.0005238i,-0.00034194+0.00062603i,0.00079775+0.00025068i,0.00090157+0.00067777i,0.00022603+0.00094304i,0.00034631+0.00034826i
-0.0013197+0.00055127i,-0.00056873-3.4588e-05i,0.00053006-0.00081404i,0.00051669-0.00044356i,-0.00025032-0.00045109i,-5.5535e-05-0.00046169i,0.00039377-0.0011721i,0.00021493-0.0023291i,-0.00065312-0.0022967i,-0.0010965-0.00097119i,-0.0010419+0.00026205i,-0.00044912+0.00020916i,-2.9161e-05+0.0002968i,-0.00030847+4.4203e-05i,-0.00014009-0.00024451i,-0.00030549+0.00039432i,-0.00072893+0.00087692i,-0.00035919+0.00042878i,-5.9424e-06+0.00021918i,-0.00031801+1.9942e-06i,-0.0002754+3.652e-05i,0.00047113-7.9143e-05i,0.0010034+0.00019583i
0.0017817+0.00090609i,0.0006389+0.0014246i,0.00076916+0.0019367i,0.00024007-8.6361e-05i,-0.00024394-0.0019888i,-0.00080097-0.0025169i,0.00014945-0.0019128i,0.0015538-0.001587i,0.00097455-0.0016032i,0.00044757-0.0014888i,0.00030615-0.0014542i,-0.00010741-0.00076058i,-0.00036584-0.00011677i,-0.00015947-0.00017268i,-0.00010149-0.00041533i,0.00044413-0.00026243i,0.00055448+0.00028217i,-9.8837e-05+0.0007335i,-0.00036702+0.00043036i,0.00021386+4.2589e-05i,0.00035087+0.00066056i,-0.00023056+0.00080119i,-0.00025918+0.00016918i
0.0031386-0.0026305i,0.0027044-0.0029225i,0.002601-0.0047136i,0.001585-0.0057594i,4.4374e-05-0.0033844i,-0.0006085+3.3269e-05i,-0.00030903+0.00076029i,-2.4844e-05-0.0010173i,-0.00071054-0.0014972i,-0.0015302-0.0002279i,-0.0013369+0.00084799i,-0.0011405+0.00057391i,-0.0014124-0.00043477i,-0.0015822-0.00052326i,-0.0011088-0.0001702i,7.9573e-05+0.00042293i,0.00055521+0.00066033i,0.0004663+0.00039054i,-7.491e-05-0.00020689i,-8.7439e-05-0.00067744i,0.00039183+0.00041706i,0.00040219+0.0010787i,0.00046489+0.00041206i
0.0024036+0.0015774i,0.0014981+0.0015564i,0.0023185+0.0010263i,0.0028251-0.00069209i,0.0014383-0.0016774i,1.7858e-05-0.00094277i,0.00028012-0.00016122i,0.0002553-0.00028387i,-0.00012208-0.00049139i,-8.4661e-05+0.00023494i,-0.0010027+8.3543e-06i,-0.0012545+5.5273e-05i,-0.00031083+0.0010529i,0.00016327+0.0012883i,-0.00020118+0.0011375i,-0.0007643+0.0013278i,-0.00051004+0.00059182i,6.6855e-05-0.00063742i,0.0002349-0.00074637i,5.9117e-05-0.00098242i,-0.00097123-0.00072775i,-0.00095005-4.2978e-05i,0.00034656-0.00022835i
-0.0026801+0.0013886i,-0.0015329+0.0011842i,-0.00037099+0.00093144i,-0.00024406+0.0012731i,-0.00052235+0.0013753i,-0.00043928+0.00034175i,-0.00049586-0.00054818i,-0.00063645-0.00097062i,-0.00085618-0.0010684i,5.901e-05-0.00086062i,0.00063858-0.00046167i,-4.2293e-05+0.00016487i,-0.0012325+0.00018163i,-0.0015126+0.00016183i,-0.0010811+0.00034949i,-0.0003305+0.0004043i,0.00016451+0.00068747i,0.00063981+0.00067502i,0.0010765+0.00055127i,0.00058651+4.7845e-05i,0.00039836+7.4288e-05i,0.00046903+0.00029346i,0.00017339+0.00045593i
-0.00017485+0.0023142i,-0.0014741+0.0037886i,-0.0021308+0.0045718i,-0.0010222+0.0036785i,-0.00022343+0.001846i,0.00058306+0.0003709i,0.00044495-0.00067907i,-0.0002641-0.0011619i,-0.00065673-0.0004283i,-0.0009068+0.00056836i,-0.00033092-0.00016381i,0.0005086-0.001034i,0.0011136-0.0011123i,0.00024631-0.00077159i,-0.00031423+0.00040503i,7.0565e-07+0.00055532i,0.00052168-0.0010028i,0.00056859-0.0013642i,3.2173e-05-0.0010438i,-0.0010236-0.0015818i,-0.0017144-0.0012803i,-0.0010478-0.00028298i,-0.00035414-1.576e-05i
-0.0018221+0.0023369i,-0.0024772+0.0007372i,-0.0016527+0.00048187i,1.2304e-05+7.3403e-05i,0.00080988-0.00061679i,0.00048643-0.0012488i,0.00010339-0.0020379i,-0.00026125-0.0020716i,1.5613e-05-0.0015507i,0.00086737-0.0007814i,0.00059325+0.00022001i,0.00043256-0.00011622i,0.00067588-0.00087574i,8.9703e-05-0.00066217i,-0.0007911-0.00056827i,-0.0006929+3.751e-06i,-0.00046563+0.00061292i,-0.00031765+7.3162e-05i,-0.00021634-0.0011287i,-0.00021545-0.0015969i,0.00022169-0.00046922i,0.00066163+0.00064025i,0.00025407+0.00040468i
0.00015017+7.4829e-05i,0.00088599-0.00018168i,0.0026818+5.0898e-05i,0.0030779-0.00051767i,0.0015937-0.00024249i,0.00016781+0.00084439i,0.00052787+0.00026829i,0.00075207-0.00023315i,0.00023983-0.00028594i,0.00011593+2.4978e-05i,0.00034494-0.00018757i,0.00017155-0.00054388i,-0.00044522-0.00061744i,-0.00080339-0.00075969i,-0.00078231-0.00076878i,-8.7914e-05-0.00050667i,0.0012364+0.00017125i,0.00163+0.00034789i,-6.9996e-05-0.00050915i,-0.0020607-0.001041i,-0.0021694-0.00071687i,-0.00082674+0.00046384i,-0.00023837+0.00062339i
-0.00085703+0.00072114i,-0.0018785+0.00059277i,-0.0028402+0.00058896i,-0.0027528+0.00087783i,-0.0012542+0.00046908i,-0.00033916-0.00036056i,-0.00020479-0.00044775i,-1.0619e-05-0.0012344i,-0.00047515-0.0018125i,-0.00039592-0.0011483i,-0.00024413+0.00042592i,-2.339e-05+0.00097198i,0.00029719+0.00033262i,0.00029464-0.00017636i,-0.00043276-2.1956e-05i,-0.00034953+0.00063016i,0.0004363+0.00049072i,0.00050668-2.9307e-05i,0.00044784+0.00013856i,-0.00016903+0.00033919i,-0.00067609+0.00081504i,-3.2799e-05+0.0014692i,0.00057263+0.00058841i
0.0017804+0.00042809i,0.0016659-0.0017638i,0.0016299-0.0024905i,0.0010622-0.0024758i,-0.00048752-0.001862i,-0.00071338-0.00074976i,0.00011384-0.00057441i,2.6235e-05-0.0007807i,-0.0008319-0.00082103i,-0.0013957-0.00046323i,-0.00056474-0.0001676i,-0.0001844-7.5181e-05i,-0.0010206+0.00065351i,-0.0014125+0.0016544i,-0.0016446+0.001932i,-0.0014718+0.00068611i,-0.00063732+5.7602e-05i,8.6612e-06-0.00010433i,-0.00049766-0.00092139i,-0.0016386-0.0016099i,-0.0017389-0.0013661i,-0.0011575-0.00066754i,-0.00066917-0.00038908i
-0.0019819-0.00038918i,-0.0010937-0.00027334i,-0.001294-0.00013697i,-0.0010197+0.00062904i,-0.0012283+0.00034769i,-0.0008271-0.00036825i,-0.00020043-0.0015967i,-0.00046756-0.0020222i,-0.0011498-0.0015414i,-0.0018312-0.0011543i,-0.00082748-0.00017857i,0.00021619+0.00032464i,0.00075138-0.00056341i,0.00083488-0.00088119i,0.00016754-0.001583i,-2.8655e-05-0.0018945i,0.00055235-0.00098062i,0.00070763-0.0003575i,0.00076784+8.642e-06i,0.0010948+0.00074257i,0.00025062+0.00098225i,-0.00077175+0.00046963i,-0.00012436+0.00014414i
-0.0016239-0.00041875i,-0.00064486-0.0014612i,-0.00065113-0.0014169i,0.00032334-0.0011919i,0.0022224-9.2266e-05i,0.0018482+0.0011423i,0.00079227+0.00023132i,0.00096809-0.0010142i,0.00084844-0.00090546i,8.848e-05-0.00053975i,-0.0003826-0.00072245i,-0.00049013-0.00067561i,-0.00091585-0.00083555i,-0.0010434-0.0005473i,-0.0011442+0.0012353i,-0.001837+0.0025541i,-0.0014158+0.0018999i,-0.0010783+0.00071608i,-0.0015637+0.00038471i,-0.0010658+7.2416e-05i,-0.00033967-0.00058969i,0.00024652-0.0005733i,0.00035124-0.00071003i
0.0010082-0.0014951i,0.0014139-0.00041538i,-0.00069706-0.00015373i,-0.0026774-0.00037401i,-0.0030379-0.00035953i,-0.0022898-0.0002897i,-0.0010388-0.001045i,-0.00012058-0.0021826i,-5.662e-05-0.0016849i,-0.00065777-0.00055554i,-0.00052912-0.00017655i,0.00023589-0.00031077i,0.00061868-0.00029124i,0.00047675-0.00081406i,0.0004276-0.0012009i,-3.5895e-05+0.0001868i,-0.00077967+0.0014046i,-0.00062105+0.0015637i,-0.00027346+0.0012429i,-0.00036399+0.00077884i,-0.0001003+0.00080458i,-0.00018933+0.00077542i,-0.00022683+0.00044141i
-0.0014073-0.00072076i,-0.0023382-0.001049i,-0.001963-0.0013302i,-0.0017783-0.00087463i,-0.0012056-6.4004e-05i,-0.00049794+2.8134e-05i,-0.00019754-0.00068137i,-0.00011938-0.001361i,-0.0011751-0.0010128i,-0.0019069+0.00014242i,-0.001532+0.00070764i,-0.00084177+5.1951e-05i,-0.00035987-0.0005297i,-0.00059587-0.0007252i,-0.00117-0.00063868i,-0.0010457-0.00021415i,-0.00053069-0.00015527i,2.898e-05-0.00013657i,0.00038606-0.00036457i,-5.5704e-05-0.00081791i,-0.00048801-0.00072893i,-0.00020987-0.0003052i,0.0010902-3.5564e-05i
0.002453-0.0014394i,0.0028662-0.0007502i,0.0035215-0.0010067i,0.0019596-0.0016709i,0.00038966-0.0013401i,0.0001846-0.0011037i,0.00081686-0.0015949i,0.00080612-0.0014877i,0.00026427-0.0013906i,-0.00016966-0.00074935i,-8.7207e-05+0.00012353i,0.00022021+0.00045039i,-0.00018997-6.651e-06i,-0.00087697-0.00017266i,-0.00085217+0.00017485i,-0.00023592+0.00079053i,-5.1401e-05+0.0012662i,6.4522e-05+0.00091066i,0.00048765+0.000694i,-9.9997e-06+0.00052512i,-0.00044884+0.00011788i,-0.00069527+2.8524e-05i,-0.0009318-0.00045931i
-0.00017008+0.0020196i,0.0010758+0.0014316i,0.00058967+0.0003163i,0.00059356-0.0010793i,0.00076415-0.0014186i,9.7765e-05-0.0012129i,0.00035962-0.00070959i,0.00040798+8.6461e-05i,-0.0001304+7.6049e-05i,-0.00035626-0.00053387i,-0.00031152-0.00079213i,-0.00028305-0.00036096i,-0.0012006+0.0004011i,-0.0012295+0.0010257i,-0.0010871+0.00091171i,-0.00092419+0.00049798i,-0.00040392+0.00030997i,1.269e-05+0.00015914i,4.9072e-05-0.0007467i,-0.00035716-0.0014318i,-0.00032342-0.00091678i,-6.6339e-05-0.00037769i,9.9641e-05+0.00050176i
-0.00044263+0.00089774i,-0.00032491+0.00074714i,0.00027715-0.00048452i,0.00063863-0.0012494i,0.00044962-0.00048753i,-6.3268e-06+0.00011903i,-0.00011059+0.00034132i,-0.00014545+0.00025546i,-0.00087714-0.00012692i,-0.0017507-0.00041323i,-0.0011125-2.0253e-05i,-1.534e-05+0.00048528i,0.00032492-0.00028544i,0.00049189-0.0010176i,-0.00017753-0.0003167i,-0.00031457+0.00070854i,-7.9942e-06+0.0012031i,-0.00030316+0.0013082i,-0.00045983+0.00077251i,-0.00080144+0.00040309i,-0.0010262+0.00088252i,-0.00060951+0.0011706i,-2.6003e-05+0.00087074i
-0.00059849-0.0028828i,-0.0020305-0.0025641i,-0.0030091-0.0018714i,-0.0024251-0.00074742i,-0.0020504-4.7453e-05i,-0.0010737+0.00013093i,-0.00027777-0.00029091i,-0.00050216-0.0012256i,-0.0010249-0.00090221i,-0.0010689+0.00036242i,-0.00057411+0.0013199i,-0.00041986+0.00072962i,-0.00026796-0.00010517i,-0.00029562-0.00015193i,-0.00027831-1.128e-05i,-0.00016039-0.00018191i,-8.1502e-05-5.3522e-05i,0.00010482-0.00055142i,4.6448e-05-0.00074902i,-0.00057769-0.00014956i,-0.00078479+4.3917e-05i,-0.00028949-0.00030742i,-0.00024051-0.00024431i
-0.0009978-0.0019642i,-7.7223e-05-0.0011891i,-0.00033299-6.0209e-05i,-0.00070025+0.00065588i,-1.3871e-06-3.4826e-05i,0.00031755-0.00025093i,0.0001104-0.00034731i,0.00024982-0.0012116i,-0.0011256-0.00087313i,-0.0019966+0.00040028i,-0.0009236+0.00067467i,0.00011635+0.00029316i,0.00034085-0.00023882i,-0.0005062-0.00018435i,-0.0010195+0.00028734i,0.0002716-1.6131e-05i,0.0011616+0.00060676i,0.0013502+0.0016519i,0.000918+0.0013961i,-0.00030873+0.0010077i,-0.00095305+0.00059106i,-0.0008291-5.5601e-05i,-0.00023588-0.00032142i
0.00083028-0.00055783i,0.00027528+0.00040367i,-0.0010189-0.0018681i,-0.0016664-0.0028427i,-0.0013681-0.0016084i,-0.0010175-0.00027725i,-0.00061086-8.4307e-05i,-0.00068054-0.0016504i,-0.00067286-0.0023641i,-0.0013698-0.0011787i,-0.0014799+0.00019793i,-0.00066445+0.00060292i,-0.00028211+0.0010348i,-0.00037504+0.00031089i,-0.00080324-8.154e-05i,-0.00055749+0.00055709i,0.00010699+0.0011548i,0.00076293+0.0010726i,0.00097487+0.00022228i,0.00043887-0.00026735i,-0.00013547+0.00020988i,-0.001021-0.0002316i,-0.0012593-0.00049705i
-0.00043324-0.0025806i,-0.00075836-0.0033235i,-0.00091583-0.0028003i,-0.00070549-0.0021585i,-0.00057888-0.0011584i,-0.00075927-0.0012406i,0.00015407-0.0022138i,0.00096272-0.00098434i,7.7301e-05-0.00017663i,-0.00078525-9.6706e-05i,-0.0009337+0.00015566i,-0.00029638-0.00073707i,7.4757e-05-0.0012022i,-0.00012441-0.00030207i,-0.00030249+0.00059716i,-0.00030869+0.00068354i,7.9574e-05+0.00019921i,-0.00020538+0.00038662i,-0.00084475+0.00083526i,-0.00067881+0.00069675i,-0.00030033+0.00095975i,-0.0003514+0.00043268i,-0.00013404-0.00044539i
-0.00022025+0.0010516i,0.00065558+0.001352i,0.00052567+0.0011066i,-8.4768e-06-2.4486e-05i,7.3235e-05-0.00035786i,0.00044626+0.00036454i,0.00038685+0.00035785i,-0.00013109-0.00031358i,-0.00088321-0.00073082i,-0.0013651-0.00025231i,-0.00098949+0.00066543i,-0.00080567+0.00077117i,-0.0014003+0.00031563i,-0.0011413+0.00023866i,-0.00026649+9.926e-05i,-0.0001982-0.00055388i,-8.1648e-05-0.00079029i,0.0010339-0.00078598i,0.0016746-0.00048873i,0.00056655-0.00043058i,-0.00046347-0.000184i,-0.00018064+0.00057617i,0.00024271+0.00058561i
-0.0018476-0.00084109i,-0.0026879-0.0013952i,-0.0028647-0.0016971i,-0.0019245-0.00040018i,-0.0011201-4.9987e-05i,-0.00062531-0.0010153i,-3.9788e-05-0.0023259i,0.00033989-0.0020887i,0.00010249-0.0012198i,1.6574e-05-0.00040838i,0.00030789+0.00043257i,0.000673-0.00031066i,0.00035434-0.0011858i,0.00047789-0.0012115i,-0.0001033-0.0007655i,-0.0010982+0.00020654i,-0.00092848+0.0010513i,0.00013539+0.0011844i,0.00040374+0.00059557i,-0.00072935+0.00049181i,-0.0015575+0.00034609i,-0.0010895+4.4724e-05i,-0.00012266+0.00038129i
-0.0003958+0.00023939i,0.00038097+0.00047487i,0.0010109+0.0010574i,0.0015249+0.00019407i,0.00058402-2.7164e-05i,-0.00037314-0.00033365i,-0.00060977-0.00040678i,-0.00045912-0.00056039i,-0.0011416-0.00098015i,-0.0018035-0.00060648i,-0.0011497-0.00019422i,-4.6639e-05-0.00054608i,-0.00016989-0.00063166i,-0.00058297+6.9253e-05i,-0.00029393+0.00077828i,-6.4215e-05+0.00029141i,-0.0003629-0.00029676i,-0.0003607-0.00040885i,0.00065551-0.00086814i,0.00077216-0.00065294i,5.3584e-07+0.0002188i,-0.00074058+0.00040891i,-0.00054591+0.00040323i
-8.7577e-05-0.0011445i,-0.00047045-3.1969e-05i,-0.00047441-0.00060028i,-0.00082732-0.00032105i,-0.0014585+0.00028467i,-0.00074177+0.00020889i,-0.00019395-0.00070948i,-0.0001703-0.0013527i,-0.0006886-0.0013645i,-0.00077484-0.00097953i,-0.0010668-7.5628e-05i,-0.00085319+0.00018715i,-0.00046738-4.9777e-05i,-0.00032045-3.6462e-05i,-3.9967e-06+0.00025654i,-4.1186e-05+0.00045365i,-0.00039403+0.00061899i,-0.0005122+0.0005685i,-0.00072683-0.00024837i,-0.001033-0.00072992i,-0.00059893-0.00055106i,-0.00030755+0.00016919i,-0.00071399+0.00021589i
0.00099488-0.00044169i,0.00053184-0.0011025i,0.00055545-0.0017755i,-0.00049884-0.0022107i,-0.0014068-0.0023512i,-0.00035169-0.0019912i,0.000725-0.0018212i,0.00062474-0.0020112i,-0.00013469-0.001249i,-0.00016704+0.00013975i,0.00039955+0.00056466i,0.00032971+0.00057007i,0.0004772+0.00072034i,0.00021537+0.00064216i,-0.00065038+0.00080052i,-0.00088379+0.00048916i,0.00035481+0.00030904i,0.00058169+0.00024103i,0.00045731-0.00034821i,-0.00065928-0.00046028i,-0.0012953+0.00022251i,-0.0007868+0.00023755i,-0.00042586-5.284e-05i
0.0015706-0.0013194i,-6.1997e-05-0.0011698i,-0.0012654-0.001697i,-0.0024361-0.00066951i,-0.0028518-0.00020101i,-0.0015786-0.00065889i,-0.00044706-0.001014i,-0.00071529-0.0013337i,-0.0017103-0.0010367i,-0.0015338-0.0012588i,-0.00050231-0.00030121i,0.00023322+0.00095501i,0.00040529+0.0010035i,0.00019854+0.00012495i,-0.00032069-0.00023603i,-0.00036547+0.0002605i,0.00052227+0.00085582i,0.00059858+0.0011185i,0.00057689+0.00057864i,0.00040427+0.00010974i,1.0372e-05-2.9519e-05i,-6.7869e-05+0.00025111i,0.00013776+0.0010333i
-3.7986e-05-0.0013528i,0.00021791-0.0017645i,-0.00025376-0.0026951i,-0.0001221-0.0025695i,0.00048494-0.0018417i,0.0011804-0.00088514i,0.0014198-0.0012255i,0.00088183-0.0019507i,0.00012104-0.0018972i,-6.3731e-05-0.0015819i,0.00032282-0.00077032i,0.00010391-6.8043e-05i,-0.00020896+0.00047848i,-0.0003974+0.00035i,-0.00092781+0.00029303i,-0.00091729+0.00096107i,-0.00015864+0.00049534i,0.00032444-7.5124e-05i,-9.8143e-05+1.1655e-05i,-0.00053202-0.00034242i,-0.00095979-0.00049608i,-0.00041124-9.4973e-05i,0.00011614+6.0429e-05i
0.00018119+0.000446i,0.0014945+0.00081567i,0.0029295+0.00092462i,0.0027246+0.00022405i,0.0019086-0.0010828i,0.0015455-0.0016259i,0.0010937-0.00072797i,-0.00022149+0.00044167i,-0.0012141+5.4547e-05i,-0.0014167-0.00066199i,-0.00084849-0.00036879i,0.00025952+0.00025226i,0.00072987+0.00021509i,0.0010579-8.2395e-05i,0.00049813+6.9929e-05i,6.1058e-05+0.00076252i,0.00023953+0.0015547i,0.00011161+0.00096869i,-0.00046163+1.3868e-05i,-0.00066425-0.00021328i,-0.00029634+0.00010591i,-2.2998e-05+0.00043467i,0.00025856-0.00036863i
0.00037231+0.00017146i,-0.00048962+0.00086859i,-0.00067052+0.00043263i,-0.0011021-0.00046714i,-0.0022949-0.0010617i,-0.0022711-0.00031457i,-0.0010679-0.00089806i,-0.00030938-0.0018328i,-0.00043978-0.0013955i,-0.001712-0.00094152i,-0.0019089-0.0005555i,-0.0013465-0.00018515i,-0.0014164-0.00036533i,-0.00065478+2.9754e-05i,0.00012908+0.00044286i,6.6339e-05+0.00024009i,0.00089952+0.00046139i,0.0014452+0.00052285i,0.00097786+0.00017911i,0.0004872-8.6905e-05i,0.00037328-0.00064913i,0.00020353-0.00044813i,-3.5526e-05-7.4924e-05i
0.00017088+0.00048073i,0.00021114-0.00093633i,0.00079494-0.001991i,0.0010614-0.0016244i,0.00076048-0.0006265i,0.00069622-0.00046358i,0.00066144-0.00030324i,0.00040138-0.00011171i,0.0005168-0.00095772i,0.0007766-0.0013049i,-0.00024203-0.00054626i,-0.00094204-0.00013038i,-0.00079076-8.7156e-05i,-0.0012641-0.00024306i,-0.0013002-0.00016313i,-0.00069602+0.00033055i,-9.1447e-05+0.00089248i,0.00042315+0.00031589i,0.00012599-0.00042897i,1.5048e-05-0.00043433i,-2.9105e-05+0.00033802i,-0.00061907+0.00051137i,-0.00069039+0.0004779i
9.4443e-05-5.6178e-05i,-0.00027239-0.00030544i,-0.0013371-0.0016022i,-0.0017871-0.0024175i,-0.0016627-0.0017453i,-0.0013082-0.0010202i,-0.00062354-0.0012845i,-0.00033772-0.0014448i,-0.00021063-0.0017439i,-0.00067831-0.0015483i,-0.0012344-0.00029062i,-0.00094125+3.6729e-05i,-0.00029322-0.00089359i,-0.00019622-0.0010388i,-0.00023949-0.00053083i,5.8808e-05-0.00030765i,0.00023126+0.00017098i,0.00021556+0.00046091i,-4.6097e-05+0.00033388i,-0.00039176+0.00042277i,-0.00084647+0.00066961i,-0.00076784+0.00019536i,-0.0006231-8.8587e-05i
0.00070568-5.4074e-06i,0.00048262-0.00018749i,0.00050301+0.00030588i,0.00045289-0.00041395i,0.0011498-0.00096391i,-0.00012338-0.00014162i,-0.00094471-0.00015406i,-0.00071808-0.00093939i,-0.00095193-0.0013276i,-0.00098042-0.00095459i,-0.00089506-0.00096823i,-0.00050022-0.001158i,-0.00069972-0.00060808i,-0.0010616-0.0002512i,-0.0012814-0.00020327i,-0.0011397-0.00022867i,-0.00069127+0.00053888i,-0.00094329+0.00096329i,-0.00055542+0.00025056i,0.00043651-0.00057061i,0.00043384+0.00011026i,-0.0010056+0.00098424i,-0.0011661+0.00050233i
0.00074983+0.00091406i,0.0012565-2.373e-05i,0.0022561-0.00023215i,0.0014554-0.00074308i,0.00087324-0.0011545i,0.00036674-0.0003292i,-0.00017548+3.3767e-05i,-2.899e-05-0.00040391i,0.00061404-0.0010818i,0.00041736-0.00089881i,0.00019901-0.00027648i,0.00019754+0.00019513i,-0.00061737+3.4585e-05i,-0.00094622-0.00030149i,-0.00069649+0.00023052i,-0.00040008-0.00016178i,0.00010151+0.00010172i,3.3599e-05+0.00010172i,0.00014001-0.0011833i,0.00038008-0.00098616i,-1.2082e-05+0.00030232i,6.4962e-05+0.00081833i,0.0006351+0.00053009i
0.0013794+0.002188i,0.00059235+0.0018069i,0.0024013+0.00081853i,0.0031432-0.00038074i,0.0019478-0.0016448i,0.00036131-0.0013572i,-0.00055337-0.0005461i,-0.00062324-0.00093096i,-0.00027601-0.00090656i,0.00013456-0.0011798i,0.00024155-0.0016336i,-0.00023955-0.0015253i,-0.00024754-0.0014605i,-0.00019026-0.0012069i,-0.00059659-0.00056435i,-0.00087175+0.00068922i,-0.00089297+0.0011682i,-0.00046469+0.00088805i,-0.00033151+0.00043839i,-0.00011304-7.1329e-05i,8.033e-05-0.00017292i,0.00014611+0.00011188i,1.1817e-05+0.00067582i
0.00058634+0.0004412i,0.00045453-0.00014773i,0.00063774-0.00097396i,0.00084153-0.001331i,0.00016022-0.0011308i,0.00023307-0.00062914i,0.0007974-0.00067761i,-0.00033551-0.0012853i,-0.0011944-0.0012666i,-0.00094194-0.0015454i,0.00039292-0.0010929i,0.00083709-0.00076083i,2.3197e-05-0.00048838i,-0.00047978+0.00013365i,-0.00082147+0.00045067i,-0.001166+0.00052378i,-0.0010583+0.00034056i,-0.00095344-0.00024428i,-0.0012311-0.00062453i,-0.00070344-0.00048218i,-0.00027653-0.00041763i,-6.1381e-05-0.00025538i,0.00072942+0.00010599i
0.0011571+0.0022121i,0.001215+0.0017772i,0.00087665+0.00040926i,0.00055349-0.00094346i,-0.00099781-0.00099057i,-0.0014662-0.0012173i,-0.0014148-0.0017473i,-0.0013728-0.0020621i,-0.0010533-0.0012163i,-0.00073605+0.00015277i,-0.00074608+0.00033177i,-0.0008862+0.00010061i,-0.00090725+0.00015067i,-0.0008826-0.00029393i,-0.0004665-5.8944e-06i,-0.00046262+0.00066967i,-0.00035571-7.1158e-05i,0.00038685-0.00046256i,0.00059079-0.00051366i,0.00067063-0.00013815i,0.00022926+0.00091714i,-0.0001565+0.00070468i,-0.00060918+0.00027923i
0.00094559-0.0019198i,0.00021974-0.002292i,0.00039227-0.0019168i,0.00089244-0.0010984i,0.000474-0.00044086i,-0.00080451+0.00031545i,-0.0011452+1.6342e-05i,-0.0007542-0.00085054i,-0.0010419-0.00075301i,-0.0010226-0.00063033i,-0.00079068-0.00066549i,-0.00088183-0.00041285i,-0.0010168-0.00036485i,-0.00056504+4.0867e-05i,-0.0003414+0.0003183i,-8.3837e-05+7.7991e-05i,0.0002477+0.00037023i,0.0002441+0.00054444i,0.00042536+5.1099e-05i,0.00042495-9.6709e-05i,8.7928e-05-0.00036505i,-0.00018491-0.00058005i,0.00012662-0.00018006i
-0.00086503-0.00039019i,-0.00038556+0.00060442i,-0.0011796+0.00055605i,-0.00043352-0.00010476i,0.00098291+0.00027985i,0.0017732+0.00043392i,0.001074-0.00054345i,-0.00026827-0.00080049i,-0.00063722-0.00049425i,-0.0006597-0.00063641i,-0.00063457-0.00015556i,-0.00030361+0.00054203i,0.00025595+0.00073478i,0.00014745+5.7767e-05i,-0.0007223-0.00035534i,-0.00078844+0.00018283i,-0.00042336+0.0009434i,-0.00027191+0.0012168i,0.00017991+0.00078492i,-3.2701e-05-7.7489e-05i,-0.0007815-0.0001396i,-0.00037707-9.5033e-05i,-4.5633e-06+2.7962e-05i
-0.0022323-0.0021358i,-0.0027894-0.00060878i,-0.0032406+0.00079033i,-0.0033423+0.00090957i,-0.0018802+0.00054213i,-0.00079592-0.00049695i,-0.00044941-0.00033747i,-5.494e-05+0.0005416i,-0.00065517+0.00029981i,-0.0010449+0.00061652i,-0.00044218+0.00065579i,0.00034927+0.00048187i,0.00060924+0.00020161i,0.00010793-0.00064728i,-6.4634e-05-0.0011104i,0.00053817-0.0012552i,0.00088544-0.00040722i,0.0010063+0.00038005i,0.00019425+0.00020778i,-0.0001724+8.8233e-05i,0.00034917+0.00081975i,0.0003858+0.0015076i,0.00064502+0.0010222i
-0.0035334-0.0013441i,-0.0016693-0.0001752i,-0.00080939-1.9013e-05i,-0.00030043+0.00095675i,-0.00033923+0.0013503i,0.00011966+0.00043724i,0.001013+7.6231e-05i,0.00018647-0.00039628i,-0.0010906-0.00080521i,-0.0013516-0.00037313i,-0.00012448+0.00075447i,0.0014696+0.00050397i,0.0012223-0.00098392i,-0.0002796-0.0011877i,-0.0013118-5.8428e-05i,-0.0013577+0.00075589i,-0.00066625+0.0014249i,-0.00039345+0.0013296i,-0.00030451+0.00038392i,6.9156e-05-0.00010333i,-4.8085e-05-0.0003734i,-0.00068434-0.000176i,-0.00073102+0.00023372i
