-0.0048428+0.00067165i,-0.0053332+0.0010465i,-0.0065103+0.0026415i,-0.0052909+0.0033206i,-0.0030834+0.0030141i,-0.0016844+0.0027009i,-0.0010493+0.0024896i,-0.0007317+0.002511i,-0.00080794+0.0017973i,-0.00032834+0.0013837i,0.00049118+0.00064793i,0.00064149-0.00032247i,0.0005541+0.00020333i,0.00030163+0.0013399i,-0.00044464+0.0016879i,-0.00039288+0.0010243i,0.00016852+0.0010266i,0.0004705+0.00083976i,0.00035789+0.0007437i,-0.00022048+0.00076249i,3.3429e-05+0.00036505i,0.00066091+0.00024086i,0.00031991+0.00034309i
-0.00050858-0.00067225i,-0.0011394-0.00083979i,-0.001833-0.0025176i,-0.0013393-0.0025419i,-0.00034803-0.00046693i,-2.282e-05+0.001299i,-0.00021233+0.0014934i,-0.00061382+9.4472e-05i,-0.0005686-0.00070285i,-0.00016144-0.00038096i,0.0006203+0.00071913i,0.00068192+0.00057605i,-0.00047665-0.00049034i,-0.00074281-0.00043217i,5.4248e-06+0.0001098i,0.00024779+0.0010883i,-0.00037763+0.0017529i,-0.00047992+0.00056411i,-0.00062389-0.00043587i,-0.0009291-5.8997e-05i,-0.00042678+0.00047838i,0.00029057+0.00075191i,0.00042294+0.00065142i
0.00045467-0.00014202i,-0.00061331-0.00056513i,-0.0008518-0.00060015i,-0.00082978-0.00034212i,-0.0011087+7.8199e-05i,-0.00090117+0.0011849i,-0.00016849+0.0017693i,0.00055622+0.0014535i,0.00026514+0.00061261i,-0.0009662+2.5094e-05i,-0.00085812+0.0002966i,2.6712e-06+1.2038e-05i,0.00015515-0.00056823i,-0.00064037-0.00073275i,-0.0010007+0.00045548i,-0.00082714+0.0010568i,-0.00085565+0.00029143i,-0.00034015-9.367e-05i,0.00038029-0.00051894i,0.00089553-0.00063687i,9.5622e-05-0.0005556i,-0.00069616-0.0005587i,-5.0771e-05+0.00026936i
-0.0013883-9.3762e-05i,-0.0016945-0.00075593i,-0.0016962-0.00014411i,-0.0010006+0.00065123i,-0.00063924+0.00049143i,-0.00081327-0.00032813i,-0.001355-0.00015256i,-0.0012639+0.00071559i,-0.00068125+0.00054174i,-0.00020487-4.9098e-05i,-5.2297e-05-0.00029951i,-0.00027141-0.00053508i,-0.00045865-0.00037178i,-0.00024089+0.0002161i,-0.0002621+0.00011106i,-0.00054487+0.00051351i,-0.00019494+0.0013488i,0.000526+0.0015301i,0.00025728+0.0013001i,-0.00045357+0.001003i,0.00031016+0.00081711i,0.00074192+0.00072955i,0.00029221+0.00065566i
0.00084244+0.002149i,0.0013509+0.00066082i,0.0028784-0.00015305i,0.00277-3.5355e-05i,0.0012452-0.00050537i,0.00021544-0.00068357i,1.0573e-05-0.00045205i,-0.00018539-0.00049372i,-0.00041636-0.00052739i,-0.00080905-0.00066709i,-0.00061547-0.00068486i,0.00026073-0.00026608i,0.00082851+2.9615e-05i,0.00015309+8.5111e-05i,-1.6253e-05+0.00044459i,0.00077235+0.00019616i,0.00091864-0.0004089i,0.00049071-0.0005206i,-0.00020364-0.00079634i,-0.00045109-0.00057355i,-4.8028e-06-1.8031e-05i,0.00032193-0.00021372i,0.00036767-0.00011678i
-0.00038524+0.00116i,-0.00064351+0.0013365i,-0.0011123+0.0020785i,-0.0011764+0.002358i,-0.0010245+0.0021668i,-0.0015462+0.0015271i,-0.0010364+0.00075409i,2.6033e-05+0.0009489i,-0.00012736+0.0014385i,-0.0002271+0.00034631i,0.00020755-0.00033753i,0.00091445-0.00059304i,0.0011582-0.00015479i,0.000417+0.00045345i,-0.00010759+0.00068411i,-8.2273e-05+0.00028036i,-0.00082106+0.00018891i,-0.0012073+0.00043584i,-0.00038818+0.00054358i,0.0001197+0.00031466i,0.00030482-0.00018039i,0.00055463+7.812e-05i,-1.0478e-05+0.00016864i
-0.0012319-0.00013064i,-0.0025341+3.299e-05i,-0.0010287-0.00012067i,0.00081977+0.00042911i,-4.5128e-05+0.00063843i,-0.00146+0.0012173i,-0.0014946+0.0013737i,-0.0013771+0.00031415i,-0.001473-0.00018091i,-0.00059923+0.00021217i,0.00068922+0.00093764i,0.00073552+0.00071407i,-0.00011669-0.0006108i,-0.00023539-0.0014446i,0.00015961-0.0010321i,0.00025013-0.00032292i,0.00020432+7.6475e-05i,-0.00025474-0.00025262i,-0.0003447-0.00054792i,7.2761e-05-0.00032033i,-0.00011527-0.00029498i,-0.00030484-5.455e-05i,-0.00023451+0.00031712i
0.00085244-0.0015932i,0.00059912-0.0019146i,0.0013486-0.0035968i,0.0010904-0.0024142i,-0.00051061-0.00067i,-0.0017791-0.0012798i,-0.0013588-0.0013334i,-0.00047745-0.00032616i,-0.00025109-3.0888e-05i,-8.4928e-06+0.00020185i,0.00023861+0.00092524i,-0.00078524+0.0002136i,-0.0013527-0.0010772i,-0.00033287-0.0008584i,0.0001498-7.7519e-05i,-0.0003332+0.00028279i,-0.00065881+0.00069146i,-0.0009003+0.0013825i,-0.00064212+0.00080605i,1.7273e-05-0.00037334i,0.00013753+2.4828e-05i,-0.00010793+0.0012533i,0.00014187+0.0014282i
0.0005032+0.00034784i,0.00043917+0.00056966i,0.0014689+0.00043511i,0.00067004+0.00077706i,-0.0012276+0.00061524i,-0.0018824+2.629e-05i,-0.0018905+0.0010797i,-0.000946+0.0010702i,0.00022512+0.00034982i,0.00038305+0.00050027i,4.9012e-05+0.00076727i,-7.892e-05+0.00034081i,-6.6105e-05-7.7801e-05i,-0.00026144+0.00017138i,-0.00026285+0.00050386i,-0.0004005+0.00080213i,1.6099e-06+8.704e-05i,0.00036609-0.00027505i,-9.89e-05+0.00067683i,-0.0005887+0.00047173i,-0.00054921+0.00011466i,-0.00025387+0.0005503i,0.00035479+0.00071512i
0.00061149+0.0014748i,0.0017988+0.0001355i,0.0015869+0.00021039i,0.00097555+0.00010392i,-4.9976e-05-0.001026i,-0.0011752-0.0013014i,-0.00067316-0.00029545i,0.00061343+0.0001629i,0.00028321-0.00033682i,-0.00051758-0.00041787i,-0.00037185-0.00034333i,-0.00018441-0.001221i,-0.00031044-0.00085263i,-0.00051425+0.00055025i,-0.00010145+0.00057232i,0.00037505+0.00034903i,0.00024619+0.00081734i,0.00018307+0.00077882i,0.00016058+0.00025459i,0.00027665+0.00065774i,0.00069072+0.00066876i,9.4682e-05-0.00013013i,-0.00033252-0.00029671i
-0.00051722-0.0011041i,-0.0014372-0.0013257i,-0.0015314-0.00038697i,-0.0014613-0.00062156i,-0.00099879+1.5261e-05i,-0.00086397+0.0021311i,-0.0010662+0.0021845i,-0.00082129+0.00081285i,-0.00050385-0.00033048i,-0.00050427-0.00011789i,-0.00015902+0.00088208i,0.0002024+0.00054938i,3.1464e-05+0.00028614i,0.00029313+0.00047112i,0.00062932+0.00083247i,0.00061671+0.00055979i,0.00041098-0.00022332i,8.6138e-05-5.4426e-05i,-0.00011484+0.00028678i,-0.00030669+0.00029277i,-5.9218e-05+4.0976e-05i,0.00071517+0.0002059i,0.00075601+0.00050879i
-0.0010162+0.0015684i,-2.3341e-05+0.001318i,0.00065967+0.00072481i,0.00079492+0.0010774i,0.00058846+0.0011463i,3.7249e-05+0.00045272i,-0.00062819+0.00034032i,-0.00053589+0.00028192i,-0.00060489+0.00043708i,-0.00034647+0.0010369i,0.00013477+0.00080254i,0.00018044-0.00018789i,0.00039482-0.00021161i,0.00058785+0.00056892i,-0.00017962+0.0015729i,-0.00072421+0.0013988i,-0.00031471+0.00026126i,-0.0004271-0.0002279i,-0.00036365-0.00015973i,-1.7979e-05-0.00011382i,-0.00030184+0.00053413i,-0.00061618+0.00044777i,-0.00039586+0.0002432i
0.00026795+0.00034905i,0.00049361+0.00092301i,0.00011664+0.0012149i,-0.0003026+0.0012248i,-0.00051937+0.00086142i,-0.0010868+0.0004825i,-0.0014005+0.00044519i,-0.0010685+0.00086218i,-0.0011909+0.00069679i,-0.00098036+7.9169e-05i,0.00032053-0.00082995i,0.00053542-0.00097223i,-0.00039514-0.00056497i,-0.001301-0.00021487i,-0.0010897+4.7417e-05i,-0.00027054+0.00042811i,-6.3453e-05+0.00039848i,-0.00010635-0.00012275i,0.00040053-0.00034846i,0.001095-0.00050071i,0.0011557-0.00050766i,0.0013903-0.000266i,0.0013528+7.6066e-05i
-0.0014041-0.00021953i,-0.0014797-0.00056574i,-0.0016864-2.1797e-05i,-0.00040304+0.00061167i,0.00069795+0.00058777i,0.000636+0.00048423i,0.00070459+0.00061767i,0.0002602+0.00086564i,-0.0004403+0.00059068i,-0.00018979+0.00042372i,0.00065089+0.00068578i,0.00033762+0.00085213i,-0.00013782+0.00056148i,0.00019288+0.00053818i,0.00031866+0.0010178i,0.00016197+0.001401i,0.00029067+0.0012847i,2.5512e-05+0.00085036i,-0.00042912+0.0007769i,-0.00061855+0.00084243i,-0.00031296-4.2472e-05i,-0.00025466-0.00047155i,-0.00038764-3.6721e-05i
-0.0011894+0.0031006i,-9.2217e-05+0.0033161i,-0.0006492+0.003366i,-9.2026e-05+0.0020984i,0.00090857+0.00049206i,1.9637e-05-0.00032639i,-0.0011047-0.00066879i,-0.0016631-0.0002749i,-0.0017446+0.00067973i,-0.0011079+0.0011146i,0.00041324+0.00096523i,0.00065201+0.00061801i,-0.00019521-6.9793e-05i,-0.00035952-0.00057722i,-0.00038122-0.00075377i,-0.00088346-0.00049008i,-0.00080865+0.00049961i,-0.00060162+0.0013452i,-0.00023197+0.0010981i,0.00033096+0.00043296i,0.00033286+0.00021127i,0.00020905+9.6203e-05i,0.00043542+0.0001246i
-0.00098419+0.0009827i,0.0005945+0.00066224i,0.0010445+0.00097598i,0.00016689+0.0010588i,-0.00051679+0.0013984i,-0.0011296+0.0016313i,-0.0015998+0.0020822i,-0.0010375+0.0022418i,-0.00081006+0.0012107i,-0.00021564+0.00032823i,0.0011515+0.00095288i,0.001184+0.00056579i,3.8808e-05-0.00013027i,-0.0011636+0.00033382i,-0.00077103+0.00055652i,-5.4873e-05+0.00033439i,-5.6507e-05+0.00012946i,-0.00061402+0.00020241i,-0.00086358+6.6605e-05i,-0.00051689-0.00038053i,-3.9284e-05+0.00037445i,0.00079886+0.000748i,0.00040037+0.00053697i
0.0014896-0.001047i,0.0016854-0.00081455i,0.0025562-0.0019681i,0.0017591-0.0025364i,-7.4159e-05-0.0019978i,-0.0011217-0.00092458i,-0.0012784+0.00074201i,-0.00061729+0.0008931i,8.5214e-05-0.00022311i,0.00041681-0.00011703i,0.00031851+7.0152e-05i,-0.00060548-0.00080744i,-0.00099653-0.0004247i,-0.00094541-1.8363e-05i,-0.0010685-0.00015307i,-0.001228+0.00021936i,-0.0014008+3.1022e-05i,-0.00084007-0.0002699i,1.4772e-05+0.00033503i,0.00034923+0.00084103i,0.00040016+0.00039151i,0.0010793-0.00080106i,0.00046678-0.00042169i
0.00065667+0.00097003i,-0.00020464+0.00067483i,0.0009532+0.0017771i,0.0016462+0.0032558i,0.00059961+0.0023759i,-0.00053465+0.0015492i,-0.0010667+0.0023051i,-0.00097972+0.001956i,-0.000317+4.15e-05i,0.0004942-0.00079585i,0.0011806-0.00048743i,0.0011152-0.00024191i,0.00012013+0.00062966i,-0.00034151+0.001002i,-0.00016306+0.00068605i,-0.00065363+0.00060299i,-0.0011079+0.00055125i,-0.0012301+0.00077793i,-0.00044236+0.0010371i,0.00089598+0.0011911i,0.00098798+0.0009486i,6.5789e-05+0.001195i,-0.00040132+0.00068906i
-0.00019399-0.0024024i,-0.00015736-0.0019494i,-0.001368-0.002758i,-0.0018057-0.0028981i,-0.0014645-0.00086087i,-0.00081581+0.00070296i,-0.00081473+0.00093719i,-0.0011773+0.0011007i,-0.00076846+0.00026768i,-0.0010531-0.00032568i,-0.0011459-0.00056645i,-0.0003064-0.00012753i,0.00010149+0.0010737i,0.00040227+0.0010708i,-3.6325e-05+0.0010202i,-0.00036618+0.0011376i,-0.00028862+0.00049819i,0.00040148+0.00070728i,0.00035972+0.0012233i,-6.9175e-05+0.00093927i,0.00040244+0.00085256i,0.00043847+0.00049939i,1.953e-05-0.00018304i
0.00074019+0.00068204i,0.00062633+0.0011457i,0.0010099+0.0015622i,0.00059068+0.0010453i,0.00064032-0.00024983i,0.00042225+0.00010189i,-0.00022535+0.00088558i,-0.00036835+0.0013537i,-4.8491e-05+0.0014746i,-0.00013308+0.00067699i,-5.6793e-05+3.5273e-06i,0.00061788-0.00046816i,0.00050313-0.00072535i,0.00024941-0.00028162i,-0.00017427+0.0001727i,-0.00041795+0.00012955i,-0.00018197-0.00047777i,-0.00014122-0.00059109i,-0.00039307-0.00026849i,-0.00065972+0.00015231i,-0.00099393+0.00049806i,-0.0010675-0.00012359i,-0.00081822-0.00048687i
-4.8786e-05-0.0017264i,-0.001902-0.0018191i,-0.002625-0.0028609i,-0.0023941-0.0018896i,-0.0022598-0.00024263i,-0.0014807+0.00058932i,-0.0011266+0.00089041i,-0.00055883+0.00092025i,0.00031378+0.00012099i,0.00057351-0.00067382i,-0.00024098-0.00054761i,-0.000566-0.00038977i,-0.00015775-0.00095829i,-0.00017383-0.001692i,-0.00017378-0.00043663i,-3.4726e-05+0.00082245i,-0.00025142+0.0003313i,-0.00079772+0.00015884i,-0.00065417+0.00074926i,-0.00027662+0.00073346i,4.6e-05+8.6305e-05i,0.00027342+0.00032575i,-7.043e-05+0.00028669i
-0.00035555-0.00066368i,-0.0005772-0.00097958i,-0.00042862-0.0012444i,-0.00091035-0.00060789i,-0.0010222+3.2472e-05i,-0.00085288+0.00033049i,-0.0014715-0.00017356i,-0.0015088-0.00053941i,-0.00033316-0.00062242i,0.00014879-0.00031494i,-5.5881e-05+7.6687e-05i,8.298e-05+0.00024851i,0.00066576+6.8121e-05i,0.00072998-0.00028486i,-0.00010275-7.5788e-05i,-0.000389-0.00062244i,-0.00013186-0.0010432i,0.00012453-0.00035125i,0.00010902+3.4974e-05i,-0.00033062+0.0001321i,-0.00031494+0.00068792i,-0.00018185+0.00060208i,-0.00023914+0.00042759i
-0.00021809+0.0015433i,-0.00012552+0.0019337i,0.00050923+0.0022183i,-0.0002254+0.0021183i,-0.00053391+0.002418i,-0.00087182+0.0020679i,-0.0016135+0.00095498i,-0.00074763+0.00089215i,-0.0012707+0.00060872i,-0.0012017-9.2228e-05i,2.9396e-05+0.00010873i,0.00046583-0.00019605i,0.00011703+4.2225e-05i,0.00038249+0.00067583i,0.00057003+0.00064654i,-0.00013539-0.00016467i,-0.00016155-0.00023228i,-0.00029331+0.00075835i,-0.00061567+0.0012756i,-0.00046502+0.0002947i,5.5367e-05-0.00027474i,0.00039262-5.9522e-05i,0.00025829-0.00032285i
0.0016832+0.0024696i,-0.00014064+0.00039345i,0.00029677-0.0016327i,-0.00025019-0.0023015i,-0.0012976-0.002353i,-0.0019971-0.00098134i,-0.0015878+0.00032397i,-0.00093106-0.00018487i,-0.00097519-0.00072129i,1.2772e-06-0.00063414i,0.001192-0.00056087i,0.0012849-0.00065674i,0.00052885-0.00037749i,-1.7832e-05-0.00058107i,-0.00049418-0.00037651i,-0.00096319+8.985e-05i,-0.00083631+0.00052233i,-0.00050986+0.00089081i,-2.6792e-05+0.00081033i,0.0003042+0.00025122i,0.00055323+0.00035947i,0.00028871+0.00028529i,-0.00017896-0.00012906i
0.0028504+0.000712i,0.0035124+0.00026281i,0.0045342+0.00069787i,0.0044197+0.00078795i,0.0022703+0.00016561i,-5.0914e-05-0.00077353i,-0.00072604-1.8085e-05i,-0.0010937+0.00065257i,-0.00052127+8.6554e-05i,0.00052735-0.00013104i,0.00084196+0.0002321i,0.00025064+0.00028977i,-0.00068225-2.5289e-05i,-0.00049681+0.00014805i,-0.0002587+0.00010205i,-0.00025488+0.00021606i,-0.00027191+0.00066767i,7.1955e-05+0.0010737i,-6.0551e-05+0.00056948i,-0.0010472-2.7754e-05i,-0.0013919+6.7498e-05i,-0.00053751+4.6924e-05i,0.00011709+0.00044973i
-0.00010195+0.0018189i,-0.00043086+0.0024157i,-0.0011557+0.0030179i,-0.0005938+0.0025537i,0.0003977+0.0013261i,0.000375+0.00035871i,-0.00067322+0.0009558i,-0.00097775+0.0012706i,-0.00023854+0.0008186i,8.2578e-05+0.00043439i,7.9767e-05+0.00039736i,-8.0155e-05+0.00074264i,-0.00022455+0.00041168i,-0.00028596-0.00032604i,-7.2906e-05-0.00023688i,0.00020223+0.00025546i,5.8492e-05-3.4017e-05i,-6.3868e-06-0.00063609i,0.00037315-0.00016357i,-0.00039578+0.00050383i,-0.00084523+0.0003798i,-8.3463e-05+0.00035673i,8.9616e-05-7.1642e-05i
-0.0025139-0.00092463i,-0.0021818-0.00088113i,-0.0022417-0.00094174i,-0.0021819-0.00082535i,-0.0020331+3.0834e-05i,-0.0011781+0.00098205i,4.5252e-05+0.00044964i,-0.00043791-0.00025079i,-0.001316-0.00031742i,-0.00028407-0.00014017i,0.00031398+0.00048699i,0.00012045+0.0008834i,0.00034418+0.0010746i,4.6037e-05+0.00061171i,-0.00035749+4.2998e-05i,-0.00047115+2.6396e-05i,-0.00097408-0.0001205i,-0.0011442+0.00021114i,-0.0010442+0.00026367i,-0.00075372-8.5402e-05i,-0.00025171-0.0001553i,-0.00017912-0.00012432i,0.00015057-0.00044953i
-0.00099289-0.00018775i,-0.00076873-0.00020394i,-0.00097708+0.00083843i,-0.00041749+0.001689i,0.00030806+0.0014403i,-0.00010635+0.00096883i,-0.00031973+0.00052984i,-0.00050775+0.00060173i,-0.00015271+0.00052117i,0.00048331+9.9631e-05i,0.00061887+0.00033506i,0.00066429+0.00063681i,-1.5555e-05+0.00012882i,-0.0015487-0.00031533i,-0.0016821-0.00057304i,-0.00090596-0.00015414i,-0.00066226+0.00050084i,-0.00053018+0.00026569i,-0.00053111-0.00010771i,-0.00066808+9.2828e-05i,-5.0867e-05+0.00021786i,0.00055353-0.00018557i,8.2255e-05-0.00031536i
0.00054053-0.00039254i,0.001073-0.00046958i,0.0021139-0.00081919i,0.0017093-0.0011555i,0.0002045-0.0012341i,-0.00059655-0.00078864i,-0.00070983-0.00042959i,-0.0011054-0.0007631i,-0.001018-0.00081976i,-0.00042268-3.4842e-05i,0.00033981+5.3258e-05i,0.0004328+0.00020418i,-0.00048759+0.00045206i,-0.00065319-0.00017359i,-0.00021368-3.5004e-05i,-0.00012847+0.00073413i,-0.00025056+0.0012258i,-0.00053238+0.0010912i,-0.00064823+0.00071126i,1.9876e-05+0.00090802i,0.000197+0.0012444i,0.00061034+0.00030107i,0.00094594-0.00035854i
-0.00018533+0.00034637i,1.7157e-05+0.0011793i,0.00073696+0.001035i,0.00042737+0.00095432i,-0.0004259+0.0013081i,-0.00032017+0.0016527i,-0.00031542+0.0011235i,-0.00020198+0.00099696i,-0.00062829+0.00046493i,-0.00093323-0.00050077i,-0.00065302-0.00050728i,-0.00095152-7.0287e-05i,-0.0010935+0.00067666i,-0.0013738+0.0007183i,-0.0013596+7.7224e-05i,-0.00074709+6.3845e-05i,-0.00083453+0.00015463i,-0.0010234+0.00011933i,-0.00055506+0.0004213i,-0.00045529+0.001215i,-0.00081537+0.0010307i,-0.00018534+0.00040419i,0.00015744+0.00067864i
-0.0010507+0.0025983i,4.0731e-05+0.002007i,0.00079887+0.0014944i,0.0022233+0.00075029i,0.0019582-2.4214e-05i,0.00010406-0.00045544i,-0.00066998-0.00058812i,-0.00049032+0.00038582i,-0.00061206+0.00074912i,-0.0010467+0.00037742i,-0.00064411+8.3023e-05i,0.00040846-0.00026708i,0.00028531+1.7798e-05i,-0.00046319+0.00042959i,-0.00048692+0.000721i,-0.00068829+0.00066113i,-0.00072856+0.00057539i,-0.00045122+0.00015731i,-0.00016199-0.00010921i,0.00025117+0.00046524i,0.00012848+0.00018301i,-0.00023231-0.00058075i,0.00025273-0.00028557i
-0.001242+0.0017736i,-0.0011169+0.0018079i,-0.0014814+0.0026849i,-0.0013301+0.0029936i,-0.00045976+0.0028769i,-3.4123e-05+0.001564i,-0.00025983+0.00090556i,-0.00075847+0.00089107i,-0.001503+0.00072234i,-0.0013651+0.00047666i,9.8831e-05-6.6065e-05i,0.00061815-0.00023962i,0.00026275+5.8394e-05i,0.00025634+0.00034425i,-7.8075e-05+0.00079652i,-0.00018281+0.00058115i,0.0002252+0.00068338i,0.00030792+0.00028882i,-0.00010169-0.0006705i,0.00019785-0.00047915i,0.00023148+0.00034189i,0.00023894+0.0005525i,0.00030786-0.00029522i
0.00033029-0.0010582i,0.0012281-0.001529i,0.0014575-0.001826i,0.00029879-0.0015688i,-0.0010395-0.00079258i,-0.0012201+0.00045344i,-0.00074169+0.0010572i,-0.00049047+0.00080723i,-0.00055163+0.00069308i,-0.0010718+0.00074824i,-0.00079274+0.00039525i,-0.000243-1.8204e-05i,-0.00040804-0.00018283i,-0.00081373-4.4467e-05i,-0.00073854+0.00049651i,-0.00057112+0.00053463i,-0.00025712+0.00052183i,0.00018558+0.00071588i,0.00042125+0.00037553i,0.00030726+0.0001489i,0.0001897-0.00033149i,-0.0001312-0.00067212i,-0.00056542-8.438e-05i
0.00061687+0.00097865i,0.00073299+0.0010829i,0.00018145+0.00063415i,0.00072444-0.00015027i,0.001533-0.00017372i,4.0821e-05-0.00055009i,-0.00091788-0.00043518i,-0.00047523-0.00034594i,-0.00013272-0.00073406i,-5.3007e-05-6.3284e-05i,0.00065418+9.4698e-06i,0.00091685-0.00081009i,-0.00039768-0.00085984i,-0.0008813-0.00040827i,0.00015554+0.00031165i,0.00087515+0.00016662i,0.00063605+0.00024047i,0.00030642+0.00077063i,0.00038902+0.00071987i,0.00055676+0.0008423i,0.00019462+0.00062705i,-0.00085392-0.00028364i,-0.0009374-0.0005973i
0.00019032+0.00024651i,0.00021046-0.0004221i,0.0014772+0.0006198i,0.001854+0.0012338i,0.0004735+0.00040692i,-0.00084992+0.00015497i,-0.00097353+0.0010711i,-0.0011947+0.0011924i,-0.0014232-0.00012394i,-0.00054165-0.00019258i,0.00040528+0.00075201i,0.00087232+0.0007968i,4.9508e-05-9.9593e-05i,-0.00058297-0.00026014i,-0.00096357-3.3342e-05i,-0.00075084-0.000127i,1.5877e-06+0.0004318i,0.00013913+0.00089106i,0.0002162+0.0010052i,0.00072174+0.00061166i,0.0001951+0.00019607i,0.00011444-0.00030778i,0.00095799+2.3789e-05i
0.0010831+0.0022077i,0.0017026+0.0013643i,0.0007753+0.0005297i,0.00013717+0.00077691i,1.1732e-06+0.0012906i,0.00022605+0.00037402i,-0.00012923+0.00044913i,-0.00052536+0.0012201i,-0.00062187+0.00073807i,-0.0001539+0.00028996i,0.00070978+0.00066667i,0.0010085+0.0011515i,0.0004104+0.00072011i,-6.3875e-05+0.00031013i,-0.00020711+0.00057528i,-0.00024617+0.0013343i,-8.2507e-05+0.0015862i,0.00024574+0.0010086i,-0.0001814+0.0010164i,-0.00071323+0.00016891i,-0.00069238-0.00050666i,-0.00063884-1.5448e-05i,-3.0127e-05+0.00040659i
-2.376e-05-0.00079133i,-0.00099657+4.9046e-07i,-0.0012704+0.00061464i,-0.00091469+0.0007041i,-0.0006659+0.00047984i,-0.00048893+0.00045661i,-0.00050086+0.0010143i,-0.00090655+0.00063964i,-0.0013241+0.00035213i,-0.0015889+0.00015445i,-0.0010519+0.00019208i,-0.0004702+0.00053707i,-0.00048093+0.00060153i,-0.00030522+0.00036218i,-0.00016083+0.00026051i,-0.00057452-7.3794e-05i,-0.00032229-0.00031005i,0.00028507-0.00020656i,0.00086181+2.6353e-05i,0.001023-6.4756e-05i,0.00021259-0.00038749i,-0.00073226-0.000494i,-0.00078725-0.00033029i
-0.0010085-0.0011922i,-0.0022282-0.0016282i,-0.003925-0.0020964i,-0.0026159-0.0018673i,-0.00086712-0.0010236i,-0.0013818-0.00045515i,-0.0010052+0.00035452i,-9.389e-05+0.00093049i,-0.00039074+0.0010488i,-0.00068702+0.00090381i,6.0275e-05+0.00050644i,0.00059184+0.00053134i,0.00058915+0.0004117i,0.00063464-0.00014789i,0.00010765-3.6846e-07i,-1.0502e-05+0.0002728i,0.00017401+9.3237e-05i,-0.0003015+0.00016103i,-0.0005091-4.7102e-06i,0.0002782+6.368e-05i,0.0006557+0.00013593i,0.00038471+0.00024845i,-0.00024473+0.00040009i
0.0016402+0.0009214i,0.0023079+0.00079462i,0.0022451+0.00026393i,0.001792-0.0006744i,0.00047046-0.0006882i,-0.0010788+0.00083254i,-0.0012368+0.0013684i,-0.00072956+0.0012532i,-0.00018041+0.0005577i,0.00024933-9.4138e-05i,-5.8927e-05+0.00056207i,-0.00018535+0.00048526i,0.0003905+0.00028318i,0.00076496-0.00028268i,0.00072869-0.00022949i,0.00025617+0.00020486i,1.5276e-05+9.3506e-05i,-0.00012475-2.1606e-05i,-0.0001659+0.00046937i,-0.00011504+0.00053885i,0.00028088+0.00038755i,0.00028557+0.0010343i,-0.00036768+0.00094793i
0.00071825+0.0018705i,0.0017864+0.00096173i,0.0021124+0.00017311i,0.0018545-0.00042351i,0.0008874-0.00059935i,-0.00093817-0.00032164i,-0.0016452+0.00063802i,-0.0011828+0.0010685i,-0.00086036+0.00030235i,-0.0009726+1.7653e-05i,-0.00036436+2.3418e-06i,0.00019799+0.00032202i,-4.1031e-05+0.00018353i,-0.00011067-0.00034057i,-0.0010054-0.0002258i,-0.0012823+0.00014182i,-0.00011281+0.00017492i,0.00029252-4.0978e-05i,0.00041592+7.6403e-05i,0.00026701+0.00053877i,-0.00013277+0.00031233i,-0.00013925+0.00062292i,0.00040821+0.00028753i
0.000932-0.0019373i,0.0003165-0.0007369i,-0.00078624-0.00099486i,-0.00083873-0.00087841i,-0.0010553+0.00047323i,-0.0017455+0.0016458i,-0.0018451+0.0017711i,-0.0011199+0.0013717i,-0.00025939+0.001075i,-0.00021462+0.00067471i,-0.00041178+0.00029463i,-0.00093777+0.00024137i,-0.00081566-8.8945e-06i,-0.0006178+9.6586e-05i,-0.00036833+0.00075074i,0.00030167+0.0014138i,0.00027393+0.0019534i,-0.00016427+0.0014913i,-0.00014765+0.0011958i,-0.00071399+0.00067008i,-0.00079224+8.7995e-05i,0.00012008+0.0003718i,0.00050459+0.0003843i
0.00041636-0.00027406i,0.00027323-0.0016344i,0.00017418-0.0018399i,-0.00045742-0.00075066i,-0.00041245-2.4066e-05i,-0.00046908-0.00029098i,-0.0010132-4.2471e-05i,-0.00090117+0.00019562i,-0.00047762+0.00017561i,0.00016976-0.00027437i,0.00075416-4.7442e-05i,0.0010424+0.00027272i,0.0003565-0.00055907i,-0.0003218-0.00074856i,-5.8529e-05-0.00012744i,0.00047547+5.2157e-05i,0.0016314+0.00026591i,0.0017195+0.00063591i,0.0011148+0.0007765i,0.00021736-0.00041849i,-0.0010841-0.00046811i,-0.00072571+4.8779e-05i,0.00021745-0.00023661i
2.7901e-05-0.00027538i,0.0006345+0.00050925i,-2.3945e-05+0.00071665i,-0.00047929+0.0008443i,-0.00093085+0.00079231i,-0.0011651+0.00061068i,-0.00022061+0.0012029i,0.00011698+0.0012983i,-0.00033034+0.00061441i,-0.00069431-0.00018288i,-0.00031757-8.9505e-05i,-0.00021207+0.00059897i,0.00016675+0.00095775i,-7.057e-05+0.00091315i,-0.0005654+0.00048807i,-0.00045724+0.00057798i,-0.00072932+0.00056833i,-0.001364-0.00012529i,-0.0012596+5.1202e-06i,-0.00047925+0.00070813i,-0.00056629+0.00011427i,-0.00062264-0.00077491i,-4.5953e-05-0.00037856i
