-0.00097317+0.00017176i,-0.00072808+0.00016042i,-0.001296-6.2388e-06i,-0.0013482+9.2761e-05i,-0.0022472+0.00091383i,-0.0031057+0.0015734i,-0.0019493+0.0021358i,-9.7123e-05+0.0023241i,0.001241+0.0014402i,0.0010642+0.00068233i,0.0005678+0.00027967i,0.00045389+0.00038666i,0.00062877+0.00059959i,-2.9335e-05+0.00021502i,-0.00041483+0.0002946i,8.6606e-05+0.0005569i,0.00033579+0.00025012i,0.00046846-9.4451e-05i,0.00070701+0.00041597i,0.00082685+0.00051642i,0.00043757+0.00040036i,-4.2964e-05+0.0002272i,5.9359e-05+0.00087081i
0.00020451-0.001974i,4.1513e-05-0.0019052i,-0.00075363-0.0019621i,-0.0018537-0.00099i,-0.0022637+0.00055569i,-0.0019324+0.001134i,-0.00018268+0.0012017i,0.00095162+0.0019561i,-2.8686e-05+0.0017978i,-0.0014155+0.00079359i,-0.0017102+0.00082057i,-0.0015146+0.00058552i,-0.00077027+0.00022448i,-0.00040581+0.00053575i,-0.00033495-6.6755e-05i,0.00045127-0.0005765i,0.00098552-8.4765e-05i,0.00044635-0.0001359i,0.00029212+0.00034384i,0.00084108+0.00045577i,0.00058147-5.65e-05i,-0.00022466+0.00044603i,-0.00053009+0.00091333i
0.00091764-0.0012039i,0.00056354-0.00075091i,-0.00052454-0.00031735i,-0.00093736-0.00098805i,-0.00052565-0.0011324i,-0.00035844+0.00081112i,0.00032379+0.0019466i,0.00071323+0.0019796i,0.00036298+0.001491i,-0.0007784+0.0010501i,-0.0012208+0.00053021i,-0.0013971-0.00047685i,-0.00082241-0.00037565i,0.00026237+0.00046104i,0.00048924+0.0005162i,0.0002505-0.00051274i,-6.4849e-05-0.00056759i,0.0001535+0.00027593i,-0.00032422+0.00083009i,-0.00039272+0.00062455i,0.00041244-0.00019768i,0.00027931+0.00016936i,-0.00073699+9.4954e-05i
-0.0011911-0.00078055i,-0.001944-0.00086258i,-0.001403-0.0011344i,-0.00026948-0.00047935i,9.2217e-05+0.000615i,-0.00017288+0.00073694i,-0.0001856+0.0011391i,1.6824e-05+0.0014505i,0.00011444+0.0016134i,-0.00054995+0.0017529i,-0.0014807+0.0010803i,-0.0013821+0.0003238i,-0.00075102+0.00015739i,0.00030696+9.9008e-05i,0.00054538-8.2033e-05i,3.326e-05+0.00012396i,0.00032368+0.00021848i,0.00052432+0.00013695i,0.00077336+0.00054061i,0.00054935+0.0006548i,0.00025427+0.00072914i,0.00084123-0.00024311i,0.00031746-0.00071212i
0.00031048-0.00053559i,0.0011726-0.00020249i,0.0012728-0.00092197i,0.00067152-0.0010681i,0.00014469+6.7968e-05i,0.00023933+0.00057259i,0.00058507+0.00041692i,0.0004663+0.00057194i,0.00022918+0.0010375i,-0.00034856+0.00054472i,-0.00012692-0.00013995i,-9.4352e-05-0.00025055i,5.7916e-06-4.2027e-05i,0.00015087-0.00011309i,-4.8313e-05-0.00057674i,0.00029207-0.00061539i,0.00051825-0.00019418i,6.3916e-05+0.00055232i,-2.1807e-05-0.00017468i,0.00082523-0.00065985i,0.0012651-0.00037089i,0.0011165-0.00050118i,0.00083009-0.00048226i
-0.00071604-0.0011249i,-0.00050809-0.00038818i,-0.0015611-0.00020437i,-0.0014606-0.00035083i,-0.00084255+0.00049335i,-0.00055752+0.0014454i,-0.00011396+0.0012179i,0.00026115+0.00013088i,0.00026963+4.7755e-05i,-0.00020384+0.00069455i,-0.00092174+0.0009662i,-0.00091263+0.0012758i,-0.00052602+0.001383i,-0.00055151+0.00088025i,-0.0003487+0.00023134i,-0.00043519-0.00012405i,0.00038423-0.00033838i,0.0010485-0.00036718i,0.00030166+0.00034473i,-5.0803e-05+0.00054001i,9.4719e-05-0.00038015i,-3.795e-05-0.00051082i,-0.00018672-0.00045352i
0.00028899-0.00086704i,-0.00064598-0.00071205i,-0.00062078-0.0022787i,-0.00024497-0.0013608i,-0.00076367+0.00036378i,-0.00033015+0.0014865i,-0.00011111+0.0018836i,-0.00018351+0.0012928i,-0.00019495+0.0007861i,-0.0010816+0.00084179i,-0.0011277+0.00083755i,-0.00080856+0.00034501i,-0.00054391+0.00035262i,8.7035e-05+0.0007199i,0.00065077+0.0008359i,0.00052383+0.00039571i,0.00027854+7.3489e-06i,0.00057678-0.0002411i,0.00026161+0.0002821i,-0.0001556+0.00099583i,0.00012861+0.00061248i,9.2605e-05+0.00018811i,-0.00057722-0.00051909i
-0.0011427-0.002553i,-0.0016498-0.0017067i,-0.002131-0.0014853i,-0.0016952-0.0010902i,-0.000891+0.0007593i,0.00019061+0.0022126i,0.00077467+0.0017272i,0.0006871+0.00088281i,0.00017973+0.00051907i,-0.00076773+0.0010971i,-0.0011396+0.0012948i,-0.001165+0.00052118i,-0.00098181+4.7059e-05i,-0.00087799+0.00045648i,-0.00020778+0.00055344i,0.00020883+0.00044118i,0.00015518+0.00061483i,-9.224e-05+0.00013988i,-0.00024151-0.00014016i,-9.7531e-05-0.00016272i,-0.00062012-0.00057753i,-0.00017753-0.00068957i,0.0002214-0.00099666i
0.00026181+1.7192e-05i,-3.2402e-05-0.00045672i,-0.00049524-0.00041361i,8.7577e-06+0.00019573i,0.00037738+0.00067706i,0.00038323+0.00045097i,1.6378e-05+0.0009252i,-0.00052724+0.0014564i,-0.00060616+0.0019211i,-0.00077838+0.0014946i,-0.00027626+0.00087774i,-0.00035305+0.00057551i,-0.00089997+0.00071895i,-0.00015391+0.00053507i,-0.00028721-0.00021588i,-0.00090602-0.00022627i,-0.00091156-4.6528e-05i,-0.00068123-0.00044158i,-9.3126e-05-0.00037697i,0.00042281+0.00035607i,-0.00030359+0.00027242i,-0.00085067+2.3996e-05i,-1.675e-05+0.00038625i
-0.0023055+0.001287i,-0.00041774+0.0020038i,-0.00035263+0.0022572i,-0.00092837+0.0021487i,-0.00062147+0.0012739i,0.00049212+0.00046976i,0.00023201+0.00020875i,-0.00063274+0.00043946i,-0.00076503+0.0010836i,-0.00089844+0.0011098i,-0.00071618+0.00096793i,-5.6138e-05+0.00071693i,0.00021776+0.00040596i,0.00010089+0.00017277i,-0.00018253-6.4508e-05i,-0.00051947-9.5428e-05i,-0.00066418-0.00048854i,-0.00014382-0.00073174i,0.00044369-0.00094502i,0.00025294-0.00093073i,0.00027721-0.00048664i,0.00045709-0.00046382i,0.00031259-0.00041508i
-0.001174-0.00087233i,-0.0019073+0.00052325i,-0.00090856-5.326e-05i,-0.00041505-0.00050596i,-0.00061896+0.00068452i,4.9721e-06+0.0017522i,0.00040978+0.0020047i,0.00019256+0.0011709i,-0.00040277+0.0006428i,-0.00057332+0.00081493i,-0.00064348+0.00034949i,-0.001459+0.00031854i,-0.0014007+0.00029384i,-0.00082158-0.00024943i,-8.9409e-05-0.00033908i,0.00058009-0.00033354i,0.00035183-0.00040655i,0.00026254+0.00020568i,0.00015345+0.00032029i,0.00018308-0.00034785i,0.00059405-0.0005064i,0.00033453+0.00023098i,0.00028907+0.00056851i
0.0012992-0.0016001i,0.0010132-0.0024839i,0.00075333-0.0019004i,-2.644e-05-0.0010092i,-0.0006738-0.00020401i,-0.00068856+0.00048159i,-0.00042007+0.00089961i,0.00037291+0.0014284i,0.00062523+0.0015312i,0.00029418+0.0012801i,-8.6255e-05+0.0010964i,-0.0009461+0.00022488i,-0.0013807-0.00029116i,-0.00093292-0.00046054i,-0.00021407-0.00073713i,-0.00024069-0.00067432i,-0.00029325-0.00029127i,0.00079846-0.00039349i,0.0012141-0.0001478i,0.00063321+0.00036714i,0.00012755+0.00043724i,-0.00037201+0.00027467i,-4.8448e-05+0.00010068i
-0.0012198+0.00031429i,-0.00017302-0.00060473i,-7.7885e-05+9.0473e-05i,-0.00042083+0.00049519i,0.00016251+0.00069271i,0.00033675+0.0014344i,0.00054003+0.0013745i,0.00046977+0.0011051i,-0.00093793+0.00041751i,-0.0011244+0.00019123i,-0.00087455+7.6012e-05i,-0.0016109-0.00011448i,-0.0011064-0.00079169i,0.00082996-0.0007097i,0.0017428+8.7375e-05i,0.0010693+0.00031963i,0.00020296+3.1932e-05i,-0.00042593+0.0001009i,-3.4284e-06+0.00063564i,0.00082455+0.00067409i,0.00086326-0.00022691i,0.00039775-0.00067063i,0.00031579+3.5666e-05i
-0.0013032+0.001782i,-0.00032511+0.0029677i,0.00041122+0.0033749i,0.00046294+0.0023136i,0.00049761+0.0014323i,8.9036e-05+0.0013612i,-0.00015815+0.0009696i,-0.00075396+0.00033674i,-0.00094219+0.00039816i,-0.00083473+0.00080264i,-0.0004696+0.00093772i,0.00033362+0.00060375i,0.00077235+0.0011208i,0.0012603+0.00070601i,0.0018163-0.00050687i,0.0012317-0.00069778i,0.00099302-0.00072159i,0.00086035-0.00080469i,0.00052688-0.00092952i,0.00089548-0.00058723i,0.00059537+8.2811e-06i,-0.00042313-0.00032445i,-0.00044319-0.00081617i
-0.0019676-0.0011326i,-0.0020442-0.0014063i,-0.0026233-0.0017061i,-0.0026215-0.0011117i,-0.0021414+0.00026007i,-0.00071371+0.0014765i,0.00037056+0.0020638i,0.00024707+0.0016307i,-0.00042285+0.00070411i,-0.00074166+0.00059742i,-0.00084445+0.00043827i,-0.00055452-0.00061521i,0.00024043-0.00053244i,0.00030595+0.00055662i,-0.00010717+0.00047402i,0.00011285-0.00017741i,0.00037785-7.4389e-05i,-0.00016603+0.00028083i,-0.00048233-0.00032537i,-0.00047594-0.00043433i,0.00020189-6.9395e-05i,4.7384e-05+8.2657e-06i,-0.00074334+8.1104e-05i
0.00039638+1.0526e-05i,0.00034024-0.0009587i,0.0016741-0.00061373i,0.0016716+2.8171e-05i,0.00012725+0.00011554i,-0.00083046+0.0011835i,-0.00099552+0.0022236i,-0.00061991+0.0018381i,3.617e-05+0.0017859i,0.00014615+0.0017105i,-5.7917e-05+0.00024937i,-6.9804e-05-0.00068359i,-0.00026683-0.00051015i,-0.00016946+8.2125e-05i,-0.00053752+0.0001192i,-0.00088974-0.0005429i,5.2255e-05-0.00051515i,0.00085488-6.9321e-05i,0.00071041+4.3227e-05i,0.00071218+0.00011593i,0.00037205+0.00023065i,-0.00018371+0.00025276i,-0.00019526-0.00035926i
0.0014927+0.00062482i,0.0017048+0.0013524i,0.00032745+0.0013894i,0.00010248+0.00055903i,0.0003419+0.001171i,-0.00036452+0.001378i,0.00016137+0.00016374i,0.00069284-0.00059937i,0.00084258-0.00043159i,0.0010746+0.00049764i,0.00092055-9.8358e-05i,0.00031514-0.00032993i,-0.00044428+0.00064064i,-0.00035585+0.00075113i,4.0902e-05+0.00058124i,0.00064332+0.00068695i,0.00084989+0.0010126i,0.00036836+0.0011292i,0.00014338+0.0014646i,0.0002554+0.0012944i,0.00061688+0.00063567i,0.00033029+0.00097892i,-0.00028315+0.00079013i
-0.00030968+0.00096947i,-0.00051384+0.00044091i,-0.00034786-0.00081285i,6.6962e-05-0.0011005i,-0.00086052+7.0224e-05i,-0.0012549+0.0011529i,-0.0006436+0.0010824i,-0.00020309+0.00092475i,-0.0002154+0.00080586i,-0.00031995-0.00022856i,-0.00069294-0.0010316i,-0.00062496-0.00063823i,-0.00040574+0.00043094i,-0.00049967+3.4628e-05i,0.0002524-0.0006724i,0.00074008-0.00055548i,0.00049562-0.0010549i,0.00088756-0.0012108i,0.0011109-0.00026005i,0.00058835+0.00045492i,0.00021165+0.00038637i,0.00035508+0.00010835i,0.00029141+0.00058758i
-0.00059537-0.0017888i,0.00053033-0.0022577i,3.288e-05-0.0014805i,-0.00083105-0.00084898i,-0.00012798-0.00028895i,0.00060687+0.0011727i,0.00089561+0.0018328i,0.00051881+0.0011278i,-0.00066971+0.00017726i,-0.00052516+7.2164e-05i,0.00011799+5.2996e-05i,9.466e-05-0.00041184i,-8.3951e-05-0.00040848i,0.00031088-0.00068508i,0.00037989-0.0012611i,0.00035312-0.00078289i,0.00016432+0.00038548i,0.00065388+0.00013714i,0.0010548+0.00026966i,0.00027449+0.00040133i,-0.0001961+0.00043553i,-0.00064629+0.00030161i,-0.00016993-0.00066399i
0.0002197+0.00050218i,0.00045462+2.2466e-05i,0.0013085-0.00033209i,0.0014503-0.00025541i,0.0014803+0.0011394i,0.00078999+0.0023669i,0.00057419+0.0026609i,3.5254e-05+0.0021399i,-0.00026792+0.0015323i,-0.00031832+0.0006486i,-0.00019769-0.00028338i,-0.00033242-3.1111e-05i,-0.00067646-0.00048428i,0.00041118-0.00081572i,0.0007384-0.00026924i,-0.00025184-0.00036675i,-0.00071089-0.00065665i,-0.00069724-0.00026833i,-0.00010499-7.1144e-05i,0.00094017-0.00025871i,0.00095079+0.00029418i,0.00024275+2.0164e-05i,0.00029766-0.00013289i
0.0011709+0.0019608i,0.0015945+0.002554i,0.0011777+0.0020716i,0.0011713+0.0012444i,0.0010949+0.00069147i,0.00069992+0.0012716i,0.00095268+0.0022069i,0.00052122+0.0025615i,-5.265e-05+0.0019226i,-0.00063173+0.00088702i,-0.00051569+0.00047848i,-0.00030819+0.00017563i,-0.00087683+0.00018328i,-0.00098675+0.00023189i,-0.00047113+5.843e-05i,-0.00014931-0.00031153i,0.00017815-0.00032153i,0.00052872+0.00057745i,-0.0001461+0.00086094i,-0.00057022+0.00039767i,-0.0001215+0.00066171i,-0.00046859+0.00062528i,-0.0012123-7.7829e-05i
-0.00074958-2.3396e-05i,-0.00064693-0.00033058i,-0.00034701+0.00032247i,-0.00076375+0.0010663i,-0.00058405+0.0014219i,-0.00070338+0.0011233i,-0.00054803+0.0013111i,0.00035115+0.0012i,0.00017382+0.00076979i,-0.00058772+5.935e-05i,-0.0012052-0.00060565i,-0.0013123-0.00069117i,-0.00034175+0.00040729i,-5.5183e-05+0.0014165i,-2.7825e-06+0.00010744i,0.00040497-0.00070252i,7.4445e-07-5.7239e-05i,-0.00029328+0.0011005i,0.00026317+0.0011388i,0.00080369+0.0002901i,0.0011699-0.00011353i,0.00069011+0.00022388i,0.00020374+0.00038685i
0.0025798-0.00011495i,0.0020742-0.00045074i,0.001567-0.00049584i,0.0015378+0.00016485i,0.00099993+0.00042505i,-0.00015695+0.00021262i,-0.00014723+0.00048128i,-0.00035337+0.0010781i,-0.00070103+0.0012691i,0.00014078+0.00034943i,0.00072191-0.00061873i,0.00077184-0.00017443i,-7.8931e-05+2.5174e-05i,-0.00024955-0.00061424i,0.00026842-0.00048139i,0.00017904+0.0001538i,0.00066761+6.1965e-05i,0.0013018-0.00061668i,0.0012949-0.00076173i,0.00084812-9.8252e-05i,0.00032738+0.00024613i,0.00090771-0.00050577i,0.0011365-0.00050484i
-0.0011988+2.052e-05i,0.0008369+0.00039201i,7.3844e-05+0.00075128i,-0.0010898+0.00029872i,-0.00080127+0.00068836i,-0.00030272+0.00079498i,-9.6499e-05+0.00068048i,-0.00032288+0.0006278i,-0.00090298+0.00054131i,-0.001244+0.00041831i,-0.0010492+0.0014091i,-0.00073825+0.0014368i,-0.0009773+0.00023688i,-0.00079013+8.3741e-05i,-0.0004356-0.00078933i,-0.0007745-0.0012802i,-4.2124e-05-0.00066251i,0.00075222-0.00024277i,0.00063848-8.9091e-05i,0.00068496-0.00075055i,0.00061361-0.00074324i,-3.5184e-05-0.00015152i,-0.0010266+0.00057315i
0.00075468-0.00053063i,0.00063315+7.1418e-05i,0.0012836-0.00055343i,0.0015719-0.00076445i,0.0002659-4.1837e-05i,-0.0012021+0.0010907i,-0.00059517+0.0018555i,-0.00029792+0.0015655i,-0.0006242+0.0011871i,-0.00024358+0.00012717i,5.9327e-05-0.00088159i,-0.00020568-0.001024i,-5.2663e-06-0.00051481i,0.00016173-1.4125e-05i,0.00064067+4.4193e-05i,0.00043329-0.00067744i,0.00014625-0.001487i,0.00023866-0.0011695i,0.00032989-0.00043164i,0.00041023-0.00023414i,6.4698e-05-0.00042365i,0.00052979-0.00098398i,0.0008784-0.00079916i
0.00079378-0.00063232i,0.00020535+0.00043312i,-8.6632e-05+5.3458e-06i,-0.00052817+0.00010986i,-0.00069268+0.00093016i,-0.00030412+0.0019192i,-0.00012581+0.0014845i,-0.0006188+0.00098646i,-0.00072692+0.00077457i,-0.0002301+0.00032282i,-0.00031485+4.7123e-05i,0.00010472-0.00013741i,0.00080199-0.00022199i,0.00124-0.00039458i,0.0011705-8.549e-05i,0.00078275+0.00022697i,0.00098765-0.0002239i,0.0010991-0.00017541i,6.0687e-05-0.00020666i,0.00044725-0.0007881i,0.0013798-0.00050309i,0.00026295-2.3823e-05i,-0.00022554+0.00039412i
0.00039198-0.00028721i,0.0006945+0.00032483i,0.00074194+0.00066614i,-0.0001357+0.00028741i,-0.00031829+0.00030452i,5.0406e-05+0.00041838i,-8.3036e-06+0.0011696i,8.8262e-05+0.0015903i,-7.3511e-05+0.00080974i,0.00040239+7.0599e-05i,0.00091715+0.00028397i,0.00056395+0.00046632i,-8.0819e-06+0.00028994i,0.00016623-0.00033426i,0.00057213-0.0004487i,0.0006703-4.2375e-05i,0.0010115+0.00042192i,0.0011277+0.00039663i,0.00076265+0.00033549i,0.00072838+0.00019974i,0.00080156-0.0004813i,-7.0037e-05-0.0011187i,-0.00084266-0.00025672i
0.0012517+0.0015559i,0.0019508+0.0011201i,0.0017255+0.000999i,0.0015169+0.0011598i,0.0013187+0.00083756i,0.00053217+0.00088863i,-0.00013748+0.00093527i,-0.00064988+0.0011073i,-0.00047741+0.0012487i,6.698e-05+0.0010909i,-0.00035485+0.00051121i,-0.00053251-0.00022033i,-0.00014777-1.5913e-05i,0.00037527+5.06e-05i,0.0012694+6.101e-05i,0.00029138+0.00065688i,-0.00064678+0.00011474i,0.00027214-0.00016527i,0.00096764+0.00028188i,0.00083847+0.00048722i,0.00028204+0.00032661i,0.00012918+0.00029271i,-0.00017846+0.00040325i
0.00052262+0.00054572i,0.00070757-1.3375e-05i,0.0010644-0.00080412i,0.00076364-0.00076316i,0.00011304+0.00011519i,-0.00054357+0.00038958i,-0.00069792+0.00051905i,-0.00067573+0.0012591i,0.00020869+0.0014046i,0.00096806+0.0014409i,0.00027754+0.00061615i,-0.000542-0.00033584i,-0.0003287-0.00046759i,0.00028749-0.0001964i,0.00048999-0.0002051i,0.00051352-0.00023831i,0.00043909+1.2526e-05i,0.0010105-0.0002374i,0.0013215-0.00024813i,0.0011609+0.00026564i,0.00053912+7.8465e-05i,-0.00068028-0.00036666i,-0.0015942+0.00022121i
0.00016555-0.0009427i,0.00054194-0.0012499i,0.00013905-0.0015017i,-0.00024166-0.00090103i,-0.001148+2.679e-05i,-0.00055293+0.0011043i,0.00051332+0.0018663i,0.00038264+0.0012822i,-7.6651e-06+0.00086455i,-0.00022119+0.0010797i,-3.9125e-05+0.00088199i,8.3662e-06-0.00026167i,-0.00029332-0.00075434i,-4.0313e-05+0.00045524i,0.00047377+0.00039721i,7.6397e-05-0.00017716i,-0.00011187-0.00024909i,-9.4299e-05-0.0001791i,-0.00020223-0.00038471i,0.00014098-0.00050599i,0.00068143-0.00050519i,0.00043385-0.00044301i,-0.00016973-0.00035685i
-0.00046866+0.00132i,-0.00078999+0.0011332i,-0.00016788+0.00021701i,0.00046562-0.00023645i,0.001059-7.5183e-05i,0.00039373+0.0005319i,-0.00078806+0.00056068i,-0.00085124+0.0006189i,-4.6887e-05+0.0013376i,0.00036117+0.0012927i,-0.0002203+0.0011673i,-0.00036068+0.0014001i,7.0523e-05+0.0004218i,0.00052739-0.00095231i,0.00057106-0.0012481i,0.0004665-0.00018479i,0.00093274+0.00048081i,0.00080701+0.00096146i,0.00028764+0.00069395i,0.00068163-9.3633e-05i,0.0012616-0.00068912i,0.001366-0.0010102i,0.00081382-0.00053482i
0.00076505-0.00015762i,0.00077239+0.00066192i,0.00052106+0.0013024i,0.0001368+0.00010329i,-0.00016994+0.00016806i,-0.000405+0.00018962i,-0.00061158+0.00015377i,-0.00078557+0.00068228i,-9.7751e-05+0.00054045i,0.00059388+0.00053055i,0.00035758+0.0014687i,-0.00027264+0.0014098i,-0.00039639+0.00022052i,-8.3889e-05+6.4567e-05i,0.00046055-5.3069e-05i,0.00028533-0.00054972i,0.00010342-0.00022636i,0.00058508+3.8797e-05i,0.0005888+4.2973e-05i,0.00016354+0.00062225i,0.00040684+0.00056016i,0.00019342+4.8421e-06i,-0.00063227-0.00046704i
7.3271e-05-0.001167i,-0.0010615-0.00037039i,-0.001736-0.00087523i,-0.0019901-0.00016582i,-0.0018086+0.0019137i,-0.00059002+0.0025675i,0.00064831+0.0021794i,0.00037497+0.0016568i,-0.00032062+0.00079522i,-6.0412e-05+0.0010192i,-1.4278e-05+0.00093265i,-0.00035238+0.0001484i,-0.00081841+8.5812e-05i,-0.00016792+3.1254e-05i,0.00040421-0.00011941i,-0.00010521-0.00020331i,0.00010432+0.00027481i,0.00058102+0.0005763i,0.0010334+0.0004197i,0.00047553+0.00031797i,0.00039884-8.8242e-05i,0.00041615-7.6593e-05i,-0.00022095+0.00016342i
-0.0014868-0.00080978i,-0.00079682-0.00070536i,-3.783e-05+3.352e-05i,-7.1582e-05+0.0012537i,-0.00036211+0.0017171i,-0.00018583+0.00102i,-0.0002724+0.0010365i,-0.00030186+0.0019196i,-0.00052334+0.0023532i,-0.0012159+0.0024311i,-0.0012691+0.0015645i,-0.0012292+0.00047479i,-0.0010228+0.00099027i,-0.00049649+0.00086267i,0.0005868+0.00050566i,0.0007993+0.00018951i,0.00022287-0.00043728i,0.00053806-0.00023113i,0.00073585+0.000313i,0.00052685-0.00037481i,0.00066928-0.0010095i,0.0010197-0.00060394i,0.00095948-0.00024888i
0.0026947-0.00021171i,0.002885-0.00042963i,0.0019688-0.00060213i,0.002003-0.0010248i,0.0020457-0.00075242i,0.00034569+0.00068573i,-0.0001048+0.0017906i,-7.575e-05+0.0015761i,-0.00081852+0.00087248i,-0.0011848+0.00022401i,-0.00095719+0.00018704i,-0.0003973+0.00021305i,-9.3167e-05-8.3693e-05i,-0.00024292-0.00019257i,-0.00055777+0.00018574i,-5.4245e-05-0.0002568i,0.00073079-0.00059938i,0.0007517-0.00033201i,0.00072689+0.00050219i,0.00072694+0.00092881i,0.00060346+8.9538e-05i,0.00040579-3.3357e-05i,-0.00011977+0.00053001i
0.0022014+0.0023583i,0.0013963+0.0027993i,0.0014098+0.0014928i,0.00073665+0.00065379i,0.00016465+0.001026i,0.0003607+0.00069871i,0.00021547+0.0012717i,6.7741e-06+0.0017552i,-0.00068566+0.0010899i,-0.0010608+0.00016334i,-0.0011095+0.00019091i,-0.001137+0.00022773i,-0.00054682-0.0006343i,-0.00048524-0.00069895i,-0.00063537+0.00029122i,-0.00059697+0.00087731i,-0.0011645+0.00020608i,-0.0014282-0.00026813i,-0.00030671-0.00032865i,0.00043709-0.00010059i,-4.2079e-05+0.00032735i,-0.0005892+0.00031378i,-0.00024965+7.3777e-05i
-0.0004332-0.0010339i,-0.0011746-0.0013248i,-0.0014593-0.0019444i,-0.0017868-0.001551i,-0.0014151-0.0011672i,-0.00019464+3.9599e-05i,0.00062846+0.0015576i,-3.8262e-05+0.0014476i,-0.0010115+0.0012618i,-0.00068213+0.00054899i,-0.00054366-0.00014553i,-0.0011728-0.00016196i,-0.00091437+6.0908e-05i,-0.00031565-4.7112e-05i,-7.1335e-05-0.00045225i,-0.00012839-0.00022567i,-3.2872e-05-0.00020644i,0.00047185-0.00083608i,0.00076815-0.00071568i,0.0011088-0.00014138i,0.0010988-0.00026103i,0.00022875-0.00016377i,-0.00013352+0.00068299i
0.00098721-0.00060008i,0.00068389-0.0012994i,-0.00093103-0.0019068i,-0.0011761-0.00070922i,-0.00073759+0.00058715i,-0.00047329+0.00097443i,-1.6749e-05+0.0016116i,0.00037522+0.0014269i,0.00059792+0.0014718i,-0.00058305+0.0021023i,-0.0012589+0.0015301i,-0.00087657-0.00011108i,-0.00034108-0.00033123i,6.9473e-07+0.00042919i,-2.5188e-05+0.00083786i,0.00023003+0.00033306i,0.00037746-0.00085864i,0.00030711-0.0012843i,-6.7621e-05-0.0014722i,-0.00013412-0.00098312i,-0.00011529-2.1139e-05i,-0.00019747-0.00012076i,-0.00084173-0.00039351i
0.0021887+0.0003474i,0.0025706-0.00035645i,0.0024992-0.00062668i,0.0021258-0.00030351i,0.0011266-5.3484e-06i,0.0002463+0.00082301i,-0.0002287+0.0014877i,-0.00046805+0.0015405i,-0.00064316+0.0012511i,-0.0010488+0.00078331i,-0.00097604+0.00044472i,-0.00038512-0.0002053i,-0.00043449-0.00052541i,0.00018446-0.00066315i,0.00060904-0.00029238i,0.00082143-8.411e-05i,0.0011736-0.00023457i,0.00089762-0.00020347i,0.00030622+0.00014987i,0.00037866+1.6025e-05i,0.00034617-0.00018498i,-0.0005108-1.6641e-05i,-0.00020594-0.00018543i
-0.00044261+0.0020006i,-0.00079219+0.001621i,0.00031546-0.00018592i,0.00030239-9.0725e-06i,-0.00087611+0.00029106i,-0.0010615+0.00077658i,-0.0012169+0.0013516i,-0.00061536+0.0018697i,-0.00010616+0.0018692i,-0.00071416+0.00097279i,-0.00081462+0.00033452i,-0.00076981-0.00012121i,-0.0008684-0.00058778i,4.5394e-05-0.00017122i,0.00067469-7.256e-05i,0.00048016-0.00037276i,0.00019504-0.00017148i,0.0004767-0.00056554i,0.00068815-0.00047478i,0.00062889+0.00030525i,0.0006876-0.00026578i,8.2011e-05-0.00029314i,-0.00057769-0.00024956i
-1.3103e-05-0.0014433i,-0.00027406-0.0011511i,-0.00034514-0.0016607i,-0.0006643-0.00096828i,-0.0011011+0.00082635i,-0.001427+0.0019808i,-0.00055132+0.0017719i,0.00035845+0.00078244i,0.00058122+0.00013706i,-3.7959e-05+0.00051576i,-0.00097352+0.00082197i,-0.0011083+0.00074195i,-0.0010436+0.0011932i,-0.00076811+0.00055515i,0.00012644+8.623e-05i,0.00070702-3.0745e-05i,0.00091418-6.4813e-05i,0.00054419+0.00025315i,0.00048133+0.00078301i,-7.501e-06+0.00061079i,-0.00032816-0.00010369i,0.00012385-0.00015158i,0.00037081-0.00032109i
0.00083979-0.0034015i,0.00035146-0.0037037i,-0.0010444-0.0042444i,-0.0023044-0.0029537i,-0.0023287-0.00070058i,-0.00083019+0.00080759i,0.00076571+0.0012073i,0.0012007+0.0015012i,0.00078119+0.0012092i,-0.00021385+1.1195e-05i,-0.0006217-0.00024509i,-0.0007946+0.00010184i,-0.0010401+0.00029777i,-0.0015178+0.00049757i,-0.0016149+0.00036744i,-0.0012999+0.00023963i,-0.00068834+2.2297e-05i,-0.00026527+0.00036083i,-0.00042502+0.00011839i,0.00062072-2.585e-05i,0.0014429+0.0002045i,0.00052253+6.8085e-05i,-0.00010921-0.00032203i
0.0011375+0.00049902i,0.0011332+0.00013565i,0.00026446-0.0010473i,-0.00086073-0.0014636i,-0.0011189-0.0013462i,-0.00085052+0.0006099i,-0.00071996+0.0018764i,-0.00029597+0.0013571i,-0.00062844+0.00034026i,-0.00033541-0.00038433i,-0.00032208-0.00093799i,-0.00051531-0.00085251i,0.00026081-0.00042165i,0.00046049-0.00010604i,9.6852e-05-0.00039507i,0.00025136-0.00089388i,0.00025471-0.00040128i,0.00025119+8.2687e-05i,0.00025742-0.00024436i,8.8289e-05-0.00056796i,-0.00023634-0.00032084i,-0.00032629-0.00045262i,-3.3408e-05-0.00050221i
