-0.00011216+0.0015063i,0.00019899-0.00048154i,-0.00024865-0.0016438i,-0.0011956-0.0012875i,-0.0033035-0.00064291i,-0.0037602+0.00028396i,-0.0023401+0.0013608i,-0.0014043+0.0018786i,-0.00069253+0.001174i,0.00027682+0.00034036i,0.00018478+0.00015238i,-3.9108e-05+0.00014089i,0.0004949+0.00021357i,0.00044229+0.00016394i,0.00032616+0.00024486i,0.00020455-3.9574e-05i,0.00027139-0.00019098i,0.00083638-0.00050839i,0.00037553-0.00090533i,0.00018176-0.00077281i,0.00048993-0.00028585i,0.00030746+0.00084994i,0.00013917+0.0016361i
-0.0016782+0.0015583i,-0.0009978+0.0024825i,-0.00092512+0.0021355i,-0.00026454+0.0016226i,0.0011266+0.0011677i,0.0017982+0.00010709i,0.0015399-0.0008266i,0.00025031-0.00055492i,-0.00091952+0.00061749i,-0.00071983+0.00089473i,-0.00023321+7.3388e-05i,-0.00031089+0.00024093i,-0.00059077+0.0011725i,-0.00085332+0.00083949i,-0.0010776+0.000362i,-0.00087369+0.00028616i,-0.00040228+0.00043318i,0.00022755+0.00086034i,6.9783e-05+0.00059828i,-0.00028544+0.000127i,0.00020718-0.0001598i,0.00049721-1.8833e-06i,0.00060156-9.0814e-05i
-0.00036692-0.00071347i,0.00014177-6.7714e-05i,-0.00033553-0.00058607i,-0.00033962-0.0016972i,0.00017713-0.0019211i,0.00077468-0.0011633i,0.0010699-0.00047058i,0.00039837+0.00030771i,7.4105e-06+0.00051262i,-0.00012616-0.00019153i,8.3681e-05-0.00031832i,-2.6499e-05+0.00011588i,-0.00061393+0.00019511i,-0.00080852+0.00045572i,-0.00040133+6.3392e-05i,0.00018197-0.00014287i,-0.00018002+6.2632e-05i,-0.00088937-0.00035944i,-0.00075434-0.00052629i,-0.00010013-0.00056886i,0.00033192-0.00022844i,0.00047345-0.0002645i,0.0005361+2.6021e-05i
0.0014962+0.0016239i,0.0015225+0.00044661i,0.0015291-0.0012827i,0.00033995-0.0014264i,-0.0014365-0.00037686i,-0.0017753+0.00021362i,-0.0011667+0.00014967i,-0.00061553+0.00049853i,3.6836e-05+0.00050505i,-0.0001335+0.00053414i,-0.00054286+0.00063428i,-0.00017739+0.00045929i,1.6677e-05+0.00039217i,0.00027051+0.00026806i,0.0003458-0.00010307i,0.00033324-0.00091706i,0.0002075-0.0013415i,-0.000808-0.00070509i,-0.00080713-8.9418e-05i,0.00027585+2.3029e-05i,0.00043463+5.791e-05i,0.00013067+0.00035827i,-5.4776e-06+0.00076897i
-0.0022518+0.0010845i,-0.0023605+0.0013667i,-0.00093329+0.00056536i,0.00052834+4.0452e-06i,0.00088597+0.00023727i,0.00058404-6.9597e-05i,0.00057187-0.00027384i,0.00045903+0.00024616i,0.00031212+0.0012631i,0.00094251+0.00084192i,0.0013066+0.00020415i,0.0010689+0.00095536i,0.00043097+0.0018514i,-0.00047371+0.0015856i,0.00032468+0.00054054i,0.00073804-0.00014486i,-6.2582e-05-0.00043861i,2.6941e-05-0.0003387i,0.00028677+0.00041918i,2.5232e-05+0.00061071i,-0.00028037+0.00043328i,-0.00036555+0.00026251i,-0.00070858+0.0003906i
0.00050245-0.0030109i,-0.0009516-0.001703i,-0.003322-0.00031491i,-0.0039133-0.00071192i,-0.0025756-0.00055349i,-0.0006283+0.00047576i,0.0010463+0.00044897i,0.00061407+0.00047292i,-0.00078923+0.00046491i,-0.00039484+0.00060879i,0.00094514+0.00111i,0.0014997+0.00084912i,0.001183+0.00039221i,0.0009996+0.00024485i,0.001093+0.00016862i,0.00047771+0.00034856i,4.9268e-06+0.00019392i,-0.00054641+0.00093721i,-0.00070724+0.0015279i,-0.00067547+0.00087956i,-0.00078568+0.00074812i,-0.00031348+0.00082588i,-4.6484e-05+0.00072939i
0.00046239-0.00060109i,0.0006413-0.00040301i,0.0012132-0.00056968i,-0.00016655-0.00069119i,-0.0014089-0.00049779i,-0.00068612-0.00068987i,-0.00044817-0.00033024i,-0.00046952+0.00052417i,-0.00042387+0.00087804i,-0.00066883+0.00084651i,-0.0001585+0.00074794i,0.00032073+0.00086059i,0.00032067+0.00052837i,0.00060036-0.00022661i,0.00069423-7.375e-05i,0.00039325+0.00029652i,-0.00025644+0.00045009i,-0.00094906-0.0001729i,-0.00092248-0.0007967i,-0.00021204-6.0943e-05i,0.00028459+0.00078623i,0.00026368+0.00092917i,-8.8434e-05+0.001054i
0.00088602-0.00062445i,0.00010078-0.00039085i,-0.00041849-0.0011006i,-0.0018506-0.0018174i,-0.0028995-0.001458i,-0.0017004-0.00010525i,-0.00029383+0.00079983i,-0.00018615+0.0010779i,-0.00055513+0.00029775i,-6.0133e-05-0.00041244i,0.00035598-0.00050229i,0.00090225-0.00012225i,0.00029224+0.0004848i,-0.00066145+0.00031645i,-0.00045041-0.00042087i,0.00023319-0.00058059i,0.00094907+0.00031205i,6.8078e-05+0.00057767i,-0.00045073+0.00058967i,-3.4138e-05+0.00091079i,0.00063725+0.0014051i,0.00055635+0.0018084i,3.9124e-05+0.0010099i
0.00067563+0.0009314i,0.00051376-0.00020429i,0.00067655-0.00091349i,0.0004056-0.0014763i,0.0003965-0.0020538i,0.0002031-0.0016844i,0.00015629-0.0010721i,-0.00017894-0.00059328i,-0.00067573+0.00023984i,-0.00039763+0.00063995i,0.00025045+0.00040614i,0.00059396+0.000104i,0.00035892-8.4026e-05i,-0.00024387+6.1772e-05i,-0.0002275+0.00042355i,0.00029266+0.00058039i,-0.00010036+0.00037417i,-0.00096081-0.00017141i,-0.0014116-0.00061972i,-0.0011452+1.1608e-05i,-9.3908e-05+0.0010555i,0.00049595+0.00047241i,0.00045456-0.00016001i
0.0009677-8.7314e-05i,0.0011974-0.0011397i,0.00058459-0.0011419i,-0.00077478-0.00030483i,-0.0016119+0.0002955i,-0.0005879-0.00011141i,0.00024633-0.00068272i,-0.00012136+0.00041178i,-0.0005309+0.0010676i,-0.00099946+0.0003856i,-0.00040021+0.00064839i,0.00050937+0.00097359i,0.00052323+0.00054249i,0.00064811+0.00047678i,0.00021324+0.00046854i,-0.00071982+0.00022619i,-0.00073671-0.00010382i,-0.00035383+0.00022646i,-7.4886e-05+0.0010431i,2.0167e-05+0.00068809i,0.00060715+0.00015673i,0.00082338+0.00071671i,0.00031306+0.00066176i
-0.0023754+0.00012187i,-0.0025255+0.0011179i,-0.0018228+0.0021298i,-0.00094012+0.001961i,-0.00048004+0.0015053i,0.00051485+0.0010242i,0.00046503-0.0005279i,-0.00034261-0.00048034i,-0.00056207+0.00096719i,0.00025755+0.00080465i,0.00090479+0.00062201i,0.00026594+0.00034093i,-0.00052606-0.00041339i,-0.00088653-0.00073716i,-0.0012258-0.00077223i,-0.0010832-0.0002962i,-0.0007756-8.7242e-05i,-0.00037856+7.7985e-05i,-6.0565e-05+0.00041021i,0.00023401-9.4343e-05i,0.00054284-0.00030466i,2.7593e-05-4.8093e-05i,0.00030081+0.00039435i
-0.001217+0.00058764i,-0.00024487+0.00029117i,0.00012046-6.8421e-05i,-0.00027051-0.00017095i,0.00019395-0.00019169i,0.00084982-0.00031142i,0.0013523+0.00011375i,0.00072951+0.00030253i,-0.00033702+0.00040284i,-2.8741e-05+0.00072738i,0.00073741+0.00068569i,0.00044018+0.00069452i,6.8954e-05+0.00043821i,0.00030918+0.00027428i,0.00099712+0.00037817i,0.00068687+0.00020377i,-0.00096314+9.7415e-05i,-0.00082917+0.00045773i,0.00052082+0.00058966i,0.00092973+6.7792e-06i,0.0004149-0.00058059i,0.00052539-0.00053232i,0.00075173-0.00056678i
0.00078586-0.0019604i,0.00038938-0.0021763i,-0.00094618-0.0022629i,-0.0015567-0.0020692i,-0.0015333-0.00052501i,-0.00083275+0.00011187i,-0.00029922-0.00026456i,-0.00062652-0.00025376i,-0.00082216-0.00038919i,1.9955e-05-0.00028566i,0.001289+0.00037492i,0.00086731+0.001039i,-0.00013754+0.00061256i,0.00044441-0.00057892i,0.00043908-0.00034654i,-0.0001161+0.00038151i,-6.7962e-06+0.0002564i,-0.00041493+3.1023e-05i,-0.00097291+9.4509e-05i,-0.00066423-0.0001357i,-4.4906e-05+1.6682e-05i,0.00037652+0.00086006i,0.00035134+0.00070403i
-0.0010394+0.0021332i,-0.00031163-0.0002679i,0.0010045-0.0010117i,0.0008749-0.0006563i,0.00095665-0.0013093i,0.0014681-0.0013501i,0.00097395-0.0011706i,0.00025945-0.00080464i,4.5067e-05+1.6539e-05i,0.000509+4.4982e-05i,0.00047724-0.0003105i,0.00014137-0.00056827i,7.0656e-05-0.00046241i,-0.00071445-0.00039507i,-0.00071451-0.00054388i,-0.00023906-0.00022409i,0.00034874-0.00010931i,-0.00018869-2.5205e-05i,-0.00083787-1.6087e-05i,-0.00031812-7.4677e-05i,0.00012071+0.00020747i,0.0005691+0.00020169i,0.00013816+0.00034173i
0.0003377-0.0010023i,-2.5815e-05-0.00062746i,-0.00015928-0.00010732i,-0.001188+0.00075453i,-0.0018423+0.00061829i,-0.00097058+0.00024043i,-9.7021e-05+0.00069654i,-0.00034443+0.00064063i,-0.00031907+8.892e-05i,-0.00034683-0.000231i,-0.00019606-0.00039801i,9.1781e-05-9.2885e-05i,0.00011461+0.00036111i,-0.00034765+0.00095436i,-0.00020625+0.0011512i,0.00013028+0.00016911i,0.00014623-6.5489e-05i,8.4117e-05+0.000649i,6.7626e-05+0.00089158i,0.0004194+0.00063034i,0.00067048+0.00017153i,0.00060575-0.00022701i,0.00060978-0.00056371i
-0.0013252-0.00069832i,-0.0017524+0.00041349i,-0.0019438+0.0015846i,-0.0018573+0.0012671i,-0.00092036+0.00069236i,0.00031667+0.0011597i,0.00061883+0.0003922i,-0.00029144-0.00057876i,-0.00056916-5.84e-05i,1.6589e-05+0.00055649i,-4.8809e-05-0.00018309i,-0.00036943-0.00046694i,-0.00026635-4.0597e-05i,-0.00042177-0.00018522i,-0.00033903+0.00071972i,-0.00043271+0.0011221i,-0.0001612+0.00058541i,0.00036908+0.00060747i,0.00037997+0.00028264i,0.00025557+7.2918e-05i,0.00017009+0.00014254i,0.00029967+8.3244e-05i,-7.4261e-06+4.3979e-06i
-0.0018064+0.002306i,-0.0023706+0.0034156i,-0.001073+0.0035573i,0.00013386+0.0017103i,0.00026779+0.00055654i,0.00029113+0.00061207i,0.00025081+0.00020588i,0.00011229-7.6358e-05i,-4.5894e-06+0.000982i,0.00052978+0.0015955i,-0.00046898+0.00063496i,-0.00046817-9.2325e-05i,0.00049542+1.955e-05i,-0.00013535+0.00017886i,-0.00060003-3.8995e-05i,-0.00034187+0.00036376i,-0.00033285+0.00054698i,-0.00034917+0.00083291i,-0.0011762+0.00046073i,-0.0011715+8.746e-05i,-0.00037388+9.0358e-06i,0.00016485+3.4052e-05i,0.00043147+0.00036277i
0.00089601-0.00079846i,0.00097455-0.001252i,-0.00022886-0.0024822i,-0.0018441-0.0016319i,-0.0025413-0.00045471i,-0.0019642-0.00023659i,-5.1762e-05+0.00072815i,0.001004+0.0013476i,0.0010317+0.0010035i,0.00097721+0.00092665i,0.001237+0.0009829i,0.0009817+0.00082257i,-0.00018839+0.00041579i,-0.00040209+0.00050392i,0.0003929+0.00023141i,0.00043615-0.00036663i,-0.00078106+2.5671e-05i,-0.0014825+0.00023367i,-0.0010606+6.4977e-05i,-0.00053177+0.00058408i,-0.00043416+0.0012555i,-0.00059294+0.00034923i,-0.00032569-0.0010035i
-0.00062196-0.00098743i,-0.00017284-0.00052865i,-0.00089348-0.00018376i,-0.001263+0.00014599i,-0.00018128+0.001084i,0.00086022+0.0016912i,0.0011285+0.00059199i,0.00035952+6.8123e-05i,-0.0003018+0.0012701i,-0.00056799+0.0015158i,-1.8509e-05+0.00069641i,0.0010153+0.00037761i,0.00051369+0.00048585i,-0.00020917+0.00040848i,0.0001278-0.00013797i,0.00017914-0.00090495i,-0.00010084-0.0010197i,-0.00045847-0.00075048i,-0.00040705-0.00033571i,-0.0002857+0.00020523i,-0.00031667-1.3855e-05i,-0.00026135+0.00020349i,-0.00043714+0.00065755i
-0.0010814+0.0010341i,-0.00084957+0.00064701i,-9.5103e-05+0.0010603i,-0.00085865+0.00060213i,-0.00056668-0.00077619i,0.001074-0.001224i,0.0011315-0.00063649i,-0.00012818+0.00038738i,-0.0002197+0.0017247i,-0.00046727+0.0020774i,-0.00097729+0.001086i,-0.00083647+1.2834e-05i,5.8632e-05-0.00014728i,0.00037001+0.00054829i,0.00030871+0.00037259i,-8.0309e-05-0.00026202i,-0.00069308+0.0002065i,-0.00082772+0.00054769i,-0.00058595+8.4351e-05i,2.2735e-05+0.00021197i,3.2897e-05+0.00011424i,-0.00055481-6.4958e-05i,-0.00019203+0.00047107i
0.00079449-0.0015487i,0.00059614-0.0018817i,-0.00058367-0.002955i,-0.0010655-0.0028514i,-0.0017427-0.0010275i,-0.0013681+0.00037035i,-0.00092372+0.00028815i,-0.0012014+6.5805e-05i,-0.0014759+0.00062807i,-0.0017675+0.00025221i,-0.001019-0.00038743i,-0.00049824+0.0006975i,-0.00047661+0.0012727i,0.00010608+0.00039125i,0.0010448-0.00025128i,0.0012574-0.00037854i,0.00042567-0.00058855i,-0.00064678-0.00035568i,-0.00074683+0.00039379i,-0.00054976+0.00063563i,-0.00020498+0.00040479i,0.00018246+0.00027498i,0.00014604+0.00019041i
-0.00056183+0.0011116i,0.00011842+0.0016798i,0.0011895+0.0012562i,0.0010142+0.00025039i,-0.00027556+0.00040258i,-0.0006691-0.00022661i,8.6266e-05-0.00051408i,0.00053439+0.00041583i,0.00029029+0.0016128i,9.7256e-05+0.0015351i,0.00030825+0.0010388i,-0.0002093+0.0010173i,-0.00052229+0.00044745i,-0.00026773+0.00036389i,-0.0005254+0.00041137i,-0.00055414-0.0005045i,-1.9047e-05-0.00092462i,-0.00044688-0.00029035i,-0.00095128+0.00061421i,-0.00073609+0.00091152i,-1.9923e-05+0.00048965i,0.00040643+0.00062694i,0.00039096+0.00062875i
-0.00086404+0.0012279i,0.00041389+0.0019102i,0.00058715+0.002488i,0.00054231+0.0023509i,0.0010351+0.0021748i,0.00085+0.00079362i,0.00048757+0.00027085i,-0.00042927+0.00073658i,-0.0001245+0.0010288i,-0.0002538+0.0015506i,-0.0010269+0.00023658i,-0.00069496-0.00054581i,3.9695e-05-0.00023848i,0.00019759+0.00010368i,6.5273e-05+0.0001389i,2.791e-05-0.0007088i,-0.0005751-0.0017069i,-0.00063817-0.0012018i,-0.00067125-0.00050718i,-0.0010972-0.00019091i,-0.00056448-0.00026915i,-5.176e-05+0.00012143i,0.0001738+0.00030162i
-0.0014846+0.0023095i,-0.0006319+0.0026548i,0.00050761+0.0012228i,0.00018895-0.00063739i,-0.00074783-0.001175i,-0.00012857-0.00088847i,8.0795e-05-0.0012449i,-0.00055149-0.00076578i,-0.00071438+0.0003789i,-0.00012302+0.00083226i,0.00053384+0.00078319i,0.00010843+0.00017118i,-0.00044826+0.00012982i,-0.0011402+0.00050063i,-0.0014358-3.966e-05i,-2.5285e-05+0.00010972i,-3.3497e-05+0.00046714i,-0.00085375-0.00013587i,-0.00070694-0.00081404i,-0.00034006-0.00069918i,-7.103e-05+0.00016565i,0.00058709+0.0005251i,0.00071052+0.00040175i
-0.0016489-0.00076747i,-0.0012433-0.0013334i,-0.0012324-0.0002676i,-0.00090234+0.0012423i,1.587e-05+0.0018834i,0.00036847+0.0014365i,-0.00010355+0.00067062i,-0.0010512+0.00069712i,-0.0013766+0.0010663i,-0.00034386+0.0015424i,0.00044655+0.0013773i,0.00019797+0.00035045i,-6.9477e-05-0.00039008i,6.1336e-05+0.00032421i,5.1934e-05+0.00093388i,-0.00064446+0.00097642i,-0.00026403+0.00047573i,-4.2273e-05+0.00016099i,-0.00072795+0.00040461i,-0.00074463+0.00061515i,-0.00031128+0.00026769i,0.00018153+2.0002e-05i,0.00026595+0.00026505i
0.0002008+0.00072413i,9.0021e-05+0.00019732i,-3.9477e-05+0.00073437i,0.00012005+0.00010405i,0.00067651+0.00034478i,0.0014259+0.00089838i,0.0013595+0.00029867i,0.0006094-2.6389e-05i,0.0001756+0.00045366i,-0.00014745+0.00051503i,-0.00027656+0.00010065i,-0.00055198+0.00016499i,-0.00054223+0.00044602i,-0.00026533+0.00062463i,0.00033455+0.00084967i,0.00028527+0.00076326i,-0.00030102+9.5103e-06i,-0.00040715+6.0005e-05i,-0.00020355+0.00030401i,-7.5096e-05+3.9626e-05i,-0.00045309-0.0002963i,-0.00020117-0.00069432i,0.00043956-0.00077867i
-0.00037668+0.0012615i,-0.00057474+0.00069376i,-0.00046911-0.00024992i,0.00026232-0.00067099i,0.00104-0.0013887i,0.00094465-0.0020491i,0.0003115-0.0013519i,-0.00026143-7.2349e-05i,-0.00087187+0.00077303i,-0.00078971+0.00093535i,0.00026538+0.00055649i,0.0012104+0.00018358i,0.0010385-0.00014688i,0.00048312-0.00034841i,0.0001699-0.00013937i,0.0003075-7.7305e-05i,-2.2956e-05-7.6465e-05i,0.00027783+0.00019858i,0.0010576+0.00026704i,0.00050624+0.0004377i,0.00054698+0.00083956i,0.00080038+0.0013461i,0.00020826+0.0010217i
0.001258-0.0017011i,0.0019444-0.0024694i,0.00090192-0.0018968i,-0.0008858-0.00096543i,-0.0011903-0.00083628i,-0.00057324-0.00052249i,-0.00046052+0.00038221i,-0.00078514+0.0010052i,-0.00087029+0.0015728i,-0.0002843+0.0017312i,-9.6483e-05+0.00082738i,-6.9778e-06+0.00031889i,0.00029258+0.00060629i,-0.00029091+0.00077872i,-0.00070847+0.00038361i,-0.00046707-6.4627e-05i,-0.00031412-6.2101e-05i,0.00013147-0.00024304i,4.8503e-05+0.00020751i,-0.00081873+0.00073823i,-0.0013337+0.00027277i,-0.00075661+0.00039378i,-1.895e-05+0.00057029i
-0.0006556+0.0014608i,-0.0012964+0.0010728i,-0.0026902+0.0010225i,-0.0022455+0.00062792i,-0.0010923+0.00027623i,0.00070155+0.0002161i,0.0012244+0.00055776i,-0.00033745+0.00034832i,-0.00066128+0.00039628i,0.00015512+0.00071156i,2.3005e-05+0.00084085i,-0.0001956+0.00054931i,-0.00019997+0.0002036i,-5.6613e-05+0.00026863i,0.00012264+0.00044964i,-0.00014875+0.00027165i,0.00040214+2.4096e-05i,0.00047661+0.0002038i,-0.00022704+5.9513e-05i,-0.00020518-0.00013116i,7.2791e-05-0.0005829i,0.00030571-0.00070939i,0.00018495-0.00031149i
-0.00070914-0.0010577i,-0.00026361-0.0007449i,0.00011253-0.00075216i,-0.00032796-0.001151i,-0.00041443-0.0013769i,-0.00037211-0.00083209i,-0.00037519-0.00034399i,-0.00015413+0.00049421i,-0.00023092+0.001332i,0.00011796+0.0011255i,5.364e-05+0.00036633i,9.475e-05+0.00045709i,0.00046284+0.00068085i,0.00033018+0.0001471i,0.00020221-0.00020382i,0.00011562-0.00015962i,6.6131e-05+1.9951e-05i,-0.00047216+0.00028681i,-0.0011544+0.0002254i,-0.00077947+0.00038027i,0.00055494+0.00020742i,0.0011093-0.00035014i,0.00064686+6.0176e-05i
0.0010025-0.00018249i,-0.00014941+9.8656e-05i,-0.0010018-0.00038691i,-0.0010915-0.0014688i,-0.00057041-0.0019607i,-6.2516e-06-0.0008923i,0.00062965-0.0001594i,0.00029642+0.00022803i,-0.00083531+0.0012696i,-0.00065622+0.0012365i,-0.00057638-0.00026507i,-0.00087334-0.00046271i,-0.00038777+0.00019071i,-0.00033262+0.00025952i,-0.000152+0.00011064i,4.8236e-05-0.00057195i,0.00039691-0.0012308i,0.00025632-0.0014475i,-0.00082251+9.8233e-05i,-0.00061944+0.0011242i,0.00055956+0.00064291i,0.0010129+0.00030581i,0.00087304+0.000663i
-0.00048381+9.8338e-05i,-4.3607e-05-0.00051004i,-0.00073592-0.0001564i,-0.00058481+0.00046791i,-0.00051692+0.0015341i,-0.00027133+0.0018078i,-8.3156e-05+0.00070084i,-0.0012916+0.0001672i,-0.00097743+0.00068501i,7.5268e-05+0.0012964i,-9.8837e-05+0.0012559i,-3.6486e-05+0.00055768i,-0.00023199+0.00029951i,-0.00040651+4.0962e-05i,-9.2661e-05-0.00019573i,0.00028422-5.787e-05i,0.00028315-0.00034169i,-0.00015485-0.00057944i,-0.00022567+7.031e-05i,0.00012558+0.00079743i,0.00044492+0.00039118i,0.00029837-0.00024191i,-8.5168e-05-0.00011844i
-1.7519e-05+0.0015732i,-0.00013009+0.0016563i,5.6227e-05+0.0016328i,-0.00026445+0.00049125i,-0.00031462-0.00015745i,-0.00019977+0.00033236i,0.00028238+2.4157e-05i,0.00015812+0.00046168i,-0.00098019+0.0016016i,-0.0007019+0.0012157i,-2.5081e-05+0.00072781i,5.2446e-06+0.00086536i,0.00036946+0.00076036i,-0.00018899+0.00082584i,1.2368e-05+0.00097155i,0.00040031+0.00047938i,-0.00018829-0.00085739i,-0.00072628-0.0010176i,-0.0011432-0.00012733i,-0.00064758+0.00052632i,3.5599e-05+0.00081819i,4.5955e-06+0.0010541i,-0.0002572+0.00082111i
-0.00032408+0.00033133i,-0.0011094+0.00076494i,-0.00096735+0.00048328i,0.00016306+0.00014005i,0.00092355-0.00022055i,0.0012971-0.00013173i,0.00077289-0.00044394i,9.9603e-05+7.9227e-05i,-1.3707e-05+0.0012861i,0.00031035+0.0010112i,0.00072425+0.00052983i,0.00047491-0.00023686i,0.00025297-0.00036024i,-3.9075e-05+0.00034738i,0.00026229+0.00029873i,-0.00026296+0.00017011i,-0.0010689-0.00027726i,-0.00098612-9.2437e-05i,-0.001064+0.0009065i,-0.00091679+0.0011645i,6.0588e-05+0.00038088i,0.00059854-7.8207e-06i,0.0003082+0.00016122i
0.00026716+0.001614i,-0.00062845+0.0016186i,-0.0022221+0.00072485i,-0.0026574-2.2766e-05i,-0.0014195+0.00052429i,3.9077e-05+0.0012739i,0.00091464+0.00062408i,0.00092743+0.0004176i,0.00026549+0.0011213i,0.00048247+0.0013947i,0.00027918+0.0012761i,-0.0005144+0.00095876i,-0.00081066+0.0003649i,-0.00023433-0.00022409i,-6.1979e-05-0.00025198i,-0.0008828+0.00019156i,-0.00063566+0.00033162i,-0.00021623-8.0068e-05i,-0.00068181+8.4419e-06i,-0.00013981+0.00026i,0.00074919-0.00047912i,0.00023668-0.0013418i,0.00018049-0.001234i
-0.0019403+0.0020371i,-0.00068228+0.0021445i,0.0014774+0.00095918i,0.0024329-0.00058878i,0.0028617-0.00087404i,0.0031726-0.00052497i,0.0020769-0.00040603i,0.00051142+0.00068189i,-0.00020377+0.0018318i,-0.000773+0.0014596i,-0.001157+0.00085843i,-0.00014221+0.0014357i,0.00064805+0.0015042i,0.00072908+0.0010669i,0.00037638+0.00062571i,0.00041-0.00035382i,0.00022688-0.00040771i,-0.0005366-7.9939e-05i,-0.00066277+0.00024475i,-0.00040718+0.00013184i,-0.00014339-6.9969e-05i,-0.00015046+0.00062926i,-0.00021522+0.00014564i
0.001887-0.00019469i,0.00075361-0.0010248i,-0.00098646-0.0010539i,-0.0021428-0.00073294i,-0.0021992+0.0001446i,-0.00070549+0.00060058i,0.0002116+0.00061962i,-0.00032033+0.001014i,-6.4024e-05+0.0013698i,0.00030968+0.0012451i,0.00019226+0.0012399i,0.00022+0.00079773i,-0.00026203-0.00047025i,0.00022903-0.00086765i,0.00072748-1.8474e-05i,0.00015294+0.00069559i,-0.00013863+0.00064458i,-0.00048568+0.00090163i,-0.00072749+0.00093272i,-0.00047259+0.00095611i,-0.00023342+0.00093875i,-0.00023381+0.00064979i,0.0001913+7.9248e-05i
-0.0015148-0.0017404i,-0.0014371-0.0017708i,-0.0020976-0.0022631i,-0.0030065-0.0017949i,-0.0024924-6.3072e-05i,-0.00075958+0.00052382i,0.00031023-0.00022054i,0.00015328-0.0001246i,0.00026333+0.00069758i,-0.00025598+0.00048608i,-0.00032791+0.00047714i,0.00076669+0.00068321i,0.0012351+0.0008618i,0.00063547+0.00077623i,0.00061557+0.00018349i,0.00071154-0.00093327i,0.00014205-0.001031i,-8.8349e-05+0.0003093i,-0.00048789+0.00052146i,-0.00039173+0.00061106i,3.3846e-06+0.00063362i,0.00029772-0.00017653i,0.00067454-0.0010778i
0.0010862+0.00037839i,0.00088745-0.00026539i,0.00086705-0.00097537i,-0.00041132-0.0010599i,-0.0018073-0.0019044i,-0.001601-0.0015515i,-0.00061456-0.00047359i,0.00010197+5.0579e-05i,0.00091125+0.00099476i,0.00091167+0.00074352i,0.0001117+3.0577e-05i,-0.00018534-3.6532e-05i,2.0127e-05+0.00011427i,0.00045941+0.00054895i,0.00061467+0.0006311i,0.00026045-0.00041145i,-0.00027129-0.0006962i,8.8818e-05+3.0614e-06i,0.00054974+0.00047865i,2.5782e-05+0.00082468i,-0.00027818+0.00087272i,-0.0001839+0.00033624i,4.0064e-05+3.3511e-05i
0.0019581-0.001264i,0.0012008-0.0013896i,0.00038171-0.0012285i,2.0026e-05-0.00091905i,0.00069843-3.6054e-05i,0.0015468+0.0011573i,0.0012131+0.0012118i,0.00075033+0.0010442i,4.689e-05+0.00083103i,-0.00028723+0.00046635i,0.00019176+0.00041997i,0.0006783+0.00071167i,0.00020211+0.00089682i,-0.00017881+0.0011128i,0.0009388+0.00098709i,0.001133+0.00020863i,0.00013385-0.00060612i,-0.00059277-0.00027308i,-0.0006651+0.00039297i,-0.00058426-0.00026164i,0.00037819-0.00063075i,0.00097139-0.00047055i,0.00063606-0.00067147i
-0.0008302+0.0024825i,-0.00029959+0.0032073i,0.00026281+0.00067838i,-0.00057135-0.0023481i,-0.00077964-0.0033629i,0.00020401-0.0025071i,0.00036103-0.0013702i,-0.00040478-5.9162e-05i,-0.0004529+0.00063778i,1.898e-05+0.0007769i,4.321e-05+0.0014355i,-0.00021108+0.00081071i,-0.00034167+0.00031044i,0.00015461+0.00044967i,0.0012712+0.00017187i,0.00080505-3.6162e-05i,0.00016895-0.00036928i,5.5335e-05-0.00016454i,-0.00055033+0.00075134i,-0.00070507+0.00047205i,-0.00042214+0.00044727i,-0.00023364+0.00092988i,0.00021828+0.00075865i
0.0009307-0.0023497i,0.00018962-0.0018916i,-0.0014452-0.0014234i,-0.0024693-0.00089604i,-0.0025239+0.00024391i,-0.001566+0.0011884i,-0.00032857+0.0015284i,0.00032696+0.0016768i,0.00032911+0.0013798i,-0.0002644+0.00055076i,-0.00035646+0.0003039i,1.4487e-05+0.00046689i,0.00076083+0.00084022i,0.00058441+0.0010619i,-0.00016429+5.5919e-06i,-0.00017009-0.00042919i,-0.00022092-0.00014001i,-0.00067268-9.8936e-06i,-0.00083017-0.00028199i,-0.00060631-0.00049362i,-0.00043604-0.0008134i,0.00057451-0.00084066i,0.00040387-3.9425e-05i
0.002267+0.00083855i,0.0018757-0.00083379i,0.0013673-0.003393i,0.00083655-0.0037594i,-0.00028986-0.0024078i,-0.0010531-0.00083913i,-0.00039921+0.00011456i,-4.0459e-05+0.00087245i,0.00010082+0.0011305i,7.8976e-05+0.00044973i,-0.00036067-0.0003348i,-0.00066334-0.00014422i,-0.0010563-8.3064e-05i,-0.00073055-9.5926e-05i,0.00012202-0.00042449i,0.00067892-0.00096445i,0.00028622-0.00033877i,-0.00036597+0.00046131i,-0.00034544+0.00030302i,-0.00014879+0.00039005i,0.00018521+0.00055828i,0.00010777+0.00059377i,0.00059604+0.00071288i
