-0.0013938+3.5377e-05i,0.00075167-0.0012292i,0.00063161-0.00205i,8.4609e-05-0.0012178i,-0.00062328+0.00029115i,-0.00089722+0.0007375i,5.6221e-05+0.0014925i,0.00083324+0.0016788i,0.0013801+0.0017166i,0.0013483+0.00077927i,0.00069101+0.0001619i,0.000647+9.497e-05i,0.00074883-0.00048609i,0.00058885-0.0012551i,0.00030607-0.0010519i,-0.00027331-0.00044154i,-0.00048437-5.2112e-05i,0.00017541+1.976e-05i,-5.1979e-05+0.00028304i,-0.00016587+0.00026288i,0.0003397-0.00065337i,-0.00038291-0.00093624i,-0.00059067-0.00029391i
-0.00082529-0.00071022i,-0.00047838-0.00013628i,-0.00011965+0.00035254i,-0.00051678+0.0004278i,-0.0012285+0.00057634i,-0.0011865+0.0006813i,-0.00024655+0.00048605i,0.00050414+0.0011804i,0.0006432+0.00090287i,0.00046866-0.00034837i,0.00011955-0.0005951i,5.179e-05+0.00011646i,7.4643e-05+0.00049599i,0.00010859-0.00010704i,-0.00017633-0.00057417i,-0.00064613-8.5941e-05i,-0.00015554+0.000192i,-0.00012772+0.0003559i,8.4069e-05+0.0006037i,0.00059383+0.00019511i,0.00021236+4.2202e-05i,-0.00059142+0.00038681i,-0.00077315-0.0001294i
0.0003147+0.0017198i,0.00041928+0.002063i,0.0010674+0.00079115i,0.0013709-0.0008469i,0.00036263-0.0017765i,-0.00034478-0.00071843i,-0.00032775+0.0002661i,0.00017271+0.00049409i,0.00061527+0.00062017i,1.3847e-05+0.00094128i,-0.0010373+0.00070668i,-0.0011395-0.00020113i,-0.00102-2.6534e-05i,-0.00082343+0.00083556i,-0.0010843+0.0012616i,-0.0013945+0.00079138i,-0.0009207+0.00041488i,-0.00061779+0.00059787i,-0.00051796+0.00096335i,-3.6804e-05+0.00074224i,-0.00025589-3.0658e-05i,-0.00085845-0.00042827i,-0.00084863-0.0012293i
0.0013275-0.0012735i,0.00082849-0.0018971i,0.00064632-0.0025288i,0.00079056-0.0014546i,0.00078259-0.00028495i,-0.00018917-0.00035326i,-3.8464e-05+8.0715e-05i,0.0013175+0.0006605i,0.0012489+0.00012312i,-3.3456e-05-4.4897e-05i,-0.00071642+0.00022254i,-0.00052196-0.00011752i,-0.00013001-0.00011866i,0.00051286+3.1301e-05i,0.00094763-0.00017668i,0.00099422-0.00032004i,0.00071122-0.0001293i,0.00021616+4.6775e-05i,-3.8602e-05-5.5937e-05i,1.5196e-06+0.00031739i,-1.7762e-05-1.1017e-05i,0.0008206-0.00077909i,0.00094265+0.00012852i
-0.0010707+0.0011817i,3.0806e-05+0.0018718i,0.00028275+0.0015861i,0.0007063+0.00055744i,0.00046917+3.8279e-05i,0.00032961+0.00022776i,0.000421-0.0003908i,-0.00013482-0.00035358i,-0.00041869-0.00028336i,0.0001558-0.00019462i,0.00095069-4.025e-05i,0.0010209-7.2327e-05i,0.00050764-0.00037926i,1.2936e-05-0.00017879i,0.00036242+0.00072435i,0.00068434+0.00019133i,0.00054403+0.0003128i,-0.00020763+0.00079269i,-0.00048645+0.00023321i,-0.00032556-0.00049099i,-0.00031127-0.0005377i,4.3426e-05-0.00059928i,0.00017831-0.00047175i
-0.0013126-0.0018545i,-0.0016873-0.0014696i,-0.0021759-0.00091515i,-0.0015286+0.00046932i,-0.0010898+0.0015763i,-0.00067275+0.00072753i,5.5292e-06+0.00042376i,0.00091622+0.0011944i,0.0011443+0.00094717i,0.00011956+2.6727e-08i,-0.00034461-0.0011595i,-0.00022687-0.0011226i,-0.00015233-0.00046179i,-0.00014942-0.00057432i,-0.00077195-0.00053958i,-0.0011631-0.00043177i,-0.0003361+5.437e-05i,0.00029925+0.00025308i,0.00011104+0.00018758i,0.00030729+0.00037393i,0.00032927-7.1094e-05i,-0.00025622-0.0007952i,-0.0010381-0.00049662i
0.0016512+0.00031721i,0.0018378-0.00037652i,0.003158-0.0014963i,0.002379-0.0018517i,-0.00014708-0.0014892i,-0.00088201-0.00086514i,-0.0012838-8.9307e-05i,-0.0011974+0.00010251i,-0.00016459+0.00043749i,0.00052518+0.00039271i,0.00041793-0.00059087i,0.00082367-0.00074576i,0.00034816+9.5165e-05i,-0.00071192+0.00042583i,-0.00080902+1.5868e-05i,-0.00035296-0.00031193i,-0.00069563-3.2069e-05i,-0.0012313+0.00020711i,-0.00029272+9.3738e-05i,0.00033183-0.00029433i,0.00022605-0.00026634i,0.00074055+1.0336e-05i,0.0005935-0.00034593i
0.0017694+0.0011228i,0.00124+0.0017928i,0.00077676+0.0016511i,0.0014656+0.00064592i,0.0022786+0.00027493i,0.0016204+0.00036152i,0.00044224-0.00011085i,-1.2071e-05+0.00020489i,0.00030674+0.00068289i,0.00093892+0.0011698i,0.0013501+0.0013046i,0.0010053+0.00051282i,0.00079754+9.1672e-05i,0.000215+0.00027404i,-0.00067499+0.00055925i,-0.00049515+0.00066143i,-0.0011014+0.00045288i,-0.0013401+0.0003748i,-0.00047657+0.00031252i,0.00053538+9.3355e-05i,0.0015879-0.00033935i,0.0011175-0.0001002i,0.00013739+8.6233e-05i
0.00044318+0.00033596i,0.00031654+0.00061971i,0.0024432+0.00023137i,0.0034369-0.00056125i,0.0014578-0.00073795i,-3.3895e-05-0.00037328i,-0.00040392+0.00039164i,-0.0004252+0.00099651i,0.00048062+0.00057244i,0.00097813+0.00012317i,9.1412e-05+0.00011228i,-2.0127e-05+0.00010282i,0.00073911+0.00037973i,0.0006821+0.00070295i,-0.00023554+1.3802e-06i,-0.0005086-4.704e-05i,-0.0004127+0.00024425i,-0.00049423-0.0001673i,-0.00088854-0.00058508i,-0.00048604-0.0002139i,0.00048461+6.838e-05i,-6.3617e-05+0.00023172i,-0.00065445+0.00079541i
-0.0001471+0.00065827i,-0.0010383+1.768e-05i,-0.00067949-3.4884e-05i,0.00035638-4.1858e-05i,0.00034839-9.3924e-05i,0.00025111+0.00039976i,0.0010771+0.00039105i,0.0015541-1.7409e-05i,0.0011266+5.6181e-05i,0.00096923+0.00044268i,0.00052333+0.00039455i,0.00012126-9.832e-06i,-8.4763e-05+2.8697e-05i,-0.0007867+0.00021161i,-0.00061834-0.00017272i,-0.00011132-0.00017979i,-0.000584-5.6881e-05i,-0.0011993+0.00065602i,-0.00087097+0.00088849i,-9.9469e-05-0.00041366i,0.00020177-0.00049392i,0.00021373+0.00042029i,0.00068944+0.00069638i
0.0018128+9.3235e-06i,0.001664-0.00034256i,0.0009952-0.00074352i,0.00029162-0.00018761i,-0.0002642+7.5845e-05i,-0.00098484-0.00049494i,-0.00095147-0.00015051i,-0.00040523+0.00062622i,0.00080656+0.0006185i,0.0010454+9.7217e-05i,0.0007714+4.2203e-05i,0.00076339+8.1853e-05i,0.00010116-0.00049754i,8.6788e-05-0.0007395i,0.00049086-3.9251e-05i,0.00022285+0.00069703i,0.0002322+0.00059557i,0.00087601-9.5145e-05i,0.00067847-0.00027924i,0.00030069+0.00061886i,-1.8355e-05+0.00087031i,-0.0005048-0.00025252i,-7.4406e-05-0.0011076i
7.3814e-05+0.00087782i,0.00053699+0.0017733i,0.0021482+0.0008694i,0.002752-0.00012743i,0.0017471-0.00050148i,0.00069903-2.0585e-05i,0.00069234-6.8355e-05i,0.00086063-0.00073335i,0.00032381-0.0008588i,-0.00030563-0.00083455i,-0.00012916-0.00097336i,0.00032352-0.00069966i,0.00052098+0.00037997i,3.3224e-05+0.0011232i,-0.00033801+0.0012531i,-0.00021521+0.00045833i,0.00022527-0.00043348i,0.00031798-0.00046439i,6.2903e-05+0.00018986i,0.00067116+0.00020025i,0.0013829-0.00058817i,0.00046508-0.0011146i,0.00011701-0.0010651i
-0.0018977-0.0013657i,-0.0015749-0.0007249i,-0.0013804-0.00062603i,-0.0011121-0.0008799i,0.00011952+0.00020792i,0.0015648+0.0017543i,0.0015613+0.0015601i,0.00044243+0.00041974i,0.00012671+0.00044262i,0.00037221+7.3999e-05i,0.00031985-0.0003261i,0.00027088+0.00016548i,-0.00035977+0.00052904i,0.00010795+0.00021005i,0.00038644-6.3802e-05i,-0.0005922-5.912e-05i,-0.001523+0.00035549i,-0.00075563+0.00030373i,0.00028308+0.00057505i,-0.00010973+0.00088991i,-0.00010351+0.00083826i,-0.00025527+0.0010463i,-0.00039869+0.00061866i
-0.0007758-0.00064887i,-0.0009017+2.2602e-05i,-0.00083721+0.0013525i,0.00053464+0.0018636i,0.0010164+0.00094209i,0.00041301+0.00058176i,0.00062233+0.0006241i,0.00037905+0.00090449i,0.00024938+0.00059291i,0.0010953-0.00014079i,0.00066522+0.0005717i,-0.00068442+0.00025126i,-0.00016692-0.0002312i,0.00039705+0.00033182i,0.00017848+0.00016174i,8.6402e-05-0.00021005i,0.00014006-4.7552e-05i,0.0002747-0.00027865i,0.0002582-0.00033665i,0.00024812-9.997e-05i,0.00022376-6.3595e-05i,0.00028703+0.00019302i,-1.0957e-06+0.00036798i
0.0025907-0.0010107i,0.0018898-0.0021527i,0.00076766-0.0030618i,-0.00018899-0.0028278i,-0.0011165-0.0015602i,-0.0010053-9.5908e-05i,-0.00021849+0.00071855i,5.3983e-05+0.00043263i,0.00053241+0.00019191i,0.00017599+0.00018812i,-6.9975e-05-0.00022451i,6.3171e-05+0.00010483i,0.00018464+0.00028267i,0.00065053+0.00059139i,9.5104e-05+0.0012209i,-0.00045608+0.00089811i,-0.0003882+0.00050043i,-0.0004631+0.00039749i,-0.00073875-4.0436e-05i,-0.00018936-4.6475e-05i,0.00063298+0.0004386i,0.00078179+0.00055249i,0.0009632-0.00011469i
0.0016895-0.00077443i,0.0014186-0.00056879i,0.0019124-0.00010985i,0.0010711-0.00046159i,-0.00032639-0.00097366i,-0.00026446-7.7926e-05i,0.00089824+0.0010669i,0.0011172+0.0012041i,0.00092095+0.00073486i,0.0011075-8.1536e-06i,0.00048176-5.9026e-05i,-3.0936e-05-7.5171e-05i,2.383e-06-0.00017448i,0.0010126+0.00018659i,0.0012688-2.6056e-05i,-0.00027285-0.00041536i,-0.00056248-0.00037648i,0.00029657-6.5075e-05i,0.00034178-0.00030961i,0.00013657+4.0728e-05i,8.5645e-05+0.0001908i,-0.0002391+5.1912e-05i,5.2064e-05+0.00032603i
-0.0011163+0.0003087i,-0.0014156+0.0014791i,-0.0012664+0.0010922i,-0.00025094+0.00091426i,0.0013228+0.00078486i,0.0017473-0.00025874i,0.0008417-0.00058543i,-0.00056642+3.4782e-05i,-0.00098996+0.00066695i,-0.00098581+0.0011886i,-0.0004821+0.001303i,0.00021774+0.0011282i,0.0002145+0.00093873i,-0.00018579+6.6633e-05i,-0.00059754-0.0001412i,-8.2253e-05+0.00051075i,-0.0007541+0.00036596i,-0.0015001-0.00074759i,-0.0010155-0.0014059i,-0.00061238-0.00080794i,-0.00050271-0.00056605i,-0.00070266-0.0004817i,-0.00056137+7.6461e-05i
0.00021074+0.00028834i,0.0016039+0.00034614i,0.0023903+0.00097761i,0.0019581+0.00092286i,0.0017913-0.00012301i,0.0015104-0.0012985i,-0.00013458-0.00055183i,-0.00036162+0.00050606i,0.000262+0.00044262i,0.00043973+0.00033596i,0.00036569+0.00015322i,3.1268e-05-0.00067049i,0.00018449-0.0012373i,0.00037152-0.00089549i,-0.00018499-0.0004499i,-0.00063433-0.00055059i,-0.00055581-0.00026144i,-0.00047246-0.00014161i,-0.00039375-0.00029777i,0.00012308+2.0801e-05i,0.00061409-0.00055129i,0.00059546-0.0010051i,-0.00026671-0.00062044i
0.0008022+5.1862e-05i,0.00031074+0.00040204i,0.00044113+0.00081172i,0.0010558+0.00042429i,0.0013579-0.00025931i,0.0014536-0.00034128i,0.00083006+0.00069801i,0.00086718+0.001176i,0.00053293+8.2618e-05i,-0.0003843-7.9459e-05i,-0.00023076+0.00033954i,0.00032179-0.00065292i,0.0002704-0.0013532i,-0.0002396-0.00089329i,-0.00049206+0.00047457i,-0.00065151+0.0011229i,-0.00039937+0.00027077i,-0.0001395+0.00017174i,-0.00078206+0.00014961i,-0.001116+0.00029304i,-0.00090832+0.0006505i,-0.00074865+0.00049414i,-0.00016856+0.00011372i
-0.00064385-0.00064098i,-0.00016008+0.0015826i,-0.00040877+0.0027949i,-0.0010178+0.0029092i,-0.0010027+0.0020541i,0.00055927+0.00097669i,0.0010311+4.8073e-06i,0.00035142-0.00048863i,-9.4088e-05-0.00041483i,-8.9722e-05-0.0006494i,0.00050341-0.00024905i,0.00067689+0.00092526i,0.00036063+0.0004925i,0.00036421-8.8316e-05i,7.4736e-05-6.398e-05i,0.00042031-0.00079018i,0.00066136-0.00058603i,-0.00021822+6.7249e-05i,-0.00032184+3.1869e-05i,0.00029796-0.00018388i,0.00031924+0.00013087i,6.7644e-05+0.00036016i,0.00065967-0.00034082i
-0.0005283+9.0639e-05i,-0.0012007+0.00036229i,-0.00056127+0.00011157i,-0.0005751-0.00057701i,-0.001037-0.00051769i,-0.00021551-6.525e-05i,-0.00018527+0.001068i,-0.00043297+0.0013484i,-0.0002026+0.00048018i,0.00022089+0.00027871i,0.0003221+0.0005631i,0.00042626+0.00013907i,0.00016787-0.00026946i,-0.00042458+4.6663e-06i,-0.00031629-2.263e-05i,-0.00021332-0.00029525i,-0.00065489-0.0001312i,-0.00025878+9.3063e-05i,0.00028765+0.00015337i,0.00017006+0.00015669i,-4.8019e-05+0.00038317i,0.00037995+0.00012621i,0.00016888-0.00032864i
0.00083451-0.0021086i,-0.00050372-0.0020797i,-0.00068134-0.0016974i,-0.00089016-0.00053264i,-0.0020718-0.00041109i,-0.0019648-0.00053799i,-0.00041219+0.00042223i,9.0111e-05+0.0014246i,0.00037903+0.0014707i,0.00083953+0.00050424i,0.00050176-0.00011763i,2.6785e-05+0.00018346i,-4.9918e-05+0.00059837i,-0.00024624+0.00093252i,-0.00058361+0.00031215i,-0.00066167-0.00049719i,0.00010872-0.00036473i,0.00022619-0.00064608i,-0.00013362-0.00046411i,0.0006251+0.00023247i,0.0007715+0.00050715i,-0.00036666+0.00045741i,-0.00058745+0.00064611i
0.0021361-0.0019233i,0.00097751+9.9134e-05i,-0.00040387+0.00023508i,-0.0015703-0.00061399i,-0.001496-0.00093746i,-0.0019375+0.00031101i,-0.0011751+0.00096154i,-0.00026276+0.0009317i,-8.5727e-05+0.00062166i,0.00014218-0.000324i,0.00028675-0.00051735i,4.1349e-05-0.00027325i,0.00051511-0.00062281i,0.0011696-0.00046846i,-6.0345e-05-0.00025595i,-0.00037375+0.00047223i,0.00028369+0.00055885i,0.0001407-0.00058603i,-0.00049018-0.00033681i,-0.00032168+0.00024813i,-1.0158e-05+4.2026e-05i,-0.00053283-0.00060807i,-0.00053192-0.00094392i
-0.0012848-0.00054774i,-0.0015146+0.00016762i,-0.00092859+0.0016244i,-0.00056146+0.0012861i,3.9435e-05+0.00038041i,0.00093216+0.000393i,0.00065197-6.4863e-05i,0.00033185+0.0003811i,0.00045512+0.00075006i,0.00023578-4.1239e-05i,0.0001278-0.00056727i,4.4474e-05-0.00073383i,0.00014856-0.0011687i,0.00099736-0.00092999i,0.0013076-0.00041186i,0.0010478-0.00082924i,0.001042-0.00056101i,0.00048253-0.00013861i,-0.00021069-0.00028905i,-0.0003334-0.00022558i,-0.00011669-0.00042736i,0.00063894-0.00032543i,0.00022191+0.00059142i
0.00037547-0.0013479i,-0.001575-0.0023847i,-0.0013444-0.002453i,-0.001224-0.0014252i,-0.00029625-0.00090771i,0.00025694+1.2046e-05i,-0.00054812+0.00089772i,-0.00037691+0.00053529i,0.00025919-0.00010508i,0.00064224-0.00054323i,0.00071982-5.9209e-05i,0.00055503+0.00093534i,0.0002099+0.00086727i,0.00035004+0.00024454i,0.00040025+0.00012911i,0.00020734-0.00010288i,0.00027085-5.0152e-05i,-0.00025466+4.621e-05i,-0.00023626+2.528e-06i,0.00024235-0.00020474i,0.00041534-0.00067475i,0.00026646-0.00060792i,-0.00019156-0.00057442i
-0.00016264-0.0014733i,0.00041963-0.00029879i,-0.00024038-0.00010535i,-1.4423e-05-0.0008306i,0.00084147-0.00037388i,0.00024705+0.00036856i,0.00013922-2.0862e-05i,0.00052264+5.9096e-05i,0.00058523+0.0006456i,0.00013039+0.00076207i,-0.00019977+2.5069e-05i,0.00021472-0.00018254i,0.00016411+0.00022855i,-0.00044039+0.00026184i,-0.00057441-1.2126e-05i,-0.00021593-9.5704e-05i,0.00019273-1.2004e-05i,1.7921e-05-0.00011689i,-0.00022319+0.00010174i,-0.00037453+1.837e-05i,-0.00072605+6.001e-06i,-0.00094167-7.6706e-05i,-0.00051899-0.00021869i
0.001028+0.00086786i,0.00019103+0.00025317i,-0.00014621-0.00087815i,0.00028734-0.0012335i,0.00066586-0.0011649i,0.0006445-0.00038937i,0.00012087+0.00113i,0.00042137+0.0012891i,0.00070627+0.00069609i,0.00022558+0.00083116i,3.9296e-06+0.00070091i,2.2708e-05+0.00045119i,-3.1096e-05+0.00062275i,0.00045007+0.00036528i,0.00068231+0.00021449i,-0.00048905+0.00018829i,-0.0010433+0.00061936i,-0.00039118+0.00093088i,-4.82e-05+0.00041503i,-0.00057353+0.00061431i,-0.00099703+0.00092236i,-0.00097269+0.00077726i,-0.00076772+0.0004537i
0.00084968-0.00052752i,0.00010132+0.00077088i,-0.00098788+0.00080147i,-0.0013008+0.00036399i,-0.0012186+0.00056221i,-0.00053597+0.00081233i,0.00013084+0.0013837i,0.00010335+0.0015741i,-0.00020387+0.00049909i,5.9532e-05-0.00061953i,0.00077598-0.00037346i,0.00078899+0.00046342i,-0.00029922+0.00093441i,-0.0002698+0.0011231i,0.00023905+0.0010906i,0.00014171+0.00026864i,-0.00027277-0.00042196i,-0.00037679-6.4931e-05i,0.000278+4.8402e-05i,0.00073102-0.00041997i,0.00040106-0.00028792i,-1.1841e-06+0.00055599i,-0.00015731+0.00083008i
-0.001234-0.0011594i,-0.0023284-0.001141i,-0.0011707-0.0013465i,0.00021092-0.001048i,0.00019089-0.00051394i,-8.8294e-05+0.00032545i,-0.00029368+0.00067328i,-7.0011e-05+0.00097914i,0.00049402+0.001505i,0.00033924+0.0009433i,0.00039699-6.958e-05i,0.0011576-0.0001715i,0.0015388+0.00043103i,0.0012304+0.00038271i,0.00070952-3.1306e-06i,1.7092e-06+0.00027279i,-0.0005169+0.00040156i,-0.00051281+0.00037772i,-0.00056135+1.0032e-05i,0.00032683-0.00020707i,0.00038417+5.7168e-05i,-5.757e-05-0.00050955i,0.0003991-0.00037004i
0.00073472-0.002007i,-0.00035191-0.0020859i,-0.00067448-0.00105i,-0.00083009-0.000159i,-0.0004637+0.00033423i,-0.00065439+0.0017499i,-0.00073923+0.0015592i,0.00047525+0.00032194i,0.0014225-0.00024521i,0.00041233+0.00049427i,-0.00069895+0.00098218i,-0.00043581+0.00092768i,-5.5122e-05+0.00083612i,-0.00033701+0.00031265i,3.9415e-06+1.5923e-05i,0.00076493+0.000223i,0.00072214+0.00061507i,0.00015035+0.00059343i,-0.0001108-8.6146e-05i,-0.00062491-0.00033599i,-0.00091096+0.00016337i,-0.00033908+0.00029777i,0.00037895-5.9912e-05i
0.00071956-0.00099135i,0.00084552-0.00076645i,0.00020208-0.00070852i,1.0691e-05-0.00073669i,0.00019528-0.00034526i,0.00025212-0.00069401i,0.00043379-0.00019432i,0.00016315-5.6764e-06i,0.0004166-0.00019325i,0.0012841+0.00039879i,0.0010381+0.00017478i,0.0004045-0.00029235i,0.00010689-0.00012168i,-0.00021147-9.9729e-05i,-0.00022763+0.00021868i,0.00064758+0.00087291i,0.00065329+0.0008841i,0.00026404+0.00016709i,0.00014767+6.8224e-05i,0.00011305+0.00016613i,-7.9353e-05+0.00019532i,-0.00032282+1.5696e-05i,0.00025007-0.00013774i
0.0020265+0.00082848i,0.0021453+0.0010259i,0.0021682+0.0015455i,0.0018299+0.0010717i,0.00068376+8.6494e-06i,-0.00088304-0.00073897i,-0.00096952-0.00019082i,3.4539e-05+0.00096684i,0.00062355+0.0010844i,0.00084097+0.00041455i,0.00048672-0.00016217i,-0.00022112-0.0012001i,-0.00094707-0.0012842i,-0.00092858-0.00052356i,2.4074e-05+0.00013155i,0.00056234+0.00073653i,0.00063731+0.001065i,0.0010572+0.0005309i,0.00080103-9.8647e-05i,-0.0001199-0.00026304i,0.00048952-0.00015103i,0.00068821+0.00023927i,2.9498e-05+0.00012489i
0.0013072+0.0019425i,0.0014743+0.001776i,0.0017829+0.0013681i,0.0016744+0.00012407i,0.00062122-0.00098292i,6.4551e-05-0.00045553i,0.00030713-0.00045758i,0.00055081-0.00031564i,0.00045905-5.5119e-05i,0.00019032-0.00046762i,-0.00021574-0.00079541i,-0.00033151-0.00014508i,0.00048876+0.00048966i,0.00082334+0.00036152i,0.00062698+0.00027103i,0.00063239+9.1015e-05i,0.001022-0.00037062i,0.0010448-0.00041443i,0.00072056+0.00038553i,0.00070385+0.0012453i,0.00025526+0.0011046i,1.4453e-06+0.00021985i,0.00062544-0.00020858i
-0.0019139-0.00094749i,-0.001422+0.00074138i,-0.0016502+0.0018432i,-0.0012582+0.002152i,0.00036179+0.0016691i,0.0015938+0.0010872i,0.0010608+0.00034281i,4.7294e-05+0.00040071i,-4.5629e-05+0.00050457i,2.909e-05+0.00021943i,0.00021149-0.00011161i,0.00070794-0.00062295i,0.00056045-0.00086629i,0.00011612-0.00050949i,-0.0003976-0.00050757i,-0.00049384-0.0011606i,0.00019144-0.000845i,0.00078993+9.9803e-05i,0.00067876+0.00022941i,-0.0001161+0.00013829i,-7.211e-06-0.000135i,0.00060642+0.0002933i,-0.00016764+0.00079579i
0.0019666+0.00060298i,0.0016008+0.00083952i,0.0013414+0.0010968i,0.002003+0.00035436i,0.0012308-0.00020096i,-0.0010524-0.00020884i,-0.00090495-0.00026784i,0.00012075-7.0446e-06i,-2.14e-05+6.9535e-05i,-0.00020408+0.00016513i,-0.00076042+0.00018224i,-0.00092234+0.0004231i,-0.00085059+0.00096162i,-0.0013142+0.00097596i,-0.0013715-0.00013278i,-0.0005721-7.9886e-05i,9.4212e-05+0.00086322i,0.00026878+0.000797i,0.00017512+0.00056639i,0.00034993+0.00084933i,0.00036886+0.00094493i,8.9915e-05-0.00010258i,-0.00028852-0.00085615i
-0.00097203-0.00061506i,-0.00061348-0.00036923i,-0.00083189+0.00017684i,-3.3207e-05+0.0017245i,0.00082028+0.0011579i,0.0011865+0.00060732i,0.00088524+0.00085165i,0.00066211+0.0010575i,0.00055938+0.00093423i,1.7236e-05+0.00055293i,-0.00059308+0.00070055i,-0.00042579+0.00018679i,0.0004437+0.00026397i,0.00027002+0.00011457i,-0.00070232-9.2694e-05i,-0.00088006-3.2415e-05i,-0.00075665+0.00025615i,-0.00028411+0.00097394i,0.00052266+0.0010548i,9.6642e-05+0.00079027i,-0.00021334+0.00074861i,0.00028331+0.00080424i,3.0339e-05+0.00066218i
0.00082094-6.3213e-05i,0.0010314-0.0009491i,0.0007476-0.00083922i,0.00041283+1.2926e-05i,0.00095233+0.00093619i,0.00039253+0.000984i,-0.00047843+0.00043327i,-0.00012313+6.4643e-05i,0.00036549+0.00062774i,0.00083062+0.0010206i,0.00062479+0.00059461i,0.00032706+0.00016178i,0.00010079+0.00027206i,-0.00037245+0.0010226i,-0.00048453+0.0010604i,-0.00057038+0.00030455i,-0.00025439-9.7226e-05i,-0.00016547+0.00031247i,-0.00037455+0.00065869i,-2.8806e-05+0.00025095i,0.00029431-9.4004e-05i,-3.4274e-05-0.00031949i,-0.00050275-0.00042553i
-0.00046379+0.0024442i,0.0003475+0.0022229i,0.00052418+0.0024881i,0.0004612+0.001314i,0.00090112-0.00048303i,0.0005371-0.0018987i,0.00059183-0.0012954i,0.0013446+0.0012315i,0.00090541+0.0018763i,0.00050863+0.00080029i,0.00093061-0.00028725i,0.00086342-0.0010544i,9.1033e-05-0.00030634i,-0.00055807+0.00075035i,-0.00025692+0.00084607i,0.00031178+0.0011487i,0.00043213+0.00069643i,-0.00029241-0.00048437i,-0.00049218-0.00044209i,-0.00056436-1.1169e-06i,-0.00070472+0.00022364i,-0.00045321+0.00083959i,-0.00032373+0.00012872i
0.0024465-0.00030833i,0.0016181-0.00098853i,0.00031335-0.0010484i,-0.0003479-0.0014378i,0.00024789-0.0011769i,-0.00023228+0.00023741i,-0.0006167+0.00081083i,-7.2695e-05+0.00048017i,0.00057061+0.00039323i,0.00059087-0.00083841i,0.00017749-0.0010286i,0.00057001+0.00034961i,0.00081051+0.0010431i,6.3638e-05+0.00028702i,0.00055387-0.00061085i,0.0012046+3.0279e-05i,0.00095212+0.00050196i,0.00048562+0.00036327i,5.0585e-05+5.0935e-06i,0.00017286-0.000399i,0.00023201-0.00081328i,-0.00010683-0.00045468i,-0.0005491-0.00075293i
-0.00036889+0.0016129i,0.00021031+0.0022626i,0.00074601+0.0026058i,0.0009953+0.0021924i,0.0014554+0.00036419i,0.0013669-0.00057289i,0.0009573-0.00094501i,0.00090192-0.00051735i,0.00095789+0.0006045i,0.00053835+0.000974i,0.00051714+0.00022919i,0.00049517-0.0001274i,0.00034994-0.000367i,-0.0001855+7.9452e-05i,-0.0010174+0.00056807i,-0.00085542+0.00078384i,-0.00097133+0.0013664i,-8.9192e-05+0.0013346i,0.0011295+0.0011646i,0.00087259+0.0011034i,0.00023623+0.00098636i,-0.00022231+0.0003326i,-9.6888e-05-0.0004047i
0.0011573-0.0005662i,0.00041357-0.0015418i,0.0002884-0.00085041i,0.0016744+0.00082262i,0.0023661+0.00039807i,0.0013113-0.00023488i,4.9834e-05+0.00030122i,5.1099e-05+0.00057809i,0.00033553+0.00044451i,0.00035699-0.00031952i,-0.00013298-0.00076438i,-0.00053871-0.00055564i,-2.2215e-05-0.00042377i,0.00014492-0.00023991i,-0.00049698-0.00034508i,-0.0004059+0.00019237i,-0.00051018+0.00070917i,-0.00039697+0.0006326i,-7.179e-05+0.0003542i,-0.00045559-4.8431e-05i,-0.00064267-0.00010461i,-0.00041691-0.00054712i,-0.00044097-0.0010436i
-0.0014431+0.0018728i,-0.00031295+0.0020868i,0.0011145+0.0025213i,0.0011549+0.0019971i,0.00076518+0.00057034i,0.0011972-0.0010361i,0.00084204-0.0003733i,-0.00012993+0.001197i,-1.4358e-05+0.0018438i,-4.499e-05+0.00099988i,-0.00066241-3.715e-05i,-0.0003151-0.00011119i,-0.00030408-0.00024883i,-0.0012207-0.00036389i,-0.00089597+0.0001467i,-0.00016817+0.00072705i,-3.0097e-05+0.00032391i,-0.00029736+0.00024085i,-5.4443e-07+0.00021897i,0.00068625-4.9235e-05i,0.00058234-0.00063113i,0.00059444-0.0015222i,6.1533e-05-0.0010796i
6.8088e-05+0.0005349i,-0.00020137+0.0005577i,0.00029026-1.4085e-05i,0.0016319-0.00095509i,0.0027054-0.00090652i,0.0018909-0.0001919i,0.00082283+0.0010423i,-9.81e-05+0.0015214i,-0.00017767+0.00056182i,-0.00038216-0.00021307i,-0.00030698-0.00011192i,0.00057725-0.00043553i,0.00037556-0.00016626i,-0.00044942+0.00047513i,-0.00039724+0.00038196i,-0.00085934+0.00020422i,-0.0011222-8.4601e-05i,-0.0003989+0.00013406i,7.4087e-05+0.0001051i,0.00028969+1.6025e-05i,-0.00010514+0.00035132i,-0.00031149+0.00012365i,-0.0005506+0.0006205i
