0.0012383+0.0019382i,0.0022672+0.0015783i,0.00087395-0.00012582i,-0.00072324-0.000952i,-0.0013232-0.00057195i,-0.0017232+0.0012558i,-0.0015823+0.0022311i,0.00017643+0.0011248i,0.0014547+0.00022565i,0.0012285-0.00049311i,0.00085558-0.00079035i,0.00033826-0.00075245i,0.00043368-0.00092881i,0.00021171-0.001199i,0.0001078-0.0015289i,0.00025253-0.00071619i,0.00026421-0.00050824i,0.00051587-0.0013158i,0.00016156-0.001195i,-6.7776e-05-0.00079443i,0.00018233-6.2006e-05i,0.00027419+0.00064805i,-0.00054364+0.00076215i
-0.0012025-0.000747i,-0.0015111+0.00065647i,-0.00080027-0.00016971i,-0.00010399-0.00059837i,0.00023906-8.1452e-05i,0.00065997+0.00019918i,0.00072346+0.00099251i,0.00058158+0.00043267i,0.00053766-0.0006776i,8.3203e-06-0.00022715i,-0.00032139+0.00027803i,0.00058413+0.0006943i,0.00049417+0.00065971i,0.00069845+0.00050572i,0.0012835+0.00038072i,0.00056248+0.00046629i,0.00046692+0.00085056i,0.0006125+0.0004096i,0.0002466-0.00040733i,-0.0002781-0.00053503i,-0.00034241-0.0004511i,0.00051881+0.00034375i,0.00046286+0.0010451i
-0.00037457+0.00062379i,-4.79e-05+0.00064512i,-0.00018239+0.00064047i,-0.00041864+0.00069499i,-5.764e-05+0.0010801i,-0.00010892+0.0011333i,-0.00057342+0.00047829i,-0.00025247-0.00058576i,-0.00017473-0.00020285i,-0.00048136+0.00046982i,-0.00073165-0.00016245i,-0.00091931-0.00061889i,-0.00077125-0.00049261i,-0.0004467-0.00022649i,0.0011207+0.00033937i,0.0012092+0.00085386i,3.4371e-05+0.00049066i,0.00058916-0.00041359i,0.00095809-0.00044247i,0.00030578+8.8037e-05i,-0.00035787+0.00040164i,-0.0005031+0.00029817i,1.68e-05-0.00050401i
-0.0010609+0.00099758i,-0.0013098+0.0012096i,-0.00044955+0.0025527i,0.00046411+0.0019736i,0.0006889+0.00038893i,0.0004171+0.00027516i,-6.0291e-06+0.00070255i,3.3335e-05+0.00030223i,0.0001941-0.00024906i,-0.00023206-0.00019095i,2.1595e-05+0.00033214i,0.00051392+0.00016038i,0.00031161-0.00011151i,0.00023894-0.00031185i,0.00054654-0.00053573i,0.00027944+0.00071971i,4.049e-06+0.0014812i,0.00077871+0.00085359i,0.00072758+0.00013763i,-0.0003478+1.0374e-05i,-0.00027885+0.00069883i,0.00033179+0.00038893i,0.00013664-0.00034568i
0.00098478-0.00063913i,0.0011908-0.00053115i,-0.0005206-0.0011293i,-0.0014668-0.00027052i,-0.0010796+0.00092051i,0.00037973+0.0011276i,0.00097443+0.00052546i,0.00031274-0.0002957i,3.5167e-05-0.0007604i,-3.7497e-05-0.00075772i,2.0345e-05-0.00021766i,7.3173e-05+0.00068228i,0.0002136+0.00073996i,0.00068665+0.00041285i,0.00068494+0.00024307i,0.00041789-5.4968e-05i,4.1056e-05-0.00066466i,0.00025679-0.00095176i,0.0005983-0.00033698i,-7.0916e-05+0.00033623i,-0.00096251-3.0539e-05i,-0.00053835-7.6499e-05i,-0.00034609+0.00043256i
0.00099646+0.00010755i,0.00028062-0.00055214i,0.00018263-0.0018125i,0.00088116-0.0022922i,0.00023307-0.00065032i,-0.00058508+0.00051005i,-0.00087686+0.00034051i,-0.0007881-0.00054169i,-0.00073115-0.0015822i,-0.00077363-0.00024391i,-0.00079184+0.00094207i,-0.00052974+0.00025224i,-0.00014473+6.1432e-05i,-3.3752e-05-0.00013161i,0.0002739-0.00037654i,0.00047041+0.00022306i,0.00064684+0.0004144i,0.0004099+0.00039469i,0.00028674+0.00064763i,0.00042016+0.00022592i,0.0001128-0.00051258i,-2.8134e-06-0.00038091i,-0.00021584-0.00020099i
-2.7603e-06-0.0011376i,0.00037968-0.00040067i,-0.0010805+0.00022445i,-0.001402+0.00097749i,-0.00058375+0.0011789i,0.00033417+0.0011991i,0.00056865+0.00012581i,0.0001378-0.00089655i,-6.1587e-05-0.00010842i,0.00022838-1.3168e-05i,0.00054454-0.00035801i,0.00085444-0.00026979i,0.00079767-5.3241e-05i,0.00081427+0.00030863i,0.00048499+0.00029052i,-5.8477e-05-0.00012642i,-0.00059494+0.00012457i,-0.00081592-8.6023e-05i,-0.0003802-0.00041143i,-0.00015675-0.00043392i,4.4079e-05-0.00025469i,0.00035623+2.9336e-05i,0.00017424-0.00013834i
-0.0011184-0.0002869i,-0.00053513+0.0011703i,-0.00050544+0.0010289i,-0.00053855+0.0011509i,-0.00027451+0.0016399i,-0.00052824+0.00063486i,-0.00081615-0.00017919i,-0.00021255-0.00014498i,0.00012352-1.0979e-05i,-0.00026314-0.00058838i,-9.8061e-05-0.00024011i,0.00030483+0.00029917i,0.00024095+0.00030918i,8.4576e-05-4.7617e-05i,0.00055783-0.00073485i,0.00079138-0.00053219i,0.00043272-5.3059e-05i,0.00024697+4.0331e-06i,0.00019052+0.00047977i,-0.00012121+0.00051457i,-0.00023993+4.6193e-05i,-0.00010469+0.00026896i,0.00030319+0.00052532i
0.00042221+0.0003589i,0.0018478-0.00088571i,0.0024285-0.0013143i,0.0020691-0.00072176i,0.0011194+1.9994e-05i,0.00019287+0.00052331i,-5.171e-06+0.0012139i,0.00072381+0.0010199i,0.0010496-0.0003492i,-0.00022723-0.00090966i,-0.00080802-0.00029739i,-0.00034635-0.00025556i,-3.4892e-07-0.00038821i,-0.00024899+9.6324e-05i,-0.00028704+0.00016328i,0.00020732+0.00073223i,0.00011442+0.00088319i,-4.7554e-05+0.00067162i,0.00060496+0.00065986i,0.00072084+0.00047272i,2.1296e-05+0.00015867i,0.00024108-0.00017137i,0.00059442-0.00031945i
0.0011545+0.0021982i,0.00126+0.0015694i,0.0011417+0.00045985i,0.0011706+1.2964e-05i,0.0002857-0.00016383i,-7.0547e-05-0.00010422i,-1.7885e-05+0.00055587i,-0.00033512+2.0288e-05i,0.00011935-0.00029899i,0.0011551-0.00022672i,0.0011224-0.00011613i,0.00057899+0.00019204i,0.00082433+4.6452e-05i,0.00049871+0.0001487i,-0.00039041+0.00010574i,-0.00083275+0.00099642i,-0.00027693+0.0014964i,0.0004305+0.0012709i,0.00088534+0.00037608i,0.00083357-0.00051588i,0.00063763-0.00038136i,-0.00012979-0.00057702i,-0.00024276-0.00041449i
0.00093267+0.0025615i,0.0012826+0.0022579i,0.0017787+0.0018438i,0.0021656+0.000844i,0.0012161+0.00072313i,0.00023889+0.0010801i,-0.00062652+0.0015103i,-0.00087641+0.0016117i,-0.0001937+0.00074788i,-0.00030179+5.3732e-05i,-0.00029739-0.00059547i,-5.7807e-05-0.00096491i,-4.3493e-05-2.0411e-05i,-0.00083719+0.00050534i,-0.001356-0.00015525i,-0.0010223-0.00027811i,-0.00085522+0.000756i,-0.00044297+0.0010105i,6.0374e-05+0.00078624i,-0.00028905+0.00034349i,-0.00057839-0.00044173i,-0.00048255+0.00044083i,-0.00051907+0.00080652i
-0.0010112+0.0013129i,-4.9452e-06+0.0016359i,-0.00013841+0.0019588i,-0.00029833+0.00087899i,-0.00037689-0.0005458i,0.00010313-0.00032574i,0.00019144+0.00068529i,-0.0005793+0.00070209i,-0.001107-4.5993e-05i,-0.00064804+7.7361e-05i,-0.00034756+0.0005626i,0.00045202+0.00031281i,0.00094185-0.00059653i,0.00053972-0.0012172i,0.00051569-0.00079636i,0.00059201+1.9776e-05i,4.0148e-05+0.00077815i,-0.0008425+0.00063209i,-0.00014755-0.00023622i,0.00063463-0.00047936i,0.00030199-0.00045642i,0.0010035+0.00018921i,0.001213+0.0010502i
-0.00016551+0.00013606i,0.0001401-0.00060905i,6.5457e-05-0.0016182i,3.9146e-05-0.0010812i,0.00021103-0.00034807i,-0.00033103+0.00067177i,-0.00041052+0.001276i,-0.00034658+0.00099746i,-0.00015276+0.00051133i,1.6208e-05-2.0369e-05i,-0.00021861-0.00017015i,-2.0192e-05+0.00032465i,-5.6631e-06+0.00061165i,-0.00041315+0.00078571i,-6.3952e-06+0.0013516i,0.00065858+0.0015139i,0.00031051+0.0002389i,4.212e-05-0.00019754i,-8.1921e-05+0.00029139i,-6.9861e-06+0.00057282i,-0.00040001+0.000282i,-0.00033-6.7086e-05i,0.00017627+0.00010229i
0.0011922+0.00056364i,0.00077751-0.0011699i,0.00049072-0.0018356i,-4.2887e-05-0.00058231i,-0.00067091+0.00041721i,-0.0012047+0.0010172i,-0.00038647+0.00134i,0.00045087+0.00081891i,0.00026177+0.00040194i,-1.3922e-05-0.00036251i,-7.9468e-05-0.0011185i,-0.00012465-0.00074166i,-2.0067e-05+0.00036996i,0.00045171+0.0009851i,0.00044238+0.00089399i,5.4249e-05+0.00021532i,-0.00021888+2.337e-05i,0.00015311+0.00031129i,0.00036151-0.00020193i,0.00062289-0.0010012i,0.00030554-0.001113i,-0.00027779-0.00091588i,0.00032947-0.00046107i
-0.001771+0.00065449i,-0.0031349+0.0012578i,-0.0027116+0.00078921i,-0.00086265+0.00050135i,-0.00015135-7.5339e-05i,0.00027912+0.0004594i,0.00017089+0.001414i,0.00018518+0.00097213i,0.00035937+0.00014226i,0.00049877-0.0001146i,0.00095902-0.00031873i,0.0014704+0.00016156i,0.0011951+0.00026027i,0.00063397+5.24e-06i,0.00048278-0.00022686i,0.00084758-0.00015302i,0.0013706-0.00013604i,0.0008345-0.00030287i,2.4659e-05-0.00014549i,0.00024921+0.00061695i,-0.00025658+0.00074254i,-0.00016069+0.0005856i,0.0004329+0.0002978i
-0.00053328+0.0007372i,-0.00079339+0.0002858i,0.0010838-0.00039446i,0.0023512-0.0013406i,0.0015518-0.00073429i,-0.00010792+0.00059737i,-0.0011308+0.0011581i,-0.00074675+0.0010383i,0.00013383+0.00035509i,0.00038153-0.0001381i,-0.00014056-0.00024597i,-0.00030055+0.00027675i,-0.0004036+0.00096664i,-0.00017449+0.00098484i,0.00016728+0.00072183i,0.000686+0.00066001i,0.0012953+0.00098933i,0.00013576+0.00043632i,-0.00031757-0.00015496i,0.00027573+6.0674e-05i,0.00011311-0.00011943i,-0.00012382+0.0001668i,8.5347e-06+0.0003013i
0.00069858+0.0010785i,0.00031103+7.2769e-05i,0.00017374+0.00044068i,0.00025044+0.0014269i,0.0010233+0.0015097i,0.00094672+0.0017809i,-4.9009e-05+0.0013343i,-0.000593+0.00039859i,-3.5116e-05+0.00030528i,0.00059196+0.00032487i,0.0006192-9.4764e-05i,6.773e-05+0.00015894i,-0.00021546+0.00023443i,8.4998e-05-0.0003002i,0.00081372-0.00053508i,0.0010411-0.00049236i,0.00024177-0.00047195i,-0.00011063-1.1426e-06i,-0.00016408+0.00063253i,-0.00028659+0.00062838i,0.00066034+0.0005728i,0.0011693+0.00014172i,0.0007473-5.7038e-05i
-0.00022954+0.00058599i,-9.596e-05+0.00031374i,-0.00045391+0.00047468i,-0.00029659-0.00032625i,0.00027225-0.00058832i,0.00026705+0.00040117i,-0.00041259+0.00099322i,-0.0008561+0.0012133i,-0.0011939+0.00078041i,-0.0011519+0.00020103i,1.6597e-05+0.00017327i,0.0010904+0.00033646i,0.00050114+0.00011594i,-0.00054314+1.0218e-05i,0.0002262+0.00026691i,0.00031538+4.2166e-05i,-0.00046574-3.447e-05i,-0.00063699-6.6127e-05i,-0.00012094-0.00049985i,0.0005822-0.00033404i,0.0003898+0.00074304i,-0.00051134+0.0012916i,-9.5095e-05+0.00074757i
0.0010015+8.6938e-05i,0.0010052-0.00034067i,0.001059-4.6758e-05i,0.00089257+0.0007801i,0.00014833+0.00037412i,0.00067686+0.00024821i,0.0013584+0.0011222i,0.00036994+0.00083578i,-0.0004636+0.00032935i,1.8114e-05-9.6046e-06i,0.00070817-1.1971e-05i,0.00027891+0.00015821i,5.9913e-05+8.1594e-05i,0.00080404-0.00030324i,0.00044813-9.5435e-05i,5.2332e-05-0.00017935i,0.0001524-0.0003466i,-0.00047836-0.00034528i,-0.001215+0.00015899i,-0.00054268+0.00015216i,0.00012847-0.00042604i,-0.00040365-0.00068429i,-0.00011468-0.00056294i
0.00046001+0.0015124i,0.00044954+0.00152i,0.00023977+0.0014196i,-0.00038761+0.00058395i,0.00063777-0.00025436i,0.00092411+0.00014949i,-0.00018165+0.00079769i,-0.00031628+0.00044924i,-0.00034573-0.00040814i,-0.00060714-0.00051817i,-0.0005736+0.0002376i,-0.0008327+0.00077788i,-0.00072032+0.00028289i,6.5071e-06+0.00023706i,0.0001941+0.0001321i,-6.7221e-05+0.00036418i,-0.00020255+0.00087126i,1.7099e-05+0.00087634i,0.00046468+0.0005236i,0.00042898-0.00019014i,-0.00051772+0.00028032i,-0.00098151+0.00069183i,-0.00074981-0.00026271i
-0.00040647+0.00076308i,-0.00046323-0.00020188i,-0.00095497-0.00025496i,-0.00066144-0.00045757i,-0.00035342-0.00048296i,-0.00062456+0.00016443i,-0.00073018+0.000495i,-0.00039296+0.00051182i,-0.0001627+0.00022534i,-0.00053834-0.00030069i,-0.00036602-0.00036425i,-0.00032924-0.00013199i,-0.00045119+0.0002832i,0.00040204+0.00039425i,0.00048183-0.00019357i,0.00067602+0.00040866i,0.00098617+0.00062919i,0.0001783+2.7162e-05i,-0.0005432-0.00022471i,-0.00046697-0.0010987i,-0.00034477-0.0011257i,-0.00050953-5.5906e-05i,-0.00037718+0.00058337i
-0.00064717+0.0014958i,-0.00064489+0.00095244i,-0.00032478+0.0001809i,0.00045567-0.00059166i,4.3691e-05-0.00055857i,-0.001346+0.00063349i,-0.001754+0.0012131i,-0.00054592+0.00034863i,0.00056542+0.00028795i,0.000392+0.00045163i,0.00015875-0.00078942i,-0.00018992-0.0012787i,-0.00030685-0.00079618i,0.00032803+0.00013299i,0.00072216-0.00022729i,0.00031023-0.0005388i,1.4103e-05+0.00065977i,0.00012689+0.0014051i,0.00025351+0.00070406i,0.00023931+0.00055721i,0.00023591+0.00037555i,6.924e-05-0.00022136i,-0.00010409-0.0008091i
0.001169+0.00032977i,0.00083501-0.00041958i,0.00028721-0.00079129i,0.00015931+0.00027773i,0.00029217+0.0018135i,0.00038012+0.0017204i,0.00057969+0.00074889i,0.0006546-7.163e-05i,0.0006077-0.00051927i,5.7231e-05-0.00032536i,-0.00017412+0.00016878i,-1.783e-05+0.00035787i,9.5771e-06+0.00047133i,3.5651e-05+0.0013413i,-5.6889e-05+0.0012624i,-0.00023602+0.00048999i,-0.00045922+1.1323e-05i,0.00022454-0.00016937i,0.0004325-5.6623e-05i,-0.00024736-0.00073716i,-0.00034225-0.0011334i,0.00067657-0.00074802i,0.00041727-0.00054675i
0.00068209-0.00027713i,0.00014625-0.00058911i,-0.00050051-0.00087078i,-0.001446-0.00017011i,-0.0020137+0.00015816i,-0.0012091+0.00028617i,-0.00053842+0.00067268i,-0.00022398+0.00020413i,-0.0003761+7.9761e-05i,-0.00065703+2.7668e-05i,0.00024982-0.00028104i,0.0011038-8.0801e-05i,0.00069555+0.0001401i,-0.00026328-7.9393e-05i,0.00070758-0.00026979i,0.0013783-0.00040456i,0.00097331+6.0025e-06i,0.00044318+0.00065334i,0.00028076-5.4391e-05i,0.00057987-0.00033425i,0.00036459+0.00045342i,0.00081206+0.00078154i,0.0010804+0.00053252i
0.0004997+0.00072014i,-2.5257e-05+0.00078588i,-0.0004028+0.00025531i,0.00054767-4.8802e-05i,0.00048266+0.00074633i,-0.00068641+0.0014809i,-0.00071701+0.0010201i,-0.00044777+0.00068266i,-0.00071238-2.8015e-05i,-0.00082115+3.4532e-05i,-0.00081765+0.00084004i,-0.00027926+0.00079269i,-0.00047069+0.00031695i,6.7529e-06-0.00015297i,0.00084435+0.00045641i,0.00034509+0.00046802i,-0.00031328+0.00019092i,-0.00081648+0.00027707i,-0.0008032+0.00018062i,-0.00046743+5.5657e-05i,0.00017411+6.5425e-05i,-9.3457e-05-2.9558e-05i,-0.00049469+0.0004634i
-1.8783e-05+0.0012726i,0.00056628+0.0005794i,0.00070319-0.00021068i,-5.2888e-05-0.00045892i,-0.0010809-0.00067422i,-0.0014146+0.00055629i,-0.001137+0.0014419i,0.00026761+0.00069025i,0.00093768-0.00017375i,0.00040548-0.00080469i,-0.000239-0.00053671i,-0.0011874-0.00032754i,-0.0011018-0.0003484i,-0.0004015-0.00031694i,-0.00019981-0.00042241i,4.5525e-05-0.00057737i,0.0010088-0.00049695i,0.00065698+0.0003172i,-0.00066251+0.0010209i,-0.00065532+0.0012918i,-0.00015004+0.0009398i,-0.00044053-0.00012049i,-0.00041041-0.00066767i
0.0001167+0.0018626i,0.001232+0.0018677i,0.0019816+0.0018887i,0.0012029+0.0013675i,0.00027213+0.0011366i,-0.00087524+0.0010839i,-0.0011288+0.00087368i,-0.00058323+0.00058221i,-0.00025033-0.00014336i,-0.0005765-0.00033854i,-0.00028991-0.00011728i,0.00028113-0.0002702i,0.0002484-5.7173e-05i,-0.00017039+0.00070593i,-6.0669e-06+0.0003314i,0.0004715-0.00030914i,0.00065095+0.00014003i,0.00039676+0.00050791i,0.00051971-2.3026e-05i,0.00073093-0.00039581i,0.00055386-0.00017216i,-1.3045e-05-0.000162i,-7.7757e-05-0.00053014i
0.00073027-0.001063i,-0.00017524-0.0010481i,-0.0010163-0.00068292i,-0.0010175-3.1338e-06i,-0.00088826+0.0017231i,-0.0008471+0.0028837i,-0.00027918+0.0022082i,-6.6663e-05+0.0013487i,-0.00020522+0.00080285i,0.0002222+0.00027118i,0.00064695+2.3827e-07i,0.00020749-0.0001462i,1.4006e-05+0.00018755i,0.00013653+0.00038601i,3.9582e-05-0.00023185i,8.1582e-05-0.00021152i,0.00022656+0.00081183i,-6.039e-05+0.00086028i,-0.00037104+0.00061507i,-0.00049619+0.00013952i,-7.8731e-05-0.00021023i,0.00045877+7.1557e-05i,0.00048211+0.00014993i
-0.0013158+0.0019922i,4.4468e-05+0.0016624i,0.0015426+0.0010826i,0.0010877+0.00020627i,0.00048897-6.0561e-06i,-4.4365e-06-0.00012739i,-0.00025559+3.1905e-05i,-0.00033874+0.00073037i,-0.00076947+0.00015108i,-0.00069007-3.9096e-05i,-0.00037272+1.8049e-05i,1.6018e-05+0.00015586i,0.00044323-9.1595e-05i,0.00016803-0.00020421i,-0.00033625+0.00047649i,-0.00036773+0.00063105i,-0.00036041+0.0002477i,-0.00049434+0.00026265i,-0.00083355+0.00016973i,-0.00033627-0.00015559i,0.00046099-0.00017989i,-2.2654e-05+5.9701e-05i,-0.00060746-0.00049322i
-0.00034421-0.0020826i,-0.00061422-0.00065939i,-0.0010673+3.7852e-05i,0.00018947-1.2934e-05i,0.00038161+0.00051735i,-0.0004939+0.0013274i,-0.00019537+0.0013885i,0.00033275+0.00038038i,-0.00016736-0.00056833i,-0.0003859-0.00034707i,-7.4667e-05-0.00041042i,-0.00010965-0.00032158i,-4.0389e-06+0.00035259i,0.00065591+0.00081461i,0.00042421+0.00016588i,-0.0004186+0.00025022i,-0.00088509-5.0112e-05i,-0.00036638-0.00091779i,0.00020195-0.00057579i,1.8991e-05-0.00046408i,0.00052828+0.00018048i,0.0005411+0.00023495i,-0.00010832-0.00038459i
0.0010428+0.001023i,0.00050125+0.0011853i,-0.00026908+7.6157e-05i,-0.00023174-0.0002436i,-0.00064929+0.00041458i,-0.0012166+0.0012975i,-0.00072995+0.0015445i,0.00059877+0.00064848i,0.0012131-0.00011037i,0.00025344-0.00055164i,-0.00076658-0.00036026i,-0.00075003+0.00041688i,-0.00015635+0.00026471i,0.00070859+0.0004487i,0.00093982+0.00098621i,0.00050188+0.001108i,0.00021377+0.00032311i,0.00047812+9.1398e-05i,0.00078232+0.00031272i,0.00060765+0.00028283i,0.00049185-0.00021756i,0.00063372-0.00042347i,0.00085018+0.00027638i
-0.00065365-0.0014078i,-0.00034554-0.0011765i,-0.00067246-0.00053079i,-0.00043918+0.0012245i,0.00039516+0.0016972i,0.00048777+0.00044508i,-0.00020174-0.00031848i,-0.00051916-0.00084231i,-0.00063478-0.00058357i,-3.7214e-05+0.00044461i,0.00061025+0.00067449i,0.0004914-0.00020316i,-0.00039465-0.00025342i,-0.00055366-0.00011884i,-8.172e-05-0.00049515i,0.00037676-0.00055714i,2.9068e-05+0.00034044i,-0.00069593+0.00076826i,-8.8205e-05+0.00043593i,0.00014462-3.1676e-05i,-0.00022997-0.00013135i,0.00046434+0.00029764i,0.0013839+0.00039203i
0.00099863-0.0011366i,-0.00010216-0.0010526i,-0.00059816-0.0010974i,-0.00062869-0.0011383i,-1.3158e-05-0.00053885i,0.00055505+0.00098304i,0.00080265+0.0014074i,0.00044476+0.0012079i,-7.0316e-05+0.00055959i,-0.00010496-0.00019801i,0.00041497-0.00034821i,0.00039698+0.00088994i,0.00039846+0.0010566i,0.00020449+0.0003714i,0.00047982+0.0011864i,0.0011349+0.0013942i,0.00067485+0.00086488i,0.00032191-0.00025934i,0.0006239-0.00061597i,0.00031541+0.00034405i,-0.00021308+0.00037971i,-0.00032242-6.1304e-06i,-0.001131-0.00021478i
0.00063803+0.0011703i,0.00084685+0.00019611i,0.0016946-0.00043666i,0.00091122-0.00059963i,-0.0010402-0.00015578i,-0.0020135+0.00034029i,-0.0012259+0.00073782i,0.00047477+0.0002447i,0.001081-0.00056157i,0.00089735-0.00096825i,0.0010721-0.0006914i,0.00036737-0.0002248i,-0.00042459-0.00016092i,-3.8524e-05-0.00036611i,-0.00045197+0.00041738i,-0.00082127+0.0014296i,-0.00041556+0.001628i,-0.00050361+0.0009552i,-0.00063833+0.00052299i,0.0002207+0.00037565i,0.0014517-0.00025433i,0.0010085-0.00049052i,-0.00020811-0.0003727i
0.00035371+0.00079566i,0.00018474+0.0011864i,-8.892e-05+0.0010615i,0.00016642+0.00071589i,0.00083575+0.00029142i,0.00072432+0.0005137i,0.00029465+0.0010354i,0.00014485+0.0010778i,1.5507e-05+0.00079333i,7.8883e-05+0.00024427i,0.0005259+0.00012751i,0.00074117+0.00026234i,0.00089129+4.1346e-05i,0.001276-2.6529e-05i,0.0014173-0.00040299i,0.00073735-0.00034127i,-0.00057725+0.00020469i,-0.0015421+0.00048918i,-0.0012739+0.00031757i,-0.00066327+0.00023424i,-0.00072377+0.00067649i,-0.00020699+0.00049672i,-0.00030881-0.00010693i
-0.00089044+0.00023055i,-0.00025724+0.00025956i,-0.0005881+0.00027369i,-0.001322+0.00027742i,-0.0013922+0.00089187i,-0.0011968+0.00056703i,-0.00097535-2.7708e-05i,-0.00048554+0.00011331i,-0.00018756+0.00047506i,-0.00020222+0.0007488i,-0.00049341+0.0013034i,-0.00032407+0.00082904i,0.00027306+0.00030679i,0.0014754+0.00034022i,0.0019506+0.00022615i,0.0011977+0.0003863i,0.00013605+0.00054569i,-0.00058627+0.00059077i,-0.00074306+0.00091525i,-0.00059597+0.00077071i,5.4373e-05+0.00038505i,0.00090834+2.3998e-06i,0.00099753+2.6678e-05i
-0.00078856+0.0014701i,-0.00054809+0.0021103i,0.00047417+0.0021255i,0.0013693+0.001065i,0.00075497+0.00016676i,5.3553e-05+0.00092921i,-4.8649e-05+0.00098525i,1.5837e-05+0.00032246i,-4.7173e-05+0.00042857i,0.00023017+0.00043815i,0.00037861+0.00058357i,-4.3976e-05+0.00083676i,-0.00043817+0.00027855i,-0.00027097-0.00023993i,-0.00020833+0.0001204i,0.00026921+0.0006096i,0.00050619+0.00064974i,-0.00030592+0.00011106i,-0.00083856-0.00050266i,-3.4041e-05-0.0012308i,0.000404-0.0012633i,0.00050263-0.00041861i,0.00071652-0.00016531i
-0.00047028+0.00056809i,-2.0333e-05+0.0014124i,-0.00021809+0.0013036i,-0.0011499+0.00081547i,-0.001022+0.00023846i,0.00044745+1.5738e-05i,0.00045943+9.3692e-05i,0.00012099-0.00040669i,-2.1423e-05-5.4247e-05i,-0.00012844-5.2882e-06i,0.0003134-0.00019283i,0.0006277-0.00020603i,0.00030247+0.00017949i,-0.00081911+0.00074901i,-0.0010081+0.00083728i,0.00010325+0.00089679i,0.00014201+0.00078427i,-0.00049016+2.188e-05i,-0.00013053-0.0003228i,-0.00011001-3.7734e-05i,-0.00084686+0.00016435i,-0.00081301+0.0003092i,-0.00051083+5.5148e-05i
0.00062781+0.00087282i,0.0010636-2.8215e-05i,0.0015615-0.0022398i,0.00069579-0.0022317i,-0.00075778-0.00062843i,-0.00082411+0.0010156i,-9.1558e-05+0.0012146i,0.00037759+0.00080411i,-3.9614e-05-0.0002947i,-0.00059858-0.0008706i,-0.00017235+0.00027995i,0.00028938+0.00060505i,0.00018664-6.8576e-05i,4.9616e-07+0.00057519i,0.00022104+0.0018466i,-0.00012643+0.0012098i,-0.00049703+7.8297e-05i,-0.00039073+0.0003336i,-0.00056799+0.00056175i,-0.00055961+0.00034013i,-0.00049426-0.00031074i,-0.00058735-0.00069347i,-0.00056938-0.00039059i
-0.00079916-0.00020045i,-0.00015238-1.0346e-05i,0.00056673+0.00049814i,0.0013902+0.00088938i,0.0010369+0.0003716i,0.00061623+0.00057695i,0.00051467+0.00054363i,0.00084487+0.0004187i,0.00034017+0.00078034i,-0.00054065+0.00083644i,-0.00020679+0.00067541i,0.00095252+0.00023788i,0.0015103-0.0004489i,0.0013055-0.00046041i,0.00061873+7.5345e-05i,0.00017244+0.00044916i,-8.0641e-05+0.00050355i,-0.0001409+0.00026442i,0.00024488-0.00031283i,0.0010719-0.00088939i,0.00068128-0.00061595i,-0.00079194-0.00031876i,-0.00069446+0.00042511i
0.00036582-0.00051301i,0.00071601+0.00021681i,0.00083363+0.00049724i,-0.00021841+0.00058296i,-0.0008396+0.0011123i,-0.0003829+0.0023562i,-0.00014649+0.0020528i,-0.00013139+0.00046239i,-0.00025179-0.00069927i,-0.00071986-0.00077896i,-0.00014503-0.0002442i,-0.00020912+0.00032351i,-0.00076826+0.00054996i,-0.00066104+0.00069909i,-0.00038349+0.0011042i,0.00035936+0.00063188i,0.0011276+1.2091e-05i,0.00071071+1.904e-05i,-3.0565e-05+0.00011027i,-0.00034917-0.00042309i,-0.00045758-0.00064516i,0.00015506-0.00040793i,0.00089202-3.5163e-05i
0.0013066+0.0015421i,0.002568+0.0026338i,0.0023563+0.0024795i,0.0016972+0.0013113i,0.00066857+0.00077309i,-0.00037352+0.00050236i,-0.00030107+0.0010202i,-0.00030123+0.0015222i,-0.00046087+0.0011651i,-0.0013503-0.00011013i,-0.0016575-0.0013105i,-0.00098876-0.0012319i,-0.00011155-0.000381i,0.00010381-7.1219e-05i,-0.00059963+0.00022504i,-0.00065964+0.00047568i,-0.00062744-3.6688e-05i,-0.001324-0.0004294i,-0.0008228-9.0872e-05i,-5.9161e-05+0.00036046i,-0.00010313-0.00017566i,-6.9607e-05-0.00018294i,0.00028689+0.00042591i
-6.9946e-05-0.00039287i,-0.00042641+0.00025024i,-0.00026508+0.00018136i,-0.00094524+0.00016305i,-0.0013373+0.00019685i,-0.00093572+0.00074301i,-0.00052329+0.0012237i,-0.00027498+0.00084273i,-0.00079616-0.00036483i,-0.00086113-0.00094201i,-0.00014758-0.0010992i,3.1758e-05-0.0012703i,-0.00025011-0.00070788i,6.2853e-05+1.9919e-05i,0.00084756+0.00018806i,-0.00025899-9.3621e-05i,-0.0009081-5.7744e-05i,-0.00051264+0.00068219i,-0.00051564+9.2727e-05i,-0.00029381-0.00032372i,-0.00047273+0.00062515i,-0.00060849+0.00064238i,-1.0998e-05+0.00049328i
