-0.0024395+0.00087668i,-0.0014717+0.00031765i,-0.0026499+0.00070052i,-0.0025561+0.0010787i,-0.001327+0.0022685i,-0.0009828+0.0026055i,-0.00072899+0.0020181i,0.00015264+0.0018185i,0.00095658+0.0015101i,0.0010061+0.00080015i,0.00059454-0.0004414i,0.00057207-0.0004666i,0.00077362-0.00021256i,0.00081255-0.0003804i,0.00026872+0.00013941i,-0.00014514+2.4002e-05i,-0.00025921-0.0010816i,0.00071984-0.0011045i,0.0007741-0.00050329i,0.00015905-0.00019559i,8.9679e-05-5.3854e-05i,0.00017881+0.00022566i,0.00012796+0.00030069i
-0.00044193-8.7842e-05i,-0.00050688-0.0011503i,-0.0014458-0.00061408i,-0.001595+0.00083594i,-0.00102+0.0011238i,-0.00068192+0.00063694i,-0.0005135+0.00021253i,-0.00086936-1.4206e-05i,-0.00028057+0.00012852i,0.00066236+0.00016266i,0.0013422+0.00035488i,0.0010757+0.00080746i,0.00046183+0.00068247i,0.00024494+0.00041744i,0.00036827+0.00091215i,-2.3544e-05+0.00068616i,-0.00055984+8.8138e-07i,-0.0012757-0.00016626i,-0.001327-0.0010534i,-0.00089491-0.0018874i,-0.00087397-0.0011739i,-0.00060206-0.00026648i,-0.00026723-0.00031555i
0.00034533+0.00089189i,3.6648e-05+0.0005532i,4.3432e-05-0.00069079i,0.00016986-0.0012231i,0.00036522-0.0010811i,0.0010654-0.0017011i,0.0004841-0.0010361i,-0.00036555+7.083e-05i,-0.0002547-0.00071057i,-0.00041643-0.00092281i,4.2857e-05-0.00022001i,1.3322e-05+1.6696e-05i,-0.00074068-0.00041895i,-0.00060571-0.0006981i,-0.0003001-0.00058361i,0.00046405-0.00032797i,0.00092179-0.00079748i,0.00056679-0.00052562i,0.00025129+0.00021739i,-0.00031586-0.00046917i,-0.00091111-0.0011069i,-0.00062271-0.00085272i,-0.00073133-0.00073574i
0.0021066+0.0004511i,0.0010401+0.00068911i,0.0014427+0.0016846i,0.002393+0.0012734i,0.0020198+0.00038621i,0.00024989+0.00032082i,-0.00056025-0.00073534i,-0.00031967-0.0012515i,-0.00056233-0.0011263i,-0.00070014-0.0013859i,-0.00035147-0.0009957i,0.00023358+3.992e-05i,0.00052435+0.00065326i,8.5293e-05+0.0004028i,0.00048717-0.00017665i,0.00072505-0.00054971i,-4.2298e-05-0.00042097i,2.9556e-05-0.00067972i,-0.00024566-0.00062717i,-0.00038389-0.00018511i,0.00032384+6.2085e-05i,0.00046102+9.3574e-05i,-0.00012196-0.0007306i
-0.0012228+0.00061318i,-0.0027052+6.4493e-05i,-0.0025181+0.00063933i,-0.0013577+0.0014141i,-0.00063713+0.00099819i,0.00014758+0.00046597i,0.00041727+0.00085096i,0.00014566+0.00079069i,-0.0003647+0.00047067i,0.00023147-6.0219e-05i,0.0012219-4.288e-05i,0.00070911+0.00063248i,0.00027813+0.00026869i,7.2435e-05-0.00036192i,-0.00029295-0.00039668i,-0.00031732-0.00050179i,-0.0001998-0.00040034i,-0.00015476+1.3611e-05i,0.0003989+0.00071205i,0.00032349+0.00087944i,-0.00010654+0.0002208i,-5.3298e-05-3.9472e-05i,0.00017505+0.00061323i
0.00096663-0.00021296i,0.0018977-0.00017591i,0.00083165-0.00011212i,-0.00082341-0.00068108i,-0.0010189-0.0006327i,-0.0014848-0.00011148i,-0.0016261-0.00052516i,-0.0008718-0.00062979i,-0.00026946-5.3369e-05i,-0.00047957+0.00014375i,-0.00099324-0.00013723i,-0.000756-0.00014896i,0.00011894-6.4887e-05i,4.4294e-05-1.4304e-05i,0.00016477-4.426e-05i,0.00022365-0.00058659i,-8.804e-05-0.0011662i,-0.00038288-0.00082826i,-0.00072543-5.7259e-06i,-0.0011564-0.00047296i,-0.00057287-0.00073857i,-6.2319e-05-0.00048996i,0.00021289-0.00070689i
0.0021803-0.00046021i,0.0015064-0.00032862i,0.0023511-0.00051708i,0.00219-0.00054052i,0.00073085-0.00038883i,-0.0011615+5.7808e-05i,-0.0015992+0.00023931i,-0.00018234+8.7194e-05i,0.00097932+0.00044283i,0.0012033+0.00010367i,0.00073477+2.9822e-05i,-3.0107e-05+0.0008276i,-0.00086345+0.00044571i,-0.00092849-0.00010259i,-0.00095779-0.00021896i,-0.00056098-0.00018479i,-0.00012553-0.00045726i,-0.00036854-0.00079708i,-2.1357e-05-0.00086793i,2.1174e-05-0.00070733i,-0.00048913-0.00044613i,-0.00057783+0.00013429i,0.00025432+0.00039539i
0.00013466-0.00051769i,0.00090106+0.00018338i,9.2031e-05+0.0012199i,-0.00019442+0.0008286i,0.00086801+0.00035911i,0.00051356+0.00031469i,-0.00081011-0.00051298i,-0.0011907-0.00036994i,-0.0010089+0.00047732i,-0.00082966+1.5137e-05i,-6.6244e-05-0.00079979i,0.00056478-0.00072041i,0.00082673-4.535e-06i,0.00098296+0.00074386i,0.00010846+0.00051962i,-0.00025971-3.0525e-05i,-0.00054131-0.00047076i,-0.00059827-0.00092347i,0.00012104-0.00067952i,-3.5679e-05-0.00012345i,-0.0007072+9.0526e-05i,-0.0012392+0.0002097i,-0.00050742+5.995e-05i
0.00035182-0.0021974i,0.00013068-0.0020131i,-0.00062309-0.0019967i,-0.001955-0.00095995i,-0.0025778+0.00023476i,-0.0016373+0.00037026i,-7.0726e-05+0.00043068i,0.00064087+0.00013861i,7.1702e-05-0.00032333i,-0.00044928+0.0003438i,-0.00060534+0.00071625i,-0.00041441+0.00043934i,-0.00057844+0.0004575i,-0.0005524+0.0005387i,-0.00030677+0.00024784i,0.00027999-0.00014151i,0.00063319-0.00053611i,-1.4e-05-0.00039446i,-2.9719e-05-0.00066183i,0.00017005-0.00071703i,-0.00027595+0.00019345i,-0.00021043+0.00071362i,0.00035144+0.00042617i
0.0037938+0.0014166i,0.0032661+0.0008906i,0.0033841-0.00057393i,0.002483-0.0024083i,0.00034759-0.0032279i,-0.0005881-0.0023002i,-0.00083246-0.0010468i,-0.00064046-0.00098944i,-0.00049903-0.00027399i,-0.00062092+9.653e-05i,-0.00086182-0.00021883i,-0.00099444-0.00034345i,-0.00087752-8.033e-05i,-0.00046509+0.00045174i,9.8934e-05+0.00029118i,-1.8963e-05-0.00047489i,-0.00058719-0.00015097i,-0.0006035-0.00069869i,-0.00033326-0.00095993i,-0.00014373-0.00014538i,0.0002395+0.00010806i,2.7541e-05-0.00045975i,-0.00056522-0.0005991i
-0.00056561-0.00223i,-0.0011905-0.0020293i,-0.00064217-0.0018316i,-0.0002003+3.6685e-05i,1.7297e-05+0.00011198i,0.00067122-0.00063242i,0.00065529-0.00049615i,0.00017832+0.00031023i,-0.00063508+0.00042477i,-0.0014258-0.00024941i,-0.0011381-0.0006596i,-0.00011872-0.00069578i,0.00065793+0.00039979i,0.0011939+0.00085751i,0.0011092+0.00012169i,0.00088015-0.00040101i,0.00056458-0.00086183i,6.3063e-05-0.0017888i,6.6616e-05-0.0021525i,-0.00025934-0.0010741i,-0.00017797-0.0001253i,6.6643e-05+0.00041549i,-2.7311e-05+0.00045854i
0.00055312+0.00078883i,0.00070821+0.00082128i,0.0010146+0.00097448i,0.0015204+0.00082757i,0.0018547+0.0002305i,0.0012354-0.000303i,0.00039104-0.0002228i,2.9832e-05+7.631e-05i,-0.00025598-7.5255e-05i,-0.001072-4.2669e-05i,-0.001482-3.0173e-05i,-0.00064406+0.00030268i,-0.00023468+0.00093573i,-0.00063255+0.000833i,-0.0011166+0.00030813i,-0.00079223-0.00029307i,0.00039966-0.00075051i,0.0012456-7.0536e-05i,-4.2311e-05+0.00080113i,-0.0012338+0.0009109i,-0.00049355+0.000588i,0.0001658+0.00034885i,0.0002651+0.00014104i
0.0019449-0.00077288i,0.00051333+6.9289e-05i,-0.00091531-2.319e-05i,-0.0014223-0.00062386i,-0.0019355-0.00077191i,-0.0017435-0.00020164i,-0.00045832+0.00040765i,0.00024647+0.00044435i,0.00012073+0.00012343i,-0.00013456+4.0313e-05i,-0.00018081+0.00027894i,-0.00053962+0.00034562i,-0.0010635+0.00016293i,-0.0012273+0.00041725i,-0.00042689+0.00075155i,0.0010728+0.00032435i,0.0017087+6.6549e-05i,0.00081543-1.4719e-05i,-0.00043304-0.00027356i,-0.00045241-0.00092251i,-0.00014956-0.00090829i,-0.0003093-0.0010185i,0.00058095-0.001271i
0.0019844-0.00034746i,0.00062623-0.0011743i,-6.7697e-05-0.002593i,-0.00023155-0.00261i,-0.00013385-0.0018488i,-0.00037486-0.0013674i,-0.00070101-0.001104i,-0.00055352-0.00049078i,-0.00031273-0.0004221i,-0.00058631-0.00051345i,-0.00093425+0.00010752i,-0.00083292+0.0011624i,-0.0013625+0.0012065i,-0.0014652+0.00085017i,-0.00068876+0.00095595i,-0.00053434+0.00053567i,-0.001361+0.00086934i,-0.0018134+0.00061789i,-0.0012492-0.00031135i,-0.00074511-0.00040414i,-0.00049335-1.2775e-05i,-3.9621e-05+2.916e-05i,0.00042866+0.00017601i
0.00066895-0.0014065i,0.0010942-0.0012583i,0.0016849-0.0011233i,0.0010521-0.00026993i,0.00018595+0.00038584i,0.00085557-0.00021517i,0.00074115-0.00079309i,0.00029465-0.00064066i,-8.8589e-05+0.00026437i,-0.00021275+0.00058638i,0.00017001+0.00066065i,-3.9584e-05+0.00090324i,-0.00041687+0.00068603i,-0.00027926-0.00012377i,0.00031273-0.00020115i,0.00043019-0.00031427i,-7.9566e-05-0.00045126i,-0.00030689-0.00081022i,0.00049613-0.00063789i,0.00073742+0.00028041i,0.00049709+0.00081652i,0.00024675+0.0011072i,-0.00014189+0.0011098i
0.00044493-0.0013457i,0.00023097-0.0004818i,-0.00024665+0.00047191i,-0.0010152+0.00052942i,-0.0015034+0.00064098i,-0.00097663+0.0013076i,0.00027993+0.0013169i,0.00051912+0.00020315i,-0.00011015-0.00028402i,-0.00095623-5.1519e-06i,-0.00068754+0.00031099i,-0.00031984+0.00038234i,-0.00012956+8.7401e-05i,0.00121+0.00011092i,0.0011411-0.00045959i,-0.00019693-0.00097747i,-0.00075707-0.00045252i,-0.0010638-0.00065464i,-0.00066812-0.00032583i,-0.00027541+0.00027572i,-0.0005874+0.00075785i,-0.00031099+0.0007749i,0.00051599-0.00042179i
-0.0016736-0.00080214i,-0.002273-0.00065209i,-0.0031198+2.489e-05i,-0.0022555+0.0017743i,-0.00074274+0.0024504i,-0.00041233+0.00059885i,-0.00017483+2.6442e-05i,-0.00063647+0.00069437i,-0.00080433+0.0011011i,-0.0011749+0.0013685i,-0.0013459+0.00018044i,-0.00028672-0.0010753i,0.00041066-0.00043956i,6.7116e-06+0.00043708i,-0.00077399+0.00047257i,-0.0006353-0.00082275i,-0.0001288-0.0020576i,-0.00020203-0.0017999i,3.6458e-05-0.00064498i,5.9238e-06+0.0003401i,-0.00031924+0.00013389i,-0.00038199+0.00022093i,-0.00019278+0.00046239i
0.00095579+0.00028042i,0.0010745-0.00019878i,0.0012367-0.00048649i,0.00051746-0.00013271i,-0.00019571-0.00031636i,0.00010519-0.0015343i,-3.1848e-05-0.0015843i,-0.00028451-0.0013128i,-0.0005226-0.00095639i,-0.00035493-0.00064049i,0.00019612-0.00013602i,-2.0672e-06+0.00023352i,0.00014034+0.00017423i,0.00011371+0.00033029i,-0.00019559+0.00023136i,-0.00018294-0.00036168i,-9.3621e-05-0.00084854i,0.00041826-0.00083268i,0.00023469+0.00010507i,-0.00050879+0.00066388i,-0.00077327+0.00085949i,-0.00016631+0.0012396i,8.8947e-05+0.00087219i
0.00087687-6.6755e-05i,0.00099586+0.00064709i,0.0029092+0.0021378i,0.003559+0.00080294i,0.0022998-0.0012747i,0.00091884-0.0015272i,-9.6951e-05-0.00078625i,-0.00018889+0.00027624i,0.00037403+0.00079497i,9.3363e-05+2.6848e-05i,-0.00063045-0.00099621i,-0.00098645-0.00084725i,0.00026985+0.00011792i,0.00075619+0.00040631i,-0.00033275+0.0002608i,-0.0001215+0.00053557i,-0.00035528+0.00028636i,-0.00022435-0.00066084i,-0.00024143-0.00046419i,-0.00084259+6.231e-05i,-0.00086431+0.00054067i,-0.00056863+0.001136i,0.00010093+0.00066249i
0.00017876-0.0034342i,-0.00032064-0.0028249i,-0.0016309-0.00090224i,-0.0029209+0.0013999i,-0.0023382+0.0022837i,-0.0015741+0.0018669i,-0.00090718+0.0013103i,0.00016478+0.00034117i,0.00011282-3.4393e-05i,-0.00047077+0.00051904i,-0.00082569-6.8843e-05i,-0.00097346+4.3899e-05i,-0.00042944+0.00097338i,5.8993e-05+0.00033134i,1.3515e-05-0.00029527i,0.00014987-0.00048849i,0.00063961-0.00016005i,0.00059755+0.00019768i,0.00025788-6.7545e-05i,2.6148e-05-0.00027534i,-0.00014523-0.00053583i,-0.00036115+0.00012254i,-0.00073271+0.00025795i
0.00050101-0.00067568i,0.0004864-0.0018646i,6.1538e-05-0.0026542i,-0.00061974-0.0021372i,-0.0013092-0.0011524i,-0.0017203-0.00045702i,-0.0010064-0.00063638i,-0.0003779-0.00059882i,-0.00013503+0.00014173i,-4.2404e-06+4.849e-05i,-0.00018732-0.00031688i,-3.7861e-06-0.00025601i,0.00038826-0.00012066i,0.00061563-0.00016556i,0.00038217+0.00017158i,0.00017701+0.00013739i,0.00016118-0.00057318i,0.00023791-0.00031558i,0.00043973-4.9563e-05i,0.0007611-0.00048167i,0.0003171-0.00023869i,-0.00021349-0.00026356i,-0.0001535-0.00049514i
0.0016086+0.0019942i,0.0018813+0.00048889i,0.0036134-0.00023303i,0.0023785-0.00032368i,0.00036322-0.00088232i,-0.00026999-0.0017909i,-0.00087073-0.0016504i,-0.00017553-0.00028525i,0.00044376+0.00072468i,4.3498e-05+0.00048107i,0.00034518+0.00033635i,0.00045783+0.00013956i,3.9164e-05+0.00018862i,6.2046e-05+0.00025717i,0.00043128+0.00042204i,0.00062854+0.0007413i,0.00075468+0.0010244i,0.0010834+0.00085567i,0.00096832+0.00029033i,0.00063747+0.00040343i,0.00037825+0.00011885i,0.00023232-0.00075805i,0.00052767-0.0010041i
0.0012202+0.00073164i,0.0008029-0.0005731i,0.0011844+0.0019892i,0.001645+0.0030213i,0.00078431+0.0013536i,-0.00023223-0.00036295i,-0.00027145-0.00050136i,0.00022393-0.00043291i,0.00036763-5.7974e-05i,0.00040344+0.00011015i,0.00061586-9.1313e-05i,0.00025815-8.3941e-05i,0.00022825+0.00017348i,-0.00087081+0.00028121i,-0.0018447-0.00035986i,-0.00013677-0.00093834i,0.00021277-0.0005758i,-0.00046574+9.4421e-05i,-3.3365e-05+0.00043452i,0.00027278-4.8717e-06i,0.00032231-0.00054263i,7.8755e-05-0.00029159i,-0.00023045-2.7739e-05i
0.00046992-0.0033137i,-0.00070114-0.0052379i,0.0002393-0.003687i,-0.0016386-0.0011703i,-0.0019648-0.00059383i,-1.4354e-05-0.00015849i,0.00048409+0.00071255i,0.00051924+0.00038054i,0.00042963+0.00037343i,-0.00069624+0.00054375i,-0.00058046+0.00054629i,0.00022669+0.0014712i,0.00094802+0.0021135i,0.001004+0.0013123i,0.00069206+0.00040107i,0.0013067+0.00053173i,0.00066385-3.5151e-05i,-0.00027052-0.00099877i,-0.00027593-0.00091093i,-0.00050037+0.00031762i,-0.00049262+0.00066376i,-0.00015976+1.302e-06i,-0.00029113-0.00015502i
0.0011495+0.0027879i,0.0012435+0.003658i,0.00010486+0.0011525i,0.000526-0.00050742i,0.00086434-0.0012226i,0.00018716-0.0015681i,-0.00067351-0.00087363i,-0.0015203-5.627e-05i,-0.00059101+0.00023604i,0.0001039-0.00055442i,0.00011391-0.0012713i,0.00072446-0.00080058i,0.00039963-0.00033613i,-0.000241-3.6329e-05i,-9.6734e-05-0.00018396i,-0.00019223-0.00076396i,3.9196e-05-0.00057816i,0.00055611-0.00035854i,0.00053387+0.00024556i,0.00059568+0.0002165i,0.00049427-5.7738e-05i,0.00017872+0.0002751i,-0.00046662+0.00012198i
-0.0015585-0.00053276i,-0.0017579+0.00012689i,-0.0012789+0.0019919i,0.0010899+0.0023197i,0.0014804+0.00045285i,0.00068057-0.0012112i,0.00066284-0.0013905i,0.0009392-0.0012707i,0.00024041-0.00069528i,0.00034161+0.00046745i,0.00070055+0.00030001i,0.00076181-0.00084031i,0.00040313-0.0013929i,-5.9306e-05-0.0010428i,0.000504-0.00052535i,0.00091944-0.00047747i,0.00028264-0.0011794i,0.00010204-0.001492i,0.00024604-0.0013841i,-0.00013064-0.00094043i,-0.00034779-0.00098674i,-0.00018924-0.0013652i,-0.00039034-0.00063709i
0.00060758-9.312e-05i,0.0012208+0.00093585i,0.0011702+0.0011304i,0.00092229+0.00044996i,0.0010037-0.00013075i,0.00076427-0.00012872i,0.00041974+0.00016518i,0.000818+0.0010264i,0.00065973+0.0016108i,2.5888e-05+0.00076348i,0.00020209-0.00020584i,6.3897e-05-0.0010042i,-0.00019018-0.00095787i,-0.00048852-0.00038937i,-0.00075606-0.00065753i,-0.00042114-0.00062177i,6.671e-05-0.00065379i,0.00015369-0.00087238i,-0.00041108-0.00085778i,-0.00044353-0.00039643i,-0.00038421+0.00031339i,-0.0012003+0.00014409i,-0.0010398-0.00020449i
0.00065309+0.0015704i,0.0012316+0.0012952i,0.0020239+0.00055024i,0.0016714-0.00036829i,8.0331e-05-0.0011014i,-0.0013173-0.00096505i,-0.0016052-0.00032821i,-0.00094378-0.0008478i,-0.00014779-0.0013268i,7.1322e-05-0.00098992i,0.00032639-0.00082932i,0.00019025-0.0010033i,-0.00047945-0.00027332i,-0.00035889-0.0001825i,0.00051527-0.0005208i,0.00044796-0.00065688i,0.00013657-0.00086791i,0.00066109-0.0012091i,0.00099256-0.0011227i,0.00045275-0.0013793i,2.8282e-05-0.0012684i,0.0003685-0.00036562i,0.00041337-0.00014386i
0.00038741-0.0015917i,1.9804e-05-0.0016148i,8.3623e-05-0.0010854i,-0.00062443-0.00059185i,-0.0015888-0.00081176i,-0.0018008-0.00065096i,-0.00060236-0.00057764i,0.00026904-0.0002103i,0.00063074-2.917e-05i,0.00046397-0.00014164i,0.00010715+6.2414e-05i,-9.8647e-06-0.00016028i,-0.00016944+0.00022116i,-0.00051917+0.00020248i,-0.00047525-9.8026e-05i,0.00060721-4.1518e-05i,0.0011331+0.00015781i,0.00039827+4.6956e-05i,-0.00020869-0.00088131i,-0.00033656-0.00081657i,-0.00034837-0.0006327i,-0.00056575-0.00097902i,-0.000509-0.00078499i
0.00014794+0.00055703i,0.0012548+0.00068304i,0.00082105+0.0013784i,0.00053638+0.0015165i,0.00026387+0.00061536i,-0.00038133-0.00035803i,-0.00090198-0.00061714i,-0.0010786-6.8261e-05i,-0.00038134+0.00039488i,0.00027005+0.00047452i,0.00053827-0.00013154i,0.00067894-0.00037543i,0.00054428-0.00032562i,5.8318e-05-2.7197e-05i,-0.00022168-0.00015451i,-0.0002818-0.00062802i,-0.00033892-0.00041696i,-0.00047755+0.00022129i,-0.00054325+0.00037313i,-0.00086406-0.00051161i,-0.00097023-0.0011237i,-0.00010906-0.00026037i,2.4649e-05+7.2649e-05i
0.00046845-0.0012426i,-0.00099701-0.00022235i,-0.0019725+0.0010004i,-0.0028888+0.0010462i,-0.0029052+0.00078814i,-0.0014776+0.00061307i,-0.00013051-0.00010548i,7.314e-05-0.00030611i,-0.00082918-0.00015712i,-0.0013405-0.00019011i,-0.00062157+0.00070838i,5.4515e-05+0.00088758i,-0.00013148+7.8104e-05i,0.00020728-2.9203e-05i,0.00050198-4.7886e-05i,0.00045539-0.00027639i,0.00050308-0.00055931i,0.00059766-0.00021004i,0.00029695+9.8564e-05i,-0.00048123+0.00014403i,-0.0011955-9.6677e-05i,-0.00085545-0.00023435i,0.00026243+0.00041408i
0.0023158-0.0010178i,0.0014465-0.0020471i,0.00035743-0.0025883i,-0.00038271-0.0020332i,-0.00021397-0.00088773i,-0.0007153-0.001189i,-0.0017215-0.00086023i,-0.001808-0.00021983i,-0.0017897-0.00061025i,-0.0014623-0.00041966i,-0.00091584+0.00047061i,-0.0015299+0.00070753i,-0.0021502+0.00047413i,-0.00092105+0.00058096i,0.0002414+0.00061051i,-0.00026634+0.00048893i,7.4972e-05+0.00052302i,0.00043042+0.00036537i,-0.00028479+0.00063697i,-8.1018e-05+0.00027604i,0.00062699-0.00067425i,0.00015324-0.00064363i,-0.00062341-0.00080844i
-0.0005235+0.0009308i,0.00040591+0.0015249i,0.0010695+0.0015973i,0.0008182+0.0015023i,-0.00058587+0.0015332i,-0.0010769+0.00055083i,-0.00099686-0.00070878i,-0.00065904-0.00063958i,-0.00023203+0.00038003i,0.00044444+0.00016456i,0.00044613-3.3846e-06i,-0.0006121-0.00027523i,-0.00046172-0.00060627i,0.00021386-0.00015265i,-0.00022942+0.00017644i,-0.00034695-0.00025625i,0.0001757-0.00077604i,9.9904e-05-0.00070161i,-0.00031398-0.00018542i,-0.00041499+0.00069127i,-0.00094986+0.0005487i,-0.00065278-0.00056521i,-0.00030418-0.00079757i
0.00066644-0.00087278i,-6.6037e-05+3.01e-05i,-0.00054803+0.0017345i,-0.00076274+0.0027599i,-0.00063171+0.0018854i,-0.00017134+0.00079549i,0.00062082+0.00033153i,0.00049038+0.00010432i,1.0657e-05+0.00038778i,0.00011153+0.00094565i,0.000517+0.00079274i,0.00084543+0.00020138i,0.00066586-7.2852e-05i,0.00077603-0.00035622i,0.00070987-0.00059294i,0.00032418-0.00072608i,0.00017819-0.0010862i,-6.8381e-05-0.00092749i,9.0922e-05-0.00098624i,-0.00021898-0.00095641i,-0.0007402-0.00026352i,-0.00033099-0.00020535i,0.00059515-3.0466e-05i
0.0016631+3.4889e-06i,0.00049073-0.00035958i,-0.00011639-0.0011528i,-0.00066107-0.00098862i,-0.0016184-0.0007246i,-0.0019077-0.00057162i,-0.0018159-0.00018098i,-0.0010485+0.00034565i,-1.8142e-05+6.9206e-05i,0.00048977+3.8494e-05i,0.00079145-8.859e-05i,0.00085559-0.00028802i,-0.00073695-0.00052359i,-0.0010501-0.00050422i,0.0012314+1.4478e-05i,0.0015325+0.00078811i,-0.00055607+0.00082596i,-0.00097032+0.00013202i,-1.3646e-05-0.00043857i,-0.00018116-0.00098846i,-0.00088773-0.0013289i,-0.0007318-0.00034486i,-0.00020403+5.4745e-05i
0.0027439+0.00049599i,0.0028397+0.00050633i,0.0040233-0.000583i,0.0033823-0.0018664i,0.0012564-0.0023604i,2.5315e-05-0.0018014i,-0.00028451-0.00056079i,1.7746e-05-0.00058559i,0.00042079-0.0010735i,0.00016578-0.0013883i,-0.00034621-0.0022463i,-0.00054801-0.0022447i,-0.00073669-0.00071726i,-0.0010425-0.00021018i,-0.0014669-0.00048611i,-0.0016363-0.00065022i,-0.0011667-0.00072551i,-0.00036123-0.0001494i,2.3391e-05+0.00045862i,0.0001511+0.00011363i,4.8613e-05-0.00015545i,0.00048624-7.3699e-06i,0.00068433+0.00012617i
0.001406+0.0011905i,0.0011808+0.00073058i,0.0013091+0.00013381i,0.00076688-0.00061644i,0.00043401-0.0017698i,0.00030875-0.001466i,-0.00018102-0.00022284i,-0.00040878-0.00031553i,-1.4601e-05-0.00070305i,0.00048046-0.0011082i,0.00016201-0.00092399i,0.00021201-0.00021549i,4.5224e-05+0.00011713i,-0.00038275-0.00011589i,-0.00037203-0.00033212i,-0.00048245-0.00051992i,-3.7354e-05-0.00071567i,0.00012455-0.00058631i,-0.00041785-0.0005063i,-0.00028413-0.00038487i,0.00029362+0.00013265i,-0.00022608+0.00014052i,-0.00054036-0.00035225i
0.00078645+0.00031491i,0.00079926+0.00049271i,0.00049897+0.00068943i,0.00047244+0.00032909i,0.00039785+0.0001675i,-0.00025336+0.00072029i,6.897e-05+0.0006676i,0.00049623-0.00015423i,0.0001383-0.00038669i,0.00015841-0.00042357i,0.0003855-0.00029676i,0.00079842+0.00013273i,0.0010472+0.0002564i,0.00037252+0.00048808i,-0.00035326+0.00019306i,-0.00032652-0.0010445i,0.00061343-0.0016864i,0.00084766-0.00090069i,0.00021548-0.00047371i,0.00021485-0.00070006i,0.00020258-0.00092122i,1.832e-05-0.00067837i,-0.00022234-0.00024866i
0.002691+0.00031877i,0.0028654+0.001081i,0.0033448-0.00028631i,0.002253-0.0011526i,0.00038925-0.00053696i,-0.00068987-0.0007725i,-0.00060795-0.001436i,-0.00010369-0.0012222i,-0.00018251-0.00042881i,-1.6406e-06-0.00050734i,-0.00014897-0.00089417i,-0.00077493-0.0008793i,-0.00098859-0.0006714i,-0.00016378-0.00047631i,0.00028453-0.00019208i,-0.00048502-0.00093191i,-0.00065404-0.0016234i,-0.00038238-0.00095054i,-0.00073184-0.00034477i,-0.00097199-0.00051054i,-0.0012142-0.00083513i,-1.1295e-05-0.00049403i,0.0013362+0.00039652i
0.002039+3.6977e-05i,0.0011437-0.00033064i,0.0014686-0.0010246i,0.001216-0.0012395i,0.00019408-0.0017272i,-0.00053357-0.0024587i,-0.00066417-0.0013478i,-6.8159e-05-0.00078139i,9.2981e-05-0.00056123i,-0.0003709-0.00029572i,-0.00033783-0.0003868i,0.00026846-7.4641e-05i,0.00032933+0.00049161i,0.00022636+0.00047883i,0.00022829+8.4062e-05i,0.00020205-0.00031012i,-0.000548-0.00077255i,-0.0004771-0.00083278i,0.00040379-0.0004767i,0.00018712-0.00077834i,-0.00023848-0.0012035i,0.00026453-0.00087331i,0.0012385-0.00058956i
-0.00058228+0.0020717i,-9.3838e-05+0.0015548i,0.00059332+0.0020848i,0.00161+0.0025407i,0.0014448+0.0017145i,0.00045249+0.00015641i,-0.00033633-0.00096968i,-0.00070335-0.00055089i,-0.00096929+0.00033897i,1.9606e-05+0.00090239i,0.00091515+0.00028122i,0.00043145-0.00064353i,-0.00062982-0.00047098i,-0.00067637+0.00018024i,-0.00086905+0.00016582i,-0.0013321-0.0003954i,-0.00028977-0.00084457i,0.00077134-0.0008502i,0.00032188-0.00042684i,-0.00064532+0.00021915i,-0.00058573-4.7899e-05i,-1.4441e-05-0.00079552i,-1.3084e-05-0.00096517i
-0.00086485-0.0027555i,-0.0012908-0.00231i,-0.0030985-0.0019634i,-0.0036477-0.00073944i,-0.003222+0.0007074i,-0.002353+0.00065653i,-0.00062824+0.00081146i,6.357e-05+0.0012623i,-0.00014652+0.00053959i,-7.3423e-05+0.00030321i,-0.00010724+0.00078946i,0.00034396+0.00093418i,0.00052451+0.00086769i,0.00078866-6.9497e-05i,0.0018686-0.00063275i,0.0016595-0.00033158i,0.00069218-0.00029324i,0.00038715-0.0002687i,0.00070175-0.00046507i,0.00035016-0.0007106i,-0.00061892-1.0467e-05i,-0.00042901+0.00054745i,0.00012836+7.7261e-07i
0.00097574-0.00085538i,0.00065144-0.00012266i,-0.00044534+0.00015439i,-0.0012094+0.0012525i,-0.0013441+0.0015765i,-0.00053384+0.0001313i,-0.00016791-0.00076833i,-0.00083428-0.0010052i,-0.0012476-0.00055703i,-0.0012776-0.00020747i,-0.00049698-0.00062979i,0.00020942-0.0003839i,0.00037402+3.3146e-05i,0.00086367+0.00018886i,0.00081559+0.0001747i,0.00039494+0.00023277i,-0.0003154+0.00024473i,-0.00043958+0.00060012i,0.00023977+0.00073437i,0.00074956-3.3978e-05i,-0.00012088-0.00026915i,-0.0010771-0.0007986i,-0.0005466-0.0011629i
