-0.00013308-8.1843e-05i,-0.00062106-0.00045949i,-0.0010149-0.00090099i,-0.00089785-0.0004792i,-0.00078036+0.00030709i,-0.0010627+0.0012832i,-0.00030976+0.0011735i,0.00073575+0.001484i,0.00086537+0.0016774i,-0.00014055+0.00057454i,-0.00061572-0.00053111i,0.00014617-0.00073035i,0.00052106-0.00041695i,0.00030809-0.00045242i,0.00032871-0.00051182i,0.0011681-0.00036121i,0.0015422-0.00018515i,0.00041848-0.00022801i,0.00047556+0.00034559i,0.00056453+0.0010816i,-6.1062e-05+0.00010859i,-0.00029745-0.00069881i,-7.1953e-05-0.00023938i
0.00027798+0.0016125i,-0.00053667+0.0010756i,0.001158-0.00058673i,0.0016413-0.0025551i,0.00072285-0.002928i,-0.00067558-0.0021315i,-0.0015037-0.00026113i,-0.0005851+0.0019811i,0.00010617+0.0020621i,5.8937e-05+0.00057135i,-0.00022129-0.00052266i,-0.00077902-0.001508i,-0.0017048-0.0012983i,-0.0015586-0.00098581i,-0.00069831-0.001083i,0.00046507-0.00040382i,0.0010556+0.00023338i,0.00086084+0.00032361i,-0.00020628-0.0002632i,-0.00061751+1.3187e-05i,0.00044113+0.00073807i,0.00069721+0.00055481i,-0.0001677+6.6849e-05i
0.00061202-0.0029521i,0.00059704-0.0013146i,0.0014339+7.5277e-05i,0.001512+0.00014954i,0.00063058-0.00051166i,-0.00059416-0.0012419i,-0.00091159-0.00087602i,0.00010769-0.00089091i,0.0015334-0.0010773i,0.0012859-0.00054479i,0.00062164-9.0659e-05i,0.00052367+8.3857e-05i,0.00021015-0.00027283i,0.00041179-0.00059548i,0.00066843-0.00032156i,0.00063136+7.0441e-05i,0.0001895+4.3424e-05i,-0.00018361-0.00025212i,-7.1077e-05-0.00035693i,-0.00025336-0.00054343i,-0.00045212-0.0010891i,-0.00028361-0.0010776i,-0.00029012-0.00029533i
0.0026989-0.0010712i,0.00050564-0.00081702i,-0.00087343-0.00049741i,-0.00060985-0.00041111i,2.4977e-05-0.00048062i,0.00030587-0.00055857i,9.0727e-05-0.00011089i,0.00013667+0.00027616i,-0.00028326+0.00018028i,-0.00036035+0.00046123i,-0.00031164-0.0001102i,0.00014574-0.00039335i,0.00075924+7.4741e-05i,0.0010281+0.00059486i,0.00077463+0.00020275i,0.00036233+0.00022037i,0.00014921+0.00050536i,0.00017327-0.00043909i,0.00039503-0.0010944i,0.00044673-0.00090426i,-0.00017067-0.00013202i,-0.00013641+0.00091878i,-4.951e-05+0.0010647i
-0.00066555-0.00043865i,0.00016973-0.00075973i,0.00084629-0.00033053i,0.00061807-0.00069044i,0.00034607-0.0014283i,-0.00046899-0.0008444i,-0.0010238-0.00041876i,-0.00062428-0.00033728i,0.00010645+0.00026985i,-0.00026064+0.00072134i,-0.0010366-7.4817e-05i,0.00015766-0.00094333i,0.0010679-0.00023925i,0.00059918-4.9992e-06i,0.00072932+0.0002086i,0.00061189+0.00071483i,0.00023252+0.00026066i,0.00037465+0.00033579i,0.00033356+0.0010392i,-3.0487e-05+0.00096516i,-1.2519e-05-0.00010672i,0.00021144-0.00053976i,0.00010775+8.2693e-06i
0.0038635-0.0042413i,0.0028934-0.00268i,0.0018482-0.0013935i,0.00068695-0.0014544i,-0.0001011-0.0014258i,-0.00059092-0.0012859i,-0.00054531-0.0012846i,-3.3558e-05-0.00098435i,0.0008727-0.00066417i,0.00071274-0.00081658i,-6.4903e-05-0.0011186i,-6.9803e-05-0.00066473i,0.00056548-0.00042902i,8.2512e-05+0.00014896i,-0.00077469+0.00079412i,-0.00043655+0.00049599i,-0.00018793+0.00017218i,0.00072064+0.00033211i,0.001402+0.00051915i,0.00076115+0.00079778i,-5.0274e-05+0.00043926i,-0.00060797-0.00017363i,-0.00053888-0.00042979i
0.0021056-0.00082379i,0.00089546+5.4559e-05i,-0.00057707+0.00021909i,-0.00050523-0.00066068i,0.00024719-0.0016066i,0.00027028-0.0014535i,-0.00025421-0.00097432i,-0.00016515-0.00030795i,0.00064398+0.00023536i,0.00070573+9.2182e-05i,0.00035578-0.00030367i,3.0399e-05-5.6551e-05i,0.00053006+0.00020649i,0.0011165+0.00011886i,0.0014011-0.00027082i,0.00050173-0.00066303i,-9.2536e-05-0.0013267i,0.00021988-0.0009221i,-0.00035688-0.00022065i,-0.00089348-0.00080033i,-0.00015643-0.0010633i,0.0010049-0.00042838i,0.0017313-0.00011991i
0.0022284-0.0016823i,0.0013276-0.0015685i,0.000299-0.0015912i,0.0012344-0.0015587i,0.0017803-0.0017845i,0.0015795-0.0017692i,0.0013179-0.00056147i,-0.00016394+5.4124e-05i,-0.00067374-0.00064405i,-0.00026212-0.00037462i,0.0005432+0.00070541i,0.00087431-5.7207e-05i,0.00064233-0.00083867i,0.00013505-0.00093191i,-9.8404e-05-0.00090179i,0.0003755-0.00040544i,0.00053759-0.00018814i,0.00016423-9.1629e-05i,-0.00045989+0.00017075i,-0.00051957-0.00036838i,-0.00011267-0.00086257i,0.00052969-0.00073207i,0.00026291+1.2353e-05i
0.0024113-0.0031857i,0.0022164-0.0021795i,0.00037073-0.0011403i,-0.0014213-0.00029533i,-0.0011976-0.00019221i,0.00029809-6.2927e-05i,0.00080061-0.00055814i,0.00051366-0.0004124i,3.5003e-05+0.00060259i,-0.00050509+0.0014448i,-0.00084742+0.0012867i,-0.00069639+0.00054492i,-0.00011969+0.00042387i,-7.4775e-05+0.00069956i,0.0006722+0.00098897i,0.00093962+0.00058108i,-8.1129e-05-0.00013756i,-9.4647e-05-0.00025957i,0.00030293-0.00046709i,0.00047043+0.00017018i,0.00054447+0.00083686i,0.00017039+0.00055551i,-4.5006e-05-0.00053556i
0.00061447+0.0018289i,0.00065308+0.0021123i,0.0014008+0.00044123i,0.001315-0.0014796i,0.00066971-0.0019706i,-0.00011082-0.0017652i,0.0003879-0.0010431i,0.00053273+0.00011398i,-1.2088e-05+0.00081275i,4.4627e-05+0.0006322i,0.0001123+0.00014679i,-0.00032322-0.00064427i,-0.001039-0.0012753i,-0.00071201-0.0010422i,-0.00033889-0.00064998i,5.1505e-05-0.00077732i,-8.1572e-05-0.0012774i,-0.00047398-0.00096044i,-3.9008e-05-0.00064631i,0.00032495-0.00023853i,0.00010471+0.00070989i,-0.00020016+0.00034046i,-0.00039196-0.00061253i
-0.0013094-0.0018635i,6.6584e-05+0.00017996i,0.00081169+0.0021781i,0.00078044+0.0011369i,0.00062827-0.00096796i,0.0010658-0.0015775i,0.00045172-0.0012182i,-0.00060525-0.00063774i,-0.00061373+0.0009472i,-0.00026291+0.0015444i,0.00033289+0.00024287i,0.00083738-0.00068356i,0.0015146-0.00065696i,0.0012709-0.00052493i,1.3397e-05-0.00040611i,0.00025436+6.6659e-05i,0.00088836+0.00057291i,0.00037265+0.00013357i,0.00036095-0.00037563i,0.00029802-0.00019112i,-0.00038128-0.00022126i,-0.00028968-0.0004797i,-0.00019672-0.00038667i
0.0015124-0.0017544i,0.00026353-0.00049679i,2.518e-05+0.0012236i,0.00013301+0.0014921i,-0.00020164-0.00025365i,-7.0185e-05-0.0014521i,6.9422e-05-0.0012025i,0.00024721-0.00091713i,7.8774e-05-0.00013711i,-8.6107e-05-3.2967e-05i,0.00054519-0.00030318i,0.00116-0.00073723i,0.00086234-0.0011893i,0.00057537-0.00086816i,0.00043944-0.00035389i,-5.5404e-05-0.00054009i,-0.00061268-0.00069621i,-0.00062452-0.0014132i,-0.00026745-0.00107i,0.00024147+0.00031294i,0.00080053+6.4873e-05i,0.0006783-0.00054407i,0.00029289-0.00040753i
0.0018608+0.00096831i,0.0014875+0.0018591i,0.0018953+0.0010642i,0.0018588-0.00036509i,0.00036886-0.0013142i,-0.0011011-0.00083097i,-0.0016182+9.2811e-05i,-0.00080269+0.00090935i,0.00030421+0.0013956i,0.00056185+0.0011358i,2.2074e-05+0.0010735i,-0.00014123+0.00043891i,-0.00042876-0.00067622i,-0.0010384-0.00069068i,-0.00083958-0.00034907i,-0.00013166-0.00018621i,-0.00013727-0.00029011i,0.0003599+0.00020035i,0.00051632+0.00090965i,-9.981e-05+0.00056898i,-0.00074948-4.3213e-05i,-0.00070422-0.00065845i,-0.00030596-0.00083496i
-0.0001286-0.00054143i,-0.00090161+0.0004436i,-0.0017652+0.0020008i,-0.00098344+0.0021375i,0.00038571-9.1828e-05i,0.0014908-0.0015206i,0.0012251-0.0015198i,0.00012105-0.0013156i,8.9846e-05-6.5419e-05i,0.0005607+0.00098482i,0.00027098+0.00050022i,9.6412e-05-0.00026354i,0.00055318-0.00095167i,0.0010641-0.00089156i,0.00095811-0.00046449i,0.00057319-1.6799e-05i,0.00054566+0.00052023i,0.00030074+0.00018894i,-0.00015039-0.00031007i,-0.00047846+8.2833e-05i,-0.00070923+0.00065012i,-0.00052174+0.0010085i,-0.00048484+0.00019785i
0.0017975-0.0011017i,0.0014378-0.00023728i,0.0002347+4.5741e-05i,-0.00041502-0.00039626i,-0.00056555-0.00084572i,-0.00065253-0.0010743i,-0.00029134-0.0009279i,-8.451e-05-0.00069428i,0.00015108-0.00057471i,-0.00016024-0.00028139i,-0.00020805-0.00029359i,0.00026348-0.00073566i,0.00050012-0.00084996i,0.00056558-0.00049734i,0.0007382-0.00059777i,0.0011227-0.000536i,0.0011817-5.0785e-05i,0.00088227+0.00028738i,0.0011679+0.0003199i,0.00049826+0.00031097i,-0.0002028+0.00075778i,-0.00012528+0.00091279i,-0.00022943+0.00043002i
0.0019663-0.00026246i,0.0010004+0.0006499i,0.00054283+0.00059945i,0.00038281-0.001116i,-0.00072875-0.0022454i,-0.0011405-0.0014991i,-0.00094041-0.00068859i,-5.4951e-05-0.00021253i,0.00046714-0.00069867i,0.00018592-0.001282i,-0.00013848-0.0007534i,0.00029176-0.00061446i,0.00058908-0.00055789i,0.00026381-9.2886e-05i,0.00019487+3.3298e-05i,0.00034611+0.00065965i,-4.5234e-05+0.0010608i,-0.00045629+0.0011477i,-0.00045884+0.00050728i,-0.00014523-0.00023017i,0.00078458+0.0001813i,0.0012137+0.00090835i,0.00071487+0.00044472i
0.0042551-0.00043664i,0.0034648+0.00098968i,0.0019295+0.0010288i,0.0016667+3.6971e-05i,0.00081397-0.00059113i,0.00016144-0.00089458i,0.00048061-0.00068463i,0.00039288-0.0002615i,-0.00021195-0.00049238i,0.00017891-0.0010086i,0.0010633-0.00064287i,0.00054194-0.0005898i,-0.00076482-0.0008908i,-0.0002242-0.00096351i,-3.1927e-05-0.00091186i,0.00066121-0.00055919i,0.0015979-4.737e-06i,0.0012315+0.00048642i,0.00044313+0.00090745i,0.0001158+0.00073009i,9.1142e-05-9.5561e-05i,0.00022795-0.00050303i,0.00051215-0.00022486i
0.0036071-7.724e-05i,0.0016131-0.00050897i,0.0004624-0.0011855i,0.00064172-0.0018486i,7.0089e-05-0.0022334i,-0.00070489-0.0022335i,-0.00011571-0.00093302i,0.00051258+0.00073174i,0.00045302+0.00060277i,6.6503e-05-0.00089058i,-0.00023682-0.0014024i,0.00022539-0.00079974i,0.00032247+4.8222e-06i,-0.00075977+0.00050826i,-0.0013635+0.0002986i,-0.00047417-5.1456e-05i,0.00021927-0.00025998i,0.00022656-0.00024109i,0.00080826-0.00020124i,0.0013012-8.2379e-05i,0.00066118-0.00051475i,0.00038652-0.0006576i,0.00053598-0.00078264i
0.00095702+0.00015804i,0.0015735+0.0013062i,0.0019982+0.001121i,0.0017738-0.00015173i,0.0011304-0.0012916i,0.0010399-0.0016869i,0.00067862-0.00080398i,0.0002043+0.00049021i,-0.00013782+0.00064014i,-0.00076163+0.00017543i,-0.00036589-0.00015912i,9.8411e-05-0.00012553i,0.00030501-0.00030755i,0.0011659-0.00082305i,0.00055865-0.0010708i,-0.00082166-0.00089423i,-0.00041074-3.2107e-05i,0.00045589-0.00022635i,0.00026721-2.3637e-06i,-0.00018422+0.00041783i,0.00010844-4.9168e-05i,0.00063801+0.0001194i,2.242e-05+0.00064897i
0.001571-0.00018276i,0.00093149+0.0014596i,0.0009145+0.0020284i,0.00038927-9.477e-06i,0.00026068-0.0012482i,-0.00012765-0.0016889i,6.1776e-05-0.001718i,0.0011559-0.0011061i,0.00072071-0.0013545i,0.00067655-0.00095411i,0.00079883-0.00033646i,-9.5849e-05-0.00040968i,-0.00040531-0.00040764i,0.00024189-2.4729e-05i,0.00093732+0.00031061i,0.0013858+6.8136e-05i,0.00093593-0.00041565i,0.00010624+6.2244e-06i,-0.00030825+0.00042988i,-0.0007991-0.00033394i,-0.00024251-0.00069825i,0.00088371+2.7069e-05i,0.00089427+0.00013237i
0.0020389-0.001592i,0.0016769-0.00029918i,0.00014006+0.0011022i,0.00011861+0.0010414i,0.0010493+0.00015094i,0.00041378-0.00055133i,-0.00042767-0.00026556i,3.995e-05+0.00017535i,0.00055703+0.00049254i,0.00066704+0.00078498i,0.00026107+0.00069809i,-0.00012307+0.00035462i,0.00026905+0.00023356i,0.00074835+0.0002458i,0.00073393-0.00044437i,0.00032538-0.00074737i,0.00022843-0.00018455i,-8.8711e-05+0.00057354i,-0.0003+0.0005905i,-0.00062733+0.00048139i,-0.00096579+0.00024867i,-0.00058167-0.00025781i,0.00044717-2.8443e-05i
0.0031308-0.0014572i,0.0023185-0.0012882i,0.00068487-8.8712e-06i,0.00045516-0.0001593i,0.00091231-0.0017239i,-0.00019915-0.0021107i,-0.0010626-0.00071263i,-0.00061925+0.00062731i,-0.00043994+0.00075286i,-0.00045966+0.0006072i,-0.00022431+0.00014172i,-0.00047033-0.00078257i,-0.00058683-0.0009308i,-0.00058899-1.8569e-05i,0.00025395+9.0998e-05i,0.00093415+0.00014607i,6.273e-05+0.00049318i,-0.00050184+0.00036076i,-0.00025601+0.0002113i,-0.00077932+0.00064755i,-0.00030146+0.0009341i,0.00069475+0.00092399i,0.0013279+0.00079944i
0.0019399-0.0012816i,0.0011825-0.0018026i,-0.00013011-0.0012879i,-0.00012176+0.00019299i,0.00062574+0.00074267i,0.00021597-0.00020231i,-0.00039564-0.00044022i,-0.00043991+0.00043764i,0.00012103+0.0008694i,0.00058307+0.00021276i,-5.0462e-05-0.00054689i,-3.3505e-05-0.00024594i,0.00072588+0.00060831i,0.00026234+0.0004298i,4.5804e-05+2.7979e-05i,0.00036941+0.00054172i,-0.00028722+0.00097986i,9.8982e-05+0.00028038i,0.00043128-0.00012177i,-0.00023235-0.00019045i,1.5774e-05-0.00024515i,-0.00020986-0.00014474i,-0.00052554-0.00029675i
0.002362-1.0971e-06i,0.001392+0.001166i,0.0013855+0.00096344i,0.00076417+2.0492e-05i,-0.00068749-0.00064291i,-0.0010104-0.00047612i,-0.00098612-0.00070435i,-0.00081591-0.0010692i,-0.00047291-0.00022335i,-0.00013908+0.00039048i,0.00011308-0.00011555i,0.00029191-0.0007948i,0.0002772-0.00079904i,0.0002637-0.00050865i,0.00046763-0.00028752i,0.00053877+9.3435e-05i,1.0666e-05-0.00038535i,0.00016568-0.00093847i,0.00025454-0.00039219i,-7.2919e-05-0.0010444i,-0.00014373-0.0015174i,-3.3163e-05+0.00028198i,0.00011943+0.0005661i
0.0011715-0.0021357i,0.00060343-0.0011138i,-0.00069544+0.00043212i,-0.00039255+0.00094813i,-1.2146e-06+0.00070988i,-7.6846e-05+6.4311e-05i,-0.00028113+0.00030639i,-0.00010878+0.00056773i,-0.00013814-0.0003451i,-0.00038385-0.00074208i,-7.3095e-05+0.00029842i,0.00028034+0.00071547i,0.00055055+0.00034928i,0.00049677+0.00032282i,7.7363e-05+0.00094056i,0.00025387+0.0015041i,0.00026968+0.0014196i,0.00013435+0.00064201i,3.3736e-05+2.0918e-05i,-0.0002452+0.00049928i,5.0696e-05+0.0003836i,0.00016985+4.6039e-05i,-0.00061418-0.00048301i
0.0017813-0.00022407i,0.0008325+0.0003244i,8.2894e-05+0.00038098i,-0.00015971+2.116e-05i,1.7792e-05-0.0011119i,-7.217e-05-0.0013956i,-0.0010727-0.00083093i,-0.0012053-0.00084182i,-0.0010516-0.0008833i,-0.00084629-0.0002226i,-0.00016351-0.00023065i,0.00076125-0.00041122i,0.0015574+0.00012318i,0.0010075+0.00024987i,-7.8097e-05+0.00018617i,-0.00041502-1.144e-05i,-9.7543e-05-0.00025783i,0.00033078-0.00043786i,0.00060612-0.00038564i,7.4593e-05-0.00041743i,-0.00016934+9.6724e-08i,-0.00018422-0.00018529i,-0.00032439-0.00079644i
0.00075454+0.00056927i,0.0013072+0.0010433i,0.0010292+0.00035529i,0.0017064-0.00030605i,0.0013312+1.8841e-05i,-0.00039323-1.0076e-05i,-0.00088626-1.2041e-06i,-0.00030128+0.00054482i,0.00013224+0.00066641i,-3.1052e-05+0.00030858i,0.00029959-0.00078372i,0.0010151-0.0011204i,0.00045436-0.00012483i,-0.00023227+0.00013924i,4.5222e-05+6.0113e-05i,0.00032728+0.00028958i,5.7002e-05+0.00010392i,-0.00017972-0.00032948i,-0.00048847-0.00036287i,-0.00061827-0.0004881i,-0.00075658-0.00030161i,-0.00024628-0.00031328i,0.00022162-0.00037444i
0.0008197-0.0006649i,0.00027434+0.0011058i,0.00065502+0.0018509i,0.0013958+0.00091394i,0.00074807-4.9401e-05i,0.00018472-0.00031938i,-0.00026583-0.00080384i,-0.00030817-0.0014093i,-8.2317e-05-0.00099002i,-0.00058655-1.6782e-05i,-0.00070137-0.00054512i,-0.00033538-0.00081698i,4.7586e-05-0.00041668i,0.00015261-0.00034397i,2.3386e-06-0.00042017i,-0.00024158+3.6272e-05i,-0.00042578+0.00012681i,-0.00044621+9.9494e-05i,-0.00071869-9.1192e-05i,-0.00039358-0.00040228i,-0.00011637-8.7961e-05i,-0.00096604+0.00071811i,-0.0011455+0.00070351i
0.0016564+8.682e-05i,0.00092096+0.0010759i,0.0010215+0.0015146i,0.00050282+0.0010129i,-0.00052611-0.0006594i,-0.00052105-0.0012175i,-0.00082355-0.00042902i,-0.00058026-0.00034161i,0.00030251-7.983e-05i,0.00078658+0.00050671i,0.00051074+0.00035161i,0.00060808-0.00033888i,0.00010566-0.00031414i,-0.00092751+0.00030687i,-0.00028502+0.00095742i,0.00012088+0.00088114i,-6.165e-05+0.00014644i,-0.00012187-0.00043983i,-4.2032e-05-3.2836e-05i,-0.00017627+0.0001558i,-0.00044615-8.3517e-05i,-0.00048116-0.0002523i,-0.00057256-0.00027464i
0.0011441+4.2815e-05i,-0.00066104-0.00014567i,-0.0023786+3.6085e-05i,-0.001642+0.0003192i,0.00029283-0.00017195i,0.00071544-0.0010534i,0.00042696-0.0006835i,0.00021497-0.00026035i,-1.418e-05-0.00050512i,-0.00013327-4.9531e-05i,-0.00039726+0.00011308i,-0.00022053-0.00044763i,0.00014382-0.0011776i,0.0007542-0.0017324i,0.001093-0.0010452i,0.00064126+7.0881e-05i,0.00023439-6.0816e-05i,0.00051779-0.00071255i,0.000428-0.00021518i,0.00035753+0.00080422i,0.00049008+0.00076689i,0.00052439+0.00032491i,0.00035715-0.00054722i
0.0011743-0.0019214i,0.0017407-0.00091252i,0.0011048-0.00099139i,0.00065671-0.00089265i,0.00042976-0.00082802i,-0.00029631-0.00072016i,-0.00087657+2.9455e-05i,-0.0007703+0.00069492i,1.0882e-05+0.00092391i,0.00035659+0.00032524i,0.00065995-0.00027519i,0.00033833-0.00044706i,-0.00072562-0.0006944i,-0.00029099-0.001189i,0.0008082-0.00083092i,0.00025466-0.00074413i,-7.0926e-06-0.0011641i,-0.00019387-0.00052874i,-0.0013416-0.00027273i,-0.0011711-0.00065785i,-0.00031982-0.00054964i,-0.00068845-8.5162e-05i,-0.00068654+0.00030196i
0.0014503+0.00044093i,0.00097784+0.0025246i,0.00013174+0.0034284i,0.00052628+0.0020311i,0.00030419-0.00058551i,-0.00035505-0.0018126i,-0.00088039-0.00084987i,-0.00085235+0.0005808i,-3.6387e-05+0.00085765i,6.8905e-05+0.00061017i,0.00019408+0.00050058i,0.000513-0.00047792i,0.00040027-0.00040302i,0.00012528-0.00040763i,0.00011885-0.0013074i,-7.21e-05-0.00063665i,-0.0010863-0.00020911i,-0.00095798-0.0010449i,-0.00046013-0.0009593i,-0.00048593-4.3171e-05i,-3.41e-05+0.00039331i,0.00019994+0.00023098i,-0.00016966-9.2023e-05i
0.000861+0.00038035i,-1.7559e-05+0.0023516i,0.00041426+0.0024726i,0.00056501+0.00064059i,0.001069-0.00054035i,0.0008482-0.0011711i,0.00025969-0.0012879i,-1.6618e-05-0.00047351i,-9.8144e-06-0.00078822i,0.00029764-0.00094031i,0.00038864-0.00031198i,0.00049459-0.00057341i,0.00036311-0.00041594i,0.00048887-2.584e-05i,0.00039273-7.7724e-05i,0.00022782-0.00069382i,0.00071046-0.0010268i,0.00036648-0.00043998i,2.6874e-05-0.00021209i,0.00011135+0.00012916i,-4.7317e-05+0.0001585i,0.00010131+6.3508e-05i,-0.0003783+0.00017009i
0.0017871+0.00059071i,0.00057191+0.00095845i,-0.00027416+0.0023164i,0.00023163+0.0011842i,0.00010114-0.00054368i,-0.00059569-0.0012891i,-0.00031543-0.00098245i,6.9334e-05+0.00047104i,0.00027398+0.0011037i,0.00027515+0.0012564i,0.00029639+0.00064126i,0.00068351-0.00067384i,0.00072824-0.00086654i,0.00044878-0.0009489i,0.00010991-0.00096673i,-0.00039628-0.00044533i,-5.329e-05-0.00048219i,0.0004575-0.0007327i,0.00022703-0.00054953i,6.4961e-05-0.00016741i,-0.00024197+6.3742e-06i,-0.00033321+0.00052869i,-0.00024013+0.00038553i
0.00077554-0.0028765i,0.00082987-0.0013858i,-7.5133e-05-5.5035e-05i,-0.00064228-6.6534e-05i,0.00010048-0.00010597i,0.0003515-0.00041981i,0.00036919-0.00024655i,0.00014841+6.3555e-05i,0.00021903-0.00031651i,3.4554e-05-0.00091832i,-0.00017674-0.0008362i,-3.5022e-05-0.0005769i,0.00016372-0.00080995i,0.00030991-0.00063042i,0.00052008+0.00012431i,-0.00022073-5.0808e-06i,-0.00079685-0.00077399i,-0.00044916-0.00041987i,-1.3844e-05-1.7317e-05i,0.00066269-0.0014157i,0.0009033-0.0015778i,0.00042689-0.00083492i,6.119e-05-8.6476e-05i
0.00078021+0.00013629i,0.00076163+0.0016732i,0.00081269+0.0018312i,0.0017051+0.00027477i,0.0018832-0.00069638i,0.00056845-0.00047048i,-0.00018418-0.00046359i,-0.00018379-0.00028719i,-0.0008156+7.7308e-05i,-0.00078536-0.00016808i,0.00047318+0.00022154i,0.00029679+0.00020598i,-0.0001657-0.00074479i,0.0003854-0.0006794i,0.00076413-0.00041947i,0.00061652-0.00010741i,0.00049139+1.606e-05i,0.00049942-0.00052389i,-0.00024857-0.00021945i,-0.00056643+0.00014375i,0.00012693-0.00040183i,4.4319e-05-0.00087448i,-0.00030962-0.00075316i
0.0013035-1.9269e-05i,0.00026308+0.0015197i,-0.00044675+0.002617i,-9.9053e-05+0.0017975i,0.00043936-0.00072132i,0.00018206-0.002272i,-0.00022944-0.0014434i,-0.00032827-0.00016887i,-0.00010834-0.00011348i,-4.877e-05-0.0001417i,0.00048701+0.00027442i,0.0010252+0.00018656i,0.00073247-0.00054443i,2.5684e-05-0.00074573i,8.8128e-06-0.00098527i,0.00065226-0.0011498i,0.0012807-0.00041492i,0.0010741-3.9581e-06i,0.00041387+5.579e-05i,0.00030509+0.00098495i,0.00039563+0.00082672i,0.00022095-0.00025756i,-0.00038155-0.00035265i
0.0010964-0.0027782i,-0.00057513-0.0017009i,-0.0020704-0.00079146i,-0.002497-0.00096785i,-0.0014858-0.00068231i,-5.0174e-05+0.00024255i,3.5146e-05+0.00098591i,-0.00064899+0.00070534i,-0.00094279+0.00058164i,-0.0009205+0.0012337i,-0.00033798+0.0010393i,0.00016052+0.00020736i,0.00073656-0.00054436i,0.00095067-0.00049388i,0.0011388-0.00023947i,0.0015544-9.5233e-05i,0.00065972+0.00020964i,-0.00022466+0.00053042i,-0.00028671+0.0003503i,5.6849e-05-4.2373e-05i,0.00076268-0.00032974i,8.2862e-06-0.00011032i,-0.00039036+0.00046243i
-0.00023753-0.0010339i,-0.0005238+6.1347e-05i,-0.00058254+0.00022385i,6.0873e-05+0.00015484i,0.0014873-0.00033507i,0.0017193-0.00049393i,0.00024537+0.0005191i,-0.0010155+0.00071485i,-0.00060247+0.00042037i,-9.809e-05+0.00075156i,-0.00030523-0.00023163i,0.000441-0.0011517i,0.001029-0.00083477i,0.00040497-0.00043895i,-0.00039307-0.00057516i,-0.00047439-0.0011819i,-0.00041364-0.00069771i,-0.00051926+2.1905e-05i,-2.3077e-07+0.00013862i,0.00054747-4.0985e-06i,-0.00010986-8.8811e-05i,-0.00058255+0.0003164i,-0.00021296+0.00030183i
0.0023834-0.0014411i,0.0020623-0.00031008i,0.00098588+0.00011182i,0.00018586-0.00069526i,-0.00063016-0.0016643i,-0.00090835-0.0016276i,-0.0012043-0.0006152i,-0.00096909-0.00025869i,-0.00047095-0.00010299i,-3.5797e-05+0.00013848i,0.00019251-0.00058362i,-0.00014583-0.00075797i,-0.00019932-0.0012134i,-7.4364e-05-0.0011467i,0.00015788-0.00031817i,0.00081587+9.3128e-05i,0.0005665-0.00022406i,-0.00012373-0.00036103i,-1.9656e-05-0.00031166i,0.00039956-0.00045968i,6.8849e-06-0.00038105i,-0.00072242-0.00029488i,-0.00057493-0.00083375i
0.0024902-0.00064571i,0.0018728-0.00034179i,0.00054543+0.00036028i,-0.00044983+0.00036917i,-0.00062385-0.00048829i,-0.00037605-0.00099872i,2.3203e-05-0.0010785i,0.00058641-0.0003683i,0.0013153+0.00021839i,0.0011591-0.0001328i,0.00044522+1.6908e-05i,-0.00031753-0.00049092i,3.6869e-05-0.0011491i,0.00098726-6.3846e-05i,0.0011174+0.00034345i,0.00067337-0.00026353i,0.00042831-0.00027528i,0.00076755-0.00048088i,0.0011101-0.0010087i,0.00048711-0.0011361i,0.00021896-0.00087564i,0.00034793+0.000618i,-0.00045181+0.00098392i
0.0013595-0.00037865i,0.00052309+0.00049652i,0.0007065+0.00086863i,0.0010921-3.8914e-05i,0.0010063-0.0014486i,0.00032236-0.0013118i,-0.00053234+0.00036472i,-0.00066007+0.00040388i,-0.00034346-0.00029631i,0.00011318-0.00053556i,-0.00038231-0.00031037i,-0.00040707+9.0447e-05i,0.00046091-0.00028822i,6.4865e-05-0.00080156i,2.234e-05-0.00019911i,0.00010107+0.00041823i,-5.342e-05+0.00039381i,3.8279e-05+0.00054086i,-0.00042481+0.00098256i,-0.00010246+0.00079231i,0.00037275-0.00024627i,0.00020547-0.00086024i,0.00031038-0.00033124i
0.0016065-0.0022226i,0.00041977-0.0014876i,0.00013015-0.00016404i,0.00018431+0.00033332i,0.00062116+0.00025529i,0.0006191+0.00052073i,0.00047361+0.00012392i,5.8021e-05-0.00060583i,-6.5166e-05-5.9875e-05i,-2.8699e-05+0.00038904i,6.804e-05-0.00046698i,-4.3701e-05-0.0010372i,2.6102e-05-0.00030315i,0.0010211+0.0004627i,0.0015341+3.0302e-05i,0.00084519-0.0007253i,-0.00013675-0.00072608i,-0.0009781-0.00020323i,-0.0011295+0.00013946i,-0.00040463+0.00037284i,4.7397e-05+0.00047438i,0.00066434+0.00060251i,0.00055872+0.0010058i
