0.00016128+0.0031118i,0.0014531+0.003778i,0.00074263+0.0013923i,-0.00031272-0.00037474i,-0.001198+0.00018679i,-0.0017999+0.0023243i,-0.00096255+0.003444i,0.00011904+0.0027944i,0.001524+0.001412i,0.0014349+9.0396e-05i,-0.00015074+0.00020687i,-0.00021517+0.00025873i,0.00032516+7.9811e-05i,0.00059222+0.00011728i,0.00076977-0.00025939i,0.00042355-0.0005156i,-2.1728e-05-0.00022332i,-0.00030496-0.00018755i,9.3308e-05-0.00035154i,7.9479e-05+1.3497e-05i,-0.00030729+0.00064004i,-3.3576e-05+0.00037527i,0.00033681-0.00037999i
-0.00017254+0.0022048i,-0.00054726+0.0028287i,-0.00042985+0.002482i,0.00028701+0.0018609i,0.00089598+0.00077281i,0.00097888-0.00034857i,0.0006962-0.00091558i,0.00067018-0.00042888i,0.00044255+3.593e-06i,0.00093514+0.00031809i,0.00091407+0.00013404i,0.0011937-0.0010486i,0.0012515-0.00099164i,0.00051211-8.2025e-05i,5.2767e-05+5.0367e-05i,0.00042793-0.00034133i,0.00087882+8.569e-05i,0.001409-0.00032017i,0.0013949-0.00098809i,0.00042605-0.0006998i,0.00010939-3.4909e-05i,0.00069897+0.00045742i,0.00081928-0.00038292i
-0.0020104+0.0012649i,-0.0016012+0.0025786i,-0.0010675+0.0032275i,-0.0011984+0.0022448i,-0.0012523+0.0018395i,-0.00030296+0.0019791i,0.00048656+0.0014176i,-0.00017969+0.0010839i,-0.00089866+0.00079261i,-0.0005963+0.00014686i,-0.00024051+0.00031343i,0.00036979+0.00059531i,0.00068869+0.00041281i,0.0009155-0.00036732i,0.00042877-0.0002641i,-3.2811e-05-0.00010484i,0.00047589-0.00041819i,0.0010239-0.00057743i,0.00092187-0.00045552i,-0.00031116-0.00044545i,-0.0014538-0.00065347i,-0.00093159-0.00053829i,-0.00029306+4.7758e-05i
-0.00080432+0.0011911i,-0.00025768+0.002432i,0.00057205+0.0017358i,0.0010642+0.00030137i,0.0007291+0.00061026i,-5.341e-05+0.00041036i,-0.00013569-0.00019778i,4.2888e-05-0.00019958i,0.00075256-0.00015731i,0.0015286-8.9493e-06i,0.0013221-9.8357e-05i,0.00098386-0.00023594i,0.00053862+0.00013556i,0.0003247+0.0007595i,0.000479+0.00066128i,0.00028561+7.2663e-05i,0.00032136-0.00067899i,0.0010211-0.001172i,0.00082592-0.00045944i,-2.5366e-05-0.00026175i,0.0002962-0.00094901i,0.00072103-0.00045345i,0.00011056+0.00021537i
-0.0014978+0.0018554i,-0.0020376+0.003021i,-0.00090098+0.0027626i,-8.6192e-05+0.0010785i,-0.00011968+0.00086532i,4.9753e-05+0.00087248i,0.00014321+0.00070947i,0.00046733+0.00058699i,0.00049486+0.0003946i,0.00020099+0.00015626i,-0.00037479-0.00044232i,-0.00047246-0.00038852i,0.0001304+0.00017017i,0.00020979+0.00048752i,-0.000207+0.0010281i,-0.00012223+0.00081202i,0.0002513-0.0001444i,0.00028901-0.00049606i,-0.00064574-0.00017792i,-0.001215-0.00061901i,-0.00018561-0.00047341i,-9.8442e-05+9.8358e-05i,-0.00076223-0.00036765i
-0.00048735+0.0024861i,-0.0013344+0.0029652i,-9.4967e-05+0.0024246i,0.0013982+0.00087772i,0.0012827+0.00034893i,0.00072867+0.00030149i,0.0010571-0.00011642i,0.0015352-0.00022006i,0.001179-0.00011048i,0.00084715+0.00013983i,0.00051946+0.00013313i,-0.00020162-7.3068e-05i,-0.0006715+0.00027706i,-0.00048453+0.0008895i,-0.0003538+0.00037958i,0.00052419-0.00016051i,0.00057862+0.0001482i,0.00020008+0.00040523i,-0.00021489-0.00020112i,-9.1995e-05-0.0010749i,0.00066669-0.0011872i,0.00046726-0.00014279i,-0.00033122+0.00045689i
0.00033582+0.0010918i,-0.00031888+0.002069i,-0.001045+0.0014931i,-0.00048614+0.0014644i,-0.00010446+0.0015942i,0.0001807+0.0015188i,0.00050211+0.0010495i,1.143e-05+0.00013568i,0.00051168-0.00079841i,0.00063807-0.0010266i,0.00038634-0.00032325i,0.00077076-0.00018556i,6.504e-05+9.9359e-06i,-0.00028609+0.00026582i,0.00052322-0.00072388i,0.0010014-0.00092408i,0.00077936-0.00037i,0.00019144-0.00016758i,0.00027251-0.00010813i,0.00040944+0.0007574i,-0.00033247+0.00039252i,-0.00079293-0.00039416i,-0.00032135+0.00014413i
-1.9497e-05+0.0012727i,-0.000362+0.0022847i,-0.00041448+0.0018115i,-0.00058401+0.0011107i,-0.00095401+0.0014961i,-0.00067143+0.001849i,-0.000398+0.0020333i,5.5918e-05+0.0018044i,0.00028677+0.00062352i,0.00018798-0.00033869i,0.00024416+0.00033398i,0.00050095+0.00046353i,0.00078134-0.00018351i,0.0011635-0.00045383i,0.0015517-0.00058051i,0.001146-0.00055656i,0.001025-0.00072373i,0.0012509-0.00029475i,0.0014203+0.00010644i,0.00091852-0.00037861i,-0.00083025+8.3069e-05i,-0.001487+9.2216e-05i,-0.00034828+0.0001373i
-0.00053161+0.00056222i,0.00011275+0.0011157i,-0.00013152+0.0016811i,-2.638e-05+0.0019119i,0.00047022+0.0024519i,0.00054021+0.0021604i,-0.00044363+0.00081253i,-0.0010602+0.00029711i,-0.0011891+0.00090706i,-0.00045654+0.001106i,0.0001996+0.00087484i,-0.00025624+0.00012326i,-3.1563e-05-0.00062797i,0.00058068-0.0011336i,0.0004502-0.0017709i,0.00030094-0.0019057i,0.00027404-0.00080423i,0.00030769-0.00068865i,0.00034588-0.0014816i,-0.00040201-0.0019046i,-0.0007936-0.0011018i,-0.00042751+8.3349e-05i,0.00046835+0.00028953i
-0.00038061+0.0025037i,-0.00029902+0.0027993i,0.00025947+0.0015521i,0.00069527+0.00040458i,-0.00028857+0.00064484i,-0.00084253+0.00059808i,-0.0003364+0.00035392i,-0.0007177-1.3476e-05i,-0.00052439-5.2709e-05i,-0.00012158+0.00034322i,5.1806e-05+5.8514e-05i,0.00011937+3.6262e-05i,-0.00044918-0.00026624i,-0.00021153+0.00015416i,6.5006e-05+0.0013093i,-0.0002763+0.00088668i,-2.4018e-05-0.00039237i,-0.00033041-0.00088491i,-0.00023498-0.00040113i,0.00031178-4.9327e-05i,0.0005342+0.00040896i,0.00032829+0.00026201i,0.00051972-0.00028451i
-0.00090625+0.0013706i,-0.0011+0.0020349i,-0.0012596+0.0020127i,-0.0010279+0.00071893i,-0.00050218+0.00048704i,-0.00093348+0.0012018i,-0.00073281+0.0013509i,-0.00046925+0.00075101i,-0.00024501-0.00032463i,-2.054e-05-0.00041608i,-0.00038702+0.00030503i,-0.00041908+0.00021718i,-0.00013308-0.00038065i,-0.00034912-0.00050905i,-0.0003959-0.00034698i,0.00074307-0.00018931i,0.0017086-0.0002056i,0.0016304+6.9632e-05i,0.00069383-6.2068e-05i,-0.00014588-0.00079912i,-0.00021379-0.00070935i,-0.00011007+0.00079893i,-0.00049082+0.00091154i
-0.00042526+0.0010966i,-6.911e-05+0.0019376i,0.00023558+0.0021871i,0.00077121+0.0014332i,0.00077995+0.0014362i,0.00039932+0.0015907i,0.00054889+0.00043349i,-6.3115e-05-9.5379e-06i,-0.00048358-0.00019739i,-0.00020804-0.00054508i,-0.00085918-0.00048354i,-0.00070443-0.00041242i,-9.0573e-05-1.1278e-05i,9.569e-05+0.00026176i,0.00051866+9.8341e-05i,0.00059727-0.00043986i,0.00042123-0.00054616i,0.00070711-0.00050782i,0.00046391-0.00010526i,0.00015185+0.00082318i,3.0123e-05+0.0012542i,-0.00071731+0.00023841i,-0.00030791-0.00018837i
-0.00061197+0.0017431i,-0.0011861+0.0016289i,-0.0007239+0.0018484i,-0.0011445+0.0016485i,-0.00098154+0.0016016i,-0.00028391+0.0011577i,-6.7553e-05+0.00024027i,0.00023942+0.00046959i,-0.00020178+0.00067889i,-0.00054788-0.00072848i,-6.4264e-05-0.00087863i,-5.4332e-05-0.00063155i,-0.00045046-0.0012924i,-0.00076007-0.0011631i,-0.00069456-0.00015257i,-0.00052276-0.00022582i,0.0004194-0.00062493i,0.00085185-0.00046282i,1.7749e-05-0.0004181i,-0.0002047-4.7385e-05i,-0.00045892+0.00039719i,-0.0012842+0.00069201i,-0.0014333+0.00053467i
-0.00052237+0.0012134i,-0.00081937+0.0030406i,-0.00031266+0.0023982i,-2.5429e-05+0.0015904i,1.3091e-05+0.001239i,-0.00031653+0.0020343i,-0.00050135+0.0020365i,7.894e-05+0.00085436i,0.0010516+8.8323e-05i,0.0013188+8.7877e-05i,0.00025869+0.0003021i,-0.00035253+4.4087e-05i,0.00021295+0.00012221i,0.00049984+0.00031186i,0.00071369+0.00015139i,0.00098425+9.8103e-05i,0.00096567-0.00042862i,0.00077071-0.00076471i,0.00081408-0.00064451i,0.00043181-0.00093775i,3.3006e-05-0.0014029i,-0.00028604-0.0016234i,-0.00072956-7.1184e-05i
-0.0020402+0.0013997i,-0.00072368+0.0019505i,0.0010147+0.0011635i,0.0010366-0.00025727i,0.0008023-0.00016467i,0.00081218+0.00097982i,-0.00039128+0.00095385i,-0.00068891+0.00029731i,-0.00018676-0.00017221i,5.7737e-05-0.00032152i,0.00054923+0.00042343i,0.00073929+0.00054395i,0.00010358-2.7538e-05i,-0.00016686+9.0289e-05i,1.267e-05+2.9463e-05i,0.0006505-0.00024803i,0.0011279+4.1058e-05i,0.00048161+6.5865e-05i,-0.0001341-0.00068107i,-0.00030567-0.001404i,0.00043261-0.0013433i,0.00079343-0.00053436i,0.00040305-2.1694e-05i
-0.00063858+0.0012498i,-0.00051408+0.0027044i,-0.00036736+0.0020622i,-0.00018164+0.00070658i,-0.00043573+0.00033898i,0.00021988+0.0011532i,0.00059113+0.0018587i,0.00016388+0.0016355i,0.00014445+0.00079228i,0.00020263+0.00012829i,-0.00018719-0.00041184i,-0.00057639-0.0011541i,-0.0010027-0.001252i,-0.00035107-0.00073782i,1.2688e-05-0.00022776i,-0.00023706+0.00036262i,0.00032419+0.00016264i,0.00073581-0.00078379i,0.00045407-0.00029749i,-6.7983e-05+4.6066e-05i,-0.00022895-0.0004222i,-0.00025335-0.0003981i,-0.00027831-0.00079064i
-0.0012107+0.0011049i,-0.0011872+0.0021463i,-0.00036419+0.0025784i,-0.00020607+0.0024451i,8.0594e-05+0.0023534i,0.00060732+0.0017594i,2.9005e-07+0.0017218i,-0.00045412+0.0015087i,0.00019941+0.0014553i,0.00042529+0.0012765i,8.6628e-05+4.0923e-05i,-0.00015776-0.0011849i,-7.4081e-05-0.0011465i,-0.00036375-0.00037537i,-0.00047908+0.00049204i,0.00048611+0.0010449i,0.0011327+0.00069759i,0.00055743-0.0001452i,-0.00029708-0.00050568i,0.00022056-0.00066011i,0.00055862-0.00044267i,-0.00053915+0.00036453i,-0.00031293+0.00019228i
-1.3279e-05+0.0029494i,-0.00066966+0.0027412i,0.0013464+0.0013801i,0.0018049-1.7342e-05i,0.0010507+0.0001095i,0.0006895+0.00034967i,-0.0003133+0.00043006i,-0.00081343+0.0005899i,-0.00014153+0.00033987i,0.00051098-0.000259i,0.00050177-0.00046353i,0.00017839-0.00012284i,-0.00039154-0.00018404i,-0.00056382-0.00038279i,-0.00016501-0.00014819i,0.00021366+0.00020276i,0.00042464-0.00017403i,0.00048583-0.00019824i,0.00031881-0.00026043i,0.00045182-0.00035123i,0.00033463-0.00047386i,-0.00013012-0.00096591i,-5.8615e-06-9.303e-05i
-0.0013978+0.0014707i,-0.00075962+0.0012862i,-0.00090351+0.00077321i,-0.00096098+0.00048258i,-0.00053527+0.00025727i,-0.0011153+0.00058934i,-0.0014586+0.00086068i,-0.0011946+0.00074243i,-0.00056078+0.00087623i,-0.00016749+0.0009092i,-0.00012188+0.00065073i,-0.00018739-0.00025428i,-0.00047021-0.00027715i,-0.00015188+5.8559e-05i,0.00056424+6.2566e-05i,0.00051642+0.00046775i,0.00076481-8.8247e-05i,0.00058133-0.00050691i,0.00013113-0.00032082i,-2.1217e-05-5.0052e-05i,0.00011584+0.00020322i,0.00068174+0.00017828i,0.00040237+1.6625e-05i
-0.00080393+0.001289i,-0.0002958+0.0021188i,-0.00050056+0.0017899i,-0.00013132+0.0015718i,0.00026445+0.0018143i,0.00054167+0.0019147i,0.0013532+0.0013813i,0.0014649+0.00020964i,0.0012775-0.0006461i,0.0005822-0.00066974i,0.00024254-0.0006379i,0.00022536-0.00037623i,-0.00035228-2.383e-06i,-1.2072e-05-0.00043223i,0.00063127+0.00017555i,0.00061314+0.0005904i,0.00037874-9.631e-06i,0.00037018-0.00022833i,3.042e-05-3.8896e-05i,-5.7511e-05+0.00082407i,-0.00022272+0.0013324i,-0.0005238+0.0010144i,-0.00034828+0.00012125i
-0.00011425+0.0017898i,0.00023003+0.0026948i,0.0006719+0.0017146i,0.00013058+0.00074572i,-0.00059308+0.00084592i,7.9956e-05+0.0013594i,0.00095953+0.0013857i,0.00097515+0.00061582i,0.0005592-8.0397e-05i,-0.00011548-0.0004203i,-0.00012318-7.1445e-05i,-2.2708e-05+0.00065332i,0.00019743+0.00037478i,0.0014403+7.0152e-05i,0.0019244-0.00021036i,0.0016179-0.00098585i,0.0011821-0.0012884i,7.4753e-05-0.00097165i,-0.00051536-0.00036305i,-0.00052187-0.00032482i,-0.00066209-0.00030679i,-0.00013399+0.00038266i,0.00020772+0.00037646i
-0.0012921+0.00090596i,-0.0011609+0.0018808i,-0.00053806+0.0029053i,0.0002575+0.002745i,0.00070535+0.001243i,0.00077547+0.00039226i,0.00063392-0.00036647i,-0.0004324-0.00051269i,-0.0013188-0.00059074i,-0.00099494-0.00085705i,0.000267-0.00058013i,0.0012088-0.00023155i,0.0017974-0.00072888i,0.0016835-0.00092685i,0.00083516-0.00036821i,0.00018845+3.8839e-05i,0.00068426-0.00058664i,0.0015141-0.00096168i,0.00053601-0.00019827i,-0.00042863+0.00010128i,-0.00066928+2.9448e-05i,-0.00062113+0.00038107i,-0.00019111+0.00024995i
0.00079411+1.3567e-05i,0.00013165+0.00034618i,-4.1752e-05-1.989e-05i,0.00017492+0.0011164i,-0.00056403+0.0020493i,-0.00090911+0.0017793i,-0.00029705+0.00047902i,5.6315e-05-0.00017101i,0.00011414-0.00033999i,-0.00032352-0.0006821i,-0.000356-8.7631e-05i,0.00023869+0.0011011i,0.00038954+0.00072863i,0.00058986-0.0001643i,0.00033081-0.00061382i,0.0003543-0.0010709i,0.0014465-0.00095687i,0.00096604-0.00052338i,0.00029993-0.00063015i,0.00017009-0.00074879i,-0.00011479-0.0010396i,0.00024497-0.00089264i,0.00072411+0.00022593i
0.00014627+0.00048661i,-0.00070365+0.00076353i,-5.582e-05+0.00039932i,-0.00036282-0.00022169i,-0.00050269-0.00064566i,0.00043564-0.00041131i,0.00049947-0.00020342i,0.0003155-0.00026826i,0.00083616-3.4195e-05i,0.00082954+0.0001633i,0.00073401+0.0004825i,0.00038183+1.2943e-05i,0.00045729+2.2193e-05i,0.00066617-2.1606e-05i,0.00034942-0.00031623i,-4.3786e-05-0.00043147i,-0.00065064-0.00038298i,-0.00041974+5.4617e-05i,6.2308e-05-0.00030116i,0.00019178-0.00051328i,0.00033048+6.3196e-05i,4.2588e-06+0.00011734i,-0.00041484+0.00039048i
-0.0013998+0.0010766i,-0.00068825+0.0015425i,0.00068713+0.0015841i,0.00099306+0.0016076i,0.00036637+0.0012204i,0.00019101+0.00085143i,0.00013847+0.0004473i,-0.00019666+0.00063191i,-0.00027622+0.0010039i,-0.00066736+0.0006272i,-0.00093417+0.00012407i,-0.00092338-0.00038673i,-0.00062895-0.00079014i,0.00046229-0.00041561i,0.001138-0.0001199i,0.0011651-0.00013553i,0.00040893-0.00021836i,-0.0003397-0.001016i,-7.7008e-05-0.00060883i,-1.2828e-05+0.00040831i,-0.00060168+4.0138e-05i,-0.00048396-0.0010974i,0.00022574-0.00044571i
0.00048359+0.0020866i,0.0006253+0.0020775i,0.0011538+0.0021005i,0.00018534+0.0014299i,-0.0011287+0.00040476i,-0.00069331+0.0003897i,-0.00025512-0.00018602i,-0.00016638-0.00080054i,-2.8371e-05-0.00014054i,-0.00035717-0.00061108i,-0.00044906-0.0011843i,-0.00032727-0.00083438i,-8.6475e-06-0.00047878i,9.0205e-05+8.5542e-05i,0.00055117+0.00085268i,0.00046711+0.00026446i,-0.00025295-0.000284i,-0.00028538+4.2451e-05i,0.00039469+0.00013775i,0.00022362+0.00025603i,-0.00040957-0.00024872i,-0.00077855-0.0011438i,-0.00066995-0.00086255i
-0.0014284+0.00086051i,-0.0013046+0.0018285i,-0.00028132+0.0017322i,-0.00039465+0.0013268i,-0.00070156+0.0015396i,-0.00028577+0.00072414i,-8.0071e-05-0.0001169i,-0.00023288+0.00033691i,-0.00029708+0.00088047i,0.00018916+0.00085332i,-0.00026496+0.0011836i,-0.00053093+0.00062793i,-0.00072549-0.00041592i,-0.0010642-0.00019568i,-0.00024965+0.00047433i,0.00073046+0.00016337i,0.00032133-0.0014247i,-5.315e-05-0.0018348i,3.5012e-05-6.5938e-05i,8.1414e-05+0.00089147i,-0.00019202+0.00052648i,-0.00092885-0.00020069i,-0.0010616-0.0005287i
-0.0015536+0.0017793i,-0.00043648+0.0030946i,0.0015423+0.0032931i,0.0019324+0.0022861i,0.0012837+0.0013068i,0.00048101+0.00067096i,0.00045887+0.00030023i,0.00055703+0.00048579i,0.00021457+5.6791e-05i,0.00017901-0.00013949i,-0.00029894-0.00035098i,-0.00058076-0.00031533i,-0.00027009+0.00015311i,8.8005e-05+0.0004486i,0.00033078+0.00052277i,0.00037481-0.00045973i,0.00043317-0.00084568i,0.00014359-0.00032975i,-0.00031242-0.00030961i,-0.00041907-0.00037983i,0.00014108+0.00028431i,0.00059224+0.00058184i,9.4614e-06+0.00021178i
-0.0013695+0.00068401i,-0.0009621+0.001485i,-2.7102e-06+0.00095576i,-4.2757e-05+0.00046382i,-0.00071833+0.00034932i,-0.00068951+0.00029031i,-7.4932e-05+0.00096824i,0.0001505+0.0011492i,-2.4072e-05+0.00056038i,-0.00042218-5.4443e-05i,-0.0008178-7.7483e-05i,-0.0007574-0.00016809i,0.00029336-8.582e-05i,0.001205-5.5976e-06i,0.0014072-9.06e-05i,0.0014456+0.00034074i,0.0010441+0.00026873i,0.0003417-0.00033112i,0.00027635-0.00056397i,0.00051965-0.00031427i,-5.2552e-05-0.00055884i,-0.00044559+0.00016683i,-0.00032366+0.0011657i
0.00084368+0.0013425i,0.00077277+0.0019498i,0.00042713+0.0025828i,0.00056396+0.0022198i,-0.0002198+0.0019211i,-0.00051821+0.0014649i,-0.00014076+0.0008143i,-0.00054702+0.00061464i,-0.0010077+0.00022268i,-0.00092957-0.00040498i,-0.0010759-0.00022956i,-0.00092959+0.00012262i,-0.00028819+0.00010394i,0.0005272+0.00011411i,0.00079105+0.00058959i,0.0014177+0.00057282i,0.001882-0.000184i,0.0011272-0.00027639i,0.00088967+0.00011501i,0.00045281+0.0003237i,-0.00084173+0.00063116i,-0.0012102+0.00079815i,-0.00088004+0.00070898i
-0.0010439+0.0013498i,-0.00061559+0.0017958i,-0.0002174+0.0025206i,-0.00014991+0.0013335i,0.00049341+5.0489e-05i,0.0010855+0.00021382i,0.0011199+0.00013911i,0.00015547+7.8049e-05i,-0.00065136-2.3048e-05i,-0.00035628-0.00013898i,-0.0003104+0.00040683i,-0.00029523+0.00022727i,0.00011537+9.374e-05i,0.00055146-5.4535e-05i,0.0006005-0.00052002i,0.00025283-0.00053074i,0.00012415-0.00025462i,0.00049644+4.1514e-05i,-1.7653e-05-0.00027309i,-6.5533e-05-0.00014562i,0.00042583+0.00040519i,0.0002953+7.6864e-05i,0.00026839-0.00078712i
-0.00060835+0.0020798i,-0.0013459+0.0021549i,-0.00041818+0.0020296i,0.0011585+0.0017708i,0.0019921+0.00078129i,0.0013411-0.00029748i,-5.6142e-05-0.00041131i,-0.00036881-0.00036555i,0.00050276-0.00089758i,0.00072613-0.00043366i,7.4903e-05-0.00012113i,-0.00028189-0.0010629i,-0.00055792-0.0012841i,-0.0013691-0.00054925i,-0.00078143-0.00024173i,0.00062477-0.00051193i,0.0010973-0.00046439i,0.00090449-0.00012862i,0.00033716-0.00025437i,-0.00017048-0.00037486i,-0.00043162-0.0004473i,0.00013718-0.00027032i,0.00052521-8.5952e-05i
-0.00047287+0.0018921i,-0.00037257+0.0022718i,0.00026072+0.0018502i,0.00024151+0.0007769i,-0.00057467+0.00078272i,-0.00085589+0.0011603i,-0.00074383+0.0010766i,-0.00061299+0.00094061i,-0.0001631+0.00031361i,0.00075867-0.00029117i,0.0013773-0.00033118i,0.00092709-0.00041602i,7.1032e-05-1.4368e-05i,0.00028088+0.00043137i,0.00089203+0.00039706i,0.00088439-0.00016779i,6.9333e-05-0.00061575i,-0.00072174-0.00067505i,-0.00089305-0.00087326i,-0.00090271-0.0004663i,-0.00068704+0.00040979i,-0.00063491+0.00034157i,-0.0011646+0.00024314i
-0.0018618+0.0013933i,-0.00214+0.0037589i,-0.00086492+0.0032783i,-1.9458e-05+0.001831i,0.00039024+0.0017242i,0.0010587+0.0015624i,0.00088749+0.00098937i,0.0001366+0.00070859i,9.8745e-05+0.0003228i,0.00017392-3.3858e-05i,-9.9121e-06-0.00014667i,-0.00071484-0.00064075i,-0.0012064-0.00080849i,-0.0004569-0.0004937i,0.00046661-0.00029518i,0.00035457+0.0002418i,-1.406e-05+0.000197i,-9.742e-05-0.00058102i,0.00019575-0.00074867i,0.00072865-0.00026087i,0.00092046-0.00014212i,0.00049209-0.0006663i,-0.00036553-0.00086666i
-0.0018011+0.00082814i,-0.00059108+0.0022396i,-0.00020853+0.002445i,-0.00017603+0.0024183i,5.8184e-05+0.0024661i,0.00029946+0.00204i,0.0010443+0.0012492i,0.00095614+0.00034588i,0.00050859-0.00044458i,-0.00016616-0.00058598i,-0.0008064+4.0731e-05i,0.00055279+0.00062995i,0.00081552-0.00033185i,0.00020829-0.0015277i,-0.0002668-0.00072203i,-0.00038498-0.00033976i,0.00041766-0.00080431i,0.00099615-0.00034319i,0.0013099+0.0005084i,0.00093378+0.00063711i,0.0002355+0.00027047i,-0.00017791-0.00049946i,0.00012962-0.00056798i
-0.00067838+0.0016527i,-0.00012619+0.001556i,0.00020009+0.00096794i,-0.00015655+0.00027142i,-0.0005221+0.00071646i,-0.0001666+0.0011727i,-1.6929e-05+0.00025074i,-0.00092135+4.1994e-05i,-0.0015259+0.00036491i,-0.00096864+4.5038e-05i,6.0781e-05+0.00016204i,0.00038554+9.7671e-05i,0.00010057+0.00021954i,0.00037814+0.00078617i,0.00086654+0.00050568i,0.0006739-0.00012863i,0.00054906+4.4414e-06i,0.0010232-0.00020603i,0.00063868-0.00039703i,-0.00039599-0.00042616i,-0.00023911-0.00027439i,0.00011454+0.0003317i,-6.169e-05+0.00060626i
-0.00076531+0.0007102i,-0.0017065+0.0024066i,-0.0014126+0.0026254i,-0.00039386+0.00178i,-0.0004462+0.00031305i,-0.00016536+0.00017468i,0.00059529+0.00042489i,0.00047514-0.00058916i,0.000314-0.0010379i,0.00068862-0.00018352i,0.00058614+0.00050029i,-0.00024358+0.00050349i,-0.00063913-0.00010213i,-0.00023764-0.0010149i,-0.000201-0.0011896i,1.359e-05-0.00085382i,0.00064519-0.00039537i,0.00097893-0.00046987i,0.00064787-0.00068281i,2.4923e-05-0.00045524i,-0.00027971+9.0367e-05i,-0.00075781+0.00070625i,-0.00054734+0.00087188i
0.0002746+0.0004608i,-0.0014196+0.00064997i,-0.00097426+0.0012115i,0.00037191+0.0025012i,6.5387e-05+0.002355i,-0.0002277+0.0012367i,0.00074546+0.00093406i,0.00051804+0.00072268i,-0.00024987-2.5228e-06i,-0.00025126-0.00042349i,-8.2882e-05-0.00025858i,-0.00011745-0.00012881i,-0.00053662-0.00047636i,0.00016063-0.0009126i,0.00087298-0.0010827i,0.00071779-0.0011618i,0.0012494-0.00072092i,0.0014779-0.00046888i,0.0010112-0.00046883i,0.0011162-9.8167e-05i,0.00083139-0.00020973i,-8.3911e-05-0.00065922i,-0.00019598-0.00089523i
-0.00044878+0.0010375i,4.4054e-06+0.0020656i,0.00064007+0.0016568i,0.00082681+0.00028193i,-0.00017511+0.00064619i,-0.00029403+0.0015206i,0.00039909+0.0013065i,0.00031188+0.00055931i,0.00074042+2.039e-05i,0.0004576-0.00030253i,-0.00067717-0.0004203i,-0.00069683-0.00027822i,-0.00036024+0.00030015i,-0.00043132+0.00095098i,3.4816e-05+0.00075969i,0.00073294-0.00018068i,0.00092203-0.0012502i,0.00095923-0.0018027i,0.0002671-0.0010377i,-0.00052322-0.00020267i,-0.00059743-2.7073e-05i,-0.00066473-0.00038143i,-0.00059774-0.00021779i
-0.00038837+0.0010727i,-0.00044966+0.0029668i,-5.6385e-05+0.0028331i,0.00035686+0.0016948i,-0.00029879+0.0016137i,-0.00025519+0.0016931i,0.00039429+0.00058604i,0.00039069+0.00010616i,-0.00051681+0.00028937i,-0.00099028-0.00046525i,-0.00030095-0.0012171i,0.00063524-0.00053435i,0.00065133+2.9539e-05i,0.00022022+0.00013265i,-0.00045151+0.00026625i,-0.00061323-0.00052876i,-0.00041792-0.00087919i,0.00018296-0.00060491i,0.00016126-0.00020016i,-0.00038763-4.351e-06i,0.00016308-0.00026767i,3.0988e-05-0.0001814i,-0.00038333+6.0341e-05i
-0.0008541+0.0010537i,-0.00078749+0.0014667i,5.5547e-05+0.0011156i,-0.00023566+0.00076064i,-0.00050419+0.0010161i,0.0005151+0.0014507i,0.00074537+0.0011298i,0.00016977+0.001072i,0.00035106+0.00072881i,0.00026635+0.0001512i,-0.00031665+0.0003546i,-0.00033775-0.00039777i,-0.00046286-0.0013756i,-0.00066434-0.00087228i,9.1368e-06-0.00014237i,0.00092977+0.00011394i,0.00088625-5.8435e-06i,0.00065856-0.00055136i,0.00053158-0.00069527i,-3.871e-06-6.9693e-05i,0.00015989+0.0008471i,7.6911e-05+0.0010104i,-0.00044775+0.00039405i
-0.00066422+0.00083538i,-0.00011943+0.0015052i,0.00037047+0.002096i,3.4583e-05+0.0011152i,-0.00052034+0.00023451i,-0.00049284+0.00032146i,-0.0006748+0.00087662i,-0.00092136+0.001072i,-0.00015904+0.00071015i,0.00053862+0.00046813i,0.00029704+0.00030092i,0.00019204+0.00013642i,0.00069577-0.00024426i,0.00071391-0.00053189i,0.00067819+0.00031834i,0.00068706+0.00088888i,0.00039405-2.6767e-05i,0.00022394-0.00039283i,0.00056733-0.00058366i,0.00025033-0.00053739i,-0.00023789+0.00039287i,-0.00044063+0.0010437i,-0.00067405+0.00011253i
-0.00061075+0.0026251i,-0.00026737+0.002109i,0.0010515+0.0015478i,0.0010953+0.0010664i,0.00077717+0.00018081i,0.00032928-0.00015255i,0.0003073+0.000428i,0.00027352+0.00080492i,-0.00035644+0.00050409i,-0.00058188+8.1992e-05i,6.7639e-05+0.0002046i,0.00039641+0.0004676i,0.00021623+0.00020643i,0.00068463+2.8325e-05i,0.00073895+0.00023045i,0.00068076+0.00019515i,0.0015694-8.9707e-05i,0.0016591-0.00036952i,0.00095079-0.0005669i,-6.0305e-05-0.00023364i,-0.00090982+0.00010911i,-0.00090505-0.00022353i,-0.00051977-0.00047331i
-0.001047+0.0010087i,-0.001511+0.0022568i,-0.00099223+0.002525i,-0.00077278+0.0018054i,-0.001524+0.0012804i,-0.00035023+0.0011482i,-0.00032429+0.00082118i,-0.0012319+0.00054821i,-0.00039637+8.8938e-05i,0.00069833-0.00011735i,0.00070219-0.0002669i,0.0010026-0.00043642i,0.00086933+3.9835e-05i,-4.1914e-06+0.00019275i,9.8717e-06-0.00023347i,-8.3727e-05-0.00081651i,0.00015209-0.0018881i,0.00022779-0.0014392i,0.00015398-0.00017922i,-0.0002152+0.00021018i,-0.00024249-0.00046229i,0.00028056-0.00052239i,-0.00020707-0.00018685i
