-0.0017477+0.0015312i,-0.00015554+0.00056214i,-0.00020457-0.00058604i,0.00016326-0.0010037i,-0.00054933+0.00018084i,-0.0020438+0.0011172i,-0.0022711+0.0020364i,-0.00098473+0.0025008i,0.00026145+0.0015291i,0.00073742+0.00065518i,0.0018207-7.7922e-05i,0.002093-0.00023158i,0.00087746-8.3879e-05i,0.00015581+6.6835e-05i,-0.00056737+4.8695e-05i,-0.00050968-0.00027492i,0.00014817-0.00035347i,9.2829e-05-0.00041878i,0.00034597+0.00013752i,0.00088472+0.00059053i,0.0007514+0.0006914i,9.8853e-05+0.00040664i,0.00017704+0.0002477i
-0.00020993-0.0015056i,-0.00043504-0.0010259i,-0.00027744-0.0012747i,0.00027361-0.0014188i,-0.00036839-0.00091864i,-0.0018109-0.00048473i,-0.0015599-0.0002267i,-0.00030253+4.1022e-05i,-0.00016283+0.00018152i,-3.5882e-05-0.0010836i,-0.00033547-0.0017143i,-0.00086347-0.0003378i,-1.3251e-05+0.00064315i,0.00091636+0.00052024i,0.00057366+0.00062212i,-0.00043388+0.0010446i,-0.00075677+0.0004437i,-0.00088304-0.00051878i,-0.0011651-0.00072747i,-0.00089609-0.00051463i,-0.00043002+5.648e-05i,-0.00028805+0.00058508i,-0.00059339+0.00047102i
0.00013262-0.0005083i,-0.00010619-0.0001236i,-0.0010307-0.00051957i,-0.0011172-0.00080576i,-0.00044602-0.00058198i,-0.00089356+0.00043726i,-0.0012648+0.00044259i,-0.00066772-0.00022082i,7.5798e-05-0.00022061i,-0.00029049+0.00052098i,-0.00023334+0.00026204i,0.00075813-0.00010803i,0.00074557-0.00019883i,0.00052844-9.9385e-05i,-9.3661e-05+0.00039189i,-0.00047942-0.00012928i,-0.0002361-0.00091365i,-0.00032474-0.00069727i,-2.7635e-05-0.00074171i,0.00041435-0.0010552i,0.00065306-0.00073448i,-0.00039791-0.00041558i,-0.00071501-0.0005207i
-0.00019072+0.00030585i,-1.8342e-05-0.00022703i,0.00089799-0.0010986i,0.0010808-0.0012221i,-0.00039343-0.00099712i,-0.00078562-0.00061634i,-0.00076607-0.00033874i,-0.00072081-0.00024135i,-0.00021695+0.00027373i,0.00039728+2.5104e-05i,0.00033612-0.00068996i,0.0007641-0.00031721i,0.0012886+0.00053661i,0.00096403+0.00045929i,0.00074884-0.00012144i,0.00054898+0.00020356i,0.00061082+0.00047225i,0.00083279-0.00019987i,0.00067215-0.00068302i,0.00035062-0.00031644i,2.314e-05+0.00028771i,0.00011836-0.00014118i,0.00036045-0.00071057i
0.00054332+0.00016216i,0.00057702+0.00017231i,0.00065054-0.00021274i,0.0003528-0.0012758i,0.0006468-0.0019056i,0.00090292-0.0012622i,-0.00010288-0.00023718i,-0.00040562+0.00025653i,-0.00015721-4.1493e-05i,5.8065e-05-0.00050364i,6.3213e-05-0.00030123i,-3.8365e-05+0.00046481i,-0.00028522+0.00068317i,-1.3347e-06-2.1736e-05i,0.00025628+0.00053093i,-1.9281e-05+0.00099744i,-0.00032619+0.00042978i,-0.00051676-0.00025885i,-0.00023513-0.00066185i,0.00030917-0.00036392i,1.1293e-05+9.3934e-05i,0.00027394+0.00017572i,0.00038852-0.00015189i
0.0002811+0.0010385i,-0.00016645+0.001088i,-0.00050797-4.9886e-06i,-0.00040672-0.00041784i,-0.00038904-0.00045325i,-0.00040452-0.00076264i,-0.00050798-0.00093399i,-9.6803e-05-0.00036746i,0.00032298+7.8051e-05i,-0.00031428-0.00031982i,-0.00060159-0.00013096i,7.0054e-05-0.00011737i,0.0002793-5.0158e-05i,0.00037924+0.00031376i,0.00060657+0.00036231i,0.00043934-0.00021802i,-0.00022723-0.00076302i,-0.00080796-0.00023445i,-0.00097801+0.00035241i,-0.00074204+0.00045021i,-0.0006445+0.00063662i,-0.00014849+0.00011061i,0.00030247-8.9818e-05i
-1.8184e-05-0.0018583i,1.324e-05-0.0025568i,-0.0001364-0.0021611i,-0.00031125-0.0011721i,-0.00017813-0.001102i,-0.00026127-0.0010801i,-0.0011934-0.00092502i,-0.00080409-0.00063216i,-3.2534e-05+1.812e-05i,-0.0003235+0.00033194i,-9.8405e-05+0.00023138i,0.00032676+0.00049229i,0.00016116+0.00048187i,1.2576e-05+0.00064296i,-0.00020084+0.00072828i,-0.00031243+0.00052125i,-0.00030804-0.0006602i,0.00010992-0.00096081i,1.3869e-05+0.00032277i,-0.00039749+8.2906e-05i,0.00016766-0.00050341i,0.000507+0.00018794i,0.00058116+0.00080979i
0.001207+0.00036328i,0.0012952+5.587e-05i,0.00049679-0.00021144i,0.00036017-0.00044827i,-0.00028756-0.00015162i,-0.0015631-0.00038515i,-0.0014786-0.0010353i,-0.00050564-0.0003798i,-8.2327e-05+0.00048773i,3.6957e-06+0.00024991i,0.00052279-2.5505e-05i,0.0003174-0.00041339i,-0.00037589-0.00083427i,3.4683e-05-0.00073458i,0.0006253+0.00017551i,0.00026767+0.00010818i,8.3591e-05-0.00055325i,0.00023877-0.00058126i,-0.00047617-0.00032284i,-0.00076848-0.000115i,-9.0222e-05+0.00030081i,0.00096984+0.00041042i,0.0011146-0.00028729i
0.00077805-1.6693e-05i,0.0003655-0.00028528i,7.1107e-05+8.9539e-05i,-0.00037106+0.00017796i,-0.00021081-0.00022586i,-9.069e-05-7.2938e-06i,-0.00077094-0.00038871i,-0.0004685-0.0010843i,0.00036064-0.001135i,-0.00020833-0.00035404i,-0.00089182+0.00040105i,-0.00078653+0.00014626i,-0.00052815-0.00059374i,-0.00065876-0.00087457i,-0.00030357-0.00073055i,8.7269e-05-0.00037595i,0.00023801+1.1558e-05i,0.0010595+0.00032744i,0.0010159+9.3689e-05i,0.00011257+6.1837e-05i,-0.00010287+0.00042597i,0.00039691+0.00019058i,0.0005226-0.0004965i
-0.00074395-0.00023117i,-0.0010114-0.00085436i,-0.00064319-0.001479i,3.4737e-05-0.00084843i,0.00020321-0.00027081i,-0.0004543-0.00092583i,-0.00087968-0.0011169i,-0.00071764-0.00039484i,-0.00063308-0.00012856i,-0.00013365-0.00046516i,0.00038175-0.00081834i,0.00040308-0.00079982i,0.00024702-0.00051485i,-0.00020835-0.00039504i,-0.00017325-0.00011805i,-5.1947e-05+0.00072143i,-0.00052398+0.00078717i,-0.000173-0.00020258i,0.00038956-0.00063427i,0.00010955-3.9657e-06i,0.00024831+0.00062741i,0.00080402+0.00064782i,0.0016281+0.00078481i
9.2595e-05-0.0004352i,0.0010589+0.0006293i,0.001951-5.9767e-05i,0.001214-0.0013369i,-2.1959e-05-0.0014652i,-0.0011982-0.0013115i,-0.0018681-0.00072841i,-0.00044087-0.00035325i,0.00058693-6.4093e-05i,0.00049886+0.00060027i,0.00022947+0.0001895i,0.00018243-0.00018194i,-0.00014863-0.00055005i,-0.0004166-0.0011686i,-0.00064778-0.000563i,-0.00057945+0.00023714i,-0.00042089-0.00030564i,-2.5431e-05-0.00074926i,0.00017375+7.9453e-05i,-9.5616e-06+0.0003385i,-0.00030374+5.3836e-05i,-0.00049474+0.00011482i,0.00010642-3.1135e-05i
-0.00026519-0.00032637i,-0.00065648-0.00051778i,-0.00048457-0.0002912i,-0.00013999-0.00092399i,-0.00044042-0.0010464i,-0.001009-0.00069873i,-0.0016611-0.00019099i,-0.0010694+0.00022143i,-0.00076819+0.00028056i,-0.00061264-0.00020521i,0.0005055-0.00029078i,0.00089767-0.00030634i,0.00073522-0.00041545i,0.0010728-0.00011721i,0.00045108+0.00025907i,5.6919e-05+0.00012542i,0.00082103-0.00016448i,0.00070833-0.00017413i,0.00020453+0.00051649i,-0.00019745+0.001025i,0.00010715+0.00064338i,0.00074118-0.00022741i,2.8694e-05-0.00070173i
0.0009446+0.0010691i,0.0011053-0.00012292i,0.00096815-0.0012989i,0.00034364-0.0015948i,0.00059778-0.0012042i,0.00015619-0.0011753i,-0.000701-0.0015236i,-0.0013138-0.00077178i,-0.001122-9.5273e-05i,-0.00052948-0.00037457i,0.00014283-0.0010583i,-0.00031703-0.0010085i,-0.00057654+7.9056e-05i,-0.00023114+0.000537i,-0.00039361+0.00014328i,-0.00036682-0.00060162i,0.00040738-0.00060573i,0.0012536-0.00019296i,0.0012925-0.00023309i,-2.0065e-06-0.00098676i,-0.00047156-0.0012933i,-0.00014348-0.00051001i,-0.00014008+0.00025423i
-0.00060608-0.0021853i,-0.0016671-0.0021021i,-0.0022264-0.0018582i,-0.0017085-0.0011606i,-0.00071434-0.0013233i,6.5341e-05-0.0012776i,-0.00018088-0.00074462i,-0.00051973-0.00040393i,0.00011257+6.8161e-06i,0.00079782+7.9963e-05i,0.00016635-0.00050863i,-0.00013463-0.0011709i,-0.00020814-0.0004386i,-0.00033163-0.00018335i,2.1009e-05-0.00037916i,0.00012631-0.00037263i,0.00021651-0.00031529i,0.00056098-0.00015123i,0.00069258+0.00043713i,-7.0443e-05+0.00090034i,7.6139e-06+0.00065695i,0.00067199+0.00035648i,0.00032974+0.00043404i
0.00047136-0.0016429i,0.00068409-0.00096606i,0.00012597-0.00071768i,-0.00018379-0.0013617i,-0.00040357-0.0013603i,-0.0004611-0.00093457i,-0.00095835-0.00060573i,-0.0011996+9.6391e-05i,-0.00047797+0.00080224i,-0.00027503+0.0011725i,-0.00018448+0.00063483i,3.888e-05-0.00036933i,0.00020199-0.0008649i,0.00066654-0.00010929i,0.00053379+0.00028898i,-3.8643e-05-0.00045603i,-6.3594e-06-7.8932e-05i,-0.00015851+0.00030249i,-0.00014526-0.00053285i,-2.3903e-05-0.00098531i,-0.00054859-0.0014173i,-0.00013323-0.0010652i,0.00018552-0.00042079i
-0.00061079-0.00045889i,-0.00035742-0.00033577i,-0.00072487-0.00077956i,-0.0013142-0.0011425i,-0.00085786-0.00087919i,-0.0011904-0.00026157i,-0.0020353+4.4245e-05i,-0.0012651+0.00025365i,-0.00050951+0.00065271i,-0.00059141+0.00061507i,-0.00028175+0.00063069i,-2.9047e-05+0.00022641i,0.0002524-0.00012196i,0.00077996+0.0001329i,0.00036388+6.6494e-05i,0.00047697-0.00025338i,0.0012411-0.00046885i,0.00050077-0.00016414i,0.0003317+0.00076365i,-8.227e-05+0.00091329i,-0.0010562-0.00013374i,-0.0004781-0.00055088i,-7.8653e-05+0.00012361i
-0.00057649+0.0012086i,-0.00023936+0.0003551i,8.0003e-05-0.00024301i,0.001258-0.00017724i,0.00092921-0.00041866i,0.00011262-0.0010861i,-0.00023243-0.00040769i,-0.00082687+0.00047451i,-0.00064602+0.0011489i,0.0002113+0.0010218i,0.00051803-0.00037004i,-4.4701e-05-0.00079796i,-0.0011159-0.00028058i,-0.00076689+5.7851e-05i,0.0006029-0.00065347i,0.0013675-0.0013797i,0.00042932-0.00094131i,-4.1815e-05-0.0004663i,0.00023199-0.00035574i,0.00012451+0.00042184i,8.1138e-05+0.00098031i,-1.5947e-05+0.00038052i,0.0003988+0.00022519i
0.00043913-0.00053274i,0.00038242-0.00064323i,0.0007666-0.00090325i,8.146e-05-0.00095669i,-0.00082813-0.00068423i,-0.0010939-0.00087739i,-0.00091319-0.0012383i,-0.00087724-0.0010688i,-0.00028214-0.00071884i,3.6428e-05-0.0012476i,-4.397e-05-0.0018034i,-0.00017535-0.0015244i,-0.00043519-0.00080714i,0.00021455-0.00010891i,0.0010206+0.00012523i,0.001076-0.0002214i,0.0010237-0.00018006i,0.00085357+0.00037157i,0.00011881+0.00058159i,-0.0002469+0.00085955i,-0.00027156+0.00053845i,-4.9347e-05+0.0003844i,-9.6068e-05+0.00047579i
0.00095887+0.0019624i,-3.4965e-05+0.00094914i,0.00068583-2.1049e-05i,0.00034108-0.00097512i,-0.00026749-0.0020839i,-0.0010311-0.0026698i,-0.0015658-0.0017399i,-0.00090524-0.00065575i,-0.00015617+0.00013653i,0.00065454+0.00044435i,0.0010637-0.00050814i,0.00054892-0.0012047i,-0.00014606-0.00035947i,-0.0003929+8.659e-05i,0.00026654-0.00011351i,0.00095067+0.00028608i,0.00078525+4.7849e-05i,0.00047171-0.00070606i,-0.00044623-0.00031181i,-0.00086638+4.1461e-05i,-8.771e-05-0.00024579i,0.00014673-8.9144e-05i,0.00038413-0.00054325i
0.00078817-0.00010822i,0.00067187-0.00040329i,0.00067435+5.4747e-05i,0.00057066+1.3438e-06i,0.00041891-0.00098403i,-0.00021025-0.00137i,-8.5802e-05-0.00085716i,0.00099308+0.00016286i,0.0013006+0.00068205i,0.0008035+0.00053288i,0.00037602-9.8387e-05i,-0.00012045-0.0008005i,-0.00021775-0.00069645i,-0.0005898-0.00062162i,-0.00038575+5.0542e-05i,-0.00032683+0.00039305i,-0.00057468-0.00021045i,-0.00063153-0.00069861i,-0.00070092-0.00019213i,-5.6794e-05-0.00034771i,0.00081413-0.00083992i,0.00064178-8.0322e-05i,-9.1366e-05+0.00047399i
0.00015677-0.0015i,-0.00040634-0.00081654i,-0.00080463-0.0013867i,-0.001201-0.0019057i,-0.0011867-0.0007324i,-0.0014337-0.0003302i,-0.00195+0.0001819i,-0.001223+0.001166i,0.0004035+0.00054243i,0.0002878-0.00029655i,-0.0004062-5.6205e-05i,-0.00039072+0.00022545i,0.00035079+0.00018668i,0.00089841+3.6917e-05i,8.4584e-05+0.00039368i,-0.00069138-6.9694e-05i,5.5588e-05-0.0006795i,0.0012217-0.00077463i,0.0010045-0.0007069i,-0.00010782-6.9659e-05i,-0.00064183+0.00032038i,0.00011898-4.5299e-05i,0.0010778-0.00038492i
0.00082683-0.00045656i,0.0015669-0.00065667i,0.0019012-0.0011894i,0.000983-0.0016187i,-0.00017011-0.00175i,-0.00064759-0.00107i,-0.0016542-0.00023328i,-0.0017288+0.00013938i,-0.0003475+0.0002228i,0.00012906+0.00079422i,-0.00085447+0.0012749i,-0.00096508+0.00013305i,-0.00036139-0.00022747i,-0.00016899+0.00028986i,0.0002924+0.00019239i,0.00045986+0.00033457i,0.000214+0.00045914i,0.00055432+6.8033e-05i,0.00046279+0.00011326i,-0.00040526-0.00013398i,-0.00059187-0.0007267i,0.00037057-0.00083856i,0.00063135-0.00045418i
-0.00099867+0.00086043i,0.00038236+0.00085987i,0.00078095+0.00076216i,0.00012312-0.0001067i,-0.00055434-0.00018371i,-0.0012119-0.00015588i,-0.00097995-0.0005207i,-0.00027598-0.00015531i,-0.0007124+0.00041296i,-0.00093051+0.00038646i,-0.00030607-0.0002136i,0.00032211-0.00059681i,0.00016043-0.0009794i,0.00024743-0.00049362i,0.00040972+0.00020249i,0.00031592-1.1991e-05i,3.6999e-05-0.00026021i,0.00015948+0.00023309i,0.00034306+0.00082999i,-0.00021295+0.00072529i,-0.00036973+0.00074327i,-0.00010206+0.00038007i,-0.0001425+6.6451e-05i
0.0016342+0.00030359i,0.0011971+5.1164e-05i,0.00072183-0.00048204i,0.0007877-0.00039164i,-0.00018779+0.0001125i,-0.00079513+0.0001851i,-0.00033172-5.1752e-05i,7.333e-05-0.00035721i,-0.00037766-0.00028753i,-0.0005983-5.8145e-05i,0.00029541-0.00032157i,0.00058282-0.0011618i,-0.00055208-0.00086192i,-0.00081112+0.0006581i,0.00085697+0.0012411i,0.0014518+0.000726i,0.00044124+7.3666e-05i,2.1457e-05+0.00022753i,-0.00035119+0.00030619i,-0.00035546-0.00034603i,0.00036897-0.00015367i,0.00065864-0.00021628i,0.0012376-0.00067126i
-0.00019964-0.00089966i,0.0013285-0.00062195i,0.00065667-0.00058535i,-0.00023968-0.00082539i,-0.0003618-0.00075941i,3.4784e-05-0.0013968i,-0.00041715-0.0017413i,-0.00092081-0.00087189i,-0.00067624-0.00032176i,-0.00035823-0.00016873i,-0.00023899-4.0951e-05i,-3.4803e-06+0.00016749i,-0.00030479+0.00041296i,-0.00038714-0.00019297i,0.00036309-0.00037927i,0.00012619-0.00024825i,-2.2803e-05-0.00062829i,3.1301e-05-0.00078908i,-0.00039336-0.00034457i,-2.0825e-05+5.2608e-05i,0.00029115-0.00036919i,-2.062e-05-0.00031726i,-0.00039735+0.00023828i
-0.001678-0.00062377i,-0.00019815-0.00077481i,0.00022513-0.00013916i,-0.00035489-1.4966e-05i,-0.00010063-5.5552e-05i,0.00012119-0.00012781i,-0.00035259+6.9232e-05i,-0.00075532+3.0224e-05i,-0.0010155-0.00046573i,-0.00025075-0.00088405i,0.00032915-0.00054568i,5.4528e-05+0.00026146i,0.00021382+0.00023977i,0.00015843-1.3954e-05i,-0.00053632+0.00042069i,-0.00048386+0.001019i,-0.00065351+0.0011972i,-0.00077995+0.00036791i,0.00018746-0.00052726i,0.00082051-0.00094413i,0.00063095-0.00042374i,0.00046263+0.00049224i,-6.7525e-06+0.00019801i
-0.00090361-0.00069951i,-0.00093392-0.00030218i,-0.00076205-0.00017037i,0.00013569-0.00039005i,0.00049338-0.00068168i,-0.00047061-0.0010798i,-0.00089785-0.001202i,-0.001181-0.00084208i,-0.0011254-0.00010214i,-0.00062548-0.00055647i,-0.00050727-0.0011276i,-0.00072724-6.9529e-05i,-0.00065786+0.00061683i,-0.00048978-1.3019e-05i,-0.00062593-0.00061469i,-0.00023724-0.00074252i,6.2142e-05-0.00065842i,-0.00027895-0.00060849i,-0.00083262-0.00020319i,-0.0012115+0.00016524i,-0.0011168-6.7301e-05i,-0.00072946+3.6852e-05i,-0.00013557+0.00024138i
0.00027133-1.7971e-05i,-0.00051987-0.00046984i,-0.00073629-0.0019309i,-0.00017265-0.0025937i,-0.00088942-0.0027073i,-0.0016465-0.0023517i,-0.0012188-0.0012512i,-0.00092027-0.00017819i,-0.00024155-0.00014793i,0.00048797-0.00073308i,0.00065376-0.00063179i,1.6817e-05-6.9411e-06i,0.0001582+0.00032327i,0.0002126+0.00063388i,-0.00030851-8.7362e-05i,-0.00015552-0.0011003i,-0.00036689-0.00090905i,-0.00090755-2.7671e-05i,-0.00069492+0.00042209i,0.00010133-0.00045893i,-3.5769e-05-0.00036452i,-0.00049838+2.9262e-07i,-0.00014512-0.00013259i
0.00092164-0.00076678i,0.001039-0.00075288i,0.00047749-0.0019233i,0.00034686-0.0027542i,-0.00045571-0.0025309i,-0.0013766-0.0014689i,-0.0011749-0.00094716i,-0.00011554-0.0011645i,0.00039993-0.0010488i,0.00056523-0.0006889i,0.00059016-0.00049942i,-0.00013523-0.00050969i,-0.00082295+0.0004876i,-0.00090223+0.00059403i,-0.0004522-0.00055467i,0.00024043-0.00037459i,0.00070409+7.0354e-05i,0.00044636+9.765e-05i,-6.145e-05+0.00048175i,0.00050997+0.00081651i,0.00087908+0.001017i,-0.00044338+0.00072832i,-0.00017822-3.7274e-05i
-0.00029077-0.00061139i,-0.00049851-0.00047239i,-0.00071354-0.00016595i,0.00075506-0.00011473i,0.00038876-0.00086341i,-0.00046451-0.00098683i,-0.00049829-0.00071727i,-0.0010035-0.00049265i,-0.0011964-0.00033321i,-0.00088931-5.1532e-05i,-0.00055419-0.00017559i,-0.00082576-0.00077407i,-0.0009605-0.00081068i,-0.00048949-0.00011184i,7.0592e-05+0.00064865i,0.00024481+0.00093657i,0.00023253+0.00042487i,0.00041218+0.00019828i,0.00063418+0.00032706i,-0.00030191+0.00034252i,-0.0012161-0.00022704i,-0.00073946-0.0010487i,-0.00023113-0.0015858i
0.00048665+0.00074662i,0.00041181+0.00069786i,0.0011936-0.00062889i,0.00085004-0.0012771i,-0.00020047-0.0014713i,-0.0012469-0.0012258i,-0.0018672-0.00041584i,-0.0018718+0.00069953i,-0.001013+0.00071882i,0.00030531-0.0002574i,0.0005629-0.00039311i,0.00029695-0.00018896i,0.00066368-0.00010212i,0.00057871+3.2112e-05i,0.00032893+0.00066078i,1.3532e-05+0.00031993i,2.4709e-06-0.00031895i,0.00025636+0.00016458i,9.5595e-05-8.7233e-05i,0.00065314-0.00024677i,0.00086999+0.0007301i,0.00011038+0.00088664i,-0.00034094+7.0703e-05i
5.8095e-06+0.0002299i,0.00080792-0.0002426i,0.0015691-0.00020408i,0.0015758-0.00071987i,0.00055256-0.0013117i,0.00011707-0.001696i,-0.00065665-0.00091696i,-0.00075346+0.0001727i,0.00016779-0.00010543i,0.00017451-0.0004907i,0.0004508-0.00028781i,0.001184-0.00038475i,0.00090768-0.00058121i,0.00026128-0.00013315i,-6.7322e-05+0.00011828i,3.5764e-05+7.6803e-05i,-0.00014863+0.0002738i,0.00012718+0.00048469i,0.00028353+0.00062177i,2.5121e-06+0.00067569i,-0.00048069+0.00047419i,-0.0010936+0.00047412i,-0.00072663+4.0769e-05i
0.00044622-0.0014227i,0.00053041-0.00059938i,0.00035156-0.00078142i,-0.00079672-0.00087775i,-0.0011716-0.00029071i,-0.00066864+0.00013423i,-0.0012676+0.00029172i,-0.0015387+0.0002862i,-0.00048721-0.0002217i,-0.00020388-9.4539e-05i,-0.00047106+0.00012041i,-0.0004281+0.00035262i,5.1917e-05+0.00028683i,0.00054691+0.00081586i,-0.00025517+0.0013637i,-0.00047111+0.00049059i,9.8108e-05-7.4138e-05i,-0.0002007-8.118e-05i,-0.0005479+3.3022e-06i,-0.00064381-0.00030778i,-0.00034728-0.00041665i,0.00035264+5.2692e-05i,0.00087537+2.4024e-05i
0.00086528-0.00091203i,0.00063024-0.0008023i,0.00019255-0.0010991i,-0.000717-0.0014988i,-0.00099051-0.0011727i,-0.00016209-0.00030848i,9.1927e-05-0.00050017i,0.00018291-0.00066045i,0.00037633-0.00011678i,3.8905e-05-0.00029579i,-0.00028193-0.00058688i,-0.00014761-0.00059576i,-0.00025568-0.00084726i,1.109e-05-0.0012039i,-0.00015619-0.00081357i,-0.00037188-1.2801e-05i,-0.0011087+0.00054113i,-0.0010427+0.00066932i,0.00010568+0.00027792i,0.00021694-0.00026209i,-0.00012132+0.00010172i,0.00038357+0.00049974i,0.00061212+0.0003565i
-0.00031079-2.4325e-05i,6.8704e-05-0.00035466i,0.00032766-0.0013362i,-0.00035044-0.001316i,-0.0013437-0.001278i,-0.0014855-0.0010372i,-0.0015861-0.00055468i,-0.00099771-0.00032492i,-0.00038823-5.7104e-05i,2.7333e-05+0.00059747i,8.6784e-05+0.00096355i,0.00055823+0.00029775i,0.0012248+0.00038329i,0.00066526+0.0005407i,-0.00049905-0.00021689i,-0.00031989-0.000568i,0.0002053-0.00035991i,0.00014916+5.129e-05i,0.00010451+0.00069796i,-0.00018896+0.0012114i,-0.00030186+0.00022547i,0.00016752-0.00070295i,0.00039661-0.00026686i
0.00080376-0.0015795i,0.0005875-0.00074715i,-0.00038322-0.00014618i,-0.0014379-1.1805e-05i,-0.0012398-0.00012681i,-0.0010063-0.00021163i,-0.0011484-2.3495e-05i,-0.001392+0.00024711i,-0.0012299+0.00027203i,-0.00032211+0.00020414i,-6.1262e-05+0.00063675i,-0.00030751+0.0002916i,0.00021156+0.00016277i,0.0010131+0.00073565i,0.00086788+0.00056803i,0.00036748+0.00027449i,0.00025436-0.00017256i,0.00060417-0.00046586i,0.00046112+2.4647e-05i,-0.00058884+0.00035341i,-0.00090087+0.00050505i,-0.00077351+0.00061296i,-0.00020716+0.00089793i
-0.00015775+0.0011236i,0.00034145+0.00022643i,0.00096279+2.5588e-06i,0.0010698-0.00087982i,0.00064806-0.0014549i,3.2096e-05-0.0010748i,-3.0977e-05-0.0016572i,0.0001409-0.00087725i,0.00044068+0.00075366i,-3.8314e-06+0.00012693i,-0.00047877-0.00079415i,-0.00061517-0.00083493i,-0.00030684-0.00015696i,0.00078678+0.00037939i,0.0012657+0.00025804i,0.00079687+0.00026018i,-9.3656e-05+0.00018396i,-0.00032813-0.0002437i,-0.00021194+0.00024437i,-0.0004616+0.00025859i,-0.000973-0.00050888i,-0.00064648-0.00061873i,-4.7838e-05-0.00053992i
-0.00059978+0.0012747i,-0.0012136+0.0013351i,-0.00093416+0.001071i,-0.00040835-0.0007617i,-0.0010392-0.0025026i,-0.0018948-0.0021047i,-0.0025608-0.00063032i,-0.0017823+4.0681e-05i,0.00032597+0.00056452i,0.0011296+0.00041293i,0.00056073-0.00071377i,0.00095547-0.0008129i,0.0016578-0.00024302i,0.00083713-0.00030079i,-0.00040502-0.00057923i,-0.00041527-0.0005576i,0.00023088-0.00043635i,0.00026229-0.00031938i,0.00052678-0.00054086i,0.00036252-0.0003053i,0.00012127+5.8611e-05i,-0.00010429-0.00039176i,-0.00030147-0.00065255i
-0.00089833-0.00061833i,0.00062534-0.0014096i,0.0011282-0.0027041i,0.00079595-0.0021644i,0.00063724-0.0010095i,0.00021283-0.00025489i,-0.00029972-0.00023223i,-7.936e-05-0.00072423i,8.7922e-05-0.00090069i,-0.00012364-0.00022415i,6.9026e-05+0.00016717i,5.0399e-05-0.00028861i,0.00037036-0.00045676i,0.00042981-0.00017784i,3.0432e-05-7.0217e-05i,-1.8055e-05-0.00039165i,1.6877e-05+7.4755e-05i,0.00031196+0.0005159i,9.7174e-06+0.00012572i,-0.00013585+0.0003414i,0.00016158+0.00060454i,0.00033489+0.00032238i,0.0003799-0.00034589i
0.0015852-0.0016075i,0.00028943-0.0011666i,0.00013299-0.0017584i,-0.00015283-0.0020103i,-0.00071959-0.0013501i,-0.00085601-0.00060726i,-0.001223+0.00028739i,-0.0012164+0.00078421i,-0.0005977+0.00021725i,0.00043505+0.00018873i,6.4966e-05+0.00040819i,-0.00016712-3.8723e-05i,-0.0001918+0.00020935i,8.7471e-06+0.00074427i,0.00028298+0.00057634i,0.00052598-0.00011024i,0.00077552-0.00047537i,0.00036033-3.0458e-06i,0.00043567+0.00021734i,0.0007268+0.00013067i,0.00089797-0.00012921i,0.00093486-0.0007826i,0.0005135-0.00044812i
-0.00060458+0.0018331i,-0.00047675+0.00025645i,0.00054236+0.00037474i,0.00093787+0.00020554i,0.00065876-0.00087323i,-0.00021331-0.0012995i,-0.00052714-0.0004416i,-0.000375+0.00045413i,-0.00026981+0.0011716i,0.00039285+0.00083941i,0.00081043+0.00053858i,0.00074736+0.00056492i,0.00089787+0.00065371i,0.00034361+0.00041943i,0.00050731+0.0001945i,0.0010314+0.00016986i,0.000739-7.4967e-05i,0.00043617-0.00038367i,0.00017942-0.0002i,-0.00036475+1.5723e-05i,-0.00051565-0.00046945i,0.00011289-0.00026129i,0.00055606+0.00023669i
0.0011478+0.0004214i,0.0016103+0.00015329i,0.0019816-0.0010724i,0.0015623-0.002191i,0.00056171-0.001482i,-0.0010601-0.00067363i,-0.001205-0.00033885i,-0.00016919+7.8457e-06i,-8.1909e-05+0.00011492i,-0.00017086+0.00063048i,0.00024294+0.00057779i,0.00084895+0.00013658i,0.00095042+0.0005604i,0.00059261+0.00090395i,0.001154+0.00039673i,0.0016016-0.00036665i,0.00084363-0.00023918i,0.00015731-0.00034599i,7.4368e-05-0.00026241i,-0.00018121+0.00045718i,-0.00066792+3.6192e-05i,-0.00065528-0.00049048i,1.7792e-05-0.00046788i
0.00053882+3.872e-05i,0.0010248+8.0478e-05i,0.00078482+0.0006474i,0.00075793+0.00032283i,0.00058217-5.8257e-05i,9.1528e-05-0.00023482i,-0.0010217-0.00058917i,-0.0012321-0.00026867i,-0.00093943-0.00063422i,-0.00026531-0.00072188i,0.00012148-0.00013566i,0.00034483-2.1186e-05i,8.4841e-05+3.8243e-05i,4.2695e-05+0.00020354i,0.00011533+0.00027519i,-3.0489e-05+3.2379e-05i,-8.7678e-05-0.00039277i,0.00016524-0.00047621i,-0.00014345-1.3912e-05i,-4.9035e-05+0.0012211i,0.00074992+0.0014874i,0.001334+0.00039838i,0.0015119-0.00081709i
