-0.002105-0.00029395i,-0.0016117+0.00066491i,-0.0016353+0.0011186i,-0.0014189+0.0014209i,-0.0011408+0.0026294i,-0.00027196+0.0034339i,8.3932e-05+0.0030054i,0.00050714+0.0024034i,0.0011622+0.0017567i,0.0019301+0.00092097i,0.0016047-0.00076956i,0.00060144-0.0015688i,2.8842e-05-0.00079864i,0.0001475-0.00041051i,0.00016549-0.00038029i,-9.3667e-05-0.00017788i,0.00014319+0.00030814i,0.00070249+0.00064261i,0.00095668+0.00056541i,0.00067687-0.00027002i,-0.00030442-0.00051809i,-0.00069744-0.00034015i,-0.0004426-0.00027241i
0.0012926-0.00034011i,0.001637-0.00020889i,0.00072717+0.00089485i,-0.00064947+0.0019046i,-0.00039279+0.0027794i,0.00047947+0.0016536i,0.00084346+9.2822e-05i,0.00081678+1.1502e-05i,0.0011264+0.00056158i,0.00078407+0.00045668i,0.00046723+6.2698e-05i,0.00071516+0.00039282i,0.0002573+0.00022653i,-0.00087776-0.00018439i,-0.0015465-0.00010053i,-0.00087058+1.5454e-05i,-0.00026+0.00033211i,-0.00048016+0.00069467i,-0.00010743+0.00055402i,0.0003275+0.00028697i,0.0004393-0.0003981i,0.00026961-0.00090844i,0.0003547-0.00078204i
-0.001046+0.0028317i,-0.0009886+0.0026682i,-0.0013523+0.002087i,-0.00079836+0.0019532i,-0.00040001+0.0022988i,0.00020478+0.0019819i,0.00073476+0.001314i,0.00070406+0.00027606i,0.00089599-0.00054644i,0.00096056-0.00065574i,0.00015767-0.00032964i,-0.00072118-6.5297e-05i,-0.0005858+0.00033643i,-0.0003178+0.00029019i,-0.00044561-0.00086813i,-0.00016945-0.0011806i,-9.8111e-05-0.00017402i,-0.00030898+0.00036822i,-0.00013399-4.2861e-05i,0.00051643-0.00063449i,0.0011251-0.0010042i,0.00081465+0.00015507i,0.0002668+0.00096784i
-0.00045532-0.00093733i,-0.0019905-0.0005658i,-0.0022178-0.0010375i,-0.0019192-0.0003804i,-0.0015239+0.00091962i,-0.0006879+0.00026966i,0.00029695-3.3443e-05i,0.00053863+0.0003331i,6.7059e-06-0.00044465i,-0.00046243-0.00067747i,-0.0010957-0.00036523i,-0.0015744-0.00061897i,-0.0010532-0.00083442i,-0.00083452-0.00063034i,-0.00097797-0.00011617i,-0.00039214-2.8534e-05i,-9.4204e-05-6.816e-05i,-0.00049709+0.00071487i,-0.00025181+0.00084268i,0.0003462+0.00058716i,-0.00061818+0.00056474i,-0.00081237+7.7316e-05i,-0.00011201-2.2815e-05i
0.0021946-0.0019646i,0.0013004-0.0023653i,-0.00097693-0.0016497i,-0.0019393-8.3295e-05i,-0.0016697+0.00077363i,-0.00082466+0.0014058i,0.0004867+0.0012871i,0.00090478-0.00029292i,3.6169e-05-0.0011704i,-0.00032183-0.00078294i,-0.00010631+0.00021638i,-0.00043593+0.00081984i,-0.00057578+5.761e-05i,-6.2469e-05-0.00015667i,0.00020273+9.3479e-05i,0.00037729-0.0001377i,0.00011707-0.00037823i,-7.1924e-05-0.00015464i,-9.279e-05+0.00059881i,-0.0002017+0.00043929i,-0.00017915-0.00010012i,0.00011673-0.00093355i,0.00043212-0.0014016i
-0.0010786-0.00061743i,-0.0019419-0.00070182i,-0.002095-0.00093203i,-0.0026375+0.00033323i,-0.0024463+0.0025189i,-0.00093119+0.0029686i,4.6213e-05+0.0019141i,0.00044955+0.00031046i,0.00022374-0.00070616i,-0.00025219-0.00048948i,-0.00044007+9.593e-05i,-0.00082011+0.00048793i,-0.00053381+0.0001145i,-0.00021939-0.00016555i,-2.8695e-05+0.00028601i,0.00037911+0.000372i,1.2678e-05-0.00016989i,-8.7785e-05-0.00046636i,0.0004413-0.00033373i,0.00011472-0.00027208i,-9.9267e-05+0.00011529i,0.00024571+0.00057373i,0.00067551+0.00014572i
-0.0019175-0.00014751i,-0.0025703+0.00062741i,-0.002457+0.001374i,-0.0021228+0.0020198i,-0.0018755+0.0027137i,-0.00070711+0.0020922i,0.00057984+0.0019274i,0.0016874+0.0020524i,0.0017041+0.0013432i,0.0011154+0.00014149i,0.00020126-0.00030748i,-0.0007+0.00085189i,-0.00064516+0.0012083i,-0.00045139+0.00026647i,-0.00051928-0.00050577i,0.00044582-0.00010408i,0.001063+0.00060019i,0.00030649+0.00015349i,-0.00070081-0.00015678i,-0.00043259+0.00020174i,0.00041777+4.6519e-05i,0.0010841-0.00042259i,0.0012494+0.00036325i
0.00088597-0.0025312i,-0.0010077-0.0020348i,-0.0017716-0.00057681i,-0.0013112+0.00071991i,-0.00071531+0.0016138i,-0.00052056+0.0017861i,-3.6082e-05+0.0014468i,0.00071956+0.00027557i,0.00019168-0.00039535i,-0.00053753-0.00043698i,-0.00019457-0.00061277i,-0.0003574-0.00010125i,-0.00057562-0.00060941i,0.00030869-0.00084285i,0.00036397-0.00047233i,-0.00099667+0.00017785i,-0.00081597+0.00052293i,0.00024557+0.00032755i,-0.00048146+0.00037909i,-0.001245+9.6504e-05i,0.00018855-0.00037899i,0.00050516-0.00013989i,0.00049539+0.0004201i
-0.0028227-0.00087046i,-0.0031108+0.0011438i,-0.002863+0.0017638i,-0.0019577+0.001957i,-0.0013717+0.0030857i,-0.00054877+0.0029021i,0.00016836+0.00093838i,0.0003719-0.00069252i,0.00073079-0.00069735i,0.00043133-0.00052659i,-0.00027568-0.00034456i,0.00062903+0.00031397i,0.00050535+0.00018165i,-0.00015788-8.46e-05i,0.0004771+8.9039e-05i,0.00021752+0.00035763i,-0.00087874+0.00013044i,-7.1472e-05-0.00012955i,0.00083534+2.3634e-05i,0.000554-0.00042844i,7.8979e-05-0.00039908i,-0.0003124+0.00034792i,-0.00068097+0.00069019i
-0.00042931-0.001194i,-0.0014959-0.00048356i,-0.002114+0.00018201i,-0.0019722+0.0005383i,-0.0010343+0.0016254i,-0.00035162+0.0023507i,0.0004108+0.0016715i,0.00096329-3.8367e-05i,0.00086528-0.0014214i,0.00029115-0.00063683i,-0.00040762+0.00043102i,-0.00073155+0.00021917i,-0.00040685-0.00023982i,-3.8323e-05+0.00016256i,-0.00016723+0.00030719i,-0.00042617-0.0001933i,-0.00050594-8.9762e-05i,-0.00052673+0.00033146i,-0.00041898-7.1627e-05i,-0.00031002-0.00057775i,-0.00022749-0.00024482i,-0.00039069+0.00069071i,-0.00041532+0.00030107i
-0.00024716-0.00090419i,-0.00042624-0.00072666i,-0.00099513-6.1021e-05i,-0.001422+0.00079032i,-0.0012036+0.0020221i,-0.00049045+0.0022037i,0.00013577+0.0012894i,0.00018158+0.00018037i,-0.00013761-0.00081446i,-9.3574e-05-0.00088884i,-0.00030397-0.00062866i,-0.00042818-0.00072271i,-0.00056825-0.0004617i,-0.00099851-0.00010828i,-0.00069001-0.0001723i,-0.00018896-0.0002004i,-6.3214e-05+0.00014489i,-0.0004435+0.00084201i,-0.00061026+0.00070059i,0.00013927-0.00014355i,3.7901e-05-5.6132e-05i,-0.00017757+0.00087425i,-0.00021099+0.00072048i
0.0011011-0.0021958i,0.00014319-0.0019178i,-0.00014197-0.0016902i,-0.0010306-0.00050135i,-0.0018176+0.0009692i,-0.0014037+0.0018527i,-0.0011785+0.0017503i,-0.00074646-0.00028243i,-0.00024093-0.0017312i,0.00011223-0.00079493i,0.00061196+0.00035248i,0.0007996+0.00028056i,0.00011339-0.00016606i,-0.00011923+0.00045081i,-0.00045635+0.0015253i,-0.00071338+0.00059397i,-0.00032947-0.00066703i,-1.4395e-05-0.00040752i,0.00029808-5.8042e-06i,0.00017993-0.00030796i,0.00033737-0.00075749i,0.00013746-0.00051817i,-0.00023503-0.0003689i
-0.002014-0.00041679i,-0.0022124+2.4241e-05i,-0.0024873+0.0010509i,-0.0026256+0.0017671i,-0.0029452+0.0015866i,-0.0016968+0.001288i,0.0003162+0.00088733i,0.0013683+0.00060853i,0.001163+0.00068016i,0.00063802+0.0005682i,0.00026941+0.00035586i,2.2544e-05+0.00069066i,-0.00050069+0.00042i,-0.001047+0.00011638i,-0.00098364+0.0001146i,-0.00057049+0.00042786i,0.0002578+0.0007615i,0.00074723+0.00062663i,9.3912e-05+0.00080532i,0.00012548+0.00051184i,-1.1181e-05-0.00048749i,-0.0005013-0.00051875i,-0.00060155+0.00060989i
-0.00060356-0.00076053i,-0.0010132-0.00097364i,-0.00078936-0.00044042i,-0.0006358+0.00028821i,-0.0010113+0.001068i,-0.0012417+0.0015766i,-0.00091729+0.0011112i,-0.00069412+0.0005i,-0.00082932-6.396e-05i,-0.0001426-0.00021695i,0.00078134-4.3326e-05i,0.00083777-0.00023393i,0.00045418-0.0005524i,-3.6263e-06-0.00025379i,-0.00030767-0.00052924i,-0.00033678-0.00049674i,-8.6603e-05+0.00038125i,-0.00060482+0.0008227i,-0.00082439+0.00073933i,-0.00026758+0.00053778i,8.9352e-05+0.00029029i,0.00021826-0.0003803i,-2.2856e-05-0.00033047i
7.2577e-05-0.00027395i,-0.00063532+0.00087559i,-0.00085575+0.0008629i,-0.00086258+0.0011777i,-0.00071955+0.0025669i,-7.0014e-05+0.0026504i,0.00022474+0.0013133i,0.00057857+0.00023279i,0.00023811-7.5816e-05i,5.9377e-05+0.0004045i,0.00039995+0.0011056i,0.00074379+0.00055984i,0.00055707-0.00018261i,-0.00026654-0.00060416i,-0.00083895-0.00017452i,-0.00059466+3.7234e-05i,-0.00046701-7.7061e-05i,-0.00081063+0.00012763i,-0.00049168+0.00032088i,-0.00028678+0.0010584i,-0.00043394+0.0012909i,-0.00034764+6.8923e-05i,-0.00023562-0.00019122i
0.00058675+0.00072684i,0.00090965+0.0006112i,-0.00017535+0.00059182i,-0.0012696+0.0014333i,-0.0011885+0.0021823i,-0.00051448+0.0023131i,-7.7496e-05+0.0016226i,-5.1383e-05+0.00031839i,-0.00020531-0.00012678i,0.00010781-0.00068039i,0.00037517-0.00097215i,0.00025008-0.00082787i,0.00026913-0.00090481i,0.00034426-0.00069599i,0.00063191+0.00016574i,0.00042422+0.00082778i,-5.6868e-05+0.00047847i,0.0001972-7.7442e-05i,0.00024697-1.0734e-05i,-0.00012577+6.8384e-05i,-0.00023736+0.00014754i,-8.0247e-05+0.00033441i,3.7868e-05+5.8964e-05i
-0.00058568+0.0013929i,-0.0010844+0.00026971i,-0.0014079-0.00037608i,-0.0011822+0.00041993i,-0.001531+0.0013321i,-0.0014455+0.001437i,-0.0010059+0.00071525i,-0.00075406-9.0998e-05i,-0.00090078+0.00042557i,-0.0010803+0.00085134i,-0.00083147+0.00030191i,-0.00023324-0.00020878i,8.8447e-05-0.00058124i,-0.00061759-0.00061801i,-0.0010495-0.00037464i,-0.0010348-0.00079737i,-0.00025185-0.0013496i,0.00034122-0.00084757i,0.00066944-0.00016607i,0.000789-0.00033878i,0.00035669-0.00087772i,0.00068344-0.0006176i,0.00038485-3.1652e-05i
0.0012313-0.00048133i,0.0012456-0.0015253i,0.0012279-0.0015861i,-0.00092132-0.00049089i,-0.0028405+0.0011201i,-0.0026458+0.0019602i,-0.0011004+0.0012209i,-0.00017046-0.00010295i,0.00030639-0.00048242i,0.00076732-0.00067628i,0.00087957-0.00041736i,0.00056289+0.00057067i,0.00071369+0.001066i,0.00047973+0.00059348i,-5.26e-05+0.0005607i,0.0007305+3.857e-05i,0.00089117-0.00011424i,-5.7858e-05-0.00040419i,0.00018947-0.00088652i,0.00053092-0.00086709i,0.00034384-0.00026562i,-0.00022893+1.7426e-05i,-0.00038361-0.00040772i
-0.0015225+0.00018533i,-0.00096278-0.00042541i,-0.00087567+0.00018243i,-0.00047623+0.0007544i,-0.00064361+0.0013743i,-0.000303+0.0016557i,0.00031702+0.0013891i,0.00054268+0.00041436i,0.00031829-0.00017978i,-7.0509e-05-0.00018285i,0.00021365-0.00037274i,0.00056595-0.00055823i,1.6161e-05-0.00067377i,-0.00039103-0.00066501i,-2.0835e-05-0.00048376i,0.00015987-0.00057401i,-0.00033798-0.00022411i,-0.00045602+0.00044989i,-4.368e-05+2.961e-05i,0.00092604-0.00062656i,0.00058021-0.00039693i,-0.00053055-0.00069353i,-0.0002277-0.00070524i
-0.00054521-0.00025146i,0.00052335-0.00023453i,-1.1188e-05+0.00030621i,3.2836e-05+0.001466i,0.00073215+0.0018509i,0.0012338+0.0019952i,0.00097567+0.0011226i,0.000824+2.5594e-05i,0.00055426-0.00062878i,0.00030961-0.0011585i,0.00035985-0.0011794i,-0.00017053-0.00088086i,-0.0011702-0.00031017i,-0.0006899-0.00022974i,0.00041182-0.0011952i,0.00033271-0.0010931i,0.00067064-0.00021304i,0.00069147+0.0003173i,0.00013535+0.00031246i,0.00023159+0.00035303i,0.00022561+0.00033474i,-0.00048976-0.00010171i,-0.0012788-0.00062146i
-0.0016014-0.0010417i,-0.0018843-0.0006883i,-0.001558-0.00013034i,-0.0017641+0.00095996i,-0.0020483+0.0021266i,-0.0016281+0.0023963i,-0.00051945+0.0016832i,0.00019357+0.00053343i,-0.00036318+5.6407e-05i,-0.00113+0.00049324i,-0.00115+0.00040718i,-0.00084161-0.0002114i,-0.00013319-0.00027704i,0.00025113+0.00024518i,0.00056107+0.00038178i,0.00083806+0.0004884i,0.00058523+0.00041469i,0.0001461-0.00043445i,-9.7238e-05-0.0013897i,0.00048775-0.00094092i,0.00075284-9.1697e-05i,-7.7826e-05+0.00013913i,-0.00037831-0.00013367i
-0.00025075-0.00013693i,-0.00015563+0.00043346i,-0.0012878+0.0012057i,-0.0021491+0.0014043i,-0.0021602+0.0020432i,-0.00086731+0.0020305i,0.00077039+0.00093552i,0.0016452+0.00024718i,0.0012315-0.00048155i,0.00040543-0.00090686i,0.00036715-0.0011236i,0.0004145-0.0013162i,-0.00014823-0.0016209i,0.00015878-0.0013796i,0.00051479-0.0001515i,0.00048323+0.00032425i,0.00052792+0.00013492i,0.00016983+0.00051529i,-0.00061469+0.00090382i,-0.00083275+0.0004423i,4.5314e-05-0.00040594i,0.00040435-0.00036814i,0.00039309+0.00018448i
-0.0013674+0.00043425i,-0.00098926+9.3106e-05i,-0.0015614+0.00070379i,-0.0023333+0.0013821i,-0.0017155+0.001864i,-0.00012377+0.0019727i,0.00072784+0.00090996i,-0.00021793-0.00019151i,-0.00070153-0.00027436i,0.0001144+0.00022364i,0.00016012+0.00056882i,-0.00014723+9.1498e-05i,-0.00030747-0.00022026i,-0.00082902-0.0001128i,-0.00068694+0.00045245i,8.9436e-05+0.00021424i,0.0003317-0.00025468i,-0.00059833-0.00028386i,-0.0011211-0.00091959i,-0.0005809-0.0009469i,-5.0075e-06-0.00063115i,-0.00034579-0.00071277i,-0.0010779-0.00034511i
0.002613+0.0029666i,0.0027382+0.0016818i,0.0024274+0.0017311i,0.00093674+0.0011141i,-3.6881e-05+0.00032821i,-0.00073318+6.5706e-05i,-0.00076839-7.7167e-06i,-0.000442-0.00024702i,-0.00014995-0.00011829i,8.7453e-05-0.00030756i,0.00037736-0.00054454i,0.0004848-2.3826e-05i,0.00076586+0.00050046i,0.00019301+0.0005752i,-0.00052887-0.0001771i,-0.00068872-0.00043916i,-0.00050563-0.00025906i,0.00010042-3.3389e-05i,-2.4721e-06+0.00030911i,2.015e-05+0.00037396i,-0.00010694+0.00050674i,-0.00026097+0.00028331i,-2.385e-05-4.97e-05i
-0.0012492-0.0013827i,-0.0012232+6.6912e-05i,-0.001784+0.00071855i,-0.0012993+0.0016445i,-0.00068106+0.0029459i,-0.00034567+0.0021171i,0.0003146+0.00061748i,0.00069334-2.0281e-05i,0.00082187+0.00036135i,0.00045664+0.0012439i,0.00016251+0.0013261i,0.00011139+0.00092112i,-0.000368-0.00016673i,2.6525e-06-0.00059831i,0.0002854-0.00046006i,-5.0014e-05-0.00017185i,-0.000813+0.0010909i,-0.00090108+0.001811i,0.00013288+0.00099534i,0.0001906+4.7192e-05i,0.00019079-0.00021473i,0.00043978+0.00024558i,0.00077088-0.00012986i
-0.00065021+0.001516i,0.00072431+0.00095643i,0.0013802+0.0002854i,0.00096024+0.00044137i,0.00030142+0.0018293i,-0.00020864+0.0024273i,8.6325e-05+0.0017846i,0.00017902+0.00094565i,0.00099883-0.00013007i,0.001124+0.00015997i,-0.00080833+0.0005088i,-0.0015193-0.00014591i,-0.0010256-0.00042641i,-0.00049352-0.00054916i,0.00010337-1.0902e-05i,0.00065324+0.0011727i,0.00069807+0.00062564i,6.437e-05+0.00026156i,-0.00046882+0.00058466i,-0.00046476+0.00046966i,-1.4576e-05+0.00042013i,0.00018449+0.00023937i,-5.3584e-05+0.00033935i
-0.00043934-0.00014648i,-0.0013795+0.00029171i,-0.0018424+7.9852e-05i,-0.0016865+0.00044284i,-0.0019152+0.0014904i,-0.0015289+0.0014685i,-0.00088783+0.00062735i,-0.0004656-9.1876e-05i,-0.00048762-0.00071458i,-0.00036267-0.00051085i,0.00053739-0.00055881i,0.00075176-0.00069318i,0.0005571-0.00014458i,0.00057498+0.00031267i,-4.0211e-05+0.00035054i,-0.00021651+1.8427e-05i,0.00022521-7.4153e-05i,0.00025315+0.00033315i,0.0001518+0.00041119i,-8.9537e-05-0.00024419i,-9.3237e-05-0.0010041i,0.00038013-0.0012932i,0.0002674-0.0010397i
0.00024964+0.00080696i,-0.0002174+0.00099443i,-0.0012712+0.00057676i,-0.0013412+0.0014806i,-0.0009962+0.0026931i,-0.00019995+0.0021905i,1.7246e-05+0.00050834i,-1.2696e-05-0.00051894i,0.0004459-0.0003173i,0.00029714-2.3569e-05i,0.00021928-0.00025779i,0.00052118-0.00012619i,0.00024579+0.00028728i,0.00038646+6.6933e-05i,8.4108e-05+0.00029759i,-0.00083533-7.027e-05i,-0.00035886-0.00014157i,0.00052839+0.00016255i,0.00082337-0.00042197i,0.00066387-0.0011355i,-8.7544e-05-0.00068254i,-0.00045143-0.0002143i,-0.00031723-0.00049498i
-0.0011109+0.0023774i,-0.00060809+0.00070661i,0.00017944-0.00037772i,0.00080659+0.00081721i,0.00082445+0.0017492i,0.0011677+0.0022264i,0.0011642+0.0022786i,0.00090694+0.0011201i,0.00099575-0.00012165i,0.00097577-0.00020324i,0.00022738-0.00019758i,-0.00052775-0.00032871i,2.2726e-05-0.00032376i,0.00086941-0.00058426i,0.00098397+2.4573e-05i,0.0011171+0.0012578i,0.00057399+0.00076045i,2.9698e-05-0.0001962i,0.00018022+0.00059521i,0.00060153+0.0010242i,0.0012213+0.00014948i,0.0014555-0.00010651i,0.00086495+0.00031786i
-0.00049439+0.00023589i,0.000124-0.00074018i,0.00055393-0.0008817i,6.4491e-06+0.00054407i,-0.0009847+0.0017082i,-0.0013622+0.0022011i,-0.0005073+0.0014349i,0.00011696+2.8974e-05i,0.00020574+0.00021879i,-0.00018507-0.00030526i,-0.00010029-0.00088928i,0.00052056-0.0005892i,0.00046807-2.8298e-05i,-0.00042176+0.00054425i,-0.00048969+0.00028997i,0.00036063+0.0003329i,0.00011581+0.00026088i,-0.00058351+0.00043159i,-0.0011436+0.00059648i,-0.0013255+0.0002639i,-0.00080906-1.2535e-05i,0.00042676-2.2963e-05i,0.0010173-0.00037999i
-0.00033131-0.0014268i,-0.0013243-0.00083333i,-0.0013011-0.00032807i,-0.000856+7.4651e-05i,-0.00077973+0.0013206i,-0.00065608+0.0024941i,0.00015889+0.0027035i,0.00012413+0.0015293i,0.00019332+0.0005726i,0.00086503+3.3299e-05i,0.00066155-5.7318e-05i,8.6741e-05-0.00020732i,-9.2605e-05-0.00090891i,-0.00060137-0.0013302i,-0.00077633-0.0011378i,-0.00099913-0.00040832i,-0.00065924+2.89e-05i,2.2031e-06+0.00033323i,0.00083735+0.00016316i,0.00089433-6.657e-05i,8.1026e-05-7.8206e-05i,-5.835e-05+0.00037931i,0.00020252+0.00089125i
0.00087439+0.0016027i,0.0013604+0.00097203i,0.00056961+0.0016363i,-0.0015244+0.0025147i,-0.0020257+0.002133i,-0.00065596+0.0010702i,0.00011798+0.00092171i,5.9412e-05+0.00054408i,0.00053282+6.1534e-05i,0.0015937-0.00038412i,0.0012437-0.00095364i,-0.00029685-0.0004243i,-0.0011549-0.00067832i,-0.00076074-0.0014949i,-7.1102e-06-0.001209i,0.00058596-0.0012142i,0.00041715-0.00074218i,-4.3322e-05+1.639e-05i,0.00046806+0.00042056i,0.0004515+0.00032416i,-0.00077005+6.3058e-05i,-0.0006874-0.0005835i,-2.1554e-06-0.00032906i
-8.7448e-05-0.0014549i,0.00011682-0.001215i,0.00010535+0.00026372i,0.00038779+0.0015778i,0.00084606+0.0023719i,0.00055442+0.0027023i,0.0002856+0.0015129i,0.001078-0.00019333i,0.00037719-0.00071795i,-0.00050814-0.00047877i,8.2377e-05+0.00014132i,0.00059051+0.00050297i,0.00022893+0.00061678i,-0.00011523+0.00052074i,-0.00030689+0.00022383i,-9.9707e-05-0.00021573i,0.0001135-2.9694e-05i,-0.0002898+0.00075997i,-0.000375+0.00020737i,-0.00045927-0.00016239i,-0.00025784+9.0879e-06i,-0.0002339+2.7945e-05i,-0.00043564+0.00023203i
0.00053346+0.0001909i,2.9849e-05+0.00052891i,-8.9125e-05+0.00013724i,-0.00046829+0.00074229i,-0.0013456+0.0017493i,-0.00094752+0.0020475i,-0.00071726+0.0010722i,-0.00038319+7.2526e-06i,0.00036083-0.00045209i,0.00029897-0.00069671i,0.00010732-0.000277i,1.4121e-05-1.6048e-05i,0.00054629+1.5702e-05i,0.00055487-0.00015073i,-0.00030891+0.00048155i,-0.00092537+0.00057886i,-0.0011188+0.00019113i,-0.00081067+0.00031058i,-0.00086346+0.00024809i,-0.00076058+0.0002103i,-0.00039216+0.00030475i,-0.00019713+0.00081859i,0.00015885+0.00071116i
-0.0019059-0.0016127i,-0.0019479-0.001043i,-0.0024456-0.00048591i,-0.0024743+0.00044197i,-0.0017901+0.0012076i,-0.0014856+0.0026829i,-0.0010481+0.0028186i,-0.00025439+0.001323i,0.0004507+3.6789e-05i,0.00043204-0.00024269i,9.0473e-05-2.3718e-05i,-0.00017618-0.00039327i,-9.5398e-05-4.0102e-05i,-0.00030759+0.00082019i,-0.0010432+0.00084999i,-0.00098948+0.00087262i,-9.8799e-05+0.00031884i,0.0007667-0.00041054i,0.00065729-0.00039505i,-0.00013064-3.0849e-05i,-0.00040511+0.00022572i,-0.0010004-0.00047664i,-0.0011109-0.00085326i
-0.0018888-0.00055397i,-0.0015596-3.067e-05i,-0.0011825+0.00064868i,-0.0011336+0.0021534i,-0.0010183+0.0030799i,-0.0002851+0.0022797i,5.6881e-05+0.0011164i,-9.4815e-06+3.474e-05i,-0.00034078-0.00062513i,-0.00070267+1.9721e-05i,-0.0010229+0.00044611i,-0.0010439+7.5048e-05i,-0.0012607-0.00079149i,-0.00094518-0.0007238i,-0.00022403+0.00027982i,0.00032114+0.00037972i,0.00039001+0.0007822i,0.00023265+0.00090955i,0.0007901+4.7119e-05i,0.00035789-0.00044511i,0.00028232-0.00030387i,0.00054868+0.00015574i,0.00017354-0.00023834i
-0.0023184-0.0011223i,-0.00058114+0.0001633i,-0.00063696+0.00079515i,-0.00098792+0.0012673i,-0.00074282+0.0031049i,-8.4048e-06+0.0030167i,0.00037648+0.0016661i,0.00027791+0.00044977i,0.00064486-0.00011294i,0.0013458+0.0002907i,0.00097615-9.1563e-05i,9.0424e-05-0.00020977i,-0.00096269-0.00049836i,-0.0014975-0.00094082i,-0.00098972-0.00024738i,-0.00027491+0.0005752i,0.000755+0.00066426i,0.00063719+3.5673e-05i,-0.00015968+0.00031999i,-0.0005107+0.00070824i,-4.8315e-05+3.3636e-05i,0.00039355-0.00055397i,0.00069921-0.00015279i
0.0014709+0.00084557i,0.00098708-0.0011528i,0.00086735-0.0016916i,-0.00029641-0.00054549i,-0.0012748+0.00082869i,-0.0014432+0.00098861i,-0.00099639+0.00039683i,0.00035449+0.00015449i,0.00087023-0.00014971i,8.7731e-05-0.0004966i,-0.00012721+0.00032641i,-0.00074275+0.00027925i,-0.00096581-0.00064295i,-0.00060342-0.00066716i,-0.00036234+7.4941e-05i,-0.00034366+0.00097225i,-0.00064815+0.00061443i,-0.00011315-0.00052282i,-3.7256e-05-0.00079352i,-0.00035549-0.00058524i,-0.00015514-0.00018055i,8.7408e-05+6.9153e-05i,0.00036905+7.2457e-05i
0.0010706-0.00028136i,0.0020682-0.00081106i,0.0010244-0.0011212i,-0.001113-0.00010328i,-0.0016899+0.00083307i,-0.0011194+0.0011625i,-0.00071947+0.00072092i,-0.00011213+0.00073555i,0.00073535+0.00068668i,0.00034808+0.0003321i,-0.00056036-3.382e-05i,-0.00096331-7.428e-05i,-0.00050129-0.00021964i,-2.1736e-05-0.00022672i,-0.00063107-6.3145e-05i,-0.0015918-0.00033902i,-0.00099168-0.00021105i,0.00026681-2.3696e-05i,0.00030359+0.00044032i,1.7742e-05+0.00063363i,0.00061497+0.0001422i,0.00098934+0.0005889i,0.00010107+0.00033382i
0.0010825-0.0010031i,0.0014322-0.00095557i,0.00046651-0.00072844i,0.00021708+7.219e-05i,0.00027708+0.0020897i,-7.5913e-05+0.0019497i,0.00015472+0.0011573i,0.0007361+0.00052256i,0.00095597-0.00034441i,0.00028837-3.7735e-05i,-0.00041721-0.00012311i,-0.00079202-0.00031531i,-0.00047022-0.00036979i,0.00012443-0.00057378i,0.00040897-0.00050772i,0.00090747-0.00059035i,0.00042347-0.00012123i,-0.00074121+0.0005915i,-0.00036112+0.00075825i,0.00022458+0.00046482i,-9.0053e-06+5.5172e-05i,-0.00029062-0.00032468i,-0.00054404-6.2576e-05i
-0.0022706+0.00095107i,-0.0013344+0.00057654i,-0.0013978+0.00053878i,-0.0013316+0.0012715i,-0.0010953+0.0020569i,-0.00076377+0.0024493i,-0.00023779+0.0015044i,-0.00019706-0.00020607i,-0.00063025-0.00012261i,-0.00063113-0.00023342i,-0.00077053-0.00081231i,-0.00096188-0.00084567i,-0.00073426-0.00056964i,-0.00082792-0.0010652i,-0.0013534-0.0014595i,-0.0011481-0.00054866i,4.785e-05+0.00099149i,0.00010293+0.0012697i,-0.00017639+0.00080929i,0.00059684+0.00063869i,0.0010999-0.00025563i,0.00071284-0.00022448i,-7.6624e-05+0.00076925i
0.00098426+0.0017804i,0.0014236+0.0020545i,0.00089606+0.0017799i,0.00013199+0.0013618i,-0.00048263+0.0016496i,-0.0012644+0.00070415i,-0.0013514-0.0005329i,-0.00092902-0.00099126i,-0.00046474-0.0011118i,0.00063576-0.00047397i,0.0010151-0.00058823i,0.00021545-0.0010295i,-0.00052114-0.0011402i,-0.00050314-0.00050127i,0.00039386+0.00058488i,0.00061724+0.0006714i,0.00022501-0.00013675i,-0.00010356-0.00017202i,-0.00012721-0.00023385i,0.00030643-0.00013299i,2.947e-05-0.00028823i,-0.00073479-0.0012772i,-0.00068386-0.0012739i
-0.0022289-0.00066102i,-0.0010557-0.0010553i,-0.0013257-0.00014957i,-0.0016617+0.00092324i,-0.0014933+0.0022577i,-0.0010331+0.0026108i,-0.00039078+0.00097385i,7.1429e-07-0.00021762i,-1.2307e-05+0.00021212i,-1.31e-05+7.0514e-05i,0.00061576+0.00038454i,0.00061185+0.0005169i,0.00016529-0.00036661i,0.00033553-0.00081843i,0.0004882-0.00041859i,0.00041841+0.00040115i,0.00061697+0.00067383i,0.00040344-5.7615e-05i,0.00072423-0.00040422i,0.00080697+0.00019193i,4.4071e-05-0.00016741i,-0.00053288-0.00055206i,-0.00028034-1.6024e-05i
