-0.0034366-5.6425e-05i,-0.001829-0.001173i,-0.0030507-0.0026536i,-0.0029323-0.0017448i,-0.0023405+0.0020599i,-0.00052571+0.0035886i,0.0015814+0.0031623i,0.0011989+0.0017625i,0.00061402+3.8644e-05i,0.0009226-0.00077561i,0.00012251-0.00074418i,0.00028928-0.00055175i,0.00055215-0.00082375i,0.00011528-0.0012455i,7.9293e-05-0.00070821i,0.00015534-1.3708e-05i,0.00011017+0.0001884i,0.00043586+3.9986e-05i,0.0014283+0.00010302i,0.0006452+0.0003204i,-0.0010341+0.00048105i,-0.00094518-2.7472e-05i,-0.00038253-0.00018711i
-0.00021546+0.00082853i,-0.00021342+9.9782e-06i,-0.00082675-0.00080412i,-0.002033-0.0014828i,-0.00081663-0.00068437i,0.0010176+0.00095099i,0.0012876+0.00087338i,0.0014636-0.00013238i,0.0008524-0.0003923i,-0.0001385-0.00027776i,-0.00026987-0.0007019i,-0.00042859-0.0012687i,-0.00047359-0.00081217i,-0.00016189+0.00010257i,-0.00023536+0.00064391i,-0.00021504+6.6612e-05i,0.0004647-0.00067505i,0.00051653-0.0011273i,0.00030944-0.00075054i,0.0005939-0.00032903i,0.00016401-0.00019654i,3.7895e-05+4.3802e-05i,-0.00025386-0.00013007i
0.00061995+0.00052509i,0.00021915+7.919e-06i,0.00065723-9.8211e-06i,0.0011744+0.00097717i,0.0009223+0.0017719i,0.0014235+0.0020732i,0.0024197+0.0012595i,0.0023134-0.00024755i,0.0011937-0.00074474i,0.00076637-0.00079591i,-0.00026017-0.00090514i,-0.0011924-0.0010075i,-0.00056655-0.00111i,-0.00059071+0.00081676i,-0.00067338+0.001803i,1.7894e-05+0.00083969i,0.00022758+0.00030817i,-2.3158e-05-0.00013576i,-9.7893e-05-0.00056635i,0.00027137-0.00035363i,0.00017886+0.00033504i,-0.00080058-9.8808e-05i,-0.00036685-0.00097128i
-0.0026497+9.5961e-05i,-0.0029434+0.00056452i,-0.0023176+0.0014205i,-0.00057102+0.0022644i,0.00090996+0.0021748i,0.0012211+0.0018261i,0.00087327+0.0012831i,0.0002256+0.00048973i,-0.00038994+0.00046216i,-0.00059726+0.0002302i,-0.00062724-0.00049003i,-0.00071373-0.00065439i,-0.00052675-0.0014369i,9.5453e-05-0.0018876i,0.00026922-0.0015312i,-0.00011701-0.00063291i,0.00038451+0.00015644i,0.00096053+0.00080194i,0.00054485+0.00058614i,0.00023356+0.00016149i,0.00033732+0.0002392i,0.00062093+0.00055612i,0.00018227+0.00085991i
-0.00074941-0.00051273i,0.00082157+0.00018547i,0.0011154+0.00068016i,0.0010592+0.0010477i,0.0016965+0.0017953i,0.0020693+0.0013764i,0.0011715-0.00018438i,0.00094949-0.00010587i,0.00032369+0.00012079i,-0.00022394-0.00019575i,0.00010549+0.00033977i,0.00040621+0.00096722i,0.00041368+0.00075456i,0.00016504+8.4943e-05i,-0.00027003-0.00015578i,0.0001235-1.2248e-05i,0.00053503-8.9196e-06i,0.00052138-5.444e-05i,0.00028795-0.00023164i,3.6809e-05+0.00017384i,-0.00045144+0.00028286i,-0.00014293-0.00023321i,0.00061714-0.00012087i
-0.0014096-0.0015055i,-0.0013584-0.0015741i,-0.0017843-0.00076724i,-0.0016002+0.00021379i,-0.0013041+0.0015358i,-0.00066606+0.0022863i,0.00086597+0.0021157i,0.0015342+0.0010843i,0.0015239+9.3429e-05i,0.0010982+0.00022518i,-1.951e-05+0.00056741i,-0.0012331+0.00063161i,-0.00055902-0.00016745i,0.00075556-0.00082036i,0.0010261-0.00032435i,0.0008884+1.0117e-05i,0.0010346-7.1037e-05i,0.00085121+0.0001341i,0.00038972-0.00061024i,0.00038456-0.0010035i,0.00019649-0.00023631i,-0.00012986+0.00029266i,-3.7463e-06+0.00065937i
0.00066125-0.0016823i,-0.00034831-0.00049726i,-0.00070329-0.00095874i,-0.0014441-0.00033561i,-0.0017465+0.0014609i,-0.00021129+0.0025096i,0.0013636+0.0019892i,0.0020716+0.001149i,0.0018853+0.00051401i,0.00070983+0.00015497i,-0.00026724+5.6954e-05i,-0.00033902+1.5302e-06i,0.00087945+0.00045946i,0.0014924+0.00067483i,0.0012473-3.3755e-05i,0.0012976-0.0002557i,0.0009503-0.00045018i,0.00057475-0.0011792i,0.00020623-0.0010511i,-0.00030799-0.00017609i,-0.00041871+0.00076052i,-0.00049595+0.00064366i,-0.00040565-0.00034271i
-0.00069414+0.00082588i,-1.0714e-05+0.0013379i,-0.00044122+0.0023831i,-0.00070023+0.0013493i,-0.00047267+0.00027117i,0.00013765+0.00099534i,0.00060361+0.001529i,0.00039057+0.000925i,0.00057307+0.00060421i,0.00034267-2.3518e-05i,-0.00028417-0.00068028i,-0.0002253-0.00049826i,0.00080122+0.00028555i,0.0012501+0.00090285i,0.00087978+0.00093456i,0.00024707+0.0010363i,0.00024039+0.00067899i,-6.6121e-05+0.00021398i,-0.00016332+0.0002188i,0.00024279-0.00025192i,0.00047072-0.00041835i,0.00010504+0.00062413i,-6.8656e-05+0.00062084i
0.00048446-0.00016412i,0.001372-0.00090405i,0.0015218-0.0011315i,0.0010849-0.0010546i,0.00091791-5.6069e-05i,1.2054e-05+0.00053862i,-0.00050916+0.00073633i,-0.00035378+0.00071323i,0.00038982+0.0006244i,0.00024908+2.1354e-05i,-0.001084-0.00064237i,-0.0011453-0.00042133i,-0.00047517+1.8028e-05i,0.00023481-0.00034004i,0.0003211-0.00058648i,1.3028e-05-0.00056063i,-0.00024047-0.00044588i,-0.00035163-0.00014236i,0.00012745+0.00010746i,4.8581e-05-3.5744e-05i,-0.00012879+0.00015309i,-0.00032477+0.00072347i,-0.00060979+0.00080825i
0.00074778-0.00012567i,-0.00065806-0.0013137i,-0.0022612-0.0021933i,-0.0026562-0.0016643i,-0.0012736+0.0011554i,0.00028461+0.0035352i,0.00070206+0.0023735i,0.00064768+0.00038791i,0.00064642-0.00064601i,0.00054524-0.00098235i,0.00033999-0.000211i,0.00090608+0.00076485i,0.00099832+0.00059482i,0.00067714-0.00013874i,0.00094023-0.0002618i,0.0010155-7.7255e-05i,0.00025345-0.00013259i,-0.00084634+4.5623e-06i,-0.0012407-0.00022907i,-0.00037954-7.1123e-05i,9.6977e-05+0.00069219i,0.00039045+0.00090036i,0.001182+0.00092836i
0.0019119-0.00029064i,0.0018901-0.00059298i,0.0010201-0.0015016i,5.7337e-05-0.0014461i,-2.854e-05-7.8653e-05i,0.00084018+0.00076146i,0.0012078+0.00033454i,0.00072197+0.00026315i,0.00015678+0.00041315i,0.00035719+0.00012593i,8.7326e-05-0.00023054i,-2.8646e-06+0.0004154i,0.00035071+0.0010354i,0.00012438+0.0010245i,-0.00013788+0.00096801i,0.00066206+0.00053589i,0.00087218+0.00048673i,-0.00025997+0.00023375i,-0.00022692+0.00056844i,0.00023949+0.0010299i,0.00031279+0.00087683i,-0.00011033+0.00062278i,-0.00096136+0.00024942i
0.00044917-0.00096048i,0.0002342-0.00093771i,-0.00062974-0.0013091i,-0.00070724-0.00067749i,-0.00052179+0.00047292i,-0.0004825+0.00068488i,0.00063721+0.001405i,0.00095492+0.0014092i,6.1267e-05-0.00049995i,-0.00076644-0.0018328i,-0.00061354-0.0014997i,0.0002588-0.00024619i,0.00058811+0.00014493i,0.00040546-0.00028723i,0.00058721-0.00015428i,0.00088699+2.2865e-05i,0.0014165-0.00047767i,0.0016128-0.00057i,0.00052153-0.00019598i,-7.6814e-05-0.00016852i,0.00037853-0.00016404i,6.172e-05+0.00025485i,-0.00021521+0.00031762i
0.00088968-0.00069995i,0.00025892-0.00031151i,0.00020652-0.00032688i,8.8486e-05+0.00035642i,-3.651e-05+0.0017126i,0.00089452+0.0023993i,0.0016522+0.0016937i,0.00055133+0.00087547i,-0.0008501-6.2813e-05i,-3.4351e-05-0.00067046i,0.0006321-0.00010731i,0.00032988+2.3882e-05i,0.00028901-0.00035382i,-1.9615e-05-0.00031804i,-0.00011455+0.00017821i,0.00026763+0.00091481i,0.00016338+0.0010874i,-0.0012173-0.00011302i,-0.0018265-0.0003138i,-0.00089893+0.00069631i,-8.3753e-05+0.0007439i,0.00033978-0.00039421i,0.00056227-0.00053669i
-0.00051601+0.00072613i,0.00022929-0.0008704i,0.00054352-0.0010668i,0.00046875-0.0010598i,0.00051498-0.00091375i,0.0011228-0.00094892i,0.0011428-0.00068007i,0.0013316-0.00070509i,0.0016929-0.0011225i,0.00090826-0.0015117i,9.1476e-05-0.00084104i,-0.00019291+6.1203e-05i,2.8507e-05-0.00075863i,0.00052014-0.00066386i,0.00060605-0.00011625i,0.00016838-0.00045731i,0.00052945-0.00061954i,0.000792-0.0011334i,0.00025441-0.0007544i,0.00011014+0.00019298i,0.00055447+0.00037918i,0.00060736+0.00031671i,0.00063908+0.00098616i
0.0026723-0.0020876i,0.0012924-0.0036524i,-0.00038653-0.003327i,-0.00091396-0.001544i,-0.0015014-0.00059985i,-0.0019055+0.00028203i,-0.00045591+0.00084873i,0.00067043+0.0007238i,0.00057731+7.8539e-05i,9.3812e-05-0.00027916i,-0.0010456-0.0004424i,-0.0011985-0.00031034i,-0.00099018+0.00016615i,-0.00038523+9.7867e-05i,0.00027716-0.00032125i,0.00077898-8.8586e-05i,0.00090826-0.00017779i,0.00062679-0.00070192i,-0.00017264-0.0010685i,-0.00073297-0.00092637i,-0.00014337-0.00036869i,9.1642e-05-0.00040011i,0.00039738-0.00067682i
-0.00031561-0.00044913i,1.3355e-05-0.0003937i,-0.00025751-0.00037279i,-0.00034667-2.9373e-05i,-0.00010709+0.0013431i,0.00047418+0.0019012i,0.00061562+0.001581i,0.00042446+0.0010195i,0.00025252-5.3996e-05i,0.00078924-0.00095333i,0.00053871-0.00040591i,1.4786e-05+0.00062275i,-8.8628e-05+0.0012337i,-0.00043319+0.00126i,-9.4693e-05+0.00033938i,0.00059481-0.00016736i,0.00071125+0.00013444i,2.8741e-05+0.00035882i,-0.00026298-0.00013335i,-0.00028918-0.00024279i,-0.00024402+0.00015598i,0.00015349+0.00065405i,5.8813e-05+0.00074087i
0.0026924-1.5867e-05i,0.00089891+0.00054949i,0.00027876-0.00040374i,-0.00057225-0.00039019i,-0.0018751-0.00038247i,-0.0010637+0.00075014i,0.00022029+0.0021714i,0.00033587+0.0013462i,-0.00016783-0.00012039i,-0.00066198-0.00094694i,-0.0005728-0.00053523i,-0.0004665+0.00047758i,0.00020593+0.0010455i,0.0013222+0.0013733i,0.00095096+0.0011823i,0.00058552+0.00037765i,0.00097794+2.3513e-05i,0.0011197+0.00057458i,0.000191+0.00056361i,9.8332e-05-0.00015699i,0.00072579-0.00066931i,0.00081271-0.00083197i,0.00029999+1.1513e-05i
0.0010621-0.00022306i,-3.4054e-05-0.0010475i,-0.0019773-0.00066705i,-0.0026268+0.0004835i,-0.00092885+0.0024395i,0.00022805+0.0034114i,0.00058351+0.0019911i,0.0010893+0.0010663i,0.00058065+0.00075242i,-6.1994e-05+0.00041271i,7.0575e-05+0.00030812i,0.00083602-5.0747e-05i,0.001051-0.0007027i,0.00022776-0.00019044i,-0.00012365+0.0003124i,0.00033985+0.00022935i,0.0008607-4.2677e-07i,0.00033965+0.00026461i,-0.00021735+0.0007293i,-0.0003111+0.00026342i,-0.00071813+5.0804e-05i,-0.00021238+0.00012633i,0.00076008+0.00031801i
-0.00097431-0.0013379i,-0.0010851-0.00054213i,-0.00087225+0.00045408i,-4.2338e-05+0.0013317i,0.00076069+0.0021792i,0.0010897+0.0018021i,0.001005+0.00077002i,0.00096426+5.2649e-05i,0.00065604-0.00017765i,0.00061936+0.00026136i,0.00035616+0.00057477i,0.0003887+0.00016368i,2.4716e-06-0.00040417i,-0.00010327-0.00023093i,0.00062111+0.00019787i,0.0006201+0.00019468i,0.00028176-0.00037352i,0.00018667-0.0007554i,0.000477-0.00033394i,0.00010689+0.0001411i,-0.00045598+0.00015115i,-0.00018249-0.00057305i,0.00018539-0.0010332i
-0.00022271+1.9288e-05i,-0.00080148+0.00064838i,-0.0011887+0.0011413i,-0.00080356+0.0018078i,-0.00025176+0.0030576i,-0.00032018+0.0024793i,-0.00019108+0.0014255i,0.00029786+0.00088469i,0.00084254+0.0003375i,0.00079677-0.00029248i,0.00032509-0.00061845i,0.00034481-0.00046618i,0.00034806-0.0003796i,-5.2582e-05-0.00054477i,-8.5934e-05-0.00048228i,-0.00024619-0.00066375i,-0.00023934-0.00057592i,0.00019187-0.00034436i,0.00029709-0.00045834i,4.2926e-05-0.00049678i,-0.00026862-0.00035866i,-0.0001585+0.00022019i,0.00018565-3.964e-05i
-0.00061875-0.0018746i,-0.0021829-0.0019856i,-0.0028703-0.0012579i,-0.0024705+0.00033285i,-0.0016356+0.0017982i,0.00016312+0.0028475i,0.0009074+0.0020751i,0.00053337+0.00029385i,0.0008494-0.00094236i,0.0012101-0.0011887i,0.0013702-0.00067557i,0.00098184-0.00015338i,0.00050601+8.622e-05i,-0.00011162+3.16e-05i,4.0701e-05-0.00010119i,0.0005942-0.00051492i,0.00013493-0.00079938i,-0.00050802-0.0005961i,0.00013343+8.5685e-06i,0.00092509+0.00048967i,0.0007101+0.00038479i,-6.6883e-05+0.00034333i,-0.00035844+0.0005388i
0.00055743-0.0027171i,0.00041263-0.0017828i,-0.00037993-0.0016539i,-0.00078192-0.00059266i,1.2971e-05+0.0011343i,0.00053707+0.0013945i,0.00043394+0.00038947i,0.0010417+6.3422e-05i,0.0010845+1.4143e-05i,0.00050988-0.00038602i,-0.00015459-0.00025709i,6.2637e-05-2.257e-05i,0.00089955+0.00031296i,0.0012055+0.0013859i,0.0011296+0.001467i,0.00092439+1.065e-05i,0.00033852-0.0007789i,0.00018137-0.00025372i,1.8653e-05-5.8553e-05i,7.0066e-05-0.00064309i,0.00037182-0.00053544i,0.00016868-0.00038838i,0.00016656-0.00061508i
-0.00051479+0.0003886i,-0.0016005+0.0015558i,-0.0030385+0.0023611i,-0.0032538+0.0013564i,-0.0018617+0.0014894i,-4.148e-05+0.002905i,0.00057861+0.0024393i,0.00054972+0.0012213i,0.00079581+0.0003197i,0.00074871-0.00039286i,0.0005981-0.00026233i,0.00074429+0.00067817i,0.00027412+0.0011268i,0.00039587+0.00066223i,0.00063599-0.00034661i,0.00036282-5.1586e-05i,-0.00026325+0.00037095i,-0.00047872+3.8841e-06i,-0.00076789-0.00049708i,-0.00094703+5.7604e-05i,0.00032237+0.00011919i,0.00096506-0.00020565i,0.00029434+4.3471e-06i
0.00092578+0.00063587i,-0.00092648+0.0010603i,-0.0014809-0.00022758i,-0.0019537+0.00057993i,-0.0014668+0.0027198i,3.162e-05+0.0032032i,0.00068882+0.001917i,0.00046743+0.00054519i,0.0010067+4.0714e-05i,0.00097126-0.00045462i,3.3375e-05-0.00099034i,0.00017213-0.00060032i,0.00043223-0.00035161i,0.00032439-7.3358e-06i,8.2608e-05+0.00039629i,-0.00016058+0.0007612i,0.00038847+0.0007533i,0.0014279+6.2621e-05i,0.0011709-0.00033477i,0.00027569-0.00021425i,-0.0002518-0.0002281i,-0.00013272-0.00028528i,8.8161e-05-8.7108e-05i
0.00076074-0.00086472i,8.1989e-05-0.00092519i,0.00042038-0.0013716i,0.00090709-0.00023633i,0.00076394+0.0014831i,0.00031261+0.0020201i,-0.00030767+0.00097816i,-0.00057574-0.00054313i,-0.0007127-0.00086968i,6.8771e-05-0.00052571i,0.00027136-0.00053015i,0.00056816-0.00028188i,0.0012197+3.3804e-06i,9.904e-05+0.00033034i,-0.00079884+0.00086322i,-0.00013473+0.00045502i,0.00053755+0.00024712i,0.00021593+0.00062017i,-9.7982e-06+4.7701e-07i,0.00013667-0.00063138i,-0.00012376-0.00012289i,-4.5868e-05+0.0002501i,0.00033875+0.00073733i
0.0012601-0.0016969i,0.00080757-0.001207i,-0.0012069-0.002048i,-0.0028535-0.0013021i,-0.0033394+0.00051288i,-0.0011042+0.0014498i,0.0007413+0.0012414i,2.0881e-05-0.00011786i,-0.00071123-0.00074763i,-0.00064884-0.00035746i,0.00012409-0.00028144i,0.00062535-0.00025475i,0.0005038-0.00049171i,0.00050305-0.00034964i,0.00067774+5.149e-05i,0.00091533-2.0725e-05i,0.0010928+0.00018156i,0.00078082+8.0943e-05i,-6.4239e-05+0.00028494i,-0.00051127+0.0004007i,-7.8526e-05+4.0273e-05i,0.00038265-0.00010103i,0.00060648+0.00034939i
-0.0018062-0.00056675i,-0.0017047+0.00024659i,-0.0023072+0.0002457i,-0.0027294+0.0013974i,-0.0020058+0.0027559i,-0.00026872+0.0021513i,0.001222+0.0013815i,0.0011799+0.000635i,0.0009081-5.8365e-05i,0.00084157-0.00046423i,0.00030629-0.00038593i,0.00034681-0.0003858i,0.00071854-0.00022346i,0.00066764-0.00030975i,0.00028734-0.00053057i,0.0001855-0.00060326i,0.00048617-0.0008947i,-3.3077e-05-0.0015031i,-0.00024325-0.0010055i,-0.00018128-0.00047045i,-0.0004138-0.00062932i,0.00034964-0.00067369i,0.00035557+0.00016286i
0.0011918-0.001471i,0.0016743-0.0013949i,8.578e-05-0.0016005i,-0.0018153-0.0013233i,-0.0025332+0.00068505i,-0.0023539+0.0015824i,-0.00043381+0.0010024i,0.00068846+0.00034858i,0.00014325-0.001231i,-0.00034521-0.0022828i,-0.00046633-0.0012938i,3.6239e-05+0.00022839i,0.00079288+0.00087459i,0.00087404+0.00064776i,0.0007095+0.0004806i,0.00070522-7.0103e-05i,0.0010905-0.0005703i,0.0009719-0.0009722i,0.00081-0.0008344i,0.00060524-0.00034054i,0.00014186-0.0003615i,0.00033195-0.00021854i,0.00047133+2.6415e-05i
-0.00097009-0.0020529i,-0.0015502-0.0016119i,-0.0010639+0.00053644i,-0.0011857+0.0023941i,-0.00088943+0.0026929i,0.00077434+0.0029828i,0.0015162+0.0020383i,0.00087778+0.00096202i,0.00022417+0.00048483i,-4.0887e-05+1.7097e-05i,-0.00022511+0.00017133i,0.00051757+0.0004891i,0.00043468+0.00016384i,0.00019865-0.00099906i,0.0012488-0.0013526i,0.00028108-0.000368i,-0.00043563+0.00024439i,0.00040631+0.00032523i,0.00090501+0.00037067i,0.00058672-0.00010729i,0.00076281-0.00065371i,0.00067524-0.00034776i,-1.242e-05+0.00017127i
0.00067532-0.0001297i,0.001574-0.00037338i,0.002178+0.00022208i,0.0012403+0.00068977i,0.0002318+0.00042765i,0.0006891+0.00039345i,0.0017201+0.00043629i,0.0013949-0.00011577i,0.00031751-0.00029926i,0.0002924-0.00050568i,-4.3766e-06-0.00063799i,-0.00012235+9.0285e-05i,-0.00031457+0.0006652i,0.00027533+0.00065227i,0.00074911+0.0007839i,0.00087421+0.00043137i,0.00092802-8.6307e-05i,0.00043919+1.3774e-05i,-0.00025368-3.6924e-05i,-0.00091629-0.00086592i,-0.00056751-0.00072645i,-0.00049967-0.00013642i,-0.0010778-0.0002476i
-0.00034974+1.2158e-05i,-0.00015146+0.0013316i,-0.000563+0.0010154i,-0.00073261+0.0010867i,-0.00094183+0.0028902i,-0.00033156+0.0035322i,0.00097631+0.0023058i,0.0013412+0.00077009i,0.00032731-7.975e-05i,-0.00026559-0.00054402i,-0.00065174-0.00068505i,-0.00017112-0.00062796i,0.00051421-0.00037074i,0.00033632+0.0002855i,0.00060296+0.0001979i,0.0011289-0.00024741i,0.00036252-0.00039978i,-0.00037585-0.00042128i,0.00030683+2.688e-05i,0.00070113+0.00062792i,0.00034625+0.00014449i,0.00030222+0.00052892i,0.00020395+0.001328i
-0.0021593+0.0014681i,-0.0018977+0.0014249i,-0.00087347+0.0014071i,-0.00029355+0.0019659i,0.00042928+0.0022204i,0.00074978+0.0021343i,2.7362e-06+0.0017352i,-6.9541e-05+0.0008732i,0.0001621+0.00048785i,0.00030499+0.00062457i,0.0010371+0.00024799i,0.0012981-9.5026e-05i,0.00063651-0.00015154i,-0.00023348-0.00034464i,-0.00061875+0.00020214i,2.3978e-05+0.0005962i,0.00075842+0.0010438i,0.0004716+0.0009157i,-0.00019366-0.00025916i,-8.6814e-05-0.00062868i,-0.00026766-0.00011272i,-0.00054439+0.00045141i,-0.00020564+0.00068792i
-0.00034044+0.00018082i,-0.0014924-5.6774e-05i,-0.0011471+0.00027564i,0.00084755+0.0012531i,0.002139+0.002556i,0.0023766+0.0026888i,0.001881+0.0013333i,0.00096458-8.3898e-05i,-0.00012076-0.00058243i,-0.0010349-4.8085e-05i,-0.000868+0.00049846i,7.2255e-05+0.00093406i,0.00042051+0.0004133i,0.00087773-0.0004383i,0.0007623-0.0004045i,0.00019111-0.00023907i,0.00034015-0.00012855i,0.00071553+0.00020037i,-7.7806e-05+0.00090568i,-0.0009606+0.00072946i,-0.00060122-0.00035384i,-3.6903e-05-0.00059659i,1.7917e-05+0.00018595i
-4.9067e-05-9.5746e-05i,0.00048157-0.00038171i,-0.00028401-0.00047586i,-0.00049574-0.0011708i,0.0001714-0.00048769i,0.00027169+0.00067977i,0.00036725+0.00025342i,0.00088845-0.00043885i,0.00095336-0.00030339i,0.00056573-0.00072091i,0.00015898-0.00067254i,-0.00097408+0.0001561i,-0.0014307+9.7389e-05i,-0.00052721-0.00062915i,0.0003482-0.00065944i,0.00043479-0.00060241i,0.00039068-0.00040563i,0.00061899-0.00024847i,0.00060638+0.00013042i,0.00011409+0.00027106i,-0.00064307-0.0002503i,-0.00070184-7.2476e-05i,-0.00030227+6.6126e-05i
0.00076164-0.0014603i,0.00086737-0.0011265i,-0.00087445+5.1563e-05i,-0.002182+0.0019671i,-0.0016879+0.0033783i,9.1155e-05+0.0028831i,0.0013027+0.0021165i,0.0014882+0.00089161i,0.00087581+0.00035487i,0.00021604+0.00054696i,-9.5563e-05+0.00030142i,0.00039634-7.5705e-05i,0.0010986-0.00012634i,0.00039677-9.4006e-05i,-0.00031252+9.8152e-05i,-0.00011867+0.00056601i,0.00033141+0.00055251i,0.00052222+0.00013007i,0.00068274+0.0004157i,0.00025688+0.00063167i,-0.00046737+0.00014137i,-0.00067352+0.00023605i,-0.00060927+0.00058168i
-0.0007318+0.00087402i,-0.000157+0.0004753i,2.2017e-05+0.0010468i,0.00011323+0.0012377i,0.00071277+0.0014041i,0.0006284+0.0025562i,0.00052443+0.0026271i,0.00035462+0.0014602i,0.00030187+0.00045963i,2.837e-05-7.8473e-05i,-0.00060843-0.0003254i,-9.4916e-05-0.00025005i,0.00090904+8.9055e-05i,0.00082578+0.00039264i,-0.00032964-0.00020803i,-0.00060688-0.0010173i,-0.00040113-0.00079957i,-0.00053733-0.00047633i,-0.00058435-0.00087474i,-0.00039475-0.00061115i,-0.00012552+0.00015016i,0.00034006+0.00067054i,0.00014338+0.00076824i
-0.00091852+0.00083202i,-0.00041272+0.0010949i,-0.00013867+0.00075995i,0.00019981+0.00079189i,0.00018093+0.0012897i,0.00048571+0.0017047i,0.00074728+0.0016721i,0.00064663+0.0013877i,0.00050827+9.2951e-05i,0.00078685-0.0010915i,0.00052635-0.00010533i,0.00038281+0.00097071i,0.00036702+0.0012726i,7.3399e-05+0.00044228i,0.00026086-0.0010515i,0.00035304-0.0010195i,-0.0001873-0.0006657i,-7.9851e-05+0.0002531i,0.00104+0.0011672i,0.00049722+0.0011517i,-0.001552+0.00053241i,-0.00157-0.00056638i,-0.0006131-0.00032902i
-0.00016907-0.0015444i,0.00023521-0.0017199i,-0.00047961-0.00078943i,-0.0010923+0.00033023i,-0.001304+0.00027208i,-0.00011325+0.00064258i,0.00050717+0.0011845i,0.00022179+0.0013012i,0.00076798+0.00066999i,0.0010345-0.00025357i,0.00067412-0.00032242i,0.00011664+0.000329i,-0.00059516+0.00037358i,-0.00027124+0.00020827i,0.00032341+0.00045789i,-0.00053919+0.0003126i,-0.00071694-2.7407e-06i,2.9328e-05-0.0002351i,0.00017972-0.00077242i,-0.00029738-0.0010025i,-0.0010952-0.0006932i,-0.0011595+0.00013903i,-0.0012996+0.00078366i
-0.00045468+0.00058751i,-0.00069664+0.00036479i,-0.0015126+0.00085133i,-0.0015928+0.0011895i,-0.00045688+0.0018169i,7.2605e-05+0.0028987i,0.00053479+0.0021978i,0.00098971+0.00077666i,0.0007733-0.00011473i,0.00083788-0.00075862i,0.00068232-0.00076551i,-0.00035093-0.00072699i,-0.0007041-0.0004645i,-0.00044905+0.00040566i,0.00045869-0.00022972i,0.00062137-0.00069593i,-6.1677e-05+0.00012398i,-0.00029076+0.00040528i,0.0002941+0.00070259i,0.00036203+9.3344e-05i,-0.00056517-0.0009055i,-0.00086481-0.0013406i,-0.00060609-0.0011737i
0.0010046-0.00055194i,0.00022761-0.0014034i,-0.00021203-0.0014486i,-0.00043135-0.0011881i,-0.00050696-0.0005376i,0.00019815+0.00054904i,0.00068854+0.00093027i,0.00010618+0.00098973i,-0.00070313+0.00057637i,-0.00089245-0.00029451i,-0.0003902-0.00037984i,0.00012287+0.000859i,0.00036143+0.0010884i,0.00080078+5.4515e-05i,0.0010889+0.00013931i,0.00019555+0.00079972i,-0.00049953+0.00022653i,3.4048e-06-0.00011857i,-9.8869e-05-0.00052429i,-0.00046478-0.00037957i,-0.00022582+0.00017017i,-9.8741e-05-4.4095e-05i,-0.00059553-0.00053672i
0.0004919-0.00031205i,0.0012174-0.00021278i,0.0014733+2.5257e-06i,0.00061565+0.0007501i,4.2654e-05+0.00108i,0.00021805+0.0011472i,0.0010252+0.001714i,0.00075904+0.001545i,0.00014807+0.00034366i,0.00015208+9.1138e-05i,0.00020704+6.3369e-05i,0.00018824+0.00022879i,-0.00014053+0.0010226i,-0.00056789+0.0014023i,-0.00033257+0.0013945i,-0.00021171+0.0010113i,-7.8822e-05+0.00078209i,0.00019933+0.00055048i,0.00075994+1.6215e-05i,0.0010201-0.00023965i,0.00054055+0.00027854i,6.2231e-05+0.00013096i,1.1769e-05-0.0003045i
0.0025769+0.001024i,0.0029684+0.00019568i,0.0027696-0.00055241i,0.0023458-0.00085126i,0.0015943-0.00018942i,0.00011049+0.00051407i,-0.00043326+0.00047689i,0.000436-0.00066932i,0.00079222-0.00099296i,0.00043752-0.00090949i,-0.00025903-0.00052516i,-0.0012472+1.8403e-05i,-0.0015031+0.00044221i,-0.00058288+0.00070645i,0.00039016+0.00052578i,0.00039685+0.00047737i,0.00027449+1.298e-05i,0.00061076-0.00052828i,0.00023562+0.00078921i,-0.00065368+0.00085961i,-0.00064232-0.00010776i,-0.00089874-0.00019189i,-0.00078299-0.00015306i
0.00055984+0.00084762i,0.00026407-0.0002381i,0.00012064+0.00022299i,0.00028872+0.0010414i,-0.00014543+0.0015438i,0.00030848+0.0015071i,0.00077924+0.00088914i,0.000881+0.00048487i,0.00021224-0.00015226i,-0.00017649-0.0010755i,-3.7528e-05-0.00037674i,-4.1935e-05+0.0004899i,-0.00011857+0.00025416i,7.3889e-05+0.00029567i,0.00041287+0.00062737i,0.00078824+0.0010433i,0.00062582+0.0014783i,0.00011601+0.0004609i,-0.00025072-0.00032271i,-6.728e-05-0.00018378i,0.00030489-0.00017337i,0.00052203-0.00013649i,0.00016064+0.00028455i
-0.0013793+6.1165e-05i,-0.0011452-0.00076267i,-0.00053069-0.0017507i,-0.00024961-0.000873i,-0.00020451+0.00082417i,0.00027708+0.0016816i,0.00026573+0.00084685i,-0.00016887-0.00054346i,0.00043839-0.00081997i,0.00056424-0.00059719i,-9.3739e-05-0.00050247i,-0.00030247-0.00039964i,0.00011834-0.00032169i,0.00047754+0.00017492i,0.00050948+0.00012829i,7.8726e-05+0.00019644i,-0.0004969-1.9873e-05i,-9.9043e-05-0.00047228i,-0.00033202-0.00056203i,-0.00071821-0.00031942i,-0.00066023-0.00038527i,-0.00071312-0.00058935i,-0.00040771+7.2963e-05i
