-0.0027085+0.0002391i,-0.0014819+0.001299i,-0.0030749+0.001855i,-0.0029043+0.0012789i,-0.0012796+0.0020745i,-0.00066046+0.0027222i,-0.00063155+0.0027941i,-8.6899e-05+0.0021653i,0.00084267+0.00076649i,0.00096539+1.5877e-05i,0.00030046-6.7804e-05i,0.00052537-0.00087091i,0.0010265-0.0011381i,0.0014378-0.00074543i,0.0018049-0.0011868i,0.0010848-0.0015976i,0.00034139-0.00051101i,-3.6687e-05+0.00033696i,0.00033326-0.00086786i,0.00052282-0.0013341i,0.00024806-0.00012543i,9.5542e-05+0.00055944i,9.0329e-05+2.3789e-05i
0.001237+0.0016298i,0.0019896+5.4395e-05i,0.0014754-0.0010392i,0.00040778-0.0010368i,1.1227e-05-0.00033802i,-0.00035217+0.00079897i,-0.0014754+0.0015041i,-0.001867+0.0018436i,-0.0012663+0.00046782i,-0.0006933-0.00031338i,-0.00027667-0.00032418i,-0.00031236-0.00083091i,-0.00033404+0.00015322i,0.00050199+0.00073246i,0.001058-6.0155e-05i,0.00063611-0.00070867i,-4.371e-07-0.00044063i,0.00034621+0.00046892i,0.0001868+0.00067757i,-0.00037885+7.7055e-05i,0.00020384-0.00033396i,0.00057523-0.0002932i,-4.8746e-05+0.00022369i
0.00016167-0.00061411i,0.00051269-0.00014273i,-0.00074637+8.9734e-05i,-0.0016842+0.0016861i,-0.0017969+0.0025736i,-0.00076808+0.0025703i,0.00044808+0.0028687i,0.00085422+0.0020207i,0.00098694+0.00049682i,0.0011322-0.00034961i,0.00077237-0.000553i,-0.00038749-0.00031701i,-0.00094157-0.00036696i,7.5385e-05+0.00023575i,0.00080775+0.00034009i,0.00044881+4.9522e-05i,0.00052145+0.00036971i,3.9063e-05+0.00014154i,-0.00064049-0.00057762i,-0.0003865-0.00097826i,0.00016026-0.0011847i,0.00061195-0.00044239i,0.00033855+0.0004969i
-0.0020307-0.00090254i,-0.0018082-0.001133i,-0.0014456-0.00096592i,-5.3837e-05-0.00019819i,0.00064722+0.00027901i,-0.0003406+1.6944e-05i,-0.00093791+0.00054038i,0.00015357+0.0018173i,0.00087189+0.0017504i,-0.0001922+0.00083497i,-0.00053046-0.00037515i,0.00061623-0.00085719i,0.00070693-0.00053244i,0.0011652-0.00085268i,0.0019882-0.0012076i,0.0013843-0.0012235i,0.00070145-0.0001583i,0.00056022+0.00053906i,0.0012216+0.00025286i,0.00098598+0.00046208i,-0.00020167+0.0006459i,-0.00026001+0.00049771i,0.00056381+5.0975e-07i
0.0016508+0.0018559i,0.0011303+0.0012339i,0.0012262+0.00093249i,0.00084631+0.00070292i,0.00052825+0.00076039i,0.00049984+0.00071604i,0.00044371+0.00066309i,0.0010079+0.00035112i,0.0011857-4.0567e-07i,0.00080061+0.00044131i,-1.8721e-05+0.00043192i,5.9893e-06-0.00066479i,0.00068821-0.001243i,0.00060066-0.00012051i,0.00013759-0.00014069i,0.00049577-0.00028305i,0.00015894-9.7659e-05i,-0.00026866+3.9792e-05i,0.0001608+2.8952e-05i,0.00032526-0.00072006i,0.00010639-0.00081824i,0.00021353-0.00063139i,0.00014805-0.00056047i
0.0028557+0.0022359i,0.001918+0.0019866i,0.00063324+0.0013738i,0.00034284+0.00024443i,-0.00010694+0.00020182i,-0.00098456+0.00059533i,-0.001299+0.0012409i,-0.00057217+0.0015629i,0.00032687+0.00058339i,0.00048037-0.00051478i,-0.00010504-0.00082238i,-0.00060881-0.00050346i,-0.0011142-0.00029627i,-0.0010004-0.0010594i,-0.00074355-0.0011077i,-0.00079073-0.0006798i,-0.00054409-4.6869e-05i,-0.00020425+0.00040024i,-0.00013228+0.00061878i,0.00018861+0.00064852i,0.00057875+0.00051846i,0.00052329-0.00021229i,0.00023438-0.00033728i
0.00038976+0.003411i,0.00084228+0.0016159i,0.0016654-0.00044861i,0.0016718-0.00052898i,0.00038689-5.2719e-05i,-0.00092237+0.00042469i,-0.0010211+0.0011562i,-0.00015672+0.0017124i,0.00035447+0.0012859i,0.00042417-0.00029039i,0.00024241-0.0011254i,0.00037252-0.00091163i,0.00031042-0.00075095i,4.9941e-05-0.00039777i,4.6035e-05+0.00010695i,-0.00015294-0.00024669i,-0.00031219-0.00036774i,-7.0593e-05-0.00062538i,0.00031499-0.00015168i,0.00065645+0.00042205i,0.00063304+0.00051389i,-0.00018123+0.00024031i,-0.00097355-0.00027084i
0.00057933+0.0021287i,0.0022912+0.0022636i,0.0019776+0.0016004i,0.00051779+0.0010269i,0.00016801+0.0013159i,0.00028683+0.0021535i,0.00012087+0.0020493i,0.00025129+0.0014931i,0.00031375+0.0009123i,0.00043715+0.0002367i,8.964e-05-3.1061e-05i,-0.00014788-0.00034104i,0.00010275-0.00048389i,0.00085661+0.00019624i,0.001298+0.00057877i,0.0012167+0.00031329i,0.00025469+0.00057192i,-0.00078209+0.00020578i,-0.00034362-0.00031911i,2.4699e-05+9.7029e-05i,8.4535e-05+5.9958e-05i,-2.5911e-05-0.00039608i,-0.00016-0.00056736i
-0.00077084+0.001237i,-0.0007089+0.00088451i,-0.00057581+0.00093755i,-0.00072465-0.00031652i,-0.00082273-0.00048581i,-0.0010373+0.00062881i,-0.00074226+0.0017876i,-0.0005878+0.0018933i,-0.00049544+0.00066185i,-0.00028031+0.0001761i,0.00016421+0.00018225i,0.00076038-0.00032418i,0.00044116-0.0013465i,-0.000201-0.0015566i,0.00025761-0.00051671i,0.00061738+0.00049184i,0.00011711+8.4672e-05i,0.00012802-0.00030768i,-5.3814e-05+1.9533e-06i,0.0001027+0.00038735i,-0.00018416+0.000528i,-0.0012589+0.00011284i,-0.0012776-8.3869e-05i
0.0025141-0.00088645i,0.0022343-0.0010379i,0.0010919-0.0017714i,-0.00039232-0.0016879i,-0.00066076-0.0010361i,0.00018513-9.1736e-05i,0.0007762+0.0011035i,0.00090682+0.0016307i,0.00054055+0.00055378i,-4.3696e-05-0.00020827i,-0.00081803-0.00012247i,-0.001176-0.00015072i,-0.000683+0.00021003i,-9.552e-05+0.00032356i,6.6438e-05+0.00013612i,0.00025798-5.9847e-05i,0.00014098-0.0012236i,-0.00026934-0.001091i,-0.0004085-0.00010479i,-0.00020903-8.5482e-05i,0.00026083-8.6563e-06i,-0.00014744+7.4389e-05i,-0.00068829-0.00013941i
0.00076263+0.00090785i,-0.00042396+0.0010697i,0.00023026+0.0012355i,0.00071876+0.00083901i,0.00044133+0.00049927i,-8.339e-05+0.0011906i,-0.00019447+0.0017194i,-0.00016063+0.0016466i,-0.00015455+0.00096227i,0.00042282-2.1893e-05i,5.943e-05-0.00046516i,0.0001363-0.00045965i,8.3783e-05-0.00035584i,0.00016918+0.00033903i,0.00052252+0.00096039i,-0.00040861+0.00054154i,-0.00023369-0.00064806i,0.00080809-0.0012002i,0.00040034-0.0011274i,0.00029795-6.3e-05i,0.00069449+0.0005493i,0.00037556-0.00031494i,-0.00038771-0.00058151i
0.00019388+0.002193i,-0.00035268+0.0018615i,-0.00010874+0.0011137i,0.00024925+0.001021i,0.00049831+0.00071975i,0.00088147+0.00063473i,0.00086341+0.0011151i,0.00014976+0.0009368i,0.00020734+0.0007i,0.001051+0.00067062i,0.0012465+8.927e-05i,0.00069653-0.0012058i,0.00055763-0.0016542i,0.0013648-0.00069815i,0.0012301+0.00021808i,0.00013501+0.00052857i,-0.00010798+0.00030551i,7.9324e-05+9.4521e-05i,0.00034204-7.6808e-05i,6.9165e-05-0.00039219i,-0.00068359-7.3027e-05i,-0.00055868+0.00028509i,7.0727e-05+0.00068433i
0.00056257-0.00061613i,0.00043704-0.00046499i,0.00068187-0.0013633i,2.1028e-05-0.0012115i,-0.0010276+0.00023396i,-0.0011788+0.0012318i,-0.00084729+0.0014257i,9.4196e-05+0.00091248i,0.00089642+0.00046593i,0.00091393+0.00033548i,0.00045586+0.00025669i,0.00029043+0.00033224i,-2.9098e-05+0.00069328i,0.00016414+0.00079506i,0.00032927+0.00122i,0.00012062+0.0017007i,0.00055058+0.0013723i,0.00084682+0.00013498i,0.00037032+4.4367e-05i,-6.1955e-05+0.00080036i,-5.2409e-05+0.00035973i,-0.00021596+0.0001994i,-0.00046355+8.9059e-05i
0.00027431+0.0006031i,0.00043535+0.00070201i,4.5278e-05+0.0013564i,0.00050325+0.0015774i,0.0016239+0.0011516i,0.0011036+0.0017006i,0.00012257+0.0023249i,4.9398e-05+0.0018766i,7.2772e-05+0.0010263i,0.00030221+0.00041165i,0.00069191+0.0001676i,0.00075353-0.00016803i,0.00039828+4.2973e-05i,0.00029682+0.00053036i,0.00020101+0.00043043i,0.00056616-6.9547e-05i,0.0012294+0.00016256i,0.000723+0.00066414i,-0.00014294+0.0004327i,-7.1615e-05+0.0002348i,6.3734e-06-2.6449e-05i,-0.00059879-0.0002186i,-0.00079528+0.0001129i
-0.00099775+0.0018643i,-0.0010514+0.0011621i,-0.00046933-0.00021156i,-0.00013729-0.00067327i,-0.00027767-0.0006739i,-0.0010752+0.00079823i,-0.00080874+0.0022042i,-0.0002306+0.001443i,-8.4037e-05+0.00068826i,-0.00025222+0.00014004i,-0.00042019-0.00064206i,-0.00025847-0.00076322i,-0.00024815-0.00087343i,-0.0003184-0.00077967i,-2.8305e-05-0.00080356i,0.00059623-0.00042547i,0.00047879-0.00013589i,0.00043552-0.00099849i,6.645e-05-0.00082163i,-0.00052155+0.00019293i,-1.6399e-05+0.00078273i,0.00043701+0.00044392i,9.8906e-05-4.8885e-05i
-0.00068343+0.00075355i,-0.00049707+0.0018184i,0.00092549+0.0024335i,0.0014009+0.0021541i,0.00027095+0.0019782i,-0.00040668+0.002371i,-0.00016937+0.0022597i,0.00053665+0.0016584i,0.000497+0.0011004i,3.422e-05+0.00059674i,-0.00069851+2.2912e-05i,-0.00057446+0.00017251i,0.00012609+0.00064024i,-0.00010475+0.00065336i,0.00030098+4.4369e-05i,0.0012944+0.00034029i,0.00083962+0.0007059i,0.00012056+0.00032257i,-0.00025442-0.00017525i,-7.2548e-05-0.00049778i,0.00047035-0.00074164i,0.00050384-0.00036137i,-6.5977e-05+0.00051914i
0.00029433-0.0008544i,-0.00070764-0.0013827i,-0.0014821-0.00060535i,-0.00066556+0.0006369i,1.4105e-05+0.0008784i,0.00028218+0.00083216i,1.8327e-05+0.0012518i,0.00017432+0.0010216i,0.00013839+0.00045222i,0.00033377+0.0005309i,0.00088919+0.00063485i,0.0015583+0.00018006i,0.0014751+1.3758e-05i,0.0011454+0.00016567i,0.00091906+0.00019557i,0.00077913-0.00016818i,0.00073416-5.3456e-05i,0.00090301+0.00049391i,0.00066149+9.6779e-05i,0.00016886-0.00052449i,0.00060001-0.00048807i,0.00029308+0.00078461i,-0.00097787+0.0017004i
0.00018628+0.00073529i,-8.6396e-05+0.00089715i,-0.001476+0.00084179i,-0.0013357+0.00031287i,0.00012527+0.00063407i,0.0011362+0.0012397i,0.00096885+0.0014407i,0.00030502+0.0016016i,0.00029224+0.001153i,0.00033815+0.00065062i,0.00040963+0.00021891i,0.00047911-0.00020613i,-9.2667e-05-0.00019422i,-0.00043091-0.00015844i,0.0003354+0.00033959i,0.00087135+0.0011425i,0.00027529+0.0012289i,-0.00013043+0.0003893i,-8.288e-05-0.00035i,0.00020219-0.00046049i,0.00041494-0.00070303i,0.00010029-0.00061001i,-8.7707e-05+0.00017362i
-0.0010555+0.0022475i,-0.00051059+0.001645i,-0.00036573+0.0012248i,-0.00043725+0.0007708i,-0.00032169+0.0014785i,-0.0004978+0.0021387i,-0.00085551+0.0010394i,-0.00084784+0.00053266i,-0.0004013+0.0012204i,-0.00024507+0.0017213i,-0.00034721+0.0010742i,-0.00027361-0.00070503i,-0.00017963-0.00048261i,-0.00037342+0.00016118i,-0.00049347-0.0007815i,3.6559e-05-0.0011703i,9.8202e-05-0.00013391i,-0.00014688+0.00081421i,-0.0005666+0.0008711i,-0.00062577+0.00026897i,-0.00057917+3.1015e-05i,-0.00073627-0.00044209i,-0.00036423-0.00088911i
-0.0012246+0.00030592i,-0.00051706+0.00039791i,0.00020077-3.498e-05i,-0.00033832-0.0005265i,-0.0014579+0.00015171i,-0.0015687+0.00073417i,-0.00097199+0.0010685i,-0.0003398+0.0016022i,-2.4086e-05+0.00078696i,-7.8786e-05-0.00042386i,0.00023201-0.00064342i,0.00081572-0.00087089i,0.000446-0.0004084i,-0.00023957-4.0908e-05i,0.00010554-0.00040818i,0.00080983-0.00034507i,0.0010314-0.00011017i,0.00082971-0.00026251i,0.00021311-0.000601i,-0.00054905-0.00016021i,-0.00058118+0.00068504i,-2.9738e-05+0.00058085i,0.00020862+0.0003893i
0.0045239+0.00074134i,0.0046496-0.0005625i,0.0032033-0.001443i,0.00089644-0.0016472i,-0.00063944-0.00132i,-0.0014748-0.00019393i,-0.0014924+0.00071571i,-0.00079939+0.0013675i,-0.00065134+0.00041229i,-0.00061521-0.0008477i,-0.00028855-0.001133i,-0.00051009-0.0015525i,-0.00022054-0.0010522i,0.00022557-0.00031432i,0.00041683-0.00039576i,0.00050181-0.00059907i,0.00019173+4.3053e-05i,-4.1779e-05+0.00076725i,-9.214e-05+0.00070989i,-0.00028568+0.00030376i,-0.00066606-0.00069684i,-0.0011381-0.00068727i,-0.00061928+6.9316e-05i
0.0016445+0.0028135i,0.0017208+0.0039916i,0.0025217+0.0027043i,0.0016645+0.00035087i,-0.00045342-0.00013741i,-0.0017765+0.00014362i,-0.0010185+0.0013224i,-7.722e-05+0.001384i,0.00017776-0.00023263i,0.00034445-0.001028i,-5.1102e-05-0.00066976i,-0.00033922-0.00016726i,-0.00062235-0.00021266i,-0.00073567-0.00041402i,-0.00070862-0.00048809i,-0.00067055-0.00015028i,-0.00013141+0.00037809i,0.00069807+0.00028297i,-0.00015881+0.00010257i,-0.00058359-0.00026275i,-3.6996e-05-0.00070866i,0.00027807-0.00051665i,0.00056159+0.00039276i
-0.0010127+0.0029917i,0.00025156+0.0034108i,0.0013501+0.0027187i,0.0014694+0.0018843i,0.001366+0.00083151i,0.0018668+0.00046303i,0.0015625+0.0015664i,0.00034932+0.0022595i,4.2451e-05+0.0013672i,0.0004713+0.00040219i,0.0010648-0.00027932i,0.00078244-0.001106i,-0.00037383-0.0018627i,-0.0014156-0.0012669i,-0.0016843-0.00019853i,-0.00062906+0.00018181i,-0.00023272+0.00051607i,-0.00056472+0.00046953i,-0.0003069+0.00073426i,-0.00042902+0.0010061i,-0.00079497+0.0010049i,-0.00034248+0.00095353i,0.00031843+0.00037077i
-0.0015077-0.00025189i,-0.0019731-0.00033558i,-0.00261-0.00044223i,-0.0017249+0.00046207i,-0.00032801+0.0020258i,0.00054469+0.0025221i,0.00062161+0.001952i,0.00025395+0.00043746i,-0.00021724-0.00049948i,-0.00032175+0.00024858i,0.00031558+0.00038635i,0.00038325-0.00030843i,0.00015268+4.0229e-05i,0.00027028+0.00074943i,0.0013102+0.00039259i,0.0007784+0.00014874i,1.9196e-05-4.9487e-05i,0.00037314+0.00053288i,0.0011615+0.0009767i,0.0015727+0.0006345i,0.0012561+0.00067465i,0.00045084+0.00028864i,-3.3707e-05-1.9745e-05i
0.0021435-4.1338e-06i,0.0021732+0.0011208i,0.0019963+0.0017381i,0.0009131+0.0010381i,-8.0152e-05+0.0004379i,-0.0012729+0.0011687i,-0.0013129+0.0017218i,-0.00015788+0.0014184i,0.00029382+0.00022035i,0.00083129-0.00079512i,0.0015999-0.0011583i,0.00068971-0.00069696i,-0.00091159-0.00037083i,-0.00090986-0.0003673i,-0.00061967-0.00013376i,-0.00025143+0.00012994i,0.00023987+0.00026708i,0.00049757+2.5069e-08i,0.00043389-1.9271e-05i,0.00056491-0.00015818i,0.00059017-0.00057015i,0.00043845-0.00064741i,-0.00015499-0.00079306i
0.0030354+0.0016091i,0.0023797+0.00096805i,0.0016683-0.00076394i,0.00068974-0.0016986i,-0.00025043-0.001839i,-0.00035633-0.00047316i,-7.6412e-05+0.0018126i,9.451e-05+0.0023863i,-8.0457e-05+0.0008814i,0.00076468-0.0003726i,0.0013153-0.00046559i,0.00057837-0.00036927i,-3.7397e-05-0.00049645i,-0.00057634+0.00037612i,-0.00088956+0.0010471i,-0.00034266+0.00033601i,0.00059639-0.0003019i,0.00074861-0.00019489i,0.00015882+0.00035567i,-0.00031646+0.00081137i,-0.00012487+0.00062738i,0.00010458-0.00014381i,1.3536e-06-0.00054419i
-0.00050441+0.00035372i,-0.00058811+0.00025568i,0.0004051-5.6015e-05i,0.00087953-0.00041366i,0.0001344-0.00034808i,-0.0001998+0.00056443i,-0.00055051+0.0018853i,-0.00040333+0.0016192i,0.00021532+0.00036335i,-0.00019915-3.6738e-05i,-0.00029491-2.1091e-05i,0.00025656-0.00035148i,2.4745e-05-0.00041091i,-0.000505+0.00013487i,0.00020158+0.00073921i,0.0007065+0.00043385i,0.00077797-1.5567e-06i,0.00026057-0.00065606i,-0.00026524-0.0011192i,-0.00041786-0.00096578i,-0.00029052-0.00026979i,-0.00044621+0.00034434i,-6.9122e-05+0.00020818i
0.00036756+0.0013813i,0.0018737+0.00199i,0.0027968+0.0012291i,0.0015742+0.00029299i,-0.00030264+0.00013741i,-0.00068067+0.00037926i,-0.00073552+0.00079713i,-0.00092674+0.0010129i,-0.0004452+0.00097403i,-0.00061906+0.00072228i,-0.00096146+0.00036739i,-0.00040046-4.7522e-05i,0.00040682-0.00026804i,0.0010366-0.00040051i,0.0010686+0.00020784i,0.0012388+0.00040014i,0.0011329+1.8472e-05i,-0.00012596-0.00016268i,-0.00065627-0.0001306i,-0.00016316+0.00033162i,0.00060918-0.00027878i,0.000946-0.00067523i,0.0004645+0.00034798i
-0.00033713-0.0018707i,-0.0011631-0.00098064i,-0.002224+8.5666e-05i,-0.0015036+0.00078071i,0.00037613+0.0011399i,0.0011454+0.0017107i,0.00061168+0.0016882i,0.00055163+0.0011161i,0.00051609+0.00054954i,0.00020688+0.00016685i,0.00077131-0.00055767i,0.0010532-0.00056839i,3.5377e-06+0.00051143i,-0.00090784+0.00019572i,8.1998e-05-0.00051998i,0.00075851-0.00023819i,0.0007456-0.00076146i,0.00032853-0.00077471i,0.00045291-0.0003668i,0.00070134-0.00019168i,8.3692e-05-0.00036428i,6.6688e-05-0.0008065i,-0.00010711-0.00037152i
0.001071-0.00025612i,0.001739+0.0011181i,0.001627+0.0014426i,0.0014915+0.0008623i,0.00034025+0.0012729i,-0.00070564+0.0022485i,-0.00015155+0.0019279i,-2.6324e-05+0.0012271i,0.00017469+0.00072419i,0.00026853+0.00033523i,-0.00013593+3.0539e-05i,-0.00023695-0.00067781i,0.00017734-6.8983e-05i,-0.00019426+0.00086893i,-0.00050807+0.00094537i,5.202e-05+0.00041504i,-9.4414e-05-0.00015534i,-0.00064943-2.5048e-07i,-0.00045989-0.00052073i,0.00012541-0.00065719i,0.00049863-0.00034245i,0.00038282-0.00055379i,0.00012224+2.1749e-05i
0.0016541+0.00010047i,0.0010454+0.00023477i,-0.00082567-0.00013214i,-0.00094596-0.00073001i,0.0003316+1.8358e-05i,0.00083107+0.0010495i,0.00051275+0.0019141i,0.00017247+0.002152i,0.00040993+0.0014122i,-0.00015462+0.00060015i,-0.00064229-7.916e-05i,-0.00055463-0.00047874i,-0.00069494-0.00010877i,-0.00024937+0.00057768i,0.00064835+0.00074853i,0.0012949-2.0652e-06i,0.00086933-0.00038387i,-0.000125-1.7973e-05i,-6.0874e-05+0.00029887i,0.00043251+0.00078701i,3.9763e-05+0.00023994i,-0.00046173-8.9995e-05i,-0.00042187+0.00016545i
0.0019306+0.0015023i,0.0021394+0.00023586i,0.0033751-0.00070775i,0.0027839-0.0011487i,2.1174e-06-0.00082755i,-0.0011079+0.00058454i,-0.00044502+0.0018085i,-0.00018965+0.0016563i,0.00065658+0.00030334i,0.00095689-0.0010399i,-0.0001761-0.00050349i,-0.00076007+0.00022128i,-0.0010661+0.00053382i,-0.0011797+0.0010129i,-0.00076466+0.00058834i,-0.00045051+8.703e-05i,-0.00023641+0.00040569i,0.00024562+0.00071179i,0.00031988+0.00029674i,0.00023389-8.6978e-05i,0.00043153+0.00057788i,-5.0327e-05+0.00060254i,-0.00085524-0.00028504i
0.00032414+0.0015178i,0.00085968+0.0025235i,0.0006298+0.0028058i,0.00042319+0.0015118i,0.00062324+0.0010153i,0.00079314+0.0013739i,0.00039372+0.0023427i,-9.9091e-05+0.0017361i,0.00013239+0.00019712i,0.00022561-0.00043448i,0.00015677-0.00053434i,-0.00019214-0.00028481i,-0.00082599-0.00048818i,-0.00078659-0.0010696i,-0.00051058-0.00089755i,-0.00028117-0.0005604i,-0.00018648-0.00035828i,0.00026004-7.1567e-05i,0.00071328+0.00041082i,0.00088263+0.00016002i,0.0013305-0.00055643i,0.00073112-0.00038971i,-0.00083023-0.0002754i
-0.0011716+0.0016475i,-0.00094762+0.0015559i,-0.0010981+0.00078411i,-0.00085352+0.0004288i,-7.1836e-05+0.00095538i,-9.8223e-05+0.0011033i,-0.00060317+0.00072037i,0.00041466+0.00075133i,0.001073+0.001126i,0.00071129+0.00015787i,0.0011801-0.0011482i,0.0011341-0.0013577i,0.00073959-0.00073917i,-1.0084e-05-2.8086e-05i,-0.00056199-0.0001786i,-0.00059593-0.00016589i,-0.00060475+0.00030245i,-0.00031752+0.00059346i,9.5681e-05+3.248e-05i,0.00012964-0.00046853i,3.1153e-05-0.00030384i,0.00070527+0.00016338i,0.00058077-4.9765e-05i
-0.0019902+0.00075596i,-0.0019494+0.00096211i,-0.00096814+0.0013429i,0.00029064+0.0023046i,0.00083659+0.001885i,0.00069516+0.00020277i,0.00029656+4.0889e-06i,0.00044355+0.00084338i,0.00081931+0.0011207i,0.00023915+0.00089009i,0.00013757+0.00013848i,0.00014047-0.00023827i,-3.1001e-05+1.9768e-05i,-0.00025415-0.00050297i,-0.00047741-0.0012142i,0.00057618-0.00053713i,0.0011165-0.00013033i,0.0009005-0.00056242i,0.0010014-0.00028151i,0.0002811-0.0004094i,-0.00054261-0.00064322i,-0.00031421+6.0618e-05i,-0.000277+0.00097844i
0.001589+0.00011345i,0.0012548-0.00016145i,0.00038888-0.00012283i,-0.0005934+0.00039554i,-0.0012185+0.00077828i,-0.00065349+0.0015533i,-0.00058832+0.0025442i,-0.00063076+0.0023407i,3.9154e-05+0.00067956i,0.00016982-0.00055686i,9.4389e-05-0.0008399i,0.00099458-0.00066168i,0.00072288+0.00022444i,-0.00038699+0.0011844i,-0.00054168+0.0011421i,-0.00024779+0.00030003i,0.000137-0.00043097i,0.00053415-0.00061477i,0.0006121-4.9655e-06i,-0.00012735-9.5251e-05i,-0.00051073-0.00054296i,-0.00053327-0.00056824i,-0.00037367-0.00032122i
0.00057523-0.00025262i,0.00066556-0.00017161i,-3.4588e-05-0.00038517i,-0.00095784-0.0002917i,-0.00059862+0.00085293i,-0.00045248+0.0014458i,-0.0006781+0.00072366i,5.063e-06+0.00025464i,0.00062714+8.7684e-06i,0.00030313-0.00026399i,-0.00027073-0.00063168i,-0.00017613-0.00055685i,-0.00022817-9.3069e-05i,-0.00073579+0.00013675i,-0.0008302-4.4194e-05i,-0.00073-0.00046622i,-0.00052865-0.00020803i,-0.00053249+0.0001755i,-8.6856e-05+6.8014e-05i,-4.166e-05-0.0004556i,-0.00039843-3.1978e-06i,-0.00083788+0.0003403i,-0.00045935+0.00064894i
0.00019029-0.00049976i,0.00080503-2.3115e-05i,0.0010024+0.00061454i,0.00018893+0.00056292i,-0.000613-1.5571e-05i,-0.00090032+0.00057586i,-0.00039051+0.0023847i,-6.3424e-05+0.0021497i,-0.00015883+0.00058591i,3.428e-05+0.00016799i,-0.00029589-6.4462e-05i,-1.794e-05-5.2037e-05i,6.0832e-05-7.2021e-05i,-0.00043828+0.00028921i,-1.6021e-05+0.00092214i,0.00069119+0.00048245i,0.00048139-0.00014452i,-0.00017704-0.00086259i,-8.6447e-05-0.00060949i,-0.00022813+0.00035483i,-0.00047824+0.00027819i,0.00012948-2.6164e-05i,0.00057416-0.00029007i
0.00091764+0.00096046i,0.0009955+0.0014896i,0.00035341+0.0010257i,0.00024744+0.00027137i,0.00034086+9.5057e-05i,-0.00021088+0.0006116i,-0.0004164+0.00071885i,-9.4713e-05+0.0013799i,-0.00015328+0.00082072i,-0.00020431-0.00024991i,6.3577e-05-0.00038703i,-0.00022828-0.00031476i,-0.00021947+0.0004567i,0.00061893+0.00095197i,0.00099338+0.00056821i,0.00086024+0.0010049i,0.00037544+0.00088279i,-2.2982e-05-7.8637e-05i,-0.00045367-0.00025861i,-0.00017451+5.083e-06i,0.0007084+0.00067434i,0.00097403+0.0011431i,0.00083058+0.00073108i
0.00014658+0.001154i,-0.00022898+0.00057564i,-0.00055369+0.0010943i,-0.0011673+0.00074538i,-0.0011031+0.0005436i,-0.00036308+0.0013302i,-0.00015253+0.0017133i,0.00031765+0.00086947i,0.0010991+0.00014116i,0.0009004+0.00014242i,5.1888e-05-8.3615e-07i,1.0015e-05+9.7643e-05i,-7.3032e-05+0.00033592i,-6.7371e-05-0.00072023i,0.00024105-0.00062573i,-0.00031249+0.00026313i,-0.00063176+0.00021388i,-0.0004548+0.00019216i,-0.00031809+0.00017029i,-0.00010674+0.00055837i,0.00044024+9.4709e-05i,0.00026183-0.00029786i,-0.00052044-0.00045591i
0.00020852+0.0025433i,0.00077004+0.0024961i,0.0013622+0.0011988i,0.0011751+0.00024349i,0.00053652+9.2017e-06i,-0.00034282+0.00043808i,-0.0013955+0.0011655i,-0.00096789+0.0018926i,-0.00027522+0.0020091i,-0.00011432+0.0013131i,7.9999e-05+0.00032284i,0.00025546-0.00022544i,0.00053377+0.00027619i,0.00095639+0.00084456i,0.00087731+0.0003354i,0.00034791-0.00039431i,-5.6824e-05-0.00068574i,0.0001316-0.00067996i,0.00029459-0.00045718i,-0.00025388+0.00026157i,-0.00026739+0.00037812i,-0.00051229-3.0347e-05i,-0.00097547-8.5527e-06i
-0.0015205-0.0022645i,-0.00094895-0.00066236i,-0.0010864+0.00073378i,-0.00041454+0.0010228i,7.4146e-05+0.0011417i,0.00010041+0.0016024i,-0.00041095+0.0018824i,-0.001076+0.0015514i,-0.00069483+0.00064748i,-8.5649e-05-5.8886e-06i,0.00052619+0.00068395i,0.00064231+0.0010069i,0.00041639+0.00032993i,0.00092475+0.00069415i,0.0013711+0.0010653i,0.00093724+0.00056425i,0.00031999-0.00013476i,-0.00040952-0.00019722i,-0.00033929-0.00069526i,6.4192e-06-0.00073424i,0.00033265-0.00030755i,8.9531e-05-0.00027457i,-0.00075531-0.00030749i
-0.00020201+0.0012285i,-0.00027676+0.001166i,-0.00085561+0.00023448i,-0.00046273+0.00034209i,0.00012898+0.0014807i,-5.5232e-05+0.0019921i,-0.00013003+0.001269i,-0.00020339+0.0012729i,-0.0007329+0.0010056i,-0.00057603-0.00023099i,0.00035822-0.00051949i,0.00040417-0.0006912i,0.00044082-0.00085269i,0.00082491-0.00037716i,0.00040178+1.2559e-05i,-7.2138e-05-0.00041891i,-0.00046534-0.00064876i,-5.9631e-05-0.00032852i,0.0006174-0.00047136i,0.00036924-0.00046115i,5.7787e-05+0.00023466i,0.00066836+0.00069804i,0.0010554+0.00046266i
0.00016023+0.00050937i,0.00080001+0.00059346i,0.0014783+0.00011921i,0.00090718+9.903e-05i,0.00077155+0.00028373i,0.00046162+0.00014973i,0.00019399+0.00109i,0.00023382+0.0019715i,4.5377e-06+0.0013548i,-0.00033098-0.00027139i,0.00071603-0.00090887i,0.0014896-0.00045211i,0.00054944+0.0003978i,-1.4972e-05+0.0011772i,5.6331e-05+0.00078479i,-0.00012725+0.00044149i,-3.3017e-05+0.00017555i,0.00058908+0.00041456i,0.00066116+0.00083412i,0.00034668+0.00077192i,-4.5406e-05+0.00019569i,-0.00088399-0.00019632i,-0.00098035-0.00036767i
