-0.000273+0.0013213i,0.00044457-0.00073349i,-0.00081564-0.00053804i,-0.0015346+0.00030896i,-0.0010842+0.0010495i,-0.00076275+0.00095297i,-0.0011173+0.00014247i,-0.0010683+0.00035436i,-0.00038668+0.00058914i,0.0002443+0.00043536i,-0.00042578+0.00031607i,-0.00060372+0.00091549i,-0.001233+0.0010269i,-0.0017349+0.00019171i,-0.0013691+3.835e-05i,-0.0008586-0.00032146i,0.00020602-0.000533i,-3.6728e-05+8.1008e-05i,-0.00070764+0.00036645i,3.2247e-05+0.00039914i,7.3934e-05+0.00063805i,0.00033064+0.00036661i,0.00080488+0.00016922i
-0.0012561-0.00035768i,-0.0022919-0.0013945i,-0.0020382-0.00047663i,-0.0014144+0.0008077i,-0.0010201+0.00076758i,-0.00089823+0.00021239i,-0.0012486+0.0001525i,-0.0011856+0.00021366i,-0.0003476+0.00071599i,-0.00043199+0.00095743i,-0.00079689+0.0006585i,-0.00075718+0.00028214i,-0.00027951+6.0623e-05i,0.00032636+0.00055671i,0.00031293+0.00086312i,-0.00014537+0.0016958i,-0.00061477+0.0015982i,-0.00084538+0.00040104i,-0.00066854+4.2419e-05i,-0.00036214-4.291e-05i,-0.00020259-0.00027079i,-0.00016139-0.00093866i,-0.00074224-0.00078594i
0.00050591+0.0010715i,-0.00011537+5.504e-05i,-0.00026202-0.00035583i,0.00018634-0.00039173i,-0.00012574-0.0007102i,-0.0011284-0.00079174i,-0.0017466-0.00085231i,-0.0011928-0.00061369i,-8.7691e-05+4.2277e-05i,0.00060258-1.1371e-05i,0.00033219-0.00017593i,-0.00043522+0.00020674i,-0.00053831+0.00023829i,-0.00021586+0.00094973i,-0.00019378+0.0015869i,0.00011514+0.0012402i,0.0002566+0.00060178i,0.00027131+0.00035901i,0.0007673+0.00016956i,0.00078261+0.00027453i,-0.00022546+4.532e-05i,-0.00029853+0.00014515i,0.00022888+0.00011649i
0.001861-0.0010485i,0.0012492-0.0013481i,-0.00048706-0.0015404i,-0.0011299-0.00081094i,-0.00097326+9.0814e-05i,-0.001137+0.0011477i,-0.00060848+0.00028865i,4.1959e-05-0.00085811i,0.0006536-0.00039843i,0.00033629+0.00017756i,-0.00065648+0.00067402i,-0.00031368+0.0010081i,0.00069522+0.0005766i,0.00018199+0.00059604i,-0.00030093+0.00032069i,-7.9856e-05-0.00050865i,0.00040353-0.00044379i,0.00059711+0.00053448i,0.00021308+0.001313i,0.00038266+0.0020762i,0.00072796+0.0018057i,0.00086915+0.00045619i,-1.678e-05-0.00023946i
-0.00016562-0.0014848i,-0.0010096-0.001307i,-0.001843-0.00014718i,-0.0013503+0.0011724i,-0.00080777+0.00098395i,-0.00090562-0.00023143i,-0.0010296-0.00027956i,-0.0008748+0.00017866i,-0.00071275+0.0005408i,-0.00061514+0.0011171i,-0.00016186+0.0013371i,0.0010084+0.00086394i,0.0013828+0.00044176i,0.00075161+0.00034061i,0.00034753+9.6024e-05i,3.3989e-06+0.00058445i,-1.1731e-05+0.00044069i,0.00071013-0.00026963i,-5.358e-05-8.1053e-05i,-0.00096195+0.00068886i,-0.00082202+0.00087275i,0.000171+0.00036925i,0.00055163-0.00023881i
-0.00095857-0.0001191i,-0.00079213-0.0016467i,-0.00052446-0.0014792i,-0.0007418-0.00083661i,-0.00034246-0.00010321i,-0.00051549+0.00047288i,-0.00099323-8.7497e-05i,-0.00083192-0.00017224i,-0.00038207+0.00025973i,3.6303e-05+0.0003847i,0.00052343+0.00074757i,0.00072572+0.00036374i,0.00067369+7.3352e-05i,0.00039908+0.00018664i,-0.0005337-0.00020385i,-0.00038077-0.0004074i,-0.00025568-5.7844e-05i,-0.00027181+0.00046349i,-6.9442e-05+0.00038495i,-0.00054018+0.00016271i,-0.00070187+0.00098235i,-0.00064273+0.0015439i,0.00012817+0.0013038i
0.00061535+0.0023259i,0.00037559+0.0014377i,0.00058781+0.0011369i,0.0010328+0.00084038i,0.00082729-0.0001935i,0.00037076-0.0010499i,-0.00038855+6.0696e-05i,-0.00083747+0.0008146i,-0.00033009+9.1077e-05i,0.00034408+0.0001733i,0.00051781+0.0010862i,0.00042123+0.0007753i,0.00030007-0.00030062i,-0.00039368-8.1361e-05i,0.00021392+0.00022557i,0.0012044-7.377e-05i,0.0012518-9.5749e-05i,0.00068819+0.00015678i,-0.0002418+0.00062102i,-0.00092134+0.001717i,-0.00059804+0.001454i,0.00071446+0.00043108i,0.0015285-0.00044876i
-0.0012332-0.00061516i,-0.0022501-0.00080809i,-0.002663+0.0003706i,-0.0013848+0.0020148i,0.00078838+0.0022793i,0.0010193+0.0018249i,-7.6981e-05+0.0012239i,-6.7081e-05-0.00022283i,0.00028565-0.00093534i,0.00022067-0.00093109i,-0.00030345-0.00054256i,-0.00060737-0.00015967i,-0.00090247-2.6027e-05i,-0.0014215+0.00033422i,-0.0013544+0.00036128i,-0.00018753-5.611e-06i,0.00023914+0.00028032i,-0.00038409+0.00028947i,-0.00077124+0.0004204i,-0.00067209+0.0008599i,5.0774e-06+0.00035544i,0.00090843-0.00020134i,0.00077757+7.3868e-05i
-0.0014732-0.0011988i,-0.0020503-0.002535i,-0.0022593-0.0026106i,-0.0014408-0.00065202i,-0.00063309+0.00040981i,-0.00069814-0.0004734i,-0.0012115-0.001288i,-0.00083983-0.00084818i,-0.00049635-0.00035541i,-0.00039597+0.00015983i,-0.00036591+0.00061625i,-0.00054199+0.00071074i,-0.00095134+0.00105i,-0.00048542+0.0011544i,0.00011801+0.00024346i,0.00020278-0.00021238i,0.00027661-0.00035899i,-0.00011564+0.00033957i,-0.0004003+0.00064558i,-0.00017553+0.00018417i,9.8858e-05+2.9699e-05i,7.4437e-05-0.00041349i,0.00068516-0.00047689i
-0.0016354+0.00085333i,-0.00149-0.00041418i,-2.4921e-06+0.00029618i,0.00092705+0.0017276i,0.00094497+0.0025195i,-0.00026454+0.0021293i,-0.00078771+0.0009335i,-0.00050758+0.00012057i,-0.00030645+0.00027198i,0.00038834+0.00060146i,0.00079946+0.00083801i,0.00073477+0.00050418i,0.00018433+0.00048556i,-0.0003591+0.00099128i,-9.1425e-05+0.00038839i,-0.00011096+0.00029965i,-0.00062135+0.0011413i,-0.00063443+0.0010993i,0.00010076+0.0009566i,0.00050665+0.00056527i,0.00029812+0.00017177i,0.00065005-0.00032044i,0.00043785-0.000279i
0.00043932+0.00040272i,-0.00097087-0.00062437i,-0.0013584-0.0017164i,-0.00037412-0.0012297i,-0.00016732-0.00019165i,-0.00087463+0.00019109i,-0.00097387+0.00070026i,-7.9657e-05+0.00086744i,0.00025186+0.00064475i,-8.4128e-05-7.0919e-05i,-0.00020357-0.00070428i,-0.0001519-0.00051048i,0.00012858+2.5586e-05i,0.00031226+0.00097563i,0.0010361+0.0012442i,0.0011213+0.00037259i,0.0008842-0.00014754i,0.00045366+0.0001697i,0.00039773+0.00081462i,0.00072116+0.00076658i,0.00060899+0.00015149i,0.00029151-5.7468e-05i,0.000171-8.3882e-05i
-0.00012061-0.0010403i,-0.0013378-0.0027467i,-0.0017845-0.0018079i,-0.00054038-0.00078896i,-0.00010423+9.0111e-05i,-0.001071+0.00054593i,-0.0016007-0.00043782i,-0.0017669-0.00026445i,-0.00089576+0.00029364i,0.00075789+4.4167e-05i,0.00068618+0.0003392i,7.4477e-05+0.00027654i,5.9605e-05+0.00028505i,-0.00063148+0.00043124i,-0.00068626+0.00014092i,0.00021842+0.00076372i,0.00080388+0.001088i,0.00076411+0.0012154i,-0.00011363+0.0014424i,-0.0005865+0.0014458i,-0.00014762+0.0014903i,-1.2016e-05+0.0010051i,-0.00015044-8.6854e-05i
0.0018287-0.0020619i,0.0012423-0.0027405i,0.0011393-0.0018392i,-0.00021822-0.00020802i,-0.0019328+0.00020673i,-0.002958+0.0001508i,-0.0023472+0.00027856i,-0.0011645+0.00012089i,-0.00077968-1.6265e-05i,-0.0013752+0.00025349i,-0.00097043-0.00016459i,-7.2969e-05-0.00028397i,0.00037644+0.000143i,-5.3278e-05+0.00023833i,-0.00033671+0.00014841i,-0.00018941-0.00066749i,-0.00010724-0.00073927i,0.00034272+0.00018696i,0.00045729+0.00059138i,0.00085207+0.00016379i,0.0012413-0.00084444i,0.0015327-0.0007745i,0.0016311-0.00018923i
0.0013806+0.00088356i,-5.146e-05-3.3264e-05i,-0.00048931+0.00022107i,0.00036294+0.00038514i,0.00058907-0.00020937i,-0.00054878-0.00039708i,-0.0010444+0.00031724i,-0.00042518+0.00090209i,-8.9377e-06+0.00063402i,-0.00030801+8.4733e-05i,-0.00013037+0.00028637i,0.0002955+0.00062443i,0.00041745+0.00044067i,4.315e-06+0.00052558i,-5.7304e-05+0.00059108i,0.00031193-0.00012238i,0.00065691-5.2205e-05i,0.00059603+0.00051142i,0.00024924+0.00066068i,0.00061912+0.001193i,0.0010217+0.0011662i,0.00091386+0.00073654i,-4.4245e-05+5.8516e-05i
0.00093687-0.0014907i,-0.000594-0.0021636i,-0.0017612-0.0025132i,-0.0014834-0.0014834i,-0.0018187-0.0003457i,-0.0020714+0.0001716i,-0.0013422+0.0007418i,-0.00091946+0.00011527i,0.00016165-0.00090086i,0.00091208-0.00045276i,0.00058224+0.00029698i,0.0003492+0.00064738i,0.00024644+0.00070792i,0.00024265+0.00058175i,0.0008174+0.00054041i,0.0011861+0.0004684i,0.00043034-3.3017e-05i,0.00038735-0.00016464i,0.00020069-0.00030965i,-0.00023582-0.00065373i,-0.00031491+0.00010192i,-0.00059821+0.00050039i,-0.00050247-0.00034602i
0.001198-0.0022834i,0.00078588-0.0020074i,0.0010693-0.00037463i,0.00071193+0.00051685i,-0.0001905+0.00093254i,-0.00084441+0.00057823i,-0.00052144-0.00015713i,-0.00027587+8.957e-05i,-0.00048817+0.00046748i,-0.00056649+0.0005226i,-0.00059579+0.00010441i,-0.00033373-0.00014166i,0.00014806-0.00044651i,0.00073575-0.00055779i,0.001+0.00060759i,0.00038004+0.0011259i,-5.6634e-05+0.00068531i,-0.00068697+0.00022865i,-0.00088373+0.00027569i,0.00025476+0.00066276i,0.00059732+0.00057847i,0.00036711+0.00017164i,0.00042894-0.00060286i
-0.0023623-4.7103e-05i,-0.0022043-0.00095262i,-0.0020832+0.00096588i,0.00015698+0.0020521i,0.0018416+0.00089413i,0.0011071-0.00041013i,-0.00014401-0.00093933i,-0.00046357-0.0015374i,-0.00029221-0.0014226i,-0.00064804-0.00058854i,-0.00088587-0.00011684i,-0.0011168+0.00023028i,-0.0012564+0.00052552i,-0.00090827+0.0008954i,-0.0005704+0.00044869i,-0.00028047-0.00026527i,-3.0495e-05-9.1692e-05i,-0.00025369-3.8453e-05i,-0.00066069+5.7496e-05i,-0.0006287+0.00051319i,-0.00034902+0.00068996i,-0.00030911-5.8219e-05i,-0.00072739-0.00096523i
-0.00010425-0.00017874i,-0.0018468-0.00076082i,-0.0026188-0.00074192i,-0.0022183+0.00027553i,-0.0012415+0.00087677i,-0.00078694+0.00010088i,-0.00073544-0.0001328i,-0.00059104+6.9531e-05i,4.1139e-06+0.0002243i,-2.7132e-05+0.00033476i,-0.00038138+0.00041283i,0.00016118+3.6234e-05i,0.00082856+2.2453e-05i,-0.00037312+0.00034039i,-0.00068338+0.00044201i,0.00052511+0.00035141i,0.00085026+0.00014037i,4.8712e-05-0.00029876i,-0.00066159-0.00037949i,-0.00052984+0.00050156i,-0.00018242+0.0011512i,0.00020324+0.00066043i,0.00011186+0.0001664i
0.00077287-0.0027786i,0.0003523-0.0028896i,-0.00055257-0.0024891i,-0.00023597-0.00093107i,-0.00038952+0.00052163i,-0.00088583+0.00085623i,-0.0015096+0.00053488i,-0.0014606+0.0005632i,-9.404e-05+0.00085491i,3.5216e-05+0.00044379i,-0.0006014+0.00063397i,-0.00057828+0.000702i,-0.0005884+0.0004654i,-0.00077424+0.00056181i,-0.00049008+0.00029036i,-0.00015664+0.00010098i,-0.00024659+0.00061802i,-0.00026989+0.0011382i,-0.00040581+0.000595i,0.00020314-6.7694e-05i,0.00044178+0.00039393i,9.0664e-05+0.00041853i,0.00014537-0.00049517i
0.0013141-0.0017736i,0.0012491-0.0016764i,-0.00021711-0.00032185i,-0.00038714+0.0010496i,0.00067045+0.0012374i,0.00090329+0.0012536i,0.00032061+0.00079825i,0.00025259-9.0546e-05i,-0.00016801-0.00039111i,-0.00053074-0.0002084i,-0.00040753+0.000321i,-0.00025916-0.00013273i,0.0001942-0.00056109i,0.00017846+0.00017767i,0.00038563+0.0011974i,0.00064273+0.00081313i,0.00020158-0.00029298i,-0.0004095-0.00015984i,-7.8404e-05+0.00065014i,0.00016098+0.0006328i,0.00039311+0.00038772i,5.571e-05-9.998e-05i,-0.0010449-0.00129i
-7.9037e-05+7.7058e-05i,-0.0014503-0.00081635i,-0.0021647-0.0012875i,-0.0018346-0.0011586i,-0.0018947-0.00057822i,-0.0023906-1.9625e-05i,-0.0022923+0.00072355i,-0.0014627+0.00078033i,-0.00093683+0.00020338i,-0.00058485-0.00031472i,0.00023046+5.9584e-05i,0.0010107+0.00016402i,0.00058074+0.00071929i,0.00016344+0.0012538i,-0.00024879+0.00097472i,-0.00083092+0.0005825i,-6.3686e-05+0.00085117i,0.00036165+0.00093549i,-9.924e-05+0.00087399i,9.152e-07+0.0005683i,-0.00015963-0.00020195i,-0.00030809-0.00048242i,5.6553e-05-0.00010236i
9.1441e-05-0.0012699i,-0.00088206-0.00073165i,-0.00036267-0.0002957i,0.00085516+0.00057737i,0.00049797+0.00074491i,-0.00026611+0.00026735i,-0.00090676-0.00042618i,-0.0011389-0.0006764i,-0.00022384-2.6703e-05i,0.00071257+0.00054395i,0.0009573+0.00038157i,0.00050627+0.0002923i,0.00014922+0.00032337i,2.3159e-05-0.00044722i,-3.3694e-05-7.8483e-05i,0.00028572+0.0010148i,0.00025074+0.0012482i,0.00028556+0.00010489i,0.00038333-0.00045501i,0.00056982-0.00018252i,0.00073036+8.6045e-05i,0.00015998+1.8651e-05i,0.00032569-0.00050973i
0.0026684-0.0014488i,0.0003075-0.0015447i,-0.0016161-0.0013988i,-0.00087543-0.00048767i,-0.00018281-0.0009932i,-0.00076734-0.00074019i,-0.00058075+0.00053862i,-0.00036767+0.001131i,-0.00047876+0.00096758i,-0.00052136+0.00013032i,-0.00013762-0.00031911i,-4.5974e-05-0.00040236i,-7.3817e-05-0.0001548i,-5.1981e-05+0.00039491i,0.00056367+0.00059678i,0.0012411+0.00061385i,0.00047191+0.00098181i,-1.7103e-05+0.001431i,0.00012009+0.00099407i,0.00083079+0.00043706i,0.001091-6.9078e-05i,0.0014902+5.2794e-05i,0.0012219+8.7058e-05i
-0.00065519-0.0019354i,-0.0014103-0.001782i,-0.0027958-0.0011533i,-0.0025037+0.00020555i,-0.00049827+0.0012595i,0.00058987+0.00079915i,0.00022135-0.00012682i,-0.00081641-0.00053666i,-0.0014052-0.00073219i,-0.0018143-0.00035555i,-0.0011395+0.00043744i,6.8377e-06+0.00063124i,0.00022659+0.00020996i,0.00059135+0.00017737i,0.000623+0.000477i,0.00020559+0.00080316i,0.00032302-0.00018328i,0.00048537-0.0014169i,0.00051528-0.001316i,0.00085126-0.00073483i,0.00024697+0.00060944i,-0.00026051+0.0010097i,0.00010156+0.00087072i
-0.0004637-0.00082423i,-0.0017941-0.002528i,-0.002293-0.0021566i,-0.0012156-0.00063722i,-0.00049738+0.00038149i,-0.0013355+0.00012057i,-0.0021058-0.00031683i,-0.0014399+0.00015423i,-0.00017517+0.0003082i,0.0005613+0.00019511i,0.00055861+0.00080717i,0.00021486+0.0010994i,-0.00031097+0.00038048i,-0.0012284-0.00016961i,-0.0014852+6.0742e-06i,-0.0012735-2.652e-05i,-0.00064961+8.6503e-05i,6.2301e-05+0.00027327i,-0.00020937+0.0007006i,-8.3293e-05+0.0013981i,0.00076137+0.0012359i,0.00065405+0.00048926i,-9.9193e-05+9.6322e-05i
0.00026487-0.00096873i,0.0010462-0.00063147i,0.0014151+0.00079834i,0.00080961+0.001302i,0.00028405+0.0005667i,-6.2367e-05+0.00059685i,-0.00017856+0.00050133i,-0.00056369+0.0002101i,-0.00087088-6.4298e-05i,-0.0011365+0.00038846i,-0.00057084+0.00055128i,-0.00027468+0.00028478i,-0.00062052-0.00018119i,-0.00064736+0.00019889i,-0.00070191+0.00082212i,-0.00020851+0.001227i,0.00029284+0.0014418i,0.00034775+0.001645i,0.00026828+0.0015051i,0.00050215+0.0010816i,0.00015492+0.00081349i,0.00029552+0.00065509i,0.00026417+9.488e-05i
0.0017756-0.0018725i,-0.00060997-0.0027642i,-0.0022011-0.002708i,-0.0020581-0.0013268i,-0.0014686-0.00062365i,-0.0014337-0.00042692i,-0.0012151+0.00042706i,2.8472e-05+0.0002i,0.00054393+2.46e-05i,-0.00010221+0.00045749i,-0.0002013+0.00044433i,0.00046554+0.00033837i,0.00074062+0.00024829i,0.00043325+0.00021423i,-0.00020702+0.00028513i,0.00016963-0.00024118i,-0.00010557-0.00031107i,-0.0013088+0.00027546i,-0.0010022+0.00094052i,-0.00028571+0.0011861i,1.832e-05+0.00050197i,0.00052681-0.00010835i,0.00064985+1.2369e-05i
-4.2013e-05-0.0011085i,-0.00058473-0.0018527i,-0.00084479-0.0019374i,-0.00034543-0.0010257i,-0.0004882+6.5148e-05i,-0.00047087+0.00054451i,0.00055703-0.00017569i,0.00048998-0.0011635i,-0.00045032-0.0010437i,0.0002241-0.00035199i,0.00094558+0.00012415i,-1.2726e-05+0.00043841i,-0.0003714+0.0003578i,9.0841e-05+8.8742e-06i,0.00035485-1.7776e-05i,0.00042168-0.00024294i,-1.129e-06-0.00074883i,-0.00046055+6.1016e-05i,5.0021e-05-2.7366e-05i,0.00026725+0.00023969i,0.00044336+0.0010115i,0.0010314+0.00041569i,0.0012129+0.00041764i
-0.00075294-0.001365i,-0.0010489-0.00164i,-0.00044992-0.00086517i,-0.0003074-2.8585e-05i,-0.00076006+8.3478e-05i,-0.0018537+0.00010346i,-0.0015903-0.00016571i,-8.7627e-05-0.00041652i,0.00071647+9.1678e-08i,-0.00011285+0.00015616i,-0.00080504-0.00045405i,-0.0011718-0.00050553i,-0.0011087-7.5964e-05i,-0.000355+5.992e-05i,0.00033429-5.9373e-05i,0.0002308-0.00048806i,0.00038336-0.0007413i,6.6779e-05+0.0001025i,-0.00068068+0.00027822i,-0.00086563+8.489e-05i,7.6092e-05+0.00019907i,0.00047762-0.00010308i,0.00072444-0.00069125i
-0.0014092-0.00053219i,-0.0016224-0.0012935i,-0.0021051-0.00079891i,-0.0019109+0.00096821i,-0.00098329+0.001586i,-0.00040879+0.00079827i,-0.00026673+0.00032435i,-0.00049921+0.00010073i,-0.00058372+0.00048292i,-0.00068725+0.00063724i,-0.00028886+0.00012112i,0.00037973-2.6804e-05i,-8.6414e-05-0.00011317i,-0.00048709-0.00054716i,-0.00017368-0.00014205i,-5.427e-05+2.8086e-05i,-0.00044206-0.00046751i,-0.00092425-3.7069e-05i,-0.00010429+0.0012885i,0.00026935+0.0021022i,0.00014927+0.0019945i,0.00055712+0.0012865i,0.00019753+0.00060998i
0.0010165-0.0040078i,0.00055836-0.003307i,7.8133e-05-0.0018695i,-0.0018676-0.00054451i,-0.0034257+0.00038003i,-0.0027291+0.0021574i,-0.0013326+0.002684i,-0.00080626+0.001149i,-0.00029061-7.8927e-05i,0.00063296-0.00042089i,-6.1989e-05-0.00054379i,-0.00095019+0.00013856i,-0.00074165+0.0004147i,0.00058758+0.00031299i,0.00093699+0.00057979i,0.00011344+0.00062659i,-3.3699e-05+0.0010847i,0.00011324+0.0011573i,2.6878e-05+0.0007799i,-0.00014777+0.00089107i,-0.00016703+0.00043791i,-0.00016976-0.00012459i,-0.00015805-0.00024296i
0.00030556-0.0023862i,0.00028632-0.003033i,-5.5488e-05-0.0026235i,-0.00041448-0.001385i,-0.00068666+1.1632e-05i,-0.00063313+0.0010291i,-0.0010551+0.00030665i,-0.0016618-0.00052976i,-0.0010706-0.00076472i,-1.7405e-05-0.00093561i,0.00025262-0.00038301i,8.4342e-05+0.00012195i,2.3136e-05+5.5643e-05i,-0.00019462-9.2257e-05i,0.00026044+3.9998e-05i,0.0004276+0.00014579i,-0.00015022-5.8805e-05i,7.9143e-05-0.00038419i,0.00026656-0.00054981i,-0.00031013-0.0011967i,-0.0003703-0.0011414i,0.00012953-0.00061665i,0.00062903-0.00029113i
0.00034113-0.00078911i,-0.00031289-0.00046876i,-0.0005593-0.00068109i,-0.00022584-0.00068433i,-0.00019417+0.00033723i,-0.00068486+0.00043565i,-0.001612-0.00013888i,-0.001762+8.013e-05i,-0.00058076+0.00031609i,-3.9379e-05+0.00017203i,0.00014464-0.00012478i,0.00034391-0.00015867i,0.00042705+0.00044711i,0.00031434+0.00069888i,-0.00015542+0.00062827i,-0.00064244+0.00026708i,-0.00079884+0.00016591i,-0.00049328+0.00051892i,-0.00057255+0.0011169i,-0.00012742+0.0009874i,0.00017511+0.00070028i,-0.00063508+0.00014047i,-0.00072319-0.00065242i
-0.00057-0.001196i,-0.001433-0.0015275i,-0.0016792-0.0012671i,-0.00035541-0.00024073i,0.00021031+0.00070602i,-0.00061268+0.0014241i,-0.0015027+0.0010663i,-0.0009722+0.00044509i,0.00016763+2.1947e-05i,0.00051047-9.4941e-05i,0.00038853+0.00055582i,0.000196+0.0010427i,9.8183e-05+0.00094194i,-0.00023867+0.0011302i,-0.00058631+0.00097033i,-0.00027127+0.0008168i,-0.00072122+0.0004668i,-0.0010073+0.00013112i,4.2658e-05+0.00011268i,0.00041074+0.00030462i,0.00015662+0.00045647i,0.00016127+0.00020401i,0.00056509-0.00026028i
0.0024919-0.00040762i,0.0016167-0.00099006i,0.0014799-0.0012072i,0.00048522-0.00066732i,-0.00094672-0.00017484i,-0.0020262+0.0003074i,-0.0014065+0.00045401i,-0.00041219+0.00022816i,-0.000154-2.9819e-05i,-0.00074949-0.00060065i,-0.00042936-0.00096333i,-5.8395e-05-0.00062076i,1.1608e-06-0.00048554i,0.00020326-0.00026622i,-0.00042473+0.00029155i,-0.00079017+0.00054854i,-0.00070212+0.00086823i,3.8968e-05+0.00042682i,0.00055266+0.00040215i,6.2603e-05+0.00040644i,-0.00034472-0.0001416i,-0.00025936-0.00041342i,-6.2188e-05-0.00082293i
0.00061536+6.3236e-05i,0.00013465-0.00031452i,0.00044225-0.00015355i,0.00050204-0.00019046i,2.7556e-05-0.00050824i,0.00014288-0.00059475i,-0.00063831-0.00025702i,-0.0012393-5.9103e-05i,-0.00047978-0.00046392i,0.00037646-0.00091085i,0.00037868-0.00076407i,0.00041398-0.00024259i,0.0008521-7.1112e-05i,0.0002174+0.00048784i,-0.00067496+0.00099401i,-0.00054394+0.00064298i,-0.0001065+0.0010997i,0.00014838+0.0011926i,0.00054099+0.00058914i,0.00072266+0.00081041i,0.00033229+0.0011185i,6.527e-05+0.00045311i,-0.00018383-0.00067548i
0.00038046-0.0023926i,-0.0011626-0.0020794i,-0.0024825-0.0011303i,-0.0015445-0.00014368i,-0.0004837+0.00039001i,-0.00087315+0.0012004i,-0.0015452+0.0016467i,-0.0014234+0.00037266i,-0.00023177-0.00084662i,8.1549e-06-0.00095527i,-0.00033651-0.00084622i,-0.00059902-0.00052386i,-0.00015465-0.00049843i,0.00036935-0.00010092i,0.00058526+0.00026651i,0.00058121+3.306e-05i,-0.00011446-0.00043866i,-0.0005073-0.00013875i,-0.00064791+0.00075214i,-0.00079822+0.00082586i,-0.0001045+0.00087528i,0.00070025+0.00082209i,0.00028999+0.0003627i
0.00066851+8.2628e-05i,8.9719e-05-0.0013339i,0.00020896-0.0014239i,0.0011926-0.00096704i,0.0014807-0.00072598i,-0.0002781-0.00045888i,-0.0014844-0.0003128i,-0.00080498+0.00037746i,-1.2144e-05+0.00054234i,0.00050736-0.00017867i,0.0004584-0.0002457i,5.2233e-06-0.00012774i,-0.0002432+4.3327e-05i,-0.0007417+0.00081234i,-0.0008499+0.0013942i,-0.00048753+0.0013791i,-0.00016655+0.0010515i,-7.9469e-05+0.00074923i,-0.00015339+0.00099406i,-0.00051205+0.000614i,0.00011829-0.00010703i,0.0003272-0.0005144i,0.00025347-0.00031506i
0.00061691+0.00016744i,0.00047257+0.00045289i,0.00093385+0.00028398i,0.00051062+0.00027201i,-0.00096669-0.00045844i,-0.0021252-4.0771e-05i,-0.0020643+0.0013085i,-0.00055614+0.0013223i,0.00056827+0.00073054i,0.00064403+0.00059622i,0.00045211+0.00043241i,0.00086872+0.00011911i,0.0015883+6.3642e-05i,0.00087446-5.1771e-05i,-0.00019774+0.00020668i,-0.0010349+0.00022868i,-0.0012478-0.00061405i,-0.00099144+0.00020361i,-0.00041396+0.0013747i,0.00047193+0.0018336i,0.001116+0.0019012i,0.0010169+0.0012545i,0.00033556+0.00067878i
3.0389e-05-0.0020542i,-0.0015809-0.0012912i,-0.0021684+2.8038e-05i,-0.00171+0.00043501i,-0.00089988+0.0001624i,-0.00097748+0.00062289i,-0.0009079+0.00031605i,0.00014914-5.1245e-05i,0.00074169-0.00043001i,0.00076676-0.00026254i,0.00049347+0.00086491i,0.00017363+0.0011137i,-0.00018925+0.00043426i,-0.0011204-0.00024196i,-0.0013575+0.00039215i,-0.00094379+0.00128i,-0.00039213+0.00056433i,0.00022125-8.3807e-05i,0.00018818+0.00034987i,-0.00042518+0.00079352i,-0.00055281+0.0010066i,-0.0001595+0.00045291i,-0.00017425-0.00013677i
0.0013317-0.0031215i,0.00091158-0.0027762i,-0.00041914-0.0016618i,-0.00072378-0.00086799i,-0.00020484-0.0006724i,-0.00029117-9.1987e-05i,-0.0005858+8.1977e-05i,-0.0004854-0.00021368i,-0.00039802-0.00027423i,-0.00073826-0.00036993i,-0.00079863-0.00043233i,6.9539e-05-0.00020386i,0.00071522-0.00021571i,0.00029918-0.00037234i,-0.00062969-0.00035722i,-0.00068624-0.00019597i,-0.00027387-0.00027853i,-0.00033412+0.00037216i,-0.0007962+0.00086727i,-0.00072134+0.00024956i,-1.5799e-05+0.00013303i,0.0002231+0.00047669i,9.2311e-05+0.00077033i
0.0001209+6.3421e-05i,-3.4075e-05-0.00070771i,0.00030573-0.00052848i,0.00060774+3.4531e-05i,0.00081523-7.1305e-05i,-3.4027e-05-0.0016023i,-0.00072711-0.0020228i,-0.00085434-0.00044271i,-0.00050398+0.00046194i,8.0822e-05+0.00028981i,-0.00018649+0.00011151i,-0.00032554+0.00044009i,-9.7574e-05+0.00070987i,-0.00057054+0.0008196i,-0.00063586+0.0013199i,-0.00014856+0.0016452i,-6.0139e-05+0.0014526i,-4.2623e-05+0.0011074i,0.00012836+0.0011589i,0.00033268+0.0012839i,0.00061648+0.00049057i,0.00043392-2.6366e-05i,0.00033695-0.000497i
0.00039471-0.00032188i,0.0001848-0.00022509i,-0.00074064-0.00052805i,-0.00098742+0.00036948i,-0.00096652+0.00074946i,-0.0013942+0.0010555i,-0.0011639+0.0007409i,-0.00073401+0.00066556i,-0.00057522+0.00038184i,-0.00055461+9.7911e-05i,9.8537e-05+8.7651e-05i,0.0011257+0.00011873i,0.00057847+0.00073296i,-8.9536e-05+0.00055981i,4.9242e-05-0.00020502i,0.00035214+3.198e-05i,0.00015174+0.0008471i,-0.00017814+0.00090619i,-0.00021564+0.00050914i,-0.00072129+0.00062434i,-0.00030309+0.0012788i,0.00012048+0.00060955i,-0.00010208-0.00057335i
