8.4558e-05-0.0011211i,-0.0016192-0.0016584i,-0.0026462-0.00084101i,-0.0017019+0.00054375i,-0.0018568+0.00063984i,-0.0021009+0.00036485i,-0.0012789+0.00098648i,2.839e-05+0.0011623i,0.0010897+0.00083553i,0.00083072+0.00024449i,0.00082673-4.0039e-05i,0.0012605-0.0001244i,0.0012122+0.00013813i,0.0011732+0.00028877i,0.0008442+0.00023586i,0.00058994+0.00016111i,0.00076411+0.00016254i,0.00077001+0.00017961i,0.00044036-0.000534i,-0.00016233-0.00060352i,-0.00058216+0.00018003i,-0.00053315+0.00029507i,-0.00076725+2.1103e-05i
0.0021469-0.00089115i,-0.00054768-0.00098968i,-0.0017424-0.0007791i,-0.00093888+0.00023935i,-0.00081625+0.00056856i,-0.0015963+0.0001734i,-0.0017322-0.00019172i,-0.0011088-0.00053085i,-0.00042108-0.00028485i,-0.00020752+0.00013957i,-5.0263e-05-2.4038e-05i,-0.0002446-0.0001747i,-0.00043066+0.00041473i,-0.00078902+0.00017991i,-0.00077648-0.00036772i,-0.00033922-0.00042101i,0.00059674-0.00036743i,-2.615e-05+0.0001203i,-4.0072e-05-0.00080752i,0.00026356-0.001084i,-0.00030676-7.1604e-05i,-0.00064787+0.0001757i,-0.00060342-0.00033977i
0.0021298-0.0019917i,-3e-05-0.0014874i,-0.00098176+0.00046358i,-0.00075304+0.0015316i,-0.00067928+0.00041085i,-0.00086999-0.0010048i,-0.00095195-0.00075276i,-0.00071338+0.0001817i,-5.1877e-05-0.00025658i,0.0006051-0.00085902i,0.00068154+4.6034e-05i,0.00057126+0.001167i,0.00040922+0.00092424i,-2.2973e-05+0.00044923i,8.0607e-05+0.00041097i,0.00012983+0.00086963i,-0.00030611+0.00081071i,-0.00080261+0.00030589i,-0.00037786-0.00015635i,-0.00017512-0.00027831i,-0.00025493+0.00024766i,0.00041005+0.00053689i,0.00083846+0.00061297i
-0.00016743-0.00019491i,-0.0017522-0.00053456i,-0.001963+0.00026654i,-0.00054048+0.0013067i,0.00094067+0.00078185i,0.00080833-0.00034446i,-3.8393e-05-0.00097589i,0.00018567-0.00067498i,1.9322e-05-0.00024948i,-0.0004948+0.00057116i,8.2198e-05+0.00040319i,0.0010504-7.4501e-05i,0.00092399-0.00064612i,0.00012402-0.001229i,0.00014428-0.00067577i,0.00046609-0.00096936i,0.00075887-0.00082498i,0.00079819+0.00032255i,6.4594e-05+0.00035046i,-0.00023181-9.1305e-05i,-0.00034862+0.0001952i,-0.00035584+6.8748e-05i,0.000228-0.00058558i
0.0010514-0.0018641i,-0.0017836-0.0018415i,-0.0029916-0.0011268i,-0.0031268-0.00034554i,-0.0020543-0.00057145i,-0.00072984-0.00077273i,0.00016971-0.0010186i,0.00061466-0.0011703i,0.00046615-0.00046039i,3.8371e-05+0.00032561i,-0.00059367+0.00089236i,0.0001646+0.00098768i,0.0015403+0.00028798i,0.0013556-0.00053266i,0.00035609-0.00068514i,8.3555e-05-8.3233e-05i,-0.00018862-0.00026494i,-0.00053257-0.00062856i,-0.00033666-0.00036374i,-0.00029393-0.00015644i,-0.00051528-0.00025884i,-0.00084016-0.00078522i,-0.00093229-0.00070993i
-0.001179-0.0020192i,-0.0020825-0.0025262i,-0.0020648-0.00076263i,-0.0017282+0.0011291i,-0.0013028+0.0010555i,-0.0017923-3.5383e-05i,-0.001937+0.00048139i,-0.0016854+0.00086268i,-0.0015047+0.00035116i,-0.00055697+0.00018099i,3.0116e-05+9.932e-05i,-0.00013601+0.00049279i,0.00055674+0.00092108i,0.0013249+0.0013377i,0.0014063+0.0012911i,0.0012778+0.00078949i,0.00037996+0.00085607i,-0.00034561+0.0013043i,-0.00023699+0.0011969i,-0.00047031+0.00054402i,-0.00070404+0.00022708i,0.00016117-0.00021378i,0.00064195+0.00014944i
-0.0011786-0.0030513i,-0.002297-0.0036193i,-0.0019775-0.0008176i,-0.0016083+0.0015929i,-0.0019678+0.0011977i,-0.0016545+0.00041497i,-0.0017002-0.00014011i,-0.0017959-0.0012507i,-0.00091194-0.0016548i,-0.00020041-0.00098252i,0.00032024-0.00052836i,0.0015056+0.00053685i,0.0010635+0.00078598i,-5.261e-05+0.00039424i,3.1344e-05+0.00016296i,0.00076789-0.00027795i,0.00035983+2.2986e-05i,-0.00012811+0.0009412i,0.00010659+0.00054636i,0.00013819-4.4852e-05i,-0.00056176+0.00031372i,-0.0011155+0.00069216i,-0.0011702+0.00075448i
0.00048855-0.0025695i,-0.0010481-0.0032572i,-0.0016538-0.0011167i,-0.0003595+0.00053083i,4.0616e-05-0.00024702i,-0.0012466-0.00057409i,-0.0012445-0.00041547i,-6.3426e-05-0.00050955i,0.00031615-0.00044634i,-0.000274-6.0287e-05i,-0.00048256+0.00052278i,-0.00024233+7.7571e-05i,8.7056e-05+0.00016625i,-1.3257e-05+0.0010986i,-0.00038388+0.0014193i,-0.00049341+0.00029792i,-0.00033737-0.00033265i,-0.00026811+0.00021071i,-0.00065205+0.00064822i,-0.00097339-2.9897e-05i,-0.00084494-0.00087323i,-0.00016895-0.00051185i,0.00012315+1.5435e-06i
-2.6201e-05-0.0029971i,-0.0022376-0.0031542i,-0.0023393-0.00068432i,-0.00055625+0.00079904i,-0.001045-3.6695e-05i,-0.0020608-0.00081463i,-0.0014876-0.00016017i,-0.00051394+0.0003218i,0.00041909+0.00011649i,0.0010197+6.1569e-06i,0.00084096-0.00020163i,0.00038987-0.00022394i,-0.00015587-0.00061011i,-0.00046413-0.0012649i,-0.00039602-0.0013617i,-0.00038136-0.00071827i,0.00094184+0.00016665i,0.00092353+0.00044961i,-0.00027788+0.0007535i,-0.00039217+0.0011988i,-2.0631e-05+0.00065928i,0.00033135+0.00040825i,0.0001028+0.00055631i
0.0012061-0.0021935i,-0.001092-0.0026827i,-0.0021518-0.00085744i,-0.0010605+0.00051638i,0.00023258-8.8707e-05i,0.00037343-0.00041935i,9.2969e-05-0.00067628i,0.00042381-0.00029248i,0.00035771+0.0013468i,-0.0006276+0.00090936i,-0.00061152-0.00015397i,-8.3356e-05+0.00019581i,0.00035595+9.8725e-05i,0.00018598+3.1486e-05i,-0.00034201-0.00025129i,-3.8393e-05-5.7783e-05i,0.00080411+0.00077133i,0.00081624+0.00054689i,-0.00024067+0.00032082i,-0.00028937+7.213e-05i,0.00046844-0.00020338i,0.00059401-2.4607e-06i,7.2116e-06+0.00038107i
0.0027878-0.0029074i,0.00061914-0.0029503i,-0.00065781-0.00091107i,0.00010678-0.00049667i,0.00015019-0.0011298i,-0.00039978-0.00094254i,-0.00028716-5.4619e-05i,-4.9449e-05+0.00041823i,-0.00048729-0.00033249i,-0.0009221-0.00039635i,-0.00065952+0.00042687i,-0.00082794+0.00070006i,5.7183e-05+0.0005381i,0.00063907+0.00055685i,-0.00025576+0.00090513i,5.5524e-05+0.00073232i,0.0013789+0.00030046i,0.0014299+0.00042941i,0.00025444+0.00053689i,-0.0001671+2.2716e-05i,-0.00039943-0.00031579i,-2.9378e-05-0.00043415i,0.00036138-0.00074333i
-0.00042785-0.0013737i,-0.0012567-0.0019531i,-0.0022901-0.00043836i,-0.001471+0.00082311i,-0.0012031+0.00091757i,-0.0013332+0.00046607i,-0.00053551+0.00083121i,-0.00041621+0.0010237i,-0.00062916+0.00020757i,0.00019151-0.00016018i,0.00028217+0.00054051i,0.00012946+0.00072546i,0.001074-0.00026893i,0.0010343-0.00080563i,0.00044792-4.3106e-05i,0.00051636+0.00072593i,0.00049808+0.0012081i,-0.00044864+0.0009084i,-0.0013222-0.00033256i,-0.00073946-0.00089951i,0.0008265-0.00041274i,0.0013574+0.00035554i,0.00061372+0.00022463i
0.00028737-0.002318i,-0.0021408-0.0030708i,-0.0034253-0.0024293i,-0.0021041+0.00038192i,-0.00063055+0.00091716i,-0.00082022-1.5226e-05i,-0.0011527+6.7754e-06i,-0.00048113+0.00039889i,-0.00077506+0.00042127i,-0.0013961+1.6762e-07i,-0.001082+2.2245e-05i,-0.00064243+0.0002736i,-0.00065955+0.00032909i,-0.00038434+0.00057513i,-0.00010262+0.0014319i,-8.5645e-05+0.00099907i,0.00016096+0.00071034i,7.3598e-05-3.2583e-05i,-1.6779e-05-0.00029019i,8.0696e-05+0.00014156i,-0.00013648-0.00017127i,0.00023425-0.00047052i,0.00030722+0.00014871i
0.0019365-0.0020549i,0.0020046-0.0023522i,0.0013583-0.0017403i,0.0005062-0.0012949i,7.5331e-05-0.0012211i,-0.00060845-0.0011414i,-0.00075557+0.0001941i,-0.0005208+0.0015683i,7.202e-05+0.0010473i,0.00039975-0.00024176i,0.00023373-0.00033571i,-0.00038651-0.0002034i,-0.00089745+0.00023616i,-0.0010037+0.00075008i,-0.0012488+0.00032501i,-0.001028+0.00031015i,-0.00019403+0.00037656i,0.00019471+0.00039471i,-0.00037043+0.00019139i,-0.00087502-0.00017291i,-0.00036717+0.00038407i,-0.00013655+0.0010206i,1.1378e-05+0.00051663i
0.0024047-0.00074973i,0.00097734-0.00091879i,-0.00044161+0.00031812i,0.0002025-1.2636e-06i,0.00053723-0.0010569i,-0.00061354-0.0013963i,-0.0010725-0.00061745i,-0.00067355+8.6234e-05i,9.9051e-05+0.00032891i,0.00065375+0.00092227i,0.00016841+0.0007245i,0.00052374-0.0001681i,0.00041467-0.00039968i,-0.00066957-0.00022907i,-0.00060272-0.00078539i,3.469e-05-0.0014864i,0.000358-0.00026694i,0.0003125+0.00053455i,-9.0792e-05+0.00045567i,-0.00054759+0.00047936i,-0.00013924+0.0001474i,0.00073807-0.00012464i,0.00091276-9.6001e-05i
0.00048476-0.0030301i,-0.0016538-0.0026285i,-0.002357-0.0011204i,-0.0013942-0.00017077i,-0.00048915-0.00051106i,-0.00040913-0.00059454i,-0.00035313-0.00063255i,-0.00074059-0.0011221i,-0.00051689-0.00059662i,-0.0001835-0.00010135i,-0.00042237+3.5812e-05i,0.0002608+0.00045377i,0.00076733+0.0002447i,0.00032332+3.7717e-05i,0.00022293-0.00039285i,0.00098948-0.00027143i,0.00087135-2.1369e-06i,-5.2707e-05-0.00014759i,-0.00034646-0.00016877i,0.00028922+0.0002506i,0.00047043+0.00063163i,0.00018281+0.00029822i,0.00034667-0.000278i
0.0025356-0.002276i,3.3733e-05-0.0010905i,-0.0012168+0.00011655i,-0.0014132+0.00033014i,-0.0013885-0.00031707i,-0.0016013+0.00014234i,-0.0015856+0.00097224i,-2.8531e-05+0.00042966i,0.0010475+0.00028691i,0.0008114+0.00067758i,0.0008652+0.00068302i,0.00072928+0.00071603i,0.00083066+0.00044169i,0.00095263-0.00013411i,0.0010313+0.00015142i,0.0010669+0.00069623i,0.00079586+0.001054i,0.00032242+0.00083301i,-1.9896e-05+1.4837e-08i,0.00016554-0.00036923i,-0.00011717+0.00014602i,-0.00060429+0.00098519i,-0.00085027+0.001089i
0.0025172-0.0019717i,-0.0013645-0.001489i,-0.0032973-0.00062093i,-0.0021933+0.00045855i,-0.00080633+0.0002974i,-0.00055662-0.00049415i,-0.00021491-0.00071829i,0.00026583-0.0012035i,-0.00035011-0.0011228i,-0.00045858-1.413e-05i,-0.00027751+0.00024813i,-4.1347e-05-0.00058433i,0.00099234-0.00031348i,0.0010299+1.8407e-05i,0.00063524-5.1172e-05i,0.00056373+0.00015376i,-0.00016983-7.0841e-05i,-0.00040234-0.00016182i,0.0001866+8.9094e-05i,-9.8971e-05+0.00052989i,-1.5492e-05+0.00067043i,0.00074393+0.00043518i,0.00054079+0.00025035i
0.0010537-0.00084696i,-0.00050213-0.0010048i,-0.0022952+0.00024245i,-0.0024696+0.00055776i,-0.0015065-0.00032829i,-0.0006606-0.00040286i,-0.00025062-0.00048551i,-0.00078165-0.00024144i,-0.00043409+0.00049353i,0.00025912+0.0010088i,-0.00025601+0.00076165i,-0.00075888+0.00062392i,-0.00028748+0.00046121i,0.00074086-0.00026972i,0.0010038-0.00040831i,0.00065029+3.6353e-05i,0.00025604+0.00074228i,-0.000471+0.00062354i,-0.00031762+0.00013783i,-0.00051987-0.00038009i,-0.0010629-0.00059198i,-0.00075471-0.00043673i,-0.00015473-0.00018019i
-0.00018903-0.0021541i,-0.0018247-0.0021574i,-0.0030527-0.00044046i,-0.002555+0.00014223i,-0.001625-0.00072686i,-0.0012501-0.0013386i,-0.00053972-0.0009375i,-0.00014727-0.00010287i,-1.0101e-05+0.00011045i,0.00042866-8.454e-07i,0.00057572+0.00044524i,0.00024249+0.00072454i,-0.00036996+0.00097207i,-0.00085463+0.00055164i,-0.00037413+0.0005989i,7.0299e-05+0.00048157i,0.00033345+0.00010158i,0.00051119-0.00012484i,3.1741e-05-0.00012927i,-0.00026755+0.00041582i,-0.00015674+0.00053559i,-0.00018798+0.00026497i,-0.0003337-0.00038451i
-0.0016913-0.0026591i,-0.0021037-0.0030129i,-0.0028272-0.0016567i,-0.0027329-0.0010215i,-0.0020634-0.00083801i,-0.0017417-0.00064519i,-0.00065409-0.00032858i,0.00011609+0.00011962i,-0.00035191+0.0001392i,-0.00073047-0.00051776i,-0.00062394+2.0565e-05i,-0.00055512+0.00073073i,-0.00024247+0.00058533i,-0.00015865+0.00052769i,0.00067499+0.0005309i,0.0012796+0.00082767i,0.00060276+0.00098361i,0.00042422+0.00010052i,-6.41e-05+0.00028046i,-0.00040155+0.00060065i,-0.00073629+0.00033073i,-0.00090934+0.00065141i,-0.00052801+0.00057218i
-0.00084541-0.0020314i,-0.0020992-0.0030298i,-0.0020238-0.0019812i,-0.0015266-0.00019999i,-0.00090147-0.00015997i,-0.0013422-0.00046032i,-0.0019-0.00043073i,-0.00062791-0.00045871i,0.00010298+0.00030134i,-0.00090258+0.00060813i,-0.00062035+0.00063336i,0.00061244+0.00056223i,0.00086434+0.00027177i,0.00062149+0.00042836i,0.00014595+0.00016708i,-0.00041936-0.00027209i,-0.00059815-1.5406e-05i,-0.00050429+0.00023892i,-0.00050113-0.00078763i,-0.00043036-0.00026562i,-0.00030816+0.0010792i,-0.00026051+0.00071056i,-0.00040847-0.00050257i
0.0011327-0.0045491i,-0.0017681-0.0051252i,-0.0030188-0.0036514i,-0.0024-0.0016724i,-0.0018073-0.0011811i,-0.001631-0.0012352i,-0.00084083-0.0010805i,0.00035783-0.00027643i,0.00045695+0.00065759i,0.00030176+0.00060659i,0.00059654+0.00054335i,0.00094973+0.00063831i,0.00069026+0.00079322i,-4.297e-05+0.00043042i,-0.00027197-0.00037322i,-5.5968e-05-0.00059969i,0.00043815-0.00015555i,7.7328e-05+0.00030363i,-0.00025666-0.0001905i,0.00045486-0.00033078i,0.00013175+0.00032269i,-0.00020079+0.00029356i,0.00034169+0.00029868i
0.002152-0.0035363i,0.00054253-0.0051466i,-0.00014547-0.0030264i,0.00079509-0.00039888i,0.00097806-0.00036757i,-0.00060939-0.00090404i,-0.00096843-0.00048176i,-0.00011309-0.00065751i,0.00015277-0.00082015i,-0.00063402-0.00057958i,-0.0012374+0.00010676i,-0.0008477+0.0014875i,-0.00098097+0.0012974i,-0.00089029-1.3839e-05i,-0.00071615+0.00030792i,-0.00039989+0.0016189i,0.00013178+0.0013374i,-0.00011396+0.00061224i,-0.00044751-7.7563e-05i,-0.00042738-0.0003257i,-0.00074081-0.00072701i,-0.0012984-0.00077188i,-0.00091937-0.00076694i
0.0017304-0.0017933i,-0.00030857-0.0023819i,-0.0010724-0.00095092i,-0.00079899+0.0011765i,-0.0013733+0.0002587i,-0.0017561-0.0010614i,-0.00051054-0.0010352i,-5.6002e-05-0.0012283i,-7.5242e-05-0.00066777i,9.1173e-05-4.4872e-05i,0.00027519+8.5138e-05i,0.00067095-9.6246e-05i,0.00096743-0.00039198i,0.00071972+8.3056e-05i,0.00073607+0.00061912i,0.00097363+0.00031775i,5.1851e-05+0.00077462i,0.00017856+0.00083516i,0.00065174-3.5388e-05i,0.00036314-0.00029235i,-9.6899e-05-0.00012773i,8.208e-05-2.3021e-05i,0.00092327-5.7608e-06i
9.1404e-05-0.001028i,-0.0025152-0.0014288i,-0.0034329-0.00018995i,-0.002526+0.00068507i,-0.0018143+0.00054568i,-0.001689+0.00012663i,-0.00063683-0.00072681i,0.00010158-0.00010834i,0.00071086-0.00016464i,0.0011634-0.00010674i,0.000695+0.00015938i,0.0003188-0.00010081i,0.00032175-0.00033116i,0.00038613-0.0010791i,0.00053316-0.0012996i,0.00035424-0.00029868i,0.00025409+0.00035671i,0.00066675+0.00022833i,0.00058708+0.0005678i,0.00029021+0.00059416i,0.00066845+9.2441e-05i,0.00097233-0.00019915i,0.00073502+7.7733e-05i
0.0015972-0.0036866i,-0.0013506-0.0035017i,-0.0033725-0.0010597i,-0.0019106+0.0008587i,-0.00024608+0.00075066i,-0.00067196+0.00023249i,-0.0011589+0.00049223i,-0.00048609+0.0004572i,0.00010804+5.8113e-05i,0.00015935-0.00028i,-0.00023398+0.00047495i,-0.00013749+0.0013235i,0.0006561+0.00068065i,0.0008246+0.00085092i,0.00084561+0.00065862i,0.0012256+2.4135e-05i,0.0012095+0.00012746i,0.00056939-0.00014991i,0.00019063-0.00013802i,2.7056e-05-5.3613e-05i,0.00021423+1.0006e-05i,0.0010236+0.00011649i,0.00060291-2.5002e-05i
0.0014106-0.0016667i,-0.00081602-0.0031946i,-0.0018512-0.0026984i,-0.0018207-0.002083i,-0.0017398-0.0013281i,-0.0023805-0.00055542i,-0.002081+0.00041891i,-0.0012358+0.0010295i,-0.00066497+0.00032332i,-0.00022334+9.0739e-05i,0.00016479+0.00061077i,0.00017275+0.001008i,0.00040582+0.0004563i,9.3106e-05+0.00016693i,-0.00029069+0.00016498i,-4.0438e-05-0.00047117i,-0.00019973-4.0434e-05i,0.00026294+0.00044818i,0.00053302+0.00024578i,0.00053484-0.00021664i,0.0010839-0.0004646i,0.0010931-9.0429e-06i,0.00048105+0.00030204i
0.00020667-0.0013745i,-0.00092741-0.0025831i,-0.00073717-0.00048105i,0.00087883+0.001438i,0.001038+0.00056463i,-0.0003453-0.0011837i,-0.00075214-0.00098451i,3.6453e-05-0.00023784i,-1.0575e-05+4.422e-05i,-0.00035511+0.00044148i,-6.3657e-05+0.00059421i,0.00034902+0.00012797i,0.00012657+3.4851e-05i,5.8677e-07+6.3517e-05i,0.00026374+0.00033065i,0.00025754+0.00032772i,0.00047457+3.1331e-05i,0.00034568+8.3909e-05i,-0.00074136-0.00020299i,-0.00064004-0.00040871i,0.00039215-0.00018956i,0.00099758+0.0001001i,0.0010628+0.00045423i
0.0010956-0.0029999i,0.00025934-0.0030988i,-0.0011237-0.00060287i,-0.0016889+0.0010318i,-0.0012955+0.00032597i,-0.001624-0.00059173i,-0.002349-0.00044214i,-0.0017091-0.00016474i,-0.0010135-0.00029527i,-0.00042206-0.00056895i,0.00023675-0.00066742i,0.00099745-0.00025266i,0.00094641+0.0003308i,-0.00041871+0.00011046i,-0.0015025-0.00056703i,-0.0011478-0.0006256i,-0.00037761+0.00025604i,-1.6376e-05+0.00066115i,-3.7476e-05+5.3724e-05i,0.00017125-0.00053608i,0.00099872-0.00051026i,0.00063858-0.00093473i,2.9929e-05-0.0011891i
0.0017363-0.0044459i,-0.0010952-0.004888i,-0.0034778-0.0024213i,-0.0029487-0.00025328i,-0.0014922+0.00040404i,-0.00087381-2.3904e-05i,-0.00046288-0.001103i,0.00028758-0.001098i,0.00027603-0.00069596i,0.00019487-0.00078796i,0.00080957-0.00037895i,0.00077701+0.00019418i,0.00067791+0.00041811i,0.00044352+0.00052062i,0.00016523+0.00023722i,0.00038117-0.00057393i,0.00050802-0.00046587i,0.00044191+0.00032796i,0.00043183+2.4222e-05i,0.00065086-4.3788e-05i,-0.00019507+0.00052869i,-0.0010921+0.00055445i,-0.00046417+0.00025143i
0.0021076-0.0033723i,0.0013355-0.0035987i,9.239e-05-0.0016348i,-0.00042718+0.00029024i,-0.00027644+0.0009581i,0.00020229+0.00029674i,-0.00026976-0.00065559i,-0.0011569-0.00073335i,-0.00068358-0.00047968i,-0.00027565-0.00014788i,-0.00062763+0.0001239i,-0.00052222-0.00013618i,0.00020743-1.4914e-05i,0.00069373-0.00060679i,0.00077243-0.00085379i,0.00067707-0.00027026i,0.00032389-0.00030254i,-0.00066902-1.6402e-05i,-0.00070454-8.6217e-05i,-0.00011575-0.00023384i,-0.00021232-0.00018183i,-0.00045927-0.00049547i,-0.0006438+0.00059691i
0.00065211-0.0011913i,-0.0015531-0.0015627i,-0.0025279-0.00017119i,-0.0026444+0.0011673i,-0.0014535+0.001378i,-7.7203e-05+0.00074389i,0.00021547+5.1354e-05i,-0.00022947-0.00061628i,-0.00029502-0.00022504i,-0.00042854-0.00046479i,-0.00051343-0.00014501i,-0.00010599+0.0011519i,0.00059943+0.001286i,0.00087728+0.0010156i,0.00076837+0.0013216i,7.5225e-05+0.0012205i,-0.00073723+0.00043614i,-0.00055292+0.0006655i,-0.00046495+0.0013632i,-0.00095084+0.0010641i,-0.0012862-0.00025835i,-0.00034712-0.00092216i,0.0004561-0.00068848i
-0.00093372-0.0023074i,-0.0031409-0.0030063i,-0.0047517-0.0017498i,-0.0031505+0.00017886i,-0.001914+0.0010398i,-0.0014108+0.00066647i,-0.0011068-0.00039733i,-0.00068978-0.0013792i,-5.1395e-05-0.0010316i,-2.1e-05-0.00015886i,-0.00049796+0.0003446i,-5.7029e-06+0.00065122i,0.00061507+0.00072185i,0.00087587+0.0014227i,0.0014561+0.0011918i,0.0016115+0.00041555i,0.00096618+0.0004306i,0.00027973+0.0011899i,0.00019082+0.0010302i,8.5353e-06-0.00018403i,-0.00032138-0.00091885i,-0.00082056-0.0010482i,-0.00096873-0.00059159i
0.00033496-0.0017734i,-0.00035874-0.0031621i,-0.0010026-0.0027547i,-0.0014417-0.0027296i,-0.00045005-0.0028925i,-4.8007e-05-0.0013594i,-0.00019232+4.2198e-05i,9.8635e-05-0.00024402i,0.00026129-0.00024075i,0.00068516+2.3749e-05i,0.00055799+0.00016611i,-0.00044081+0.00040507i,-0.00082196+0.00072657i,-0.0010892+0.00098418i,-0.00058518+0.0005582i,0.00062476-2.5866e-05i,0.00071357-0.00057258i,0.00018123-0.00032966i,-8.4296e-05+0.0003584i,0.00025027+0.00076653i,0.000124+0.0012997i,-0.00045271+0.00023271i,-0.00062493-0.0006027i
-0.0026578-0.0023688i,-0.0016097-0.0023481i,-0.00050039-2.5581e-05i,0.00041751+0.0011015i,0.00059464+0.00082289i,-0.0008904+0.00052806i,-0.0021197+0.00052003i,-0.0012507+0.00014715i,0.00015892-0.00015609i,0.00043839-0.00039111i,0.00032688-0.00056377i,0.00069517-0.00086889i,0.00063717-0.00056691i,-0.00010586+0.00018394i,5.8596e-05+0.0001633i,0.0010917+0.00060037i,0.0015811+0.00073102i,0.00097471+0.00093783i,-0.00034508+0.0011154i,-0.00073853-0.00016995i,0.00017561-0.00066747i,0.00031843+3.0147e-05i,-0.00058969-1.3275e-05i
-0.00069423-0.0039456i,-0.0023995-0.003546i,-0.0029735-0.0025081i,-0.0018874-0.00081124i,-0.0018931+0.00012481i,-0.0019747-0.00025772i,-0.0017821-0.00062456i,-0.0012377-0.00031159i,0.00021583-0.00026708i,0.00034704-0.00016421i,-0.00014194+0.00056909i,0.00044447+0.00076411i,0.00097559+0.00011132i,0.00068783+0.00016221i,-6.1819e-05+0.00049008i,-0.00062428+4.3117e-05i,-0.00081022-0.00046912i,-0.00044719-0.00026i,-0.00024236-0.00016196i,-0.00072588-0.00092419i,-0.0011573-0.0012589i,-0.00050078-0.00055493i,-0.00013943+4.4589e-05i
0.0013611-0.0035108i,8.1022e-05-0.0046038i,-0.00032229-0.0037884i,-0.00025543-0.0023786i,-0.00041818-0.0025255i,-0.00075183-0.0022985i,-0.00065366-0.0011595i,-0.0003421+4.0156e-05i,-0.00010549+0.00044838i,0.0002468-0.00011748i,-3.0452e-05-0.00019807i,-0.00037616-0.00033465i,-0.00076601-0.0010381i,-0.00085999-0.0010731i,0.00030769-0.00037913i,0.00078096-0.0001919i,0.00023398-8.7854e-05i,-0.00029933-0.00027725i,-0.0003853+4.0705e-05i,-0.00016459+0.00012392i,2.249e-05-0.00025067i,-0.0001115-8.427e-05i,-8.4391e-05-5.9988e-05i
0.0033334-0.0002053i,0.0008458+0.00015891i,-0.00068089+0.00073404i,0.00061823+0.001349i,0.0010175+0.00082365i,-0.00014618-0.00013687i,-0.0005449-0.00085937i,-8.1526e-05-0.00055263i,0.00012186+8.7297e-05i,0.00038297-1.7031e-05i,0.00053737-0.00015191i,0.000944+0.00010305i,0.00081872+0.00034382i,0.00072965+0.00051539i,0.0011437+0.0011351i,0.0013547+0.0018846i,0.0012558+0.0010355i,0.00066011+0.00025746i,8.4503e-05+6.3084e-05i,0.00023474+0.00031i,-0.00010297+0.00024992i,-0.00020317-0.00039298i,0.00027754-0.0005201i
0.0022824-0.00073241i,-0.00035054-0.0002599i,-0.0026073+0.0012335i,-0.0030827+0.0022272i,-0.0025023+0.00063082i,-0.0014069-0.00086397i,-0.00042563-0.00035751i,0.00023531-9.298e-05i,-0.00056447+8.8678e-05i,-0.00095444-6.8465e-05i,-0.0002656+7.8034e-05i,0.00014321+0.00029985i,0.00050446+0.00025695i,0.00097706+0.0008273i,0.0016624+0.0011522i,0.00094364+0.0002023i,0.0004113-0.0008792i,0.00086029-0.00060583i,0.00092275+0.00019038i,0.00049069+0.00089447i,0.00033254-0.00010024i,0.00052966-0.0010977i,-0.00017461-0.00028355i
0.0014993-0.00051698i,-0.00051033-0.0026756i,-0.0009094-0.0024395i,-0.00089036-0.0012579i,-0.0010463-0.00066219i,-0.0019243+0.00039545i,-0.0020481-3.5157e-05i,-0.00054522-0.00090848i,0.00041894-0.0012632i,0.00037116-0.0011719i,-0.00046511-0.00083414i,-0.00071016-0.00083908i,-0.00012997-0.00045462i,1.6571e-05+0.00040451i,-0.00063903+0.0007451i,-0.00096204+0.00029186i,-0.00015887+0.00024813i,0.00017421+0.00039455i,6.507e-05+0.00033176i,0.00043382-0.00023031i,0.00062313-0.00061036i,0.00056715+0.00017395i,0.00010775+0.00080267i
-0.00022259-0.0019201i,-0.002343-0.0017662i,-0.0041642-0.0010124i,-0.0027894-0.00094024i,-0.0016888-0.00090705i,-0.0015955-0.00083232i,-0.00060761-0.0003743i,0.00020205+0.00012484i,0.0003455-0.00013392i,-0.00029128-0.00037052i,-0.00045082-0.00027216i,-0.00054937-0.00052528i,-0.00051738-0.0014335i,-8.0139e-05-0.0010464i,9.4228e-05-0.00039655i,0.00052993-0.0001806i,0.00045051+1.4636e-05i,0.00045414-0.00039443i,0.00011127-0.00056242i,-0.00048396+0.0002385i,-0.00036581+0.0011244i,-0.00054752+0.0011262i,-0.00066444+0.00067275i
-0.0017936-0.0032128i,-0.002869-0.0036687i,-0.0030682-0.0019296i,-0.0016157+4.5306e-05i,-0.00092853+0.00039997i,-0.001048-8.522e-05i,-0.00074145-2.4881e-05i,-0.00064462+0.00062689i,-0.0011389+0.0011468i,-0.00020947+0.00074702i,0.000687-0.00041635i,0.00059574-0.000522i,7.2061e-05-0.00027321i,0.0002397-0.0002092i,0.00093737+0.00011227i,0.0014929+2.2696e-05i,0.00081668-0.00010645i,-0.00050088+0.00051494i,-0.0011071+0.00064721i,-0.00072359-7.5495e-05i,-0.00083635-0.00014152i,-0.00072279+1.8703e-05i,0.00045191+7.0336e-06i
