-0.00071665+0.0012323i,1.5474e-05+0.0017801i,-8.0538e-05+0.0017366i,-0.00078623+0.00088294i,-0.001168+0.00079974i,-0.0011041+0.0013047i,-5.0491e-05+0.0016351i,2.0345e-05+0.0018587i,-0.00025068+0.0016554i,-4.0572e-05+0.00092589i,0.00024286+0.00063877i,-6.1009e-05+0.00048408i,-0.00022369-0.00085348i,-0.00078224-0.0016334i,-0.00073025-0.0010951i,5.5318e-05-0.00026929i,-0.00042705-0.00038958i,-0.0012694-0.00011984i,-0.0007834+9.6845e-05i,0.00019897-0.00033462i,0.00026417-0.0010269i,-0.00014184-0.001017i,0.00027567-0.00043604i
0.000601-6.3919e-06i,0.0012698-0.00017007i,0.0014662-0.00095232i,0.00051012-0.00077401i,-0.00037983+0.00078268i,-0.00023684+0.0014447i,0.00024574+0.00027382i,3.8395e-05+0.00016963i,0.00024252+0.0016708i,0.0012042+0.0013737i,0.001627+0.00028322i,0.00075586-0.00010532i,-0.00029082-0.000309i,-6.5917e-05-0.00088051i,0.00016386-0.00081499i,-0.00039707-0.00061125i,-0.0002364-0.00090754i,-0.00030244-0.00096747i,-0.00054002-0.00074325i,2.2776e-05+1.9945e-05i,0.00017675+0.00077635i,0.0005461+0.00097874i,0.00063038+0.00087154i
0.00053778+0.00088976i,0.00087847+0.00056852i,0.0016799+3.6244e-05i,0.0011828-0.00016724i,0.00057395-0.00105i,0.00087232-0.0016637i,0.00044695-0.00062384i,-0.00046808+0.00062642i,0.0001045+0.001171i,0.0016708+0.0009997i,0.0020345+0.00050719i,0.0014473+0.00019005i,0.0008062-0.00020001i,0.00017002-0.0004825i,-2.4351e-05-0.00053278i,4.446e-05-0.00029222i,-3.7142e-05+0.00032419i,-0.00011168+0.000253i,-0.0002812-0.00062806i,0.00028433-0.00038449i,0.00089682+3.9444e-06i,-9.7213e-06-0.00018391i,0.00010641-0.00020218i
0.0010124+0.00025818i,0.00051248-0.00028303i,0.00076186+0.00032922i,0.0011639-0.00039104i,0.00025826-0.0013278i,-0.0014124-0.0014466i,-0.0010443-0.00075621i,0.00029477+0.00072857i,0.00054411+0.0012354i,0.00032349+0.00048353i,4.9721e-05-5.6646e-05i,-0.00044482-9.9578e-05i,-0.00096825+0.00048055i,-0.00079041+0.00055372i,-0.00053186+0.00013773i,-0.00022967+3.0162e-05i,0.00027156-0.00024793i,-0.00018441-0.00054172i,6.9969e-05-0.00057158i,0.00018234-0.00046253i,7.7383e-06+0.00039695i,-0.00013718+0.0010976i,-0.0003727+0.00095017i
-0.0012635-0.0011982i,-0.00070755-0.0010426i,-0.0016053-0.0012168i,-0.0026013-0.00090062i,-0.0017949-0.00015668i,-0.00033754+0.00038273i,0.00065406-0.00019621i,0.00065757-0.00068766i,0.00021735-0.00045673i,0.00016531-0.00028369i,-0.00051562+1.8537e-05i,-0.0003703-7.3733e-05i,9.956e-05-0.0006978i,0.00064658-0.00093084i,0.00089618-0.00087003i,0.00081055-0.0010216i,0.00050042-0.00071364i,-0.00031928-0.00031722i,-0.00044606+0.00016439i,-3.9215e-05-0.00019845i,-0.00011102-0.0010597i,-0.00012165-0.00034296i,-0.00031488+0.00093053i
0.00030387+0.001043i,0.000916+0.00013945i,0.0015602-0.00014419i,0.0020733+0.00061377i,0.0010749+0.00032511i,-0.00031534+0.00020484i,-0.0010787+0.00059196i,-0.00092757+0.00087428i,-0.0003256+0.00080349i,0.00020602+0.00046184i,0.0003696+0.00045638i,-0.00013444+0.0010315i,6.5533e-05+0.00069538i,-9.6591e-05-0.00016285i,-0.00085237+6.1611e-05i,-0.00065001+0.00012068i,-0.00043763+0.00059065i,-0.00061419+0.0011967i,-0.00094782+3.2379e-07i,-0.00054962-0.00066723i,-0.00043155-6.8188e-05i,-0.00072164+0.00017612i,0.00016661+0.00020485i
-0.00039248+0.0009112i,0.00019428+0.0010617i,0.00042565+0.00069202i,-0.00078024-0.00028043i,-0.0015721-0.00012975i,-0.0011267+0.00011685i,-0.00023969-0.00013421i,8.8503e-05+0.00038289i,-9.8866e-06+0.0010916i,1.2656e-05+0.0014213i,0.00029535+0.0012493i,0.00081117-0.00038689i,0.0007305-0.0010985i,0.00067908-0.00050524i,0.00035193-0.00050509i,-0.00051034-0.00058619i,-0.00016467+9.3275e-05i,0.00059034-0.00018487i,0.00061405-0.00068533i,0.0001184+8.1774e-05i,-0.00065567+4.7263e-05i,-0.00096347-8.0259e-05i,-0.001194-0.00012283i
-0.0015797-0.00077841i,-0.0018404-0.00016039i,-0.002195-0.00010062i,-0.0017511-0.00034317i,-0.0010963-0.00027971i,-0.00092746+0.00026195i,-0.0008449-9.6357e-05i,-0.00035419-0.00049587i,-0.00048658+5.0587e-05i,-0.00090991+0.00027284i,-0.0003441-1.4785e-05i,0.0010692-1.6091e-05i,0.0011289+0.00015569i,0.00017935-0.00039172i,-0.00048201-0.0004868i,-0.00072873+0.00014689i,-0.00026821+0.00054735i,0.00057079-0.0001167i,0.00090738-0.00050685i,0.00022269+0.00029161i,-0.00057191+0.00070569i,-0.00071595+0.00040605i,-0.00096196+0.00015253i
0.00014229-0.0018128i,0.0005853-0.0011651i,-0.00085707-0.0012656i,-0.0017242-0.0011236i,-0.0018824+2.3341e-05i,-0.0017371+0.00060988i,-0.00088789-0.00016676i,-9.8531e-05-0.00012661i,-3.6711e-05+0.0002656i,-0.00016896+0.000387i,-5.968e-05+0.00019605i,-0.00020598-0.00024078i,0.00035856-0.00037908i,0.0012143-0.00092415i,0.0012684-0.0017737i,0.00060037-0.0007102i,-0.00015474+2.029e-05i,-0.00039242-0.00044655i,-0.00047997-0.00042397i,-0.00020185-0.00077124i,-0.00039306-0.00068595i,-0.00053837+0.00020456i,-0.0002004+0.00085737i
-0.0010998-0.0016629i,-0.0024864-0.00097972i,-0.0032011-0.00088642i,-0.0028429+5.4429e-05i,-0.0021083+0.0010769i,-0.0012677+0.0011587i,-0.00035389+0.00060084i,-0.0001612+0.00052272i,-0.00047352+0.0010066i,-0.00068077+0.00097036i,-0.00039226+0.00023285i,0.00035965-9.7349e-05i,0.00035667-0.00061417i,-2.4797e-05-0.0010922i,0.00016902-0.00092666i,0.00062202-0.00046305i,0.00085471-0.00014938i,0.00057336+0.00035755i,0.00036473-0.00022413i,4.0194e-05-0.0010811i,-0.0008676-0.00010238i,-0.0012797+0.00062699i,-0.00072032+0.0002148i
-8.2844e-05-0.00049082i,-8.9158e-05-0.00049668i,-0.0008661+0.00079714i,2.9331e-05+0.0015532i,0.00025984+0.00046519i,9.9076e-05-0.00047576i,-9.668e-06-0.00039164i,0.00012623-8.08e-05i,-0.00022289+0.00045754i,9.59e-05+0.0010187i,0.00055835+0.00070112i,0.00048865-9.2674e-05i,0.00052734-0.00085024i,0.00024622-0.00091284i,-2.6252e-05-4.3311e-05i,-0.00028288+0.00013817i,-0.00051122-0.00023392i,-0.00072076+0.00043946i,-0.00034611+0.00088059i,-0.00036464+0.00033359i,-0.00094695+7.6832e-05i,-0.00078616-0.00045607i,-8.302e-05-0.00077192i
-0.00029215-0.00041681i,0.00010578-0.00012877i,-0.00013697-0.00054902i,-0.00013391-0.0015647i,-0.00049245-0.0018042i,-0.0012053-0.00087514i,-0.0018644+0.00023933i,-0.0018003+0.00064182i,-0.0014743+0.00078453i,-0.00082925+0.00088398i,-0.00062407+0.00032128i,-0.00058701+0.00017662i,-0.0001008+0.00030182i,0.00040463+0.00011578i,6.9406e-05+0.00031959i,-0.00018568-0.00018548i,5.2931e-06-0.00075671i,0.0001219-0.00013104i,0.00047367+0.00057065i,0.00035608+0.00049932i,-4.8531e-05+0.00030545i,0.00032389+0.00045048i,0.0002747+0.00047466i
0.0001602-0.00016794i,-0.00077375+5.9244e-05i,-0.0007089-3.1173e-05i,0.00031817-0.00019518i,-0.00025587+5.3046e-05i,-0.00097665+0.00065834i,-0.0004604+0.000283i,-0.00032047-0.00045079i,-0.00047197-0.0001523i,-0.00042773-0.00022735i,0.00011048-0.00051129i,0.00011949-0.00026011i,-0.00020816-0.00070676i,-7.0996e-05-0.0014868i,0.00022807-0.0016003i,6.5831e-05-0.00092771i,-0.00056481-0.00025041i,-0.00059383+0.0002541i,9.0119e-05-1.9062e-05i,0.00035779+9.9175e-05i,6.9654e-05+0.00031145i,-0.00046721-0.00053346i,-0.0011829-0.00086315i
0.00054741+0.00094614i,0.0015769+0.0012554i,0.0012061+0.0021035i,0.00070817+0.0019845i,0.00019967+0.0012383i,-0.00039422+0.00016389i,-0.00070376-0.0005648i,-0.00057254-0.00076028i,-0.00022837+0.00020841i,1.7051e-05+0.00069151i,0.00047097+0.00057098i,0.00055298+0.00054484i,-0.00011402+5.1843e-05i,-0.00025324-0.00066736i,0.00029312-0.00089632i,0.00010248-0.00024161i,0.00024797-0.00018686i,0.00022886-0.00053058i,-0.00019643+0.00012243i,2.127e-05+0.00054512i,-0.00014334+7.823e-05i,-0.00037419-0.00049032i,-0.00033625-0.00087405i
0.0020433-0.00048278i,0.0022489-0.00098496i,0.0027672-0.0014354i,0.003273-0.0021132i,0.0011623-0.0018733i,-0.0015659-0.0008626i,-0.0011031+0.00014802i,-3.3521e-05+0.00091662i,0.00041701+0.0012722i,0.00059624+0.00047259i,-0.00010387-0.00012642i,-0.00023183+0.00016121i,0.00029403+0.00073032i,0.00030654+0.0015798i,0.00025086+0.00081864i,0.00020759-0.00042416i,9.6702e-05-0.00011397i,-0.00047579-0.00037989i,-0.00062399-0.00059734i,-0.00021141+0.00029045i,-0.00021214-5.0171e-05i,-0.00038655-0.00090275i,-0.00012249-0.00065803i
-0.0012012-0.00067722i,-0.0016793-0.00052603i,-0.0013664+0.0013872i,-0.0001354+0.0025209i,0.00053904+0.002193i,0.00020332+0.0011643i,-4.806e-05+0.00033633i,-5.1012e-06+0.00072724i,0.00064782+0.0013739i,0.0016656+0.0014876i,0.0018192+0.00026619i,0.00095744-0.00062316i,0.00020924-0.00026377i,5.1726e-05+9.8403e-06i,-0.00059884-0.00083415i,-0.0011007-0.0010426i,-0.00060886-0.00032235i,-1.0735e-05-8.2194e-05i,-0.00046572+0.0002673i,-0.00046293+0.00014085i,0.00021855+0.00010099i,-0.000431-4.9341e-05i,-0.00034334-0.00035229i
0.00014032-0.00037047i,0.00016739+0.00029348i,0.00037667-0.00082342i,-0.00085803-0.001593i,-0.0020066-0.0015265i,-0.0014479-0.00095198i,-0.00073933+0.00036975i,-0.00089465+0.0008793i,-0.00050027+0.0007455i,0.00031834+0.00042746i,0.00066191-0.00010881i,-0.00020054-0.00046668i,-7.8898e-05-0.00055579i,0.00053817-0.00029933i,0.00036732-0.00043713i,0.00088534-0.00030993i,0.00045678+0.00014841i,-0.00037043+0.00039679i,-0.00020301+0.00056666i,4.2923e-05+0.00068331i,0.0002244+0.00055631i,3.137e-05+0.00026415i,-0.00055285-0.00015074i
0.001636-0.00050639i,0.0011+0.00021092i,5.8123e-05+5.0885e-05i,-0.00016915-0.0009405i,6.495e-05-0.0010739i,-0.00015492-0.0003484i,3.2437e-05+0.00039417i,-0.00057801+0.00033703i,-0.00095774-0.00010516i,-0.00048358+0.00039061i,0.00037915+0.0011961i,0.00085526+0.00079341i,0.00097969-0.00050847i,0.00052935-0.00077432i,-0.00027118-0.001051i,-0.00044153-0.0014576i,0.00018022-0.0003434i,0.00033905+0.00028252i,0.00032058+2.0979e-05i,0.00067421-7.1669e-06i,0.00044768+0.00012869i,5.87e-06-0.00012553i,-0.00021933-0.00029078i
-0.00036751+0.0016136i,0.00035204+0.00082387i,0.0014218+0.00023828i,0.0015772-0.00015882i,0.00094873-0.00087827i,-0.00031768-0.0011489i,-8.3235e-05-0.00042346i,0.0005031+0.00023215i,3.3781e-05+0.00019593i,-0.00028536+7.8589e-05i,-0.00036472-0.00017883i,0.0004608-0.00059901i,0.00085761-0.00083849i,0.00078648-0.0011659i,0.00022383-0.0010965i,-0.00010687-0.0005186i,-0.00016006-0.00024533i,-0.00026442-0.00060652i,0.00049129+0.00065692i,0.00033384+0.0012207i,-0.00036691+5.8591e-05i,-0.00040561+0.00017979i,-0.0005541+0.00059609i
0.0008677-0.0029081i,0.00013726-0.002187i,-0.00022191-0.0013328i,0.00033858-0.0007487i,0.00051896+0.0001874i,-0.00023258+0.0010166i,-0.0011155+0.00088233i,-0.00097788+0.00045535i,-0.00088026+0.0012647i,-0.00069379+0.0011857i,-0.00022661+0.00087195i,-0.00027198+0.00056298i,-0.0005093+0.00096303i,-0.00067437+0.0011123i,-0.0001568-0.00019891i,0.00058329-0.00082551i,0.00067943-0.0003096i,0.00028306-2.3092e-05i,9.3763e-05+0.00044107i,-0.00017789+0.00087013i,-0.00023657+0.00071623i,0.00026591+0.0006456i,0.00054363+7.8238e-05i
0.00019609+7.4945e-05i,-0.0013791-0.00024751i,-0.0017345+0.0003378i,-0.0012998+0.00035362i,-0.00052917-0.00025171i,-0.00053128+0.00057761i,-0.0007913+0.00048339i,-0.0002012-0.00077126i,9.0641e-05-7.5338e-05i,-0.00014119+0.00098092i,0.00063492-9.7844e-05i,0.00057309-0.00060383i,-0.00032387-0.00035581i,-7.0793e-06-0.00095847i,0.00065937-0.001146i,0.00088647-0.00066894i,0.00068505-6.6713e-05i,0.00011647+0.00010178i,0.00011805-0.00013844i,0.00043227-0.00032122i,-0.00021721-0.00017334i,-0.00069759-2.2495e-06i,-0.00063209-0.00072965i
0.00030682-0.00086444i,0.0010403-0.0017441i,0.0012023-0.0022025i,0.0010912-0.0023732i,0.00011349-0.0022583i,-0.0010792-0.0013676i,-0.0012062-0.00096283i,-0.00056649-0.00066769i,3.5825e-05-8.4651e-05i,1.3761e-05+0.0003508i,0.00036336+0.00033188i,0.00073256+0.00024782i,0.0009699-0.0001927i,0.00051213-0.00013605i,0.00016492-0.00028591i,0.00049476-0.0010287i,-0.0003735-0.0012829i,-0.00090216-0.00078804i,2.9646e-05-0.00044039i,0.00059256-0.00024477i,0.00025087-6.4388e-05i,0.00048197+0.00022273i,0.00037418+0.00051354i
0.00087042-2.3747e-05i,0.00034621-0.0010008i,-0.00058252-0.0014824i,2.6492e-05-0.0010374i,-9.9413e-05-0.00053253i,-0.0013751-0.00045404i,-0.001362-0.00038386i,-0.00074258+8.0429e-05i,-0.00038172+0.00080551i,-1.5942e-05+0.0008424i,0.00057779+0.00055887i,0.0004834+0.00045868i,0.00074274+0.00011447i,0.0010431+0.00012738i,0.00077052+0.0006748i,9.3503e-05+0.00075201i,-0.00050258-7.0376e-05i,0.00026128-0.00050157i,-1.5145e-05+4.703e-05i,-0.00062053+4.3739e-05i,-0.00042624-0.00014359i,-0.00020077-0.00012726i,-0.00023618-0.00024119i
0.0013-0.00044497i,-7.2612e-05-0.001752i,0.0004022-0.0028899i,0.0011964-0.0020784i,0.00063276-0.0012964i,-0.0013473-0.00052049i,-0.0013115+0.00058786i,0.00043279+0.0010603i,0.0011584+0.00046372i,0.00054436+0.00021882i,-2.4499e-05+0.00039462i,-0.00097609+0.00029698i,-0.0011117-0.00036744i,6.1545e-06-0.00064085i,0.00041381-0.00036189i,3.4871e-05-0.00033782i,-0.00016107+0.0001062i,-0.000688+0.00049803i,-0.00061999-9.3224e-05i,-7.2166e-05-0.00057373i,-0.00016967-0.00035541i,0.00043917+0.00048542i,0.00067072+0.00078938i
0.001045+0.0012566i,0.0010332+0.0020339i,0.0009133+0.0023986i,0.0010812+0.0017086i,0.0016912+0.00079864i,0.0012911+8.8614e-05i,-0.00016998-6.9368e-07i,-0.00051923-0.00029963i,-8.1664e-05-0.00025213i,0.00035022-5.7949e-05i,0.0002591-0.00013094i,-0.0002444-0.0011322i,-0.00031351-0.0013519i,-0.00020552-0.00057332i,0.00073317-9.7356e-05i,0.0014493+0.00055579i,0.00111+0.00069959i,7.7337e-05+0.00025289i,-0.00031023-7.9949e-05i,0.00030507+1.7579e-05i,-8.0066e-05+0.00075838i,-0.00063275+0.00099576i,-0.00019253+0.00057032i
-0.0015536-0.0013452i,-0.0015549-0.00088891i,-0.0010905-0.00075708i,-0.0013361-0.0018114i,-0.0021251-0.0011946i,-0.0019139+3.7816e-05i,-0.0014908+0.00015921i,-0.0014931-0.00036233i,-0.00092581-0.00015198i,-0.00012502+0.00026563i,0.00073836+0.0003519i,0.0014019+0.00028276i,0.0014767+8.2811e-06i,0.00065917-0.00069578i,-0.00018295-0.00077922i,-0.0011922-0.00030146i,-0.0015765+0.00010011i,-0.00080132+7.2435e-05i,-2.5125e-05-0.00064565i,0.00030353-0.00042383i,9.3044e-05+9.6996e-05i,-6.554e-06-0.00057823i,-0.00031984-0.0010826i
0.00016679-0.001111i,-0.00063526-0.0011936i,-0.00054865-0.00052809i,-4.3632e-05+6.6585e-05i,0.00014664+0.00040467i,2.3902e-05+0.00045336i,-0.00029058+0.00066338i,0.00018917+0.0005199i,0.00084643+0.00072606i,0.0004621+0.0010694i,0.00056929+0.00041905i,0.00086417+0.00015742i,0.00074441+0.00043186i,0.00046323+0.0006337i,0.00023284+0.00059611i,-0.00035218+0.00083733i,-0.00043319+0.00073419i,-0.00010713-0.0001372i,0.00030601-0.00016598i,0.00050974-0.0001833i,-0.00019536+8.896e-05i,-0.00076273+0.00029469i,-0.00075398+0.00018153i
0.0013282+0.00063316i,0.0034206+0.0010402i,0.0025037+0.00093559i,0.00087589+0.0003723i,0.00090669-0.0006446i,-1.1436e-05-0.0013227i,-0.00097802-0.0012728i,-0.00058973-0.00059518i,-0.00048994+0.00099306i,-0.00045386+0.0016179i,-0.00015853+0.00058353i,0.00048549+0.00021459i,0.00046369-6.0604e-06i,5.1857e-05-0.00069272i,-2.4559e-06-0.0013597i,7.5457e-05-0.0012211i,-0.00020095-0.00063329i,-9.2972e-05+0.00025381i,0.00039773+0.00055014i,0.00026807-0.00030878i,0.00066192-0.00091621i,0.00070632-0.00092571i,-0.00038326-0.00045264i
-4.2475e-05-0.00016683i,-0.00024106-0.00012175i,0.0013608+0.00019029i,0.0020911+0.00035115i,0.0012471+0.00037262i,0.00050479-8.8219e-06i,0.0003339-1.6878e-05i,-0.00023198+0.00055885i,-0.0012736+0.00060408i,-0.0014617+0.00070996i,-0.00088378+0.00031104i,-0.00045684-0.00063947i,1.28e-05-0.00038433i,-0.00010848-0.00035459i,-0.00036754-0.00065621i,-0.00074345+0.00062079i,-0.00059245+0.0015179i,-0.00028735+0.0017063i,-0.00030416+0.0011903i,-0.00092518+8.5564e-05i,-0.0016414-4.5074e-05i,-0.0011515+0.00014363i,-0.00063241+0.00027509i
-0.00075331+0.00070395i,-0.001078+0.00042158i,-0.0014874-0.00013721i,-0.0017603-0.00027429i,-0.0020063+0.00023307i,-0.0011639+0.00024663i,-0.0003376+0.00031665i,-0.00029834+0.00057722i,-0.00088609+0.00048002i,-0.0010316+0.00096257i,-0.00028882+0.001274i,4.2307e-05+0.001044i,-0.00013131+0.00028112i,-1.7599e-05-0.00043499i,0.00052775-0.00053165i,0.00028723+0.00068532i,0.00031548+0.0010442i,0.00040847+1.402e-05i,4.6098e-05+6.9273e-05i,-0.00030664-2.5477e-05i,-0.00058789-0.00077633i,-0.0004802+2.7863e-05i,-0.00054166+0.00056427i
-0.0017455-0.00033531i,-0.0011117-0.00076893i,-0.00047448+0.00027441i,0.00025732+0.0011703i,0.00042346+0.0012408i,0.00058896+0.00013726i,-0.0011567+3.177e-05i,-0.0028194+0.0011732i,-0.0021159+0.0023832i,-0.00068651+0.0033226i,0.00079023+0.0025871i,0.0012151+0.00087604i,0.00097801-0.00041879i,0.00080761-0.0012868i,0.00045712-0.0013841i,0.0003417-0.0010928i,0.00070208-0.00010298i,0.00060844-0.00014097i,3.5292e-05-0.00054651i,-4.3599e-05+0.00030792i,0.00013739+0.0012355i,-2.578e-05+0.00076344i,9.8354e-05+0.0007012i
0.0011077+0.0025839i,0.00078237+0.0025249i,0.0001964+0.0031994i,-0.00021425+0.0027585i,-0.00042261+0.0010088i,-0.00042838-0.00084857i,-0.0024808-0.00084653i,-0.0043631+0.00092237i,-0.0034612+0.0025095i,-0.0015485+0.0035411i,-0.00023208+0.0030194i,0.00056972+0.0015258i,0.00051185+0.00039919i,-0.00042107-0.00075367i,-0.0014977-0.00078762i,-0.0015158-0.00065173i,-0.00068124-0.00032616i,-0.00056523+0.00064825i,-0.0001447+0.00047101i,0.00042156+0.00011695i,0.00016857+0.00065386i,0.00013974+0.00037499i,8.5216e-06-0.00044361i
-0.00020073+0.00042448i,0.0014134+0.00053198i,0.0023629-8.6396e-05i,0.0020697-0.00056949i,0.0013914-0.0011737i,0.0006993-0.00061865i,0.0016481+0.00041931i,0.0034892-4.8537e-05i,0.0043688-0.0012683i,0.0032367-0.0022546i,0.0017701-0.0037093i,0.00025508-0.003262i,-0.0009594-0.0014271i,-0.00053589-0.0006767i,-0.00039662-0.00047794i,-0.00031048-0.00043072i,0.00023692-0.0001742i,-0.00020628+0.00011412i,-0.00061438+0.00052174i,-0.00037178+0.00048255i,-0.00030901-0.00045815i,-0.00021914-0.00085923i,0.00030035+2.7935e-05i
0.001685+0.00086921i,0.0019786-0.0002401i,0.0019143-0.00088203i,0.00077892-0.00025961i,-2.6363e-06-0.00033071i,9.1687e-05-0.00042414i,0.00020749-0.00016577i,9.5571e-05+9.9725e-05i,0.0013877-0.00023393i,0.0020855-0.00097785i,0.0010332-0.001523i,0.00022658-0.0015479i,-1.6224e-05-0.0013795i,-0.0010414-0.00061971i,-0.0016255-0.00073438i,-0.00059925-0.00075768i,-0.00025313-3.8068e-05i,-0.00044603+0.00030443i,0.00026431+0.00054067i,0.00066113+0.0002383i,0.00011077-0.00013721i,-0.00048071-0.00085103i,0.00028364-0.00082089i
0.0016273+0.0013592i,0.00078001+0.00088823i,0.00049198-0.00060614i,0.00073666-0.0014178i,0.00025525-0.00093999i,-0.0011359-0.00053027i,-0.00092033-3.5619e-05i,0.00048588+0.0011359i,0.0010004+0.0010953i,0.0010996+0.00063109i,0.00047014+0.00057117i,-0.00012059+7.006e-05i,-0.00055776+0.00032586i,-0.00077948+0.001212i,-0.00012797+0.0010156i,0.00069428+0.000437i,0.0012141+0.00043892i,0.0010508+9.3164e-05i,0.00085182-0.00056397i,0.00055188-0.00060711i,-0.00032607-0.00030237i,-0.00032704-0.00023163i,-0.00015711-0.00043865i
-0.0019312-0.00019535i,-0.00074166+0.00013554i,2.3227e-05+0.0017687i,0.00074719+0.0020915i,0.0016193+0.0018104i,0.0017393+0.00104i,0.00053465-0.00012981i,0.00029485-0.00059356i,0.00098209-0.00099793i,0.00078879-0.0012348i,0.00032897-0.0016264i,0.00017841-0.0016514i,0.00015654-0.0011898i,-0.00037494-0.0013083i,-0.00092237-0.0012438i,-0.00085217-0.001041i,-0.00053781-0.0009057i,0.00024565+0.00026602i,0.00038088+0.0010546i,0.00032255+0.00086128i,0.00032617+0.00060021i,0.0001321+0.00060579i,-0.00025157+0.00023766i
0.00090131-0.00039003i,0.00026813-0.00077764i,-0.0003127-0.0010403i,-0.00074534-0.0013364i,-0.00062606-0.0017295i,-0.00032002-0.00048925i,0.00023988+0.00071217i,0.00093633+0.00017599i,0.0015461+6.0732e-05i,0.0017812+0.00054648i,0.0017088+0.00015121i,0.001085-0.00016367i,0.00058379+3.6721e-05i,0.00056725+0.00048954i,0.00061358+0.0002317i,0.00071748-0.00020455i,0.00037506-0.00017601i,0.00011847-0.00034948i,0.00063014-0.00013411i,0.00013514+0.0002787i,-0.00017561+0.00023106i,0.00050676-0.0001363i,0.00034782-3.4491e-05i
-0.00017628+0.0010045i,-0.001391+0.0011906i,-0.0012055+0.0011115i,-0.00078127+0.00072671i,0.00017125+0.00053541i,0.00070139+0.00016109i,0.00040027-0.0005567i,0.00030586-0.0004195i,0.00058948+0.00030707i,0.00060934+0.00015098i,5.8959e-05-0.00078775i,2.5547e-05-0.0012942i,9.9026e-05-0.0010768i,0.0003138-0.00086098i,-8.4906e-05-8.1581e-05i,-0.00039308+0.00085966i,-0.00029994+0.00080776i,0.00012894+0.00028755i,0.00028209+0.00028564i,-6.3299e-05+0.00021715i,-0.00046654+0.00040425i,-0.00094434-8.1718e-06i,-0.00089482-0.00059365i
-0.00039318+0.00072712i,0.00094946-0.00027775i,0.0012894-0.00016712i,0.00091537+2.122e-05i,0.00079013-0.00084752i,0.00086983-0.0011229i,0.00039029-0.00060421i,6.0908e-05-9.5996e-06i,0.00085849+0.00067809i,0.0013062+0.0013066i,0.00059027+0.0012226i,0.00015604+0.0001186i,0.0001821-0.00021506i,4.9814e-05+0.00035428i,0.00026074+0.00017682i,0.00038401-0.00033902i,3.3681e-05-0.00043302i,-4.3537e-05+0.00044827i,0.0001381+0.00093438i,-0.00083665+0.00044636i,-0.0011693-9.6533e-05i,-0.00011962-0.00010465i,-0.0001504+0.00037883i
0.00022875-0.0013766i,0.00053268-0.0024901i,0.00074344-0.0024781i,0.00080015-0.0012819i,0.00013025-8.1103e-05i,-0.0011818+5.373e-05i,-0.0012022-0.00023873i,-0.00092716-0.00071946i,-0.00032544-0.0012533i,0.0002852-0.0006674i,0.00010684-8.8628e-05i,-0.00010233-0.00023519i,-4.131e-05-0.00047474i,-0.00024376-0.00067576i,-0.00034402-0.0004819i,-0.00024106-0.00012186i,-0.00056987+8.282e-05i,9.2479e-05+0.00052496i,0.00053309+0.0008737i,-0.00011034+0.00062223i,-0.00012379+0.00023087i,0.00018518+0.00077489i,6.2332e-05+0.00061857i
0.0013822-0.0016431i,0.0010642-0.0011169i,-0.00052348-0.0011761i,-0.0018586-0.0017961i,-0.001411-0.0021394i,-0.00056624-0.00025234i,-2.1759e-05+0.00086878i,0.00025969-7.7936e-05i,0.00054784-0.00026938i,-0.00032547-0.00025561i,-0.0010688-0.00055998i,0.00030765-1.7908e-05i,0.0016762+0.00054004i,0.0012364+0.00021228i,0.00021283-0.00045895i,3.8103e-05-0.00074797i,0.00021365-0.00083973i,0.00032626-0.00047229i,-0.00030829+9.324e-05i,-0.00034312+2.8036e-05i,-6.9318e-05-3.3751e-05i,1.015e-05+9.8457e-05i,-0.0003115+0.00037668i
0.0011738-0.00035933i,0.0017868-0.00051753i,0.0014194-0.00054879i,-0.00017058-0.001182i,-0.0012491-0.0018581i,-0.0020672-0.0017212i,-0.0016785-0.0010784i,-0.00085872+0.0001982i,-0.00031864+0.00084008i,-0.00027529+0.0011853i,-0.00048728+0.00029028i,-0.00052511-0.00081648i,-0.00049343-0.00057278i,0.00028297-0.00032032i,0.00086311-0.00029742i,0.00012186-0.00046205i,-0.00038701-0.00034759i,-0.00026885+0.00016982i,0.00062148+0.00061334i,0.00083931+0.00058882i,0.00033974+0.00061898i,0.00030078+0.00051433i,-0.00044846+4.6014e-06i
-0.00045471+5.1378e-05i,0.00033336-0.00087798i,0.00077052-0.00090034i,-0.00040738-0.00091902i,-0.0017345-0.00072789i,-0.0020799+9.4708e-05i,-0.00098771+0.00070189i,0.0004019+0.00088758i,0.0006672+0.00016465i,0.00038988-0.00087844i,9.2811e-05-0.0013111i,3.2438e-05-0.00085424i,5.8882e-05+7.2415e-05i,-0.00012769+0.00011303i,0.00021848-0.00084589i,0.00067704-0.00092227i,0.00044056-0.0010052i,-0.00028916-0.0010874i,-0.00058481-0.00057426i,-0.00028805+2.3731e-05i,-0.00019717-3.8617e-05i,-0.0003136-0.00070071i,-0.00044008-0.00055022i
