-0.00247+0.0011034i,-0.00067857+0.00087804i,-0.00031691+0.00014872i,-0.00026678+7.0114e-05i,-0.0014704+0.00083937i,-0.0027871+0.0004125i,-0.0017408+0.0013593i,-0.00030015+0.0024874i,0.00082423+0.002053i,0.001301+0.00073182i,0.0010388-0.00043096i,0.00058159-0.00090704i,-4.5931e-05-0.00044516i,-0.00043224+9.0635e-05i,-0.00081492+0.00032677i,-0.00017221+0.00073228i,0.001063+0.00089481i,0.0011564+0.001046i,0.00096493+0.00088216i,0.0010166+0.00050442i,0.00094483+0.00080562i,0.00076215+0.0010477i,0.00087623+0.001379i
0.0013965-0.0011763i,0.00042934-0.00086107i,-0.00020077-0.001019i,-0.0010005-0.00074817i,-0.0018946-0.0011946i,-0.0021504-0.0011471i,-0.0010786-0.00037121i,-0.00021304+0.0004232i,0.00044044+0.00027454i,0.00067395+6.1387e-05i,0.00042937+6.2462e-05i,-0.00034542+0.00029104i,-0.0011141+0.00049076i,-0.00063215+0.00045476i,0.00059361+0.00064894i,0.00059035+0.00036309i,-0.00065618+0.00042177i,-0.00078185+0.00053681i,0.00027282+0.00020949i,0.00013847+0.00066361i,0.0001084+0.00086321i,0.00041493+0.00055119i,-0.00024527+0.00012839i
0.00029608+0.00032243i,-0.00080765+0.0013542i,-0.00065159+0.001314i,-0.0012306+0.00039673i,-0.0026527-0.0004749i,-0.0018984-0.00074243i,-0.00049646-0.00082573i,-0.00017331-0.00068752i,0.00019117-0.00030923i,0.00057487-0.00018741i,0.00044444+2.0923e-05i,0.0003605+0.00058614i,0.00024519+0.00070288i,-0.00028817-1.3574e-05i,-4.5944e-05-0.00054947i,0.00059034-0.00020203i,0.00078909+0.00016913i,0.00022209+0.00035259i,6.9014e-05+0.00033481i,0.0003919-0.00042272i,-0.00026605-0.00067749i,-0.0011479+0.00010836i,-0.00099071+0.00088635i
0.00056277-2.1458e-05i,0.0015151+0.0003467i,0.0020774-0.00026102i,0.0016678-0.0015492i,-0.00032007-0.0026847i,-0.0020941-0.0014909i,-0.0016951+0.00035401i,-0.00061899+0.00045425i,0.00052112+6.7081e-06i,0.0015875-0.00034344i,0.0015111-0.00082103i,0.00023426-0.00049056i,-0.00032427-1.9751e-05i,-0.0002229+0.00016415i,-0.00031151+0.00018493i,0.00039239-0.00017239i,0.0012628-0.00028259i,0.00082593-9.5635e-05i,0.00014426+9.1159e-05i,-5.8312e-05-0.00029379i,-0.00015914-0.00072981i,-0.00025568-0.0005253i,0.00015844+0.00011465i
0.0010217+0.00094579i,0.00098245+0.002054i,0.00045501+0.0024929i,-0.00013239+0.00036877i,1.5033e-05-0.0014569i,-0.00057846-0.0014992i,-0.0018577-0.00065258i,-0.0014708+0.00010549i,-0.0010529+0.00086167i,-0.00065588-0.00015051i,0.00013476-0.0013885i,0.00037741-0.00029772i,0.000384+0.00088425i,-8.1364e-05+0.00071811i,-0.00067874+0.00015756i,-0.00019393-0.00043777i,0.00051177+0.00010073i,0.00051407+0.00018899i,0.00031865-0.00070855i,0.00018293-0.0014445i,-0.00022326-0.0010017i,-0.00015501+0.00033671i,0.00025707+0.0011151i
0.0033053-0.00038406i,0.0016721-0.001425i,0.0010455-0.0034241i,3.0985e-05-0.0035877i,-0.0021482-0.0023082i,-0.0030048-0.0012942i,-0.0022718-0.00042617i,-0.0011871-3.1689e-05i,-0.00049079+4.7769e-05i,-0.00025062+0.00019466i,-0.00037832+0.00057701i,-0.00070228+0.00033596i,-0.00046298+0.00010022i,-0.00067337+0.00034529i,-0.00068823+0.00050834i,-7.428e-05+0.00090951i,-1.2488e-05+0.00088038i,-0.00029305+0.00063713i,-0.00035973+0.00051065i,-0.00031413+0.00040003i,-7.7494e-05-0.00010937i,0.00063065+2.2924e-05i,0.0008225+0.00011128i
-0.00052007-0.00094173i,8.7555e-05-0.00064102i,9.5351e-05-0.0010335i,-0.00041496-0.0016302i,-0.00071382-0.0011665i,-8.6562e-05-0.00033184i,0.0010406-0.00019867i,0.0012939+0.00040442i,0.0012021-0.00016742i,9.654e-05-0.00098694i,-0.00055984-0.00035796i,0.0003589+0.00024088i,0.00069173+0.00039473i,0.00038872+0.00058731i,0.00027606+0.00065583i,0.00062805+0.00036135i,0.00080435+0.00018282i,0.00029847+0.00018586i,-0.00016423+0.00037828i,-0.00016833+0.00057698i,0.00011278+0.00043809i,1.1981e-05-0.00021533i,0.00034457-0.00069824i
-0.00032141-0.0018125i,-0.00087134-0.0018325i,-0.00012102-0.00095822i,-0.00044123-0.00021138i,-0.002269-0.00050119i,-0.0029706-0.00029564i,-0.0020175+0.0010328i,-0.00070345+0.0014712i,-3.5487e-05+0.00086727i,-4.9462e-05+7.5246e-05i,0.00055543-0.00049735i,0.00043492-0.00033068i,-0.00045623-0.00093058i,-0.00031363-0.0011455i,0.00038165-0.00011299i,0.0006638+0.00030466i,0.00050117+0.0002034i,-4.1668e-05+6.653e-05i,-0.00028142+0.00012212i,-0.00018964+0.00046368i,-0.00032276-0.00011404i,-3.4216e-05-0.00065346i,0.00015022-0.00033148i
0.0016813-0.00068346i,0.0024001-0.00043937i,0.0019672+0.00050999i,0.00063717+0.001003i,-0.00050933-3.8928e-05i,-0.0014066-0.00069414i,-0.0014674+0.00020855i,-0.00088771+0.00081668i,-0.00022511+0.00029001i,0.00068751+0.00028144i,0.001235+0.0007157i,0.00065147+0.00026269i,-0.00020713-0.00059099i,0.00021626-0.0017183i,0.00045168-0.0015848i,6.4855e-06-0.00043001i,-0.00020322+0.00017951i,-0.00029004-1.4685e-05i,-0.00013724-0.00026601i,-0.00036887-5.4558e-05i,-0.00041813-0.00034174i,0.0002842-0.00041201i,0.0002925+0.0001399i
0.00064478+0.0010093i,0.0011252+0.0006668i,0.0008925-0.00077682i,9.4497e-05-0.0022987i,-0.0012046-0.0033063i,-0.0016681-0.0020598i,-0.0008325-0.001104i,-0.00036699-0.00062766i,1.8796e-05+0.0001754i,0.00087748+0.00049629i,0.00046929+0.00014065i,-0.00014248-0.00013346i,-7.5898e-05-0.00027295i,0.00026098-0.00097594i,0.00056673-0.00064272i,-3.3777e-05+1.4565e-05i,-0.00052865-0.00025167i,-0.00020215-0.00060963i,-0.00033527-0.00041552i,-0.00018597+0.00042392i,0.00016746+0.00069775i,0.00035856+0.00047921i,0.00013302+0.00022945i
-0.0011601+0.0020246i,-8.966e-05+0.0010945i,0.0011735+0.001832i,0.0013465+0.00022574i,9.8202e-05-0.0016408i,-0.0016543-0.0015895i,-0.0014356-0.0012279i,7.965e-05-0.00073842i,0.00061955-2.4744e-06i,0.00086438+0.00029023i,0.00035048+0.00017688i,-0.0005815-0.00052085i,-0.00059502-0.00072109i,-0.0011537-0.00031105i,-0.0018666-0.00041702i,-0.0016665-0.00043275i,-0.0010155-0.00041425i,-0.00046147-0.00014174i,0.0001657-0.0005382i,0.00048928-0.00049248i,0.00045691+0.00016328i,0.00041769+0.00022657i,-1.2852e-05+0.0002607i
0.0019324+0.00080275i,0.0029244-0.00062654i,0.0028896-0.001639i,0.0016622-0.0027055i,0.00013727-0.0033836i,-0.0010238-0.0029703i,-0.00088243-0.0014244i,-0.0006339+0.00017345i,-0.00023944+0.00079931i,0.0001367+0.00052917i,-0.00040696+0.00056937i,-0.00024681+0.00060514i,-3.9801e-05+0.0001665i,-2.8698e-05-0.00038403i,-0.00026619-8.6144e-05i,-0.00033108+0.00039366i,-0.00033078+6.5572e-05i,-0.00028306+0.00030034i,9.465e-05+0.0010367i,-0.00016491+0.00098116i,-0.00033673-8.143e-07i,-1.6733e-05-0.0011952i,6.4588e-05-0.0012743i
-0.00036637+0.00041606i,0.00060622+0.0012006i,0.00049384+0.0015495i,-0.00019937+0.0013984i,-0.0012535+0.00065259i,-0.0016876-0.00027799i,-0.0012095+4.1535e-05i,-0.00067253+0.00015955i,-0.00011512-9.7283e-05i,5.0887e-05+8.9273e-05i,-0.00058412-5.3933e-05i,-0.00090385-0.00060359i,-0.00041748-0.0011243i,-8.8866e-05-0.00052366i,-0.00027732+0.00031693i,-4.7134e-05+0.00016762i,-5.4308e-05+0.00013378i,0.00021821+0.00097329i,0.00013366+0.00050925i,-0.00015401+1.8127e-05i,0.00062251+0.00033935i,0.00062315+0.00046263i,-0.00044458+7.2911e-05i
-0.0017062+0.0018123i,-0.00043398+0.0010046i,0.0008241+0.0010904i,0.0017246+0.00023718i,0.0013264-0.0013984i,-0.00018548-0.0018669i,-0.00026294-0.00072796i,0.00024413+0.00019918i,0.00062573+0.00018087i,0.00051362-0.00060098i,0.00083927-0.00094221i,0.0010201-0.00046779i,-0.0003334+0.0001149i,-0.0011382-9.6948e-05i,-0.00065378-0.00035586i,-1.9512e-05-0.00043961i,0.00020183-0.00065949i,-0.00014141-0.00053261i,-0.00012225-0.00038396i,0.00060346-0.0007614i,3.5597e-05-0.0011208i,-0.000281-0.0011261i,0.00033995-0.000653i
-0.002616+0.0015675i,-0.0017063+0.00069083i,-0.00077839+0.001015i,-0.00038227+0.0011129i,-0.00087991+0.00012068i,-0.0020671-0.00091366i,-0.002859-0.00063655i,-0.0021891+0.00030789i,-0.00080423+0.00017508i,0.00043282+0.00010536i,0.00047651+8.9923e-05i,0.00039119-0.00031237i,-0.00012471-0.00027938i,-0.00091223-0.00048317i,-0.00061712-0.00050744i,-0.00033137-0.00043312i,-8.3151e-05-0.0011844i,-0.00023862-0.0010043i,-0.00083252+0.00057111i,-0.00041609+0.0011643i,0.00017881+0.00036933i,0.00027379+7.7574e-05i,-0.0001005+0.00022606i
-0.00046474-6.6289e-05i,8.1758e-05-0.00037561i,0.0010304-0.00059337i,0.0013516-0.00067239i,-0.00043947-0.00073171i,-0.0022746-0.00033299i,-0.0024535+0.00072303i,-0.0014592+0.0010172i,-0.00035823+0.00052056i,0.00054838+1.2846e-05i,7.3963e-05-0.00037399i,-0.00030952-0.00065488i,-0.00071736-0.00071347i,-0.00080217-0.00034237i,0.00052422-0.00046237i,0.0013669+7.3658e-05i,0.00063823+0.0011797i,-0.00026964+0.0012412i,-0.00016911+0.00043348i,6.0591e-05-0.00066906i,0.00052586-0.00065774i,0.00077838-4.4456e-05i,0.00048811-0.00024416i
-0.00089479+0.00080125i,-0.00031895+0.0014033i,0.0003237+0.0012665i,0.00067518+0.00017618i,5.3183e-05-0.00010166i,-0.0013019-0.00079945i,-0.0015208-0.001012i,-0.00025773+0.00012704i,0.0003428+0.00056446i,0.0011898+0.00039357i,0.0017012+0.00030753i,0.0007906+0.0005878i,-0.00060712+0.00012538i,-0.00048716-0.001194i,-4.2877e-05-0.00086438i,0.00010514-0.00019678i,0.00064091-0.00014721i,0.00044895-0.00010407i,0.00077086-0.00044283i,0.00015357-0.00037409i,-0.00030451+0.00012968i,0.00013323+0.00029322i,-2.9088e-05+0.00034762i
-0.00039652+0.00020971i,6.2147e-06-0.00029801i,0.0002568-0.00028169i,-0.00073163+0.00020753i,-0.0022463-0.00019211i,-0.0020208-0.00067401i,-0.0011761+3.3727e-05i,-0.00046428+0.00054993i,0.0006994+0.00043071i,0.0012669+0.00010127i,0.0008402-0.00018994i,0.00069029-0.00026444i,0.00048157-0.0006863i,0.00067466-0.0013723i,0.00066318-0.0012763i,0.00016443-0.00070736i,0.00023851-0.00076692i,0.00016331-0.00059146i,-0.00088564-0.00014231i,-0.0016516+0.00037526i,-0.0014169+0.00079307i,-0.0012153+6.1853e-05i,-0.00020842-0.00069049i
-0.0018759+0.0006093i,-0.0010224+0.0012666i,0.00022899+0.00039098i,-8.4788e-05+7.6739e-05i,-0.0013053-0.00058295i,-0.001859-0.001444i,-0.001864-0.00066335i,-0.001281+0.00043961i,-0.00037305+0.001148i,0.00044848+0.0010085i,0.00022674-0.000289i,-0.00037679-0.00072901i,-0.00062185-0.0006958i,0.00017058-0.0012678i,0.00086361-0.0010143i,-0.00027372+6.1118e-06i,-0.0011234-9.4106e-06i,-0.00062176-0.00028097i,-0.00010076-0.00062206i,0.0004189-0.00094176i,0.00067853-0.0007576i,0.00038401-0.00033916i,-0.00058819-0.00057503i
-0.00052618+0.00042776i,8.0638e-05-0.00018096i,0.0014326-0.00011203i,0.0010438-0.00043301i,-0.00088902-0.00077404i,-0.0030837-0.00058691i,-0.0026827+0.00013061i,-0.0014178+0.0011013i,-0.0007935+0.0010218i,-0.00012856+0.00070853i,0.00045812+0.00058965i,0.00073727+0.00070308i,0.00072714+0.0016742i,-5.0166e-05+0.0013209i,-0.00029085-0.00039553i,0.00025476-0.001199i,0.00035868-0.00070206i,-0.00033516+0.0001517i,-0.00022955-7.1488e-05i,0.00047207-0.00011112i,0.00058137-8.0273e-05i,0.00031284+2.4102e-05i,-7.2259e-05-0.00011584i
0.00040002-0.00039458i,0.00034177-0.00084353i,-0.00057992-0.00057705i,-0.00052237-0.000602i,-0.00074807-0.0012051i,-0.0011886-0.00043103i,-0.00044691+0.0007203i,0.00010543+0.00046146i,-9.5991e-05+0.00019311i,0.00034279-2.8856e-06i,0.00078966-0.00010148i,-6.426e-05-0.00036799i,-0.00041189-8.8057e-05i,-0.00026844+0.00045469i,-0.00059378+0.00035838i,-0.00030512+0.00016819i,0.00039799+0.00035121i,0.00052706+0.00038464i,0.00025172-0.00036892i,-0.00010131-0.0006331i,-0.00050898-0.00051125i,-0.00020303-0.0002399i,0.00032696+0.00010562i
0.001238+0.0023284i,0.0022749+0.0023226i,0.0030441+0.0018811i,0.0017759-0.00015844i,-0.0002788-0.0018417i,-0.0020813-0.0021157i,-0.0029955-0.00092698i,-0.0015911+0.00017397i,-0.00013091+0.0002262i,0.00044733+7.9665e-05i,0.0013251-0.00025133i,0.0009458-0.00011164i,-0.00021185+0.00028976i,-0.0001213-0.00042459i,-2.0181e-05-0.00045825i,6.9457e-05+9.4805e-05i,0.00018707+0.00035698i,0.00022778+0.00024497i,0.00030826-0.00027569i,-3.6393e-05-0.00072302i,0.00012472-0.00017168i,0.001161+0.00055568i,0.0018952+0.00061526i
4.9699e-05-0.00064987i,-0.00069907+0.00051902i,-0.0007465-0.00068149i,-0.0010801-0.0015836i,-0.0016795-0.00069245i,-0.0012206-0.00023276i,-0.00078247-5.5893e-05i,-0.00066884+0.00033381i,-0.00063258+0.0003211i,-0.000508+0.00019221i,-0.00011346+0.00036634i,-0.00043597-8.6407e-06i,-0.00060959-0.00040447i,-0.00026716-0.00038949i,0.0003798+0.00019583i,0.00096149+0.00061675i,0.00071348+0.00068262i,0.00068064+0.00052936i,0.0011277-0.00040598i,0.00060326-0.00091652i,-0.00011027-0.00041553i,9.2875e-05+0.00039026i,-0.00023622+0.00024382i
0.0012596-0.0028297i,0.0013357-0.0021934i,0.00013702-0.0019194i,-0.0016026-0.0016717i,-0.003219-0.00097096i,-0.0031224+0.00048233i,-0.0019611+0.0015858i,-0.00020927+0.00095212i,0.00055468-0.0012087i,8.7491e-05-0.0010112i,-0.00070622+0.00065138i,-0.00056008+0.0013522i,0.00061201+0.0011722i,0.00088424+0.00081414i,0.00095925+0.00068571i,0.00086851+0.00068089i,0.00074799+0.00054409i,0.00053207+0.0009253i,0.00014171+0.00063482i,-0.00040266-0.00030708i,0.00022386-0.00030417i,0.00033538+2.6174e-05i,-0.00026828-0.00031441i
0.00065832-0.0021349i,0.00017793-0.0026468i,0.00033169-0.0023659i,0.00036397-0.0015181i,-0.00073724-0.0012997i,-0.0014738-0.00089648i,-0.0007418+0.00011096i,-0.00059311+0.00027093i,-0.0012021-0.00026037i,0.00039295-0.00094792i,0.0017015-0.00075794i,0.00082421-0.0003068i,0.00077246-0.00038328i,0.0006446-0.00013539i,0.00034793+9.7014e-05i,-6.4249e-07-0.00069346i,0.00021518-0.0015323i,0.00045566-0.0010674i,0.00083498-0.00045404i,0.00094783+0.00044095i,0.00018373+0.00063129i,-0.00013412-0.00033013i,0.00010263-0.0010226i
0.0011362-0.00056396i,0.00059761-0.00031221i,1.9244e-05-6.1828e-05i,4.0925e-05-0.0011594i,-0.0010734-0.0021963i,-0.0027673-0.002137i,-0.0024669-0.0014085i,-0.0010632-0.0010594i,-0.00056426-0.00061261i,-4.384e-05+5.6729e-05i,0.000598-0.00029415i,0.00095803-0.0010139i,0.00048229-0.00085478i,-0.00028557+0.00020265i,-0.00010672+0.00044762i,-0.00037364+6.8157e-06i,-0.00024067-0.00015551i,0.00061905-9.4656e-05i,0.0011358-0.00065261i,0.0013192-0.00079779i,0.00021815-0.00013872i,-0.0010021+0.00040023i,-0.00086945+0.0002858i
0.00056872+0.00020192i,-0.00030421+0.00044079i,-0.0011167+0.00018719i,-0.0017997-9.4967e-05i,-0.002122-0.00052942i,-0.002762-1.1711e-05i,-0.0025207+0.0002579i,-0.00058381+0.00037311i,0.00056705+0.0010739i,0.00044641+0.001044i,0.00072733+0.00070602i,0.00044384+6.8433e-05i,0.00052809-0.00074599i,0.00099943-0.0012034i,0.00058314-0.00098525i,7.5175e-05-0.00058315i,0.00034491-0.00057829i,0.0008088-0.00044594i,0.00069715+0.00025708i,0.00046627+0.0006421i,-7.6329e-05+0.00019735i,-0.00061076-4.0409e-05i,-0.0005942+0.00063552i
0.0002491+0.0006306i,0.00098684+0.0011003i,0.0013977+0.00088018i,0.000873+0.00022902i,0.00026465-0.00092264i,-0.0013996-0.0015045i,-0.0018875-0.0005665i,-0.00057072-0.0002726i,0.00030495-0.00016817i,0.00092341+0.00040522i,0.00069359-0.00015078i,0.00038991-0.00026232i,0.00070602+0.00053375i,0.00011864+0.00031351i,-0.00055557+0.00015996i,4.3063e-05+0.00023832i,0.00030353-0.00026128i,0.00051126-9.334e-05i,0.0010065+0.00031758i,0.00041104+0.00010049i,-0.00036091+6.937e-06i,-0.00049355-0.00018503i,-0.00067154-0.00030799i
-0.00044018+0.00023427i,-7.7038e-05-0.00023404i,0.0010385-0.0005239i,0.00075165-0.0013715i,-0.00064474-0.0026506i,-0.0018678-0.0022145i,-0.0018416-0.00055887i,-0.00023115+0.00025936i,0.00072319+0.00014688i,0.00091098+0.00029623i,0.0010444+0.00068239i,0.00039417+0.00051547i,-4.1479e-05+0.00019609i,0.00020807-0.00015619i,-0.00034085+0.00015233i,-0.00087755+0.00074166i,-0.00072889+0.0009053i,3.0558e-05+0.00043011i,0.00035728-6.7005e-05i,-0.00056116-0.00041949i,-0.0011277-0.00021561i,-0.00037706+0.00019802i,0.00047269+0.00017201i
-0.0013141-0.0015427i,-0.00062265-0.0007387i,0.00011321-0.00040023i,-0.00070815-0.0011635i,-0.0011486-0.0013462i,-0.0013121-0.00091412i,-0.0012423-0.00034802i,-0.00030353+4.1347e-05i,0.00042552+0.00025078i,0.00034133+0.00072048i,-6.6492e-05+0.00056354i,0.00016398+0.00023426i,0.0007073+0.00055612i,0.0012442+0.00094106i,0.0013733+0.00054211i,0.00072305-0.00034466i,0.000289-0.00075489i,-0.00041154-0.00083451i,-0.00046361-0.00017108i,0.000104+0.0001469i,-0.00026166-0.00019897i,-0.00055325+0.00035182i,-7.9351e-05+0.00060082i
-0.00034751-0.0020751i,-0.00043272-0.00065686i,-0.00066007+0.00087639i,-0.0019246+0.0011123i,-0.0027114+0.0010257i,-0.0022881+0.0011305i,-0.0015572+0.00084682i,-0.00072947+0.0002981i,-0.00043657-5.5908e-05i,-0.00013529-0.00023329i,0.00036448-0.00016194i,-0.00020352+0.00068685i,-0.00057692+0.00061748i,0.00035525-4.1696e-05i,0.00094076-0.00043376i,0.0008534-0.00057428i,0.00063348-0.00024503i,0.0007669-0.00023574i,0.00092996-0.00018043i,0.00055253+0.00050502i,0.00031977+0.0004924i,0.0003724-0.00011108i,0.0001737-0.00034862i
0.00090076+0.0024282i,0.00086316+0.0012549i,0.0023587-0.00080475i,0.0021311-0.0017109i,-2.2078e-06-0.0021469i,-0.0019958-0.0020192i,-0.002091-0.00077098i,-0.00046639+0.00016938i,0.001065-8.202e-05i,0.0012161-3.9708e-05i,0.00033364+8.55e-05i,0.00019214-0.00019596i,0.00088455-0.00028652i,0.0012397-9.3219e-05i,0.00069063-0.00024985i,0.00012935-0.0011087i,-0.00038562-0.00047605i,-0.00076781+0.00055007i,-3.935e-05+0.00012957i,-2.2202e-06-0.00026036i,-0.000486-0.00043191i,4.8373e-05-0.00023921i,0.0003157-0.0001629i
-0.00040535-0.00012181i,-0.00069923+0.00026577i,-0.00010811+0.0003963i,-0.00010711+7.1533e-05i,-0.00145-0.00072315i,-0.0023831-0.0017066i,-0.0018075-0.0014572i,-0.00022789-0.0010269i,0.00084791-0.00035937i,0.0013046-0.00061167i,0.0012524-0.00096463i,0.00011561-7.2575e-05i,-0.00035484+0.0001273i,-0.00019534+0.00041194i,0.00031235+0.00074291i,0.0012387+0.00082243i,0.0010378+0.00075228i,0.00061589+0.00012681i,0.00015869-0.00059902i,0.00015967-0.00084744i,0.00028542-0.00063065i,-0.00013626-0.0011991i,-0.00036617-0.0015192i
-0.0013674+0.00017382i,-0.00036303-0.00011068i,0.00079989+0.00024726i,0.0014823+0.00050022i,0.00013741+0.00022504i,-0.0012765-0.00058723i,-0.0015426-0.00040792i,-0.0011811+7.8676e-05i,-0.00028586+6.3257e-05i,0.00067872+0.00014867i,0.00048009+0.00071149i,0.0001028+0.00096327i,-0.00035053+0.00091275i,-0.0006458-0.0001056i,-0.0008629-0.00065402i,-0.00071327-0.0004214i,-0.00032506+0.00063202i,8.4001e-05+0.0012734i,0.00075849+0.00040427i,0.00066878-0.00050632i,-0.00027518-0.00088283i,-0.00032234-0.00070409i,1.133e-05-0.00036481i
0.00056972+0.00060336i,0.00075936-0.00031061i,0.00094362-0.0016313i,0.00032823-0.0013758i,-0.0010177-0.00080372i,-0.0021795-0.00074857i,-0.0026437-0.0003584i,-0.0013555+0.00044205i,-0.00052276+0.00087655i,-0.00064889+0.00068057i,-0.0007873+0.00025826i,-0.00088656-0.00019062i,-0.00058501-0.00050695i,-0.00062907-0.00079858i,0.00017093-0.00056793i,0.0010797-0.00015271i,0.00057584-0.00011334i,0.00018989-0.000531i,0.00055428-0.00098445i,0.00054111-0.00080244i,5.9736e-05-0.0001307i,-0.00042586+2.0505e-06i,-0.00073993-0.00020638i
-0.0016207+0.0012923i,-0.00069747+0.0016581i,-0.0004006+0.0018509i,-0.0008687+0.00072189i,-0.0013333-0.0010648i,-0.0017522-0.0013097i,-0.0021621+0.00029791i,-0.001563+0.00035622i,-0.00056138-6.6023e-05i,0.00051915+2.196e-05i,0.00053121-0.00077109i,0.00012595-0.0014174i,-0.00015051-0.0014875i,-0.00048586-0.0014396i,-0.00047563-0.00055434i,-0.0003494+0.00043335i,-0.00024908+0.00075934i,-6.6617e-05+0.00073635i,3.1286e-05+0.00015313i,0.00051088+0.00017948i,0.00055036+0.00012379i,0.00026774-8.9576e-05i,-0.0003191+0.00052508i
5.1307e-05-3.3678e-05i,-0.00030684+0.00027148i,0.00086344-0.0011109i,0.00091915-0.00246i,0.00019608-0.0021572i,-0.00079258-0.00086825i,-0.00072765+0.00040343i,-0.00027132+9.4851e-05i,-0.0011145-0.0010601i,-0.0010767-0.0012229i,-0.00026268-0.00055652i,0.00026134+0.00040537i,8.1955e-05+0.00051856i,7.8703e-05-0.00015907i,0.00070529-0.00082725i,0.00068807-0.00109i,0.00030709-0.0010051i,0.00074375-0.00065066i,3.9099e-05-8.5967e-05i,-0.00092595+0.00013991i,-0.00077819+0.00057264i,-0.00033023+0.00012345i,-0.00027927-0.00011902i
0.0010534-0.0027327i,-0.00051533-0.0025943i,-0.00066591-0.0025766i,-0.00086066-0.0024372i,-0.0018324-0.0023428i,-0.0025228-0.001439i,-0.0025865+3.2312e-06i,-0.0014997+0.00013742i,-0.00014254+4.803e-05i,-9.1056e-06+0.00014598i,-0.00029716+0.00065866i,-0.00080147+0.00088085i,-0.0004498+0.00033569i,0.00039715-0.0003295i,0.00089135-0.00050505i,0.0011054-0.00042139i,0.00058682-0.00049799i,0.00037486-0.00037709i,0.0007765+0.00011659i,0.00085035+0.00077483i,9.5184e-05+0.00061132i,-0.0004517+0.00048071i,-0.00060117+0.00074796i
-0.00027683-0.001911i,0.00010091-0.00083522i,-0.00024008+3.6492e-05i,-0.00050423-0.00072533i,-0.0012488-0.00091937i,-0.0019941+0.00035857i,-0.002217+0.00055722i,-0.0017973-4.3172e-05i,-0.0002086+0.00038757i,0.00047362+0.00082268i,-7.099e-05+0.00015929i,-1.1426e-05-0.00067431i,0.00040932-0.0015471i,0.00075485-0.0013327i,0.00059301-0.00015341i,0.00056537+8.9829e-05i,-3.7154e-06-0.00022882i,-0.00032589-0.00021066i,9.2725e-05-0.0002309i,-0.00028698-0.00048069i,-0.0010942+0.00018025i,-0.00068906+0.00012735i,0.00031277-0.00035378i
0.0018207+0.0013606i,0.0014577+0.00050109i,0.00099662-0.001368i,0.0015354-0.0025826i,0.00026033-0.0030244i,-0.0019681-0.0029614i,-0.0027722-0.0015204i,-0.0017321-0.00040573i,0.00042075-0.00030114i,0.0011356-0.0005971i,0.00058451-0.0005873i,-0.00028208-0.00042734i,-0.00098237-0.00070731i,-0.00085496-0.00058949i,0.00037206-0.00036315i,0.00065645-0.00022005i,-0.0003519+0.00023363i,-0.00042094+9.3409e-05i,0.00013581+7.5402e-05i,0.00031929+0.00038556i,0.00029698+0.00046897i,-0.0002868+0.00050641i,-0.00036959-0.00014237i
-0.0010794+0.0019834i,-0.0010504+0.0022961i,-0.0013398+0.0011447i,-0.00098181-0.00010708i,-0.00058401-0.0010086i,-0.00124-0.00079196i,-0.0022263-2.7488e-05i,-0.0011867+0.00033844i,7.3463e-06-0.00026907i,0.00024907-0.00012255i,0.00014493-0.00015016i,0.00042001-0.00030262i,0.00044911-0.00010244i,-0.00020601-0.0004804i,4.6248e-05-0.00066454i,0.00027918-1.1454e-05i,0.0001621-4.6835e-06i,3.4701e-05+9.886e-05i,0.00027228-0.00010062i,0.0003779-0.00060787i,-0.00011916-0.00013645i,0.00075075+0.00024145i,0.0012403-2.5218e-05i
-0.0014734-0.0014749i,-0.0013492+0.00019818i,-9.4099e-05+0.00090093i,-0.00012422-0.00036229i,-0.0007086-0.0014003i,-0.00097246-0.002i,-0.0003721-0.0011576i,0.00021006+1.8497e-05i,0.00043504+0.00015982i,0.00025592-1.2437e-05i,-0.00021005-4.0017e-05i,-0.00019132-0.00013522i,0.00069371+3.2506e-05i,0.00096185+0.00066477i,-0.000259+0.00057087i,-0.0006309-0.00019523i,0.00031162-5.3331e-05i,0.00043957+0.00024972i,0.00022045-5.7982e-05i,-0.00010613-0.00038205i,-0.00034438-0.00027481i,-0.00054819-0.0001273i,-0.00027943-0.00042485i
0.001367+0.0007382i,0.0014278-0.00021767i,0.0010149-0.0011378i,0.0012946-0.0014351i,0.00054944-0.0018581i,-0.0013592-0.002042i,-0.0020632-0.00073426i,-0.0011991+0.00021788i,5.7829e-05+0.0003133i,0.0004571-0.00012741i,0.00071068-0.0002043i,0.00059433-0.00033149i,-0.00031782-0.00075626i,-0.00018156-0.00013517i,0.00091375+0.00045089i,0.00053113-0.00015554i,4.758e-05-0.00064638i,0.00028866-0.00029193i,0.00076338-0.00017093i,0.00075902-0.00060511i,0.00045035-0.00045006i,0.00045033-5.5144e-05i,0.00031622+9.0015e-05i
