-0.00038582+0.00057854i,0.0012097-0.0004227i,0.00026399-0.0012995i,-0.00078061-0.00072894i,-0.0011097+0.0013028i,-0.0010804+0.0029474i,-0.001152+0.0031419i,-0.00051154+0.0022387i,0.00068948+0.0015551i,0.0019089+0.0012311i,0.0021145+0.0006532i,0.0011212+0.00040221i,1.7925e-05+0.00056688i,-0.00048189+0.00047445i,-0.00050735+0.00020892i,-0.0003838-0.00023743i,6.6221e-05-0.00014664i,0.00045046-0.00013144i,0.00044173-0.00071648i,0.00025602-0.00065258i,0.00051182-0.00040516i,0.00036076-0.00012739i,-8.8296e-06+6.6474e-05i
-0.00035085+0.0026099i,-0.0005939+0.0024275i,-0.0010437+0.00071866i,-0.0006445+0.00064932i,0.00020463+0.0015391i,0.00037727+0.0013514i,0.00039451+0.0011046i,0.00029149+0.0009788i,-0.00013444+0.0006533i,-0.00053931+0.00040096i,-0.00042771+0.00016555i,0.000157-3.4617e-05i,0.00015004+0.00021522i,-0.00088158+0.00054284i,-0.00097627+0.00025619i,-0.00014436+0.00015854i,-0.00033016+2.5635e-06i,-0.00044235-0.00056418i,-0.00010618-0.00053975i,0.00020306+0.00050682i,-0.00018828+0.00076922i,-0.00018128-0.00038944i,0.00074024-0.00036399i
-0.00032654-0.0019095i,0.00056554-0.00054987i,1.7047e-05+0.00048053i,-0.00075737+0.00095706i,-0.00058702+0.0019676i,0.00055624+0.0020999i,0.00087381+0.00144i,0.00030599+0.0010642i,-0.00033449+0.00072092i,-0.00057282+0.00061473i,-0.00056138+0.00073887i,-0.00036857+0.00013707i,0.00014755-0.00082982i,0.00072479-0.0010333i,0.00040372-0.0011708i,0.00020713-0.0014201i,0.00083888-0.0013952i,0.0011171-0.00070055i,0.0010087+0.00034193i,0.0007749+0.00032479i,0.00066378+0.00011833i,0.00025684-3.8524e-05i,0.00025665-0.00024479i
0.00026603+0.0021625i,0.0012254+0.0012511i,0.00043297+0.00050588i,-0.00046654+0.0011435i,0.00011349+0.0023761i,0.00082734+0.0028347i,0.00076423+0.0021212i,0.00074492+0.00078208i,9.9543e-05+0.00028304i,-0.00070484+0.00022291i,-0.00031096+7.6858e-05i,9.1346e-05+0.00022861i,0.0002214+2.0881e-05i,0.00058771+0.00021588i,0.00042901-0.00013638i,0.00014916-0.00052136i,0.00020209-0.00018494i,-0.00044257-0.00024512i,-0.00094086-0.00088416i,-3.9761e-06-0.00087917i,0.00086975-0.00065526i,0.00080248-0.00065942i,0.00062918-0.0004106i
0.0014621+0.0015802i,0.0015387+0.00017451i,0.00033828-0.00064536i,-0.00070624+0.00054898i,-0.00028908+0.0019055i,0.00059299+0.0038318i,0.00053816+0.0037133i,1.3755e-05+0.0011287i,-0.00046855+0.0002169i,-0.00018478+0.00047803i,0.00072963+0.00074318i,0.00073438+0.00032806i,0.00052896-0.00066343i,0.00079738-8.7541e-05i,3.3069e-05+0.00032694i,1.737e-05-0.00025344i,0.00049766-0.00032015i,-0.0001304+2.4902e-05i,-0.00045002+0.00021947i,0.00024655+2.227e-05i,0.00091591-0.00045007i,0.0011369-0.00014998i,0.00078756+0.00068091i
-2.0126e-05+0.0017126i,0.00067547+0.0011656i,0.0013154+0.0006377i,0.0015575+0.000799i,0.0016546+0.00096969i,0.0013215+0.00081347i,0.00097749+0.00063597i,0.00029593+4.8061e-05i,2.1243e-06+0.00032213i,0.00029818+0.00074366i,0.00055083+0.00010042i,0.00059896-0.00046131i,0.0010609-0.00078155i,0.0015807-0.00020725i,0.0014273+0.00093839i,0.00065606+0.00093499i,-0.00055298+0.00027762i,-0.00040259+0.00035862i,-0.00041076+0.00059866i,-0.001066+0.00056578i,-0.00055168+0.00042313i,-0.00043982+0.00031465i,-0.00091976-0.00010862i
0.00073858+0.00082858i,-9.656e-05+0.00037851i,-0.0012305+0.00053956i,-0.00019373+0.0015918i,0.0010125+0.0026193i,0.00089031+0.003374i,0.00025408+0.0025162i,0.00066232+0.0012705i,0.00080963+0.00077545i,0.00086252+0.0010497i,0.00065847+0.00010555i,0.00018075-0.00082216i,0.0003778-0.00031634i,0.0003713+0.00059111i,-5.9649e-05+0.00069396i,-0.00032745+0.00073738i,0.00010169+0.00081565i,-0.00019766+0.00079998i,-0.00064046+0.00055089i,-0.00034997+0.00043388i,0.00053976+0.0006117i,0.0010199+0.00084116i,0.0003466+0.00053974i
0.0013668+0.0035199i,0.001066+0.0017971i,0.0018677+0.00084702i,0.0019602+0.0010549i,0.0017901+0.0010267i,0.0010715+0.00079683i,0.00012505+0.0015569i,-0.00016603+0.002549i,0.00010011+0.0025569i,0.00075891+0.0014362i,0.00092946-0.00053835i,0.00057381-0.0013732i,-7.5763e-05-0.00014336i,0.00040519+0.00055958i,0.00057124+0.00014027i,8.9351e-05+0.0010627i,0.00070019+0.0011518i,0.00084586-4.4492e-05i,0.00068191+0.00010102i,0.00092497+0.00025739i,0.00014282+7.6861e-05i,-0.00053157+0.00065671i,-0.00053956+0.00075347i
0.0015303+0.0014473i,0.0018276+0.00077391i,0.0017963+0.00023698i,0.0010276-0.00020539i,0.00052391+0.00043761i,0.00040398+0.0022242i,0.00031329+0.002205i,0.0001734+0.00083908i,0.00017781+2.1017e-05i,0.00029195-0.00013849i,0.00093228-9.653e-05i,0.0005108+9.8576e-05i,-0.00011867+0.00039601i,0.000338+0.00039015i,0.00091858-7.5191e-05i,0.00056624+0.00024367i,0.00032709+0.00048736i,0.00027072+0.00064265i,0.00018968+0.0002626i,0.00021391-0.00015677i,0.00024605+0.00021712i,0.00059906+0.00061209i,0.00067112+0.00059879i
0.0017618-0.00042237i,0.0013642+0.00059497i,-0.00027534+0.00010215i,-0.0010822+0.0013222i,-0.00060678+0.0025977i,0.00071728+0.0027585i,0.0013907+0.0016767i,0.0016334+0.00061771i,0.00091177+0.00069807i,0.00010479+0.00068797i,-0.00034008+0.00025258i,-0.00040505-0.00019192i,0.00040623-0.00016454i,0.0011316-0.00034877i,0.00086279-0.00070555i,0.00021182-0.00030206i,-0.00029986-0.00032395i,-0.00014705-0.00067851i,-6.8779e-05-0.0013826i,-6.6748e-05-0.0012547i,4.65e-05-0.00028991i,-0.00025313-0.00011922i,-0.00045987-0.00011255i
0.0013307+0.0013557i,0.00094243+0.00073144i,-0.00031316+0.00071479i,-0.00079145+0.00061665i,8.4592e-05+0.001162i,0.00089672+0.0025431i,0.00060964+0.0021482i,0.00034707+0.0009239i,0.00048105+0.0006122i,0.00010347+0.0012161i,-0.00010489+0.00089892i,0.00044809+0.00014971i,0.0013549+0.00066781i,0.0013949+0.0010226i,0.00019198+0.00059009i,-0.00033461+4.3132e-05i,-0.00037422+0.00016103i,-0.00096552+0.00026718i,-0.00034831+0.00026589i,0.00070161+0.0012637i,0.0011602+0.0011693i,0.001266+0.00030098i,0.00069348-0.00010692i
0.00043287+0.00067563i,0.0011117+0.00054808i,0.0011003-0.00019717i,0.00058004-0.00026313i,0.0011962+0.00011465i,0.0012542+0.0010318i,0.00061806+0.0012947i,0.0012207+0.00069465i,0.0011482+0.00080988i,4.8849e-05+0.00086858i,-0.00032221+0.00066728i,-0.0003024-0.00014048i,0.00044557-0.0004712i,0.0010234+0.00018594i,0.00070545+0.00021774i,0.00050284-0.00045044i,0.00022003-0.00067097i,-0.00025308-0.0003407i,-0.00077767-5.785e-06i,-0.0010076+0.0011366i,-0.00094635+0.0011952i,-0.00055603-1.9021e-05i,-0.00042287-0.00067269i
0.0011995+0.0015088i,0.0014397+0.0012679i,0.0012689+0.00037621i,0.00059854+7.1483e-06i,0.00013708+0.00049281i,0.00031309+0.0011214i,0.00054741+0.0013784i,0.00063924+0.0013064i,0.00091777+0.0010632i,0.00070363+0.0013729i,-0.00030869+0.0011752i,-0.0012653+0.00026936i,-0.0010251+0.00013992i,-0.00063165-0.00032961i,-0.00024935-0.00020484i,-1.7562e-05-0.00038077i,-0.00063372-0.00065488i,-0.000828-0.00020242i,-0.00048425+0.00021865i,0.00024777+0.0010131i,0.00068573+0.0014831i,0.00038695+0.00062089i,0.00053171-0.00022213i
0.0012092+0.00016713i,0.00029458+4.7182e-05i,-0.00036192+0.00034808i,-0.00019131+0.00020184i,0.00065151+0.0010723i,0.00057958+0.0026038i,7.6402e-05+0.0022851i,0.00050658+0.0016623i,0.00032321+0.00097556i,-0.00017975-0.00020319i,0.00024204-0.0011366i,0.000155-0.0011144i,0.0002484-0.00076376i,0.00040156-0.00095977i,-0.000426-0.001332i,-0.00059713-0.00086869i,0.00024466+0.00034198i,0.00081521+0.00029552i,0.0010093-0.00089944i,0.0007293-0.00069595i,-0.00010026+0.00028251i,-0.00038928+0.00067667i,0.00034863-0.00017053i
0.00052198+0.0011376i,0.00081513+0.00081106i,7.1942e-05+0.00049822i,-0.00038316+0.0011058i,0.00058975+0.0020625i,0.0012655+0.0022152i,0.00053468+0.0012593i,0.00020511+0.00081628i,0.00064531+0.00042597i,0.00082656+0.00064893i,0.00085161+0.00078528i,0.00045405+0.00061337i,0.00041666+0.0013876i,0.00017166+0.0015346i,-0.00029303+0.00035951i,-5.9113e-06-0.00043567i,-0.00017647-0.00031243i,-0.00033897-0.00040326i,7.6756e-05-8.349e-05i,0.00037529-0.00010174i,0.00060065+0.00013048i,0.00066824+0.00035783i,-1.3878e-05+0.00017087i
0.0018303+0.00081095i,0.00207+0.001434i,0.0015943+0.00066502i,0.00071203+0.00044902i,0.00043694+0.0016289i,0.00041978+0.0019706i,7.1445e-05+0.0020685i,4.0335e-05+0.001925i,-0.00020178+0.001337i,-0.0007063+0.00034583i,-0.0007339-0.00016839i,0.00042559-0.00014345i,0.0011966-1.089e-05i,0.000541+0.00017631i,-0.00020083+0.00033007i,2.5708e-05+0.00024682i,0.00067795+0.0002574i,0.00066093+9.5882e-05i,0.00049899-0.00016166i,0.00037118-4.36e-05i,0.0006903+0.00023381i,0.00054181+5.917e-07i,0.00010675-0.00030257i
0.00086872+0.00015085i,0.00029984-0.00030579i,-0.00093593-0.00016657i,-0.0010673-0.00028013i,-7.2843e-05+0.00043302i,0.00028886+0.0011891i,0.00045223+0.0010231i,0.00078372+0.00081306i,0.00096146+0.00086924i,0.00087907+0.0012004i,0.00085389+0.00079049i,0.0002125+0.00039644i,-0.00043264+4.1993e-05i,-9.2951e-05+9.0542e-05i,0.00021324-4.1456e-05i,0.00037793+1.3977e-05i,-7.9926e-05+0.00086911i,-0.00051329+0.0011249i,-0.00015597+0.00059449i,0.00035228+0.00036829i,9.7894e-05+0.00018056i,0.00020622+0.00031982i,0.00082799+0.00064037i
0.00091795-3.8855e-05i,0.00060787-0.00028233i,-7.8021e-05-0.00035083i,4.8496e-05+0.00046087i,0.00072204+0.00091375i,0.00083219+0.0010839i,0.00050443+0.0011088i,0.00016601+0.00055193i,0.00019922+0.00013788i,0.00026505+0.00010759i,-9.8162e-05-9.3418e-05i,-0.00034753-0.00026753i,-0.00032291-8.6739e-05i,0.000261-0.00044516i,0.00031408-0.00077611i,0.00010281-0.0011915i,-0.00019847-0.0016171i,-0.00063346-0.00070533i,-0.00074031+0.00079464i,-0.00054943+0.0010166i,2.3896e-05+0.00059929i,0.00031379-0.00018876i,-0.00020248-0.00040784i
-0.00025188-0.00085737i,0.0006489-0.0013493i,0.00035505-0.0024591i,0.00026839-0.00082554i,0.00045466+0.001647i,0.00020126+0.0024222i,0.00035342+0.0019924i,0.00061354+0.0013032i,0.00068594+5.2595e-05i,-0.0002046-5.7921e-05i,-0.00031879+0.00046588i,0.00017676+0.00022805i,-0.00030495-0.00046234i,-0.00021045-0.0011661i,0.00014912-0.0013359i,-4.7349e-05-0.00064674i,0.00013417+7.0894e-05i,-0.00038313+0.00057573i,-0.001023+0.00032975i,-7.5384e-05-2.5829e-05i,0.00080372-0.00022578i,0.00029931-0.00038682i,-0.00032032+1.3441e-05i
6.8594e-05+0.00067237i,0.0015247+0.00094147i,0.0018018+0.0012038i,0.0010397+0.0016143i,0.00081825+0.0022676i,0.001149+0.0026662i,0.0011554+0.0021258i,0.00061727+0.0014104i,-0.00026051+0.0011069i,-0.00019401+0.00017128i,0.0011201-9.8384e-05i,0.0013893-0.00013055i,5.8589e-05-0.00034129i,-0.0003501-0.00054643i,-6.0297e-05-0.00068126i,4.5601e-05-0.0001215i,0.00030279+0.00071537i,0.00017426+0.00076321i,0.00064446-0.00064074i,0.00064357-0.001023i,-0.00032477+6.8188e-05i,-0.00030596+0.00057574i,0.00063204-0.00029991i
0.0021287+0.0016168i,0.00032859+0.0014966i,-0.00081148-2.713e-05i,-0.00049843-0.00061046i,-0.00058494+0.0010086i,-0.00073885+0.0021786i,-0.0005072+0.0024927i,0.00035271+0.001963i,0.00063093+0.00061528i,0.00055574-0.00011672i,0.00033004-0.00053687i,0.00010011+6.5124e-07i,-0.00027741+0.00029329i,-0.00020353+3.8463e-05i,-0.00056381+9.5274e-06i,-0.0012929+0.0002571i,-0.00068164+0.00012625i,-0.00034004-0.00011502i,-0.0004348+0.00085428i,-0.00026341+0.00065039i,1.7604e-05+0.00024775i,4.0297e-05+0.00022502i,-0.00012018-0.00014512i
0.00055244+0.00075839i,0.00087264+0.0015139i,-3.2336e-05+0.00081492i,-0.00069368+0.0010081i,0.00016021+0.0020475i,0.00049639+0.0020378i,0.00074713+0.0017451i,0.0010003+0.0012473i,0.00053963+0.00043161i,0.00048854-7.7301e-05i,0.00050528-0.00015331i,0.00051424+0.00040181i,0.00016603+0.00019619i,0.00034587-0.00061751i,0.0006967-0.0002632i,0.0004189+0.00036856i,-0.00031577+0.00014261i,-0.00066139-4.9349e-05i,-0.00051221+0.00062982i,-0.00053373+0.00079997i,-0.00011746+0.0004521i,0.00062692+0.00046992i,0.00051705+1.7883e-05i
0.0019747+0.0014647i,0.0017318+0.0019311i,0.0010742+0.0007543i,0.00022892-0.00014984i,0.00015627+0.00076563i,0.00060551+0.0020545i,0.00018836+0.003044i,-0.00010836+0.0026716i,-0.00036818+0.0013107i,-0.00068305+0.00044277i,-0.0009611+0.00011737i,-0.00082358-0.00028087i,-0.00021218+7.7771e-05i,0.00046952+0.00039467i,0.00056026-8.4859e-05i,0.00087382-0.00029079i,0.00070054-0.00053666i,-4.423e-05-0.00066877i,3.2437e-05+0.00020535i,0.00052452+0.00059395i,0.00056226+0.00017204i,-0.00037075+5.0766e-05i,-0.00073984-0.00033238i
0.0017054+0.0014019i,0.0031609+0.001062i,0.0024079+0.00094416i,0.00071274+0.00093429i,-4.887e-05+0.0015896i,-0.00016399+0.0015524i,-0.00020798+0.00074966i,3.0759e-05+0.00061133i,0.0001519+0.00023565i,-0.00012978-0.00014901i,0.00018755-0.00025679i,0.00022915-0.00083115i,0.0003569-0.00072135i,0.00062342+0.00011018i,0.00089844+0.00010791i,0.00078767+8.9725e-05i,0.00022838+0.00035917i,0.00026798+0.0007352i,-0.00035088+0.00043366i,-0.00096592+5.8389e-05i,-0.00046035+0.00028674i,2.0092e-05+0.00028883i,2.8677e-05+0.00028114i
0.00014439+0.00083133i,0.00040308+0.0010422i,-0.00027019+0.00099055i,0.00022731+0.0012406i,0.0012217+0.0014076i,0.0018367+0.0012412i,0.00096538+0.00098749i,-0.00014586+0.0012448i,-0.00019309+0.0012812i,0.00040091+0.00067784i,0.00055425-0.00093264i,0.00056845-0.0018587i,0.00049904-0.0013237i,3.3134e-05-0.0014212i,0.00021938-0.0015496i,9.195e-05-0.00064178i,-0.0006577+0.00072316i,-0.00033613+0.00048561i,3.0959e-05-0.00046624i,-0.00022802+0.00045456i,-0.00025669+0.0010952i,0.00031343+0.00077878i,0.00067806+0.00046266i
0.00075331+0.0014581i,0.00072628+0.00045621i,0.00095458-0.00056115i,0.00012372-8.713e-05i,-0.0010755+0.00060075i,-0.00079534+0.0014694i,-0.0001927+0.001894i,3.4742e-05+0.001222i,0.0008183+0.00077502i,0.0005537+0.00011872i,-0.0002806-4.1528e-05i,-0.00065322+0.00049011i,-0.00039501+0.00062548i,0.00015616+0.00054619i,0.00037794-3.6762e-05i,-2.0665e-05-0.00037035i,-0.0005463-0.00047193i,-0.00094984-0.00022723i,-0.0010472+0.00024689i,-0.0017233+0.00069041i,-0.0018+0.00079392i,-0.00043044+0.00063175i,0.00084607+0.00054688i
0.00054255+0.00061464i,0.0018107+6.3655e-05i,0.0013548+0.0001431i,3.5598e-05+0.0018031i,-0.00084536+0.0021955i,-0.00060773+0.0018786i,0.0003298+0.0016438i,-1.5206e-05+0.0012644i,-0.00020378+0.0011638i,0.00018726+0.0010146i,0.00029508+0.00051444i,-2.5275e-05-1.038e-05i,-4.1543e-05-0.00026635i,0.00015556-0.00079537i,0.00013784-0.0012875i,-7.7457e-05-0.00051021i,-0.00041917+0.0003792i,-0.00046297-0.00012565i,-0.000166-0.00014968i,0.00027141+0.00031377i,0.00016347+0.0006069i,-4.5338e-05+0.0007232i,-0.00046105+0.0010622i
0.00042831+0.0010628i,0.00073656+0.0017855i,0.00090333+0.00076588i,0.00049807+0.00036882i,0.00010837+0.00094058i,-0.00019456+0.0012463i,0.00010157+0.0018092i,0.00068694+0.0014717i,0.00057431+0.00038503i,0.00013567+0.00043394i,-1.6693e-05+5.3457e-05i,-9.3492e-07+0.00010411i,-0.00089121+0.00044701i,-0.0006959+0.00016296i,0.00077274-0.00030875i,0.0013329-0.00020716i,0.00038248+3.9958e-05i,-0.00080602-0.00012491i,-0.00086657-0.00034858i,-0.00011367-0.0004895i,0.00018889+0.0001824i,0.00016161+0.0006714i,0.00035582+0.00061296i
-0.00051885+0.00095451i,-0.0010893+0.00017572i,-0.0010153-0.00040193i,-0.0001754+0.0002421i,0.00090836+0.0014742i,0.00062985+0.0016938i,-0.00056356+0.0016057i,-0.0003999+0.0014031i,0.00040195+0.0011868i,0.0002211+0.00081517i,8.3298e-05+2.6526e-06i,-0.00038231-6.207e-05i,-0.00031205+0.00090619i,-0.00023333+0.00084265i,-7.1919e-05+5.3879e-05i,-0.00030359-0.00067473i,-0.00023977-0.0013821i,1.8118e-05-0.00079068i,-0.0007591+0.00013427i,-0.0011143+0.00027597i,-0.00034019+0.00012223i,-7.5852e-05-3.2704e-05i,-0.0002139-0.00025925i
0.0020916+0.0023516i,0.002069+0.0017007i,0.0017956+0.0001168i,0.0011924-0.00023233i,0.00071566-0.00012859i,0.00082069+0.0008301i,0.00015598+0.0016766i,-0.00013438+0.001835i,-4.7669e-05+0.0012855i,0.00057452-0.00012256i,0.001097-0.00077222i,0.00024104-0.00011659i,-0.00010116+8.7127e-05i,0.00050301+0.00010736i,0.00087462+0.000749i,0.00074453+0.0012791i,0.00034528+0.0015064i,-3.4051e-05+0.0011266i,-0.00031074+0.00055368i,-0.00048049+0.00084591i,-0.00077056+0.00060707i,-0.00099566+6.3664e-05i,-0.00022685+0.00013667i
0.00025544+0.0015774i,0.0010376+0.001533i,0.000883+0.00029765i,0.00022999-0.00015007i,0.0005582+0.0016143i,0.00052351+0.0029302i,5.417e-05+0.0021842i,0.00036378+0.0010146i,0.00032879+0.00096509i,-3.8814e-05+0.00070136i,0.00022341+0.0005801i,0.00028725+0.00063838i,3.705e-05+0.00021357i,0.00027718+3.6513e-05i,0.00047172+0.00026625i,-2.7885e-05-0.00011126i,-0.00022385+0.00013802i,-0.00022195+0.00013264i,-0.00017959-0.0010201i,9.707e-05-0.00033988i,0.00015722+0.0012683i,5.0215e-05+0.0016851i,0.00015375+0.00059223i
0.00013052+0.0019578i,4.4227e-05+0.0013519i,0.00080271+0.0014281i,0.0015773+0.0015486i,0.0019245+0.0011936i,0.0015514+0.00046359i,0.00039989+0.00089793i,-0.00032054+0.00070905i,-0.00012128-0.00072667i,0.00061838-0.00072835i,0.0012844-1.2692e-05i,0.0016947+0.00023334i,0.0014459+0.00028922i,0.00022723+0.0004139i,-0.00017579+0.00010702i,0.00051966-0.00022466i,0.00055775-0.0002876i,-7.247e-05-2.5399e-06i,-3.2938e-05+0.00046795i,0.00010152+0.00062385i,0.00028941+0.00047042i,0.00098607+0.00063126i,0.0004711+0.00055745i
-0.00037488+0.00041469i,-0.00093371+4.917e-05i,-0.0010797-3.7463e-05i,0.0002614+0.00047262i,0.0013553+0.0016597i,0.0013541+0.0021344i,0.00089388+0.0013954i,0.00069344+0.00081668i,0.00073038+0.00085543i,0.0006729+0.00061513i,0.00057272+0.00014801i,9.7655e-05-0.00020545i,-6.7996e-05-0.00075762i,0.00031394-0.0006075i,-1.6134e-05-0.00051132i,-0.00072716-0.0010027i,-0.00037047-0.00089734i,0.00031788-0.00040453i,0.00051186-0.00012788i,0.00053511+0.00039757i,0.00049416+0.00085156i,0.00011804+0.00033473i,4.7277e-05-0.00038497i
0.00093896+0.0018217i,0.00091556+0.00025779i,0.00060843-0.00017834i,-0.00047671+0.00045566i,-0.00059155+0.00087431i,-0.00095008+0.0013326i,-0.0013356+0.0027346i,-0.00017216+0.0028027i,0.0006784+0.0019554i,0.001495+0.00094948i,0.0018343+0.00056507i,0.00023477+0.00082607i,-0.0002724+0.0005046i,0.00010657+0.00064913i,-2.4028e-05+0.00069163i,0.0004808+0.00018935i,0.00031945-0.00015323i,9.7385e-05-1.2536e-05i,-0.00031737+0.00052174i,-0.00071146+0.0007725i,-0.0007747+0.00082382i,-0.00058046+0.00033676i,-0.00014432+0.00046365i
-0.00011106+0.0014294i,0.0011397+0.001102i,0.0014927+0.0016424i,0.0014362+0.0024033i,0.0014631+0.0025237i,0.0017251+0.0016065i,0.0012245+0.0009079i,0.00040679+0.00011679i,8.8903e-05-0.0003084i,0.00046492-0.00058886i,0.0013695-0.00073204i,0.0011746-0.0007126i,-0.00014038-0.00020795i,-0.00031639+0.00021489i,0.00023931+1.7171e-05i,-5.5649e-05-2.5327e-05i,-0.00013776-0.00070661i,-0.0004489-0.0012086i,-0.00084849-0.00039977i,-0.00037785-9.6999e-05i,6.2556e-05+3.0016e-05i,-0.00015044+0.00078118i,8.2041e-05+0.00078387i
0.0015867+0.0018186i,0.001204+0.00023758i,0.00032357-0.0013619i,-0.00068057-0.00045148i,-0.0010966+0.0013104i,-0.0011997+0.0030502i,-0.00051567+0.0035932i,0.0001341+0.0019907i,0.00019379+0.00067622i,0.00017921-9.4e-05i,-8.086e-05-0.00036299i,-0.00012919+0.00018604i,0.0004784+0.0005313i,0.0010315+0.00051755i,0.00023024-0.00033782i,-0.00077653-0.0005439i,-0.00050828-0.00033008i,4.6858e-05+0.00016254i,-0.00038201+0.00069573i,-0.00077637+0.00040253i,-0.00060812+0.00029342i,-0.00077124+0.00034193i,-0.00043322+0.00030828i
0.00083567+0.0010798i,0.0013597+0.00022922i,0.0014597+0.0012933i,0.00080819+0.0018828i,0.00066419+0.0018282i,0.0004425+0.00139i,-0.00023576+0.0012222i,-0.00012344+0.0010143i,-0.00026184+0.00049352i,-0.0003387+0.0001923i,-1.9132e-05+0.00012367i,-0.00017074+0.0001303i,-4.141e-05-5.071e-05i,0.00046329-0.00034455i,0.00017772-0.00053428i,-0.00032221-0.00036605i,-0.00069161-0.00032388i,-2.8291e-05-0.00042161i,0.00043511-0.00012815i,0.00032183-6.5072e-05i,0.00032452+0.00021784i,-8.1582e-05+0.00078552i,-0.00040367+0.00085458i
0.00023299+0.002293i,-0.00052998+0.00169i,-0.00056103+0.00027113i,-0.00054913+0.00060433i,-0.00087551+0.0010978i,0.00010854+0.0020005i,0.00089067+0.0024621i,0.0008708+0.0015157i,0.0013998+0.00071627i,0.0014981+0.00018174i,0.0007505-3.7297e-05i,0.00072543-0.00031132i,5.4691e-05-0.00020724i,-0.00036589+0.0001877i,-0.00036487+0.00026358i,-0.0002488+0.0003872i,-0.00041968+0.00042347i,-0.00038453+0.00045209i,-4.895e-06+0.00026111i,-7.2623e-05-0.00076797i,-5.3327e-05-1.0506e-05i,5.1905e-05+0.00069647i,0.00036189+0.00010053i
0.00045347+0.00093263i,0.0014899+0.00053085i,0.0016818-0.00012004i,0.001249+0.00090812i,0.00081365+0.0018121i,-7.1821e-05+0.0015731i,-0.00046027+0.00098234i,-0.00035102+0.0010593i,-0.00020445+0.0011848i,0.00043162+0.0003885i,0.0010201-0.00064932i,0.00059486-0.00079202i,0.00024763+0.00035254i,0.00020204+0.0011242i,-0.00037156+0.00070212i,-0.00039171+0.0003644i,0.00013056+0.0003604i,0.00031348-0.0001083i,-0.00027294-0.00042926i,-0.00083539-0.00081485i,-0.00021873-0.00095501i,-0.00025409-0.00066941i,-0.00037977-0.00045385i
0.00074791+0.0013739i,0.0003007+0.0015835i,0.00089093+0.0019423i,0.0014981+0.0019958i,0.0016854+0.0017709i,0.0011026+0.0015569i,0.0004389+0.0013977i,0.00054895+0.001445i,1.3403e-05+0.0017739i,0.00013404+0.0011603i,0.00081896+4.079e-05i,0.00062541-0.00031031i,1.0731e-05-0.00020181i,0.00015818-0.00031462i,6.7002e-05-0.00090848i,-5.8222e-05-0.0012388i,0.00052271-0.0005545i,0.00085312+0.00076109i,0.00073632+0.0010747i,0.00020057+0.0014959i,-0.0007038+0.0014154i,-0.0012707-4.7159e-05i,-0.00034207-0.0011331i
0.0005028+0.0017808i,0.00051769+0.00073518i,0.0012837+5.5072e-05i,0.00068132+0.0010197i,0.00039049+0.0015779i,0.00029057+0.0018762i,-0.00033084+0.002752i,0.00016837+0.002076i,0.0008494+0.001337i,0.00069756+0.00061847i,0.00021834-0.00023956i,1.6668e-05-0.000183i,-7.3214e-05+0.00010286i,0.00010907+0.00038723i,-0.00012544+0.00082299i,-0.00028267+0.00045013i,-0.00070755-0.00065422i,-0.0010781-0.00086041i,-0.00071718-0.0001715i,-0.00034505+0.00026422i,-0.00040569+9.9032e-05i,-0.00011998+7.6664e-06i,8.0886e-05+0.0004612i
0.00052092+0.0022907i,0.00073235+0.00075857i,0.00075741-0.00068833i,-0.00029686-0.00019522i,-0.00034431+0.0012452i,0.00035276+0.0020242i,0.00019815+0.0024365i,0.00037878+0.0023842i,0.00090701+0.0017869i,0.00075031+0.00064372i,-0.00015537-3.3249e-06i,-0.00052649-3.505e-05i,-0.00035025+0.000502i,-0.0012115+0.00074024i,-0.0011627-8.6822e-05i,-0.00019178-0.00024812i,-0.00040012+0.00030061i,-0.00092359+0.00048522i,-0.00070598+0.00062315i,-0.00088083+0.00061649i,-0.00014438+0.00016794i,0.00089515+9.1156e-05i,0.0010308+0.00016558i
0.0021766+0.00095571i,0.0018847+0.0015027i,0.00087955+8.0395e-05i,-0.0005711-0.00015883i,-0.0012986+0.00054576i,0.00037608+0.0017072i,0.0010717+0.0024522i,0.00027687+0.0023795i,0.00029627+0.0015382i,0.00013942+0.00022376i,-0.00030552-5.3028e-05i,-9.2159e-05+0.00043538i,0.00011475+0.00031885i,0.00019132+0.00018612i,0.00051367-0.00017718i,0.000598-0.00014778i,0.00037457+9.7884e-05i,-0.00024507-0.00032997i,-0.00089988-0.00052464i,-0.0013147-6.5553e-05i,-0.0018381+0.00059104i,-0.0015025+0.00046509i,-0.00093678-0.00016168i
0.00099692+0.0014073i,0.00093267+0.00098105i,0.00074471-0.00047958i,0.00043995+0.00012602i,-0.00015735+0.0012196i,-0.00060513+0.0021594i,-0.00059531+0.0019325i,0.00018627+0.00063697i,0.00075637+0.00032184i,0.0011296+0.00069173i,0.0010535+0.00063368i,0.00068521+8.6022e-05i,0.00049748+1.2701e-05i,-6.4608e-05+2.9719e-06i,-0.0011227-0.00060812i,-0.0016582-0.00087328i,-0.0011672-0.0004542i,-0.00066012-0.00027034i,-0.00049812-0.00043416i,-0.00078812+0.00019507i,-0.0012028+0.00026851i,-0.00048611-7.7807e-05i,0.0003133+8.1293e-05i
