-0.0016956+0.0016275i,9.409e-09+0.0011195i,-0.00057986+0.0010373i,-0.0011264+0.00154i,-0.0010366+0.0028092i,-0.0001074+0.0033172i,0.00057264+0.0028911i,-0.00015509+0.00161i,-6.6367e-05+0.00022689i,-0.00019973+0.00017963i,1.8297e-05+0.00048553i,7.2033e-05+0.00019898i,-0.0003729+0.00015054i,-0.00093424+0.00028532i,-0.00072301+0.00052094i,-0.00017492+0.00059846i,6.65e-05+0.00057651i,-1.6941e-05+0.00024552i,0.0003358-0.00020204i,0.00036398-0.00019527i,-0.00034951-0.00041481i,-0.001065-0.00032367i,-0.001184+0.00045284i
0.0011331-0.0005027i,0.00035283-0.00017813i,0.00025768+0.00066795i,0.00034228+0.0010071i,-0.00023432+0.0013391i,6.5285e-05+0.0025892i,0.00038924+0.0030905i,-0.00071682+0.0018555i,-0.0008358+0.00027076i,-0.00044424-0.00017834i,-0.00083873-0.00026882i,-0.001287-0.00041141i,-0.0010455-0.00081863i,-5.4934e-05-0.001305i,0.0011027-0.0010318i,0.001414-0.00051924i,0.00075315-7.589e-06i,0.00056211+0.00036073i,0.00092651+0.00034888i,0.0001093-0.00049982i,-0.00027967-0.00065407i,3.1288e-05+0.00035769i,-4.4743e-05+0.00044361i
0.0001965+0.00026512i,0.00018691+0.0015233i,-0.00025521+0.0015157i,-0.000426+0.00053523i,-0.00036568+0.00022402i,-0.0010909+0.00028568i,-0.0015801+6.0592e-05i,-0.0013287-0.00033156i,-0.0013787-2.634e-05i,-0.0014446+0.00079214i,-0.0013252+0.00073106i,-0.0012487+0.00025506i,-0.0013954+4.5695e-05i,-0.0007857-0.00053708i,0.00037492-0.0010908i,0.00080064-0.00090668i,0.00098677-0.0012589i,0.0010342-0.0014322i,0.0001846-0.0013186i,-0.00055713-0.001503i,-0.00015593-0.0010379i,0.00012437-0.00080811i,-0.00017616-0.00046079i
0.00092201+0.0020472i,0.0016432+0.00061184i,0.0022746-0.00027307i,0.0025832-8.4947e-05i,0.00095715+0.00064518i,-0.00024587+0.001208i,0.00011634+0.00096404i,6.3938e-05+0.00029946i,-0.001212+0.00019452i,-0.0016736+2.1887e-05i,-0.0010487-4.4595e-05i,-0.0005094-0.00045116i,-0.00037053-0.000534i,-0.0007337-0.00063734i,-0.00074011-0.00052658i,0.00014256+0.00056806i,0.00023839+0.0011336i,-0.00059208+0.00069628i,-0.00064263-4.0789e-05i,0.00031345-0.00015843i,0.00058872+0.00024996i,8.4034e-05+0.00054899i,-3.1273e-05+7.109e-05i
-0.0029852-0.00063586i,-0.0027211+0.0018849i,-0.0022111+0.0030892i,-0.0019109+0.0041568i,-0.0012831+0.0040532i,-4.5588e-05+0.0028563i,0.0004449+0.0015828i,0.00035122+0.0006031i,-7.997e-05+7.4213e-06i,-0.00022121+8.2325e-05i,-0.00031409+0.00011374i,-0.00020824-0.0008339i,0.00038804-0.00072247i,0.00090247-0.00062697i,0.00051822-0.00081816i,0.00010013-0.00028065i,-0.00018889+5.6063e-05i,-0.00084545-1.3582e-05i,-0.00070904-2.6782e-05i,9.2583e-05-0.00044554i,0.0001464-0.00037582i,-0.00047041+0.00056612i,-0.00049355+0.00083095i
-0.00010183-0.0012361i,0.00013504-0.00082681i,0.00068559-0.00025498i,0.00047975+0.00027794i,-0.00051518+0.0013007i,-5.1144e-05+0.0017885i,0.001119+0.0010932i,0.00066817+0.00052942i,-0.00023708+0.00018701i,-0.00094197+0.0004815i,-0.00094427+0.00076745i,-0.00016608+0.00016977i,0.00016373-0.00039338i,0.00023707-0.00078561i,-0.00042552-0.00072397i,-0.00016648-0.00047669i,0.00045732-6.9852e-05i,-2.9365e-05+0.00042032i,-0.00035278+0.00048049i,-0.00041605+0.00022744i,-0.000175+0.00043949i,-0.00050599+0.00038238i,-0.00055605-6.3734e-05i
0.00088943+0.00035979i,0.002059+0.00023219i,0.00069554+0.00053938i,-0.00088707+0.00099655i,-0.0014246+0.0011419i,-0.00048214+0.0017801i,0.00059442+0.0016212i,7.9098e-06+0.00027662i,-0.0010919-7.9658e-06i,-0.000985+0.00026984i,-0.00039284+9.2776e-05i,0.00010149+0.00012885i,0.00083797-5.0643e-05i,0.0011969+0.00072919i,0.0011817+0.0015562i,0.00037222+0.00029122i,-0.00023217-0.0011868i,-2.8504e-05-0.00062271i,-0.00043849+0.00075142i,-0.00059468+0.00096059i,-0.0001069+0.00038678i,-0.0002589-0.00074385i,-0.00051371-0.0016007i
-0.00046468-0.0014504i,0.00036666+0.00028978i,-0.0001587+0.00088255i,-0.00040127+0.00054042i,-0.00021647+0.0012026i,-0.00038548+0.0023914i,-0.00097879+0.0019437i,-0.00071555+0.00042001i,-0.00013537-0.00088334i,-0.00025602-0.001008i,-0.00027974-8.18e-05i,-0.00056097+0.00023951i,-0.00012672-0.00026678i,0.00032193-0.00071407i,-8.3181e-05-0.00042168i,-0.00029524+0.00019821i,8.3352e-05+0.00067256i,0.00053799+0.00080197i,0.00019891-0.0001837i,0.00034887-0.00068123i,0.00077762+0.00010512i,0.00042726+0.00027988i,-4.187e-05-9.0056e-05i
-0.00046958+0.0014229i,-0.0013774+0.0015636i,-0.0014429+0.0019139i,-0.00087743+0.0021692i,-0.00030086+0.0022771i,-0.00093322+0.0025395i,-0.00062386+0.0014615i,-0.00020133+0.00012092i,-0.0013845+0.00023512i,-0.0014398+0.0002604i,-0.00074541+0.00079518i,-0.00054349+0.00056633i,-0.00089152-0.00035947i,-0.00079127-0.00026975i,-0.00059353-0.00049322i,-0.00031125-0.00040361i,-0.00039638+0.00034124i,-0.00036592+0.0003181i,0.0002397-0.00015551i,0.00083734-0.00015712i,0.00032832+0.00042656i,-0.00067131+0.00062293i,-0.00055711+0.00031203i
-0.00018734+0.0010014i,0.00073124-9.6867e-06i,0.0011933+0.0008882i,0.0012832+0.0016475i,0.0012039+0.0013646i,0.0001235+0.0014246i,8.2929e-07+0.0017683i,3.7077e-05+0.0015599i,-0.00061374+0.0014108i,-0.00056439+0.00094612i,-0.00016542-8.0458e-05i,-3.5018e-05-0.00052901i,4.6972e-05-0.00026013i,0.00034596+0.00080037i,0.00020342+0.0011881i,0.00022301+0.00060189i,0.00011046+0.00027607i,-0.000206+0.00043646i,0.00021156+0.00091896i,0.00074893+0.00081051i,0.00028614+2.4563e-05i,-0.00031051-7.0447e-05i,-0.00010728-0.00029676i
-0.00023458-0.0011727i,-0.00032543-0.00015527i,-0.0017578+0.00039751i,-0.0019156+0.00038595i,-0.00082302+0.00094829i,4.0653e-06+0.0012749i,0.00047635+0.001426i,0.00032931+0.0010037i,-0.00097817-6.6962e-05i,-0.0019046-0.00026954i,-0.0010782-0.00030449i,-0.00035547-0.00047646i,-0.00066278-0.00055441i,-0.00068436-0.00063609i,-0.00048873+0.00020849i,9.9528e-05+0.00011684i,0.00015292-7.1004e-05i,5.8129e-05+0.00029841i,0.00045468+0.00012582i,-9.9477e-05-0.00010143i,-0.00021623-6.8751e-05i,-0.00018198+0.00035997i,-0.00054237-0.00018679i
0.00053836-0.00050012i,-0.0005088-0.00021466i,-0.00040273+0.00017607i,-0.00058408-0.00011828i,-0.0012739+0.00032709i,-0.001193+0.0012341i,-0.00098147+0.001254i,-0.00097725+0.00041104i,-0.00092032+0.00010359i,-0.0010007-0.00046008i,-0.0015407-0.00043855i,-0.0019232+0.00026466i,-0.00098787+0.00011127i,-0.00020557+0.00018985i,-4.8163e-05+6.3338e-05i,-0.00012105+0.00010704i,-0.00022821+0.00063068i,-0.00018238+0.00068879i,0.00029437+5.6044e-05i,0.00042689-0.00030547i,-0.00024956-0.0001647i,-0.00075927+0.00022253i,-0.00078085+0.00019248i
-0.001323+0.0015195i,-0.0013246+0.0020428i,-0.0014054+0.0017696i,-0.00075551+0.0018408i,-7.7614e-05+0.002948i,-0.00010399+0.00286i,-0.00030041+0.0014105i,-0.0013353+0.00049095i,-0.0017977-1.9198e-05i,-0.00083768+0.00041892i,-0.00050189+0.00066369i,-0.00075194+0.00047282i,-0.00081134+0.00019063i,-0.00053946+2.2319e-05i,5.7613e-05+0.00020971i,0.00067035-2.6278e-05i,0.00071121+0.00024042i,0.00055039+0.00069015i,0.00051678+7.8651e-05i,0.00015196-0.00019181i,0.00025973+0.00015719i,0.00029982+0.00011828i,0.00024916+0.00025409i
-0.00024623+0.0017966i,0.0016355+0.0022393i,0.0015136+0.0021309i,0.00087356+0.0016204i,0.00091902+0.0020775i,0.0007486+0.0011588i,9.8423e-05-0.00013807i,-0.00051405-0.00027315i,-0.0010682-0.00018986i,-0.0014484-0.00027155i,-0.00095671-0.00040859i,0.00032494-0.00019461i,0.0011872+0.00028866i,0.00031006+0.00076425i,-0.00069837+0.00021469i,-0.00027103-0.00026697i,-5.8494e-05-0.00064752i,-0.00076759-0.00028418i,-0.00097069-0.00040853i,-0.001107-0.00036124i,-0.0010585+0.00020794i,0.00055818+0.00043537i,0.00088945+0.00075116i
-0.00016472-0.0018546i,-0.00054064-0.0004944i,-0.0011967+0.00021817i,-0.0015387+0.00090513i,-0.0014424+0.0010959i,-0.0012438+0.0011241i,-0.00050833+0.0014665i,-0.0002677+0.00041906i,-0.00082782-0.00081705i,-0.00089613-0.00041967i,-0.00083572-1.808e-05i,-0.00029156-5.6648e-05i,7.6084e-05-0.00013186i,-1.9848e-05-3.565e-05i,-0.00020591-0.00041085i,-3.39e-05-0.00066202i,-0.00022383-0.00072062i,-0.00040608-8.8885e-05i,-0.00054937+0.00048i,0.00017349+0.0003392i,0.00062656+8.1654e-05i,2.2426e-05-0.00022932i,0.00011135+0.00050642i
0.001557+0.00026378i,0.0010785+0.00032083i,0.001505+0.00017408i,0.0016418-0.00089564i,3.7328e-05-0.00036463i,-0.0015501+0.00031858i,-0.0015838+0.00044471i,-0.00076915+0.00023152i,-0.00074261+0.0001651i,-0.0017502-0.00022609i,-0.0019717-0.00061722i,-0.0016616-0.00022192i,-0.0020491-0.00016748i,-0.0016979-0.00050109i,-0.0012179-0.00018649i,-0.0011343+0.00011215i,-0.00067066+0.00039853i,-0.00043167+0.00048398i,0.00018894+0.00039382i,0.00039911+0.00017898i,-9.3264e-05+0.00026484i,-0.00055666+0.00058063i,-0.00059852+0.00058817i
-0.0011295-8.6074e-05i,-0.001893-0.00059664i,-0.0021252-0.00035487i,-0.0022559+0.00015672i,-0.0020066+0.00062067i,-0.0020065+0.0014143i,-0.0016038+0.00091393i,-0.0007244+9.1095e-05i,-0.00066841-0.00011547i,-0.0013283-3.2587e-05i,-0.0013584+0.00031926i,-0.0010435+5.6594e-05i,-0.00062353-0.00050249i,-9.3123e-05+0.00035178i,0.00062948+0.0015474i,0.00090175+0.00094394i,0.00075836-6.6956e-05i,7.394e-05-7.7877e-06i,-7.4282e-05+0.00039957i,0.00041429+0.00036807i,-0.00011317+0.00032578i,1.0978e-05+0.00014462i,0.00075842-0.00031106i
0.0002498+0.00047209i,7.3661e-05+0.0013033i,-0.0006773+0.0012832i,-0.00048769+0.0015877i,-0.00077371+0.0026078i,-0.0011542+0.0035402i,0.00011281+0.0025766i,6.9359e-05+0.00044507i,-0.0013287-0.00057303i,-0.0017012-0.00041788i,-0.0016767+3.7402e-05i,-0.00082532+0.00018435i,1.1142e-05+0.00013498i,0.00053983+0.00028177i,0.00087593+1.7394e-05i,0.00058758-0.00061657i,0.00021632-0.00013124i,0.00060373-0.00020258i,0.00077608-0.0010913i,0.00010384-0.0010178i,-0.00073055-0.00036358i,-0.00093837+6.0317e-05i,5.359e-05-9.6914e-05i
0.00036508-0.0013354i,0.00024685-0.0011508i,-0.0002717-0.00065726i,-0.0012924-0.00014i,-0.0017421+0.00078037i,-0.001051+0.0010267i,3.8852e-05+0.00032961i,-0.00065452-0.00030933i,-0.00156-0.00075443i,-0.0014151-0.00037178i,-0.00046989+0.00044774i,-0.00077026+0.00046969i,-0.00075528+0.00034707i,-0.00028589-0.00018761i,-0.00039284-0.00095593i,-0.00051158-0.00076182i,-0.00084517-0.00033103i,-0.00025366+0.00027218i,-0.00016931+0.00028419i,-0.00016096+0.00015096i,0.00058679+0.00020285i,0.00057885+0.00032485i,9.3709e-05+0.00019061i
-0.00026129-0.00067979i,-0.00066202+0.00010399i,-0.00049963+0.0015285i,-0.0014382+0.0018168i,-0.002426+0.0015392i,-0.0018385+0.0016827i,-0.00010651+0.0015555i,0.00055284+0.00068071i,-0.00018478-0.00058624i,-0.00086371-0.0006703i,-0.00116-0.00018177i,-0.0012523-0.00026189i,-0.00028166-0.00064803i,0.00060059-7.9851e-05i,0.00017314+0.00042405i,-0.00045332-0.00035456i,-0.00058314-0.00045911i,-0.00056595-2.725e-05i,-0.00022983+0.00045935i,-0.00029519+0.00051447i,-3.5789e-05+0.00022365i,8.7102e-05+0.00050753i,-9.3207e-05+0.00060837i
6.7212e-06-0.0016828i,-7.0536e-05-0.0003535i,-0.00073724+0.00036598i,-0.0013956+0.00072455i,-0.0013653+0.0017306i,-0.00069746+0.0021496i,-0.00071933+0.00096604i,-0.00073504-0.00041078i,-0.00061684-0.00076378i,-0.0010681-0.00033177i,-0.0014681-0.00054529i,-0.00072266-0.00095096i,0.00041974-0.00026426i,0.00054909+0.00034696i,0.00019369+0.00067565i,0.00029671+0.00060927i,-1.6597e-05+0.00028959i,0.00025968+0.00013415i,0.0011148+0.0004708i,0.0010677+7.1006e-05i,0.00070897-0.00044509i,0.00072132-0.00015104i,0.00093458-0.00072734i
-0.00062545-0.00047362i,0.0001676+0.0015931i,0.00094364+0.0022547i,-0.00066892+0.0016491i,-0.0016096+0.0022872i,-0.00082877+0.0036431i,0.0001962+0.0026468i,0.00024461+0.00039549i,-0.0010722-0.00055316i,-0.0013387-0.00081688i,-0.00080648-0.00011328i,-0.00090124+0.00013938i,-0.00096085-0.0003048i,-7.0986e-06-0.00017059i,0.00060189+0.00014818i,0.00034831-7.5989e-05i,0.00057599-0.00070735i,0.00029971-0.00030059i,-0.00041616+0.00023646i,-0.00050828-9.1224e-05i,-0.00018032-0.00069235i,0.00023226-0.00031692i,0.00020422-0.00015613i
-0.0017066+0.0012406i,-0.00032423+0.0018294i,0.00035069+0.0019582i,0.00036537+0.0014336i,0.0004737+0.00090978i,0.00017824+0.00017721i,-0.00069537+4.1716e-05i,-0.00047842+0.00013411i,-0.0001067-0.00013675i,-0.00023304-0.00051305i,-0.00020797-0.00037113i,2.287e-05+0.00010515i,0.0001421+0.00030171i,0.00022917+0.00035564i,0.0012661+0.00027037i,0.0016456-0.00033422i,7.8963e-05-0.00087089i,-0.00056556-0.0010358i,-0.00024406-0.00024245i,-0.00017756+0.00016114i,-0.00021842+0.00028002i,-4.8559e-05+0.00041724i,6.8433e-05+0.00081606i
-0.00095775+0.00089834i,-0.0002088+0.0024713i,0.00026586+0.0028766i,-0.00030009+0.0022344i,-0.0013144+0.0018072i,-0.0017124+0.0021759i,-0.0011535+0.0014341i,-5.4588e-05-5.4483e-05i,0.00020289-0.0010991i,-0.00056473-0.0012741i,-9.84e-05-0.00057901i,0.00015117-0.00032593i,-0.0007717-0.00066713i,-0.00045282-0.0009273i,-0.00042065-0.00025402i,-0.0001967-0.000135i,0.00046163-0.00045422i,0.00047474-0.00095927i,0.00064577-5.9614e-05i,0.00060665+0.00014635i,0.00058652-0.00062519i,0.00013278-0.00055315i,-0.00011984-0.00040621i
-0.0011807+5.6822e-05i,-0.0015388+0.00063735i,-0.0015003+0.0016312i,-0.0010292+0.0021661i,-0.00133+0.0026342i,-0.0010726+0.0021487i,-0.00055766+0.00037791i,-0.00070264-0.00056656i,-0.00090134-0.0006139i,-0.00082098-8.2085e-05i,-0.00012074+0.00054824i,-2.4615e-05+0.00049699i,-0.0006597+9.6193e-05i,-0.00044867-0.000178i,-7.8591e-05-0.00010119i,0.00023867-0.0005187i,0.00046276-0.00070423i,0.00032532-0.00032596i,0.00025911+0.0001439i,0.00014786+0.00057272i,0.00053933+0.00049835i,0.00081973+0.00046487i,0.00048873+0.00082764i
-0.00057625+0.0008703i,0.0011131+0.00053122i,0.001763+0.0015785i,0.0008487+0.0011265i,7.5914e-05+0.00041487i,0.0001048+0.00053567i,5.7269e-05+0.00047343i,-0.00031325+0.00053381i,-7.8626e-05+9.6961e-05i,0.00029403+0.00021449i,-0.00030717+0.00018672i,-0.00065844-0.00043193i,-0.0008627-0.00082378i,-0.0011395-0.00077087i,-0.0011755-0.00031119i,-0.0015887+0.00025584i,-0.0012032-9.6537e-05i,5.6223e-05-0.00071942i,0.001009-0.00045538i,0.00033161+0.00015614i,-0.00020858+0.00071723i,-0.00049923+0.00081534i,-0.00037422+0.0003082i
0.00018516+0.00039588i,-0.0013614+0.00063298i,-0.001119+0.0016861i,-0.00097917+0.0012779i,-0.0013372+0.0011449i,-0.00041261+0.0024983i,0.00041426+0.0016565i,0.00030091-7.6942e-05i,-0.0008918-0.00059735i,-0.0015463-0.001364i,-0.00055019-0.00098474i,-0.00030989-0.00049812i,-0.00046183-0.00017328i,-0.00020593+0.00068128i,-0.00028339+0.00063309i,-0.00049271+0.00039715i,-0.00067527-0.00029852i,-0.00022801-9.2507e-05i,-2.2692e-06+0.00086752i,-0.00017747+0.0011783i,5.8442e-05+0.00067963i,0.00044491+8.2691e-05i,0.00096578-5.9853e-07i
0.0009088-0.00039993i,1.3947e-05+7.6203e-05i,-0.00070824+0.00073286i,-0.0010911+0.0012023i,-0.00089284+0.0010537i,-0.0007512+0.0013469i,-0.00048455+0.00011094i,-0.00065054-0.00093407i,-0.0012631-0.0012603i,-0.00099214-0.0010647i,-0.00026529-0.00077538i,3.2792e-06-0.00074014i,-0.00010251+0.00010608i,-0.00029956+0.00051005i,1.6763e-05+0.00017568i,0.00047264+5.9628e-05i,9.7632e-05-0.00019624i,-0.00062133+4.1642e-05i,-0.00053333+0.00059801i,-0.0005073+0.0010799i,-0.00076209+0.0014165i,-0.00078536+0.0006021i,-0.00014245-7.8723e-05i
0.0011428-0.00020742i,0.0011889-0.0019457i,0.0013027-0.001279i,0.0010916+0.00023055i,0.00061032+0.0012014i,-0.00026458+0.0019034i,-0.00037344+0.0014312i,2.6985e-05+0.00010667i,-0.00071815-4.295e-05i,-0.0013292+0.00015464i,-0.0014921+0.00070658i,-0.0017115+0.00094831i,-0.00080309+0.00057899i,0.00038596+6.9994e-05i,0.00028583-0.00010398i,6.3568e-05+4.4808e-05i,-5.214e-05-0.00052825i,-0.00041381-0.00059623i,4.5729e-05+0.00037223i,0.00012666+0.00018974i,-0.00035397+0.00020603i,-0.00023006+0.00058541i,0.00013112+0.0001528i
-0.00070859+7.8231e-05i,-0.00067694+0.00077231i,-0.0013209+0.0011992i,-0.0009952+0.001491i,-0.00057427+0.0013541i,-0.00032845+0.00058903i,8.0524e-05+7.9394e-06i,-0.00011502+0.0002595i,-0.00097458-0.00028318i,-0.0013234-0.0010053i,-0.00074284-0.0002095i,-0.0010084+0.00032852i,-0.0012478+0.00038262i,0.00036542+0.00093327i,0.0010718+0.00096217i,0.00027589-0.00025735i,-0.00028944-0.00066852i,-0.00039914-2.4897e-05i,-0.00035914+0.00024485i,0.00010234-0.00012223i,0.00089825-0.00011988i,0.00036426-0.00024459i,-0.00059303-0.00074756i
-0.0014836-0.00035622i,-0.0021441+0.00079571i,-0.0014683+0.0015122i,-0.00098921+0.0018477i,-0.00076822+0.0018683i,-0.00072272+0.0020501i,-0.0010859+0.0019351i,-0.0008141+0.00075179i,-0.00094585-0.00014851i,-0.00070455-5.6096e-05i,0.00021007+0.00032222i,0.00020955+0.00046898i,-0.00081071-9.7639e-05i,-0.0012628-0.00069853i,-0.00090911-0.0009857i,-0.00097263-0.0005284i,-0.00093049-0.00041476i,-0.00042528-0.00025062i,-0.00075582+0.00053093i,-0.00095275+0.0008826i,0.00016159+0.00052659i,0.00057449-9.6312e-05i,-0.00042193-0.00075367i
0.00076104-0.00011508i,0.0008404-0.0001055i,-0.00016731-6.2444e-05i,-0.00087266+0.00079496i,-0.00039865+0.0019636i,5.7672e-06+0.0019843i,0.0007166+0.0018328i,0.0012023+0.0010114i,0.00012058+0.00029486i,-0.0011277+0.00054174i,-0.0010286+0.00060714i,-6.6747e-05+0.0005533i,-0.00020878+0.0006862i,-0.00055318+0.00018718i,-0.00087535-0.00024327i,-0.00025695-0.00061711i,-2.0256e-05-0.00017851i,-0.0013105+0.00012653i,-0.0016341-1.8743e-05i,-0.00093727+0.00063513i,-0.00020779+0.00059808i,-8.3723e-05+0.00043436i,0.00022841+0.00099893i
-0.0025024-0.0006577i,-0.0022399+0.00016237i,-0.0023519+0.0008527i,-0.0020787+0.0014077i,-0.0014028+0.002192i,-0.00038628+0.0019966i,0.00023578+0.00096052i,-0.00035217+0.00021044i,-0.0013018+0.00030402i,-0.0018186+0.00084526i,-0.00078531+0.0005172i,0.00026662+0.00030709i,0.0004668+0.00072709i,-7.2749e-05+0.00083092i,-0.00042192+0.00058799i,-0.00040289+0.00019588i,-0.00021667+0.0001389i,0.00014503+0.0004688i,0.00015247+0.00016075i,0.00037956-3.9407e-05i,0.00093322+4.0695e-05i,0.00068889-3.7758e-05i,7.0783e-05-0.00021414i
-0.0021015+0.00010529i,-0.0014585+0.00088943i,-0.0012488+0.0018102i,-0.0017937+0.0024844i,-0.0010303+0.0027188i,-7.6133e-05+0.0018566i,0.00031604+0.0012541i,-0.0006579+0.00082388i,-0.0017792+1.3762e-05i,-0.0015898+0.00054318i,-0.0012847+0.00049047i,-0.00055733-0.0003824i,0.00025724-0.00021734i,0.00028357+0.0002661i,2.3448e-05+0.00027168i,-0.00036105-0.00047927i,-0.00034446-4.5905e-05i,-0.00016468+0.00034231i,0.00057817-0.00014258i,0.0010078-0.00021962i,0.00049176+0.00034459i,9.7803e-05+0.00055695i,-0.00017172+0.00021668i
0.00068486-0.00042451i,-0.0011424-0.00082111i,-0.00218-0.0012412i,-0.0024295-0.00073605i,-0.0013291+0.00083559i,-0.0010998+0.0017725i,-0.0012994+0.0010515i,-0.00077178-0.00034275i,-0.0010265-0.00061441i,-0.00098559-0.00052415i,-0.00095747-0.00018862i,-0.00043553+9.4726e-05i,-0.00052464-0.00019452i,-0.0009082-2.069e-05i,-0.00051429-0.00038513i,-0.00026189-0.0010192i,-7.6512e-05-0.00053613i,-0.00018403+0.0001178i,-0.00041863+0.00025289i,-0.00073113+0.00040962i,-0.00046697+0.00034802i,-0.00036239+0.00022366i,-0.00016939-0.00030312i
0.0011694-0.0014535i,-0.00085703-0.0014051i,-0.0015524-0.00063884i,-0.001548+0.00087701i,-0.0021723+0.0012971i,-0.002048+0.0015173i,-0.0011082+0.0012723i,-0.00085272+0.00047953i,-0.0019222+0.00033894i,-0.0026811+0.00096772i,-0.0025318+0.00043805i,-0.001244-0.00047777i,-0.00075213-0.00092189i,-0.00055084-0.00077002i,0.00045995-0.00047223i,0.0014582-0.00021566i,0.0011519+0.00041099i,-0.00034696+0.00075311i,-0.0011783+0.00097472i,-0.0010021+0.0010626i,-0.00052874+0.00082301i,-0.0002954+0.00019681i,-0.000262+4.4188e-05i
0.00025749-0.00099335i,0.00027502-0.00095945i,-0.00058401-0.0012701i,-0.0012817-0.0005704i,-0.0017892+0.00077723i,-0.0011152+0.0018807i,-0.00028508+0.0006931i,-0.00035061-0.00047046i,-0.00058617-0.00074569i,-0.00080968-0.00085211i,-0.0011011+0.0002934i,-0.0013211+0.00059277i,-0.0011092+8.3728e-06i,-0.00020288-0.00021009i,0.00076364+1.9092e-05i,0.00056432-7.0221e-05i,0.00030033-0.00047014i,-2.1582e-05-5.8288e-05i,-0.0003511+0.00026425i,3.038e-05+7.9848e-05i,0.00017032+3.2124e-05i,-0.00014509+1.2489e-05i,-0.00096048-0.00012039i
-0.0011377+0.00069174i,-0.00016315+0.00069875i,0.0003514+0.001647i,-6.8356e-06+0.0018776i,8.6849e-05+0.0017477i,-0.00014386+0.0021208i,0.00044495+0.0016825i,0.00044673+0.00015362i,-8.1574e-05-0.00047028i,-0.00061734-0.00040042i,-0.0013412-0.00032168i,-0.0012019-0.00047067i,-0.00066501-5.8062e-05i,-0.00089428+0.00017918i,-0.00049636-0.00023218i,-0.00014888-8.8841e-05i,0.00035229+0.0005303i,0.00084464+0.0010706i,0.00046677+0.00088609i,-0.00010774+0.00051976i,-0.0003735+0.00074397i,1.8323e-05+0.00026905i,-0.00020083-0.00031i
0.00022123-0.0012208i,-0.00068988-0.0015097i,-0.0010739-0.00083861i,-0.0017772-0.0004059i,-0.0022741+0.00086361i,-0.0014396+0.0019151i,-0.00067705+0.00096092i,-0.00057058+9.419e-05i,-0.00052606-0.00087762i,-0.0012404-0.0014449i,-0.0019752-0.0010318i,-0.001378-0.00043347i,-0.00022743-4.9849e-05i,0.00040105-0.00046172i,0.0005429-0.00097304i,0.00042092-0.0012271i,5.9004e-05-0.00092838i,-0.00032192-7.8665e-05i,-0.00031552-0.00040489i,0.00029305-0.00051013i,0.0003479+0.00019081i,-0.00083188-3.647e-05i,-0.00098564-0.00047663i
-0.00048948+0.00018098i,-0.00058197+0.00028269i,-0.0010449+0.00046621i,-0.0015376+0.0012141i,-0.0015219+0.0014734i,-0.00098661+0.0017464i,0.00030724+0.0018176i,0.00046208+0.0015673i,-0.00063252+0.0013777i,-0.0018897+0.00075658i,-0.0018814+0.00034435i,-0.00078623+0.0001862i,0.00043277+5.9422e-05i,0.00072555+4.042e-05i,0.00043451-0.00010985i,0.0001869+0.00011029i,-2.2693e-05+0.00037506i,-0.00017193-0.00013369i,-6.4106e-06-0.00020229i,-0.00042482+0.00059998i,-0.001141-3.4164e-05i,-0.00061483-0.0004675i,-0.00017463+0.00061648i
-0.00079675+0.0010173i,0.00011744+0.0017912i,0.0011107+0.0029174i,0.0012104+0.0030005i,0.0010083+0.0022279i,0.00046726+0.0015008i,-6.0619e-05+0.00071855i,-0.00020166+0.00055683i,-0.00056272+0.00096029i,-0.0010537+0.00071704i,-0.0011729-0.00062624i,-0.00066995-0.0019972i,0.00020793-0.0022923i,0.00036506-0.0016513i,0.00033654-0.00084143i,0.00089525-6.6432e-05i,0.0010019-3.5832e-05i,0.00017826-8.8276e-05i,-0.0007012+0.00048229i,-0.00046882+0.00057118i,-0.00015903+0.00079844i,-0.00026639+0.00072576i,-0.0010197+3.4268e-05i
-0.00020107+0.0019249i,0.00028786+0.0017371i,0.00034571+0.0019059i,6.5271e-05+0.0014528i,-0.00059827+0.00053826i,-0.0014496+0.00017672i,-0.00093379+0.00066445i,-0.0003671+0.00075228i,-0.00091476+9.5562e-05i,-0.0011282-0.00048665i,-0.00093844-0.00019572i,-0.00059705+0.00035737i,-0.00037209+0.00032278i,-0.00015603-0.00038809i,1.1909e-05-0.00012574i,8.9394e-05+0.00064079i,0.0006298+0.00018704i,0.00077488-0.00090219i,0.00068366-0.0011999i,0.0005267-0.00062965i,-0.00036644+0.00077907i,-7.1378e-05+0.0011382i,0.00064361+0.00032327i
0.00035032-0.0016119i,-0.00055531-2.6266e-05i,-0.00056241+0.00023625i,-0.00069457-0.00055762i,-0.0010457+0.00021706i,-0.0010113+0.00061052i,-0.00053874+0.00049178i,-0.00051407+5.4683e-05i,-0.00094808-0.00043958i,-0.0012121-0.00026484i,-0.0016124+0.00027974i,-0.0016537+0.00060976i,-0.00090841-5.1781e-05i,-4.1848e-05-0.00038501i,0.0005123-0.00042527i,0.00021111-0.0011366i,-0.0002181-0.00035715i,-0.00057848+0.00014022i,-0.00061407-0.00020308i,-0.00032025+0.00059601i,-0.00085978+0.00093422i,-0.0012973+0.00052126i,-0.00037728+0.00035222i
