0.00035545+0.00073394i,-0.0006822+0.00067315i,-0.0017904-0.00063748i,-0.00228-0.0018479i,-0.0025964-0.0015004i,-0.0028066+0.00023143i,-0.0027937+0.0013879i,-0.0014815+0.00064135i,0.00021302-0.0003985i,0.00053255-0.00066511i,0.00010442-0.00072734i,0.00010351-0.00046615i,0.0010083+0.00031696i,0.00095628+0.00060215i,9.4903e-05+0.00033025i,-0.00024651-0.0001607i,-0.00052364-0.00020098i,-0.00063667-0.00023179i,-0.00071518-0.00054537i,-8.2604e-05-0.00032204i,0.00098985+0.0001088i,0.00034954-0.00011486i,-0.00038223+4.6129e-05i
3.0794e-05+0.001205i,5.2201e-05+0.00060704i,-0.00042919+0.00069095i,0.00023839+0.00091946i,0.00085228+0.00039379i,0.00078861-0.00039754i,0.0013443-0.00029813i,0.0010866-6.076e-05i,-3.5284e-05+0.00020469i,-0.00046258+0.0007722i,-0.00051302+0.0007415i,-0.00072381+0.00094255i,-0.00064835+0.00092818i,-0.00094004+0.00079955i,-0.00044977+0.00054148i,0.00076623-6.463e-05i,0.00076383-0.00024468i,0.00017786+0.00012547i,7.8877e-05-7.4791e-05i,0.00046409-0.0003417i,0.00096367-0.00056059i,0.00076536-0.00080271i,0.00053796-0.00079908i
0.00085788+0.0013519i,0.0014349+0.00052469i,0.0010236-0.0001217i,0.00082464+0.00059864i,-4.3797e-05+0.00071036i,-0.00080547-7.1934e-05i,-0.00089517-0.00032943i,-0.00035514-0.00046192i,-0.00021315-0.00045922i,6.9376e-05-1.3325e-05i,0.00010027+0.00054334i,-0.00010826+0.00048118i,0.00026114-0.00018466i,-2.547e-05-0.00023819i,-0.00030751+0.00024069i,-0.00059591+5.2518e-05i,-0.00034292-0.00053197i,0.00016763-0.00065556i,0.00048052-0.00020679i,0.0011186+0.00014601i,0.00053489-0.00015359i,-0.0004623-0.0012766i,-0.0005071-0.0010574i
0.00093805+0.0023173i,0.00040947+0.0017609i,-3.5578e-05+0.0017482i,-0.00063341+0.0010396i,-0.00080271-3.2808e-05i,-0.00056668-0.00010471i,-0.00094033+0.00017611i,-0.00033592-0.0004099i,0.00034234-0.0010154i,0.00033917-0.00057734i,-9.5059e-05+0.00028038i,-0.00035985+0.00028711i,-3.546e-06-0.00028054i,-0.00018421+1.379e-05i,-0.00010897+0.00022379i,-4.4041e-05-0.00017384i,-0.00022418-0.00047137i,0.00012648+8.4558e-05i,0.0004536+8.3279e-06i,0.00012791-0.0001378i,-0.00034237+0.00049291i,-0.00014502-0.00011689i,0.00014629-0.00056632i
-0.0017387+0.00053633i,-0.0023177+0.0010254i,-0.0014489+0.0013714i,-0.00031635+0.0014707i,0.00035096+0.00096332i,0.00058167+0.0004988i,-0.00051351+0.0001485i,-0.0017468+0.00029432i,-0.001+5.8818e-05i,-0.00016152+7.1464e-05i,0.00011249+0.00022063i,0.00093796+0.00014908i,0.0007685-0.00018037i,0.00027255-0.0002873i,0.00046186+0.00015191i,0.00015502+0.00088452i,-0.00017486+0.00076683i,0.00012883+4.3913e-05i,0.00094594-0.00024438i,0.00043884-0.00062991i,-7.884e-05-0.00069113i,5.6472e-05+1.7607e-05i,-0.00018779+0.00045361i
0.0024227-0.0011027i,0.0018904-0.0003762i,0.0015938+0.00032381i,0.0010562+0.00022956i,-8.082e-05-8.9327e-05i,-0.00076979-4.1735e-06i,-0.00082039-0.00085242i,-0.00034266-0.00098249i,4.8629e-05-0.00062156i,-1.0419e-05-0.00075095i,0.00030809-0.00053089i,0.00060178-0.00024044i,0.00084206+6.8925e-06i,0.0007464+0.00049931i,1.4717e-05+6.2682e-05i,0.00030767-0.00087955i,0.00097547-0.0010665i,0.00063914-0.0013516i,-0.00044435-0.00032733i,-0.0011832+0.00094433i,-9.1579e-05+0.00061424i,0.00068637+3.2145e-06i,-5.3502e-05-0.00030509i
0.00073474-0.0011244i,-0.0012472-0.00064665i,-0.0024611-0.00051639i,-0.0022604-0.00012104i,-0.0019922+0.00094365i,-0.0015293+0.00022106i,-0.0010215-0.0004908i,-0.00065897-0.00060052i,-0.00013116-0.00044943i,-0.00018609-0.00014685i,-0.00059023-0.00052256i,-0.00032051+0.00021919i,0.00028811+0.00032709i,0.0010618-0.00036026i,0.0013589-0.00015825i,0.0008038-0.00021051i,-0.00050108-0.00074927i,-0.00081802-0.00065386i,0.00018585-9.382e-05i,-5.8555e-05+0.00017301i,-0.00011862+4.7389e-05i,0.00032671+0.00017757i,-8.0394e-05+0.00072503i
-0.0011552+0.0011734i,-0.00039049+0.00097517i,0.00036719+0.0015641i,0.00035326+0.0011812i,0.0006868-0.00046636i,0.00044151-0.00036387i,-0.00061622-0.00041955i,-0.00098199-0.0011546i,-0.00064832-0.0012801i,-0.00058532-0.00018657i,-0.00035936+0.00048092i,3.3594e-06+0.0010622i,-0.00017061+0.00070514i,-0.00084344-0.00051215i,-0.00083065-0.00047964i,0.0002784-0.00021791i,8.7648e-06-0.00030399i,-0.00047638-0.00063302i,-4.4953e-05-0.0012907i,0.00040852-0.00074204i,0.0005184-3.4326e-05i,0.00012333+0.00082819i,0.00016299+0.00075007i
-0.00041781-0.00010444i,-0.00055054-0.00036476i,-0.00039786+0.00014595i,0.00070039+0.00058957i,0.00081743+7.585e-05i,-0.0004919-0.00073904i,-0.001223+0.00027256i,-0.0010429+0.00085911i,-0.00063265+0.00022864i,-0.0001108-0.00045998i,0.00051236-0.00097867i,0.00041683-0.00093524i,-0.00039009-3.4933e-05i,-0.00046773+4.3129e-05i,-0.00052716-0.00011056i,-0.00071498+0.00092788i,-4.4941e-05+0.00079133i,0.00048841-0.00022562i,0.00020338-0.00076765i,-0.00013038-0.00071215i,-0.00026589-0.00023777i,-0.00052678-0.0001279i,-0.00033682+7.7924e-05i
0.00032974-0.00023558i,0.0010227+0.0013096i,0.001454+0.0022222i,0.0011353+0.0023853i,0.00061155+0.0014601i,0.00034093+0.00034989i,-0.00022859-0.00033482i,0.00010611-0.00075476i,0.00044867-0.00015389i,-0.00019909+0.00067337i,-0.00050856+0.00061326i,-0.00020873-1.9616e-05i,0.00023009-8.3075e-05i,0.00046292+1.5237e-05i,-4.0322e-05-0.00021262i,-0.00029663-0.00050008i,2.2697e-06-0.00010798i,0.00022236+0.00011448i,0.00026001+6.1932e-05i,0.000569-4.937e-05i,0.00085626-0.00054811i,0.00026789-0.00077001i,-0.00022628-0.0010936i
-0.00043063-0.0011743i,-0.0015404-0.0015173i,-0.0025507-0.0011477i,-0.0022405-0.0012545i,-0.0012102-0.00095786i,-0.00063202+9.0076e-05i,-0.00041971+4.7361e-06i,-8.8654e-05-0.00086323i,-0.00030953-0.0015822i,-0.00080363-0.001955i,-0.0008658-0.00059106i,-0.00031678+0.00061201i,0.00020471+0.00044263i,0.00024716+3.9516e-05i,0.00036411-0.00014207i,0.00014901-0.00031677i,-0.00031077-0.00087344i,0.0007104-0.00096839i,0.0012515-0.0007423i,0.00061081-0.00045907i,-8.4436e-05+0.00025186i,-0.00043295+0.00078273i,0.00023109+0.00094361i
0.00060966-8.7865e-05i,0.0015959+0.0012396i,0.0021365+0.0011706i,0.0010725+0.0010149i,-8.6151e-05+0.0006663i,-0.00018322-3.0163e-05i,-0.00018394-0.0005338i,0.00014787-0.00084207i,0.00062118-0.00066941i,0.00026939+7.2012e-05i,-0.00024685+0.00079068i,1.6347e-05+0.0011653i,0.00011964+0.00057987i,0.00026636+0.00051703i,0.00029662+0.00071266i,0.00032193+0.00044645i,9.351e-05-1.6259e-05i,0.00025487-7.8845e-05i,0.0007487-0.00034626i,0.00048382-0.00059287i,-6.3217e-05-0.00068611i,-0.00060738-0.00029975i,-0.00086393+0.00023275i
-0.00044+0.00068393i,-0.0011487+0.00016398i,-0.0010311+2.845e-05i,-0.00057865-0.00047674i,0.00034383-0.0010808i,-0.00019719-0.0012192i,-0.0010796-0.00072482i,-0.00017676+0.00052858i,0.00086482+0.0009697i,0.00047621-9.9283e-05i,-0.00066129-0.0010846i,-0.0010997-0.00065947i,-0.00086184-0.00053538i,-0.00082159-0.00053581i,-0.00076938-0.00029153i,-3.0891e-05-0.00037543i,0.00025114-9.6431e-05i,0.00041124+0.0003542i,0.0005973+0.0001695i,0.00022021-0.00038113i,-5.4462e-05-0.00053195i,-0.0001277-0.00071816i,0.00015861+0.00010354i
0.00034948+0.00099777i,0.00027242+0.00088862i,-0.00016737+0.00078707i,-0.0003901+0.00099926i,-0.00063304+0.00080275i,-0.00063408+0.00086595i,-0.00084435+0.0003051i,-0.00090336-0.00026533i,-0.00057784+0.00012809i,-0.0005346+0.00033382i,-0.00026074+0.00037187i,0.00058339+9.7753e-05i,0.00041142-0.0002105i,-0.00033364-0.00026028i,0.00035463-0.00026006i,0.001084-0.00047538i,0.00084429-0.00056112i,0.00092764-9.3573e-05i,0.0014455-0.0001842i,0.0018653-0.00070443i,0.0011573-0.00060635i,0.00029123-7.2459e-05i,2.5425e-05+7.4617e-05i
-9.7749e-05-0.002967i,-0.00032346-0.0016005i,-0.0012719-1.0379e-06i,-0.0019632+0.0011593i,-0.0022668+0.0012527i,-0.0011999+0.0010769i,8.0479e-05+0.00041579i,2.3904e-06-0.00036917i,-0.00053118-0.00074925i,-0.00073656-0.00019183i,-0.00053547+0.00043891i,-0.00034907+0.00017088i,0.00039662+3.0495e-05i,0.00071886-0.00012601i,0.00063867+9.5453e-05i,-7.7059e-05+0.00034672i,-0.00091731-3.1363e-05i,-0.00077793-0.00039531i,0.00029891-0.00066418i,0.00058584-0.00032222i,-0.00027848+2.1396e-05i,-0.00055841-0.0005177i,-0.00048147-0.0011882i
0.0010332+0.00044271i,0.00056806-0.00030834i,0.00072806-0.0012046i,-0.00019383-0.0004996i,-0.0013428+0.00052983i,-0.0014865-6.9355e-05i,-0.0017057-0.0014401i,-0.0016345-0.0013161i,-0.00094207-0.0005896i,-0.00074399-0.00080094i,-0.00065036-0.00083684i,-0.00034561+7.5197e-05i,-0.00039593+0.00018696i,0.00071305-0.00030246i,0.0016986-0.00083564i,0.0012257-0.00097178i,0.00030873-0.00071361i,0.00056014-0.00026539i,0.00080942+3.2088e-05i,0.00040742-0.00027413i,0.00013243-0.00050956i,-0.00029553-0.0011245i,-8.9806e-06-0.0010683i
-0.0020036-0.00084137i,-0.0025639-0.0007756i,-0.0022609+0.00054318i,-0.0012997+0.0010576i,-0.00051865+0.0002318i,-0.00014855-0.00016305i,-0.00016659+0.00047554i,-0.0012698+0.00031995i,-0.0008888+0.00037048i,0.00034693+0.00068296i,0.00040427+0.0010094i,0.00028881+0.00043838i,0.0001579+0.00014126i,0.00066106+6.4337e-06i,0.00055499+0.00014547i,1.0181e-05+0.00069283i,-6.0572e-05+0.0009586i,-6.2419e-05+0.00061653i,-0.00017636+0.00014355i,4.3293e-05-0.0001819i,0.00052471-5.4457e-05i,0.00023816+0.00044898i,-7.3715e-05+0.00034302i
0.0013941+0.0020062i,0.0014161+0.0026337i,0.00079947+0.0015203i,0.0010712+0.0003496i,0.001337-0.00023773i,0.0010386-0.00013107i,0.00035354-0.00060937i,-0.0006035-0.0014682i,-0.00079781-0.0012988i,-0.00039046-0.00096737i,0.00037861-0.00076017i,0.00083147-0.00040973i,0.0010779-0.00049332i,0.00026669-0.0001276i,-0.0003257+0.00013406i,0.00046136+0.00042273i,0.00065377+0.00028097i,0.00053909-0.000839i,0.00021123-0.00043759i,-0.00026223+0.00036292i,-0.00023019+0.00026826i,-0.00017388+0.00026116i,0.00016833+0.00015469i
0.00073706+4.1223e-06i,0.00088626-0.00040072i,0.00035718+0.00018078i,-0.00093665+0.00025345i,-0.0014395+0.0001586i,-0.00096061+0.00013812i,-0.00046873+0.00030551i,-3.8094e-05+5.7965e-05i,0.00012445-0.00040248i,-0.00029416-0.00062191i,-3.2147e-05-0.00031449i,-0.00017618+0.00018114i,8.0186e-05+0.00011369i,0.00059662+0.00012059i,0.00090282+0.00061249i,0.00079406+0.00062063i,0.00016525-0.00056482i,-0.00039547-0.0010588i,-0.00010527-0.0005096i,0.00070735-0.00019276i,0.0006354+3.0215e-05i,0.00023363-0.00011784i,0.00033878-0.000174i
0.00016664+0.00036005i,0.00066314+0.00013076i,0.00081685-0.0014368i,0.00020013-0.0016215i,0.00083106-0.00051353i,0.0012418+0.0002228i,0.00031821+0.00078086i,-0.00045658+0.00074957i,-0.00026443+0.00021342i,0.00034364+0.00036368i,-0.00015548+0.00039083i,-0.00040255-0.0002586i,-0.00055154-5.5878e-05i,-0.00067365+0.00066733i,-0.00035184+0.00049802i,-0.0005293+8.9467e-05i,-0.00013379+4.2971e-05i,0.0003336+0.00027068i,-0.00050305-7.4262e-05i,-0.001131-0.00066537i,-0.0010191-0.0003776i,-0.0004288+4.6402e-06i,-0.00019913-0.00018879i
-0.00095506+0.00025766i,-0.0020752+0.0011648i,-0.0028873+0.00079504i,-0.0021936+8.5709e-05i,-0.00089345+0.00015063i,-0.00049981+0.00017383i,-0.0004951+1.9035e-06i,-0.00029891-0.00022197i,0.0002209-0.00068445i,0.00037306-0.00019705i,-0.00024588+0.00024442i,-0.00022021+2.7779e-05i,0.00095779-0.000263i,0.0012945-0.00014942i,0.00088621+0.00025968i,0.00076389+0.00026347i,0.00064489-0.00032887i,0.00021608-0.00083857i,0.00025317-0.00065904i,3.0279e-05-0.00020278i,-0.00049303-7.2515e-06i,-0.00024354+0.00015562i,0.00023709+0.00052593i
-0.00011452+0.00017716i,0.0013347+0.0011449i,0.0010198+0.0013732i,0.00022857+0.0010943i,-0.00036452+0.00058134i,-0.00048307-0.00011987i,-0.00025567-0.00043592i,-0.00011586-0.00048257i,0.00011452-0.00032405i,-0.00023234+0.00038303i,-0.00055716+0.00036004i,-0.00017986+0.0002028i,2.4219e-05-0.00026692i,0.00012427-0.00069402i,9.1161e-05-0.00024127i,0.00045394+0.00016648i,0.00086633-0.00017118i,0.00086728-0.00052911i,0.00053439-2.0624e-05i,0.00026834+0.00059376i,0.0001323+0.0009616i,-5.2287e-05+0.0003803i,0.00011953+0.0004266i
-0.00056958+0.0023197i,-0.00012873+0.0025193i,0.0012045+0.0024817i,0.0016308+0.0025436i,0.00048728+0.0016227i,0.000108+0.00064042i,0.00045472+3.1785e-05i,-0.00014505-0.00030442i,-0.00050837+9.9454e-05i,-2.7424e-05+0.00051591i,7.373e-05-0.00019623i,0.00052425-0.00025141i,0.00076808+0.00038129i,2.8071e-05+5.121e-05i,-0.00044839-0.0011604i,0.0005-0.0011909i,0.0012491-0.00038409i,0.00061691-0.00029487i,-0.00038872-0.00032041i,-0.00048025+0.00041455i,-0.00027994+0.00070479i,4.6195e-05+0.00019728i,0.00015207+9.4155e-05i
0.00064367+0.0018148i,0.0022506+0.0023299i,0.0033254+0.0023411i,0.0025334+0.001563i,0.0009961+0.0006938i,-0.00035479-0.00045612i,-0.00099211-0.0015736i,-0.00049182-0.00094858i,-0.00048741+3.6313e-05i,-0.00043882+0.00047858i,-0.00050946-0.00013224i,-0.00038505-0.00073815i,0.00022656+3.4379e-05i,0.00037681+0.00022569i,-0.00010856-8.3135e-05i,-0.00043202+0.00010554i,8.6966e-05-0.00023198i,6.1895e-05-0.00031701i,-0.0003336-0.0003505i,-0.00061963-0.0005969i,-0.0011708-0.00066989i,-0.0003842-0.00024604i,0.00059249+7.8604e-05i
-0.0023822+0.00079171i,-0.0023805+0.001352i,-0.0024834+0.0021128i,-0.0016915+0.0018366i,-0.00091229+0.00165i,-0.00072298+0.00083078i,-0.0003987-0.0002007i,-0.00031628+3.1345e-05i,-0.00056335+0.00054621i,-0.0007839+0.00063027i,-0.00070876-3.4728e-05i,-0.00059333-0.00048969i,-0.00028248-0.0011474i,-0.00026148-0.0012288i,0.00031993-0.00054032i,0.0012946-0.00014205i,0.0014279-0.00026951i,0.0012163-0.00075708i,0.00045423-8.0526e-05i,-0.00024836+0.00023447i,0.00072885+0.00046039i,0.0010721+0.00086319i,0.00034858-0.00017769i
-0.00052223+0.0016266i,-0.00015778+0.00093891i,0.0013326+0.00023869i,0.0021289-0.00022464i,0.0015428+0.00030561i,0.00051077+0.00014018i,0.00022873+0.00021506i,-0.00052476+0.00042162i,-0.001188+0.00022528i,-0.00084249-7.7032e-06i,-0.00089131-0.00054161i,-0.00082409-8.3591e-05i,-0.00022545+0.0012744i,0.00016237+0.0012731i,4.8161e-05+0.00014235i,-0.00055139-0.00019786i,-0.00018916+0.00011733i,0.00054794+0.00055651i,5.7693e-05+0.00069894i,-0.00031506+0.00018867i,0.00018855-1.9741e-05i,0.0011872+0.00011038i,0.0014068-0.00024642i
-1.4739e-05-0.00091623i,0.00019211+0.00075977i,-0.00020102+0.001616i,1.9578e-05+0.0017617i,0.00098806+0.0014131i,0.0012752+0.00065096i,0.00022336-0.00012253i,-0.00019457+0.00015125i,-0.00046344+0.00060502i,-0.00074124+0.00064438i,0.00016403+0.00029217i,0.00097179-0.00032616i,0.00089552-0.00061529i,0.00051414-0.00049502i,0.00039385-0.00038588i,0.00029982-0.00052924i,0.00015024-0.0011252i,-2.1477e-05-0.00084842i,-0.00034508+0.00054963i,-0.00045675+0.001i,3.8734e-05+0.0003721i,0.00048767-0.00011379i,0.00049881-0.00095548i
-0.00032863+0.0012931i,-0.001181+5.5414e-05i,-0.00076521+0.0004502i,0.0002198+0.00092086i,0.00070667+0.00044341i,0.00035376-0.00016011i,0.00020933-0.00027165i,-0.0004104-0.00059817i,-0.00090821-0.00026865i,-0.00099709+0.00062598i,-0.00051877+0.00050869i,-0.00028447-0.00012738i,-0.00032265-0.00020359i,0.00050788+5.384e-05i,0.00041056-0.00013536i,-0.0001072-0.00044087i,0.00026882-1.827e-05i,0.00026931+0.0005018i,0.00036495-0.00010926i,0.00083324-0.00036437i,0.00012147+0.00044669i,0.00012099+0.00028129i,0.00069308+0.00043049i
-0.0022145+0.00048969i,-0.0016916+0.0014096i,-0.0016801+0.00288i,-0.00092114+0.0030819i,0.00045273+0.0026632i,0.00044188+0.0012536i,-0.00018654-0.00053396i,-0.00028785-0.0011394i,-0.00063273-0.0010381i,-9.7627e-05-0.0012372i,0.00041564-0.000688i,-6.4232e-06+0.00026619i,-0.00071564+0.00020794i,-0.00082028-0.0005739i,-0.00024993-0.0011305i,0.00051323-0.00078958i,0.00051261-1.436e-05i,1.0704e-05+0.00029866i,0.00039728-8.5197e-05i,0.00060728-0.00035346i,0.00099211+1.908e-05i,0.00090583+0.00028752i,0.00035208+0.00023795i
0.00050069-0.00079894i,0.00033271-0.00098876i,0.00040874-0.00041056i,-0.00032183-0.00074144i,-0.00022766-0.0014794i,-2.9197e-05-0.0013751i,-0.00053091-0.0013035i,-0.00052151-0.0010249i,-0.00022316-0.00036247i,-0.00030204-0.00021867i,-0.00097415+0.00035973i,-0.00087133+0.001089i,-1.7661e-05+0.00029407i,0.00030958-0.00048525i,-8.6482e-05+0.00011578i,-0.00025233+0.00051483i,0.00044736+0.00024291i,0.00082863-0.00039265i,0.00088924-0.00066107i,0.00097345-0.00056378i,0.00080228-0.00047081i,0.00021296-0.00050561i,-0.00010862-0.00077564i
0.0022446-0.0013962i,0.0011246-0.0010265i,0.0002849-0.0015576i,-0.00053073-0.0012188i,-0.001494-0.00022887i,-0.0011867+0.00044155i,0.00017495+0.00044478i,3.0396e-05-0.00048368i,-0.00052805-0.0015359i,7.2547e-05-0.0010951i,0.00094485-1.0434e-06i,0.0015646+0.00017383i,0.0013184-0.00014611i,0.00083099-9.4053e-05i,0.00095081-0.00017067i,0.0012293-0.00043694i,0.00081551-0.00021791i,-1.2008e-05-0.00018598i,-0.00049358-7.598e-05i,-0.00075795-5.5762e-06i,-0.00050899-0.00050565i,0.00015794-0.00045021i,0.00030954-0.00088865i
0.00025882+0.0012621i,5.6243e-06+0.0016539i,0.00051131+0.0017831i,0.00014088+0.001219i,-0.00024481+8.5385e-05i,-0.00056759-0.00078756i,-0.00095654-0.0011375i,-0.00050783-0.0013011i,0.00029445-0.00098954i,0.00012083-0.00059686i,-9.3064e-05+0.00037125i,-4.6125e-05+0.0012017i,-9.2316e-05+0.00089743i,-0.00040436-0.00012553i,-0.00032122-0.00029263i,0.00067337-3.9571e-05i,0.00092471-0.00018739i,0.00077688-0.00027765i,0.00082948-0.00017423i,0.00062828+9.4986e-05i,0.00030679+0.00042833i,-0.00013572+0.00062271i,7.1331e-05+0.00083609i
0.00041495+0.00083334i,-0.00012132+0.00053751i,-0.0007504-0.00043375i,0.00030616-3.024e-06i,0.00053309+4.5484e-05i,1.4622e-05-0.00060454i,1.2928e-05-0.00081277i,0.00045993-0.0016129i,0.00043266-0.0020569i,-0.00014512-0.00088938i,-0.00027711+5.2484e-05i,-7.0611e-05-0.00038351i,-0.00055218-0.00043652i,-0.00012118-7.8039e-05i,0.0005034+0.0004095i,0.00015967+0.00081186i,0.00066509+0.00075837i,0.00088413+7.6471e-05i,0.00046628-0.00050305i,0.00049819+6.3664e-05i,0.00089348+0.00017128i,0.00064641-0.00041443i,-7.1321e-05-6.0291e-05i
0.00042652-0.0001263i,0.00036355+0.00037696i,-0.00029862+0.0011391i,-6.0846e-05+0.00078753i,-9.297e-05+0.00064952i,-0.00070762+0.00037802i,-0.0003357-0.00069718i,-0.00012423-0.00081643i,-0.00015392-0.00045376i,0.00010914-0.0001344i,0.00021782+0.00044555i,0.00024354+0.00075626i,0.00082598+0.00085598i,0.001193+0.00074515i,0.00072172+0.00034214i,0.00015069+0.00010135i,-1.7447e-05-0.00018182i,0.00031467-0.000299i,0.00040747-0.00028949i,-6.8882e-05-0.00026531i,2.1848e-05+0.00021096i,0.00020524-0.00012595i,-0.00049258-0.00035462i
-0.00087814+0.0005263i,-0.00060494+0.00067539i,-0.00029582+0.001512i,-5.7066e-05+0.0025985i,0.0009046+0.0027511i,0.00059888+0.0012445i,-0.00020414-0.00078505i,-0.00075897-0.0010715i,-0.00093519-0.00063084i,-0.00021509-0.00020276i,0.00036336+0.00023488i,0.0012847-0.00049652i,0.0011375-0.00091392i,0.00015405-0.0003952i,-0.00031688-9.5868e-05i,-0.00039177+0.00015943i,-0.00026993+0.00036582i,-3.8517e-05+0.0001847i,0.0002162-0.00017799i,0.0003456-0.00023609i,6.2264e-05+0.00034902i,0.0006406-0.00025822i,0.0010065-0.00088358i
-0.00032797+0.0011821i,-0.0013653+0.0019732i,-0.0011318+0.0015571i,4.7487e-05+0.00046485i,-0.00021024+0.00035228i,-0.00073261+0.00043289i,-0.00056553+0.0005554i,-0.0013682+0.00025616i,-0.0014442-0.00047086i,-0.00065617-0.0009283i,-0.0001282-0.00039419i,-0.00058867+0.00031301i,-0.00085778+0.00031876i,0.00038458+0.00032001i,0.0012224+2.0209e-05i,0.0012703-0.00016579i,0.00071059-0.00017354i,0.00010829-0.00033504i,5.7582e-05-0.00050765i,0.00022107-0.0007221i,0.00015665-0.00099999i,0.00023641-0.00020679i,0.0002107+0.00022923i
-0.00035239-0.00052906i,0.00070896-0.00083416i,0.00094208-4.3256e-08i,0.0012393-0.00060595i,0.0020157-0.0010028i,0.0016386-0.0013978i,0.00053558-0.0023748i,-0.0005971-0.0014793i,-0.001193+0.0003589i,-0.00045956+0.00089125i,-0.0002426+0.00043539i,-0.00072282-4.0438e-05i,-0.00079893-0.00016383i,-0.00077831-0.00013074i,-0.00033307-4.0451e-05i,-0.00018436-4.8646e-05i,-0.00034985-0.0011581i,-7.6003e-05-0.0018743i,-0.00044657-0.00089194i,-0.0004958+0.00076278i,-0.00063884+0.0014103i,-0.00085506+0.00046634i,-0.00054979-0.0003793i
0.0027189+0.0018156i,0.0022348+0.0011605i,0.0021191+0.00042135i,0.0014022+0.0004009i,-8.5658e-05-5.9669e-05i,-0.00091258-0.00050233i,-0.00058615-0.0004188i,-0.00015738-0.00058275i,0.00011539-0.00044761i,-4.4398e-05-0.0009257i,-0.00066704-0.00091898i,-0.00061794-0.00014498i,-0.00077221+0.00084269i,-0.0011104+0.001336i,-0.00082262+0.0010298i,-0.00037628+0.00027901i,-0.00024527-0.00067977i,-0.00013227-0.00083597i,-0.00023737-0.00031705i,-0.00059851-4.7218e-05i,-0.00048096+0.00023778i,-0.00011459+1.8588e-05i,0.00029245-0.00050281i
-2.1465e-05+0.0010057i,-0.00069252+0.00088625i,-0.00088336+0.0018687i,0.00014081+0.0016024i,0.0020418+0.0012929i,0.0018884+0.0010094i,0.00068266+0.00025105i,0.00017275-0.00020143i,2.0497e-05-0.00042516i,0.00032247+0.00014792i,0.00060829+0.00053915i,0.00094297+0.0003083i,0.00052162+0.00021284i,0.00016572+9.9188e-05i,0.00019125+0.00031068i,0.00020518+0.0005512i,9.6149e-05+0.00031711i,-0.00022636-0.00025334i,0.00013127-0.00027385i,0.00059922+0.00033174i,0.00030975-0.00015704i,-0.00020199-0.00079558i,-0.00057209-0.00061707i
-0.0010238+0.0010265i,-0.00048031+0.0012089i,4.9344e-05+0.0012637i,-0.00048197+0.00068738i,-0.00054885+0.00040933i,-0.00085003+0.00088791i,-0.00045154+0.00055115i,-2.6058e-05-0.00031158i,-0.00066375-0.0004257i,-0.00072546+0.00011531i,-0.00039337+0.00097303i,-1.7861e-05+0.0012675i,0.00030997+0.001032i,-9.1715e-05+0.00059413i,0.00013431-4.8638e-05i,0.00026217-0.00029414i,-0.00026064-3.9813e-05i,-2.7425e-05-0.00036013i,-4.3254e-05-0.00091177i,4.8935e-05-0.00078318i,-3.3197e-05-0.00048225i,-0.00027859-0.00025118i,-0.0003971+0.00036642i
-0.001763-0.0016077i,-0.0016256-0.0007037i,-0.0013742+0.00041146i,-0.0009301+0.0012093i,-0.00014613+0.00085532i,0.00024869+0.00025909i,-0.00036974+3.1887e-05i,-0.00064721-0.00030873i,-0.0003818-0.00055011i,-0.00066987+0.00017602i,-0.00077421+0.00032718i,8.6391e-05-0.00073738i,0.00066666-0.00098042i,0.00050517-0.00052789i,-0.0001427+0.00026251i,-0.0004018+0.00027689i,-0.00032287-0.00046183i,-0.00043229-0.00097068i,-0.00018016-0.00049459i,7.3185e-05+0.0005454i,-0.00019649+0.00016754i,-7.6403e-06-0.00062433i,-0.00048005-0.00061692i
0.0031872-0.00041119i,0.0034282-0.00074017i,0.002621-0.0002428i,0.0016315+0.00055659i,0.00089132+0.00042133i,-0.00057824-0.00037522i,-0.0012973-0.00052387i,-0.00084719+0.00023714i,0.00019323-0.00045054i,-0.00023311-0.00040976i,-0.00059688+0.00060166i,-0.00049576+0.00075008i,-0.000309+0.00075754i,0.0001492+0.00050983i,0.00060159+0.00025952i,0.00044889+0.00013408i,0.00028069-0.00064378i,0.00049996-0.0013314i,0.0005143-0.0013916i,9.9647e-05-0.0011584i,-0.00060682-0.00093895i,-0.000615-8.7889e-05i,-0.0001078+0.0011467i
-0.00038918+0.0023798i,-0.0011892+0.0029057i,-0.00079967+0.002064i,-0.00084247+0.00084063i,-0.0011185-0.00091093i,-0.0016702-0.0020235i,-0.0018861-0.0018301i,-0.0012415-0.00066238i,-0.00044411+5.7388e-05i,-0.00043397-0.0002972i,-0.00068224-0.00067829i,-0.00071365-0.00039688i,-0.00056205+0.00041447i,0.00015533+0.0010192i,-0.00033148+0.00079181i,-0.00084151-9.9229e-05i,-5.6151e-05-0.00077977i,0.00085666-0.00052683i,0.00051446-7.5271e-05i,-3.7664e-05-0.00060922i,-0.00023782-0.0010556i,-0.00045255-0.0010922i,-0.00017242-0.00069441i
