-0.0012254+0.0003457i,0.00044259+0.00017873i,0.00064704+0.00098938i,0.0002776+0.0010746i,-0.00075516+0.0011525i,-0.00047968+0.0013258i,-4.3775e-06+0.0012864i,-0.00020541+0.001161i,0.0007896+0.00042348i,0.0017123-0.0005487i,0.0012208-0.00062127i,0.00077286-0.00029377i,0.00041747-0.00067818i,0.00039306-0.0013665i,0.00068434-0.0011734i,0.0009512-0.00090664i,0.00066363-0.00073993i,0.00047372-0.00040509i,0.00052671-0.00025316i,0.00033892-0.00013368i,0.00016696-0.00082713i,-0.00010528-0.00036188i,-0.00030479+0.00028834i
0.00026517+0.00089424i,0.0002705+0.0010467i,0.00012893+0.00052393i,0.00040335+0.00023639i,0.00069176-0.00055427i,0.001031-0.0012078i,0.00056309-0.00098073i,-0.00060443-0.00084963i,-0.000789-0.0005948i,-0.00024292-0.00098039i,-0.00025625-0.00092056i,-4.0924e-06-0.00011019i,0.00023114-4.451e-05i,0.0003712+6.9696e-05i,0.00062972+7.417e-05i,0.00053919-0.00028844i,0.00021377-0.00037465i,-0.00038555+2.3141e-05i,-0.00023838-0.00047925i,6.7926e-05-0.00062123i,6.5071e-05+2.5162e-05i,0.00030777-0.0003387i,0.0002464-0.00085654i
-0.00084496-0.00060761i,-0.00017927+0.00058584i,-0.00012407+0.0019352i,0.00040157+0.0016426i,0.0007523-0.00042064i,0.00062239-0.0017669i,5.365e-05-0.0010218i,-0.0012022+0.00012177i,-0.0011582-5.0119e-05i,-0.00029025-6.3047e-05i,0.00021969+0.00017849i,-0.00015186+0.00043232i,6.1048e-05+0.00021042i,0.00064316+9.9786e-05i,0.0004294+0.00020615i,0.00047052+0.00024887i,0.00056556+0.00046083i,-0.00020547+0.0003995i,-0.00065857-5.0045e-05i,-0.00017689-0.00075624i,0.00015341-0.00095542i,0.00026148-0.00044095i,-9.2431e-05-6.0809e-05i
0.0010128+0.0013104i,0.0010388+0.00027726i,0.0010197-0.00034301i,0.0020559-2.9829e-05i,0.0020451+0.00070132i,0.0012026-0.00014004i,0.00026765-5.2119e-05i,-0.00077455+0.00075382i,-0.00033632+0.00010797i,-0.00020752-0.00020515i,-0.00063271+1.2387e-05i,-0.00074113-0.00016779i,-0.00048491-0.00055411i,2.1164e-05-8.3633e-05i,0.000382+0.00064386i,0.00085748+0.00045512i,0.00069601-2.887e-05i,0.00027198-0.00053129i,0.00019533-0.00037503i,-0.00042865+0.00020683i,-0.00042294+0.00014362i,0.0002219+0.00040955i,0.00063827+0.00083322i
-0.00010919+0.0013001i,-0.00086032+0.0014024i,-0.00084921+0.0023322i,0.0003404+0.0021414i,0.00095732+0.0017831i,0.0003161+0.0011117i,-0.00028434-0.00032902i,-0.00038577-0.00021077i,0.00071+0.00018187i,0.00086321+0.0002256i,-9.3461e-05-4.7908e-05i,-0.00043805-8.9654e-05i,-9.0072e-05+0.00027461i,-0.00014031+0.00042086i,-2.7007e-05-3.0273e-05i,1.3984e-05-0.00022671i,8.4852e-05-0.00018075i,0.00022406+0.00049277i,0.00028384+0.00073679i,-0.00014686+0.00017075i,-0.00028222+2.4535e-06i,0.00026821+0.00017028i,0.00025126-0.00057883i
0.00037247+0.0012591i,0.0017226+0.00059152i,0.0021546+0.00091212i,0.0016756+7.0918e-05i,0.0017741-0.00046729i,0.0010699-0.0010829i,-0.0002056-0.0012134i,-0.00056115-0.00027186i,-0.00071849+3.7787e-05i,-0.00048129-0.00028968i,0.00026707-0.00093114i,0.00027191-0.00085774i,0.0005799+0.00042196i,0.00074683+0.00096236i,7.6092e-05+0.00093243i,-9.5995e-05+0.0011498i,4.9415e-05+0.00056456i,0.0003494-4.2341e-05i,3.4968e-07+3.6047e-05i,-0.00023055+0.00062833i,-0.00056914+0.0012608i,-0.00073977+0.0019294i,-0.00063234+0.0015746i
0.0012619-0.00011843i,0.0010785-0.00021345i,0.0012066-0.0013827i,0.0013072-0.0017473i,0.0010534-0.0018119i,0.00062742-0.0016372i,0.00021976-0.0010006i,0.0002063-0.00020488i,0.00062166+0.00066093i,0.00063369+0.0004446i,0.00054862+0.00015414i,0.00030187+0.00010582i,-8.5892e-05-0.00020917i,-1.8307e-05-0.00030332i,-0.00010295+0.00010401i,-5.6236e-05+0.00045852i,-0.00059467+0.00051627i,-0.0010681-5.6208e-05i,-0.00038336-0.00026484i,0.00027087-0.0005119i,0.00021724-0.00021756i,-0.00016796+0.00076648i,9.4294e-06+0.00039104i
0.00034513+0.0018838i,3.1659e-05+0.0015001i,0.00035608+0.0011816i,0.0017597+0.0010984i,0.0019766+0.00056124i,0.0014899-0.00084235i,0.0011795-0.00096558i,0.00017829+0.00047755i,-0.00055059+0.0006203i,-6.4533e-05-0.00014611i,0.0008197-0.000362i,0.0010895-0.00026465i,0.0011465+0.0002565i,0.00086758+0.00028127i,0.00053462+0.00011454i,0.0012422+0.00031973i,0.00049933+0.00016003i,-0.00040638-0.00039528i,2.5558e-05-0.00052477i,0.00018161-0.00012365i,9.8612e-05+0.00020601i,0.000114-0.00035988i,-1.681e-05-0.00093167i
0.0015724+0.00022137i,0.0017026-0.0008661i,0.0018698-0.0020941i,0.00091664-0.0020194i,0.00046304-0.0015158i,-0.00014602-0.001052i,-0.00045783-0.00066204i,0.00019536+0.00014757i,0.0005719+0.00040739i,0.00022227-0.00024868i,-0.00030063-0.00032308i,-0.00034344-0.00016109i,-0.00042038-0.00044103i,-0.000429-0.00027045i,5.0345e-05-4.7751e-05i,-0.00016558+0.00046702i,-0.00019221-0.00015017i,-1.0827e-05-0.00057775i,5.1034e-05+5.738e-05i,-0.00048773+0.00053484i,-0.0012446+0.00074157i,-0.0013099+0.00077251i,-0.00095079+0.00036003i
0.0012847-0.00065011i,0.0008844+0.00018275i,0.00077998+0.00054421i,-0.00024199-0.00036385i,-0.00029034-0.0015834i,0.00086407-0.0013081i,0.00066417-2.8973e-05i,-0.00027153+0.00054693i,-1.9949e-05+0.00033566i,-1.1515e-05-0.00028486i,-0.00037283-3.4346e-05i,0.00014179+0.00028544i,0.00013324+0.00073515i,-0.0001899+8.0227e-05i,-3.4695e-05-0.00097009i,0.00032198-0.00064183i,0.00024465-0.00049999i,6.27e-05-0.00059711i,0.00037499+0.00024004i,0.00026343+0.00045966i,-0.00014092-0.00045546i,-4.7045e-05-0.00067662i,-9.0272e-05-0.00023219i
-0.0001228+0.00065457i,-0.00010791+0.0015036i,0.00015466+0.0019641i,0.00025042+0.00082722i,0.00066773+0.00018821i,0.00021595+0.00034912i,-0.00073604+0.000212i,-0.00052629+3.776e-05i,-0.00060176-7.0516e-05i,-0.000476-0.00023483i,-0.00027581-0.0004018i,-0.00069167-0.00048234i,0.0001437-8.2153e-05i,0.0010929-4.2277e-06i,0.0012366-0.00019601i,0.0016177+2.5269e-05i,0.00086326+8.9283e-05i,-0.00024473-0.00036712i,-0.00060927-0.00035544i,-0.00072965-0.000345i,-0.00055083-0.00017951i,-0.00042165-0.00022687i,-0.00022578+9.6347e-05i
0.00065766-0.00078652i,-0.00062888-0.0017785i,-0.001153-0.0015062i,-0.001352-0.00054423i,-0.00056393+0.00070833i,0.00033487+0.0010415i,-4.3396e-06+0.00032524i,6.1313e-05+0.00069642i,0.00037163+0.0017159i,5.2617e-05+0.0012826i,-2.8059e-05+0.00055129i,0.00027859+0.00053953i,0.00078966+8.5147e-05i,0.00029999-3.1711e-05i,-0.00018446-0.00015225i,0.00042836+0.00039278i,0.00010541+0.0008249i,-0.00055088+0.00068714i,-0.00026751+0.00050241i,-0.0002781-0.00041831i,-0.00063264-0.00085376i,-0.0013113+0.00028841i,-0.00062684+0.0012799i
0.00061509+0.00068817i,0.0011481+0.00031782i,0.0013475+0.0003681i,0.0017094+0.0012807i,0.0011073+0.0012601i,0.00084386-6.6592e-05i,0.00080632-0.00041445i,0.00053618+0.00046423i,0.00023845+0.0008953i,-0.00028139+0.00075513i,6.0426e-05+0.00053194i,0.0006587-0.00018466i,0.0007336-0.00010657i,0.0010627-0.00013605i,0.00079243-0.00047353i,0.00041185-1.6311e-05i,0.00049771-0.00012745i,0.00030077-0.00042208i,-0.00026121-0.0003532i,-0.00068077-0.00011236i,-0.0002276+0.00030653i,0.00070708-0.00034388i,0.00062533-0.0004879i
-0.00081263+0.0032042i,0.00074523+0.0036353i,0.0015663+0.0040531i,0.0017613+0.0030962i,0.0023001+0.0011551i,0.0024747-0.00053564i,0.0014125-0.00066381i,0.00043396-0.00040993i,0.00031105-0.00058483i,0.0007857-0.00033519i,0.00031659+9.5172e-05i,-0.00054313+0.00019816i,-0.00062542-0.00011979i,-0.00048156-0.00053127i,-0.00038498-0.00047556i,-0.00026474+0.00028204i,1.1299e-05+0.00037684i,-0.00032453-0.00025634i,-0.00082517-0.00054098i,-0.00072799-0.00062451i,-0.00012868-0.00023166i,0.0010576+0.00077872i,0.0011305+0.0010654i
-0.00047945-0.00047467i,-0.0013223-0.0002546i,-0.00076639+0.00048161i,0.0012186+0.00041586i,0.001861-0.00017502i,0.0011901-0.0016738i,0.00072938-0.0017411i,-5.9311e-05+0.00011293i,-0.00045639+7.5051e-05i,-0.00045067-0.00079864i,0.0001481-0.00019889i,0.00023314+0.0004645i,-0.00023165+0.00083846i,8.5557e-05+2.1513e-05i,0.00023825-0.00069736i,0.00066631-0.00024562i,0.00059926+0.00069648i,-0.00037585+0.001269i,-0.00039755+0.00020977i,-2.4471e-05-0.00085171i,-0.0001271-0.00082967i,4.5035e-05-0.00049778i,0.00033869+1.7762e-05i
0.00013233-0.00015975i,0.0015439-0.00064519i,0.0014165-0.00012749i,0.00033669+0.00077257i,-0.00028999+0.0011701i,-0.00065903+0.00085907i,-0.0010832+6.4025e-05i,-0.00024941+4.715e-05i,0.00044255+0.0008236i,-0.00010151-1.1745e-05i,0.00047879-0.00075017i,9.7727e-05-0.00051438i,-0.00081146-0.00081239i,-0.0003574-0.00088512i,-7.1493e-05-0.0012012i,-0.00054535-0.0011756i,-0.0007822-0.00024859i,-0.00073608+0.00056832i,-0.00010225+0.00077718i,0.00036047+0.00062191i,6.6289e-05+0.00022679i,-0.00027722-3.3603e-05i,-4.5631e-05+0.00022312i
0.0012197+0.0023135i,0.0022029+0.0030203i,0.0027589+0.0032759i,0.0031343+0.0019799i,0.0032885+0.00060822i,0.0026249-0.00050963i,0.0017028-0.00060844i,0.00087741+0.0009478i,-0.00035208+0.001434i,-0.00028737+0.00060878i,0.00060906+0.00020044i,0.00030991+0.00017522i,-0.00044658+9.5649e-05i,-0.00051145-0.00013179i,-6.5885e-05-8.3436e-05i,0.00025339+1.3114e-05i,-0.00011886-0.00031902i,1.0062e-05-9.9524e-05i,6.6089e-05+0.00034864i,-7.6414e-05+0.00044668i,1.227e-05+0.00038291i,0.00053011-0.00029404i,0.00046016-0.00062612i
-0.0003443+0.00076261i,-0.0012854+0.00080646i,-0.0015433+0.00040283i,-0.00039046+0.00060277i,0.00051171+0.00079872i,0.00036224+6.4907e-05i,0.00033913-0.00042753i,0.00069119+1.307e-05i,0.0015494+0.00020034i,0.00040507+0.00054463i,-0.00084132+0.00026802i,0.00010552+0.00022697i,0.0010625+0.00020289i,0.001222-0.00059392i,0.00091997-0.00066182i,0.00050954-0.00027647i,0.00029116+1.2016e-05i,7.8652e-05-0.0003085i,0.00018675-0.00039184i,0.0006449+0.00017345i,0.00027337+0.00024918i,-0.00047805-5.8261e-05i,1.7001e-05-0.00038289i
-0.0018746-0.00064234i,-0.0012922-0.00046974i,-0.00017013+0.00030561i,0.0010026+0.0010376i,0.0017482+0.001983i,0.0016361+0.001438i,0.0011245+0.00082946i,0.00018777+0.00071056i,-0.00054638+0.00077174i,-0.00053149+0.00060623i,-5.4571e-05-0.00014083i,0.00072728-0.0005571i,0.0010763-0.00031461i,0.0013328-0.00032134i,0.0012922-0.00036216i,0.00099481-0.00065982i,0.0010581-5.7266e-05i,0.000597+0.0006216i,0.00057266+5.4612e-05i,0.0010217+1.1708e-05i,0.00049623+0.00022759i,-0.00033282+1.1466e-05i,-0.00035633+0.0005574i
0.00073765+0.00074538i,0.0013657+0.0006713i,0.0019232+0.0009315i,0.0014964+0.00090795i,0.0010065+0.00037469i,0.00074783-0.00063119i,-9.5668e-05-0.00054212i,-0.00059061+4.3088e-06i,0.00049639+0.00035594i,0.00080012+0.00030444i,-8.6406e-06-0.00018961i,-0.00050139-0.00018439i,-0.00028859+0.0001585i,0.00016207-0.00029493i,0.00028525-0.00066718i,-0.00023691+2.6842e-06i,-0.00022142+0.00071548i,-5.9946e-05+0.0014206i,-0.00051606+0.0016454i,-0.00048574+0.0012625i,-0.00079195+0.00074278i,-0.00057781+0.0005848i,-0.00049668-0.00028507i
-0.00085543+0.00087108i,-0.00058089+0.0011291i,-0.00058362+0.0013154i,0.00011778+0.0013503i,6.7505e-05+0.00068076i,-0.00020947-0.00059996i,-0.00013561-0.0012881i,0.00024742-0.0012248i,0.00061472-0.0011153i,-0.0002633-0.00090549i,-0.001074-0.00030252i,4.3769e-05-2.1895e-05i,0.00048141+0.00029013i,-0.00026049+0.00057445i,-0.00025947+0.00034733i,0.00020953+0.00020605i,0.00017196-0.00021761i,-0.00027262-0.00086227i,3.7814e-05-0.00095326i,0.00067081-0.0011651i,0.00072779-0.00047326i,4.9688e-05+0.00027381i,-0.00059922-0.00024745i
4.3612e-05-0.00090277i,-1.7723e-05-0.0014595i,-0.00055614-0.0014116i,9.5964e-05-0.00014952i,0.00083857-0.0005392i,0.00031122-0.0011791i,0.00016447-0.00054357i,-7.4032e-05-3.3328e-05i,-0.00074338-0.0006021i,-0.0010562-0.00074826i,-0.00064191+0.00042215i,0.00035817+0.0010232i,0.0012147+0.00099129i,0.00059192+0.00099475i,-3.551e-05+0.0010297i,0.00036605-1.5295e-05i,-5.6535e-05-0.00057268i,-0.00059468+0.00027644i,-0.00051427+0.00040133i,0.00028036+0.00032983i,0.00049131+0.00054513i,-0.00010279+0.00023379i,-0.00030645+0.00032748i
-0.0012009-0.0028839i,-0.00065908-0.004124i,-0.0010057-0.003573i,-0.0013266-0.00076687i,-0.00047785+0.00099743i,0.00096728+0.00055565i,0.00073978-9.4042e-05i,-0.00018871-1.7766e-05i,-0.00066932+0.00053088i,-1.0867e-05+0.00075793i,0.00034405+0.00056823i,0.00024508+0.00031972i,-2.4305e-05-1.3922e-05i,-6.0791e-05-0.00071941i,0.00077742-0.00075284i,0.00062099-0.00030596i,-0.00035289+3.2388e-05i,-0.00080128+0.00054053i,-0.00026697+0.00031978i,-0.00017657-0.0003797i,-0.00060259-0.0003918i,-0.0006409-0.00030634i,0.00029954-0.00022314i
0.0015657+0.00071429i,0.0017343-7.4754e-05i,0.0026411+0.00018402i,0.0031495+0.0008714i,0.002379-0.00020419i,0.0018281-0.00082251i,0.0015866-0.00073193i,0.0015293-0.00067481i,0.0012803+2.3907e-05i,0.00090116+0.00041663i,0.00050977-0.00049922i,0.00061757-0.00061204i,-7.0642e-06+0.00012232i,-0.0011796+0.00043494i,-0.00089934-7.1382e-05i,-4.1171e-05-0.00027913i,0.00024193+0.00010511i,-5.3187e-05+0.0001672i,8.078e-05-5.8077e-05i,-7.9213e-05+0.00022603i,-0.00011894+0.0002301i,0.0004285-0.00055152i,3.8494e-05-0.00064676i
0.0027228+0.0022557i,0.001674+0.0015514i,0.0010935-6.2039e-05i,0.0004388-0.00033808i,0.00049447+0.00033189i,-5.6782e-05+9.4623e-05i,-0.00060738+0.00026837i,-0.00060257+0.00070919i,0.00033807+4.7464e-06i,0.00056508-0.00050421i,-1.7393e-05+0.0002856i,9.56e-05+0.001286i,0.00046337+0.0013696i,0.00043654+0.00094882i,-1.4967e-05+0.00088165i,-0.00065437+0.00033637i,-0.00053276-0.00072571i,0.00019563-0.00025338i,0.0001979-7.8146e-05i,-0.00070972-0.00021049i,-0.00053216-0.00043008i,-7.2221e-05-0.00047911i,-0.00034822+0.00020582i
-0.00096146+0.00064953i,-0.00036524+0.00099357i,-7.1443e-05+0.0010156i,0.0015609+0.00063717i,0.0027486+0.00054848i,0.0012821-1.284e-05i,-0.00040834-0.00034062i,-0.0006795-0.00062134i,-1.4205e-05-0.00054242i,0.00044272-0.00054031i,0.00024727-0.0001835i,0.00023249+0.00028316i,0.00031202+0.00010808i,-0.00018818+2.5402e-05i,-0.00058838+0.00035563i,1.7331e-05+0.00058809i,0.00070042+0.00071939i,0.00033224+0.00025827i,2.0108e-05-0.00050964i,0.00044673-0.00052201i,0.00024265-0.00057249i,-8.4884e-05-0.0006158i,-8.6826e-05-0.00051714i
0.00063906+0.0012381i,0.00068513+0.00040155i,0.00014338+0.00010303i,-0.00016328-0.00029643i,0.00011686-0.00075711i,0.0001722-0.00082119i,0.00027116-0.00033455i,0.00076746+0.00032717i,0.0012568+0.00016463i,0.00057546-0.00082738i,5.5248e-05-0.0010618i,0.00057541+3.4758e-05i,0.00048459+0.0010736i,1.2183e-05+0.0012895i,0.00011458+0.00043499i,-2.7534e-05-0.00045437i,-2.9064e-05+0.00030335i,0.00019044+0.00044629i,-0.00010307-6.9322e-06i,-0.00045186+0.00011882i,-0.0001513+0.0006077i,-0.00023124+0.00056173i,0.0001363+3.9907e-05i
0.00098133+0.0018684i,0.0024372+0.0014244i,0.0033517+0.0022569i,0.0037346+0.001858i,0.0031095+0.00014954i,0.001261-0.0007869i,-0.00063006-0.0012628i,-0.00075383-0.00074201i,-0.00035003+0.00042134i,-0.00020501+0.00068571i,2.4484e-05+0.00011482i,-0.00014696-0.00046267i,-0.00012694-0.00038343i,3.5438e-05+0.00033836i,-0.00063027+0.00029089i,-0.00064835-3.9646e-05i,-0.00016516-0.00031877i,1.5831e-05+0.00013443i,0.00042064+0.0003899i,0.00034711+0.00016426i,0.0001168-8.3992e-05i,-4.979e-05-0.00046865i,-0.00027605+0.00020541i
-0.00022317-0.00046811i,-0.00050084-0.00043924i,-0.0017999-0.0010205i,-0.0021992-0.00028041i,-0.00064348+0.00096057i,0.00028155+0.00045774i,-0.00024638-0.0003076i,-2.1259e-05+9.1916e-05i,0.00042012+0.00070287i,-0.00056149-0.00020099i,-0.00066572-0.00059795i,0.00028922+7.7048e-05i,0.00076013+0.0010783i,0.00033614+0.0012327i,-0.00019733+0.00036887i,-7.1591e-05+0.00012715i,-0.00012643+0.00018669i,-0.00049459+6.9275e-05i,-0.00049091-2.2813e-05i,-0.00037235+0.00042001i,-0.00073647+0.00053736i,-0.00067865-4.3557e-05i,-4.7896e-05-0.00049183i
0.0015964+0.0010935i,0.00088593+0.00055725i,0.0014158+0.00086861i,0.0019546-0.00050902i,0.0016072-0.0018712i,-0.00040204-0.0019743i,-0.0011785-0.00097876i,-4.3351e-05+1.4069e-05i,-3.1619e-06+0.00034451i,-0.00060741-0.00023846i,-0.00045651-0.00031119i,-0.00015152+8.4593e-05i,0.00032278+0.00046453i,0.00058925+0.00077453i,0.0012066+0.0010183i,0.0013097+9.7407e-05i,0.00086766-0.00092116i,0.00024138-0.00097908i,-0.00059156+0.00016384i,-0.00056495+0.0005401i,0.00023715-0.0001828i,0.0011721-0.00065902i,0.0010963-0.00034149i
0.0020326-0.00021434i,0.0015665-0.00078143i,0.0010984-0.0015062i,0.00070942-0.0011904i,0.00046276-0.00096941i,0.00025355-0.0013886i,2.6507e-06-0.000858i,0.0001117-0.00020339i,0.00058825-1.896e-05i,0.0006959-0.00047196i,-3.411e-05-0.00085723i,-0.00017012-0.00064554i,-0.00014852-0.00020847i,-0.00012574+3.279e-05i,0.00077101+9.3119e-05i,0.0010698-0.00011633i,0.00064505+0.00082609i,0.00032099+0.00071892i,-0.00028787-0.00069728i,-0.00052787-0.00053672i,-0.00071638-0.00030345i,-0.001043-0.00092543i,-0.0011355-0.00042645i
0.00028666+0.00010758i,0.00011913-0.00017445i,-0.0011135-0.00064235i,-0.0015813+9.8017e-05i,0.00018993+0.00085778i,0.00078605+0.00088338i,0.00012957+0.00079802i,-0.00043694+0.00081389i,-0.00061182+0.00025355i,-0.00036207-0.00046498i,5.1127e-05-5.7625e-05i,0.0006323+0.00041428i,0.00077782+0.00014577i,0.00043527-5.9188e-05i,0.00066733-0.00062593i,0.001594-0.00072339i,0.0012096-0.00067202i,0.00011336-0.00043968i,-0.00021651-0.00027132i,-0.00038002-0.00014102i,-0.00047649+0.00060211i,-0.0005068+0.00051281i,-0.00013797+0.00056084i
0.0015883-8.0028e-05i,0.0014603-0.00071312i,0.00092045+0.00046195i,0.00033113+0.0012549i,0.0002891+0.0011661i,-7.8922e-05+0.00020511i,-0.00058991-0.000288i,-0.00097974+4.6101e-05i,-0.00023452-6.275e-05i,0.00027533-3.9008e-05i,0.00031451-5.6505e-05i,0.00049938+0.0004463i,0.00026522+0.0011181i,-0.00039937+0.00054932i,-0.0003023+6.9965e-05i,0.00027681-0.00030907i,-0.00018459-0.00028717i,-0.00069945+2.8414e-05i,-0.0006234+0.0006443i,0.00017112+0.00020312i,0.0009643-0.00035447i,0.00057898-2.693e-05i,-0.00053375-0.00041173i
0.0021185+0.00038952i,0.00092496-0.00089787i,0.0014375-0.0015085i,0.0017586-0.0016007i,0.00095879-0.0016641i,0.00031801-0.0018586i,0.00060475-0.0010698i,0.00023265+0.00016557i,-0.00038507+0.00093426i,-0.00045708-0.00017618i,-0.0001805-0.0016403i,-0.00051729-0.0010804i,-0.00089165-0.00052362i,-0.0013377-9.3688e-06i,-0.0008925+0.0004335i,-0.00030277+0.00045586i,-0.00014158+0.00039437i,-0.00020252-0.00014189i,-0.00050975-0.00026015i,-0.00031983+0.00029942i,-0.00016561+0.00042371i,-0.00045175+0.00012227i,-0.00048343-0.00018094i
0.00080494-0.00023957i,-0.00095815+0.00039207i,-0.0012757+2.7277e-05i,-0.00055103+0.00015615i,0.00055161+0.00085737i,0.00065668+0.00085205i,6.8362e-05-3.851e-05i,-0.00057479-0.00020118i,-0.00067028+0.00019351i,-0.00047352+0.000453i,-0.0002326+0.00020228i,0.00018736+0.00021234i,0.0007625+0.00013352i,0.0011017-0.00097986i,0.00092868-0.0014018i,0.00035046-0.00047311i,0.0003168+0.00048762i,-0.00021272+6.8293e-05i,-0.00075139+3.4259e-06i,-0.00065918+0.00044957i,3.0958e-05+0.00024045i,-4.0841e-05+8.3515e-05i,-0.00045773+0.00010729i
-3.8714e-05-0.00099332i,4.5171e-05-0.00015338i,-0.00013448+0.00089993i,0.00049196+0.0017994i,0.00095638+0.0019244i,0.00055381+0.0016183i,-0.00047148+0.0014952i,-0.00095116+0.0010559i,-6.3234e-05+0.00012448i,0.0014747-0.00071939i,0.0009006-0.00063842i,-0.000434-0.00059785i,-9.3587e-05-0.0005325i,0.00074196-0.00054023i,0.00050212-4.9648e-05i,-8.3433e-06+0.00010946i,-0.00043784+3.1262e-05i,-0.00031649+0.00054498i,0.00020098+0.00086366i,0.00028579+0.00016495i,0.00036362-0.00020175i,5.948e-05-0.00064034i,-0.00042549-0.00064268i
0.0010406+0.0012524i,0.0020064+0.00086803i,0.0022381+0.00017864i,0.0018377-0.00041764i,0.0012825-0.00076971i,0.0009172-0.00073024i,0.00051736+0.00018767i,-3.1122e-05+0.00087302i,0.00027308+0.0012112i,0.00038373+0.00091163i,0.00029834+4.7472e-05i,0.00048002-0.00021273i,0.00042179+2.3644e-05i,0.00066516-3.3002e-05i,0.00053879+0.00016656i,0.0003886-7.6304e-05i,8.4277e-05-0.0002932i,-0.00029373+0.00024069i,-0.00052004+0.00047389i,-0.00069237+0.00024341i,0.00031232-7.0355e-05i,0.0007359-0.00072772i,0.00050783-0.00085168i
-0.00086838+0.00017255i,-0.00027936+0.00035606i,-0.00026774+0.0011779i,0.00022022+0.0013128i,0.00085982+0.00078038i,0.001193-0.00056949i,0.00084723-0.00074872i,0.0006536+4.3599e-05i,0.00061182+0.00049762i,-9.3837e-05+0.001141i,-0.00061895+0.0011977i,-0.00040041+0.00065898i,7.0198e-05+0.0001481i,4.9531e-05-1.6445e-05i,0.00052965+0.00018675i,0.00061961+0.00034211i,0.00038031-9.7186e-05i,0.00058047+0.00036507i,0.00022431+0.00055403i,0.00023363-0.00060115i,0.00086965-0.00087928i,0.00080892+0.00017401i,4.6679e-05+0.00083114i
-0.0025238+0.00075462i,-0.0020847+0.00051267i,-0.00054234+0.0015199i,0.00093457+0.002801i,0.0018784+0.0012851i,0.0015864-0.00051083i,0.00087881-0.00041248i,0.00081515-0.00020688i,0.00079197+0.00041739i,0.00090366+0.00057866i,0.0010649+0.00050195i,0.00072019+0.000506i,-0.0002618+0.00020668i,-0.00089047-0.00057992i,-0.0002476-0.00094722i,-5.1181e-05+1.9204e-05i,-0.00036129+0.00072564i,-0.00039826+0.00038203i,-0.00063873+0.00036054i,3.8012e-05+0.00084783i,0.00090354+0.00075811i,0.00117+0.00036387i,0.00086233+0.00030964i
0.00053936-0.0007134i,0.000648+0.00017818i,0.00050825+0.00071964i,-0.00019714+0.00052565i,-0.00092568+0.0009898i,-0.0011682+0.00020141i,-0.00096482-0.0006523i,-0.00067338-0.00012715i,9.8182e-05+0.0003296i,0.00038808-5.4906e-05i,0.00033587-0.00037025i,0.0010964+0.00033772i,0.0012335+0.00036778i,0.00015093-0.00073524i,-7.9412e-05-0.001122i,0.00010605-0.0003963i,-0.00026184+0.00012167i,-0.00029939+0.00028731i,0.00018034-0.00044576i,0.00063693-0.0010898i,0.0001677+3.3743e-05i,-0.00041327+0.00055053i,1.0128e-05-0.00012753i
-0.0023764-9.7818e-05i,-0.0024987+0.00091756i,-0.001861+0.0015533i,-0.00052079+0.0016216i,0.000635+0.0016419i,0.00091425+0.0004228i,0.00027616+4.1203e-05i,-0.00069724+0.00026475i,-0.00073962-4.3405e-05i,-0.00024533+0.00028859i,-0.00062792+0.00073933i,-0.00043888+0.00066295i,0.00062892+0.0003865i,0.0014155-0.00028701i,0.0015639-0.00041279i,0.0014882-0.0002487i,0.00066-0.00045911i,-0.00024466-4.4831e-05i,-0.00031425+0.0001887i,-1.8953e-05+0.00023996i,-0.00043121+7.7143e-05i,-0.00071891+3.6959e-06i,-0.00024456+0.00035871i
-0.0022634-0.0004237i,-0.0019634+3.0027e-06i,-0.0025111+0.00074477i,-0.0017043+0.0018147i,8.1085e-05+0.0015609i,0.0016651+0.00086984i,0.0016446+0.00075669i,0.00036655+0.00083544i,-9.1866e-05+0.00089001i,0.0002438+0.0010436i,0.00059721+0.0010461i,0.00087355+0.00083091i,0.0011311+0.00043295i,0.001195+0.00043309i,0.0006084+0.00041599i,0.00040068+2.6881e-05i,2.5727e-05-0.00027999i,0.00013086-9.7027e-06i,0.00078933+0.00046594i,0.00027699+0.0002471i,-0.00019987-0.00024543i,-3.9487e-05+5.3047e-05i,0.00083038+6.5304e-06i
-0.00012743-0.0004597i,0.00041295-0.00082185i,-0.00056862-0.00065513i,-0.00086679+4.508e-05i,0.00030986+0.00055841i,0.00056013+0.00050125i,-0.00098213+4.9977e-05i,-0.00093639-0.00019067i,0.0003039+4.5733e-05i,0.0006303-0.00024314i,0.00069849-0.00076059i,0.00074082-0.00093293i,0.00038205-0.00086169i,0.00035299-0.00080389i,0.00052785-0.00069689i,0.00067324-0.00033664i,0.00054175+0.00020981i,-9.2068e-06+0.00063993i,-6.4172e-05+0.00069015i,0.00035366+0.00042059i,0.00016611+0.00037932i,0.00029872+0.00049924i,0.00039033+0.00022521i
