-0.004728+0.00092218i,-0.00085425+0.0011974i,0.0004956+0.0014206i,0.0014772+0.0024027i,0.0023824+0.0026839i,0.0023022+0.0017708i,0.0012726+0.0012877i,0.00073376+0.00098255i,0.00024627+5.3375e-05i,0.0001157-0.00049223i,0.00065429-0.00074333i,0.0012668-0.00072616i,0.00091675-0.00078637i,-0.00021001-0.0011899i,-0.00081379-0.00092591i,-0.00012415-0.00084981i,0.00062352-0.00042404i,0.00048275+0.0002526i,0.00071704+0.00020154i,0.00057014+0.00020709i,-0.00032277+0.00046976i,-0.00033499+0.00066129i,6.1913e-05+0.0008209i
0.00093845-0.00078156i,0.00088896+0.0014621i,0.0013531+0.0019408i,0.0019929+0.001562i,0.0020201+0.00066572i,0.0022363-0.00016102i,0.0023267+0.00074151i,0.0012765+0.00079902i,0.00012925-0.00049209i,-0.0005324-0.00093367i,-0.00085404-0.00037885i,-0.00035354+8.8759e-05i,0.00035374-0.00049592i,0.0010614-0.00029042i,0.0015627+3.45e-06i,0.0013571-0.00068925i,0.00065693-0.0010424i,0.00055963-0.00083296i,-0.000136+5.4752e-05i,-0.00054999-8.5167e-05i,-0.00033004-0.00089608i,0.00034322-0.001239i,0.0008211-0.00064356i
-0.0025019+0.00094323i,-0.0023349+0.0018337i,-0.00084355+0.0011526i,0.00116+0.00085842i,0.0022928+0.00091406i,0.0019184+0.00060441i,0.00053018-0.00011419i,-3.3454e-05-0.00048867i,0.00020205-5.148e-05i,6.2412e-05+0.00018673i,-0.00011804+0.00013798i,0.00064186-0.00012197i,0.0011885-0.00052574i,0.00079724-0.0008551i,0.00020812-0.00073974i,-0.00035339-0.00026121i,-0.00098161-0.00069417i,-3.3442e-05-0.00077023i,0.0010083+4.5571e-05i,0.0010516+0.00028361i,0.00084344-0.00024267i,0.00047797-0.0004829i,0.00093023+0.0002873i
0.0012327-0.00062708i,0.0012947-0.00025977i,0.002295-0.00027035i,0.0029189-0.0003605i,0.001785-0.00085297i,0.001136-0.0014645i,0.00093695-0.0015657i,0.00054985-0.0013783i,0.00029897-0.00095616i,-0.0001819-0.00023123i,-0.00031046+0.00031188i,0.00052913+0.00045899i,0.0010396+0.0014454i,0.0003045+0.0018421i,0.00013552+0.00051411i,0.00024904-0.0010126i,-2.9724e-05-0.00094073i,-0.00025719+1.3634e-05i,0.00040111+0.0003449i,0.00065466+0.00083674i,0.00014041+0.0012613i,-0.00036956+0.00066368i,-0.0005705+0.00023061i
-0.00084447+0.0009072i,-0.00048305+0.00018441i,0.0010429-8.9124e-05i,0.0023691+0.00053845i,0.0029046+0.00079058i,0.002484+0.0010586i,0.00087317+0.00043208i,-2.32e-07-0.00021501i,8.8326e-05-0.00054178i,0.00068182-0.00024063i,0.00068281+7.6657e-05i,0.00050659+2.7927e-05i,0.00070803+0.00035376i,0.00070659+0.00012568i,0.00043752-0.00031719i,-0.00031187-0.00080237i,-0.00084418-0.00084349i,-0.00058198-0.00018298i,0.0004028+0.00011303i,0.0016215+0.00037184i,0.0015572+0.00029059i,0.00077324-0.00042566i,-5.3562e-06-0.00020157i
-0.00053225+0.00081819i,0.0011761+0.00072747i,0.0034483+0.00043509i,0.0043111+0.000417i,0.0032724+0.00026149i,0.0028832+0.00029638i,0.0022896+0.00012088i,2.5787e-05-0.00014755i,-0.00092705-0.00015087i,-0.00028123+2.2977e-05i,4.6286e-05+9.9999e-06i,0.00062415-0.00022868i,0.00058382-0.00028925i,4.4533e-05-0.00075383i,-0.00010899-0.0008646i,-0.00051672-0.00040269i,-0.00055734+4.0545e-05i,-0.00041674+0.00011386i,3.5781e-05+0.00064054i,0.00021314+0.0011187i,6.5894e-05+0.00052288i,-0.00010211-0.00029277i,0.00038881-0.00020986i
-0.0013037-0.00049593i,-0.0022277+0.0020542i,-0.0024464+0.0032556i,-0.00029884+0.0037049i,0.0017535+0.0030595i,0.0029469+0.0023725i,0.0019991+0.0018477i,0.00097717+0.0011553i,0.001018-0.00039466i,0.00062012-0.00082194i,0.00016026+1.0246e-05i,0.00018934+0.00059758i,0.00070703-0.00052584i,0.00037116-0.0013245i,-0.00034547-0.0010538i,0.00037744-0.0006347i,0.00067706-0.0003949i,0.00046726-0.00023847i,0.00058282-0.0007635i,0.00063176-0.0007817i,0.00075583-9.9546e-05i,0.00021227+0.00044346i,-0.00034617-0.0001805i
0.00020647+0.00013798i,0.00053583-0.00071517i,0.0013819-0.00081708i,0.0014558-0.00023699i,0.0015749-0.00035356i,0.0015333-0.00096812i,0.0013275-0.001277i,0.0010351-0.00097273i,0.00093247-0.00038386i,0.00010836-0.00019089i,-0.0010956-0.00055278i,-0.00060548-0.0013905i,5.7194e-05-0.0016091i,0.00012731-0.0010332i,-0.00039211-0.00045125i,-0.00087685-5.7944e-05i,-0.0012081-0.00051816i,-0.0010319-0.00085946i,-0.0008182+0.00019816i,-0.00050059+0.00062251i,-0.0006172+0.00040967i,-0.00056016+0.00049344i,0.00027248+0.00090957i
0.00042553+0.00031876i,0.00024294+4.1808e-05i,0.0013697-0.00055909i,0.0021529-0.0011976i,0.0025285-0.001812i,0.0022521-0.0013179i,0.0011662-0.0002708i,0.0006481+8.2702e-05i,0.00063909+0.00038453i,6.864e-05+0.00024077i,-0.00018022+0.00022374i,-3.3905e-05+0.00012683i,0.00011785+0.00020773i,0.00035193+0.00046948i,0.00038259+0.00045798i,-4.7611e-05+0.00074465i,-0.00031174+0.00055639i,-0.00023759+0.00064749i,-0.00026243+0.00081016i,0.00059524-0.0004387i,0.0012313-0.00067121i,0.0001722+0.0011131i,-0.00085106+0.00069302i
0.00061273+0.001238i,0.00087185+0.00039664i,0.0017339+0.00079518i,0.0025135+0.0014056i,0.002961-0.00022248i,0.0023798-0.0017081i,0.0018147-0.0019085i,0.0012618-0.00073432i,0.00047162-0.00014089i,0.00015118+9.5181e-05i,-0.00017564-0.00021078i,0.00060631-0.00041717i,0.0015678-0.00058899i,0.00084557-0.00077076i,-0.00011468-0.0010796i,-0.00037447-6.1679e-05i,-0.00062834+0.00053775i,3.1721e-05+0.00045279i,0.0010882+0.0009844i,0.0011171+0.00089487i,-0.00015769+0.00070512i,-0.00080521+0.00054456i,1.4689e-05-0.00011659i
0.00065606+0.001113i,0.0020425+0.0011281i,0.0027077+0.0015527i,0.0030738+0.0021243i,0.0033465+0.00094973i,0.0027923-0.0008664i,0.0015675-0.0012659i,0.00032288-0.00020034i,0.00028928+0.00049817i,0.00027099+0.00059404i,0.00038749+0.00015175i,0.00076463-0.00068372i,0.00054988-0.00094956i,0.00064686-0.0010965i,0.00093547-0.00055057i,-2.0129e-05+2.7435e-05i,-0.00096356-9.7024e-05i,-0.0013775-0.00018579i,-0.0011316-0.00021658i,3.7481e-06-0.00029191i,0.00043364+0.0002777i,0.00037098+0.0002138i,0.00027076+0.00011413i
0.0011819-0.0014542i,0.0013042-0.0010295i,0.0023162-0.0011617i,0.0025879-0.0022684i,0.001762-0.0024451i,0.0011071-0.0012026i,0.0004514-0.00085396i,-0.00019625-0.0015158i,0.00017788-0.0013057i,0.00048292-0.00036342i,0.00047511+0.00042985i,0.00066045+0.00024657i,0.00090269-3.6342e-05i,0.00064908+0.00016634i,0.00070304+0.00015267i,0.0018925-0.00010724i,0.0013461-0.00014637i,2.1839e-05-5.1352e-05i,0.00041067-0.00019352i,0.00038191-0.0001167i,0.00039955-3.6634e-05i,0.00051883-0.00040963i,0.00032673-0.00020126i
-0.0014917+0.0027097i,-0.00091973+0.0031819i,0.00048701+0.0040199i,0.0013323+0.0029262i,0.0026325+0.00018055i,0.0024329-0.0024432i,0.0019172-0.002267i,0.0015364-0.00073406i,0.00057378+2.5328e-05i,0.00074089-0.00013092i,0.00080693-0.00024591i,-6.8092e-05+0.00011669i,-0.00025067-9.4456e-06i,-0.0001148-0.00026958i,-0.00038693-0.00036541i,-0.00014926-0.00065992i,0.00010209-0.00017052i,8.5888e-05+0.00076461i,0.00026261+0.00098881i,0.00022235+0.00039979i,0.00037501+0.00018306i,6.5455e-05-1.742e-05i,-0.00035231-8.9642e-05i
0.00069968+0.0011888i,0.00068976-0.0010301i,0.0020624-0.0015085i,0.0037329-0.0014891i,0.0035807-0.0014974i,0.0017951-0.00094541i,0.00049048-0.00034022i,-2.0725e-05-0.00034044i,1.8319e-05-0.00010499i,0.00014688-2.2175e-05i,0.0005328-0.0004005i,0.0010206+0.00011218i,0.00080586+0.00087347i,0.00029895+0.0007102i,0.00014418+0.000285i,0.00010133-5.9057e-05i,-0.00027063-0.00024124i,0.00010603+0.00065647i,0.00015785+0.0011229i,-0.00033591+0.00069063i,-0.00062985+0.00026115i,0.00020886+0.00053063i,0.00062566+0.00040184i
0.00094215+0.0013422i,0.0012354+0.0018012i,0.0021854+0.0026197i,0.002676+0.0014004i,0.0027609-0.00082647i,0.0013748-0.00063595i,0.000417-0.00018877i,0.00036194+0.00026817i,0.00010761+0.00017486i,-0.00046504-0.00079693i,-0.0008992-0.00060569i,-0.00066935-0.00041511i,-0.00034637-0.00043314i,-0.00043419-0.00011115i,-0.00024389-9.8457e-05i,-0.00016582-3.0019e-05i,-0.00057627+0.0003674i,-0.00025371+0.0004834i,0.00015096+0.00034364i,-0.00034406-0.00018047i,-3.2581e-05-0.00011316i,-9.8926e-05+0.00083001i,-0.00084508+0.00069163i
-0.00031841-0.0011953i,-0.0013646+0.00018036i,-0.0012804+0.0015905i,-8.0305e-05+0.0016469i,0.00052289+0.0014033i,0.00068178+4.841e-06i,0.0011472-0.00075503i,0.00095827-0.00061058i,0.000278-0.00060443i,-0.00048703-0.00016144i,-0.00043851+7.4319e-05i,0.00062506-0.00013888i,0.00083295-5.4116e-05i,0.00039893-0.0001733i,0.00054256-0.00061503i,0.00048477-0.00011626i,0.00014318+0.00046918i,0.00034605+0.00034369i,0.00027701+0.00051075i,-1.0926e-05+0.00086301i,1.9172e-05+0.00085971i,4.1018e-05+0.0013208i,-0.00065055+0.00097656i
0.0011614+0.001355i,0.0019689+0.0022798i,0.0027614+0.0022057i,0.0035762+2.1522e-05i,0.0038544-0.0011655i,0.0028519-0.00065939i,0.0014997-2.0354e-05i,0.00062742+0.00028163i,-5.0517e-05-0.00049114i,-0.00010973-0.0010468i,0.00048892-0.00081088i,0.00035587-0.00028839i,2.4128e-05+5.439e-05i,0.00039024-0.00048718i,0.00014072-0.00072327i,-0.00047599-0.00067453i,-0.00064203-0.00083996i,-0.00055683-0.00011173i,-0.00096344+0.00055484i,-0.001018+0.00026884i,-0.00058688+3.7424e-05i,-0.00060025-0.00022367i,-0.0004033-0.00036114i
0.0008406-0.0028033i,-0.00055409-0.0024823i,-0.0018954-0.0014597i,-0.0005659-0.00098376i,0.0015717-0.00064111i,0.0011703+0.00066613i,-0.00017115+0.00090456i,0.00059901+0.00061793i,0.0014615+0.00075651i,0.00077118+0.0004077i,5.3459e-05+0.00057621i,-8.8546e-05+0.00046412i,0.00072411+0.00015757i,0.0010439-0.00010361i,0.00055298-0.00038457i,0.0004406-0.00033405i,0.00077266-0.00013198i,0.00038884+0.00040106i,0.00019089+0.001129i,0.00027832+0.00095961i,0.0001768+0.00022879i,0.0001105+1.4651e-06i,0.00045288-8.0209e-06i
-1.0515e-05-0.00079927i,0.00068118-0.00038758i,0.0013982+0.0012507i,0.0027231+0.0018606i,0.0037606+0.00093751i,0.0031057+0.0006314i,0.0020179+0.00035465i,0.0012785+0.00033377i,0.00051414-0.00018215i,-0.00030316-0.00030199i,-0.00036809+0.00027795i,0.00022608+0.00016275i,-0.0001819-2.9421e-06i,-0.00033274+0.00030487i,0.00052912+0.00069741i,0.0003349+0.0008437i,-1.7846e-05+0.0010289i,0.00023486+0.00091403i,0.00024033+0.00041431i,4.3912e-05+0.00022313i,0.00059663+0.00046787i,0.00063889+0.0004613i,-0.00076419-2.1035e-05i
0.0012409-0.00034041i,0.0011882-0.0017538i,0.00057042-0.0022301i,0.0014872-0.001692i,0.0027705-0.00065296i,0.0025669-1.4209e-05i,0.0014052+0.00026224i,0.00084972+0.0002506i,0.00079666-0.00010518i,0.00025041-0.00044153i,0.00011177-0.00021954i,0.00058151-0.00013405i,4.5605e-05+0.00011004i,0.00019267+0.00016757i,-9.1851e-05+6.0897e-05i,-0.00066877-9.3296e-05i,-0.00010383-1.688e-06i,-0.00036044+0.00056967i,-0.00041364+0.0010524i,4.2791e-05+0.00087035i,0.00045321+0.00046194i,0.00062546+6.1656e-05i,0.00084304-5.2687e-05i
-1.4754e-05+0.0018377i,0.0012308+0.0017539i,0.0021287+0.0030413i,0.0029291+0.0027491i,0.0043084+0.00041955i,0.0039777-0.0011875i,0.0016151-0.0014117i,0.00011727-0.00062027i,0.00019285-2.1471e-05i,7.4492e-05-0.00029765i,-0.00085505-0.00036598i,-0.00079698-0.00069094i,0.00017185-0.00064175i,0.00083873-0.00044488i,0.00089886-3.6525e-05i,0.00083645+0.0002614i,0.0010517-8.1426e-05i,0.00091663+1.2136e-05i,0.00092664+0.00081377i,0.00060478+0.00065628i,0.00021791+0.00016685i,0.00045649+1.8859e-05i,0.00073927-9.835e-05i
-0.0011492+0.0006356i,-0.0011997+0.00087928i,-5.5414e-05+0.0012171i,0.0010027+0.002364i,0.0013732+0.0015855i,0.0012807-0.00024215i,0.00068245-0.00092126i,0.0003101-1.2781e-05i,7.7312e-06+0.00056377i,-0.00040744+0.00044506i,-0.00028029-0.00010877i,0.00044405-0.00061492i,0.00032823-0.00065391i,-0.00028876-0.00057944i,-0.00045379-0.00029192i,0.00011204-0.00038657i,0.00087319-9.602e-05i,0.00083653+7.5318e-05i,0.00020677+0.00067686i,0.00027511+0.00093744i,9.9154e-06+0.00034113i,-3.0887e-05-0.00024554i,0.0001115-0.00017582i
3.0842e-05+0.00036618i,0.002317+0.00095006i,0.0029682+0.0012453i,0.0035834+0.00027918i,0.0044011-0.00012171i,0.0039631+0.0003541i,0.0018094+5.2847e-05i,0.00067862+0.00012665i,0.00034955-0.00021657i,6.386e-05-0.00048494i,0.00022067+0.00010714i,-7.4666e-05+0.00035921i,-0.00043465+0.00041868i,-0.00037213+0.00045624i,0.0002176+0.00061757i,0.00075676+0.00080365i,0.00051882+0.00049426i,-3.4021e-05+0.00012042i,-2.1456e-05+0.00042298i,5.9028e-06+0.00044604i,5.8447e-06+0.00031047i,0.00013717+0.00054268i,-0.00058134+0.00058365i
0.0004908-0.00059768i,-0.00031167-0.0012046i,3.9286e-06-0.0012378i,0.00084379-0.0006647i,0.0015411-0.00024483i,0.0014809-0.00066682i,0.00016041-0.000753i,-0.00053083-6.6181e-05i,-7.1616e-05-0.00015486i,-0.00055143+3.0299e-06i,-0.00055751-0.00050444i,-0.00010561-0.00050366i,-5.583e-05-0.00040709i,-0.00016205-0.00025128i,0.00039279-0.00010198i,0.00029148-0.00040407i,-0.00033584+0.00018882i,-0.00044836+0.00079378i,0.00020501-0.00024668i,0.00087679-0.00087804i,0.00078697+5.5343e-05i,0.001134+0.00075198i,0.0011267+0.00052274i
-0.0011541-0.0013762i,-0.002258+0.00092987i,-0.0013904+0.0029096i,0.0017418+0.0020893i,0.0026388+0.0013316i,0.0017662+0.0005497i,0.0012394-0.0002488i,0.0010103-0.00013619i,-0.00015282+0.00073615i,-0.0011023+0.00042867i,-0.00092262-0.00028446i,-0.00071549-0.00057621i,-7.3323e-05-0.00095955i,-0.0003399-0.00019574i,-0.0009516-0.0002286i,-0.0009387-0.00063719i,-0.00073892-0.00038989i,-0.00022742+0.00041037i,0.0005769+0.00076191i,0.00080913+0.00033889i,0.0011167+0.00060452i,0.0014293+0.00092845i,0.00048373+0.00083332i
-0.0014529-0.0010305i,-0.0021232+0.00029871i,-0.0015831+0.00095883i,0.00041499+0.0015575i,0.0017132+0.0015591i,0.0021727+0.00080439i,0.0013253+0.00040728i,0.00061825+0.00019098i,0.00036651-0.00046153i,4.6957e-06-0.0013066i,-0.00019339-0.00082967i,-0.00035198+2.3969e-05i,0.0002876-6.3591e-05i,0.00050114-0.0007172i,-9.9252e-05-0.00098011i,-0.00069105-0.00056587i,-0.00069061-1.4193e-05i,-0.00023004+0.00018603i,1.2771e-06+0.00056315i,-0.00016462+0.0010189i,-0.00016987+0.00096561i,0.00018667+0.00059261i,-0.00031439+0.00013518i
-0.00082409+0.0009966i,0.0011713+0.00082804i,0.002416+0.0012627i,0.0029445+0.0020945i,0.0030477+0.0013604i,0.0030395-7.1888e-05i,0.0020837-0.00031506i,0.0010368+5.7781e-06i,0.00054343+0.00035817i,-0.00056634+0.00026704i,-0.00030188+0.00035574i,0.00079226+0.00056651i,0.0012269+6.5693e-05i,0.00037124-0.000522i,-0.00023619-0.00020293i,-0.00044285+0.00074379i,-0.00092246+0.00082546i,-0.00052676+0.00058887i,0.00084017+0.00059166i,0.00090429+0.00027508i,0.00021625-0.00020975i,-0.00023367-0.00026142i,-0.00052838+0.0004848i
0.00091157-7.2628e-05i,0.00090165+0.0012205i,0.00086597+0.0023634i,0.0016664+0.0020358i,0.0025001+0.00093443i,0.0020542-0.00020024i,0.0014484-0.0005945i,0.00011668-0.00029429i,-0.00042912-0.00051288i,0.00037976-0.00057214i,0.00055018-0.00018306i,0.00037852-9.9449e-05i,0.00069233-0.00038694i,0.00030293-0.00012275i,-0.00019761+0.00031969i,7.8502e-05+0.00052605i,-0.00033617+0.0002267i,-0.00096078+0.00060187i,-0.00081515+0.00086531i,-0.00037908+0.00026538i,-1.9497e-05+0.00047152i,-0.0004851+0.00024179i,-0.00070999-0.00022007i
0.00044031+0.0010719i,0.0015433+0.0017859i,0.0022876+0.0014901i,0.0034159+0.00044904i,0.0037776-0.00044175i,0.0020779+1.3452e-05i,1.3175e-05+0.00088659i,5.8652e-05+0.00012836i,0.00035443-0.0010487i,-0.00027971-0.00074546i,-0.00056726-0.0001138i,-0.00012732+0.00016093i,0.00025226-0.00015821i,-0.00033897+0.00022435i,-0.0011044+0.00073964i,-0.0009007+0.00080064i,-9.0762e-05+0.00048522i,-4.2954e-05-0.0001093i,-0.00016042-5.8794e-05i,0.00018628+0.00011711i,-0.00012875-9.3852e-05i,-0.00080104-0.00047673i,-0.00010274-0.0007543i
0.00023009+0.0010739i,0.00023917+0.00091088i,0.0011417+0.00065419i,0.0024444+0.00053726i,0.0026066-0.0003251i,0.0016955-0.001451i,0.00087758-0.00054924i,0.00040463+6.7077e-05i,0.00020407-0.00089575i,-0.00025097-0.00073876i,2.3623e-05-6.7921e-05i,0.00041955-0.00050142i,0.00037241-0.00094616i,0.00030868-0.0011399i,5.669e-05-0.00023165i,0.00031015+0.0002316i,0.00049618-0.00030193i,0.000187-0.0011458i,0.00032597-0.00055851i,0.00042292+0.00026594i,7.8686e-05+0.00016152i,9.2284e-05+0.000163i,0.00058248-0.00032446i
0.00045747-0.00064095i,0.00021674-0.0016865i,0.00052128-0.0012962i,0.0007188-0.0012255i,0.0012158-0.00093422i,0.0016258-8.8643e-05i,0.0019153+0.00026332i,0.0013475+0.00040349i,-2.2516e-05+7.9133e-05i,-0.00088868-0.00015265i,-0.00087102+1.5012e-05i,-0.00025425+0.00049173i,4.7147e-05+0.001001i,-0.00024489+0.00057615i,-0.00014474+0.00050652i,-0.00048845+0.0010636i,-0.00022289-0.00015032i,4.8758e-05-0.0012859i,0.00039182-0.00066718i,0.00055251+0.00044427i,0.00023836+0.00036156i,-3.92e-05-0.00015319i,0.00040966-0.0005706i
2.7787e-05+0.001036i,0.00080204+0.00072393i,0.0013015+0.0011747i,0.0025383+0.0024087i,0.0039623+0.0025239i,0.0033309+0.00076111i,0.0017703-0.00047146i,0.00075767-0.00060858i,0.00010277-0.00083084i,0.00053604-0.00051766i,0.00092392-0.00025957i,3.7702e-05+0.00046632i,-0.00052205+0.00052451i,-0.00068714-0.00016858i,-0.00080496-0.00037721i,-0.00049054+0.00014835i,-0.001117+0.00052246i,-0.00092761+0.00026635i,0.00026558+0.0002385i,0.00025497-4.2119e-05i,-9.4684e-05-0.00029721i,-0.00033691-3.3621e-05i,-1.2422e-05+0.00017618i
-1.9256e-05+0.00083817i,0.00153+0.00080931i,0.0031803+0.0010462i,0.0034572+0.00055093i,0.0025219-0.001317i,0.0013668-0.0019213i,0.00077772-0.0011681i,0.00028974-0.00060282i,0.00043783-0.00041555i,-4.4793e-06+0.0002607i,-0.00040579+0.00068249i,-0.00015757+0.00030676i,0.00032372+0.00028105i,0.00034283+0.00092706i,-0.00021394+0.0012469i,0.00017151+0.00051238i,0.00035233-0.00042541i,-8.1969e-05-0.00087294i,-0.00036787-0.00014156i,-0.00056249-0.00017073i,-0.00039968-0.00087846i,-0.00058986-0.00088697i,-0.00064318+0.00018719i
-0.00019654-0.00033167i,-0.0015527+0.00038066i,-0.002421+0.00079281i,-0.00093938+0.0013082i,0.0012904+0.00093475i,0.0015801+0.00032808i,0.00091122+0.00077662i,1.9915e-05+0.00074026i,-0.00026824-0.00038477i,0.00043242-0.00079513i,0.00013991-0.00075797i,0.00066878-0.0010001i,0.00099144-0.00015946i,0.00055427+0.00048013i,0.00052654-0.00023937i,0.00025699-0.0011362i,1.7226e-05-0.0012958i,-0.00016826-0.00063675i,-6.9235e-05-0.00034486i,0.00027424-0.0001251i,0.0006364-0.00044337i,-4.4395e-05-0.00087561i,0.00026867-0.00045755i
0.00087661+0.0004903i,0.001846-0.00038711i,0.0037045-0.0003521i,0.0039032+4.729e-05i,0.0026876+0.00010248i,0.0023813-0.00066162i,0.0020488-0.00075364i,0.0012681-0.00020396i,0.00077181+0.00047326i,0.0001152+0.0014041i,-0.00066593+0.0011019i,-0.0012284+0.00090502i,-0.0011969+0.00069421i,-0.00023739-0.00011718i,0.00023564+0.00018488i,-0.00054029+0.00038418i,-0.00049786-0.00041219i,-0.00042899-0.00050852i,-0.00046489+0.00012591i,-0.00027719+0.00030582i,5.2432e-05-9.86e-05i,-0.00011258+0.00025235i,-7.7908e-05+5.4732e-05i
0.00023954+0.00043304i,0.00019105+0.0023934i,0.0003157+0.0037876i,0.0015573+0.0023599i,0.0026606+0.00061426i,0.0024003-0.00091995i,0.0017662-0.0012077i,0.0012576-0.00018022i,0.00058229+0.00014058i,0.00060757+0.00034936i,0.00061192+0.00063883i,-0.00032794-9.4832e-05i,-0.00010003-0.00074335i,0.0011063-0.00071881i,0.0010082-0.00014537i,-8.7272e-05-0.00011543i,-5.9536e-05-0.00040125i,0.0004035-7.9913e-05i,0.0004719+0.00092565i,0.00028182+0.00092742i,-0.00010943+0.00093203i,-0.00010094+0.00065646i,0.00011257+0.00019689i
0.00062104+7.4817e-06i,0.0012257+0.00053804i,0.0020284+0.00031961i,0.0025183-0.00099488i,0.0030584-0.0016241i,0.0022912-0.0008226i,0.0010183-0.00026593i,0.00063193-2.7159e-06i,0.00096081-0.00011696i,0.00062602-0.00016475i,0.00056574-3.3134e-05i,0.0010251+5.3483e-05i,0.00074582+0.00027028i,1.8203e-05+0.00060547i,-0.00051486+0.00054575i,1.6309e-05+8.6941e-05i,-0.00013682-9.9818e-05i,0.00018335-0.00019368i,0.0010387+0.00033519i,0.00027098+0.00081853i,-0.00053927+0.00017949i,-0.00043176-0.00099146i,0.00028769-0.0010969i
0.00064008+0.00057811i,-3.1461e-05+0.0016399i,0.00099364+0.002065i,0.00199+0.0015983i,0.0022199+0.0012866i,0.0024797+0.00068537i,0.0015514+0.00041707i,0.00089343-8.382e-05i,0.0006362-0.00091712i,-0.00036802-0.00058359i,-0.00050014+0.0001077i,-0.00016405-9.95e-05i,-0.00024718+7.19e-05i,-0.00015965+0.0011207i,0.00020079+0.00066624i,0.00026066+7.6338e-05i,0.00094591+6.3313e-05i,0.0014911+0.00021368i,0.0013474+0.00067828i,0.0012234+0.00013623i,0.00018667-0.00025934i,-0.00020995+0.00043003i,0.000649+0.00028087i
-0.0033167-0.0005505i,-0.0020413+0.00069378i,-0.00041013+0.0025577i,0.0012048+0.0027295i,0.0022401+0.0019116i,0.0021744+0.00071729i,0.0017536-0.00049881i,0.00081791-0.0013397i,0.00078878-0.00072189i,0.00066201-6.7859e-05i,-0.00030307+0.00020638i,3.6352e-05+0.00016657i,0.00056036+8.6813e-06i,6.7318e-05-0.00030954i,0.00010613-0.00081588i,0.00037775-0.00033631i,0.0002408+0.00028473i,-5.3566e-05+0.00039626i,0.00039959+0.0009424i,0.00063908+0.0015755i,0.00063063+0.0011852i,0.00057485+0.0008189i,0.00021019+0.00050071i
-0.0015318+0.00019777i,-0.0010309+0.00093922i,-0.00036022+0.002553i,0.0018494+0.0021141i,0.0037027+0.0016796i,0.0030228+0.00099574i,0.0014216-0.00035886i,0.0001723-0.00045767i,-0.00031877+3.9204e-05i,-0.00079987+0.00051224i,-0.00046419+0.00051515i,0.00062845+0.00042131i,0.00030988+0.00062978i,0.0002925+0.0007932i,0.00048527+0.00010513i,-0.00015314-0.00043292i,-0.00064551-0.00032062i,-0.00069032-1.7221e-05i,-0.00096596-0.0002433i,-0.00077015-0.00050763i,8.8432e-05-5.4651e-05i,0.0001033+0.00023182i,0.00041715+0.00064877i
-0.00038547+0.00030809i,0.00050576-0.00010975i,0.0023168+0.0007475i,0.0036243+0.0018022i,0.0038293+0.00091225i,0.0038773+0.00029505i,0.0030881+0.00014715i,0.0013021-0.00044454i,-7.3491e-06-0.00046271i,7.6827e-05-0.00062921i,0.00011519-0.00044999i,-0.00026349+0.00038425i,0.00012655+0.00010963i,0.00058849-0.00033339i,0.00021825+0.00027163i,0.00022133+3.1201e-05i,0.00028173-0.00042054i,0.00039298-0.00029492i,0.00042178+0.00012479i,0.00045066+7.2472e-05i,0.0003216-6.296e-05i,-6.2586e-05+0.00033415i,-8.3711e-06+0.00043711i
-0.00011268+0.0017811i,0.0013272+0.0033988i,0.0011971+0.0040316i,0.00092031+0.0012496i,0.0024978-0.00071187i,0.0029627-0.00091001i,0.0022679-0.0011481i,0.0015834-0.00078077i,0.0013125-0.00090312i,0.00092011-0.00093299i,0.00031505-0.00026372i,0.00035955+0.00017919i,0.00071888-0.00023026i,0.00068368-0.00072953i,-2.5556e-05+0.00050392i,-0.00082412+0.00044473i,-0.00036543-0.00070337i,4.9115e-05-0.00030168i,0.00095815-0.00014333i,0.001876+0.00035106i,0.0012569+0.00092084i,0.0003137+0.00085713i,-0.00028699+0.00048191i
0.0012702+0.00031872i,0.0013338+0.00050172i,0.0015749+0.0002364i,0.0019652-0.00083736i,0.0021752-0.0015084i,0.0016391-0.0013515i,0.00072361-0.00084364i,0.00076151-0.00030835i,0.0010084-0.00032249i,0.00087365-0.00021356i,0.00062961+0.00015015i,0.00039639-2.421e-05i,-7.8811e-05-0.00023831i,-0.00028013-0.00043075i,-0.00014386-0.00043722i,-8.0469e-05+0.00010204i,-0.00025649+0.00085262i,-0.00027989+0.00089053i,-0.00026478+0.0007007i,0.00034619+0.00053094i,0.0003696+0.00051575i,-0.00039899+0.00025891i,-0.00016491-0.00051603i
0.0013162+0.0018262i,0.0024739+0.00082065i,0.0030669-3.5863e-05i,0.0034563-0.0011363i,0.0034249-0.0012731i,0.0017548-0.00051805i,0.0010906+0.00026283i,0.00077177+0.00063873i,0.00053048-0.00034636i,0.00047034-0.00096798i,-0.00019505-0.00099985i,-0.00036718-0.0010275i,-0.00040303-0.00033798i,-0.0010404+0.00015218i,0.00012442-0.00018772i,0.00092206-0.00081516i,0.00041009-0.00076219i,0.0004653-0.00059911i,0.00017788+0.00011874i,-0.00056103+0.00086442i,-0.00046739+0.00050963i,-1.5273e-05-0.00014282i,0.0002576-0.00061715i
