-0.00060644+0.00056465i,-0.00013917-0.00055974i,-0.0013494-0.00068946i,-0.0026896+3.1526e-05i,-0.003704+0.0010985i,-0.0026932+0.0017326i,-0.001374+0.0019139i,-0.00083727+0.0011797i,0.00068378+0.00036864i,0.0010858-0.0003267i,0.00048356-0.00089783i,-0.000157-0.00088429i,-0.00070556-0.00047012i,-0.0012974-0.00055127i,-0.0012254-0.0004607i,-0.00037661-2.504e-05i,0.00076872+0.00012526i,0.00044677-0.00011264i,-0.0005809+0.00011607i,-0.00044425+0.00017297i,0.0002443+0.00032322i,0.00031982+0.0004109i,0.00020482+0.00057066i
-0.0016849+0.00052827i,-2.3703e-05+0.00098279i,0.0018405+0.00086227i,0.0018846+0.00057831i,0.00058203+0.0011667i,-0.00095021+0.0013281i,-0.0008067+0.00085726i,-0.00010535+0.00077487i,0.00038046+0.00058627i,0.0010702-9.6347e-05i,0.001483-0.00052036i,0.0011024+0.00016988i,-0.00037027+0.00075215i,-0.0015428+0.00065517i,-0.0016401+0.00043189i,-0.0011072+0.000104i,-0.00044901-0.00010117i,0.00015446+0.00021265i,0.0003521+2.2661e-06i,-0.00014196-0.00050241i,-0.00058273-9.0876e-05i,-0.00035957-0.00019627i,-0.00035927-0.0006556i
-0.0020245+0.00029955i,-0.0016515+0.0011134i,-0.0029441+0.0023944i,-0.0036115+0.0036628i,-0.0029959+0.0033024i,-0.0014971+0.0019264i,-0.00075665+0.00091735i,-0.00013278+0.00032775i,0.00066712+7.2375e-06i,0.00015077-0.00032418i,0.00017036-6.256e-05i,0.00082507+1.6956e-06i,0.00060304+0.00056211i,0.00045595+0.00063839i,0.00032796-0.0002021i,-0.00015802-0.00094349i,-0.00045192-0.00076046i,-0.00025027-0.00022447i,-0.00017324+0.0005242i,-0.00061027+0.00047224i,-0.00042301+0.00023002i,8.7211e-05+0.0010158i,1.5841e-05+0.0013171i
-0.00030907-0.0024623i,-0.0002997-0.0029294i,-0.00089482-0.003218i,-0.0013798-0.0010777i,-0.0025287+0.0018382i,-0.0027865+0.0022938i,-0.0013647+0.0016789i,0.00015422+0.0007179i,0.00039371-0.00023015i,0.00048237-0.00079459i,0.00065521-0.00094059i,0.00098594-0.0010869i,0.00088116-0.00040043i,0.00039318+0.00056422i,-6.2727e-05+0.00045184i,0.00034514+8.0248e-06i,0.00078125-0.00066021i,0.00077342-0.0010028i,0.00096329-0.00025161i,0.00019439+0.00031331i,-0.00061296-0.00023673i,-0.00079444-0.00043773i,-0.00038191+5.2361e-05i
-0.00044613+0.00026337i,-0.00030288+0.0012492i,6.3621e-07+0.0029405i,-0.00019508+0.0043148i,-0.0010829+0.003788i,-0.00060211+0.0022111i,0.00063237+0.00079512i,0.0011803+0.00020004i,0.0010142+0.00047977i,0.0010037+0.00049246i,0.00087872-0.00016628i,0.00048807-0.0010858i,0.00025151-0.0011352i,0.00032561-0.001123i,0.0003081-0.00062119i,-4.4369e-05+0.00012456i,-0.00055124+9.6744e-05i,-0.00013138-0.00086585i,0.00076107-0.00098165i,0.00068827-0.00015628i,0.00038344-0.00031344i,0.00029156-0.00098641i,-0.00011274-0.00035239i
-0.00085784-0.00029647i,-0.0017093+0.0013905i,-0.0022132+0.0017188i,-0.0024073+0.0010754i,-0.0018191+0.0013928i,-0.0017783+0.0015988i,-0.0013539+0.0012978i,-0.00039568+0.0012635i,0.0001137+0.00073942i,0.00054133+0.00010793i,0.00043813+0.00040162i,0.00025346+0.00067388i,0.00027122-2.5889e-05i,-0.00030724-0.00041586i,-0.00073111-0.0001847i,-9.2724e-05+0.00021344i,0.00010633+0.00033243i,-0.00040993-0.00060799i,-0.0016548-0.0013308i,-0.0015511-0.00081925i,-0.00032353-0.00014194i,-0.00072146+0.00036416i,-0.0013776+0.00045168i
-0.0017697+0.001261i,-0.00083625+0.0015869i,0.0007666+0.0021076i,0.0014147+0.002634i,0.00072856+0.0018338i,-0.00061103-0.00021763i,-0.0010156-0.00037139i,-0.00027113+0.00042389i,5.3925e-05+1.5229e-05i,0.00056099-0.00052218i,0.00089091-0.0010593i,0.00060856-0.00086689i,0.00031531-0.0002369i,-0.00099472-0.00029722i,-0.0013965-9.6587e-05i,-0.00089172+0.00010257i,-0.0009315+1.8949e-05i,-0.00074493-0.00016988i,-0.0003699-0.00024106i,-0.00014047-0.00049611i,0.00021245-0.00055027i,0.0004683-2.4587e-05i,3.5578e-05+0.00032143i
0.0022549-0.00039372i,0.0012446-0.0015866i,0.00051437-0.0024518i,-0.00046793-0.0017304i,-0.0010957-0.00077077i,-0.0013994+0.00026106i,-0.0014624+0.00045722i,-0.00053182-0.00056354i,0.00059013-0.00060862i,0.00096534-0.00055701i,0.00072849-0.00040446i,0.0007313+5.2443e-06i,0.00066729+0.00023153i,0.00045243+0.00059367i,0.00057857+0.00062726i,0.00060447+0.00053148i,-0.00018011+0.0004359i,-0.00035232-0.00013758i,0.00049879-0.0009616i,0.00052972-0.0004873i,0.00014398+0.00044489i,-0.00054048-0.00023143i,-0.00081508-0.00078436i
0.0023242-0.0017293i,0.0013888-0.0013923i,2.5081e-05-0.0015538i,-0.0017116-0.0011885i,-0.002923+0.00044368i,-0.0025112+0.0013596i,-0.00050433+0.0010598i,0.00059073+0.00071917i,5.8328e-05+0.00075591i,-0.00030086+0.00053421i,-0.00077426+0.00028458i,-0.0011403+0.00024428i,-0.00044488+0.00026001i,-9.228e-05-0.00013785i,-0.00035041-0.00053003i,-0.00059844-8.5349e-05i,-9.1385e-05-4.3165e-05i,0.00037124-0.00036394i,-0.00010374-0.00042138i,-0.00054369-0.00030074i,-0.00058911-0.00071863i,-0.00040067-0.00050643i,-0.000584+0.0002237i
0.00034899+0.0027764i,3.2073e-06+0.0017311i,-0.0010162+0.00053815i,-0.0017693+0.00012813i,-0.0015689+0.0011324i,-0.00098937+0.002163i,-0.00048651+0.0016426i,-8.3349e-05+0.0010265i,0.00019691+0.00099592i,0.00069784+0.0007285i,0.00079471-0.00010604i,9.6647e-05-0.0004451i,-0.0007153+0.0001079i,-0.00088557+0.00029728i,-0.00084957+0.00016697i,-0.00086425-0.00011167i,-0.0010042+1.4333e-05i,-0.00068572+0.00054636i,-0.00020246-0.00016452i,-0.00076893-0.0011863i,-0.0010685-0.00091296i,-0.0010037-0.00012171i,-0.00051945-2.8476e-05i
-0.0018959+0.00091364i,-0.0001035+0.0015597i,0.0026317+0.0015431i,0.0031038+0.0018616i,0.0014013+0.0020979i,0.00020421+0.0023391i,-0.00077059+0.0015626i,-0.0014326+0.0013602i,-0.0005556+0.0014712i,0.00043527+0.0001127i,0.00032603-0.00067072i,-0.00016988-0.00035032i,3.8863e-05+0.00017263i,0.00058895+0.001003i,0.00056497+0.0017774i,0.00054202+0.0012465i,0.00044379-7.7751e-05i,-3.3762e-05-0.00053947i,-0.00037665-0.00071852i,-0.00051272-0.00081524i,-0.00052862-9.4825e-05i,-0.00045183+0.00016705i,3.6622e-06-9.0339e-05i
0.0010609-0.00038523i,2.938e-05-0.00033075i,-0.00069376-0.0012809i,-0.0016108-0.00073385i,-0.0016855+8.7466e-05i,-0.0024223+0.00092632i,-0.0028083+0.0013325i,-0.0015182+0.00058422i,-7.2282e-05+0.00036434i,-8.7102e-06+0.00031168i,-0.00042238+0.00023784i,-0.00039091+4.9521e-05i,-9.8083e-05+0.00019005i,-0.00017531+0.00024693i,-0.00039864-0.00024898i,0.00021997-0.00059144i,0.00071591-0.0001733i,0.00025217-7.9078e-07i,-0.00020142-0.0007978i,0.00034774-0.00057457i,0.00016217+0.00012425i,-0.00052069+3.2277e-05i,4.1031e-05-0.00069986i
0.0023248+0.00048111i,0.0020661-0.00068327i,0.0013519-0.0012494i,-0.0003091-0.001284i,-0.001366-0.0014047i,-0.0010979+0.00068419i,-0.00026644+0.0020291i,-0.00028343+0.00084533i,0.00021185-0.00030124i,0.0018553-0.00025654i,0.001459-0.00076846i,0.00037419-0.00031372i,-0.00025796+0.00097738i,-0.00030444+0.0004575i,-0.00022575-0.00042719i,-0.0001991-0.00038892i,3.0044e-05-0.00066284i,-0.00042852-0.00040401i,-0.00074605+2.074e-05i,-0.00064324+0.00024086i,-0.001048-0.00017563i,-0.0010199-0.00090576i,4.201e-05-0.0013214i
-0.001099+0.00096104i,-0.0014163+0.00088922i,-0.00082183+0.0011531i,-0.00056204+0.0020663i,-0.00067592+0.0027364i,-0.00049348+0.0021353i,-0.00080221+0.00049374i,3.9026e-06-0.00024116i,0.0010941-0.00010835i,0.00064954-0.00023841i,0.00069877-0.00016918i,0.0010531+0.00038131i,0.00026527+9.2494e-05i,-0.00025943-0.00061713i,-4.6558e-05-0.0007839i,-5.1886e-05-0.00039265i,-2.6651e-05-0.000931i,-0.00032426-0.00092646i,-0.00034776-0.00093011i,-0.00049585-0.00096837i,-0.00020854-0.00038006i,0.00040424+0.00023743i,0.00050803+0.00051831i
-0.00098094+0.00060045i,0.00012612+0.001127i,0.00031768+0.0025751i,-0.0005698+0.0033479i,-0.00060114+0.0026193i,-0.00092477+0.00121i,-0.00037417+0.0002271i,-0.0001837-0.00024692i,-0.00018551-0.00076486i,0.00054748-0.0011368i,0.00044255-0.0010628i,-0.00017077-0.00069454i,-0.00031228+7.6459e-05i,-0.00030672+0.00015894i,-0.00063806-0.00040938i,-0.0008751-0.00044276i,-0.00070114-0.00024559i,-0.00086862-0.00030684i,-0.00086828-0.00019991i,-0.00062881-0.00054687i,-0.00017276-0.00077219i,-5.5082e-05-1.2741e-05i,-7.3865e-05+0.00027417i
0.0019402+0.00064236i,0.0014443+0.00013571i,0.00069818+0.0010388i,0.00049701+0.00057565i,-5.8873e-05+0.00041565i,-0.0012409+0.0018257i,-0.0013283+0.0019852i,-0.00033418+0.0012918i,-0.00012048+0.00088321i,-0.00042388+0.0002175i,-0.00042746-0.00038173i,-0.00010523+0.00014978i,-0.00035149+0.00076336i,-0.00034104+0.0010427i,-0.00047862+0.00094568i,-0.00086752+0.0012293i,-0.0011004+0.0014873i,-0.0010011+0.00040499i,-0.00049718-0.00031823i,0.00018409+0.0003168i,0.00067921+0.00038358i,-1.3281e-05+4.7336e-05i,-0.00054409+0.00025192i
0.0012487+0.00062418i,0.00078263+0.000689i,0.0011715+0.00047055i,0.00070613+0.00080682i,-0.00030934+0.0016478i,-0.00075579+0.0012781i,2.2663e-05+0.0013419i,0.00061019+0.0018521i,0.00039263+0.0015667i,2.5332e-05+0.00040548i,-0.00037927-0.0002423i,-0.00052097-0.00026982i,-0.0003617+0.00013955i,0.00016833+0.00077493i,0.00072487+0.00081211i,-1.2167e-05+0.00098666i,-0.00092654+0.00083189i,-0.00036696-4.4329e-05i,0.00057582+0.00015581i,0.00051187-0.00024088i,8.4769e-05-0.00089525i,-0.00044747-0.000363i,-0.00078077-1.4415e-05i
0.00095176+0.0032543i,0.00086748+0.0019808i,0.0012956+0.00095388i,0.00064678-0.00025792i,-0.00018292-0.0013298i,-0.00076803-0.0011543i,-0.0011841-9.5851e-05i,-0.0011891+0.00034858i,-0.00058962+0.00010019i,0.00015896+0.00024172i,0.00013521-0.00031684i,3.8645e-05-0.00040105i,4.9209e-05-0.00035575i,-0.00017068-0.00011691i,-6.1936e-05+0.00041103i,0.00023904+0.00013547i,-0.00026847-0.00049405i,-0.00022171-0.00044265i,7.3216e-05-0.00079995i,-0.00011552-0.00087448i,0.000183-0.00051286i,0.00024783-0.00023841i,0.00044114-0.00010129i
-0.0018148-0.00096122i,-0.0013574-0.0010034i,6.5849e-05+0.00011457i,-0.00022869+0.0022598i,-0.00070376+0.0025658i,-0.00025581+0.0013281i,-0.00030117+0.0010151i,-1.231e-05+0.0010321i,0.00085988+0.00045028i,0.00071277+0.0010676i,2.1568e-05+0.0010245i,-0.00043188+9.536e-05i,-0.00020157-9.0454e-05i,-0.00025235-0.00014438i,-0.00087284-0.00017843i,-0.00055269-9.002e-05i,-0.00029594-0.00035607i,-0.00056883-0.00061558i,0.00017927-0.00069819i,0.00022012-0.0004703i,-0.00058388-0.00045757i,-0.00019212-0.0010995i,0.00033495-0.0011637i
0.00089113-0.00044076i,0.001468+0.00019639i,0.001479+0.0008197i,-0.00020495+0.0012426i,-0.0014547+0.0016968i,-0.0010568+0.0014649i,-0.00059785+0.00087132i,-0.00013491+0.00030559i,0.00093733+0.00037978i,0.00094482+0.00045099i,-0.0001973+0.00032441i,-0.0005985+0.00035651i,-0.00047348+9.394e-05i,-0.0001988-0.00056018i,-8.305e-05-0.00035836i,-0.00016107+0.00077649i,-0.0002708+0.0010637i,-0.00066722+0.0002123i,-0.00060341-0.00068377i,0.00011567-0.00072962i,-7.5807e-05-4.1076e-05i,-0.00069278+0.00062623i,-0.0012272+0.00066858i
6.85e-05+0.0039342i,0.00058644+0.0031156i,0.00074841+0.0015193i,0.00096585+0.00072279i,0.0015092+0.0015811i,0.00037766+0.0017187i,-0.0012892+0.00046699i,-0.0010522+0.00060862i,0.00028904+0.00148i,0.0014374+0.0011994i,0.00070174-2.9882e-05i,-0.00016924-0.00060897i,-0.00038742-0.00020635i,-0.00070002+0.0003984i,-0.0011034+8.2994e-05i,-0.00038158-0.00056681i,0.00039396-0.00017392i,0.00051143-5.3993e-05i,0.00063809-0.00059033i,0.00076322-0.00056436i,2.3468e-05-0.00024915i,0.00015511+0.00020583i,0.00034111+0.00057792i
-0.003463+0.0011647i,-0.0020633+0.00099569i,-0.00018251+0.00098597i,0.00068822+0.00027483i,0.00028315+0.00040207i,-0.0010675+0.00065604i,-0.0018231+0.00023169i,-0.0011295+2.8088e-05i,-0.00045561+0.00045877i,0.00030196+0.00050162i,0.00071593+0.00010434i,0.00044507-0.00059941i,-0.00042382-0.0018953i,-0.0010889-0.002666i,-0.00085176-0.0016855i,-3.6946e-05-0.00060352i,0.00045296-1.0108e-05i,6.9886e-05+0.00037063i,-2.8744e-05-9.4757e-06i,1.698e-05-0.00066715i,-0.0004374-0.0008886i,-0.00047134-0.00086747i,0.00013766-0.0010807i
-0.00098636-0.0018171i,-0.001798-0.000159i,-0.0018028+0.0029769i,-0.0011864+0.0041286i,-0.0006755+0.0030314i,-0.00031513+0.0021426i,-0.00063085+0.0015406i,-0.0010427+0.0013535i,-0.00027327+0.00069456i,0.00075419+0.00016274i,0.00053737+0.00082036i,5.8374e-05+0.001444i,0.0002944+0.001348i,-0.0002368+0.000401i,-0.0011463+0.0005087i,-0.0011362+0.00065964i,-0.00070025-6.631e-05i,0.00037823-8.7629e-05i,0.0006007+0.000916i,-4.9934e-05+0.00078858i,0.00031384+0.00017577i,-1.4181e-05+0.00016324i,-0.001035-0.00037481i
0.0030002+0.00040586i,0.0035725-0.00078289i,0.003348-0.0015636i,0.0012362-0.0018925i,-0.0012714-0.0013345i,-0.0022223-0.0001922i,-0.0015992+0.0003246i,-0.00065931+0.00025558i,-0.00024505+0.00015425i,0.00039325-0.00040936i,0.0008453-0.0010465i,0.0010264-0.00066238i,1.4683e-05+0.0004592i,-0.00073693+0.0012024i,-0.00026928+0.0011145i,-0.0001862+0.00013473i,-8.0574e-05-0.00042468i,-0.00042991-0.00057077i,-0.0006139-0.00049615i,-0.00086697-0.00011334i,-0.0019298+0.00015482i,-0.001712+0.00017683i,-0.00085106-0.00028797i
-0.00077033+0.0020509i,0.00011009+0.002566i,0.0010085+0.0017475i,0.00085685+0.0014057i,0.00010085+0.0016588i,-0.00062231+0.00057793i,-0.0015305-4.5175e-05i,-0.00097279+0.00018866i,-6.6506e-05+0.00079286i,-0.00047585+0.00082929i,0.00034037-6.5973e-05i,0.00066053+0.00024798i,-0.00049508+3.7517e-05i,-0.0001047-0.00036851i,0.00046951+0.00038165i,5.1449e-05+0.00014959i,-6.3619e-05-0.00058263i,0.00021243-0.00057025i,-0.00030389-0.00053632i,-0.0010876-0.0008807i,-0.00058628-0.00045615i,0.00045428-0.00032124i,0.00083689-0.00061881i
-0.00096309-0.00096801i,-0.00068964-0.0011507i,-0.0010213-0.00019307i,-0.0016516+0.001003i,-0.002553+0.0013365i,-0.0019989+0.0019172i,-0.0011707+0.0022161i,-0.00070843+0.0013831i,-0.00032544+0.00091977i,-9.9148e-05+0.00085467i,2.9807e-05-0.00012949i,-0.00027101-0.00072323i,-0.00068244-0.00020963i,-0.00053613-0.00074085i,-0.00028697-0.0011685i,-0.00044479-0.00058718i,-0.00037231-0.00026765i,-0.00016132-0.0004393i,6.7719e-05-0.00064349i,-8.9998e-05-0.00080386i,-0.00022984-0.00087525i,9.9404e-05-0.00036457i,0.00035745+0.00045462i
0.00026584-0.0014179i,0.00070817-0.00070419i,0.0013613+0.0010456i,0.00053718+0.0013702i,-0.00035072+0.00098597i,-0.00023422+0.0018294i,-0.00034163+0.0022123i,-0.00032292+0.0011953i,0.00024509+0.00062817i,0.00063092+0.00059999i,-0.00015067-4.3793e-05i,-0.001042-0.00053351i,-0.0001522-0.00068639i,0.00058513-0.000299i,-7.8261e-05-5.8592e-05i,0.00015804-0.00011046i,0.00075234+0.00018452i,-1.716e-06-0.00020842i,-0.0012699-0.00056704i,-0.0017307-0.00050229i,-0.00096748-0.00056639i,0.00012405-0.00076167i,0.0001737-0.00074642i
0.0014198+0.0018282i,0.00082979+0.00032185i,0.00051222+0.00078356i,0.00069709+0.0012777i,0.00035197+0.0012044i,-0.0011117+0.00081116i,-0.0016669+0.0010344i,-0.00071498+0.00092278i,0.00036603+0.00045654i,0.00049204+0.00028084i,-0.00035214+0.00032291i,-0.00045618+0.00017167i,-0.00031885+0.00036036i,-0.00075208+0.00054381i,-0.00095338+0.00043275i,-0.00078764+0.00088118i,-0.0006227+0.00085404i,-0.00026636+0.00028403i,-4.9145e-06-0.00025089i,-5.9672e-05-0.00023075i,6.897e-05+0.0001072i,0.00069204+0.00061821i,0.00054995+0.0010589i
0.0012968-0.000177i,0.00041307+0.00017689i,-0.0015786+0.0010531i,-0.003511+0.0007282i,-0.0031006+0.0007984i,-0.0019312+0.0025073i,-0.0010109+0.0022255i,-0.00027995+0.0010545i,0.0001359+0.00063233i,0.00011058+0.00019005i,6.1512e-05+0.0007057i,0.00045455+0.0012315i,-6.5453e-05+0.0010525i,-0.0006025+0.00083032i,0.00023935+0.00078475i,0.00067982+0.00083673i,0.00039873+0.00023085i,0.00035876-0.00028146i,0.00029511+4.5988e-05i,0.00039839+0.00054535i,0.00069439+0.00048013i,0.00057358+0.00038006i,5.8411e-06+0.00089494i
-0.001767+0.001947i,-0.00076169+0.0015366i,0.00073281+0.00079415i,0.00041305+0.00014875i,-0.0002463-0.00019003i,-0.00050914+0.00013587i,-0.00046169+0.00041197i,-0.00030245+0.00070198i,2.6339e-05+0.001103i,0.00045724+0.00048486i,-0.00013083-0.00076758i,-0.00050153-0.00090658i,-0.00083342-0.00012437i,-0.00063677+6.3098e-05i,0.00025203-0.0009869i,0.00037114-0.00041992i,-0.00024566+0.00041132i,-9.4854e-05-0.00044093i,0.0004297-0.0010283i,-0.00030083-0.00062236i,-0.00090844-0.00010399i,-0.00058709+3.4966e-05i,-0.00026792-0.00013778i
-0.00063313+0.0015128i,-0.00027858+0.0012783i,0.0014347+0.0010447i,0.0011938+0.00089827i,0.00066893+0.00087949i,-0.00032767+0.00064232i,-0.001471+0.00078622i,-0.0011953+0.00094297i,-0.00011276+0.00050325i,0.00079744-0.00033764i,0.00022857-0.0007113i,-0.00063467-0.00034958i,-0.00097033-4.7935e-05i,-0.00086067+0.00029184i,-0.00036976+0.00034709i,-0.00031623+0.0003186i,-2.1652e-05+0.00090749i,4.7476e-06+0.0012068i,-0.0010879+0.00040025i,-0.0013307-0.00015576i,-0.00067393+0.00020649i,-0.00041961-5.9127e-05i,-0.00051113-0.00080615i
0.0010585+0.00039394i,0.00079583+0.00035589i,8.8311e-05+0.00027534i,-0.00085884-0.00056459i,-0.0019353-0.00028947i,-0.002316+0.0012579i,-0.0010641+0.001054i,4.3293e-05+0.00072421i,0.00068192+0.00081156i,0.0007494+0.00051732i,0.00056897+0.00052963i,0.00029125+0.00030182i,-0.00013566+0.00045157i,-0.00037799+0.00071081i,7.1293e-05+0.00096644i,0.00017601+0.001086i,0.00029147+0.00061413i,0.00024708+0.00028355i,0.00011194-0.00029934i,-0.00031352-0.0006728i,-0.00061245-0.00078186i,0.00015789-0.00061004i,0.00096308-0.00023823i
-0.0010502-7.3625e-05i,-0.00047951+4.5473e-05i,-0.00029235-0.00028076i,-0.00024723+0.00068552i,-0.00010189+0.0027379i,-0.00023228+0.0031492i,-0.00065659+0.0016852i,-0.00082962+0.00019788i,3.1873e-05-7.5717e-05i,0.00059539+0.00082742i,0.00065623+4.6942e-05i,0.00073083-0.0010892i,0.00061654-0.0005624i,0.0010176+0.00037369i,0.0010249+0.00063833i,0.00023714-0.00019134i,-0.00051872-0.001211i,-0.00037997-0.0012266i,-0.00020819-0.001067i,-5.2073e-05-0.00029522i,0.00018716+0.00036545i,0.00027035+0.0007076i,-0.0003018+0.00065925i
-0.00063106+0.0017084i,-0.00014731+0.00051044i,0.00053366-0.00024729i,0.0005958-0.00021394i,-0.00022313+0.0012913i,-0.0013433+0.0015123i,-0.0010697+0.00095009i,-8.8137e-05+0.00044061i,0.00070274+9.0376e-05i,0.00018534-0.0003767i,5.7605e-05-0.0011616i,2.2085e-05-0.00072467i,-0.00038109-0.00010508i,-0.00065412-0.00020168i,-0.00030938+0.00028437i,0.00024591+0.0010902i,0.00035651+0.00093705i,0.00051454+0.00011818i,-0.00041796-0.0002224i,-0.0010703+8.0031e-05i,-6.3092e-05+0.00049865i,0.00058102+0.00050668i,5.1594e-05+0.00050044i
0.0013622+3.8785e-05i,0.00086783-0.0011302i,0.001334-0.0020632i,0.0014641-0.0016099i,-0.00010957+0.00020969i,-0.0010905+0.0010999i,-0.0013066+0.00080555i,-0.00094609+0.00078771i,0.00020949+0.00072892i,0.00092953-0.00027462i,0.00096714-0.00058055i,-0.00016253-0.00073903i,-0.0013134-0.00072464i,-0.0010052-0.00029116i,0.00027178-0.00039887i,0.00046357-0.00016211i,0.00013574-0.00014054i,0.00028208-0.00013155i,0.00039437+0.00015235i,0.000354+0.00023473i,-0.00014394-0.00063825i,-0.00066422-0.0017109i,-0.00060786-0.0007579i
0.0023421-9.8942e-06i,0.0014594-0.00015001i,-0.00038234+0.00033558i,-0.00094028+0.00053476i,-0.0015533+8.7986e-05i,-0.0023221+0.00091856i,-0.0022342+0.0015676i,-0.0011861+0.0012738i,0.00039237+0.00085107i,0.00094566+4.2274e-05i,0.00039435+3.6239e-05i,-0.00010833-2.5534e-05i,-0.00059887+0.00013438i,-0.00057258+0.0010247i,-0.00061161+0.0010533i,-0.00069316+0.00025829i,-0.00036303-7.6226e-05i,-0.0002436-0.00025454i,-0.00023974-0.00027798i,-0.00045435+0.00023774i,-0.00087408-0.00035317i,-0.0010245-0.00065644i,-0.00085469-0.00058522i
-0.0013051-0.0012642i,-0.00015868-0.00014783i,-0.00079348-0.00037649i,-0.001905-0.00070983i,-0.0018203+0.00088024i,-0.001455+0.002653i,-0.00073668+0.0026312i,0.00025701+0.0010013i,0.00082303+8.6484e-05i,0.00096889+0.00092348i,0.00041758+0.00095247i,-0.00011523+0.00079833i,-0.00017925+7.6612e-05i,-0.00032616-0.0011789i,-0.00090666-0.0008162i,-0.0013571-0.0001278i,-0.00083005-0.00026145i,-0.00018213-0.00012768i,-0.00075362-0.00047472i,-0.00058898-0.00069592i,-4.0162e-05+0.00015634i,0.0001319+0.00033404i,0.00058013-0.00025929i
0.00024648+0.00097522i,0.00091824+0.00097979i,0.0011797+0.00041384i,-0.00026278+0.00049179i,-0.0011197+0.00077225i,-0.0004347+0.0011482i,0.00014585+0.001522i,0.00068146+0.0008811i,0.00088938+0.00025212i,0.00050784-7.7978e-05i,0.00050188-0.00089423i,0.00062874-0.00063472i,-2.8019e-05+0.000182i,-0.00029074+9.417e-06i,-0.00021051-0.00014802i,-0.0007051+0.00017144i,-0.00085977+0.00011204i,-0.00065725-0.00039545i,-0.00035812-0.00066414i,-0.00017758-0.00065445i,8.6838e-05-0.00074687i,0.00039972-0.00043375i,0.00063293-0.00024238i
0.00016548+0.00073851i,-0.00028565+0.00068287i,0.00033815+0.0010845i,5.2804e-05+0.0013122i,-0.00070897+0.0020052i,-0.00084794+0.0020314i,-0.0012262+0.0016455i,-0.0014158+0.0013787i,-0.00033086+0.0011851i,0.00072499+8.382e-05i,0.001041-0.00027473i,0.0014477-3.0893e-05i,0.0010442-3.2431e-05i,8.6204e-05+0.00077546i,-0.00019928+0.00078454i,-0.0005828+7.8213e-05i,-0.00090056+7.9348e-05i,-0.00019277+0.00012527i,0.00080366+5.7476e-05i,0.00097889-0.00026494i,0.00077706-0.0010585i,0.00016437-0.00077397i,0.00047321-9.4792e-05i
0.00018005+0.00068809i,0.0010574+0.00083136i,0.00060871+0.0012939i,-1.553e-05+0.0017705i,-0.0011221+0.0016941i,-0.0023689+0.0020256i,-0.0015399+0.0015039i,-0.00057463+0.00063768i,-0.00043335+0.00076903i,-0.00039031+0.00055317i,0.00024966+0.0001549i,8.1673e-05-0.00016483i,-0.00066315-0.00035856i,-0.00053862+5.5951e-05i,-0.00021767+0.00018984i,-0.00086116-0.00061575i,-0.0012144-0.00025123i,-0.0013435+0.00035572i,-0.0010082+5.7804e-05i,0.00032464+0.00028066i,0.0012127+1.2636e-05i,0.0012099-0.00065182i,0.00080468+9.5135e-07i
0.001188+0.0011279i,-0.00059442+0.0016434i,-0.0018992+0.001452i,-0.0016693+0.0003759i,-0.0012255+4.1788e-05i,-0.0010745+0.00040506i,-0.00043539+0.00066647i,-0.00044141+0.00043447i,-4.2719e-05-1.6214e-05i,0.00010014-0.0010703i,-0.00021377-0.00098586i,-0.00071553-0.00049318i,-0.00051293-0.0004214i,0.00072494+0.00019704i,0.000411+0.00077065i,-0.0002495+0.0008785i,-1.6679e-05+0.00065843i,0.00029912+0.00051663i,0.00087272-0.00044727i,0.0007376-0.00099755i,-0.00064511-0.00073651i,-0.001159-0.00022214i,-0.00057481+0.0006115i
0.00050796-0.0016304i,0.00069935-0.0016208i,0.0007114+0.00012524i,0.0012966+0.0015397i,-8.0687e-05+0.0019832i,-0.0012833+0.0015991i,-0.00086449+0.00086648i,-0.0004818+9.177e-05i,-0.00043627+4.6802e-05i,9.4838e-05+1.5137e-05i,0.00044006-9.035e-05i,5.8418e-05+0.00020971i,-0.00012388+0.00051119i,0.00022553+5.6119e-05i,0.00059161-0.00014207i,0.00073299+0.00031207i,-3.4765e-05+0.00059191i,-0.0013187+0.00078074i,-0.0011301+0.00085971i,-0.00033569+0.00032339i,-0.00017083-4.4361e-05i,-0.00055496+7.2481e-05i,8.0699e-05-0.00023877i
0.00032586+0.00027648i,-0.00035908+0.0018652i,-0.0019366+0.0025471i,-0.0023179+0.0029326i,-0.0013803+0.0026602i,-0.00029986+0.0021051i,-0.00010132+0.001401i,0.00028905+0.00067032i,0.00063763+0.0001933i,0.00054077-3.1698e-05i,0.0006016+2.0407e-05i,0.00025009-0.00013781i,6.5641e-05+8.3677e-05i,-0.00013241-0.00024686i,-0.00073351-9.6421e-05i,-0.00083867+0.00029292i,-0.00052758+0.00053278i,-0.00060141+0.00045074i,-0.00074549-0.00018409i,-0.00029781-0.00036717i,-8.9131e-05-0.0002694i,0.00025017+0.00077167i,-5.3712e-05+0.0013469i
