-0.006924+0.0015745i,-0.0041603+0.0028662i,-0.0018621+0.0018952i,0.00017241-0.00055973i,0.0006462-0.0011425i,0.00014965-0.00068524i,-0.00013319-5.8668e-05i,0.00016708+0.00096741i,0.0010538+0.00069175i,0.00079755-0.00034015i,-0.00032806-0.0010625i,-0.00037866-0.00088436i,0.00034012-0.00079689i,0.00070378-0.00028309i,0.0003324+0.0005784i,-5.5982e-05+0.00078443i,-0.00047949+0.0013717i,-0.00045366+0.0012748i,8.505e-05+0.00027772i,8.5183e-05-0.00070946i,-0.00055775-0.00054773i,-0.0013726-0.0002562i,-0.0011602+9.9864e-05i
-0.0070071+0.0018374i,-0.002802+0.0030012i,1.6701e-06+0.0039549i,0.00118+0.0034557i,0.0013605+0.0014455i,0.0014747-0.00091875i,0.0012213-0.00077344i,7.7916e-05-3.9144e-05i,-0.00022479-0.00057102i,-0.0001183-0.00028185i,0.00021997+0.00021954i,0.00011781+0.00015345i,-0.00046223+0.0001056i,5.0324e-05+0.00018222i,7.0626e-05+0.00053387i,-0.00055377+0.0006424i,-0.00024967+0.00018499i,0.00061933-2.1861e-05i,0.00014483-1.5154e-05i,-0.00021715+0.0009004i,-0.00024926+0.0012791i,-0.00048641+0.0010085i,-0.00062011+0.00048907i
-0.005989+0.0019595i,-0.0031647+0.0032292i,-0.00093665+0.0025803i,0.00040874+0.0011149i,0.00083879-0.00011085i,0.0011021-0.00011419i,0.0012092-8.8057e-05i,0.00017514-6.5206e-05i,-0.00047598+0.00023039i,9.6867e-05+0.00037309i,0.00051474+0.00073251i,-3.9293e-06+0.0008021i,-0.00045839+0.0002072i,0.00048287-8.0184e-05i,0.00061414+0.00020443i,-0.00052061+2.5448e-05i,-0.00062404+1.4151e-05i,8.1865e-05+0.00017034i,0.00039099+0.00020562i,8.495e-05+0.00011723i,1.7695e-05+0.00022299i,9.463e-05-0.00020866i,-2.0268e-05-0.00088228i
-0.0061936+3.1638e-05i,-0.0043668+0.00068661i,-0.0018757+0.000365i,-0.00043202+0.00043283i,0.00049098-3.498e-05i,0.00044739-0.0016619i,-0.00024113-0.0014511i,-0.00049638-0.00043186i,-0.00012618-0.00031722i,-2.4138e-06-0.00044454i,-0.00074533-0.00015612i,-0.0011575+0.00056351i,-0.00044986+0.00079243i,-0.00016092+0.00080949i,-0.0005565+0.001023i,-0.00022953+0.00092225i,0.00067605+0.00031453i,0.00096366+0.0002952i,0.00038321+0.00025259i,0.00019975-0.00041529i,0.00058289-0.00070421i,0.00055348-0.00035237i,-0.00012628+0.00024263i
-0.0047069-0.0018647i,-0.0018086-0.0010226i,-0.00040587-0.00025693i,0.00010194+0.00014372i,0.00071569-0.00094325i,0.00047445-0.0017366i,0.0001208-0.0013211i,0.00034979-0.00059203i,0.00079742+0.00020615i,0.00085335+0.00013587i,0.0011702-0.0004994i,0.00063487+0.00031371i,-0.00052627+0.00094831i,-0.00081081+6.2225e-05i,-0.0011237-4.8034e-05i,-0.0017681+0.00038304i,-0.0016663+0.00051164i,-0.00094176+0.00028872i,-6.0674e-05+7.9844e-05i,0.00030666-0.00053272i,0.0008197-0.00068245i,0.00035477+0.00015176i,-0.00024808+0.00017794i
-0.0038648-0.0015675i,-0.0017111-0.00066285i,-0.00056876+0.00023907i,0.00026067+0.0010522i,0.00073779+0.0010176i,0.00013071+0.00013847i,-0.00033504-0.00080354i,9.7592e-05-0.00073031i,0.00081247-0.00057307i,0.00057944-0.000356i,-0.00040389-0.00034036i,-0.0003256-0.00039364i,0.00022421-0.0005209i,0.00053302-0.00016845i,0.0006839+0.0010312i,0.00041816+0.0011045i,0.00044092+0.00034025i,0.00040908+0.00022399i,-0.00051764+0.00037844i,-0.000786+0.00033679i,-0.00045242+0.0002111i,-0.00018541+0.00032845i,0.00037802+0.00047349i
-0.0029315-9.7749e-05i,-0.00064025+0.0018439i,0.00019098+0.00086815i,0.00079831+0.00033543i,0.0017037-0.0001522i,0.0015116-0.00087836i,0.00038919-0.00077645i,-0.00031186-0.0004959i,2.8619e-05-0.00036216i,-3.1907e-05-0.000337i,-0.00046229-0.00029604i,0.00020036-0.00044464i,0.00065137-0.00017844i,0.00083491-4.5282e-05i,0.0007013+0.00073803i,9.4405e-05+0.001457i,0.00045794+0.0010245i,-0.00017387+0.00033509i,-0.0010389+0.00010071i,-0.00074022-1.4036e-05i,-0.00048068-0.0003872i,-0.00041645+0.00017527i,0.00030104+0.00035152i
-0.0071928+0.00032507i,-0.0043908+0.00073578i,-0.002322+0.00020193i,-0.00010267+0.00048109i,0.0013734+0.0006306i,0.00096971+0.00033223i,0.00032181+6.0885e-05i,0.00051761-0.00030356i,0.0011277-3.9213e-05i,0.00047642+0.00038002i,-0.00039526+0.00054793i,7.5312e-06+0.00073558i,0.00014356+0.00019006i,-0.0003221+0.00010269i,8.028e-06+0.00023794i,-0.00020198+0.00072846i,-0.00061949+0.0010304i,-0.00045941-4.0933e-06i,-0.00043932-0.00027156i,-0.00055765+0.0002489i,-0.00039907+6.5552e-05i,-0.00041551+0.00019858i,-0.00044097+0.0010631i
-0.0087454+0.0012868i,-0.0054136+0.0025317i,-0.0027678+0.0013682i,-0.0007342+0.00081697i,0.00062744+0.00079848i,0.001168+0.00034553i,0.00083524+0.00013203i,0.00056781+0.00012804i,0.00056825-0.00048928i,-2.1571e-05-0.00094346i,-0.00065069-0.00013239i,-0.00010136+0.00042109i,0.00039105+0.00072137i,7.0614e-05+0.00058131i,-0.00015851+0.0008564i,-0.00054154+0.00096688i,-0.00067852-0.00031435i,0.0001325-0.00094062i,0.00063349-0.00027957i,0.00062349+0.00037395i,0.00036708+0.00084896i,8.3745e-05+0.0011068i,-0.00012424+0.00075528i
-0.0068175-0.00099098i,-0.0043914-0.0004846i,-0.0016456-0.00095227i,0.00016936-0.0010131i,0.0009334-0.00020406i,0.0011572-0.00016863i,0.0004209-0.00074258i,5.1068e-05-0.00076371i,-1.3429e-05-0.00025394i,8.791e-05+0.00015852i,-0.00020767+0.00032254i,-0.00035411+0.00060907i,-0.00027921-1.904e-05i,-0.00032709-0.00086701i,0.00055371-0.00037829i,0.0007502-6.7563e-05i,-0.0002516-0.00010333i,-0.00018524+0.00055649i,-0.00053711+0.00098467i,-0.00074107+0.00015292i,-8.4364e-05-0.00061201i,0.0004415-0.00072792i,0.00075564-0.00033616i
-0.0057646-0.0032627i,-0.0027795+0.00078216i,-0.00065583+0.0012575i,0.00050455+3.1758e-06i,0.001432-8.0482e-05i,0.0021089-0.00014448i,0.0015272-0.000366i,0.00013449-0.00019689i,-0.00049123+0.00010011i,-0.00041384+0.00029903i,-0.00013007+0.00018222i,-9.4255e-05+0.00021208i,-0.00020973+0.00045301i,0.00019107+0.00015994i,0.0010482-0.00010877i,0.0011383+0.00045584i,0.00014367+0.00063811i,-0.00032581+0.00028002i,0.00024018+1.2291e-06i,8.8142e-05-0.00081382i,-0.00012591-0.0012966i,0.00046534+5.3034e-05i,-0.0001568+0.0010727i
-0.0062211-0.0011933i,-0.004762+0.00093418i,-0.0033399+0.0019251i,-0.0015673+0.0015726i,0.00021633+0.00067171i,0.0008571+0.00053951i,7.8347e-05+0.00089929i,-1.304e-05+0.00069011i,7.1587e-05+0.000423i,-6.5774e-05+0.00069347i,-0.00027155+0.0012921i,0.00016868+0.00058061i,0.00049852-0.00051391i,0.0003477-0.0003206i,0.00030286-0.00054929i,3.8519e-05-4.0807e-05i,-0.00024231+0.00039222i,-0.00052831-0.00017212i,-0.00055356-0.00051762i,-0.00035175+5.2752e-05i,-0.00027071+0.00042648i,0.00021227+0.00027567i,0.00091084+0.00061179i
-0.0029286-0.00082969i,-0.001197-0.00051904i,0.00087477+1.5206e-07i,0.000646+4.2994e-05i,-5.1065e-05-0.001122i,0.00074323-0.001399i,0.00079274-0.00057308i,-0.00021175-0.00053964i,0.00032951-0.00057752i,0.0006445-0.00023665i,-0.00018519+2.4029e-05i,-0.00068085-0.00011081i,-0.00081374-0.00035203i,-5.0534e-05+0.0005104i,0.00035732+0.0016509i,0.00016139+0.0010489i,-0.00062557+0.00027846i,-0.00049871-4.1889e-05i,-0.00025075-0.00047571i,-0.00056404-0.00011016i,-0.0001566+0.00033181i,0.00019531+0.00055854i,0.000142+0.00082893i
-0.0033458-0.00010867i,-0.00038755+0.0012431i,0.00028253-0.00023158i,0.0004527-0.0011114i,0.0014247-0.00066403i,0.0011923-0.00066517i,0.00033007-0.0010063i,0.00022087-0.0012265i,8.0934e-05-0.0014451i,-0.00070031-0.0013556i,-0.0015016-0.0010683i,-0.0013797-0.00022897i,-0.00082098+0.00029287i,-9.51e-05+0.00049711i,-0.00010375+0.00069422i,-0.00019836+0.00052693i,0.0002307+0.00010947i,-0.00043684-0.0004432i,-0.0006298-0.00051237i,0.00033309-0.00057727i,0.0010379-0.00030516i,0.00086715-0.00037254i,0.00040901-0.00084701i
-0.0047585+0.0014873i,-0.0023578+0.0028392i,-0.001005+0.0024821i,5.8169e-05+0.0017826i,0.00099671+0.00076685i,0.00154-0.00058357i,0.00074268-0.00074615i,-0.00015002-0.00059049i,-0.00017549-0.0011852i,-0.00011679-0.0007854i,-0.00028324+0.0001403i,-0.00015019+0.00048232i,-0.00047474+0.00038142i,-0.00026699+0.00011756i,-0.00063866+0.00068147i,-0.0013252+0.0012895i,-0.00073034+0.001651i,0.00044734+0.0011197i,0.00090345+0.00017454i,0.00024954-0.00048711i,-0.0007536-0.00076212i,-0.0006518-0.00055603i,-0.00047586-0.00058969i
-0.007036+0.0015404i,-0.0039344+0.0024965i,-0.0023385+0.0022099i,-0.00053954+0.0012942i,0.00093764+2.92e-05i,0.00083805-0.00067823i,0.00057062-0.00049082i,-0.00016483+0.00022677i,-0.00073049+0.00029303i,-0.00024403+0.00012747i,1.5059e-05+0.0004506i,-0.00013065+1.8469e-05i,-0.0002707+0.000222i,-5.011e-05+0.00034536i,-0.0002213-0.00028003i,8.81e-05-0.00034827i,0.00029725-0.00017995i,-0.00027837+0.00033324i,-0.00020574+7.9429e-05i,5.074e-06+4.3174e-05i,-0.00020324-4.3554e-08i,7.4801e-05-0.00034477i,0.00021729-0.00027329i
-0.0063612-0.0014869i,-0.0021569+1.5959e-06i,-0.00096015-0.00031112i,-0.00065532-9.7874e-05i,0.0010054+0.00075982i,0.0019071+0.0006993i,0.0016681+1.5024e-05i,0.00028654-4.6284e-05i,-0.0010073+0.00020086i,-0.0013954+0.00011053i,-0.0010791+0.00082348i,-0.00058878+0.0013458i,-0.00074141+0.0011646i,-0.0011411+0.00066648i,-0.00072326+0.00037611i,-0.00010132+0.00067061i,0.0004594+0.00045947i,0.00029211+0.00055439i,-2.0324e-05+0.00093925i,-0.00010184+0.00081449i,-2.7374e-05+0.00080119i,0.00070044+0.00040493i,0.0011099-0.0002266i
-0.0059741+0.00024407i,-0.0038554+0.0022722i,-0.0013134+0.0023148i,0.00072388+0.0014981i,0.0013474+0.0011459i,0.0016775+0.00036618i,0.0017262-0.00017706i,0.00072799+0.00013573i,-2.3019e-05+0.00037825i,-0.00035996+0.00033756i,-0.00062016+0.00023351i,-0.00047965+0.00011652i,0.00026584+0.00045422i,0.00033059+0.00063842i,0.0004136+0.00043362i,0.00039598+0.00010237i,-0.00032826+0.00011837i,-0.00027916-4.0807e-05i,0.00012891-0.00058024i,0.00059844-0.00047934i,1.5739e-05+0.00033547i,-0.00084803+0.00048488i,-0.00096645+0.00029541i
-0.0055503-0.0006582i,-0.0023994-0.00081098i,-0.0017366-5.9448e-06i,-0.0012498+0.00098506i,0.00051354+0.00054365i,0.0015114-0.00070743i,0.0010941-0.0011271i,0.00049348-0.0009341i,-0.00019436-0.00037055i,-0.00039689-0.00041248i,-0.00050742-0.00042404i,-0.000338-0.00038444i,-0.00017936-0.00034537i,-0.00052135-2.613e-05i,-0.00011029-0.00020857i,0.00030048+0.00033281i,-0.00021921+0.0005055i,-0.00021605-0.00020884i,0.00016278-0.00044025i,8.4515e-05-0.00042784i,0.00077881-0.00038679i,0.00065073-0.00054136i,-2.4169e-05-4.5485e-05i
-0.0036918+0.00039305i,-0.00040586+0.0015957i,0.0019131+0.0012063i,0.001623-0.00019527i,0.0013523-0.0016214i,0.0014519-0.0019383i,0.0010829-0.0012816i,0.00062426-0.0010126i,-0.00034788-0.00086924i,-0.0011063-0.00035295i,-0.0008343-4.6307e-05i,-3.9409e-05-3.6326e-06i,-0.00065754+0.00011171i,-0.0008892-0.00021333i,-0.0001308-0.00017017i,0.00015794-0.00035499i,0.00014986-8.0753e-07i,0.00027165+0.00047274i,-0.00041983+0.00090027i,-0.00051463+9.0079e-06i,-0.00010447-0.001094i,0.00019273-0.00081775i,0.00025456-0.00054742i
-0.0061711-0.00060895i,-0.0042668+0.00079748i,-0.0022878+0.0009936i,-0.00015153+0.00063049i,0.001434-0.000196i,0.0017689-0.0005419i,0.001302-0.0008329i,0.00040343-0.00071146i,-0.00017544-0.00023014i,-0.00045633-0.00052145i,-0.001052-0.00061436i,-0.0014519-6.2323e-05i,-0.001585-0.00028754i,-0.00068712+0.00023398i,6.8438e-05+0.00021406i,-0.00045023+3.3282e-05i,-0.0011501+0.00026177i,-0.0011332-0.00020124i,-0.00027997-0.00016995i,0.00045144+0.00061799i,0.00032397+0.00099807i,0.00033481+0.0012916i,0.00045738+0.00089583i
-0.0066382-0.0015782i,-0.0047175+8.1832e-05i,-0.0022874+0.00077603i,0.00013069+0.00035894i,0.0012645+0.00029464i,0.0019275+0.00012726i,0.0013943-0.0005038i,0.00047613+2.9583e-05i,0.00025937+0.0014099i,-0.00022156+0.0010555i,0.00040684-0.00047958i,0.00043883-0.00098841i,-9.7244e-05-0.00074174i,-7.1603e-05-0.00043622i,1.6858e-05-8.2524e-05i,-0.00092178-6.6271e-05i,-0.0014107+0.00067901i,-0.00060707+0.0015183i,-9.1201e-05+0.0014039i,-0.00043898+0.00035227i,-0.00048103-0.00075162i,-7.4713e-06-0.00019079i,0.00050903+0.00096217i
-0.0047485-4.9054e-05i,-0.0014201+0.0013496i,0.0005772+0.00078759i,0.0017026-5.9579e-05i,0.0022562-0.00085777i,0.0019727-0.00088372i,0.0012162-0.00056269i,0.00036366-0.0005929i,0.00064067-0.00054851i,0.00047908-0.00010204i,-0.00019764-8.1678e-05i,-0.0011379+0.0004835i,-0.0012468+0.00067234i,-0.00022839-0.00015714i,0.00016488-0.00033534i,0.00016975-0.00027178i,0.00062123-0.00015071i,0.00081152-4.0835e-05i,0.0010274+4.6459e-05i,0.00095697+6.4776e-05i,0.00023535+0.00013217i,-0.00028768+0.00047031i,-0.00041755+0.00026799i
-0.0062307-0.0016031i,-0.0031683+0.0016734i,-0.0016338+0.0021915i,-2.8064e-05+0.0020833i,0.00089605+0.0021577i,0.0011406+0.0004851i,0.001698-0.00068777i,0.001641-0.00063155i,0.00065384-0.00042333i,-0.00011775+0.00046145i,-5.3046e-05+0.00035391i,-0.00012777-0.00022846i,-4.6578e-05-0.00046767i,-0.00036107-2.461e-05i,-0.00043878+0.00041561i,0.0004177+0.00025579i,0.00062088+0.0003989i,0.00036346+0.00011252i,0.00010178-0.00028052i,-0.0004515+3.0754e-05i,-0.00076389+0.00027987i,-0.00045555-0.00021459i,8.7459e-05-0.00026783i
-0.0062069+0.00082356i,-0.0033132+0.00060735i,-0.0020769+0.0002265i,-0.0007219+0.00079797i,0.0011032+0.00030345i,0.0019541-0.00057952i,0.0018058-0.00037194i,0.00098276+7.1343e-05i,0.00074934-0.00041042i,0.00072055-0.00095158i,0.00055412-0.0010585i,0.00066824-0.00044749i,0.00056814+0.0015964i,0.00036369+0.0018048i,-9.042e-05+0.00040423i,-0.00011979+0.0005542i,7.9167e-05+0.0012962i,-0.00043161+0.0013393i,-0.00043456+0.00057865i,-0.00052469-0.00019001i,-0.001128-0.00032456i,-0.00027523-0.00045315i,0.00050039-0.00048216i
-0.0043157+0.00081583i,-0.0014673+0.00095272i,0.00020851+0.0012461i,0.0011724+0.0009466i,0.0020898-0.00030431i,0.0021458-0.0006109i,0.0007517-0.00082478i,3.5119e-05-0.0012406i,0.00042185-0.0013003i,0.0010078-0.0008318i,0.00077912-0.00021855i,0.00045412-3.4896e-06i,0.00036577-2.4716e-05i,0.00024818-0.00010623i,-3.8826e-05-0.00010263i,-0.00023561-0.0004293i,-0.0007535-0.00039543i,-0.00077327-0.00038897i,0.00026496-0.0001857i,0.00096674+0.00017239i,0.0005358+0.00019998i,-0.00077734-0.00039916i,-0.0016941-0.00034918i
-0.002845+0.001585i,8.4404e-05+0.0022139i,0.0015566+0.0016162i,0.0014358+0.00038843i,0.0015573-0.0012834i,0.001265-0.0020398i,0.00060234-0.0013095i,0.0001955-0.00038991i,-8.0261e-05+0.00046251i,-0.00015588+1.8597e-05i,-0.00032004+0.00037277i,-0.00017083+0.0012018i,-0.00014081+0.00079808i,-0.00024984+0.00053157i,0.00026272+0.00039562i,0.00037354+0.00033132i,0.00040462+0.00066526i,0.0004902+0.00093849i,0.00035966+0.00019736i,0.00012911-8.816e-05i,-0.00057283-0.00034747i,-0.00055617-0.00069453i,0.00044157-0.0004263i
-0.0061079+6.3175e-05i,-0.0028503+0.0022554i,-0.0012144+0.0019022i,0.00025993-0.00037926i,0.00065001-0.0007833i,0.00056442-0.0012438i,0.00029344-0.0017299i,-0.00069839-0.00052073i,-0.0010461+0.00022745i,-0.00093302+0.00064623i,-0.0012238+0.00070279i,-0.0011838-0.00010911i,-0.00068806+0.00021774i,-0.00023194+0.00073081i,0.00030933+0.00047105i,0.0004765+0.00044511i,0.0012013+0.00029713i,0.0004622+0.00019369i,-0.00044919-0.00025367i,0.00018713+0.00038788i,0.00020042+0.0015114i,-0.00046464+0.00061088i,-0.00017444+0.00013684i
-0.0050161-0.00044079i,-0.0019477+0.00070642i,-0.00078007+0.00090411i,-7.9799e-05+0.00054356i,0.00081963-0.00032611i,0.0012777-0.00058668i,0.00036951-0.0002649i,0.00035075-0.00020988i,0.00084154-0.00014844i,0.00036351-3.0204e-05i,0.00012167+0.00063884i,0.00031615+0.0010293i,0.00023104+0.00012919i,-0.00011612+0.0001649i,8.2463e-05+0.0010411i,0.00026737+0.00099983i,1.742e-05+0.00061431i,-0.00075793+0.00080775i,-0.00093919+0.00081705i,0.00014954+0.00095716i,0.00069942+0.00066221i,0.00053809+2.2838e-05i,0.00041785+0.00017584i
-0.0057639+0.0017964i,-0.0024225+0.0040251i,-0.00080478+0.0030573i,-0.00015759+0.00072416i,0.00084312-0.00066183i,0.0017404-0.0022167i,0.0014633-0.0021523i,0.0008079-0.0017577i,0.00073553-0.0012166i,0.00056788-0.0007378i,-0.00010538-0.00097162i,-0.0005143-0.00066627i,-0.00065021-0.00018501i,-0.00087622-0.00040916i,-0.0007852-0.00051088i,0.00021813-7.9114e-05i,0.00087717-6.1873e-06i,0.0007872+0.00049595i,0.00041011+0.00098337i,5.0061e-05+0.00079283i,-0.00040124+0.00030924i,-0.00060739-1.587e-05i,-0.00066329+3.5157e-05i
-0.0058677+0.0001819i,-0.0027993+0.0016026i,-0.00055815+0.0017011i,0.00060471+0.00086298i,0.001255-0.00023444i,0.0017946-0.0011003i,0.0013192-0.00076451i,-9.465e-06-0.00093937i,-0.00017881-0.0011102i,0.00017507-0.00073573i,0.00041442+8.3602e-05i,-0.00028834-5.2113e-07i,-0.00024469-0.00072289i,0.00039714-0.00021985i,0.00038708+0.00026922i,0.0006226+0.00066921i,0.0006838+0.0016306i,0.00045683+0.001088i,-7.1023e-05-0.00038463i,4.8242e-05-0.00012558i,0.00018638+6.9902e-05i,-0.00034086-0.00012091i,-0.00025345+2.0143e-05i
-0.0044107-0.00015514i,-0.00099548+0.0017248i,0.00036484+0.0025008i,0.0017647+0.0017651i,0.00241+0.00022445i,0.0016078-0.001799i,0.00094166-0.0015962i,0.00041169-0.00060043i,0.00010901-0.00017618i,-0.0002375+0.00012924i,-0.00076518+0.00044566i,-0.00092375+0.00039198i,-0.00070103-0.00055888i,-0.00089475-0.00038865i,-0.00049032+0.00029876i,0.00010053+0.00030311i,4.3006e-07+1.6216e-05i,-7.6585e-05+5.1364e-05i,9.8565e-06+0.00013688i,0.00021282+0.00029035i,0.00087809+0.00041993i,0.00098398+0.00055614i,0.00026915+0.00039165i
-0.0052529-0.00026637i,-0.0031787+0.0011195i,-0.0013603+0.00099349i,0.00016468+0.00098364i,0.0012773+0.0010538i,0.0015349+1.954e-05i,0.0017014-0.00069904i,0.001158-0.00027111i,0.00014071-0.00056128i,-0.0002124-0.0012412i,0.00017402-0.00082613i,-7.2514e-05+0.00018606i,-0.0002905+0.00083304i,0.00038536+0.0011745i,0.00063754+0.0011436i,6.6664e-06+0.0011245i,-0.00013588+0.0011476i,0.00081425+0.00021115i,0.0012817-0.00042729i,0.00076478-0.0004672i,0.0006024-3.2283e-05i,0.00094879+0.00075848i,0.0010108+0.00051706i
-0.0051083-0.0026145i,-0.0024841-0.00098014i,0.00010591-1.7031e-05i,0.00051478-9.358e-06i,-2.3523e-05-0.00025284i,0.00066536-2.2914e-05i,0.00085093-0.00023656i,0.00058582-0.00042649i,6.0612e-05+6.8203e-05i,6.0138e-05+0.00038009i,3.4606e-05+0.00018553i,-0.00086714-9.0234e-05i,-0.0013633-1.9083e-05i,-0.00040069-0.00077349i,-5.2296e-05-0.00044404i,-0.00045159+0.00084627i,-0.00039886+0.00092097i,-0.00046401+0.0003386i,-0.0004029+0.00027859i,-0.00058786+0.00061546i,-0.00053556-0.00022478i,-0.00060788-0.00032141i,-6.0777e-05-0.00014505i
-0.0033315-0.001323i,-0.0011597-0.00020706i,-0.00047912-1.4019e-05i,2.0586e-07-0.00015941i,0.0010218-0.00019492i,0.0013431+9.0089e-05i,0.00069362-0.00030568i,-0.00010851-0.00044142i,6.1572e-05-0.00063446i,0.00022411-0.0014001i,-5.6139e-05-0.0017894i,0.00069922-0.0012778i,0.0010834-0.0002388i,0.0008935+9.2085e-05i,0.00035069-0.00027915i,0.00039102-0.00079272i,-4.6482e-05-0.0004677i,-0.00027124+7.9888e-05i,0.00022284+0.00026967i,0.00018141+4.9531e-05i,-2.4398e-05+0.00016027i,0.00019614+0.00016177i,3.5532e-05-0.00032748i
-0.0067264+0.00021562i,-0.0043152+0.0027801i,-0.0031345+0.0027826i,-0.001159+0.0021927i,0.0011187+0.0015649i,0.001158+0.00055302i,0.00067048+0.00018891i,0.00062315-0.00053052i,0.00062626-0.00079039i,0.00033999-0.0005059i,6.7003e-05+0.00044351i,-0.00054893+0.0014236i,-0.0014856+0.00098432i,-0.00093828+0.00045441i,-0.00014852+0.00038942i,-0.00014108+0.00037226i,7.2093e-05+0.00061957i,-1.6415e-05+0.00063097i,0.00014238+0.00025803i,0.00015304+0.00052182i,0.00010986+0.00093329i,0.00024655+0.00069159i,0.00024355+0.00024274i
-0.0060405+0.0013466i,-0.0045977+0.0012485i,-0.0032881+0.00015943i,-0.0014669-0.00030672i,7.4579e-05-9.2524e-05i,0.0001873-0.00073821i,0.00048369-0.0011618i,0.00083637-0.00060114i,0.00068008+0.00012943i,-6.4415e-05+0.00012292i,-0.00094371+0.00055537i,-0.00066403+0.00042556i,-0.00030644+0.00092711i,-0.00040682+0.0013429i,-0.00024361+0.00044295i,0.00071506-0.00042053i,0.00094855+6.7395e-05i,-3.8435e-05+0.0003526i,-0.000644+0.00016011i,-0.0006592+0.00026331i,0.0001999+0.00029804i,0.00062289-0.00011101i,0.00023374-0.00065157i
-0.0060656-0.0016349i,-0.0020106-0.0010999i,0.0004064-0.00070643i,0.00089538-0.00026534i,0.0015073-0.00058391i,0.0014008-0.0015369i,0.00035457-0.00080772i,-0.00035134+0.00016708i,-0.00031514-0.00030518i,8.5699e-05-0.00064563i,-0.00015403-0.00028213i,-0.00077128+0.00017002i,-0.00081238+0.00064615i,-0.00012576+0.0013041i,-8.7432e-05+0.0012947i,0.00049948+0.0006203i,0.00076886+0.00047556i,2.1409e-05+0.0010033i,-0.00080319+0.00091945i,-0.00092657+0.00040487i,-0.00095496+8.6778e-05i,-0.00063524-0.00024244i,-1.6562e-05+8.5626e-05i
-0.0053805-0.002248i,-0.0027559+0.00057009i,-0.0010367+0.00076415i,0.00026642-7.1172e-05i,0.0010851-0.00028276i,0.0013555-0.00045907i,0.0012143-0.0003868i,0.00053579-0.00018211i,0.00035898-0.00040197i,0.00070817+0.00014642i,0.00081152+0.00056948i,6.0311e-05+0.00036179i,-0.00055906+0.00058235i,-0.00037184+0.00033192i,0.00031177-0.00032127i,0.00060156+0.00039474i,0.00012604+0.0010404i,-1.1462e-05+0.00075031i,0.00027047+0.0010921i,-2.2149e-05+0.00065653i,-0.00019649-0.00036827i,7.967e-05-0.00037664i,-0.00016035-0.00086445i
-0.0058335+0.00036435i,-0.0034294+0.0013092i,-0.0010605+0.0016987i,0.00089548+0.00087183i,0.00086593-0.0002048i,0.00024787-0.00073188i,0.00076953-0.00041778i,0.0011239+0.00026201i,0.00034977+0.0011744i,-0.0013926+0.00082099i,-0.0015811-0.00075166i,-0.00081278-0.0010555i,-0.00071193-0.00034531i,-0.00059103+0.00058008i,1.7064e-05+0.00097377i,9.6542e-05+0.0003395i,-0.00039401+0.00033624i,-0.00042577+0.00053507i,0.00014116+0.00068975i,0.00037387+0.0004856i,0.00068617+0.00022998i,0.000855+0.00063985i,0.00064012+0.00054519i
-0.0041826-0.00020125i,-0.0027114+0.00043962i,-0.001072-0.00014183i,0.00012543-0.00054967i,0.001039-0.00018965i,0.0016816-0.00017268i,0.00085401-0.00033273i,0.00049181-0.00071356i,0.00055718-0.00063984i,-0.00012969+9.1354e-05i,-0.0003466+7.2634e-05i,-0.00017463-0.00021558i,-5.7459e-05+0.00015056i,-3.9241e-05+0.0011657i,-0.00024256+0.0017686i,-0.00030422+0.0011704i,-1.4059e-05+0.00020996i,0.00059503+5.0658e-05i,0.00077055+1.0857e-05i,0.00046195+0.00051843i,-0.00025316+0.00063003i,-0.0012776+0.00031592i,-0.00062899-0.00030971i
-0.0023183-0.0017771i,-0.00041636-3.8502e-05i,0.00085041-2.701e-06i,0.0011585-0.00025562i,0.00161-0.0010019i,0.0017596-0.00090748i,0.0016559-0.00046313i,0.00074999-0.00023033i,-0.00019563-0.00015622i,-0.00041412-0.00034093i,-0.00022418+0.0001609i,-0.0006147+0.00046917i,-0.0007364+6.451e-05i,-0.00033941+0.00058333i,-0.00042852+0.00052049i,0.00017052-8.7838e-05i,0.00051593+0.00015684i,4.9092e-05+0.00033493i,-0.0002462+5.8282e-05i,-6.4778e-05-0.00025818i,-2.9764e-05+5.9431e-05i,-0.00022254-0.00012068i,-0.00048167-0.00089926i
-0.0043205+0.00029533i,-0.0015622+0.00061606i,-0.00027514-8.5227e-05i,6.2003e-05-9.6542e-05i,0.00083077-0.00082693i,0.00097308-0.0013391i,0.00095367-0.00010216i,0.0010719+0.0008907i,0.00045427+0.00082794i,-0.00036812+0.0010896i,8.6091e-05+0.00091666i,0.00028925+0.00094206i,-0.00069665+0.00062616i,-0.0014409+0.00037456i,-0.0012217+0.00096008i,-0.00048832+0.0008491i,0.00048709+0.00080655i,0.0007978+0.00046462i,0.0013259+7.3233e-05i,0.0014772+0.00055718i,0.00049789+0.00094341i,-0.00012622+0.0006149i,-0.00089236-0.00056238i
