-0.0034466-0.00038376i,-0.0031415+0.00028835i,-0.0038286+0.0017346i,-0.0023098+0.0021398i,-0.0012653+0.0026841i,-0.00075411+0.0024675i,-0.00014684+0.0026164i,0.00057382+0.0023301i,0.00087715+0.00086516i,0.0013352+0.00029535i,0.0016114+0.00014821i,0.00085617-0.00033616i,0.00074017-0.0012336i,0.00196-0.0015016i,0.0021929-0.00048255i,0.00083057-0.0005434i,0.00040145-0.00098802i,0.00084802+7.3974e-05i,0.00062786+0.0010057i,-0.00072412+0.00034849i,-0.0011251-0.00025334i,-0.00039894-8.5357e-05i,-0.00024548-7.7591e-05i
0.00085277+2.2821e-05i,0.0011561-0.001023i,0.00053209-0.0011217i,0.00035264-0.00052064i,0.00046048-2.1276e-05i,-6.1977e-05+0.0010235i,-0.00016508+0.0024777i,0.0003192+0.0021013i,0.0011104+0.00072673i,0.0015962-0.00058356i,0.0015258-0.00094715i,0.00096919-0.001025i,0.000206-0.00046128i,0.00045267+0.0007439i,0.0003084+0.00043972i,-0.00032661+0.00017033i,9.7335e-06+0.00062488i,0.00025751+0.00042327i,0.00040228+0.00017039i,0.0010662+0.00075743i,0.00050661+0.00092128i,9.284e-05+2.8628e-05i,-0.00014043-0.00056694i
0.0028469+0.0022309i,0.0026265+0.00035422i,0.0016744+0.00016236i,0.0016226+0.00024886i,0.0015247-0.00024246i,-0.00010571-0.00024912i,-0.00058389+0.00057155i,0.00019844+0.00091455i,0.00064436-4.2518e-05i,0.0011507-0.00076532i,0.0016629-0.00021428i,0.00093335+8.5532e-05i,-0.00042747-0.00039692i,-0.00072747-0.00035336i,8.6877e-06-0.0010574i,0.00026138-0.0009003i,-0.00049072+0.00025139i,-0.00057131+0.00021975i,-0.00035494+7.1173e-05i,-0.00011644+0.00055433i,-4.8093e-05+0.0011747i,-0.0007103+0.0011267i,-0.00076687+0.0012486i
-0.0005214+0.0013199i,-0.00010843-0.000598i,-0.00084663-0.0011364i,-0.0010693+8.9898e-05i,0.00075352+0.00071758i,0.0012684+0.0015248i,0.00092805+0.002323i,0.0012857+0.0012982i,0.0007571-7.0457e-06i,0.00033299-0.00027391i,0.00088803-0.00014451i,0.00087813-0.00025459i,0.00052827-0.00069429i,0.00096401-0.00046022i,0.00063397-0.00023184i,-0.00030131+7.0062e-05i,-0.00086388+0.00046189i,-0.00077937-0.00038025i,-0.00040826-0.00062402i,-0.00011347-0.00026329i,0.00061982+0.00013822i,0.00049198+0.00040224i,2.1187e-05+0.00012565i
-0.00048776-0.0029619i,6.8794e-05-0.0019439i,-0.00056586-0.00087004i,-0.0010508+0.00023128i,-1.3704e-05+0.0010938i,0.00065044+0.00174i,0.00084169+0.0020905i,0.0014808+0.00080974i,0.00093889-0.00087406i,0.00052212-0.00047826i,0.00010872+0.00033736i,-0.00063958+0.00043879i,-0.00032687+0.00030436i,0.00029639+0.0005649i,0.00038437+0.00089316i,0.0004171+0.0003447i,3.9208e-05-0.00077544i,-6.9035e-05-0.00045156i,0.00034915-0.00015943i,0.00025019-0.00076061i,-0.00016859-0.00014741i,0.00053885+0.0012061i,0.00089939+0.0015184i
3.6721e-05+0.00038555i,-0.0006962+0.0011956i,0.00038377+0.0003325i,0.0013312-0.00029468i,0.00054773+0.00014992i,-0.00084216+0.0011199i,-0.00073032+0.0018627i,-3.6093e-05+0.0011103i,-0.00019519+7.9289e-05i,-0.0003315-0.00061694i,0.0007029-0.001124i,0.0011712-0.0010275i,-0.00023409-0.00032334i,-0.0011402+0.000444i,-0.00018339+0.00033325i,0.00034817-0.00026951i,0.00045243-0.00033606i,0.00086836+0.0003088i,0.00049123+0.00076225i,1.5611e-05+0.00084162i,0.00024436+0.00038247i,0.00030165+0.0003334i,0.00086976+0.00027784i
0.0062244-0.0019782i,0.004887-0.0034547i,0.0023771-0.0037733i,0.001494-0.0024302i,0.00048045-0.000971i,-0.00043389+0.00077696i,-9.866e-05+0.0019666i,0.00097642+0.001474i,0.0013108+0.00076067i,0.0004835+0.00024159i,-0.00027554-8.706e-05i,-0.0014834-9.5486e-05i,-0.0024435+0.00024957i,-0.0014691+0.00044909i,-0.00061764+0.00052249i,-0.00069522+0.0011023i,-0.00035315+0.00075552i,-0.00036033+0.00014658i,-0.00062602+0.00015142i,-0.00012167+0.00058732i,0.00052383+0.00023594i,0.0003191-0.00055346i,-0.00049142-0.00033795i
-0.00086162+0.00036569i,-0.00081751+0.00022442i,-0.0008184+0.0006032i,-0.00053336+0.0016361i,-0.00091394+0.0018144i,-0.00096009+0.0020493i,-0.0010288+0.0017964i,-0.00045108-1.9848e-05i,0.00020485-0.00057178i,0.00021413+0.00025378i,0.00019762+0.00041883i,1.571e-05+0.00050228i,-0.00011851+0.00028081i,0.00080622-0.00019863i,0.0020308+4.8512e-05i,0.0018545-0.00010576i,0.00093053-0.00071858i,0.00022217-0.00043871i,-0.00013884-0.00016981i,-3.7616e-05-0.00026141i,0.00045574+0.00047845i,0.00026678+0.0010816i,-4.6935e-05+0.00090583i
0.00045395+0.00033783i,0.00034329-5.3029e-05i,-0.00010044-0.0002279i,0.00038565+9.9476e-05i,0.00088907+0.00012573i,0.0015024+0.00071092i,0.001898+0.0017955i,0.001525+0.0016334i,0.00066853+0.00046422i,5.1233e-05-0.00048423i,0.00064569-0.00067597i,0.0014601-0.00075169i,0.00094116-0.00046011i,-0.00037225-9.4477e-05i,-0.00048689-0.0007203i,0.00013833-0.00061521i,-0.0005424+9.5793e-05i,-0.00087074-8.0286e-05i,-0.00060589-0.00033358i,-0.00047135-0.00036944i,-2.5978e-05-6.8476e-05i,0.00028292+0.00052063i,0.0005133+0.00025534i
-0.0018027-0.0003208i,-0.0013315-0.00068526i,0.00015202-0.0014621i,0.00070037-0.0017163i,-5.1013e-05-0.00068537i,-0.0009935+0.00059114i,-0.00069482+0.0009184i,0.00026725+0.00048034i,0.00035018+4.297e-05i,-0.00092761-6.0869e-05i,-0.00089772-0.00036069i,0.00010238-0.00034345i,-0.00033903+0.00044935i,-0.00064137+0.0003315i,-0.00022008-0.00044928i,5.5117e-05-0.00017183i,0.00018438+0.00048948i,5.0062e-05+0.00015624i,-5.7982e-05-0.00072143i,0.00048145-0.00063206i,0.00033566-0.0004891i,-0.00030728-0.00074459i,-0.00074735-0.00022426i
0.00094996-0.00054345i,0.0014038-0.0010077i,0.0014829+5.3089e-05i,0.0014805+0.00080016i,0.0014125+0.0011154i,0.0010375+0.001119i,0.0012261+0.0012797i,0.00074378+0.00088217i,-0.00030342+0.00050299i,-0.0011817+0.00042415i,-0.00099402-8.2009e-06i,-0.00062879-0.00085081i,-0.00012677-0.0015001i,0.00033059-0.00014864i,-0.00036182+0.00083516i,-0.00048608+0.00017293i,-0.00050371-0.00050051i,-0.00045837-0.00031987i,-0.00055886+0.00056739i,-0.00054756+0.00071239i,-0.00015144+0.00068777i,0.00012949+0.00059798i,1.2423e-05+0.00010245i
0.0027355-0.0010943i,0.00099082-0.0011969i,-0.00027222-0.0010379i,-0.00043094-0.0003221i,-0.00040511+0.00079192i,0.00015512+0.0014961i,0.00017219+0.0015901i,9.2012e-05+0.0010957i,0.00070938+0.00050055i,0.00085713+0.00029267i,0.00039158-9.4201e-06i,7.3103e-05-0.00057421i,0.0010366-0.00025396i,0.0018336-9.6021e-05i,0.0013415+0.00033825i,-0.00017653+0.00072643i,-0.00070043-0.00015854i,-2.4365e-05-0.00018685i,-0.00044654+0.00065396i,-0.0002114+0.00022389i,0.00071119-0.00035304i,0.00089596-0.00031719i,0.00034699-0.00021801i
-0.0012776+0.0017684i,-0.0011279+0.0015039i,-0.0013177+0.0017899i,-0.0014561+0.001462i,-0.0005113+0.0010918i,0.00027441+0.001563i,0.00045726+0.0028154i,0.0011713+0.0020759i,0.0013841+0.00024802i,0.00074862+0.0001181i,0.00037178-8.3443e-05i,0.00047851-0.00076188i,0.00046189-0.00078138i,0.00047567-0.00061331i,5.2457e-05-0.00064434i,-0.00024214-0.00043779i,-0.00020157+0.0004204i,-0.00031395+0.00026128i,0.00037151+7.8837e-05i,0.00043633+0.00078121i,0.00041869+0.00068033i,0.00011997+0.0003626i,-0.00062814-6.3632e-05i
-0.002549-0.00062835i,-0.0027852-0.0011647i,-0.0016813-0.00099442i,-0.00027553-0.00011269i,0.00051652+0.00045983i,0.00038472+0.002019i,9.8749e-05+0.00175i,0.00050765+0.00071677i,0.00084132+0.00030132i,0.00092731-7.8582e-05i,0.00029221-0.00070291i,-0.00033095-0.00044914i,0.00022399+0.00031689i,0.00027063+0.00035574i,0.0002682-0.00085383i,0.00052965-0.0011789i,0.0002152-0.00059083i,-8.3615e-05-0.00038766i,-0.00019172-9.5123e-05i,3.3572e-05-0.00028131i,0.00018303-0.00058204i,3.6542e-05-0.00046304i,-0.00016551-0.00065461i
0.00048728-0.0024631i,-6.6602e-06-0.0025869i,-0.00094717-0.001415i,-0.0010697+0.00021492i,-0.00036162+0.0011679i,0.001141+0.0011506i,0.0015548+0.0012079i,0.0010153+0.00056437i,0.0011637-9.7289e-05i,0.00082381-0.00023525i,2.4544e-05-0.00044873i,-0.00027338-0.00064431i,0.00010416-0.00032746i,0.00062196+0.00029722i,0.0015201+6.2416e-05i,0.0013971-0.00021289i,0.00036984-1.9392e-06i,0.00011332+0.00058313i,-0.0002+0.00056351i,-0.00050116+0.00031819i,-0.0002271-7.1029e-05i,-0.00027399-0.00078004i,-0.00060669-0.00068061i
-0.00021484+0.00013605i,0.00029889+0.0005527i,1.2294e-05+0.00041524i,3.9404e-05+0.0002128i,1.2869e-05+0.00062275i,0.00024763+0.0010711i,0.00064256+0.0013681i,0.001386+0.0014568i,0.0011106+0.0011732i,-4.3925e-05+0.0007911i,0.00036718+0.00056443i,0.00090708+0.00010937i,0.00037121-0.00034723i,0.00026669-0.00099205i,0.00091196-0.0010297i,0.00047133-0.00056042i,-0.00040225-0.00015231i,-0.00044942-0.0003077i,0.00020609-0.00046661i,-0.00012798-0.00031313i,-0.0010553-0.00048363i,-0.00025435-0.00023079i,0.00051306+0.00026277i
0.0013449-0.00080843i,0.00033256-0.0015778i,0.00018838-0.0021954i,0.00029693-0.0015482i,-0.00015098-0.00070629i,6.9759e-06+0.0005061i,1.1627e-06+0.0017647i,-0.0001844+0.0014937i,-0.00011449-0.00023924i,6.8032e-05-0.00083748i,0.00018033-0.00085378i,-0.00033792-0.0013574i,0.00014702-0.0011682i,0.00044562-0.000146i,-0.0002157+0.00034046i,-0.0011454+5.6399e-05i,-0.0007773-0.00039572i,0.00013829-0.00038639i,0.00059178-0.00015024i,0.0009204+9.2552e-05i,0.0012381-0.00019828i,0.0014371-0.00087706i,0.00035962-0.00073127i
0.0029823-0.0026199i,0.0016005-0.0022447i,0.00032638-0.0018504i,-0.00083531-0.0017972i,-0.0019654-0.00022411i,-0.0012064+0.0017889i,0.00050196+0.0022171i,0.001006+0.00083701i,0.00057848-0.00044072i,-9.1796e-05-0.00083623i,-0.00091763-0.00073878i,-0.0010512+0.00010694i,-0.00082161+0.00083281i,-0.00042828+0.0010397i,9.2189e-05+0.001108i,0.00033856+0.00016118i,-0.0002477-0.00077414i,-0.00052737-0.00035599i,0.0003615+0.0003038i,0.0010147+0.00044975i,0.0010915+0.00010343i,0.00064443-7.8272e-05i,1.5317e-05+0.00039123i
-0.0010402+0.00036214i,-0.0010169+0.00059979i,-0.0014363+0.0011583i,-0.00068619+0.00083392i,3.1373e-06+8.1843e-05i,7.5815e-05+0.00068098i,0.00014705+0.0014859i,0.00061473+0.00096163i,0.00047787-0.00048226i,-0.00028937-0.00072439i,0.00040951-0.0003944i,0.00065153-0.00031097i,0.00023312-0.00024935i,0.00066848-0.00055195i,0.0011727-0.00057128i,0.000733-0.00074629i,-8.3859e-06-0.00090771i,-0.00089385-0.00029346i,-0.00098371+1.7029e-05i,-0.00052342-0.00029937i,-0.00052416-0.0010509i,-0.00070245-0.00065095i,-0.0010742+0.00093594i
-0.00082437-0.0020298i,-0.0018583-0.0021056i,-0.0014348-0.0011604i,-4.5872e-05+0.00017964i,1.1842e-05+0.00039728i,-0.00024285+0.0011394i,0.00054743+0.0020372i,0.0011504+0.0015638i,0.00070067+0.00070012i,0.00048485+0.00088499i,0.00051361+0.00049165i,-0.00073371-0.00011737i,-0.0013316-5.0586e-05i,-0.00042357-0.00026799i,0.00024081-0.0007754i,0.00010628-0.00044807i,-0.00066272+0.00015685i,-0.00041082+0.00030009i,4.0466e-05-0.00032316i,-3.0815e-05-0.0010459i,0.00064991-0.00086864i,0.00091515-0.00040491i,0.0002783+0.00019299i
-0.0012013-0.00018035i,-0.0010782+0.00081504i,-0.00055625+0.00099447i,-0.0005886+0.0005939i,-0.0011396+0.00090463i,-0.0009905+0.0017967i,-0.00040481+0.0022212i,-0.00041622+0.0012677i,-0.00038511-3.5092e-05i,0.00031873-0.00010216i,0.0010422-0.00036327i,0.0013085-0.00069597i,0.0010265-0.00043939i,0.0010305-0.0012229i,0.0010445-0.0015268i,0.00040192-0.00075795i,9.732e-05-0.000802i,-1.9168e-05-0.00056397i,-0.00024478-0.0001627i,-0.00020589-0.0001178i,-0.0003172-1.6589e-07i,-0.00011684+0.00042819i,-1.9108e-05+0.00044066i
2.2007e-05-0.0016017i,-0.00050637-0.0010491i,-0.00013231+6.8966e-05i,0.0010302-0.00011844i,0.0016536-0.00030464i,0.0019081+9.3335e-05i,0.0019152+0.00067684i,0.00081494+0.00020658i,0.00055772-0.00071593i,0.00022087-0.00076444i,-0.00043779-0.00031504i,-0.00085925+9.3204e-05i,6.5392e-05-0.00018887i,0.00072475-0.00058317i,0.00064987-0.00092963i,0.00043905-0.00089253i,-0.00047248-0.00027838i,-0.00014229-2.9088e-05i,0.0001645+4.8553e-05i,-2.5769e-05-8.8192e-05i,-0.00015764-0.00024033i,-0.00046237-0.00022976i,-0.00038018-0.00029611i
0.0034213+3.0922e-05i,0.0027759-0.0012641i,0.0014081-0.0017519i,4.5378e-05-0.0014824i,-0.00030169+3.9901e-05i,-8.1425e-05+0.0018809i,0.00011451+0.0020132i,0.00087708+0.0020215i,0.00062474+0.0013016i,0.00029064-0.00034241i,0.00039245-0.00051727i,0.00012698-6.508e-05i,-0.00023787-0.00043652i,-0.00049127-0.00022485i,-0.00085776+0.00022666i,-0.00026675-2.3834e-05i,-3.5128e-06+0.00042617i,-0.00024298+0.00086133i,1.6622e-05+0.00025585i,9.9471e-07-4.7558e-05i,-0.00043392+9.0248e-05i,-0.0012278+0.00058267i,-0.00088034+0.00050565i
-0.0025237+0.0009344i,-0.001511+0.001387i,-0.00066487+0.00043342i,-0.00012817-0.00040354i,0.00017378-0.00050901i,0.00032127+1.137e-05i,0.00048772+0.00083077i,0.00065222+0.00048512i,0.00020718+0.0005531i,-1.7099e-05+0.0010349i,-1.9747e-05+0.00027598i,-0.00017736-0.00021969i,-8.9036e-05+0.00016778i,0.0004291+0.00030462i,0.00037452-0.00015601i,-3.5898e-05+7.8828e-06i,-0.00018112+0.00046944i,-0.00020179+2.6812e-05i,0.00021013-0.00028813i,0.00075334+1.4762e-05i,0.0008821+7.1652e-05i,0.00039455-0.00025626i,0.00036091-0.0004644i
-0.0013383-0.0020009i,-0.0012887-0.0012948i,-0.00053078-0.00018572i,0.00033599+0.00086637i,0.0015867+0.0020881i,0.0021753+0.0018833i,0.0012983+0.00229i,0.00032865+0.0025778i,-0.00052017+0.0012012i,-7.0678e-05+0.00021001i,0.0010279-0.00028206i,0.0012583-0.00077294i,0.0013769+4.7481e-05i,0.0012664+0.00023161i,0.00068569-0.00093686i,0.00066755-0.0013006i,0.0003488-0.00030872i,0.00033683+0.00032936i,0.00058548+0.00037053i,0.00029934-0.00035827i,0.00040175-0.00048113i,0.0009763+6.5942e-05i,0.00047664+0.00024447i
-0.0015545+0.00086158i,-0.00075928+0.0030407i,0.00017422+0.0048361i,-0.00031504+0.0032327i,-0.00069088+0.00073652i,-0.00050052-4.8015e-05i,-0.00022597+0.00012706i,8.1427e-05-0.00029331i,-0.00022557-0.00053302i,0.00042379-0.00064325i,0.0012149-0.0010457i,0.00086526-0.00079202i,0.00031715-0.00079507i,-0.00017849-0.00086531i,-0.00031926-0.0012555i,0.00050518-0.00064805i,0.00055546+0.00049874i,-0.00015476+0.00041219i,-0.00038317+6.0763e-05i,4.0393e-05+0.00032478i,-0.00021303+0.0010115i,-3.8516e-05+0.0011771i,0.00014978+0.00095384i
-0.0053215+0.002987i,-0.0052464+0.0055226i,-0.0021732+0.0098539i,0.0026792+0.0080757i,0.0065784+0.0045277i,0.0055896+0.00095591i,0.0017713+0.00062476i,-0.0003372+0.0012006i,-0.00057546+0.0015961i,0.0013899+0.0012063i,0.0020589-0.00074253i,0.0010742-0.0020225i,0.00051796-0.0031753i,0.00029602-0.004446i,7.0501e-05-0.0045158i,0.00014188-0.0031523i,0.00054398-0.00067412i,0.00051647+0.00034716i,-0.00066165-0.00021212i,-0.00082817-0.00031666i,-0.00031528+0.0004229i,0.0001399+0.0011323i,0.001639+0.00090157i
0.0031261-0.0013645i,0.0025719-0.0022933i,-1.6863e-05-0.0044303i,-0.0019915-0.0034856i,-0.0027955-0.001237i,-0.0015905+0.001584i,0.000674+0.0027749i,0.0018877+0.0017536i,0.0011189-1.1479e-05i,-0.0004321-0.00098231i,-0.0007639+0.00034097i,0.00018703+0.0014537i,0.00085407+0.0017961i,0.0011627+0.0021698i,0.0010077+0.0017381i,0.00083782+0.00064413i,0.00074342-0.00045289i,0.00036191-0.00032881i,0.00026246+0.00071804i,0.00036526+0.0011776i,9.3637e-05+0.00049751i,2.2796e-05-0.00025227i,-0.00016096-0.00055922i
-0.00087701-0.0021239i,-0.00035779-0.0022493i,0.00018773-0.0016268i,0.00037383-0.00030364i,-0.00019283+0.0013676i,-0.00062372+0.002926i,0.00016019+0.0039755i,0.0008881+0.0024223i,0.00070874+0.00018378i,-0.00018756-0.00066876i,-3.0866e-05-0.0014544i,0.00049993-0.0015469i,0.0001006-0.00070078i,-4.8417e-05-0.00046075i,0.00025989-0.00068779i,0.00050497-0.00080643i,-0.00037982-0.00056305i,-0.00088998-9.972e-05i,-7.3394e-05-0.00043395i,0.00035592-0.00054419i,-0.00021207-0.00060128i,-0.00056885-0.00012309i,-0.00086609+0.00026723i
0.0032168-0.0030152i,0.0025924-0.0039265i,0.0014759-0.0035008i,0.00095074-0.00237i,0.0006556-0.0010314i,-0.00016907+0.00068561i,-0.0001155+0.0016603i,0.00082253+0.0017777i,0.00069709+0.00075547i,-5.4928e-05-0.00074149i,-5.2849e-05-0.00078978i,-0.00039754-0.0011942i,-0.00070503-0.00084387i,-5.3617e-07+0.00038834i,0.00020169+8.9136e-05i,-0.00018298-5.5614e-05i,-0.00024658+0.00022354i,-0.00026408-0.00034997i,-0.00022588-0.00015028i,-0.0006245+0.00062582i,0.00015821+0.00073513i,0.00092326+0.00020742i,0.00030803+1.2817e-05i
0.0022212+0.00099938i,0.0016787+0.00049155i,0.00058797-0.0014759i,-0.00047813-0.0014859i,-0.00088102+0.00028772i,0.00031418+0.0015913i,0.00084172+0.0021122i,0.00082773+0.0014143i,0.001061+3.4012e-05i,0.00062136-5.1652e-05i,-8.0242e-06-0.00020034i,-0.00068297-4.356e-05i,-0.0008827+0.00034397i,-0.00068235-0.00034648i,-0.00024224-0.00016271i,-0.0001301-7.6272e-05i,-0.0009276+1.1768e-05i,-0.0011583+0.00033386i,-0.00011243+0.00036568i,0.00066379+0.00014251i,0.00047502+8.6264e-05i,0.00025323-0.00026149i,0.00038694-0.00023036i
-0.00079247+0.00053224i,-0.00047751+0.00037964i,0.00026375-0.00021186i,-0.00063179+0.00024345i,-0.00092221+0.0014036i,8.7599e-05+0.0021949i,0.0010412+0.0020618i,0.0013099+0.0015643i,0.001028+0.00088724i,0.00054851-0.00010505i,3.088e-05-0.00070237i,-0.00029992-0.0010144i,-0.0006235-0.0014553i,-0.00037404-0.0015051i,0.00092765-0.0015046i,0.001095-0.001691i,-6.5071e-05-0.0019054i,-0.00066731-0.0014476i,-0.0008342-0.00071584i,-0.00081046+0.00026241i,-0.00067876+0.0015115i,-0.00035404+0.0013928i,-8.1293e-05+0.0004317i
-0.00083228-0.0037688i,-0.0002005-0.0037691i,0.00054894-0.0018676i,0.00054498-0.0018067i,0.0005991-0.0022379i,7.8338e-05-0.00072474i,0.00049978+0.0010827i,0.00085384+0.0015315i,-0.00018557+0.00032826i,-0.00058671-0.00024604i,-0.00066742-0.00043997i,-0.00070705-0.00026854i,-0.00050252+0.00017231i,1.0517e-05-0.00020134i,-8.5795e-06-0.00062888i,-0.0001559-0.00013678i,-7.1094e-05+0.00017332i,3.7451e-05-0.00049375i,0.00013227-0.00070228i,-0.00013365+0.00033757i,9.254e-05+0.00060632i,0.00082917-0.00010135i,0.00091804+2.4351e-05i
0.0025695-0.0013374i,0.0020019-0.0023707i,0.0001675-0.003731i,-0.0014292-0.0016749i,-0.001932+5.9223e-06i,-0.0011943+0.0012269i,-0.00049408+0.0021103i,0.00035781+0.0019064i,0.00042865+0.00065121i,-0.00067414-0.00084909i,-0.00084222-0.00070046i,-0.00084302+0.00018247i,-0.00074714+0.00048874i,0.00026723+0.00036237i,0.0010825+0.0005013i,0.00092755+0.00032627i,0.00011628-0.00045545i,-0.00049364-0.00040459i,-0.0012073-0.00013727i,-0.00056407-0.00073071i,0.00032958-0.00083798i,-0.00070327-0.00027579i,-0.00090721-5.5836e-05i
-0.0010518-0.0017632i,-0.00022491-0.0019189i,-6.6004e-05-0.0016372i,-0.0002218-0.00084365i,-6.9308e-05-0.00018629i,-6.8116e-05+0.00076688i,-0.00013478+0.0017863i,6.4147e-05+0.0015074i,0.0005242+0.00097289i,0.0001114+0.00022468i,-0.0002456-4.9941e-05i,0.0002478-0.00035753i,8.5329e-05-0.00089054i,0.00021816-0.00058553i,0.00061944+0.00098336i,0.00058299+0.0013775i,0.0005572+0.00059269i,0.00029027+8.7034e-05i,2.3529e-05-5.9027e-05i,-6.378e-06-0.00067842i,-4.2897e-05-0.0010355i,2.0149e-05-0.00055841i,-5.9938e-05-0.00064568i
0.0021044-0.0013827i,0.0011967-0.0018437i,0.00046619-0.0018962i,-0.00043852-0.00060414i,-0.00076095+0.00025153i,-0.000162+0.00055604i,0.00083442+0.00090251i,0.0012248+0.00077938i,0.00053789+0.0002041i,-0.00034945-1.9406e-05i,-0.00023338+7.1686e-05i,-0.00059321+0.00023599i,-0.00069892-0.00019089i,-4.5066e-05-0.00042613i,0.00034182+0.00037207i,-7.7347e-05+0.00069189i,3.3876e-05+5.065e-06i,0.00043863-0.00027984i,0.00022634+0.00016954i,0.00013955-2.029e-05i,0.00021498-0.00012639i,-0.00019136-1.0515e-05i,-0.00024503-6.5116e-05i
-0.00074019-2.6946e-05i,-0.0012659-0.00093407i,-0.002001-0.001814i,-0.0022787-0.0016571i,-0.0017415-0.00049409i,-0.0012798+0.00060133i,-0.00045276+0.001618i,0.0002153+0.0011112i,0.00017856-0.00034646i,-0.00020564-0.00074758i,-1.3768e-05-0.00045069i,0.00023086-0.00047299i,2.6746e-05-0.00033654i,-0.00057968+0.00027519i,-5.3266e-05+0.00046063i,0.00078935+0.00028899i,0.00088477-0.0001017i,0.0013381-0.0001559i,0.00065123+0.00053749i,-0.00034882+0.00061366i,-0.0004913+0.00014064i,-0.00087341+0.00011754i,-0.0012026+0.00037909i
0.00059377-0.0014626i,0.00039957-0.0026777i,9.6568e-05-0.0023276i,0.00058556-0.00069706i,0.00053851+0.0014631i,0.00022441+0.0024605i,0.00047204+0.0017156i,0.0005773+0.00061729i,-6.2414e-05+0.00018365i,-0.00083614+0.00018764i,-0.00054749+0.0002408i,-0.0001088+0.00039061i,-0.00064014+0.00021594i,-9.3024e-05+0.00033891i,0.0012581+0.00097093i,0.0010257+0.00056396i,0.00016625-0.0003511i,0.00065424-0.00074636i,0.00063902-0.00028486i,0.00011962+0.00040714i,-0.0002189+0.00045229i,-0.00059583+0.00060501i,6.3538e-05+0.00081062i
-0.0010711-0.0014727i,-0.00085867-0.00080088i,-0.0015126-0.00050091i,-0.001945-3.2434e-06i,-0.0015453+0.00090988i,-0.00057731+0.0019242i,0.00044143+0.0011621i,0.00076932+0.00021497i,0.00019412-0.00012298i,-0.00015471-0.00031264i,-8.902e-05+0.00017558i,0.00040232+0.00048399i,0.00080923+0.00084755i,0.00069973+0.0014722i,0.00061294+0.0012382i,0.00070765+0.00054245i,0.00066039+0.00029429i,0.00078988+0.00036268i,0.0013491+0.00028629i,0.0012722-2.1956e-05i,0.00072488+0.00022035i,0.00032799+0.00012821i,-0.00025936-0.00089728i
-0.00022521+0.00025874i,0.00078911-0.00097452i,0.0012179-0.0015809i,0.0012878-0.0014016i,0.00076584+0.00020752i,-2.8874e-05+0.0016819i,-0.00040114+0.0018031i,-9.2666e-05+0.00077891i,-9.919e-05+0.00019244i,-0.00037772-0.0002198i,4.77e-05-0.00045188i,6.5747e-05-0.00034327i,-0.00029888+0.00012723i,-0.00047391+0.00039192i,-0.0010248-0.00046088i,-0.00077069-0.00070944i,-5.8757e-05-0.00034939i,-2.2473e-05+3.2668e-05i,5.6738e-05+0.00060253i,0.00015786+0.0007326i,0.00014975+0.00088211i,-3.0265e-05+0.00091211i,6.2211e-05+0.00036578i
0.0010547-0.0019254i,0.00050258-0.0014363i,-0.00013052+0.00012249i,0.00035683+0.00022907i,0.0008438-0.00059626i,0.00054173-0.00072008i,0.0010302+0.00021037i,0.0010869-4.7317e-05i,0.00040392-0.00074732i,0.00059335-0.00099936i,0.00019374-0.00071406i,-0.00071562-0.00088858i,-0.00075515-0.00088158i,-0.00015122-0.00068877i,-0.00011945-0.00029376i,-0.00027924+0.00022597i,0.00028268+4.0529e-05i,0.00063383+0.00067662i,0.0008261+0.0010674i,0.00097837+0.00022047i,0.00079457-7.2097e-05i,0.00044257-9.4645e-05i,0.00024632+0.00027038i
-0.0015104-0.00049059i,-0.0012902-4.4823e-05i,-0.0013078+0.00048946i,-0.00087596+0.00030573i,-0.00031757+0.00061084i,0.00043601+0.0013023i,0.0008704+0.0015326i,0.00029729+0.0014654i,-7.0425e-05+0.00065372i,-0.00037638-0.00032208i,5.1955e-05+0.00026278i,0.00039198+0.00013308i,0.00069763-0.00018659i,0.001265-1.0864e-06i,0.0013075-0.00078593i,0.00089738-0.00033999i,0.0004866+0.00085206i,0.00077238+0.00075102i,0.00070422+0.00042233i,0.00050301+0.00026834i,-9.1072e-05+0.0001712i,-0.00092377-0.00012874i,-0.00036113-0.0011273i
-0.001912-0.0033278i,-0.0025514-0.0031329i,-0.0032664-0.0024491i,-0.0023595-0.00036666i,-0.00069962+0.0014403i,0.00042672+0.0019944i,0.0015232+0.0027208i,0.0017265+0.002143i,0.00024097+0.0001601i,-0.00042739-0.00031762i,-0.00061245-0.00027153i,-0.0006482-0.00073967i,-0.00012314+9.5776e-06i,0.00049951+0.00060426i,0.0011937+0.00021905i,0.0010741+0.00026951i,0.00073529+0.00011354i,0.00029014-0.00010889i,-0.00030778-0.00021819i,-0.00051865-0.00047137i,-0.00065756-0.00088996i,-0.0003148-0.0011235i,8.7095e-05-0.00014989i
