-0.003532+0.00062947i,-0.0025818+0.0010761i,-0.001995+0.0013676i,-0.0016164+0.0016906i,-0.0013864+0.0026503i,-0.00046713+0.0018706i,-0.00015305+0.0014253i,0.00033546+0.0027815i,0.0016229+0.0030741i,0.0020481+0.0023721i,0.0011453+0.00084352i,0.0011352-0.00053731i,0.00039979-0.00039886i,-0.0002873+9.9118e-05i,-0.00015071+0.00028205i,-0.00034759+0.0004327i,-0.00039047+0.00013539i,-0.00035495-0.00088454i,-0.00027225-0.0012321i,-1.6609e-05-0.00053593i,0.00067179+0.00010365i,0.00048056+0.00032311i,0.00037952+3.4401e-05i
0.00085573+0.0012504i,0.00018999+0.00094897i,0.00045632-0.001539i,-2.6012e-05-0.0019399i,-0.00077101-0.00033331i,-0.0011845+0.00027974i,-0.0013828+8.1231e-05i,-0.00060516-4.2566e-05i,0.00029855+0.00010564i,0.00037326-2.2382e-05i,0.00018463-0.00061558i,-0.00015694-0.0011082i,7.8684e-05-0.00032261i,0.00038518+8.1848e-05i,-0.00011924-0.00029486i,0.00026441-0.00038461i,0.00053314-0.00027415i,0.00062412+0.00019539i,0.00054683-0.00016506i,0.00030176-0.0008296i,0.0007514-0.0008098i,0.00078367-0.0010018i,-0.00032756-0.00085308i
0.0015119-0.00010712i,0.00044275-0.0012653i,0.00038398-0.00031495i,0.00060834+0.0014538i,-0.00032381+0.0021658i,-0.00082414+0.0016808i,-0.00020479+0.00096042i,0.00079574+0.00077569i,0.0011332+0.00080431i,0.0010425+0.00021444i,0.00067176-0.00018882i,0.00018597-9.3111e-05i,-7.2606e-05-0.00010229i,-0.00027066+0.00041813i,-0.00058674+0.00072792i,-0.00021984+0.00042665i,0.00020374+1.7372e-05i,0.00013848-0.00047595i,-0.00025895-0.000885i,-6.7207e-06-0.00053796i,-5.7784e-05-0.00012476i,-5.9517e-05-0.00052487i,-1.5348e-05-0.00015651i
0.00032684+8.6332e-05i,0.00072194+0.00031004i,0.0013078-0.0001226i,0.00078515-0.00024391i,0.00016593+0.00057127i,-0.00029437+0.0011051i,-0.00042099+0.001267i,-0.00019656+0.0001443i,0.0003295-0.00067082i,0.00070414-0.00045573i,0.00057517-0.00015585i,1.3596e-05+0.00019475i,0.00037474+6.0787e-06i,0.00045581-5.3087e-05i,3.7349e-07+0.00043285i,-0.00012634+0.0001927i,-0.00058694-0.00056911i,-0.00041817-0.00084529i,0.00027352-0.00084905i,0.00027354-0.00094025i,-0.00032963-0.0015093i,-0.00069985-0.0016655i,-0.0003852-0.00079663i
0.0018296+0.0010977i,0.001382+0.001006i,0.00092146+0.00040287i,0.00056773+0.0004378i,2.9215e-05+0.00018611i,-0.00095846-0.00020343i,-0.0013955+0.00043991i,-0.00053167+0.00072529i,0.00013826+0.00060868i,0.00019952+0.00050112i,0.00079562+0.00032599i,0.00082974+5.5875e-06i,-0.00035904+0.00064411i,-0.0014271+0.00082826i,-0.00146+0.000204i,-0.00043203-0.00021611i,0.00060359-0.0011701i,0.0005027-0.0012171i,0.00016046-0.00086151i,1.6804e-05-0.00056467i,-0.00019827-0.00040808i,-0.00012694-0.00096476i,-0.00059255-0.0013172i
6.1944e-05+0.00055462i,-7.2539e-05+0.00061005i,-0.00095185+0.00090491i,-0.00087693+0.00092338i,-0.00014029+0.0011011i,0.0010665+0.0013987i,0.0012538+0.0017481i,-0.00011207+0.0020817i,-0.00048838+0.001652i,0.00055188+0.00095486i,0.0016898+0.000629i,0.001393+0.00021556i,0.00088406-0.00061806i,0.001346-0.00095841i,0.00080056-0.00095221i,8.2553e-05-0.00055989i,0.00028937+0.00015019i,0.00056662+5.0892e-05i,0.00087976-0.00054466i,0.00049306-0.00080432i,0.00059399-0.00032597i,0.0009117-0.00043095i,0.00014267-0.00023246i
0.00069854+0.00088284i,-0.00020703+0.00025861i,-0.00085364+0.00043472i,-0.000297+7.4394e-05i,0.00091803-0.00016599i,0.00053514+0.00065525i,-0.00021912+0.0011419i,-0.00021466+0.0005516i,-6.6994e-05+0.00026656i,0.00061718+0.00036283i,0.00089279+0.00023714i,-0.00011795-0.00037434i,-0.00043226-0.00050242i,0.00023372+7.6985e-05i,0.00039398+0.00044289i,-0.00016191+0.00018803i,-0.00060465+0.00017031i,-2.354e-06+0.00064205i,0.00048066+0.00021403i,0.00047597-0.00018247i,0.00043553+0.00014371i,0.00068144+0.00055261i,0.00059547+0.00051971i
0.00045367-0.0012211i,-0.00056883-0.00038813i,-0.0015096+2.9195e-05i,-0.0015462+0.00051496i,-0.0014084+0.0014815i,-0.00099573+0.0016767i,-0.00057893+0.0009759i,0.00010007+0.00028114i,0.00066351-5.791e-06i,0.00032154-0.00068874i,3.2179e-05-0.00072866i,0.00042299+0.00069016i,0.00046086+0.00087497i,0.00044563+0.00030787i,0.00062407-3.3039e-05i,0.00020998+0.00012058i,-0.00022061+8.9662e-05i,-0.00044388-0.0010397i,-0.0007643-0.00084137i,-0.00024371+0.0001258i,-2.6554e-05+0.00055937i,-0.00041274+0.0010448i,-0.00062781+0.00025i
0.0016171-0.00034105i,0.0011438-0.00099458i,0.0014267-0.00071315i,0.0012959-0.00011798i,-0.00048177+5.1959e-05i,-0.0017838-0.00063455i,-0.001462-0.00062546i,-0.0010557-0.00024261i,-0.00046885-0.00020657i,0.00045194-0.00092573i,0.00030818-0.00066516i,-0.00082397+0.00017012i,-0.00076199-6.9226e-05i,0.00037162-0.00036156i,0.00049446-0.00024388i,0.00020414+0.00010405i,0.00013488-1.0279e-05i,1.8999e-05-0.0004058i,-3.1882e-05-0.00065244i,7.0895e-05-0.0012769i,-1.8133e-05-0.0011695i,-0.00021454-0.00020109i,-0.00067518+0.00046945i
0.0006755+0.0019244i,0.0019479+0.0018406i,0.001118+0.0009518i,0.00057939+0.00038174i,0.00082957+0.00074106i,-1.8691e-05+0.0011331i,-9.9231e-05+0.00093292i,0.00091827+0.00097376i,0.0011237+0.00074919i,0.00059204+0.00032125i,0.000506+0.00013655i,0.00012318-0.00024573i,-0.00017211-0.00053265i,-0.00023056-0.00034447i,-2.2911e-05-0.00045705i,0.00024752-0.00065313i,0.00052366-0.00033255i,0.00044224-0.00026872i,0.00026072-0.00062173i,0.00054793-0.0009655i,0.00039805-0.00054964i,-0.00058249+0.00045444i,-0.00064298+0.00040918i
-0.00189-0.0012538i,-0.0024922+0.0002167i,-0.0027099+0.001401i,-0.0030869+0.0016836i,-0.0021495+0.0023133i,-0.00093761+0.0028782i,-0.00048458+0.0016057i,0.00013444+0.00069785i,0.00033123+0.00096815i,-1.3849e-05+0.00084161i,3.5088e-05+0.00055893i,0.00029271+0.00054351i,0.00077624+0.00031391i,0.00071345-0.00066117i,0.00040062-0.00023175i,0.00069143+0.00044558i,0.00078157+0.00014996i,0.00056039-8.0929e-05i,0.00058369+0.00034509i,0.00016015-0.00071705i,0.00025763-0.00095126i,0.00039397+0.0005211i,0.00024231+0.00028255i
-0.00043732-0.00064468i,-0.0011773-0.00046926i,-0.0012551+0.00017806i,-0.00083224+0.0014468i,-0.0012298+0.0011645i,-0.0019395+0.00063313i,-0.0012803+0.00076353i,6.581e-05+0.00085763i,3.7878e-05+0.0009748i,-0.00032579+4.2545e-05i,0.00022635-0.00014212i,-5.3736e-05+0.00011171i,-0.00061049-0.00055759i,-7.6479e-05-0.00052514i,0.00065299-0.0002079i,0.00039458-0.00018559i,-8.7517e-06-0.00012549i,3.4429e-07-0.00023961i,-6.4033e-05-0.00059108i,9.6368e-05-0.00079613i,0.00019691-0.00080688i,-0.00016671-0.0011463i,-0.000324-0.00070098i
0.0013292-0.00045255i,0.0014-0.00097845i,0.0010021-0.00089505i,0.00038342+0.00031225i,-0.00048596+0.0015244i,-0.0010137+0.0013704i,-0.00065676+0.0014761i,0.00035427+0.0019894i,0.00057069+0.0016251i,-0.00019428+0.00041686i,-0.00035115-0.00085656i,0.00037428-0.00087491i,0.00083774-0.00038485i,0.0001646-0.00018966i,-0.0010306-1.2282e-05i,-0.00052692-7.8009e-05i,-0.00026239+0.0001552i,-0.00029844+0.00024819i,0.00019344+0.00026287i,0.00034149+0.0003833i,-0.00013811-7.2455e-05i,-0.00045839-0.00078969i,-0.00050606-0.00050562i
0.0025325+0.00020341i,0.0018821+0.001004i,0.0013116+0.0013436i,0.00071104+0.0011192i,0.00036037+0.0011473i,-0.00057198+0.0018862i,-0.00080193+0.0017324i,0.00020949+0.00098553i,0.00067171+0.00038827i,0.00041751-0.00050665i,0.00043584+0.00013839i,-8.9737e-05+0.0010094i,-0.00020125+0.00067783i,0.00021702+0.0004754i,0.00036146+6.8589e-06i,-0.00019839+0.00063859i,-0.00068978+0.0010838i,-0.00057045+7.1414e-05i,-0.00029429+0.00032104i,-0.00056831+0.00074501i,-0.00085815+0.00053353i,-0.00071385+0.00055679i,-0.00028075+0.00033418i
-0.0015257-0.0014452i,-0.0015312-0.00013098i,-0.00088593+0.00049957i,-0.0006895+0.00089529i,-0.00086433+0.0012539i,-0.00052976+0.0010721i,0.00026869+0.00049471i,0.00069021+0.00052205i,0.00022109+0.0005588i,0.0001529+0.00063143i,5.284e-05+0.00073201i,0.00061549+8.7588e-05i,0.0013181-0.00013389i,0.00036579-0.00014427i,-0.00051487-0.00034126i,-9.8616e-05-0.00062684i,0.00043258-0.00066302i,0.000604-0.0003565i,3.061e-06-0.00036375i,-0.00033488-0.00014799i,-0.00025806-0.00017123i,-5.9252e-05-0.0004308i,1.3088e-05-0.00063909i
-0.00013978-0.0016532i,-0.00084123-0.0008539i,-0.0026421+0.00013999i,-0.0029611+0.00029562i,-0.0020398+0.00063371i,-0.0010666+0.00054236i,-9.2846e-05+0.00084018i,-0.00046383+0.0016412i,-0.0004507+0.0016461i,0.00075083+0.00030411i,0.0010738-0.00063955i,0.00045249-0.00038151i,0.00021709+0.00020026i,-0.00020897-9.4667e-05i,-0.00040737-0.00064933i,-0.00068386-0.00061856i,-0.0002856-0.00014927i,0.00071321-0.00013183i,0.00075002+0.00017873i,0.00012465+0.001048i,0.00011384+0.00069507i,0.00063416+0.00026386i,0.00052256+0.00011908i
-0.0015972+0.00013184i,-0.0011293+0.00037357i,-0.00035622+0.0010534i,0.00035782+0.0024386i,0.00091672+0.0030157i,0.00074414+0.0025225i,0.00055059+0.0015859i,0.00034776+0.00046952i,-0.00032981+0.00015653i,-0.00020797-0.0003173i,0.0002806-0.001393i,0.0003101-0.001431i,0.00012567-0.00069422i,-0.00031317-0.00062756i,0.00022781-0.00055785i,0.00026384-0.00039487i,9.98e-06-0.00037648i,5.7986e-05-0.00023994i,0.00025625-0.00014951i,0.00041833+0.00019609i,0.00043642+0.00053962i,0.00054201+0.00070508i,-0.00017435+0.0005643i
0.00086198+0.0016835i,0.0014649+0.0015696i,0.0019935+0.00059009i,0.0016088+0.00013298i,0.00091474-0.00035009i,0.00024761-0.00075728i,-0.00012455-0.00056674i,0.00049559-0.00034648i,0.0011186-0.0004971i,0.0014694-0.00071375i,0.0010744-0.00045638i,0.00025406-0.00015165i,0.00013378+0.00036942i,0.00055966+0.0011884i,0.00054648+0.0018707i,0.00038996+0.0012554i,0.00013758+0.00068415i,-0.00032008+0.00013343i,-5.1702e-05-0.00062607i,0.00023041-0.00090082i,0.00042359-0.00071191i,-0.00013756-0.00032105i,-0.00035575-0.00030664i
0.00025663+0.002014i,0.00034062+0.0031464i,0.00027877+0.0031446i,0.00099413+0.0026847i,0.001218+0.0027991i,0.00034422+0.0020968i,3.6515e-05+0.0012868i,-0.00016108+0.0011259i,-0.00030535+0.00085872i,0.00030436-0.00012887i,-1.2115e-05-0.00040255i,-0.00082369-0.00046396i,-0.00065786-0.00095282i,8.9365e-05-0.0006161i,0.00091355+0.00029503i,0.00066864+0.0004663i,-1.9539e-05-0.00026218i,0.00039454-0.00027741i,0.00064886-9.7214e-05i,-0.00059217-0.00060009i,-0.00048442-0.0010207i,0.00064408+0.00021026i,0.00040853+0.00095566i
0.0015617-0.0018091i,0.00164-0.001614i,0.00049193-0.00163i,-0.00056115-0.00067028i,-0.00090766+0.00032047i,-0.0011499+0.0011043i,-0.0012095+0.0014916i,-0.00024953+0.00091557i,0.00036641+0.00051007i,0.00057828+0.00061448i,0.00081252+0.00040181i,0.00093175+0.0004425i,0.00058035+0.00064991i,0.00016008+0.00044925i,-0.00027216+7.175e-05i,-2.5037e-06-0.00015257i,0.00029445-6.5088e-06i,-8.1881e-05-0.00013211i,-0.00060586-0.0005462i,-0.00033341-0.0011129i,0.00088585-0.0011325i,0.0012174-0.00044796i,0.00057611-0.00013152i
0.00077753-0.0010216i,0.00048975-0.00088749i,0.0012552+0.00037785i,7.6826e-05+0.0011014i,-0.0015643+0.0011793i,-0.00082353+0.0008928i,-7.6345e-05+0.00048456i,-9.9199e-05+0.00065995i,0.00039779+0.00064165i,0.00054179+0.00020091i,-0.0001847-0.00047547i,-0.00088283-0.00053667i,-0.00063547+0.0002041i,0.00047648+0.00057223i,0.00051897+0.00066555i,0.00084569+0.00082691i,0.0011768+0.0010804i,0.00047148+0.00054237i,-0.00010894-0.00037548i,0.00016055-0.00046748i,1.5604e-05+0.00017765i,-0.00058734+2.2116e-05i,-5.218e-05-0.00010054i
0.00061758+0.0012566i,0.00089287+0.0013682i,0.00042439+0.0027011i,0.00087309+0.0032293i,0.0011288+0.0027625i,0.00028486+0.0015357i,-0.00024852+0.00021601i,-3.2339e-06+5.6691e-05i,0.00020658+0.00012048i,0.00037889-0.00013131i,2.0766e-06-0.00031215i,-0.00048558-9.8142e-05i,-0.00021255+0.00016577i,-6.3006e-05+0.00010923i,0.00021934+5.6471e-05i,0.00052791+0.00021472i,0.00047976+0.00026956i,0.00050215-0.00021323i,0.00052821-0.00043735i,0.00011568-0.00024367i,-0.00038604-0.000616i,-5.4792e-05-0.00086353i,0.00086907-0.00047497i
-0.00044866+0.0010151i,-0.0009068+0.0022412i,-0.00019967+0.0026188i,0.00054739+0.002529i,0.00045318+0.0012741i,0.00013384+0.00056303i,-0.00041455+9.9299e-05i,-0.00086753-4.4319e-05i,-0.00018395+0.00051603i,0.00068006+0.00073998i,0.00041379+0.00048332i,-0.00031205+0.00041651i,-0.0007562-9.0892e-05i,-8.2232e-05-0.00036521i,0.00031904-0.00050245i,0.00019403-0.0011159i,-2.3657e-05-0.00057264i,7.4491e-06-8.6838e-05i,-3.5487e-05-0.00040784i,-0.00054192-0.00039392i,4.1962e-05-6.0742e-05i,0.00049727-4.6513e-05i,0.00032938+9.5589e-05i
-0.0020668-0.00066128i,-0.0011767-0.00083685i,-0.0012811+0.00037885i,-0.0014677+0.00077291i,-0.0011783+0.0017007i,1.9743e-05+0.0022019i,0.00092914+0.0019258i,0.00028568+0.0013677i,-0.00034954+0.00039376i,0.00014753+8.0641e-05i,0.00067719-0.00046335i,0.00068638-0.00026654i,-0.00024562+0.00061675i,-0.00025142+0.00060096i,-4.6137e-06+0.00091113i,-0.00021566+0.00010547i,2.1325e-05-0.00060246i,0.00023162-0.00018141i,0.0002201+0.0003404i,-0.00033841+0.00053414i,-0.00069117+0.00030129i,-0.00040943-6.3981e-05i,2.8516e-05+4.7271e-05i
0.00058395-0.00060365i,7.4742e-05-0.00039046i,0.00022995-0.0005333i,-0.00020868-6.2707e-05i,-0.0014914+0.00057809i,-0.0020476+8.106e-05i,-0.0013743-0.00018843i,-0.00085385+0.00013965i,-0.00015606+0.00084696i,0.0003437+0.00087364i,0.00080365+0.00011949i,0.0016408-0.00016564i,0.00068685+0.00011948i,-0.00033448-1.3095e-05i,-0.00044771-0.00064865i,-0.00046352-0.00084796i,0.00020036-0.00057148i,0.00077565-0.00047179i,0.00076784-0.00044051i,0.00066078-0.00088285i,0.0008509-0.0010233i,0.00083035-0.00057812i,0.00035777-0.00061445i
8.7222e-05+0.0014889i,-0.00099685+0.0018812i,-0.00084489+0.0018402i,-0.00040661+0.0011673i,-0.0011242+0.00089351i,-0.0016731+0.00099997i,-0.0010476+0.00066073i,8.6509e-05+0.00028769i,0.0012443+0.0004795i,0.0019229+0.00012042i,0.0013839+4.0175e-05i,0.00052425-0.00043855i,0.00027522-0.00098446i,0.00019171-0.00049414i,2.9499e-06-0.00074555i,-0.00039605-0.00061927i,-0.00076106+0.00039461i,-0.00042501+6.5702e-05i,0.00022718-0.00078206i,0.00028261-0.00083201i,-3.3678e-05-0.00044486i,0.00010255-7.1927e-05i,0.00034139-0.00019285i
-0.0029278+0.002494i,-0.0022498+0.0030343i,-0.0011975+0.0038372i,-0.00041467+0.0045693i,0.00038832+0.0037514i,0.0012079+0.0024728i,0.0014552+0.0016766i,0.0007201+0.0014426i,0.00016612+0.0008235i,0.00092744-0.00029344i,0.0014223-0.0006082i,0.00073692-0.00027487i,-6.2538e-05-0.00056389i,-0.00039325-0.00014565i,-0.00059957+0.00085941i,-0.001207+0.00071637i,-0.00071679+0.00021893i,7.0685e-05-9.4002e-05i,1.0149e-06-0.0003284i,0.0001513-0.00037218i,0.00018501-7.7968e-05i,0.00012362-0.00035283i,0.0005598-0.00037073i
0.0019332+0.0013063i,0.00065833-0.00089653i,0.000294-0.0013084i,0.0010971-0.00063667i,0.00061921-0.00033388i,-0.0009677-0.00016735i,-0.00045159+0.00019546i,0.00045562+0.000843i,0.00038838+0.00073654i,0.00023425+0.00016102i,0.00049321-0.00032763i,0.00059456-0.00029988i,-6.9071e-05+0.00021343i,-0.00023324-1.118e-05i,-0.00023946-0.00030411i,-0.00070037+0.00034203i,-0.00068534+0.0004681i,-0.00039799+0.00024232i,-0.0011446+0.00031452i,-0.0012107-0.00010598i,-0.00040417-0.000721i,-4.3224e-05-0.00067989i,-0.0005193-0.0001878i
0.0015574+0.00031041i,0.0021912-0.00031818i,0.0025141-0.00042377i,0.0011364+0.00094198i,-0.00096579+0.00069599i,-0.0013774-0.00013997i,-0.0010875-0.00012779i,-0.00042601-0.00024172i,1.2451e-05-0.00051698i,5.5639e-05-0.00095092i,-0.00027846-0.00081574i,-9.9536e-05-0.00037348i,1.3711e-05+0.00046671i,0.00019007+0.00051092i,-3.1572e-05-0.00022861i,0.00033055+6.291e-05i,0.00053139-0.00043992i,-0.00022857-0.00068432i,-0.00080079-8.2846e-05i,-0.0009355+0.00017603i,-0.00025729-0.0002367i,0.00055864-0.00039159i,0.00068228+6.9297e-05i
0.0011824+0.0022272i,0.00070009+0.0015096i,0.0012452+0.0013484i,0.0022562+0.001429i,0.001183+0.0009248i,-0.00057895+0.00025748i,-0.00068464-0.00031871i,-0.00024866+2.7607e-05i,0.00019754+0.0010276i,0.0006326+0.0014869i,0.00059429+0.001151i,-0.00036791+0.000313i,-0.00081699+0.00021377i,-0.00040038+0.00067304i,-0.000501-6.0361e-05i,-0.00030733-0.00054022i,0.0004431-0.0008964i,0.0012949-0.00092842i,0.0018092-0.00035834i,0.0012586-3.1035e-06i,0.00031086+0.00034248i,0.00020803-0.00012905i,0.00047293-0.0005532i
-3.9937e-06-0.001334i,-0.001155-0.00064478i,-0.00197-0.0001148i,-0.0020752+0.00035627i,-0.001353+0.0012009i,-0.0010393+0.0015025i,-0.0012136+0.0013258i,0.00012598+0.001739i,0.0010789+0.0019297i,0.00066214+0.0014725i,4.8976e-05+0.0010824i,-0.00043693+0.00052492i,0.0003481+0.00041668i,0.00098158+0.0013183i,0.00046056+0.0009814i,0.00047705-2.8797e-05i,-0.0002278+3.6775e-05i,-0.00083592+0.00018714i,-0.00063688-0.00022197i,1.3247e-05-0.00066094i,0.0002915-0.00069046i,0.00035055-0.00066934i,0.00032794-0.00042658i
-0.00094697-0.00074518i,-0.00052115-4.2333e-05i,0.00016667+0.0011902i,0.00064198+0.0020712i,8.297e-05+0.0019633i,-0.00015306+0.00079643i,0.00030763+0.00014148i,0.00045574+0.0001417i,0.00083802-2.316e-05i,0.001452-0.00018286i,0.0012822-0.00062415i,0.00085086-0.00098523i,0.00079584-0.00016368i,0.00053317+0.00031037i,0.00025309-0.00029567i,0.00040668-0.00086329i,0.00042636-0.00097721i,0.00083737-0.0011564i,0.00063874-0.00080366i,-0.0004718-0.00065675i,-0.00057805-0.00034464i,2.679e-05-0.00014612i,0.00049205-0.00044512i
-0.0011009-0.00062467i,-0.00090955-0.00026153i,-0.00046471+0.00074195i,-0.00086465+0.0013756i,-0.00083286+0.00089022i,0.00016124+0.00088303i,0.00049421+0.00032979i,-0.00021672+4.2297e-05i,-0.00024419+0.00047867i,0.00042326-6.5812e-06i,0.00078286-0.00059082i,0.00021232-0.00092174i,-0.00029995-0.00077429i,0.0007261-0.00082204i,0.00091687-0.00035398i,-0.00013126+0.001057i,-0.00071351+0.00027215i,-0.0006877-0.0011668i,-0.00072133-0.00087175i,-0.0012524-0.00018608i,-0.00073518-0.00014969i,0.00013977+2.3008e-05i,0.00039848+0.00061329i
-1.1931e-05+0.001907i,-0.00019532+0.0015621i,0.00066465+0.0010732i,0.00053155+0.00063831i,0.00046309+0.00026036i,-7.5113e-05-2.7714e-05i,-0.0005543+0.00041683i,-0.00082228+0.00099832i,-0.00017453+0.0013792i,0.0012149+0.0012729i,0.000936-0.0002824i,-3.4009e-05-0.0011387i,-0.00086301-0.00077718i,-0.00086834-0.00012531i,-0.00017112+6.6508e-05i,-1.1715e-05-0.00036436i,-0.00041967-0.00051612i,-0.00013481-0.00044403i,0.00080623-0.00049211i,0.00065847-0.00032566i,0.00076906-9.4261e-07i,0.00075136+0.00014668i,0.00035799+0.00038882i
-0.00098693-0.00011759i,-0.00020513+4.4827e-05i,6.1817e-05+0.000543i,-0.00027168+0.00079826i,-0.00026076+0.0016557i,-0.0010211+0.00081407i,-0.0010947-9.914e-05i,-0.00011841+4.817e-06i,0.00024182+0.0005356i,-2.9332e-05+0.0011497i,-4.0587e-05+0.00044243i,0.00026508-0.00087398i,0.00069086-0.00098302i,0.0016274-0.00024287i,0.0015617+0.00054545i,0.00030304+0.0012199i,-0.00016239+0.0005028i,8.9498e-05-0.00058852i,-1.823e-05-0.00041619i,-0.0003673-0.00010262i,-0.00053477-0.00028299i,-0.00052881-0.00026507i,-8.2713e-05+6.8022e-05i
0.0010803-8.2919e-05i,0.0011127+0.00051053i,0.00037147+0.00080163i,0.00012607-1.1206e-05i,0.00082539+6.4117e-05i,0.00030301+0.00077591i,-0.00066666+0.00041668i,-3.4615e-05-0.00013973i,0.00069574-0.00052098i,0.00096129-0.0006174i,0.00069847-0.00051744i,0.00013219-0.00040801i,-0.00036114-0.00039614i,-0.00078448-5.5243e-05i,-0.00030466+0.00031457i,0.00016301-0.00020365i,5.4528e-05-0.00021075i,0.00037561+0.000106i,0.00047237-0.00049189i,-9.5701e-05-0.00097507i,0.00024807-0.0010135i,0.00081887-0.0011234i,0.0003849-0.0011222i
-0.0012354-0.0019807i,-0.00091837-0.0016301i,-0.00053615-0.0004523i,-0.00036765+0.0017258i,-0.00064474+0.0025151i,-0.00077196+0.0020729i,-0.00087934+0.00097937i,3.9064e-05+0.00029955i,0.00094305+0.00090314i,0.00085343+0.00046336i,0.0013125-0.00018274i,0.0014601-0.00010922i,0.00085575+0.00020903i,5.5642e-05+0.00053868i,-1.6676e-05+0.00057239i,-0.00021913+0.00034613i,-0.00068967+0.00037457i,-0.00051289-0.00020211i,-0.00087592-0.00040245i,-0.00098214-0.00053238i,-0.00035199-0.00028662i,-0.00027454+4.5854e-05i,-0.00037922+0.00024208i
-0.00029429+0.0015747i,0.00067046+0.0014396i,0.0017743+0.002451i,0.0020978+0.0028585i,0.0015368+0.0012856i,0.00073643-0.00020234i,0.00023741-0.00023285i,-0.00012707-0.00018941i,7.3481e-05-0.00016262i,0.00030433-2.9327e-05i,-7.5407e-05+0.00011456i,2.3658e-05+0.00036368i,0.00052748+0.00038402i,0.00094756+0.00026644i,0.00091799+0.00015267i,-4.6415e-05+4.5564e-05i,-0.00020661-9.9128e-05i,0.00014231-0.00032552i,0.00048752-0.00015001i,0.00074318-0.0002628i,8.529e-05-0.00040072i,3.7787e-05-0.00029019i,0.00059245-0.00072925i
5.6448e-05+0.0020015i,0.00029396+0.0027048i,0.00072727+0.0033835i,0.0010348+0.0024264i,0.00087317+0.0016206i,-0.00044088+0.00068783i,-0.00061725+0.00060482i,-0.00015632+0.0016212i,0.00065384+0.0012158i,0.00095709+0.00053476i,0.0010029+0.00024374i,0.0011769+7.4506e-05i,0.00045831+0.00025725i,-9.3074e-06+0.00030233i,-8.3781e-05-6.0488e-05i,-0.00012427-0.00039156i,0.00012306-6.6313e-05i,0.00030339+5.1355e-05i,0.00040167-0.00037366i,-0.0001254-0.00071898i,-0.00026211-0.00068432i,-0.00060987-0.00066754i,-0.00095255-0.00054586i
-0.0011864-0.00015076i,-0.0011234+0.00083876i,-0.00018327+0.0013328i,0.00024329+0.0013003i,-0.00024455+0.0014813i,-0.00060768+0.0016726i,-0.00064195+0.0010769i,-0.00068031+0.00014922i,-9.1257e-05-0.00035905i,0.00094756-0.00022446i,0.00076516+0.00047458i,-0.00026191+0.00064699i,-0.00054363+0.00026282i,-0.00033358+5.9101e-05i,0.00016887+0.0002892i,0.00083349+0.00050522i,0.0012049+0.00033604i,0.00057778-2.7712e-05i,0.00024656-0.00091022i,0.00060215-0.00088991i,-0.00013398-0.00043941i,-2.7752e-05+0.00022278i,0.00043583+0.00079023i
0.00051399+0.00047487i,0.0014578-0.00019533i,0.0014276+3.7444e-05i,0.00049524+0.0010955i,-0.00051985+0.0011205i,-0.0014769+0.00021156i,-0.0013667-7.6996e-05i,-0.00079439-0.00020676i,0.00060351+9.0557e-06i,0.0015077+0.00043429i,0.00098609+0.00023744i,0.00014625-0.00044318i,-0.00032698-0.00076786i,-0.00072001-0.00026607i,-0.00069373+0.00065202i,-0.00015376+0.00093687i,-0.00017097+0.00044158i,0.00015515+6.9868e-05i,0.00044247-5.0574e-05i,-0.0001831+9.6089e-05i,-0.00060063-0.00053902i,-0.00059816-0.00070648i,0.0001628+0.00018839i
0.00070336+0.0017704i,0.0023676+0.0015512i,0.0022662+0.0013405i,0.0012075+0.0011858i,0.00046705+0.0014829i,-0.00026242+0.00066311i,-0.0013066+0.000597i,-0.0012857+0.001153i,-5.1634e-05+0.00095264i,0.00051522+0.00056299i,-0.00054628+0.0005206i,-0.0011601-8.8034e-05i,-0.0011411-0.00035187i,-0.00075382-0.0002881i,-5.176e-05+0.00074851i,0.00072892+0.0013508i,0.00089969+0.00022853i,0.00075341-0.00024219i,0.00044294-0.00062934i,0.00033731-0.0010747i,0.00022369-0.00023919i,0.0004888+0.00045146i,0.00022567+0.00053214i
-0.0002517+0.00090717i,-0.00025963+0.0011675i,0.00061778+0.0030869i,0.00061079+0.0029813i,0.00083306+0.0011998i,0.00032809+0.00086398i,-0.00062201+0.0012202i,3.0867e-05+0.00044546i,0.00067864+0.00054572i,0.00046792+0.00078068i,-0.00038438+0.00023094i,-0.00045474+0.00048886i,-9.3336e-05+0.00068306i,0.00020707+0.000893i,0.00020188+0.00064298i,-5.6932e-06-2.0148e-05i,0.00029197-0.00052386i,0.00030009-0.00024068i,-3.4205e-05-0.00017965i,0.00028351+0.00017587i,0.00047222+0.00039122i,-0.00013401+0.00030846i,-0.00063276-0.00017904i
-0.0018081-0.00085962i,-0.0031215-0.00067231i,-0.0026683+0.0005253i,-0.00074711+0.001277i,-0.0002245+0.0016437i,-0.00030343+0.0013706i,-0.00094596+8.7046e-05i,-0.0011404+0.00021023i,-0.00057564+0.0010302i,-0.00016271+0.00068612i,0.00011425+0.00044659i,0.00026027+2.7204e-05i,0.00035149-0.0005201i,3.0997e-05-0.00046403i,-0.00027435-0.00070733i,0.00015338-0.0013634i,-2.3313e-05-0.0010261i,-0.00015721-0.00034342i,-0.00032462-0.00015642i,-0.00053806-0.00063049i,3.87e-05-9.8915e-05i,0.00012249+0.0007028i,6.5086e-05+0.00021963i
