-0.0051126+0.00022693i,-0.0043813-0.00028067i,-0.0042449+0.00064217i,-0.0023238+0.0015866i,-0.00046761+0.0025253i,0.00025207+0.002045i,-0.00022664+0.0019694i,-0.00020388+0.0022386i,0.00061043+0.001504i,0.001147+0.0006439i,0.0010252+0.00042387i,0.00044318+0.0001259i,0.00067631-0.00064161i,0.00089066-0.00093687i,0.00022069-0.00058562i,-0.00030462+0.00047025i,0.00042495+0.0011277i,0.00084497+0.0011743i,0.00033024+0.00086932i,3.8124e-05+0.0010795i,-0.00051675+0.00079698i,-0.00056344-0.00042231i,0.00017348-0.00056719i
0.00054028+0.00030859i,0.00071044+0.00064838i,0.00028367-0.00042503i,0.00050935-0.00082395i,0.0011565+0.00023814i,0.00096473+0.00094056i,5.4144e-05-4.5808e-05i,-0.00014876-0.00024341i,0.00062774+0.00056471i,0.00086716+0.00045718i,0.00038531+3.0994e-05i,0.00059436-3.5499e-06i,0.00083716+0.00080948i,0.00040749+0.0019018i,-1.0718e-05+0.0014894i,-0.00010717+0.00043519i,-2.9911e-05+0.00049068i,-0.00046519+0.0004272i,-0.00056451-0.00034831i,-9.2855e-05-0.00031126i,0.00020581-0.0003993i,0.00017356-0.00050234i,0.00050138-0.00014258i
-0.0017407-0.0010102i,-0.0020983-0.0014113i,-0.002223+0.00075417i,-0.00072418+0.0037838i,0.0010821+0.0037122i,0.00090382+0.0010347i,-6.1688e-05-0.00060457i,-0.00051734-0.00025669i,-0.00091459+0.00031334i,-0.0011042+0.00049353i,-0.00074114+0.00078146i,-0.00057505+0.0005114i,0.00011404-4.2319e-05i,0.00048298-0.00044579i,0.00032961-7.4496e-05i,-0.00019898+0.00061827i,-0.00055194+0.00094734i,-0.00048727+0.0014102i,-0.00056543+0.0014582i,-0.00084349+0.00077271i,-0.00067337+4.9362e-05i,-0.00058092+0.00020427i,-0.0009148+0.00073553i
-0.00086373+0.0026448i,-0.00050567+0.0036054i,0.00075736+0.0035857i,0.00079441+0.0027069i,0.00062078+0.0022464i,0.00061624+0.00080536i,-2.299e-05-0.0012394i,-0.0010034-0.0011481i,-0.0014058+2.1821e-05i,-0.0011365-0.00012211i,-0.00070395-0.00044639i,-0.0006598-0.00061444i,-0.0013118+0.00014076i,-0.0013444+0.00032521i,-0.00083188-0.00030303i,-0.00041354-0.00029541i,9.498e-05-0.00032797i,0.00015139-0.00054513i,0.00047184-0.00013886i,0.00081853-7.3451e-05i,0.00097008-0.0004284i,0.00092131-1.6294e-05i,0.00065144+0.00016501i
-0.0009835+8.1685e-06i,-0.00096795+0.00055484i,-0.0015982+0.00010907i,-0.0011698+0.00043311i,0.00013285+0.0013068i,0.00074798+0.00083507i,-0.00039828+0.00049264i,-0.0010162+0.00081074i,-0.00022841+0.0006593i,-0.00049745+0.00069721i,-0.0014739+0.0012584i,-0.00087851+0.0011763i,-0.000139+0.00048294i,5.8328e-05-0.00028704i,0.00019668-0.00019397i,0.00040118+0.0001388i,0.00049832+4.2601e-05i,0.00029289-3.9169e-05i,-0.0002637+0.00055533i,-7.1741e-05+0.00083907i,-8.2428e-05+0.00061409i,-0.0003082+0.00069903i,0.00037966+0.00083676i
-0.00037551-0.00021671i,-0.0013262+0.00034226i,-0.00112+0.00079828i,-0.00013737+0.002036i,0.00080853+0.0019812i,0.00096308+0.0013085i,0.00030112+0.0012785i,0.00031803+0.00060411i,-0.00016669+0.00033219i,-0.00091561+0.00069923i,-0.0012443+0.0009609i,-0.001265+0.00017973i,-0.00084577-0.00070944i,0.00016484-0.00055088i,0.00068252-0.00050443i,0.00049901-6.2624e-05i,-3.4751e-05+0.00070305i,0.00013637+0.0011922i,5.9712e-05+0.00025484i,-0.00031513-0.00091913i,-0.00037449-0.00052458i,-0.0004848-0.00034556i,-0.00054751-0.00015158i
0.0023295-0.00045777i,0.0017812-0.0012081i,-0.0003505-0.0020911i,-0.0014072-0.0012854i,-0.00067539+0.0015818i,0.00053623+0.0030756i,7.0201e-06+0.0017814i,-0.00066905+0.00094105i,-0.00098383+0.00034655i,-0.0011746-5.7185e-05i,-0.00075059+0.00016707i,-0.00061989+0.00050084i,-0.00032442+0.0010577i,7.4705e-05+0.00090934i,-1.5745e-05-0.00012028i,-0.00026495+2.3954e-05i,-0.00070086+0.00039857i,-0.00024356-0.0004992i,0.00073499-0.00090816i,0.00049785-0.00056533i,-0.00014479-3.3334e-05i,-0.0005586+0.0001961i,-0.00078195-0.00031416i
-0.0015869-0.0010099i,-0.0024189-0.001218i,-0.0034387-6.4338e-05i,-0.0026017+0.0014006i,-0.00078071+0.00164i,-0.0001705+0.0014161i,-0.00070852+0.00069654i,-0.00076305+0.00024338i,-0.0003331+0.00046635i,-0.00068771+0.00092284i,-0.00089449+0.00096776i,0.00030205+0.00059796i,0.001753-4.9759e-05i,0.0018873-0.00020375i,0.00068726+0.00070308i,0.00043863+0.00095065i,0.00087107+0.00048749i,6.8284e-05-0.00020377i,-0.00028553-0.0008203i,-0.00059871-0.00052517i,-0.00085338-8.734e-05i,-0.00067939-0.00014122i,-0.00043407+0.00040708i
-0.0008567-0.00073897i,-0.0018885-0.0010107i,-0.0019227-0.00053297i,-0.00099279+0.000779i,0.00031988+0.0022047i,0.0010745+0.0023554i,0.00088872+0.0014626i,0.00031164+0.0007617i,-0.00017803+0.0010555i,-0.0001337+0.0016096i,0.00023061+0.00088192i,0.0002114+0.00078025i,0.00029947+0.00087908i,0.00028392+0.00025838i,1.7613e-05-0.00034902i,-0.00055884-0.00063997i,-0.00046015+0.00011727i,0.00027031+0.0011478i,6.9646e-05+0.0012135i,-0.00027507+0.00029585i,-4.6784e-05-0.00076848i,4.2616e-05-0.00058261i,1.3677e-05+0.00013734i
0.0011703-0.00021258i,0.0015511-0.0010266i,0.00045645+0.00038167i,-0.00024275+0.0015385i,0.00052342+0.0011891i,0.0012198+0.00070679i,0.00091772+0.00081957i,2.687e-05+0.00065484i,-0.00051078+0.0008267i,-0.00033077+0.00033793i,-2.6446e-05-0.0001536i,-1.8427e-05-0.00020289i,-0.00029234+9.0922e-05i,0.00031263+0.00022424i,0.00095789-8.2197e-05i,0.00035229-3.831e-05i,-0.00035381+0.00042742i,-0.00072144+0.00071927i,-0.00048389+0.00044329i,0.00020609+0.0003296i,0.00062982+0.00022949i,0.0010977+0.00015415i,0.00046032+0.00029627i
-6.293e-05+3.751e-05i,-0.00028866+0.0002333i,-0.00037405+0.00065726i,-0.00017571+0.0018325i,0.0010095+0.0020172i,0.0014384+0.0018949i,0.00099879+0.0019169i,0.00038505+0.0016546i,0.00026694+0.0015606i,0.00028408+0.001356i,-2.6538e-06+0.00049661i,-0.00030678+0.00018205i,-0.00040014+0.0010311i,-0.00022906+0.001762i,0.00028554+0.00086905i,8.7997e-05-0.00029071i,0.00041649-0.00025758i,0.00082754-0.00018267i,0.00049984-0.00029912i,0.00026438-0.0003539i,4.7286e-05-0.00032316i,0.00058932+0.00016578i,0.00040713+0.00072326i
-0.0011791+0.00032468i,-0.0014674-0.00029312i,-0.00058923-0.00066885i,0.0012991-0.00037173i,0.0016269+0.0013978i,0.00095468+0.00039863i,8.2062e-05-0.0010201i,-0.00050501+0.00026918i,3.893e-05+0.0011604i,-0.00018724+0.0010799i,-0.00043653+0.00065555i,-0.00029777+0.00025075i,-9.2139e-05-0.00026907i,3.6441e-05-0.000364i,-0.00028378+0.00022016i,9.3745e-07+0.0003236i,0.00013104+7.7521e-05i,-0.00036667-0.0002265i,-0.00036992+5.4982e-05i,-0.00018249+0.00048333i,9.347e-05-0.00023457i,-0.00021411-0.0007218i,-0.00040543-0.00063933i
0.0012086-0.0015003i,0.0014631-0.0023039i,0.00049248-0.0024573i,-0.0005664-0.00068182i,-0.00082649+0.00038998i,-0.00069855+0.00033358i,-8.8999e-05-4.0363e-05i,-9.3095e-05-3.4646e-05i,-0.0002543+0.00016405i,-0.00035261+0.00072005i,-0.00095897+0.00032196i,-0.0012584-0.00031384i,-0.0010264-3.2847e-05i,0.00037971+0.00044596i,0.0015228+0.0010359i,0.00061279+0.00056009i,-0.00059747-0.0002176i,-0.0013437+0.00042206i,-0.00088579+0.00085173i,-0.0004805+0.00093097i,-0.00092798+0.00067691i,-0.00069984-5.7419e-05i,-0.00077628-0.00014473i
0.00062522+0.0016031i,-0.00075899+0.0018809i,-0.0011241+0.0016097i,-0.00058906+0.0017525i,0.00063279+0.0021908i,0.0011846+0.0016149i,0.00063028+0.00040008i,-0.00018238-0.00035032i,-0.0003785-0.00043163i,0.00012036+0.00011735i,-3.7516e-05+0.0004621i,-0.00028566+1.7293e-06i,3.8278e-05-0.0008737i,-0.0002266-0.0010713i,-8.9949e-05-0.00054106i,0.00080458-0.00029006i,0.00068228+0.00013568i,0.00029314+0.00054431i,0.00014264+0.00011079i,-0.0003966-0.00068667i,-0.0011177-0.00077274i,-0.00073691-0.00018253i,0.00040739-0.00033969i
-4.7009e-05-0.00091662i,-0.000109-0.00091598i,-1.7443e-05-0.00069785i,0.00084068+0.00020107i,0.0014715+0.0014742i,0.00061802+0.001528i,-0.00046644+3.8833e-06i,-0.0010596+0.00020553i,-0.00059182+0.0014922i,-0.00039764+0.0012348i,-0.00079005+0.00037104i,-0.0006294+7.5808e-05i,-0.0002577+0.00051472i,3.8366e-05+0.00086729i,0.0003431+2.3095e-05i,0.00031104-0.00034338i,1.4445e-05-7.1347e-05i,-6.8234e-05-0.00025942i,-0.00053027-2.1247e-05i,-0.00084528+6.8529e-05i,-0.0004916-0.0005507i,-0.0005806-0.0005324i,-0.00036903-0.00014036i
-0.0016921+0.0010944i,-0.0025241+0.0017649i,-0.0026231+0.0014741i,-0.00067755+0.0011669i,0.0010874+0.0014475i,0.0012375+0.00093446i,0.0004609+0.00041233i,0.0001265+0.00096272i,0.00064042+0.0010152i,7.3132e-05+0.00057035i,-0.0010814-7.0366e-05i,-0.00091113-0.00092908i,0.00012915-0.00087167i,0.00053815-0.00050474i,0.00012937+0.00055843i,-0.00093879+0.0014272i,-0.0009987+0.00086778i,-0.0001098+0.00024695i,0.00034998-9.5445e-05i,0.00076681-0.00021321i,0.00085026-0.00023373i,1.28e-05-1.3556e-06i,-0.00013098+0.00038993i
0.00062597+0.00012616i,0.00092123+0.00018791i,0.0010882+0.00034808i,0.00037609+0.0012521i,0.00044886+0.0019149i,0.0013965+0.0015432i,0.00054822+0.00077047i,-0.00084806+0.00020011i,-0.001108+8.9419e-05i,-0.00074595+7.1377e-05i,-0.00059962+0.00020507i,-0.00052167+0.00086889i,2.828e-05+0.00081771i,0.00060529-0.0004734i,0.00081273-0.0011334i,0.00091458-0.0012014i,0.00061456-0.00055315i,0.00040313+0.00019974i,0.0002558+0.00039566i,0.00012412+0.00035821i,3.408e-05+0.00038651i,9.0851e-05+0.00024059i,0.0004018-2.7482e-05i
-0.0014825-0.0032874i,-0.0012964-0.0026028i,-0.0033405+2.5352e-06i,-0.0029311+0.0023471i,-0.00011758+0.0028976i,0.0015881+0.0023559i,0.0012458+0.0017564i,-0.00026891+0.0013355i,-0.0012498+0.00037882i,-0.0011529+3.9695e-05i,-0.0011928+0.00021606i,-0.00097125-0.00025844i,0.00019427-0.00058717i,0.00051686-0.00029394i,0.00016891+0.00016351i,0.00048801+0.00048502i,0.00072517+0.00016559i,0.00090673-0.001117i,0.0011451-0.0015204i,0.00037336-0.00027109i,-0.00038305-0.00048296i,-0.0004517-0.00032544i,0.00021558+7.2384e-05i
-0.0017836-0.0012348i,-0.00086246-0.0016727i,-0.00071088-0.0012603i,-0.00050534-0.00023074i,0.00059896+0.0010715i,0.0011354+0.0011696i,0.00030617+0.00055849i,-0.0010979+0.00056319i,-0.0017272+0.00039751i,-0.0012586+0.0010604i,-0.00091338+0.0010439i,-0.0010343+0.00035805i,-0.00067812+0.00032383i,1.2334e-05+0.00051598i,0.00032708+0.00054654i,3.513e-05+0.00032636i,-3.1767e-06-6.7301e-05i,0.00016396+0.00022993i,0.00029339+0.0001879i,0.0003612+1.7933e-05i,0.00011351+3.6019e-05i,-1.5549e-05+0.00014882i,4.1673e-05+0.00071732i
-4.9621e-05+3.8815e-05i,9.1098e-05-0.0012745i,-0.00043416-0.00098265i,-0.0011907+0.0012093i,-0.00066465+0.0022501i,0.00039753+0.0020041i,0.00050361+0.001047i,0.00063845+0.00083841i,8.3896e-05+0.0010008i,-0.0004187-6.3205e-05i,0.00025906-0.00068753i,0.00068129-0.00022004i,0.00022254+0.00011341i,-5.3614e-05+0.00024067i,0.00024512+0.00011629i,0.00017438-0.0002933i,0.00021588-9.7018e-05i,0.00039964-4.542e-05i,0.00084862+0.00031217i,0.00080673+0.00038713i,0.00023748+8.7767e-05i,-0.00045792-0.00032785i,-0.00080859-0.00041812i
0.00060501+0.00050026i,2.5375e-05-0.00063889i,-0.00060725+0.00050777i,-0.0010056+0.0027077i,-0.0001799+0.0018096i,0.00074202+0.0012325i,0.0005101+0.001098i,0.000373+0.00055146i,2.803e-05+0.00029578i,-0.00076721+0.00060668i,-0.001044+0.00048778i,-0.00078652+0.00037021i,4.7807e-06+0.00059639i,0.00028476+0.00034507i,-0.00014686+0.00063766i,-0.00033089+0.00067682i,0.00010526+5.5022e-05i,0.00084499-0.00028078i,0.0001271+0.00035886i,-0.00066641+0.00063581i,-0.00056409-7.9322e-05i,-0.00042045-0.00016136i,-0.00043741-2.6518e-05i
1.0591e-05-0.00075904i,-0.0015173-0.00057219i,-0.0024656-0.0007793i,-0.0018648-0.00024687i,-0.00033909+0.0001806i,0.00083105+0.00022008i,0.00095635-5.3477e-05i,0.00012203+0.00021368i,-0.00019491+0.00011442i,0.00012374+0.00018803i,0.00011274+0.00086152i,-7.5091e-05+0.0012068i,-0.00031393+0.00080676i,-0.00017786-0.00034728i,0.00016293-0.00023083i,0.00060725-9.9911e-05i,0.00048847+5.9022e-05i,3.3485e-05+0.00015237i,0.00031049+0.00051887i,0.00023801+0.00094888i,-0.00050358+0.00058262i,-0.00047399+0.00034305i,0.00020132+0.00036124i
0.0016496+0.0029104i,0.0021613+0.0029528i,0.0024109+0.0014349i,0.0028911+0.00079852i,0.0021777+0.0010267i,0.00013958+0.00045794i,-0.0008644+2.577e-05i,-0.00072406-0.00010477i,-0.00058593+0.00028704i,-0.00084896-0.00011016i,-0.00064517+0.00021856i,-0.00069805+0.00052271i,-0.0012668-0.00035979i,-0.00080654-0.00022356i,-0.00046526+0.00076791i,-0.00073678+0.00072436i,-0.00059352+0.00034365i,0.00011024+0.00024032i,9.397e-06+8.8432e-05i,0.00033027-0.00020566i,0.00056062-0.00017605i,-0.00035559-0.00024362i,-0.00058454-7.1473e-05i
0.00040811-0.0020588i,-0.00010046-0.0017878i,-0.00097783-0.0013611i,-0.0018357+0.00021917i,-0.001347+0.0016989i,-0.00073293+0.0020219i,-0.00048341+0.00069249i,0.00033878-3.8491e-06i,0.00051047+0.00069668i,-0.00049735+0.00097402i,-0.0013083+0.00076273i,-0.0011789+0.00042206i,-0.00043291+0.00016649i,8.754e-05+0.0008868i,0.00027083+0.0013026i,0.00040266+0.00012085i,9.1421e-05-0.00036695i,-0.00022925-0.00024915i,-0.0001687-9.6923e-05i,-0.00014434-0.00011467i,0.00021332-0.00045676i,0.00043915-0.0005937i,0.00057323-0.00048777i
0.00011836+0.00052243i,0.00020959+0.00055291i,0.0012409+0.0013857i,0.0014157+0.0011713i,0.0016248+0.00065027i,0.00086046+0.00081718i,0.00053122+0.00057292i,0.00039513+0.00056124i,0.0001102+0.0011721i,-1.6107e-05+0.00099229i,0.00044765+0.00040771i,0.00013208-1.5463e-05i,-0.001056-0.00061294i,-0.0011752-0.00096001i,-4.1622e-05-0.00055174i,0.00085073-0.00047753i,0.0007317-0.00029265i,0.00051941+0.00035101i,0.00048919+0.00020587i,0.00023213-0.00010044i,0.00011301-0.00020709i,0.00041406+2.2745e-05i,0.00033449+7.5634e-07i
0.00060607+0.00079863i,-0.00057102-6.6835e-05i,-0.0012697-0.00022582i,8.5389e-05+0.0012539i,0.0012132+0.0022449i,0.00092891+0.0019365i,-0.00018085+0.0011699i,-0.00060908-0.00013976i,-0.00031584+4.405e-05i,-0.00014503+0.00081364i,-0.00042742+0.00133i,-0.00073194+0.0010946i,-9.453e-05+0.00026407i,0.00060216+0.00052381i,0.0002434+0.00078004i,0.00050531+7.5582e-05i,0.0003557-0.00013155i,5.1258e-05+0.00015683i,0.0004696+0.00012956i,0.00014082-0.0001127i,-1.7657e-05-0.00064531i,6.9171e-05-0.0003707i,-0.00030584+1.8611e-06i
-0.0015086+0.00025752i,-0.0013745+0.00035305i,-0.0013433+0.0010393i,-0.00049234+0.0017861i,0.0011909+0.0022814i,0.0012435+0.00067227i,0.00046575-0.00030487i,-0.00065175-0.00043661i,-0.0010133+0.00065862i,-0.0011195+0.0017454i,-0.00076376+0.0015011i,0.00087723+0.0012624i,0.0011549+0.001369i,0.00023087+0.00097597i,5.9696e-05+0.0007013i,-0.00017742+0.00062258i,-0.00022343+0.00094313i,-0.00031209+0.0010594i,-0.0014185+0.00045443i,-0.0012906-0.00028962i,-0.00064923-0.00082506i,-0.00073733-0.00045103i,-0.00098224-3.7123e-05i
0.00037454-0.002242i,-0.00022639-0.0028496i,-0.0011904-0.0023202i,-0.0015512-8.2219e-05i,-0.00086294+0.0011848i,-0.00025884+0.00097435i,-0.00031798+0.00078538i,-0.00035747+0.00055459i,0.00024898-4.17e-05i,-1.7102e-06-0.00049711i,-0.00088869-0.00034182i,-0.00083028+0.00062251i,-0.00079792+0.0010296i,-0.00051376+0.00024707i,-5.6013e-05+0.00059882i,-0.00031963+0.00046744i,-5.7938e-05-0.00082784i,0.00083647-0.0012717i,0.00058764+4.9647e-05i,-0.00024517+0.00072588i,-0.00066459+9.4911e-05i,-0.00041156-0.00015644i,0.00024836-2.9853e-05i
-0.0014774-0.00048528i,-0.0016059+0.00064262i,-0.0011413+0.0013114i,-0.00071767+0.0016206i,-7.5805e-05+0.0018234i,0.00035214+0.0013555i,8.1786e-05+0.00051327i,0.00038536+0.00019834i,0.00010033+7.3149e-05i,-0.00055328+0.00030364i,-0.00065738+0.00053283i,0.00010453-0.00030332i,-0.00013151-0.00092832i,-0.00032815-0.0010374i,0.0006538+0.00015433i,0.00051748+0.0010113i,-8.2196e-05+0.00071205i,-0.00049358+0.00050607i,-0.00083301-2.1304e-05i,-0.00071878-0.00012281i,-0.00013769-0.0001571i,-0.00010378+0.00018385i,-0.00082217+0.00068032i
-0.00047399+0.0018643i,-0.00083739+0.0013788i,-0.00081914+0.00042046i,-0.00071534+0.0005412i,-0.00062427+0.0014422i,0.00013312+0.0014991i,0.00031456+0.00044345i,-0.00015999+0.00028644i,-0.00048916+0.0010543i,-0.00035367+0.00039951i,-0.00027332-0.00054805i,-0.0002264-0.00059262i,-3.9229e-05+0.00020031i,-0.00022414+0.00036519i,-0.00010926-0.00012178i,0.00023077-0.00028281i,0.00017742-0.00027265i,-0.00031753-0.0004475i,-1.6875e-05-0.00037508i,0.00024899+0.00057567i,-0.00023315+0.001201i,-0.00010729+0.00094192i,0.00045995+0.00086971i
0.0022261+9.6044e-05i,0.0021706-0.00056801i,0.0018247-0.0013125i,0.00079845-0.00020548i,-0.00058042+0.0010109i,-0.00039362+0.00080473i,2.2917e-06+0.00057332i,-0.00065638+0.00062793i,-0.0013103+0.00016184i,-0.0012526-0.00023143i,-0.00046822-8.7074e-05i,-0.0007034-0.00026541i,-0.0016928+0.00018345i,-0.0016487+0.00094603i,-0.0011653+0.00010865i,-0.00057925-0.00063822i,-0.00049829-0.00089532i,-0.00022777-0.00022057i,-0.0001433+0.00023237i,9.8399e-05-6.6516e-06i,0.00061636+0.00021339i,0.00044086+0.00030901i,0.0003881+0.00082979i
0.0017319-0.00015915i,0.0013143+0.00032406i,0.0007048+0.00053246i,0.00082987-0.00036713i,0.0011359-0.00096374i,0.0002303-0.0006215i,-9.6134e-05+8.0091e-05i,0.00012156+0.00059764i,0.00092016+0.00061716i,0.00092393+0.00052155i,0.00014179+0.00050689i,-0.00028985+0.00035447i,-0.00035965-0.00013372i,-0.00020225+0.00018929i,0.00023091-0.00027276i,0.00036168-0.00062099i,0.00048342-0.0002218i,0.00013178-9.5156e-05i,-8.6048e-05+0.00057611i,-0.00022549+0.00080056i,-0.00017321+0.00039148i,-4.1004e-05-7.3864e-05i,-0.00034856-0.00036467i
2.026e-05+0.0004218i,-0.00021853+0.001378i,0.0005302+0.0023149i,0.00032798+0.0026623i,0.00046911+0.0021895i,0.00087028+0.0007394i,0.00052977+1.9749e-05i,0.00049864+0.00068127i,0.00062418+0.0010241i,0.00046879+0.00061048i,-1.1004e-05+0.00018854i,-0.00039199+0.00020128i,-0.00053064+0.00052517i,-0.00073423-6.4244e-05i,-0.0008789+1.0137e-05i,-0.00089775+0.0011227i,-0.00074118+1.9763e-05i,-0.00050273-0.00068245i,-0.00025125-1.6016e-05i,-8.6429e-05-0.00020745i,0.00021573+3.8067e-05i,0.00037104-7.1937e-05i,0.00076758+5.9825e-05i
0.00026245-0.001586i,2.5848e-05-0.0011044i,-0.0010316-0.00041406i,-0.0017092+0.00034535i,-0.00022772+0.00023929i,0.00070872+0.00016162i,0.00010237+0.00061822i,0.000358+8.9078e-05i,0.00035186-0.00019845i,-0.00049106+1.1032e-05i,-0.00028511+1.9291e-06i,0.0002103+0.00030215i,-0.00031224+0.0010267i,-0.00065743+0.00066714i,0.0001242+0.00048235i,0.00031212+0.00059406i,-4.0153e-05+8.3277e-05i,0.00010711-0.00029027i,-0.00019074-0.0002948i,-0.00022393-0.00058195i,-0.00038061-0.00053887i,-0.00078524-0.0001558i,-0.00014194-6.3521e-05i
-0.0025047+0.0015986i,-0.0024693+0.0014664i,-0.0013788+0.0022448i,-1.421e-05+0.0027019i,0.0012823+0.0019168i,0.00044641+0.001288i,-0.0011234+0.00094984i,-0.0011707+0.00049176i,-0.00097289+0.00092523i,-0.00087837+0.0010699i,-0.00034139+0.00049021i,-0.00033137-1.2483e-05i,-0.00075367-0.00019226i,-0.00032457-0.00037444i,0.00011031-0.00042355i,0.00019799-0.00010594i,0.0002138+0.00021786i,-0.00041851+0.00094343i,-0.0010388+0.00081509i,-0.00073248+0.00037826i,-0.0004528+0.00014191i,-0.00040479-0.00042659i,-0.0005957-0.00097424i
0.0010081+0.00010298i,0.0011078+0.00018276i,0.0019404-0.00048395i,0.00078774-0.00013913i,-0.0003665+0.00092591i,-0.00041549+0.00082979i,-0.00034008+0.00023477i,-0.00065802+1.493e-05i,-0.00099231+0.00028864i,-0.00086345+0.00072885i,-0.00067533+0.001039i,-0.00017896+0.00046613i,1.2838e-05-0.00029287i,-0.0012162-0.00012244i,-0.0010116-0.00011111i,-6.6938e-05-0.00032139i,-9.6766e-05-0.0005991i,-0.00043208-0.00046515i,-0.00044449-0.00042503i,-0.00044389-0.00047151i,-0.00026145-0.00010076i,-8.7334e-05-1.6713e-05i,0.00033669-7.068e-05i
-0.00032241-0.00031185i,-0.00070263-0.00085197i,-0.0014293-0.00098821i,-0.00093818-0.00028429i,0.0010823+0.00054232i,0.0017821+0.00078897i,0.00040638+0.0010284i,-0.00012577+0.00087292i,0.00035053+0.0003572i,0.00025088+0.00015264i,0.00024255+0.00031467i,0.00012285+0.00014773i,6.626e-05-0.00082648i,0.00029401-0.0011656i,0.00054836+3.5025e-05i,0.00048737+0.00049934i,-0.00049815+0.00028659i,-0.00079349-0.00012874i,-0.00053637+0.00027875i,-0.00088137+0.00068525i,-0.00040129+0.00059089i,0.00054463+0.00067669i,0.00015873+0.00065186i
0.0011477-0.0012511i,0.00129-0.0013966i,0.0014759-0.0012845i,0.00088776-0.00013318i,-0.00012138+0.00019576i,-0.00095726-0.00024251i,-0.00036574-0.00062957i,-0.00035978-0.00052883i,-0.00086234+4.1369e-06i,-0.00058765+0.00049122i,-8.1099e-06+0.00074262i,0.00032331+0.00051847i,0.00030065-1.418e-05i,0.00060553-0.00046669i,0.0011168-0.00028993i,0.00084564-1.9407e-05i,0.00035473-0.00055068i,0.00013952-0.00045539i,-3.5404e-05-0.00019888i,-0.00077148-0.00033423i,-0.0011071-0.00049828i,-0.00039002+0.00024969i,-0.00011531+0.00059028i
-0.0018968+0.0011966i,-0.0037861+0.00038622i,-0.0031457+0.0009065i,-0.00065673+0.0011391i,0.00069868+0.00074492i,0.00052944+0.00079964i,-0.00062134+0.00088907i,-0.0015048+0.00074138i,-0.0008186+0.00066316i,-0.00046565+0.00034091i,-0.00036202+0.00051101i,0.00038584+0.0010332i,0.00017192+0.00053018i,-0.00039904-0.00044381i,0.00027748-0.00045457i,0.00040063+0.0002254i,0.00035353-6.9336e-05i,0.00016015-0.00043452i,-0.00034012-5.38e-05i,-0.00071+0.00058523i,-0.00071866+0.00079072i,0.00029229+6.4504e-05i,0.00095423-0.00022978i
-0.0012445+0.00034643i,-0.00071215-0.00046792i,-0.0012646-9.9329e-05i,-0.0017481+0.0012606i,-0.00098218+0.0018322i,-0.00018327+0.0012472i,-0.00020514+0.00019316i,0.00013126-0.0001119i,0.00028664+0.00077566i,-0.00021507+0.0011832i,-0.0014493+0.00094482i,-0.0010835+0.00051811i,0.0010344+0.00030081i,0.000767+0.00041057i,-0.00031623+0.00037868i,-0.0001524-0.0001188i,4.111e-05-0.00014067i,0.00024095+0.00030539i,2.3453e-05+0.00038473i,-0.00025666+0.00062688i,0.00026647+0.00095793i,0.00060014+0.00053379i,0.00023164+0.00013247i
-0.0020854-0.00057706i,-0.0033943-0.00067159i,-0.0025974+0.0013986i,-0.0015656+0.0030673i,-0.00052518+0.0038277i,0.00062056+0.0026671i,0.00036546+0.00013149i,0.00022241-0.00095274i,0.00057103-0.00037185i,0.00018968+0.00063821i,0.00019531+0.0011486i,1.916e-06-3.1723e-06i,-0.00030391-0.00081409i,-0.00033102-8.4719e-05i,-0.00071103+0.00018393i,-0.00071067-0.00027912i,8.7247e-05-0.0012266i,0.0010708-0.0016703i,0.0012896-0.00078084i,0.00066688-2.1158e-05i,-0.00012621+0.00010934i,-0.00051327+0.00021075i,-0.00017031+0.00037002i
0.0017258+0.00087064i,0.0019952+0.00027362i,0.0015517-0.00052714i,0.0013821-0.00037557i,0.0021154+0.00026718i,0.0024066+0.0012906i,0.00080639+0.0013303i,-0.00062061+0.0011447i,-0.0010578+0.0011205i,-0.00090757+0.00069298i,-0.00036584+0.00021912i,0.00015934-0.00029013i,0.00024704-3.6718e-05i,-0.00045821+0.00021201i,-0.0012322+0.00017287i,-0.00024444+0.0002514i,0.00077756+8.5015e-05i,0.00050223-0.00014515i,0.00061647-0.00080691i,0.00067318-0.00036183i,-0.00033814+0.00020505i,-0.00030534-0.00063772i,0.00050917-0.000227i
0.00077315-0.0029008i,-0.00034505-0.0032882i,-0.0021444-0.0035222i,-0.0032684-0.0018569i,-0.0030946+0.00047571i,-0.0011403+0.0018728i,-4.6235e-05+0.0012328i,-0.00034825+0.000567i,-0.00054912+0.00035604i,-0.00058478-0.00042502i,-0.00089591-0.00042555i,-0.00045975+0.00069765i,5.4061e-05+0.00062408i,0.00026422+0.0001216i,0.00051181-4.6989e-06i,0.00030294-0.00017368i,0.00038142-3.4071e-05i,0.0007771+0.00061224i,0.00031778+0.00090351i,0.00026422+0.00035847i,0.00062743+0.00048214i,0.000473+0.00039066i,-9.3015e-05+9.8444e-05i
