-0.00063821+0.00014117i,-0.0010357-0.0013852i,-0.002315-0.0010897i,-0.0018892-0.00089235i,-0.00082406+0.00025394i,-7.8056e-05+0.001446i,-0.00021137+0.0018039i,-0.00022406+0.0022283i,0.00064604+0.0018759i,0.00071971+0.00074712i,9.5968e-05-0.00055001i,4.8987e-05-0.0011211i,4.7272e-05-0.001295i,-0.00022834-0.001308i,3.0809e-05-0.0010356i,3.8549e-05-0.0007162i,0.00035811-0.00011188i,0.00045836-3.6621e-05i,0.00024439+6.9838e-05i,-0.00052033+0.0002916i,-0.00024257+0.00046155i,0.00010708+0.00032119i,-0.00012364+0.00030869i
-0.0033905+0.00048254i,-0.0025102+0.00087916i,-0.0023661+0.002163i,-0.00178+0.0019418i,-0.00054734-0.00026386i,-0.00047304-0.0017475i,-0.0013558-0.0022766i,-0.001274-0.0022853i,6.1738e-05-0.00050224i,0.00076271+0.00079943i,0.0006647+0.00082011i,0.00040349+0.0004566i,0.00075986-0.00041115i,0.0009437-0.00036055i,0.00059265-0.00080101i,0.00034579-0.0019824i,0.0010358-0.00123i,0.00070678-0.00031966i,-0.00020537+3.57e-06i,-0.00058864+7.9623e-05i,-3.2272e-05-0.00073663i,0.00076081-0.001052i,0.00041517-0.0002987i
9.1404e-05-0.0022414i,-0.00015131-0.0026257i,-0.00015257-0.0023804i,0.00013252-0.0018239i,0.00013039-0.0019281i,0.00059681-0.0017971i,0.0011425-0.0014424i,0.0004806-0.0012776i,3.3429e-05-0.00049277i,-0.00057858+4.158e-05i,-0.00058902-9.1185e-05i,-0.00016377+0.00032732i,0.00049373+0.00030713i,0.0007093+2.5733e-06i,6.9693e-05-0.00039238i,-0.00024558-0.0004279i,-0.00022651-8.0689e-05i,-0.00095047-0.00046045i,-0.00087292-0.00025786i,-0.00049487+2.1853e-05i,2.3378e-05-0.00022432i,0.00038993-0.00014684i,0.00046695+0.00019998i
0.0023184+6.3732e-05i,0.0013178-0.0003892i,0.00065438+0.0004193i,-0.00028839-0.00010827i,4.0105e-05-0.0014092i,-3.8726e-05-0.0013167i,0.00011025-0.00058333i,0.00072536-7.8557e-05i,0.00016056+0.00019878i,-0.00041993-2.6147e-05i,0.00017694-0.00044682i,0.00026946-9.9288e-05i,-0.00088569+0.000358i,-0.0016388+3.971e-05i,-0.00095378-0.00037564i,2.2255e-05+2.0952e-05i,-0.00022727+0.00030042i,-0.00038748+0.00025839i,-0.00036264+1.9701e-05i,0.00034702-0.00046648i,0.00053432-0.00055967i,-6.1326e-05-0.00042735i,-5.2895e-05+0.00031733i
0.00055503+0.002003i,-0.00020628+0.0017003i,-0.00053681+0.0010787i,0.00028513+5.6414e-05i,0.00063323-0.00051334i,-0.00022247-6.7546e-05i,-0.00057165-0.00078653i,-0.00049754-0.0012202i,-0.00032495-0.00094197i,0.00027132-0.00070538i,0.00047503-0.00033744i,0.00032795+0.00019169i,0.00019998+0.00029672i,7.384e-05-0.00037248i,0.00050866-0.0017167i,0.0007061-0.0023547i,0.00049409-0.00096162i,6.1315e-05+4.5204e-05i,-0.00016489-0.00038384i,-0.000229-0.00070956i,-0.00025384+3.6004e-05i,-0.00010008+3.2394e-05i,4.6391e-05-0.00028704i
-0.0017191+0.00077311i,-0.0014484+0.00038363i,-1.1892e-05+0.00043723i,0.0011944+3.3523e-05i,0.0016076-0.0013276i,0.00077869-0.0024075i,-0.00024444-0.0019082i,-0.00064132-0.00096687i,-0.00064289-0.0001713i,-0.00043757-0.00018441i,-0.00020021-0.00030822i,-0.00032626+0.00086276i,-0.00079255+0.00098903i,-0.00054663-0.0002326i,-0.00011611-0.00040824i,0.00019912-0.00010841i,0.0008972+0.000511i,0.00038378+0.00085777i,0.00021312+0.00064148i,0.0010104+0.00027754i,0.0016634+0.00010579i,0.0011304+0.00057606i,0.00037285+0.00038624i
-3.1613e-05+3.8762e-05i,0.00032068-0.00048261i,0.0014328-0.0004518i,0.0017404-0.00032474i,0.0010594-0.00080827i,0.00077056-0.00097156i,0.00054415-0.00070527i,-0.00012045-0.00068537i,-0.00063705-0.00081686i,-0.0003267-0.00069052i,5.285e-07+0.00013782i,-6.158e-05+0.00022521i,0.00011575-0.0007777i,0.00018265-0.00084077i,-0.00054084-0.00015263i,-0.00041516-3.2347e-05i,0.00020315+5.4067e-05i,5.625e-05+0.00035148i,-0.00037418+0.00080216i,-0.00039566+0.00063789i,2.5935e-05-0.00088353i,-0.00022896-0.0013854i,-4.8305e-05-0.00023499i
-0.000208-0.00051333i,-0.00047496-3.1978e-05i,-0.0015533+0.0015939i,-0.0012065+0.00089294i,-0.00026105-0.00076496i,0.00065275-0.0017293i,0.00075925-0.0012797i,0.00023776-0.00093835i,0.00078251-0.00090544i,0.00088965-0.00052713i,0.00020939-6.0261e-05i,0.00025056+0.00047577i,0.00057895+0.00019985i,0.0002486-0.00027777i,0.00016916-0.00044537i,0.00052425-0.00066953i,0.00031605-0.00043325i,0.00064522+0.00046638i,0.00070391+0.00040177i,0.00015948+2.5249e-05i,-0.00041789+7.4506e-05i,-0.0010154+5.5248e-05i,-8.4627e-05-0.00017662i
-0.0015971+0.0013686i,-0.0010577+0.00028761i,-0.00048307-4.5399e-05i,-1.0622e-05+0.0007872i,-0.00024135+9.6023e-05i,-0.0011584-0.00067781i,-0.0012477-0.00032116i,-0.00046995+0.00012244i,-0.00020905+0.00017128i,-0.00034856+0.00054687i,-7.3657e-05+0.00056307i,0.00057611-0.00044747i,0.00098229-0.00029749i,0.00091717+0.00047267i,0.00079654-0.00015614i,0.0012939-0.00042654i,0.0010056+0.00027791i,0.00065319+0.00075901i,-0.00034029-0.00013735i,-0.00082469-0.00090019i,-2.0135e-05-0.00053207i,0.00032016-0.0003986i,0.00012746+0.0002225i
0.0015019-0.0020884i,0.00053886-0.0020377i,-0.00044203-0.0025741i,-0.00064791-0.0019647i,-0.0004355-0.00065193i,-0.0012775-0.00010361i,-0.0012769-0.00039739i,-0.00096011-0.00090819i,-0.00080467-0.00059154i,-0.00067659-0.00066808i,-0.00091287-0.00048858i,-0.00035951+0.00018985i,0.00027105+0.00071031i,0.00016406+0.0010795i,0.00047731+0.0013526i,-1.6054e-06+0.0010581i,-0.00036922+0.00013528i,0.0007388-0.00065186i,0.0010947+0.00024617i,0.00026069+0.00066944i,-6.8227e-05-2.8021e-05i,-0.00016426-0.00020572i,-0.00019824-0.00047821i
-0.00015278+0.00079837i,-0.00092826+0.000749i,-0.0016598+4.3484e-05i,-0.00080782-0.0011246i,0.00037725-0.0023109i,0.00032872-0.0032025i,-0.00078238-0.0031678i,-0.00055223-0.002123i,-6.7411e-05-0.0016744i,7.2637e-05-0.0013664i,0.00043433-3.5371e-05i,0.00078636+0.00024444i,0.00085193-0.0010881i,0.00041408-0.0013035i,0.001146-0.00089379i,0.00084023-0.00094091i,-0.00045758-0.00058141i,-9.8142e-05+0.00030993i,0.00039094+0.00024989i,-1.0765e-05-0.00042441i,-0.00013646-0.0001853i,0.00075185+0.00022537i,0.00052419-0.00038136i
0.0010194-0.001931i,0.00027937-0.0017096i,2.0765e-05-0.0015777i,3.2678e-06-0.001636i,0.00051377-0.0013203i,0.0010446-0.001078i,0.0013239-0.00069771i,0.0010852-0.00030476i,0.00075862-0.0002025i,7.5755e-05+0.00033724i,-0.00042982+0.00084605i,0.00010867+0.00091614i,0.00051291+0.00078789i,0.00012839+0.00084116i,0.00012962+0.00022869i,0.00050252-0.00016586i,-3.0659e-05+0.00019078i,-0.00029554+0.00047698i,-0.00027639+0.00044976i,0.00010491-0.00015587i,0.00020232-0.00040668i,-0.00015021-0.00093519i,-0.00029838-0.0012492i
0.00089714+0.0010477i,0.0007424-0.00026081i,0.0015033-0.00042864i,0.0018669-0.0001981i,0.00069022-0.001148i,-8.6581e-05-0.0020965i,0.0001501-0.001437i,0.0003571-0.00051085i,0.00087602-0.00025931i,0.0017476-0.00048346i,0.0013921-7.9785e-05i,0.00039646-7.9119e-05i,-0.00019657-7.086e-05i,-0.00084974-0.00023079i,-0.00053085-0.00062697i,0.000148-0.00050671i,8.5227e-05-0.00093868i,-0.00011766-0.00067053i,-0.00050874+2.9981e-06i,-0.00055579+0.00037311i,0.00025853+0.00012431i,1.8175e-06-0.00021744i,-0.00055492-0.00020529i
1.7902e-05+0.00036269i,-0.0014032+0.00095687i,-0.0016106+0.001007i,-0.00070733+0.00070865i,-8.2631e-05-0.00025602i,1.2885e-05-0.0011547i,0.00019128-0.0020722i,0.00057828-0.0020552i,0.00011985-0.00067173i,-0.00035642-0.00040692i,-0.00013434-0.00050047i,0.00034799+0.0001397i,0.00031557-0.00027464i,-0.00014717-0.00059438i,-0.00082328-0.00067842i,-0.00054139-0.00076197i,9.1124e-05-0.00045642i,0.00030038+0.00012274i,0.00026368+0.00028308i,-0.00016421+0.00038623i,-0.00051326-0.0001775i,0.00028362-0.00070821i,0.00052894-0.00032691i
0.00011728-1.7883e-05i,0.00047683+0.00023899i,0.001082+0.00038957i,0.00060904-4.5413e-05i,-0.00036364-0.00082783i,-0.00044846-0.0010691i,-0.0010265-0.00050723i,-0.0017198-0.000354i,-0.00064579-0.00054543i,-7.5351e-05+0.00036298i,-0.00044485+0.00049049i,-2.9462e-05+0.00015848i,-0.00012955+0.00025338i,-0.00012802-6.6773e-05i,0.00026669+5.8376e-05i,-0.00030024+0.00028227i,-0.00088451+4.6496e-05i,-0.00015369+9.7372e-05i,0.0005153+0.00046219i,-0.00015339+0.00030671i,-5.8577e-06-0.00016187i,0.00066144-8.0105e-05i,0.00072868+0.00018302i
0.00054543-0.0018958i,-8.9545e-05-0.0028942i,-0.00023668-0.0031614i,-0.00042952-0.0024772i,-8.3668e-05-0.002022i,0.00049482-0.0016741i,0.0003723-0.00068642i,5.361e-05-0.00024965i,0.00012538-0.00056227i,0.00061732-0.00019259i,0.00097635+0.00019678i,0.00063606+0.00046794i,0.00049672+0.00098669i,0.00011896+0.0011323i,0.00034422+0.00042555i,0.00025286-0.00038051i,0.00026274-0.00036315i,0.0007236+0.00033462i,-0.00012802+0.00068083i,-0.0010628-0.00020236i,-0.00059283-0.00057169i,-0.00070527-0.00066964i,-0.0011918-0.0007222i
0.00040426-0.00038877i,0.00050612-0.00079021i,0.0014191-0.00049677i,0.0012513-0.0007013i,0.0002906-0.00088721i,-0.00035316-0.00018536i,-4.501e-05-0.00014841i,0.00056012-0.00066567i,0.00036912-0.00034568i,-0.00052939+0.00028397i,-0.00031166+0.00020215i,0.00038949+0.00089063i,0.00045004+0.001089i,0.00034923-7.1482e-05i,0.00013994-6.6153e-05i,0.00015858+0.00075261i,0.00087227+0.00056656i,0.0010621-6.0396e-05i,0.00035236-0.00035203i,0.00029627-0.00042183i,-0.00020931-0.00071502i,-0.0012005-0.001172i,-0.0011412-0.0011194i
0.00054011-0.00036244i,-0.0013308+0.00026454i,-0.0020134+0.00048316i,-0.0014621-2.8595e-05i,-0.00097479-0.001224i,0.00035869-0.0016714i,0.00029057-0.0011156i,-0.00014533+0.00021477i,0.00035813+0.00091809i,0.0004486+0.00074205i,0.00021061+0.0010486i,0.00013952+0.00068814i,0.00035227+5.2397e-05i,8.1937e-05+7.5705e-05i,1.2058e-05+0.00038202i,0.00053869+0.00019992i,0.00076474-0.00054446i,0.00046123-0.0010321i,0.00042533-0.00095176i,0.00083805-0.00028894i,0.001064-0.00048408i,0.0014376-0.00044947i,0.00074674+8.2732e-05i
0.00095208-0.0010513i,5.0435e-05-0.00094026i,0.00013688-0.0007474i,0.00091674-0.00046938i,0.0002447-0.0008375i,-0.00038789-0.0012319i,-1.8652e-05-0.0014463i,0.00048978-0.001064i,0.00040299+0.00011652i,-0.00026169+0.000335i,-0.00058424+0.00039843i,-0.00016438+0.00097612i,6.9474e-05+0.0010022i,0.00012946+0.0010231i,-0.00017261+0.00039793i,-0.00040521-0.00035801i,-0.00033155-0.00018342i,-0.0006786+0.00022885i,-0.00054308+0.00033916i,0.00015708+0.00021723i,0.00016741+0.00065468i,0.00022768+0.0010134i,0.00030071+0.00087789i
0.00011815+2.8745e-06i,0.00072255+0.00083805i,0.00047235+0.00093562i,-2.0301e-06-2.7539e-05i,-0.00016054-0.0015304i,-0.00065391-0.0022513i,-0.0010992-0.0013466i,-0.0011273-0.00053322i,-0.00036273-0.00055388i,0.00052622+3.0579e-05i,0.00056472+0.00055349i,-3.3344e-05-1.3892e-05i,0.0001147-0.00039821i,5.3564e-05+8.6088e-05i,0.00032739+0.00044448i,0.00075742+0.00053376i,0.00013265+5.8948e-05i,-0.00069465-0.00019521i,-0.00083552-0.00043525i,-0.00056258-0.00056303i,-0.00018243+1.3002e-05i,0.00061713+7.5416e-05i,0.00051391-0.00025499i
3.3339e-05-0.0011238i,-0.00049702-0.00085075i,-0.00014657-0.00033803i,0.00011587-0.00041131i,6.7632e-05-0.001035i,0.00025286-0.0016409i,0.00062318-0.0011647i,0.00033346-0.000455i,-0.00060908-0.00033721i,-0.0010471+0.00082085i,-0.00094006+0.0014633i,-0.00091433+0.00049793i,0.00024773-0.0011023i,0.00089955-0.0010028i,0.00068235+0.00029641i,0.0010528+0.00048844i,0.0013032+0.0003979i,0.00094787+0.00036186i,0.00042131+0.00027079i,-0.00010724+0.0001969i,0.00033525+0.00025001i,0.0007274+8.9739e-05i,0.00035407-0.00020497i
0.00012016-0.0029028i,-0.0010867-0.0016744i,-0.001346-0.00151i,-0.00041324-0.0019278i,0.0003924-0.0010943i,0.00036763-0.0002387i,-4.4284e-07-0.00029356i,0.00011425-0.00017395i,0.00013539+0.00031249i,-0.00027132+7.6583e-05i,-0.00020862-0.00029784i,0.00068219-0.00020687i,0.0015539-0.0002813i,0.0014926-0.0004695i,0.00026222-5.6036e-05i,-0.00012026-0.00035643i,0.00035247-0.00043586i,-0.00045826+0.00016702i,-0.0009665-0.00012189i,6.1126e-05-0.00031875i,0.0002616-0.00020355i,-0.00018114-0.0006075i,-0.00024542+2.2156e-05i
0.0014495-0.00083038i,0.0012892-0.0013072i,0.00078875-0.00094015i,0.00029732-0.0012221i,-0.00063414-0.0014234i,-0.0011327-0.0017471i,-0.00023667-0.0013139i,0.00056516-0.00013608i,0.00063309+5.8694e-05i,0.00019738+7.1068e-05i,7.4819e-05+0.00030929i,-0.00011555-0.00053068i,-0.00054688-0.00085103i,-0.00079269-0.00021883i,-0.00055295+9.535e-05i,9.4921e-05-0.0003964i,3.0662e-05-0.00082841i,-0.00033817-0.0011121i,-4.9412e-05-0.00066711i,0.00024434+0.00032012i,-7.1239e-05+0.00063882i,-0.00059698+0.00049288i,-0.00091701+5.182e-05i
0.0024561+0.0011735i,0.0015851+0.00030619i,0.00048199-0.00018933i,0.00047993-0.00063995i,0.00064194-0.0017336i,0.00014308-0.0023714i,-0.00063753-0.001854i,-0.00052576-0.0011358i,0.00021568-0.00045634i,-2.0032e-05-0.00060301i,-0.00076193-0.00075332i,-0.00042864-0.00065204i,-0.0001441-0.0008426i,-0.00010512-0.00062429i,0.00036991-0.00036594i,0.0007135+0.00046944i,0.00052761+0.00092864i,0.00048938+0.00052635i,0.00052941+0.00026796i,-7.723e-05+0.00033538i,4.6587e-05+0.00028315i,0.00085649-1.1876e-05i,0.00090594+0.00015028i
0.0013766-0.00019902i,0.0011121-0.0004194i,0.00026977-0.001016i,7.0396e-05-0.0013392i,0.00030128-0.0016607i,-0.00013492-0.0013822i,-0.00042577-0.00046124i,-0.0005206+0.00027432i,-0.00057817-0.00034466i,5.5219e-05-0.00044982i,0.00015346+0.00029268i,0.00033546+0.0010459i,0.00014984+0.0011628i,0.00023771+0.0015223i,0.00040587+0.001515i,-0.00071344+0.00063038i,-0.0010985-0.00048996i,-0.00084753-0.0010808i,-0.0008-0.0010404i,-0.00052502-0.00018564i,-0.00031354+0.00035844i,-0.0002379-3.1484e-05i,-0.00085177-0.00033333i
0.00131+0.00040002i,0.0011184+0.0006083i,0.0019407-6.6074e-05i,0.0024175-0.001222i,0.00088265-0.0020819i,-0.00033151-0.0021182i,0.00047411-0.00058191i,0.00063516-6.9904e-05i,0.00020178-0.00052025i,2.2173e-05+0.00010858i,8.8526e-05-5.9749e-05i,0.00035968-0.00035061i,0.00079625+0.00051014i,0.00083122+0.0011066i,0.00036402+9.757e-05i,-0.00016342-0.00067869i,-0.00048149+0.0001083i,-0.00069838+0.00034844i,4.7513e-05+0.00013036i,0.00081226+1.5753e-05i,-0.00030386+0.00038174i,-0.00061487+0.0012597i,0.00019497+0.00091169i
0.0005361-0.00088416i,7.1115e-05-0.0006106i,-0.00078194-9.1815e-05i,-0.0015596-0.00067839i,-0.0013885-0.0016084i,-0.00024167-0.0014256i,-0.00019418-0.00071803i,-0.00037415+0.00014048i,-0.0005694+0.0008166i,-0.0011595+0.0005735i,-0.00086132-1.2727e-05i,-0.00011943-4.8975e-05i,-0.00054237-0.00022547i,-0.001419-0.00065903i,-0.0012871-0.00084833i,-0.00039708-0.00055713i,0.00023841-0.00085384i,0.00060851-0.00071929i,0.00053598+0.00044881i,0.00030305+0.00064369i,0.00029266-0.00023i,0.00022976-0.00081116i,-0.0002684-0.00030424i
0.00047471-0.0011953i,0.00021605-0.00034086i,0.00014505+0.0001858i,5.6438e-05-0.00040696i,-0.00026358-0.00055266i,-4.2637e-05-0.0011225i,0.00073155-0.00091411i,0.00059723-0.0001941i,9.8045e-05-7.1345e-05i,-6.3924e-05+9.1254e-05i,-0.00040245+0.00022438i,0.00014944+7.4126e-05i,0.00076257+0.0003551i,0.00018686+0.00078687i,-0.00029181+0.00030135i,-0.00024994-0.00054354i,0.00024097-0.00046493i,0.00066565-2.3984e-06i,0.00050719+0.00082876i,-0.00035341+0.0008072i,-0.00080031-0.00074725i,-0.00051238-0.00031904i,-0.00021403+0.0011512i
0.00084229-0.00036911i,0.0005768+0.00074752i,-0.00066379-0.00013868i,-0.00062705-0.000376i,-0.00061411+0.00014021i,-0.00082317-0.00017892i,-0.001067-0.0006545i,-0.0010528-0.00019737i,-0.00083008+8.5356e-05i,-0.00094625+0.00053951i,-0.00053574+0.00079989i,0.00012959+0.00096875i,0.00040659+0.00053753i,-1.8058e-05-0.00011778i,-0.0010882+0.00089677i,-0.0011397+0.00092918i,-0.00013222+0.00034143i,-1.0967e-05+0.00019533i,0.00023261-0.00018753i,0.00065088-0.00013536i,-4.2158e-05+0.00046353i,-0.00044856+0.00021065i,0.00076892-0.00017865i
-0.0023458+0.0002501i,-0.0019881+0.00067343i,-0.0021559+0.00090907i,-0.0015338-0.00030559i,-0.00039159-0.0016032i,0.00081951-0.0024161i,0.00084342-0.0024487i,5.136e-05-0.0016323i,-0.00047869-0.0011624i,-0.00046055-0.00041237i,0.00018584+0.00025069i,0.0010448+0.00037035i,0.0014395+0.00047442i,0.00086711-0.00011749i,4.6798e-05-0.00050297i,0.00037806+0.00054868i,0.00083499+0.00081267i,0.00036449+2.5317e-05i,0.00013713-0.00062101i,0.00020987-0.0006667i,4.2366e-05+4.9341e-05i,0.00017337+0.00044952i,0.00051251+0.00072443i
0.0004041-0.0017982i,-0.00047363-0.0010096i,-0.0009146-5.1014e-05i,-0.00097266-1.4776e-05i,-0.0010402-0.00042534i,-0.00062478-0.00075705i,-0.00013209-0.00010417i,-0.00057148+0.00078915i,-0.00092058+0.00046773i,-0.00061352+7.4277e-05i,-0.00083449+0.00031146i,-0.00043851+2.0635e-05i,3.4579e-05+0.00013841i,0.00021434+0.00011927i,0.00057335-6.2947e-05i,0.0003272-2.6645e-05i,0.00012774-0.00026246i,0.00015434-4.9517e-05i,-0.0003232+3.2535e-05i,-0.00036168-0.00025191i,-0.00069953-6.3618e-05i,-0.00094979+0.00085435i,-0.00056178+0.00029274i
0.00046128-0.0044848i,-0.0010762-0.0035059i,-0.0033845-0.0024232i,-0.0033079-0.0013732i,-0.0015109-0.00049175i,0.000105-6.1695e-05i,0.0010899-0.00014585i,0.00056341-0.00081426i,-7.675e-05-0.0012598i,-0.0003146-0.00090717i,-0.0010716-0.00020251i,-0.0016795+0.0003002i,-0.00072976+0.00076398i,0.00027771+0.0005589i,0.00051581+0.00021711i,0.00019285+0.00012822i,0.00010341-0.00072911i,0.00068664-0.0010419i,0.00098235-0.00042427i,0.0003994-0.00010983i,-0.00064506-0.00014306i,-0.00077637-0.00015654i,-2.8824e-06-0.00016736i
0.0011815-0.00094316i,0.0003991-0.0012131i,-0.00026162-0.0016819i,-0.0010391-0.00083473i,-0.001204-0.00095341i,-0.00034509-0.0022057i,0.0007194-0.0019273i,0.00070849-0.000887i,0.00074562+2.9072e-05i,0.00073097+7.846e-05i,0.00055923+0.00055685i,0.00066232+0.0010365i,0.00060543+0.00092211i,0.00058286+0.00059488i,0.00065212-0.00039451i,0.00041953-0.00098943i,0.00032327-0.00043988i,0.0002303-0.00024868i,0.00045693+0.00014594i,0.00030386+0.00017412i,-0.00033366-0.00083078i,-0.00071579-0.00021206i,-0.00087814+0.0009243i
-0.00048856-0.00054872i,-0.0012582+8.112e-06i,-0.0016701+0.00048316i,-0.0010491-0.0001493i,-3.1692e-05-0.00022728i,0.00061731-0.0010003i,0.00067172-0.0024793i,1.4443e-05-0.0020086i,-0.0010131-0.0010922i,-0.00076155-0.00038642i,-0.00018886+0.00014702i,-0.00042368+0.00039158i,-0.00039779+0.00042622i,-0.00010433-0.00028327i,0.00010627+4.6091e-05i,0.00029231+0.00017754i,0.00031112-5.2131e-05i,-0.00024991-9.9469e-05i,-0.00059093-0.0004031i,-0.00069317-9.2327e-05i,-0.00045247-0.000236i,-0.000259-0.00099092i,-0.0002543-0.001085i
-5.1878e-05-0.00036907i,-0.00033446-1.1816e-05i,-0.00092763+0.0006795i,-0.00054561+0.00062805i,0.00063819+6.0806e-06i,0.00099459-0.0014624i,0.00059297-0.0020936i,0.00068716-0.0010534i,0.00041451-9.7162e-05i,6.6661e-05+0.00032949i,3.7051e-05+1.0558e-05i,0.00043344+0.00035136i,0.00016205+0.00019867i,-0.00040329-0.00023592i,-0.00016946-0.00021356i,0.00051599-0.0006383i,0.00016569-0.00099205i,-0.0001909-0.00043393i,0.00058714+0.00071822i,0.00076598+0.0011218i,-0.00010514+0.00076483i,-0.0011423+0.00068836i,-0.0006474+0.0006441i
0.00065518-0.00027133i,-0.00011179-6.0288e-05i,-0.00074527+0.00025363i,-1.1932e-05+0.00047247i,0.00013113+0.00049633i,-0.00078027-0.00036548i,-0.00045232-0.0010612i,0.00060235-0.0002089i,-0.00018996+0.00066346i,-0.0011286+6.1193e-05i,-0.00082937-1.9758e-05i,9.9732e-05+0.00038049i,-0.00014983+0.00038824i,-0.00026452+0.00052774i,0.00048916+0.00069635i,0.00030093-0.00012509i,-0.00042547-0.00025083i,2.3357e-05-0.00020402i,0.00070892-0.00080671i,0.00018764-0.00047709i,-9.6744e-05+0.00033494i,-0.00024955+0.0008954i,-0.00090135+0.00088102i
0.0013542-4.09e-05i,-0.00040429-0.0012124i,-0.00031193-0.00135i,0.00063434-0.00023959i,0.00056794-0.00018161i,0.0007839-0.00018362i,0.0007834-2.9077e-05i,-6.4688e-05+0.00046428i,8.0281e-06+0.00045169i,0.00019906+0.00034076i,-0.00041515+0.00072813i,0.00042873+0.00088089i,0.0016953+0.00095968i,0.0010686+0.00084538i,0.00031356+0.00052642i,0.00018337-0.00017475i,-0.0001029-0.001072i,-0.00013821-0.00032154i,-0.0003148+0.00077352i,-0.00052534+0.0002969i,-0.00082959-0.00071393i,-0.0005997-0.00053383i,-0.00023301-0.00014201i
-0.0006763-0.00091822i,-0.0011251-0.00089389i,-0.00058836-0.00090296i,-0.00025464-0.00069439i,-0.00070531-0.0012136i,0.00014417-0.0015118i,0.00037581-0.00071158i,9.3303e-05-0.00058678i,-8.3508e-05-0.0010302i,-0.00031143-0.00064454i,-0.00023969-0.00053993i,-9.7844e-05-0.00037201i,-0.00020777-0.00040561i,0.00017595-0.00015315i,0.00055996+0.00045027i,-0.00014073-4.2391e-05i,-0.00058953-0.00030638i,0.0002264-0.00083321i,0.0010847-0.00094337i,0.00043339-0.0003155i,-0.00074366-0.00071789i,-0.00027948-0.00086966i,-3.045e-05-2.9564e-05i
-0.0021195-0.0016893i,-0.0016901-0.00072657i,-0.0015761+0.00043673i,-0.0012618+0.0011821i,-7.9488e-05+0.00078823i,0.001002-0.00034752i,0.00059693-0.0013176i,-0.00036444-0.0014644i,-0.00074735-0.0010859i,-0.00045353-0.0010287i,-8.3407e-05-0.00044779i,-2.4602e-06+3.2526e-05i,0.00053502-0.00057217i,0.00098462-0.0010184i,0.00073589-0.001307i,3.247e-05-0.0015114i,-0.00020465-0.00080397i,-0.00034312-0.00048993i,-0.00085299-0.0001192i,-0.00035708+0.00017758i,0.00061389+0.00018028i,0.00044427+0.00010167i,0.00054423+8.2868e-07i
8.7262e-05-0.00081294i,0.00016549-0.00090171i,-0.00024289-0.00068347i,-0.00013445+0.00023524i,0.00026253+0.00067723i,0.00085367-0.000293i,0.0010149-0.00081354i,0.00044566-0.00085016i,-1.0642e-05-0.00059236i,-0.00048296+3.28e-05i,-0.00077711+0.0003425i,1.5384e-07+0.0009337i,8.5148e-05+0.00034542i,-6.3498e-05-0.00039112i,0.0003203-0.00019814i,0.00040347+0.00051344i,0.00012628+0.00036693i,-0.00012204-0.00039561i,-5.3306e-05-0.00045401i,-2.425e-05-0.00056116i,-7.8273e-05-0.00065897i,-0.00046639-0.00039485i,-0.00041959-0.00018857i
0.00093752-0.00053627i,-6.3367e-05-0.0009292i,-0.00019934-0.00063185i,0.00091385-2.7897e-05i,0.00057267-0.00069062i,3.4597e-05-0.0015212i,0.00056443-0.00096753i,0.00075896+9.038e-05i,0.00020819+0.00017716i,-0.00065635+0.00030076i,-0.00069513+0.00064081i,-0.00057904+9.1671e-05i,-1.1561e-05-0.0002245i,0.00041578-0.00052422i,0.00066152-0.00099766i,0.00050455-0.00022176i,-0.00046469+0.00033042i,-0.00037474-0.00030516i,-0.00012037-0.00052125i,-0.00019368-0.00073524i,-0.00015086-0.00073979i,0.00030766-0.00049816i,0.00033651-0.00012696i
-0.0012762+1.1391e-05i,-0.0018303+0.00062501i,-0.0020447+0.0014075i,-0.0008035+0.0020976i,0.00090736+0.0017301i,0.00021855+0.00038432i,-0.0011972-0.0010288i,-0.00094959-0.0012361i,-0.0002117-0.00021213i,0.00032699+0.00040616i,0.00097643+0.0007841i,0.00078845+0.00078465i,0.00024361+0.00015507i,-7.1768e-05-0.00036879i,0.00024014-0.00068486i,0.0008824-5.3345e-05i,0.00057574+0.00065821i,-0.00055199+0.0006682i,-0.0011195+0.00033223i,-0.00021491-0.00054501i,0.0003035+6.8473e-05i,0.00061743+0.00052107i,0.00094563-1.8469e-05i
-0.0011932-0.0017607i,-0.0019425-0.0023899i,-0.002378-0.0019998i,-0.0013842-0.00065529i,0.00012396-7.2263e-05i,0.00070723-0.00088779i,0.00079165-0.00069961i,0.00040737-0.0005567i,-0.00014979-0.00075634i,-0.00012217-0.00021399i,-0.00028203+0.00055927i,-0.00010924+0.00088499i,0.00068483+0.00013042i,0.0011312-0.00096809i,0.00097014-0.00068374i,0.00092252-0.00016119i,0.00092364+0.00045299i,0.0009795+0.00051169i,0.00076983+0.00028011i,-2.5825e-06+5.2559e-06i,-0.00052494-0.00025962i,6.9185e-05+0.00058642i,0.00083044+0.00095914i
