0.0012134+0.00011999i,0.0013219-0.0021265i,0.00087989-0.0030589i,0.00053625-0.0025084i,-0.00026059-0.00084349i,-0.00064389+0.00047286i,-0.00063388+0.0013357i,0.00038535+0.0021593i,0.0016505+0.0015263i,0.0015794-0.0001205i,0.00076012-0.001078i,-4.2924e-05-0.0011296i,-0.0010215-0.00075335i,-0.00040864-0.00088641i,-0.00013667-0.0011017i,-0.001143-0.00060426i,-0.001014-6.8947e-05i,-5.0796e-05+1.2539e-05i,0.00065495+0.00058319i,3.5943e-05+0.0010467i,-0.00028909+0.00069931i,-0.00012086-0.00048151i,-0.0002587-0.00082937i
0.0013914-8.0964e-05i,0.0021729-0.0013091i,0.0025874-0.001342i,0.0028624-0.0017953i,0.0017669-0.0018012i,-0.00023825-0.0013368i,-0.0013903-0.00065384i,-0.0013193+0.00021374i,-0.00018807+0.00061536i,0.00073264+0.00037058i,0.00017808-0.00062023i,-0.00035399-0.00081303i,0.00037888-0.00081881i,0.00051581-0.0013461i,0.00029348-0.00076586i,0.00040833-0.00019344i,0.00072955-0.00049948i,0.00042703-0.00064628i,-7.6326e-05-0.00022501i,-0.00050681+0.00046645i,-0.0010238+0.00059797i,-0.00048435+1.0195e-05i,0.00039965+0.00048048i
0.0010009-0.0022801i,0.0013566-0.0031997i,0.00027699-0.0021739i,-0.00098934-0.001078i,-0.00092761-0.00069553i,-0.00020645-0.00014892i,-0.00025334+0.00013268i,-0.00022537+0.0003636i,3.3017e-05+0.00043228i,-0.00044421+0.00076844i,-0.00079711+0.00056315i,0.00016263+7.2801e-05i,0.00062263-0.00043425i,0.00030266-0.00081508i,0.0008288-0.00012326i,0.0011602+0.00060247i,0.00064201-3.8644e-05i,0.00056543-9.8877e-05i,0.00046838+0.0004927i,-0.00016714+0.00014338i,-0.00037238-0.00089462i,-0.00022486-0.000766i,-0.00011179-4.3057e-05i
0.0016407-0.0028392i,0.0016117-0.0032743i,0.0015577-0.0039136i,0.00057793-0.0038585i,-0.00010712-0.0023061i,0.00044726-0.00054476i,0.00086865+0.00015484i,0.0011277+0.00052424i,0.0013602+0.00047301i,0.00042339-0.00051593i,-0.0003077-0.00090916i,-0.00031217+0.00017895i,0.00018528+0.0001287i,-6.4267e-06+0.00036506i,-0.00084356+0.00011675i,-0.0010876-0.00061204i,-0.00053214-0.00093835i,0.00039628-0.00048141i,0.00046328-8.7611e-05i,0.00017226-6.5805e-05i,-0.00027099-0.00016273i,-0.00059417-0.00073408i,-0.00057794-0.00083964i
0.0027686-0.001543i,0.0023263-0.0024352i,0.0012706-0.0015086i,0.00041254+8.4276e-05i,-0.00042591+0.0010401i,-0.00083486+0.00018283i,-0.0012076-0.0004424i,-0.00098982+7.2541e-05i,-0.00050174+0.00018875i,-0.0010172-0.00052042i,-0.0012434-0.00087395i,-0.00018836-0.00025761i,-0.0003261+0.00051652i,-0.00021001+0.00055586i,0.00017916-0.00010282i,-1.0407e-05-0.00070175i,0.00031293-0.0003686i,0.00036049-0.00011168i,0.00025165-0.00027971i,-0.00034202-0.00040285i,-0.00070498-0.00067754i,-0.00058295-0.00023039i,-0.00057251+9.7563e-05i
0.00088108-0.001691i,0.00068867-0.0020204i,-0.00036916-0.0011235i,-0.00034795-0.0010892i,-0.00011492-0.0014145i,-0.0003867-0.0014864i,-0.00072491-0.0014085i,-0.00067618-0.00067252i,7.9637e-05+0.00019782i,0.00028652+0.00013238i,0.00050092-0.00061044i,0.00029317-0.00058332i,7.0075e-05-0.00042749i,1.9635e-05-0.00026792i,0.00032681-0.00010695i,0.00032922+0.00036111i,-0.00015687+0.00037256i,-0.00039789-0.00065068i,-0.00087651-0.0011096i,-0.00067845+1.4531e-05i,4.2803e-05+0.00070404i,-0.00030148+0.00027564i,-0.00049896-5.9258e-05i
0.00042784-0.0024827i,0.00064168-0.0024034i,0.00064609-0.0017767i,-0.00040849-0.0011772i,-0.00068449-0.00063691i,-0.00011536-0.00038283i,0.00011056-0.00028433i,0.00015482+0.0010391i,-0.00014887+0.0013625i,-0.00022576+0.0003797i,-3.9623e-06+0.00041129i,0.00075331+0.00022291i,0.0015315-0.0002619i,0.0013026-0.00037573i,0.00070127-0.00055302i,-0.00021782-0.00057138i,-0.00066847-6.7204e-07i,-1.6951e-05+7.106e-05i,-0.00011392-0.00025539i,-0.00055269-0.00011387i,-0.0003757+4.4865e-05i,0.00010123+0.00040723i,0.00048513+0.00064472i
0.00077384+0.00089812i,0.0028739-0.00089428i,0.0031961-0.0018067i,0.0019957-0.0012968i,0.0006751-0.00040645i,-0.00059132-0.00025655i,-0.0011245-0.00036114i,-0.00072715+0.00025633i,-0.00069394+0.00131i,-0.00062363+0.0013732i,-0.00066813+0.0007798i,-0.00043567+0.00057929i,0.00010423+4.5317e-05i,0.00010562+0.0001377i,0.00015913+0.00065075i,0.00059535+0.00022902i,0.00058688-2.4028e-05i,0.00052249-0.00064096i,5.0272e-05-0.0009834i,-0.00032214-8.6723e-05i,-0.00028525+0.00047964i,-4.1553e-05+0.00031816i,0.00029991+0.00051266i
0.0018771+0.00025702i,0.00294-0.0014691i,0.0027773-0.0017372i,0.0017583-0.0012837i,0.00095427-0.00062768i,0.00067603-0.00032194i,-0.00014787-0.00037584i,-0.00065802+0.00036934i,-0.0003657+0.00076449i,-1.8644e-05+0.00055077i,8.005e-05+0.00094727i,0.00011224+0.00028951i,0.00052525-0.00053892i,0.00080252-0.00022296i,0.0005848+0.00052769i,0.00068019+0.00082476i,0.00051521+0.00085477i,-0.00014367+0.0008935i,-0.0010337+0.00051765i,-0.0012435+2.4118e-05i,-0.00097706-0.00013775i,-0.0014479+0.00028134i,-0.00098885+0.00020835i
0.00091049-0.00043412i,0.0010293-0.0019956i,0.00073858-0.0034208i,-0.00011546-0.0024289i,-0.0010121-0.0008593i,-0.0013382-0.00020516i,-0.0010557-0.00035272i,-0.0010752-0.00016358i,-0.00047285+0.00031566i,-0.00011566-0.00014028i,-0.00056077-0.00060318i,-0.00060205-6.4461e-05i,-0.0001268+0.00060643i,-0.00014008+0.00082083i,0.00034193+5.197e-05i,0.00076135-0.00038469i,0.00079914+3.8463e-05i,0.0013314+0.00018361i,0.0010154+7.2045e-05i,1.1746e-05+0.00032745i,-0.00038534+0.00092478i,-3.0313e-05+0.00046463i,0.00024758-0.00028547i
0.0019139-0.0013614i,0.0014023-0.0026948i,0.002479-0.003394i,0.0020515-0.0030993i,0.00066434-0.0020111i,0.00042207-0.0005168i,0.0004508+5.9293e-05i,0.00017223+0.00090071i,0.00038615+0.0015013i,0.00019931+0.0010685i,-0.00039435+0.00085942i,-0.00027464+0.00083672i,-0.00011751+0.00068257i,-0.00037957+0.00077213i,-0.00045609+0.00076491i,-5.0741e-05+0.00047785i,0.00017494+7.6759e-05i,0.00014663-0.00068961i,0.00043743-0.00067706i,0.00017707+0.00051821i,-0.00015132+0.00065565i,0.00016491+0.00060108i,0.0002608+0.00042751i
0.00075501+0.0004993i,0.0011577-0.00092693i,0.0014494-0.0013218i,0.00095194-0.0012894i,0.00056846-0.001978i,-0.00037052-0.001852i,-0.0012202-0.00057543i,-0.0010201+0.00027339i,-0.00030612+0.00045349i,0.00022484+0.00026654i,-0.0002563+0.00036222i,-0.00063688+0.00086327i,-0.00089076+0.00088718i,-0.001506+0.0007263i,-0.0010129+0.00083096i,-0.00040777+0.00035197i,1.2394e-05-0.00022542i,-0.00011674-0.00033736i,-0.0003867-7.5876e-05i,0.00029631+0.00037886i,0.00032062+0.00023807i,0.00029143-0.00041667i,0.00026568-0.0002403i
0.0017267-0.00053796i,0.0019343-0.0024434i,0.0024764-0.0036082i,0.0025959-0.0038037i,0.001757-0.0028794i,0.00055436-0.0011769i,-0.00088744+0.00047321i,-0.0011346+0.00051347i,-0.00025461+0.00051372i,0.0002519-0.00011786i,0.00047825-0.0011776i,0.0013196-0.00096258i,0.00083308-0.00068231i,-0.00038376+0.00024889i,-0.00032805+0.00059301i,-0.00042926-0.00035027i,-0.0010048-0.00035529i,-0.00043213+0.00012081i,0.00057191+0.0001572i,0.00013464+0.00014435i,-3.983e-05+0.00020523i,0.00029219-0.00031566i,-5.3237e-05+8.6062e-06i
0.0027062-0.0010084i,0.0036128-0.0012056i,0.0034826-0.0020143i,0.0030326-0.0017752i,0.0020067-0.00062755i,0.00042759-0.00028222i,-0.00083571-0.00062767i,-0.00084481-0.00056509i,0.00017561+0.00023758i,0.00026189+0.00017853i,-0.00059489-0.0001087i,-0.0010405+0.00025564i,-0.00082373+0.00043025i,-0.0003825+0.00025374i,-3.6979e-05-0.00010402i,-0.00022479+0.00010142i,-0.00055977+0.00027148i,-0.00072882-0.00018294i,-0.00053204+0.00030044i,-0.0005535+0.00057965i,0.0001084+0.00025161i,0.00081048-0.00048744i,-0.00028915-0.0010767i
0.0040585-0.00019361i,0.0048914-0.0010387i,0.0037325-0.0025211i,0.001787-0.0027403i,8.1357e-05-0.001735i,-0.0014487-0.00052568i,-0.0018816+0.00032483i,-0.0011851+0.00071864i,2.3919e-05+0.00096642i,0.00041506+0.00042664i,-9.1965e-06-0.00021153i,0.00038053-0.00030399i,0.00031097+0.0004582i,-0.00098901+0.00092318i,-0.00035393-1.2501e-06i,0.00069227-0.00040992i,-8.6846e-05-0.00023936i,-0.00077404+4.0729e-06i,-0.00018217+0.0004573i,-0.00038852+0.00075306i,-0.0013538+0.00018776i,-0.00099359-0.00022518i,0.00025759-0.00039745i
0.0011054+0.0013966i,0.0015021+0.0016934i,0.001359+0.00049387i,0.001048-5.0424e-05i,0.0008693+6.1655e-05i,0.0010461-7.2495e-05i,-7.1436e-05+7.138e-05i,-0.0013774+0.00057859i,-0.00083621+0.00068823i,-0.00097893-0.00022925i,-0.0011398-0.0010762i,-0.00051448-0.00073085i,-0.00014562-0.00010699i,0.00027794+5.5534e-05i,-6.8169e-05-0.00055169i,-0.00032565-0.0011351i,-0.00011475-0.00067987i,0.000115-0.00055539i,0.00064435-0.00014193i,0.00017323+0.00057242i,-0.00043446+0.00026654i,-0.00015918+0.0002671i,-0.00037946+0.00039418i
0.00059388-0.00097052i,0.0011356-0.0012316i,0.0011513-0.001609i,0.00040725-0.0022699i,-1.851e-06-0.0015017i,0.00028221-0.00089889i,0.00065546-5.5966e-05i,0.00052469+0.0012094i,0.0006521+0.0009672i,0.00012947+0.00012341i,-0.00047747-4.2742e-05i,-0.00091553+9.1678e-05i,-0.001262+0.00034506i,-0.0011846+0.00019417i,-0.00064715-0.00028129i,-0.00051601-7.1449e-05i,-0.00014487+0.00034443i,0.0006552+0.00044202i,0.00011904+0.00031327i,-0.00061274+0.0001129i,-0.00099757-2.8488e-05i,-0.00097335+0.00022175i,-0.00042136-0.0003714i
-0.00017052-0.00012718i,-7.9667e-05-0.00095177i,0.0015716-0.0012959i,0.0020429-0.0013508i,0.00081117-0.0014716i,0.00016157-0.0010685i,0.00068286-3.6383e-05i,0.00038354+0.00025765i,-0.00043285-0.00010945i,-0.00046967-0.00075089i,-0.00018723-0.00087298i,-0.00073148-0.0003062i,-0.0011583+6.7728e-06i,-0.00094846-0.00027343i,9.8792e-05-0.00028151i,0.00067585-0.00028639i,0.00059489-0.00052062i,0.00075678-0.00066365i,0.00043291-0.00048739i,-0.00023882+5.876e-05i,3.3325e-05+0.00053455i,0.00024459+5.3326e-05i,0.0001574+3.9816e-05i
-0.00052894-0.0023458i,-0.00040432-0.0030213i,8.7659e-05-0.0031144i,-0.00078183-0.0022681i,-0.0014241-0.00095286i,-0.0012969+0.00055901i,-0.0011852+0.00034512i,-0.00027884-0.00079374i,0.00046638-0.00063657i,6.8344e-06-0.0003663i,-0.00054588-0.00011785i,-0.00018549+0.00010144i,0.00039455-0.00082697i,1.8994e-05-0.00060234i,-0.00048116+0.00010017i,-0.00016447+0.00010463i,-0.00044989+1.9522e-06i,-0.00021482-0.00052961i,-0.00023588-0.00076847i,-0.0010328-1.0995e-05i,-0.00079482+0.00090814i,-0.00044022+0.00070827i,-0.00020982+0.0003057i
0.0005829-0.00094869i,0.0025957-0.0017652i,0.0041636-0.00091218i,0.0036-0.0012173i,0.0021215-0.0020992i,0.00056714-0.002171i,-0.00067512-0.0010916i,-0.00097331-0.00016388i,-0.00055327+2.035e-05i,-0.00048969-7.7105e-05i,-0.00094822-0.00013255i,-0.00095171-0.0003776i,-0.00030444-0.00048369i,-0.00014733+4.3591e-05i,-0.0011096+8.5087e-05i,-0.0016443-0.00064537i,-0.00094917-0.00067913i,-0.00011061-0.00011008i,0.00027287+0.0004488i,0.00029078+0.00092854i,-0.0003442+0.00056626i,-0.00056451+0.00070361i,-0.00030052+0.00090358i
0.0024943-0.00077922i,0.0035057-0.002981i,0.0031391-0.0032825i,0.0012463-0.0031472i,-0.000488-0.0019275i,-0.0010014-0.00074698i,-0.0016295-0.00015157i,-0.0017998+0.00060418i,-0.00048231+0.00044093i,0.0005828-0.00017812i,-0.00029759-0.00043719i,-0.001029-0.00063763i,1.9965e-05-0.00037039i,-3.5067e-05+0.00078052i,-0.0012432+0.00066863i,-0.0019764-5.3642e-05i,-0.0012536+0.00041514i,-0.00017367+0.00058404i,-0.00040518+0.00039828i,-0.00044298+0.00083221i,-8.1772e-05+0.00044225i,-0.00017729-0.00051562i,-0.00027988-0.00062668i
0.00089644-0.0027354i,0.0026726-0.0034754i,0.0034258-0.0038865i,0.0017108-0.0026595i,-0.0002762-0.0014019i,-0.00051357-0.00037095i,0.00042947-0.00043116i,0.0013134-0.00068191i,0.0015554+7.8648e-05i,0.0012781+0.00066155i,-0.00050249+0.00031184i,-0.0012404+0.00035517i,0.00015961+0.00038836i,0.00082836+1.8635e-05i,0.00074393+6.3924e-05i,0.00082056-0.00025324i,0.0004425-0.00042059i,5.3736e-05-0.00014918i,0.00024333+0.00047252i,0.00048975+0.00054577i,-0.00012263-1.6029e-05i,-0.0002668-0.00013412i,0.0003732-0.00010622i
0.0020305-0.0035677i,0.00219-0.0029465i,0.00025764-0.001877i,-0.00096386-0.00018554i,-0.00092666+0.00047628i,-0.00048893-0.0001704i,-0.00092005-0.00076903i,-0.0014151-0.00060323i,-0.00097579+7.9371e-05i,-0.00042859-3.3862e-06i,-0.00027855-3.8086e-05i,-0.00023155+0.00032583i,0.00034594+0.0004514i,0.0007297+0.00080448i,0.00098211+0.0015448i,0.00052609+0.0016267i,-9.6162e-05-7.4484e-05i,0.00026802-0.0012755i,0.00030962-0.00076276i,0.00038193-0.00014193i,0.00026501+0.00011443i,-0.00036853+0.00030123i,0.00029304-3.8762e-05i
0.001441-0.0018334i,0.0018954-0.0025269i,0.0017453-0.0038517i,-0.00019247-0.0044082i,-0.0015895-0.0031573i,-0.00052167-0.001313i,0.00074117+0.00023406i,0.00097544+0.00096692i,0.00077784+9.2565e-05i,0.00064939-0.00078407i,0.00038621-0.00019064i,2.7811e-05+0.00068086i,0.00021576+0.00052962i,0.00085351+0.00086413i,0.00035348+0.00046329i,-0.00049621-0.00076897i,-0.0005794-0.00049322i,-3.9758e-05+0.00033061i,-3.5862e-05+0.00013578i,-0.00083546-0.00025903i,-0.0012696-0.00033853i,-0.0012172-0.00065383i,-0.00032171-0.00066566i
0.0015704+0.00074441i,0.0034798+0.00036435i,0.0047435-0.0007786i,0.0038026-0.0025792i,0.0020449-0.0033783i,0.0007325-0.0024031i,-0.00047579-0.0012424i,-0.0013623-0.00019408i,-0.0017109+0.00049038i,-0.0006981-3.5543e-05i,-0.00041042-0.00093157i,-0.0010015-0.0015265i,-0.0015712-0.0011358i,-0.0020829-0.00093417i,-0.0015826-0.00064317i,-0.00051325+0.00052563i,0.0001486+0.00060114i,0.00064426+0.0002242i,0.0005288-3.121e-05i,0.00022292-0.0001638i,6.9342e-05+0.00029888i,-0.00014454-3.6515e-05i,8.2752e-06+0.00016582i
0.0011719+0.00081953i,0.0021864-0.00096258i,0.0020855-0.00073664i,0.0016497-0.0011268i,0.0013089-0.0015153i,0.00091227-0.00094016i,4.269e-05-0.00041879i,-0.00059583-0.00068052i,-0.00038301-0.00067905i,-0.00059351-0.00033037i,-0.00077985+0.0004823i,-0.00071259+0.00046859i,-0.00072952-0.00013309i,-0.0011409-0.00051122i,-0.0013631-0.0011295i,-6.7308e-06-0.00087223i,0.0011137-0.00039947i,0.00061849-0.00016406i,-0.00046593-0.00014426i,-0.00050171-0.00066726i,-0.00044423-0.00012123i,-0.00056918+0.00048546i,-2.4951e-05+0.00026588i
0.0012993-0.0023083i,0.00092872-0.0026367i,0.00048374-0.0024797i,-0.00023062-0.0014379i,-0.0011377-0.00033142i,-0.0011456-0.0005518i,-0.00015869-0.0010259i,7.5914e-05-0.00051749i,7.967e-05-0.00048588i,0.00011067-0.0005152i,-0.00051881+5.1692e-05i,-0.00014314+0.00036016i,0.00071092+9.4988e-05i,7.2894e-05-0.00023522i,-0.0003469-0.00011605i,-0.00018718-0.00032032i,-0.00073019-0.00085386i,-0.00073273-0.00057345i,-0.00021434-9.4372e-05i,-0.00041543-0.00042947i,-0.00066202-0.00082393i,-0.00030308-0.00082611i,-1.1326e-05-0.00072468i
-0.00041385-0.00098838i,0.0018508-0.0026895i,0.002748-0.0028207i,0.0023219-0.0021724i,0.001096-0.0021766i,-6.1934e-05-0.0021661i,-0.00047657-0.0015315i,-0.00072067-0.00053275i,-0.0010104+0.00036716i,-0.00088061+0.00013441i,-0.00044996-0.00020341i,-0.00012892-0.00021917i,0.00040215-0.00010308i,0.00032738+0.00046871i,0.00020592-3.4258e-05i,-0.00020215-0.00087813i,-0.00034484-0.00078583i,0.0004714-0.00027132i,-0.00033616+0.00029912i,-0.0012892+0.00052243i,-0.00084767+0.00059998i,-0.00072455+0.00076534i,-0.00028416+0.0004456i
0.00040815-0.0027073i,0.00057397-0.0035651i,0.00063416-0.0022004i,0.00034248-0.00034493i,0.00025489+0.00025975i,5.6772e-05+3.8143e-05i,-0.00017522+8.464e-05i,0.00060173+0.00066237i,0.00073327-3.1801e-05i,0.00016447-0.0009353i,-4.1657e-05-0.00039216i,0.00080061-6.09e-07i,0.0013506-0.00020996i,0.00037907-0.00055695i,9.9157e-05-0.00018646i,0.00050431+0.00039829i,0.00093109+0.00056059i,0.00047966+0.00029332i,0.00017562+0.00038626i,0.00035938+0.00021818i,-1.3308e-05-0.00011703i,-0.00091697+0.00065392i,-0.00041175+0.0012097i
0.0017594-0.00085961i,0.0020371-0.0021557i,0.001114-0.0018185i,-7.1495e-05-0.0011358i,-0.00092341-0.0003997i,-0.0011188-0.00023001i,-0.00050697-0.0012181i,-0.00034006-0.0011563i,-0.00033007-0.00056758i,-0.00049596-0.00048134i,-0.00099846-0.00081478i,-0.0010894-0.00048489i,-0.00076041+0.00017299i,-0.00047856-0.00020242i,2.7001e-05-0.00021213i,0.00081299+9.4432e-05i,0.0011668-0.00023087i,0.0009848-1.7364e-05i,0.0003266+0.00041264i,-0.00017977+0.00033622i,-0.00035494+0.00068341i,-0.00023638+0.0015707i,-0.00061408+0.0014219i
0.0013118+0.00014598i,0.0034259-0.001244i,0.0038544-0.0020599i,0.001987-0.0022623i,0.00067352-0.0015456i,0.00084821-0.00062932i,0.00018615+0.00028868i,-0.00085871+0.00065668i,-0.00030869+0.00063359i,-0.0002093+0.0001497i,-0.00047074-0.00039699i,-0.00013989-0.00020866i,0.00049459-0.00017036i,1.1507e-05-0.0001963i,-0.00061876+0.00011106i,-0.00036153+3.2373e-05i,-0.00037601+2.4445e-05i,-0.00020565+0.00033601i,0.00055489+0.00039382i,0.00014226+0.00089509i,-0.00051304+0.00029695i,0.00035279-0.00040538i,0.00032885-0.00051517i
0.00032803-0.00069409i,0.001058-0.0007824i,0.0013498-0.0012498i,0.00058446-0.0016502i,-0.0003023-0.0011419i,-0.00041271+0.00010994i,-0.00035517-0.00031396i,-1.1497e-05-0.00046392i,1.7181e-05-0.0004242i,-0.00050653-0.00085562i,-0.00041428-0.00053409i,0.0002841-0.00015055i,5.0974e-06+0.00059782i,-0.00033383+0.00059517i,-1.8421e-05+0.00041277i,-1.5931e-05+0.00062817i,3.8927e-05+0.00049491i,0.00023484+6.4883e-05i,-0.00024029-0.00011675i,-0.0011478-5.138e-05i,-0.0012132-0.00030282i,-0.00038298-0.00060912i,0.00011496-0.00018612i
0.003071-0.0027776i,0.0025029-0.0029786i,0.0015132-0.0032113i,-7.4642e-05-0.0025957i,-0.0014446-0.0013413i,-0.0011866-0.00043072i,-0.00051641-0.0005561i,0.00011202-6.1735e-05i,0.0004977+0.00082978i,-4.9531e-05+0.00028487i,-0.00078356+0.00029586i,-0.00048384+0.00085617i,1.4271e-05+8.7142e-05i,-0.00032476-0.00093281i,-0.00052847-0.00077747i,-0.00026143+0.00012125i,-9.3771e-05+0.00016978i,-2.9889e-05-6.8532e-05i,3.7544e-05+0.00030259i,-4.1432e-05+0.00024887i,-6.3463e-05+5.6755e-05i,-0.00033251-0.00014698i,-0.00081262-0.00019169i
0.0022086-0.0022285i,0.0023556-0.0018786i,0.0011866-0.0013572i,0.00041681-0.00086351i,0.00040463-0.00045621i,0.00026187-0.00056644i,-0.00029579+2.2778e-05i,-0.00062763+0.00039188i,-0.00022646+2.7782e-06i,0.0002612+3.3913e-05i,0.00071661+0.0004453i,0.00016075+0.00035922i,4.3002e-06-0.00032854i,0.000312-0.00084152i,-0.00029416-0.00070716i,-0.00093302-0.0003528i,-0.0010093-0.00013856i,-0.00033849-0.00056193i,-0.0001153-0.00047606i,-0.00058854+5.5544e-05i,-0.00045773+0.00019297i,-0.00038935+0.00063975i,-0.00050493+0.00065677i
0.002215-0.00066675i,0.0035657-0.0012512i,0.0036475-0.0015127i,0.0023557-0.0011771i,0.0011432-0.00042827i,6.452e-05-6.2474e-05i,-0.0011216-0.00084233i,-0.0010601-0.0011411i,9.7175e-05+7.8664e-05i,0.00016253+0.00020001i,-0.0001474-4.4218e-05i,-0.0001621-0.00038065i,-0.00025171-0.00039056i,-6.2702e-06-9.2367e-05i,0.0011019-0.00037568i,0.0016685-0.00019605i,0.001168+0.00018441i,0.00065283-0.00013646i,0.00077253-0.00071299i,0.00087533-0.00078763i,0.00027173+0.00014796i,-0.00045233+0.001132i,-0.00071743+0.0014172i
0.0017887-5.6836e-05i,0.0033294-0.00089765i,0.0034143-0.001652i,0.0024125-0.0014552i,0.0015209-0.00095004i,0.00086197-0.001047i,-0.00025207-0.00039823i,-0.00075355+0.0007821i,-0.00053501+0.00092546i,-0.00010673+0.00014725i,0.00027489+0.00023825i,0.0010492+0.00027723i,0.0017631-0.00048681i,0.00085873-0.00021186i,-0.00024099-0.00032053i,0.00019364-0.0010054i,0.00029702-0.00064467i,-5.1759e-05-0.00076771i,-0.00049866-0.00096849i,-0.00010959-0.00079102i,6.346e-05-0.00052001i,-0.00033969-0.0003169i,0.00039578+4.7009e-05i
0.0019283+0.00039791i,0.0023491-3.411e-05i,0.0018881-0.0006659i,0.00061049-0.0011728i,0.00030206-0.0010469i,0.00070164-0.0008132i,0.00073453-0.00045672i,0.00044969+0.00041739i,0.00022258+0.00059757i,-2.7986e-05-0.00035302i,-1.6197e-05-0.0010505i,0.00033907-0.0010108i,0.00043412-0.00080483i,-0.00045567-0.00082273i,-0.0011066-0.0013542i,-0.00057004-0.00082348i,-0.00070191+0.00016353i,-0.00074873-0.00023412i,-0.0005264-0.00046418i,-0.000665+0.00056766i,-0.00056179+0.0005101i,-0.00012749-0.00013992i,0.00078508+7.17e-05i
0.0033394+0.000131i,0.0046445-0.0013418i,0.0039159-0.0025801i,0.001015-0.0028669i,-0.0011919-0.0017012i,-0.0010432-0.00092104i,-0.00071124-0.00069702i,-0.00092086-8.4477e-05i,-0.00090686+0.00044835i,-0.00076932+0.00029488i,-0.00047419+0.00043228i,-0.00034406+0.00093892i,-0.00060537+0.00075223i,-0.00081321+0.0002765i,-0.00057231+0.00010143i,-0.00035947+8.7567e-05i,-0.00013834-5.7824e-05i,0.00048421-0.00046861i,0.00077445-0.00085706i,0.00022947+5.7455e-05i,-9.8752e-05+0.00038001i,-0.00034811-0.00011605i,-0.0005526-0.00016466i
0.00094484-0.00011078i,0.0020496-0.001328i,0.0021081-0.0020247i,-0.00010515-0.0013359i,-0.0019898-0.00059606i,-0.0021462-1.8521e-05i,-0.0013332+0.00018949i,-0.0002775+0.00028073i,0.00010155+0.00010428i,-0.00024565-9.0089e-05i,-0.00091446+0.000229i,-0.00040674+0.00035804i,7.6279e-05+0.00060493i,-0.00059308+6.9086e-05i,-0.00065416+9.7037e-05i,-0.00010118+0.00049369i,-9.794e-05+0.00013537i,-0.00071226+0.0003326i,-0.00091769+0.00060136i,-0.00094852+0.00023325i,-0.0015864-0.00016944i,-0.001944-0.00071462i,-0.0013055-0.00078414i
8.2103e-05+0.00046511i,0.0020853+0.0001282i,0.002646-0.00042751i,0.0019893-0.00038379i,0.0010662-0.00014031i,-0.00044008-0.0002861i,-0.001582-0.00017663i,-0.00082865-0.00079015i,0.00068583-0.0011032i,0.00069559-0.00048761i,0.00018263-0.00045419i,0.00049785-0.00041159i,0.00054061+0.00014696i,-0.00017669+3.7833e-05i,-0.0003349-0.00080601i,-0.00050341-0.0010024i,-0.00071807-0.00055811i,-0.00057623-0.00027883i,-0.00061932+0.00016903i,-0.00082902+0.0002548i,-0.0010707+0.00062743i,-0.00070845+0.0011367i,-8.8134e-05+0.00041654i
0.0013724-0.0012367i,0.00056485-0.0016657i,-0.00029689-0.001856i,-0.0010512-0.001516i,-0.0015115-0.00099591i,-0.00055276-0.00048649i,7.166e-05-0.00035055i,-0.00041846-0.0001423i,-0.0004026+0.001038i,0.00049947+0.0011742i,0.00040154+0.0003538i,0.00017113-7.9237e-05i,-8.9319e-06-0.00019625i,-0.00083952-5.9722e-05i,-0.0012377+0.00018596i,-0.00088674-0.00014372i,-0.00030428-0.00053106i,-0.00061419-0.00040129i,-0.00043498+0.00059996i,-0.00022895+0.0007648i,-0.00071813+5.7773e-05i,-0.00080588+0.00047435i,-0.00036284+0.00046116i
0.0018388-0.001035i,0.0035519-0.0014108i,0.0048488-0.00091014i,0.0037287-0.00141i,0.0015561-0.0015606i,-7.5075e-05-0.0010686i,-0.00044963-0.00046755i,-0.00031093-8.1831e-06i,-6.865e-05+0.00016966i,-0.0001299+0.00025098i,-0.00059595+0.00095207i,-0.00071961+0.0015301i,-0.00072753+0.00032298i,-0.00075298-0.000498i,-0.00049564+4.451e-05i,0.00073671-0.00061273i,0.001444-0.00098475i,0.00038483-0.00031559i,-0.00022303-0.0001779i,-0.00027299+0.00042193i,-7.3036e-05+0.00069134i,-7.6527e-05-7.7481e-05i,3.7137e-05-0.0007088i
0.0017364-0.0031203i,0.0017452-0.0033561i,0.00090419-0.0030684i,0.00032106-0.0019299i,0.00019917-0.0010138i,0.0009089-0.00072347i,0.00089963-0.00032776i,0.00044303+6.7755e-05i,-0.00035081+0.00053875i,-0.00085743+0.00076252i,-0.00042867+0.00056995i,-0.0001909+0.00069958i,-8.0804e-05+0.00099297i,0.00022887+0.00059614i,0.00033283+0.00081882i,-2.5713e-05+0.00053151i,-4.0547e-05-0.00038259i,0.00011986-0.00053523i,0.00033684-0.00076005i,0.00081713-0.0002499i,0.0011032+0.0004215i,0.0007482+0.00029467i,3.7051e-05+0.00049086i
