-0.0033688+0.0006394i,-0.0023932-0.00049523i,-0.0029293+5.283e-05i,-0.0017771+0.00049862i,-0.00072364+0.00096347i,-0.0011498+0.0011683i,-0.00075571+0.00081114i,0.00049783+0.00081963i,0.00073338+0.00038996i,9.4744e-05-9.8135e-05i,-0.00018637+6.8576e-05i,4.0984e-05-0.00033i,0.00036668-0.00079258i,-0.00037351-0.00085533i,-0.0011758-0.0011214i,-0.0010616-0.0011075i,-0.0011505+3.6701e-05i,-0.0013095+0.00092292i,-0.0010428+0.00091012i,-0.00073361+0.00077789i,-0.00015829+0.00041848i,0.00051783+0.00023748i,0.00034044+0.00010703i
0.00094728+0.00095829i,0.0012507+0.00059015i,0.00063441+0.00085236i,-0.00011839+0.00071801i,0.00021804-5.642e-05i,-1.0338e-05-0.00081797i,-6.2996e-06-0.00046662i,0.00044634+0.00039225i,8.5203e-05+0.0006194i,-0.00022012-0.00030604i,-0.00046156-0.00047551i,-0.0010349-0.00028744i,-0.0010253-0.00077272i,-0.00044335-0.00080904i,-0.00044799-0.00069113i,-0.00063152-0.00021536i,-0.00042118+0.00023871i,9.8863e-05+0.00058097i,0.00059225+0.00075155i,0.0010188+0.0011336i,0.00075129+0.0011415i,0.00035051+0.0004399i,0.0010388+0.00029057i
-0.0022214-0.00088314i,-0.0020212-0.00041248i,-0.0021128+8.367e-05i,-0.0013881+0.0012846i,0.00014379+0.0011894i,0.00074438+1.3499e-05i,-0.0001087-2.0688e-06i,-0.00051408+0.00045161i,-0.00029622-0.0001852i,-0.00053295-0.00088539i,-0.00068412-0.00043539i,-0.00065364-0.00034847i,-0.00015524-0.00060451i,0.00034772-0.00022822i,0.00053419-0.00011052i,0.0006315-0.00035596i,-0.00022924-0.00031224i,-0.0012517-0.00061219i,-0.001122-0.00073022i,-0.00012227-0.00088974i,0.00062796-0.00079875i,0.00060859-0.00019395i,0.00015291+0.00027973i
0.0018456+0.00046883i,0.0026213+0.00054337i,0.0018168-0.0005446i,0.0015168-0.0015569i,0.0011377-0.0020285i,0.00048917-0.0021103i,0.00028657-0.0011476i,-9.8221e-05+4.695e-05i,-0.00080105+0.00066244i,-0.0018713+0.00017693i,-0.0018815-0.00065865i,-0.00097559+0.0001295i,-0.00070609+0.00067851i,-0.00094668+0.00020336i,-0.00079867-0.00026227i,-0.0009483-0.0010919i,-0.00016634-0.00029112i,0.00067245+0.00056107i,0.00059579-0.00014142i,-0.00016421-0.00026576i,-0.00071414-8.5901e-05i,-0.000461-0.00052794i,-0.00021847-0.00030998i
-0.00041631+0.0010479i,6.5759e-05+0.00021441i,0.00093355-0.00039369i,0.00092797-0.00035128i,0.00036718-0.00077839i,0.00051597-0.0013582i,0.00058105-0.00080355i,3.3829e-05-0.00016898i,-0.00051819-9.0469e-05i,-0.0011723-2.5429e-05i,-0.00076655+0.00011546i,-0.00029102+0.00082518i,-0.00040729+0.0013589i,-0.00030159+0.00041982i,0.00014924+0.00020358i,0.00020975+0.00047912i,-0.00055047-0.00010282i,-0.00058355-0.00011494i,0.00058967+0.00049218i,0.0011054-7.9931e-05i,0.00082821-0.00049808i,0.0004299+0.00053862i,-0.00032816+0.00095728i
-0.0006277+0.0027699i,-0.00025846+0.0021428i,-0.00012443+0.0017835i,0.0002846+0.0018448i,0.00058778+0.00071357i,0.0011426-0.00072325i,0.0005285-0.00050902i,-0.0011422-0.00054456i,-0.0013843-0.001652i,-0.0008134-0.0017502i,-0.0011725+1.9399e-05i,-0.0013806+0.0006269i,-0.00055273+0.00014628i,-8.9662e-05+0.00056623i,-0.0003809+0.00073784i,-0.00030306-4.2084e-05i,0.0004579-0.0001144i,0.00077414+0.00020435i,0.00042408+0.00015073i,-8.1499e-06+0.00063672i,3.0781e-05+0.00032097i,0.00053815-0.00068698i,0.00052931-0.00094819i
-0.0031405+0.0015543i,-0.0043098-0.00024888i,-0.0033492+0.0010301i,-0.00056095+0.0024508i,0.0019059+0.0011187i,0.0021561-0.0006256i,0.00063964-0.00080103i,-0.00013594-0.0001779i,-2.807e-05-0.00018346i,-0.00011425-0.00029592i,-0.00030579+4.3472e-05i,-0.00037749-0.00037251i,0.00047117-0.0011738i,0.00095531-0.0011162i,0.00043424-0.00075147i,7.1787e-05-4.0982e-05i,-8.0337e-05+7.5032e-05i,9.223e-05-0.00043486i,0.00012851-0.00011257i,0.00048753-5.7316e-06i,0.0011935-0.00036717i,0.0012939-0.00072346i,0.00065456-0.00097837i
0.0024552-0.00059694i,0.0026752-0.00078382i,0.0036966-0.001036i,0.0031123-0.0010495i,0.0011415-0.0012517i,-0.00025623-0.0013043i,-0.0012049-0.00082159i,-0.000996-0.00034857i,-0.00027837-0.00037582i,-0.00086118-0.00092898i,-0.0018263-0.00054578i,-0.0017006+0.00059572i,-0.0011085+0.00064161i,-0.00096339+8.0216e-06i,-0.00058795+0.00033566i,0.00026201+0.00014164i,0.00018844+1.6254e-05i,-0.00041738+0.00035026i,-7.978e-05+0.00075108i,0.00015649+0.00084272i,-0.00019982+0.00035504i,-0.00039501+0.0003166i,-0.00015958+0.00095763i
-0.00055848-0.0013902i,-0.00099166-0.0021722i,-0.0018741-0.0029765i,-0.0019165-0.0017467i,-0.0012353-0.00080374i,-0.00038176-0.0010612i,0.00072161-0.0011823i,0.00099264-0.0011084i,0.0006377-0.0011888i,-0.00056862-0.00084121i,-0.0016916+3.7705e-05i,-0.0014695+0.00039101i,-0.00044932+0.00055935i,0.00019728+0.00053017i,0.0002082-0.00010285i,0.00058215+0.00010307i,0.00060779+0.00076021i,-9.1882e-06+0.00046957i,-0.00081807+0.00029755i,-0.00099894+0.00054607i,-0.00029148+0.00034218i,0.00038663-0.00060929i,0.0003042-0.00046801i
-0.002078-0.0006048i,-0.0012372-0.00020366i,0.0011559-0.00023309i,0.00079943+5.7123e-05i,-0.00030362-0.00052899i,-1.3127e-05-0.0016398i,-8.4866e-05-0.00088437i,-0.00063246+0.00035105i,-0.00070558+5.3192e-05i,-0.00068888-0.00083446i,-0.00054012-0.00098509i,0.00015989-0.00084481i,0.0008412-0.00054329i,0.00055138-0.00028927i,0.00015401-0.00089448i,0.00017122-0.00079645i,0.0002247-0.00045074i,0.00044635-0.00016869i,-6.2546e-05+0.00036539i,-0.00065132+0.00073907i,-0.00060441+0.00060874i,-0.00053406+0.00035404i,-0.00078266+4.6421e-05i
0.0010234-0.0015901i,-0.00022811-0.0021371i,-0.0013373-0.0017676i,-0.00098044-0.0012588i,-0.0003577-0.00094233i,-0.00023703-0.00071184i,5.6659e-05-0.00011446i,0.00033538-6.1571e-05i,0.00018738-0.0013039i,0.00014085-0.002091i,-0.00052709-0.0016141i,-0.0013107-0.00089357i,-0.0011112+0.00022397i,-0.00056237+0.0010586i,-8.0157e-05+0.00053602i,-0.00063453+0.00023914i,-0.00066842+0.00085612i,0.00030658+0.001458i,0.00057737+0.00106i,0.0010383+0.00026732i,0.0011828+0.00016804i,0.00069004+5.2888e-05i,0.00026691-4.7091e-06i
-0.00010399+0.0001645i,0.00031065-0.00059344i,0.0013598-0.0012174i,0.00091163-0.0013722i,-0.00019591-0.00096956i,-0.00011911-0.001009i,3.4098e-05-0.0015172i,-0.00027312-0.0014367i,-0.00056489-0.00061399i,-0.00010416-0.00054475i,0.00019848-0.00026329i,-3.8827e-05+0.00021418i,-0.00035037-0.00058064i,-0.00080892-0.0011323i,-0.0010345-0.00066129i,-0.00067485+0.00019101i,-0.00039679+0.0005257i,-0.00055074+0.0006325i,-0.00016242+0.0010383i,6.9229e-06+0.0009753i,-0.00010479+0.00029217i,-0.00033951-0.00035724i,-7.5044e-05-0.00096998i
-0.0014431+0.0015573i,-0.00095117+0.00060975i,-6.5546e-05+0.00096189i,0.00025274+0.0014236i,0.00052655+0.00063697i,0.00074304-0.0006499i,0.00089317-0.0013578i,0.00065279-0.00034521i,-0.00040599+0.00027854i,-0.00045562-0.00020992i,-6.3737e-05-0.00043695i,-0.00038519-0.0001374i,1.9332e-05-9.0439e-05i,0.001171-0.00018041i,0.0010683+0.00048807i,-0.00022906+0.00084148i,-0.00069741+0.00075719i,2.1854e-05+0.0012141i,0.00021716+0.00086568i,0.00049168-0.00037148i,0.00090425-0.0004683i,0.00075367-0.00027654i,0.00022787-9.4064e-05i
-0.00010001-0.00033469i,-0.00018972-4.0775e-05i,-0.00094215+0.0013674i,-0.00076968+0.0011734i,0.00020525-0.00027198i,0.00031747-0.0010772i,0.00016106-0.0013012i,0.00034903-0.00067904i,-0.00035982-0.00078109i,-0.000421-0.001025i,0.00033423+0.00020073i,0.0006396+0.00081645i,-0.00052488+0.00030867i,-0.0014095-0.00012117i,-0.00066269-0.00042319i,-0.00021171-0.00073197i,-0.00041079+3.5365e-05i,-0.00042312+0.00077807i,0.00014429+0.00066295i,0.00049242+0.00099593i,8.2495e-05+0.0011652i,5.8338e-05+0.00094804i,0.00034072+0.00077543i
0.0016827+0.0010041i,0.00070528+0.0006214i,0.00083906-0.00018589i,0.0016672-0.0008797i,0.0016606-0.0012132i,0.0010434-0.00037298i,2.8392e-05-0.00016261i,-0.00074645-3.0536e-05i,-0.00057399-0.00014951i,0.00020532-0.001292i,-0.00022593-0.0011508i,-0.00087455-0.00013926i,0.00012857+0.000143i,0.00078414+7.9184e-06i,0.00026348-8.9327e-05i,-8.1514e-05+0.00013532i,0.00027116-0.00014779i,0.00038253+8.0998e-05i,0.00041496+0.00044888i,-0.00014284+0.00028879i,-0.00026568+0.0007994i,0.00024135+0.00019226i,0.00051326-0.00073023i
-0.0022283+0.00075869i,-0.0026098+0.00038847i,-0.0029546+0.001159i,-0.0016151+0.0010857i,0.00045571-0.00074077i,0.001906-0.0017558i,0.0021099-0.0011851i,0.0013781-0.00082158i,0.00057922-0.0013965i,9.6036e-05-0.0012314i,-0.00033927-0.0008211i,-0.00044494-0.00066603i,0.00038361-0.00083708i,0.00088184-0.00058308i,0.0003694-0.00049384i,-0.00020084-0.00071644i,-0.0001665-0.00038866i,8.9977e-05+8.2493e-06i,0.00011375+8.9993e-05i,0.00052543+0.00019321i,0.00072383+0.00079222i,0.00064558+0.00076989i,0.00022399+0.00019427i
0.0022705+0.00018216i,0.0023502+0.0004026i,0.0021816-0.0012438i,0.0015101-0.0019333i,0.00048349-0.0011108i,0.00064229-0.00049697i,0.00083891+0.00091328i,0.00037175+0.00079313i,0.00016826-0.00048942i,-0.00046018-0.00095119i,-0.00050771-0.00084289i,9.2463e-05-0.00013607i,-2.9948e-05+9.7435e-05i,-0.00072864-0.00023437i,-0.0003477+6.5624e-05i,0.00056135+0.00032923i,0.00020178-4.0693e-05i,-0.00039141-0.00041736i,-1.1945e-05-0.00020039i,0.00031469+0.00015349i,0.00072514+0.00034557i,0.00059626-0.0001886i,6.9525e-05-0.00082139i
-0.0016016-0.00023549i,-0.0017684+0.0014033i,-0.00074892+0.0017095i,-0.00039445+0.0016381i,-0.00025266+0.00089397i,0.00067565-0.00033552i,0.00041473-0.00077156i,-0.00038366-0.00054347i,-0.00054682-0.0011806i,-0.0013382-0.0014478i,-0.0017379-0.00060198i,-0.00086577-0.00021603i,0.00029855+0.0003047i,0.00085548+0.00058088i,0.0012997+0.00061187i,0.00072767+0.00028809i,0.00015495-0.00035201i,0.00015482-0.00022293i,0.00084848+0.00068459i,0.0011564+0.00078586i,0.00079055+0.00018423i,0.00032749+0.00035726i,9.8861e-05+0.00055004i
0.00055601-0.00058708i,-0.0010342-0.0010804i,-0.0010776-0.00061048i,-0.00036169+0.00026879i,-0.00035633+0.00039343i,-0.00043604-0.00011902i,-0.00057742-0.00033225i,-0.00078778-0.00055241i,-0.00037867-0.00015702i,-0.00028586-0.00037551i,-0.0012131-0.00087091i,-0.0012598-8.8557e-05i,-0.00055697+0.00014515i,-0.00034184-0.0005264i,-0.00033474-0.0012234i,-0.00016732-0.0011836i,0.00020457-0.0010322i,0.00037053-0.00049728i,0.00017155+0.00068484i,-0.00012325+0.00049298i,-0.00017394-0.00013117i,2.9053e-05+0.00021979i,0.00044935+0.00098549i
0.0013022+0.00078198i,-0.000151+0.00082614i,-0.00050438+0.00039165i,0.00035015-0.00070286i,0.00098775-0.00090713i,0.00079582-0.00057956i,0.00010091-0.00024108i,-0.00029295-2.69e-05i,-0.00081491-0.00056104i,-0.00092023-0.0016422i,-0.0010222-0.0010578i,-0.00056735+0.00017348i,-0.00023638-3.141e-05i,1.3083e-05-0.0005035i,0.00037482-0.00034871i,-0.00030757+0.00018302i,-0.00053701+0.00078591i,-0.00011246+0.0005316i,0.00070751+3.875e-05i,0.0012781+0.00035134i,-1.7462e-05+0.00087013i,-0.00048845+0.00039331i,0.00024905+0.0002296i
-0.00017546-0.0025302i,-0.0006336-0.0028997i,-0.00075597-0.002456i,-0.00089163-0.0010419i,-0.00041355-0.00029114i,-0.000368-6.9287e-05i,-0.00096196-0.00018887i,-0.0012806+0.00016658i,-0.0011723+7.6922e-05i,-0.0014635-0.00028596i,-0.0013368-0.00021046i,-0.00063986-0.00047779i,-0.00039258-0.00080732i,-2.4341e-05-0.0013157i,-0.00016433-0.000989i,7.235e-05+0.00011683i,0.00047633+0.00092806i,0.00036328+0.00098495i,0.00029043+0.0011563i,-0.00054237+0.00058741i,-0.0011618-0.00027566i,-0.00016896-0.0004529i,0.00051699-0.00047027i
0.0015469-0.00073652i,3.5061e-06-0.00043305i,0.00063516-0.00084629i,-6.6831e-05-0.0010415i,-0.00082584-0.00039967i,-0.00011265-8.4395e-06i,0.001036-0.0001702i,0.00092312-0.00044182i,-0.00044571-0.00051742i,-0.00099493-0.00055622i,-0.00088951-0.00025793i,-0.00037307+0.00089725i,-0.00035563+0.00089754i,-0.00083044+0.0002585i,-0.00072739+0.00025471i,6.4906e-05-0.00017i,0.00026529-0.00025545i,-0.00060357+0.00035356i,-0.00068138+0.0011622i,-0.00021957+0.00064336i,-0.0004164+5.9585e-05i,-0.000201+0.00070282i,0.00025931+0.0011097i
0.0012303+0.00048824i,0.0010619+0.0010083i,0.0017457+0.00031488i,0.00057421-0.00065222i,-0.00070166-0.00042185i,-0.00044689-0.0007185i,-0.00031165-0.00088795i,0.00023787-0.00089841i,0.00044341-0.0012634i,-0.00082102-0.0011678i,-0.00098279-0.00059525i,3.0745e-05+4.6193e-05i,-3.9806e-05+0.00060934i,-0.00047521+0.00034874i,-0.00083708-8.396e-05i,-0.00064625-0.00015936i,-7.2877e-05-0.00041761i,0.00026116-0.00034948i,-0.00012466-0.00046319i,-0.00038568-0.00040324i,0.00011857-0.00041387i,-0.00032992-0.00019935i,-0.00044617-7.337e-05i
-0.0014509-0.0020286i,-0.0034715-0.0022639i,-0.00072985-0.0022375i,0.0015847-0.0015264i,0.0012766-0.00096396i,0.00098918-0.0012424i,0.00088606-0.0007413i,0.00039049+9.0942e-05i,-2.7033e-05+0.00050578i,-0.00037539-0.00017814i,-0.00075117-0.00069503i,-0.0010638-0.00032146i,-3.1065e-05+0.00013052i,0.00064175+0.00087i,-0.00013063+0.0012705i,0.00015043+0.00084609i,-0.00039432-0.00014507i,-0.00079175+4.1886e-05i,-0.00024071+0.00090524i,-0.00010196+0.00022883i,-7.9855e-05-0.00053065i,0.00019038-0.00055539i,0.0003636-0.00040552i
0.00087039+0.00060493i,0.0013803+0.0008958i,0.00029143-0.00020509i,0.00014959-0.00040009i,0.00015818-0.00023669i,0.00041157-0.0008552i,0.00023605-0.00070304i,0.00041703-5.3392e-05i,0.00096352+0.00021523i,0.00043521-0.00024962i,-0.0001924-0.00033326i,-0.00033469-0.00016098i,-0.00095666-0.0001497i,-0.0010771+6.1118e-05i,-0.00047331+0.00031818i,-0.00016729+0.00017301i,0.00019445+0.00078481i,5.7093e-05+0.00085925i,0.00020142+0.00046788i,0.00027957+2.2738e-05i,0.00014166-0.00016816i,0.00030562+0.00028941i,0.00056132+0.00076562i
0.0011735-0.00088333i,0.001507-0.00090116i,0.00081573-0.00063896i,-0.00051172-0.0015699i,-0.00058672-0.0021315i,1.2187e-05-0.0013018i,-0.00018844-0.00071055i,-0.00036191-0.00041581i,-0.00034894-0.00052602i,-0.00067779-0.00081409i,-0.0017304-0.00061815i,-0.0017052+0.00020003i,-0.0010369+0.00062405i,-0.00055043+4.3436e-05i,0.0002846-0.00014006i,0.0006794-0.0003112i,0.00061733-0.0013296i,-7.2995e-05-0.00094654i,0.00011366+5.662e-05i,0.0010901-8.6799e-05i,0.00090546-0.00055993i,0.00019784-4.9314e-05i,-0.00029991+0.00067924i
4.9799e-05+0.0012824i,0.0015397+0.0020159i,0.0029439+0.002651i,0.002972+0.001218i,0.0018212-0.0011531i,0.00096413-0.0022809i,-7.6561e-05-0.00089325i,-0.0013+0.00063811i,-0.0011676+0.0003412i,-0.0010147-0.00090507i,-0.0010602-0.0014717i,-0.0010743-0.0014459i,-0.00075091-0.0014054i,-0.0003709-0.0011415i,-0.00043028-8.6069e-05i,-0.00057266+0.00042872i,-0.00066385+9.8693e-05i,-0.00053737+0.00030507i,-0.00022133+0.00022899i,0.00019213-0.00047171i,0.00010875-0.00049286i,6.7107e-07-0.00053252i,-0.00031485-0.00075484i
0.0027537-0.0014761i,0.0020288+1.5053e-05i,0.00052029-0.00068483i,0.00033544-0.0020188i,0.00060795-0.0016994i,0.00039203-0.0015585i,0.00078596-0.0012453i,0.0012502-0.00037176i,0.00060651-0.00060202i,-0.00029922-0.0008218i,-0.0010894+7.1897e-05i,-0.0015156-2.5544e-05i,-0.0010845-0.00064538i,-0.00072658-0.00058243i,-0.00056617-0.00019779i,-0.00031295-0.0003578i,-2.5218e-05-0.00054223i,-0.00038624-0.00053491i,-0.00021401-8.7179e-05i,0.00056217+0.00047657i,0.00056312+0.00068387i,-8.3263e-05+0.00057516i,-0.00053433+8.3382e-05i
-0.00022761+0.0019943i,5.6781e-05+0.0016499i,0.00059097+0.0017237i,0.00057276+0.0007983i,0.00076433-0.0002921i,-0.00020909-0.00082807i,-0.00065526-0.0011368i,0.00048479-0.00082694i,0.00036539-0.0013168i,-0.0001343-0.0017242i,0.00031908-0.00088913i,0.00073766-0.00037041i,0.00035955-0.00035454i,-0.00073971+0.00045768i,-0.0014056+0.001835i,-0.00096153+0.0016782i,-0.00021363+0.00080768i,-0.00024622+0.00067216i,-0.00020559+0.00095558i,-4.4962e-05+0.00047846i,0.00034384+0.00065147i,0.00022395+0.00060436i,3.0653e-05+0.00035851i
-0.00075576-0.0012862i,-0.0018754-0.00072609i,-0.0027185-0.0010717i,-0.0019697-0.0015051i,-0.0012485-0.0013677i,-0.00093076-0.0011097i,-0.00061802-0.00059723i,-0.00030659-0.00022183i,0.00050291-0.00083628i,-0.00017487-0.0012353i,-0.00093435-0.00056473i,-0.00078907+0.00040758i,-0.00055913+0.00036252i,-3.821e-05-0.0003241i,-0.00032478-0.00040534i,-6.1057e-05+8.4084e-05i,5.1975e-06+0.00069867i,-0.00013164+0.00070078i,-9.8595e-05+4.6908e-06i,-2.9163e-05+0.00011883i,-0.00015727+0.00044874i,-0.00016107+0.0007312i,0.0002853+0.0012237i
-0.00023742-0.00040178i,0.00060824+2.6147e-05i,0.00077317-8.5154e-05i,0.0010655+0.00055122i,0.00098392+0.00022136i,0.00091553-0.001182i,0.00039471-0.00072784i,-7.5569e-05-0.00054884i,-4.1255e-05-0.0011584i,-0.00031576-0.00042269i,-0.00023156+0.00037425i,8.1029e-05+0.00060906i,-9.407e-05+0.0005338i,-0.00024334-0.00046873i,-0.00016776-0.00083416i,-0.00024023-0.00055486i,-0.00015628-0.0002715i,-4.0339e-05+0.00060356i,0.00016768+0.0012179i,0.00033747+0.00089375i,0.00038041-0.00015167i,0.0007149-5.1671e-05i,0.00027964+0.00070389i
-0.0008132-0.00062353i,-0.00015277-0.0006919i,-0.00022482-0.001368i,-0.00074694-0.0017449i,-0.00030323-0.00075218i,-0.0002506+0.00033841i,-0.0004662+0.00024749i,-0.00019563+0.00075132i,0.00028476+0.00075185i,-0.00029798-0.0003821i,-0.0018159-0.0010509i,-0.0012586-0.00068653i,7.4377e-05-0.00055185i,0.00010904-0.00070386i,0.0003959+0.00011215i,5.7649e-05+0.00070764i,0.00013196+0.00032378i,0.0002773-0.00032492i,0.00058503-0.00066793i,5.9739e-07-5.2571e-05i,-0.00092507+0.000444i,-0.000523+0.00047219i,-0.00024086+0.00071775i
-0.0012729-0.0017008i,-0.00085931-0.0014999i,-0.0012611+0.00025017i,-0.00085739+0.0006782i,0.0011132-0.00021847i,0.0016503-0.00059571i,0.00068069-0.00010812i,0.00070378+0.00026734i,0.00073863-0.00021892i,-2.7151e-05-0.00025216i,-0.00026791+1.2374e-05i,-0.00032683-0.00042389i,-0.00039955-0.00069955i,6.6501e-05-0.00024508i,0.00016005-8.4291e-05i,-0.00055229-0.00014682i,-0.00096718-0.00027108i,-0.00083886+0.00053121i,-0.00036177+0.00045882i,-0.00030308+0.00020469i,-0.00015023+0.00015078i,0.00061227-7.1136e-05i,0.00086201-0.00056679i
0.0028197+0.00082193i,0.0019247+0.0010612i,0.0006096+0.00036907i,0.00023601-0.0012291i,0.00040931-0.0026462i,0.00017475-0.0025536i,0.000294-0.0011741i,4.4728e-05-0.00038285i,-0.00046494-0.00097027i,-0.00079519-0.0016439i,-0.0010454-0.00093804i,-0.0012923-0.00012593i,-0.0012316-0.00043418i,-0.00093686-0.00078924i,-0.00076115+0.00040426i,-0.00078217+0.00096772i,-0.00048291+0.00026434i,-7.1602e-05-6.1045e-05i,0.00048544-0.00012294i,0.00075679-0.00027035i,0.00038124+0.00015846i,-0.00029954+0.00016373i,-0.0006915-0.0005602i
-0.0011036-0.00090087i,-0.00059783-0.001264i,-0.0014045+0.00026944i,-0.0012231+0.0012972i,0.00047154+0.00035738i,0.0013045-0.0011218i,0.00065488-0.0010616i,-0.0005386-0.00041156i,-0.00057697-0.00059344i,-0.0001929-0.0009194i,-0.00068196-0.00042612i,-0.00078051-3.6875e-05i,-0.00026056+0.00028894i,-0.00018341+0.00044178i,-5.4121e-05+0.00010299i,-0.0005012-0.00053737i,-0.00044226-0.00030551i,-6.7594e-05-0.00012668i,0.00058388-5.6416e-05i,-0.00010174-6.8255e-05i,-0.00044008-0.00066115i,0.00047368-1.8339e-05i,0.00048991+0.00036726i
0.00039423+0.00054021i,0.0012699+0.0010164i,0.0026849+0.00073698i,0.002345+0.00062382i,0.0013724+8.2231e-05i,0.002196-0.00031716i,0.0013111-2.4838e-05i,-0.00034736-1.1814e-05i,-0.0005041-0.00047987i,-0.00071985-0.00042593i,-0.00056626-0.0002394i,-0.0001368-0.0004886i,-0.00092007-0.00077746i,-0.0010432-0.0013301i,-0.00021859-0.0005641i,-0.00072977-0.00023089i,-0.0013194-0.00056863i,-0.001037-0.00038333i,-0.00051573-0.00060402i,0.00070631-0.00078909i,0.0015833+0.00014498i,0.0007309+0.00051354i,0.00012823+9.3321e-05i
-0.00015448+0.0018882i,-0.00069724+0.0019349i,-0.0015356+0.0020135i,-0.00083926+0.0015886i,0.00071819-7.8861e-05i,0.00027221-0.00081657i,-0.00063724-0.00059418i,-0.00086743+0.00024871i,-0.00071411+0.00052565i,-0.00032865-0.00063994i,9.3061e-05-0.0011825i,0.00052653-0.00052363i,0.00047229-0.00011194i,-0.00053533-0.0004942i,-0.00026926-0.00035573i,0.00040653-0.00019485i,-0.00016263-0.00027482i,0.0002403-0.0005791i,0.0009385-0.00060326i,0.00075846-0.00061684i,0.00070179-0.00067339i,0.00043148-0.00047189i,0.00043045-0.00047908i
-7.0886e-05-0.0014182i,0.00016178-0.0017519i,-0.00074304-0.0016263i,-0.0011308-0.0018439i,-0.00122-0.0018062i,-0.0013128-0.0020071i,-0.0011739-0.0015827i,-0.00096597-0.0011413i,-0.0012495-0.0013964i,-0.0019188-0.00047651i,-0.0024285+0.0011584i,-0.0022094+0.00086783i,-0.0015888-9.2007e-05i,-0.0012492+0.00042068i,-0.00096833+0.00020337i,-0.00066676-0.00035015i,-0.00076582+6.6539e-05i,-0.00059317+0.00065148i,-5.0275e-05+0.00045622i,0.00019744-0.00025975i,0.00043944-0.00049456i,-0.00019791-0.00055762i,-0.00059918-0.00081553i
0.0012103-0.002549i,0.0010736-0.0028659i,0.00058149-0.0031322i,-0.00013566-0.003036i,-0.00014285-0.0023086i,-0.00027039-0.0011999i,-0.0009358-0.00061986i,-0.0012184-0.0006723i,-0.00051197-0.0010272i,-0.00041833-0.00085922i,-0.0011993-0.00044497i,-0.0012535-0.00047557i,-0.00065192-0.0004905i,-0.00028398+0.00013087i,-2.1822e-05+0.00057042i,0.00060659-0.00010273i,0.00067909-0.0003858i,-0.00050535-0.00035272i,-0.00030208-0.00026767i,0.00077025+0.00090252i,0.00082663+0.0015289i,2.224e-05+0.0014725i,-0.00084303+0.0010345i
0.00075269+0.00081017i,0.00088451+0.00040347i,0.00089661+0.00018109i,-0.00063536+0.00028225i,-0.0012266-0.00028521i,-0.00040325-0.00069976i,-0.001316-0.00038785i,-0.0015796-0.00043148i,-0.00024365-1.8509e-05i,0.00019391-0.00021413i,-0.00036875-0.00024992i,-0.00051303+0.00028446i,-0.00020511+0.00012118i,-1.2738e-05+0.00039474i,0.00026902+0.0007177i,0.00061809+0.0010902i,0.00013837+0.00042336i,-0.00083907-0.0001107i,-0.00047739+0.00036951i,0.00074766+4.5248e-06i,0.0007612+0.00012578i,-7.264e-05-0.00018882i,-3.6862e-06-0.00043259i
0.00061082-0.0023841i,9.0072e-05-0.0025779i,-0.00032008-0.0027251i,-0.00075395-0.0026991i,-0.0011992-0.0016689i,-0.00068183-0.00051299i,-0.00012085+0.00020828i,-0.00034614-0.00027187i,-0.00099408-0.00098247i,-0.0015256-0.00079262i,-0.001538-0.00012318i,-0.00057448+4.0741e-05i,-0.00023427-1.6341e-05i,-0.00085805-3.5444e-05i,-0.00046271+0.00029918i,9.9396e-05+0.00060944i,0.00059044+0.00046163i,0.0013219+0.0006202i,0.0010597+0.00080976i,0.00036631+0.00027293i,0.00032598+0.00052745i,0.00033621+0.0007477i,0.00034169-0.0002228i
0.0011966-0.00047524i,0.00033235+0.00062235i,-0.00065+0.0014669i,-0.00073598+0.00097081i,-0.00027607-0.00052651i,0.00026271-0.0015176i,1.192e-05-0.0015235i,-0.00045337-0.0010525i,4.5349e-05-0.00079059i,0.00092689-0.0012151i,-8.2785e-05-0.0011402i,-0.0013621-0.0001156i,-0.0014888+0.00015837i,-0.00086484-0.00060942i,-0.00013727-0.00057739i,0.00027296-5.2914e-05i,0.000715+6.1639e-05i,0.00075596+0.00017684i,0.00039163+6.8424e-05i,0.00034693+0.00013754i,-0.00038976+0.00018885i,-0.00080659-0.00023336i,-0.00078342-0.00027082i
0.00097203+0.0013405i,0.00029183+0.00056527i,0.00040751-0.00081426i,0.0010573-0.00095563i,0.0013438-0.00091477i,0.0011056-0.0008025i,0.00062997-0.00097717i,1.4495e-05-0.00024497i,6.8426e-05-4.6505e-05i,-0.00036185-0.00034718i,-0.0017896+6.1315e-05i,-0.0017558-0.00030547i,-0.00064587-0.00055924i,8.6814e-05+7.1606e-05i,0.00018689+0.00059124i,1.4184e-05+0.00019858i,-9.5036e-05-0.00029382i,0.00025303-0.00020502i,0.00069298-0.00016939i,0.0004753-0.0001107i,-0.00039083+0.00034352i,-0.00050579+0.00011863i,-0.00022743+0.00017839i
