-0.00036023+0.00099223i,0.00090388-0.00049874i,0.00017373-0.00040376i,-0.0011033+0.00039459i,-0.0022891+0.0015574i,-0.0017905+0.0015777i,-0.0013149+0.00051749i,-0.0006132+0.00043987i,0.00051591+0.00044586i,0.00069611+0.00029902i,0.00029443+7.0596e-05i,0.00031063-0.00043738i,1.7764e-05-0.00029159i,-0.0008513-0.00022681i,-0.0012007-0.0001962i,-0.00081872+0.00049505i,-0.00059628+0.00033236i,0.00055309-0.00012861i,0.00080636-0.00021817i,0.00043997-0.00048001i,0.00062676-0.00047408i,0.00047244-0.00042971i,0.00033021-0.0002484i
-0.0011994+0.002512i,-0.0013592+0.0021388i,0.00035089+0.00085729i,0.00073759-0.0009096i,0.00019644-0.0010761i,-0.00063198-0.00083658i,-0.0008206-0.00044848i,0.00026325+0.00015281i,9.1113e-05+0.00054395i,-0.00023379-0.00010878i,0.00058814-0.00081317i,0.00052741-0.00035889i,-0.00049113+0.00015282i,-0.00095412+0.0004359i,-0.00018972+0.00028792i,0.00013393+0.00026535i,0.00049559+0.00064794i,0.00072754+0.0011184i,-0.00015398+0.00098016i,-0.00032214+0.00057061i,0.00025764+0.00062066i,-8.2991e-05+0.00086527i,-0.00064602+0.00073267i
-0.00027781+0.00019767i,0.00055047+0.00054658i,0.00086648+0.0010294i,0.00042938+0.0017346i,5.1875e-05+0.0020388i,0.0009998+0.0016202i,0.0012313+0.00056883i,0.00036089+0.00018842i,-0.00066764-3.8229e-05i,-0.00092396-0.00095473i,-0.00076342-0.00087432i,-0.00089447-0.00014341i,-5.4518e-05-0.00037906i,0.00026922-0.0012651i,-0.00030937-0.0008662i,-0.00030986+0.00018622i,-0.00050198+0.00073164i,-0.00068253+0.00011915i,-0.00010089-0.00063127i,0.00030866-0.0008182i,0.00035116-0.00035577i,0.00079614-0.00021322i,0.00059273-0.00045326i
0.00016686-0.00029232i,-0.00095036+0.0001832i,-0.0011954+0.0006442i,-0.0015522+0.00073839i,-0.002399+0.00068129i,-0.0015005+0.00092468i,-0.00043337+0.0010461i,-0.00095589+0.00090143i,-0.00078571+7.9653e-06i,0.00032194-0.00069572i,-0.00034391-0.00057332i,-0.0013417-0.00072425i,-0.00087169-0.00066401i,-0.00025645+0.00014708i,-0.00073411-4.0353e-05i,-0.0010375-0.00048053i,-0.0006163-9.0093e-05i,-0.00043058+0.00046973i,-0.00040148+0.00047431i,-9.4954e-05+0.00021786i,-0.00026324+0.00027131i,-0.00052051+2.4824e-05i,-0.0002756-5.2129e-05i
-0.00018144+0.0012806i,4.7684e-05+0.00066511i,0.00069582+0.00043349i,0.0015668+0.00077134i,0.001736+0.0013268i,0.00090146+0.00077721i,0.00013205-0.00021582i,-0.00046609+0.00038839i,-0.00041825+0.00092749i,-0.0002483+0.0004776i,-0.00021855+3.0124e-05i,-0.00063176-0.00030595i,-0.00063427+0.00017692i,-0.00098783+0.00098841i,-0.00084467+0.00060711i,-0.00038795+0.00059491i,-0.00074858+0.00073677i,-0.00070466+0.00049639i,-7.2406e-06+0.00028078i,0.00050654-4.1576e-05i,0.00035737+0.00020698i,-0.00018248+2.8004e-06i,-0.00069796+0.00030238i
-4.2545e-05+0.00226i,0.00051067+0.0021188i,0.00020896+0.0012256i,-0.00075142+0.00081784i,-0.00093539+0.00077301i,-0.00026511+0.0010889i,-0.0003775+0.00036724i,-0.00060399-0.00015627i,0.00014451+0.00049327i,0.00012266+0.00071791i,-2.8994e-05+0.00045006i,-0.00010648+0.00058857i,-0.0001379+0.00043431i,0.0005303+0.00048211i,0.0002889+0.00074367i,-0.00039595+0.00044844i,-0.00014859-0.00037452i,0.00070963-0.00085684i,0.00073199-0.00062351i,-0.00036965-0.00030126i,-0.00046396+0.00039129i,-1.4379e-05+0.0009407i,-0.00047762+0.00060653i
-0.0013329+0.00065642i,-0.0013834+0.00062491i,8.9956e-05+0.00028768i,0.0010469+0.00028211i,0.00072409+0.0012577i,0.00030761+0.0012651i,-0.00019944+0.0010384i,-0.00099606+0.001196i,-0.0010821+0.00073105i,-0.00056894-0.00026151i,-0.00063697-0.00052415i,-0.00063007-0.0005677i,-2.6169e-06-0.00036938i,-0.00022849-0.0003454i,-0.00041557-0.00063784i,-0.00060117-0.00037433i,-0.00071252-0.0002253i,-0.00043058+0.00037054i,-0.00050672+0.0006106i,-0.00032557+0.00016683i,-0.00017638-4.3085e-05i,-0.00049925+0.00031789i,-0.00066894+0.00048919i
-0.001108+0.00053835i,-0.0014196+0.00095362i,-0.0011859+0.0017756i,-0.0018109+0.0016731i,-0.0012221+0.0015413i,-0.00011172+0.0022778i,-0.00021452+0.0014749i,-0.00014109+0.0007919i,0.00027243+0.00063378i,0.00028026-0.00018749i,0.0001303-0.0005466i,-4.5525e-05-0.00031392i,-0.00042987-3.569e-05i,-0.00054468-7.1892e-05i,6.6255e-05-6.8618e-05i,0.00094095+0.00023318i,0.0008679+0.00042452i,0.00018917-6.738e-05i,0.00020792-0.00082705i,0.00062872-0.00087362i,0.0014183-0.00032624i,0.0014103+0.00048737i,0.00083269+0.00098204i
0.0012918+0.0004904i,0.00015388+0.00099516i,-0.00047663-0.00017464i,-0.00052042-0.00079427i,-0.00090247-0.00070396i,-0.0012067+0.0001219i,-0.00096021+0.00061181i,-0.00036912+0.00025203i,-0.00013402-0.00027827i,-4.238e-05-0.00087249i,-0.00053686-0.0002805i,-0.00083114+0.00041362i,-0.00044496+9.8856e-05i,-0.0001495-3.4803e-05i,-0.00042428-8.5502e-05i,-0.0008269+0.00014738i,-0.00039001+0.0010109i,0.00018806+0.0012379i,0.00021659+0.00088919i,0.0004212+0.00062011i,0.00097138+0.00010515i,0.0010328-0.00014711i,0.00018003-0.00021137i
0.00093088+0.00091808i,0.0014548+0.00095986i,0.0012214+0.0013479i,0.00018265+0.0011507i,6.9856e-05+0.00012017i,0.00033791-0.00038259i,0.00028701+0.00041083i,-0.00031456+0.00067363i,-0.00068292+0.00041753i,-0.00033132+0.00038137i,0.00027526+0.00017437i,0.00060252+0.00013248i,0.00026373+0.00053752i,0.00025229+0.001086i,0.00035138+0.000758i,0.00029709-5.7301e-05i,0.00020197+0.0001056i,0.00022496+0.00063198i,0.0003915+0.0005211i,0.00076036+0.00041479i,0.00080276+0.00065538i,0.00016789+0.00066191i,-0.00052152-6.6127e-05i
-0.00046509+0.0002632i,-0.0013937+0.0010031i,-0.00093777+0.00034609i,-0.00023329-0.0010162i,-0.00039321-0.00086066i,-0.00033104+2.3398e-05i,-0.00066688-8.8313e-05i,-0.00050244-0.00028742i,-0.00042058+0.00013841i,-0.00022694+0.00029741i,0.00072022+0.00033164i,0.00053767+0.00034279i,0.00020081-0.00011869i,0.00018697-0.00020802i,0.00023286+0.00014603i,-6.9778e-05-3.8491e-05i,-0.00056917-0.00015643i,-0.00057239+0.0002284i,-7.8238e-05+0.00064581i,-0.00015825+0.00020276i,-0.00025569+6.635e-05i,7.9378e-05+0.00010704i,0.00046974-1.9526e-05i
-0.0017616+0.00024576i,-0.00046405-1.4894e-05i,0.000102+0.00044556i,-0.00017994+0.0013998i,-0.0006658+0.0024741i,-0.0003454+0.0014505i,0.00013525-0.0005451i,-5.9117e-05-0.0014717i,-1.7996e-06-0.0016983i,0.00051409-0.00048537i,0.00076936+0.00057584i,0.00049702-4.8836e-05i,-0.0004732-0.00083669i,-0.00099777-0.0012001i,-0.00092355-0.0010303i,-0.00069155-0.00067058i,-0.00011331-0.00038397i,1.1518e-05-0.00046536i,-0.0002227-0.00017224i,3.3119e-05-0.00013041i,0.00075033-0.00036098i,0.00069154-0.00082348i,0.00030638-0.0007816i
-0.00069154+0.0006194i,-0.00060546+0.0007439i,-0.00096263+0.00092999i,-0.0016526+0.00083371i,-0.0014591+0.0010809i,-6.2666e-05+0.0012138i,0.00037631+0.00084128i,0.00051132+0.00028401i,0.0003155-0.00055135i,-0.00020439-0.00067604i,7.3153e-05+0.00047963i,0.00030923+0.0010617i,0.00088672+0.0005005i,0.00086201+0.00031262i,0.00035878-0.0001699i,8.3789e-05-0.00049919i,-0.00028356-0.00030757i,-9.0352e-05-7.0013e-05i,0.0005165-0.00055217i,0.00074499-0.0010695i,0.00035615-0.0010496i,0.00010604-0.0009172i,0.00058304-0.00087561i
-0.0007174+0.00032507i,-0.00033345-0.00013201i,-0.00038074+0.00037321i,-0.00075644+0.0016286i,-0.00058017+0.0018272i,-0.00075655+0.00065965i,-0.0005252+0.00013527i,0.00012599+0.00014945i,0.00091109-0.00020793i,0.00056858+0.00025069i,-0.00059875+0.00090147i,-0.00024812+0.00071778i,1.2375e-05+5.4606e-05i,-0.00017654-0.00013869i,0.00010631-0.00015036i,-0.00011375-0.00039391i,-2.3963e-05-0.00054799i,0.00062338-5.453e-05i,0.0010499-1.0091e-05i,0.00076428+0.00028917i,0.00060881+0.00039009i,0.0002984+0.00017257i,-0.00058121+0.00038984i
-0.00072142-0.00015686i,0.00049263-0.00065472i,-0.00052838-0.00049259i,-0.0024295+0.0010411i,-0.0022362+0.0020421i,-0.00037208+0.001837i,0.00033553+0.0005987i,1.9036e-05-0.00028603i,-0.00064704+6.7355e-05i,-0.00075869+0.00059632i,-0.000425+0.000371i,-0.0004857-0.00020517i,-0.00029193-0.00039199i,-0.00023423+4.0572e-06i,-0.00092611+8.305e-05i,-0.00072981+0.00014786i,-5.7079e-05-0.00033167i,0.00050034-9.5895e-05i,0.00036851-0.00032865i,-6.9549e-05-0.00073344i,0.00024753+9.2905e-05i,0.00064281+0.00075244i,-4.7277e-05+0.0004256i
-0.00022933+0.0013895i,-9.5123e-05+0.0013186i,0.0003477+0.00036655i,0.00045028-0.00023348i,0.00032659-4.6469e-05i,0.00022139+0.00041134i,0.00060825+0.00064969i,0.0013789-0.00039846i,0.0016953-0.0013712i,0.00053864-0.0014004i,-0.00026393-0.00082586i,0.00013814-0.00045973i,0.00048026-2.2697e-05i,-1.5904e-05+0.00063976i,-0.0001315+0.00040005i,-1.2472e-05-0.0004847i,-0.00029797-0.00056825i,-0.00055177-0.00048078i,-0.00056715-0.00042028i,-0.00050371-0.00054956i,-0.00057223-0.0011981i,-0.00051109-0.00097334i,3.2386e-05-0.00040803i
-0.0001224+0.00013144i,-0.00016451+0.00035587i,-0.00016004+0.0013785i,-0.00064992+0.0018495i,-0.00070567+0.0015766i,-0.00083758+0.0017067i,-0.00080621+0.0010844i,-0.00037059+0.00011153i,-0.00024538+1.5239e-07i,-0.00033591-0.0001954i,-0.00045435-0.0006923i,-0.00010709-0.00023975i,0.00052545-0.00019304i,0.0014134-0.00086661i,0.0012516-0.00075475i,-7.5015e-06-0.00041816i,-0.00034611-0.00015332i,1.6689e-05-9.8949e-05i,0.0005647-0.00060996i,0.00063414-0.00045075i,1.5383e-05-0.00078601i,-0.0010219-0.00079716i,-0.0013367-0.00010402i
-1.5648e-05+0.0011145i,0.00066063+0.0012322i,0.00082924-1.5845e-05i,0.00019941+0.00061235i,-0.00038982+0.0018807i,-0.00089784+0.0013577i,-0.00033666+0.00084071i,0.00067521+0.00027738i,0.00040519-0.00067625i,-0.00021874-0.00051445i,-0.00033676-8.6597e-05i,-0.00029295-0.00032921i,-0.00030166-6.7624e-05i,-0.0007367+0.00032248i,-0.00044471+8.0745e-05i,0.00015922+3.6705e-05i,0.00028582-0.00040762i,0.00036558-0.00091481i,0.00027525-0.00060203i,0.00079747-4.1406e-05i,0.00085895+0.00075787i,0.00032107+0.00092438i,0.00017648+0.00038716i
-0.0016105-0.00019215i,-0.0011545+0.000951i,-0.00055891+0.0010593i,-0.00045229+0.001002i,-0.00032839+0.0017593i,0.0004221+0.0013682i,0.00026261-7.9314e-05i,-0.0010043-0.00034263i,-0.00087964-0.00040153i,-0.00054468-0.00059589i,-0.00077512-0.00038996i,0.00044809+0.00011183i,0.00030938+0.00045205i,-0.0010457+4.3749e-05i,-0.00083638-0.0002586i,-0.00038922-0.0003474i,-0.00048459-0.00071853i,-0.00047326-0.0010495i,-0.00016525-0.00072805i,8.173e-05-0.00052477i,0.00029841-0.0010661i,-0.00013886-0.00085449i,-0.00044005-0.00075387i
1.0437e-05+0.0019348i,-0.0009824+0.0015493i,-6.5254e-05+0.00093252i,0.0006704+0.0005192i,-0.00015271+0.00062024i,-0.00091903+0.00077237i,-0.0013018+0.0011681i,-0.0012318+0.0012676i,-0.00048496-0.00022755i,0.0002289-0.0010158i,0.00048466-0.00055781i,-9.219e-05+4.8963e-05i,-0.00027672+0.0010286i,-0.00015833+0.0012771i,-0.00034129+0.00044621i,-0.00019561-0.00015002i,0.00018442-0.0003396i,0.00056397-0.00034315i,0.00054874-0.00013027i,0.00065419+0.00053016i,0.00078681+0.00066445i,0.00088275+0.00033303i,0.00062109+0.00021918i
-0.0013784-0.00052138i,-0.0021473+4.0728e-05i,-0.0014165+0.0012009i,-0.0015369+0.0018146i,-0.0015217+0.0020692i,-0.00096376+0.0026739i,-0.00043755+0.0024128i,-0.00045471+0.001076i,-9.6977e-05+0.00052144i,0.00083025+0.00016917i,0.0011443-0.00034582i,0.00034597-0.00030018i,-0.00025734-0.00058886i,-2.1975e-05-0.001239i,-9.608e-05-0.0010029i,-0.00072087-0.00019818i,-0.00086072+0.00050874i,-0.00051875+0.00088344i,-5.0443e-05+0.00069996i,-5.496e-05+8.8949e-05i,-0.00044969-0.00048932i,-0.00060953-0.00071346i,0.00013488-0.00068579i
-0.0013412+0.0014542i,-0.0001996+0.0015135i,-2.1617e-05+0.00095107i,-0.0011716+0.00039135i,-0.0008116+0.00051774i,0.00034935+3.8153e-05i,-5.0609e-05-0.00058407i,-0.00090119-0.00037151i,-0.001008+0.00039788i,-0.00067251+0.00094723i,-0.00037922+0.00055637i,0.00080628+0.00034064i,0.0012084-0.00037477i,0.00015573-0.0007722i,-8.4131e-05-0.00047119i,0.00055944+2.1903e-05i,0.00047343-0.00024219i,-0.00049207-4.1149e-05i,-0.00056277+0.00070661i,-8.4723e-05+0.0001916i,0.00021219-0.00028029i,0.00026801-0.00011537i,0.0002235+9.1733e-05i
4.3937e-05+0.002976i,0.00015054+0.0020004i,0.00036829+0.0006949i,0.00024987+0.00060813i,-0.00073842+0.00094926i,-0.0015445+0.0012356i,-0.0015755+0.00077804i,-0.00087495-2.0913e-05i,-0.00031818-8.4494e-06i,-0.0003679+0.00013766i,-0.00060219+0.00013455i,-0.00055803+4.0606e-06i,0.00049817+0.00034306i,0.00086455+0.00039736i,-0.0002446-0.00016635i,-0.00098829-0.00013946i,-0.0013674+2.6269e-05i,-0.0012184-7.1737e-05i,-0.00077353+3.891e-05i,-0.00031525-0.00019471i,-0.0001303-0.00051852i,7.6228e-06-0.00025076i,-8.8671e-05-0.00016069i
-0.00083223+6.7012e-05i,0.00021492+0.0013764i,-8.2381e-05+0.0019232i,-0.00059628+0.001167i,-0.0006139+0.0011957i,-0.00029156+0.0010486i,-4.9796e-05+0.00085128i,0.00024175+0.00080013i,-0.00022207+0.00015799i,-0.00024263+0.00021446i,0.00065471-0.00024529i,0.00054506-0.00030737i,-0.00011268-0.00047896i,0.00041518-0.00074232i,0.00086476-0.00028942i,0.00041943-0.00040085i,-0.00094044-0.00019448i,-0.0015707-5.7366e-05i,-0.00074346-0.00041207i,7.8115e-05-0.00047137i,0.00028337-6.2817e-05i,0.00051528-0.00025403i,0.001136-0.00032414i
-0.00021212-0.0024254i,0.00032018-0.00074894i,0.00060929-0.0012234i,0.00084742-0.00085092i,0.00015256+0.0010176i,-0.00044125+0.0019231i,-0.00039881+0.00033131i,-0.00054324-0.00074389i,-0.00064929-0.0013179i,0.00021186-0.0016994i,-8.0342e-05-0.00081434i,-0.00089778+0.00014748i,-0.00039896+0.00031361i,0.00020483+8.9434e-05i,-8.1813e-05-0.0001211i,0.00051307-0.00021035i,0.000713+0.00027586i,5.522e-05+0.00056368i,-0.00035884+0.00075902i,-0.00031162+0.00046066i,-5.766e-05+6.6295e-05i,0.0002369+0.00069778i,0.00077104+0.00089885i
-0.00042296+0.0012502i,0.00029856+0.0016001i,0.00095202+0.0015336i,0.00049514+0.0012875i,-0.00045525+0.0013835i,-0.00038668+0.00093954i,-0.0003664+3.9841e-05i,-0.00055187+9.8899e-05i,-0.00043314+0.0001946i,-0.00075879-0.00019792i,-0.00087424-7.5268e-06i,-0.00059051+0.00013166i,-0.00031201+0.00028358i,-0.00071783+0.00075215i,-0.0010404+0.00062011i,-0.00022152-0.00017675i,0.00012116-0.00070053i,-0.0010913-0.00056866i,-0.0014702-0.00041255i,-0.00050785-0.00023986i,-0.00043677-0.00030289i,-3.6631e-05-0.00083133i,0.00055185-0.00057434i
0.00091488+0.0012465i,0.00041921+0.0010946i,0.00082895-0.00020161i,0.00127-0.0011116i,0.0010132-0.0011426i,0.00026669-0.00022263i,-0.00059063+0.0003128i,-0.00056396-3.337e-05i,0.00051297-0.00072868i,0.00064413-0.00097596i,0.00012055-0.00038274i,-0.00070918+0.00041872i,-0.00080685+0.00036775i,-0.00036622-0.0004914i,-0.00030781-0.00077218i,-5.9621e-05-0.00012043i,4.1265e-05+0.00071183i,-8.1839e-05+0.00039419i,-0.00020362-1.3133e-05i,-0.00030748+0.00017981i,-0.00053319+1.4911e-05i,-0.00054837-9.2693e-05i,-0.0010819+0.00011777i
-0.0012327-0.00080373i,-0.0011762+0.00010231i,-0.0010964+0.0015251i,-0.0013778+0.0026322i,-0.00046068+0.0027896i,0.0012098+0.0020643i,0.00073832+0.00068474i,0.00012159-0.00017354i,0.00038484-0.00034965i,0.00014479-0.00049306i,-0.00014061-0.00041874i,-0.00028147-0.00028729i,-7.7346e-05-0.00054761i,0.00046645-0.00078628i,0.00019041-0.0004488i,-0.00019441+0.0002852i,-8.4725e-05+0.0011212i,0.00010007+0.0010266i,0.00044062+0.00017977i,0.0004437-3.3674e-05i,-1.1663e-06-0.00040801i,-3.7401e-05-3.8263e-05i,-0.00046181+0.00090556i
0.00061353+0.0012726i,6.2668e-05+0.00087602i,0.00011572-0.00025352i,-0.00014514-0.00082227i,-0.00090357-0.00018458i,-0.00093582+0.0011766i,-0.00035579+0.00153i,-0.00019022+0.0017766i,3.6076e-05+0.0011056i,-0.00015223-0.00080233i,-0.001038-0.0010683i,-0.0016244-0.00035517i,-0.0010572-0.00040267i,0.00010395-0.00030272i,-0.00019082-0.00033168i,-0.00096522-0.00070038i,-0.00080083-0.0013852i,0.00014423-0.0013749i,0.00046081-0.00052913i,-0.00012114-0.00012274i,-0.0008843-1.0087e-05i,-0.00098626-0.00015124i,-0.00070259-0.00059273i
-0.0020956+0.00059509i,-0.0013734+0.00038974i,-0.00041107+0.00033821i,0.00039631+0.00073611i,0.0013172+0.0018243i,0.0010011+0.0011275i,-0.00032004-0.00055555i,-0.0010821-0.00052892i,-0.00049335-9.1808e-05i,0.00029897-1.1191e-05i,1.8649e-05+0.00010437i,-0.00047001-0.00021563i,-0.00057778-0.00080124i,-0.00028362-0.00055142i,2.5013e-05-0.00051657i,6.5238e-05-0.00094724i,-0.00074661-0.0010559i,-0.0011509-0.0009536i,-0.00079319-0.0010518i,-2.4208e-05-0.00097876i,0.00079119-0.00035066i,0.00082561-0.00014764i,0.0013815-0.00030147i
-0.00057619+0.00022936i,-0.0007955+0.0010966i,-0.00045207+0.0012243i,-0.00041792+0.001068i,-0.00045574+0.00051618i,-0.00012879+0.0002995i,-0.00068179+0.00049215i,-0.00078714+0.00089364i,-0.00067367+0.00053273i,-0.0006541-0.00041014i,-5.972e-05-0.00090807i,0.0008693-0.00050539i,0.0002875+6.0237e-05i,-0.00098799-0.00018446i,-0.0006065+8.6609e-05i,-0.00027138+0.00080391i,-0.0012698+0.00089269i,-0.0013622+0.00027362i,-0.00050301-0.00076295i,7.7038e-05-0.0013713i,0.00021941-0.00060078i,-0.00023796+0.00049023i,-0.00030588+0.00062586i
-0.00057257-0.0010069i,-0.00065842+0.00075945i,-0.00072791+0.001818i,-0.00048497+0.0017026i,-0.00058312+0.0017287i,-0.00041446+0.0011701i,-0.00038646+0.00024886i,-0.0005762-0.00035815i,-0.0005763-0.000507i,7.8298e-05+1.0877e-05i,0.00022223+0.00071448i,-0.00049296+0.00047444i,-0.00059191+0.0005007i,-0.00054148+0.00093665i,-0.00054964+0.00069436i,-0.00016999+0.00047579i,-0.00033635+0.0001297i,-0.00081782-0.00030628i,-0.00038247-0.00074413i,0.00045754-0.00061742i,-5.76e-05-0.00020993i,-0.00047116+0.00056327i,-0.00040035+0.00067619i
0.0014914-0.00022215i,0.00012058+0.00030331i,0.00014663+0.00068595i,0.00017721+0.00039029i,-0.00069324+0.00016299i,-0.0012596+0.00069973i,-0.0011383+0.0014342i,-0.0010696+0.0010375i,-0.00077261+0.00044617i,-0.00055405+0.00026808i,-0.00036987+0.00022958i,8.4444e-07+6.267e-05i,0.00015516-0.00053517i,0.00021904-0.00032865i,0.00015266+9.78e-05i,-0.00010047-4.8511e-05i,0.00021227-0.00038695i,0.00027076+0.00036148i,9.2473e-05+0.0010942i,-0.00012418+0.00013427i,-0.00028034-0.0010186i,-0.00073352-0.0011687i,-0.00042024-0.0011798i
4.351e-05+0.0010381i,0.00063374+0.00069583i,0.00049728+0.0014171i,5.4811e-05+0.002204i,-0.0002779+0.0014084i,-0.00048808+5.1625e-05i,-0.0001742-0.00017014i,-0.00028962+0.0001321i,-0.00064451-1.9151e-06i,-0.00012266-0.00054838i,0.00032305-0.0008214i,0.00020294-0.0010119i,-0.00024633-0.00049114i,-0.0010535+0.00064662i,-0.0012254+0.00044806i,-0.0013197+0.00014679i,-0.00099838+0.00056202i,-0.00033784+0.0011031i,-6.2903e-05+0.00081567i,-0.00013157-0.0003697i,-0.00034906-0.00026312i,-0.00034371+0.00089351i,0.00023417+0.0010522i
0.0012006+0.0017479i,0.00018368+0.002443i,-0.0011039+0.0017292i,-0.0016014+0.0013879i,-0.0015537+0.001469i,-0.001276+0.0013303i,-0.00059299+0.0013166i,-0.00069378+0.0011142i,-0.0011276+0.00041474i,-0.00090811-0.00050371i,-0.00028723-0.0007289i,-0.00064461-0.00055533i,-0.00059742-0.0012633i,-0.00018999-0.001408i,-0.00023201-0.00016i,-4.6841e-05+0.00060793i,-0.00026859+0.0013471i,-0.00053594+0.0012643i,0.00049166+0.00067417i,0.0011275+0.00073808i,0.00070673+0.0011344i,0.00082254+0.00088308i,0.0010776+0.00076019i
-0.0018737+0.0014976i,-0.0015515+0.00069785i,1.4635e-05-0.00029164i,0.00051139-0.00064545i,0.00063075+0.00045048i,-0.00044123+0.0016263i,-0.00088417+0.0014545i,-0.00048249+0.00041285i,-0.00038461-0.00011885i,0.00044743-7.5477e-05i,0.0007356-0.0003879i,1.8329e-05-0.00012949i,-0.00070665+0.00049046i,-0.0007734+0.00049881i,-0.00025695-0.00022193i,-0.00041302-0.0008334i,-0.00096002-0.00061945i,-0.001338-0.00022272i,-0.0015073-0.00023839i,-0.0013733+0.00040268i,-0.00077666+0.0012733i,-7.3217e-05+0.0010276i,0.00025687+0.00016486i
-0.00061203-7.449e-05i,-6.5017e-05+0.0002726i,0.00096797+0.00041892i,0.00031397+0.0011585i,-0.00091801+0.0013204i,-0.0012735+0.0014776i,-0.00098293+0.00084976i,-0.00059767-0.00021147i,-0.00063516-0.00042516i,-0.00036896-2.2931e-05i,-6.6873e-05-0.00018039i,0.00023745-0.00018683i,0.00057285+4.8504e-05i,0.00031811-0.00021266i,0.00040992+0.00010255i,0.00060745-1.3025e-05i,4.9714e-05-0.00025137i,-0.00033393+0.00062103i,0.00062618+0.00011563i,0.00042654-5.215e-05i,-0.00059908+0.00035321i,-0.00040125-0.0003406i,7.6488e-05-0.00044939i
-0.0005293+0.00032711i,0.00039743+2.0854e-05i,0.0011632+0.00075173i,0.00065758+0.0011881i,-0.0004661+0.0012313i,-0.00078813+0.0003783i,-0.00018155-0.0002011i,-0.0006768-0.00071862i,-0.00043163-0.00078217i,-0.00045065-0.00012349i,-0.00093367-0.00023918i,-0.00048967-7.507e-05i,-0.00020716+3.6983e-05i,-0.00021323-0.0010121i,-0.00044542-0.0009177i,-0.0013014-0.00096293i,-0.001598-0.0012526i,-0.0011016-0.00081507i,-0.00045494-0.00059711i,0.00018552-0.00022911i,0.0010878+0.00045556i,0.0012206+0.0010625i,-9.5177e-05+0.00038341i
-0.00012226+0.0014913i,-0.00047955+0.0008399i,-0.00011493-0.00051523i,8.5988e-07-0.00059449i,-0.0012272+0.00014578i,-0.0015302-0.00015714i,-0.00035274+7.8229e-05i,-0.00041576+0.00078791i,-0.00057825+0.0011647i,-1.17e-05+0.00060093i,8.3014e-05+0.00017072i,4.4838e-05+0.00037146i,0.00012672+0.00038168i,-5.3606e-05+0.00063896i,-0.00023944+0.00024328i,-0.00019997-0.00020943i,-0.00020198+3.0154e-05i,-0.00059753+0.00030984i,-0.0013499-0.00024282i,-0.000973-0.0011859i,-0.00015973-0.00084737i,-8.6044e-05+0.00023507i,0.00017601-0.00045658i
0.00024146+0.00032737i,0.00018211+0.0003615i,-0.00032085+7.7878e-05i,-0.00033607+0.0011657i,-0.00057744+0.0018501i,-0.00064859+0.001703i,-0.00050354+0.0010623i,-0.00026239+0.00013743i,0.00020119-0.00087154i,0.00025208-0.001618i,0.00061582-0.0010501i,0.00055562-0.00020022i,-3.7099e-05-0.00050878i,0.00012541-0.00070592i,0.00031818-0.0006088i,1.3618e-05-0.00043408i,0.00010982+0.00010099i,6.7711e-05-0.00025676i,-1.104e-05-0.0012131i,-0.00022992-0.00078749i,3.9067e-05+0.00029637i,0.00072727+0.00028042i,0.00095074-0.00021157i
-0.00061477+0.0014778i,-0.00066863+0.0018597i,-0.0006291+0.0020676i,-0.00070448+0.0018453i,-0.00060382+0.0016501i,-0.00032039+0.0015873i,7.5795e-05+0.0012591i,3.4477e-05+0.00017226i,-2.5197e-05-0.0005252i,-0.00011345-6.9717e-05i,-0.00064592-7.4818e-05i,-0.0007682-0.00051404i,-0.00052211-0.00029886i,-0.00048275+0.00017708i,-0.00053983+0.00035468i,-0.00067684+0.00023019i,-0.00046106+0.00053919i,-0.00067353-2.7075e-05i,-0.00058869-0.00096589i,-7.3612e-05-0.00093273i,0.00043879-0.00034174i,0.00029806+0.00039857i,-1.3629e-05+0.00076313i
-0.0013773-0.0011657i,-0.0010193-0.0012316i,-0.00085847-0.00093114i,-0.0012799-0.00010134i,-0.0014031+0.00068265i,-0.0010522+0.0016617i,-0.00029907+0.001376i,0.00030777+0.00027525i,0.00052024+0.00039903i,0.00012676+0.00030406i,-0.00079207-9.3479e-05i,-0.00086037-0.00035692i,-0.00046521-0.00015068i,0.00011+0.00084772i,-0.00019811+0.0011055i,-0.00091138-0.00012794i,-0.00070771-0.00091794i,0.00051635-0.00022744i,0.00046988+0.00029139i,0.00077276-0.0002742i,0.0013087-0.00087233i,0.00036051-0.00023528i,-0.00040268-8.7041e-05i
0.00039312+0.00027826i,0.00032553+0.00042289i,9.2304e-05+0.00088512i,0.00025029+0.0022941i,0.00015213+0.0027887i,0.00010682+0.0013118i,0.0001893+5.9649e-05i,8.6179e-05-0.00050893i,7.2279e-05-0.0012812i,2.8303e-06-0.0011654i,0.00036075-0.0007055i,0.00049264-0.00031468i,0.00020127-2.0085e-05i,-0.00047012-0.00035848i,-0.0012516-0.00081361i,-0.0010172-0.00035683i,-0.00019153-8.5803e-05i,0.00033947-0.00030601i,0.00058265-0.00060339i,-3.4735e-05-0.00064785i,-0.00061646+8.054e-05i,-0.00024879+0.00036826i,4.4587e-05+0.00010393i
