-0.0019468-0.0006434i,-0.0020329-0.00062604i,-0.0022107+0.00038458i,-0.001278+0.0023288i,-0.00034304+0.0025549i,-0.00079155+0.0016756i,-0.0010272+0.00069737i,1.9761e-05+0.0014005i,0.0008931+0.0023305i,0.00074648+0.0020646i,0.0001536+0.0014592i,-0.00060018+0.00066611i,-0.00071571+0.00017839i,-0.00041303-7.1661e-05i,0.00067532-0.00015646i,0.000369-0.00028244i,-0.00034099-0.00047413i,-7.9838e-05-0.00055341i,-8.6034e-05-0.00029047i,0.00010103-0.00017257i,0.00034186-0.00077299i,0.00021132-0.00075607i,0.00032128-0.00087485i
0.0012331+0.00085299i,0.0012266+0.00034201i,0.0013455-0.001095i,0.0011355-0.0011832i,0.00099055-0.00066471i,0.00078504-0.00081722i,0.00061496-0.00067935i,0.0007616-3.9855e-05i,-0.00049812+0.00016348i,-0.0011456-7.7206e-06i,0.00030522+0.00030924i,0.0008027+0.00037762i,9.8565e-06+0.00011947i,-0.0007245+0.0004797i,-0.00069998+1.0316e-05i,-0.00010305-0.00080808i,-0.00046546-0.00062862i,-0.00064383+9.0672e-05i,-0.00054355+0.00054602i,-0.00061873+0.00033643i,-0.00023186+0.00055909i,-0.00048097+0.0014389i,-0.0010267+0.0011195i
0.00012394-0.0018372i,0.00011353-0.00092478i,-0.00091005-0.0012041i,-6.805e-05-0.00093861i,0.00082158-0.00035031i,4.1997e-06-0.00049951i,-0.00030572-0.00092234i,-0.00045094-0.0010801i,-0.00050683-0.00060211i,-0.0008412+0.00016006i,-0.00077058+0.001254i,-0.00073289+0.0018773i,-0.0011485+0.0019429i,-0.00085793+0.0015085i,-0.00045208+0.00062324i,-0.00054886+0.0003201i,-0.00066485+0.00039398i,-0.00055077-3.3703e-05i,-6.3775e-05-0.00038813i,0.00042754-0.0004221i,-0.00018178-0.00056266i,-0.00064289-0.00059206i,-0.00039115-0.00064086i
-0.0016152-0.00012671i,-0.00010014-3.9984e-05i,0.00066057+0.0014157i,0.00074631+0.0029875i,0.00011823+0.0010626i,-4.7047e-05-0.00049067i,0.0004742-2.1096e-05i,0.00051318-0.00034586i,-0.0004487-0.0003768i,-0.0014734+0.00051327i,-0.0016034+0.0011174i,-0.0011294+0.0015419i,-0.0010717+0.0012193i,-0.00057752+0.00013445i,0.00049014+1.6158e-05i,-0.00028469+2.3317e-05i,-0.0012944-0.00043721i,-0.00037188-0.00061926i,0.00067635-0.00044592i,0.00074219-5.0024e-05i,0.0004689+0.00013502i,-7.1016e-06-0.00017843i,0.00040384-0.00021896i
0.00032486+0.0007115i,-0.00047168-0.00095044i,0.00028526-0.0010011i,0.0010926-0.00054772i,0.00032328-0.00012423i,-0.000865-0.00023768i,-0.00071212-0.00080362i,2.7351e-05-0.0011251i,-0.00012164-0.00087011i,-0.00037994+1.0425e-05i,-0.0002537+0.0010216i,-0.00030209+0.001171i,-0.00091688+0.00071871i,-0.00084634+0.00041709i,-0.0002271-9.4241e-05i,3.4206e-05-0.00011219i,-0.00018486+7.6785e-05i,-0.00031107+0.00082519i,-0.00035346+0.0013708i,-0.00017633+0.0011338i,3.0227e-05+0.00046209i,0.00060423+5.8855e-05i,0.00099113-0.00048922i
0.0023886-0.0012574i,0.0026291-0.00090634i,0.0034976-0.0010316i,0.0031296-0.0016907i,0.001522-0.00080517i,0.00036237+6.5991e-05i,0.00045213+0.00010287i,-0.00024965-7.0746e-05i,-0.00021752-3.8321e-05i,0.00072402+0.00023032i,0.00021415+0.00044409i,-4.4169e-05+9.0405e-05i,0.00016924+0.00014176i,-0.0002136-0.00014104i,-0.00049939-0.0003002i,-0.00059791+0.00025747i,-0.00016509+0.00092132i,0.00062261+0.00058639i,0.00070126+0.00025802i,0.00053847+0.00085394i,8.1505e-05+0.00088888i,-0.00054722+0.00039175i,-0.00024421-0.00028661i
0.00050099-0.00076597i,-0.00028185-0.00091703i,-0.00072879-0.0015281i,-0.0009014-0.0013062i,1.8707e-05-0.00027958i,6.7821e-05-0.00029284i,0.00047554-0.0010041i,0.00062545-0.0015i,-0.00031659-0.00085154i,8.7343e-05+0.00053352i,0.00085537+0.00049057i,0.00091553-0.00014505i,0.00022605-0.00024134i,-0.00076566+0.00010942i,-0.0013822+0.00014985i,-0.00085466-0.00024728i,-9.5604e-05+0.00027376i,0.00043783+0.0009358i,0.00079235+0.00075933i,0.0005124+0.00035471i,0.00022796-0.00017319i,0.00071929+0.00012659i,0.00094358-0.0003223i
0.00034279+0.002669i,0.00082134+0.0027259i,0.0021203+0.0024178i,0.0025025+0.0013138i,0.0021018+0.00049114i,0.0015327-0.00019049i,0.0012542-0.0010638i,0.00035897-0.0010362i,0.00031132-0.00046652i,0.00035948+0.0010748i,-2.8682e-05+0.0012865i,3.4512e-06+0.0010848i,0.00032811+0.00080485i,0.0010131+0.00030536i,0.00050604-0.00027434i,-0.00045484-0.00088595i,-0.00025364-0.00018632i,-0.0002123+0.00082349i,-0.00063223+0.00041416i,-1.6009e-06-6.1702e-05i,0.00020146-0.0005043i,0.00015674-0.00093283i,0.00034867-0.00077064i
-0.00092392+0.0014767i,4.1977e-05+0.0013761i,0.0017148+0.001531i,0.0022813+0.00093908i,0.00044075-0.0007011i,-0.00026159-0.00085507i,0.00051091-0.00090191i,0.00069801-0.0005933i,0.00059246+3.0945e-05i,0.00044052+1.616e-05i,9.6948e-05+0.00015988i,-0.00089249+0.00045415i,-0.0013575+0.001167i,-0.00047245+0.0013849i,-9.4064e-05+0.0011528i,-0.00047736+0.00090794i,-0.00043944+0.00082916i,8.4263e-05+0.00071589i,0.00017771+0.00044243i,7.1066e-05+9.6533e-05i,0.00039572+0.00045423i,0.00089835+0.00073788i,0.0003913+9.4341e-05i
-0.00012988+0.0008528i,-0.00073973+0.00059272i,-0.00019336+0.0024194i,0.00035015+0.0024632i,0.00076221+0.00094986i,0.00079323-0.00037085i,0.00047842-0.0010637i,0.00048241-0.00074263i,-0.00018852-0.00054881i,-0.0007822-0.00048396i,-0.00036577+7.3363e-05i,-0.00022233+0.00058109i,-0.00032274+0.00086218i,0.00069506+0.00084648i,0.0002459+0.00084608i,-0.00076065+0.00068309i,-0.00030616+0.00020623i,0.00026229-9.743e-05i,3.7839e-05+0.000149i,-0.00043295+0.00025662i,-0.00063904-0.00036248i,-0.00049958-0.00038746i,0.00015763-0.00016723i
-0.00061685+0.00012246i,1.3107e-05-6.9497e-05i,0.00016067-0.00059648i,-6.7152e-05-0.00031532i,0.0001315-0.00020392i,0.00047909-0.00031999i,0.00010644-0.00024274i,-0.00060027-0.00047366i,-0.00086916-0.00029855i,-0.00032515+0.00024988i,-0.00027668+0.00083483i,-0.00018414+0.00069966i,3.8381e-05+0.00011093i,0.00033406+0.00030461i,0.000775+0.00042064i,0.00037296+0.00036307i,-0.00078529+8.0455e-05i,-0.00073546-0.00036709i,0.00010815-8.7349e-06i,0.00034676+0.00018756i,0.00044582-0.0004917i,0.0003106-0.00075464i,0.00043559-0.00085731i
-0.0010975+0.0015863i,-0.0007167+0.0018087i,1.1778e-05+0.001844i,-0.0001375+0.00065457i,0.00075534+0.00030252i,0.00020039+0.0004526i,-0.0011471+0.00020176i,-0.0013584-0.00036217i,-0.00099509-0.0007277i,-0.00084447+0.00015664i,-0.00021181+0.001124i,0.0010026+0.00074051i,0.00093384+0.000131i,0.00029324-0.00023393i,7.9275e-05-0.00040703i,-0.00013925-0.00062322i,0.00016217-2.4239e-06i,0.00035015+0.00054035i,0.00060269-1.0097e-05i,0.00063824-0.0006136i,0.0001308-0.0012711i,0.00046104-0.00091991i,8.3007e-05-0.00057365i
-0.0013943+0.00075079i,-0.00048793-0.0001283i,0.00058785+0.0002505i,0.0010794+0.0013375i,0.0012055+0.00035823i,0.0012564-0.00062101i,3.8606e-05+5.9698e-05i,-0.0013965-4.7383e-05i,-0.00065104-0.00048722i,0.00035997+0.00063264i,0.00056393+0.0017892i,0.00073883+0.00139i,0.00088843+0.00081489i,0.00030014+0.0010843i,-0.00014523+0.00048988i,0.00055607-0.00091589i,0.00044807-0.0013499i,0.00015002-0.00078867i,0.00067246-0.00099975i,0.00032921-0.00076303i,-0.00019102+0.00020018i,-0.00021839-0.00014864i,8.3872e-05-0.00079961i
0.00021364+0.00097365i,0.00054675+0.0012257i,0.00027076+0.0011286i,0.00026259+0.0004679i,-0.00049185-3.4383e-05i,-0.00076192-0.00026967i,-0.00022035-0.00025338i,-1.3741e-05-0.00010001i,0.00044764+2.9599e-05i,0.00037987+0.0001819i,-0.00011962+0.00065209i,-0.00069733+0.0011699i,-0.00068686+0.00098545i,-5.9288e-05+0.00097445i,0.00084967+0.00086739i,0.00067834+0.00055282i,-0.0004893+0.00082917i,-0.00080353+0.0011323i,-0.001065+0.00073688i,-0.0010066-1.1104e-05i,9.026e-05+3.3603e-05i,0.00024269+0.00097377i,0.00038826+0.0012011i
-0.0018474-0.0012582i,-0.0022379-6.0372e-05i,-0.0019048+0.00038725i,-0.00073801+0.00087854i,-0.00028441+0.001872i,-0.0002564+0.0016201i,0.00014528+0.00028806i,0.00024297-0.00026302i,-2.287e-05+8.2887e-06i,-0.00062125+0.00025481i,-0.0017651+2.3576e-06i,-0.0018919+0.0002756i,-0.0015963+0.0006475i,-0.001835+0.00014171i,-0.0017343-0.00017829i,-0.0011622-0.00034062i,4.7552e-05-8.7152e-05i,0.00073391+2.5403e-05i,0.00033211-0.00066029i,0.00012871-0.00049556i,0.00031263+0.00036387i,0.00032551+0.00052959i,0.0001369+0.00033857i
-0.0021254+0.00022645i,-0.0017536+0.0012568i,-0.0013032+0.00086793i,-0.0002478+0.00076303i,0.00037062+0.0011788i,0.00075658+0.00040427i,0.00081972-0.00088221i,0.00057984-0.0019083i,0.00010805-0.0015487i,-0.00067105+0.0006295i,-0.00071521+0.0020355i,-0.00067673+0.0020029i,-0.00057548+0.001549i,-9.7106e-05+0.00040052i,-0.00018468-6.6206e-05i,0.00032177+0.00053425i,0.00043396+0.00073699i,3.3877e-05+0.00020846i,-0.00017335-0.00036078i,-0.00051532+0.00042495i,-0.00064808+0.00032874i,-9.7173e-05-0.00049666i,-0.00015195+0.00039368i
0.00075147+0.00031667i,0.0013511+0.00021111i,0.0018076-0.0004981i,0.0013803-0.00062803i,9.5627e-05-0.00042902i,-0.00090216-0.00066085i,-0.00047691-0.00070389i,-0.00060917-0.0013197i,-0.001214-0.0013682i,-0.0015682-0.00018312i,-0.00075442+0.00093352i,-0.00020706+0.0010794i,-0.00023071+0.00054585i,-0.00042834-0.00024501i,-0.0005086-0.00027819i,-7.2237e-05+0.0001198i,-5.1656e-05+0.00064705i,-0.00052575+0.0014423i,-5.2194e-06+0.00094746i,0.00068574-0.00015067i,0.00035643-0.00019268i,-0.00037302-2.8077e-05i,-0.00053466+8.1687e-05i
0.0016968+0.00097861i,0.0019503-6.6177e-05i,0.001522-0.00032095i,0.0014169-0.00063411i,0.0017178-0.0021702i,-3.2406e-05-0.0034141i,-0.0033077-0.002737i,-0.0057247-0.0016341i,-0.0061618+0.00043065i,-0.0055057+0.0035897i,-0.0040068+0.0048792i,-0.0013185+0.0044511i,0.00012567+0.0039297i,0.0008168+0.0027513i,0.0015402+0.00097844i,0.0008448-0.00012333i,-0.00036797+2.3883e-05i,-0.0007933+0.00020735i,-0.00031146+0.00013288i,-3.6634e-05-6.0894e-05i,-6.1046e-06-0.00012429i,0.00054282-8.987e-05i,0.00040914-0.000675i
0.0017841+0.00056069i,0.0015644+4.6168e-05i,0.0022837+0.00048435i,0.001992+0.00078009i,-0.00023954+0.00066911i,-0.00050682+0.0010854i,0.00044835+0.00097463i,0.0012835+0.00026811i,0.002381-0.00017201i,0.0024464-0.00076574i,0.0015335-0.0015278i,0.00032641-0.0022312i,-0.0010466-0.0018076i,-0.0014866-0.00080537i,-0.001306-0.00019453i,-0.00063576-0.00015091i,0.00020693-0.00033098i,-0.00015507+4.6325e-05i,-0.00078776+0.00059028i,-0.0013845+0.00059329i,-0.00069888+1.4744e-05i,0.00087269-0.00059399i,0.001572+0.00032867i
-0.0006288-0.00012391i,-0.001971+0.00099021i,-0.00081596+0.0012489i,0.00040139+0.00095274i,-0.00052291+0.00031802i,-0.00033458+0.00028086i,0.00027638+0.00018893i,0.00059186-0.00018498i,0.0008782-0.00018443i,0.00098115+0.00017331i,0.00036083+0.00061975i,-0.00021572+0.0010103i,-0.00046831+0.0013072i,-0.00030482+0.00084722i,0.0003704+0.00016856i,0.00035128-0.00031638i,-0.0004886-0.00061466i,-0.00038988-0.00047344i,-6.7987e-06+0.00014068i,-0.00013538+0.00039536i,-0.00028004-0.00036699i,0.00021551-0.00035856i,0.0013851-0.00017538i
-0.0010131-0.0012878i,-0.001126-0.00094703i,-0.0012074-0.00073676i,-0.0005249-0.00017197i,-0.00046918+0.00080935i,-0.00020498+0.00035212i,-0.00027091-0.00080831i,-0.00025068-0.00064967i,0.00025761-5.8637e-05i,0.0003297-0.00013086i,-0.00018491-0.00054446i,-0.00078277-0.00049515i,-0.00038701+8.8781e-05i,0.00028785+0.00064081i,0.00035976+0.00053465i,-0.00027899+0.00047314i,-0.00065387+0.00012006i,-0.00038562-0.0002881i,-0.0004631+0.00044004i,-0.00038326+0.00072044i,-0.00012666+0.00052531i,0.00035373+0.00017163i,0.00069651-0.00033556i
-0.00092205+0.0010513i,0.0002484+0.0015334i,0.00066895+0.00095789i,0.00067004+0.00063026i,0.0012223+0.00035803i,0.0010573-0.00031509i,0.00046963-0.00017956i,-0.0001133-2.8904e-05i,-0.00027959-0.00043711i,0.00069324-0.00027637i,0.0007263+0.0010799i,-0.00028352+0.001625i,-0.00074638+0.00090554i,-0.00033939-8.6868e-05i,0.00060053-0.00065189i,0.00099667-0.00046843i,0.00070896-4.6938e-05i,7.9411e-05+0.00046497i,-0.00056393+0.00039401i,-0.00073805+0.00012094i,-0.0003-0.00029827i,0.00022778-0.00047937i,-1.4329e-05+0.00013433i
0.0010617+0.00034015i,-0.00015421-0.0003642i,-0.00038056-0.00075446i,0.00031771-5.6551e-05i,0.00055605-0.00038609i,0.00054314-7.2346e-05i,0.00081393-0.00058264i,0.0011641-0.0013916i,0.00063718-0.00049661i,-0.0010586+0.0003996i,-0.0018979+0.00082636i,-0.0016028+0.00043758i,-0.00077337+0.0003455i,0.0002232+0.00096691i,0.0002907+0.0010787i,-0.0003305+0.00051225i,-0.00093418-0.0006842i,-0.0010125-0.00078485i,-0.00014728-0.00039734i,0.00060812-0.0004678i,0.00076381-0.00061362i,0.00035273-0.00056468i,-0.00021008+0.00029035i
0.0024714+0.00082699i,0.0019108+0.00036459i,0.0026834+0.0011499i,0.0027622+0.00087698i,0.0010891+0.00017599i,-0.00029184-0.00052282i,-0.00024587-0.00091706i,0.00059274-0.00030982i,0.00099535+0.00016771i,0.0005984+0.00063172i,-0.00013011+0.0011966i,-0.00043671+0.00092413i,-0.00033969+5.546e-05i,-0.00040951-0.0004851i,-0.00057116-0.00043825i,0.00029775-0.00025674i,0.00079447+4.9618e-05i,0.0006108-0.00011519i,0.00042674-0.00010831i,3.3594e-05-0.00013138i,-0.00025317+0.00050429i,-0.00047019+0.0011282i,-0.00038169+0.00067979i
-0.0022802+0.0008828i,-0.00052455+0.00099136i,0.00056333+0.0018407i,0.00080834+0.0015228i,0.0010477+0.0022046i,0.0015317+0.0019764i,0.0015249+0.00053066i,0.00051332-0.00042946i,-0.00022722-0.00046593i,0.00029701+0.00010406i,0.0006116+0.00058426i,0.00032582+0.00086314i,3.5727e-05+0.00052119i,-0.00033019-0.00012531i,-0.00064422-0.00018413i,-0.00033684+7.6706e-05i,0.00023129+0.00020934i,-8.2444e-05-0.00013275i,-0.00037631-0.0008281i,-0.00010392-0.00089984i,0.00016144-0.00025946i,-0.00026011-0.00076522i,-0.00010694-0.0015208i
-0.00056923+0.0021494i,0.00028175+0.0020109i,0.0014809+0.0018814i,0.0017402+0.0010051i,0.0012442+0.00043409i,0.0011253+0.00043983i,0.00067344+7.6321e-05i,0.00014899-0.00016051i,0.00028239-5.7745e-05i,0.00098917+6.3504e-05i,0.0011619+0.00018341i,0.00079205+0.00013894i,-9.098e-05-5.7264e-05i,-0.0005268-0.00032213i,0.00013949+9.0827e-05i,0.00042774+0.00042217i,-0.00015961+0.00060799i,-0.00036992+0.00087268i,8.0652e-05+0.00074526i,5.7848e-05+0.00058283i,-1.1272e-05+0.00065663i,0.00080875+0.00046821i,0.0010576+9.6595e-05i
3.3352e-05+0.00073799i,0.00053785+0.00074607i,0.0009193+0.00063059i,0.00039557-0.0001282i,0.00099302-0.0011333i,0.00081218-0.00089771i,7.8248e-05-0.00025619i,5.5939e-05-0.00021774i,0.00046622-0.00037373i,0.00011066+0.00018714i,-0.00058512+0.00039868i,-7.1582e-05+4.7046e-05i,0.00036137+0.00046832i,0.00039786+0.00071214i,-0.00019193+0.00018335i,-0.00069596+0.0003571i,-0.00037387+0.00013534i,8.6827e-05-0.00047308i,0.0002543-0.00052725i,0.00014052+0.00025753i,-0.0001227+5.0415e-05i,0.00054528+0.00037405i,0.00065842+0.00077994i
0.00073601-0.00044938i,0.0004856+0.00042341i,0.00017384+0.00098275i,0.00050612+0.0010923i,0.000324+0.00088968i,-0.00023789-0.0002198i,0.00024899+9.8274e-05i,0.00073684+0.00047601i,0.00056165+0.00025934i,0.00015136+0.00041332i,-1.8138e-05+0.00039322i,-2.9795e-05+0.00081142i,-0.00059066+0.0010744i,-0.0008867+0.00080655i,-0.0013999+0.00040385i,-0.0012695-0.00017353i,-0.00039045-0.00086178i,0.00033674-0.00074096i,0.00012678-0.00017927i,-0.00025853-0.00018725i,0.00093796-0.00010706i,0.0008959-0.00041307i,-0.0004333-0.00053288i
-0.00035893+0.00090269i,-0.00029109+0.00068976i,0.00084473+0.00071256i,0.001011+0.0012525i,0.00047483+0.0012123i,0.000238+9.1819e-05i,0.00057692-0.00082509i,0.0011131-0.0005499i,0.00061668+0.00033371i,-0.00035458+0.00084327i,-0.00056572+0.00055561i,-0.00017374-0.00033629i,-0.00063261-0.00078696i,-0.0010191-0.00048916i,-0.00062127-2.2771e-05i,-0.00059357+5.5521e-05i,-0.001042-3.2011e-05i,-0.0010799-0.00063692i,-0.00074038-0.00046209i,-0.00030529-0.00043253i,-0.00041532-0.00059279i,-0.0012102-0.0001467i,-0.001156+0.00039662i
-0.0011197+0.0022065i,-0.00058619+0.0024533i,0.0011126+0.0011399i,0.0013242+0.00016726i,0.00082175+0.00021936i,0.00051867-0.00039174i,0.0004229-0.00056173i,0.00039308-0.000191i,0.00017111+7.8438e-06i,-4.2067e-05+0.00017628i,-0.00039458+0.00024906i,-0.00086216+0.00050865i,-0.00086015+0.00091297i,-0.0006649+0.00056047i,-0.00039204-0.00053528i,-0.00028217-0.00093152i,-0.00024449+0.00014236i,-0.00012635+0.0013625i,0.00042151+0.0010561i,0.00074365+0.00026601i,0.00032018+2.1398e-05i,-4.266e-05+0.00026077i,-0.00016455+0.00077548i
0.00043941-0.00049248i,0.00032263+9.529e-05i,0.00013851+0.00015058i,0.00010817+0.0011659i,4.9637e-05+0.0018398i,5.0198e-05+0.0014244i,0.00043585+0.00076601i,0.0006408+0.00043885i,0.00073668+0.00010416i,0.0006809+0.00073593i,0.00051509+0.0019306i,9.8389e-05+0.001901i,5.4763e-05+0.0017983i,8.3454e-05+0.0012338i,0.0005711+0.0002943i,0.001108-0.00012549i,0.00074634-0.00021491i,0.00040522-0.00066415i,0.00042327-0.0011584i,0.00038076-0.00090282i,0.00039463-0.00082039i,-8.4539e-05-0.00034169i,-0.00065999+0.00013465i
-0.0012099+3.1501e-05i,-0.00087622-0.0012033i,-0.0012917-0.000467i,-0.0014415+0.00039306i,8.2211e-05-0.00013778i,0.00051527-0.00051459i,0.00046694-0.0001862i,0.00080601+0.00034074i,0.00035099-0.00017974i,0.00013814+0.00020085i,0.00012814+0.00066223i,0.00042498+0.00040364i,0.00028834+0.0005489i,-0.00061859+0.00049826i,-0.0008396+0.00051308i,-0.00062447+0.00040593i,-0.00056225+0.00031574i,-0.0013863+0.0002841i,-0.0012911+0.00024987i,-1.9765e-05+0.00014084i,0.00059059+0.00020809i,0.00038343+0.00034361i,0.00087216+0.00017752i
0.00052199-0.00075564i,-0.00026816-2.1808e-05i,-0.00069679+0.0022521i,-0.00043575+0.0035912i,0.00071242+0.0023324i,0.0011319+0.00096043i,0.00085209+0.00051438i,0.0014985-8.4183e-05i,0.0010956-0.00050883i,0.00058653+0.00014839i,0.00080222+0.0009318i,-8.5193e-05+0.00072311i,-0.0008344+0.00061679i,-0.0011019+0.00052745i,-0.001028+0.00054842i,-0.0005211+0.00026863i,-0.00032774-0.00038746i,-0.00057392-0.00062045i,-0.00044882-0.00032964i,3.9961e-05+0.00078268i,-7.49e-05+0.00104i,-0.00063053+0.00016041i,-0.00092528-0.00016963i
-0.00023931+0.00020964i,-0.00096597+0.00063653i,-0.00038606+4.4513e-05i,0.0011182-0.00036359i,0.0013944-0.00037274i,0.001927-0.00035285i,0.0006934-0.0011055i,-0.00050125-0.0011332i,-0.00017774-0.00026605i,-0.00031997+2.4609e-05i,-0.00077+0.00053839i,-0.00097513+0.0013089i,-0.00040473+0.0017183i,-9.0042e-05+0.0012674i,7.5811e-05+0.00066042i,0.00051653+0.00026954i,0.00091115+1.7131e-05i,0.00028316-0.00028359i,-0.00073694+9.6641e-05i,-0.00055854+0.00089324i,-0.00013597-0.0002423i,0.00031898-0.00061171i,0.00019151+0.00052685i
-0.00088721+0.00089957i,-0.00025985+0.00095608i,-2.7032e-05+0.00073984i,-9.3818e-06+0.0011957i,0.00051289+0.0021255i,0.0015899+0.001385i,0.0010436-8.2132e-05i,-0.00024583-0.00042566i,-0.00053654+9.7659e-05i,-0.0002478+0.00017224i,0.00019737+0.00038365i,0.00066609+0.00065903i,0.00012125+0.00042284i,0.0001462+0.00058172i,-0.00051974+0.00058534i,-0.0013294-0.00015643i,-0.0011226-0.00048402i,-0.00060415-0.00040442i,0.00014817-5.1321e-06i,9.2716e-05-0.00037215i,-0.00023875-1.7221e-05i,-7.4424e-05+0.00032342i,0.00036522-6.5156e-05i
-0.00047699-0.00063393i,0.00017967-0.0011415i,-0.00025036-0.00088302i,0.00010357-0.00089378i,0.00088034-0.0001373i,0.00050596-0.00019914i,0.00020756-0.0012173i,0.00034181-0.0008965i,0.00039145+0.00050501i,0.0001812+0.00097501i,0.00021162+0.001043i,3.8934e-05+0.0011948i,0.00024774+0.0015966i,0.00056896+0.0015383i,0.00073299+0.00073698i,0.00058218-4.6373e-05i,0.00030895-0.00035494i,-0.00031926-0.00020448i,-0.00049148-0.00029877i,-0.00014271-0.00077897i,-0.00030503-0.0011128i,-4.054e-06-0.00027345i,-0.00027313+0.00088978i
0.0016151+0.0011221i,0.0013124+0.00034962i,0.0013677-0.00017282i,0.0010521+0.00030765i,3.491e-05-0.00018662i,-9.4102e-05-0.00060173i,0.00062033-4.6881e-05i,0.000397+0.00028994i,-0.00011041-0.00022814i,0.00010774-0.0011341i,0.0006545-0.00091059i,0.00057538-0.00011891i,1.242e-05+5.913e-05i,-0.0002513+0.00036627i,-0.00013404+0.0001249i,0.00052476-0.00062218i,0.00046664-5.7201e-05i,-0.00027692+0.00020678i,1.6282e-05-0.00024635i,0.00079404+0.00015323i,0.0002203+0.00073023i,-0.00072183+0.00094151i,-0.0012969+0.00074652i
0.0020595-0.00047413i,0.00093885-0.00037842i,0.0010069-0.00050095i,0.001026-0.00074316i,0.00075708-0.00035801i,0.00024304+2.4452e-05i,0.0001218-0.00017773i,0.00035275-0.00039825i,-5.6497e-05-0.00051651i,-0.001147+0.00079411i,-0.0012625+0.0017698i,-0.00048876+0.00090759i,-0.00042897+0.00016495i,-0.00090635+0.0011085i,-0.00095006+0.0015319i,-0.00081159+0.00038781i,-0.00065871-3.4515e-05i,-0.00090134+6.1751e-05i,-0.0012513+0.0002813i,-0.00061482-7.071e-05i,-0.00021359-0.00070236i,0.00057858-0.0010555i,0.0011417-0.0010576i
0.00020235-0.00050443i,-0.00048821-0.00078524i,-0.00097903-0.00057878i,-4.3785e-05-1.6816e-05i,0.0003996-1.242e-05i,0.0011375-7.8034e-07i,0.0014141+0.00065461i,0.0005718+0.00058059i,-0.00011185-0.00010335i,-0.000489-0.00037734i,-0.00081351+0.00037793i,-0.00092078+0.00086606i,-0.00020865+0.00068668i,0.00047817+0.00053299i,8.4757e-06+0.00085046i,-0.00045257+0.00086123i,-0.00032959+0.0010561i,0.00039387+0.00080817i,0.00087278-0.00017891i,0.00026831-0.00087776i,0.00013086-0.00040829i,-0.00010426+0.00045065i,-0.00087325+0.00076063i
0.00036676-0.0013326i,0.00051704-0.00067118i,4.2288e-05-0.0018433i,-0.00029833-0.0031606i,-0.00053196-0.0027521i,0.00034557-0.0011053i,0.00088567-0.00017837i,0.00073131-0.00044397i,0.0010456-0.00026804i,-9.6774e-05+0.0004025i,-0.00095806+0.00068714i,-0.00056272+0.00074955i,-0.0013799+0.00073115i,-0.0017459+0.00066342i,-0.00082684+0.00043254i,-0.0004686+0.00049926i,-0.00015446+0.00029625i,3.1683e-06+0.00038818i,4.1113e-05+0.00067004i,-7.4861e-05+0.00038956i,0.0001056+0.00048225i,0.00049145+0.00093465i,0.00090863+0.00060985i
-0.0010477+6.6104e-07i,-0.0005241-0.00016606i,-0.00084262-8.6676e-05i,-0.0019408-0.00013419i,-0.0018156+0.00014793i,-0.0015714+6.1179e-05i,-0.00065977-0.00022914i,0.0005284-0.0009144i,0.00058613-0.0013227i,0.00013367-0.0012685i,-0.00010097-0.00056094i,-0.00036087+0.00054801i,-0.0004475+0.00091859i,-0.00083001+0.00048808i,-0.0011876+0.00033665i,-0.00068744+0.00055223i,-0.00029432+0.00058066i,-0.0010256-1.0197e-05i,-0.0009958-0.00043644i,-0.00065964+8.986e-05i,-0.0010084+0.00017989i,-0.00097793+8.3543e-05i,-0.0004082+0.0004432i
0.00092378-0.0016588i,-0.00021761-0.0012443i,-0.00060654-0.0018527i,-0.00059271-0.0024169i,-0.00094855-0.0019308i,-0.0011837+2.5195e-05i,-0.00092094+0.0012045i,7.9529e-05+0.00096058i,0.00078661+0.00032055i,-0.00061707+0.0004611i,-0.0017342+0.00029344i,-0.0015315+0.0001273i,-0.0010787-7.0592e-05i,-0.0001083-0.00016547i,-8.1897e-06-0.00023729i,-0.00083089-0.00023323i,-0.0012542+0.0004583i,-0.00096162+0.00097522i,-0.0005781+0.00028518i,-0.00055323-0.00011612i,-0.00024151+0.00066094i,0.0002988+0.00089178i,0.00096192+0.00026954i
-0.0013659+0.0021796i,-0.00047879+0.0014959i,-0.00082579+0.0024091i,2.9123e-05+0.0032709i,0.00074042+0.002848i,0.0010794+0.0010879i,0.0011212-0.00029883i,0.00079613-0.00028977i,-0.00011294+0.00032996i,-0.00035081+0.0011589i,0.00016302+0.0016909i,0.00016441+0.0014885i,-0.00022077+0.0012924i,-0.0001551+0.0021062i,-0.0003485+0.0020869i,-0.00056461+0.001039i,0.00037144+0.00024282i,-0.00012924-0.00037472i,-0.0010547-0.00011603i,-0.0006802+0.00012735i,-0.00065786-0.00058353i,9.8561e-05-0.00084219i,0.00054214-0.00033975i
