-0.00040081+0.00099509i,0.0014222-0.00063336i,0.00039007-0.00077571i,-0.0010725-0.00023971i,-0.0021919+0.00093139i,-0.0016695+0.00099338i,-0.00072783+0.00094735i,0.000105+0.0011265i,0.0011401+0.00051993i,0.0010212+0.00044635i,0.00024509-7.5689e-05i,0.00014599-0.00047947i,0.00075455+0.00021886i,0.00021717+0.0010643i,-0.00023442+0.0015046i,-0.00028845+0.00065126i,0.00075508-0.00065406i,0.0010681-0.0009367i,0.00015957-0.0011125i,0.00018509-0.00077593i,0.00061792-0.00021128i,0.0010093+0.00016159i,0.00047949+0.00021814i
0.001202+0.00027227i,0.00081595-0.00040496i,0.00076295-0.00092901i,0.00031143-0.0017275i,0.00014002-0.0018831i,0.00011617-0.0011144i,0.00050387-0.00059445i,0.00020687-0.00043655i,-0.00075873-0.00084356i,-0.00061245-8.9018e-05i,0.00028472+0.00048809i,0.00022457+1.6342e-05i,-0.00026421-0.00015063i,0.00025356+0.00015521i,0.00059698+0.00074357i,0.00069313+0.00074246i,0.00022028+0.0005335i,-4.0219e-05+0.00058446i,-0.00018024+0.00017909i,-0.00034647-0.00032605i,-0.00012081-0.00055185i,0.00014647+0.00011148i,0.00044078+0.00032766i
0.0022175+0.0008177i,0.0016065+0.001873i,0.0016396+0.0017883i,0.0019957+0.00031961i,0.002042-0.00082894i,0.0011258-0.0011587i,-0.00010074-0.00081153i,-0.00043846-0.0001014i,-0.00017238+0.00026869i,0.0003603+0.00013851i,0.00071138-0.00013918i,0.00048611-0.00026676i,9.1204e-05-0.00051121i,-0.00028233-0.00020069i,-0.00066705+0.00022228i,9.7211e-05+0.00027607i,0.00056833+0.00026506i,2.8791e-05-0.00011013i,-0.00017864-0.00010732i,-0.00029862+3.4778e-05i,0.00038908+0.00029752i,0.00082787+0.00090799i,0.0004413+0.00089502i
0.0016614-0.00063382i,0.0013432+0.00029794i,0.00041933+0.00022861i,-0.00080801-0.00045423i,-0.0016364-0.00030776i,-0.00094894+1.804e-05i,6.3491e-05+2.1029e-05i,0.00038393-0.00013315i,-5.6025e-05-0.00030794i,-0.0003589-0.00049119i,-0.00034567-0.00068689i,-0.00075005-0.00034826i,-0.00069449-0.00028574i,-0.00036458-0.00046576i,3.3453e-05-0.00065697i,0.000112-0.00064663i,0.00010364-0.00059219i,0.00026736-0.00079147i,-0.00013788-0.00060219i,-0.00079098-0.00016597i,-0.00073747+8.4573e-05i,-0.00011399-0.00011922i,0.00047681-0.00026214i
-0.0027365+0.00090051i,-0.0030137+0.0016872i,-0.0030519+0.00099402i,-0.0021759-0.00085174i,-0.00096626-0.00043572i,-4.5922e-05-3.7604e-05i,0.00054607-0.00043971i,-4.587e-05-0.00018878i,-0.00072432-0.00036848i,-0.00086672-0.00041192i,-0.00047585+0.00020652i,0.00020219+0.00072394i,0.00013055+0.00040792i,-0.00025778-0.00037766i,0.0007685-0.00028588i,0.0012497-0.00047855i,-0.00025513-0.00045078i,-0.0010053-0.0002555i,-0.0010094-0.00039996i,-0.00092699-0.00015652i,-0.00023207+0.00043204i,0.00036966+0.00075494i,0.0008411+0.00042712i
0.00080445-0.0016223i,0.00078994-0.0022596i,0.00081615-0.00067253i,0.0013277-8.132e-05i,0.0010785-0.00048372i,-0.00040215-0.00066709i,-0.00028139-0.00095311i,-9.7138e-05-0.00042515i,-0.00089898+0.00049059i,-0.0006014+0.00056887i,0.00033379+0.00033819i,0.0011305+0.00019594i,0.00068032+0.0002573i,0.0004151+0.00021483i,0.00075048+0.00028856i,-1.4833e-05+0.00020974i,-0.00083599-6.3114e-05i,-0.00074514+4.3361e-05i,-0.00040383+6.972e-05i,-0.00036179+0.00018423i,-0.00057014+0.00078186i,-0.00024043+0.0013757i,-0.00015277+0.0014271i
0.0024168+0.00039447i,0.0021682-0.0005186i,0.0020517-0.0012407i,0.0014401-0.001166i,0.0003247-0.00052755i,-0.00020784-0.00036792i,0.00020426-0.00063063i,9.9592e-05+2.6585e-05i,-0.00040443+0.00050536i,-0.00069865+0.00050679i,-0.00023568+0.00030039i,0.00052946-0.00029861i,-0.0001023+0.00039763i,-0.0007975+0.0016088i,-0.00090232+0.00085529i,-0.00053821-0.00046291i,-0.00014994-0.0014332i,-0.00016036-0.0012492i,0.00012219-0.00016001i,-0.00021566+0.00011732i,-0.00087207+0.00024358i,-0.00011769+0.00049319i,0.00092793-0.0003345i
-4.0524e-05-0.001397i,-0.0010879-0.0018534i,-0.0027983-0.00045667i,-0.0030274+0.00084851i,-0.0014158+0.0010423i,0.00025278+0.0010354i,0.00068573+0.00014542i,0.00018947-0.00077482i,-0.00055186-0.00075074i,-0.00085958+0.00014482i,-0.00065596+0.00016221i,-0.00077994-0.00051948i,-0.00022294-0.00060586i,0.00059876-0.00091647i,0.00032666-0.00055513i,-0.00033613-0.00075176i,-0.00066652-0.00088106i,-0.0011721-0.00062272i,-0.0011716-8.8815e-05i,-0.00099204+0.0001638i,3.7726e-05+0.00035684i,0.001283+0.00096015i,0.0013121+0.0014478i
0.00086258-0.00022133i,0.00073704-0.00058735i,0.00087265-0.00068904i,0.00015361-0.001681i,-0.00066323-0.0024543i,-0.0014726-0.0016088i,-0.0010917-0.0011878i,-0.00064211-0.00065892i,-0.0015697+0.00020266i,-0.0015055+8.4151e-05i,-0.0009359-6.7741e-05i,-0.00041227+0.00021326i,0.00037379+9.6995e-05i,-5.9687e-05+0.00018859i,-0.00029185+0.00041534i,-5.9433e-06-3.0569e-06i,0.00028194-0.00039159i,-8.3829e-06-0.00052897i,-0.00012003-0.00052514i,-0.00014972+0.0003091i,-0.00020865+0.00092868i,0.00010848+1.6384e-05i,-0.00058837-0.00056888i
-0.0021192+0.0013546i,-0.0020284+0.00188i,-0.00137+0.002273i,-0.00026216+0.0024195i,0.0012524+0.0020337i,0.0018024+0.00056303i,0.0014535-0.00047085i,0.0006889-0.00011279i,-0.00075167+0.00051226i,-0.0012004+0.00082598i,-0.00079079+0.00035314i,-0.00029971-0.00016822i,0.00039574-0.00050393i,0.00020515-0.00051683i,-0.00021192-0.00038687i,-0.0008247+3.8877e-05i,-0.0011733+7.3091e-05i,-0.00083823-8.7605e-05i,1.2585e-05+0.00029331i,0.0003628+0.00068876i,0.00093175+0.00038598i,0.0010441+0.00053267i,0.00081197+0.00089525i
0.0021672-0.0011953i,0.0019414-0.00062142i,0.001703-0.0020073i,0.00040569-0.0020511i,-0.00090939-0.0013267i,-0.000764-0.00096887i,0.00018761-0.00028586i,0.00053423-0.0002792i,0.00024267+0.0003484i,1.8871e-05+0.00099713i,-0.00045612+0.00092851i,-0.00056018+0.0011221i,-0.00021442+0.00074125i,0.00013765+0.00063976i,1.5186e-05+0.0003819i,0.00016038-0.00057824i,0.00061463-0.00038391i,0.00068975+9.2994e-05i,0.0011757+5.3115e-05i,0.001777-0.00032421i,0.001173+4.5569e-05i,0.00030472+0.00041161i,0.00082488+0.00045547i
-0.001692+0.0026892i,-0.0016328+0.0033586i,-0.0007099+0.0036228i,0.0016116+0.0024158i,0.0029682+0.00108i,0.0024049+0.00046922i,0.001008+0.00055688i,-8.4981e-05+0.0011463i,-0.00029801+0.00046976i,-2.9605e-05-0.00053396i,-0.00010844-0.00051357i,-0.00065109-0.00061604i,-0.00094022-0.00048178i,-1.0343e-05-0.00028729i,0.00067278-0.00029432i,0.0002236-0.00021371i,-6.4427e-07+0.00022454i,0.00011462+6.9622e-06i,0.00048455+6.6732e-05i,0.0010778+0.00071359i,0.00092047+0.00075913i,0.00048022+0.00042493i,0.00056686+8.7063e-05i
0.00042601+0.00022483i,0.00077808+9.9427e-05i,0.0016604+8.3564e-05i,0.0013426-0.00078915i,0.0012745-0.0019867i,0.0016104-0.0024483i,0.00093539-0.0017339i,0.00050053-0.00079925i,-0.00057974-0.00018276i,-0.0014571-0.00064541i,-0.00035623-0.00087914i,3.6555e-05+0.00013241i,0.00011468-0.00012724i,0.00014901+6.8387e-05i,-0.00031928+0.0012024i,-0.00061409+0.00085476i,-0.00068931+0.0003727i,1.8235e-05+0.00017215i,0.00016216+0.00025678i,-0.00058972+0.00052585i,-0.00044569+0.00024182i,0.00019024-5.656e-05i,0.00067013+9.54e-05i
-0.00098708+0.0010309i,-0.0010911+0.0013808i,-0.0012565+0.0026818i,-0.00091501+0.0030354i,0.00053782+0.0020752i,0.0011432+0.00072323i,0.0006651-0.00047142i,0.0004307-0.0013161i,0.00029303-0.00041821i,-0.00030795+0.0011963i,-0.00063763+0.0013733i,-0.0004513+0.00056637i,-0.00059967+0.00046765i,-0.0001309+0.00031113i,-0.00036674-0.00029662i,-0.00096874-0.00073576i,-0.00052803-0.0007886i,-9.5155e-05-0.00020637i,0.00037608+0.00043852i,0.00044512+0.00028784i,-0.00022501+0.00056788i,0.00025199+0.00083614i,0.00058051+0.00088285i
-0.00091313+0.0011307i,0.00024124+0.0020026i,0.0012492+0.0014927i,0.001287+0.0012628i,0.00060426+0.00083647i,0.00081572+0.00021967i,0.0018228+6.4506e-05i,0.0013929-0.00067727i,0.00026305-0.00044093i,0.00044461+0.00064817i,0.00014669+0.0011837i,-0.00017955+0.0003775i,0.00043061+0.00043217i,0.00083794+0.00028985i,0.00066842+0.00037379i,0.00029735+0.00052081i,0.00012521-6.3285e-05i,-0.00067908-0.00070041i,-0.00022471-0.00068923i,0.00052991+6.5141e-05i,0.00076467+0.00074364i,0.00044325+0.00097574i,6.3933e-05+0.00045215i
-0.0017716-0.00022654i,-0.0028956-1.321e-05i,-0.002557+0.0016609i,-0.000573+0.0022185i,0.00033873+0.0017738i,0.00049233+0.0009248i,0.0005688+0.00023903i,8.3908e-05+0.0001596i,-0.00081958+1.433e-05i,-0.0010548+0.00012114i,-0.00039884-0.00010028i,-0.00012022-0.00046701i,0.00067793-0.00053891i,0.0011948+0.00076529i,0.00063137+0.00096669i,0.00048234+0.00039832i,0.00028937+0.00073347i,3.8157e-05+0.00069024i,0.00064509+0.00026797i,0.00065187+0.00037023i,0.00059448+0.00053977i,0.00063075+0.00018734i,0.00046656-0.00011686i
-0.00053943-0.0012148i,-0.0012962-0.00089153i,-0.0012454+0.00041019i,-0.00076626+0.0013292i,-0.0005096+0.00041839i,0.00038874-0.00037454i,0.00082485-0.00040372i,2.4827e-06-8.619e-05i,-0.00041201-0.00026291i,-0.00045-0.00036059i,-0.00020859+0.00019216i,8.2774e-05-9.8307e-05i,5.1048e-05-0.00058613i,-0.00035949-0.0012384i,-0.00040192-0.0016096i,-0.0001872-0.0011277i,0.00026467-0.00071288i,0.0003014-0.00021268i,0.00039953-0.00015524i,0.0001754-0.00052496i,0.00039254-0.00018281i,0.0012197+0.00058505i,0.00090497+0.0010119i
0.00025521+0.0011841i,0.0011942+0.00046225i,0.0010071-0.00012028i,0.00013094-0.00031917i,3.9622e-05-0.0004405i,0.00045966-0.0003831i,0.00077533-0.00037156i,-6.403e-05-0.00063788i,-0.00083326-0.00037266i,-0.00040258-0.00012805i,-0.00056503+0.00015339i,-0.00089263+6.1383e-05i,-0.00080699-0.00016144i,-0.00014805+0.00035254i,0.00083032+0.00063531i,0.00066-9.5078e-05i,7.3136e-05-0.00019567i,0.00015832+0.00021845i,0.00050852+0.0001776i,0.00079584+0.00038659i,0.00063109+0.00089416i,-0.00010179+0.00017181i,-3.3962e-05-0.00085628i
0.001138+0.0028354i,0.00053189+0.002446i,0.0012086+0.0020247i,0.002206+0.001059i,0.0018255-0.0006919i,-0.00013325-0.0015925i,-0.0001937-0.0013072i,-0.00043967-0.0010749i,-0.0012304-0.00070752i,-0.00018057+2.3655e-06i,-3.3337e-05+0.0003026i,-0.0006697+0.00032726i,-0.00097078+0.00077591i,-0.00081223+0.00071144i,-0.00022835+0.00055378i,0.00017179+0.00072986i,0.0003296+0.00067342i,-0.00015571+0.00024268i,-0.0003994-0.00038593i,0.00012895-0.00030493i,0.00030228-0.00017391i,0.00044187-0.00094728i,-0.0002942-0.00058017i
-0.0011155-0.0013495i,-0.001029-0.0013703i,-0.0019351-0.0018455i,-0.0013276-0.0011858i,4.9582e-05+0.00033529i,0.00066098+5.0695e-05i,0.0012302-0.00084115i,0.00056922-0.00050296i,-0.00053555-0.00085266i,-0.00019454-0.00078653i,-0.00047173-0.00069732i,-0.00085477-0.00086388i,-0.00046446-0.00046485i,-0.00044402-0.00020945i,-0.00029883+0.000361i,6.966e-05+0.00055773i,-0.00036076+0.00020419i,-0.00034535+0.00022434i,7.8274e-05+0.0006701i,0.00028816+0.00081306i,0.00030853+0.00065105i,0.00071478+0.00057044i,0.00073422+0.00080424i
-0.00234-0.00078372i,-0.0020694+0.00067871i,-0.0018588+0.0019821i,-0.0013623+0.0023778i,0.0005258+0.0015549i,0.0014642+5.0709e-05i,0.00095582-0.00029034i,-0.00022841-0.00040065i,-0.00083042-0.00049251i,-0.00089505+0.00038623i,-0.0010646+0.0013047i,-0.00069117+0.0013143i,0.00033206+0.00075465i,0.0008379+0.00037029i,0.00018935-0.00018609i,0.00014628-0.00011119i,0.00090692-5.9282e-05i,0.0011867-0.00027398i,0.0010853-0.00032636i,0.0006558+9.1139e-05i,0.00078153+0.00045642i,0.00064698-0.00012083i,0.00032149-0.00034764i
0.00094771+0.00089318i,0.0010571+0.00031083i,0.0016346-0.00069758i,0.00096101-0.0010007i,-0.00030579-0.0011606i,-0.00027943-0.0014039i,2.7166e-05-0.00095301i,-0.00017162-0.00076026i,-0.00050726-0.0012208i,-0.00091462-0.00032433i,-0.0014311+0.00035712i,-0.00077335+0.000222i,0.00036618-0.00014378i,0.00043711-1.0369e-05i,-0.00024522-0.00019014i,-0.00040192-0.0006961i,-0.000642-0.00034251i,-0.00053938-9.9676e-05i,-0.00010675+0.00042376i,0.00013671+0.00072092i,0.00013239+0.00030102i,-0.00021975+0.00032712i,-4.5359e-05-9.3746e-05i
-0.0029639+0.0018617i,-0.0024682+0.0034891i,-0.0021377+0.0041554i,-0.00099476+0.002807i,0.0007824+0.0019596i,0.0013213+0.0012449i,0.0010667-0.00036012i,0.00044533-0.0011201i,-0.00013792-0.000188i,0.00013423+0.00052731i,0.00070701+0.00032329i,0.0001692-0.00011579i,-0.00018777-0.00013375i,0.00056521+1.0975e-06i,0.0009102+6.1001e-05i,0.00032833-0.00034281i,1.9474e-05-0.0002797i,3.8954e-05+0.00022336i,0.00020731+0.00027657i,0.00024892-0.00081695i,-0.00017288-0.0011616i,-0.00051549-0.00037218i,0.00012273-0.00034739i
-0.00068405+0.00089994i,-0.0022187+0.00036028i,-0.0017084+0.00091256i,-0.00051152+0.00057187i,7.3519e-05-0.0012624i,0.00045612-0.0020982i,0.00088245-0.0010697i,-1.2748e-05-0.00027526i,-0.00054433+0.00019424i,-0.00017176+0.00056408i,0.00040448+2.9541e-05i,0.00040061-8.6767e-05i,0.00046293+0.00030528i,-0.00012172+0.00062313i,-0.00022929-1.5637e-05i,2.7769e-05+5.9048e-05i,0.00034576+0.00065704i,0.00075395+0.00080449i,0.00090483+0.000117i,0.00057374+2.9743e-05i,-0.00056409+0.0002404i,-0.0010215+0.00015694i,-3.2867e-06+7.8556e-08i
0.0013942+0.00045402i,0.0010689-0.00043602i,0.0008899-0.00085513i,0.00072034-0.00086407i,0.00031882-0.0016971i,-0.00020262-0.002025i,0.00019272-0.00083694i,0.00018444-0.00026077i,-0.00064018-0.00052954i,-0.00063983-9.9772e-05i,-0.00047572+7.8337e-05i,-0.000238+7.3576e-05i,-0.00011501+0.00048277i,0.0001334+0.00094994i,0.00096609+0.0010669i,0.0010759+0.00025084i,-5.4829e-05-3.1888e-05i,-0.00046721-0.00041263i,-0.00040113+0.00010231i,-0.00030304+0.00090907i,-0.00017559-0.00013619i,0.00060862-0.0014529i,0.00097047-0.0013714i
-0.0014394+0.00045419i,2.7057e-06-5.8992e-05i,0.0016796-0.00010847i,0.0013809+0.00041083i,0.00060808+0.00051893i,0.0012913-0.00047359i,0.0012644+0.00028403i,0.00061362+0.00038603i,0.0001099+0.00052116i,-0.00064551+0.00053895i,-0.00094533-0.00025283i,-0.0010942-0.00014802i,-0.00078118+1.5173e-05i,-0.00059662-0.00047165i,-0.00097534-0.00012193i,-0.00066177+0.000222i,-0.00057939+0.00024173i,-0.00043135+0.00010246i,-0.00045836+0.00014263i,-0.00071312-4.7705e-05i,-0.00058876+0.00043018i,9.0792e-05+0.00089442i,0.00067733+0.00065195i
0.00073654+0.0018984i,0.00015242+0.0011241i,-0.0005409+0.00095595i,-0.0004766+0.00073006i,0.00034924-0.00040588i,0.00016243-0.00071284i,0.00013176+0.00015445i,0.00031651+0.00069778i,0.00017375+0.00066374i,-0.0001699-8.2937e-05i,-0.00050343-0.00085206i,-0.00064499-0.00082915i,-0.00034347+3.1483e-06i,-0.00031614+0.00017547i,0.00016726-9.6874e-05i,0.00045488+7.0503e-05i,-4.6447e-05-7.1789e-06i,-0.00020496-9.3587e-05i,-0.00012322+0.00090478i,0.00022744+0.0010052i,0.00057685+0.00015704i,0.00068153+0.00019667i,0.00059989+0.00054393i
0.00016827+0.00048934i,0.0011514+0.00066315i,0.002635-0.00063814i,0.0024084-0.0016746i,0.00012789-0.0018421i,-0.00080998-0.0011717i,0.00010967-0.00049955i,0.00047755-0.0009437i,0.00037776-0.0010575i,0.00061013-0.00049099i,0.00085325+0.00043557i,0.00025522+0.00080477i,0.0001294+0.00061723i,0.00029611+0.0010329i,0.00037606+0.00093654i,0.00063063+0.00027304i,0.00049513+6.6657e-05i,5.9036e-05+0.00012787i,-0.0012225+0.00039265i,-0.00080031+0.00030872i,0.00049975+0.00064478i,0.00099863+0.0012253i,0.0015358+0.00089705i
0.0020411-0.0028786i,0.00010182-0.0031264i,-0.0019156-0.0027306i,-0.0019541-0.0021343i,-0.00058469-0.0017936i,5.1567e-05-0.00073131i,7.0185e-05-0.00022281i,-0.00012674-0.00035258i,-0.00067063-0.00024885i,-0.00079181-0.00028726i,-0.00030392-0.00044468i,0.00037682-8.7515e-05i,0.00070274+0.00054337i,0.00075072+9.301e-05i,0.00086131-0.00032714i,0.00016965-0.00034276i,-0.00015131-0.00064532i,0.00027708-0.00064581i,-8.6193e-05-0.00042072i,-0.00035032-0.00029305i,0.00036082-0.00018561i,0.00089979-0.00045982i,0.00053162-0.0005143i
0.0001859+0.0012206i,0.0012995+0.0024295i,0.0020319+0.0026949i,0.0028557+0.0011488i,0.002647-7.5037e-05i,0.00198-0.00073519i,0.0015225-0.0008467i,0.0010405-0.0003756i,0.00029133-0.00050535i,-0.00012445-0.00090723i,-0.0002329-0.00032381i,-0.00039071-0.00021538i,-0.0013803-0.00018806i,-0.0017695+0.0013763i,-0.0012957+0.001192i,-0.00052721-0.00044977i,-0.00024615-0.00047543i,-0.00021128+0.0006552i,0.00024952+0.0012488i,0.00048386+0.0010802i,-3.3541e-05+0.00095148i,-0.00043784+0.00060282i,-0.00010112+0.00011342i
-0.00099502+0.0006884i,-0.00096552+0.00013498i,-0.0016534+0.00014765i,-0.0010621+0.00051424i,0.00078723+0.00044542i,0.0014345-0.00013031i,0.00062982-8.0153e-05i,-0.00046845+0.00015987i,-0.00068195+0.00013174i,-0.00036376-8.67e-05i,-0.00064462-0.00070004i,-0.00077343-0.00060797i,0.00015961-0.00041408i,0.0010873+9.3932e-05i,0.00068253+0.00068259i,0.00033999+0.000423i,0.00067974+0.00017828i,0.00029959-5.7003e-07i,0.00043723+0.00012635i,0.00055965+0.00052912i,0.00019917+0.00033837i,9.3489e-05-0.00012562i,0.00029864-0.00010343i
0.00023001-0.00032525i,0.0013281-0.0006063i,0.0029928-0.0010523i,0.0027234-0.0020188i,0.0001056-0.002366i,-0.0012582-0.0020984i,-0.00084369-0.0015792i,-2.1862e-05-0.00066572i,0.00029166-0.0002407i,0.00071444+7.1303e-05i,0.00056918+0.00046335i,-0.00038866+0.00063891i,-0.0001708+0.00043048i,-9.7006e-05+0.00063724i,-0.00036552+0.00062923i,7.1947e-05+0.0007603i,-0.00026717+0.0011753i,-0.00092319+0.00054238i,-0.00082138+0.00017793i,-0.0010363+0.00015012i,-0.00030576-0.00059557i,0.00073698-0.00091497i,0.00033987-0.00019075i
-0.0012266+0.00040642i,-0.0010565+0.00011132i,-0.0010054+0.00020181i,0.00073019+0.0016721i,0.0018067+0.0017166i,0.0015827+0.00068494i,0.0011811+0.00023966i,-0.000234-0.00023471i,-0.0013037-0.00031292i,-0.00075256-0.00031266i,-0.00042329+0.00028387i,-0.00044538+0.00037401i,-0.00070644-0.00053818i,-0.00017545-0.00037014i,0.00048139+6.7363e-05i,0.00024494+5.3202e-05i,-0.00023221+0.00038234i,-0.0003499+0.0004268i,0.00031186+0.00043998i,0.00086267+0.00054082i,0.00045707-0.00017887i,0.00022297-0.00081472i,-3.4961e-05-0.00029153i
0.0010452+0.00049458i,0.0012772+0.0022107i,0.00027426+0.0024836i,-0.0012982+0.00067264i,-0.0015608-8.0401e-05i,-0.00065721+0.00034599i,-0.00043453-7.6552e-05i,-0.00052788-0.00031068i,-0.00071293-0.0005893i,-0.0010987-0.0004375i,-0.001015-3.7072e-05i,-0.00098684+0.0001844i,-0.00089981+0.00022247i,-0.00082867-0.00029714i,-0.001047-0.00016366i,-0.0004227+0.00067504i,0.00085884+0.00068683i,0.00090583+0.00044948i,6.9734e-05+0.00057487i,-0.0003443+0.00069846i,-0.00020159+0.00013737i,0.00014646+5.4961e-05i,0.0003161+0.0003832i
-0.0011994+0.0015656i,-0.0017194+0.001325i,-0.0012802+0.0010195i,-5.5576e-06+0.00060389i,0.00025601-0.0001377i,0.00018117-0.00036267i,0.00084369-0.00030751i,0.0012554-0.000259i,0.00049456-4.9962e-05i,-0.00055224-7.5901e-05i,-7.3936e-05+0.00010886i,0.00082569+0.00046081i,0.00049547+0.00023268i,0.00038778-2.265e-05i,0.00065026+0.0002935i,0.001364+0.00077303i,0.00073319+0.00074862i,-0.00019728+6.4337e-05i,-0.00046773-0.00036515i,-0.00082317-0.0004557i,-0.00015576-0.00036745i,-0.00016421+0.0001106i,-0.00057847+7.3716e-05i
-0.0010404-0.0030455i,-0.0016631-0.0031238i,-0.0020056-0.0018354i,-0.0017192-0.0004476i,-0.0012748-0.00057606i,0.00026027-0.00062157i,0.0012635+6.7957e-05i,0.00021366-0.00012683i,-0.00094605-0.00067916i,-0.0011427-0.00067193i,-0.0010376+0.00052576i,-0.00081532+0.00078796i,-7.6954e-06+0.00032295i,0.0006508-0.00044971i,0.00069144-0.00047377i,0.00037241-0.00056054i,0.00033698-0.00112i,-6.7797e-05-0.00055389i,-0.00047067+0.00048878i,0.00042552+0.00086767i,0.00081157+0.00046974i,0.00025106+0.00016104i,-8.4813e-05+0.00027139i
0.00059386+0.00058402i,6.7029e-05+0.0014759i,0.00013207+0.0025163i,0.0011319+0.0016659i,0.0010492+0.00012945i,0.00057738-0.00111i,0.00084559-0.001236i,0.00028788-0.0007548i,-0.00040877-0.00065305i,-0.00048192-0.00021917i,-0.00034067+0.00037566i,-0.00041873+0.00030133i,-2.1148e-07-0.00016685i,-6.3387e-05-0.00090015i,-0.00022176-0.0011419i,0.00032036-0.00061911i,0.00011257-0.00051504i,-6.0601e-05-0.0004371i,4.3807e-05-0.00086002i,8.3493e-05-0.00084902i,0.00010987+0.00041984i,0.00020446+0.00061792i,9.0158e-05+0.00025141i
0.00079408+0.0020309i,0.0011434+0.0019698i,0.0020273+0.00091696i,0.0012804+0.00037736i,-0.00011508-0.0011452i,-0.00076033-0.0020345i,-0.00052417-0.0012181i,-0.00059147-0.00042708i,-0.00062204+1.2756e-05i,-0.00023665+0.00014866i,-9.6135e-05-3.3749e-05i,-0.00028067+0.00017053i,-0.00044713+0.00039778i,-0.00012006+0.00044376i,0.00025582+5.4801e-05i,-0.00015757-0.00033824i,-0.00064079-8.263e-05i,-0.00063306-0.00025359i,2.4455e-05-0.00028696i,0.00056203+0.00039515i,0.00053064+0.00034639i,0.00018928+0.00023877i,-0.00015033+0.00037827i
-0.0014909-0.00038321i,-0.0018087-0.00015121i,-0.0012161-0.00025361i,-0.00043201-0.00052079i,-0.00026178-0.00071474i,0.00095141-0.00021625i,0.0013094-0.00011594i,0.00018313-0.0012454i,-0.00081153-0.0010625i,-0.0014391-0.00062585i,-0.0010403-0.00066035i,-0.00066638-0.00014229i,-0.00050073-0.00018864i,-0.00023214-9.6378e-05i,-0.00016245-0.00032638i,0.00035863-0.0006622i,0.0002019-0.00024286i,9.4088e-05-0.00011383i,0.00089732-3.4634e-05i,0.00085709-7.5166e-07i,0.00014789-8.0766e-05i,0.00011523+0.00014147i,0.00022459+0.00044761i
0.00078391-0.00022077i,0.00028519+0.00099766i,0.00029753+0.0018374i,0.0015868+0.001879i,0.0023537+0.00023377i,0.0019221-0.001119i,0.00087377-0.00098473i,-4.9433e-05-0.00070082i,-0.00048007-0.00055618i,-0.00024491-8.8197e-05i,-0.00018232-3.3102e-05i,-0.00028948-0.00030104i,-0.00060203-0.00018848i,-0.0010315+0.00044955i,-0.00063945+0.00095605i,-0.00052212+0.0008361i,-0.00057555-0.00035612i,-9.8537e-05-0.0011685i,-0.00036103-0.00055538i,-0.0002811+0.00040534i,0.00026788+0.00065579i,0.0004725-4.3869e-05i,0.00040427-0.00016041i
0.001831-0.0015031i,0.0020099-0.0019296i,0.00038892-0.0023566i,-0.0010273-0.0031163i,-0.0019408-0.0026741i,-0.0014694-0.0016626i,0.00032423-0.0013681i,0.00016767-0.0012025i,-0.0013266-0.00077114i,-0.0012298-0.00041576i,7.1649e-05+7.7203e-06i,0.00013122+0.0008577i,0.00014573+0.00088154i,6.4271e-05+0.00066253i,-0.00036487+0.00075918i,0.00013556+0.00029404i,0.00015868-0.00042985i,-0.00038019-0.00035188i,2.8184e-05+0.00054192i,6.538e-05+0.000427i,0.00029714-0.00056343i,0.00033126+0.00010988i,0.00069085+0.0010262i
0.0011784+0.00073035i,0.00042755+0.0016917i,-0.0001124+0.0014435i,3.7815e-05+0.00083023i,-0.0003537+0.00021328i,-0.0003891+7.0828e-05i,-2.3723e-05+0.00082986i,-0.00016073+0.00069354i,-0.00043952+0.00036475i,-0.00062969+8.4363e-05i,-0.00060289+0.00013707i,-0.00022597-0.00013803i,-0.00025364-6.8958e-05i,-0.00035686+0.00071861i,0.00012019+0.0006958i,0.00063964+0.00086807i,0.00029191+0.00038169i,0.00010491-0.00075229i,-0.00038903-0.00061743i,-0.00026794-8.084e-05i,0.000469+6.7037e-05i,0.00028154+0.00032142i,-0.00020196+0.0007244i
-0.0014955+0.00052851i,-0.00064309+0.0005334i,-0.00016014+0.0008273i,0.00077161+0.0011493i,0.0020303+0.00071372i,0.0024927+2.7645e-05i,0.0015674-0.00031294i,0.0001232-0.00028433i,-0.00065798+0.00077257i,-0.00049266+0.00086697i,0.00023593-0.00020272i,0.00043634-0.00082648i,-4.7376e-05-0.00085296i,-0.00033547-0.0010048i,-7.5588e-05-0.0010382i,-0.00011997-0.00046209i,-0.00060838+0.00020687i,-0.00074509-8.5218e-05i,-0.0006139+0.00012284i,-0.00054826+0.00063475i,-0.00014491+0.00050338i,0.00033495+0.00019152i,0.00015256-0.00022745i
-0.00090776+0.0016731i,0.00075809+0.0026809i,0.00060955+0.0025697i,0.0015884+0.0019178i,0.0029009+0.00059183i,0.0025343-0.00022455i,0.0012945-0.00066449i,0.00048362-0.0013674i,-0.00018383-0.00071764i,-0.00056806+0.00011774i,-0.0002169-0.00041465i,-0.00012951-0.00062248i,-0.0003355-0.0004971i,-0.00076012-0.0004056i,-0.00099098-0.00018447i,-0.00011795+6.235e-05i,0.00051866-8.5229e-05i,-0.00060775-0.00047523i,-0.0010136-0.00031853i,9.3305e-05-0.00016467i,0.0004107+0.00011642i,-0.00021585+0.00031975i,-0.0005737+0.00023423i
