0.0016597+0.0029531i,0.00032037+0.0017275i,-0.0017185-1.1922e-05i,-0.0021126-0.00019318i,-0.0024432-0.00016205i,-0.0033762+0.001553i,-0.0022707+0.0026704i,0.00010994+0.002201i,0.0010515+0.0011111i,0.0004761-0.00033326i,-0.00032764-0.00017846i,-0.0009197+0.00070705i,-0.0011222+0.0014216i,-0.001032+0.001331i,-0.0010134+0.00053095i,-0.0013048+0.00048105i,-0.0015648+0.0004721i,-0.00063604+0.00089565i,0.00060329+0.00093378i,0.00053481+0.0004086i,0.00010146-0.00027664i,0.00021587-0.00079844i,-0.00037279-0.0010951i
-0.00064691+0.0024418i,-0.0010835+0.0023518i,-0.0021805+0.0014718i,-0.0015797+0.00079847i,-0.00091116+0.0010138i,-0.0005147+0.00044269i,-0.00018193+1.0115e-05i,-0.00035691+0.00045562i,-0.00050058+0.00074927i,-0.00039742+0.00070597i,-0.00024431+0.00061855i,-0.00021604+0.00018976i,-0.00057668-0.00022877i,-0.00089077-0.00040361i,-0.00031565-0.0010407i,0.00049068-0.0015678i,0.0005383-0.00072002i,0.00034425-0.00013593i,0.00059188-4.6083e-05i,0.00070763+6.1376e-05i,0.0005748+0.00036726i,0.00016925+0.00079194i,-0.00013454+0.0010601i
0.00019482+0.0013033i,-0.00032528+0.0016035i,-0.0009779+0.0031119i,-0.00097336+0.0033807i,0.00011211+0.0020616i,0.0011112+0.00081285i,0.00070402-0.00028961i,-0.00032707-0.0004484i,-0.00077388+0.0002441i,-0.00039086+0.00086496i,-0.00037965+0.00065992i,-0.00066761+8.9567e-05i,-0.00011265-0.00011427i,0.00070989+0.00024332i,0.00078857-0.00011788i,0.00012974+2.0061e-05i,-0.00053449+0.00041262i,5.3391e-05-0.0003669i,0.00030393-0.00099246i,-2.6982e-05-0.00075244i,-0.00017033-0.00022097i,-0.00013798+0.00073087i,0.00038219+0.0010617i
-0.00021988+0.0045598i,-0.0005141+0.0047351i,-0.0014908+0.003746i,-0.0011446+0.0022742i,-0.00054951+0.00081896i,-0.00022605-0.00043403i,0.00025695-0.00056558i,5.3141e-05-0.00069192i,-6.1362e-05-0.00069403i,-0.00032751-0.00055762i,-0.0002914-0.0002897i,0.000284-9.249e-05i,-0.00013186-0.00032549i,-0.00056499-0.0004018i,-0.00073761-0.0012709i,-0.00087208-0.00094697i,-0.00036304-3.0569e-05i,0.00014393+0.00044053i,0.00014267+0.00042602i,-0.00060098+0.00026827i,-0.00081151+0.0004873i,0.00041177+0.00049194i,0.00087724-0.00060188i
-0.00054348+0.0026365i,-0.001273+0.0030219i,-0.0018128+0.002553i,-0.0010599+0.0007691i,-0.00085214-0.00041516i,-0.0011429-0.00033303i,-0.00016595+7.4495e-05i,0.000614+0.00010905i,0.00033827-1.7261e-05i,-0.00048173-0.00022852i,-0.0010477-0.00049593i,-0.0015483-0.00040425i,-0.00075084-2.4656e-05i,0.0002001-0.00036746i,-0.00023592-0.00040029i,-0.00072633-0.00053161i,-5.3372e-05-0.00060587i,7.4722e-05-0.00037642i,-0.00055101-0.00011009i,-0.00037749+0.00010895i,0.00055301+0.00069966i,0.00075984+0.00042289i,0.00029804+0.0001946i
-0.00049682+0.001139i,-0.0014018+0.0010078i,-0.001869+0.00026532i,-0.0014986-0.00033895i,-0.0005465-0.00092864i,-0.00032666-0.00050599i,-0.00085395-0.00025725i,-0.0010795-0.0004451i,-0.00093208-0.00020592i,-0.00032758-0.0001427i,0.00035268-0.00022255i,-0.00017563-9.6248e-05i,-0.00067839+0.00024465i,-0.00040724+0.0005585i,-0.00097142+0.00091648i,-0.0011716+0.0006887i,-0.00099536+0.00047746i,-0.00080287+0.00052318i,-0.00053814+0.00032793i,-0.00054249+2.1329e-05i,0.00020009-0.00029652i,0.0010673-0.00033014i,0.00023261-0.00010853i
0.0010144+0.0040263i,0.0003282+0.0033758i,-0.00064464+0.0024618i,-0.00095275+0.0018432i,-0.0011938+0.00061369i,-0.0011367-0.00098552i,-0.00088987-0.0013905i,-0.00033618-0.00070535i,0.00021943-0.00022958i,-4.4734e-05-0.00043604i,-0.00033084-0.00049574i,-0.00058521-0.00030667i,-0.00079365-0.00022958i,-0.00040885+6.7875e-05i,-0.00027075+8.5436e-05i,-0.00041314-8.3874e-05i,-0.00025222+0.00016511i,-0.00034046-0.00010718i,-0.00056146-0.00054226i,-0.00036847-0.00061798i,-3.3933e-05-0.00021672i,8.0137e-05+0.00042176i,8.9744e-05+0.00054685i
-0.0011713+0.0028954i,-0.0024362+0.0029664i,-0.002503+0.0018691i,-0.0010282+0.0017991i,-0.00026015+0.0010904i,-0.00095062+0.00014589i,-0.0010831-0.00021182i,-0.00022159-0.00021709i,0.00013513+0.00042973i,0.00010573+0.00015035i,-0.00046341+0.00035836i,-0.0011339+0.00071873i,-0.00084148+0.00060963i,-0.00026437+0.00015033i,-0.00045436-0.0007529i,-0.00020388-0.0011051i,0.00023892-0.00066257i,-0.00030468-2.9632e-06i,-0.00041452+1.8184e-05i,0.00034595-7.3758e-05i,0.00029519+6.2465e-05i,-7.1084e-05+0.00049346i,9.5615e-05+0.0011293i
-5.5925e-05+0.0027628i,0.00093097+0.002622i,0.0016174+0.0016654i,0.00094682+0.00081404i,-0.00016335-0.00011326i,-0.00062091+5.0969e-05i,-0.00038668+9.0039e-05i,-0.00013649-1.678e-05i,-0.00015087+0.00010456i,-0.00054548-7.9414e-05i,-0.0013662-0.00075795i,-0.0019772-0.00065079i,-0.0018456+3.6535e-05i,-0.0011621+0.00067516i,-0.00048294+0.00062977i,-0.00020013-0.00027986i,6.6429e-05-0.00015618i,-0.00035972+0.00039676i,-0.00094761+0.00065845i,-0.00083881+0.00012719i,-0.00038284-0.00032974i,-0.00061117+0.00018895i,-0.00031361+6.9415e-05i
-0.00013342+0.0020353i,-0.0019347+0.0013488i,-0.0023674+0.0020114i,-0.00077894+0.0017761i,0.00031255+0.0010592i,0.00041738+0.0012769i,0.00027439+0.00060468i,0.00037852-0.00073353i,-0.00041305-0.0007948i,-0.00097723-0.00017637i,-0.00084196-0.00039525i,-0.00090195-0.0002241i,-0.00066082+0.0001455i,-9.4509e-05-8.0265e-05i,0.00038781-0.0001681i,0.00036145-0.00042878i,-9.0479e-05-0.00050849i,-0.00042418-0.0001085i,-0.0005325-6.5938e-05i,-0.00030895+0.00033797i,-0.00022651+0.00041474i,0.00014554-6.6256e-05i,0.00037086+0.00033562i
-4.6951e-05+0.0034713i,-0.00023814+0.0027254i,-0.00079894+0.0017832i,0.00010577+0.0015425i,0.00022083+0.0004069i,-0.0012699-0.00063607i,-0.0017146-0.0010163i,-0.0012877-0.00070053i,-0.0007212+0.00018542i,0.00011288+0.00028982i,0.00015054-7.2199e-05i,-0.0005614-0.00014501i,-0.00042595+0.00013506i,-9.4649e-05+0.00011667i,0.00030315+0.00016088i,0.00052457+0.00053435i,9.0251e-05+0.00072845i,-0.00011702+0.00049342i,-0.00024345+0.00020827i,-0.0006264+0.00017389i,-0.00037921+0.00058208i,-0.00029617+0.00041114i,-0.00063188-0.00030556i
-0.0025354+0.0016714i,-0.0029385+0.0018356i,-0.0035118+0.0018303i,-0.0024255+0.0017648i,-0.00012095+0.0011378i,0.00084055-0.00024782i,0.00046427-0.00050467i,-0.00060088+0.00019571i,-0.0012068+0.00023925i,-0.001094+0.00026988i,-0.00071808+0.00063447i,-0.0002403+0.00079511i,-0.00051237+0.00070323i,0.00020364+0.00027323i,0.00075198-0.00055613i,-3.6534e-05-0.00045086i,-0.00070121+0.00016838i,-0.00050836-6.2024e-05i,-7.0142e-05-0.00061992i,-1.9446e-05-0.00053869i,-0.00029308-0.00034397i,-0.00049241-9.9155e-05i,-0.00054283+0.00031452i
-0.001008+0.003643i,-0.0011511+0.0033633i,-0.00083743+0.0031625i,0.00014017+0.0015648i,0.00042225-0.00065129i,-0.00081556-0.002287i,-0.0015773-0.0017071i,-0.0010881-0.00038746i,-0.00056596-7.5537e-06i,-0.00028281-0.00021566i,-5.9685e-06+4.1078e-05i,0.00020797-0.00043921i,-0.00045345-0.0014147i,-0.0008408-0.0015093i,0.00017339-0.0013468i,0.00021562-0.00073313i,-0.00028292+2.7117e-05i,-0.00070958+0.00043346i,-0.00072126-0.0001722i,-0.00054388-0.00051346i,-0.00071461-0.0003131i,-0.00043063-0.00033015i,0.00054307-0.0003208i
-0.0019581+0.0019382i,-0.0035838+0.0026791i,-0.0028803+0.0030276i,-0.0018178+0.0031028i,-0.00019957+0.0019395i,0.0010797+0.0008439i,0.0011468+0.00051132i,0.00050686+0.00078186i,-0.00028875+0.00085733i,-0.00028708-7.9563e-05i,-0.00019382-0.0010201i,0.00025614-0.00035982i,0.0006686+0.00019166i,8.1512e-05-3.3586e-05i,-0.00087588-8.1295e-06i,-0.0012097+6.6262e-05i,-0.00049581-0.00021751i,0.00059083-0.0003841i,0.0006394-0.00062682i,0.00029384-0.00081864i,0.00022569-0.00086124i,0.00036035-0.00069547i,0.00032049-0.00044817i
-0.0001752+0.0026461i,-0.0011327+0.0028695i,-0.001569+0.0030081i,-0.0014935+0.0022857i,-0.00017911+0.0012616i,0.00019321+0.00023837i,-0.00039906-0.00013475i,-0.00033002-0.00065399i,-0.00022522-0.00096768i,-0.00039276-0.0014255i,0.00050094-0.0014248i,0.00090353-0.00049899i,0.00058472+0.00026586i,-0.00021619+0.00023482i,-0.00088607-0.00041408i,-0.00018437-0.00065581i,0.0007417-0.0001205i,0.00064093+0.00038181i,0.00021063+0.0005224i,-0.00033768+0.00068438i,-7.3168e-05+0.00068914i,-0.00033023+0.00054849i,-0.00061066+0.00027301i
-0.0012596+0.0035733i,-0.00072592+0.0036332i,-0.00061913+0.002751i,-0.00021954+0.002342i,0.00061411+0.0024619i,0.001064+0.0011555i,0.00045524-0.00051562i,-0.00022967-0.0010754i,-0.00096519-0.00082587i,-0.0015663-5.6341e-05i,-0.0011957-0.00010176i,-0.00053592-0.00011406i,-0.00014555+8.061e-06i,-0.00023322+0.00035393i,-0.00026452+0.00089736i,0.00042706+0.00029182i,0.00093995-0.0007576i,0.0012697-0.0012352i,0.00095515-0.0010264i,0.0001041-0.00015514i,-0.0008138+0.00056323i,-0.0011208+0.00027824i,-0.00051313+3.1165e-07i
-0.00071225+0.0037716i,-0.00084014+0.0040217i,-0.00019301+0.0043219i,0.00025309+0.002435i,-9.8544e-05-0.00021119i,-0.00020149-0.001353i,-7.0655e-05-0.0012333i,-0.0002017-0.0012617i,-6.805e-05-0.0010878i,-0.000215-0.00034774i,-0.00075861-2.4466e-05i,-0.0014685-8.0739e-05i,-0.0015151-0.00027949i,-0.00093556-0.00077839i,-0.0013038-0.00087269i,-0.0010564-0.00075233i,-1.9008e-05-8.5243e-05i,-9.943e-05+0.00026107i,-0.00023512-0.00027593i,-0.00016972-0.00015218i,-0.00047903-0.00027524i,-0.00036857-0.00088766i,5.3429e-05-0.0005946i
-0.0010725+0.00074697i,-0.0013411+0.0017775i,-0.0019036+0.0021391i,-0.0014469+0.0016525i,-0.0013559-8.3131e-05i,-0.0010473-0.0010564i,-0.00057713-0.0011247i,-0.00072593-0.00054669i,-0.00011914-0.00043993i,-5.2752e-05-0.00026102i,-0.000468+0.00013102i,-0.0003987+3.0151e-05i,-0.00017061+6.6873e-05i,-5.51e-05-0.00018916i,-0.00028476-0.00038257i,-0.00099539-0.00018469i,-0.00088798+4.2031e-05i,-0.00039713-0.00020257i,-5.5794e-05-0.00038682i,0.00054617+0.00037681i,0.00047751+0.00021424i,-0.00046858+8.1515e-05i,-0.00097669+0.00041425i
-0.0017264+0.00093149i,-0.0026044+0.0012042i,-0.0016958+0.0020028i,0.00010894+0.0013516i,0.0011593-2.1893e-05i,0.0005963-0.00074072i,-0.00075886-0.00036621i,-0.0013277-0.00025201i,-0.00083475+0.00022231i,-0.00034909+0.00099649i,-0.00031037+0.00060515i,-0.0011673-9.9071e-06i,-0.0010079-0.00040035i,0.00029693-0.00066267i,0.00030607-0.0001839i,-0.00060138+6.3994e-05i,-0.0011585-2.1027e-05i,-0.0011145-0.00031007i,-0.00073214-0.00060912i,-0.00041482+0.00029157i,-0.00036766+0.0015018i,-1.563e-05+0.001514i,0.00059044+0.00068951i
-0.00011724+0.002353i,-0.00092388+0.0028406i,-0.0015386+0.0032349i,-0.0009538+0.002274i,0.00063684+0.0012923i,0.00099939+0.001032i,0.00022878+0.00036577i,-0.00036685-0.00032577i,-0.00087033-0.00018622i,-0.001017+0.00040822i,-0.00061194+0.00032534i,-0.0003679-0.00030323i,-0.0004608-0.00046369i,-0.00036063-0.00040119i,0.00036242-0.00046962i,0.00074884-0.00077612i,0.00031102-0.00064405i,7.6831e-05-0.00052501i,9.9818e-05-0.00048354i,0.0006489-0.00056774i,0.00025755+2.1873e-05i,-7.0179e-05+0.001083i,0.0006366+0.0013254i
-0.00050136+0.0017821i,-0.0015447+0.0013679i,-0.00167+0.0015066i,-0.0012285+0.0017004i,-0.00065818+0.0011759i,-0.00059303+0.00053786i,0.00021258+0.00029983i,0.00033463+0.00030517i,-0.000616+0.0006774i,-0.00061052+0.0010176i,0.00010888+0.00051245i,1.1584e-05+1.2693e-05i,-0.00010367+0.00012414i,-0.00019324+0.00012732i,-0.00040572+0.00025585i,-5.0378e-05+0.00014162i,-0.00021315-0.00078886i,-0.00037355-0.00040875i,-0.00046266+0.00068215i,-0.00098929+0.00071898i,-0.00093219+0.00050824i,-0.00028254+0.0013113i,0.00029481+0.0009637i
-0.00029789+0.0021329i,-0.00078609+0.0020296i,-0.0010702+0.00061967i,-0.0009337-0.00067498i,-0.00042445-0.00030712i,-2.9055e-05+0.0007297i,-0.0002752+0.00075571i,-0.00027943+0.00024975i,2.7885e-05+0.00057801i,2.2715e-05+0.00071316i,0.00048159+0.00038915i,8.773e-05+0.00057866i,-0.00048186+0.00094988i,-0.00044066+0.00077787i,-0.00047666+0.00029345i,-0.00078707+0.00015418i,-0.00069658+3.6767e-05i,0.00016226+0.00037791i,0.00048312+0.00029757i,0.00012819-0.00031314i,-0.00022365-0.0008215i,0.00012597-0.00048733i,0.00052888-8.332e-05i
-0.0002419+0.0022564i,-0.00062487+0.0029752i,0.00013085+0.0035357i,0.00038973+0.0028774i,-0.00060164+0.00096914i,-0.001344-0.00022018i,-0.0018526-5.2688e-05i,-0.0017682+0.00058452i,-0.00082969+0.00041025i,9.4896e-05+0.0002156i,5.2472e-05-0.00011293i,-0.0003916-0.0002361i,-0.0015536+5.6882e-05i,-0.0021132-0.00025281i,-0.0013155-0.0004354i,-0.000612-0.00021204i,-1.2608e-06-0.00055604i,0.00026582-0.00027409i,-0.00021953+0.00013325i,-0.00024532+0.00021182i,4.4932e-05+0.00015666i,-0.00014945+2.9022e-06i,0.00020271-0.00056263i
0.0010633+0.0017039i,-0.00020624+0.0022287i,-0.0013639+0.0016393i,-0.0013502+0.0015211i,-0.0014704+0.00025172i,-0.0015047-0.0012252i,-0.0011385-0.00072874i,-0.00031312-0.00013571i,1.3997e-05+3.6659e-05i,-0.00048768-0.00068984i,-0.0010831-0.00061087i,-0.0012228-0.00017779i,-0.0010774+0.00013379i,-0.0011428+0.00054909i,-0.0009146+8.033e-05i,-4.3794e-05-0.00069392i,-0.0002474-0.00063036i,-0.0005669+0.00020057i,-0.00027141+2.3666e-05i,-0.00042054-0.00019223i,-0.00043653+0.00010278i,-0.00016833+0.00057974i,-0.00040544+0.00078094i
-0.00062302+0.0035185i,-0.001347+0.0039688i,-0.0018922+0.0044853i,-0.0018734+0.0038202i,-0.0004383+0.0017349i,0.00036421+0.000309i,0.00021065-8.1404e-05i,-0.00017907-7.9598e-05i,-0.00099824+0.00012114i,-0.00121+4.0013e-05i,-0.00083093-0.00042585i,-3.1256e-05-0.00057649i,-0.00029853-0.0003798i,-0.00088593-0.00036928i,-0.0009043-8.4967e-05i,-0.00028993-7.2153e-05i,0.00041334+5.2753e-05i,0.00025265+0.0001059i,-4.9749e-05+0.00011577i,-1.4789e-05-1.1458e-05i,5.4e-05-0.00040615i,0.00021865-0.00012644i,-0.00042197+0.00063862i
-0.00067592+0.0027461i,-0.0023507+0.0035031i,-0.0019791+0.0031386i,-0.00056619+0.0019056i,0.00037851+0.0012005i,0.00062387+0.00022837i,0.00041336-6.0956e-05i,-4.0717e-05+0.00041866i,-0.0007089+0.00031531i,-0.00070474+0.00018913i,1.0872e-05-4.0891e-05i,0.00038149+0.00030125i,-0.00021963+0.00093047i,-0.00042596+0.00055018i,0.00012731-0.00019257i,3.3152e-05+2.7612e-05i,-0.00065969-5.1957e-05i,-0.00073045-0.00050996i,-0.00017928-4.9085e-05i,-0.00019369+0.00053792i,-0.0004433+0.00029486i,-0.00037605-0.00047881i,1.577e-05-0.00039209i
0.00035509+0.0014358i,-0.00024669+0.0019609i,-0.00074367+0.0022559i,-0.00033251+0.0012699i,-0.00026653-0.00025179i,-0.00062355-0.00033496i,-0.00061777+1.784e-05i,-0.00061543-0.0001894i,-0.0006515+0.00029099i,-0.00067884+0.00090502i,-0.00069907+0.00028942i,-0.00087835-0.00020848i,-0.0010634+0.00026392i,-0.00082133+0.0003898i,-1.4523e-05-0.00014192i,0.00080445-0.00012335i,0.00046275+0.00025929i,0.00024749+0.00042794i,0.00014165+0.00043399i,-0.00084851+0.00011643i,-0.0011529-0.00066346i,-0.00067737-0.0011037i,-0.00076481-0.00067611i
-0.00015341+0.0030635i,-9.7419e-05+0.002664i,-0.00073624+0.0011499i,-0.0004403-0.00027933i,0.00015067-0.00076562i,2.0723e-05-0.0010437i,-0.00061452-0.0008587i,-0.00031904+0.00023616i,-8.6921e-05+0.00087175i,-0.00071317+0.00065915i,-0.00066492+0.0002416i,-0.00014112-0.00012822i,-0.00027315-0.00025075i,-0.00074543-0.00044993i,-0.00095654-0.00026732i,-0.00071715-2.9169e-05i,-0.00035982+0.0004272i,-3.2097e-05+0.0011435i,-8.0982e-05+0.00086453i,-0.00074335-9.7367e-05i,-0.00067966-2.1741e-05i,0.00027349+0.0004955i,0.00075659+0.00027401i
-0.0014798+0.0029105i,-0.0021901+0.0030689i,-0.0016903+0.0024387i,-0.00031923+0.0018975i,-0.00014827+0.00033301i,0.0002486-0.00086383i,0.0003705-0.00046846i,0.00012317+7.4771e-05i,-0.00037451+0.00089503i,-0.00058436+0.0017513i,0.00012819+0.0012382i,0.00075592+0.00018463i,-6.9899e-05-0.00037295i,-0.0017179-0.00057389i,-0.0018943-0.00078973i,-0.00069074-0.0010125i,-0.0004715-0.00080527i,-0.00081689+0.00039439i,-0.00066675+0.00085028i,1.0627e-05-0.00020477i,0.00018827-0.0004689i,0.00011826+0.00014031i,-0.00035157+0.0003727i
-0.0005498+0.0011646i,-0.0024328+0.0014523i,-0.0039591+0.0011226i,-0.002376+0.00051624i,-0.0010646+0.0005711i,-0.00097576-0.00048856i,-0.00069388-0.0017573i,-0.00050786-0.0016231i,-0.00045197-0.00083088i,-0.0001595-0.00011684i,8.3245e-05+0.00036833i,-0.00076546+0.00015816i,-0.00074012+0.00045014i,-0.00013252+0.00014981i,0.0002904-0.00057293i,0.00019884-0.00047708i,-0.00036162-4.1193e-05i,-0.00037764+3.7357e-06i,0.00070108-0.0002051i,0.00084752-0.00080727i,-0.000378-0.0011354i,-0.00063524-0.0003264i,-0.0007118+0.00064313i
-0.00032025+0.001866i,-0.0014705+0.00094946i,-0.0016542+0.0010349i,-0.00043002+0.0011668i,0.00056285+0.00060353i,0.00019523-0.00038683i,-0.00051244-0.00078218i,-0.00090731-0.00039312i,-0.00098998-0.00040181i,-0.00089084-0.00067114i,-0.0010016-0.00045557i,-0.00063021+0.00010337i,-0.00050041+0.00054871i,-0.00056396-0.00045273i,9.5932e-05-0.0013467i,9.8414e-05-0.00062042i,-0.00035297+0.0002501i,-0.00064864+0.00047047i,-0.00082503+0.00035354i,-0.00045329-0.00012176i,4.6566e-05+9.6607e-06i,-0.00022575+0.00028976i,-0.00014939+0.00055105i
0.0020121+0.0023469i,0.00048985+0.0012047i,-0.00070244-0.00027007i,-0.00040414-0.0002279i,-0.0003011-0.00013538i,-0.00050727+0.00055442i,-0.00049937+0.00076078i,0.00018438+0.00053355i,0.00022203+0.00081798i,-0.00010627+0.00048305i,-0.00013294+0.000613i,-0.00041847+0.00087462i,-0.00036659+0.0014155i,-0.0004915+0.00092894i,-0.00066288+5.7423e-05i,-0.00088715-0.0004236i,-0.00066219-0.00019482i,1.5673e-05+0.00063994i,0.00018874+0.001254i,0.00058894+0.00082619i,0.00077078-0.00018068i,4.3962e-06+1.2649e-05i,-9.9484e-05-9.1606e-05i
-0.0011987+0.0014448i,-0.0011965+0.0024663i,-0.0012107+0.0021872i,-0.00081712+0.0019231i,-0.00011951+0.0017116i,-0.00048515+0.00029194i,-0.00066094-0.0011827i,-5.3511e-05-0.0011853i,-0.00057808-0.00096149i,-0.00085633-0.00041451i,-0.00051168-3.5144e-05i,-0.00024806+0.0005218i,0.00041342+0.0002543i,0.00019454-0.00043114i,-0.00042943-0.00063771i,-0.00067815-0.00067362i,-0.00042768-0.00025375i,-8.5046e-05+0.00062603i,-0.00042181+0.00080339i,-0.00040428+0.00044317i,-0.00032312+0.00023277i,-9.72e-05+0.00097083i,-0.00031257+0.0013811i
0.00094738+0.0036935i,0.00056881+0.0030961i,-0.00011102+0.0029477i,-0.00096173+0.0011552i,-0.00041043-0.00070711i,5.4391e-05-0.00082242i,0.00021968-0.00031111i,0.00032927+0.00027366i,0.00082762+0.00031244i,0.00039246-0.00021328i,-0.00059231-0.0010506i,-0.00062785-0.0013431i,-0.00076569-0.00081145i,-0.0010068-0.00029929i,-0.00045815+0.00038546i,-0.00033552+0.00099511i,-0.00017704+0.00052767i,4.1391e-05-0.00022077i,0.00020218-0.00011558i,-6.3235e-05-0.00046794i,-0.0004546-0.001063i,-0.0002179-0.00093286i,0.00030177-0.00071802i
-0.0015708+0.0029216i,-0.0023619+0.003546i,-0.0018701+0.0035268i,-0.00062822+0.001726i,0.00043388-0.00037691i,-9.5344e-05-0.0014332i,-0.00022358-0.0015366i,0.00019822-0.00084855i,-6.9936e-05-0.00017556i,1.2868e-05+5.9533e-05i,-7.2849e-05-0.00023149i,-0.00051985-0.001117i,-0.00047612-0.0010541i,-0.0002331-0.0011724i,-0.00016233-0.0016776i,0.00050872-0.0011672i,0.001016-7.7871e-06i,0.0007134+0.0010135i,-0.00044999+0.0012278i,-0.00078576+0.00033993i,-0.0006969-3.67e-05i,-0.00033964-4.0573e-05i,0.00066129-0.00018295i
-0.00086253+0.0015612i,-0.002371+0.0028687i,-0.0028431+0.0023308i,-0.0020114+0.0013096i,-0.001625+0.0010366i,-0.00097828+0.0014339i,-0.000359+0.0017813i,-0.00017823+0.001013i,0.00017988-3.566e-05i,0.0002323-0.00020983i,-0.0008293-0.00030682i,-0.0013957-9.7963e-05i,-0.00050076-0.00042259i,0.00053299-0.00068063i,0.00012965-0.00055421i,-0.00074211-0.0004629i,-0.00076188-1.4022e-05i,-0.00055022+0.00042979i,-8.8455e-05+0.00051478i,-4.1367e-05+0.0004071i,-0.00020265+0.00038965i,0.00023023+0.00030905i,0.00058295+0.00016099i
0.00067718+0.0023691i,-0.0013289+0.0022182i,-0.0030747+0.0016769i,-0.0027067+0.00065817i,-0.0016029+0.00014226i,-0.00095061+3.3805e-05i,-0.00056729-0.00040057i,0.00017335-0.00014636i,0.00055198+8.8169e-05i,-1.6812e-05-8.8562e-05i,-0.00074704-0.00016243i,-0.00073712+0.00011036i,-0.00014874+0.00032154i,0.00059633+0.00017735i,0.00093307+0.00033199i,0.00090422+0.00072712i,0.00025034+0.00051398i,-0.00048891-3.0681e-05i,-0.00017714+4.1485e-05i,-5.3694e-05-0.00018957i,-0.00012422-0.0007692i,-0.00029837-0.00052483i,-0.00045425-0.00066996i
0.00051244+0.0027972i,-0.00029209+0.0016252i,-0.0006364+0.00023377i,-0.00075102+0.0003175i,-0.0014196+0.00019697i,-0.0022586-0.00025452i,-0.0024316-0.00049234i,-0.0013975-0.00027074i,-5.1309e-05-0.00058113i,0.0002413-0.0005988i,-0.00018759+0.00016719i,-0.00075654+6.5879e-06i,-0.00080416-8.3527e-05i,-0.00054622+0.00039678i,-0.0011221+0.00030378i,-0.0010767-0.00061451i,6.651e-05-0.00068524i,0.00070814-7.8344e-05i,0.00032871-0.00016312i,-0.00018696-0.00035903i,-0.00039368-0.00050456i,-0.00055789-0.00024937i,-0.00017576+0.00042295i
-0.0018457+0.0026915i,-0.0028103+0.0037966i,-0.003034+0.0036007i,-0.0011691+0.0026885i,0.00011487+0.0017321i,-0.00020362+0.00027814i,-0.00087653-0.00087019i,-0.0013018-0.00035152i,-0.0015853+6.0237e-05i,-0.00056817+0.00017151i,0.00046826+0.00073343i,-0.00010722+0.00088041i,-0.00055937+0.00042891i,0.00015535-0.00038711i,0.00050875-0.0012196i,0.00027226-0.0014668i,0.00041951-0.00060316i,0.00060359+0.0002582i,-0.00019684+6.9289e-06i,-0.00080957-0.00028517i,-0.00064882-0.00015836i,-0.00020288-0.00046637i,-9.8623e-05-0.00020265i
-0.00021865+0.0034715i,-0.00069598+0.0036492i,-0.0013461+0.0040364i,-0.00067534+0.0025084i,0.00059774+0.00057595i,0.0010268-0.00064436i,0.00017575-0.00091639i,-0.00026858-0.00057423i,-0.00022377+1.1959e-06i,-0.00014942-0.00035427i,6.9365e-05-0.00017445i,0.00034088-0.00018044i,2.3701e-06-0.00083127i,-0.00046005-0.0012221i,-0.0010553-0.001128i,-0.0011408-0.00061183i,-0.0010579+0.00043677i,-0.00055633+0.0011382i,0.00045083+0.00087708i,0.00054429+0.00028349i,-0.00063283+0.00025526i,-0.00078264+0.0001714i,-0.00050112-0.00026739i
-0.001119+0.0027212i,-0.0019523+0.0034268i,-0.0026075+0.0035898i,-0.0020663+0.0020466i,-0.00045266+0.00030772i,0.00035748-0.00097296i,-0.00031476-0.0013515i,-0.00086089-3.2723e-05i,-0.00094467+0.00081837i,-0.00069801+0.00085216i,-0.00034252+0.00044886i,0.00033144-0.00028238i,0.00033038-0.00099561i,0.00038388-0.0015867i,0.00033166-0.0016108i,-0.00021657-0.0008222i,-0.00031813-0.00011875i,-0.00045911-0.00098364i,-0.00041752-0.00078944i,7.8156e-05+0.00043573i,9.8927e-05+0.00037744i,-0.0002774+0.00029299i,-7.1359e-06+7.5755e-05i
-0.00017388+0.0024445i,-0.00077855+0.0020821i,-0.0010102+0.0021293i,-0.000889+0.0019713i,-0.0002839+0.00043178i,-0.00016082-0.00056414i,-0.00039723-0.00050367i,0.00063953-0.00016799i,0.00088548+0.00054231i,0.00043138+0.0003618i,0.0001695-0.00027889i,-0.0012067-0.00062819i,-0.0025002-0.00021688i,-0.0011573-5.9418e-05i,0.00054537-0.00072359i,0.00032359-0.00081821i,-0.00029512-0.00031721i,-0.00056577-0.00012981i,-0.00033209-8.5197e-06i,1.9119e-05+0.00040446i,0.00074154+0.00053601i,0.0006242+0.00046661i,0.00054517+0.00043618i
-0.0010558+0.0018852i,-0.0024714+0.0014382i,-0.0037587+0.00069383i,-0.0025219+0.00031533i,-0.00038731+0.00038792i,0.00015561-5.5044e-05i,9.0059e-05-0.00021409i,-0.00022442-0.00011914i,-0.00061998+0.00037349i,-0.00062198+0.00090727i,-0.00016747+0.00082738i,-0.00012131+0.00045007i,-0.00012641+2.9571e-05i,-9.3099e-05-0.00020669i,-8.8048e-05-0.00016491i,-0.00015271-0.00018969i,-0.00074864-0.00062939i,-0.00011064-0.0007373i,0.00050305+5.6176e-05i,-0.0001678+0.00060573i,-0.00057178+0.00013387i,-0.0007244-0.00037058i,-0.00028991-0.00037068i
