-0.0025401+0.00024132i,-0.0021168-0.00016973i,-0.0026092+0.0010311i,-0.0018582+0.0022805i,-0.00052916+0.0026983i,-0.00024801+0.0025312i,-0.00061542+0.0019915i,-0.00043024+0.0017556i,-2.1356e-05+0.0013748i,0.0006302+0.00098099i,0.00059514-0.00024189i,0.00037908-0.0012307i,0.00091332-0.0014057i,0.00064209-0.001346i,-0.0006499-0.00087324i,-0.0014661-0.00017877i,-0.0011729+0.00038134i,-0.0001567+0.00063171i,0.00071621+0.00075989i,0.00049196+0.00060079i,-0.00027713-5.3389e-05i,-0.00024523-0.00035887i,0.0004059-2.3736e-05i
0.00061338+0.0010671i,0.00085071+0.00051952i,0.002004+0.00050065i,0.0011868+3.0775e-06i,0.00019466-0.0010125i,0.0011016-0.0012247i,0.00087604-0.00094869i,0.00034139-0.00014281i,-3.4433e-05+0.0011417i,-0.00022152+0.0016146i,-0.00013985+0.0011721i,-0.00014273+0.00045061i,0.00027194+0.00039777i,-0.0001173+0.00070989i,-0.00042094+0.00042725i,-0.00064529-9.5862e-05i,-0.00044792-0.00055034i,-0.00050485-0.00021722i,-0.00060317+0.00023731i,-0.00015598-0.00040319i,-0.00039402-0.0011776i,-0.00023663-0.00051832i,-0.00039229-0.00011835i
-0.00053228+0.00096064i,-0.001218+0.0018893i,-0.00086281+0.001841i,-5.1091e-05+0.00094836i,0.001115+0.00071265i,0.0021775-0.00035016i,0.0012992-0.000957i,-0.00048377-0.00029004i,-0.00057374-9.9566e-05i,-0.00033115+0.00028661i,-0.0010118+0.00081796i,-0.0011531+0.0011182i,-0.00027302+0.00068789i,0.00023371-0.0001776i,0.00035282-0.0001937i,0.00066978-0.0001265i,-9.0161e-05+0.00069072i,-0.00064207+0.00072242i,-9.026e-06+4.0167e-05i,0.00038069-0.00016764i,7.4996e-05-0.00022417i,-0.00033304-9.6496e-05i,0.00014297-4.704e-05i
0.00056137+0.00077914i,-0.00051264+0.00060428i,-0.00019049+0.00033114i,0.00059112+0.00020286i,0.00066841+0.00015214i,0.00034225+0.00032366i,3.9096e-05-0.00014149i,0.00054206-0.00030776i,5.8343e-05-6.7514e-05i,-0.00055764+0.00026138i,6.4622e-05+0.00088155i,0.00024449+0.00074806i,-0.00044676+0.00017034i,-0.00042908+0.00055543i,0.00022641+0.00072564i,0.00060745+0.00044017i,0.00046546+0.00080038i,7.4135e-06+0.0010534i,-0.0002515+0.00059728i,-0.00036903+0.00018478i,-0.00066086+0.0001663i,-0.00061828-0.00014868i,-0.0004858-0.00039659i
0.0004271+0.0007912i,0.00080651+0.0017933i,-0.00016515+0.0016753i,0.00011227+0.0014178i,0.00086733+0.0013519i,0.0006139+0.00091635i,6.4342e-05+0.0005884i,-0.00033455+0.0009343i,-0.00044928+0.00061614i,-0.00022138+0.00057805i,-0.00026865+0.0010274i,-0.00041021+0.00061143i,-0.00033623+0.0004168i,-0.00073006-2.8262e-05i,-0.00071023-0.00010806i,4.914e-05-0.00026668i,0.00088966-0.00035025i,0.0008888+0.00036011i,0.00018008+0.00056158i,7.0626e-05-0.00024747i,0.00012324-0.00021775i,-0.00019314+0.00024705i,-0.00042506-0.00010908i
0.0005339+0.00010621i,0.00085887+0.00069826i,0.0017064+0.0010265i,0.0016679+0.00036938i,0.0010763+0.00023796i,0.0019267+0.00035396i,0.0020185+2.0522e-07i,0.00078641-0.00050568i,0.00010653-0.00039141i,-0.00016249+0.00021242i,-0.00013509+0.00054543i,1.248e-05+0.00095638i,0.00029511+0.00039282i,0.0005301+0.00015484i,0.00025825+0.00052162i,4.7152e-05+0.00020207i,0.00036856+0.00028262i,0.0001004+0.00089471i,-0.00026006+0.00091354i,-5.0563e-05+0.00039326i,-0.00094716-0.00031219i,-0.0012559-0.00015069i,0.00010269-0.00035821i
3.1796e-05+0.00058624i,-0.00069067+0.0008652i,-0.00050982-3.2324e-05i,0.00047947+0.00010326i,0.00093825+0.0010642i,0.00056386+0.00078787i,7.0016e-06+0.00050605i,-0.00025867+0.00068242i,-0.00011697+0.00085182i,5.1936e-05+0.00099265i,0.00029157+0.00086038i,0.00025119+0.00038521i,0.00039014+0.00019685i,0.0005738+0.00016292i,0.00033328+0.00017094i,-0.00015784+0.00035692i,-0.00043303+1.2021e-05i,0.00048242+0.00016639i,0.00088942+0.0006468i,0.0010968+0.00019252i,0.0004337-0.00016754i,-0.0003732-0.00013302i,0.00034028-0.00035049i
0.0016557-0.00024275i,0.0016331-0.0016765i,0.0020086-0.0025812i,0.00168-0.0026067i,0.0017493-0.0019881i,0.0015566-0.001612i,0.00013788-0.0012134i,-0.0006412-0.00076661i,-0.0002466-0.00022409i,0.00015001+6.7807e-05i,8.9594e-05+8.5742e-05i,0.00020729+0.00046097i,0.00070554-0.0003931i,0.00057769-0.0010288i,0.00014168+8.3135e-05i,0.0002233+0.00068313i,0.00022101+0.00063606i,-0.0004082+0.00057908i,-0.00074809+0.0006576i,-0.00083176+0.00043739i,-0.00021561-0.00037446i,0.000979-0.0010576i,0.0010439-0.00034482i
-0.0022214+0.001117i,-0.0022801+0.001627i,-0.0017953+0.0021146i,0.00041365+0.0027525i,0.001974+0.0019877i,0.002432+0.00039888i,0.0020089-0.00020973i,0.0007114+9.8996e-07i,-0.00035919+0.0002367i,-0.00041506+0.00036704i,8.5747e-05-0.00013494i,0.00013785-0.0004959i,-6.8253e-05-0.00079668i,-0.0001896-0.0011378i,-0.00021909-0.00087066i,0.00016476-0.00076841i,0.0010201-0.00025042i,0.0011166+0.00029292i,0.00049805-6.0371e-05i,0.00026978-0.00035618i,0.00023761+2.6827e-05i,-0.00011813-9.6399e-06i,0.00016184-0.00046868i
-0.0013788+0.00055768i,-0.00065533-0.00026517i,-3.2125e-05+3.5471e-06i,0.00090567+0.0006396i,0.0016592+0.00077086i,0.0011191-9.4516e-05i,0.00043191-0.00017106i,0.00016898+0.00092443i,-0.00033828+0.00071879i,-0.00050281+5.9528e-05i,-0.00046272-0.00021659i,-6.723e-05-0.00022856i,-0.00025487+6.5146e-06i,1.4017e-05-8.0788e-05i,0.00063707-6.6806e-05i,0.00053529-6.2572e-05i,0.00011417-0.00037718i,0.00067902+0.0003664i,0.00085425+0.00090791i,-7.5103e-05-3.5606e-05i,-0.00027917-0.00057965i,-4.6767e-05-0.00048387i,-7.1834e-05-0.0001894i
-0.0007671+0.00062475i,-2.2908e-05+0.0014048i,0.00030293+0.0031777i,0.00084982+0.0033408i,0.0020477+0.0019968i,0.0020169+0.00019818i,0.00074731-0.00052741i,-0.00023534-0.00036654i,-0.00055288+1.6729e-05i,-0.00077448+0.0010482i,-0.0010493+0.0013567i,-0.00046137-0.00014581i,-0.00010331-0.00090889i,0.00020083-0.0001516i,0.00026378+0.00071043i,-0.000185+0.00040494i,-0.00032097-0.0006367i,-0.00015253-0.00045963i,-5.8678e-05+0.0004078i,-1.7169e-05+0.00090278i,0.00012563+0.00032601i,0.0005753-0.00026098i,0.0009733+6.0763e-05i
0.00087323-0.0023019i,-0.00097873-0.002359i,-0.0016877-0.0028413i,-0.0010419-0.0017709i,-0.00017633-0.00054076i,0.00037088-0.00092004i,0.00028861-0.0010045i,0.00027482-0.00021404i,0.00042608+0.00021132i,0.00067919+0.0005398i,0.00075287+0.0013627i,0.00069932+0.0015743i,0.00083466+0.00078384i,0.00092507+0.00021602i,0.00058145+9.483e-05i,0.00024063+0.00015674i,5.923e-05-0.00012608i,0.00092441-0.00028235i,0.0017066-0.00011769i,0.0016932-0.00042808i,0.00097508-0.00036804i,-6.4594e-05+0.00035935i,-0.00091887+0.00050912i
0.0021784+0.0010113i,0.0016125+0.00016323i,0.0010946-0.00031699i,0.00094924-1.9813e-05i,0.0012733-0.00096883i,0.0010531-0.0011939i,0.00055817-0.00010669i,0.00014843+0.00021248i,9.4867e-05-0.00051391i,0.00012826-0.00042854i,0.00025022-0.0003037i,0.00031933-0.00083499i,0.00013812+1.6671e-06i,0.00015783+0.00044128i,0.00064154-0.0006858i,9.9334e-05-0.0012179i,-0.00078571-0.0010016i,-0.00065396-0.00040432i,-4.9451e-05-0.00026675i,0.00022005-0.00054765i,-0.00012967-0.00072797i,-0.00030871-0.0008199i,0.00013467-0.00049183i
0.00033627+0.0013786i,0.00012858+0.0014897i,0.00056364+0.0010087i,0.00052597+0.00074837i,0.0008167+0.00018503i,0.0021913-0.00053601i,0.0017575+0.00041315i,-3.2379e-05+0.0010821i,-0.00045406+0.00052332i,-0.00051439+0.00017i,-0.00080861-0.00015291i,-0.00090561-0.00055988i,-0.00028892-2.2764e-05i,0.00058865+0.00063253i,0.00050712+0.0003152i,0.00045449+0.00015629i,0.00017212+0.00066429i,0.00014574+0.00062942i,0.00017639+0.00030298i,-0.00022399+0.00023085i,0.00012577-0.0004027i,0.00041062-0.00033174i,-0.00014587-0.00015991i
0.0011204-0.0010353i,0.0020254-0.0013444i,0.00082169-0.00055216i,-0.00091199-0.00037431i,-0.00070777-0.0001802i,7.988e-05-0.00066499i,0.00078315-0.00087588i,0.00085953+2.7815e-05i,0.00013423-0.00040149i,-9.4287e-05-0.0010699i,0.00024048-0.00049271i,0.00030966-0.00037547i,-9.7643e-05-3.2149e-05i,-0.00018845+0.0010607i,-0.0002055+0.00082665i,-0.00064277+3.9863e-05i,-0.00040511-0.00013031i,0.00058757+0.00022979i,0.00070454+0.00090885i,0.0004439+0.00046578i,0.00078353-0.00011562i,0.00098673-1.4923e-05i,0.00050283-0.0002018i
0.001075+0.0012274i,0.0016534+0.0014063i,0.0023592+0.002524i,0.0014831+0.0022515i,0.0012531+0.0010479i,0.0019337+9.4673e-05i,0.0013317+0.00053504i,7.3253e-05+0.001133i,-0.00092953+0.00088385i,-0.00061489+0.00037574i,0.00026034-0.00018733i,-0.00010042-0.00032032i,-0.00033404-0.00043016i,0.00017568-0.00090251i,0.00062058-0.0012008i,0.00097933-0.00051124i,0.00083535+4.6801e-05i,0.00088415+0.00054828i,0.0006008+0.00078086i,0.0006398+0.00035607i,0.00045165-4.2926e-05i,0.00022791-0.00097095i,2.1309e-05-0.00082814i
-0.00053424+0.00061594i,-0.00037495+0.00028892i,-0.00072117-0.00017646i,-0.00023052-0.00084712i,0.00047635-0.0016219i,0.001107-0.0015986i,0.0011431-0.00081064i,0.00035599-0.00063165i,-3.6039e-05-0.00025454i,-0.00033915+0.00019911i,2.6022e-05+0.00011707i,0.00046775-6.7926e-05i,-9.2127e-05-0.00032936i,-0.00062318-0.0005427i,-0.00055991-0.00019315i,-0.0006326+0.00053276i,-0.0013078+0.00068604i,-0.00074887-0.0001304i,-0.00033792-0.00024469i,-0.0010007+0.00036398i,-0.0008914+0.00012347i,-0.00051573+0.00020205i,-0.00041144+0.00087692i
0.0014615-0.00032514i,0.0012924+0.00046306i,0.0015665+0.0006425i,0.00035782-9.1798e-06i,-0.00037381-0.0012041i,0.00025062-0.0010439i,0.0010122-0.00092355i,0.0010066-0.00070314i,7.8065e-05-0.00017229i,-0.00063567+0.00022997i,-0.00081757+0.00045608i,-0.00033636-0.00022333i,0.00056185-0.00074797i,0.00087375-0.00031806i,0.00069874+0.00041354i,6.5651e-05+0.00050164i,0.00025864+0.00039661i,0.00019823+0.00065964i,-0.00034637+0.00077246i,-0.00056078+0.00040056i,-0.00031051+0.0002874i,0.00046654+8.6857e-05i,0.00015142-0.00055611i
-0.00022609-0.0020991i,-0.00099114-0.0017431i,-0.0015336-0.00076106i,-0.0010641-0.00023168i,-0.00017495-0.00029802i,0.0011367+6.8445e-05i,0.0014332+0.00043781i,0.0012148+0.00048389i,0.00092038+0.00056043i,-4.7255e-05+0.00022051i,-0.00094344+0.00026291i,-0.00094816+0.00089264i,-7.5047e-05+0.00047828i,0.00043677-0.00055914i,-0.00047474-0.00088252i,-0.00068604-0.00068164i,-0.00019811-0.00024159i,-0.0001251+0.00012977i,-0.00030933+0.00073502i,-0.00029091+0.00061297i,-4.3157e-05-0.00047677i,0.00059931-0.00049252i,0.0013287-0.00041073i
0.00092654-0.00081842i,0.0015073-0.0022425i,0.0016027-0.0010175i,0.0013974+0.00076235i,0.0015466+0.001664i,0.00095292+0.0014887i,0.00033823+0.00078856i,-0.00080919-8.809e-05i,-0.0011183-0.00014284i,-0.00020379+0.00013058i,0.00013561+0.00074901i,-6.5599e-05+0.00074577i,-9.318e-05-7.653e-05i,0.00019502-9.9605e-05i,-3.7439e-05+0.00038256i,-0.00040547+0.00063118i,-0.00049219+0.00015337i,-0.00072544-3.5955e-05i,-0.00055915+0.00024657i,0.00027836+0.00038683i,0.00098337-0.00018171i,0.00082778-0.00083271i,0.00021649-0.00039452i
-0.00075495+0.0014397i,-0.0015764+0.0021543i,-0.0010123+0.0020717i,0.00058019+0.0012631i,0.0018362+0.00071129i,0.0014665-0.00013259i,0.00017313-0.00074803i,0.00038218-0.00052782i,0.00032812+2.889e-05i,0.00020942+0.00053347i,0.00011796+0.00022579i,0.0003127-0.00019994i,0.00029714-0.0003636i,0.00079932-0.00090864i,0.0014757-0.001186i,0.00063589-0.00107i,-0.00041109-0.00039811i,-0.0006147+0.00096655i,-0.00072438+0.00094228i,-0.00087297+1.8952e-05i,-0.00033302-0.00017814i,0.00011159+0.00024633i,0.00011022-3.183e-05i
-0.0010971-0.0014228i,0.00014453-0.00076637i,0.00074269+0.00014503i,-0.00027187+0.0013059i,0.0002033+0.001201i,0.0006478+0.00074966i,0.00063823+0.00045671i,0.00032684+0.00020014i,0.00047964-0.00010871i,0.00060118+0.00037532i,4.6817e-05+0.00052331i,-0.00017991+0.00032712i,2.2053e-05+0.00016229i,0.00021178-5.3288e-05i,-0.00016959+0.00043269i,-0.00068283+0.0006943i,-0.00064379+0.00083972i,-0.00050228+0.0015775i,-0.00029354+0.0016251i,-0.0001946+0.00018029i,-0.00031802-0.0008492i,-0.00012614-0.00022363i,0.00027818+0.00018499i
0.0018929-0.0012089i,0.0017447-0.0015635i,0.0021472-0.0022019i,0.0016044-0.0012032i,0.00089911-0.0011992i,0.00098158-0.002136i,0.00020736-0.0009028i,-0.00045848-0.00039236i,9.2716e-05-0.00069349i,5.2008e-05+4.581e-05i,-0.00040116+0.00042667i,-0.00050258+0.00015902i,-0.00010522-0.00073917i,0.00032913-0.00087853i,0.00012176-0.00019501i,-0.00022666+0.00023944i,-0.00069405-6.0443e-06i,-0.0010188-0.00050533i,-0.00075565-0.00011944i,-0.00010146+0.00020502i,0.00013522-0.00037144i,9.8666e-05+8.3005e-05i,-0.00047756+0.00088896i
-0.0030233+0.0021152i,-0.00346+0.004512i,-0.0024992+0.0057214i,-0.0010274+0.0049615i,0.00042632+0.0028353i,0.0017658+0.00098278i,0.0017152-0.00036977i,0.00024844-0.00073916i,-0.00010993-0.00018844i,-4.7417e-05+0.00018612i,-0.00024468+0.00088503i,-0.00021931+0.00071977i,-0.00028648-0.00068661i,-0.00044299-0.0011643i,-0.0011268-0.00089745i,-0.0013569-0.00060629i,-0.00075567-0.00039174i,-9.2075e-06-0.00028549i,0.00034157-0.00070238i,0.00040122-0.00014852i,0.00050595+0.0004691i,0.00097435+0.00013125i,0.00060056-0.0003477i
-0.00090813-0.00082516i,-0.0014059-0.0006548i,-0.001264-4.6906e-05i,-0.00041736+0.00023082i,0.00032537-0.00041533i,0.0011178-6.2198e-05i,0.00065982+0.00099445i,-1.4116e-05+0.0003626i,0.00052332-0.0007545i,0.00044852-0.00058665i,-0.00027179-0.00070413i,-0.00020844-0.00096323i,1.7576e-05-0.00021836i,-1.1339e-06+0.00090266i,-0.00060259+0.00089585i,-0.00095278+1.2562e-05i,-0.00024875-0.00026854i,7.9008e-05+0.00039087i,4.6321e-05+0.00066576i,0.00030139+0.00029495i,0.00048919+3.6829e-05i,0.00032906+0.00012752i,-0.00036012+0.00014916i
-0.000721-0.0004858i,-0.00082813-0.0016744i,-0.00061633-0.0012836i,-0.0002306+0.00027583i,0.00089436+0.0008461i,0.0011808+0.00089989i,0.00021479+0.00034417i,-0.0004672-0.00052949i,2.4197e-05-0.00073856i,-8.4113e-05-3.7651e-05i,0.00054485+0.00063972i,0.00089495-0.00011444i,0.00089205-0.00030427i,0.00038694-2.5668e-05i,0.00039494-0.00019848i,0.00038777-9.0254e-05i,-0.00041691-8.2513e-05i,-0.00073545-0.00021507i,-0.00057658-0.00078642i,0.00023243-0.001338i,0.00053166-0.00057444i,-0.00018375-1.3213e-05i,-0.00025894-0.00021993i
-0.00078369-0.0027959i,-0.0015713-0.0020138i,-0.0031333-0.0013839i,-0.0022116-0.00012252i,-0.00043274+0.0007082i,0.0012329+0.00059046i,0.0019334-0.00014929i,0.00098422-0.00059427i,-0.00035872-0.00082856i,-0.00071067-0.0010645i,-0.00026236-0.00030094i,-0.00017822+0.00029943i,-0.00022033-0.00029565i,0.00039509-0.00097139i,0.0007905-0.0010296i,0.00043719-0.00073026i,0.00074293+9.3461e-05i,0.00089719+0.00076967i,0.00048455+0.00045973i,0.00021568-0.0005701i,-0.00029077-0.00053113i,-0.00051505-0.00018993i,-0.00024067-0.00031188i
0.00075836+0.00083578i,0.0011527+0.00057776i,0.00062241+0.0011313i,0.0014893+0.0010121i,0.0026908+0.00044071i,0.0012819+0.00029115i,0.00058037-8.2037e-05i,0.00097195-0.00064376i,0.0004601-0.00044732i,-0.00044439+0.00061151i,-0.0012165+0.00089869i,-0.00050142-0.00024083i,-9.9038e-05-0.00065311i,-0.00013197-7.3132e-05i,-0.00025181-2.5177e-05i,-0.00018357+1.214e-05i,-0.00029973+1.6798e-05i,-0.00077339-0.00029752i,-9.4363e-05-4.5225e-05i,0.00087062+0.0004789i,0.00047211+0.00053898i,-6.1531e-06+1.7589e-06i,-0.00014324-0.0003396i
-0.0019586+0.00011753i,-0.0022515+0.0013119i,-0.0020057+0.0021078i,-0.00043103+0.001716i,0.00086583+0.0011431i,0.0010597+0.00053561i,0.00084757-0.00019557i,0.00030855-0.00040994i,-0.00033131+8.0937e-06i,-0.00030684-0.00010582i,-0.00044565+5.8414e-05i,-0.0001843-0.00023482i,0.0004857-0.00078947i,0.00040985-0.00089835i,-8.1211e-05-0.00099054i,-0.00042739-0.00050778i,-0.0001168-0.0003066i,0.00023208-0.00064414i,0.0002626-0.00095092i,-0.00049248-0.00060589i,-0.00053055+0.00013429i,6.4713e-05+0.00023612i,-0.00011259+7.5463e-05i
0.00017865-0.0026224i,-6.2177e-07-0.0027987i,0.00055573-0.0022557i,0.00037689-0.0017143i,-7.4161e-05-0.0015394i,-0.00018935-0.00080127i,3.4533e-05+0.00023836i,0.00021105+0.00020365i,0.0003103-0.00018822i,1.3575e-05-0.00046i,-8.6903e-05-0.00018405i,0.00016722+0.00041673i,0.00015286+0.00040138i,0.00031858-0.00021762i,0.00069265-0.00047071i,0.00034816-0.00029448i,-0.00087597+0.00036852i,-0.00083961+0.00074637i,0.00056859+0.00076695i,0.00018027+0.00035599i,-2.6758e-05-0.00010265i,0.00056271+0.00010045i,0.00011545+0.0004281i
-0.0014118+0.00075281i,-0.0016231+0.00036872i,-0.0014014+0.0011229i,-2.1216e-05+0.0016714i,0.0006281+0.00082095i,0.00095074+0.000122i,0.0011215-0.00043445i,-4.6848e-05-0.00042444i,-0.0014956-0.00014634i,-0.0014923+0.00030409i,-0.00043264+0.00050836i,9.28e-05+0.0010459i,-0.00047892+0.00094382i,-0.00067481+0.00014166i,-0.00027985+3.8406e-05i,0.00056561+0.00025718i,0.00048433+0.0012766i,-0.0006924+0.0013999i,-0.00039067+0.00062259i,0.00070275+0.0005893i,0.00091153-0.00040338i,-0.00028746-0.001141i,-0.00076341-0.0008534i
0.00078686-0.00056138i,0.0014696-0.00075514i,0.00077565-0.0004636i,0.00026493-3.1767e-05i,0.0015497+0.00045805i,0.0022879+0.00018026i,0.0011399+0.000238i,0.00011072+0.00010288i,3.364e-05-0.00014639i,0.00032448+0.00036207i,0.00013464+0.00030434i,-0.00012929-0.00048643i,-0.00012619-0.00079978i,-0.00011552-0.00046226i,-0.00043772+0.0002156i,-0.00045747+0.00080369i,0.00033646+0.00098462i,0.0012408+0.0014768i,0.00047473+0.00095094i,-0.00055415+8.2985e-05i,-0.00054763+0.00015761i,1.5523e-05+0.00027057i,0.0010152-0.00041451i
-0.00057992+0.00095814i,-0.00015961+0.0014177i,0.00037658+0.0011942i,0.0023232+0.0014792i,0.0030535+0.0012604i,0.0021032-0.00049178i,0.0014066-0.00096954i,0.00025755-0.00036651i,-0.00051699+0.00054248i,-0.00014136+0.00096572i,0.00034512+0.00053201i,-0.00011613-0.00020159i,-0.0007555-0.00051203i,-0.00040508-0.00078748i,-0.00028339-0.00015757i,-0.0011902+0.00067957i,-0.0013699+0.00068625i,-0.00099731+0.00070773i,-0.0010319+0.00052108i,-0.00086554+0.00046992i,-0.00044484-0.00013576i,3.2808e-05-0.00090869i,0.0003295-0.00065371i
0.00066852+0.00027692i,0.00081163+0.00060566i,0.0007287+0.00097412i,0.00079441-0.00036759i,0.0012458-0.00022832i,0.0016325+0.00034112i,0.0010221-0.00028376i,0.00070662-0.00056404i,7.2626e-05-0.00056551i,-0.00099178-0.0010232i,-0.00073006-0.0015275i,0.00011786-0.0018721i,3.3915e-05-0.00099269i,0.00021505+0.00065854i,-0.00011506+0.00093037i,-0.00035965+0.00012775i,0.00019051-9.5683e-05i,0.00064354-5.136e-05i,0.00010178+1.9406e-05i,-0.00083214+1.7048e-05i,-0.00037487-0.0003399i,0.0003064-5.1667e-05i,0.0005486+0.0001958i
0.00035664+0.00024391i,0.00024642+0.0001931i,0.0010042+0.00081803i,0.0011189+0.00036182i,0.00131-0.00062952i,0.0020404+5.8218e-05i,0.0015357-0.00024184i,0.0007963-0.00093969i,0.00098376+0.00013194i,0.00050228+0.00077346i,-0.00042534+7.9099e-05i,-0.00032619-0.00038507i,-0.00021626-0.00038125i,-0.00010002-0.00035056i,0.00019333-0.00032713i,0.00036957+0.00015408i,0.00038616+0.0012438i,0.00035068+0.0013001i,0.0002089+0.00076423i,-0.00017209+0.00046513i,-0.00015035+0.00024457i,0.00028586+0.00026803i,0.00019824+0.00051415i
0.00033276-0.00069062i,-0.00013207-0.00050187i,-0.0016443-0.0008491i,-0.0013119-0.00095602i,0.00013851-0.00039412i,0.0011394-0.00049059i,0.0013055-0.0003161i,0.0009793+4.5848e-05i,4.9432e-05-5.0705e-05i,-0.00053628-4.2483e-05i,-0.00097475-0.00014023i,-0.00066137-3.7559e-05i,0.00025694+0.00020812i,0.00045766+0.00011558i,0.00057631-0.00019407i,0.00096448-0.00023132i,0.00084026+0.00013354i,0.00051045+2.5445e-06i,0.0012633-0.00047732i,0.0013993-7.583e-05i,0.00051702+0.00026228i,-0.00017502+0.00018722i,-0.00021672+0.00081374i
-0.00054759+6.6196e-06i,0.0011688+0.0004277i,0.00091746+0.0018309i,0.00028017+0.0030357i,0.00076612+0.0022496i,0.0018025-0.00036931i,0.001525-0.00074655i,0.00077391+3.6787e-05i,0.00050843-0.00069766i,4.0573e-05-0.00061867i,-0.00026128+2.4055e-05i,-0.00044336+1.669e-05i,-0.00074274+0.00055691i,-0.00073924-0.00030345i,0.00017036-0.0016009i,0.00042446-0.0015439i,0.00019728-0.0012349i,0.00013444-0.00064757i,0.00019272+0.00017089i,0.00067448+0.00061714i,0.00082675+0.00059099i,-3.3831e-05+0.00018415i,-0.0003424-0.00071526i
0.00041118+0.0014631i,0.0015334+0.00018303i,0.0017061-0.0014716i,0.0016375-0.0016093i,0.002298-0.0010711i,0.0018541-0.00077932i,0.00073079-0.0004384i,0.00047087-0.0002054i,0.00017968-0.0006393i,0.00030236-0.0008497i,0.00046728-0.00055341i,-1.7704e-05+3.4803e-05i,-0.001114+0.00059826i,-0.0016864+0.00025628i,-0.00048419-0.00032336i,0.0005392-0.00049803i,0.0004796-0.00023953i,0.00010433-0.00035588i,0.00028588-0.00079102i,2.4042e-05-0.00060021i,-0.00051258-0.00063889i,-3.5401e-06-0.00026656i,-0.00030765+0.00082104i
-0.0003914+0.0013274i,-0.00033745+0.0011644i,0.00046838+0.0015623i,0.0027121+0.0020128i,0.0035773+0.0011753i,0.0023885-0.00047492i,0.0012382-0.0010015i,0.00065446-0.00066391i,0.00011077-0.00051056i,-9.5562e-05-0.000168i,0.00033138-3.6857e-05i,0.0013901-0.00026973i,0.0013872-0.00086394i,0.00027318-0.00021122i,-0.00015826+0.00067091i,0.00025266+0.00022356i,0.0001245-0.00042677i,-2.8138e-05-0.0003975i,0.00022646+1.6622e-05i,0.00023219+0.00018767i,0.00021987+0.00038005i,0.00025822+0.00078105i,-0.00026027+0.00042931i
0.0020404+0.00061014i,0.0018367-0.0012577i,0.0025012-0.0014244i,0.0027074-0.0012394i,0.0023093-0.0013787i,0.0011267-0.00089706i,0.00028493-0.00059529i,0.00026135-0.00020257i,-0.0002077-0.00017326i,-0.00046031+0.00024353i,-0.00042089+0.00046538i,-0.0005737+0.00013275i,-0.00066156+5.3365e-05i,-0.00031223-3.4499e-05i,0.00061628+0.00010152i,0.00050727+0.00019943i,-0.00052162+0.00031119i,-0.00015531+0.00034957i,0.00029116+0.00012584i,-0.00036964+2.5435e-05i,-0.00086889+2.1585e-05i,-0.0010436-0.00014315i,-0.00030548-0.00015591i
-0.0005094+0.00058506i,-0.00095611+0.0011379i,-0.00055347+0.00080297i,0.000458+0.00027491i,0.00068441+1.2249e-05i,0.0011391-0.00013993i,0.0012438-0.00036751i,0.00030714-0.00078149i,0.00010246-0.00098359i,0.00014284-7.6331e-06i,-4.7832e-05+0.00071363i,-0.00010525+0.00018107i,-9.9464e-05-0.00048419i,0.00011089-8.4367e-05i,-0.00029235+0.0001968i,-9.3304e-05+0.00015297i,-8.7276e-05+0.00014471i,-0.0011181-0.00069641i,-0.00096889-0.001008i,-9.4632e-05-0.00029534i,-0.00050848-0.00018608i,-0.00092889+9.4088e-05i,-0.00052814+0.00015937i
0.00062801-8.4074e-05i,-0.0001689+0.0011967i,0.00049296+0.0012517i,0.0011226+0.0010717i,0.0011014+0.00092959i,0.00040115+0.00082253i,0.00040536+0.00023742i,0.00059996-3.9718e-05i,-0.00033079+0.00041057i,-0.00047146+0.00054048i,-5.4112e-05+0.00024009i,-0.00033778+7.5229e-05i,-0.00066456+0.00049443i,-0.00056557+0.00067782i,0.00012812+0.00098839i,0.00048693+0.0012784i,0.00056508+0.001073i,0.0009391+0.0005936i,0.0007955+1.4174e-05i,6.0267e-05-0.00074204i,-6.8026e-06-0.0003625i,0.00014521+0.00027162i,-0.00032308+0.00031866i
0.00048258-0.00010038i,0.0010892+0.00027777i,0.0020264+0.0014245i,0.0020619+0.0024328i,0.00183+0.0021294i,0.0014884+0.00095583i,0.0005989-0.0003919i,-0.00023084-0.00047552i,-0.00098934-3.7688e-05i,-0.00069361+0.00063547i,-0.00060256+0.00095225i,-0.00053043-0.00019325i,0.00038413-0.0005334i,0.00041126+6.0289e-05i,-0.00020839+6.1597e-05i,-0.00025894-0.00050823i,-6.1627e-05-0.00046759i,-0.0003584+0.00014192i,-0.00048557+0.00040291i,-0.00038594+7.5134e-06i,-0.00069624-0.00075572i,-0.00010878-0.00051944i,0.00076853+0.00071107i
0.00033593-0.0022739i,-0.00033406-0.0034158i,-0.001165-0.0035985i,-0.0012924-0.0020934i,0.00041899-0.00081444i,0.001871+0.00066774i,0.0018695+0.00087006i,0.00064956-0.00013587i,0.00015934+4.4098e-05i,9.7551e-05+0.00088242i,-0.00055276+0.00066912i,-0.00093+0.00053917i,-0.00098874+0.00042919i,-0.00027772-0.00020199i,0.00060957+0.00023153i,0.0012542+0.00068616i,0.00092391+0.00084641i,0.00054445+0.00066302i,0.00032915+0.00011059i,0.00037264-0.00015925i,0.0010041-9.6538e-05i,0.00058734+0.00023282i,-0.00034821+0.00034261i
