-0.0018912+0.0016958i,-0.0012541+0.00024244i,-0.0011998-0.0004606i,-0.00019199-0.00086902i,3.9651e-05-0.00059833i,-0.00069996+0.00091162i,-0.0012628+0.0016665i,-0.000786+0.0013414i,0.00029567+0.00065781i,0.00090171-0.0001011i,0.00060533-0.00064366i,0.00016278-0.0012322i,-0.00031123-0.0010529i,-8.287e-05-0.0008056i,0.00024771-0.001162i,0.00018805-0.00077223i,0.00030285-7.0835e-05i,0.00025159+0.00011195i,-0.00020692+0.00024853i,0.00025342+0.0004992i,0.000539+0.00057284i,-0.00016868-0.0004802i,-9.4053e-05-0.0015263i
2.4599e-05-0.00065822i,0.00040283-0.00061766i,0.001101-0.0010941i,0.0015488-0.0012246i,0.0006801-5.9461e-05i,0.00017204+0.00097938i,0.00011446+0.00087556i,-0.00029404+0.00022097i,-0.0011827-0.00078219i,-0.0019566-0.0009123i,-0.0011049-2.6842e-05i,-0.00012583+7.5526e-05i,0.00015332-6.8375e-05i,5.4414e-05-1.8468e-05i,-2.4923e-05+0.00018476i,0.00031356+0.00032181i,0.00049898+0.00047006i,0.00086691+0.00031557i,0.00017803+0.00012433i,-0.00089253+0.00059142i,-0.00085105+0.00068805i,-0.00069667-1.6337e-05i,-5.5607e-06-7.8537e-05i
0.0011028-0.00066704i,0.0010839-0.00077363i,0.0028558-0.00076399i,0.0028745-0.0014244i,0.00086395-0.00099305i,-7.8459e-05-0.00029097i,0.00017697-3.1907e-05i,2.7007e-05-0.00061912i,-0.00010833-0.0011841i,-0.00089889-0.0014373i,-0.00089725-0.0011803i,-0.00029415-0.00011527i,-0.0012031+9.1947e-05i,-0.0013343-0.000359i,-0.00016722+1.4536e-05i,0.000667+0.00041398i,0.0001763+0.00048894i,-0.00073552+7.9344e-05i,-0.00089517+8.5785e-05i,-0.00076558+0.00017005i,-0.00037614-0.00041527i,-0.00026553-0.00054423i,-0.0002165-0.00059636i
-0.00058208-0.00067234i,-0.00022845-0.00044879i,5.6192e-05-0.00015973i,0.00038231-0.00036205i,-0.00037206-0.00092847i,-0.00046542-0.00079193i,0.00049042-0.00054991i,0.00031631-0.00083592i,-0.00024999-0.00086456i,-0.00065538-0.00060316i,-0.00086047-0.00011988i,-0.00044432-9.2161e-05i,-0.0001796+0.00014059i,-2.8822e-05+0.00083749i,0.00036092+0.0011401i,0.00039483+0.0007721i,0.00057794+0.0011649i,0.00011482+0.0016246i,2.7484e-05+0.00019483i,0.00021986-0.00043607i,1.5679e-05+0.00061076i,0.00027924+0.0012855i,0.00064754+0.0012668i
0.0017798-0.00035918i,0.0011761-4.6015e-05i,0.00089581-0.001313i,0.0011758-0.0022652i,7.3643e-05-0.0024488i,-0.00054539-0.00093925i,-6.266e-05+0.00042791i,-0.00028312+0.00015637i,-6.9332e-05-0.00053195i,0.00020032-0.0012217i,-0.00052795-0.0011034i,-0.00089839-0.00026833i,-0.00055084+7.7762e-05i,-0.00075036+0.00036651i,-0.0010815+0.00087884i,-0.00058128+0.00056582i,2.6676e-05+0.00024306i,-0.00010611+0.00043881i,-6.003e-05+3.3042e-05i,7.1873e-05-4.7885e-05i,0.00035802-0.00017552i,0.00033087-0.00029971i,0.00010647+0.00019743i
-0.00010977-0.00059953i,5.2079e-05-0.0014701i,-0.00084012-0.0013378i,-0.0010201-0.0010322i,-0.00082083-0.0010022i,-0.0011046-0.00047539i,-0.00040044-0.00068833i,0.00046194-0.00081445i,0.00069322-0.0002156i,8.4189e-05+1.253e-05i,-0.00072529+0.00011656i,-0.00078776-0.00042693i,4.6375e-05-0.00067182i,0.0001376-0.00020888i,-0.00027301+0.00024268i,-8.4459e-05+0.00045739i,0.00057857+0.00050446i,0.00038143+0.00066941i,-0.00019577+0.00043264i,0.00014635+0.00018783i,-5.1403e-05+0.0002936i,-0.00046066+0.00050324i,-0.00015992+0.00062982i
-0.00054416-0.0010348i,-0.00131-0.0013948i,-0.0017599-0.0017341i,-0.00067903-0.0015943i,0.00023419-6.2386e-05i,0.00067432+0.00041485i,0.00010664+0.0001875i,-0.00037729-1.0983e-05i,-8.9411e-05-3.7606e-06i,-0.0002105+0.00058809i,-0.0010188+0.00071149i,-0.00060224+0.00039083i,0.00026106-1.8321e-05i,0.00027306-0.00010465i,0.0003612-0.00020474i,0.00096814+7.3406e-05i,0.0014245+0.0006152i,0.0012832+0.00046754i,0.00028514+0.00049947i,-0.00025976+0.00030152i,0.00039909-0.00029494i,0.00047361+0.00016773i,0.00014061+0.0010694i
0.00051356+0.00096305i,0.0022177+0.00087517i,0.0040156+0.0010024i,0.0036984+0.00049807i,0.0013744-0.00099105i,0.00014689-0.0015149i,9.2723e-05-0.00078162i,-0.00045455-0.00032337i,-0.00065992-0.00043628i,-0.00021395-0.0011173i,9.7483e-05-0.001593i,0.00011141-0.00095921i,-2.651e-05-0.00012256i,-0.00016459+3.6362e-05i,-0.00018104+0.00079978i,5.4006e-05+0.0014708i,0.00020058+0.0009129i,-0.00019893+0.00040205i,-0.00020165-1.9839e-05i,0.00015393-0.00022085i,0.00020783-0.00017931i,-0.00012744-0.00065375i,6.2603e-05-0.00096383i
-3.9652e-06-0.00013156i,0.00023748+0.0013041i,0.00071631+0.00147i,0.00081501-2.3063e-05i,-0.00021953-0.00067757i,-0.00010174-0.00035808i,0.00065149-5.0261e-05i,0.00029255-0.00010411i,-0.00076156-1.5935e-05i,-0.0012006+0.00041292i,-0.00080854+0.00011314i,-4.9969e-05-0.00028894i,4.7004e-05-0.00015705i,-0.00051261+0.00021792i,0.00020949-5.7483e-05i,0.00097566-7.4275e-05i,0.0006217-1.5806e-05i,-0.00014362+0.00031534i,-0.00040555+0.00057336i,0.00041184+0.00057866i,0.00089964+0.00054465i,0.0009129+0.00049749i,0.00050678-7.7835e-05i
-0.00043391+0.00066816i,-0.00037+4.2109e-06i,0.0007399-0.00054942i,0.00060797-0.0019265i,-0.00019162-0.0016546i,-0.00029768-0.0005953i,0.00010762-0.00017313i,0.00039036+9.8718e-05i,-0.00057803+0.00013333i,-0.0012104-3.2778e-05i,-0.00063306-0.00024069i,-0.00028448-0.00048503i,-0.00091779-0.00083691i,-0.001589-0.0012106i,-0.0013239-0.0010156i,0.00017742-3.2246e-05i,0.0010981+0.00034489i,0.0010176+0.00025108i,0.00047036+1.939e-05i,0.00030903-8.0673e-05i,-0.00011841-0.00054246i,-0.00024822-0.00030421i,0.00041931-0.00017387i
-0.001225+0.0018043i,-0.00030303+0.001055i,0.00065467+0.0006941i,0.0015739-0.00012678i,0.0015031-0.0014085i,0.00024618-0.0017557i,-0.00018643-0.0010027i,-6.6248e-05-0.00097228i,-5.685e-05-0.0013595i,-0.00037864-0.0012784i,-0.00026166+7.1511e-05i,0.00014744+8.6788e-05i,-0.00012122-0.0012354i,-0.00094256-0.0010083i,-0.00051689-0.00014478i,7.8699e-05+0.00057845i,0.00052184+0.00047651i,0.00071111+0.00014134i,-5.7289e-05+0.00038907i,1.0674e-06+0.00047537i,0.00047523-9.4e-05i,0.00044003-0.00017614i,0.00012969-0.00018367i
-0.00023162+0.00069228i,4.7556e-05+0.0012411i,-0.0004225+0.0010001i,0.00011651+0.00035187i,0.00078819+0.00047305i,0.00072343+0.00014605i,-0.00031169-0.00029145i,-0.00095371-0.00079483i,-0.00046265-0.0013444i,0.00014482-0.0009667i,-3.2184e-05-0.00099328i,-0.00078578-0.00075143i,-0.0010394+0.00026511i,-0.00061897+0.00023714i,-9.399e-05+0.00024558i,-0.00063264+0.00062634i,-0.00072924-0.00013878i,3.3965e-05-0.00073378i,7.6124e-05-0.00047607i,-1.8045e-05+0.0001596i,0.00033534+0.00038828i,0.0003554+0.00035319i,0.00034591+0.00038052i
-0.001337-6.7135e-05i,-0.00088994-0.00035193i,-0.00012416-0.0025566i,-2.3992e-06-0.0022854i,4.2124e-07-0.0010905i,0.00091986-0.00055433i,0.00029248-0.00026946i,-0.00021793-0.00040717i,0.00062973-0.00066171i,0.00020789-0.0011463i,-0.0008597-0.00047878i,-0.0011378-5.6471e-05i,-0.00036339-0.00034801i,0.00012381-0.00049449i,-0.00013685-0.00065675i,4.6648e-05-0.00022773i,0.00020014+0.00074905i,-9.2835e-05+0.00093861i,-0.00064255+0.00062789i,-0.00076111+0.00027126i,-0.00031697-0.00031788i,0.00035794-0.00027252i,-3.5453e-06+0.00020151i
-0.00091234-0.0016495i,1.7296e-05-0.0011924i,-0.00075576-0.00021695i,0.00039838-0.00015569i,0.0011453+0.00011807i,0.00080125+0.00040676i,0.00058216+0.0007839i,0.00016693+0.00062286i,-0.00033348-0.0005028i,-0.001204-0.00077805i,-0.00097945+0.0002915i,0.0004087+0.00099032i,0.00069257+0.0002291i,0.00011694-0.00064775i,-0.00019055-0.00024271i,0.00019711+0.00067511i,0.00069907+0.00050785i,0.00049833-0.00047535i,-0.00011883-0.00069424i,9.9748e-05-0.00021989i,0.00027741+0.00053855i,-0.00014399+0.00050464i,-0.00086192-0.0005997i
-0.00017254-0.0033566i,-0.00045558-0.0025716i,-0.0012731-0.0020001i,-0.0014286-0.0019001i,-0.00050607-0.0014237i,-0.00091848-0.00013231i,-0.0011625+0.00038156i,-0.00078568+3.0468e-05i,-0.001155-0.00019457i,-0.0015059-0.00048534i,-0.0015139-0.00049267i,-0.0005141+0.00016734i,0.00032533+0.00046014i,2.072e-05+8.2233e-05i,0.00039287-0.00016188i,0.00052683+0.00011213i,0.00015845+0.00059576i,0.0004659+0.00076263i,0.00054343+0.00062347i,0.00030204+0.00075634i,0.00055333+0.00040897i,0.00090126+0.00013663i,0.00040979+0.0002925i
-4.4724e-05-0.0010124i,0.00013982-0.00036896i,0.00066174-0.00070493i,-4.8844e-05-0.0011398i,-0.00067358-0.001227i,-0.00021802-0.0013858i,0.00039292-0.0010998i,0.00082508-0.0012786i,0.00076632-0.001211i,0.000154-0.00040812i,-0.0016144+0.00052011i,-0.0017146+0.00030183i,-0.00011311-0.00023161i,5.5589e-05+3.0945e-05i,-0.00045658+0.00053617i,-0.00026493+0.00065218i,-9.6434e-05+0.0003283i,0.00019014+0.00067547i,0.00047707+0.0015571i,0.0005489+0.0014048i,0.0005265+0.00066126i,0.00079144+0.00011885i,0.00048083+0.0002565i
-0.00025142-0.0013293i,0.00080385-0.002296i,0.0021444-0.0031964i,0.00128-0.0025881i,0.00054812-0.0019119i,0.00011914-0.0019866i,-0.00040339-0.0016409i,-0.00080083-0.001043i,-0.00073099-0.00098498i,-0.00080528-0.001433i,-0.00055798-0.00092846i,-0.00019772-0.00052542i,1.0352e-05-0.0012073i,0.00012915-0.00072631i,-0.00050842+0.00017749i,-0.00037713+0.0002686i,0.00043204+0.00013047i,0.0005007+0.00060049i,0.00015371+0.0013395i,0.0002828+0.00075718i,0.00045641-0.00018232i,-3.2961e-05-0.00028943i,-0.0012298-0.00014442i
-0.001455+0.00037098i,-0.00096397+0.00057611i,0.0009887+0.0015692i,0.0023469+0.0013264i,0.0012381+0.00021764i,0.00011275-4.9156e-05i,-0.00032922+0.0011827i,-0.00031569+0.0014717i,-0.00039884+0.00041022i,-0.00010684-0.00033197i,0.00018859-5.1043e-05i,0.00014521-0.00090456i,0.00052176-0.0014604i,0.00078381-0.00086883i,0.0010913-0.00024668i,0.00073857+0.00052242i,0.00056958+0.0011618i,0.00053005+0.0010629i,-0.00049342+8.5388e-05i,-0.00096811+5.0704e-05i,-0.00078836-0.00012946i,0.00013073-0.0002339i,0.00088707+0.00077603i
-0.00054703-0.0012667i,-0.00038264-0.0013702i,0.0011155-0.00090349i,0.0015732-0.0015719i,0.00043952-0.0017239i,2.8009e-08-0.00014949i,0.00027135+0.00019188i,0.00046022-0.0011774i,0.0004745-0.0017244i,-0.00043172-0.00098302i,-0.00088583-0.00068065i,-0.00031561-0.00087631i,2.3145e-05-0.00056315i,-0.00037465+0.00023526i,-0.00023437+0.00073387i,0.00041113+0.00018605i,-0.00017058-0.00059143i,-0.00074334-7.7005e-05i,-0.00029441+0.00065979i,0.0002425+0.0006986i,7.2035e-07+0.00065455i,-0.00038041+0.00025565i,-0.00032274+0.00019624i
0.00029914-0.00016446i,0.00045519+0.00094512i,0.0012627-0.00027004i,0.0015125-0.0015733i,0.0010283-0.0011408i,-0.0002278+0.00034448i,-0.0005709+0.00047833i,0.00085022-0.0006492i,0.0014078-0.00059198i,0.00040469-0.0002801i,-0.00050462+8.3078e-05i,-0.00046912+0.00053988i,0.00048325+9.7517e-06i,0.00041041-0.00074081i,-0.00010484-0.00090046i,0.00025138-0.00021815i,0.00040764+0.00072542i,0.00029072+0.0010819i,0.00044484+0.00038267i,0.00025285+0.00018897i,-0.0001381+0.00086106i,-0.00017936+0.0011097i,-0.0005437+0.00049651i
-0.0011962-0.0018984i,-0.0016387-0.0024568i,-0.0012276-0.001513i,-0.00014028-0.00049474i,0.00028385-0.00016799i,-0.00051205+0.0002778i,-0.00080818+0.00015688i,-0.0004803-0.0004007i,-0.00013877-0.00067295i,-0.0004907-0.0011352i,-0.00028971-0.00024788i,-1.899e-05+0.0010253i,-0.00020237+0.00038241i,0.00065986+0.00021894i,0.0010328+0.00075965i,0.00060061+0.00087151i,0.00029574+0.0003157i,-0.00017428-3.1929e-06i,3.571e-05+0.00062042i,0.00053461+0.0015334i,-0.00034756+0.0015914i,-0.0012289+0.00068121i,-0.00076348+0.00034341i
-0.00029258+0.001119i,0.00035564-0.00027835i,0.0021329+0.00044432i,0.00216+0.0013577i,0.00085744+0.0005836i,0.00019376-0.00018208i,-0.00014521+0.00039545i,-0.00011743+0.00073437i,-0.0005085+8.3431e-05i,-0.00051376-0.0011186i,-0.00039147-0.0007615i,-0.0007326-6.2919e-05i,-0.00045535-0.00032623i,-0.00018108-0.00049618i,0.00018136+0.00029099i,0.00043057+0.00049457i,-9.609e-05-1.5592e-05i,-0.000436+0.00023416i,-7.1113e-05+0.00080619i,0.00037563+0.00099768i,0.00025105+0.00038526i,0.00040113-0.00053921i,0.00046693-0.0006646i
-0.0002171+0.0010028i,0.0011776+0.0015027i,0.0004946+0.0021736i,5.3093e-05+0.0017013i,-0.00025383+0.0003606i,-0.00050249+4.4745e-05i,9.3024e-05+0.00022259i,0.00030452+1.4809e-05i,-0.00079716-0.00027292i,-0.0011612-0.00027329i,-0.00078325-6.051e-05i,-0.00015428-0.00033614i,9.4729e-05-0.00063573i,-0.00041046-0.00027568i,-0.00025332+0.00022118i,-5.7902e-05+0.00060354i,-0.00031756+0.00083977i,-0.00045296+0.00094977i,-0.00026947+0.00030415i,0.00072082-0.00023241i,0.0010185+0.00044981i,0.00056902+0.0006301i,0.0003089-0.00015986i
0.002114+0.0020375i,0.0032005-0.00083367i,0.0044058-0.00025296i,0.0037394-0.00026414i,0.0016073-0.0011099i,0.00029039-0.00064065i,0.00010151+0.00043918i,0.00046588+0.00030389i,0.00088504-0.00022988i,8.4231e-05-0.00045574i,-0.00099506-0.00019627i,-0.0013104+0.00010642i,-0.0014144-6.6783e-06i,-0.00058213+0.00038753i,0.00062816+0.0006833i,0.00086542+0.00070973i,0.00089478+0.00050954i,0.00092357+0.00034744i,0.00052723+0.00052725i,1.4471e-05+0.00043332i,-0.0012668-0.00078858i,-0.0012166-0.00097526i,-0.00026133-0.0003763i
-0.001378-0.001555i,-0.0015486-0.0010324i,-0.00044601-0.0024892i,0.00084825-0.0017588i,0.0010079-0.00058271i,-7.9893e-05-0.00066128i,-4.7573e-05-0.0005348i,0.00060141-0.00079732i,-0.00032768-0.0011592i,-0.0010218-0.0010951i,-0.00096125-0.0010576i,0.00026564-0.00073263i,0.0011921-0.00034794i,0.00043211-0.00013184i,0.00014326-5.5091e-05i,0.00012107+2.5904e-05i,7.867e-05-0.00024234i,-0.00054906-1.7997e-05i,-0.00074098+0.00038622i,-0.00040495+0.00037379i,-0.0004877-0.0001137i,-0.00088986-0.00065837i,-0.00094697-0.00073184i
0.0012243-0.00072581i,0.00043929+0.00010849i,-0.0005788+0.001099i,-0.0011906+0.00057034i,-0.00048713-0.00044326i,0.00041178-0.00057839i,0.00011069-0.00049635i,0.00019621-0.00068101i,0.00012378-0.00081101i,-4.8569e-05-0.00056638i,-0.00050236-6.8296e-05i,-0.00061722-0.00057783i,0.00025943-0.0010647i,-4.2908e-05-0.00044053i,-0.00020987+0.0003463i,0.0002184+0.00056709i,0.00015883+0.00012315i,0.00034088-0.00021365i,0.0003007-3.7214e-05i,-0.00024717+0.00093962i,-0.00020467+0.0011891i,0.00029601+0.00046491i,0.00075694+0.00013741i
0.001035-0.00045904i,0.0013912-0.001583i,0.00044677-0.0033346i,0.00034404-0.0028866i,-9.642e-05-0.0017213i,-0.00091555-0.0010564i,-0.0012831-0.0010048i,-0.0011484-0.00073459i,-0.00060969-0.00072949i,-0.00063825-0.00059208i,-0.0012132+0.00016739i,-0.0014146+0.00025897i,-0.00099618-1.2277e-05i,-0.00023114+0.00018141i,0.0005869+0.00071183i,0.0010966+0.0014707i,0.00063371+0.0010228i,-0.00022593+0.00032784i,-0.00043661+0.00061666i,0.00028177+0.00044709i,0.00031277+0.00016798i,0.00023503+5.9987e-05i,0.00057046+0.0005482i
-0.0013527-0.00030674i,-0.0017692-8.2379e-05i,-0.00071289+0.00018777i,2.1325e-05-8.1705e-05i,-0.0002507-0.00052673i,-0.00080907-0.00053423i,-0.00031294-0.000172i,0.00061361+1.4992e-06i,0.0010076-0.00033037i,0.00073898-0.00082784i,-5.4601e-05-0.0010973i,0.00030861-0.00061691i,0.00021873-0.00010812i,-0.00035746+0.00071282i,6.7672e-05+0.0014951i,0.00059987+0.00093346i,0.00033254+0.00024028i,-9.7153e-07+0.00014466i,2.2474e-05-9.2772e-05i,-0.00021437+2.795e-05i,0.00049492+5.3058e-05i,0.00053767+0.00012186i,3.6298e-05-0.00012959i
-0.0017424-0.00072809i,-0.0013777-0.00091646i,-0.00054261-0.00080641i,0.00058043-0.0013862i,0.00076241-0.001663i,0.00043604-0.00098408i,2.2052e-05-0.0010135i,-0.00040381-0.0018253i,-0.00055041-0.0017622i,-0.00083506-0.0010593i,-0.0015331-0.00067453i,-0.0012333+6.3837e-06i,-2.9483e-05+0.00012127i,-0.00018113-0.00041394i,-0.00038221-0.0005034i,0.00051222-0.0003508i,0.00088437-0.00043326i,0.00037796-0.00047143i,4.6845e-05-0.00035893i,-0.00046534-0.00015709i,-0.00016459+2.6607e-07i,0.00031439-0.00049551i,-0.0001321-0.00059723i
-0.00102-0.0006859i,0.00046444-0.00084804i,0.0015737+9.4875e-05i,0.0020509-0.00032286i,0.0015381-0.00069667i,-0.00023005-1.6995e-05i,-0.00086503-0.00067904i,-0.00024288-0.0017446i,-7.7282e-05-0.0010172i,-0.0010329-0.00045889i,-0.0015475-0.00096018i,-0.00095243-0.001383i,-0.00024753-0.00046016i,-0.00017619+0.00034068i,-6.3847e-05+0.00063545i,-0.00016521+0.00061961i,0.00015847+0.00062653i,0.00070745+0.0011938i,-0.00022103+0.00059738i,-0.00056775-0.00029129i,-5.0669e-05-0.00049616i,0.0001107-0.00018937i,-0.00040289+0.00015108i
0.00021658+0.00066558i,-0.00027929+0.00034604i,-0.00050852-0.0011812i,0.0013037-0.0010871i,0.0012587-0.00080673i,-5.7087e-05-0.0014903i,-9.1432e-05-0.0011042i,0.0002958-8.9748e-05i,0.00040267+0.000525i,-0.00043708+0.00072215i,-0.00039126+0.00060746i,0.00041108+0.00045678i,0.00031652-0.00020173i,0.00022657-0.00070548i,0.00062367-0.00025044i,0.0012673+0.001165i,0.00098414+0.001931i,0.00040343+0.0013517i,0.00026202+0.0010826i,-0.00028689+0.00091658i,9.187e-05+0.0004384i,0.00027939+9.4625e-05i,0.00029356-0.00050902i
-0.00011168+0.0014985i,-0.0004051+0.0018978i,0.00083567+0.0003083i,0.0016626-0.00068556i,0.0012351-0.00029755i,0.00032151+0.00023284i,0.00043586+0.00097679i,0.00021816+0.00093219i,-0.00057107+0.00023618i,-0.00050173-0.00038783i,-0.00029145-0.00082455i,-0.00039364-0.00046335i,0.00032325-7.5113e-05i,0.00038371-5.5932e-05i,-1.3046e-05+0.00034212i,-0.00033432+0.00018068i,-0.00035754+0.00023615i,0.00029607+0.0010508i,0.000403+0.00085452i,0.0003012+0.00017907i,0.00058069+0.00050543i,0.00040832+6.0673e-05i,0.00042216-0.0007781i
0.00062988-7.9828e-05i,0.000889+0.00025497i,0.002336-0.00052281i,0.0028013-0.0013189i,0.0012287-0.0018388i,-0.00026611-0.0016671i,-0.00067128-0.00092422i,-0.00077756-0.00037986i,-0.00052886-0.00039307i,-0.00022224-0.0010001i,3.1653e-05-0.001486i,0.00030632-0.0010616i,0.00060475-0.00018798i,0.00043727+0.00055958i,-0.00011045+0.00071536i,-9.284e-07+0.00049522i,0.00019539+0.00018583i,6.477e-05+0.00013927i,0.00039494+0.00055107i,0.0011753+0.0012549i,0.00096141+0.0013396i,0.00025126+0.00016828i,-0.00026219-0.00067859i
-0.0013398-0.0010184i,-0.00036125-0.00073102i,0.00012274-0.00036468i,0.00031362-0.0010718i,0.00051744-0.0012694i,0.00031846-0.0008567i,-0.00055783-0.00088514i,-0.00019803-0.00037061i,0.00055681-8.9261e-05i,-0.00033124-0.0002461i,-4.2079e-05-0.00060789i,0.00072464-0.00051624i,0.00029609+0.00033049i,-0.00075034+0.00047623i,-0.00071124+0.0003251i,8.3973e-05+0.00057517i,-0.00017434+0.00054564i,-0.00051931+0.00024496i,-0.0010551+0.00013402i,-0.00073616-0.00025652i,0.0004251-0.00054389i,0.00066769+0.00015017i,2.1808e-05+0.00092195i
0.0017291-0.00036479i,0.0013016+0.00013568i,0.0021099+7.4973e-05i,0.0022671-0.00077674i,0.0011996-0.0018395i,0.00011266-0.0017187i,-0.00035977-0.0007584i,-0.00028331-0.00055428i,-0.00022116-0.00033449i,-0.00043297-1.3832e-05i,-0.00098704-0.00049033i,-0.0018532-0.00083264i,-0.001423-0.001028i,-0.00019041-0.00080204i,0.00027834-0.00039382i,0.00025307-3.8529e-05i,-1.6643e-05+0.00048794i,-0.00038869+0.00057461i,-0.00022682+0.0006477i,-0.00029141+0.00083433i,-0.00073991+0.00066897i,-0.00046258+0.00043116i,-0.00027727+0.00055636i
-0.00041038-0.00040838i,-0.0011755-8.8831e-05i,-0.00092231-0.00014686i,0.00037341-0.00064054i,0.00015472-0.00058794i,-0.00021773-5.8635e-05i,-5.2807e-05-0.00021618i,-2.9311e-05-0.00085492i,-0.00017236-0.000651i,-0.00044072-0.0008476i,-0.0004434-0.00088525i,-0.00058895-0.00037276i,-0.00067269-0.00045569i,-0.00062705-0.0009143i,-0.00067941-0.00030431i,5.8105e-05+0.00051007i,0.00094104+0.00051842i,0.0014284-0.00014531i,0.0013302+0.00021134i,0.00054719+0.00036153i,0.00073686+0.00026284i,0.0017457+0.00048493i,0.0017412+0.0001889i
0.00086175-0.0012213i,0.0023513-0.0014222i,0.0026853-0.0017817i,0.0014058-0.0013823i,0.00069218-0.0009532i,-0.00041799-0.0011362i,-0.00088258-0.0011089i,0.00024159-0.00059806i,0.00014622-0.00022815i,-0.00090984-0.00035845i,-0.00091005-6.923e-06i,-0.00079487+0.00090585i,-0.00052916+0.0012512i,-0.00015971+0.0010017i,0.00028719+0.00060956i,0.00015197+0.00086669i,0.00045601+0.0013126i,0.00082411+0.0011433i,0.0003636+0.00056523i,0.00027514+0.00058189i,0.00072174+0.00066621i,0.0004545+0.00047642i,0.00029536-0.00017145i
0.00074369+0.0033112i,0.0015872+0.0019417i,0.0035794+0.0015482i,0.0040793-0.0003705i,0.0026718-0.0021558i,0.0014833-0.001696i,0.00081456-0.001195i,0.00038951-0.0010105i,0.00039593-0.0010575i,0.00055922-0.00079028i,0.00038941-0.00018555i,-2.316e-05-0.00034966i,-0.00058163-0.00078976i,-0.0010526-0.0010624i,-0.00083248-0.001272i,-0.00058239-0.00099852i,-7.3688e-05-8.2737e-07i,0.00050788+0.0001912i,0.00048833-0.00025572i,0.00041394+0.00021879i,0.00013474+6.3465e-05i,0.00040875-0.00023993i,0.00067251-0.00024156i
-0.001145+0.0023444i,-0.0011767+0.0026837i,4.9128e-05+0.0024192i,0.001713+0.0011704i,0.0022047-7.404e-06i,0.0017497-0.00085464i,0.00059766-0.00095528i,-0.00029392-0.00066586i,-0.00014111-0.00050005i,0.0001709-0.00088301i,0.00010834-0.00091749i,-0.0001896-0.00042769i,-0.00046345-0.00074791i,0.00050876-0.0012605i,0.0010056-0.00076676i,0.00059422+0.00016917i,-2.5308e-05+0.00093903i,-0.00092631+0.0010228i,-0.00075974+0.0012381i,-0.00028021+0.0010956i,-0.00020088+0.00049252i,-0.00017575-2.2294e-06i,-0.0006971-0.00041433i
-0.00027432-0.0018761i,-0.00016022-0.00099113i,0.00015919-0.00066098i,0.0004333-0.00082041i,0.00056248-0.0010654i,0.00053922-0.00097118i,4.588e-05-0.00051818i,-0.00057968+0.00019789i,-0.00038523+8.0804e-05i,-0.00023068-0.00031625i,-0.00043648-0.00018509i,-0.00018421-0.00011949i,0.00018469-0.0005147i,6.6955e-05-0.00067429i,3.714e-05+0.00021i,0.00018399+0.00077469i,0.00045594+0.00053763i,0.00052806+0.0009274i,0.00022+0.0012795i,-0.00025595+0.00055814i,-0.00027846+0.00043881i,-0.0002781+0.00055576i,-3.9247e-05-5.4339e-05i
0.00056323-0.00082929i,0.00052183-0.0012601i,0.00023936-0.0011259i,0.00015584-0.0022869i,0.00016484-0.0028502i,0.00010232-0.00071089i,0.00048097+0.0011394i,-0.00010272+0.00070952i,-0.0009529-0.00025469i,-0.00070037-0.00060396i,0.00026382-0.00019952i,0.00054692-0.00010822i,0.00035961-0.00059506i,-7.4001e-06-0.00052885i,-0.00028649+0.00037961i,0.00021277+0.00069387i,0.00020596+0.00016045i,0.00022199-0.00067344i,-6.8378e-06+0.000269i,0.0003256+0.0015658i,0.00070413+0.0011179i,0.00030537+0.00021461i,0.00034047-0.0010032i
0.0025714-0.0024884i,0.0029621-0.0024531i,0.0022827-0.0028688i,0.00044461-0.0021678i,0.00026324-0.0019369i,0.00070586-0.001907i,0.00047711-0.001319i,0.00012025-0.00072255i,-1.0798e-05-0.00041786i,-0.00017905-0.00048741i,-0.00093785-0.00023737i,-0.0017187+6.1973e-05i,-0.0014144-0.00031828i,-0.0011701-0.00058812i,-0.00058629-0.00030476i,0.00011446+0.00030254i,-0.00019925+0.00017547i,-0.00032361+8.6488e-05i,6.676e-05+0.00079377i,-0.00019175+0.00031421i,-0.000664-0.0016696i,-0.0005589-0.0015944i,-0.00040762-0.00036947i
-0.0010838+0.00010108i,-0.00034318+0.0011893i,-0.00020126+0.00065317i,-0.00020072-2.0935e-05i,0.00012312-0.0005063i,0.00072243-0.00082523i,0.00063891-0.00065275i,-9.0315e-07-0.00069709i,-0.00022194-0.00073937i,-0.00066399-0.00063627i,-0.00046694+1.4089e-05i,9.4299e-05+0.00036165i,-0.00031503-0.00067867i,-0.00077538-0.0010333i,7.1076e-05-0.00022547i,0.00033783-2.3929e-05i,3.5807e-06-0.00013519i,0.00055698+3.3342e-05i,0.00051402-8.1763e-05i,-6.6241e-05-0.00062238i,-0.0002334-0.00012358i,-0.00029379+0.00029463i,-0.00058431+0.0002451i
