-0.0022362+0.00023333i,-0.0015734+0.00043094i,-0.0015637+0.00038113i,-0.00054966+0.0010249i,-0.00063067+0.0018278i,-0.00093738+0.0021225i,9.59e-05+0.0024482i,0.00063344+0.0019623i,0.00084427+0.0011542i,0.00052787+0.00010951i,8.227e-05-3.0012e-05i,0.00021463+0.00040464i,-0.00014485+0.00018643i,-0.00050788-0.00024171i,-0.0002053-0.00032395i,-0.00057235-0.000297i,-0.0010759-0.00032242i,-0.001073-0.00073303i,-0.0010485-0.00087064i,-0.00098023-0.00049893i,-0.00059259-0.00046205i,-0.00021455-0.00088711i,-0.00051836-0.00039618i
-0.00074551+0.0025608i,-4.2483e-05+0.0027126i,0.00077766+0.0021547i,0.0018485+0.00091515i,0.0022455+0.00014389i,0.0020508+0.00017773i,0.00032199+0.00073741i,-0.00090645+0.0020255i,-0.0008181+0.0021325i,-0.00032139+0.001811i,-0.0003926+0.0018854i,0.00011833+0.0012051i,0.00055807+0.00025786i,0.00062611-0.00012439i,0.00039342-0.00016314i,-0.00054074-0.00047004i,-0.00037451-0.00066615i,3.5267e-05-9.972e-05i,0.00029784+0.00060398i,0.00035355+0.00072517i,7.1296e-05+0.0003348i,0.00014643+0.00021024i,-0.0002158+0.00042944i
-0.0021397+0.0015167i,-0.0013107+0.0015544i,-7.9521e-05+0.00053222i,0.0005615+0.00019598i,0.0009908+0.001325i,0.00078816+0.0023034i,6.2164e-05+0.0016432i,-0.00024881+0.00060286i,7.2208e-05+0.00090429i,3.8471e-06+0.00074606i,1.6672e-05+0.00082225i,-0.00027038+0.00094237i,-0.00027872+0.00058695i,0.00016649+0.0001725i,2.1949e-05+0.00047569i,-0.00011218+0.00031185i,-5.4884e-05+0.00013268i,0.00010984+0.00041698i,0.00013303-0.0003792i,-0.0001036-0.00096945i,-0.00023729-0.00078448i,0.00029111+4.493e-05i,0.00047348+0.00042135i
0.00099316+0.00042726i,0.0016393+1.8576e-05i,0.0027846-0.00025058i,0.0026578-0.00042943i,0.0009682+0.00031329i,0.0003293+0.00062727i,0.00062847+8.8918e-05i,0.00034939+0.00049531i,0.00054655+0.0010397i,0.00076782+0.0012426i,-0.00014252+0.0013394i,-0.00029667+0.00060658i,0.00035586-6.4836e-05i,0.00058508-0.00033567i,0.00032295-1.2543e-05i,0.00028251+0.00091848i,0.00041113+0.00081001i,0.00059383-0.00020762i,0.00084916-0.00092454i,0.00062363-0.00017739i,0.00043337+0.0011867i,0.00089761+0.00098025i,0.0007554+0.00070658i
-0.00044785-0.0016866i,0.00031934-0.00081679i,0.00046701+0.00063424i,-0.00011836+0.001568i,5.0867e-05+0.0018924i,0.00094836+0.0024416i,0.00074436+0.0022887i,-0.00017985+0.0019876i,-0.00050147+0.0010093i,-0.00022059+0.00037115i,-9.9142e-05+0.00042481i,-0.00031528+0.00087129i,-0.00027743+0.0007209i,-0.00019847+0.00071169i,3.9533e-05+0.00084853i,0.00058412+0.00085706i,0.00066124+0.00049822i,0.00065547+4.9541e-05i,0.00051127-7.825e-05i,0.00016048-0.0004306i,0.0004297+4.282e-05i,-0.00014339+0.00063577i,-0.0017868+0.00055893i
-0.00044189-0.00011815i,5.307e-06+4.1886e-05i,-6.2942e-05-0.00021967i,-0.00063173-0.0010174i,-0.00039825-0.00094609i,2.1277e-05+0.0010468i,-0.00012497+0.0019473i,-0.00017331+0.001805i,8.0695e-05+0.0013781i,0.00018183+0.00054405i,-0.00032974-0.00011729i,-0.00041439+0.00023774i,0.00012982+0.00065004i,-0.00014169+0.00040968i,-0.00033269-0.0001282i,-1.2374e-06+8.532e-05i,0.00050782+0.00047386i,0.00062687+0.00015089i,0.00062197-1.2846e-05i,0.00086751-0.00045113i,0.00065719-0.0014255i,0.00019781-0.0015834i,0.00032766-0.001228i
-0.00031799-0.00027056i,0.00024868+0.00048884i,0.00011437+0.00074598i,9.885e-05+0.0017295i,6.1345e-05+0.001833i,0.00051383+0.001254i,0.00054379+0.00071111i,-0.00021564+0.00027801i,-0.00032824-0.0002102i,-0.00010164-3.3117e-05i,-5.4629e-05+0.0004164i,-7.2842e-05+0.0002619i,-0.00050518+0.00041402i,-0.00033555+0.00046572i,-0.00043613+0.0001025i,-0.00067693-0.0004309i,0.00016642-0.00043567i,0.00085888-0.0002047i,0.00087995-0.00056383i,0.00081043-0.00061299i,0.00036327-0.00026993i,0.00013589+0.00021368i,0.00056466+0.00042251i
0.0019255-0.00028546i,0.0017558+2.3227e-05i,0.0018628+0.00041464i,0.00090304-0.0001221i,0.00027177-0.0008692i,-0.00052349-0.00055076i,-0.0011749+0.00019394i,-0.00039022+0.0020628i,3.2522e-05+0.0025394i,-4.6091e-05+0.0016893i,-0.0003579+0.0013636i,-0.00072365+0.00093231i,-0.00063322+7.0517e-05i,0.00016532-0.00046894i,0.00039034+8.4236e-05i,0.00029768-0.0001056i,0.00055771-0.00052733i,0.00045616+0.00047839i,0.00058773+0.00080092i,0.0008+0.00035287i,0.0010011+0.00027941i,0.00090137+0.00025327i,0.00062732+0.00014752i
-0.00029099+0.001984i,-0.00015409+0.0012644i,0.0015375+0.0013173i,0.0016696+0.0012298i,0.001151+6.9437e-05i,0.0013186+0.00039404i,0.00098462+0.00073762i,0.00043115+0.000692i,0.00046005+0.00097772i,-4.2467e-05+0.00031725i,-0.00045958-0.000289i,6.1862e-05-0.0001422i,0.00014479-0.00013129i,0.00035414-6.4015e-05i,0.00068087+0.00057063i,0.0003804+0.0010602i,0.0001549+0.00063737i,0.00023886+8.7354e-05i,3.1736e-05-2.6236e-06i,-0.00029645+0.00057592i,-8.0616e-06+0.00045176i,4.5189e-05+9.4606e-05i,-0.00016721+0.00019935i
0.0014439-0.00037234i,0.0013106-6.1295e-05i,0.0016112-0.00018895i,0.0016709-0.00053154i,0.00084501+0.00012085i,0.00020994+0.00084816i,0.00062131+0.001033i,0.00073915+0.0021166i,0.00064242+0.001731i,0.00088689+0.0005195i,0.00051987+0.00033666i,3.5759e-05+0.00048692i,-0.0008895+0.00075691i,-0.0005761+5.3036e-05i,0.00048484-0.00033312i,0.00042743-0.0004543i,0.00030316-0.0008117i,0.00069094-0.00029534i,0.0010455+0.00031237i,0.00037174+0.00041863i,-0.0011335+0.00056861i,-0.0017644+0.0011108i,-0.00069358+0.0012415i
0.0023466+0.0014195i,0.0034717+0.00039885i,0.0034029-0.00058354i,0.002084-0.00068295i,0.0012246-0.00040143i,0.0003269+0.00074864i,-0.00061+0.0014937i,-0.00037632+0.0010157i,0.00082142+0.00090789i,0.0012359+0.0011518i,0.00035989+0.0010512i,-0.00010792+0.0009151i,-0.00035768+0.00082414i,-0.0011563+0.00090185i,-0.001047+0.00030594i,-4.5729e-05-0.00036555i,0.00037996-0.00013243i,0.00072228+0.0001748i,0.00049604+0.00013478i,0.00010622-0.00011341i,0.00018536-4.2613e-05i,0.00014855+0.00010052i,-0.00032971+0.00093108i
0.0014569+0.0016289i,0.0016257+0.0015186i,0.0029245+0.00022078i,0.0023042-0.00076557i,0.00049069-0.00034208i,-0.00030178+0.00031256i,-0.00093353+0.0012959i,-0.00040441+0.0023427i,0.00027372+0.0017264i,-2.8469e-05+0.00076209i,-0.00012085+0.00052821i,7.7945e-05+0.00034066i,-0.00031393+0.00046875i,-0.00083289+0.00055784i,-0.00020004+0.00054022i,-0.00012469+0.00018096i,0.00010043-0.00027344i,0.0010084-0.00074781i,0.00080057-0.00079652i,0.00035837+8.39e-06i,-0.00052666+0.00025468i,-0.00055751-0.00058402i,0.00059504-0.00085225i
-0.00038601-0.0028048i,-0.0011725-0.0018168i,-0.00088064-0.0010402i,0.00019094+0.0003191i,-2.8785e-05+0.0015967i,9.9428e-05+0.0021544i,0.00020017+0.0019099i,0.00014218+0.0012537i,7.9797e-05+0.0011341i,-0.00022667+0.00070851i,-0.0001479+0.00044072i,0.00010807+9.1294e-05i,0.00035779-0.00036457i,-0.00016599-0.00011198i,-0.00052161+0.000368i,-0.00018375+0.00016667i,2.4674e-05+0.00038817i,0.00015891+0.00084706i,0.00026293-6.7228e-05i,0.00018199-0.00055567i,-0.00024842+5.3926e-05i,-0.00052965-0.00020759i,0.00022709-0.00053807i
0.0014749+0.00057336i,0.00098953+0.0012068i,0.0014668+0.00098905i,0.0020624+0.00075482i,0.001244+0.0014629i,0.00092061+0.0018483i,0.00045477+0.0013158i,0.00036568+0.0015234i,0.00018087+0.0012971i,-0.00044056+0.00059119i,-0.00061448+4.7365e-06i,-0.00049786-0.00097364i,-0.00028224-0.00075242i,-5.6759e-05+0.00037598i,7.7547e-06+0.00080982i,0.00026429+0.00076693i,0.00018503+0.0011172i,-3.7065e-05+0.00091813i,0.0001179+0.00033427i,0.00028222+0.0002594i,0.00034238-9.6946e-05i,0.00068769-0.00039061i,0.00064365-0.00043726i
0.00032515+0.0015458i,0.0012997+0.0019842i,0.0013134+0.0023329i,0.0010492+0.0013579i,0.00076536+0.00015027i,0.00065827+0.0003762i,0.00028341+0.0012255i,-0.00064418+0.0012111i,-0.001102+0.00080943i,-0.00080758+0.001042i,-1.929e-05+0.0015504i,0.00034698+0.0016006i,-1.3812e-05+0.00087711i,-1.8476e-05-9.4906e-05i,9.6259e-05-0.00053141i,0.00025825-0.00065787i,0.00033722-0.00040787i,0.00030356-0.00015565i,3.6816e-05+0.00017637i,-0.0011563+0.00050544i,-0.0013238+0.00019877i,-0.00053713-0.00049782i,-0.00061394-0.00039991i
-0.00036712+0.00046571i,0.00021667+0.0012046i,0.0007216+0.0011638i,0.0014678+0.00093159i,0.0018552+0.0011196i,0.0012202+0.00058462i,-0.00020941+2.1976e-05i,-0.00054921+0.000364i,-0.00065577+0.00068298i,-0.00078784+0.00056859i,-0.00066627+0.00059454i,-0.00041212+0.0010136i,-0.00032038+0.00051352i,-0.00054319-0.00033579i,-0.00068301+0.00013337i,-0.00053563+0.00067254i,-0.00045599+6.532e-05i,4.9329e-05-0.00054806i,-0.00037031+0.00022311i,-0.00065585+0.00067961i,-0.00039093+0.00021863i,-0.0003019+6.5897e-05i,0.00037045+0.0004814i
0.00099884-0.00019142i,0.0019273+5.6022e-06i,0.0019391+0.00042528i,0.00087618+0.00049108i,0.00028555+0.00087546i,0.00029735+0.0014035i,0.00038709+0.0013761i,0.00071326+0.0015882i,0.00088168+0.0013895i,0.00069064+0.00044096i,0.00014927-0.00067714i,-0.00017596-0.00084144i,-0.00079019+0.00017485i,-0.0010062+0.0011845i,0.00015306+0.0010793i,-0.00037863+0.00088939i,-0.00074031+0.00066321i,0.00021966-0.00026807i,0.00048056-0.00041843i,0.00020282-0.0001298i,-0.00010109-0.0004199i,0.00069284-0.00011123i,0.0010926+0.00089374i
-0.0012119+0.0012428i,-0.00022448+0.0012668i,-4.7775e-05+0.0017441i,-0.00023306+0.0012507i,6.6434e-06+0.00070753i,0.00085245+0.00046289i,0.00080964+0.00051949i,-0.00030252+0.0014928i,-0.00052109+0.0014771i,-0.00030017+0.00090634i,-0.00079604+0.0002881i,-0.0011919+0.00017147i,-0.0006882+0.0010996i,-0.00072529+0.0013496i,-0.00077393+0.00054243i,-0.00020313-0.00047233i,0.00030944-0.00063554i,0.00030415-7.6425e-05i,0.00018323-0.0006144i,0.00069755-0.0010752i,0.00033108-0.00082928i,-0.00010589-0.00050214i,0.00010427-0.0005035i
-0.00035161-0.0010304i,-0.00084415-0.00048739i,-0.00027204-0.0010245i,0.00035595-0.00010808i,0.00056741+0.00099282i,0.00039867+0.0015186i,0.00019558+0.0012935i,9.0512e-05+0.00077041i,0.00011195+0.00090531i,-0.0001831+0.001364i,-0.000903+0.0012714i,-0.00067189+0.00065533i,-0.00023659+0.00050201i,-0.00054928+0.00052659i,-0.00057508+0.00052602i,-0.00025136+0.00044619i,-0.00064971+9.0127e-05i,-0.00042992-2.4849e-05i,0.0003758+0.00018809i,0.00069491+0.00021173i,0.00064225+0.00015667i,3.051e-05+0.00027602i,-0.00070787-0.00014555i
0.00062833+0.001442i,5.7473e-05+0.00083404i,0.0014704+0.00029508i,0.0022231-0.00031421i,0.00089629-0.00048508i,-0.00025651-0.00056616i,-0.0005593-0.00022189i,-0.00028144+0.0016876i,0.00014475+0.0018573i,0.00030566+9.2438e-05i,-0.00026246-0.0003002i,-0.0004672+9.6767e-05i,-0.00031486-0.00058279i,-5.7572e-05-0.00060327i,-0.00076739+0.00048165i,-0.00078457+0.0005894i,7.3299e-05+0.00044516i,0.00022798+0.00036851i,0.00056367-0.00026702i,0.00069339-0.00055316i,0.00020685-0.00059605i,0.00015162-0.0009858i,0.00098095-0.0013154i
0.0014508+0.0021358i,0.0014705+0.0015577i,0.0012913+0.001781i,0.0014523+0.0017398i,0.0017448+0.00078839i,0.0016856+0.00044782i,0.00044803+0.0014151i,-0.00090566+0.0021449i,-0.00087679+0.0021902i,-1.3685e-05+0.0010563i,-7.9404e-05+0.00015202i,-0.00044752+1.5144e-05i,-6.1288e-05+0.00023598i,-3.8459e-05+0.00087032i,-0.00058256+0.00050113i,-0.00070477+0.00046018i,-0.0007251+0.00063045i,-0.00010088-0.00042011i,0.001278-0.0010373i,0.0008753-0.00045363i,-0.00053773-0.0001034i,-0.0008701+0.00035136i,-0.00052486+0.00071645i
-0.00037667-0.0006634i,-0.00016903-0.00032013i,-0.00018012+0.00021281i,0.00059055+0.00044097i,0.00045921+0.00050023i,-0.00064364+0.00088465i,-0.00013116+0.0015064i,0.00041206+0.0014435i,0.00039975+0.001529i,0.00010568+0.0016365i,0.00015622+0.0010993i,0.0002957+0.00036866i,7.7213e-08-0.00013848i,0.00022233+0.00029305i,0.00059864+0.00080423i,0.00049131+0.00013358i,0.00069691-0.00053778i,0.0010855-2.8863e-05i,0.00057771-0.0001672i,-0.00017859-0.00052409i,-0.00028135-8.8388e-05i,0.00017651-0.00021941i,9.8352e-05-0.00069617i
-0.00016801-0.0015331i,0.00010197-0.00059519i,0.00038239-0.00073068i,-0.00031044-0.0010555i,-0.001257-0.00063971i,0.00011154+0.0016222i,0.0014671+0.0030568i,0.0011709+0.0024028i,0.00017588+0.0010891i,-0.0010184+0.00055921i,-0.00092333+0.00076009i,-7.7429e-05+0.00093855i,-0.0002336+0.00086874i,-0.00055307+0.00093904i,-0.00038862+0.0009051i,-7.7746e-05+0.00079511i,-4.2055e-05+0.00056038i,2.0737e-05+0.00015662i,0.00032162-0.00050702i,-1.4648e-05-0.00021854i,-0.0006298-0.00027945i,-0.00092585-0.0009914i,-0.00077058-0.00063074i
-0.00094972+0.00060308i,-0.00084886+0.0020588i,-0.00090919+0.0022942i,7.3168e-05+0.0020201i,0.00076957+0.0018471i,0.00072338+0.0012018i,0.00054702+0.00061211i,0.00051798+0.00093557i,0.00039105+0.0013315i,-0.0005628+0.00035178i,-0.0011849-0.00064998i,-0.00048928+0.00014283i,-8.6718e-05+0.00047963i,1.9101e-05+0.0001288i,4.0481e-05+0.00011111i,-0.00042044-0.00017987i,-0.00073408-0.00036827i,-0.00061714+2.7535e-05i,-0.000245+0.00051627i,-0.00036754+0.00024011i,-0.00014791-0.00060531i,4.2889e-05-0.00066655i,-0.0002122+5.8845e-05i
-0.00028317+0.0016804i,-0.00015407+0.0011743i,0.00012437+0.00087755i,0.00098778+0.00077018i,0.00097764+0.001087i,-0.00021763+0.0018016i,-0.0010485+0.0018735i,-0.001624+0.0019735i,-0.00066108+0.0013495i,0.00061239+0.00026913i,2.2292e-05+0.00016795i,-0.00062318-0.0003589i,-2.7746e-05-0.0010446i,0.00082166-0.0010741i,0.00096272-0.00047828i,-1.9872e-05+9.3513e-05i,-0.00067315+9.7466e-05i,-0.0009216+0.00017113i,-0.00080684+0.00041409i,-0.00018475-0.0003854i,0.00037734-0.00055476i,5.5099e-05-0.00017704i,-0.000216-0.0002823i
0.0016758-0.0019507i,0.00033234-0.0017996i,0.00010956-0.00070134i,0.00086848+6.6257e-05i,0.00070081+0.00023833i,-0.00036404+0.0006377i,-0.0014374+0.0011468i,-0.00090088+0.0021842i,0.00017006+0.0022783i,0.00048863+0.00090052i,0.0001581+0.00017215i,-0.00021274+0.000168i,-8.9401e-05-6.3694e-05i,-0.00078652-0.0002783i,-0.00073233-0.00031518i,-0.00073396-0.00014951i,-0.00088693+0.0003565i,0.00018743+0.0002461i,0.00075899+0.00023405i,0.00027964-0.00024541i,-0.00020758-0.00030797i,-0.00057435+0.00022475i,-0.0002067+0.00033324i
0.00087018+0.00030759i,-0.00032082+0.00015318i,-0.00056036-0.00019738i,0.00067404+0.00020496i,0.001218+0.00090113i,0.00072817+0.0011784i,0.00082151+0.0008599i,0.00096526+0.00039967i,0.00089753+0.00023183i,0.0006695+7.9609e-05i,-0.00024585+0.00017983i,-0.00038136+0.0004082i,-0.00060088+0.00030724i,-0.00047115-0.00012096i,-3.6764e-05+0.00029677i,-0.00032492+0.00053011i,0.00010532+0.00051208i,0.00091058+0.00084373i,0.00099997+0.00057701i,0.0004686+0.00026522i,-3.4081e-05+0.0008134i,-7.9945e-05+0.00081695i,-8.1258e-05+0.00018232i
-0.0016409+0.00073424i,-0.0024506+0.0013494i,-0.0024089+0.00096678i,-0.0011689+0.0018204i,-0.00041511+0.0029214i,0.00039351+0.0023028i,0.00029804+0.0012651i,-0.00069982+0.0010399i,-0.00060418+0.00066648i,-0.00027163+0.0002577i,-0.00014026+0.00094544i,0.00027716+0.00062299i,0.00083465+0.00012802i,0.00079499+0.00031309i,0.00038455+0.00036267i,2.5963e-05+0.00038093i,6.0855e-05+0.00057713i,-0.00028514+0.0011551i,-0.000399+0.00098036i,0.00030784+5.558e-05i,3.2241e-05-0.00014079i,-8.1555e-05+0.00051184i,-0.00030984+0.00037841i
-0.0015846-0.0019841i,-0.000741-0.00082769i,-0.00064751-0.00019789i,-0.00020238+7.7616e-05i,0.00058566+0.00079192i,0.00070859+0.0017904i,0.00044472+0.0018362i,4.7162e-05+0.0020196i,-0.0005662+0.0019463i,-0.00091866+0.0010604i,-0.00026581+0.00038484i,0.00084397+0.0002217i,0.00082384+0.00056797i,0.00054656+0.00018901i,0.00030514+6.0019e-05i,0.0001271+0.00028115i,0.00024694-7.0594e-05i,0.00032691-0.00048499i,3.9594e-06-0.00036122i,-0.00031067+0.0001682i,5.7903e-05+0.0002953i,0.0001129+0.00026187i,-0.00027611+0.00020025i
-0.0014872-0.0009308i,-0.0010871+0.0013189i,-0.0011261+0.0011982i,-0.00055001+0.00088475i,0.0007065+0.0015064i,0.0011546+0.001427i,0.00021099+0.00025337i,-0.00014612-0.00072589i,-5.1479e-05-0.00034035i,0.00038382+0.00020671i,0.0005303+9.6241e-05i,0.00032737-0.00019645i,0.00040787-9.0476e-05i,0.00050225+0.00028308i,-0.00014553+0.00024738i,-0.00095309+0.00017834i,-0.00055233+0.0001929i,0.00029772+0.00018196i,0.00067899+0.00062i,0.00039692+0.00038886i,8.7067e-05-2.5035e-05i,0.00034442+0.0002146i,-3.5132e-05+0.00028021i
0.0014498-0.00058888i,0.00049512-7.0638e-05i,-0.00061276+2.7685e-05i,-0.00032841+0.0005888i,-8.4411e-05+0.0012575i,9.4095e-05+0.00089497i,0.00059048+0.0010266i,0.00029512+0.0012502i,0.00036011+0.0012505i,0.00017757+0.0011404i,-0.00023051+0.00024965i,0.00094065-7.9875e-05i,0.00066991+0.00042812i,0.00021562+0.00056928i,-0.00016188+0.00050355i,-0.00038716+0.00034844i,0.00020157+0.00062282i,0.00018894+0.0012651i,0.00019941+0.0012484i,-0.0002111+4.3429e-05i,-0.00082017-0.00051835i,-0.001145-0.00047863i,-0.00058571-0.00011636i
-0.00025788-0.00069634i,-0.00074813+4.2102e-05i,-0.00053825-0.00028453i,8.6307e-05-0.00050165i,-0.0001855+0.00037725i,-0.00069321+0.0015826i,-1.7428e-06+0.0021921i,0.00012282+0.0024603i,-8.7276e-05+0.0019853i,-0.00046965+0.00095367i,-0.00070599+0.0016784i,-0.00068677+0.002236i,-0.00049975+0.0015361i,-0.00047377+0.00030063i,-0.00043174-0.00051745i,-0.00041273-0.0010957i,-0.00057177-0.00078755i,-0.00012565-0.00011685i,9.0908e-05-7.4883e-06i,-0.0003527+0.00044018i,-0.00073691+0.00035348i,-0.00065393-0.00031961i,-0.00027991-0.00061569i
0.00012791+0.0029288i,0.0001897+0.0022496i,0.0017578+0.0016166i,0.0027338+0.001515i,0.0016963+0.001692i,0.00068676+0.00056104i,0.0003288+0.00019648i,-0.0003091+0.00144i,0.00018764+0.0015535i,0.0010173+0.00075831i,0.00057872+6.577e-05i,0.00013839-0.00018032i,-0.00011467+1.2184e-06i,-0.00026585-6.7208e-05i,-0.00032717-8.4064e-05i,-0.00076154-0.0001694i,-0.00052064-0.00060219i,0.0003762-0.00070377i,0.0005025-0.00034668i,0.0001555-0.00023891i,-0.00010321+0.00026308i,0.00011608+0.0012502i,-0.00013035+0.001622i
0.0011829-0.0017356i,0.0015763-0.00084203i,0.0014646-0.00097986i,0.0011527-0.00070142i,0.0002088-8.2476e-05i,-0.00062558-0.00018205i,-7.7091e-05+0.00050069i,-7.4821e-05+0.0015127i,-0.0003996+0.0012163i,-0.00026615+0.0006208i,-0.0013627+0.00053358i,-0.0013408+0.001173i,-0.00080695+0.00092769i,-0.00069989-0.00015039i,-7.7004e-05-0.00066736i,0.00059755-0.00080535i,0.00052643-0.00022302i,0.00040377-0.00018751i,0.00056748-6.9754e-05i,0.00045135-0.00037022i,0.00031684-0.00077737i,0.0003236-0.00038852i,-0.00038531-0.00068993i
0.0010183+0.0011967i,0.001051+0.00031359i,0.0012953-0.00019435i,0.0019825+0.00037827i,0.0018242+0.0010169i,-0.0001153+0.00083271i,-0.00096241+0.00061043i,-0.00079572+0.00083544i,-0.00056492+0.0012216i,-0.00079667+0.00098527i,-0.0011986+0.00087893i,-0.00076513+0.0009281i,-0.00088804+0.00064304i,-0.00076737+0.00011993i,0.00042349-8.1059e-05i,0.00094309+0.00036728i,0.00034508+3.8304e-05i,-0.00062322-0.00042668i,-0.00076032+9.7296e-05i,-0.00033824+0.00093671i,-0.00036513+0.001118i,-0.0001635+0.00043099i,0.00029661+0.00017309i
0.0013125-0.00033211i,0.0013641-0.0003776i,0.00087078+0.0001963i,4.5859e-05+0.00075109i,9.073e-05+0.0013831i,0.00029158+0.0013368i,-0.0002396+0.0011302i,-0.0004213+0.0014931i,-6.5435e-05+0.0015275i,-9.2581e-05+0.0012726i,-0.00087903+0.00089983i,-0.0013424+0.00047513i,-0.00072338+0.00018532i,-0.00076194-0.0002167i,-0.00048488-1.4362e-06i,0.00012122+0.00044139i,-0.00019586+0.00036419i,-0.00044403+0.000374i,-7.3392e-05+0.00040643i,3.5958e-05+0.00074939i,-0.00031092+0.0010619i,-2.0079e-05+0.00099093i,0.00054251+0.00057871i
9.4115e-05+0.0017318i,0.0015634+0.0021991i,0.0012963+0.0016454i,0.00070423+0.0011826i,0.00034932+0.001375i,5.8842e-05+0.00098316i,-0.00039656+0.0010062i,-0.00094772+0.0011039i,-0.00042928+0.00093514i,-9.0453e-05+0.0012436i,-0.00045079+0.0014376i,-0.00054568+0.0010627i,-0.00060545-5.2031e-05i,-0.00029351-0.00018953i,-0.00041324+0.0004493i,-0.00047946+1.0776e-06i,-0.00079545-6.5817e-05i,-0.0011294+0.0011949i,-0.00036416+0.0012849i,0.00052092+0.00050417i,0.00030548+0.00012636i,-0.00041726+0.00028561i,-0.00059809+0.0006244i
-0.0016293-0.00039866i,-0.0013262-0.00070762i,1.1284e-05-0.00042944i,0.0011221+0.00093433i,0.00050076+0.0013117i,0.00030426+0.00064628i,0.00016718+0.0011693i,-0.00065636+0.0016423i,-0.00036894+0.0010622i,8.9264e-05+0.00068179i,0.00038821+0.0004454i,0.00065187+0.0003051i,0.00064919-0.00027478i,0.00030093+3.2764e-05i,-0.00010303+0.00012155i,-0.00081895-0.00038974i,-0.00093947-0.00031303i,-0.00039175-0.00020007i,0.00054755-0.00032619i,0.00056835-0.00038219i,-0.00011672-0.00021449i,-0.00010416+0.00026296i,-1.0227e-06+4.3918e-05i
0.0011393+0.00084952i,0.0019386+0.000101i,0.0020548-0.00041073i,0.0013024+0.00012323i,0.00023342+0.00094445i,-0.00061353+0.0011283i,-0.00084385+0.0012394i,-0.00076773+0.0012353i,-0.00060101+0.00092339i,0.00024764+0.00058846i,0.00076209+0.00075801i,1.3532e-05+0.0013122i,-0.00099242+0.00067344i,-0.00070411-0.0003503i,-0.00020936-0.00038948i,6.5618e-05-0.00058953i,3.7855e-06-0.00025656i,-0.00047522+0.00029036i,-0.00043374-0.00047511i,0.00025383-0.0012134i,3.8694e-05-0.00058805i,3.6487e-05+3.8331e-06i,0.00062185+0.00012316i
-0.00078476+0.0013804i,-0.00023924+0.00099858i,0.00068415+0.0015946i,0.00062293+0.0019189i,0.00053813+0.0017941i,0.0004711+0.0017324i,0.00014011+0.0022316i,0.00023852+0.0025077i,0.00051872+0.0019226i,0.00062861+0.00086868i,0.00045279+0.00026775i,0.000399-0.00041662i,0.00056424-0.00035597i,0.00046083+0.00024631i,0.00074136+0.00049871i,0.00059301+0.00016641i,0.00025578-0.00069048i,-0.00032429-0.00094063i,1.8699e-05-0.00076474i,0.00047887-0.00031499i,0.00014996-0.0002844i,7.3525e-05-0.0010213i,1.9366e-05-0.00079118i
0.0004804-0.00047327i,0.00039017+0.00051942i,0.00082233-0.00034776i,0.0011812-0.00066261i,0.00034699+0.00032806i,-0.00044647+0.00098088i,-0.00046486+0.00072732i,-0.00015398+0.0009764i,-0.00049386+0.0018273i,-0.00090135+0.00089366i,-0.0010236+0.00024689i,-0.0011106+0.00050401i,-0.00061168+0.00027335i,-4.5907e-05+1.7544e-05i,-0.00016062-0.00038792i,-0.00052-0.00011979i,-0.00047707-7.7173e-05i,0.00048361-4.7129e-05i,0.00095937+0.00016461i,0.00071285+0.00042598i,0.00055415+0.00065475i,9.4056e-05+0.00049878i,-0.00046139+0.0010293i
0.00037134+0.0010399i,0.0018949+0.0004242i,0.0026008+0.00022739i,0.002254+0.00077668i,0.0015214+0.00071888i,0.00083447-6.651e-05i,0.00016088+0.00019228i,-0.00061917+0.0013356i,-0.00066933+0.0014763i,-0.000269+0.0010039i,-0.00015921+0.0010605i,0.00011987+0.0003272i,8.5212e-05-0.00045307i,0.00046587-0.00044499i,0.00081522-0.00047422i,0.0005938-0.00024819i,0.00063272-1.5133e-06i,7.2649e-05-2.9092e-06i,-0.00077508-0.00024455i,-0.00072649-0.00018335i,7.4987e-05-0.00075243i,0.00076745-0.00134i,0.00033901-0.00028781i
0.00015616+0.00035868i,0.00071122-0.00048687i,0.0010992+2.5935e-05i,0.0016258+0.00081023i,0.001858+0.00086352i,0.00039453+0.00039936i,-0.00046565-0.00010367i,-0.00046599+0.0004017i,-0.00029966+0.0012185i,-0.00030648+0.00065318i,-0.00061396+0.0002467i,-0.00095683+2.7163e-06i,-0.00090161-0.00077884i,-0.00085623-0.00099002i,-0.00057369-0.00067092i,-0.00015115-0.00054249i,-0.00039741-0.00023174i,-1.7914e-05+7.626e-05i,0.00031548-0.00024997i,2.1832e-05-0.00048169i,0.00014509-0.00061507i,0.0010347-0.00033361i,0.001287+0.00011093i
5.7065e-05+3.4861e-05i,0.00018745+5.5856e-05i,0.00075527-0.00048785i,0.0012938-0.00044548i,0.00070487+0.00042521i,-7.2055e-05+0.0013875i,-0.00034707+0.0012773i,-0.00070825+0.0014559i,-0.00046816+0.0027875i,0.00088382+0.0028262i,0.0011402+0.0012064i,-3.5112e-05-0.00033805i,-0.00080778-0.0010755i,-0.00039526-0.0010313i,0.00034342+3.1104e-05i,-0.0001778+0.00041251i,-0.00034124+0.00067711i,-0.00045917-7.1647e-05i,-0.0004529-0.0011325i,-0.00061759-0.00041984i,-0.00056555+0.00054416i,-0.00034607+0.00055169i,-0.00042742+0.00038142i
