-0.00020649+0.00033112i,0.00036968+0.00048932i,0.000891-3.2558e-05i,-0.00015699-0.00073295i,-0.0019606-3.7484e-06i,-0.0024244+0.00089512i,-0.0012606+0.00079829i,3.6355e-05+0.00044395i,0.00091957+0.0004327i,0.0010311+0.00011107i,0.00095614-0.00032809i,0.00044729-0.00047547i,-0.00048857+7.8335e-05i,-0.0011708+0.00061156i,-0.0013239+0.00099312i,-0.00084101+0.00080973i,-0.00028687+0.0004523i,0.00016182+0.00074192i,-0.0002328+0.00088101i,-0.0004726+0.00049907i,0.00032649-0.00022239i,0.00029974-0.00017854i,-0.00061001-6.0504e-05i
0.0010461+0.0017854i,0.0011027+0.0027999i,0.0019788+0.0037123i,0.0025407+0.0022432i,0.0017838+0.00022631i,-0.00054551-3.0632e-05i,-0.0018976+0.0001519i,-0.0012321-0.00039046i,-0.00036782-0.00065112i,0.00023471-0.00068389i,8.0682e-05-0.00010006i,-4.9869e-05+0.00079663i,8.5141e-06+0.00099845i,-0.00031535+0.00010123i,-0.0006538-0.00046702i,-0.00056047+0.0002514i,0.00020266+0.0010973i,-0.00027243+0.00053779i,-0.0010286+4.2223e-05i,-0.00053156+0.00062641i,-0.00012095-0.00024369i,-0.00028238-0.001159i,4.5553e-05-0.00063325i
0.0015243+0.0010554i,0.00078843-0.0010505i,-0.00026945-0.0024424i,-0.0014185-0.0013881i,-0.001951-0.00086547i,-0.0015085-0.00092919i,-0.00065087-0.00060801i,-0.00014173-0.00014647i,5.2378e-05-0.00013736i,-0.00010705+7.1352e-06i,-0.0004244+0.00039017i,-0.0008999+0.00042954i,-0.00071609+0.001355i,-0.00040303+0.0022937i,-0.00035517+0.0014158i,0.00018521+0.00057503i,-3.6908e-05+0.0008728i,0.00014871+0.000991i,0.00065062+0.00026332i,0.0006056-0.00026971i,0.00085915-4.2826e-05i,0.00058161+0.00043433i,-0.0002781+0.00037998i
0.00018862-0.00022335i,-0.00094556+0.0001925i,-0.00047932-0.0015498i,-0.00030288-0.0021103i,-0.00085394-0.00079271i,-0.0011786-0.00043513i,-0.0011828-0.00060737i,-0.00021439-0.0011079i,0.00029963-0.0012126i,-0.0005286-0.00036501i,-0.0007758-0.00032656i,-0.0010425+0.00071732i,-0.0013212+0.0015104i,-0.0012111+0.00088069i,-0.00077932+0.0007194i,4.8513e-05+0.00051129i,0.00032177-0.00036863i,0.0008179-0.00061966i,0.0010864+0.00033563i,0.00033367+0.00026365i,0.0004549-0.00035175i,0.00025462+7.8905e-05i,-0.0003907+0.00053229i
-0.00081441+0.00072487i,-0.00080138+0.0007772i,-0.00056306+0.0014976i,0.00068815+0.0009433i,0.001584-0.0001111i,0.00084677-0.00046265i,-0.00052539-0.00078401i,-0.00068632-0.0006666i,-0.0002814+0.00026056i,8.3242e-05+0.00051833i,0.00030559+0.00038494i,0.00021664+0.00070714i,-8.105e-05+3.1574e-05i,0.00041207-0.0001221i,0.0010476+0.00030332i,0.0005602-0.00067155i,0.00036836-0.00104i,0.00017853-0.00031253i,0.0002114+0.00023877i,0.00028319-0.00039077i,0.0005346-0.001136i,0.001317-0.0010514i,0.00086626-0.00060989i
-0.00092232-0.0019408i,-0.00029713-0.0025806i,-0.0012474-0.0013593i,-0.0013545-0.00051032i,-0.0004874-0.0011213i,-0.00052224-0.0012069i,-0.0012672-0.0017993i,-0.0015273-0.0014423i,-0.0010095-0.00055792i,0.0007074+0.00031303i,0.0014144+0.0011822i,0.00046579+0.0009295i,-2.4541e-06+0.00071243i,0.00056988+8.9157e-05i,0.00063591-0.00027037i,5.7693e-05+0.00016258i,-0.00033408-1.7549e-05i,0.00052043+0.00015886i,0.001102+0.00011396i,0.00065548-5.0082e-05i,0.00032967+0.00014181i,0.00025936-0.00032459i,0.00032579-0.00028205i
0.00014291+0.0026616i,0.0004019+0.0015403i,0.001284+0.00084632i,0.00189+0.00045865i,0.0016777-0.00042654i,0.00099661-0.0015207i,-0.00050254-0.0016809i,-0.001173-0.0012028i,-0.00080233-0.0010012i,-0.00058674-0.00040145i,-0.00064269-0.00021693i,-0.00092364+9.3834e-05i,-0.00050303+0.00027174i,-1.2508e-05-0.00069812i,-0.00012042-0.00084165i,-0.00018723-0.00013782i,-1.378e-05+0.00012215i,0.00055425+0.00039259i,-7.3166e-06+0.00085552i,-0.0005337+0.00026223i,-0.00015635-0.00072955i,0.00025485-0.0011325i,0.00054615-0.00062225i
-0.00040813+0.0018647i,-0.0006349+0.0022422i,-0.00052038+0.0018183i,0.00050445+0.00054113i,4.6518e-05-0.0010235i,-0.001392-0.0020072i,-0.0015895-0.0019579i,-0.00068991-0.0011236i,-0.00071695-0.00079445i,-0.00079515-0.0001346i,-0.00015835+0.00091386i,-0.00022729+0.00070482i,-0.00054551-0.00032723i,-0.00031034-0.00075168i,-0.00059924-0.00010163i,-0.00064903+0.00029896i,-0.00020677+0.00055704i,-1.6492e-05+0.0003549i,-2.1401e-05+0.0001974i,0.00015232+0.00036004i,-3.1367e-05+0.00027026i,-3.5295e-05+0.00051497i,-0.00013185+0.00042618i
-0.00021381+0.00042988i,0.00060407+0.00073256i,0.00051493+0.00067663i,2.8147e-05+0.00056362i,-0.00080547+0.0002598i,-0.0011804+0.00015849i,-0.0011937+0.00035148i,-0.0015535+0.00018794i,-0.0020029+2.4596e-05i,-0.0016145+0.00027992i,-0.00097517+0.00016903i,-0.00079462-0.00015686i,-0.00043704+0.00039819i,-0.00038349+0.00052987i,-0.00048389+0.00062655i,-0.00056761+0.0003072i,-0.00048896-0.00089578i,-0.00045765-0.0010758i,-0.00012807-0.0007224i,0.00084421-0.00057927i,0.00054002-0.00032595i,-0.0001862+0.00035i,-0.00064004+0.00071985i
0.0028461-0.00073361i,0.0024462-0.0010074i,0.0016241-0.0015174i,0.00083122-0.0004128i,0.00040604-0.00088273i,8.6094e-05-0.0023394i,7.9351e-05-0.0019932i,0.00025371-0.0010375i,-0.00015423-0.0012424i,-0.00029428-0.0010388i,-0.00075532-0.00033634i,-0.00081425-0.00012075i,-0.00019903+0.00011951i,-4.2984e-06+0.00028913i,0.0002892+0.00075435i,0.00064888+0.00025461i,0.00079594-0.00045277i,0.0005366-0.00093945i,9.9126e-05-0.00056442i,-2.6547e-05+5.5645e-05i,-0.00027662-0.00012968i,-0.00077127-0.00015837i,-0.00027754+0.00027054i
-0.0029167+0.0022552i,-0.0020898+0.0023671i,-0.0014667+0.0014517i,-0.0013914+0.00081416i,-0.00096728+0.00063165i,-0.00023993+0.00037275i,-2.5168e-05-0.00071712i,-0.0010733-0.0016799i,-0.0014451-0.00053693i,-0.00054707+0.00041851i,-0.0001242-4.1216e-05i,0.00037815-5.8507e-05i,0.0010355-0.00035163i,0.00078277-0.00050478i,0.00057416-0.00028386i,0.00028817-0.00014188i,-8.193e-05-0.000578i,-0.00031025-0.0013837i,-0.00051041-0.001476i,-0.00089904-0.0012211i,-0.00088636-0.00059674i,-0.00038971+0.00078642i,0.00017385+0.0012167i
-0.0034405+0.0010495i,-0.0025929+0.001273i,-0.0017042+0.0022441i,-0.00082137+0.0023147i,0.00035084+0.001764i,0.00030189+0.0010236i,-0.00063282-0.00039748i,-0.00085151-0.0008234i,-0.001092-0.00020432i,-0.00090398+9.9072e-05i,-0.00015272+0.00048095i,8.1824e-05+0.00048385i,-5.1543e-05+0.00029118i,-1.3827e-05+0.0006204i,0.00015043+0.00033401i,0.00035417+9.6994e-05i,0.00013634+0.00025729i,-0.00060544+9.16e-05i,-0.0013833-0.0002854i,-0.0013077+0.0002023i,-0.00091702+0.0011471i,-0.0006416+0.0011221i,-0.00026431+0.00059423i
0.00058074+4.2185e-05i,0.0017939+0.0002793i,0.0018966+0.0010922i,0.001638+0.00027739i,0.0012511-0.0014897i,0.00079887-0.0032013i,0.00023436-0.0033592i,-0.00024684-0.0020512i,-0.0002082-0.00030827i,-0.00044479+0.00013341i,-0.00023654-0.00024614i,8.2724e-06-0.00059875i,0.00027872-0.00051191i,0.00011446+8.9006e-05i,-0.00044242+9.7934e-05i,0.0003447+0.00030626i,0.00081+0.00084764i,-8.5531e-05+0.00098405i,-0.00012344+0.00039418i,0.0009909-5.4464e-05i,0.00079548-0.00011002i,-0.0002772-0.00015458i,-0.00018599-0.00053057i
0.0033616+0.00051513i,0.0020251+0.0010934i,0.00074764-0.00031756i,-8.424e-05-0.0010495i,-0.0015222-0.0009638i,-0.0016118-0.0011787i,-0.0009788-0.0016784i,-0.00059297-0.0014669i,-0.00090411-0.00092009i,-0.00079273-0.00026307i,-7.4085e-05-0.00017653i,-0.00026855-0.00032448i,-0.00069096+0.00020971i,-0.00093442+0.00031847i,-0.00084628+0.00021813i,-7.6253e-05-0.00011431i,-7.0425e-05-0.00028473i,-0.00031608-0.00041553i,2.8237e-05-0.0003419i,0.00031168+0.00028807i,7.2543e-05+0.00085001i,-0.00050971+0.0005245i,-0.00016757+0.00031064i
0.00043571+0.0030023i,8.2166e-05+0.0021258i,0.00056103+0.0012705i,0.0011534+0.00060724i,0.0004211-0.00084653i,-0.00027962-0.0017597i,-0.00078999-0.0016945i,-0.0013658-0.0011747i,-0.00065348-6.0494e-05i,0.0004056+0.0003277i,0.00082302-0.00017221i,0.00042096-0.00085923i,-0.00060759-0.00075705i,-0.001094-0.0002071i,-0.00077572+9.3759e-05i,-0.00057402+0.00043902i,-0.00073754-3.4601e-06i,-0.0011904-0.00019343i,-0.00093166+0.00015525i,8.8382e-06+0.00020722i,4.3211e-06-0.00015294i,0.00018308+2.5554e-05i,0.0003664+0.00032286i
0.0012197-0.0019211i,0.0015336-0.0024893i,0.0014833-0.0023465i,0.00038464-0.0018681i,-0.00072512-0.00089457i,-0.0013881-0.00098272i,-0.0014013-0.0010968i,-0.00064187-0.00048778i,0.00020494+0.0002926i,-4.7033e-05+0.00027972i,-0.00069594+0.00018474i,-0.0003561+0.00056358i,-0.00033538+0.0001156i,-0.00086542+0.00045489i,-0.00082677+0.00097329i,-0.00018925+0.0008859i,0.00019745+0.00079067i,0.00027174+0.00044314i,0.0010871-0.00017956i,0.0013397+2.4368e-05i,0.00079191+0.00087192i,0.00029178+0.00086729i,0.00020224+0.00020655i
-0.00077953+0.0019573i,0.001108+0.00085525i,0.0011748+0.00036737i,0.0003594-0.00030551i,0.00046997-0.00078866i,0.00026523-0.0020194i,-0.0003923-0.0023143i,-0.00063576-0.0011174i,-0.00072654+7.6238e-05i,-0.0011185+0.0007704i,-0.0011611+0.00034779i,-0.00046604-0.00024246i,-0.00027671-0.00049397i,-0.00062979-0.00089313i,-0.00024406-0.0013721i,-0.00041399-0.0009605i,-0.00060175+1.2496e-05i,-0.00025166+0.0003797i,-0.00075118+0.00031193i,-0.00046098+0.00028506i,0.00037746+0.00037561i,0.00050827-6.7925e-05i,0.00015955-0.00025608i
-0.0018253+0.0010547i,-0.0017967+0.0020052i,-0.0014851+0.0026415i,0.00017305+0.0011461i,0.0015174-0.00055333i,0.00060788-0.001312i,-0.00076521-0.001487i,-0.0015544-0.00095573i,-0.0018094-0.00037339i,-0.0018024-2.0967e-05i,-0.0018433+0.00012268i,-0.0011709+1.1651e-05i,-2.9551e-05+9.1523e-05i,0.00026045+8.0478e-05i,0.00020305-0.00036326i,0.00032819-0.00023831i,-0.00013417-4.4385e-05i,-0.00022769+2.9861e-05i,-2.3055e-05-0.00072005i,-0.00018604-0.0007959i,1.1019e-05+5.0539e-05i,0.00084568-0.00032531i,0.0011688-0.00058843i
0.00078046+0.0014033i,0.00082599+0.00067387i,0.001841+2.8173e-05i,0.0011716+0.00060029i,-0.0011004+0.00027695i,-0.0026493-0.00084521i,-0.0025521-0.0011168i,-0.0017576-0.00058501i,-0.00082413-0.0001162i,-0.00022266+0.00025446i,5.6722e-05+0.00039563i,-0.00064545+0.00033269i,-0.00088744-0.00020086i,-0.0012687-0.00059983i,-0.0015855-0.00029728i,-0.00028708-0.00029667i,0.00012526-0.00044709i,0.00019604-0.00021487i,0.00058982-0.00011964i,0.00012463+0.0001001i,-1.0737e-05+0.00040212i,0.00033553+0.00042032i,0.00021175+0.00029567i
-0.00025947+0.0025413i,0.00037636+0.0030047i,0.0018354+0.00154i,0.0017494-0.00018695i,0.0012678-0.0013668i,1.9386e-06-0.0019575i,-0.0010164-0.0021558i,-0.0012395-0.0017541i,-0.0007371-0.00057893i,-4.8205e-05-0.0003902i,0.00016448-0.00062664i,0.00081832-0.00010969i,0.00044761-0.00011079i,0.00019222-0.00057056i,-8.4453e-05-0.00064468i,-0.00061877-0.00074643i,-0.00068882-0.00094883i,-0.0007511-0.00062342i,-0.0003153-1.8026e-05i,9.9106e-05+0.00010142i,1.2092e-05+0.00030451i,0.00029566-1.578e-05i,0.00056832-0.00067491i
0.0019457-0.0011307i,0.001676-0.0015368i,0.0015359-0.002377i,0.00094738-0.0012097i,-0.00033349+0.00021511i,-0.0011654+0.00030419i,-0.0011248+0.00033294i,-0.0013826-0.0001029i,-0.0010823-0.00018812i,-0.00020131-0.00010299i,0.00030323+8.4434e-05i,0.00020425+0.00040192i,0.000605+0.00075508i,0.00026767+0.00094374i,-0.00090745+0.00084646i,-0.00035624+0.000648i,0.00057864+0.00059731i,0.00064084+0.00060719i,0.00049566-7.3175e-07i,-0.00034942-0.00041517i,-0.00105-0.00033228i,-0.00054308-0.00019477i,-9.0472e-05-0.00044467i
-0.00096354+0.0011845i,-0.0012092+0.00091812i,-0.00018969+6.4004e-05i,-0.00082844-0.00015617i,-0.0015171-0.0017995i,-0.0015052-0.0027i,-0.0022379-0.0017926i,-0.0016863-0.00087579i,7.9584e-06-0.00021771i,0.00042261-8.5806e-05i,0.00028104+4.045e-05i,0.00032753+0.00018785i,0.00041519-7.3905e-05i,-0.00018462-0.00056141i,-0.00071771-7.2815e-05i,-0.00021356+0.00011107i,0.00084547-0.00014986i,0.0010684-0.00034844i,9.9626e-05-2.6187e-05i,-0.00038364+0.0010432i,-7.0897e-05+0.00060685i,-2.4844e-05-0.00054829i,-0.00046596-0.0012732i
-0.00077434+0.001521i,-0.0012779+0.00088146i,-0.00095075+6.7513e-05i,-0.00067157+0.00041486i,-0.00024217+0.00044387i,0.00039916-0.00054669i,0.00025959-0.0016876i,-0.00040709-0.00143i,-4.1359e-05-0.00037638i,8.8556e-05+0.00016494i,-0.00077276+0.00018059i,-0.00072554+9.5063e-05i,-0.0002647-0.00019995i,-0.00021831-0.00012652i,-0.00056368+0.0001046i,-0.00080548+0.00062425i,-0.00088699+0.00097619i,-0.00020245+0.00073259i,0.00024974+0.00064162i,0.00067217+0.00018537i,0.0016107+0.00023029i,0.00099709+5.8368e-05i,0.00069329-0.00033975i
-0.0004968+0.002617i,0.00070487+0.0038335i,0.0013489+0.0046777i,0.0013646+0.0033452i,0.00097595+0.00065975i,0.000239-0.0010783i,-0.00085836-0.0015988i,-0.0011811-0.00085304i,-0.00040807-9.7293e-05i,3.6736e-05-0.0010515i,0.00054721-0.0014097i,0.00098979-0.00059181i,0.00065886+0.00028334i,-0.00049409+6.3856e-05i,-0.00054792-0.00075021i,-0.00026714-0.00077531i,-0.00059406-0.00034195i,0.00012184+0.00043726i,0.00032924+0.00080573i,-0.00033001+0.0007863i,-0.00028686+0.00057198i,-0.00082675-5.0504e-05i,-0.00034978-0.00038255i
0.00033717-0.00094254i,7.4879e-05-0.0012136i,-0.00042991-0.0014239i,-0.0010068-0.0018161i,-0.0013957-0.0022046i,-0.0019581-0.0020029i,-0.0016976-0.0014361i,-0.0009157-0.00084201i,-0.00022224-7.7866e-06i,0.00034197+0.00017855i,0.0008374+0.00015807i,0.0004871+0.00050932i,0.00049015+0.00083909i,0.00071104-5.6131e-05i,0.00027876-0.00042303i,-0.0004247+6.2418e-05i,0.00019059-0.00035566i,0.00033747-0.0011053i,-0.00086151-0.0015848i,-0.0005551-0.00043357i,0.00021202+0.00093544i,0.0006594-6.484e-05i,0.00098642-0.00019576i
0.0015573-0.00059458i,0.0019909-0.0018075i,0.0019895-0.0022832i,0.0012932-0.0019023i,0.00059429-0.0018018i,-0.00032372-0.0012177i,-0.00074024-0.00089133i,-0.00113-0.00063436i,-0.0012571-0.00027311i,-0.00083353+0.00034338i,-9.4113e-05+0.00055585i,0.00039842+0.00045121i,-0.00052108+0.00031312i,-0.0011249+0.00024041i,-5.958e-05-0.00018714i,0.00088567-0.00019321i,0.00088068+0.00023633i,0.00043704+0.00052091i,-2.618e-05+0.00010332i,-8.8728e-05-0.00023368i,0.00012707-0.00019026i,0.00025778+0.00049561i,6.1901e-05+0.00034591i
0.00011048+0.00011533i,0.00032082-0.0013026i,0.00078043-0.0016379i,0.00031489-0.00050851i,-0.00030498-0.00058264i,-0.00055708-0.0019735i,-0.00056571-0.0020559i,-0.0010199-0.00053401i,-0.0010993+0.00028283i,-0.00076968-6.2486e-05i,-0.0005181+7.3252e-06i,-4.6169e-05-0.00022946i,0.00021317+1.8595e-05i,9.4076e-05+0.00058382i,6.7278e-05+0.00085828i,0.00015266+0.0011543i,-0.00021098+0.00091979i,-0.000848-0.00035501i,-0.00085306-0.0011852i,-0.00098586-0.00092753i,-0.00029207-0.0006004i,0.00050676-0.000718i,0.00062482+0.00014674i
-0.00079889-0.0013061i,-0.0005542-0.00044398i,0.00011003+0.00076428i,-0.00063117+0.001618i,-0.0011239+0.00094467i,-0.00046252-0.00067188i,-0.00024471-0.0015508i,6.9148e-05-0.0014752i,-2.1878e-05-0.0012168i,-0.00038586-0.0002092i,-0.00066229+0.00085744i,-0.00084922+0.00091503i,0.00013827+5.7839e-07i,0.00058179-0.00099239i,-0.00023762-0.00028925i,0.00047417+0.00031766i,0.0013431-0.00011072i,0.00078486-0.0001412i,0.00029829+7.7356e-05i,2.5715e-05-2.8202e-05i,0.00029407-0.00078067i,0.00035403-0.0006806i,-0.00027336+0.00018981i
-0.0010388+0.001537i,-0.00036856+0.0023377i,-0.00061082+0.0024725i,-0.00079151+0.0014071i,0.00030475-0.00012569i,0.0014164-0.001266i,0.00056504-0.0018993i,-0.0012651-0.0014167i,-0.0014668+0.00014732i,-0.00011516+0.00052379i,0.00066922+0.00035495i,0.00027474+0.00010228i,-1.5341e-05-0.00035696i,-7.1481e-05-0.00043005i,-0.00083357-0.00053891i,-0.00085078-0.00061387i,0.00011003-0.00061963i,7.5544e-05-0.0010248i,-0.0002365-0.00043137i,0.00010314+0.00060368i,0.00054936+0.00061106i,0.00019717+0.00034343i,0.00036086-0.00011124i
-0.0016721+0.0017888i,-0.0021138+0.0018127i,-0.0007432+0.002012i,0.00018467+0.001817i,0.00065803+0.00073726i,-0.00019105-0.00044693i,-0.0015701-0.001408i,-0.0012591-0.0015029i,-0.00010463-0.00025472i,-0.00014219+0.00013208i,4.2807e-05-0.00078154i,0.0002549-0.0011117i,-8.1344e-05-0.00084902i,2.8876e-05-0.00094428i,-4.5613e-05-0.00096329i,-0.00018724+7.9156e-05i,-0.00027986+0.00093194i,-0.00013465+0.00038709i,-0.0006008+0.00043072i,-0.00096127+0.00063994i,0.00016904-0.00018424i,0.00072479-0.00085604i,0.0008944-0.00075182i
0.00046995-0.0015474i,-0.00046169-0.0013176i,0.00070352-0.0011959i,0.00065281-0.0008946i,-0.0007545-0.00090162i,-0.00098391-0.0015362i,-0.00081387-0.0013435i,-0.00069177-0.00033219i,-0.00059317+0.00048918i,-0.00013941+0.00058876i,-0.00023301+0.00089083i,-0.000396+0.0011436i,-0.00039542+0.00068383i,-0.00045187+0.00047227i,-0.00078695+0.00063408i,-0.00041373+0.00042629i,-8.0862e-05+5.0276e-05i,-0.00049528-0.00073014i,-0.00043774-0.00038988i,-0.00071929+0.00042744i,-0.00073404+2.0287e-05i,-0.00020565-0.00034498i,0.00032222-0.00025796i
0.0018061-0.0015054i,0.0015404-0.00095401i,0.0014044-0.00073251i,0.00090669-0.00097558i,0.00018153-0.00027883i,-0.00042418+0.00037701i,-0.00039117-0.0003402i,-0.00049947-0.00060888i,-0.00047197-0.00018313i,0.00047281-0.00041022i,0.00060584+2.3188e-05i,-0.00023155+0.00081257i,-0.00026263+0.00069337i,0.0003434+0.00010133i,-0.0003435-0.00010966i,-0.00038038-0.00029812i,0.00036307-0.00011885i,0.00045387+0.00051444i,0.00035618+0.00019509i,-0.00034995-0.00010412i,-0.00042631-0.00021332i,0.0005579+1.7575e-05i,0.00027761+0.00057139i
-0.0015815+0.0015523i,-0.0013628+0.001793i,-0.0023104+0.0020522i,-0.0015404+0.0011204i,7.3981e-05+0.00047129i,4.4553e-05-0.00050418i,-0.0011004-0.0017507i,-0.0011312-0.0012278i,-0.00072512+2.3415e-06i,-0.00088027+0.0003032i,-0.00077782-0.00035967i,-0.00069984-0.0007504i,-0.00050811+8.1132e-05i,-0.00037644+0.00016727i,-8.2506e-05-4.5377e-05i,0.00070542+0.00016545i,0.00076108+0.00019132i,0.00036306-0.00045926i,0.00021392-0.00088139i,0.00028195-0.00021575i,3.8839e-05+0.00062254i,0.00024484+0.00059238i,0.0001852+0.00064176i
-0.0016984-0.0014113i,-0.0012042-0.0020869i,-0.0010854-0.00043108i,-0.0017668+0.0012055i,-0.0016833+0.0012825i,-0.00079638-8.4568e-05i,-0.00064836-0.0010764i,-0.00069355-0.00056708i,-0.00077598+0.00018604i,-0.0010814+0.00041196i,-0.00015339+0.00079008i,0.00047984+0.001076i,0.00035116+0.00062442i,0.00021195+6.5195e-05i,9.4341e-05+0.00042945i,0.00026255+0.00043036i,0.0011203+0.0003399i,0.00082872+0.00054975i,-0.00045695-0.00030715i,-0.00029106-0.00058428i,-0.00017583-0.00021742i,-0.00044307+0.00023843i,-0.00031716+0.00017893i
-0.00024182+0.00063377i,-0.00093559+0.0016667i,-0.00015216+0.00098194i,0.00024812+0.00021964i,0.00018172-0.00092302i,-0.00015338-0.0016357i,-0.00083139-0.0012553i,-0.00084032-0.00043863i,-0.00088314-0.0005816i,-0.0010947-0.00075512i,-0.0010655-9.8597e-05i,-0.0011154+0.00029947i,-0.00028938-0.00034994i,-0.00011916-0.0003758i,-0.0012152-4.2939e-05i,-0.0012495-0.00027863i,-0.00017204-0.00037402i,0.00048332-0.000161i,0.00089763-0.00019743i,0.00045224-8.0561e-05i,-3.6613e-05-0.00060447i,-7.1464e-05-0.0010339i,0.00010459-0.00089342i
0.0027987-0.00088641i,0.0013149-0.00030353i,0.00033647-0.00073404i,0.00093732-0.0010232i,0.0003427-0.00098261i,-0.00094017-0.0007404i,-0.001285-0.00070506i,-0.0013668-0.00080264i,-0.00046601-0.00040935i,-7.0342e-05+0.00012163i,-0.00043324+0.00049005i,-0.00079377+0.001354i,-0.00061629+0.0017608i,-0.00054187+0.0011409i,-0.00096881+0.00069026i,-0.00028367+0.00082447i,0.00027495+0.00079983i,-0.00053473+0.00063159i,-0.00061993+0.000161i,-0.00041673-5.8227e-05i,5.4702e-05-9.4775e-05i,0.00047897+0.00031476i,0.00026488+0.00014183i
0.0011399-0.00034981i,0.00043967-0.0007402i,-0.00066719-0.0014682i,-0.00069802-0.00098743i,-0.00098806+8.7565e-06i,-0.00052025-0.0001527i,-0.00025369-0.00092605i,4.4861e-06-0.0013187i,0.00019188-0.0011667i,-6.4718e-05+0.0002252i,-0.00078603+0.0012297i,-0.00076284+0.0016722i,-0.00043781+0.0018616i,-0.00078197+0.001482i,-0.00044626+0.0009253i,3.2617e-05+0.00037626i,0.00018397+0.000364i,0.0004756-8.6691e-05i,0.00078176-0.00058248i,0.00058162-0.00013815i,-0.00029026-0.00010233i,-0.00026711-0.00025504i,-0.00010069+3.2583e-05i
-0.00096801-0.00093067i,-0.00072193-0.0013316i,-0.00095524-0.0014668i,-0.0010455-0.00064505i,-0.00038297-0.00048296i,0.00059919-0.0011831i,0.00020802-0.0019007i,-0.00053992-0.0014733i,-0.0011318-0.00016289i,-0.0014083+0.00038472i,-0.00058846+0.00063256i,-0.00019969+0.00092288i,-0.00045156+0.00084041i,0.00022301+0.00047917i,0.00064787+0.00076903i,0.00025183+0.0011769i,-0.00055069+0.00034323i,0.00030653-8.5129e-05i,0.0015577+0.00016882i,0.00138+0.00072837i,0.00076411+0.00023923i,0.0006436-0.00083639i,0.00052887-0.0011568i
-0.0025798-0.0011026i,-0.0018669+0.00095969i,-0.0018048+0.002181i,-0.0012063+0.0024198i,-5.2979e-05+0.0014064i,-0.00013121-0.0002549i,-0.00086816-0.001089i,-0.00090149-0.00074526i,-0.00021838-0.00052886i,-0.0002178+0.00019765i,-0.00034575+0.00073164i,0.00067858+0.00034907i,0.0014+0.00041821i,0.0018374+0.00081819i,0.0014269+0.00060507i,0.00035998+0.00015914i,5.3027e-05-1.0892e-05i,0.00067426+2.9819e-05i,0.00083377+0.00011355i,7.6906e-05+0.00021644i,3.4694e-07+0.00066562i,0.00039375-0.00016608i,0.00010031-0.00034869i
-0.00017725-0.0011851i,-0.0014982-0.0013116i,-0.003633-0.00062746i,-0.0031641+0.00037308i,-0.0010704+0.00095988i,0.00047795+0.00046439i,-0.00029003-0.00025667i,-0.0013265-0.00059139i,-0.00043858-7.7871e-05i,0.00027758+0.00011332i,0.0003971-0.0001285i,0.00040094-0.00012051i,0.00064782-4.4844e-05i,0.00087029+0.00040272i,0.00036286+0.00076825i,-0.00056608+0.00090122i,-0.00022214+0.00015605i,0.0010726-0.00078166i,0.00044772-0.0011316i,-0.00054449-0.0015013i,0.00016258-0.0015429i,2.8943e-06-0.0013161i,-0.00016438-0.00079906i
-0.0013006+0.00020463i,-0.0012078-0.00050861i,0.00020781-0.00094697i,0.0012595-0.00085501i,0.00079468-0.0010685i,0.00039625-0.0018805i,0.00015239-0.0019991i,-0.0002925-0.0014222i,-0.00028602-0.00065571i,0.00020873+1.0158e-05i,0.00027963+0.00065725i,-0.00012957+0.00071248i,-0.00047705+0.00060415i,-0.00047533-1.3748e-05i,2.4176e-05-0.00055682i,0.00020199-0.00037035i,-0.0001764-0.00039129i,-0.00026432-3.2442e-05i,-0.00033955+0.00043787i,-0.00028265+0.00013311i,-0.00024651-2.7661e-05i,-9.0193e-05-0.00015041i,0.00040335+0.00015861i
0.00042982-0.0011968i,0.0001289-0.00088182i,0.00027697-0.00032035i,1.3528e-05-0.00035633i,-0.00057286-0.00086808i,-0.0014477-0.0012536i,-0.0015261-0.0014565i,-0.0012164-0.00069476i,-0.00093425-0.00012366i,-0.00062381-0.00020835i,-0.00017255+0.00033143i,0.00010424+0.00059518i,9.0085e-05+0.00017903i,-0.00019312-0.0001621i,-0.00015878-1.4127e-05i,-5.1875e-05+0.00033528i,-4.7203e-06+6.0183e-05i,0.00026752-0.00021782i,0.00036859-0.00022693i,7.4064e-05-0.00059152i,-0.00036943-0.00069528i,-0.0007256-0.00046897i,-0.00079455+0.00019492i
0.0013084+0.0014473i,0.00031075+0.00032859i,-4.9073e-05-0.00095667i,-0.0012601-0.00018971i,-0.0016687+0.00046272i,-0.00099591-0.00012405i,-0.00019242-0.0009293i,-0.00011314-0.00028094i,8.2635e-05+0.00069084i,0.00025383+0.00042336i,0.00046219+0.00036846i,0.00082727+0.0011126i,0.00055011+0.00096974i,1.7043e-07-4.3334e-05i,-0.00022704-0.00042669i,-0.00050516-0.00036124i,-0.0004401+0.00048597i,0.00016445+0.0005142i,8.661e-05+4.3989e-05i,-0.00012091-0.00022089i,-0.00043563-0.00026544i,-0.00064511-0.00058343i,3.4431e-06-0.00074444i
