0.0016075-0.00011194i,0.0022112-0.0014828i,0.0014859-0.0031476i,-0.00047904-0.0030658i,-0.0020896-0.0017635i,-0.0025894-3.3707e-05i,-0.0015994+0.001464i,-0.00065048+0.0013343i,8.0742e-05+0.0013427i,0.00013049+8.5902e-06i,-0.00030725-0.0013862i,0.00021368-0.0010533i,0.00068778-0.00045728i,0.0003124-5.4293e-05i,9.1739e-06+1.4613e-05i,-0.00033934+9.4478e-05i,-0.00078225+0.00018545i,-0.00075936-4.0571e-05i,0.00017103-0.00011263i,0.00067397-6.3402e-05i,0.00011125-0.00036293i,-1.6901e-05-3.9121e-05i,-0.00025461-0.00051407i
-0.00044924+0.00010176i,-0.00022863-0.00032568i,-2.8846e-05-0.00015732i,0.00081736-0.0017305i,0.00079379-0.0020467i,-0.00025261-0.00082004i,-0.00019636+0.00016424i,-0.0004513+0.00068751i,-0.0006283+0.00042263i,-0.00034075+0.00059094i,-0.00037096+0.00068744i,-0.00047837-0.00035822i,-0.00040719-0.0003659i,0.00019325-0.00014981i,0.00032787-6.0205e-05i,0.00033244-6.7764e-05i,0.00030041+5.0357e-05i,0.00041394-3.7314e-05i,0.00011693-0.00066489i,-0.0004047-0.0012079i,-0.00065465-0.0010725i,-0.00013055-0.00070913i,0.00052458-0.00069055i
0.00056427+0.00070453i,0.00040688+0.00052084i,-0.00013634-0.0012827i,-0.001046-0.0019091i,-0.00094815-0.00080144i,-0.00022883-0.00020709i,1.7968e-05+0.00024206i,-0.00074229+0.00064553i,-0.00061886+0.0011608i,0.00028006+0.0012124i,0.00020968+0.00056547i,0.00036283-0.00030627i,0.00026122-0.00057568i,-0.00021729-0.00046179i,-0.00036696+6.6745e-05i,-0.00014876+0.00054611i,-8.2131e-05+6.3659e-05i,5.0236e-05-7.8346e-05i,0.00030549-5.8029e-05i,0.0004783-0.0002604i,0.00047046+0.00033166i,0.00015644+0.00019112i,4.0664e-05-0.00027076i
-0.00026343+0.00044745i,0.00036839-1.1987e-05i,0.00094411-0.00031739i,0.00062513-0.00024912i,-0.00058379+0.00014577i,-0.00066995+0.0011287i,-0.0012129+0.001457i,-0.0021607+0.00099553i,-0.00082521+0.00071295i,0.00031739+0.0012267i,-8.8362e-05+0.00061124i,0.00025492-0.00011509i,0.00055465+0.00023208i,0.0001148+0.0006827i,0.00093102+0.0011622i,0.00053851+0.00034855i,-0.00081385-0.0010649i,-0.0011068-0.0018143i,-0.00079538-0.0012792i,-0.000486-0.00010588i,-0.00087224+0.00020253i,-0.00032229-9.807e-05i,0.00060166+0.00038222i
0.00036098-0.0027838i,-0.00018812-0.0020266i,-0.0012266-0.0020309i,-0.00059642-0.0019419i,-0.00015703-0.00049421i,-0.00037301+0.00051373i,0.00040255-7.2037e-05i,0.00071986-0.00081468i,0.0012686-0.00046887i,0.0020119+0.00045785i,0.00031417+0.00088416i,-0.0010489+0.00064351i,-0.00019299-8.1894e-05i,-8.7797e-05-0.00059065i,-0.00084387-0.00031249i,-0.00083368+0.00017438i,-0.00036236+0.00029869i,0.00034268+0.0010621i,-0.00029292+0.0013946i,-0.00058457+0.00045708i,-1.8482e-05+0.00020147i,0.00014663+0.00098602i,-5.1777e-05+0.00038601i
0.001163-0.0030572i,-0.00033835-0.0027874i,-0.00035066-0.0028882i,-0.00046663-0.0017442i,-0.0016573-0.00061522i,-0.0018029+0.00054432i,-0.00096067+0.00070233i,-0.00015424-2.0581e-06i,8.3201e-05-0.00088721i,-0.00026903-0.0006454i,-0.00025732+0.0002404i,0.00013411+0.00041069i,-0.00051234+0.000574i,-0.0011817+0.00057482i,-0.00045942+0.00050978i,-0.00016629+0.00039303i,-0.00052967-0.0001708i,-0.00018187-0.00041282i,0.00058734-0.00030671i,0.0009114-0.00048102i,0.00077261-0.00015942i,6.2356e-05+0.000191i,-0.00089988+0.00045934i
0.00056118+0.0025292i,0.001033+0.001282i,0.0017204+0.00027223i,0.0014902-0.001204i,0.0004691-0.00088937i,-0.00058727+1.6038e-05i,-0.00093323+6.0429e-05i,9.5973e-05-0.00033094i,0.00089236-0.00027769i,0.00077883+0.0001463i,0.00064742-0.00026576i,0.00037614-0.00077775i,0.00031034-8.2325e-05i,0.00018363+0.0001796i,4.3553e-05-0.00025349i,0.000224-0.0006421i,0.00033504-0.00062169i,0.0004522-0.00058252i,-1.6565e-05-0.00019044i,-0.00028811-0.00028456i,-0.00038058-0.00011403i,-0.00093967+0.00068211i,-0.00054992+0.00062026i
0.001227-0.0004811i,0.0010903-0.0017643i,0.00067814-0.0024889i,-0.00011633-0.0025143i,0.00010433-0.0017169i,-7.6389e-05-0.0011206i,-0.00034498-0.00082336i,-1.1957e-05-0.00015105i,0.00056864+0.00053715i,0.00074319+0.00014898i,6.1198e-05-0.0011802i,-0.00050483-0.0014584i,-0.00035076-0.00091733i,-0.00061403-0.00057963i,-0.00080973+0.00015114i,-0.00021364+0.00059402i,-0.00056063-1.164e-05i,-0.00096457-0.00043951i,-0.0003838-0.00021865i,0.00024753-0.00029093i,0.00039189-0.00012767i,9.7611e-05-0.0004462i,0.00038826-0.00084572i
-1.6628e-05-0.0012324i,-0.00052023-0.00165i,-0.00077305-0.0020323i,-0.0013753-0.0019178i,-0.0012261-0.0014293i,-0.00072991-0.00016026i,-0.00079327+0.00028178i,-0.00026899+0.00028103i,-0.00034215+0.00092825i,-0.0009022+0.00097439i,-0.00099273-6.4709e-05i,-0.00051612-6.8637e-05i,-0.00022203+0.00049891i,-0.00031544+0.00048228i,0.0001073+0.00028906i,0.0002161-0.00022194i,-0.00028938-0.00011192i,-0.00051556+0.00037789i,-0.00014394+3.2842e-05i,0.0002604-0.00038882i,0.00044401-0.00057146i,0.00012783-0.00061278i,-0.00013354-0.00030658i
-0.00022137+0.0012957i,-0.00046841+0.0013114i,0.00021314+0.00044513i,5.8152e-05-0.00046435i,-0.0015609-0.0008488i,-0.0014713+0.00035395i,-0.00055538+0.0010225i,-0.00012253+5.6406e-05i,0.00060505-0.0010583i,0.00057107-0.0008131i,-0.00042192+6.4683e-05i,-0.00093026+0.00036353i,-0.00075366+0.00046037i,-0.00019838-0.00016645i,-0.00047072+8.9466e-05i,-0.0013959+0.00036249i,-0.0010912-0.00034095i,-0.00026017-7.6937e-05i,-0.00047966+0.00039113i,-0.001037+8.4166e-05i,-0.00038829-7.4109e-05i,0.00057478-0.00033952i,0.00058435-0.00029726i
0.0013466+0.0007819i,0.002373+0.00068016i,0.0035623+0.00047454i,0.0021247-0.00017867i,0.00048544-0.00092736i,-0.00014645-0.00056004i,-0.00071155-0.00028474i,-0.00028015-0.00034159i,0.00040636-0.00023283i,0.00053989-0.00033137i,0.00084384-0.00090515i,0.0011026-0.0013961i,0.00063004-0.0013872i,6.1149e-05-0.00053033i,-0.0003222+6.8561e-05i,-0.00037475+0.00021582i,-0.00021873+0.00032321i,2.3147e-05+0.0003988i,-0.00013713+0.0006773i,-0.00014928+0.00050333i,-9.5995e-05-6.7186e-05i,-0.00020713-0.00011946i,-0.00061567+7.435e-05i
0.0015587-0.0021918i,-0.00054452-0.0030743i,-0.0013728-0.0035342i,-0.0011829-0.0029528i,-0.0016121-0.0013498i,-0.001609+7.9921e-05i,-0.00086751+0.00063311i,-0.00069224+0.00036197i,-0.00057057-0.00014728i,-8.5849e-05-0.00054042i,0.00014689-0.00012859i,-0.00011521-4.2506e-05i,-2.1412e-06+0.00029587i,-0.0002291+0.00037231i,-0.00064102-0.00011309i,-0.0010638+1.8449e-05i,-0.00075954-0.00024194i,0.00021546-0.00028161i,-0.00018043+0.00027554i,-0.0010246+0.00045967i,-0.0004112+0.00048595i,-0.0004275-5.8223e-05i,-0.00021182-0.00096995i
-0.0018543+0.0025099i,-0.0010243+0.0017097i,8.3005e-05+0.00077058i,0.00055555-0.00060776i,0.0003469-0.0018949i,0.0003814-0.0015513i,0.00049823-0.00043018i,8.9077e-05+0.00025907i,3.5719e-05+0.00056343i,0.00063519+0.00049205i,0.00083559+0.00017832i,0.00061993-0.00043847i,0.00024142-0.00063037i,0.00027092-0.00026654i,0.00016843-0.00030276i,-0.00031951-0.00035571i,-0.0006903-0.00016461i,-0.0004956+0.00014771i,0.00015284-0.00039295i,0.00051347-0.00091311i,0.00037453-0.00103i,0.00045793-0.0010561i,0.00080309-0.00036468i
-0.00013496-0.00022625i,0.00047599+0.0011522i,-0.00018603+0.0015467i,-0.00044568+0.00085048i,-0.0009944+0.00043515i,-0.0011622+0.00078741i,-0.00047534+0.0012095i,-0.00046579+0.0010799i,-0.00059449+0.0008421i,6.3753e-05+0.0014288i,0.00044919+0.0016826i,0.00042167+0.0015681i,-0.00022567+0.00133i,-0.00085985+0.00065198i,-0.0010815-3.9427e-05i,-0.00057432+0.00021671i,-0.00020382+0.00029044i,-0.00021246+0.00034716i,-0.00019784+0.00051524i,-0.00028279+0.00061413i,-0.00088934+0.00059293i,-0.00097307-0.00021183i,0.00027068-0.00066681i
0.0021565-0.00078816i,0.0019935-0.0014178i,0.0011992-0.0025396i,0.0006833-0.0031077i,0.00088-0.002843i,0.00047764-0.00093934i,-0.00032197+0.00054209i,-0.00045193+0.0002858i,-0.00069224-0.00038372i,-0.00074959-0.00096683i,-0.00024589-0.0008337i,0.00010546-7.9299e-05i,7.988e-05+0.00055031i,0.00034402+0.00051814i,0.00052688+6.0889e-05i,0.00043966+8.0237e-05i,0.00058198+0.00060656i,0.00029664+0.00088807i,0.00013794+0.00047237i,0.0002132+0.00017356i,0.00027281-3.9854e-05i,0.00054454-0.00020434i,0.0006484-0.00023853i
-0.0046603-0.0011328i,-0.0041593-0.00036433i,-0.0028572+0.0012325i,-0.00079578+0.0011649i,0.00014045+0.001024i,-3.2332e-05+0.00099504i,-3.1534e-05+0.00011678i,0.00010655-5.3265e-05i,-0.00013696+7.2247e-05i,-0.00012828+4.3841e-07i,0.0005475+0.00030383i,0.00071366+8.6344e-05i,-9.0425e-05-8.2038e-05i,-7.0894e-06-2.562e-05i,0.00042566-4.8931e-05i,0.00032452+0.00087269i,0.00020978+0.0013476i,0.00094245+0.00061669i,0.0014644-9.8706e-05i,0.00081931-0.0001094i,1.4104e-05+0.00038425i,-0.00019823-0.00016749i,9.5118e-05-0.00089752i
0.00086381+0.0023713i,0.0007757+0.0023924i,0.0011529+0.0011264i,0.00091968-0.00040551i,-0.00028056-0.0007209i,-0.00068547-0.00043332i,-0.00068473-0.00033682i,-0.0010551-0.00074729i,-0.00081576-0.00020785i,4.5734e-05+0.00042119i,0.00050257+5.3548e-05i,0.0002964-0.00049376i,-2.095e-06-0.00050002i,8.1181e-05+0.00022009i,0.00010569-0.00037836i,-0.00013571-0.00025246i,-2.9958e-05+0.00064696i,0.00055556+0.00026543i,0.00063377-0.00042552i,3.4736e-05-0.00062526i,0.00019221-0.00011235i,0.0007658+0.00054251i,0.00068636-0.0002051i
-0.0011739+0.0010672i,0.00020462+0.000417i,0.0011734-0.00041278i,0.0010833-0.0017946i,0.0013874-0.0019178i,0.00091964-0.00092841i,0.00017865+0.00019436i,4.5802e-05+0.0012645i,-1.6581e-05+0.0014505i,-0.00052772+0.0012108i,-0.00017719+0.00067383i,0.00046405+0.00012551i,6.1079e-05+0.00047941i,-0.00042223+0.00080981i,-0.00063164+0.00059238i,-0.00073653+5.4401e-05i,-0.00067553-0.00031958i,-0.0004629+0.00033879i,4.3734e-05+0.0010768i,6.1956e-05+0.00015293i,0.00045095-0.00071178i,0.00065439-0.00073134i,-0.00030308-0.00010011i
0.0015423-0.0034948i,-0.00024364-0.0031911i,-0.0010508-0.0031284i,-0.0014459-0.0021196i,-0.0017123-0.0013804i,-0.00097115-0.0010166i,-0.00032867-3.484e-05i,-7.0095e-06+0.00062151i,0.00018589+0.00030018i,0.00043755-0.00046423i,0.000249-0.00038663i,-0.00028153+0.00031182i,-0.00026597+0.00018929i,-0.0001459-0.00053763i,-0.0004378-0.00038652i,-0.00044727+0.00073678i,0.0005349+0.00080481i,7.8033e-06+0.00056432i,-0.0012151+0.00041834i,-0.00075025+0.00029757i,0.00024799+0.00082464i,-0.00014881+0.00087038i,-0.0009639+0.00064402i
0.00069106+0.0047439i,0.00087835+0.0031753i,0.0022293+0.0013469i,0.0020309+0.00017645i,0.00020765-0.0009989i,-0.00063607-0.00081474i,-0.00044832-0.00035869i,-0.00037379-0.00029015i,1.5654e-06+0.000697i,0.00058259+0.0008058i,0.00029141-8.7845e-05i,0.00043705-0.00087698i,0.00049108-0.0011759i,0.00027625-0.00046472i,0.0003798-0.00039854i,-0.00013931-0.0003052i,0.00016669-0.00017476i,0.00062334-0.00090976i,0.00011019-0.0012645i,-0.00025752-0.00054378i,-0.00022396-0.00020778i,5.6367e-05-0.00090087i,0.00056845-0.00067146i
0.00061691-0.0013911i,0.0014093-0.0021741i,0.0022239-0.0030991i,0.0011866-0.0026284i,3.7491e-05-0.002039i,-0.00022922-0.00061248i,-0.00024726-0.00016308i,-0.00029838-0.0001461i,-0.00058019-0.00018242i,-0.0005352-0.00020527i,-0.00051642+0.0001587i,-0.00041668-7.2118e-06i,-0.00017894+0.0004415i,-0.00049429+0.00094084i,-0.00036954+0.00029905i,0.00054876-0.00034287i,0.00041422+0.00011669i,-0.00021973+0.00020297i,-0.00085681-0.0006908i,-0.00096465-0.00077323i,-0.00075084-0.00011278i,-0.001006+0.00034698i,-0.00095538+8.54e-05i
-0.00046243-0.0015191i,-0.0011559-0.001513i,-0.0013213-0.0011354i,-0.0013109-0.0014008i,-0.0010196-0.0012414i,-0.00046364-8.3425e-05i,-0.00051268+0.00091725i,-0.0006467+0.0018568i,-0.00019538+0.0017321i,0.00026806+0.00029686i,0.0001369-0.00016802i,-0.00023775+0.00078924i,0.00050005+0.00086843i,0.00071305+0.00066166i,0.0002451+0.00042406i,0.00076323+0.00049803i,0.00084474+0.0014348i,-9.5671e-05+0.0010302i,-0.00024383+0.00012138i,-0.00051768-0.00023326i,-0.00090569-0.00038483i,-0.00061987-0.00084505i,-0.00011022-0.00070558i
0.0009781-0.00053061i,-0.00027473+0.0002203i,-0.00090148+0.0004307i,-0.00097853-0.00017461i,-0.0016045-0.00036358i,-0.0017215+0.00034031i,-0.00050896+0.00081498i,0.00013732+0.00046141i,-0.00025512+0.00083536i,-0.00032235+0.0010898i,-0.00080536+0.00056912i,-0.0010847+0.0001291i,-0.0012427-1.2524e-05i,-0.0016383-0.0003158i,-0.00091697-0.00030776i,-0.00047292+0.00048885i,-0.0014199+0.00077022i,-0.0012077+0.00042697i,0.00027913-0.00023009i,0.00078913-1.921e-05i,0.00071161+0.00056135i,0.00025562+0.00076107i,-0.00075925+0.0012394i
0.00099305+0.00010772i,0.0018701+2.264e-05i,0.0015418+0.00064949i,0.00015413+0.0001211i,3.7978e-05-0.00082655i,0.00028291-0.0002008i,-0.00060094+0.00012404i,-0.00097443-0.0001998i,-0.00021193+4.6472e-05i,0.00073822+0.00037022i,0.00094807+0.00027756i,0.00080286+0.00021446i,0.00033998-0.00026752i,-0.00054484-0.00069207i,-0.00044075-0.0006336i,3.5774e-05-0.00031124i,-0.00011116-0.00056027i,6.315e-06-0.0011371i,0.00030459-0.00079721i,0.0001596-0.00017098i,-5.2291e-05-0.00028397i,-0.00029734-0.00022257i,-0.00027841+0.00017491i
-0.0005425-0.00097512i,-0.00025776-0.00057887i,0.00095343-0.0003091i,0.00095176-0.00018257i,0.00041515+0.00012053i,0.00012772+0.00029659i,-0.00050077+0.00085392i,-0.00058642+0.00055696i,0.00034867+0.00038822i,0.0011004+0.00058726i,0.00046324+3.8339e-05i,0.00023745-0.00045009i,7.917e-05-0.00045147i,-0.00015205-0.00037071i,8.034e-05-0.00010641i,0.00039344+0.00025206i,-0.0001092+0.00057652i,-0.00046491+0.00053016i,-0.00017747+0.00016923i,4.7313e-05-3.5542e-05i,0.00019444-0.00033106i,-0.00045435-0.00063643i,-0.00081821-0.00063257i
-0.00022761+0.0015134i,-7.3496e-05+0.0013201i,0.00025775+0.00051292i,0.0017502-0.00062141i,0.0018946-0.0016544i,0.00068438-0.0014764i,0.00064161-0.0012602i,0.00034349-0.0013851i,-8.7501e-05-0.00034347i,0.00027842+0.00082832i,0.00093262+0.00087528i,0.00055086-3.5719e-05i,0.0010799-0.00027406i,0.001714+0.00075278i,0.00060428+0.00067012i,-0.00017988-0.00040025i,-0.00025883-0.00082633i,8.5478e-05-0.00062131i,0.00011446-0.00014666i,0.00033746-0.00035467i,0.00064779-0.00092744i,0.00070432-0.00041012i,1.7096e-05+0.0006324i
-0.00037362+0.00040336i,0.00044667+0.00070863i,0.0014808-7.9296e-05i,0.0013008-0.0013901i,0.00056707-0.00093402i,0.00057629+0.00010982i,0.0013056-0.00021186i,0.00066831-0.00010001i,-0.00055052+0.00052701i,-0.00050121+0.00095448i,-0.00016036+0.00090344i,-0.00042641+0.00010842i,-0.00078659-0.00058913i,-0.00084829-0.00050517i,0.00014398-0.00061251i,0.00049337-7.6088e-05i,-0.00019175+3.6965e-05i,0.00017547-0.00047241i,0.00053613-0.00041909i,0.00053849+0.00019597i,0.00061313+0.00072021i,0.00051956+0.00032173i,-0.00038073-0.00049636i
0.00057186-0.00072063i,0.00018273-0.00014047i,0.00055038-0.0012895i,0.00046145-0.0019739i,-0.00030598-0.00078674i,-0.00098349+0.00030334i,-0.00063946+0.00037773i,0.00013838+6.2554e-06i,0.00056299+3.3665e-05i,0.00056204-0.0003006i,-0.00025889-0.00022804i,-0.00078464+0.00042307i,2.6109e-05+0.00029i,-0.00013274+0.00020903i,-0.00031621-6.9148e-05i,0.00062416+0.00012736i,0.00013117+0.00047513i,-0.00074881-6.2504e-05i,-0.00086511-0.00061307i,-0.00019279-0.00066841i,0.00065292-0.00072636i,0.00058961-0.00072816i,-0.00013112-0.00065424i
-0.00088764+0.0015211i,-0.00058438+0.00094591i,-0.00076744+0.00042254i,-0.00032339-0.00017074i,-0.00074251-0.00069868i,-0.0010859-0.00051375i,-0.0011544-6.6056e-05i,-0.00095404+2.6711e-05i,-1.9976e-05+7.1085e-05i,0.00054008+0.00018754i,0.00074057-3.4643e-05i,0.00024358-0.00078176i,0.00039897-0.00085792i,0.0016439-0.00023274i,0.001358+0.00011426i,0.00029451-0.00013662i,0.00075517+0.00022812i,0.00054066+0.0007001i,4.7651e-05+0.00014629i,-0.0002492-0.000152i,-0.00065691-0.00018346i,-0.00074602-0.00032777i,-0.00026495-0.00050219i
-0.00029561+0.00066318i,0.00036853+0.00095651i,0.0017266+0.00097841i,0.001331+0.00026698i,0.00029235+8.2532e-06i,6.8273e-05-0.00019562i,-0.00047209-0.00037188i,-0.00024732-0.00094398i,0.00042032-0.00070578i,0.00045414-2.1526e-05i,0.00042598+0.00020832i,0.00092877-0.00021776i,0.00044894-0.00017253i,-0.00059705-0.00012147i,-0.00033367-0.00044632i,0.00032347-0.00040747i,-0.00037293+2.9843e-05i,-0.00054411-0.0001133i,-3.738e-05+4.9731e-05i,-0.00035925+0.00043986i,-0.00087773-0.00020292i,-0.00044595-0.00022476i,-0.000619+0.00040878i
2.3488e-06+0.00042591i,-0.0007401-0.0012858i,-0.00030597-0.0017582i,0.00061877-0.0025741i,0.00064198-0.0025078i,0.0002851-0.00070605i,-0.0002455-1.2192e-05i,-0.00068094-0.00013762i,-0.00048123+0.00013116i,0.00010112+4.808e-06i,0.00018483+0.00038651i,-0.0003265+0.00049821i,4.6778e-05-0.00018683i,0.0008742-0.00068489i,0.0010733-0.00076171i,0.00034873-0.00024815i,0.0002409+0.00018656i,0.00054687-0.00024291i,7.8579e-07-0.00054229i,0.00039137-0.0006501i,0.00086684-0.00019208i,-5.1654e-05+0.00015607i,-4.3917e-05-0.00038043i
-0.0019527+0.00015235i,-0.00044677+0.00059436i,-0.00061701+0.00038383i,-0.000439+0.0003428i,0.0005605+0.00059129i,0.0013101+1.9374e-05i,0.0007603-0.0005121i,0.00027215-4.7826e-05i,-7.942e-05+0.00057116i,-0.00047593+0.00096742i,-0.00018147+0.0010931i,0.00046319+0.00091848i,0.00060227+0.0010038i,0.00059734+0.0011056i,0.00046859+0.00096666i,0.00058505+0.00035579i,0.0012968-0.00050677i,0.00064541-0.00058957i,-0.00018934-0.00024798i,-0.00044141-0.00034424i,-0.00045039-0.00044893i,0.0002546+9.1648e-05i,0.00049448+0.00070877i
-0.00092486+0.0015721i,6.5802e-05+0.0018451i,0.0016988+0.0013755i,0.001909+0.00067705i,0.0018403+0.00070297i,0.0011078+3.4375e-05i,-0.00061599-0.00076938i,-0.00069122-0.00022301i,0.0005762+0.00046179i,0.0010607+0.00027745i,0.00067756-7.2452e-05i,0.00022491+0.00039311i,-0.00055698+0.00099866i,1.1565e-05+0.00052488i,0.00049047-0.00079929i,-0.00027198-0.00066591i,-0.00099981-0.00029008i,-0.00014411-0.00020407i,0.00081799+4.8982e-05i,0.00087282+0.00031828i,0.00038772+7.4315e-06i,-0.00022905-0.00033687i,-0.0005605+6.4794e-05i
0.0017626-0.0015289i,0.0016781-0.0012062i,0.001602-0.0012646i,0.0010919-0.0015017i,-0.0005048-0.0021375i,-0.0021186-0.001968i,-0.0017382-0.00097447i,-0.0001521-0.00093675i,0.00047489-0.00057962i,9.8737e-05-0.00015046i,-5.4585e-05-0.00024995i,0.00036494+0.00033175i,0.00086936+0.00028785i,0.0009995-0.00028304i,3.075e-05-0.00033444i,-0.00024+0.00020122i,-5.5022e-05+0.00031314i,-0.0001456-0.00011146i,-0.00043729-0.00019972i,-0.0005299-0.00034135i,-0.000512-0.00082154i,-0.00067486-0.00043252i,-0.00068145+0.00013379i
-0.00018352+0.0018162i,0.00011609+0.0021135i,0.00030459+0.00089206i,-0.0001251-0.00018984i,-0.00051451-0.00050253i,-0.00040579-0.00014026i,-3.2215e-05-9.8669e-05i,0.00025724-3.3204e-05i,-0.0001615+0.00048253i,-0.00010329+0.00093325i,0.00019216+0.0011521i,0.00051552+0.0009987i,0.00070143-5.8582e-05i,0.00046945-0.00015289i,0.00016027+0.00023801i,0.00022306+0.0003241i,0.00014839+0.00012794i,-0.00028686+0.00049778i,-0.00015427+0.0010979i,-0.00040157+0.00021157i,-0.0010638-0.00054542i,-0.00055618-0.00017014i,0.00057649+3.9765e-05i
-0.0013761-0.00032683i,-0.00069118-0.0011424i,0.00068447-0.0016092i,0.00054806-0.00076375i,0.00036126-0.00074491i,8.019e-05-0.00099328i,-0.00084131-0.00070286i,-0.00057266-0.0001949i,0.00023756+0.000181i,0.00093098+1.9445e-05i,0.00050018+0.00019847i,8.8908e-05+0.0002541i,-0.0002249-0.00038478i,-0.00048761-0.00042441i,-0.00046703+0.00044209i,-0.00041317+0.00093048i,0.00019353+2.0776e-05i,0.00038415-0.00063526i,-0.00014193-0.00080712i,-0.00028395-0.0010574i,0.00022263-0.00067298i,-4.4021e-05+6.4572e-05i,2.1097e-05+0.00026654i
0.002557-1.4533e-05i,0.0020812-0.00085474i,0.0016162-0.0014883i,0.0005993-0.0018688i,4.7859e-05-0.0016187i,-0.00018054-0.0010228i,-1.2281e-05-0.0006006i,-0.00061871-7.3551e-05i,-0.000521+0.00019471i,0.00053996+0.00030195i,0.00088599-4.2336e-05i,0.00049819-0.00048543i,3.587e-05-0.00052072i,-7.3899e-05-0.00061722i,-0.00033561-0.00087225i,-0.00024029-0.00081257i,-0.00022289-4.0659e-05i,-0.0010052+0.0010644i,-0.0017567+0.0010331i,-0.0014582+0.0004099i,-0.0011822-0.00018447i,-0.0013155-0.00022187i,-0.0014274-5.5987e-05i
-0.0012696+3.008e-05i,-0.0014635+0.00035864i,-0.00085637-0.00051928i,-0.00096809-0.0004979i,-0.001341-9.1438e-05i,-0.00087857+0.00037668i,0.00058001+0.0003644i,0.00079351-0.00082381i,0.00012326-0.0012811i,0.00050139-0.0011602i,0.00075512-0.0009352i,0.00085188-0.00020486i,0.00010909+0.0004755i,-0.00099144+3.2482e-05i,-0.00042369-0.00041642i,0.00071321-0.00027167i,0.00010281+0.00027169i,-0.00091958+0.00084245i,-0.0006124+0.00064828i,0.0002103+0.0005467i,0.00039146+0.00072132i,0.00033482+8.1038e-05i,0.00011397-0.00046839i
0.0025415-0.0028195i,0.0026118-0.0020501i,0.0015948-0.0011803i,0.00064205-0.00010079i,0.00012343+0.00012953i,-0.00056985+0.00043511i,-0.0012679+2.6749e-05i,-0.00091531-0.00091327i,-0.00042767-0.00049727i,-0.00037236-0.00021707i,-0.00059356+0.00020439i,-0.00066284+0.001247i,-6.4728e-05+0.0015874i,0.00088538+0.0010215i,0.0007441+0.00060562i,-0.00048003+0.00053124i,-0.00044781+0.00060365i,0.00034141+0.00064845i,3.4265e-05+0.00031204i,-0.00042516+0.00031435i,-0.00021781-0.00010316i,0.00041973-0.00048103i,0.00017407+2.5372e-05i
0.00098548+0.00025513i,0.00057922-0.00072738i,0.0011679-0.0011075i,0.00090158-0.00064965i,0.00014498-7.0283e-05i,-0.00058914-0.00019716i,-0.00066778-0.00041333i,-0.00052857+0.00023906i,-0.00071428+0.00077429i,-0.00022066+0.0004557i,5.7594e-05-0.00062073i,-0.00039697-0.00061152i,-0.00088221-0.00018952i,-5.1808e-05+0.00066191i,0.00025903+0.0013058i,-0.00078211+0.00050242i,-0.00091787-0.00025789i,-0.00053009-0.00035982i,2.1568e-05+0.00011589i,0.00012794-6.0508e-07i,-0.00055683-0.00079462i,-0.00086242-0.0011682i,-0.00015658-0.0011119i
-0.0014739+6.7364e-05i,-0.00086382-0.00074632i,0.00013179-0.00096288i,0.00058091-0.0016776i,-0.00093704-0.001954i,-0.0014667-0.0010715i,-0.0011795-0.00022573i,-0.0004653+0.00068519i,0.00022845+0.00055501i,0.00022109-6.0484e-05i,0.00067874-5.8867e-05i,0.00094687-0.00068936i,0.00061737-0.00070384i,7.196e-05+0.00017651i,8.3236e-05-4.8032e-05i,0.00035647-0.0003776i,-1.6197e-05+0.0002263i,-0.00034506+0.00058112i,-0.00086581+0.00038225i,-0.00056246+0.00019692i,1.5132e-05+0.00049813i,-0.00015026+0.00065098i,-0.00023938+0.00025091i
0.0035619+0.0029488i,0.0033267+0.0028302i,0.0026002+0.00039987i,0.0012581-0.0016307i,0.00069442-0.0021601i,0.00093862-0.0018375i,0.00071065-0.00070139i,0.00023565+0.00049601i,0.00041477+0.00086073i,0.00088776+0.0003358i,0.00090798-0.00013327i,0.00037686+0.00029367i,-0.00015327+0.00013813i,0.00012732-0.00070782i,8.5599e-05-0.00081322i,-0.00053165-0.00028001i,-6.0605e-05+0.00029671i,-4.6621e-05+0.00046566i,-0.00044964-4.1856e-05i,0.00019317+4.4356e-05i,0.00028234+0.0009109i,-0.00075594+0.00091156i,-0.00079318+0.00021144i
-0.00086283-0.00058936i,-0.00055861-0.00029198i,0.00060901-0.00058679i,0.0010764-0.0002927i,-7.4338e-05-6.5192e-05i,-0.0013496-0.00011541i,-0.0015929+0.00010713i,-0.00072649+0.00016867i,0.00023448-0.00013908i,0.0011721-0.00091229i,0.0017044-0.000658i,0.0011243+0.00055677i,-0.00018384+0.00064392i,-0.00062602-0.00026876i,-0.00012482+0.00031508i,0.00012957+0.00063554i,0.00041892-0.00029202i,0.00031757-0.00075955i,-0.00033284-0.00086053i,-0.00014702-0.00063125i,0.00029377-5.126e-07i,0.00038143+0.000387i,0.00044398-5.8824e-05i
