-0.0032377+0.00042889i,-0.0020541+0.00019174i,-0.0026382+0.0012835i,-0.0018914+0.0022175i,-0.00043769+0.0035321i,0.00016496+0.0032795i,0.00022938+0.0027787i,0.0002566+0.0025105i,0.00051493+0.0017451i,0.0010837+0.001119i,0.0007277+0.00063149i,-0.00043641-0.00021131i,-0.00071748-0.0010976i,-0.00015841-0.0011579i,-0.00015841-0.0012084i,-0.0010665-0.00072727i,-0.0012373+0.00021229i,-0.00041314+0.00022362i,0.00044756+0.0005207i,0.00071787-0.00027777i,0.00071334-0.0010524i,0.00049167+0.00032875i,0.00075774+0.00059945i
-0.000188+0.0017726i,-0.00016986+0.002118i,0.00015086+0.0017724i,0.00069752+0.00095837i,0.0020512+0.0004182i,0.0023299+0.0007669i,0.0011944+0.0010721i,0.00035651+0.00097287i,-0.00025709+0.00049953i,-0.00021831+0.00027222i,0.00047349+0.00090606i,0.00062945+0.0012311i,0.00028867+0.00076026i,-0.00039088-0.00065132i,-0.00064469-0.00067268i,-0.00059722-0.00019646i,-0.00068461-0.00011286i,-0.00018208-0.00021113i,0.00034407-0.00096873i,0.00072079-0.00096253i,9.3901e-06-0.00076031i,-0.00053157-0.00045288i,0.00026133-0.00012976i
0.0015034-0.0018969i,0.00021415-0.002109i,-0.0007326-0.0016428i,-0.0010245-0.0013686i,-0.0002039-0.0011692i,0.00079281-0.00055401i,0.0011298+0.00067338i,0.0010378+0.00079543i,0.00061691-0.00042848i,0.00034117-0.00013649i,0.00034499+0.00059961i,0.00023999-0.00017609i,0.00047392-0.0005705i,0.00077812+0.00033884i,4.6989e-05+0.00048086i,-0.00061591+0.00062784i,-0.00057862+0.00084854i,-0.000102+0.00024963i,7.7485e-05-0.00015149i,0.00024609-0.00058i,0.0001657+7.4633e-05i,0.00042238+0.0013581i,0.0002614+0.00092264i
0.00013221+0.0008977i,0.0018107+0.00088067i,0.0018411+0.00077115i,0.0011076+0.0011159i,0.0010339+0.0011474i,0.0015656+0.0011231i,0.0017183+0.0013769i,0.0010229+0.0012155i,-0.00013445+0.00033533i,-0.00071018-0.00028197i,0.00038197-0.00010368i,0.0011679+9.8327e-05i,0.00050832+0.00020481i,-0.00046425-0.00014829i,-0.00050566-0.00022849i,-0.00042129+0.00014193i,-0.00026511+0.00033134i,-4.9917e-05+0.00037994i,-0.00047877+0.00053226i,-0.00033772+0.00076708i,0.00028308+0.0008759i,0.00050322+0.00010324i,0.0003334-0.0010128i
-0.00062429-0.0013933i,-0.0013702-0.0015658i,-0.0016014-0.0015473i,-0.00072104-0.0012507i,0.00020089-0.00064039i,0.00053065-9.4534e-05i,0.00090185+0.00067793i,0.0013441+0.00076361i,0.00083573+6.6343e-05i,0.00034349+0.00017985i,2.9004e-05+0.00097881i,-0.00047208+0.00090908i,-0.00083512+8.2968e-05i,-0.00094536+0.00036416i,-0.00066749+0.0015897i,-0.00048195+0.0015409i,-0.00083066+0.0013758i,-0.00037054+0.0015127i,0.00051724+0.00041218i,0.0008579-0.0001965i,0.00076122+6.6574e-05i,0.00014556+0.00090309i,-0.0007498+0.00090695i
0.00034879-0.00018095i,0.00053853+0.00074163i,0.00020793+0.00074776i,-0.00041624+0.0011334i,0.00012375+0.0020517i,0.0012177+0.0020396i,0.00087563+0.0014361i,-0.00023937+6.2751e-05i,-0.00079003-0.00097754i,-0.00095767+7.3131e-05i,-0.00073158+0.0015452i,-3.3818e-05+0.0015907i,-0.00020872+0.00089324i,-0.00013579+0.00057427i,0.00025382-6.3917e-05i,0.00013982-0.00027688i,-0.00025552+6.7499e-05i,-0.00050335-0.00034023i,0.00011175+6.745e-06i,0.00037171+0.00060193i,-0.00066677+0.00036566i,-0.0010979+0.00027865i,-0.00064437+0.0001186i
-0.00073644-3.8061e-05i,-0.0010009-0.00091976i,-0.00070834-0.0010011i,-0.0010376-0.00054306i,-0.00056548-0.001251i,0.00053361-0.00062347i,0.00068722+0.00076677i,0.00093998+0.00044267i,0.00088767-0.0003959i,0.0004345-0.00047133i,-0.00015552-0.00046799i,-0.00086483-0.00024953i,-0.00076405-7.7551e-05i,-0.00034018+0.00024179i,-0.00079002+0.0011994i,-0.0009998+0.00089265i,-0.00077423+5.9594e-05i,-0.0010274-0.00038531i,-0.001111-0.00034753i,5.0332e-05-0.0001661i,0.00075806-0.0001077i,0.00074803+0.00021887i,0.0004125+0.00063558i
0.0022859-0.0018488i,0.0024967-0.0031888i,0.00080966-0.0031799i,-0.0007508-0.0013796i,-0.0001353+0.00085299i,0.00087327+0.0023747i,0.0013412+0.0021514i,0.0011801+0.0012546i,0.00031872+0.00066383i,-0.00064912+0.00019566i,-0.00048178+0.00034525i,0.00036516+0.00069365i,-4.7978e-05+0.00070675i,-9.7078e-05+0.00055111i,0.00040477-2.7623e-05i,0.00027398-0.00050252i,2.8096e-05-0.00043031i,-0.00019159-0.00023184i,0.00023937-0.00010365i,0.00074422-0.00023472i,0.0002668-0.00090368i,-0.00064134-0.0012106i,-0.00010948-0.0011011i
-0.00039746+0.00072805i,-0.0020927+0.0002362i,-0.0032128-4.2436e-05i,-0.0029487+0.00058419i,-0.0020853+0.0012283i,-0.00097879+0.00090508i,-0.00082466+0.00021429i,-0.00088016-0.00012692i,-0.00092623-0.0006272i,-0.00061708-0.00044445i,-0.00093951+0.00029376i,-0.0014033+0.00068311i,-0.00079112+0.00035831i,-0.0007734+0.00065547i,-0.0013993+0.0008336i,-0.0014393+0.0004936i,-0.00067201+0.00047321i,-0.00036576+0.00022576i,-0.00043048-0.00014243i,-0.00018091-0.00061131i,0.00058713-0.00024275i,0.00076287+8.9203e-05i,0.00028278+0.0002372i
-0.00036097-0.0017897i,-0.00013033-0.00047574i,-0.00014649+0.00054731i,-0.00021274+0.0015471i,0.00024027+0.0025535i,0.0019512+0.0019102i,0.0026654+0.0001605i,0.0012766-0.00062625i,-0.00025105-0.00063589i,-0.00050898-2.3174e-05i,-0.00027963+0.00086088i,-6.169e-06+0.00074105i,-4.5087e-05-0.0003601i,0.00021432+0.00035625i,-0.00016329+0.001553i,-0.00057363+0.00099923i,-0.00073615+0.00035674i,-0.00086264+0.0004914i,-0.00047109+0.0002442i,-0.00055997-0.00022806i,-0.00016722-0.00024446i,-0.00044621-0.00039134i,-0.0013967-0.00017252i
0.00086791+0.0012073i,0.0008353+0.0014914i,0.00075909+0.0010549i,0.00031352+0.00025759i,5.0179e-05-0.00044955i,0.00031789-0.00070968i,0.00075238+9.1904e-05i,0.0011747+5.193e-05i,0.00088378-0.00077107i,0.00044806-0.00046139i,0.00042753+0.00035113i,1.8281e-05+0.00054973i,1.4314e-05+0.00045888i,0.00019447+0.00081369i,-2.5284e-05+0.00072518i,-0.00017546+0.00042824i,-0.00015677+0.00094206i,0.00036613+0.00048095i,0.00061734-0.00016086i,0.00055572+2.0797e-05i,0.00045652+0.00023388i,0.00022049+0.00028581i,-3.4354e-05+0.00049845i
-0.00079117-0.00082047i,-0.0006384-0.0012556i,-0.00071936-0.00086141i,0.00042898+0.00090796i,0.0017763+0.0017668i,0.0024047+0.0013932i,0.0021458+0.00086611i,0.00059517-0.00019407i,-0.00085591-0.00068886i,-0.0011232+4.1936e-05i,-0.00087133+0.00026904i,-0.0013111-0.0003985i,-0.0013475-0.00022548i,-0.00096395-0.00011883i,-0.0004743-0.00032981i,0.00036426+0.00049143i,0.00041397+0.00095629i,0.00016002+0.00052765i,-0.00029895-0.00017705i,-0.00058895-0.00065933i,-4.9688e-07-0.00071666i,0.00028533-0.00068676i,-0.00029839-0.00056509i
0.00020758+0.0021219i,-0.00055691+0.0025297i,-0.00078773+0.0031629i,-0.00015583+0.0018116i,0.00083613+0.00046704i,0.001243-0.00012558i,0.00083617-0.0004642i,0.00031673-0.00050899i,0.00026984-0.00053305i,-0.00011925+5.7104e-05i,-0.0013886+0.00067441i,-0.0016221+0.00050139i,-0.00094616-8.5769e-05i,-0.00039657+7.6673e-05i,-0.0002746+0.0012888i,-0.00034898+0.00097807i,0.00014588+0.00027833i,0.0002256+0.00019031i,-0.00011609+0.00034011i,-0.0001376+0.00028288i,0.00036461-5.4458e-05i,0.00081692+0.00023282i,0.0003784+0.00095493i
0.0011533-0.00031967i,0.00053129-0.0010827i,0.00043706-0.0019109i,0.00093247-0.0011123i,0.0013817+0.00028982i,0.0013174+0.00017124i,-7.9034e-06-0.00031377i,-0.00068894+0.00017386i,-0.00068245+0.00060656i,-0.0015485+8.2181e-05i,-0.0010181-0.00077593i,-0.00043512-0.00044853i,-0.00058915+0.00011165i,-0.0002369-0.00022179i,-0.00014547-0.00014124i,-0.00015539+0.00060468i,-0.0002414+0.00032097i,0.00019659-0.00040459i,0.00039331-9.5046e-05i,0.00067498+0.00043125i,0.00092145-0.00050111i,0.00062203-0.00067904i,-0.00019347+7.7771e-05i
-0.0016033-0.0014288i,-0.0019421-0.0013531i,-0.0021278-0.00054363i,-0.0022926+0.00030823i,-0.00102+0.00073043i,0.00029545+0.0011137i,0.00053999+0.0014736i,0.00080855+0.00097502i,2.3656e-05+0.00029328i,-0.0009339-7.2592e-05i,-0.00085289+0.00028616i,-5.7965e-05+0.00084387i,0.00014149+6.5604e-05i,-0.00038019-0.00052322i,-0.0004551+2.0236e-05i,-0.00049489+0.00028723i,-0.00060648+0.0002099i,-0.00057439-0.00024554i,3.5428e-05-0.00086232i,8.624e-05-0.00068514i,0.00044203-0.00052227i,0.00070867+7.7294e-05i,0.00029032+0.00099814i
2.1965e-05-0.0011508i,-0.00039009-0.00039748i,-0.0010003-0.0011566i,-0.0014205-0.0014634i,-0.0010767+0.00039171i,0.00023447+0.00059783i,0.00075445+0.00039065i,0.00014647+0.0011945i,-0.00059866+0.0010069i,-0.00050847+0.00018335i,-0.00019812+0.0003385i,-0.0012047+0.00087938i,-0.00099903+0.00014812i,0.00018864+9.3055e-05i,-6.2779e-05+0.00059962i,-0.00019889+0.00050719i,0.00037302+0.00018729i,0.00047465-0.00060289i,0.00024719-0.00067093i,0.00049019-0.00045847i,0.00055584-0.00038261i,0.0002826+0.00010023i,0.00051463+0.00035815i
-0.00023434+0.000653i,-0.00080611+0.0012817i,-0.001227+0.0018483i,-0.00091177+0.002281i,-9.2527e-05+0.0010619i,0.00073857-0.00028458i,0.0010563-0.00022783i,0.00033072+0.00012381i,-0.00054054+0.00045326i,-0.0011355+0.00059503i,-0.0010755+0.0004793i,-0.00050394+0.00089551i,-0.00059356+0.0010113i,-0.0003304+0.00045306i,-0.00037768+0.00016398i,-0.0014821+0.00018155i,-0.0018883+0.00086861i,-0.0018848+0.0011922i,-0.001997+0.00024583i,-0.0012355-0.00038285i,-9.6433e-05-0.00035935i,-6.1191e-05-0.00022092i,-0.00072334-9.6948e-05i
-0.0015603-0.0014208i,-0.0019734-0.0018745i,-0.0019354-0.0015333i,-0.0011449-0.00061393i,-0.00012056+0.00067179i,0.00095818+0.0013712i,0.00091528+0.0011836i,0.00018291+0.0012439i,-0.00030422+0.00010485i,-0.00055964-0.00079969i,-0.00064296+0.00022212i,-0.00057847+0.00042555i,0.00023812-4.1286e-05i,0.00036471+0.00022047i,-0.00083642-0.00054002i,-0.00034563-0.0008122i,0.00043457-7.7716e-05i,0.0006035+0.00053988i,0.00088146+0.00066298i,-5.3844e-05+0.001118i,-0.0011748+0.0012321i,-0.0012587+0.00041793i,-0.0008064+0.00047688i
0.0027799-0.00034005i,0.0032868-0.00054458i,0.0031957-0.0009928i,0.0017245-0.0014332i,0.00087974-0.0017994i,0.0010327-0.00068844i,0.00087992+0.00058955i,0.00034985-0.00012209i,0.00014337-0.001089i,-0.00028139-0.00065491i,-0.00054237+0.00017726i,-0.00072286-1.9621e-05i,-0.0013313-0.00047443i,-0.0012045-5.386e-06i,-0.00061332+0.00048842i,-0.00066042+0.0004371i,-0.00043083+0.00024458i,-0.00020629+9.5349e-05i,-0.00044786-3.6739e-05i,6.4735e-05-0.00041461i,0.00030977-0.00044993i,8.2013e-05+0.00044891i,-0.00012216+0.00014378i
-0.0011759+0.00013521i,-0.0020541-0.00076367i,-0.0021083-0.00095412i,-0.0010581-0.00032901i,-0.0004071+0.00092027i,5.7604e-05+0.0010617i,0.00062987+0.0002066i,0.00034857+0.0002798i,-0.00025909+0.00047863i,-0.0005776+0.00028758i,0.00024397+0.00085435i,0.000958+0.00087074i,0.00010593+0.00054399i,-0.0010289+0.00014956i,-0.00079661+4.6969e-05i,0.00010561-0.00013712i,0.00020816-0.00023004i,-9.5506e-05+0.00011921i,7.7824e-05-0.00019102i,0.00057574-0.00022284i,0.00035609-0.00026493i,0.00011633-0.00038737i,-0.00049493+0.00028342i
0.0011372-0.00012855i,0.0015546-0.0004034i,0.0016829-0.0011031i,0.00082713-0.00049008i,0.00037689+0.00069316i,0.0011413-0.00010148i,0.0012857-0.00043481i,0.00075293+0.00041548i,0.00043219+0.00051916i,-0.00031551+0.00014767i,-0.00098813-0.00025917i,-0.0006711-0.00019503i,-0.00083483+0.00050807i,-0.0012286+0.00095152i,-0.00086252+0.00095189i,-0.00067133+0.00085811i,-0.00089982+2.316e-05i,-0.00057343-0.00042889i,0.00029137-0.0005614i,0.00081055-0.00012014i,0.00039237+0.00088789i,-0.00040523+0.0011651i,-0.00044797+0.0010477i
-0.0022022+4.8677e-05i,-0.0029371+0.0017113i,-0.00335+0.0026466i,-0.002511+0.0016154i,-0.00089912+0.00081786i,0.00024998+0.00066079i,0.00026241+0.00041141i,-0.00033196+0.00011884i,-0.00072799-0.00065991i,-0.00078826-5.4868e-05i,-0.0004626+0.00026139i,-0.00037799-2.2802e-05i,-0.00053893-6.8634e-05i,-0.00079597-0.00012528i,-0.00062301-0.00039301i,-0.00020273-0.0010302i,-0.00010872-0.00075348i,-0.00030693+1.1261e-05i,-0.00049888-0.00015783i,-0.00051911-0.00048582i,-0.00010345-0.00061205i,0.00072276-0.00054002i,0.00035798-0.0003354i
0.0028612-0.0012119i,0.0028415-0.0012297i,0.0013478-0.00070722i,0.00065642+0.00030682i,0.00068659+0.00036855i,0.0011678+0.00090276i,0.0012114+0.0011596i,0.00068878-0.00042043i,0.00029573-0.0010359i,-0.00039713-0.00070002i,-0.0010068-0.0006394i,-0.00070664-0.00058635i,0.00021459-0.00048148i,0.00041563-0.0001197i,0.00028523+9.3721e-05i,0.0001701+0.00010529i,0.00045142+0.00043997i,0.00016879+0.0003993i,-0.00025212-2.259e-05i,0.00035949-0.00025112i,0.00036236+8.7154e-05i,-0.00061484+0.00063684i,-0.00047299+0.00032135i
-0.0021767-4.5502e-05i,-0.0032553-0.00078454i,-0.0032708-0.0015739i,-0.0024715-0.0011366i,-0.0011081+0.00079026i,9.571e-05+0.0022778i,0.00087799+0.0014641i,0.00078893+0.00025748i,-0.0004801+0.00032408i,-0.0014429+0.00096496i,-0.001381+0.0014452i,-0.00092431+0.0013385i,-0.00097058+0.00030658i,-0.00071621+0.00033131i,-5.018e-05+0.00061817i,4.6542e-05+0.00067257i,-4.4218e-05+0.001031i,0.00046936+0.00050302i,0.00058083-0.00060054i,6.4573e-05-0.00097206i,-0.00031492-0.0007041i,-0.00060122-0.00021407i,-0.00060712+0.00012448i
0.002301-0.0014136i,0.0021348-0.0026432i,0.0012197-0.0034667i,0.00026753-0.0025322i,-1.8509e-05-0.0014511i,8.7039e-05-0.00063906i,0.00011436+0.00052379i,0.00062379+0.00031593i,0.00058184-0.00067227i,-0.00027459+1.4262e-05i,-0.00069175+0.00081138i,-0.00084739+0.0011231i,-0.00059859+0.00097059i,-0.00034594+0.00048796i,-0.00040891+0.00010542i,0.00017196-0.00026542i,-0.00025618-4.1539e-05i,-0.0010952+0.00051128i,-0.00052384+2.332e-05i,8.5161e-06-0.00040849i,-7.0277e-05+7.7144e-05i,-0.00019454+0.0004586i,-0.0007685+7.0982e-05i
-0.00042573+0.0029534i,-0.0016266+0.0029018i,-0.0019714+0.0023354i,-0.0010431+0.0013858i,0.0010214+0.0010066i,0.0023305+0.00086908i,0.0017896+0.00085638i,0.00074847+0.0003873i,-3.0704e-05-5.9732e-05i,-2.1169e-05+0.0005371i,-0.00028642+0.00086436i,-0.00044977+8.7629e-05i,-0.00030004-0.00014099i,-0.00084495-0.00033498i,-0.0008786-0.00032867i,-0.00063737+1.5757e-05i,-0.00099854+8.1027e-05i,-0.0011847-0.00025478i,-0.00086388-9.9734e-05i,-0.00040365+0.00016179i,-0.00072434-1.8259e-05i,-0.00062121-0.00012077i,-0.00010678+0.00059405i
-0.0014724-0.0017639i,-0.00019892-0.0018464i,0.00094311-0.0019548i,0.00045819-0.0014981i,0.001398-0.00089229i,0.0015027+0.00012292i,0.00060409+0.00054642i,0.00022935-0.00038509i,0.00043076-0.00097074i,0.00031391-0.00037851i,-0.00017737+0.0004857i,-0.00070637+0.00075986i,-0.00041889-1.8249e-05i,-0.00060818-0.00011897i,-0.0012692+0.00052582i,-0.00072775+0.0006359i,-0.00064183+0.00019071i,-0.0010717-0.00029926i,-0.0002266+0.0004603i,0.00063604+0.0011693i,0.00032251+0.00082408i,-0.00053062+0.00026527i,-0.00045564-0.0004368i
-0.0016129-0.00039215i,-0.0010608-0.00010044i,-0.00080161+0.00061891i,-0.00021516+0.0016897i,0.00067676+0.0025365i,0.0017392+0.0017639i,0.002065+0.00082626i,0.00079412+0.0003127i,-0.0006227-8.7728e-05i,-0.00036212+0.00034585i,0.00039588+0.0014928i,0.00024044+0.0022054i,-0.00013329+0.00076877i,-0.00047088+8.8051e-05i,-0.00076895+0.00038305i,-0.00054095-8.7016e-05i,-0.00072793-0.00016077i,-0.0011032+0.00037183i,-0.00044119+0.00056242i,0.00013622-1.7844e-06i,-6.163e-05-0.00061025i,0.00033571-0.00026207i,8.4039e-05+2.0188e-05i
-0.00029558+0.00076352i,2.7931e-05+0.00033772i,0.00022534-0.00059382i,0.0007635+0.00010937i,0.00098559+0.001763i,0.0014015+0.0016406i,0.0016262+0.001204i,0.0005771+0.00032278i,-0.00063816-0.00037945i,-0.00062285-0.00013244i,-0.00057647+0.00047602i,-0.0010447+0.00064717i,-0.00080622+8.1467e-05i,-0.00027335-0.00050394i,-0.0001483-0.00037714i,-0.00017877+0.00016981i,-1.098e-05+0.00076466i,1.9087e-05+0.00056285i,-0.00036417+0.00034343i,-0.00035446+0.0004085i,4.7977e-05-1.4242e-05i,0.00056512+0.00046122i,0.00042104+0.00063145i
-0.00057229-0.0015545i,-0.00091116-0.0020433i,-0.00088533-0.0015667i,-0.0018574-0.0010983i,-0.0015725-0.00021574i,-0.00097932+0.00081044i,0.00020037+0.00085065i,0.0003544+0.0012775i,-0.0004923+0.00024184i,-0.0012022-0.0011818i,-0.0016929-0.00083815i,-0.0011318-0.00024466i,-0.00021026+0.00073187i,0.00021707+0.0013226i,0.00015975+0.00089637i,-0.00069467-6.5963e-05i,-0.000975-0.0003359i,-0.00021857+0.00022944i,0.00054149+0.00026984i,0.00068206-0.00018414i,0.00014487+0.00015332i,-0.00049155+0.00055849i,-0.001139+0.00059069i
0.00033971+0.0014558i,0.00020629+0.0020161i,0.00024506+0.0024735i,0.00063821+0.0023075i,0.00099135+0.0016017i,0.0011811+0.0012655i,0.00074391+0.0014485i,0.00049089+0.00099156i,0.00028085+0.00052949i,0.00010709+0.00098214i,0.00010658+0.0011855i,0.00039321+0.00051944i,8.8467e-05+5.9759e-05i,-0.00045766+0.00059198i,0.0001732+0.00082643i,8.9292e-05+0.0016265i,-0.00037777+0.0012544i,-0.00021895-0.0005843i,-0.00032713-0.00048757i,-0.00061343-0.0002359i,-5.5479e-05-5.1264e-05i,-0.00091478+0.00079691i,-0.0014186+0.000913i
-0.00050334+0.0010106i,0.00045918+0.0011015i,0.00096755+0.001038i,-2.3718e-06+0.00063768i,4.062e-05+0.00039793i,0.00096731+0.00088158i,0.00084185+0.00087028i,0.00034662+0.00026114i,0.00069096-0.00023455i,0.00048113-0.000443i,-0.00068196-0.00043587i,-0.00074906+0.00017407i,-0.00039496+0.00018741i,2.6344e-05-4.0059e-05i,-0.00036844-2.5213e-05i,-0.0001865-0.00016118i,0.00049849+0.00080168i,7.7862e-05+0.0012653i,0.00011335+0.00030629i,0.00093528+0.00018333i,0.00076932+0.00055346i,-0.00051522+0.00032937i,-0.00034857+0.00029603i
0.00072305-0.00086873i,0.00045476-0.0027403i,-0.0002377-0.0024464i,-6.6439e-05-0.00070015i,0.0011167+0.00034622i,0.001197+0.00096933i,0.00099308+0.0012956i,0.0010467+0.00099502i,0.00055717-0.00023039i,0.00035782-0.0010936i,-0.00015774-0.00020519i,-0.00065389-0.00012815i,-0.0012004-2.8468e-05i,-0.0014182+0.00026573i,-0.00076652+0.00017818i,-0.0011977+0.00057542i,-0.001516+0.0010605i,-0.00029452+0.0010892i,0.00029411+0.00051571i,0.00050198-0.0005199i,0.00080917-0.00059329i,0.00060403-0.00010698i,0.00057862-0.00023388i
-0.0010245+0.00075989i,-0.0014455+0.00094782i,-0.0014741+0.0013422i,-0.0010954+0.0016054i,-0.00014717+0.0011674i,0.00047826+0.0010148i,0.00046142+0.00057563i,0.00019682+0.00011285i,-0.00044324-0.00058034i,-0.0010578-0.00082454i,-0.0009764-0.00023978i,-0.00080308-0.00020176i,-0.00063789+0.0001193i,-0.00082772-5.1817e-05i,-0.0007831-0.00059108i,-0.00057978-0.00065035i,-0.00031368-7.6878e-05i,-8.5033e-05+0.00010685i,0.00034319-8.3764e-05i,0.00089985-0.00053488i,0.00094265-0.00061419i,0.00064175-2.0633e-05i,-1.7406e-05+0.00028526i
-0.001496-0.00032911i,-0.0013947-0.0004862i,-0.0015637-0.00049503i,-0.0012852+9.0565e-06i,6.4207e-05+0.00044082i,0.001344+2.9601e-05i,0.00093681-0.00024613i,-0.00014799-1.8403e-05i,-0.00023516-0.00036539i,-0.0003283-0.00070212i,-6.2566e-05-0.0001578i,-2.5196e-05+0.00071031i,-0.00052888+0.00030375i,-0.00048405-0.00087369i,-0.0010149-8.2455e-05i,-0.0013165+0.00037464i,-0.00046401+4.3717e-05i,-0.00017125+0.00025763i,-0.00084036+0.00042246i,-0.00045175+0.00054385i,4.1662e-05+0.00087013i,2.8316e-05+0.00057875i,0.00015612+0.00043108i
0.0013118-0.00034247i,0.00072059+3.0747e-05i,0.00032767+0.00020386i,5.7532e-05-2.849e-05i,-6.4397e-05-2.5405e-05i,1.548e-05+0.00081582i,0.00032424+0.0010233i,0.00034481+0.00074174i,0.00022385+0.0007728i,0.00065411+0.00057514i,0.00087436+0.00030896i,0.0012326+7.242e-05i,2.7159e-05-0.00060612i,-0.001119-0.00065966i,-0.00030357-0.00060842i,-0.00019235-0.00026967i,-0.00086664+0.00017022i,-0.00073781+0.00020532i,6.3478e-05+0.00018264i,0.00029312+0.00029624i,0.00011975+0.00026172i,-0.00023613+0.00010905i,0.00011953+0.00023482i
-0.0014133-0.00079317i,-0.0014207-0.0014923i,-0.0015907-0.0027536i,-0.0013239-0.0019158i,-0.00072966+0.00090042i,0.00074916+0.001494i,0.0020648+0.00063389i,0.00094411-0.00068201i,-0.00081962-0.0019041i,-0.0011565-0.0017215i,-0.00082765-0.00056563i,-0.00017936+8.9372e-05i,0.00036037+0.00024542i,0.00089102-5.6923e-05i,0.00082768+1.8636e-05i,6.3959e-05+0.00020637i,0.00033701-0.00034431i,0.00099075-0.00058642i,0.00054423-0.00024799i,-0.00012902+5.1471e-05i,-0.00052015+0.00025782i,-0.0004274+0.00028313i,-0.00015625-0.00033421i
-0.0012543-0.0013353i,-0.0025029-0.00054796i,-0.0021256+0.0010076i,-0.00083126+0.001468i,0.00052533+0.001892i,0.00068208+0.002778i,-0.0001532+0.0021146i,-0.00072217+0.00086303i,-0.00067649+0.00069187i,-0.00068679+0.00051503i,-0.00064797-0.00046609i,-0.00030943-0.00084704i,0.00012682-0.0010113i,-0.00034944-3.8361e-06i,-0.0011359+0.00089886i,-0.0012629+0.00018561i,-0.0015103-0.00014842i,-0.0017124+0.00032852i,-0.00089877+0.0002458i,0.00025108-6.316e-05i,0.00030904+0.00028483i,-0.00038024-0.00012062i,-0.00012296-0.00019173i
0.0018082+0.00035463i,0.0020283-0.00066165i,0.0025364-0.0014725i,0.0016725-0.00077676i,0.0010227-0.00047019i,0.0016309-0.00035559i,0.0009006+3.194e-05i,-0.0003353+1.5606e-05i,-0.00023803-0.00050946i,0.00089523-0.00029724i,0.00019905+0.00027934i,-0.00042641-0.00027754i,-5.335e-05-0.00020674i,-0.00097545+0.0011479i,-0.0015261+0.0010961i,-0.0011375+0.0001906i,-0.00067078-2.3463e-05i,-0.00038861+0.00010983i,0.00011483+0.00077413i,-0.0001649+0.0011238i,-0.00011152+0.00043728i,3.2805e-05+3.1153e-05i,-5.644e-05-0.00063592i
-0.0013173-4.7655e-05i,-0.0013724-0.0004487i,-0.00073044-0.00039554i,-0.00014515+0.00029096i,-0.00051948+0.0010779i,0.00014711+0.0014561i,0.00082454+0.0012224i,0.00076604+0.00056353i,-0.00021672+9.4781e-05i,-0.0008012-1.2893e-05i,-0.00038708+0.00074768i,-1.0732e-05+0.002163i,-0.00028441+0.0016801i,-0.00089934+0.00035488i,-0.00023703+0.00024701i,-9.5727e-05+0.00040129i,-0.0011205+0.00046653i,-0.00094852+0.00079409i,-0.00070766+0.00078958i,-0.00025959+0.00022935i,0.00047474-8.8566e-05i,-0.00011777-0.0006669i,-0.00038078-0.00051291i
0.0001847-0.0015998i,-0.00047111-0.0017653i,-0.001813-0.0013892i,-0.0014129+0.00011546i,0.00026294+0.0015821i,0.0018474+0.0013438i,0.0016721+0.00044658i,0.0005721+0.00094783i,-0.00024753+0.00076233i,-0.00047842-0.00025787i,-0.00011613-0.00042349i,0.00042512-0.00062113i,0.00036347-0.0014804i,-0.00022019-0.0009959i,-0.000465+0.00028843i,-0.00053245+0.000749i,-0.00015652+0.00022656i,-1.5831e-05+0.00018411i,-0.00023539+0.00069147i,0.00076914+0.00075334i,0.0011615+0.00045817i,-5.7504e-06+8.5334e-05i,-0.00067464-0.00021915i
-0.0012836+0.0015127i,-0.0005031+0.0016733i,0.00086846+0.0016203i,0.00083074+0.0012302i,0.0009789+0.0014598i,0.0010868+0.00048799i,0.00079263-0.00086795i,0.00039776-0.00035426i,3.4855e-05-0.00052768i,-0.00043716-0.0010302i,-0.00036095-0.00017239i,-0.00018368+0.00042553i,-0.00082764+0.00069447i,-0.001112+0.0007491i,-0.0005638-7.067e-05i,-6.9636e-05-0.0007633i,9.6594e-05-0.00010526i,0.00023938+0.00073493i,0.00031078-0.00022358i,0.00014812-0.00085681i,0.0001516-0.00090241i,6.37e-05-0.00091944i,-0.00021363-0.00040171i
-0.00044346-0.0023506i,-0.00090404-0.0011471i,-0.0016908-0.00059618i,-0.0024003+0.00027516i,-0.0012612+0.00071963i,0.00097355+0.0014023i,0.001352+0.0010767i,0.00086885+0.00040763i,0.00045615+0.00060799i,0.00065939+0.00047177i,0.00071206+0.00020498i,0.00030279+1.0383e-05i,1.136e-05-0.00032406i,-0.00096506+2.2937e-05i,-0.0012966+0.00024699i,-0.0002306-9.9806e-05i,0.00029046+0.00025573i,0.00011987+5.2718e-05i,-8.9436e-05-0.00051881i,-3.9237e-05-0.00044581i,0.00042081-0.00073501i,0.00062633-0.00069266i,0.00026173-8.9452e-05i
