-0.0021904+6.7555e-06i,-0.0020668+4.3503e-05i,-0.0031552+0.00022474i,-0.0039086+0.0003436i,-0.0036169+0.00098636i,-0.0020775+0.0013872i,-0.00079604+0.001359i,0.00045032+0.00091405i,0.00088647+0.00037384i,0.00085992+1.2033e-05i,0.00043451-0.00073715i,-0.0002511-0.00044499i,5.8988e-05-0.0001815i,9.6871e-05-0.00033079i,0.00035136+0.00067664i,0.00030682+0.00040922i,0.00011739-0.00022958i,0.00016018-2.2472e-05i,-0.00013392+0.00015375i,-0.00073458+0.00043437i,-0.00025062+0.00031541i,0.0002691-4.2577e-05i,-0.00011565-0.00041629i
-0.0012032+0.00031632i,-0.00086198+0.00031033i,-0.00066942+0.00030878i,-0.0004528+0.0010331i,-0.00038336+0.00096281i,-0.00044006+0.00031756i,-0.00044254-0.00016711i,-0.00038482-0.00070046i,-0.00081824+3.7086e-05i,-0.00028189+8.6914e-05i,0.00068832-0.00023856i,0.0010569-0.00025299i,0.0015117-0.00048545i,0.0013466-0.00037491i,0.00061196+0.00014694i,0.00024052+0.0002566i,-5.8976e-05-2.9497e-05i,-0.00074445+0.00035255i,-0.00063786+0.0005059i,0.00033479+1.727e-05i,0.0004442-0.00014763i,0.00037796+0.0001574i,0.00052562+1.2146e-05i
-0.00055506+5.53e-05i,-0.00028857+0.0011006i,-0.0018367+0.0021772i,-0.0022282+0.0016729i,-0.00095056+0.0013414i,0.00010268+0.0010215i,-8.0721e-06-6.424e-05i,-0.00031834-0.0010963i,-0.00037497-0.0010286i,-0.00043951-0.00032506i,0.00018703-0.00025702i,0.0012942+0.00017722i,0.000724+0.0008273i,-0.00041713+0.00095697i,0.00026896+0.0014489i,0.00025453+0.0011639i,-0.00057646+5.5351e-05i,-0.00036359-8.8116e-05i,-0.00052141+0.0003898i,-0.00061412+0.00049345i,-0.00068726+0.00045421i,-0.00048332+0.0010852i,-0.00013214+0.0013294i
-0.0011542+0.00027761i,-0.0026747+0.00071784i,-0.0020107-0.00032241i,-0.00055031+6.4509e-05i,-0.0001138+0.00079363i,-6.6567e-05+0.00097762i,0.0010319+0.0003733i,0.0015363+0.00021818i,0.00047244+0.0006474i,-0.0010549+0.00095821i,-0.0014924+0.00062678i,-0.00051035+0.00021046i,-0.00029918+0.00084061i,-0.00023323+0.000897i,0.00024331+0.00074985i,0.00023266+0.00038623i,-0.0001976-0.00014654i,-0.00066227-6.7349e-06i,-0.00023383-0.00024143i,0.00012191-0.00062572i,0.00010638+0.00021389i,0.00042628+0.00044729i,0.00059442-9.753e-05i
-0.0020293-0.0011489i,-0.0022564-0.0011944i,-0.0026527-0.0011292i,-0.0034539-0.00067856i,-0.0025964+5.5498e-05i,-0.0016175+0.00062048i,-0.00091122+0.00063484i,0.00045547-0.00047955i,0.0006391-0.00095438i,-3.1061e-05-0.00057607i,-0.00019293-0.00042897i,-0.00013878+8.6487e-06i,-0.00025765-0.00054399i,-0.000705-0.00027381i,-0.00092925+0.00013786i,-0.00055494-0.00070848i,-0.00035533-0.00024721i,-0.00030791+0.00055609i,0.00025699+0.00053412i,0.00031382+0.00054196i,-0.00011929+0.00018494i,6.8649e-05-0.00028798i,0.0006304+7.41e-05i
-0.0023909-0.0010253i,-0.0018638+6.4613e-06i,-0.0021494+0.00085739i,-0.0020864+0.00072859i,-0.0012192+0.0014741i,0.00030668+0.0014292i,0.00057474-4.8638e-06i,-0.0003056-0.00065851i,-0.0015008-0.0004171i,-0.0015741-0.00012469i,-0.00072135-0.00040608i,-0.00017975-0.0006965i,0.0001232-0.00014376i,0.00053024+0.0010904i,0.00077394+0.0015132i,-0.00024808+0.00075257i,-0.00029755+8.8113e-05i,0.00042845+0.00042502i,0.00065904+0.00081412i,0.00041505+0.00046538i,1.0316e-05+0.00050515i,0.00017278+0.00045093i,0.00025489+0.00094102i
-0.0011707-0.00099238i,-0.00092526-0.0010565i,-0.0008486+0.00016822i,-0.00093307+0.00052399i,-0.00068457-0.00059597i,-0.00014748-0.0012247i,0.00062626-0.0012363i,0.00025845-0.00065963i,-0.00082801+0.00041639i,-0.0013089+0.0005882i,-0.0008896-0.00046068i,-0.00074287-0.00077657i,-0.00035907+0.00028652i,-0.00042226+0.00070771i,-0.00088433+0.00058882i,-0.00038615+0.00059203i,0.000359+0.0006246i,0.00031107+0.00059502i,0.00011798+0.00053244i,0.00034465+0.00065651i,0.00035922+0.0011154i,0.0003728+0.00092089i,0.00032403+0.00025619i
0.0010563+0.0022952i,0.00075247+0.002042i,0.00036197+0.00182i,-0.00050993+0.0010397i,-0.00089041+3.4675e-05i,-0.00098672-0.00026406i,-0.0008645-0.00016849i,-0.0011935-0.00061472i,-0.00083557-0.00092085i,-0.00044324-0.0011309i,-0.00062795-0.0012121i,-0.00047963-0.00051574i,-0.00038512+0.00045077i,-0.00010941+0.00055947i,-0.00049075+0.00042734i,-0.00066402+0.00033236i,-0.00037795-1.1092e-05i,-0.00072382-0.00013453i,-0.00050198+0.00026718i,0.00075483+0.00039911i,0.00083251-0.00010251i,0.00061638-0.00015448i,0.0012206+0.00011094i
-0.0014888+0.00023565i,-0.001445+0.00049923i,-0.0021172+0.0016854i,-0.0015463+0.0022373i,-0.0003733+0.0017644i,0.00035514+0.0011642i,0.0005231+0.00097844i,0.00059486-0.00011059i,0.00035401-0.0012222i,-0.00014929-0.0010283i,1.7475e-05-0.00049297i,0.00049625-0.00021981i,0.0010253+2.2566e-05i,0.00091797-0.00021744i,0.00072229-7.3725e-05i,0.0010504+0.00041683i,0.00012633-0.00011438i,-0.0010014-0.00066607i,-0.00055673-0.00069657i,-0.00031932-5.8461e-05i,-0.00087129+0.00029562i,-0.00018834+0.00037691i,0.00083058-0.00029879i
-0.00048659-0.00059475i,-0.0017195-0.00062977i,-0.001371-0.0007832i,-0.0013737-0.0007342i,-0.002442-0.00011352i,-0.0017613+0.00045085i,0.00014191-0.00055575i,0.0007814-0.0012077i,0.00069544-0.0010316i,0.00013733-0.00043631i,0.00012414+0.00050243i,-0.00035118+0.00043964i,-0.001193-0.00026595i,-0.00049156-0.00075294i,0.00030156-0.00049442i,9.8101e-05+0.00015073i,-6.1862e-05-0.00013999i,4.1351e-05-0.00022838i,4.8118e-05+0.00010722i,-0.00020905-5.7305e-05i,-0.0001978+0.00011288i,-0.00012984+4.3918e-05i,-0.00083638-0.00038821i
-0.0012258+0.0012067i,-0.00053445+0.00094319i,-0.0009946+0.0015028i,-0.001153+0.0017022i,-0.001217+0.0016671i,-0.00098236+0.0010231i,-0.00043229-4.2328e-05i,-0.00014539-0.00046872i,-0.00039062-0.00040163i,0.00032598+0.00016888i,0.00044514+0.00091529i,-0.00010342+0.00063878i,0.00048638+0.0010143i,0.00048373+0.0011242i,7.8302e-05+0.00083116i,-0.00020164+3.5382e-05i,-0.00053047-0.00053236i,-0.00039916-0.00045613i,-0.00025894+0.00018473i,0.00051781+0.00082568i,0.0008415+0.00067598i,0.00031866+0.00013087i,0.00080369-0.0003869i
-0.002179-0.0022732i,-0.0028674-0.0014584i,-0.0033542-0.00091141i,-0.0032677-0.00016681i,-0.0017908+0.00061407i,0.00062288+0.0010163i,0.0014803+0.00047981i,0.00040217-0.00064295i,-0.00051586-0.00073946i,-0.00026981-0.00010127i,-0.00015116+0.00043335i,0.00019322+0.00053935i,0.00040659+0.00058041i,0.00025263+0.00039839i,0.0003965+0.00018177i,0.00062724+0.00029823i,0.00079379+0.00052136i,0.00026419+0.00052519i,-0.00035577+0.00022514i,-0.00051289-0.00011759i,-0.00033348+0.00013634i,0.0002755-0.00027305i,0.00053758-0.00081635i
-0.0018682-0.00043639i,-0.0023133+0.00055411i,-0.0020437+0.001985i,-0.001351+0.0015314i,-0.00095385+0.00037791i,0.00014255+0.00057227i,0.0010077+0.00084264i,0.00015864+0.00048256i,-0.00053003-0.0004496i,-0.00057302-0.00026358i,-3.6103e-05+5.7213e-05i,0.00035953+2.3161e-05i,0.00015855+7.1742e-05i,0.00010222+0.00013423i,0.00034444-0.00024337i,-0.00010985-0.00020253i,-0.00071492-0.00027972i,0.00039213-0.00076624i,0.0014178-0.00067805i,0.0009006+2.4713e-06i,0.00030555+6.064e-05i,0.00018647-2.6151e-05i,0.00012985+2.5526e-05i
0.00056755+0.0017243i,0.00069971+0.00040794i,0.0002384+0.00016218i,-0.00034102-0.00096736i,0.00032261-0.0017707i,0.00079393-0.0012725i,0.00023169-0.00064939i,-0.00034849-0.00090372i,-0.0003548-0.0010354i,-0.00017315-0.00030226i,-0.00021462+7.1941e-05i,-0.0010112-0.00035585i,-0.0012023-8.7323e-05i,-8.0487e-05+0.0012016i,0.00074056+0.00081411i,0.00023604-0.00020037i,-0.00011328+0.00014896i,0.00067265+0.00013123i,0.0013739+0.00013224i,0.0009051+0.00016022i,0.00036278-0.00012947i,0.00017031-0.00053616i,-0.00024712-0.00012901i
-0.00087451+0.00013795i,-0.00052459+0.00040136i,-0.00091637-0.00019866i,-0.0013942-0.00047261i,-0.0015723+0.00016014i,-0.00085213+0.00071908i,8.0513e-05+0.00084244i,0.00024737+0.00039075i,-0.00046344+9.6747e-05i,-0.00080251+0.0003454i,-0.0004636-2.1079e-05i,0.00062194-0.00042246i,0.00093105+0.00011113i,-0.00039199+0.00012437i,-0.00040155+0.00032993i,0.00033781+0.00044892i,0.00030589-0.00037406i,-8.4735e-05-0.0011241i,-0.00034673-0.00139i,0.00053291-0.0010032i,0.00089387-0.00038982i,0.00093009-0.00069019i,0.001115-0.00075695i
0.00069978+0.00058003i,1.7242e-05+0.0022711i,-0.0013491+0.0021264i,-0.0018497+0.0006744i,-0.0012882-0.00058339i,-0.00095542-0.00018651i,-0.00075067+0.00024449i,-0.0004027-0.00030745i,0.00010453-0.00046858i,0.00038446-0.00081714i,8.3515e-05-0.00077679i,6.8656e-05+0.00020873i,1.7027e-05+0.00067621i,-0.00010981-0.00024367i,0.0001504+0.00011444i,0.0002379+0.00049685i,-3.007e-05+0.00034132i,-0.00029053+0.00046677i,0.00050824+0.00019995i,0.00048074-6.0688e-05i,-5.6012e-05-0.00021452i,2.8471e-05-0.00016919i,5.64e-07-0.00034768i
0.001316-0.00017433i,-0.00037753-0.00043881i,-0.0018924-0.0013912i,-0.0019254-0.0013501i,-0.0018472-0.00070438i,-0.0020202-0.00022411i,-0.00045656+0.00078116i,0.00067532+0.00097865i,0.00019297+6.4521e-05i,-2.7171e-05-0.00045264i,-0.00083201+0.00020956i,-0.0012894+0.00076447i,-0.0011679+0.00035125i,-0.00035789+0.00038304i,0.00034112+0.00023838i,-2.5151e-05-0.00034295i,-0.00014045-0.00080121i,-0.00016156-0.0012191i,0.0001348-0.00080586i,0.00056629-0.0001189i,0.00032012-0.00027129i,-9.9135e-05-1.2745e-05i,-0.00010811-0.00014526i
-0.0028176+0.00092363i,-0.0021963-0.0013829i,-0.0014392-0.0016437i,-0.00096252-3.8969e-05i,0.00020998+0.00015667i,0.00045816+0.00053916i,-0.00047848+0.0010721i,-0.00097758+0.00062605i,-0.00077884+0.00035504i,0.00020389-4.1459e-05i,0.00081011+0.00015905i,0.00033872+0.00027662i,-6.3596e-05-0.00022027i,0.00037089-0.00052811i,0.00075632-0.00047317i,0.00038157-0.00041259i,-0.0003936-5.2352e-05i,-0.00056564+0.00020644i,-0.00045189+9.6774e-05i,-0.00016198-1.2999e-06i,0.00050811-3.3086e-05i,0.00036885+0.00038007i,5.1816e-05+0.00047644i
-0.00020166-0.0011041i,-0.00072215-0.00028979i,-0.0020877+0.00030947i,-0.0023863+0.00060323i,-0.0011297+0.00032409i,-0.00051544+0.00018515i,-0.00088378+9.1972e-05i,-0.0010265-0.00065253i,-0.00053205-0.0010624i,0.00014808-0.00077196i,0.00081909+0.00019377i,0.001088+0.0010372i,0.0010853+0.0016967i,0.00040648+0.0017217i,-9.6305e-05+0.0012365i,-0.00031957+0.00038082i,-0.00070163-0.00043129i,-0.00093725+6.119e-05i,-0.00095017-0.00011501i,-0.00099134-0.00023539i,-0.00075324+0.00016035i,-0.00012038+0.00017011i,0.00021861-2.9436e-05i
-0.00035479-0.00022181i,-0.0013826+7.0722e-05i,-0.0019877+0.00017092i,-0.0019665+0.00012185i,-0.0014417+0.00033465i,-0.00068313+0.00026873i,0.0002939-0.00070868i,2.9238e-05-0.0015316i,-0.00062998-0.0016549i,2.428e-05-0.00041983i,0.00018646+0.00028209i,2.1052e-05+2.4337e-05i,1.0517e-05+0.00046673i,-0.00026834+0.0008359i,-0.00031373-2.1807e-05i,-0.00012435-0.00092216i,-8.746e-05-0.00079914i,-0.00012002-0.00044302i,-6.1097e-06-4.4864e-05i,0.00025727+0.00056689i,0.00044107+0.00064377i,0.00036909-0.00018211i,0.00071785-0.00062327i
-0.0019284+0.00106i,-0.0030748+0.0011555i,-0.0025626+0.0012167i,-0.0016776+0.0004946i,-0.00055683+0.00024996i,-4.974e-05+9.226e-05i,4.7395e-05-0.00067261i,-0.0004377-0.00090192i,-0.00042718-0.00056651i,-0.00065867-0.00077276i,-0.00065712-0.00071186i,-0.0002468+0.00028456i,-0.00016675+0.00090274i,7.4316e-05+0.00062068i,0.00049648+0.00039651i,0.00058784+4.4388e-05i,-5.7927e-05-0.00075017i,-0.00018026-0.00049827i,-0.00023554-0.00024095i,-0.00029049-0.00071278i,-0.00030629-0.0011336i,-0.00011446-0.0011812i,-0.00016317-0.00033683i
-0.0017328+0.00081749i,-0.0022049+0.0011146i,-0.00055746+0.0013429i,0.00015989+0.0018813i,9.7274e-05+0.0010247i,0.00069571+0.00091583i,0.00063281+0.00045562i,2.3133e-05-0.00093559i,-0.00026194-0.001439i,-0.00032045-0.0011711i,1.6355e-05-0.00047712i,0.00040657+0.00015707i,0.0001807-7.3696e-06i,-0.00072457-0.00035267i,-0.00066562-0.00065332i,0.00076644-0.0012368i,0.0013196-0.0013826i,0.00063584-0.0005692i,-7.3143e-05+0.00066709i,0.00037977+0.00086879i,0.00077144+0.00039542i,-0.0002865+0.00010712i,-0.00083099-0.00018426i
0.0012245-4.8538e-05i,0.00097288-0.00054572i,0.00038655-0.0017438i,0.00019111-0.0019506i,0.00052199-0.0010534i,0.0005056-0.00074632i,0.00014708-0.00049785i,0.00024725+1.1653e-05i,0.00043055+0.00079155i,0.00061151+0.00082191i,0.00060938+0.00054969i,0.00066733+0.00046872i,-6.2404e-05+0.0005046i,-0.00050415-3.9602e-05i,0.00025568+0.00012143i,0.00088365+0.00045213i,0.0006395+0.00060422i,5.4534e-05+0.00039925i,0.00060111-4.3402e-05i,0.00016351-0.00049751i,-0.00013882-0.00044191i,0.00043082+0.00011939i,0.00086123-0.00031059i
-0.00095268-0.0016907i,-0.0020422-0.0009693i,-0.0033326-0.00019707i,-0.0029351+7.6533e-05i,-0.0018559+0.00033337i,-0.00051702+0.00055181i,0.00077437+0.00044352i,0.0012451-0.00033626i,0.00036751-0.0010329i,-1.3856e-05-0.00031902i,-0.00035253+0.00094916i,-0.0010102+0.00071131i,-0.00051854+0.0003738i,0.00032866+0.00054933i,0.00059139+0.00086151i,0.00038716+0.00071721i,0.00017149+0.00025624i,-0.0003112+8.7645e-05i,5.5488e-05-0.00012446i,0.0013518-0.00059279i,0.0013839-0.00054807i,0.00094409-0.00062776i,0.00057839-0.00074277i
0.0016284+3.2861e-05i,0.00093843-0.00025232i,-0.0013141-0.00049969i,-0.0021376-0.00064316i,-0.0012565-0.00012363i,-0.00049488+0.00090356i,-0.00078396+0.00075268i,-0.0010942+6.2832e-05i,-0.0013348-0.00085297i,-0.00070055-0.0010104i,0.00078065-0.00036029i,0.00020079+0.0004124i,-0.000377+0.00079199i,0.00010792+0.00014277i,0.00056694-0.00033218i,0.00055964-0.00040369i,0.00065427-0.00014308i,0.00042616-3.2947e-05i,0.000362+0.00045521i,0.00030537+0.0013449i,-0.0005782+0.0013433i,-0.00064985+0.00058266i,-0.00043663+0.00033803i
-0.001347+0.0022513i,-0.0017675+0.0019476i,-0.0016398+0.001503i,-0.00048798+0.0011274i,0.00060165+0.00077212i,5.5746e-06+0.00041359i,-0.0011001+0.00076593i,-0.00074054+0.0015773i,-0.00012894+0.0011662i,-0.0002788+0.00029613i,-0.00040917-0.00059159i,4.0197e-05-0.0013566i,-3.0474e-05+0.00021853i,-0.00059067+0.0011943i,-0.0010557+0.00062766i,-0.00060803+0.00062743i,-5.493e-06+0.00035808i,-0.00036357+8.7842e-05i,2.995e-05+0.00085668i,0.0002996+0.00096291i,-0.00042994+0.00016136i,-0.00072742+0.00012277i,-9.8426e-05+0.00025691i
-0.0016317-0.00066561i,-0.00059416+0.00020371i,-0.00055575+0.00059941i,-0.00097627+0.00076986i,-0.00050976+0.00051211i,0.00011423-0.00058635i,-1.8025e-05-0.00023881i,-0.00055784+0.00039643i,0.00014755+8.3242e-05i,0.00041044+9.5286e-05i,-0.00023735+0.00031489i,-0.00018273-0.00021045i,0.00065268-0.00073715i,0.00020716-0.0004157i,-0.00011226+0.00015404i,0.00040259-0.00073301i,0.00047042-0.00092639i,0.00052674+0.0001152i,0.00043814+0.00028016i,0.00076092+0.00036863i,0.00048795+0.0004123i,-0.00042445+0.00028563i,-0.00083532+0.00064799i
0.0012443+0.0032086i,0.0018208+0.0025494i,0.001271+0.0020833i,0.0006315+0.0016721i,0.00085004+0.00082789i,0.00031245+0.00032639i,0.00038071+0.00014787i,0.00012918-0.0006817i,-0.00056481-0.00094398i,-0.00029436-0.00030645i,0.00076912-0.00026192i,0.00014875-0.00045458i,-0.00079397-0.00021754i,-0.00038977+0.00032949i,-3.4741e-05+0.0002458i,-0.00074745-0.00032336i,-0.001417-0.0002338i,-0.00094611+3.2759e-05i,-0.0004444+0.0004154i,-0.00084784+0.00035114i,-0.00062414-0.0003098i,0.00036182-0.00021187i,0.00049645+0.00040482i
-0.0019019+0.0014105i,-0.0017564+0.001439i,-0.0021745+0.0036918i,-0.0015253+0.0042745i,0.00018537+0.0021024i,0.00081667+0.00067747i,0.0001606+0.00062248i,-0.00039483-0.00041134i,-0.0002643-0.00077025i,-0.00018077-9.3319e-05i,-0.00050567-0.00012096i,-0.00071848-0.00031481i,-0.00079713+0.00023453i,-0.00054642+0.0008304i,-0.00038449+0.00032977i,-0.00042955-0.00014842i,-8.0124e-05-0.00031656i,0.0002595-0.00050636i,2.34e-05-0.00079488i,-0.00038083+3.8463e-05i,-0.00046362+0.0005408i,0.00039598+0.00014033i,0.0012177+6.6961e-05i
-0.0010219+0.00059878i,-0.00050375+0.00092396i,-0.0002294+0.0013647i,-0.00017115+0.0020166i,-0.00066231+0.0017777i,-0.00026028+0.00045513i,0.00057917-0.00066743i,-0.00017328-0.0009162i,-0.00079744-0.00085366i,-0.00088843-0.00056657i,-0.00029116-0.00064661i,-0.00018285-0.00072333i,-0.00057421-0.00072665i,-0.00015305-0.00069608i,0.00034555-0.00046679i,0.00011283-0.00040893i,-0.00031469-0.00016542i,-0.00076004-5.0606e-05i,-0.00063419-0.00023473i,0.00032998-0.00028004i,0.00050194+4.2294e-05i,-0.00026327+0.00056816i,-4.8884e-05+0.0011042i
0.0001291-0.00028524i,-0.00057905-0.00062659i,-0.0018218-0.0010374i,-0.0021165-0.00079072i,-0.0015751-0.00032546i,-0.0012552+0.0002618i,-0.00038318+0.00034606i,-0.00044395-0.00020693i,-0.00079082-0.00028573i,-0.00056245+8.7881e-07i,-0.00078221-0.00033641i,-0.00045842-0.00044183i,-3.9493e-05-9.2013e-05i,-0.00051741-0.00010896i,-0.00093828-0.00041017i,-0.00052238-4.8465e-05i,0.00040254+0.00031192i,0.00031573-0.00011039i,-0.00080993-0.00052231i,-0.00074849-0.00013909i,-0.00025397+0.0005434i,-0.00025359+0.00010469i,-0.00039985-0.00019051i
0.00050418-0.0014754i,-0.00021215-0.0010142i,-0.0015597-0.0016431i,-0.0024009-0.0011513i,-0.0026726+0.00030168i,-0.0011663+0.0013077i,0.00041932+0.00078557i,0.00039393-2.4066e-05i,-0.00031194-0.00013289i,-0.00054853-0.00028713i,-0.00052261-7.9326e-05i,0.00020483+1.6585e-05i,0.00046418+8.4977e-05i,-0.00043178+0.00036256i,-0.00031132+0.00058639i,0.00012315+0.00087402i,-0.00023014+0.00030696i,-0.00072186+2.8875e-05i,-0.00025689-0.00010563i,0.00039277+0.00065988i,0.00053393+0.00079984i,0.00044059+0.00036002i,0.0001115+6.3278e-05i
0.00024958+0.00042393i,8.4742e-05+0.00076359i,-0.00049443+0.0010641i,-0.00072809+5.0104e-05i,-0.00069585+0.00016883i,-0.00046058-0.00016107i,-0.00064858-0.00092178i,-0.00072875-0.00091098i,-0.00037414-0.00084987i,-0.00040325-0.00029258i,-0.0002877-0.00019245i,-6.4263e-05-0.00033055i,0.00032066+0.00043568i,0.00066147+0.0006746i,0.00032539+0.00045979i,0.00016942+0.00042659i,-0.00025266+1.0423e-05i,-0.00087627-0.00054042i,7.7989e-05-0.00032821i,0.0011487-0.00013386i,0.0004296-0.00011424i,0.00020063-0.00048181i,0.0008559-0.00033215i
0.00095769+0.00069246i,-0.0010741+0.00026188i,-0.0018599+0.00014342i,-0.00091825+0.00011446i,-0.0007693-0.00023202i,-0.0013402+6.818e-05i,-0.0010634+0.00016812i,-0.0006192-0.00074199i,-0.00021896-0.00097728i,0.00040313-0.0010796i,0.00044366-0.00093583i,0.00043247-0.00040413i,-0.00021346+0.00051181i,-0.0013411+0.00069824i,-0.0010595+0.00057542i,-0.00017204+0.0012483i,0.00033565+0.00076045i,0.00033242-0.00024473i,0.00016611+0.00013713i,-0.00060685+0.00049136i,-0.00097128-0.00017915i,-0.00035128-0.00013355i,7.6894e-05+0.00085595i
0.0023893+0.00089322i,0.0020036+0.00011636i,0.00051662-0.0015884i,-0.0004843-0.0017891i,-0.0007801-0.00091381i,-0.0013741+0.0001133i,-0.00067078+0.00079497i,0.00020952+0.00049548i,0.00010365-0.00057905i,-0.00016444-0.0015424i,-0.00048276-0.0015135i,-0.00071131-0.001071i,-0.0013523-0.00036501i,-0.0013613+0.00017137i,-0.0011131-0.00025775i,-0.0007055-0.00099018i,-0.00016958-0.0011136i,-7.9831e-05-0.00042608i,-0.00035183+1.3886e-05i,-0.00059503-0.00014355i,0.00039588-0.00024587i,0.00097793-0.00036658i,0.0011444-0.000543i
-0.0034078-0.0011336i,-0.0036007+6.6031e-05i,-0.0029254+0.0011831i,-0.00225+0.001653i,-0.0015226+0.00125i,-0.00035448+0.0011535i,-0.00019818+0.0010768i,-0.00048799+0.00057149i,-9.2879e-05+0.00048975i,0.00020902+0.00095365i,0.00010038+0.00039438i,-0.00029435-0.0010164i,4.35e-05-0.0015775i,0.00046365-0.0010508i,0.0006226-0.00022601i,0.0003963+0.00047233i,-0.00017389+0.00070944i,-0.00015175+0.0002539i,9.937e-05+1.5586e-06i,0.00049748-6.1345e-06i,0.00067074+0.00022401i,0.00021808-0.0002489i,-7.6733e-05-0.00074884i
-0.0018417-0.00024843i,-0.0022125-0.00036313i,-0.0022572-0.0010212i,-0.0016078-0.00086007i,-0.0009033-0.00011261i,-0.00095467+0.00037385i,-0.0004714+0.0001071i,-5.2114e-05-0.00038597i,-0.00057352-0.0004331i,-0.00084367-0.00047643i,-0.0011528-0.00022425i,-0.0010426+0.00026451i,-0.00059939-9.5215e-05i,-0.0002995-0.00039523i,-0.00035628-0.0005291i,-0.00051105-0.00032997i,-3.3129e-05-0.000255i,0.00043018-0.00011311i,0.00056802+0.00060685i,0.00067685+0.00087113i,0.00093611-0.00028709i,0.00018288-0.00055147i,-0.00054571-0.0001144i
0.00048128-0.00045054i,-0.00017686+0.0002082i,-0.0018443+0.0011115i,-0.0019315+0.0005315i,-0.00060378+0.00012066i,-1.847e-05+0.00038365i,-0.00064086+0.00034873i,-0.0011559-0.00057143i,-0.00071005-0.00080272i,9.3034e-05-0.0001899i,0.00018275-0.00012987i,-0.00059216-0.00033531i,-0.00053622-0.00026141i,-0.00057609+0.00025094i,-0.00054958+0.00045776i,-0.00044209+0.00050801i,-0.0008688+0.00064853i,-0.0010133+0.00089867i,-0.00040118+0.00069234i,0.00035825+0.00016631i,0.00087634-0.00014024i,0.0012771-0.0003387i,0.0006711-5.7993e-05i
0.00015396+0.00094213i,-0.00018351+0.0012663i,-0.0011441+0.00047348i,-0.00074119-0.0007219i,0.0002874-0.000587i,0.0003083+0.0001419i,-0.00031178+0.00035529i,4.8415e-05+0.00057455i,0.00097291+0.00025456i,0.000704-0.00040331i,-0.00015013-0.00069108i,-7.4371e-05-0.00025264i,-0.00056288+0.00018921i,-0.0014695-0.00024805i,-0.00061805-0.00047662i,6.3964e-06-0.00025375i,7.929e-05-0.00028015i,0.00016281-5.5853e-05i,0.0001421-0.00048992i,9.852e-05-0.00065475i,0.00019024+0.00024416i,0.0004905+0.00084111i,0.00045286+0.00075051i
0.00099706+0.00094329i,0.0015917+0.00066475i,0.0014689+3.203e-05i,0.00071714-0.00086948i,0.00017707-0.0017097i,1.8399e-05-0.0010435i,-3.1254e-05+0.00030594i,6.6157e-05+0.00032444i,-0.00017238-0.00075541i,-0.00037092-0.0011702i,-0.0008475-0.00055802i,-0.00028814-0.00072484i,0.00056605-0.00092742i,0.00032056-0.00054483i,0.00095271-0.00064636i,0.0010618-0.00015065i,6.3321e-05+0.00077738i,-0.00011304+0.00093532i,-0.0001929+4.0198e-06i,0.00018465-9.9071e-05i,0.00026721+0.00084289i,5.8532e-05+0.0013408i,0.00044473+0.0015346i
-0.00021002+8.8702e-05i,-0.00048845+0.00093635i,-0.001595+0.0017238i,-0.0010445+0.0016102i,0.0002267+0.0013175i,0.00096491+0.00035591i,0.0010295-8.6105e-05i,0.00040308+0.00024272i,-0.0001658+0.00033515i,-0.00061018+0.00086449i,-0.00013313+0.00079778i,-9.3206e-06-0.00040551i,-0.00052162-0.00059078i,-0.00010741-0.00021572i,4.557e-05+0.00074377i,-0.00040195+0.0013626i,-0.0002461+0.00093811i,-0.00012968+0.00045328i,-0.00033602+0.00017055i,-0.00034851-0.00049044i,0.00033262-0.00039743i,0.00043795+0.00064203i,-0.00014608+0.00068719i
-0.0014602-0.0009645i,-0.0015016-0.00027888i,-0.0015132-0.00097991i,-0.002114-0.0011961i,-0.0025181-0.00020511i,-0.00088914+0.001244i,0.00057133+0.0013397i,0.00072516+0.00045828i,0.00081135-0.00020953i,0.00041576-0.00051751i,-0.00045185-0.00020463i,-0.00048971+0.00033947i,1.4194e-05+0.0006263i,0.00045802+0.00030167i,0.00055161-0.00059708i,0.00066312-0.00093584i,0.00020551+0.00023073i,0.00023459+0.00040361i,0.00032311-0.00015987i,0.0001729-0.00027313i,0.00010782+0.00029214i,2.3656e-05+0.00011285i,0.00012311-0.0008273i
-0.0030031-3.0669e-05i,-0.0023044+0.0012172i,-0.0024768+0.0018686i,-0.0024013+0.0011017i,-0.0016258-0.00018381i,-0.0010027+5.4746e-05i,-0.00081879+0.00041737i,-0.00044859-0.0006175i,-0.0005152-0.00050866i,-0.00088593+0.00025993i,-5.4026e-05+0.00068403i,0.00061168+0.00095204i,-0.00013603+0.0007358i,-7.4692e-05+5.8407e-05i,-0.00066754-0.00035552i,-0.00090339-0.00066659i,-0.0003162-0.00030807i,-8.8464e-05+0.00020784i,-3.1229e-05+0.0004633i,-0.00047231+0.00097659i,-0.00023146+0.0010186i,-0.00014786+0.0012515i,-0.000324+0.00074128i
