-0.0015718-0.0013915i,-0.001784-0.0016887i,-0.0023577-0.00085664i,-0.0024729-1.409e-05i,-0.0026947+0.0010286i,-0.0026483+0.0021951i,-0.0017879+0.0019996i,-0.00052892+0.0014615i,0.00043037+0.00080166i,0.0012519+0.00050226i,0.0017907+0.00069105i,0.0015709-0.00025601i,0.00067584-0.0013617i,-0.00017497-0.00097517i,-5.6223e-05-7.5132e-05i,0.00072589-0.00014336i,0.00045084+7.9691e-05i,-0.0008409+0.00031185i,-0.0011403+0.00048046i,-0.00090744+0.00088916i,-0.00084505+0.0008998i,-0.00029298+0.00051123i,-0.00013445+0.00025935i
0.0020645-0.0015081i,0.0012491-0.0022203i,0.00086786-0.0024568i,-0.00017439-0.0023342i,-0.00090315-0.0020472i,-0.00077088-0.0014638i,-0.00041073-0.00010655i,0.00069937+0.0012578i,0.0013459+0.0016764i,0.0013635+0.0003369i,0.0016135-0.0012245i,0.0015341-0.00085134i,0.00081582+0.00050482i,0.0010599+0.00085798i,0.0013391+3.351e-05i,0.00010313-0.00031764i,-0.00021212+0.00049165i,1.2999e-05+0.0010953i,-0.0005961+0.00040865i,-0.00020479+0.00018799i,-0.00065602+0.00018472i,-0.00083746+0.00010408i,-1.5881e-05+0.00019028i
-4.9868e-05-0.0017149i,0.0002132-0.0015825i,-0.00091336-0.0017465i,-0.0021824-0.0015188i,-0.001928-0.0015521i,-0.0016733-0.0013282i,-0.0016554-0.0009566i,-0.0011208-0.0011866i,0.00022889-0.0005938i,0.00034945-0.00029924i,-0.00023549-0.00065681i,-5.4382e-05-0.00071633i,0.00052588-0.0011978i,0.00094279-0.0015602i,0.0011527-0.00029356i,0.0013494-0.0001739i,0.00072081-0.0010441i,-0.00032715-0.0014267i,-0.00075218-0.001247i,-0.00070282-0.00066631i,-5.0639e-05-0.00013128i,0.0002605+0.00063692i,-0.00047459+0.00083696i
-0.0010911-0.0015815i,-0.00095924-0.0010891i,-0.0012673-0.00015076i,-0.0017799-0.00018012i,-0.0013931-0.00073746i,-0.00043545-0.00077781i,-0.0001933-0.00083321i,9.4049e-05-0.00049396i,8.7855e-05-0.0002635i,2.2915e-05-0.00091712i,0.00051537-0.00077258i,0.00097404-0.00036792i,0.00068849-0.00070662i,0.00023313-0.0011149i,-0.00054665-0.0011487i,-0.00028216-0.00080238i,-0.00031373-0.00015444i,-0.0010392+0.0004814i,-0.00074561+0.00069449i,4.885e-05+0.00066693i,-8.7667e-05+0.00049054i,-0.00081266+4.4914e-05i,-0.00046409-5.578e-05i
0.0017951+5.0421e-05i,0.0017264-0.00058289i,0.00054499-0.0013127i,-0.0010962-0.0015614i,-0.0015641-0.0025442i,-0.0017983-0.0015432i,-0.0019108+0.00042331i,-0.00093993+0.00038029i,5.4266e-05-0.00077186i,0.00035648-0.0017764i,0.00090134-0.0014606i,0.00071319-0.00075029i,5.4441e-05-0.00034124i,7.5863e-05-0.00013052i,-0.00020465-2.9421e-05i,5.2584e-05-0.00019755i,-0.00021701-0.00041184i,-0.00068649-0.00019838i,-0.00091592-0.00019297i,-0.00078918-0.00085893i,-0.000411-0.00063275i,-0.00024161+0.00021911i,0.00049934+0.00048745i
-0.00016414-0.0020942i,-0.00065055-0.0016758i,-0.00077897-0.0014668i,-0.00025169-0.0013723i,-0.00053034-0.0003247i,-0.0018955-0.00057791i,-0.0021124-0.001345i,-0.0010353-0.00041681i,-5.01e-05+0.00015859i,0.00066745-0.00026556i,0.00088661-0.00057232i,0.00042903-0.001123i,-7.1379e-06-0.0011145i,-0.00017298-0.00026283i,-0.00032526+0.00056859i,0.0004417+0.00015135i,0.0007882-0.00055609i,0.00063321-0.00016769i,0.00071506-4.2171e-05i,0.00063281-7.371e-05i,0.00052904+0.00020428i,0.00011024+0.00036051i,-0.00038675+0.00046076i
0.0030374-0.0023356i,0.0021542-0.003084i,-8.5171e-05-0.0036736i,-0.0019212-0.0028218i,-0.0034161-0.00091089i,-0.0040339+0.00072271i,-0.0029262+0.00073248i,-0.0014681+5.5518e-05i,-0.0006483-0.00056393i,-0.0006443-0.00058103i,8.1524e-05-0.00015301i,0.00098402-0.00010098i,0.00082556+0.00033405i,0.00049626+0.0011594i,0.0014415+0.00057822i,0.0021473-0.00015523i,0.00097466+0.00027843i,0.00050862+0.00026994i,0.00067803+0.00034287i,-0.0001292+2.8174e-05i,-0.00042061-0.00069904i,-0.00048676-0.00092413i,-0.00088333-0.00048181i
-0.00094054-0.00034585i,-0.0014869-0.00057498i,-0.00092544-0.00063128i,-0.00087522-0.00045613i,-0.0017614-0.00054417i,-0.002537-0.00013564i,-0.0025135+0.00037812i,-0.0020302+0.00062208i,-0.0015054+0.000799i,-0.00086937+0.00083604i,8.3665e-05+0.0004318i,0.00063067+0.00014203i,0.00047943-0.00037371i,0.00025648-0.00063463i,0.00059114-0.00048005i,0.0011086+7.8761e-05i,0.00095968+0.00066389i,0.00036986+0.00075092i,-0.00050238+0.00015517i,-0.0013793-0.0003338i,-0.0010359+1.0701e-05i,-0.0013113+0.00051011i,-0.001359+0.00054544i
0.00072967+0.00083394i,0.00086276-4.1564e-06i,0.0016724-8.8862e-05i,0.0020061+0.00017977i,0.00072888+0.00068673i,-0.0011572+0.0015558i,-0.0022899+0.0017571i,-0.0025859+0.0011244i,-0.0013838+0.00095362i,0.0001138+0.0010112i,0.00081047+0.00031472i,0.00062704-0.0006135i,-0.00014618-0.00085743i,-0.00041494-0.00025966i,-7.0406e-05+0.0002151i,0.00011307+6.0704e-05i,0.00033333-0.00037183i,0.00037187-0.00082418i,9.7012e-05-0.00060535i,-0.00029589-0.0002488i,-0.00070222-0.00070551i,-0.00042852-0.00076855i,1.3559e-05-0.00062535i
0.000109-0.00024303i,0.00055769-0.00098414i,0.0011493-0.00056458i,0.0017847+0.0004652i,0.0013986-7.0021e-06i,7.0123e-05-1.041e-05i,-0.0010988+0.0011701i,-0.00087587+0.0014123i,0.00020496+0.0014031i,0.00046207+0.00084203i,0.00035722+2.3909e-05i,0.00064957-0.00042565i,0.00053064-0.00051454i,0.00011879+0.00021605i,0.00010841+0.00050197i,-5.4492e-05+1.0495e-06i,-0.00042733-0.00041928i,-0.0007425+9.4965e-05i,-0.00098403+0.00036638i,-0.0007041+0.00014445i,-0.00036138+0.00050653i,-0.00012635+0.00052208i,8.2721e-05-6.4764e-05i
0.00085814-0.000983i,0.00022344-0.00080067i,-8.9875e-06-0.00096032i,-7.5494e-05-0.00087823i,0.00037727-0.00016108i,0.00057658+0.0010669i,-0.0001904+0.0019015i,-2.9563e-05+0.0012785i,0.00066088-0.00010382i,0.0011437-0.00033723i,0.00069854+0.00028723i,-2.0952e-05+4.0755e-05i,0.00051115-0.00021916i,0.0016564-0.00059714i,0.0014486-0.0013343i,0.0007413-7.8133e-05i,0.00026845+0.0010288i,0.00022127-0.00019559i,-0.00035517-0.0017637i,-0.00077396-0.0015651i,-0.00030496-0.00072642i,-0.00061421+0.00049476i,-0.00089176+0.0011462i
0.00097866-0.0021058i,0.00051199-0.0016418i,-0.0002385-0.0018056i,-0.0010638-0.0015738i,-0.0012769-0.0010714i,-5.0725e-05+0.00015438i,0.00070101+0.001316i,0.0010049+0.0011873i,0.00172+0.00031024i,0.0018119+8.8895e-05i,0.0019881-2.1768e-05i,0.0021355+0.00041058i,0.0014463+0.00043463i,0.0010495-0.00052803i,0.0012347-0.00039967i,0.00058595-0.00027962i,8.4819e-05-0.00029699i,-0.00033431+0.00014964i,-0.00085893+0.00063139i,-0.00017918+0.00055903i,0.00037646+0.00038134i,-0.00079229+0.00030013i,-0.00066859-0.00011258i
0.00012069-0.00086252i,-0.00093491-0.0013005i,-0.0008927-0.0011461i,0.00045131-0.00021366i,0.00095741-9.5803e-05i,0.00078203-0.0011892i,0.00067007-0.00084674i,0.00035073+0.00019296i,0.00012981+0.00038128i,0.00031132-0.00047791i,0.00016115-0.0015754i,0.0006821-0.0011175i,0.0014145-0.0003528i,0.0010417-0.000573i,0.00083526-0.00022707i,0.0012057+0.00041382i,0.00084045+0.00010293i,-0.00039385-0.00040394i,-0.00038843-0.00050539i,-0.00011881+0.00046545i,-0.00026741+0.0011268i,0.00010778+0.00044006i,0.00052936-1.3019e-05i
0.001299-0.001457i,0.00053729-0.0024753i,-0.00023754-0.0035767i,-0.00058167-0.0037596i,-0.0012783-0.002361i,-0.0021009-0.00037201i,-0.0014411+0.00060522i,0.00012513+0.00071067i,0.0012744+0.00052696i,0.00089399+0.00036994i,0.0005867+4.7427e-05i,0.0010153-0.00057228i,0.0012989-0.00091858i,0.0011439-0.00078903i,0.0012903-0.00039598i,0.00093108-0.00027345i,-0.00024822-0.0010131i,-0.00066737-0.00099626i,-0.00040926-0.00068986i,-3.5835e-05-0.00056432i,0.00021994+0.00016818i,-0.00017615+0.00082667i,-0.00021201+0.00041134i
-0.00033827-0.0020742i,-0.0014427-0.0015378i,-0.0025075-0.00095792i,-0.0029167-0.0014484i,-0.001312-0.0027782i,0.00026889-0.0027528i,0.0010027-0.0013592i,0.00076836-0.0006643i,-2.5455e-05-0.00054489i,-0.00012237-0.00086849i,1.6441e-05-0.0010578i,0.00063809-0.00059182i,0.0011643-0.00015997i,0.00091245+0.00048025i,0.00073366+0.00079859i,0.00045204+0.0010367i,-6.2881e-07+0.0015341i,-0.00026955+0.00065448i,-0.00061492+0.00046493i,-0.00010035+0.0011287i,0.0003683+0.00092112i,0.00034969+0.00055651i,-1.5945e-05+9.4342e-05i
0.0023325-0.00028701i,0.0022666-0.0012425i,0.0010439-0.0013405i,0.00065082-0.0021784i,0.00092611-0.0029887i,-4.2678e-05-0.0026635i,-0.0014207-0.001367i,-0.00085492-0.00074041i,0.00020321-0.00047984i,0.00067281-0.00053865i,0.0012958-0.00074753i,0.0011931-0.00040418i,0.00092943+0.00021894i,0.0009443+0.00096858i,0.00037807+0.0014836i,0.0004729+0.0014171i,0.0013501+0.00031951i,0.0010814-0.00025182i,-0.00036725-0.00040801i,-0.001047-0.00017956i,-0.00053949+4.9887e-05i,0.00030713+0.00074702i,0.00068842+0.00095992i
-0.00018207+4.7969e-05i,-0.00013756-0.00021402i,-0.0012973-0.00098085i,-0.0013542-0.0019575i,-0.00085314-0.0022464i,-0.00011853-0.0016722i,-3.6774e-05-0.0011578i,-0.00040566-0.00060068i,-6.1264e-05+8.9015e-05i,9.3831e-05+0.00052818i,0.00041307+0.00017128i,0.0014877-0.00044789i,0.0015327-0.001109i,0.00091562-0.00084809i,0.00049418-0.00019658i,0.00054262-0.00026778i,-4.6497e-07-0.00063825i,-0.00040426-0.0012608i,-0.00077181-0.0010482i,-0.0015874-0.00040286i,-0.00090333-0.00029167i,9.6429e-05-0.00020656i,0.00078964+0.00040222i
-3.5969e-05-0.0014538i,-0.00059639-0.0015337i,-0.0020208-0.0005542i,-0.0023797+1.8852e-05i,-0.0023577-0.0011694i,-0.0015678-0.0022238i,-0.00020395-0.0023664i,0.0002843-0.0017633i,-0.00031424-0.00079328i,-0.00062371-0.00024285i,8.8826e-05-0.00024236i,0.0010331-0.00072387i,0.0007333-0.00074199i,-5.4102e-05+9.7897e-05i,0.00048066+0.00066179i,0.00093333+0.00087839i,-0.00030904+0.00047268i,-0.0014343-0.00085406i,-0.0012906-0.00035612i,-0.001443-8.8248e-05i,-0.0006653-0.00012882i,0.00052793-6.0104e-05i,0.00024423-0.00018366i
0.00093235-0.00023029i,0.00070876-0.0007994i,0.00092191-0.0012622i,-0.00029482-0.0020421i,-0.0026594-0.0026772i,-0.0028258-0.0020704i,-0.0020308-0.0011891i,-0.0012208-0.00083869i,-6.3249e-05-0.00030113i,0.00012219+0.00042803i,0.00010763+0.00046933i,0.00083273-0.00046494i,0.0011699-0.00077738i,0.0013286-6.7623e-05i,0.0014996+0.00041805i,0.0013815+0.00046518i,0.00057198-0.00018i,-0.00036755-0.00052419i,-0.00057255-0.00056429i,-0.00015312-0.00016875i,0.00067647+0.00013459i,0.00063221-1.3806e-05i,-0.00015643+5.0077e-05i
4.6059e-05-0.0011041i,0.00022891-0.00080781i,-0.00061099-0.00096397i,-0.0014808-0.0014662i,-0.002106-0.0013963i,-0.0031116-0.0010673i,-0.0028362-0.00014439i,-0.0014836+0.0006767i,-0.00080282-7.9162e-05i,-0.00024037-0.0008433i,-3.5921e-05-0.0010919i,-7.1183e-05-0.00081341i,0.0001883-0.00048576i,0.00080848-0.00060263i,0.0014406-1.9667e-05i,0.001708+0.00054188i,0.0015985+3.8587e-05i,0.00063406-0.00062431i,-0.00011812-7.9713e-05i,-3.0904e-05+5.9714e-05i,-0.00064171-0.00014325i,-0.0010625-8.942e-05i,-0.00038138-0.00025182i
0.0011204+0.00036044i,0.0015441-0.00029867i,0.00058268-0.00045041i,-0.0013897-0.001004i,-0.003133-0.0022774i,-0.0040555-0.0018995i,-0.0042013-0.00094557i,-0.0026181-0.00037966i,-0.0010408-0.00018696i,-0.00025318-0.00030941i,5.5435e-05-0.00065057i,-8.0886e-05-0.00079722i,-1.434e-05-0.00022387i,0.00037576+6.0116e-05i,0.00092705+5.5735e-05i,0.00097105-0.00063427i,0.00017313-0.00099167i,-0.00042294+0.00020519i,-0.00064731+0.00094243i,-0.00011417+0.00065909i,0.00012925-0.0001832i,0.00027099-0.00060835i,-3.2685e-05+2.7705e-07i
-0.0007014+4.1939e-05i,0.00082115-0.0012021i,0.00034833-0.0012092i,-0.00030199-0.00045038i,-0.00051666+0.00041089i,-0.0016329+0.0011582i,-0.0027495+0.0016536i,-0.0022867+0.0011118i,-0.00097304-1.5928e-05i,0.00016178-3.1021e-05i,0.0004357+0.00024319i,-0.00013758-4.811e-05i,0.0003454-0.00050863i,0.00041212-5.8909e-05i,-0.00063842+0.00018649i,-0.00062382-0.00026216i,-0.00074476-0.00054037i,-0.00051084-4.4782e-05i,-3.2026e-05+0.00038829i,-0.00030843+0.00030081i,-0.00031349+0.00023542i,-0.00022865-0.00024439i,-2.4321e-05-0.00034796i
0.0024667-0.00011705i,0.002613-0.00097146i,0.0028132-0.0018113i,0.0019942-0.0020107i,-0.0010831-0.0016971i,-0.003343-0.00065455i,-0.0029618+0.00072077i,-0.0018709+0.0013185i,-0.00081666+0.0007878i,-0.00043965+0.00023454i,-0.00034649+0.00025643i,0.00069414-0.00035498i,0.0012785+0.0003084i,0.00065586+0.00090081i,0.00093393+3.422e-05i,0.0010768-0.00032872i,0.0001475-0.00052748i,-0.00048132-0.0004951i,-0.00088419+0.00034772i,-0.00034225+0.00051624i,0.00045774-0.00012573i,0.00022786-0.0005078i,-0.0008283-0.00032301i
0.00037219+0.00035704i,0.00098946+8.7254e-05i,0.0015606+0.00047448i,0.0012559+0.00089063i,0.00067071+0.00081758i,0.00056306+0.00071975i,0.0003534+0.0019292i,-0.00054041+0.0022162i,-0.00014162+0.0011947i,0.001002+8.2743e-05i,0.00092741-0.00017143i,-0.00041605+0.00033552i,-0.00091552-7.9303e-05i,-0.00056873-0.00010636i,0.00024706+0.00033568i,0.00096102-0.00014566i,0.0014599-0.00058085i,0.001317-6.353e-05i,0.00040801-0.00015916i,-0.00013713-0.00019555i,-0.00026764+0.00039358i,0.00022078+0.00062788i,0.00055785+0.00083315i
-0.00080797+0.00050206i,-0.00083473+0.00074193i,-0.0010271+0.00026125i,-0.000581-0.00056748i,1.8585e-05-6.5341e-05i,-4.8842e-05+0.0012298i,-0.00037091+0.0018857i,-0.00060124+0.0010102i,-0.0012019+0.0010651i,-0.001059+0.00092641i,-9.4805e-05+0.00057569i,0.00023595+0.00055926i,-0.00049724+0.00048276i,-0.00038282+0.00026542i,0.00034056+0.00033253i,0.00049339+0.00033774i,-1.0953e-05+0.00037569i,-0.0012463+0.00027117i,-0.0014223-0.00036623i,-0.0008859-0.00076945i,-0.0006478-0.0002957i,-0.0003246+0.00028001i,-0.00021954+0.00037211i
0.00044665-0.0018633i,-0.00086712-0.0027448i,-0.0007362-0.0029248i,-0.00020628-0.0026005i,0.00045347-0.0011342i,0.00062608+0.00068261i,0.00051017+0.0009791i,0.0010243+0.0010725i,0.00070369+0.001595i,0.0006868+0.0011523i,0.00067863+0.00016939i,7.1192e-05-0.00020691i,-0.00011551+0.00041423i,0.00071398+0.00055362i,0.0010388-0.0001449i,0.0008036+0.00011801i,0.00064142+0.00070875i,-0.00054078+0.00017295i,-0.0011288+0.00018i,-0.00019828+0.0010221i,0.00018675+0.0011509i,0.00054557+0.00076937i,0.00038823+0.00034033i
0.00055402-0.0004106i,0.00036185-0.00032363i,0.00067523-0.00019986i,0.001462-0.00054647i,0.0013407-0.001517i,0.00059005-0.0010678i,0.00029388+0.00063123i,2.2255e-05+0.00158i,-9.7992e-05+0.0015023i,0.00046169+0.00085384i,0.0010892+7.2361e-05i,0.0013494-0.00034401i,0.0012929-0.00052108i,0.0011897-8.6336e-05i,0.00075155-0.00028748i,-0.0002308-7.2235e-05i,-0.00076068-0.00035461i,-0.00051417-0.00079547i,-0.00039964-0.00065066i,-0.00049872-0.00057568i,-0.00076921-0.00011258i,-0.0014988-0.00014139i,-0.0010372+4.3171e-05i
0.002044-0.00054955i,0.001604-0.0014847i,0.0018783-0.0016625i,0.0022321-0.0018759i,0.0024257-0.0024459i,0.0021989-0.002531i,0.0013787-0.00093903i,0.001046+0.00025482i,0.0014071+0.00036203i,0.0012078+0.00032065i,0.00066202-0.00043037i,0.00087346-0.0011078i,0.00096026-0.00078985i,0.0003329+0.00045076i,7.8407e-05+0.00029479i,-0.00035226-0.00027967i,-0.00025726-0.00022741i,0.00016104-0.00047619i,0.00010804-0.00071313i,-0.00037337-0.00030295i,-3.3718e-05+0.00015463i,0.00043218+1.9914e-06i,0.00070369+2.2416e-05i
-0.00053325+6.5643e-05i,0.00031429-0.00021503i,0.00055063-5.0442e-05i,0.00084181-0.0016541i,0.0013546-0.0027644i,0.0013774-0.0022685i,0.00087055-0.0016184i,0.00060125-0.0010361i,0.0009926-0.00025393i,0.0013088-0.00038482i,0.0009082-0.00043393i,0.0001481-0.00034184i,0.00029526-0.00043082i,0.00086853-0.00043062i,0.00060406-3.4348e-05i,0.00078664+0.0004546i,0.00077101+0.00036803i,-0.000123-0.0003919i,-0.00058223-0.00049313i,-0.00011509-2.3646e-05i,0.00012323+0.00011492i,-1.2826e-05+5.0528e-05i,-0.00059487+7.7263e-05i
0.00036031-0.0018291i,0.0012015-0.0019809i,0.0014406-0.002298i,0.00017224-0.002245i,-4.0356e-05-0.0022603i,0.00069838-0.0030499i,0.00078738-0.0022786i,0.00077689-0.00072217i,0.00067256-0.00089473i,0.00012575-0.0012033i,0.00041378-0.0007921i,0.00087271-0.00059326i,0.0010695-0.0011933i,0.0011904-0.0013274i,0.0011177+4.0215e-05i,0.00087064+0.00048257i,0.00023041+0.00050028i,-6.0166e-05+0.00052567i,0.00010049+0.00066307i,0.00051583+0.0012273i,0.00016409+0.00091968i,-0.00038389+0.00024622i,-0.00055193+0.00048515i
0.00070776+0.00084496i,0.00069426-0.00040923i,0.00042157-0.0023294i,-0.00088188-0.0041418i,-0.0026832-0.0043225i,-0.0027417-0.0038139i,-0.0017068-0.002701i,-0.00097466-0.0017647i,0.0002958-0.0016154i,0.0013547-0.0013859i,0.0011923-0.00066468i,0.0010677-0.00026325i,0.00091023-0.00013514i,0.00094201+0.00037902i,0.0012622+0.00052875i,0.0011211+0.00039768i,0.00062858+0.00050586i,-0.00036299+0.00028532i,-0.00084145+0.00025877i,-3.7393e-05-0.00030094i,0.00047156-0.00023235i,6.2236e-05+6.4306e-05i,0.00052404-0.00017269i
-0.00038238+0.00039053i,-0.00014844-0.00024644i,-0.0010271-9.2307e-05i,-0.0013335-0.00058148i,-0.001028-0.0014556i,-0.0014807-0.0021059i,-0.0020572-0.0019433i,-0.001865-0.0014294i,-0.0010101-0.00062467i,-0.00020117-0.00021168i,0.00010201-0.00026386i,1.9654e-06-0.00028036i,-0.00037929-0.00019362i,-0.0004924+7.2906e-05i,0.00025949+0.00011234i,0.00076496+0.00015572i,0.0002+0.00014237i,-0.00035644+0.00014616i,-0.00059314+0.00055582i,-0.0010738+0.00056468i,-0.0009828+1.0567e-05i,-0.00055669+0.00017704i,-0.00091685+0.00038867i
0.00080738+0.00046087i,0.00067403-8.8276e-05i,-0.00065616-0.0014342i,-0.00086582-0.0017781i,-0.00094642-0.0016021i,-0.0021636-0.0018801i,-0.0028455-0.0017071i,-0.0021256-0.0015735i,-0.00083142-0.00082361i,-0.00039366-0.00012386i,-0.00063837+8.2869e-05i,-0.00015117-0.00013497i,3.5304e-05-0.00091329i,-0.00032639-0.00064797i,-0.00059192+0.00033104i,-0.00060496+0.00062243i,-0.00065275+0.0001257i,-0.00062813-0.00020934i,-0.00024811-0.00023347i,-9.4991e-06-0.00019573i,0.00020372-0.0010171i,0.00031634-0.00074745i,-0.00045852+3.8564e-05i
-0.00019195-0.00085253i,-0.00081693-0.0016244i,-0.0016689-0.0016791i,-0.0027753-0.0017411i,-0.0040497-0.0022601i,-0.004137-0.0019835i,-0.0036031-0.00094099i,-0.0021754-0.00041841i,-0.0013403-0.00058397i,-0.00084921-0.00093494i,0.00023565-0.00037451i,0.00091491-1.6294e-05i,0.0010592-0.00016335i,0.0010192-5.4122e-05i,0.00085364+0.00062851i,0.0009773+0.00090489i,0.00069987+0.00072381i,-0.00042308+0.00057738i,-0.00039775+5.9148e-06i,0.00046394-0.000132i,0.00062244-0.00026716i,2.2893e-05-0.00055662i,-0.00046989-0.00064207i
0.0019003-0.00039118i,0.00062273-0.0011491i,-0.0019342-0.0017597i,-0.003737-0.0021325i,-0.0046559-0.0015039i,-0.0043131+2.6901e-05i,-0.0033483+0.0010687i,-0.0020606+0.0008445i,-0.0004961+0.00023715i,-0.00057085+0.00015967i,-0.001346-0.00031159i,-0.00074313-0.00063394i,0.0007838+5.6057e-05i,0.0013294+0.00048227i,0.00055564-8.4882e-06i,-0.00019887+0.00017431i,-0.00050852+0.00033014i,-0.00041485-0.00013612i,-5.5567e-05-0.00016104i,0.00033245-0.00026436i,0.00055423-0.0004243i,0.00068745-0.00059186i,0.00026497-0.00069184i
-7.2728e-05-0.00042275i,-0.00064343-0.00039708i,-0.0015642-3.9543e-05i,-0.0016721+5.5108e-05i,-0.0018663+0.00021235i,-0.0024545+5.1981e-05i,-0.0025518+0.00046429i,-0.0016904+0.00093955i,-0.00078484+0.00044226i,-0.00024152+0.0002514i,-0.00077505+0.00058892i,-0.0010138+7.6768e-05i,-0.00032415-1.0934e-05i,-0.00050432-0.00018386i,1.9022e-05-0.00040158i,0.00091933+0.00012127i,0.0011186+0.00050921i,0.0011003+6.2652e-05i,0.00052969-0.00044574i,-0.0006424-0.00067599i,-0.00058714+0.00024816i,-0.00026922+0.001371i,-0.00033412+0.0010681i
-0.0012232-0.0015344i,-0.00058062-0.00027762i,-0.00092991+0.0005501i,-0.0016856+0.0014394i,-0.0027403+0.0021145i,-0.0031122+0.0016757i,-0.0024345+0.0015279i,-0.0017757+0.0014874i,-0.0011954+0.00089464i,5.5049e-06+0.0013006i,0.00042507+0.0010328i,0.0013957+0.00049885i,0.0017853-0.00010598i,0.00064229-0.0011721i,0.00019196-0.00074328i,0.00083368+0.00013624i,0.00082968+0.00061116i,-8.3874e-05+0.00078358i,-0.00062228+0.00091485i,-0.00064858+0.00056155i,-0.00057315+0.0001215i,-0.00024834-0.00012244i,-3.8503e-05+1.9085e-06i
0.00040539+0.00032761i,0.00093783+0.00027041i,0.0014878+0.0014382i,0.0004168+0.001777i,-0.00075121+0.001423i,-0.00099801+0.0013896i,-0.00087855+0.0015637i,-0.00020247+0.0018969i,0.00030353+0.0018345i,0.00049918+0.00096112i,0.0012302-8.5185e-05i,0.0010584-0.00058714i,-2.4499e-06-0.00052416i,-0.00019247+0.00022422i,0.00024585+0.00028187i,-1.251e-05+0.00044563i,-7.7537e-05+0.00081894i,-0.00050472+0.00076757i,-0.00078266+0.00031137i,-0.00033128-0.00014307i,-0.00035267+0.0003964i,9.86e-05+0.0010199i,0.00024189+0.00086476i
0.0010473-0.00021438i,0.0023356+0.00017537i,0.0026292+0.00061069i,0.0021734+0.00080329i,0.0022497+0.0002414i,0.0019475-0.00020092i,0.00068042+0.00087559i,9.0588e-05+0.0011244i,-5.3595e-05+0.00053564i,0.00070673+0.00062721i,0.00082959+0.00058145i,0.00058426+0.00044285i,0.00038821+4.1362e-05i,0.00057943-0.00025564i,0.00096735+0.00022577i,0.00061668-0.0002538i,0.00073814-0.00070447i,0.00059483-0.00015915i,0.00043099+0.00039078i,6.4637e-05+0.00074792i,-0.00055248+0.00093036i,-0.00037429+0.0003832i,-0.00015713-0.00011147i
-0.0014635+0.00039514i,-0.001352-0.00046863i,-0.001236+0.00012181i,-0.0012191+0.00135i,-0.00047313+0.0013622i,0.00057538+0.0014892i,0.00077986+0.00083354i,0.00074605-0.00012489i,0.0011977+0.00035022i,0.001579+0.0006503i,0.0014363-9.6695e-05i,0.001151-0.00088083i,0.00061919-0.0011537i,0.00033033-2.175e-06i,0.00030692+0.00077567i,-9.355e-06+0.00072925i,-0.00056302+0.00081401i,-0.00044705+0.00040615i,-5.5828e-06+0.00014806i,-0.0002493+0.00044698i,-0.00048961+0.00055086i,-0.00025445-0.00020404i,-0.00037999-0.0009288i
-0.00026177-0.0019137i,-0.00046468-0.0018161i,-0.00067378-0.0013228i,-0.00077375-0.00083935i,-0.00041544+0.00014812i,0.0008514+0.00012511i,0.0019182+0.00010683i,0.0021001+0.00030526i,0.00175-0.00037209i,0.0013213-0.00052859i,0.0012421-0.00042357i,0.0014342-0.00051797i,0.0012392-6.9457e-05i,0.0010522+0.00052416i,0.00056841+0.00012312i,1.1585e-05-0.00024531i,-0.00016527+0.00056758i,-0.00061227+0.00083871i,-0.00099228+0.00040718i,-0.0010564-0.00026995i,-0.00030917-0.00019481i,0.00063455+0.00030899i,0.00063669-9.8251e-05i
0.0014491-0.0012569i,0.00066063-0.0017464i,0.00060032-0.0018976i,0.0011778-0.0017707i,0.0010959-0.00041457i,0.00079149+0.0005674i,0.00012844+0.00087405i,0.00022288+0.00085254i,0.0011709+0.00069039i,0.0013511+0.00019811i,0.00066785-0.00026245i,0.00019013-0.00038842i,0.00067804-0.00085697i,0.0012662-0.00054793i,0.00081778+0.00027705i,0.00031931+0.00049682i,-0.00021377-0.00027155i,-0.00081864-0.00058465i,-0.0013815+0.00010317i,-0.0011425+0.00046276i,-0.00058417+0.00024532i,-0.00031631+0.00043751i,-0.00040759+0.00035366i
-5.8962e-05-0.00041244i,-1.2303e-06-0.001388i,0.00059317-0.0017533i,0.0010287-0.0016695i,0.0011148-0.0024611i,0.00067748-0.0031192i,0.00035649-0.0025729i,0.00037737-0.0013353i,0.00030769-0.00064726i,0.00059615-0.000332i,0.00067105+0.00018916i,0.00071818-0.00011227i,0.00050756-0.00046338i,0.00026428-0.00041333i,0.00020677-0.00076644i,8.6035e-05-0.0011743i,-0.00018374-0.0008292i,-0.00070276-0.00021921i,-0.0013352+5.8586e-05i,-0.0013256-0.00061426i,-0.00078996-0.0010389i,0.00016065-0.00056008i,0.00089771+0.00054362i
0.00074874+0.00030844i,0.0011652-0.0015506i,0.0012317-0.0018747i,0.0025128-0.0022447i,0.0034131-0.0036482i,0.0018995-0.0034201i,2.1548e-05-0.0026495i,0.0005853-0.0022351i,0.00056428-0.0012013i,-6.2138e-05-0.0010461i,0.00041321-0.0011695i,0.0011049-0.0012018i,0.00098903-0.0010159i,0.00013992-0.00014584i,0.00030449+9.0285e-05i,0.00038214-0.00079914i,-0.00049692-0.0014795i,-0.00080042-0.0011555i,-0.00022908-0.00047381i,-0.00010759+8.7937e-05i,-0.00067845+0.00014808i,-0.00071531+0.0005311i,-0.00060495+0.00066314i
