-0.0015336+0.0011735i,-7.5732e-05+0.00067925i,-0.00067268-0.0006538i,-0.0012278-0.00088405i,-0.0015165+0.00019513i,-0.0021051+0.00055274i,-0.0017922+0.00098415i,-0.00010525+0.0013042i,0.0010901+0.0014421i,0.00079968+0.00086509i,-6.4359e-05-7.8069e-05i,-0.00066285-0.00067507i,-0.00060565-0.00064741i,-0.00051547-0.0001732i,0.00027471+8.6646e-05i,0.00026498+0.00094631i,-6.4107e-05+0.00088309i,0.00025967-0.00011819i,5.315e-05+0.00011117i,-0.0004499+0.00060252i,-0.00029067-0.00014191i,0.00016654-0.00068261i,0.00031359-4.0757e-05i
-0.0022492+0.0012318i,-0.0019469+0.00056892i,0.00033407+0.00089082i,0.0013135+0.0010009i,0.00086386+0.00027054i,0.00064739-0.00063663i,0.00085957-0.0010449i,0.00067813-0.00060794i,-9.5034e-05-0.00037104i,-0.0004307-0.00036316i,-0.0010686-0.00088807i,-0.0013448-0.0010486i,-0.0010133-0.00031481i,-0.0011596+0.00076353i,-0.0010619+0.0009654i,-0.0011979+0.00050406i,-0.0010581+0.0004082i,-0.0008557+0.00060713i,-0.0010833+0.00092234i,-0.00061909+0.00078831i,-1.7174e-05+0.00072655i,-8.1084e-05+0.00090067i,0.00019559+0.00046431i
0.00035063-0.002056i,0.00092121-0.0011783i,0.001378-0.000861i,0.00098458-1.3124e-05i,7.9664e-05+0.001109i,-0.00031896+0.0004623i,0.00030201-0.00025148i,0.00051628+0.00013049i,-2.9288e-05+0.00019721i,-0.00040229+0.00017742i,-0.00045835+7.4115e-05i,-0.0005098+0.00036665i,-0.00055637+0.0008875i,-0.00095227+0.00060304i,-0.00097567+0.00019241i,-0.00086806-0.00031276i,-0.00074964+0.00011171i,-0.00025809-7.0273e-05i,-1.1459e-05-0.0010313i,-0.00019117-0.00090409i,0.00061843+0.00016208i,0.0008889+0.00079548i,0.00035324-0.00021016i
-9.7488e-05-0.0017875i,-0.00021556-0.00067955i,5.6917e-05+0.00086307i,0.00027886+0.0011251i,0.00043723-3.3985e-05i,0.00072664-6.8047e-05i,0.00031557+0.00019141i,0.00075298-0.00015311i,0.0011706-3.4399e-05i,-4.5275e-05-0.00045522i,-0.0004995-0.00061471i,5.4585e-06-0.00014782i,0.00027505-0.00042861i,-0.00046495-0.0010742i,-0.00048861-0.0014191i,-0.00031833-0.00035397i,-0.00036537+0.00090369i,-3.8508e-05+0.0010633i,-0.0001566+0.00054659i,0.00042067+0.00037384i,0.00095011+0.00060943i,0.00076053-0.00021543i,0.0005404-0.00047692i
0.00076571-0.00040208i,0.0005146-7.4748e-05i,0.0006259-0.0010656i,-9.532e-05-0.0013974i,-0.00019229-0.0011405i,-0.00025767-0.00088926i,-0.0001702-0.00020628i,-0.00035801-0.00033297i,-0.00052389-0.00059221i,-0.00055843-0.0006658i,-0.0010747-0.00051609i,-0.0015782-0.00013339i,-0.0014458-1.3492e-05i,-0.00044963+4.1107e-05i,0.00038548-3.063e-05i,0.00085525+0.00059941i,5.7008e-05+0.00075871i,-0.0012674-0.00050346i,-0.00046275-0.0011274i,0.00047374-0.00074728i,0.00039776+0.00024024i,5.5621e-05+0.00091778i,-0.00024332+0.00026668i
0.00036187-0.00084267i,-7.592e-05-0.00021042i,-0.00021713+0.00039404i,0.0010478+0.0008698i,0.0012479+0.0009324i,0.00038131-0.00022885i,-0.00015753-0.0014759i,-0.00034007-0.00093101i,-0.00095758-0.00017916i,-0.0015891-9.5673e-05i,-0.0011774+0.00016489i,-0.00016754+0.00066293i,-0.00010567+0.00076484i,-0.00017217+8.6591e-05i,-0.00043538-2.7727e-05i,-0.001246+0.00036442i,-0.0010689-0.00029812i,-0.00020709-0.00056699i,-1.7478e-05-0.00014865i,0.00049437-8.4226e-05i,0.00073793-0.00030902i,0.00037155+0.00019006i,-0.00027256+0.00053638i
0.0002419+0.0012996i,-0.00016818+0.00036241i,0.0010704+0.00035369i,0.0015552-1.1895e-05i,0.0012602-5.9731e-05i,0.0012487+0.00069154i,0.00088887+0.0011992i,0.00058444+0.0010188i,0.00054278+0.00010871i,0.00022515-0.00026178i,-0.0003707+0.00015484i,-0.00070082+0.00061307i,-0.00079774+0.00075147i,0.00013872+0.00095606i,0.0012339+0.00075472i,0.00098104+0.00073436i,-8.6008e-05+0.0010923i,-0.00062765+0.00059506i,9.3245e-05-0.00019309i,0.00032419+0.0001772i,-0.00021535+0.00064262i,0.00041478+0.00057012i,0.00050057+0.0012241i
-0.0005267-0.00096894i,-0.00031097-0.00075755i,0.00044047+0.00022823i,0.00066032+0.0010548i,0.00038998+0.0011254i,0.00012579+0.0014954i,0.00024385+0.00096676i,-6.4128e-05-0.00055802i,-0.00029369-0.0010936i,-0.00034148-0.001391i,-0.00062307-0.0016105i,-0.00059689-0.0010172i,-0.00045784-0.00024548i,-0.00020685+0.00010006i,0.00069544+0.00015279i,0.00077429-0.00025633i,4.5827e-05+3.5075e-05i,-0.00034789-4.4566e-05i,-5.4144e-05-0.00020698i,-0.00030961+0.0003378i,-0.00047843+0.00054159i,-0.00016414-0.00012618i,-0.00028497-0.00054526i
-5.5538e-05+0.0011115i,0.0010384+0.00156i,0.0018998+0.00086919i,0.0019652-0.00020322i,0.0020775-0.00055638i,0.0012229-0.0010793i,-0.00039728-0.0012147i,-0.00078815-0.00041465i,-0.001068+2.6469e-05i,-0.00097651-9.8345e-06i,-0.0006201+0.00058456i,-0.00047458+0.00042053i,-0.00028179-0.00029421i,-0.00085254+0.00024931i,-0.0011838+0.00065596i,-0.00085924+0.00060658i,-0.00030199+0.00051339i,8.7022e-05-0.00044545i,0.0004626-0.00076301i,0.00030839-0.00039587i,9.6132e-05-0.00046243i,0.00037162-0.00024915i,0.00078535+0.00029456i
-0.0014259-0.002052i,-0.0019737-0.00033734i,-0.00093423+4.4316e-05i,0.00065311+0.00046119i,0.00079599+0.00028756i,0.00069546-0.00034396i,0.00043065-0.0010503i,0.00011795-0.00095451i,0.00012179-0.00014286i,0.00013564+2.1433e-05i,0.00017267+7.4579e-06i,0.00020432+0.00025625i,0.00059443-4.5028e-05i,0.00022888-0.00043642i,-0.00020952+9.6761e-05i,0.000886+0.00070151i,0.00073356+0.0005082i,-0.00036469+0.000339i,-0.0002553+1.2907e-05i,-4.4585e-05+0.00056559i,-0.00047908+0.0010501i,-0.00025069+0.00018228i,0.00052589-0.00034937i
0.00071568+0.0015196i,3.4631e-05+0.0019001i,0.0011142+0.0021501i,0.0024062+0.0015822i,0.0028308+0.00023804i,0.0020576-0.0010463i,0.0003977-0.0010578i,-1.4548e-05-0.00022119i,0.00059129+0.00018507i,-8.7614e-05+0.00047492i,-0.00016109+8.971e-05i,0.00029254-4.6532e-05i,0.00025103+2.8247e-05i,5.7317e-05+0.00031922i,-0.00068624+0.0005812i,-0.0007977+8.8447e-05i,-2.8475e-05-0.00010773i,0.00056236+0.00039927i,0.0010973+0.00054972i,0.00093991+0.0001661i,0.00045161-0.00037168i,-0.00010383-0.00062447i,0.00010589-0.00043643i
0.0022918+0.00010129i,0.0022346+0.00042959i,0.0021066-0.00028048i,0.0022992-0.00031907i,0.0016306-0.00023906i,0.00049961-0.00091649i,-0.00026712-0.001814i,-0.00060093-0.0020083i,-0.00095347-0.0012891i,-0.001185-0.001359i,-0.0016229-0.002039i,-0.001066-0.001669i,-0.00015823-0.0005839i,-0.00028525-1.7782e-05i,0.00019748+0.00013678i,0.00078531+0.00026012i,0.00044637+0.00023866i,-0.00060872+8.767e-05i,-0.0007334+6.3261e-05i,-0.00030369+0.00031195i,-5.5843e-05+9.306e-05i,0.00027222-0.00011829i,0.00067684+1.7366e-05i
-0.001308-0.00088628i,-0.00045603-0.0010316i,0.00023815+0.00044344i,0.00056525+0.0014904i,0.00093946+0.00076415i,0.00059276+8.6443e-05i,-0.00012266-0.00036747i,0.00011762-4.3299e-05i,5.0766e-05+0.00028922i,-4.3415e-05+0.00017722i,0.00019431+9.3842e-06i,3.0617e-05+0.00012223i,-0.00039279+0.00049247i,-0.00017872+0.00070748i,-0.00017321+0.00094461i,-0.00051163+0.00063212i,-0.00055713+1.2041e-05i,-0.00027093+0.00057386i,-7.8169e-05+0.0011582i,2.1849e-06+0.0004377i,-0.00038687-2.5105e-05i,-0.00065252+0.00010518i,-0.00033727+0.0003618i
0.0016432+0.0006584i,0.002038+0.00054151i,0.0021129-1.3776e-06i,0.0019137-0.0004297i,0.0010366-0.00060245i,-4.541e-05+6.3735e-05i,-0.00066814+7.1841e-05i,-0.00042889-0.00013511i,-0.0002635-0.00073779i,-0.00030543-0.0010312i,0.00014338-0.0004823i,-6.2348e-05+0.00035065i,-0.0010557+0.00014908i,-0.00083714-0.00019722i,0.00010762+0.00030149i,0.00019023+0.00015002i,0.00035251+6.8725e-05i,7.5309e-05-0.00010507i,-0.00010194+3.8302e-05i,0.0001964+0.00014654i,0.00086387+0.00022722i,0.00097526+0.00027814i,0.00044891+0.00044276i
-0.0002507+0.0010355i,4.3449e-06+0.00090235i,0.0011904+0.0012213i,0.0021614+0.0010522i,0.0015227+0.00043624i,0.0015771-0.00021492i,0.0015961+2.5525e-05i,0.00021358+0.00041375i,-0.00029647+0.00010733i,4.2914e-05-0.00031374i,-0.00038683+0.00034052i,-0.00058954+0.00036797i,-0.00034097-4.4906e-05i,-0.00022773-1.4338e-06i,-0.00051595-0.00018393i,0.0001669-1.8523e-05i,0.00066376+0.00075816i,0.00031662+0.00087259i,2.6673e-05+0.00051004i,-0.00043917+0.00024266i,-0.00039642-3.2971e-05i,-0.00018118-0.00028704i,-0.00043658-0.00060333i
-0.00028942+0.00086424i,-2.2293e-05+0.0018914i,0.0018958+0.0015604i,0.0027901+0.00069434i,0.0021941-0.00043455i,0.0017107-0.0014484i,0.00058914-0.0017417i,-0.00069339-0.0015532i,-0.0010774-0.00085112i,-0.00059766-0.00046067i,-0.00024712-0.00087045i,-0.0004436-0.0013102i,-0.00056277-0.0004206i,-0.00055567+0.00036069i,-3.0722e-05-0.00030043i,-6.4559e-05-0.00014229i,-0.00072415+0.00043214i,-0.00050347+0.00035474i,-0.00028797-0.00023154i,-0.00066582+0.00019301i,-0.00018612+0.0012721i,-0.0003684+0.00069371i,-0.00080669-0.00049108i
-0.00046713+8.5686e-06i,-0.0012568-6.2865e-05i,-0.00051377-0.00040613i,0.001332-0.00014983i,0.001876+5.3575e-05i,0.0007573+0.000105i,-0.00060838+0.00023447i,-0.0021606+7.0676e-05i,-0.0018744-0.00033405i,-0.00056277-0.00035769i,-0.00018523-0.00038312i,9.6746e-05-0.0004189i,0.00053542-0.00046386i,0.00022776+5.2527e-05i,-0.00068434+0.00054897i,-0.00035732+0.00037329i,-0.00053872+0.00043873i,-0.0010205+0.00083283i,-0.0010965+0.00035649i,-0.00079378-0.0006645i,0.00015783-0.001013i,0.00023202-0.00013138i,-0.00014138+0.00029042i
0.00046004+0.00027093i,0.001596+0.00024674i,0.0025638+0.0004473i,0.0024102-0.00012768i,0.0016555-0.00014019i,0.0011505-0.00028561i,0.00079175-0.00045166i,0.00062229-0.00048151i,0.00054366+5.0623e-05i,-0.00021358-0.00012228i,-0.00063655-0.00056573i,-0.00071093-0.00025582i,-0.00081412+5.0529e-05i,-0.00080169-0.0001371i,-0.00048832-0.0002153i,-0.00027798+0.00027515i,0.00031852-3.4165e-05i,5.8998e-05-0.00035609i,-0.00060168+0.00054994i,-0.00032021+0.00085689i,-0.00038136-0.00019733i,-0.00099027-0.00045561i,-0.00096866-6.1876e-05i
-0.00026389-0.00031162i,-0.00015556+6.7957e-05i,-0.00021974+0.00017845i,0.00039737-8.8091e-05i,0.00065465+0.000266i,0.00042727+0.00040374i,0.00016234+6.6874e-06i,-0.0005402+0.00011615i,-0.00031071+6.974e-05i,-0.00047009+0.00019905i,-0.0008917+0.00060089i,-0.00034933+0.001174i,0.00015003+0.0013544i,0.00048035+0.001122i,0.00083805+0.00022842i,0.00056555+0.00034932i,-0.00015625+0.0008473i,-0.00010278+0.00048407i,0.00092372-0.00024905i,0.00061746-0.00047635i,-0.0001577-0.00051023i,0.0002175-0.00058409i,0.00036684-0.00012854i
-0.0022211+0.00030943i,-0.0022436+0.0016102i,-0.0010526+0.002532i,0.0013701+0.0019141i,0.0014304+0.00089954i,0.0005596+0.00045362i,0.00069902+0.00018105i,0.00043476+5.8584e-05i,1.6344e-05-4.9121e-05i,0.00021672-0.0002195i,0.00020871-0.00029623i,-6.6304e-05-0.00063219i,0.00017825-0.00063095i,-5.2801e-05+0.00010458i,-0.0010468+0.00043495i,-0.00017521-3.0161e-05i,0.000852+0.00010997i,0.0006299+0.00049052i,0.00048338+0.00058211i,0.00067939+0.00054166i,0.0003841+0.00039947i,-7.6594e-05+0.00076194i,2.0396e-05+0.00084689i
-0.00014669+0.0010715i,-9.8715e-05+0.0011392i,6.2468e-05+0.00081232i,0.0006687+0.00059833i,0.0013316-2.6302e-05i,0.0016065-0.00028664i,0.0011057+9.5662e-05i,0.00053615-0.00062332i,0.00042778-0.0010533i,-0.00048443-0.00027287i,-0.001504-0.00072212i,-0.00041986-0.001066i,0.00030686-0.00017018i,-0.00043745+0.00048225i,-0.00083215+0.0004562i,-0.00060506+0.00084219i,-0.00030873+0.0011106i,2.7439e-05+0.0003541i,-0.00015117-0.0001153i,-0.00035367-9.102e-05i,-0.0010238+0.00013998i,-0.00075224+0.00026356i,0.00051322+0.00051919i
0.0015684-0.00096388i,0.0017409-2.8574e-05i,0.00023389+0.00037582i,-0.00091154+0.00022974i,-0.00087549+0.00057705i,-0.00018051+0.00048479i,-0.00047393+0.00052397i,-0.0011715+0.00084992i,-0.00073606+0.00081038i,-4.9892e-05+0.00011586i,-0.00069819-0.00026785i,-0.0012467+0.0001814i,-0.00055293+0.00038164i,-0.00026196+8.6364e-05i,0.000143+0.00028602i,0.00025149+0.00067445i,0.00019808+0.0003444i,0.00023565-0.00011233i,-5.621e-05-0.00019825i,-0.00056964-0.00021865i,-0.00068091-9.5021e-05i,-0.0004695+0.00049366i,-0.00016039+9.3823e-05i
-0.00104+0.00021342i,-0.00078546+0.00048064i,7.985e-05+0.00098235i,0.0014124+0.0016085i,0.0016795+0.0012733i,0.0013011+0.0010481i,0.0010182+0.00083963i,0.00068783-0.00023527i,5.3368e-05-0.0006813i,-0.0012922-0.00051822i,-0.0014752-0.00010145i,-0.00053132+0.00058124i,-0.00014384+0.0012083i,0.00016685+0.00126i,3.322e-05+0.00075675i,-0.00028476+0.00014349i,0.00014506+5.522e-05i,0.00094791+1.312e-05i,0.00078726+0.00015136i,0.0006643+6.4005e-05i,0.0010934-5.2838e-05i,0.00064652+0.00035507i,0.00011521+0.00076934i
-0.00033075-0.0012446i,-0.001202-0.00065079i,-0.0012181-0.0003528i,-0.00056372+0.00039201i,-0.00073821+0.00065767i,-0.00078247+0.00078618i,-0.00062828+0.00088376i,-0.00039689+7.7641e-05i,-0.00088022-0.00034623i,-0.00070912+0.00032999i,-0.0001781+0.0007979i,-0.0003437+0.00020205i,-0.000475-8.0424e-05i,0.00011856+0.00024844i,0.00046981-4.2994e-05i,-0.00054231-0.00019218i,-0.00087206-0.00029183i,-0.00015589-0.00065763i,8.2013e-05-0.00034862i,0.00046765-0.00034782i,0.00068183-0.00010955i,0.00023158+0.00017087i,8.8969e-05+0.00037903i
-0.00039269-0.00010313i,-0.00016812+0.00033126i,0.00026563+0.00035461i,0.0010098+0.0010387i,0.0020174+0.00078025i,0.0019033-0.00026915i,0.00087465-0.000737i,-6.2454e-05-0.00086218i,-0.00055881-0.00042757i,-0.00045025+0.00023588i,-0.00087394+0.0010317i,-0.00075317+0.0013136i,-0.00033506+0.00035374i,-0.00036343-0.00018623i,-0.0002855+0.00026279i,-9.3627e-05+0.00049313i,-0.00084968+0.00062662i,-0.0011133+3.9021e-05i,-0.00050814-0.00046687i,-0.0003342-0.00020342i,-0.00050564-0.00031516i,-0.0002756-0.00052788i,0.00050883-0.0004482i
0.0014859-0.00074363i,0.0022374-0.0014629i,0.0025376-0.0012101i,0.0016303-0.00062167i,0.00023951-0.0006028i,-0.000723-0.00021462i,-0.00054959-2.9887e-05i,0.00039916-0.00017505i,0.00022763+0.00033065i,-0.00084848+0.0001226i,-0.001234-0.00043223i,-0.0011006-0.00031715i,-0.0010127-0.00042661i,-0.00041334+0.00018113i,-0.00041922+0.00038116i,-0.0004954-0.00062905i,7.2864e-05-0.00058374i,0.00022542+0.00026116i,-7.5146e-06+0.00053185i,0.00028155+0.00052215i,0.00049673+0.00056968i,6.7374e-05+0.00025227i,-0.00028209+0.00010713i
-0.00097465-0.00061895i,-0.0017193+4.4697e-06i,-0.0010976+0.001053i,0.0005084+0.0015171i,0.0008735+0.0017273i,0.00048396+0.0014746i,1.1935e-05+0.00051794i,-0.00022062+0.00025694i,-0.00064268+0.00012022i,-0.00081101+5.6754e-05i,-0.00011383-0.00049677i,0.00022876-0.00086764i,-1.4712e-05-0.000289i,-0.00033156-0.00054782i,-0.00083983-0.00077135i,-0.0011667-0.0004209i,-0.0010336-0.000506i,-0.00104-0.00025906i,-0.0011577+0.00034718i,-0.00054869+0.00039831i,7.8317e-05-7.1691e-05i,0.00076517+0.00015487i,0.00052261+0.0005374i
0.001661-0.001891i,0.00211-0.0016919i,0.0021409-0.0012832i,0.0024221-0.0011564i,0.0021811-0.0012588i,0.00099908-0.00058001i,0.0001308+9.9878e-05i,-0.00058892-8.0258e-05i,-0.00074743-0.00089362i,-0.00080244-0.00102i,-0.00032971-0.0002639i,0.0002497+0.00019383i,-3.959e-05-0.00038097i,3.1279e-05-0.00067423i,0.0005867-4.9586e-05i,0.0009169-9.4224e-05i,0.00060074-0.00037245i,-0.00032842-0.00045989i,-0.0010339-0.00040984i,-0.0011203-0.0009097i,-0.00038144-0.00071228i,0.00020727+0.00032727i,-1.0865e-05+0.00061405i
0.00022673-0.00092421i,-4.3988e-05-0.00039977i,0.00081366+0.00091485i,0.00084076+0.0017917i,0.00031575+0.0015851i,-0.00021066+0.00039619i,1.0813e-05-0.00081263i,0.0003446-0.00019036i,-0.00078677+0.00012528i,-0.0010851-0.00080922i,-0.00033265-0.00049535i,0.00032102-7.905e-05i,0.00043948+5.1764e-05i,0.00014696+0.00016932i,1.6874e-05+2.5299e-05i,7.5904e-05+0.00025743i,0.00042884+0.00037289i,0.00028894+0.00054126i,-0.00026754+0.00048582i,-0.00029861+0.0008567i,-0.0003088+0.00082712i,-0.00081379-0.00041162i,-0.00069647-0.0010562i
0.0016381-0.00033051i,0.0021017+5.3457e-05i,0.0022188-0.00062497i,0.001865-0.0016604i,0.0015819-0.0012664i,0.0012916-0.00027693i,0.00033469+0.00017543i,-0.00051965-0.00020904i,-0.0012729-0.00034204i,-0.0014574+0.00039339i,-0.00063593+0.00081439i,-0.0003245+0.00037517i,-0.00064812-0.00020729i,-6.4163e-05+0.00082032i,0.0003616+0.0016757i,0.00085898+0.00081527i,0.00095679+0.00079276i,0.00079333+0.00097892i,0.0010429+0.00034613i,0.00063689+0.00011813i,-0.00019713+0.00020523i,-0.00020319+0.0001936i,-9.654e-05+0.00024693i
-0.0012928-0.00062107i,0.00018731+0.00045687i,0.0010784+0.00064602i,0.0011353+0.000342i,0.0010491+0.00036422i,0.0006125-3.5616e-05i,8.8461e-05-0.001071i,0.00011597-0.0013486i,-0.00034742-0.00043275i,-0.00069526-2.9344e-05i,-0.00063928-0.0002245i,-0.0010739-0.00051048i,-0.001123-4.5674e-05i,-0.00062574+0.00046866i,-0.00015846-0.00018652i,-0.000283-0.0010497i,-0.00050565-0.00081269i,-0.00094384-0.00025312i,-0.00077692+0.00015721i,-0.00055723+0.00090572i,-0.0003173+0.00031338i,-8.6405e-05-0.00045889i,-0.00028156-0.00087224i
-1.9916e-05-0.00056246i,-0.00014181-0.0013262i,0.00062783-0.0012555i,0.0010229-0.00013384i,0.00042933+0.0002981i,-0.00065182+2.1553e-05i,-0.00066071-0.00092299i,8.8936e-05-0.00077191i,0.00038805-0.00029461i,0.0001351-0.00045686i,-0.00018194-0.00033658i,-0.00058416+4.9716e-05i,-0.00048432+0.00049321i,-0.00027244+0.00050409i,-0.00044122+0.00079005i,-0.00030045+0.00070326i,0.00010603-9.686e-05i,0.00027307-0.00056068i,0.0002311-0.00087263i,0.00045354-0.00094686i,0.00051725-0.00041974i,-0.00019779-0.00012693i,0.00010567+4.1258e-05i
0.0025064+6.0928e-05i,0.0027762+0.00016088i,0.0028252+0.00088243i,0.002201+0.00077027i,0.0015019-0.00023972i,0.00085158+5.356e-05i,-0.00049638+0.00078547i,-0.0012714+3.3124e-05i,-0.00086081+1.5858e-05i,-0.00041283+0.0011139i,-0.00048398+0.00061864i,-0.0006644-0.0001423i,-0.00069609+1.8258e-05i,-0.00056728+0.00022699i,-0.00051153+0.00067569i,-0.00052083+0.00033276i,-0.00054551-0.00017371i,0.00024856-0.00030813i,0.00056091+0.00020039i,-0.00016655+0.00094485i,-0.00054114+0.00099801i,0.00021659+0.00083587i,0.00019726+2.4904e-05i
0.0023574+0.0014717i,0.001194+0.00037517i,0.0011645-0.0009241i,0.0012574-0.0010318i,0.00096586-0.001168i,0.0006958-0.00025817i,0.00037006+4.3811e-05i,0.00023843-0.00064894i,0.00037526-0.00087528i,-8.9621e-05-0.0012573i,-0.00026281-0.0013842i,-0.00040523-0.0011953i,-0.00028753-0.00036983i,0.00033151+0.00077597i,0.0002867+0.0009723i,3.4818e-05+0.00035141i,0.00025298-0.00044082i,4.7236e-05-0.00047993i,-0.00014958+0.00036645i,0.00054599+0.00075475i,0.00039829+0.0004568i,0.0001985+0.00022313i,0.00041435-0.00015151i
0.00049649+0.00081954i,0.00056914+0.0010182i,0.0012347+0.0011108i,0.0016622+0.00059785i,0.00098411-2.6468e-05i,-0.00016694-0.00017068i,-0.0014273-0.00022834i,-0.0011591+1.4643e-05i,-0.00017477+8.8408e-05i,0.00037182-0.00051112i,-0.00035267-0.0006533i,-0.00086979-0.00022292i,-0.00060804+6.4056e-06i,-0.0006948+0.00042674i,-0.00076463+0.0011382i,-0.00051118+0.0008496i,-0.00031177-0.0002669i,-3.1672e-05-1.4626e-05i,6.7008e-05+0.00091583i,0.00019706+0.00033695i,0.00073047+0.00029022i,0.00071653+0.00045257i,-0.00013947+0.00029613i
0.0013864-0.0014648i,0.00077887-0.0020803i,0.00032196-0.0024206i,-2.8887e-05-0.0012639i,0.00029662+0.00071274i,0.00016672+0.001502i,-0.00063569+0.00066513i,-0.00024901+6.4137e-05i,-0.00042349-0.00051606i,-0.00068226-0.00071406i,0.00029316-0.00020714i,0.000439+3.6442e-05i,9.799e-05+6.8372e-05i,0.00063843+0.0010118i,0.0011221+0.0017059i,0.001184+0.00063819i,0.00042733-0.00072482i,-0.00033064-0.00072461i,-9.3879e-05-0.00047912i,-0.00023999+0.00012767i,-0.00037982+0.00064919i,-0.00016844+0.00090371i,-0.00061311+0.00083647i
-0.0010899+0.0013501i,-0.00062647+0.0010993i,0.00011538+0.0012669i,0.0015478+0.0019805i,0.0018977+0.0012124i,0.0010577-0.00026302i,0.00095862-0.00080671i,0.0006572-0.00036529i,9.6249e-05+4.7013e-05i,0.00017428+0.00030438i,0.00042724+0.00089685i,0.00015312+0.00088964i,-3.2227e-05+0.00057051i,-0.00016276+0.00057636i,-0.00063107+0.00018573i,-0.00055512+0.00044627i,0.00027822+0.00071703i,0.00052327+0.0005021i,0.00017947-0.00015281i,-0.00017835-6.0264e-05i,-0.00079226+0.00022706i,-0.00075801+3.1075e-05i,-0.00050992+1.0155e-05i
0.0015635-0.001482i,0.0016861-0.0012043i,0.0013255-0.00080036i,-9.7802e-05+0.00060678i,-0.00093138+0.00053599i,-0.0003256-9.444e-05i,0.00022173+9.2251e-05i,0.00052765-0.00044794i,0.00028942-0.0007439i,-2.098e-05-0.00049608i,0.00037309-0.00080499i,0.00025231-0.00020542i,0.00073867+0.0013318i,0.0013798+0.0011973i,0.000783-0.00043841i,0.00086406-0.00077761i,0.00040896+0.0005148i,6.9746e-05+0.0010181i,0.0001183+0.00029912i,-0.00054764-0.00014992i,-0.0010257-0.0003219i,-0.00082898-0.00050844i,-0.00044182-0.00083748i
-0.0006281+0.00084007i,0.00079587+0.0017945i,0.0016056+0.0025469i,0.001567+0.0021895i,0.00075338+0.00079822i,0.00022791-3.9142e-05i,0.00052439+0.00025802i,0.00068883+0.00078787i,0.00041157+0.00031691i,0.00018996-0.00046863i,-0.00015268-0.0010982i,-0.00063141-0.00088026i,-0.00089593+0.00027241i,-0.00092917+0.001331i,-0.00090509+0.0010314i,-1.1588e-05-5.7952e-05i,0.0011795-0.00060194i,0.00090183+0.00015781i,0.0004346+0.00033577i,-0.00015671-0.00038565i,-0.00046323-0.000621i,-0.00012689+5.0099e-05i,-0.00016978+0.00052432i
0.00048275-0.0013255i,0.00084938-0.0012506i,0.0005947-0.00046862i,0.00095302-0.0007456i,0.0010746-0.00072898i,0.00085711-0.00099162i,0.0011832-0.00081289i,0.00040287-0.00010529i,-0.00026608-0.00018598i,5.1073e-05-0.0002556i,0.00016568+0.00018115i,0.00035145+0.00013589i,0.0010229+0.00018383i,0.0012259+0.00062038i,0.0005795+0.00055654i,6.4842e-05+0.00014227i,-0.00026981-0.00051489i,-3.012e-05-0.00097682i,0.00023495-0.00091523i,-1.9782e-05-0.00033895i,-0.00030438+0.00057756i,0.00011745+0.00080268i,0.00016774+0.00065239i
8.2224e-05+0.0029963i,0.00088392+0.0020733i,0.0019502+0.0023111i,0.0027508+0.0021758i,0.0021943+0.0015205i,0.00062861+0.00024148i,0.00033067+0.00028912i,0.00081573+0.00072832i,0.00087566+0.00024271i,0.00036874+0.00072415i,-0.00018931+0.0003113i,-0.00042253+2.2949e-05i,-0.00089764+0.00071716i,-0.0012115+0.00059534i,-0.00056892+0.00018045i,-3.3248e-05+0.0001987i,-8.4667e-06+0.00064139i,-5.827e-05+0.00031339i,-0.00010183-8.7277e-05i,-0.00049578+2.5087e-05i,-0.00041569-0.00020919i,-9.3681e-05-0.00076725i,-0.00047244-0.00064343i
-5.2377e-05+0.0019943i,0.00041516+0.0019718i,0.0021838+0.0024275i,0.0032434+0.0016298i,0.0026912+0.00027133i,0.0016757-0.0011574i,0.0010657-0.0010749i,-0.00011502-0.00064125i,-0.00044911-0.0006736i,-0.00036657-0.00026149i,-4.4389e-05-0.00048584i,0.00079561-0.00057485i,0.00061197-0.0005332i,0.00053297-7.9254e-05i,0.00056179+0.00075578i,-0.0001718+0.00079721i,-0.00049316+5.3061e-05i,-0.00013114-0.00059052i,0.00017547+6.6646e-05i,0.00040055+0.00069426i,0.00015804+0.00012575i,-0.00038984-0.00034318i,0.00014563+5.9926e-05i
0.00029305-6.5524e-05i,-0.00051898-0.00046385i,0.001127+0.00087734i,0.0023252+0.001017i,0.0017848-6.6983e-05i,0.0015718+0.00010531i,0.0012829+0.00085741i,0.00021581+0.00036397i,-0.00041287+0.00028291i,-0.00025851+0.00013027i,-0.0004936-0.00016669i,-0.00078559+0.00027614i,-0.00064788+0.00040786i,-0.00061469+0.00014991i,-0.00092355+0.00042169i,-0.00073657+0.0003555i,-7.4493e-05+1.4097e-05i,0.0007971+0.00068182i,0.0010928+0.0011653i,0.00099259+0.0002931i,0.0007802-0.00094286i,-0.00018643-0.0014425i,-0.00073981-0.0011504i
