-7.4456e-06+0.00049666i,0.00045883+6.5533e-05i,0.00064047-0.00044965i,0.00023058-0.0013525i,-0.00050684-0.0012219i,-0.0013504+0.00032308i,-0.0012791+0.0021709i,-0.00061829+0.0022363i,0.0006647+0.0012099i,0.00083908+0.00057534i,0.00040391+4.5689e-05i,0.00057594-0.00078037i,0.00020064-0.0008451i,-0.00020156-0.00021524i,-0.00034592-8.0315e-06i,-0.00041659-0.00020144i,-8.7683e-05-0.00051988i,-0.00017285-0.0003594i,-0.00053518-0.00046194i,-0.00038708-0.0002841i,-2.8696e-05+0.00045824i,-0.00036178+0.00041344i,-0.00096059+0.00040701i
-0.00042765+0.0011815i,-0.00073348+0.0020028i,0.00054633+0.0018497i,0.0013604+0.0018603i,0.00031873+0.0018459i,-0.00065452+0.0020396i,-0.00026707+0.0014032i,0.00044023+0.00054331i,0.00034639+0.00064074i,0.00012633+0.00096702i,0.00067165+0.0002347i,0.00044726+0.0001115i,-9.1444e-05+0.00057455i,0.00018289+0.0005216i,0.00051816+0.0011428i,0.00092577+0.00089019i,0.0014175-0.00018437i,0.00050962-0.00034314i,-0.00044496-0.00036537i,-0.00031995-0.0003637i,-0.00026473-0.00069293i,-0.00042452-0.0010493i,-0.00086405-0.00012011i
-0.0013448-0.00026903i,-0.00099055-0.00105i,-0.00063638-0.00069571i,0.00030872+0.00048765i,0.00073505+0.00061831i,0.00044359+0.00022267i,-0.00057009+6.4236e-05i,-0.00099145-7.2933e-05i,-0.00053481+0.00023547i,-0.00036323+0.00079423i,-8.2009e-05+0.00052149i,2.0608e-05+0.00027844i,-0.00047417-0.00031412i,-0.0011101-0.001341i,-0.000738-0.00063838i,-0.00040401+0.00016681i,-7.5596e-05+0.00034456i,0.00061549+0.0011055i,-0.00017162+0.0012505i,-0.0014712+0.0010843i,-0.0013134+0.00097403i,-0.00074607+0.00099047i,-0.00013591+0.00075815i
0.003729-0.00080975i,0.0035328-0.00010329i,0.0019186-0.0012123i,0.00039999-0.0016402i,-2.8936e-05+0.00052207i,-0.00043821+0.0019213i,-0.00037494+0.0019601i,0.0010492+0.0016732i,0.0012208+0.00048417i,-0.00022339-0.00045416i,-0.00077394-4.1749e-05i,1.2314e-05+0.00045831i,2.8184e-05+0.00055635i,-0.0004911+0.0008556i,-0.0001559+0.00083617i,-0.00077691+0.00040689i,-0.0011018+0.00013743i,-0.00049477-3.867e-05i,-2.8953e-05-0.00054336i,-9.9974e-05-0.00063829i,-0.00056999-0.00052011i,-0.00078737-0.0002567i,-0.00036141-0.00037999i
0.0015573+0.0016501i,0.0029933+0.0017283i,0.0044502+0.0013009i,0.002882+0.00058244i,0.00028511+0.0013437i,-0.00070209+0.002133i,0.00018114+0.0010931i,0.00030327+0.0002656i,-0.00049998+0.00016313i,-0.00056047+0.00038966i,-0.0010303+0.00075137i,-0.0010849+5.8031e-05i,-0.00025592-0.0010511i,-0.00067926-0.00033296i,-0.00081887+0.00084198i,-0.00014941+0.00048041i,-0.00039618+0.0002061i,-0.00042209-5.0035e-05i,0.00042102-0.00018315i,0.0011037+0.00098466i,0.000703+0.0015207i,-0.0002093+0.00066595i,-0.0013133-0.00012314i
-0.00015167-0.0003051i,-0.00032906-0.00025471i,-0.0011191-0.00068254i,-0.0023307+0.00011422i,-0.00233+0.0013889i,-0.0011376+0.0014998i,0.00027589+0.000656i,0.0010775-0.00010185i,0.00094095-0.00058081i,0.00059288-0.00011214i,8.8312e-06+5.608e-05i,-0.00085226-0.00093224i,-0.00081185-0.0011363i,-0.00029421-2.722e-06i,0.000302+1.904e-05i,0.0008441-5.3283e-05i,0.00077083+0.00084466i,0.00044306+0.00085782i,0.00010049+0.00015625i,-0.00021577+0.00014198i,0.00047839+0.00016851i,0.0014222-0.00011367i,0.00091133+2.1961e-05i
0.0010263+0.0017315i,0.0022797+0.00068718i,0.0019345+0.00011361i,0.0021453-0.00047641i,0.0024014+0.00056032i,0.0012272+0.0012692i,-0.00047272+0.00081387i,-0.0010032+0.0011078i,-0.00071524+0.00034009i,0.00017167-0.00091024i,-9.3041e-06-0.00058269i,-0.00042863-0.00041519i,-0.00060019-0.0017296i,-0.0001716-0.0020275i,9.8879e-05-0.0012926i,-0.00045366-0.0016556i,-0.00057109-0.0013663i,-0.00075221-0.00063784i,-0.0013063+7.0445e-05i,-0.0010872-5.44e-05i,-0.00086134-0.00011503i,-0.00027336+1.935e-05i,0.0003211-0.00074452i
0.00145+0.0018375i,0.0028173+0.0026285i,0.0029089+0.0018369i,0.0012546+0.00023038i,-0.00029786+0.00023207i,-0.00034247+0.0016214i,0.00051012+0.0015798i,0.00079526+0.00094331i,0.0006094+0.00062108i,0.00068316+0.00048082i,0.00048913+0.00032512i,0.00041795+0.0005225i,0.00023123+0.0012725i,-0.00049332+0.0011437i,-0.00084888+0.0006944i,-0.00013613+0.00083757i,0.00017617+0.00023967i,-0.00040243-0.00040822i,-0.00067924+0.00012114i,-8.1718e-05+0.0011016i,0.00058392+0.00090913i,0.00067326+0.00011845i,-0.00039847-5.3843e-05i
0.00017012+0.0028559i,0.0010315+0.0029322i,0.0027926+0.0025509i,0.0028314+0.0022464i,0.0010793+0.00082432i,-0.00051113-0.00044994i,-0.00096912+0.0012007i,-0.00077363+0.0016847i,-0.0010359+0.00066533i,-0.0004393+0.00015655i,0.00071231-0.00041071i,0.00049776-0.00084415i,-0.00058961-0.00062959i,-0.0013619-0.00063712i,-0.00079661-0.00064064i,0.00069765-7.4342e-05i,0.0010368+0.00060037i,0.00017178+0.00067243i,-0.00068523+0.00046663i,-0.00072787+0.00050466i,0.0002422+0.00019153i,0.00063775+1.8734e-05i,4.1567e-06+0.00032889i
0.0012141-0.0017841i,0.00065324-0.0026561i,0.00018427-0.0040785i,-0.00064209-0.0038502i,-0.0010811-0.0013606i,-0.001166+0.0013874i,-0.0010362+0.0021028i,0.00014497+0.0016536i,0.00088068+0.00057724i,0.00052911-0.00051664i,0.0004379-0.00063693i,0.00053057+0.00043922i,0.00025985+0.0010199i,0.0001037+0.00084297i,0.00015548+0.00042766i,0.00023846-0.00057469i,0.00035517-0.0011746i,0.00017899-0.00023009i,-4.0387e-05-0.00023967i,0.0003313-0.00065543i,-0.00010378-0.00019822i,-0.00040612+0.00026775i,-2.7979e-05+5.9577e-05i
0.00097334+0.0019507i,0.0030615+0.002584i,0.0037747+0.0020012i,0.002729+0.0011339i,0.0015969+0.0010269i,0.00094842+0.00073789i,0.00049294+0.0001108i,0.00010388-0.00040211i,-0.00034643-0.00025101i,-0.00013089+0.00046919i,0.00012461+0.00059256i,-5.3052e-06+0.00020526i,0.00042573-0.00012359i,0.00093043-0.00050701i,0.0012432-0.0017795i,0.00091557-0.0015773i,0.00039018-3.4418e-05i,-6.0505e-05+0.00020738i,-7.311e-06-0.00026824i,0.00044028-0.00021441i,0.00013685+0.00066951i,-0.00062865+0.00073652i,-0.00047665+0.0004669i
0.0016665+0.00034727i,0.0011912+0.00036151i,-0.00059141-0.00027591i,-0.0013929+0.00034943i,-0.001946+0.00047657i,-0.001849+0.00084741i,3.2771e-05+0.001702i,0.0011555+0.0013593i,0.00052855+0.00050238i,-0.00065237+0.00082174i,-0.00080295+0.00063604i,-0.000912-0.00039953i,-0.00072668-0.0001634i,0.00050835+0.0002785i,0.0013356+0.00087246i,0.00042374+0.0004704i,-0.00011078-6.4601e-05i,0.00050006+0.00034711i,0.00062634+0.00063905i,2.5012e-06+0.0005266i,-0.00074911+0.00074555i,-0.0011481+0.00070034i,-0.00079984+0.00016643i
-0.0019019+0.00056967i,-0.0027607+0.0012686i,-0.0022168+0.00092678i,-0.001274-0.00033484i,1.1208e-05-0.00049815i,0.00085251-0.00035929i,0.00050615+0.00012789i,-0.00034409+0.00063954i,8.7922e-05+0.00064871i,0.0009153+0.00075885i,-5.3798e-05+0.00043971i,-0.0009083+7.5409e-05i,-9.4243e-05+0.00020484i,0.00060015+0.00054919i,0.00012346+0.00042388i,-0.00035104-8.5081e-06i,-0.0005123-0.00023035i,-0.00046312-0.00043817i,5.564e-05-0.00042135i,0.00062611+6.2793e-05i,0.00028463+0.00025377i,3.0192e-05+3.7794e-05i,0.00023772-0.00019025i
-0.0013041+0.0027374i,0.00024197+0.0018917i,0.0010523+0.00054225i,0.0016234+0.00059076i,0.0016653+0.00086685i,0.00030583+0.0011855i,-0.00025335+0.00023653i,0.00042074-2.0355e-05i,8.5449e-05+0.00019648i,0.00015962-0.00055368i,0.00044167-0.00037292i,4.6202e-05+0.00028521i,-0.00045233+0.00049264i,-0.00046751+0.0001802i,-0.00056163-0.00067366i,-0.00062266-0.00020941i,4.8022e-06+0.00012184i,0.00048382+2.0108e-05i,0.00037593-0.00011887i,0.00012789-9.722e-05i,-0.00027728+0.00021148i,-0.00064845+0.00035294i,5.231e-05+0.00041477i
0.0030815+0.00080774i,0.0030063+0.0019059i,0.002402+0.0018985i,0.00089833+0.0012784i,-0.0007188+0.00066149i,-0.0013076-2.5129e-05i,-8.5051e-05+0.00041222i,0.0010465+0.00064346i,0.0006391-0.00042361i,0.00043844-0.00066616i,0.00037332-0.0001534i,8.9957e-05-0.00068048i,-0.00017884-0.001031i,-0.00096809-3.1175e-05i,-0.00093643+0.00051149i,-0.00054808-0.00040747i,-0.00054731-0.00023011i,-0.00079555+0.00037852i,2.9664e-05+0.00036686i,0.00078741+0.0002183i,0.00074881+6.052e-05i,0.0006347-0.00033347i,0.00034017-0.00032327i
-6.7709e-06+0.00099963i,0.00013078+0.0011658i,0.0011288+0.0020633i,0.001209+0.0020474i,2.0167e-05+0.0008669i,-0.00037137-0.00011679i,-0.00038355+1.7497e-05i,0.00014105+0.00043079i,0.00053006+0.00052497i,0.00063498+0.00091333i,0.0010366+0.0011465i,0.0011832+0.000401i,0.00020792-0.0004229i,-0.00044584-4.6535e-05i,0.00013187-0.00033426i,0.00045124-0.00028387i,0.00015374+0.00025099i,-0.00029985+0.00019999i,-1.4271e-05-2.7847e-06i,0.00033735-0.00046694i,0.00038895+3.7098e-05i,0.00029067+0.00027393i,0.00016927+0.00032562i
-0.00031944+7.8665e-05i,0.00041223-0.0011214i,0.00078517-0.0018295i,0.00048114-0.0014669i,0.00053696-0.00020627i,0.0002064+0.0011741i,-0.00024938+0.0019354i,-0.0001719+0.001896i,-0.00011163+0.00065697i,0.00023379-0.00012076i,0.0004515-0.00017422i,0.00035003-0.00033736i,1.9544e-05-0.00075964i,0.00046686-0.0013354i,0.00077615-0.0013142i,9.4838e-05-0.00059986i,0.00032564-0.00020396i,0.00066027-7.9284e-05i,0.00050639+0.00020857i,0.00089984-0.00018748i,0.00061115-0.0001624i,-0.00023092-0.00046754i,-0.00037632-0.00068033i
0.0017609-1.6499e-06i,0.001081+0.00015457i,0.00021785+0.00044109i,-3.3086e-05+0.00052107i,-0.0001428+0.00064331i,-0.00043369+0.0013091i,0.00012504+0.0018341i,0.00049554+0.0011571i,-0.00024706+2.0906e-05i,-0.00064267-0.00044675i,6.5281e-05-0.0004027i,0.00045838+2.6127e-05i,0.00015547-0.00015519i,-0.00040709-0.00067958i,-0.00064479-0.00016786i,-0.00053489-3.1444e-06i,0.00019421-0.00046463i,0.00032572-4.5937e-05i,-1.2807e-05+0.00054337i,-2.3008e-05+0.00090406i,-0.00019995+0.0010505i,-0.00035073+0.0002871i,-0.00016025-0.00030696i
-0.00079563+0.0022501i,-0.00093167+0.0034365i,-0.00096083+0.0042708i,-8.9066e-05+0.0028797i,0.00079732+0.00090457i,0.00070885-1.8792e-05i,3.5828e-05+9.9837e-05i,0.00028605+0.0012815i,0.00046557+0.0013128i,-0.00071431+0.00028311i,-0.0015893-7.5111e-05i,-0.00097551-7.7762e-05i,0.00032035-0.00015861i,0.0013195+1.1043e-05i,0.0009729+0.00026751i,-0.00061539+0.00053096i,-0.0010865+0.00046556i,-0.00032602+0.00041349i,-0.00020537+0.0006597i,-0.00045788+0.00044131i,-0.00082177+9.6636e-05i,-0.00023916+0.0003635i,0.00087302+0.00033503i
-0.00070131-0.00053942i,-5.4414e-05-0.00030143i,1.7645e-05-0.0013709i,-0.0006425-0.001596i,-0.0008065+6.7997e-05i,8.4831e-06+0.0013206i,0.00053851+0.0014087i,0.0005773+0.0009348i,8.4063e-07-0.00016673i,6.5382e-05-0.00043383i,8.4953e-05+5.8953e-05i,-0.00056922-0.00017499i,-0.0001425+0.00044475i,0.00085192+0.0012115i,0.00039477+0.00061123i,-0.00055832-0.00075908i,-0.00032111-0.000948i,0.00033733-0.00081731i,0.00057718-0.00069618i,0.00035272+0.00028472i,-0.00025451+0.0005098i,-0.00066419+0.00014822i,-0.00076365+0.00039444i
-0.0026403+0.00050573i,-0.0020038+0.00063559i,-0.0013509+0.0011658i,-0.00042987+0.0011904i,2.7499e-05+0.00069099i,0.00029448+0.0012679i,-8.0649e-06+0.0015123i,-0.0011901-3.7927e-05i,-0.00094212-0.0009407i,-0.00039835-0.00035801i,-2.4431e-05-0.0004208i,0.000317-0.00090937i,-0.00024242-0.0011706i,-0.001028-0.00080126i,-0.00053366-0.00021015i,-0.00017915-6.3515e-05i,-0.00028476+7.7037e-05i,-0.00033378+0.00025805i,-0.00042363+0.00018719i,6.9043e-05-0.00019962i,-0.00021108-0.00055096i,-0.0011149-0.00013079i,-0.00096153+0.00059137i
-0.00029445+0.00071709i,0.00063242+0.0025045i,0.0012078+0.003192i,0.0011131+0.0026994i,0.00076638+0.0012844i,0.00080243+0.00099173i,-0.00011019+0.0013405i,-9.5091e-05+0.0012817i,0.00047102+0.00094879i,-0.00014572+0.00048824i,-0.0001465+0.00012266i,-9.367e-05-0.00022418i,-1.5868e-05-0.00057476i,0.00010866-0.00019534i,0.00014088+0.0003597i,0.00014644+0.00054839i,0.00027818+0.00075226i,0.00037675+0.00014473i,-0.00019855-0.00045994i,-0.00036854+0.000542i,-0.00060538+0.0010162i,-0.00094179+0.00045095i,-0.00081581-0.00010154i
4.1822e-05+0.0011806i,0.00081564+0.0011286i,2.7619e-06+0.0010877i,-0.00082495+0.00081988i,-0.0008046+0.00010254i,-0.00055046-0.00023708i,-0.00066363-0.00022971i,-0.00043973-0.00011752i,-0.00035089-4.848e-05i,-0.00087855+0.00037331i,-0.00071647+0.00084299i,-0.00022419+0.00078478i,-2.6577e-05-0.00023087i,-0.00029394+6.6605e-06i,-0.00018784+0.0010765i,0.00053035+0.0010919i,0.00036292+0.00034212i,-6.5517e-05-0.00033897i,-0.00034017-0.00042812i,-0.00011569+9.9856e-05i,0.00048063+0.00078364i,0.00042789+0.0011353i,0.00051601+0.00061155i
0.0012473+0.00013024i,0.001631-0.0016292i,0.0024458-0.0025502i,0.0014487-0.0026947i,-0.00045274-0.0015167i,-0.00089556+0.0010122i,-0.00027135+0.0021753i,0.00020563+0.00092604i,-9.8038e-05-0.00018004i,-0.00042934-0.00092594i,-1.8006e-05-0.00084833i,-0.0001936-0.00050829i,-0.0009933+6.5594e-06i,-0.00094507+0.00079782i,-0.00061176+0.00091329i,-2.9304e-06+0.0011329i,0.00049114+0.0012639i,0.00052631+0.00095745i,0.00046892+0.00043581i,-8.4378e-05+0.00014561i,-5.0405e-05+0.00026686i,0.00082892+0.00061619i,0.00068442+0.00036617i
0.0016254+0.00087776i,0.0011466+0.00082188i,7.1971e-05+0.00064118i,-0.00040054+0.0011963i,-0.00061911+0.0012781i,-0.00048035+0.0015584i,-0.00023683+0.0017877i,-0.00017967+0.0018547i,0.00018373+0.00081226i,8.283e-05-0.00023607i,-0.00039032-0.00040668i,-0.00035171-0.00027175i,7.4599e-05+0.00032846i,0.00095223+0.00066032i,0.0014894+0.00046489i,0.0011263+0.00044154i,0.00051647+0.00024412i,-8.6657e-05-0.00016334i,-0.00010757-0.00070616i,0.00045455-0.00070442i,0.00013849-0.00045413i,-0.00051958-0.00012326i,-0.000432+0.00034418i
0.00066611+0.0022481i,0.0007249+0.0018238i,0.0012997+0.00089031i,0.00097139+0.0005169i,0.00053335-1.5609e-05i,0.00011386+7.6582e-05i,0.00015741+0.00068762i,0.00081312+0.00054894i,0.00031057+0.00045021i,-0.00028313+0.00011179i,-0.00024787-0.00069555i,-9.0981e-05-0.00058935i,0.00024075-2.3984e-05i,-3.8365e-05-0.00030824i,-0.00060048-0.00048277i,-0.0003849-0.00046135i,3.6946e-05+7.5561e-05i,-0.00029766-0.00044193i,-0.00029316-0.00070513i,-3.3938e-05-0.00019559i,0.00030203-0.0002086i,0.00059762-0.00066495i,8.5965e-05-0.00094942i
0.0013331+0.00098203i,0.0017259-0.00018206i,0.0024555-0.0017352i,0.0018492-0.0017433i,0.00011127-0.00052259i,-0.00066547+0.0011305i,-0.00027489+0.0010886i,-0.00039944+0.0014432i,-0.00044298+0.0012213i,6.3165e-05-0.00026325i,-0.00032125-0.00063963i,-0.00043441-0.00046097i,-0.00034634+0.00025425i,-0.00094838+0.00028497i,-0.00088905-4.7763e-05i,-0.00023031+0.00029994i,0.00031001+0.00021993i,0.00028065-0.00039071i,0.00020057-1.4508e-05i,-0.00018867+0.00061673i,-0.00017588+0.00072739i,0.00046179+0.00052411i,0.00017605+0.00029231i
-0.00098852+2.3107e-05i,0.00052313+0.0014057i,0.0017763+0.0027401i,0.001163+0.0027648i,-0.00025808+0.0016141i,-0.00075447+0.0013699i,-0.00076868+0.0012643i,-0.00061801+0.00048983i,-1.1809e-05+0.00048972i,-0.00041031+0.0009873i,-0.00098987+0.00058913i,-0.00085215+0.00044394i,-0.0010471+0.00070836i,-0.0011015+0.00050944i,-9.5527e-05-5.2226e-05i,-6.5371e-05-0.00060266i,-0.00084671-9.3306e-05i,-0.00092543+0.00062564i,-0.00083439+1.0796e-05i,7.1579e-06-0.0012094i,0.0011953-0.0011767i,0.00097098-0.00015022i,0.00044488+0.00077526i
0.0012811+0.00061958i,0.00027025+0.0011403i,-0.00080331+0.000827i,-0.001199+0.00061571i,-0.0013677-0.00025217i,-0.0018196+0.00093509i,-0.0014272+0.0019222i,-0.00070828+0.00071407i,-0.00034802-0.00056696i,-0.00045157-0.0013453i,-4.9761e-05-0.001046i,0.00070829+0.00018427i,0.00046646-6.1273e-05i,-3.8249e-05-0.00037606i,-0.00027809-4.0848e-05i,-0.00011917+0.00013087i,0.00088287+0.00030488i,0.001171+0.00057393i,-9.6825e-05+0.00065837i,-0.00054052-0.00040517i,0.00022415-0.00070953i,-0.00035348-0.00042998i,-0.00070604+6.6452e-05i
0.00061091-7.4589e-05i,0.0020289+0.00027333i,0.001572+0.00071405i,0.00027635+0.00047506i,0.00055949+0.00029552i,0.0014248+0.00070542i,0.0011448+0.00037603i,0.0012844+1.1296e-05i,0.00068696+0.00018946i,-0.00062315+0.00011393i,-0.00038542-0.00011279i,-0.00039883-0.00025459i,-0.0001264-0.00062448i,0.0010169-0.00053945i,0.00023278-0.00035115i,-0.00076041+0.00013918i,-7.2942e-05+0.00026861i,0.00084707-3.3602e-05i,0.00087606-0.00030549i,0.00051955-0.00064053i,0.00067457-0.00031265i,0.00037786+0.00011911i,-0.00052485-0.00025242i
0.00094007+0.00034813i,0.0014531+0.00061675i,0.0024175+0.00052381i,0.002013-6.7996e-05i,0.0007388+0.00041287i,-0.00034518+0.0013501i,-0.00014411+0.0018939i,0.00064901+0.0012901i,-4.7115e-05+0.00026763i,-0.0010729-0.00052284i,-0.001498-0.00084801i,-0.00078433-0.00024451i,-4.2534e-05+0.00023773i,-0.000879-0.00035545i,-0.0011527-0.00042902i,-0.00048057+0.00072085i,-0.00025161+0.00094406i,-9.4013e-05+0.00043136i,-0.00025858+7.9861e-05i,-0.0010041-0.00027601i,-0.001046+0.00022763i,-0.0005782+0.00081708i,-0.00021205+0.00027709i
0.0015726+0.0011945i,0.0017764+0.00048629i,0.001421+9.9503e-05i,4.1927e-05-0.00012266i,-0.0007703-0.00011571i,-0.00047707+0.00059742i,-8.5132e-05+0.001961i,0.00067077+0.0015093i,0.00055001+0.00032723i,-0.00027941+0.00028585i,-0.00019733+0.00012443i,0.00032298-1.8955e-05i,-0.0001949+0.00028638i,-0.0006534+0.00095331i,-0.00042629+0.0012158i,-0.00048117+0.00036308i,-0.00089609+6.9302e-05i,-0.0011961-3.858e-05i,-0.0008473-0.00012962i,0.00013778-0.00054972i,0.00065572-0.0006275i,0.00065771-0.00022456i,0.00047492-0.00035358i
0.0011504+0.00097661i,0.00095039+0.0011519i,0.001161+0.00025767i,0.0018319-0.00029531i,0.0018633+3.6406e-05i,0.00051495-0.00016601i,-0.0008612-0.00035954i,-0.00073808-0.00029579i,0.00044509-9.4135e-05i,0.00063839+0.00013013i,-0.00056631+0.00035264i,-0.0012429+0.0004212i,-0.00059423+7.6502e-05i,-0.00018425-0.00011792i,-0.00076289-0.00058709i,-0.00081748-0.00096599i,0.00018549-0.00083993i,7.3135e-05-0.0002854i,-0.00042482+1.8398e-05i,0.00040019-0.00042208i,0.00052703-0.00021802i,1.9451e-05+7.9808e-05i,-0.00030081-0.00012959i
0.00077691+0.0013915i,0.0011593+0.0021114i,0.0014376+0.0014397i,0.0011687+0.00028025i,-0.00023533+0.00031383i,-0.0012319+0.00061695i,-0.0012012+0.0010054i,0.00023494+0.0010524i,0.0010806+0.00064278i,1.5116e-05+0.00074269i,-0.00049282+0.0010153i,-0.00018126-0.00027004i,0.00017792-0.00072538i,0.00035845-0.0003157i,0.00035174-0.0002498i,0.00014262+3.3807e-05i,-0.00033036-0.00051231i,-0.00085426-0.0012992i,-0.00098678-0.00090616i,-0.00063935+5.6676e-05i,-0.00053275+0.00041988i,-0.00057497+0.00020736i,-0.00044468-0.00032864i
0.0012445+0.0016508i,0.0010155+0.0012154i,0.0017461+0.00031775i,0.0011825-0.00025005i,3.2727e-05-0.00020218i,-0.00036801+0.00077008i,-0.00066885+0.0011553i,-0.00068859+0.00089097i,-0.00045369+0.00034533i,-0.0008601+0.00043i,-0.0012779+0.0007255i,-0.00083937+0.00042841i,-0.00014321+0.00089542i,-0.00020065+0.0012467i,0.00025002+0.00066866i,0.00060429+0.00019332i,-0.00052246+0.0001065i,-0.00095762+0.00029346i,-0.00050681+0.00054952i,0.00053395+0.00042997i,0.00064942-0.00013672i,-0.00056667-0.00047003i,-0.0010448-0.00050936i
0.0015872+0.0016551i,0.0024658-2.0551e-05i,0.0011642+0.00012228i,-8.1095e-05-9.7499e-05i,-4.555e-05-0.00070105i,-0.00049523-9.8979e-05i,-0.0011096+0.00075141i,-0.00075044+0.00064001i,-2.2985e-05+0.0001406i,0.00014736-0.00060226i,-0.00050215-0.00031283i,-0.000909+0.00037883i,-0.0016255-0.00012845i,-0.0018427-0.00063725i,-0.0015683+8.8734e-05i,-0.000476+0.00032125i,0.00041461+0.00020193i,0.00045512+0.00016215i,0.00022168-0.00040308i,0.00013467-0.0012306i,0.00033341-0.0012626i,5.7105e-05-0.0011715i,-0.00016916-0.00074169i
-2.8729e-05-0.0014254i,0.0011111-0.00083463i,0.00068372-0.0010018i,0.00024052-0.00056614i,0.00088739+0.0013223i,0.00095016+0.0018411i,0.0012851+0.00095549i,0.0015603+0.00072607i,0.00060302+0.00033969i,-0.00013183+0.00072479i,-0.00019725+0.00071109i,-0.00057999-0.0001553i,-0.00064503+0.00021718i,-2.7313e-05+0.0014927i,5.7156e-05+0.001121i,-0.00046055-0.00028038i,-0.00086789-0.00021908i,-8.744e-05+0.00012667i,0.00044313+4.0309e-05i,0.001033+4.0463e-05i,0.0011206-0.00014796i,0.00015267-0.00051207i,-8.5307e-05-0.00081121i
0.0020727+0.0014936i,0.0033013+0.002198i,0.0039328+0.0011568i,0.003077+3.5743e-06i,0.0011034-0.00025924i,-0.00020543-0.00020345i,-0.00026882+0.00024529i,-0.00032113+0.0010382i,-0.00028655+0.0011236i,0.0002857+0.00053857i,0.00037697-0.00028505i,0.00045398-0.00017087i,0.00023334-0.00026181i,-0.00035488-0.00087336i,-0.00077022-0.00093422i,-0.00084991-0.00048425i,-0.00025747+0.00021204i,-0.00074733+0.00069249i,-0.0014513+0.00020579i,-0.0010465-0.0005593i,-0.00015158-0.00022793i,-0.00015741+0.00066972i,-0.00084082+0.00070218i
0.0003879+0.00011666i,0.0002809-0.00047429i,-0.0003409+0.00084371i,-0.0012366+0.0010946i,-0.00088636+0.00013955i,-0.00010533-0.00010384i,0.00012727+0.00036169i,0.00097872+0.00019271i,0.00093993+0.00049077i,0.0003838+0.00081672i,-0.00033601-1.9611e-05i,6.0538e-05-0.00041549i,0.0010799-0.00083407i,0.0015016-0.00050312i,0.0005293+0.0006256i,-0.00032786+0.0007566i,-9.3352e-05+0.00019592i,-6.3139e-05-0.00041376i,-0.0006338-0.00052174i,-0.00047133-0.0010733i,0.00018269-0.00098976i,0.00056132-0.00022824i,0.00031907-0.00011018i
-0.0019098+0.001101i,-0.00089279+0.0016885i,-0.00020101+0.0026408i,0.00030145+0.0017265i,0.0011845+0.0004282i,0.0019057+0.00016571i,0.00097599-0.00022176i,-0.00063852-2.346e-05i,-0.0012638+0.00020416i,-0.00072174+0.00015216i,0.0003818+2.7458e-05i,0.00083929-0.00057826i,0.00059603-0.0010525i,0.00023798-0.0012519i,-0.00034182-0.001507i,-0.00068896-0.00095348i,-0.00027725+0.00034308i,8.2445e-05+0.00073044i,-6.4389e-05-0.00063752i,0.00018952-0.00071589i,0.00030464+5.4743e-05i,0.00028941-6.86e-05i,0.00016356-0.00014315i
-0.00054127+0.00091147i,0.0010727+0.00041719i,0.0017484-0.0004642i,0.00098735-0.00035396i,-0.00032924+0.00015136i,-0.00087972+0.00099728i,-0.0014961+0.0017914i,-0.0010681+0.0014832i,-0.0010691+0.00041604i,-0.00081895+5.4199e-05i,0.00052823-1.6773e-05i,0.00063182-0.00042459i,7.7432e-05-0.00064009i,-3.7144e-05-0.0002232i,-0.00037951+9.723e-05i,-0.0010039-0.00060934i,-0.00063989-0.00037686i,-0.0004947+0.00020748i,-0.0010396+0.00022477i,-0.0012054+0.00061448i,-0.0004257+0.00066693i,0.000868-4.0341e-05i,0.00080093+0.00032535i
-0.0014887+0.0017049i,-0.00033966+0.00211i,6.474e-05+0.0014799i,0.00057906+0.00091766i,0.00020506+0.00043669i,-0.00024939-0.00016608i,-0.00067296-0.00075874i,-0.0006983-0.00073535i,-0.00032921-0.00032018i,-0.00023535-0.00055304i,5.6321e-05-0.00049334i,0.00016381+0.00019076i,-0.00022971+0.00012123i,-0.00043624+0.0001026i,0.00011231+3.9032e-05i,0.00058457+0.00011594i,0.00027615+1.8753e-05i,-0.00064818-0.00039502i,-0.0012895-0.00036393i,-0.00066587-0.00043822i,0.00032387-0.00067256i,0.00076339-0.00033262i,0.00059305-2.2239e-05i
-0.00047186-0.002395i,0.0013281-0.0032422i,0.0010327-0.0030181i,-4.7109e-05-0.0018546i,0.00056513-0.00045911i,0.00054816+0.00029713i,-0.00015494+0.0003928i,-0.00035291+0.00033932i,9.2019e-05+3.8471e-05i,-1.3866e-05-8.0159e-05i,2.6729e-05+0.00036263i,0.00069244+8.7727e-06i,0.00095689-8.0557e-05i,0.0011353+9.7126e-05i,0.00080108-0.00011813i,0.00011852+5.0194e-05i,9.139e-06+0.00045642i,0.00013159+0.00035076i,-0.00013956+0.00017727i,-0.00036539-3.8008e-05i,-0.0004912+0.00012658i,-0.0004815+0.00011411i,-0.00046311-0.00010304i
