-0.0014218+0.00070947i,0.00023762-7.8751e-05i,-0.00021218-0.00069261i,-0.00073623-0.00032582i,-0.0004762+0.00025435i,-0.00019995+0.0012277i,0.00019341+0.0017846i,0.0005638+0.001556i,0.0008628+0.0013888i,0.0013383+0.0014073i,0.0011757+0.00080088i,0.00043449+5.0743e-05i,-0.00019281+0.00062919i,-0.00054289-2.3258e-05i,-0.00097921-0.00084472i,-0.001433+0.00016538i,-0.0011382+0.00082461i,-0.00016659+0.00030178i,0.00064679+0.00069831i,0.00091075+0.0011676i,0.00026399+0.0002064i,-0.00012135-3.9613e-05i,0.00092469+0.0002745i
0.00034893-0.00077224i,-2.6261e-06-0.00016111i,0.0010897+0.0011433i,0.0018436+0.0010521i,0.0017677-0.00012i,0.001913-0.00017196i,0.0018254+0.00027874i,0.00060867-4.7224e-05i,-0.00044359-0.00022931i,-0.00028468+0.00043218i,-3.0897e-05+0.00085967i,0.00025236+0.00063756i,0.0007136-0.00032393i,0.00060618-0.0010382i,0.00049712-0.00059195i,0.0012083+9.63e-05i,0.0013838+0.00032578i,0.00021339+0.00013364i,-0.00084506+4.3443e-05i,-0.00076673+9.6695e-05i,-0.00026397-0.00020813i,0.00017059-0.00062917i,0.00044557-0.00026284i
0.00063734+0.0035772i,0.00078198+0.0035682i,0.00065821+0.0014362i,0.00019532-7.4974e-05i,0.00012542-0.00054259i,0.00073005-0.00040819i,0.0012333+0.0002515i,0.00056319-0.00014701i,-2.6944e-05-0.00025985i,0.00061921-7.4668e-05i,0.0008195-0.00028186i,-2.6021e-05-0.00083222i,-0.00032585-9.4232e-06i,-0.00081911+0.00094358i,-0.00076746+0.00077909i,-5.0142e-06+0.00041885i,-0.00046292-0.00058333i,-0.00098679-0.0011971i,-0.00089099-0.00067619i,-0.0007156+0.00019085i,-0.00045704+0.00090307i,-0.00046044+0.0010911i,-0.00060075+0.00028976i
-0.00056227-0.00058913i,-0.00042264-0.0017547i,0.00081442-0.0013436i,0.001058-0.00031704i,0.00082691+0.0006946i,0.00029789+0.001077i,0.00038319+0.00052205i,0.00053582+0.00014833i,0.00019096-3.4525e-05i,0.00044474-0.00027304i,-0.00030809-0.00063844i,-0.0014791-0.00044683i,-0.00085957-0.00023298i,-0.0002802+3.7563e-05i,-0.00063401+0.00053883i,-0.00052043+0.00013127i,0.00015533-0.00011719i,0.00020353+0.00063908i,0.00046449+0.00056128i,0.00076169+0.00013967i,0.00057227+0.00019277i,1.646e-05-0.00057975i,0.00010019-0.00084288i
-0.00052686-0.0018901i,-3.0085e-05-0.0020843i,-0.00080633-0.00081294i,-0.00035739+0.0009454i,0.00067334+0.0016902i,0.00097465+0.0022329i,0.00079041+0.0013015i,0.00056879-0.00015977i,-0.00018884-0.00044507i,-0.00057709+0.00018856i,-0.00044044+0.00085119i,-0.00061149+0.0014343i,-0.00033232+0.0018478i,3.8931e-05+0.00067084i,-0.00027959-0.00042563i,-0.00035921-0.00047713i,-0.00016714+0.00020575i,0.00037088-0.00010481i,9.4129e-05-0.00073886i,-0.00036753+6.9218e-05i,-0.00026908+0.00036633i,0.00035524+6.0083e-06i,8.6316e-05+6.8215e-05i
-0.001431+0.00035448i,-0.0010251-0.0003089i,-0.0002712-0.0011998i,-0.00092331-0.00040263i,-0.00077628+0.00022532i,0.00034312-6.0675e-06i,0.00078457-0.00042754i,0.00070024-0.00028185i,0.00025689+0.00041792i,0.00011478+0.00092002i,0.00028559+0.00086012i,0.00014102+0.00069821i,0.00017235+0.00031799i,0.00017894-0.00020429i,-7.0782e-05-0.00024899i,0.00044861-1.1177e-05i,0.00037741+0.00015434i,0.00022884+0.00018721i,0.00066037+0.0001939i,0.00064507+6.8803e-06i,0.00080775+0.00039831i,0.00093517+0.00093803i,7.9605e-05+0.00085328i
-0.0030154+0.00197i,-0.0035161+0.0027i,-0.003285+0.0031974i,-0.0018212+0.0025327i,-0.00060245+0.0015002i,0.00016956+0.00066558i,0.0010232+8.0238e-05i,0.00033337+0.00014823i,-0.00054474+0.00015138i,-6.6878e-05+0.0001805i,0.00085402+0.00038832i,0.00065733+0.00022404i,9.2928e-05+3.4118e-05i,0.00041434+0.00014358i,0.00040441+0.00024139i,3.6924e-05-4.6369e-05i,-1.9351e-05-0.0010432i,0.00028893-0.00067099i,0.00034247+0.00068217i,-0.00039695+0.00075957i,-0.0003019+0.00010216i,0.00047381-1.935e-05i,0.00067136-0.00030954i
0.00055391+0.0013105i,0.00032629+0.0016823i,0.0010069+0.0017576i,0.0016241+0.0013312i,0.0014897+0.00057867i,0.00040225+0.00029304i,0.00042653+0.00025104i,0.0010169-4.7595e-05i,0.00078518-0.00061229i,-0.00014225-0.00026598i,-0.00073659+0.00033325i,-0.00061211+0.00026697i,-4.2309e-05-0.00047195i,0.00062328-0.00056476i,-3.5666e-05+0.00014091i,-0.00065563+0.00026358i,-3.9035e-05+0.0005045i,0.00029413+0.00065197i,-0.00038748+0.00047636i,-0.00050876+0.00079153i,-0.00071547+0.00062091i,-0.00058-3.7292e-05i,-0.00030548-0.00086724i
0.00011933-0.002081i,0.0006313-0.0017166i,0.0005521-0.0027776i,-0.0002036-0.0020668i,-0.00075886-0.00096421i,-0.00021649-0.00028623i,0.00039176-0.00026395i,0.00015727-0.0006424i,4.7595e-05-7.4906e-05i,-0.000157+0.00036909i,-0.00061197-7.9973e-05i,-0.00013352+9.2481e-05i,0.00058997+0.00088001i,0.00048026+0.0006111i,-0.00021046-0.00031927i,-0.00056312-0.00086624i,-2.7476e-05-0.00024623i,-7.631e-05+4.0826e-05i,-0.00061292-0.00014368i,-0.00033689+0.00082045i,0.00016801+0.00089573i,-0.00013674+0.00022449i,-0.00036742+0.00043543i
-0.00078125+4.5774e-05i,0.00018508+0.00020513i,-0.00017977+0.0002565i,-0.00091526+0.00025072i,-0.0013035+0.00064811i,-0.0012224+0.00052046i,-0.00047466+0.00012661i,7.0879e-05+0.0004612i,-0.00012749-0.00019031i,-0.00022483-2.0899e-05i,-0.00014995+0.0006824i,0.00011863+0.00048696i,-0.00024386+0.00079485i,-0.00052094+0.0011662i,-0.00065229+0.00089791i,-0.0010848+0.00047032i,-0.0013752+0.00065383i,-0.0012262+0.0010796i,-0.00078756+0.00071329i,2.8918e-05+0.00013186i,0.00012359-7.9099e-05i,2.1901e-05-0.00029797i,0.00012632-0.00016166i
-0.00093225+0.0011917i,-0.00051313+0.0018906i,0.00023023+0.002327i,0.00041416+0.0020429i,0.00011894+0.001174i,5.0088e-06+0.00048683i,-2.9394e-05+0.00070402i,-0.00027305+0.00023047i,0.00029955+0.00010617i,0.00081465+0.00035067i,0.00066256-0.00019323i,0.00057016-0.00048193i,0.0001227+0.00027358i,0.00017345+0.00075501i,0.0006485+0.00049822i,0.00091657+0.00056889i,0.00075227+0.00090455i,0.00029625+0.00023028i,-0.00045361-0.00028536i,-0.0012135+0.00072245i,-0.00069333+0.0015069i,-0.00015499+0.00059487i,-0.00012969+0.00012378i
-0.00091304+0.00018432i,-0.0019199-0.0010662i,-0.0024295-0.00060972i,-0.0013795+5.7639e-05i,0.00059188+4.7051e-05i,0.0014245-0.00018606i,0.0018642-0.00068858i,0.001068+1.3358e-05i,-2.734e-05+0.0012112i,-0.00013842+0.00081447i,4.5517e-05+0.00019355i,0.00041978+0.00093654i,0.00051354+0.0014829i,0.00046392+0.00030831i,0.00035366-0.00051714i,-0.00016605-7.2467e-05i,-0.00019637-0.00045213i,0.00010415-0.0006741i,0.00036695-0.00063747i,0.0010244-9.9807e-05i,0.0010664+5.4104e-06i,0.00051559+7.3631e-05i,1.4303e-05+0.00045022i
-0.001635+0.00055289i,-0.00092366+0.00082509i,-0.0012894+0.00083872i,-0.00044655+0.0011454i,0.0008804+0.0011748i,0.0016911+0.00079132i,0.0012526+0.00014628i,0.00076798-0.00022247i,0.00059868-0.00032231i,0.00052386+0.00018344i,0.00052319+7.75e-06i,0.00025593-0.00050777i,0.00088064+0.00059797i,0.0013999+0.0014557i,0.0013351+0.0011914i,0.0013479+0.00071351i,0.00064826+0.00011786i,-0.0004669-0.00013129i,-0.00039047+0.00049879i,-0.00047147+0.00071744i,-0.00068531+0.00018353i,-1.6478e-05+0.00017885i,0.00059618+0.00054208i
0.0011978-0.00027124i,0.00092065+0.00031391i,0.00042886+0.0014105i,-3.3951e-05+0.0020312i,-0.0003604+0.0019077i,-0.00027485+0.001651i,0.00014894+0.0013118i,0.00055141+0.00065771i,0.00081264+4.7795e-06i,0.00031924-3.0482e-05i,-0.00017513+0.00018411i,-0.00020072+8.5495e-05i,-7.9337e-05+0.00021891i,-0.00042563+0.00036623i,-0.0014534-0.00018001i,-0.0014275-0.00058143i,-0.0010333-0.00056237i,-0.00058687-0.00037469i,5.4192e-05+0.00020105i,-0.00014415+0.00020046i,-0.00073173-0.00046028i,-0.00087714-0.0008125i,-0.00044552-0.00062415i
-0.001412-0.0015764i,-0.0013436-0.0011638i,-0.000996+0.00012373i,-0.00046438+0.00044296i,-0.00035976+0.00063329i,0.00030736+0.00047858i,0.0014753-0.00024979i,0.0011209-0.0010051i,0.00012345-0.00072402i,0.00087113+5.2106e-05i,0.0011099+0.00067644i,3.037e-05+0.0010424i,-0.00046502+0.0012278i,-0.00042886+0.0009612i,-0.0010631+0.00025026i,-0.0013092+0.000421i,-0.00099138+0.00024529i,-0.0004254-0.00022693i,0.0003139+0.00035017i,0.00044846+0.0012753i,0.00010924+0.00047872i,0.00013194-0.00024203i,0.00064679+0.00014917i
-0.001153-0.0004028i,-0.00065917+0.00012096i,-0.00048594-0.00012383i,0.00042903+0.00031716i,0.00081363+0.00026166i,0.0010384-3.9394e-05i,0.0016389-0.00040845i,0.001542-0.00088459i,0.00059478-0.00014775i,0.00064982+0.0007526i,0.00034984+0.00097056i,-0.0007592+0.00017344i,-0.00062612+0.00035538i,0.00025635+0.00069115i,0.00052677-9.1103e-05i,7.4718e-05-0.00022145i,-0.00017326+0.00025973i,-0.00047192+0.00052396i,-0.00089569+0.00081306i,-0.00091758+0.0011498i,-0.00078891+0.0012314i,-0.00081497+0.0008882i,0.00014247+0.0010502i
0.00058935-0.00044181i,0.00022548-0.00067686i,-1.796e-05+0.00052136i,-0.0013037+0.00072941i,-0.0016406+0.00031703i,-6.344e-05+0.0005089i,0.00066294+0.00026693i,0.00058178-0.00031063i,-7.3054e-05-0.00044036i,-0.00044953-0.00020842i,-6.9256e-06-0.00036329i,0.00032625-0.00062622i,0.0008887-0.00083009i,0.00076346-0.00053108i,6.4137e-05-0.0012001i,4.41e-05-0.00099569i,0.00027919+0.00020303i,0.00021545+0.0001558i,0.00015625-0.00034945i,-0.00014748+3.7143e-05i,-0.00048566+0.00065936i,0.00025024+0.00053702i,0.00067258+9.6928e-05i
0.00067195-0.0005191i,0.00052317-0.00044406i,0.00092353+0.00043499i,0.001262+0.001001i,0.00077671+0.0014197i,0.0012+0.0014724i,0.0016114+0.00045999i,0.0009547-0.00018549i,0.00064003-0.00021055i,0.00028071-5.3496e-05i,8.5124e-05+3.508e-05i,-0.00019764+0.00030275i,-0.0012268+0.00035757i,-0.00099093+0.00047947i,-0.0006196+0.00063888i,-0.001334+0.00045275i,-0.0015546+0.00088893i,-0.00051985+0.0012578i,0.00045724+0.0009292i,0.000602+0.00090822i,0.00063183+0.00092005i,0.0010137+0.00028864i,0.00094175+6.4332e-05i
-0.001342-0.00029878i,-0.0021319+9.977e-07i,-0.001681+0.00046662i,-0.00073647+0.00047036i,-0.00028766+0.00038532i,0.00081941+0.00052162i,0.0021436-0.00011732i,0.0010636-0.00086662i,-0.00063015-0.00055206i,-3.9686e-05+0.00029836i,0.00016969+0.00025885i,-0.00089872-0.00043673i,-0.0010529-0.00029947i,-0.00057133+8.3442e-05i,-0.00062931+0.00028866i,-0.0011048+0.00072266i,-0.00068152+0.00060003i,0.00039684-4.4075e-05i,0.0011467-0.00017743i,0.0010744+0.00040504i,0.0004457+0.00039561i,0.00030668-0.0003627i,-0.00015021-0.00078042i
-0.00077929-0.00068332i,-0.0011378-0.00086293i,-0.0017732-0.00079208i,-0.00187+1.3267e-05i,-0.001954+0.00043095i,-0.00081342+0.0010156i,0.00060993+0.001373i,0.00051668+0.00082408i,1.8176e-05-2.9253e-05i,0.00014709-0.0004744i,-0.00010718-0.00091147i,-0.00057751-0.0007489i,-0.001036+0.00011593i,-0.0017675+0.00024689i,-0.0017612+0.00035646i,-0.00096941+0.00019748i,-0.00020096-0.00043041i,-0.00036107-0.00052935i,-0.001127-0.00025434i,-0.00024621+0.00021507i,0.00070887+0.00026623i,0.00056327+0.00053033i,2.6298e-05+0.00023921i
0.00051566-0.0023299i,-0.00042792-0.0020582i,0.00035809-0.0006574i,0.0015289+0.00071835i,0.0016237+0.00084232i,0.00094683+0.00033488i,0.0011886-3.0572e-05i,0.00082259-0.00056914i,0.00017202-0.00067258i,8.5748e-05-0.00065113i,7.3758e-05-0.00022223i,1.5378e-05-4.9646e-05i,-0.0001889+0.00032341i,-0.00038157+0.00082021i,0.00016883+0.00026277i,-0.00034461+0.0003908i,-0.0013054+0.00048938i,-0.00070449-0.00043504i,-0.00021749-0.00077448i,0.00036668-0.00026649i,0.0006409+0.00030717i,-0.0001928+0.00029616i,-0.00077781+7.6028e-05i
0.0037357+0.00036537i,0.0048515-0.00025378i,0.0046953+0.00071196i,0.0023881+0.00030092i,0.00066313-0.00067854i,0.00061755-0.00090437i,0.0013273-0.0008232i,0.0019644-0.0009583i,0.00084644-0.00028765i,0.00011588+7.494e-05i,0.00052955+0.00019733i,0.00022227+0.00045367i,-0.00039954+0.0003976i,-0.00072939+6.2167e-05i,-0.00082726-0.00052721i,-0.001152-0.00064645i,-0.0013158-9.7441e-05i,-0.0011974+0.00010159i,-0.00057773+6.4269e-05i,0.00028392-0.00018442i,-0.00024644+9.1653e-05i,-0.00066025+0.00017772i,0.00023694-0.00020635i
0.00099136+3.9335e-05i,0.0010292-0.00069159i,0.0019134+0.00047875i,0.0012434+0.0012559i,0.00024085+0.0011855i,0.00049668+0.00092699i,0.0011725+0.00092897i,0.0013306+3.6629e-05i,0.00018182-0.00047582i,-0.00051924-6.8957e-06i,-0.00028104+0.00017563i,0.00021045+0.00024442i,0.00028776-0.00011024i,0.00033438-9.0686e-05i,0.00017095+7.5768e-06i,-0.00023806+6.9165e-05i,-0.0004864+0.00061827i,-0.0012683+0.0011243i,-0.00077193+0.00022391i,0.00032981-0.00045388i,0.0001916-0.00038049i,0.00058262-0.0001656i,0.00088078+0.00070385i
0.0007553-0.00099509i,-0.00042356-0.0028867i,0.00061145+0.0012133i,0.0013026+0.0018618i,0.00072005+0.00076208i,0.00062426+0.00087201i,0.00096074-0.00016409i,0.00034017-0.00088549i,-0.0010432-0.0003221i,-0.0010005+0.00017164i,-7.3852e-05+0.00028265i,-0.00012607+0.00020547i,-0.00033383+0.00060047i,-0.0003181+0.0011349i,-0.00012817+0.00024456i,0.00052097-0.0007463i,0.00073823-0.00064737i,0.00048172-0.00044825i,0.00026581-0.00041215i,8.016e-05+7.2335e-05i,-3.0029e-06+2.9254e-05i,-0.00079955-0.00071479i,-0.00025743-0.00066925i
0.0011161-0.00076763i,0.0020717-0.00030175i,0.0024193-0.0010458i,0.0021543-0.0013544i,0.00084251+0.00016143i,-5.0177e-05+0.0016522i,0.00075129+0.0014016i,0.001919+0.00067428i,0.0013426+0.00058424i,0.0002152+0.00039515i,0.00042014-0.00026787i,0.0006915-0.0012433i,0.00025423-0.000974i,0.00018065+0.00038702i,0.00061205+0.00044491i,-0.00016291+0.00027359i,-0.0011891+0.00046664i,-0.0011437+6.2539e-05i,-0.0004715+0.00027474i,-0.00026453+0.00058126i,-0.00018017-0.00028946i,-9.4386e-05-0.00081308i,-0.00033425-0.00058513i
0.0025839+0.00068034i,0.0022106+0.00077767i,0.001494-9.1299e-05i,0.00048363-0.00074527i,0.00054386-0.0013666i,0.00091225-0.0013462i,0.00062181-0.00085608i,7.3612e-05-0.00088808i,-0.00018422-0.00054625i,8.0366e-05-0.00047048i,0.00046449-0.00069557i,0.00092-0.00032786i,0.00063484+0.00016452i,0.00023993+0.00029184i,-4.2e-05-0.00033621i,-0.00010993-0.00043091i,0.00012337-4.1738e-05i,7.4432e-05+9.8141e-05i,-0.00071235+0.00092043i,-0.0011535+0.0017099i,-0.00063118+0.0011476i,0.00049505+0.00023362i,0.00097819-6.5429e-05i
0.0018512+0.0013898i,0.0024195+0.001853i,0.0021171+0.00056482i,0.0010284+0.00046602i,-0.00044066+0.00081572i,-0.00070836+0.00073389i,1.3273e-05+0.00042733i,0.0009926-1.7905e-05i,0.0012355-0.00014507i,0.0010005-0.00022718i,0.0009099-0.00019398i,0.00018312-0.00080589i,-0.00038471-0.001272i,-0.00055413-0.0011466i,-3.4147e-05-0.00061531i,8.012e-06+9.6476e-05i,-0.00082326+0.00010514i,-0.00032504-0.00060599i,0.0003763-0.00060383i,0.00053388+0.00032201i,-0.00020314+0.00076916i,-0.00059389+0.00012755i,-0.00030033+6.9593e-06i
0.00041591+0.00095506i,0.00021223-6.1789e-05i,-0.00064167-0.00066849i,-0.00034896-0.00075691i,0.00053301-0.00045748i,0.0012797+0.0009822i,0.0012992+0.0012029i,0.00046042-0.00039357i,-0.00018326-0.0011837i,-4.9187e-05+5.346e-05i,0.00063729+0.00084891i,0.00072546+0.00053226i,0.00044048+0.0002957i,0.0007778-0.00057591i,0.0012005-0.0012312i,0.00078705-0.0011044i,0.00047477-0.00076865i,0.00065113-0.00044363i,0.00077933-0.00032521i,0.00056975+4.2998e-05i,-0.00036913+0.00027404i,-0.00042638+3.2899e-05i,9.206e-05-0.00029497i
0.00079635+6.9778e-05i,-0.00038695+6.7488e-05i,-0.00039493+0.00062999i,-1.0756e-05+0.0015756i,0.00016561+0.00034541i,0.00037974-0.0020161i,0.0007451-0.0016857i,0.00079271-9.6339e-05i,0.00063744-3.8362e-05i,0.000941-0.00048704i,0.00079676-0.00058977i,-7.5377e-05+0.00025329i,-0.00028912+0.0013731i,0.00046449+0.0014746i,0.00016546+0.00073501i,-0.00051873+0.00017476i,-3.3649e-05-0.00038047i,0.00011095-0.00020354i,-0.00021108-9.263e-05i,-0.00021837-0.00054694i,-0.00025166-0.00056938i,-0.00035325-6.3766e-05i,0.00027952-0.00010965i
0.0014613-0.00029259i,0.0028935-3.397e-05i,0.0036009-0.00074169i,0.0016826-0.0015795i,-0.00014235-0.00060645i,-0.00044571+0.00027048i,0.00097964+0.00053556i,0.0014188+0.00079292i,0.00040686-7.6712e-05i,0.00044663-0.0007216i,0.00099879-3.1455e-05i,0.00025237+0.00039628i,-0.0010194+0.00053762i,-0.001022+0.0004971i,-0.00050435+0.00029674i,-0.00052601+0.00043827i,0.00020758+0.00071682i,0.00075027+0.00039084i,-0.00028841+0.00069038i,-0.0011741+0.00017173i,-0.00039935-0.00066845i,0.00038392-0.00024215i,-0.00024348-0.00021562i
-0.0020321+0.0033791i,-0.0020334+0.0041261i,-0.0026895+0.0033764i,-0.002469+0.0023791i,-0.00090331+0.0012003i,0.00082292+3.9917e-05i,0.0012285-0.00027797i,0.00046498-0.00048106i,-0.00028471-0.00049806i,-0.00037259-0.00015411i,0.00055441+0.00026481i,0.00066629+0.00049256i,0.00046309+4.6426e-05i,0.00079824+0.00038845i,0.00075776+0.0010025i,-5.3175e-06+0.00055129i,-0.00038019+0.00012543i,-0.00024423+0.00032079i,-0.00026886+0.00048357i,5.8878e-05+0.0005383i,0.00019723+0.00037932i,-0.00021698+0.00059335i,0.00015075+0.00057744i
0.0018041-0.00013484i,0.001535-0.00079452i,0.0013467-0.0010905i,0.0022633+0.00013892i,0.0022236+0.0005042i,0.0011399+0.0005615i,0.0015253+2.2566e-06i,0.0016972-0.00082154i,0.00090359-0.00083108i,-9.5887e-06+1.9974e-05i,-0.00053722+3.4768e-05i,-0.001454-0.00045206i,-0.0013078-0.00070024i,-0.00021884-0.00090399i,-0.00057442-0.0010564i,-0.00094964-0.00078965i,-0.00046276-0.00016142i,-0.00087718+0.00024921i,-0.0012584+0.00019653i,-0.00095812+0.00020475i,-0.0008375+0.00025368i,-0.00088719+0.00021914i,-0.00022868+0.00011445i
-0.00045287-0.0015083i,-0.00090002-0.0021755i,0.00023551-0.0026592i,0.00042144-0.0024519i,-2.9679e-05-0.0012826i,0.00067173-0.00039126i,0.0012769-0.00035119i,0.0014059-0.0014352i,0.00042848-0.0016598i,-0.00069657-0.00086624i,7.6958e-05-0.00062804i,9.5885e-05-0.00050884i,-0.00064185-0.00048806i,-0.00040194-0.00060497i,-0.0003584-6.2478e-05i,-0.00072381-0.00026029i,-0.00046291-0.0006185i,0.0003676-0.00052942i,9.4237e-05-0.00015699i,-0.0001182+4.4853e-05i,0.00024437+7.1069e-05i,0.00017232+0.00028247i,0.00016658-4.173e-05i
-0.00041967-0.00061225i,-7.6312e-05+0.0005352i,0.00066244+0.00092677i,0.0011614+0.00017513i,0.00049367+0.00010091i,0.00012284+0.00056173i,0.00037748+0.00020121i,-0.0001428-0.00059051i,-0.0003997-0.00055039i,-0.00036151-5.4744e-05i,-2.4345e-06+0.00036594i,0.00010278+0.00063406i,-0.00035907+0.00035785i,-0.00017351+0.00066657i,-1.2413e-05+0.0012274i,-0.00044747+0.00061247i,3.254e-05-9.2331e-05i,0.00025968+3.0809e-05i,-4.9145e-05+0.00046468i,-0.00053489+0.00082273i,-0.00089789+0.00056895i,0.00014708+0.00047843i,0.00073044+0.00038806i
0.0020991+0.00052977i,0.00136+0.00088925i,0.0016458-9.9705e-05i,0.0013763-0.00074387i,0.00045333+0.00022807i,-0.00027638+0.0010822i,0.00015763+0.0012112i,0.00072485+0.00079471i,0.00017903+2.1897e-05i,-0.0002279+0.0001222i,0.0005866+0.00042088i,0.00090752-0.00044741i,8.3632e-05-0.00042848i,0.00017988-0.00021861i,0.00050471-0.00044876i,-0.00022866-0.00038146i,-0.0010023+2.3942e-05i,-0.00072674-3.7554e-05i,0.00016714-0.00066768i,-7.8108e-06-0.00056795i,-0.00063915-0.00015751i,-0.00042779+0.00045926i,0.00013892+0.0005969i
-0.0021369+0.00074946i,-0.0018487+0.00041151i,-0.001422+0.0007777i,-0.00025602+6.5609e-05i,0.0014138+0.00012294i,0.0021473+0.0015476i,0.002004+0.0014504i,0.00086835+0.00026761i,0.00040437+2.4584e-05i,0.0001119+0.00019361i,-0.00016043+8.8943e-05i,-0.00080389+0.00086095i,-0.00115+0.00071702i,-0.00078903+0.00064049i,-0.001129+0.0014805i,-0.0011758+0.0012164i,-0.00080335+0.0003677i,-0.00061726+0.0001767i,-0.00057977+0.00054068i,-0.00036683+0.0010056i,-0.00010181+0.0008133i,-0.00032602+0.00042699i,-0.0003854+8.209e-05i
-0.0007599-6.2542e-05i,-0.00087381-0.00083169i,-0.0011514-0.0012057i,-0.001014-0.00070205i,-0.00065054+9.7614e-05i,5.8132e-06+0.00064456i,-4.1383e-05+0.00063847i,-0.0007578+0.00020635i,-0.0012178-0.00019489i,-0.00099097+0.00016009i,-0.00053563+0.001151i,-0.00025363+0.0011164i,0.00067008+0.00084711i,0.00094729+0.0010752i,-0.00028195+0.00043951i,-0.00097732+6.3678e-05i,-0.00055351-9.5559e-05i,6.565e-05-3.1336e-05i,1.2778e-05+0.00079362i,1.162e-05+0.001175i,-4.5352e-05+0.00062897i,-0.00040104+0.00026004i,-0.00026643+0.0003526i
0.0011272+0.00057757i,1.6458e-05+0.0011913i,0.00082127+0.0007277i,0.0010372+0.00070105i,0.00043342+0.00066923i,8.64e-05+0.0013527i,0.00023431+0.0016971i,0.00054257+0.00065391i,0.00027973+0.00011893i,0.00013648+0.00058996i,0.00029561+0.00069045i,-0.00029875-0.00013309i,-8.095e-05-0.00076506i,0.00034227-0.00024347i,-0.00028074+0.00073113i,-0.00041208+0.00048897i,0.00029033+0.00025168i,0.00042483+0.00072506i,-0.00033144+0.00040629i,-0.0006649+0.00048159i,-2.8596e-05+2.1249e-05i,0.00033253+0.00010294i,-0.00051676+0.0001583i
-0.00094186+0.00045383i,-0.00076834+0.0010708i,-0.0010555+0.0018161i,-0.001227+0.0015794i,-0.00025411+0.0011374i,0.0010426+0.00046819i,0.00070257-0.00025544i,-3.0331e-05-0.00058442i,-5.1912e-05-0.0012229i,0.00031485-0.0016321i,0.00035751-0.0012918i,-0.00021572-0.00053711i,-0.0010712+0.00014285i,-0.00071462+0.00036808i,-0.00010157-3.687e-06i,0.00041496-0.00030095i,-1.9364e-05+0.00029288i,-0.00031526+0.00064271i,0.00024719-0.00016931i,-1.3534e-05-0.00050559i,-0.00083717-0.00034645i,-0.00091666-0.00079433i,-0.00071206-0.00076124i
0.0008206-0.0011298i,0.0011648-0.0011063i,0.00073907-0.0013633i,0.00046659-0.00065557i,-0.00030424-9.7876e-05i,-0.00057058+0.00045914i,0.0002035+0.00096637i,0.00052543+0.00097234i,-7.6189e-05+0.00058682i,-0.00021194+0.00031673i,0.00025388+0.00019249i,3.344e-05-0.00011329i,-0.00063784-0.00030195i,-0.00059646-0.00049065i,-2.0647e-05-0.00023437i,9.1803e-05-0.00027101i,-0.00037107-0.0004169i,-2.4631e-05+4.0112e-05i,8.2415e-05-1.3564e-05i,-0.0005974+0.00037473i,-0.00016715+0.00083228i,0.00075154+0.00029819i,0.0011541+5.711e-05i
8.0551e-05+0.00017012i,0.0001133+0.0011477i,8.7396e-05+0.0013068i,-0.00078015+0.0010115i,-0.0011328+0.0011249i,-0.00085796+0.00087651i,-0.00058836+0.00013622i,0.00021471-0.00072061i,0.0010344-0.00040626i,0.0011379+9.7793e-05i,0.00062093+6.2798e-05i,-7.888e-05+0.00014647i,-0.0004914-0.00037513i,-0.00068546+0.00012271i,-0.0005014+0.00044859i,-0.00049633+0.00033544i,-0.0012622+0.00028124i,-0.00097567-0.00025454i,0.000335-0.00052413i,0.0012247+7.2629e-07i,0.00081742+0.00010676i,0.00012791+0.00031393i,0.00013566+0.00060233i
0.0014526+0.0018916i,0.00085409+0.0018927i,0.0027293+0.0010892i,0.0031176+0.00018788i,0.0014715-0.00012762i,0.00055574-0.00029176i,-2.1704e-05-0.00022472i,-7.8116e-05-0.00075561i,-0.00014102-0.0015765i,-2.4133e-05-0.0010678i,-3.4763e-06-0.00046243i,-0.00051115-0.00015108i,-0.00058995+0.00043014i,-0.00030242+0.00067747i,-0.00044722+0.00079093i,-0.00081142+0.00039125i,-0.00086075+0.00010906i,0.00013269+0.00014479i,0.0010401+0.00024837i,0.00097443+0.00035272i,0.0010014+0.00064792i,0.00010667+0.00055109i,0.00014118-0.0007858i
-0.0014+0.0015354i,-0.0017515+0.0020736i,-0.00079012+0.0028511i,0.00044894+0.0031846i,0.0011995+0.0019252i,0.0015824+0.00091434i,0.0014548+0.00029619i,0.0010982+0.000357i,0.00041299+0.00046417i,0.00019548+0.00013837i,0.0006441-0.00034493i,0.00022553-0.00049495i,-0.00047847+7.8585e-05i,-0.00085758-4.1154e-05i,-0.0004517-0.00020724i,-0.00022379+0.0004401i,-0.0010016+0.00036134i,-0.001121-6.7972e-05i,-0.00094197-0.0005728i,-0.00078089-0.00024289i,-0.00026297+0.00078864i,6.7166e-05+0.00055008i,-7.1111e-07+4.5377e-05i
