-0.0037967+0.00025199i,-0.0021613+0.0003452i,-0.0018493+0.0010626i,-0.0011864+0.0017107i,8.6659e-05+0.0029063i,0.00084956+0.0032294i,0.00092735+0.0023403i,0.00054239+0.0014861i,0.00053316+0.00078085i,0.0013239-5.9718e-05i,0.0011315-0.00047111i,3.617e-06-0.0007345i,-0.00068978-0.0014243i,-0.0013216-0.0014578i,-0.0015444-0.00069375i,-0.00072577-0.0002332i,2.3696e-05-3.8641e-05i,-3.9906e-05-0.0004421i,-2.6459e-06-0.0011153i,0.0003866-0.00085341i,-0.00020704-0.00052153i,-0.00077763-0.00053182i,-0.00049046-0.00011383i
0.00026326-0.00091395i,-0.00019844-0.00013915i,-0.00078906-0.00019185i,-0.00099012-0.00062242i,-0.0011304-0.00034629i,-0.00087851+0.00025058i,-0.0001062+0.00013426i,0.00049466-0.00029753i,0.00025415+0.00023443i,-0.00034112+0.00045783i,-0.00084632-9.7436e-06i,-0.00090954-0.00017494i,-0.00038728-0.00026453i,0.00017934-0.00089373i,0.00010458-0.0011996i,-0.00024656-0.0012103i,-0.00041163-0.0011829i,0.00031551-0.0010173i,0.00071896-0.00021846i,-0.00024773-0.00053079i,-0.00055222-0.0013533i,-0.00016852-0.00043466i,-0.00013225+1.2759e-05i
-0.00024651-0.00013951i,0.0002586-0.00066134i,0.0004325-0.0015264i,-2.556e-06-0.0013007i,-0.00064363-0.00039961i,-0.00071306+0.00021634i,0.00024867+0.00027682i,0.00085149+9.4573e-06i,0.00048169-0.0007931i,0.00049529-0.0011319i,0.00062294-0.00096014i,0.00020572-0.00051426i,-0.00028142-0.00045995i,-0.00022977-0.00065635i,0.00011431-0.00037333i,1.1375e-05+0.00017483i,-0.00046527-7.1566e-05i,-0.00050415-0.00016334i,-0.00031421+0.00015774i,-0.00032726+0.00033624i,0.00014308+0.00050289i,0.00070807+0.0001306i,0.00061921-5.6543e-05i
-0.0014469-0.00064774i,-0.0010572-0.00084599i,-0.00082652-0.00045314i,8.3889e-05-1.3737e-06i,0.00075459+0.00062566i,0.0008346+0.0014616i,-1.2801e-05+0.0016197i,-0.00088904+0.00085269i,1.4825e-06-0.00022913i,0.00073829-0.0010339i,-9.3181e-05-0.0013265i,-0.00059937-0.00093553i,-0.00025574-0.00021143i,-6.3575e-05-0.00034196i,2.8098e-05-0.00081906i,-0.0001368-0.00085607i,0.00014414-0.00049036i,1.9409e-05+0.0001193i,7.1401e-05+0.00049143i,0.00073365+0.00055754i,0.0012964+8.7821e-05i,0.00099391-0.00010921i,0.00026777+0.00026623i
0.001711+0.0013625i,0.0014223+0.00094609i,0.001809-8.1279e-05i,0.0011957-0.00084215i,0.00035965-0.00088154i,-0.00033289-0.00015335i,-0.00092079+0.0009202i,-0.00023392+0.0008451i,-4.3615e-05+0.00027948i,-0.00041474-0.00035726i,-0.00025178-0.00041166i,-6.316e-05-0.00027252i,2.1653e-05+2.4559e-05i,2.492e-05+0.00042498i,-0.00019062+0.00024614i,-0.00022675+0.00014223i,-1.0278e-05-8.8827e-05i,-2.7735e-06+0.00020207i,-0.00042349+0.00053038i,-0.00073738-0.00037466i,-0.0008271-0.00028444i,-0.0013505+0.00066802i,-0.00035256+0.0011377i
-0.00056634-0.00074956i,0.00051212-0.0020618i,0.00089015-0.0013551i,0.0014367-0.00062838i,0.0014501-0.00011404i,0.0010463+0.00045238i,0.00050324+0.0010485i,-0.00018235+0.0010942i,-0.00070816+0.00043629i,-0.00034232-0.00025085i,-0.00014064-0.00022408i,-0.00052763-0.00027658i,-0.00017321-0.00067624i,0.00021713-0.00033382i,-0.00021494+0.00021059i,-0.00020849-0.00017951i,-0.00026651-0.000891i,-0.00054727-0.0010267i,-0.00038212-0.0002432i,-0.00033785+0.00046597i,-0.00028288+0.00010806i,-1.7091e-05-0.00061687i,-0.00011753-0.00094951i
-0.0024053+0.0014345i,-0.0027226+0.0020042i,-0.0016545+0.0018744i,-0.00045084+0.00039221i,0.00036438-0.00039557i,4.0508e-05-6.1091e-05i,0.00013358+0.00063316i,0.0002503+0.0010646i,-3.6375e-05+0.0013693i,0.00066246+0.00089885i,0.0012901-0.00058494i,0.00046368-0.0014839i,-0.00075978-0.0010857i,-0.0012438-0.00031503i,-0.00080523+0.00055698i,-0.00011112+0.0010671i,0.00023222+0.00094217i,-3.0836e-05+0.0002771i,0.00025667-0.00039971i,7.4891e-05-0.00017456i,0.00016787-0.00011941i,0.0010919-0.00060778i,0.00090845-0.0008498i
0.00019896+6.9309e-05i,-0.00044183-0.00027445i,-0.001139+7.6871e-06i,-0.00040617-0.00045982i,-2.1581e-07-0.001105i,-0.00059733-0.00080164i,-1.7356e-05+0.00068433i,0.00018284+0.0011045i,0.00012778-8.3427e-05i,-0.00015474-0.0002929i,-0.00068503-0.0011912i,-0.00042744-0.0010564i,-0.00012829-3.2229e-05i,-0.00069954-0.00030879i,-0.0007529-0.0013419i,-4.1018e-05-0.0014435i,0.00016458-0.00043004i,3.1573e-05-7.588e-05i,-0.00010154-9.5284e-05i,-0.00031033+1.7296e-05i,-0.00055897-0.00067775i,-0.00020739-0.0011218i,0.00084131-0.0010496i
-0.00015213-0.00031362i,0.00015637-0.00019448i,-0.00017679+3.3748e-05i,-0.00011524-0.00027952i,1.4817e-05+0.00021224i,-0.00037967+0.00096886i,0.00034617+0.00099723i,0.00055963+0.00036329i,0.00057036-0.00022177i,0.00047412-0.00073518i,0.00025448-0.00072234i,-0.00039633-0.00017452i,-0.0009116-0.00010523i,-0.00027195-5.1858e-05i,0.00018362+0.0001404i,0.00018653-0.00015636i,0.00059459-0.00082323i,0.00060307-0.00094546i,6.8315e-06-0.00059045i,0.00029503-0.0004883i,0.00077206-5.8197e-05i,0.00065401+0.00064856i,-0.0001479-0.0001832i
-0.00023755-0.00087219i,-0.00045221-0.0014996i,-0.00062114-0.0017348i,-0.00099613-0.0012271i,-0.0011057-0.00077861i,-0.00053045-0.00043179i,-0.00089753+0.00022223i,-0.0008776+0.00078052i,-0.00057914-6.2775e-05i,-0.00055157-0.00056432i,-4.9335e-05-0.00062104i,0.00037469-0.00028033i,0.00031362+0.00018499i,0.00011881-0.00062291i,0.0003748-0.00057586i,0.00062924+0.0006491i,0.00072117+0.0001907i,0.0010666-0.00024577i,0.00051421+0.00030025i,0.00037281+0.00015536i,0.0006069-0.00032856i,3.0065e-05-0.00093439i,-0.00033156-0.00065331i
0.0012209-0.00017278i,0.0011506+0.00027494i,0.0012733+0.00030085i,0.00037179-0.00059494i,-0.00081024-0.0013288i,-0.0011409-0.00079257i,-0.00085873+0.00051078i,-0.00029749+0.00065452i,0.00031153+0.00031972i,0.0008612-0.00011241i,0.00079823-0.00070089i,0.00066399-0.00063888i,9.8346e-05-0.0011034i,-0.00023736-0.0010724i,3.8319e-05-0.00058379i,4.6445e-05-0.00018976i,9.7947e-05+3.6078e-05i,2.0906e-05+8.7771e-05i,-0.00053224+0.00053668i,-0.00045069+0.00048895i,-0.00016202-0.00066579i,-3.716e-05-0.00087826i,0.00041867-0.00048139i
0.00046397+0.00080842i,0.00069+0.00048722i,0.00034097+0.0003803i,-0.00031334+4.4826e-05i,-0.00050153+0.00029979i,7.978e-05+0.00031881i,-0.000137+0.00050115i,-0.00011781+0.0013497i,-0.00015655+0.001664i,-6.7149e-05+0.0002985i,0.00010881-0.00099253i,-0.00021006-0.0010707i,-0.00047407-0.00028934i,-0.00036472+0.00035813i,1.4835e-05+8.453e-05i,0.00058476-0.0002308i,0.0011546-0.00027616i,0.00077922+0.00050995i,-0.00010907+0.00089832i,-0.00033003+0.0004554i,0.00030013+0.00020022i,8.2981e-05-0.0001372i,-0.00084224-0.00045033i
0.001942+0.0003242i,0.0023874+0.00033105i,0.0017332-0.00019444i,0.0010175-0.0010906i,0.00046994-0.001712i,-0.00017464-0.0007555i,-0.00099335+0.00036812i,-0.00055678+0.00071517i,0.00037679+0.00067272i,-0.00015444-0.00041767i,-0.00094505-0.0010694i,-0.00097316-0.00068298i,-0.00075996-0.0005697i,-0.00043601-0.00078794i,-0.00080913-0.00064093i,-0.00098974-0.0006948i,-0.00026409-0.00055614i,0.00011081-0.00028093i,-6.6186e-05+0.00019025i,-0.00016644-0.00028518i,1.2601e-05-0.00067269i,0.00023938-0.0001084i,-8.0131e-05+0.00045656i
-0.00070182+0.00011815i,-0.0013533-0.0011949i,-0.00093239-0.0013956i,-0.00012566-0.00096748i,0.00026078-0.0014954i,0.00079889-0.0010432i,0.00034205+0.00041829i,0.00011736+0.00079262i,0.00098541+0.00042751i,0.00055709+0.00018173i,-0.0003024-1.5759e-05i,-0.0007142-0.0001927i,-0.00056553+6.5611e-05i,-8.0619e-05-0.00041023i,-0.0002114-0.00072721i,0.00014135-0.00028448i,0.00054503+1.8791e-06i,-9.1358e-05+0.00017999i,0.00035549-1.6686e-06i,0.0011151-8.2261e-05i,0.00098726-0.00018166i,0.00090995+4.0693e-05i,0.00041964-9.2781e-05i
-0.0015458+0.0027924i,0.00047172+0.0021838i,0.00074678+0.0012159i,0.00037555+0.00025102i,-1.931e-05-0.00019417i,-0.0005102-0.00023166i,-0.00067974+0.00067014i,-0.00062619+0.0012669i,-0.0003265+0.00048139i,-0.00016893-0.00068573i,0.000202-0.00066868i,6.1619e-06-0.00014471i,2.8301e-05-0.00026657i,0.00024502-0.00034016i,-0.00022116+6.3653e-05i,-0.00053646+0.00042403i,-0.00037835+0.00010596i,-0.00033123+0.00013303i,-0.00051595+8.3698e-05i,-0.00036487-7.7006e-05i,-0.00023051-0.00022405i,-0.0002415-0.00016084i,-0.00025021+0.00014628i
0.00018956-0.0011384i,5.7196e-05-0.00021646i,0.00046796+0.00095189i,0.00048181-3.6117e-05i,0.00017241-0.0013873i,-9.5616e-05-0.0006911i,-0.00017571+0.00028613i,0.00022722+0.00064214i,0.00014554+0.00058934i,2.9382e-05-0.00030874i,0.00016299-0.0005569i,-0.00064977-0.00064662i,-0.0013446-0.00068028i,-0.00088+0.00031028i,-0.00019896+8.0308e-05i,0.00034711-0.00069987i,-0.00035306+7.7238e-05i,-0.00097978+0.000745i,-9.5021e-05+0.00023526i,-2.0831e-06-0.00067526i,-4.3527e-05-0.00098787i,0.00036939-0.00040886i,0.00095746+0.00010147i
0.0025813-0.00041224i,0.0027356+0.00012338i,0.001766-1.4559e-05i,0.00015109-0.0011374i,-0.00082331-0.0011313i,-0.00025792-0.0001861i,0.00031174+0.00012143i,0.00026191+4.4125e-05i,-3.4731e-05-0.00064128i,-0.0001754-0.00064576i,-0.00086045+0.00018905i,-0.0013138+0.00051516i,-0.00022757+0.00091229i,0.00034265+0.00083814i,0.00022189-8.7264e-05i,0.00028052-0.0003728i,-0.00020956+0.00016378i,-0.00079807+0.00023533i,-0.00037004-1.392e-05i,-0.00024145+0.00029249i,-0.00031701+0.00044635i,0.00020901+7.1901e-05i,0.00050673-0.00051553i
-0.00061565-0.00019682i,-0.00072154+0.00017883i,-0.00043584+0.00023675i,-1.3409e-05+0.00046152i,-0.00037786+0.00081346i,-0.00039981+0.0013397i,-0.00047499+0.0015915i,-0.00020854+0.0013051i,0.00057974+0.00039355i,0.00096557-0.00079558i,0.0008932-0.001195i,0.00073571-0.00017013i,0.00043753-1.2403e-05i,-3.9321e-05-0.00072699i,-0.00027045-0.0008667i,8.1439e-05-0.00030772i,0.0001487+6.9478e-05i,-1.9164e-05-0.00074421i,-0.00039482-0.0012471i,-0.00028195-0.00036926i,0.0001953+0.00034854i,0.00015638-3.0442e-05i,0.00018976-0.00029943i
-0.00043088-0.0029327i,-0.00084451-0.0011381i,-0.00038682+0.00045784i,0.00030872-7.4504e-05i,0.00060279-0.00059967i,0.00055469+5.5611e-06i,0.00055277+0.001135i,9.3859e-05+0.00095389i,0.0003052-0.00024309i,0.00054996-0.00052047i,-0.00015622+0.00013934i,-0.00066966+0.00047791i,-0.00028714-0.00038892i,0.00019985-0.00014097i,-6.6536e-05+0.0008126i,-0.0002098+0.00070742i,0.00045957+0.00021829i,0.00068203-6.0717e-05i,0.00071744-2.2545e-05i,7.8687e-05+0.00026295i,-0.00068709+0.00046619i,-0.001049-1.4326e-05i,-0.00026374-0.0003195i
0.0012006+0.0036868i,0.0028841+0.0021521i,0.0036005+0.00062885i,0.0029647-0.00065421i,0.0013979-0.0015142i,0.00031025-0.00089599i,-0.00056035+1.1276e-05i,-0.0010482+0.00023789i,-0.00020193-8.6681e-05i,-0.00013844-0.00066182i,-0.00050241-0.00029606i,-0.00085259+0.00028465i,-0.00084912-0.00053059i,-0.00040583-0.0010005i,-0.00036324+0.00011067i,-0.00031556+0.00085871i,-0.00035808+0.00061911i,-0.00010949+0.00053249i,0.00075748+0.00091479i,0.00070566+0.00068204i,-1.0615e-05-0.00011493i,-9.9036e-05-0.00086449i,-0.00018202-0.00073921i
-0.0024665-0.00060394i,-0.0018537+0.00058829i,-0.00078702+0.0010607i,-0.00030988+0.00040552i,-8.8522e-05-2.6778e-05i,-0.00015525-0.00021879i,-0.0006141-0.00023933i,0.0001807-0.00010826i,0.00069529-1.2837e-05i,3.2087e-05-0.00027868i,-9.9256e-05-0.00025079i,0.00026508-0.00037509i,2.058e-05-0.00069015i,-0.00066922-0.00015793i,-0.00043418+9.5322e-06i,0.00050758+0.00040299i,0.00052629+0.00062228i,0.00024997+0.00035563i,0.00037623+0.00043896i,-0.00015947+0.0006501i,-0.00081731+0.0005166i,-0.0003494+0.00062768i,0.00047663+0.00097217i
-0.00062193+0.00023973i,-9.3392e-05-0.00054229i,6.4725e-05-0.0010018i,-3.4307e-05-0.00084966i,0.00028193-0.00089314i,0.00018182+0.00016053i,0.0007121+0.00076922i,0.00076669+0.00052223i,9.7869e-05+6.3825e-05i,-4.3312e-05-0.0010205i,0.00057457-0.001255i,0.00077326-0.00077682i,0.00022615-0.00019221i,-0.00019497+0.00039787i,-5.6213e-06+0.00020319i,-3.977e-05+0.00022129i,-4.6902e-05-0.0002454i,0.00042644-0.00077288i,0.00098065-0.00060732i,0.00054708-0.00096814i,-6.1021e-05-0.00073853i,0.00041061-0.00019145i,0.00057575-0.00077322i
-0.0012257-0.00037119i,-0.0020368-0.00065639i,-0.00090373-0.0014085i,-0.00062484-0.00135i,-0.0014989+0.00024885i,-0.0012586+0.001362i,0.00050502+0.00066481i,0.0014819+0.00010021i,0.0013585+7.9085e-05i,0.00087317+0.00026287i,0.00024657+3.1854e-05i,0.00028333-0.00061717i,0.00027731-0.00051859i,-0.00017011+9.471e-06i,-2.2624e-06+0.00014596i,0.00027363+0.00057518i,0.00067413+0.00073933i,0.0010873+0.00043706i,0.0013668+0.00033857i,0.00084766-7.2202e-05i,2.52e-05-0.00029326i,-0.0001091-0.0003502i,-0.00021171-3.5105e-05i
-0.00013607-0.00018974i,-0.00022575+0.0011139i,-0.00038159+0.0021823i,-0.00012147+0.0021025i,-0.00064376+0.0014161i,-0.00084031+0.0011505i,-0.0003256+0.0011418i,-0.00025571+0.00049386i,-0.0014439+7.1281e-05i,-0.0017329+0.0004053i,-0.00070106+0.00040122i,3.4088e-05+0.00059561i,6.8701e-05+0.00021812i,1.5736e-05+2.8905e-05i,0.00052203-9.9565e-05i,0.00044548-0.00054716i,0.00016059-0.00074549i,0.00031595-0.00026742i,0.00052373-0.00031047i,0.00080889-0.00063526i,0.00096178-0.00063873i,0.001413+0.00021104i,0.0015505+0.00045851i
0.00084006+0.00072391i,0.0013739-0.00091202i,0.0018021-0.0015554i,0.0013537-0.00021534i,0.00098293-6.0143e-05i,0.00075944-0.00014747i,-0.00019308+9.3851e-05i,5.604e-05+1.5955e-05i,0.00056542-0.00031533i,6.4174e-05-0.0012685i,2.7649e-05-0.00095955i,0.00016937-0.00023027i,-0.00017422-0.00036604i,-7.867e-05+5.5761e-05i,-2.0317e-05+0.00079261i,0.0003697+0.00011755i,0.0013659-0.0006185i,0.0010959-0.0001411i,0.00023247+0.00071591i,-0.0002497+0.00048951i,-0.00044778+5.7237e-06i,0.00027766-0.00016758i,0.00082711-0.00025374i
-0.0011759-0.00041972i,-0.0013102-0.0018514i,-0.00088688-0.0018333i,-0.00071932-0.0011634i,-0.00099425-0.00045919i,-0.0010556+0.00039707i,-0.00072282+0.0011819i,-0.00037971+0.00093389i,0.0002516+6.1305e-05i,0.00061407+8.4148e-05i,0.00042639-1.8857e-06i,0.00065448-0.0003112i,0.00032178-8.7253e-05i,-7.3308e-05+7.6828e-05i,-0.00013014+0.00027624i,7.8771e-05+0.00011889i,0.00064417-5.6817e-05i,0.00064361-9.5942e-06i,0.00032042+0.0006387i,-0.00034131+0.0012935i,-0.00068911+0.00013431i,-0.00012794-0.00105i,3.1238e-05-0.0012691i
0.0010977+0.00051934i,0.0009131+0.00036481i,0.00029857-0.00031913i,0.00016981+0.00032747i,0.00032044+0.001185i,-0.00017845+0.0017464i,-0.00034059+0.001637i,0.00053714+0.0011064i,0.00070837+0.00042851i,-0.00039886+0.0005159i,-0.00081088+0.00028936i,-0.0004583-0.0006988i,-0.00038438-0.00061659i,-0.00029126-2.1397e-05i,-2.6996e-05+0.00015434i,0.00035225+0.0002629i,0.00021971-0.00047745i,-0.00040366-0.00084325i,-0.00040382-0.00014992i,0.00015802+0.00023142i,-0.00059803+1.7221e-05i,-0.001346-0.00035283i,-0.00094711+4.2102e-05i
0.00043242-0.001435i,0.00069366-0.0019723i,0.00089218-0.0020546i,5.6089e-05-0.0027226i,0.00026289-0.00289i,8.6775e-05-0.00137i,-0.00023916+0.00023148i,0.00024254+0.00059801i,0.0003855-0.00010813i,-0.00010324-0.0007015i,-0.00039248-0.00071168i,-0.00030383-0.00052889i,-0.00059219-0.00063668i,-0.00052942-0.00045008i,-0.00018077+0.00030209i,-0.00040067-9.1793e-05i,0.00031774-0.00062587i,0.0012458-8.4109e-05i,0.0017283+0.00028852i,0.0014323+0.00035535i,0.00033787+0.00041025i,-0.00052265+0.00086565i,-0.00018083+0.00050794i
0.0010779+0.00073891i,0.0011589+0.00038281i,0.0008211-0.00044683i,0.00070686-0.0013863i,0.00030678-0.00052606i,-0.00027614+0.0010461i,-0.00034441+0.00083521i,0.00021644+0.00015363i,9.7438e-05-0.0006399i,-0.000768-0.0010917i,-0.0014268-0.00065718i,-0.00093612-0.00080871i,2.3172e-05-0.00089045i,0.00053756-0.00093926i,0.00019252-0.00089846i,-0.00051518-0.00034014i,-0.00041865+0.00015353i,0.00024034+0.00039572i,0.00039659+0.00035692i,0.00016737-7.4759e-05i,0.00027549-2.4237e-05i,2.6862e-05-1.9337e-05i,3.6315e-05+6.4167e-05i
0.00023125+0.0016311i,0.00072999+0.0013877i,0.001829-0.00021208i,0.0012371-0.0013287i,0.00010873-0.0018619i,-0.00080263-0.0014455i,-0.00056532+3.3654e-05i,0.0001208+0.00049223i,-0.00044678+0.00061806i,-0.00028386-0.00013995i,-0.00021667-0.0010575i,-0.00061327-0.0013916i,-0.00010031-0.00089668i,0.00041184+5.3257e-06i,0.00047157+0.00028022i,-1.7866e-05+0.00053734i,-0.0004677+0.00049125i,-0.00011407+0.00011506i,0.00029959-0.0006524i,0.00038461-0.0007727i,6.3929e-05-0.00022555i,-0.00020523-0.00013715i,0.00031372+0.00025422i
-0.0010434-0.00095839i,-0.0013066-0.0012297i,0.00029901-0.00051211i,-4.008e-05-0.00057184i,-0.00077048-0.00094599i,-0.00021083-0.00064476i,-4.8174e-05+0.00081239i,-0.00043307+0.0012563i,-0.0003721+0.00054093i,-0.0002467+8.9023e-05i,-0.00080698+7.0595e-05i,-0.00068019+0.00057156i,-0.00042704+0.0006289i,-6.3799e-05+0.00081402i,-0.00020216+0.00065898i,-0.00060687-0.00016725i,-0.00034008+0.00016793i,8.0801e-05+0.00043881i,0.0005574-5.2666e-05i,-0.00014918+0.00043467i,-0.0008276+0.00078591i,-0.00098673+8.0415e-05i,-0.00056272-4.5006e-05i
0.0016523+0.00066962i,0.0028297+0.00018237i,0.0013826-0.00035641i,-0.00060959-0.0014183i,-0.0016577-0.0021181i,-0.0012304-0.00090942i,0.00012762+9.6237e-05i,0.00083525+0.00071654i,0.00079362+0.00084574i,0.0010231-0.00026926i,0.00071249-0.00072756i,0.00040977-8.9778e-05i,-9.3372e-05+0.0004747i,5.4367e-05-9.9487e-05i,0.0004515-0.00066351i,0.00010164-0.00058247i,-0.00020436-5.8081e-05i,0.00012425+0.00035714i,0.0003402+0.00031794i,0.00042479+0.00018138i,0.00031591-0.00020039i,0.00071052+8.4086e-05i,0.00066076-8.3083e-05i
0.0017002-0.0015111i,0.001786-0.00042303i,0.0016965-0.00020347i,0.00014133-0.0007956i,-0.0011993-0.00047206i,-0.0011627+0.00032554i,-0.00023167+0.0008704i,0.0009924+0.00096158i,0.00055035+4.0149e-05i,-0.00049119-0.00088419i,-0.00051604-0.00078268i,-0.00054506-0.00022843i,-0.00010552+0.00042402i,0.00060059+0.00073603i,0.00071349+0.0010966i,0.00067751+0.0005613i,0.00095087-0.00018913i,0.00097607+1.8844e-05i,0.00020632+0.00052432i,-0.00020409+0.00057876i,-0.00025915-4.4857e-05i,-0.00042936+1.7204e-05i,-0.00048402+0.00084696i
0.00015906-0.00019535i,-0.00064921-0.00012107i,-0.001021-0.00041605i,-0.00017709-0.00057526i,0.00070305-0.00042606i,9.5796e-05+0.00012419i,-0.00073924+0.0012494i,-0.00032619+0.0013067i,0.00018622-0.00065618i,-0.00054773-0.0019864i,-0.00061859-0.0014233i,2.905e-05-0.00057353i,-0.00010438-0.00041062i,-0.00049955-0.00042043i,0.00014642-0.00033565i,0.00083001-0.00029826i,0.00072136-0.00061294i,0.00035845-0.00085707i,1.7199e-06-0.00047578i,-0.00037886+0.00016101i,-0.00025833-0.00028821i,-0.00042328-0.00070989i,-0.00055254-0.00030036i
-0.00044022+9.4314e-05i,-0.00036789+0.00033983i,-0.00040846+0.00023892i,-0.00017906-0.00027787i,0.00011229-0.00075391i,9.2253e-05+0.00011624i,3.6445e-05+0.001502i,0.0003557+0.0018263i,0.00024739+0.00082535i,-0.00046198-0.00052869i,-0.00039663-0.00072773i,-3.6433e-07-0.00043483i,-0.00028065-0.00013959i,-0.00074574+0.00017176i,-0.00059271+0.00011271i,9.6337e-06-0.00040984i,-0.00012269-0.00081303i,-0.00064083-0.00038916i,-0.00030192-0.00074337i,-0.00012806-0.00062753i,-0.0003687-0.00011054i,-0.00014413-0.00052633i,-2.2076e-05-0.00059102i
0.00084045+0.0002889i,0.00086016-0.00048308i,0.00067893-0.00074223i,0.00044668-0.0016677i,0.00016912-0.0013587i,-0.00084654-0.0003647i,-0.00082889+0.00042204i,-0.00066702+0.0010815i,-0.0006142+0.00062669i,0.00016809-2.9008e-05i,-0.00018215+0.00021808i,-0.00078879+0.00064077i,-0.0012913+0.00074198i,-0.0014328+0.00054135i,-0.00079417+4.2476e-05i,5.332e-05-0.0004798i,0.00056008-0.0011377i,0.00075489-0.00094936i,0.00051572-0.0002734i,0.0002605-0.00037214i,0.00029961-0.00099969i,5.1439e-05-0.00086165i,9.4403e-05-0.00015251i
0.00034285+0.001655i,0.001066+0.00087636i,0.0012098-0.00047014i,0.0010147-0.0013157i,0.00044635-0.00050083i,-0.0006419+0.00015943i,-0.00034486+6.4258e-05i,0.00030419+0.00041906i,0.00085915+0.0004429i,0.0011557+0.00031831i,0.00023469+0.00045452i,-0.00048351-0.00033516i,-0.00030683-0.00082585i,4.3437e-05-0.00039164i,0.00079076-9.4025e-05i,0.00059284-6.9581e-05i,-2.8153e-05-0.00016874i,-0.00064084-0.00012443i,-0.00057724-0.0001253i,0.00045856-0.00052151i,0.00075897-0.00052753i,0.0001115+0.00012675i,-9.5287e-05+5.6331e-06i
-0.00013978+0.00059403i,-0.00078857+0.00041874i,0.00028828+0.00045556i,0.00095029+0.0008558i,0.00031632+0.00023959i,0.00060734-0.0002404i,0.0006248+0.0005733i,0.0006534+0.0012467i,0.000565+0.00054634i,-0.00026522-0.00051198i,-0.00062204-0.00085251i,-0.00080039-0.00046675i,-0.00051341+0.0001371i,-0.00020918-2.242e-05i,0.0001235-0.0005093i,-0.00067229-0.00041187i,-0.0014701-0.00083094i,2.531e-05-0.0013136i,0.0011625-0.000844i,0.00067685-0.00034871i,0.00039108-0.00015381i,0.00059769+0.00011665i,0.00046231-0.00020693i
0.00042472-0.00047383i,0.00017979-0.00029543i,0.0013523-0.00053277i,0.0014874-0.0016398i,0.00080254-0.0019256i,-6.6096e-08-0.0004577i,-0.00017953+0.00066992i,0.00038471+0.00068162i,0.00072673+0.00042324i,0.00015266-2.8784e-05i,-0.00052757-0.00056598i,-0.00083966-0.0012674i,-0.00078787-0.0011649i,-0.00078968-0.00024596i,-0.00016235+0.00040775i,0.00061549+0.00042466i,0.00060739+0.00018095i,0.0001364-5.2551e-05i,-0.00049046-0.0007136i,-0.00026955-0.0010244i,2.7746e-05-0.00097076i,-0.00046945-0.001168i,-0.0013884-0.0010987i
0.00084114+0.0012181i,-0.0002824+0.00076535i,-0.0010977+9.5964e-05i,-0.0016458-0.00065666i,-0.0011916-0.0010331i,-0.0004633+0.00056545i,1.5001e-05+0.0020901i,9.8808e-05+0.0015227i,0.00024771-7.6099e-05i,-0.0002534-0.00059637i,-0.0002203+0.00014276i,0.00021057+0.00072515i,9.3255e-05+0.00043675i,0.00039928-0.00035598i,0.00092433-0.00028574i,0.0011307+2.6542e-05i,0.0008798-0.00015747i,0.0001364+1.5409e-05i,-0.00019177-2.3942e-05i,-9.043e-05-1.9663e-05i,0.00031617+0.00015988i,0.00049425+0.00039872i,7.0944e-05-0.0001401i
0.00069268+0.00024274i,0.0013904-3.4272e-05i,0.00090076-0.00049038i,0.00020522-0.00087395i,-0.00044748-0.001136i,-0.0016216-0.0011196i,-0.0014943-4.2569e-05i,-6.9294e-05+0.00075956i,0.00032512+0.00028476i,-5.2436e-05-0.00041052i,0.0002702-0.00061404i,0.00014717-0.00059471i,-0.00055288-0.00025894i,-0.00019318-0.00034045i,0.00098481-0.00037823i,0.0015552-0.00032108i,0.0012244-0.00048413i,0.0007655-0.00051369i,0.0012026-0.00046845i,0.0010738-8.7547e-05i,0.00016038+0.00026184i,9.651e-05+0.00050238i,5.4553e-06-2.5266e-05i
-0.00019901+0.0017498i,0.001185+0.0011599i,0.0024101+0.0008916i,0.001814+0.00060581i,0.0012796-0.00027717i,0.00029492-2.5996e-05i,-0.00029326+0.00063961i,-0.00028386+0.00038371i,-0.00014262-4.5832e-05i,-0.00019675-0.0006054i,-0.00024642-0.00017185i,-0.00065681+0.00091303i,-0.0005401+0.00047398i,0.0001689+0.00033903i,0.00034968+0.00058247i,0.00056666+0.00020289i,0.0012004-0.00024809i,0.00079245-0.00026741i,0.00025011-0.00029604i,-9.6913e-05-0.00024015i,0.00027764-0.00094955i,0.00061066-0.0011143i,0.0003202-0.00072927i
-0.00018859-0.0011982i,-0.00081523-0.0012571i,-0.001844-0.0011406i,-0.0014047-0.0010371i,-0.00048365-7.6279e-05i,-0.00038692+0.0017372i,0.00010629+0.002321i,0.00053459+0.0014167i,-4.1487e-05+0.00096307i,-0.0016287+0.0014289i,-0.0014799+0.0012937i,-0.00033327+0.00059861i,0.00016767-0.0001766i,0.00011348-0.00041419i,0.00033789-0.00065652i,0.00065419-0.00089601i,0.00067492-0.00086156i,0.0005696-0.0010902i,6.8662e-05-0.0012347i,-0.00019693-0.00086092i,-0.00044366-0.00046056i,-0.00055512-0.00026243i,7.8377e-05-0.00050703i
