-0.00011734+0.0006892i,0.0010043-7.95e-05i,-0.0010265-6.5668e-05i,-0.00082792-9.4196e-05i,-3.5574e-05+0.0011099i,-0.0013339+0.0025494i,-0.0019944+0.0034552i,-0.00039819+0.0029584i,0.0012684+0.00034306i,0.0013996-0.0018193i,0.00074064-0.0025113i,0.00087875-0.0025223i,0.0011774-0.0016541i,0.00030841-0.00091498i,-0.00048301-0.00068334i,-6.694e-05-0.00054066i,-0.00021031+0.00012504i,-0.00078271+0.00068814i,-0.00015969+0.00012885i,0.00036649+0.00014058i,0.00048849+6.9107e-05i,0.00061237-0.00036488i,0.00080597-0.00018017i
0.0025652-0.00015022i,0.0029697-0.0011108i,0.0026505-0.0010626i,0.0012819-0.001447i,0.0001295-0.0015591i,-0.00060653+0.00031046i,-0.00011308+0.0022654i,0.0011516+0.0018916i,0.0017905+0.00034716i,0.0011344-0.0005375i,0.0010685-0.0013036i,0.0012122-0.0020934i,-9.4166e-05-0.002172i,-0.00086768-0.001428i,-0.0007794-0.00075848i,-0.00054873-0.00097045i,-0.00042669-0.0011011i,4.4709e-05-0.0011837i,0.00023997-0.00030981i,-0.00034522+0.00092204i,-0.00091158+0.00095351i,-0.00059484+0.00031636i,-1.408e-05+8.1272e-05i
0.0035595+0.0019932i,0.0030735+0.0017987i,0.0025749+0.00058142i,0.0020408-0.0002556i,0.0014069-2.1611e-05i,0.00078824+0.00090702i,0.00074183+0.0014112i,0.0011511+0.00083165i,0.0012902-0.00039698i,0.00088521-0.00141i,0.00076029-0.0019578i,1.0966e-07-0.002269i,-0.00029921-0.0021925i,0.0001779-0.0017415i,0.00021961-0.0012932i,0.00022896-0.00079421i,0.00040372-0.0004016i,-0.00047664-0.00012492i,-0.0012414-0.00024485i,-0.00042801-0.00019348i,0.00048221-0.00011101i,0.00032064-0.00020246i,0.00053971-0.00051078i
0.001222+0.0032892i,0.00040822+0.0035065i,0.00040615+0.003082i,-8.8586e-05+0.0012665i,-0.00045845+5.722e-05i,-9.1906e-05+4.6984e-05i,0.00062026+0.00083579i,0.00096167+0.0016376i,0.0010307+0.00026i,0.00085828-0.001275i,0.00055158-0.0021203i,0.00086335-0.0018765i,0.0009569-0.0011777i,0.00042222-0.00065365i,-0.00030566-9.2211e-05i,-0.00099512+0.00036625i,-0.00093103+0.00055465i,-8.7253e-05+0.00065809i,0.0002806+0.00056131i,-0.00020429+0.00024001i,-0.00070861+0.00035743i,-0.00020566+0.00077818i,2.4527e-06+0.00084125i
0.00087698-0.00086046i,-0.00027299+8.8268e-05i,-0.0013713+0.00020887i,-0.00038929+0.00020943i,0.00027539+0.00042648i,-0.00016944+0.00025704i,-0.00051582+0.00047414i,0.00035868+0.00037504i,0.0012151-0.00018931i,0.00028539-0.0010421i,-0.00056163-0.0010548i,-0.00035085-0.0015165i,-0.00010288-0.0021904i,-0.00019309-0.0022553i,-2.306e-05-0.0013958i,-0.00083223-7.5104e-05i,-0.0017377+0.00020041i,-0.0011233+4.8906e-05i,-0.00021324-6.8608e-05i,0.0004353-0.00011295i,0.00045978-9.4655e-05i,0.00028349+0.00050424i,-0.00021692+0.0016361i
0.0020441-0.00060853i,0.0027598-0.00042813i,0.0025468-0.00017809i,0.0014449-0.0012877i,-7.0879e-05-0.0024081i,-0.00087193-0.0017102i,-0.00032445+0.00024309i,0.00042962+0.00073772i,0.001155-0.0004805i,0.0011534-0.0011572i,0.00086066-0.0013034i,0.00071718-0.0021874i,3.4108e-05-0.0021723i,-0.00088649-0.0016132i,-0.0011651-0.0013203i,-0.00039477-0.0005383i,-0.00053071+0.00022881i,-0.001282-0.00069219i,-0.0014358-0.0016717i,-0.00070374-0.00084941i,-0.00022974-6.4117e-05i,9.9658e-05+0.00028194i,0.00029581+0.00045123i
0.0012768+0.00059342i,0.00044087+0.0013423i,6.6245e-05+0.001032i,-0.00041533+0.00050246i,-0.00066361+0.00042649i,-0.00045578+0.0009625i,-0.000317+0.0010176i,-9.2507e-05+0.00025826i,0.00069211-0.00030433i,0.0020514-0.0015076i,0.0023037-0.0021673i,0.0016381-0.0017885i,0.00056386-0.0015941i,-0.00017978-0.0011302i,-0.00046742-0.00044894i,-0.000907-0.00031788i,-0.00052582-0.0010239i,-8.6426e-05-0.0015792i,-0.00046546-0.0014713i,0.00024293-0.00059484i,0.00081684-8.5287e-05i,0.00044194+4.2618e-05i,-0.0008911+0.00052449i
-8.0626e-05-0.00097127i,-0.00030852-0.00070361i,-0.00063096+0.00019358i,-2.0834e-05+0.00063505i,0.00023624+0.00011215i,-8.7165e-06-3.8584e-05i,0.0004507+0.00098489i,0.00073448+0.0019435i,0.0007939+0.00080197i,0.0012799-0.001024i,0.0012014-0.0010068i,0.00089584-0.00056471i,0.0013617-0.00079246i,0.00081325-0.00060246i,-0.00072091-0.00039019i,-0.0012872-0.00066414i,-0.00071145-0.00023054i,-9.5912e-05+0.00034131i,-0.00057948-0.00036374i,-0.00061264-0.00051097i,-3.152e-05+0.00042975i,6.2505e-05+0.00068456i,0.00019285-0.00028974i
-0.00024108+0.00048187i,-0.00091757-0.00050835i,0.00033466-0.00045722i,0.00099838-0.00074089i,0.00041432-0.0014387i,0.00014064-0.0010785i,0.00033205-0.00025582i,0.00079546+9.5929e-05i,0.0016666-3.0968e-05i,0.0016815-0.00084325i,0.00047469-0.0014503i,6.4314e-05-0.0013246i,2.6883e-05-0.0016118i,-7.2934e-05-0.0016331i,0.0008433-0.0010581i,0.00079941-0.0003689i,-0.00086726+0.0001748i,-0.00083807+0.00084966i,1.6807e-05+0.0006114i,-0.00053572-0.00021349i,-0.00063297-0.00047637i,-0.00018951-0.00012661i,-0.00028555+0.00029762i
0.0025444+0.0018707i,0.0026845+0.001009i,0.0026831+0.00046012i,0.001724+0.00015358i,0.00084096-0.00049639i,0.00063078+0.00037532i,0.00076118+0.0012546i,0.00095648+0.0012571i,0.00080196+0.00049931i,6.2369e-05-0.00060612i,3.875e-05-0.0014966i,0.00062618-0.0015606i,0.00078343-0.0011829i,0.00043796-0.0020246i,0.00013209-0.0020013i,8.3443e-05-0.00082273i,-0.00036072-1.712e-05i,-0.0011837+0.00043045i,-0.00074117+0.0002704i,0.00053676-0.00013193i,0.0006337-0.00066844i,-0.00021572-0.00056767i,-0.0006326-0.00048533i
-0.00054929-0.00050254i,-0.0010552-0.00047661i,-0.0019748-0.001448i,-0.0016619-0.0011715i,-0.00058522-0.00076563i,-4.0325e-05-0.00063157i,0.0001158+0.00056848i,0.00027424+0.00087889i,0.00045427-0.00017443i,0.00051406-0.00051724i,0.00056932-0.00079489i,0.00056902-0.0014441i,7.3095e-05-0.001442i,-0.0004231-0.0012394i,-0.00053765-0.00039451i,-0.00037698+0.00062948i,-0.00083086+0.0007039i,-0.001409+9.1256e-05i,-0.00069422-0.00077651i,-0.00037689-0.00018535i,-0.0007607+0.0010949i,-0.0011589+0.0015282i,-0.00077774+0.00091643i
0.00051101+0.00016949i,4.6851e-05-0.0005407i,0.00011821-0.0014123i,0.00036939-0.00034262i,-8.7107e-07+0.00054486i,-0.00020486+0.00085002i,5.6694e-05+0.0014104i,0.00049744+0.0006561i,0.00046484-0.0008911i,9.4736e-05-0.0018096i,-0.00048918-0.0019284i,-0.00046957-0.0014496i,5.2474e-05-0.001515i,-6.5629e-05-0.00063793i,-0.00014471+3.1014e-05i,-0.00080636-0.00022091i,-0.00076323+0.00037783i,-0.00060197+0.0012004i,-0.00082301+0.0011267i,-0.00028291+0.00077155i,-0.00018361+0.0016101i,-0.00043451+0.0012058i,-0.00045909-5.3236e-06i
0.0020339+0.00052044i,0.0018631+0.00018095i,0.0020566-0.0013424i,0.0018504-0.0012927i,0.0010761-0.00082929i,0.00020527-0.00017843i,-0.00026035+0.00096514i,0.00047803+0.0011204i,0.0013194-0.00013454i,0.00060066-0.001507i,0.0001054-0.0021832i,0.001096-0.002689i,0.0010287-0.0027554i,-0.00036265-0.001462i,-0.0010888-0.00039943i,-0.0008719-0.00018928i,-0.00019225-4.6619e-05i,0.00034451+0.00023199i,-0.00033531+1.2107e-05i,-0.00083922-0.00081819i,-0.00045876-0.0010455i,7.2134e-05-0.00015903i,-3.1158e-05+0.0001132i
-0.00061473-0.0014778i,-0.0011962-0.0012174i,-0.0023748-0.00073705i,-0.0022559+0.00082814i,-0.001041+0.0015679i,0.00046553+0.00076971i,0.0014917+0.00083593i,0.0015337+0.0012711i,0.0013772+0.00037355i,0.001097-0.00033334i,0.0010955-0.00070639i,0.0013621-0.0014664i,0.001015-0.0015455i,0.00027868-0.0012223i,-8.7956e-05-0.0015325i,-0.00010435-0.00091231i,-0.00040722-0.00037087i,-7.8245e-05-0.00095428i,0.00023097-0.00017779i,0.00024898+0.00078468i,-0.0002395+0.00064468i,-0.00019166+0.00071814i,0.00090644+0.0013835i
0.0013996+0.0010696i,0.0022895+0.001169i,0.0013137+0.00048852i,-8.5977e-05-7.4245e-05i,-0.00021138-3.7268e-05i,-8.614e-05+0.0007686i,-0.00021497+0.0011746i,0.00069524+0.00076626i,0.0012804+0.00022346i,0.00062741-0.00046674i,0.00064606-0.0012086i,0.00054953-0.0012471i,-0.00014022-0.0017199i,-0.00047222-0.0019566i,-0.00048295-0.0011113i,-0.00063124-0.00029709i,-0.00065384+0.00014931i,-6.1618e-05+0.00029613i,-0.00011836+0.0002174i,-0.0006381+0.00069765i,-0.00077629+0.0012353i,-0.00069113+0.00074327i,-0.00010042+0.00035798i
0.0006128+0.0018469i,-0.00049426+0.0025066i,-0.0004308+0.001791i,-0.00042678+2.6608e-05i,-0.001185-0.0011345i,-0.0014-0.00064286i,3.1154e-05+0.00035225i,0.00087738+0.00060744i,-4.5298e-06-0.00045822i,-0.0002922-0.0011417i,7.1168e-06-0.0013207i,0.00093715-0.0014549i,0.0013594-0.0016357i,0.00082685-0.0018916i,0.00032601-0.00067821i,-3.0915e-05+0.00024135i,-5.7337e-05+0.00019308i,-0.00061183+0.00017211i,-0.000526-0.00016178i,0.00035853+9.5577e-05i,0.00039149+0.00082373i,7.6144e-05+0.00048111i,-0.00041622-3.9099e-06i
-0.0012506+0.00029147i,-0.0017018-0.00067571i,-0.00086278-0.00092586i,-0.00034879-0.00074276i,0.00011459-0.00017325i,0.00070474+0.00024372i,0.00029887+0.00057679i,-6.5188e-05+0.0012832i,0.00052846+0.001111i,0.00048573+0.00010498i,0.00014021-0.00058692i,-1.1638e-05-0.001217i,-0.00034691-0.0014752i,-0.00064877-0.0011459i,-0.00054354-0.00022306i,-1.3297e-05+0.00075936i,0.00029293+0.00092512i,-0.00089023-4.6179e-06i,-0.001659-0.00015221i,-0.0010347+0.00081366i,-0.00089119+0.0010336i,-0.00026652+0.00027173i,7.0513e-05+0.00031268i
0.00072682+0.00010221i,0.00099502-0.00029232i,0.0010262-0.00069963i,0.00063912-0.00036451i,-0.00037762-0.00061868i,-0.0015955-0.00010333i,-0.00082365+0.001127i,0.00065042+0.001597i,0.00072106+0.00077122i,1.2439e-05-0.00041198i,-0.00023142-0.001389i,0.00015935-0.001774i,0.00040418-0.0014162i,-0.0002914-0.0014058i,-0.00067265-0.00015859i,-0.00044041+0.00084094i,-0.000677+0.00063089i,-0.0007524-0.0001297i,-0.00021739-0.00075689i,-0.00011718-0.00038591i,-0.00063518-0.00015013i,-0.00036708-0.00040651i,8.6146e-05+0.00025586i
0.00029567+0.00070243i,0.0011977-0.00032753i,0.0014942+0.00033655i,0.00048074+0.0004841i,-7.5967e-05+0.00051258i,2.4671e-05+0.0012363i,0.00024978+0.0014221i,0.00029545+0.00047619i,0.00095719-0.0008061i,0.00104-0.0013904i,0.00051817-0.0018093i,0.0008625-0.0017253i,0.00071612-0.0017237i,0.00029666-0.0017225i,-5.5211e-05-0.0017825i,-0.00011381-0.00090101i,-0.00046305-0.00031888i,-0.0016472-0.00073382i,-0.0018301-1.9949e-05i,-0.00096204+0.0010556i,-0.00050064+0.0012289i,-5.0845e-05+0.001134i,0.00026311+0.0012288i
0.00046177+0.00094144i,-0.00035316+0.0014393i,-0.00077057+0.00095094i,-0.0011144-0.00051014i,-0.00086056-0.00040452i,-4.6475e-06+0.00093009i,0.00063233+0.0016493i,0.0012742+0.00099414i,0.0012902+0.00012236i,0.00011518-0.00050056i,0.00013469-0.00083316i,0.00108-0.00083189i,0.0009256-0.0013415i,3.1387e-05-0.0014372i,-0.00082021-0.00092103i,-0.0005734-0.00021897i,-0.00023779-0.00011712i,-0.00060185-0.00039384i,-0.00049424+1.7868e-05i,-0.00031582+0.00029116i,-0.00056035-0.00040292i,-0.00066282-0.0008278i,-0.00022071-0.00022184i
0.00063918+0.00063072i,0.00011914+0.0011486i,0.00073092+0.00048479i,0.00075025-0.00043781i,0.0009977-0.00026494i,0.00064561+0.00026551i,6.3764e-05+0.00079947i,0.00040265+0.00073273i,0.0010479-0.00015836i,0.00083101-0.00046981i,0.0011175-0.0010425i,0.0018399-0.0018665i,0.0015251-0.0018829i,0.0012523-0.00090244i,6.269e-05-0.00015644i,-0.0010698-0.00052615i,-0.00083529-0.00075307i,-0.0006396-0.00092169i,-0.00054194-0.00086191i,-0.00066143-0.00046824i,-0.00087672-0.00034323i,-0.0010933-0.00020801i,-0.00070467+0.00063303i
-0.0011266+0.0016958i,-0.00051982+0.00057356i,0.0013023-0.00047688i,0.0013315-0.00033637i,0.00066944-0.00097029i,0.00023237-0.00070749i,0.00014849+0.00089341i,0.0014278+0.0011293i,0.0024233+0.00030302i,0.0024502-0.0011785i,0.0017219-0.0017656i,0.00066944-0.0017633i,0.00017595-0.0016721i,-2.0997e-05-0.0012448i,-0.00043972-0.0010608i,-0.00075173-0.00041707i,-0.0013679-0.00020026i,-0.0015374-6.9465e-05i,-0.00094235+0.00022297i,6.1572e-05+0.00030113i,-0.00017405+0.00023059i,-0.00060113+0.0001307i,-0.00018755+0.00028058i
-0.0016965+0.00056572i,-0.0016355+0.0029942i,-0.0016145+0.00010929i,-0.0017942-0.00065583i,-0.0021769+7.6256e-05i,-0.0015663+0.00039739i,-0.00056441+0.0004073i,-2.5474e-05+0.00072917i,0.001078+0.00017467i,0.0012917-0.00062595i,0.00041363-0.00094489i,0.00078895-0.0008922i,0.00094506-0.0010142i,0.00096605-0.00138i,0.0014192-0.00015971i,0.0002472+0.00016647i,-0.00053938-0.00034228i,-0.0011633+0.00017841i,-0.001213+0.00031569i,-0.00034912-9.4937e-05i,0.00017021-0.00058779i,-5.0903e-05-0.00024299i,-2.4404e-05+0.00054181i
0.0011204-0.00063714i,0.00023076-0.0015966i,-0.00047031-0.0007098i,0.00026369+0.00053297i,0.00070113+0.0013461i,0.00017998+0.0018084i,0.00033355+0.0013591i,0.00078054+4.3111e-05i,0.00078302-0.0012475i,0.00064832-0.001271i,-0.00014014-0.0011061i,2.6353e-05-0.0019539i,0.0005662-0.0015753i,0.0001442-0.00086883i,-0.00049911-0.00027675i,-0.00091607+0.00058435i,-0.00057636+0.00041377i,0.000126+0.00013771i,-0.00050186-8.3165e-05i,-0.0011575-0.00012372i,-0.00030855+0.00039386i,0.00065906+0.00082514i,0.0002561+0.0014555i
0.00058194+0.00016382i,0.00030034-0.00061769i,0.001261-0.0011202i,0.00070089-0.0013288i,-0.00029898-0.0013273i,-0.00062121-0.0011379i,-0.00015843+0.00030139i,0.00040817+0.00073085i,0.00029521-0.00035957i,8.8929e-05-0.00094599i,-0.00011714-0.0014918i,3.3316e-05-0.0018389i,0.00025964-0.0017113i,-6.7019e-05-0.0015448i,-0.00041043-0.00081697i,-0.00063287-0.00041837i,-0.00035775-0.00035033i,-0.00031924+0.00013264i,-0.00045953+0.00021645i,-0.00038948+0.0003299i,-0.00049771+0.00045707i,-0.00076594+0.0003732i,-0.00066219+0.00029897i
0.00050343-0.0030891i,0.0010179-0.0029664i,0.00060357-0.00090928i,-0.00060208+0.00014223i,-0.0011847+0.00048161i,-0.00074576+0.00079289i,-0.00017213+0.00097033i,-0.00023057+0.00054743i,0.00033954-0.00062871i,0.0011863-0.0018973i,0.00086654-0.0018346i,0.00013592-0.0013651i,4.6215e-05-0.00081271i,0.00026817-0.00022936i,0.00020694-0.00050003i,6.3789e-05-0.00030673i,-0.00071237+0.0003382i,-0.0015054+0.00057815i,-0.0011083+0.00061116i,-0.00040705+0.00075146i,-0.00027155+0.00057797i,-0.00099447-4.8726e-05i,-0.00082694+0.00034275i
0.0016026+6.5472e-06i,0.00082445+0.00032024i,0.0010436+6.5717e-07i,0.00036572-0.0004141i,-0.0002355-0.00052094i,-0.00019655+4.6911e-05i,-0.00050068+0.0008321i,-0.00069249+0.00030561i,-0.00033261-0.00092144i,3.0608e-06-0.0012335i,0.0001105-0.00075983i,-0.0001982-0.00049257i,-0.00071962-0.00093351i,-0.0010524-0.0011141i,-0.0009021-0.00067209i,-0.00078041-0.00066551i,-0.00092951-0.00081305i,-0.0012058-0.00097403i,-0.00068089-0.0011783i,0.00033959-0.00051419i,0.00012071+0.00060671i,-0.00059128+0.00041365i,-0.00065948-4.156e-05i
-0.0027557+0.001745i,-0.0026449+0.0013309i,-0.00087898+0.0018441i,0.00032832+0.0014776i,-0.00038665+0.0016628i,-0.0008863+0.0011941i,-0.00077393+0.00017549i,0.00023065+0.00048467i,0.0010874+0.00053519i,0.001203-0.00021652i,0.0013636-0.00037144i,0.0012605-0.0010147i,0.00070672-0.0014953i,-3.5821e-05-0.0014805i,-0.00039228-0.0012924i,-0.00027701-0.00062433i,-0.00018419-0.00012808i,-0.00067893+0.00036214i,-0.0012446+0.00026239i,-0.00099118-6.7288e-05i,-0.00019828-0.00010652i,-0.00016943+0.00053386i,1.7585e-06+0.0013259i
0.00050717-0.0019255i,-1.4788e-05-0.002268i,0.0007345-0.0014873i,0.00057357-0.00087609i,-0.00059976-0.0008505i,3.3953e-05+1.9807e-05i,0.00081669+0.00094227i,0.0006344+0.0011009i,0.00054076+0.00051295i,0.00073636-0.00085943i,0.00097017-0.0018648i,0.00079104-0.002349i,0.00026072-0.0018103i,0.00021794-0.0011551i,0.00028662-0.00099007i,1.088e-05-0.00067357i,0.00023519-0.0002521i,0.001203+0.00017874i,0.0006827+0.00045766i,-0.00014416+0.0005402i,8.7805e-05+0.00080332i,-0.00056913+0.0011164i,-0.0010661+0.00083259i
-4.7779e-05-0.0003832i,-0.00080221-0.00092831i,-0.0017935-0.00038244i,-0.0012124-0.00021173i,-0.00045268+1.3615e-07i,-0.00026516+0.00028847i,-7.4481e-06+4.8443e-05i,0.0007962+8.1735e-05i,0.00058667-0.00040393i,-0.00020038-0.0010052i,-0.00021658-0.0010725i,-6.0321e-05-0.001085i,0.00087877-0.0011226i,0.0010492-0.00087447i,-0.00048578-0.00037802i,-0.0013878-0.00082049i,-0.00083279-0.00038738i,-0.00027881+0.00067299i,-0.00042328+0.00042837i,-0.00046447-0.00017163i,-0.00022227-0.0003529i,0.00045251+0.0002652i,0.0002471+0.00086588i
4.0168e-05-0.00071559i,-0.00065411-0.00035997i,-0.00070231+0.00074742i,0.0001387+0.00086438i,0.00066793+0.00070883i,0.00044488+0.000702i,0.00074193+0.00094477i,0.00096594+0.0010455i,0.00062153-0.00017977i,0.0005971-0.0011456i,0.0014421-0.0015366i,0.0013533-0.0013135i,-8.926e-05-0.0018613i,-0.0011107-0.002159i,-0.00068476-0.0015082i,0.00030786-0.00093918i,-0.00039359-0.00068665i,-0.0014298-0.00064687i,-0.0011285-0.00092793i,-0.00059253-0.00058315i,-0.00033636+0.00044213i,-0.00064875+0.00076188i,8.8709e-05+0.00047991i
-0.0022279-0.0023975i,-0.003181-0.0018194i,-0.0031495-0.00041922i,-0.0025659+0.00017991i,-0.0013211+0.00058881i,-8.7872e-05+0.00069085i,-6.2699e-05+0.00094547i,-0.00029093+0.00058714i,-4.5354e-05-0.00062845i,0.00040191-0.0011756i,0.00093845-0.0013319i,0.00060583-0.0014029i,0.00029375-0.00096104i,-0.00022438-0.00076926i,-0.00066066-0.00026489i,-0.00068491+0.00054183i,-0.00044804+0.0009046i,-0.00025974+0.0010886i,-0.00054845+0.00047111i,-0.00073105+0.00048668i,-5.9187e-05+0.00090009i,0.00036248+0.00069809i,0.00024768+0.00019342i
0.0031366-0.0020233i,0.0029362-0.0015899i,0.00225-0.0015097i,0.00085058-0.0016754i,-0.00014903-0.00095663i,-0.0006055+0.00028819i,6.7939e-05+0.00078374i,0.00036262+0.00055054i,0.00042134-0.00019685i,0.0010129-0.0013213i,0.00090513-0.0014824i,0.00087813-0.0016379i,0.00057031-0.0021617i,-0.00017274-0.0020316i,-0.00019504-0.001745i,-0.00028965-0.0017302i,-0.00016431-0.0013492i,-0.00026115+2.6896e-05i,-0.0009076+0.00056799i,-0.00092431+0.00015624i,-0.00039067+9.3887e-05i,-9.197e-05+0.00040778i,-0.00025496+0.0012645i
-0.00084929+0.0034013i,-0.00016234+0.0022091i,0.0016691+0.0021332i,0.0018968+0.00077039i,0.0013472-0.0012117i,0.00050684-0.0012479i,-0.00028373-0.00018465i,-0.00060828+0.0011609i,0.00053478+0.00084152i,0.0017211-0.0009683i,0.0016676-0.0013713i,0.0017837-0.00059348i,0.0022507-0.00087484i,0.0017773-0.0016113i,0.0004733-0.00081199i,-0.00033666-0.00014139i,-0.00085172+0.00031989i,-0.00074952+0.00016942i,-0.00098482-0.00034307i,-0.0012615-0.00032965i,-0.00041626-6.5339e-05i,0.00012943+0.00071345i,0.00038981+0.00075074i
-0.00094993-0.0015707i,3.9204e-05-0.0024289i,7.4903e-05-0.0014072i,-6.8279e-05+0.0010603i,-9.9347e-05+0.0018261i,-8.7089e-05+0.00099233i,0.00032271+0.0012921i,0.00061095+0.00094663i,0.0002105-0.00038152i,-7.1541e-05-0.001285i,0.00094618-0.0019906i,0.0019462-0.0024684i,0.0015171-0.0018113i,-0.00018579-0.0011066i,-0.0016867-0.00039903i,-0.0014534-1.1507e-06i,-0.0012692-0.00032744i,-0.00092635-0.00052704i,-0.00047312-0.00040407i,-0.00055372-0.00014529i,-0.00026184+0.00067237i,0.00039623+0.00092644i,0.00098859+0.00077625i
-0.00091848+0.00018137i,-0.00042578-0.00016371i,-0.00013614+2.0128e-06i,0.00056584-0.0001308i,0.0015454-0.00010518i,0.00098368+0.0010699i,-0.00028208+0.0013523i,0.00052301+0.00082657i,0.0017667-2.8748e-05i,0.0016857-0.00041356i,0.00043841-0.00047312i,0.00027455-0.00085528i,0.00042077-0.0011762i,-0.00053434-0.0011876i,-0.0010458-0.00084201i,-0.00084408-0.00081068i,-0.00084885-0.0010885i,-0.001036-0.0010157i,-0.0014771-0.00092309i,-0.0016782-0.00059806i,-0.0010351-3.4112e-05i,-0.00093073+0.00028373i,-0.0017233+0.00034275i
-0.0025598+0.0012225i,-0.0035288+0.0012011i,-0.0027062+0.0012617i,-0.0012339+0.0015867i,-0.00021349+0.0011794i,0.00050154+0.0010849i,-8.4916e-05+0.0015742i,0.00037641+0.0016877i,0.0009926+8.7101e-05i,0.0007171-0.0017417i,0.00058771-0.0019381i,0.00065335-0.0014246i,0.0006089-0.0012582i,0.00028485-0.00070313i,9.4659e-05+2.1092e-05i,0.00012176-6.5736e-05i,0.00040212-0.00070266i,-6.8364e-05-0.00052486i,-0.00050259+0.0001371i,-7.534e-05+0.00052387i,0.00024775+0.00018784i,0.00086371+4.4605e-05i,0.0007112+0.00055425i
0.0011482-0.0010284i,0.0018109-0.0013822i,0.0021185-0.0011045i,0.0013542-0.0010184i,0.000971-0.00012431i,0.00023385+0.001019i,0.00020105+0.0014449i,0.00075927+0.0014378i,0.00082385+2.2169e-05i,0.00046404-0.0015512i,7.9776e-05-0.0013068i,9.4965e-06-0.00087459i,0.00016084-0.0018577i,0.00013811-0.0019208i,-7.1897e-05-0.00059447i,-0.00020138+1.2282e-05i,-0.00040348+0.0001124i,-0.00051812+0.00023989i,-0.00047937-0.00032371i,-0.00038978-0.00071534i,-0.00069012-0.0005176i,-0.0003272-0.00019516i,4.2206e-05+0.00026947i
-9.0851e-05+0.00057353i,-0.00035464+1.8726e-05i,-0.00085336-0.0010198i,-0.00066296-0.00090494i,-0.00077263-6.0916e-05i,-0.00032529+0.00053641i,-0.00041923+0.00069133i,0.00013811+0.00061279i,0.0012279-0.00052921i,0.0015301-0.0013872i,0.0013865-0.0012737i,0.0010006-0.0013136i,0.0009954-0.0013477i,0.00067779-0.00075831i,-0.00031332-0.0003964i,-0.00036698-3.8547e-05i,-0.00041515-0.00013312i,-0.00083923-0.00016343i,-0.0013443+0.0006482i,-0.00091962+0.00056972i,8.4065e-05+0.00012218i,4.6934e-05+4.7489e-05i,-0.00036532+0.00031351i
-0.00062035+0.0039354i,-0.0002948+0.0027288i,0.00045005+0.003271i,0.00063583+0.0029342i,-0.00020238+0.00075902i,-0.00043953+2.4374e-05i,-0.00025995+0.00087489i,0.00032476+0.00086477i,0.0019076-0.0002883i,0.0022575-0.0012752i,0.00094438-0.0018937i,0.00082704-0.0020633i,0.0014832-0.0020447i,0.0013403-0.0016209i,0.00086255-0.0015839i,0.00058814-0.0012182i,-0.00019904-0.00016718i,-0.0014302-0.00032569i,-0.0021352-0.0005042i,-0.001779+3.54e-05i,-0.00063737+0.00028845i,-0.00016288+0.0003256i,0.00016569+0.0004175i
-0.0015344-4.1211e-05i,-0.0014581-0.00048008i,-0.0015265-4.5635e-05i,-0.0004817+7.0416e-05i,0.00044142-0.00024947i,0.00087297-0.00013403i,0.00096762+7.1072e-05i,0.000558+0.0007527i,0.00093321-0.00017401i,0.0011296-0.00062769i,0.00017973-0.00018105i,0.00059763-0.00067214i,0.00092947-0.0017275i,4.9615e-05-0.0023037i,-1.8665e-05-0.00142i,0.00028447-0.00035496i,-0.0005268+0.00054381i,-0.00089853+0.00032288i,-0.0007729-3.4667e-05i,-0.001173+0.0001041i,-0.0014539-8.5754e-05i,-0.0010834-0.0003153i,-0.00037939-0.0010006i
-0.00035533+0.00025887i,-0.0010946+0.0002872i,-0.0012451+0.00042574i,-9.1417e-05+0.00051977i,4.0529e-05+0.00026995i,0.00011766+0.00089353i,0.00016097+0.0020814i,-0.00032703+0.0018192i,0.00037557+0.00034544i,0.00064634-0.0010874i,0.00021726-0.0021013i,0.00056337-0.0018694i,0.0011629-0.0012143i,0.00067052-0.0010956i,0.00030724-0.0006128i,9.8172e-05-0.0003949i,-0.00092624-0.00058071i,-0.0011454-0.00055088i,-0.0012641-0.00041638i,-0.0005304-0.00011532i,0.00025655+0.00013423i,0.0004074-0.00087354i,0.00014752-0.0011174i
-0.00049953+0.00024848i,-0.0010335+0.00016096i,-0.0012173+0.00037543i,-0.00042024+0.00078001i,-0.00045275+0.0013928i,-0.00073111+0.0014096i,-0.00085363+0.00053322i,0.00018554-0.00012531i,0.0012767-0.00083477i,0.0017125-0.001398i,0.0017097-0.0017589i,0.0015316-0.0012541i,0.0015215-0.0001242i,0.0011442-0.00020944i,0.00074208-0.00071276i,0.00032856-0.00041256i,-0.00033602-0.0002876i,-0.00042265-0.00019139i,5.2416e-05+0.00062517i,-0.00030709+0.00063504i,-0.00040129+0.00020241i,0.00044481+0.0010312i,0.00097244+0.00080774i
0.0020895-0.0015943i,0.0019012-0.0018386i,0.0020528-0.0013393i,0.00074127-0.00077475i,-0.0011709-0.0012954i,-0.0020426-0.0012332i,-0.0015439+0.00048313i,-0.0002064+0.001084i,0.0011111+7.9078e-05i,0.001543-0.001736i,0.00077049-0.0022558i,0.0001934-0.0023853i,0.00038102-0.0025877i,6.7393e-05-0.0021772i,-0.00048554-0.0015062i,-0.00065114-0.001342i,-0.00051927-0.0023503i,-0.00018616-0.0017829i,-0.00025005-0.00036922i,-0.00011769-0.00040761i,3.3178e-05-0.00022665i,-0.00014298+0.0004249i,0.00015812+0.00071961i
