-0.0023582+0.00056872i,-0.00094994-0.00035788i,-0.0011802-0.00066314i,-0.0010922+0.00032106i,-0.00049296+0.0010514i,-0.00027969+0.001085i,-0.00067921+0.0012531i,-0.00016647+0.0015134i,0.00029322+0.0018003i,0.00021249+0.00044939i,0.00051066-0.0011349i,-0.00025564-0.0013782i,-0.0007318-0.0006254i,9.0516e-05-0.00047383i,-0.00016358-0.0005864i,-0.00090561-0.00055716i,-0.0013744-0.0007515i,-0.001743-0.00064196i,-0.0010344-0.00013178i,-7.0716e-05+0.00094158i,4.9027e-05+0.001419i,-4.2884e-05+0.0010651i,0.00025534+0.00010409i
0.00054961+0.0024095i,0.00051622+0.00096263i,0.0007934-0.00023537i,0.0011738-0.00066408i,0.00043959-0.00035942i,-0.00070501+0.00041712i,-0.0010426+0.00040096i,-0.00021271+0.00043324i,0.00065754+0.00033236i,0.00087855-0.00027138i,0.00034235-0.00089054i,0.00018508-0.00054292i,0.0001499+0.0002243i,-0.00030994+0.00028996i,-0.00034174-0.00029168i,0.00035463-0.0009118i,0.0016472-0.00075033i,0.0012565-0.00081063i,-0.00044327-0.00019032i,-0.00033965+0.00040663i,0.00010298+0.00037546i,8.2281e-05+0.00065893i,-0.00030362+0.00067613i
0.0022198-0.00079243i,0.0019423-0.0013769i,0.0024397-0.001606i,0.0012108-0.0013165i,-8.2342e-06-0.0013553i,-0.00012968-0.0019069i,-0.00011345-0.0021383i,5.782e-05-0.0014858i,0.0011071-0.00044347i,0.0020344+0.00016047i,0.0012165-0.00055869i,0.0003104-0.00016534i,-0.00046188+0.00030439i,-0.0010226-4.3154e-05i,-0.0010861-0.00058938i,-0.00055003-0.00053963i,-0.00034796+4.1335e-05i,-6.4356e-05-0.0004473i,0.00098097-0.00074473i,0.0012523+0.00021765i,0.00074126+0.00026122i,-0.00050613+7.9593e-07i,-0.0015348+0.00019654i
0.0019068-0.00064453i,-0.00014363-0.00084686i,-0.0018084-0.0018045i,-0.0019058-0.0022826i,-0.0017067-0.0016909i,-0.00067051-0.00071595i,-0.00036365+2.719e-05i,-0.00054262-7.8757e-05i,0.00010182-0.00088221i,0.0010644-0.00094945i,0.00099036-0.00037583i,0.00051198+0.00015619i,-0.00017844+0.00082546i,-0.00057159+0.00090422i,-0.00033991+0.00028145i,-0.00017771-0.00036042i,-0.00021545-0.00064187i,-0.00019513-0.00050529i,0.00017772-1.1072e-05i,0.00018068+3.7263e-05i,0.00059284-4.0168e-05i,0.0014978-0.00020125i,0.0013983+0.00022605i
0.0014901-6.6107e-05i,0.00060151-0.00047982i,-0.00038553-0.0020031i,-0.0010999-0.0015501i,-0.0017158+0.00015928i,-0.00076903+0.00088114i,0.00024317+0.00070635i,0.00021945-0.0004734i,2.4968e-05-0.001092i,-0.00024845-0.00056487i,-0.00011756+9.5651e-05i,0.0004304+0.0001033i,0.000624+5.5069e-05i,0.00032922-0.00016953i,9.8615e-06-0.00037501i,4.9849e-05-0.00082238i,0.00036262-0.00097755i,0.00032387-0.0006252i,0.00023229-0.000536i,-3.8681e-05-0.00038014i,-0.00040425-0.00070165i,3.4073e-05-0.00090196i,0.00055791-0.00054085i
-0.0012111+0.001123i,-0.00092673+0.00084573i,-0.00099955+0.0013207i,-4.0568e-05+0.0014492i,0.00050515+0.00080861i,0.00072789-0.00057696i,0.00070452-0.00063103i,0.0011355-0.00018751i,0.0017941-0.00019446i,0.0016953-0.00010905i,0.00067751+2.0035e-05i,2.518e-05+2.7427e-06i,-7.4936e-06-0.00041151i,-0.00017695-0.00080625i,-0.00024631-0.001005i,-0.0001836-0.00059699i,-2.5671e-05-0.0002208i,0.00027641+0.00018164i,0.00028718+3.8321e-05i,0.00072812-0.00043431i,0.0010698-0.00041458i,0.00043269-0.00070945i,9.9708e-05-0.0008089i
0.0012485+0.0023273i,0.00078061+0.00086793i,0.00042676-0.00046846i,6.2068e-05-8.6132e-05i,-0.0004709+0.00044749i,-0.00096895-5.6437e-05i,-0.0014096-0.00071283i,-0.00048084-0.00061391i,0.00032647-0.0006516i,0.00036695-0.0011119i,0.00048554-0.00099953i,-0.00030166-0.00016258i,-0.00022212+0.00013887i,0.00037505+1.668e-05i,0.00040985-8.2138e-05i,0.00086754+9.9548e-05i,0.00046804-0.0001299i,0.00020377-0.00042946i,0.00025652+0.00012596i,-0.00034346-0.00019164i,-0.00025098-0.00044852i,6.7946e-06-0.00044194i,9.2592e-05-0.00081053i
0.00048995-0.00026148i,0.00071632-0.00088896i,0.00072469-0.0015268i,0.00045461-0.0016229i,-0.00011597-0.00054531i,-0.00084417+0.00034839i,-0.0014896+0.00047674i,-0.00091537-0.00017747i,0.00012624-0.00060844i,0.00064402-0.00034874i,0.00020849+4.7695e-05i,0.00013749+0.00071734i,0.00055456+0.0012193i,4.4374e-05+0.00083733i,-0.00022878+0.00037061i,0.00055241-0.00026679i,0.00093242-0.00044586i,0.00034093-0.00075144i,0.00049261-0.00058598i,0.00070188-3.2933e-06i,-0.00024402+0.0008604i,-0.00028392+0.00076593i,0.00058553+0.00020703i
-0.0017484-0.00014597i,-0.0012019-0.00011405i,-0.001045+0.00035907i,-0.0013917+0.00088406i,-0.0012885+0.0015278i,-0.00063689+0.0011732i,-0.00011824+0.00091362i,-0.00015829+0.00017278i,-0.00020543+0.00024832i,-3.4356e-05+0.00069149i,0.00040846+0.00072906i,0.00010569+0.00095563i,-0.00029353+0.00050526i,-0.00016331+0.00025517i,0.00015519-4.6125e-05i,-0.0001995-0.0010157i,-0.00029345-0.0005429i,-0.00023608+0.00035226i,-0.00055364+2.6021e-05i,-0.00067282-0.00016314i,-0.00073524+0.00035138i,-0.00051507-0.00013021i,-0.00035861-0.00042662i
0.0012916-0.00020609i,0.00059177-0.00020779i,-0.00016057-0.0004356i,-0.0003632+0.00026572i,8.7408e-05+0.00073281i,0.0002856+0.00019207i,-8.0582e-05+0.00033575i,-0.00089028-7.9724e-05i,-0.00022073-0.00077246i,0.00073482-0.00060508i,0.00047728-0.00025496i,0.00024851-0.00052067i,-0.00015743-0.00080576i,-0.00081238-0.00029758i,-0.00039216+2.9292e-05i,0.00029183-0.00015667i,0.0004579-0.0005882i,-2.8843e-05-0.0004447i,-0.00058648+6.9357e-05i,-0.00060585+4.0933e-05i,-0.00010432-0.00056272i,0.000406-0.0013633i,0.00068614-0.0019327i
-0.0016168-0.00021752i,-0.0017088-0.00017964i,-0.0019864+7.8438e-05i,-0.0015517+0.00024906i,0.00046269+0.00055073i,0.0014498+0.00074533i,-0.00014311+7.5903e-05i,-0.0015354-0.00017181i,-0.0015844-0.00019534i,-0.00092349-4.9912e-05i,-0.00015711+0.0011002i,0.00039831+0.0012798i,6.7017e-06+0.00025132i,-0.0005616-0.00080602i,-0.00046034-0.00060156i,-0.00030832+0.00019197i,0.00060776+0.00012745i,0.00063456-0.0003564i,-0.00036522-0.00040533i,-0.00067311-0.00037079i,-0.00051699+0.00017016i,-0.00055532+0.0012057i,-0.00057647+0.0009374i
-4.0379e-05+0.00085898i,3.5278e-05-5.5655e-05i,0.0008542-0.00096892i,0.00030546-0.0010332i,-0.00028821-0.00045567i,-0.00040689-0.00080567i,-0.00068507-0.0010332i,-0.00097294-0.00052722i,-0.0014388+0.00021875i,-0.00086564+0.00017526i,-3.3242e-05-0.00020752i,0.0001615-0.00033371i,0.00060133+0.00020156i,0.00079257+0.00060753i,0.00051438+0.0004308i,0.00027634+0.00040999i,0.00010547+0.00013098i,0.00058623-0.00013482i,0.00053268+5.3971e-05i,-0.00017428+0.00051381i,-0.00025185+0.00052828i,-0.0003817+0.00026326i,-0.00043143-0.00012568i
-0.0010315-0.0011698i,-0.0015559-0.00056793i,-0.0014397-0.00071376i,-0.00072463-0.00057088i,-0.00047417+0.00042949i,-0.001217+0.00037211i,-0.00082653-8.359e-05i,0.00014592-0.00037165i,6.4693e-05-0.00079085i,-0.00054906-0.0012482i,-0.00077911-0.0010196i,0.00047581+4.6821e-07i,0.0008898-3.6171e-05i,0.00034711-0.00030804i,0.00045756-0.00021477i,0.00040925-0.00032211i,0.00025851-5.1914e-05i,1.9251e-05+0.0001469i,0.00046004+1.8836e-05i,0.00092153-3.792e-06i,0.00042176+1.2978e-05i,0.00019708+0.00026399i,0.00057619+0.00060788i
-0.0011087+0.00016423i,0.00031581-0.00083038i,0.0015102-0.00026477i,0.00076881+0.00036622i,0.00023302+0.00027217i,0.0004831+9.0581e-05i,0.00054142-0.00051426i,0.00053944-0.00077155i,0.00050898+2.6761e-05i,0.00023022+0.00035577i,0.00055345-7.7995e-05i,0.00025554+5.5668e-06i,-0.00029067-1.4673e-05i,0.00025024+0.00016589i,0.00099518+0.00055633i,0.0003443+0.00017367i,1.2864e-06+3.9102e-05i,-9.007e-05+0.00035084i,-0.00048019-0.00031248i,-8.8882e-05-0.0011786i,0.0005862-0.00041289i,0.00048623+0.00034676i,-0.00010438-0.00016795i
-0.00081562-0.0012043i,1.7327e-05-0.0010331i,-0.00017581-0.0013329i,-0.00061969+0.00049131i,-0.00051147+0.0018431i,-0.00039907+0.0011758i,-0.00088265-0.00010249i,-0.00072517-0.00059939i,0.00018787-5.3654e-05i,0.00025077-0.00022246i,-0.00018911-0.00034129i,-8.0541e-06-0.00010563i,-4.4068e-05+6.2588e-05i,0.00074161+0.00016302i,0.00046035+0.00016091i,-0.0011027-4.2832e-05i,-0.00090078-0.00041323i,-0.00018201-0.00022701i,-0.00041847+6.252e-05i,-0.00060421+0.00025732i,-0.00053399+0.00073091i,-0.00025106+0.00050068i,-0.00011542-6.9189e-05i
0.001191+0.00057854i,0.0018291-8.9237e-05i,0.0020651+7.0638e-05i,0.0016974+0.00057723i,0.0012256+0.00063971i,0.00036592-0.00035126i,-0.00054407-0.0011157i,-0.00051654-0.00056892i,-0.00044907-9.7501e-05i,-0.00072466-0.00041114i,-0.00034589-0.0006583i,0.0005385-0.0010278i,0.0005463-0.00091845i,-0.00017441-0.00059119i,-0.0010803-0.00018116i,-0.0011977+0.00012269i,-0.0011231+0.00023271i,-0.0007284+0.00015591i,0.0001083-1.1315e-05i,0.00044798-0.00065367i,0.00012399-0.00052311i,5.6633e-05+0.00024761i,-9.4885e-05+0.00032762i
-0.0017296-0.00059754i,-0.0010279-0.00024402i,-0.00086909-7.826e-05i,-0.00099615+0.00071814i,-0.0010543+0.0010612i,-0.00067827-0.00020677i,-0.00034324-0.00056841i,6.7954e-05-0.00081678i,-3.6578e-05-0.0012932i,-0.0005636-0.00078393i,0.00014663-0.00019683i,0.00013066+0.00017391i,-0.00025897+0.0003527i,0.00049999-0.00031826i,0.00061448-0.00038414i,9.9581e-05-0.00044964i,-0.00036279-0.0011227i,-0.00031108-0.0010364i,0.00023401-0.0005158i,0.00060348-0.00082036i,0.00071315-0.00095892i,0.00070693-2.4613e-05i,0.00064076+0.00087514i
0.0010866-0.00061546i,4.3632e-05-0.0014877i,-0.0012286-0.0016059i,-0.0021967+0.0001066i,-0.0025669+0.00018136i,-0.0019137-0.0002492i,-0.00083236-0.00031143i,-0.00013351-0.00047862i,0.00046936-0.00041147i,0.00055269-0.00045489i,0.00030183-0.00030896i,0.00013179-0.00024281i,0.00072193-0.00020394i,0.00080429+0.00036539i,0.00064862+0.00065517i,1.5743e-06+0.00030899i,-0.00095681+0.0005857i,-0.0011831+0.00044397i,-0.00049003-0.00032763i,0.00042288+9.4465e-05i,-1.112e-05+0.00053075i,-0.00075755+0.00059655i,-0.00068363+0.00052109i
0.00058001-0.00015061i,0.00062553-0.00091984i,0.00033147-0.0014627i,-0.00070463-0.001016i,-0.0011903-0.00033529i,-0.00097136-3.6166e-05i,-0.00086089-0.00077449i,-0.00059808-0.0012353i,0.00014076-0.00072458i,0.00033205-0.00011073i,-0.00041145+0.00058821i,-0.0011+0.00037963i,-0.00064629-9.067e-05i,0.00056942+0.0005158i,0.00087833+0.00093515i,0.00022789+0.00037032i,-0.00029362-0.00039546i,0.00023631-0.00034985i,0.00037897+9.8429e-05i,0.00036863+0.00047977i,-8.8747e-05+0.0013266i,-0.00047804+0.0013071i,-0.00058816+0.00062015i
-0.0013267-0.0006462i,-0.0011901-0.00086941i,-0.0016446-0.00038021i,-0.0012029+0.00041762i,-0.00034345+0.00079306i,-0.00014844+0.00075391i,-0.00054671+0.00020677i,-0.00068245-0.0010288i,-0.00029081-0.0011077i,0.00072144-0.00064073i,0.0013274-0.0007975i,0.0012126-0.00048701i,0.00054435+0.00011072i,-0.00066328-0.00054547i,-0.00084328-0.0010146i,-0.00027046-0.00056042i,-0.00022279-0.00013668i,-0.00044674+0.00032192i,-0.00061423-7.0088e-05i,0.00021992-0.00073969i,0.0007395-0.00085877i,0.00035401+0.00022762i,0.00038136+0.00071832i
-0.00041288-0.00019147i,-0.00060116-0.00079992i,-0.0010238-0.0006475i,-0.001243+0.00025926i,-0.00050258+0.00043724i,-7.176e-05+0.00033303i,0.00034137+5.5644e-05i,0.00032326-7.7692e-05i,-0.00021325+0.00039418i,-0.00043478+0.00053012i,-9.1182e-05+0.00016206i,-0.00011462-0.00014027i,-0.00028104-0.00025207i,0.00047488+0.00017226i,0.00044239+0.00087463i,-5.175e-05+0.00029143i,0.0001342-0.00037348i,0.00037575-0.00079667i,0.00041675-0.0010659i,-0.00037136-0.00052747i,-0.0010606+0.00010385i,-0.00058659+0.00040959i,-0.00053607-0.00021816i
0.0004463-0.0013172i,0.0011734-0.0013525i,0.0011362-0.0014014i,-0.00010979-0.0011142i,-0.0008131-0.00095183i,-0.0005914-0.00133i,-0.0003899-0.0012753i,-0.00015118-0.0011157i,0.00031454-0.00026428i,0.00033813-0.00015022i,-2.7438e-05-0.00084607i,-0.00051178-0.00073449i,-7.8427e-05-0.00059235i,0.00069061-0.0001452i,-0.00014488+0.00048613i,-0.00088066-0.00035887i,-0.00056001-0.00086296i,-0.0001016-0.00049579i,-2.1664e-05+3.4936e-05i,-0.00045145-0.00012151i,-0.001196-0.00037394i,-0.00085607+0.00051169i,-0.00073004+0.00024244i
0.0016974+0.0013199i,0.0015272-0.00051109i,0.00032606-0.0020985i,-0.0016963-0.0013175i,-0.0018458-0.0011056i,-0.0010114-0.00094498i,-0.00020345-0.00071124i,0.0002652-0.00046844i,0.00028061-0.00012525i,0.00084896-0.00019424i,0.00032101-0.00018854i,-0.00049744-0.00015858i,8.5006e-05+0.00069239i,0.0004387+0.00088936i,0.00061525+0.00010367i,0.00066233+7.5995e-05i,0.00042442+0.00078653i,0.00086656+0.00077656i,0.0010461-0.0003883i,0.00088982-0.00071187i,0.00087917-2.9581e-05i,0.00051749+5.4505e-05i,-0.00028442-0.00010369i
-0.0010485-0.00011539i,-0.00097524-0.00010279i,-0.00070796+7.6084e-07i,-0.00036528+0.00055773i,-0.00060068-0.00026733i,-0.0011224-0.0014697i,-0.00028395-0.0016136i,0.00014665-0.0011054i,0.00020129-0.00044239i,-0.00020842-0.00058788i,-0.00039211-0.0010878i,0.0003891-8.6163e-05i,0.00029415+0.00062604i,7.7263e-05+0.00030673i,-0.00032234+9.6854e-05i,0.00016685+0.00013673i,0.00027714+0.00065863i,0.00010882+0.00080327i,0.00050634+0.0005398i,0.00061832+4.1006e-05i,0.0008997+0.00012555i,0.0006613+0.00081288i,-0.00013653+0.00091223i
-6.384e-05-0.0011749i,-0.00082566-0.00024311i,-0.00067179+0.00026794i,-0.00079014+0.0011443i,-0.0017217+0.0020223i,-0.0011873+0.0020171i,-0.00039053+0.00094612i,-0.00078792-0.00067684i,-0.00024672-0.0013736i,-0.00019138-0.00092182i,-0.00011245-0.00025756i,0.00048696+0.00011963i,0.00091572-7.579e-05i,0.00074863-0.00027958i,0.0005341-0.00032346i,0.0010818-0.00016427i,0.0011911+0.00024581i,0.00062878+0.00038517i,0.00045655+9.1495e-05i,0.00040807+0.00013679i,0.00054915+0.00017826i,0.00050587-4.0822e-05i,9.4454e-05-0.00017182i
-0.0011739-0.00032751i,-0.00029748-0.00057426i,0.00095944-0.00033945i,0.0014505+0.00040364i,0.0011475+0.00045099i,0.00049291-0.00061212i,-0.00030878-0.00091495i,-0.00087332+1.4948e-05i,-0.00048484+0.00087648i,0.00020405+0.0008765i,0.00023937-1.0236e-05i,-0.00044359-0.001182i,-0.00067917-0.0003845i,-0.00065588+0.00071347i,-0.0011105+0.00030784i,-0.001112+0.00023024i,-0.0011175+0.00019901i,-0.0011813+0.0002184i,-0.00097847+0.00041501i,-0.00045106+0.00010022i,-0.00019459+5.0266e-05i,7.8991e-05+0.0006872i,0.00031279+0.00064239i
0.00030983+0.00087983i,0.00023534-0.00012937i,0.00019482-0.00047609i,-1.6952e-06-0.00065107i,-0.00012428-0.00079812i,-0.00037088-0.0010899i,-0.00086389-0.0007729i,-0.0009986-0.00027555i,-0.00050646-0.00079386i,4.9919e-05-0.001351i,0.00057707-0.00087495i,0.00061814-9.4183e-05i,0.00046179+0.00039715i,0.00076292+0.00036107i,0.00034881+0.00039849i,-0.00054776-0.00014821i,-0.00049925-0.0013163i,0.00026491-0.0012099i,0.00042883-0.00091166i,0.00022288-0.0011125i,0.00023663-0.00074081i,0.00036667-0.00038701i,-2.6853e-05-0.00023264i
0.0010584-0.00072855i,0.0015416-0.00068702i,9.4077e-05-0.001025i,-0.0011963-0.00060266i,-0.0019332+0.00012126i,-0.0012402+0.00033683i,-0.00028554+0.00057072i,-0.00035647+0.00049475i,-0.00053219+1.1865e-06i,0.00011333-0.000783i,0.00017911-0.0016204i,-0.00051638-0.00071393i,1.6218e-06+0.00076502i,0.0011607+0.0011121i,0.00091694+0.00017605i,0.00048374-0.00056718i,0.00032251+6.807e-05i,0.000894+0.00044992i,0.00086929+0.00046012i,0.0003179+0.00040418i,1.9849e-05-9.2571e-06i,-0.00024702-0.0002956i,-0.00020027+0.00016086i
-0.0023197-0.0019032i,-0.0029766-0.001839i,-0.0029547+0.00010854i,-0.0016395+0.0014443i,-0.00040281+0.0015917i,0.00080927+0.00026776i,0.00062161-0.00078248i,-0.00069474-0.00069073i,-0.00075598-0.0003479i,-8.0491e-05+0.00036666i,0.00035517+0.00036832i,0.00063853-0.00037786i,-0.00032528-0.00072734i,-0.00064718-0.00058627i,0.00017788-0.00062892i,4.2961e-05-0.00086865i,-0.00036278-0.00075712i,-0.00042699-0.00020683i,-0.00014212-0.00056869i,-0.00023446-0.0005647i,-0.00038081+0.00027973i,7.1579e-05+0.00083292i,0.00030878+0.00020287i
0.0013045-0.00092191i,-9.6451e-05-0.0017027i,-0.0018297-0.0012084i,-0.0015747+0.00013437i,-0.0011733+0.0014048i,-0.00028592+0.00081515i,0.00016475-0.00043327i,-0.00060068-0.00096384i,-0.00078848-0.0011402i,-0.00017299-0.00049257i,0.00062752+5.078e-05i,0.0015625+0.00032334i,0.0011244+0.00022078i,-0.00010703-0.00045999i,-0.00037864-0.00038385i,-0.0002368-0.00025022i,-0.00034328-0.00089125i,-0.0007547-0.00049418i,-0.0012284+0.00081368i,-0.0010593+0.0012248i,-0.00034595+0.0011793i,-6.111e-05+0.00092792i,-0.00017786+0.00032503i
-0.0007973+0.00055368i,-0.00080932+0.0017797i,-0.00099531+0.0027372i,-0.00074014+0.0021747i,-0.00048782+0.0014568i,0.00036982+0.00049844i,0.00067735-0.00073518i,3.2736e-05-0.0010769i,0.00015866-0.00029434i,0.00092566-0.00021386i,0.00065548-0.00015247i,-0.0002054-3.0784e-05i,-0.00045095+0.00018902i,-0.00077317+0.00053738i,-0.00099512+0.00037986i,-0.00035056-0.00017526i,0.00022699-0.00057305i,0.0010391-0.00040354i,0.0010619+5.9117e-05i,0.00029257-0.0002405i,0.00051946-7.501e-05i,0.00040753+0.00032385i,-0.00033821-9.8972e-05i
-0.0002232-0.00055241i,1.3147e-05-0.0013857i,0.00010501-0.00075821i,-0.00042346+0.00054349i,-0.0012054+0.00017516i,-0.0011948-0.00030097i,-0.00029661-0.00010463i,-0.00010527+0.00022068i,-0.00015093+0.0007494i,-9.7877e-05+0.0008554i,0.00017722+0.00060684i,0.00016285+7.9125e-05i,-0.00043127-0.00065104i,-0.00058053-0.00047487i,-0.00058505-9.1952e-05i,-0.00046988-0.0003927i,0.00034243-0.00075804i,0.00065521-0.00032732i,0.00073206-0.00035041i,0.0006669-0.00048527i,0.00035134-0.00025177i,0.00020284+0.00044339i,-0.00031843+0.00042282i
0.0025232+0.0014755i,0.0016893+0.00034741i,0.0002402-0.00023598i,-0.0011193-0.00038963i,-0.0010043+0.00010232i,-0.00055258-0.00012611i,-0.001195-0.00046077i,-0.00054757-0.00074368i,0.00067861-0.00033837i,0.00089196+1.9503e-05i,0.00017315-0.00013727i,-0.00060957-8.1268e-05i,-0.00073505-0.00023213i,-0.00052634-0.00084527i,-0.00017175-0.0012196i,-0.00036307-0.00018635i,-0.0013587+5.4469e-05i,-0.0015938-0.00059479i,-0.00042017-0.00023605i,0.00026772+0.00043545i,7.4337e-05+0.00071041i,-2.1899e-05+0.00049829i,-0.00040283+0.00042069i
-0.0019904-0.00047662i,-0.0021527-0.0011144i,-0.0018986-0.0015216i,-0.0016049-0.00057396i,-0.001192-0.00018628i,-0.00058812-9.7261e-05i,-3.3407e-05-9.4528e-05i,3.6858e-08-0.00016156i,-0.00035343+0.00039216i,-0.00016581+0.00027014i,0.00012571-0.00047875i,0.00029088+0.00031009i,0.00018781+0.00039003i,-1.8651e-05-0.00042913i,8.176e-05+0.00011045i,6.1691e-05+0.00027772i,-7.8116e-05+2.7762e-05i,-7.0929e-05-6.1952e-05i,0.00027791-0.00013698i,0.00053971+0.00055115i,-0.00024005+0.0011044i,-3.1956e-05+0.0013477i,0.00037128+0.0014929i
1.2609e-05-0.0026587i,-1.7263e-05-0.0021225i,-0.0011604-0.0016849i,-0.0010795-0.00052078i,-0.00058153+0.00056157i,-0.001367+0.00020656i,-0.0013551-0.00017723i,-0.00064523-0.00011907i,-0.00029068-0.0005311i,-0.00049412-0.0014558i,-0.00041602-0.0018468i,0.00018791-0.0005469i,0.00034633+0.0010471i,0.00078717+0.00050883i,0.0011592-0.00073392i,0.0010081-0.0011019i,0.00045986-0.00073223i,-0.00013596-0.0004347i,-0.00011657+0.0002346i,0.00029301+0.0010469i,0.00059653+0.00068455i,0.00060312+0.00060363i,0.00059475+0.0012902i
-0.00082639+0.0011002i,-0.0014296+0.00029055i,-0.0015797-0.00092206i,-0.0014619-0.0009487i,-0.0013878-0.00045932i,-0.0011305-0.00055036i,-0.00078382-0.00076566i,-0.00055756-0.00097647i,-0.00032144-0.00077857i,0.00025695-0.0007768i,0.00071922-0.00081405i,0.00081407+1.336e-05i,0.00091809+0.00065732i,0.00074846+0.00062204i,0.00029186+0.00098328i,4.9064e-05+0.0006843i,0.0002367+9.7456e-05i,0.00073926+0.0006895i,0.00048995+0.00051265i,0.00028893-0.00025506i,8.537e-05-0.00053043i,-0.00031635-0.00030028i,0.00011397+0.00036974i
0.00066477-0.0021546i,-0.00027014-0.001906i,-0.00072883-0.0016684i,-0.00088716-9.9803e-05i,-0.0012933+0.0016537i,-0.0011843+0.0019471i,-0.00030381+0.0012761i,0.00019493+0.00011984i,0.00042383-0.00074259i,0.00065981-0.0010624i,0.00043122-0.00099094i,0.00036415-0.00010697i,0.00033158+0.00071061i,-7.9213e-05+0.00037025i,-0.00010161+0.00030782i,0.00081027+0.00041424i,0.00088757-0.00010843i,0.00095241-0.00025329i,0.00093686+0.00023718i,0.00082731+0.00050946i,0.00031285+0.00092681i,-0.0001843+0.0014277i,0.00014319+0.001232i
0.0020151-0.00062424i,-0.00022181-0.00069939i,-0.0007759-0.0011508i,-0.00086798-0.0017915i,-0.0014674-0.0018231i,-0.0016763-0.00089215i,-0.0011315-0.00082151i,-0.00026843-0.0014606i,0.00018786-0.0016813i,4.4467e-05-0.0014527i,-0.00015293-0.00049972i,-0.00062189+0.00069035i,-0.00057663+0.00059227i,-0.00063487+0.00012467i,-0.00071414+0.00039543i,-0.00037241+0.00057437i,0.00046274+0.0010315i,0.00038392+0.00088853i,-0.00044329-0.00013238i,-0.00011078-0.00023964i,0.000381+4.2765e-05i,0.00027114-0.00045607i,0.00026275-0.00070989i
-0.00069302+0.00012794i,0.00020717+1.1143e-05i,0.0004268+0.0007172i,-0.00054621+0.00030514i,-0.00083188-0.00016027i,-0.00041389-0.00076483i,-0.00090801-0.001308i,-0.0011106-0.0010333i,-0.00027694-0.00078311i,6.9262e-05+8.4567e-05i,-0.00012402+0.00053842i,0.00024152-9.5888e-05i,0.00052969-0.00034811i,-4.9692e-05-0.00015678i,-0.00053805+0.00024839i,-0.0004419+0.00046744i,-0.00055949+0.00035889i,-0.00036746+0.00031215i,0.00020576+0.00016084i,0.00015127-0.00023172i,2.6108e-05-0.00063559i,0.00059416-0.00012154i,0.0006214+0.00032736i
0.00057872-2.1029e-05i,0.00076689-0.00042358i,0.00040356+0.00063474i,0.00056411+0.00063507i,0.00087286-6.9823e-05i,0.00026169-0.0013002i,-0.00031173-0.0010359i,0.00030578+0.0003731i,0.00079879+0.00040738i,0.00085125+5.1396e-05i,0.00091974+0.00058187i,0.0007666+0.00051521i,-0.00020726+1.4553e-05i,-0.0012196-6.0471e-05i,-0.00032288-0.00010099i,-0.00042816-0.00037765i,-0.0016694-0.00033024i,-0.0014226-0.00043588i,-0.00044833-0.00052069i,-3.5389e-06-0.00014694i,-0.00036938+0.00057042i,-0.00036151+0.00055985i,0.00022418-0.00016062i
0.00072309+0.00065461i,-0.00093529-0.00029602i,-0.0012592-0.0015327i,-0.00096632-0.0020791i,-0.001449-0.0010651i,-0.0017966+0.00013044i,-0.0017273-0.00043275i,-0.00086653-0.001293i,0.00034932-0.001686i,0.00045584-0.0011817i,0.00017984-0.00024432i,-0.00015282-7.7989e-05i,-0.00033801-0.00026451i,-0.00045835-0.00065414i,-0.00059479-0.00045268i,-0.00015394-0.00013763i,0.00043965-9.8122e-05i,0.00027187+0.00029934i,0.00024992+0.00018356i,0.00029269-0.0001445i,0.00033041-7.4893e-05i,2.2898e-05+0.00019955i,-0.00019768+0.00052207i
-0.00034171-0.00088457i,-0.0007208-0.0019791i,-0.0013588-0.0021778i,-0.001582-0.0011589i,-0.00059193+0.00037331i,0.00017369+0.00066919i,7.5578e-05+0.00032169i,-0.00012992+0.00040895i,-0.0007784+0.00012847i,-0.00091001-0.00015166i,-0.00035822-0.00056084i,1.0331e-05+0.00017073i,-0.00022271+0.0013017i,-0.00039321+0.00044571i,0.00049373-0.00018828i,0.00026028-0.00025251i,-0.00022312-0.00023076i,0.00059766+0.00036634i,0.00075444+0.00067074i,0.00060683+3.663e-05i,0.00038385-0.00025174i,-4.0026e-05+0.00061641i,-0.00020837+0.00085421i
0.0015613-0.00083669i,0.0011087-0.001314i,0.00094516-0.0022592i,0.00058201-0.002131i,0.00038067-0.0011972i,0.00073297-0.00055729i,-0.00026185-0.00040914i,-0.00042167-0.00041962i,4.657e-05-0.0003596i,-0.00025014-0.00039704i,-0.00056889-8.7344e-05i,-0.0002564+0.00020748i,0.00028049+9.5657e-05i,3.3143e-05-2.1593e-05i,-0.0002144-0.00021692i,0.00063705-0.00022055i,0.00094736+0.00029875i,-0.0001662+5.9547e-05i,-0.00033849-0.00097068i,0.0001265-0.00083584i,-8.9859e-05-0.00044843i,-0.00040656+0.00010957i,-0.00086098+0.00075604i
