0.002078+0.00090661i,0.0014671+0.00076157i,5.898e-05+6.3724e-06i,-0.00068327-0.00022907i,-0.0019345+0.00084266i,-0.0015047+0.0022495i,-0.00051956+0.0023713i,-7.8184e-06+0.0023983i,0.00098643+0.0018521i,0.00064603+0.00030061i,-0.00023019-0.00059124i,-0.00023857-0.00079114i,-0.00022027-0.00059356i,-0.00083804-0.00071181i,-0.000894-0.00060049i,-0.00019695-0.00010812i,0.00030564+0.00031951i,-6.3482e-05+0.00036282i,5.5929e-05-0.00027349i,0.0004137-0.00060088i,0.00034294-0.00073698i,-0.00019747-0.00085887i,-0.00052533-0.0010266i
0.0023369-0.00040224i,0.0024182-0.0004676i,0.00085953-0.0012633i,-0.00047934-0.00070492i,-0.00041169+0.00072581i,-0.00034247+0.00062665i,-7.1012e-05+0.0006647i,0.00047398+0.0014521i,0.00079699+0.00097029i,0.00064747-0.00020601i,-0.00045473-0.00055187i,-0.00072842-0.00038339i,-0.00025958+0.00020456i,-0.00040203+0.0007401i,-0.00061627+0.00030575i,-0.00077862-0.00031817i,-0.00074588+6.0779e-05i,-0.00059105+0.00043858i,6.2881e-05+0.0002774i,-0.00012771-2.178e-05i,-0.00032865+0.00048514i,-0.00039244-3.4466e-05i,-0.00022069-0.00083958i
-0.0033137-0.0023443i,-0.0039594-0.00094201i,-0.0020303+0.0012495i,-0.00055497+0.0027485i,-0.00035337+0.0026641i,0.00041788+0.0018659i,0.00048979+0.00098442i,0.00021237+0.00088254i,0.00023229+0.0010682i,0.00026701+0.00042571i,0.00039014-0.00017892i,0.00034859-0.0011049i,0.00050613-0.0016482i,0.00032862-0.0014238i,-0.00013295-0.00079576i,-7.4286e-05-0.0003516i,9.0885e-05-0.00048441i,0.00010449+0.0001444i,0.00026734+0.00060012i,7.0265e-05+0.00028215i,-0.00039023-0.00018625i,-0.00025987-9.0973e-05i,3.9892e-05+0.00040622i
0.0014255+0.0012927i,0.0019658+0.001956i,0.001482+0.0017827i,0.0015547+0.0014295i,0.0015094+0.001392i,0.00051093+0.0014228i,-0.00044067+0.00082129i,-0.00065532+0.00040872i,0.00042584+0.00013864i,0.00049357-7.6662e-05i,-0.00085945-0.00013475i,-0.0010149-0.00016794i,-0.00041937+9.4667e-05i,-0.00012549+0.00043264i,-8.9633e-05+8.1658e-05i,-0.00064632+7.896e-05i,-0.0013507+0.00021672i,-0.00082514-0.00025188i,-0.00072115+2.0684e-05i,-0.0011738+7.5847e-05i,-0.00055256+6.9325e-05i,-0.00025061+0.00058823i,-6.0103e-05+0.00071264i
-0.00028359+0.0013857i,0.00042+0.0023744i,0.0010697+0.002492i,0.0007375+0.0021179i,0.00039255+0.0011188i,0.00085871+0.00017274i,0.00053138-0.00016655i,0.00036359+0.00028477i,0.00068883+0.00080935i,0.00066214+0.00013353i,0.0001757-0.00056817i,4.1693e-05+7.5792e-05i,0.00034603-1.0427e-05i,0.00070294+0.00021201i,0.00065966+0.00058837i,4.9638e-05-0.00018916i,-0.0001883-7.2075e-05i,0.0005292+0.00045885i,0.00053374+9.2803e-05i,1.7637e-05-0.00082727i,-8.7636e-05-0.0010346i,-1.1515e-06-0.00049679i,8.2596e-05-0.00044394i
-0.00019483-0.00071363i,-0.00072422-5.2361e-05i,0.0001387+0.00057771i,0.00057282+0.00090828i,0.00018446+0.001548i,0.00040766+0.0011465i,0.00027445-0.00012091i,-0.00042016+6.7372e-05i,-4.9632e-05+0.0007409i,0.00023127+0.00093326i,-2.5503e-05+0.00057001i,-0.00048045+0.00046276i,-0.00082022+0.00042068i,-0.00092738-0.00038225i,-0.00070713-0.00074861i,-0.00039864-0.0006099i,0.00016589+4.6991e-05i,0.0011832+0.0010428i,0.00095851+0.0010484i,0.00062261+0.00098164i,0.00093845+0.0015293i,0.00032125+0.0007961i,0.00014329-0.00025551i
7.3769e-05-1.0782e-05i,0.00090455+0.00082605i,0.00079001+0.0016092i,0.00024991+0.0017457i,-0.0001011+0.0022516i,0.00060278+0.0016369i,0.00025308+0.00075661i,-0.00080549+0.00036957i,-0.00014588-0.00084947i,0.00051086-0.0016168i,0.00018635-0.00096909i,0.00018003-0.00054634i,0.00038765+7.6761e-05i,0.00034703+0.00059987i,0.00026212-0.00051863i,0.00016919-0.0010345i,8.2612e-05+0.00021145i,-0.00011377+0.00083147i,0.00021008-8.0346e-05i,0.00086595-0.00011657i,0.00069836+0.00067023i,0.000124+0.00079979i,0.00024219+0.00024972i
-0.0011963-0.0030796i,-0.0015182-0.0020096i,-0.0022233-0.0017859i,-0.0020947+2.3916e-05i,-0.0017282+0.0021302i,-0.00089761+0.0015397i,0.00022939+0.00031006i,7.758e-05+0.00033608i,-0.0006078+0.00032789i,-0.0015634+0.00035965i,-0.0017622+0.00039395i,-4.4925e-05+0.00031964i,0.00043221+2.6698e-05i,-0.00018419-0.00014217i,-0.00080649-0.00044026i,-0.00077121-0.0004161i,-0.00010203+3.2996e-05i,0.00044396-3.2856e-05i,0.0005326-6.8121e-05i,0.0006775-0.00015431i,0.00055426-0.00063004i,-2.8932e-05-0.00064206i,-0.00010956+0.00027043i
0.0011283-0.000321i,0.001151-0.0003796i,0.00045745-0.00097084i,0.00074008-0.00027432i,0.0016197+0.00074472i,0.0010925+0.00036858i,-0.00033836+0.00049601i,-0.0011656+0.0010025i,-0.00031169+0.00033698i,-0.00023373-0.00056481i,-0.0010549-0.00054882i,-0.00065715-0.00053725i,-0.0003531-0.00058174i,-0.00011324+0.00027749i,-5.5342e-05+0.00024793i,-0.00015482+5.4152e-05i,0.00038223+0.00057167i,0.00021462+0.00083354i,-0.00032036+0.00064527i,-0.00061941+0.00070503i,-0.00021891+0.00019321i,0.00032112-0.00029431i,0.00069901-0.00024353i
0.0030259-0.00029775i,0.002622-0.00027461i,0.0012752-0.0010024i,-0.0006031+0.00010391i,-0.0015625+0.0014065i,-0.00092388+0.0013044i,-0.0003562+0.0011117i,-0.00018061+0.0013902i,0.00030672+0.001282i,0.00029919-6.8866e-05i,0.000435-0.00082494i,0.00063553-0.00038465i,0.00033391+9.4586e-06i,-0.00010944+0.00031736i,-0.00033732+0.00049043i,-0.00094812+0.00042935i,-0.00097478+9.0532e-05i,-0.00019231+0.00049503i,-1.3086e-05+0.0011718i,-0.0006211+0.00034967i,-0.00072449-0.00060591i,-0.0010138-0.00091444i,-0.0010836-9.1994e-05i
0.0012487+0.0022195i,0.0012518+0.0013981i,0.0023212+0.0001896i,0.0024387+0.00021996i,0.00236+0.0011742i,0.0014358+0.00056883i,-7.8003e-05+8.2994e-05i,-0.0003928+0.00091262i,4.6276e-05+0.00070214i,0.00048534-0.00050744i,-0.00011639-0.0015887i,-0.00048246-0.0015755i,-0.0004361-0.00088119i,0.00022125-0.00065076i,0.00068517-0.00050893i,0.00015272-0.00019967i,0.00013158+0.0001659i,0.0010958+0.00025169i,0.0014029-0.00048898i,0.00094473-0.0011377i,-0.00029932-0.00036474i,-0.00086604+0.00012271i,-7.251e-05+0.00029061i
0.001354-0.0014579i,0.00088528-7.2372e-05i,0.00056084+0.0010981i,0.00032055+0.0011428i,-4.0647e-05+0.0015728i,-2.6532e-05+0.001527i,-0.00039654+0.0010294i,-0.00085652+0.0013276i,-0.00048358+0.0013901i,-0.00092207+0.00064884i,-0.0012501+0.00012204i,-0.00060777+0.0001422i,-0.00027757-0.00055592i,2.4393e-05-0.00039711i,0.00046459-2.7771e-05i,0.00035951-0.00021327i,-0.00013037-0.00025877i,0.0003493-0.00027736i,0.00085299+0.00022279i,-0.00010412+0.00025956i,-0.00048581+0.00013886i,0.00011989+0.00011598i,0.00042614+9.6828e-05i
0.0011547+0.0031104i,0.00077482+0.0021163i,0.0018461+0.0017369i,0.0022894+0.00091099i,0.0021157+0.00036367i,0.0017719-0.00014207i,0.00028155-0.00095785i,-0.00044514+4.4989e-05i,-0.00049895+0.0011515i,7.0483e-06+7.0678e-06i,0.00041877-0.001019i,0.00015767-0.00099307i,-0.0001181-0.00059884i,-0.00036154-0.00051283i,-0.00042419-0.00041474i,-0.00046179-0.0005757i,-0.0005927-0.00081207i,-0.00086024-0.00054961i,-3.2276e-05-0.00022435i,0.00064839+0.00072335i,0.00074541+0.00073964i,0.0007969-0.00016002i,0.00046551+6.3242e-05i
-0.00084477+0.0025636i,-0.00074692+0.0035221i,-0.00018468+0.003771i,0.00033082+0.00259i,0.00019892+0.0019981i,0.00016396+0.00098507i,-0.00023727+0.00057611i,-0.0012456+0.0011317i,-0.0010844+0.0010042i,-0.00025771+0.00013714i,8.5559e-05-0.00035939i,0.00017104-0.00079161i,0.0010031-0.00087562i,0.0012656-0.00031918i,0.00042593+0.00022122i,-5.8087e-05+0.00043451i,0.00095851+0.0002582i,0.0015989+3.3986e-05i,0.00034561-0.00031096i,-0.00045643+0.00016481i,-0.00028584+0.00013012i,0.00034056-0.00061963i,-9.4694e-05-0.00076945i
0.0028825-0.00087644i,0.0029882-0.00095625i,0.0019013+9.0532e-05i,0.00043663+0.0014799i,0.00038953+0.0014449i,0.00085652+0.00068364i,-1.2885e-05+0.00011749i,-0.0012318-0.00010267i,-0.0012338+0.00076311i,-0.00090576+0.001021i,-0.0012573-0.00017532i,-0.00060954-0.0012527i,-6.2884e-05-0.00058431i,-0.00011597+0.00035618i,0.00021549+6.7129e-05i,-0.00077518-0.00030667i,-0.0015936-0.00027289i,-0.0011181+3.5413e-05i,0.00044542+0.00015056i,0.0015685-7.1456e-05i,0.00083533+0.00013402i,5.0504e-06+0.00039639i,0.00052774+0.00055772i
0.0002141+0.0015233i,0.0010632+0.00033332i,0.0009533-2.7454e-05i,0.0010332+0.001589i,0.0010264+0.0023355i,0.00054863+0.00097098i,-0.00027738+0.0002558i,-9.4011e-05+0.00064043i,8.9439e-05+0.00012102i,-0.00016516-0.00076191i,-0.00026573-0.000485i,7.7151e-05+0.00040617i,0.00083655+0.00072226i,0.00066272+0.0011764i,-0.00027926+0.0007083i,-5.7002e-05+0.00035557i,-9.9066e-05+0.00023567i,-0.001279-0.00052172i,-0.0010065-0.00044841i,-0.00017711-0.00026796i,-4.9217e-05-0.00058281i,-0.00047332-0.00015284i,-0.0002844+0.00031858i
-0.0020352+0.00095859i,-0.00064825+0.0018007i,6.1989e-05+0.0028903i,0.00034589+0.0035104i,0.00080473+0.0032292i,0.0010937+0.001072i,0.00042962-0.00043717i,-0.00067651+0.00033364i,-0.00031003+0.00087134i,-6.8303e-06+0.00061662i,-0.00028707+0.00024021i,-0.00051176-6.4071e-05i,-0.0012295-0.00055532i,-0.00097581-0.00038808i,0.00073979+0.00069564i,0.0007335+0.001312i,0.00074385+0.0013964i,0.0011134+0.00093248i,0.00040897+3.5844e-05i,0.0011897-0.000404i,0.0013137-0.00054089i,0.00013428-0.00038251i,-0.00024066+5.7708e-05i
0.0028009+0.0004144i,0.0033599-6.9978e-05i,0.0019326+0.00037198i,0.0010712+0.00051555i,0.00072069-3.7905e-05i,-0.00046512-0.0010502i,-0.001142-0.00058215i,-0.0015171+0.00039661i,-0.00074268+0.00056361i,-0.0005685+0.00045169i,-0.00069916+0.00013595i,-0.00077057+9.5093e-05i,-0.000851+0.00026282i,-0.00076828+0.00044677i,-0.0002316+0.00072042i,-6.2671e-06+0.00042141i,-0.0001577-0.00034236i,0.00056335-0.00053005i,0.0007291-5.0813e-05i,0.00063678-0.00019587i,0.00038181-0.00031184i,6.7532e-05+9.3138e-05i,0.00066412+0.00021311i
0.00035451+0.0035517i,0.00050053+0.0025999i,0.00085146+0.0023645i,-2.0131e-07+0.0026052i,-0.00030778+0.0023124i,-0.0003725+0.0015842i,-0.00097788+0.0012343i,-0.0010478+0.0014132i,2.0323e-05+0.0010299i,0.00037201-0.00010906i,-0.00012829-0.0008265i,-6.0461e-06-0.00096029i,0.00017955-0.00084309i,7.5513e-05-0.00078775i,-7.5098e-06-0.00048294i,-6.7631e-05-0.00011272i,-0.00034181-0.00043556i,-0.0003051-0.00028837i,5.0233e-05-2.817e-05i,0.00019549-0.00043171i,0.00020929+7.7327e-05i,0.00033356+0.00066298i,-8.217e-05+0.00063258i
0.0027759-0.001413i,0.0023502-0.0010441i,0.0023541-0.00062149i,0.0018613+0.00012426i,0.00089824+0.00021843i,0.00057068-0.00032847i,0.00035246-0.00030968i,5.3557e-05+0.00040558i,0.00074667+0.00088116i,0.0014747+0.00043545i,0.0010965-0.00043478i,0.00048574-0.00061997i,0.00076683-0.00029043i,0.00084872+0.00027994i,-0.00022133+0.00082415i,-0.00099511+0.00076403i,-0.0010439+0.00076438i,-0.00034335+0.00095852i,0.00016988+0.0012477i,-2.3606e-05+0.00025021i,0.00033319-0.00051709i,0.0003483-0.00040338i,6.4351e-05-0.00031631i
0.00020417+0.0010753i,0.0013162+0.0024801i,0.0014639+0.0024265i,0.00098733+0.0013911i,0.0015728+0.00082511i,0.0013158-0.0001368i,0.00048572-0.0011446i,0.00031517-0.0003478i,0.00024053+0.00045391i,-0.00013952+0.00032975i,-0.00032266+0.00035997i,-0.00031526+0.00020948i,-0.00076446-0.00086479i,-0.00091762-0.0010573i,-0.0008892-0.00016725i,-0.00083483+0.00013258i,-0.00021329+4.1489e-05i,0.00014431-5.2618e-06i,0.00027353-1.1688e-05i,-9.6205e-05+0.00098076i,-0.00016989+0.0016253i,4.8066e-05+0.0010879i,0.0002709+0.00037932i
0.00073089+0.00087916i,0.00092084+0.0013742i,0.0016235+0.00073182i,0.0013399+5.5835e-05i,0.00013887+1.5998e-05i,-0.00046397+0.00010048i,-0.00022417+0.00047892i,-0.00046083+0.0010418i,-0.00078112+0.0011963i,-0.0004507+0.00085698i,-0.0003793+0.00015966i,-0.00025222-0.00051046i,-0.00026891-0.0002256i,-0.00037716+0.00034612i,-9.1347e-06+0.00040573i,0.00010258+0.00053192i,-0.00059142+0.00050254i,-0.0008179+0.00078422i,-0.00069096+0.00091868i,-0.00077162+0.00077055i,-0.00068508+0.00042701i,-0.00021894-0.00016216i,0.00013134-0.00088169i
-0.0011808-0.00060622i,-0.00077909-0.00055422i,-0.0015136+0.00017115i,3.8966e-05+0.0017736i,0.0019418+0.0032143i,0.0017838+0.0027681i,0.0011348+0.0013473i,-0.00030042+0.00061283i,-0.0010963+0.0001293i,-8.1683e-05+0.00015843i,0.00098401+0.00027208i,0.00083139-0.0001293i,0.00068099-0.00032694i,0.00085956-0.00018364i,0.00054181+0.00047839i,-1.9065e-05+0.0003505i,-0.00041106+0.00011342i,-0.00081374-0.0001979i,-0.00099708-0.00023598i,-0.0015992-2.7886e-05i,-0.0013672-6.6285e-05i,-0.00086555+0.00051831i,-0.00032529+0.00019852i
0.0029349+0.0014009i,0.0026744+0.00068614i,0.0017276-0.00018579i,-2.0203e-05-0.00023739i,-0.00098232-0.00013131i,-0.00055338+0.00014534i,-0.00035641+0.00073233i,-0.00022136+0.0012846i,-0.00035028+0.00067042i,-0.00030289-0.00056836i,0.00030932-0.00096284i,0.00039737-0.00018433i,-6.4719e-05+0.00017688i,-9.1893e-05+0.00021606i,0.00032675+0.00045521i,0.00047404+0.00096762i,0.00050945+0.00032964i,0.00052623-0.00044602i,0.00051204-0.00050938i,0.00019673-0.00020379i,-0.00015889+2.0707e-05i,9.8953e-05-0.00022019i,-0.00034864-0.00055613i
0.0022134-0.00096033i,0.0024867+0.00030953i,0.0024495+0.00079277i,0.0016909+9.5523e-05i,0.0012976-0.00022376i,0.00049662+0.00015935i,-0.0010129+0.00059119i,-0.0015116+0.0013502i,-0.0013477+0.00099251i,-0.00083111+9.6428e-05i,-0.00096035-9.5846e-05i,-0.00091944+7.6865e-05i,-0.00084217+0.00023414i,-0.00074828+5.5341e-05i,0.00014645-0.00027944i,0.0004342+0.00035895i,0.00015919+0.00074195i,0.00017686+0.00010338i,-0.00011419-9.5246e-05i,-0.0001267+1.2716e-06i,-0.0001838-3.34e-05i,7.7398e-05+2.0407e-05i,0.00033721+0.00014306i
-0.00046663-0.0029711i,-0.00035516-0.0017783i,-0.00029688-0.00092328i,1.4399e-05-0.00074252i,-0.0004818-0.00041394i,-0.00089946+0.00039277i,-0.00024675+0.0013375i,-0.00010537+0.0020487i,0.00019562+0.001238i,0.00024788-0.00015133i,-0.00043472+0.00037261i,-0.0003476+0.00091346i,0.00012271+0.00073861i,-0.00015911+0.00021723i,-0.0005169-0.00050856i,-0.00061551+0.00014621i,-0.0010275+0.00089943i,-0.00051844+0.00083323i,6.2786e-05+0.00044805i,9.2901e-05+0.00040184i,0.00016922-0.00017869i,0.00035195-0.00068477i,0.00051053-0.00059821i
0.00099092+0.0045088i,0.0012522+0.0044387i,0.0026638+0.0032868i,0.0021808+0.0012406i,0.00053887+0.00038495i,-5.7675e-07+0.00029204i,-0.00059443+0.00020271i,-0.0010363+0.0004434i,-0.00097208+0.00086743i,-0.00096221+0.00028797i,-0.00087459-0.00049479i,-0.0010249-0.00054016i,-0.0008635+0.00023254i,-0.00047572-0.00010783i,0.00041553+0.00030029i,0.00045893+0.0013109i,-0.00059601+0.00063183i,-0.00041307-0.00015821i,0.00072282-0.000134i,0.00061502+0.00070989i,-5.9388e-05+0.00082791i,-0.00083259-0.00026616i,-0.00083819-0.00080047i
0.0005468-0.0013685i,0.00044679-0.0012107i,-0.00049131-0.00030327i,-0.0008059+0.00053681i,-0.00060719+0.0019137i,0.0005305+0.0021081i,0.00056139+0.0007542i,-5.3099e-05+0.00080021i,-0.00017425+0.0013312i,0.00045478+0.0011887i,0.00062898+0.0011338i,0.00012709+0.00032629i,0.0004245-0.00085403i,0.00056986-0.0007831i,7.2508e-05+0.00040249i,-0.00057285+0.0006163i,-0.00098322-0.00019213i,-0.00071022-5.5899e-05i,-0.00042062+0.00054735i,-0.00076531+0.00052771i,-0.00058456+0.00097571i,-0.00038866+0.00096695i,-0.00042064+1.587e-05i
0.0017758-0.00016169i,0.00035098-0.00010932i,-0.00040857-0.00054071i,-0.00073727+0.00022052i,-0.00069649+0.001111i,0.00033352+0.0016179i,0.00055117+0.0014289i,-0.00045948+0.001593i,-0.00092747+0.0014423i,-5.3794e-06+0.00028923i,0.00079439-0.00014407i,0.00085528-0.00017388i,0.00064849-0.00018453i,0.00035489+0.00015452i,2.5028e-05+0.00034471i,-0.00021494+0.00011815i,-0.00039178-0.00027398i,3.5475e-05-0.00064758i,0.00012964-0.00081894i,0.00045338-0.00088367i,0.00052293+5.1307e-05i,-0.00032801+0.00057528i,-0.00046633+0.00058175i
0.00016851+0.00047382i,0.00095081+0.001722i,0.0005971+0.001476i,-9.9708e-05+0.001053i,-0.00056571+0.0015058i,5.8826e-05+0.001642i,0.00026908+0.0017156i,-0.0001533+0.0015121i,-0.00020814+0.00065495i,-2.6619e-05+0.00034634i,-0.00014691+7.5622e-06i,-0.00019692-0.00017354i,2.6641e-06+0.00039123i,-0.00020824+0.00081567i,-0.00028404+0.00032647i,7.7433e-05-0.00035625i,0.00020812-0.00041721i,0.00031818+0.00030288i,0.00038544+0.0007055i,0.00023893+0.00075757i,0.00020478+0.00067708i,-0.00017337-0.00026283i,0.00029026-0.00032364i
0.0004123+0.0015386i,0.0011335+0.00075769i,0.0020258-0.0002099i,0.0025397+0.00013332i,0.0017275+0.0008153i,0.00088724+0.00018745i,-0.00010989+0.00013314i,-0.00077826+0.00070974i,-0.00085384+0.0011821i,-0.00040601+0.00078952i,-0.0001651-7.2993e-06i,9.6138e-05-0.00047812i,0.0002419-0.00035311i,-0.00024469-0.00051242i,0.00021376-0.00067953i,0.00024504-0.00036054i,0.00022076+0.00022463i,0.00048787+0.00070797i,-0.00068737+0.00028148i,-0.0009477-0.00075153i,-0.00026625-0.00079797i,-6.6081e-05-0.0004024i,0.00064851-0.00083399i
0.00083566+0.0040547i,0.0010179+0.0036292i,0.0015281+0.0030728i,0.002571+0.001383i,0.0022859-0.00034117i,0.00074747-0.00085841i,-0.0009076-0.00048782i,-0.00065274+0.00072867i,0.00017556+0.0018636i,0.00028621+0.00090779i,0.00054791+0.00035186i,0.00056483+0.00023022i,-0.00044099-0.00065903i,-0.0013407-0.0011326i,-0.00068895-0.00050049i,0.00013052+0.00032152i,-0.00012713+0.00048948i,-0.0003245+0.00048914i,0.00028597+0.00053749i,0.00051576+0.00049143i,-0.00029054+0.00081929i,-0.0010448+0.00051151i,-0.00045124-0.00041355i
0.00012215+0.0013535i,0.00069807+0.0016671i,1.5734e-05+0.0015483i,-0.0010897+0.0024265i,-0.0010184+0.0031596i,-0.00030515+0.0018503i,-0.00044663+0.00051855i,-0.0010279+0.00052489i,-0.00072858+0.00049656i,-0.00026676+0.00061734i,1.5743e-05+0.00063147i,0.00046149+0.0001504i,0.00080223-6.0112e-05i,-0.00023646-0.00027432i,-0.00048036-0.00029515i,0.00062318+0.00029639i,0.00047813+0.00094561i,0.0002328+0.00076928i,0.00051721+0.00012307i,0.00052433-0.00038739i,-0.00032543-0.00067135i,-0.00065668-0.00014929i,-0.00059776+0.0006442i
0.00053979-0.00083783i,0.00094565-0.00086477i,0.0016697+0.00086124i,0.0024146+0.0015773i,0.0028935+0.0011735i,0.0014636+0.0009123i,-0.00043961+0.00014003i,-0.00044608-0.00018133i,0.00046056-0.00027409i,0.0011328-0.00055123i,0.00052805-0.00066681i,0.00038607-0.00096225i,0.00020393-0.00040433i,-0.00066463+0.00019549i,-0.0013941+0.00085494i,-0.001357-5.9109e-05i,-0.0010539-0.0014096i,-0.00083438-0.00032088i,-0.00061478+0.00040954i,-0.00024176+0.00038005i,0.00068996+0.00075161i,0.0004953+0.00040003i,0.00064402-0.00048168i
0.00044939+0.0010167i,0.00025881+0.00057277i,-0.00013919-0.00030629i,-0.00092968-0.00036501i,-0.001172+0.000385i,-0.00048437+0.0011496i,-0.00065934+0.0014187i,-0.00055188+0.00087886i,-0.00030806+0.00070643i,-0.00021301+0.00015693i,5.4771e-05-0.00049161i,1.159e-05+9.4167e-05i,-0.00021609+0.00036121i,0.00035931-0.00070041i,0.00063505-0.00082372i,0.00028385-0.00031168i,0.00025543-0.00017523i,0.00028318-0.00031714i,0.00019967-6.6435e-05i,-0.00014299-0.00043879i,2.1033e-05-0.00065384i,0.00020331-0.0004126i,9.2993e-05-2.359e-05i
0.00095143+0.0039442i,0.0025008+0.0027975i,0.004882+0.0018528i,0.0053319+0.001016i,0.0044087+0.00049702i,0.0026148-0.00040014i,0.0005797-0.00013583i,-0.00023446+0.0015131i,-3.2099e-05+0.0013368i,0.00072791+0.00051494i,0.00081142+0.00039556i,0.0004092-7.1195e-05i,0.00058868-0.00032744i,0.00062349-0.00024944i,0.00037699-0.00062371i,0.00049291-0.00053311i,0.00057612+0.00037451i,0.00040324+0.00040683i,-0.00027311+0.0004297i,-0.00079561+0.0010662i,-0.00040626+0.00042523i,0.00073333-0.00018474i,0.00073542-0.00027416i
-0.00044088+0.001223i,-0.00084732+0.0010128i,-0.0013244+0.0018368i,-0.0010648+0.0033369i,0.00017952+0.0034114i,0.00052894+0.0016895i,-0.00046002+0.0005212i,-0.0015238+0.00077776i,-0.00066929+0.00088853i,0.00070625+0.00031647i,0.00082092-0.00021284i,0.0012576-0.00057437i,0.0015738-0.00011407i,0.00045915+0.00038471i,-0.00044973+0.00074576i,0.0001271+0.0011013i,0.00028799+0.0014657i,-1.2071e-05+0.00090228i,2.2903e-05+0.00035195i,-0.00019056+0.00064122i,-0.00042409+0.00089375i,-0.00035955+0.0003993i,0.0002228+8.9095e-05i
0.0026309+0.0034669i,0.0026799+0.003283i,0.0022644+0.0030427i,0.001256+0.0031237i,0.00071223+0.0019545i,0.00095891+0.0010493i,0.00049844+0.00036251i,-0.00056229-0.00045046i,-0.00086429-0.00047497i,-0.00023438-0.00046959i,-0.00014449-0.00076432i,-0.00051199+0.00034809i,-0.00026403+0.0010204i,-1.2714e-05+0.00066251i,-0.00014291+0.00085033i,-0.00038958+0.00090086i,-0.00035838-0.00019644i,-0.00026683-0.0010598i,-3.1257e-05-0.0011285i,0.00020961-0.0005077i,0.00029683+0.00061861i,0.00023594+0.00018744i,4.1902e-05-0.00031499i
-0.001875-0.00099365i,-0.0011996+5.361e-06i,-0.0016497+0.0015506i,-0.0016676+0.0021929i,-0.00024446+0.0027352i,0.00058431+0.0022822i,0.0005353+0.00069733i,0.00052562+0.0008435i,-0.00019554+0.00077333i,-0.00066416+0.00035525i,-0.00040314-5.6657e-05i,0.0001654-9.607e-05i,0.00059215-5.6594e-05i,-0.00017714-0.00023265i,-0.00035199-0.00017805i,0.00014932-0.00048436i,-4.2859e-05-0.00071939i,1.0544e-05-0.00060204i,0.00010289-0.00053725i,-0.00033531-0.0003934i,-0.00080503-0.00052824i,-0.00061928-0.00022649i,-0.00022076+0.00057693i
0.00065525-0.00096942i,0.00072328-0.00054838i,0.000789-0.00080456i,0.00066574-0.0013579i,0.00077462-0.0010397i,0.00085479-0.00014291i,0.00044888+0.00071513i,-0.00019961+0.0013051i,-1.248e-05+0.0011922i,0.00051382-0.00019761i,-5.5804e-05-0.00090512i,-0.00076424-0.00055353i,-0.00016552-0.00044719i,0.00028447-0.00091692i,-1.5034e-05-0.00060498i,-0.00056904-0.00017008i,5.7184e-05+0.00011784i,0.00079484+0.0007095i,0.00056942+0.00052654i,0.00085427+2.801e-05i,0.00067901-0.00010776i,0.00015118-0.00069789i,-9.5386e-05-0.0006631i
0.0015516+0.0020432i,0.00089978+0.0029999i,0.0010705+0.0036294i,0.0011635+0.0023675i,0.0004691+0.00084622i,0.00022533+0.00055007i,0.00023936+0.001345i,-0.00051825+0.0019405i,-0.00083489+0.0010525i,-0.00035998+0.00042653i,-0.00065288+0.00038093i,-0.00081991+0.00014661i,-0.000392-0.00022576i,-0.00023785-0.00028805i,0.00064779-0.00052687i,0.00086073-0.0005459i,1.0577e-05-0.00032033i,0.00021498-0.00018545i,0.00097444-0.00024763i,0.00094487-1.1949e-05i,0.00036162+0.00048264i,-0.00029228+0.00080146i,-0.00052033+0.00083727i
0.0017535+0.0020552i,0.002122+0.001271i,0.0031514+0.0016845i,0.0027002+0.0012894i,0.0013723+0.00057288i,4.7678e-05+0.00016203i,-0.00061053+0.00020919i,-0.00079986+0.00084815i,-0.00065214+0.00029672i,-0.00017503-0.00045107i,-0.00036066-0.00049818i,-0.00081619-0.0006631i,-0.0004221-2.0479e-05i,3.3834e-05-1.007e-05i,0.00013199-0.00071544i,0.00024822-0.00016006i,0.0008653+0.00033637i,0.00088851+0.0004497i,0.00019086+0.00073931i,-0.00023449+0.00050192i,-0.0007147-9.9798e-07i,-0.00037775-2.0217e-06i,0.00028648-4.1377e-05i
0.00075157-0.0010355i,0.0011142+0.00010007i,0.00062749+0.0008i,-0.00014022+0.0013254i,-0.00014624+0.001759i,0.00077955+0.0018799i,0.00051507+0.001113i,-0.00015136+0.00050437i,0.00027728-0.00024146i,-0.0002254-0.0013825i,-0.00063824-0.0016753i,-0.00017298-0.0010192i,2.5526e-05-0.0006047i,0.00033419-0.0011315i,0.00070743-0.00092929i,0.00048699-0.00043576i,0.00012328-0.0006925i,-0.00019596-0.00014227i,-0.00017674+0.00062124i,-0.00031361+0.00060436i,-0.00045693+9.649e-05i,0.00043849+2.1838e-05i,0.0010562+0.00062036i
-0.00098259+0.001706i,0.00015077+0.0008621i,0.0005778+0.0013412i,0.00014622+0.0020291i,0.00064699+0.0024157i,0.0012054+0.0020042i,0.00041171+0.00070298i,-0.00063864+0.00022863i,-0.00084541+0.00043645i,-0.00027051+0.00029698i,0.00012785+0.00042728i,0.00050986+0.00012313i,-8.1212e-05-0.0002929i,-0.00065483-0.00025927i,-0.00032879+0.00097797i,-0.00056784+0.0013743i,-0.00051355+0.00029512i,3.502e-05+0.00017676i,-0.00020255+0.00047872i,-0.00070693+0.00052067i,-0.00081009+3.8966e-05i,-5.5483e-05-0.00027361i,0.00028094-0.00024879i
