-0.0035344-0.00082871i,-0.0030871-0.0015464i,-0.0029745-0.00085329i,-0.0017955-0.0015167i,-0.0010192-0.0013938i,-0.000895-0.00011405i,-0.00030883+0.0008343i,0.00014585+0.00080105i,-0.00022397+0.0009337i,-0.00049559+0.00077967i,-0.00066751-0.00034971i,-0.00051379-0.00097186i,-0.00024425-0.00075903i,-4.2938e-05-0.00092123i,0.000334-0.0007998i,8.1845e-05+0.00084314i,-8.4292e-05+0.0012207i,0.00064829+0.00024516i,-0.00023618-0.00020045i,-0.0011636-0.00020881i,-0.00025379-0.00020247i,0.00046588-0.00052804i,0.00080456-0.00060393i
-0.00073076+0.00037407i,-0.00068835+0.00097726i,-0.00117+0.00031926i,-0.00088465+0.00012676i,-0.00065091+0.00019127i,-0.0008497-0.00014672i,-0.00067034+0.00010124i,-6.8414e-05+0.00033423i,-0.00025544+0.0003538i,-0.00019855+0.00071047i,-0.00015991+8.8037e-05i,-0.00046049+0.00013638i,-0.00023319+0.00065834i,1.7567e-05-7.0563e-05i,0.00029554-0.00041339i,0.00032483+9.0429e-05i,-0.00023104+0.00062386i,0.00020507+0.00072987i,0.0012065+0.00083911i,0.00083229+0.00085002i,-0.00014771+0.00034958i,0.00025056+0.00025403i,0.00097137-3.3712e-05i
0.0010382-0.00081878i,0.00096878-0.0010811i,-0.00017089-0.0015746i,9.059e-05-0.0015599i,-0.00016471-0.00067967i,-0.00094262-0.00033299i,-0.0012721-0.00036227i,-0.00081825+0.00035593i,-0.0007919+0.00046615i,-0.00077146+5.3579e-05i,0.00053621+0.00067659i,0.0008129+0.0010434i,0.00025649+0.00099442i,1.0097e-06+0.00093933i,2.4894e-05+0.00092968i,-0.00058905+0.00073638i,-0.0013466+0.00021735i,-0.0013904-0.00030136i,-0.00099482-0.00030609i,4.78e-05-0.00050287i,0.00052395-0.00079449i,0.00032339-0.00079737i,-7.1649e-05-0.0010399i
-0.00070785-5.2841e-05i,-0.00034402+0.00015103i,0.00039751-0.00014599i,-7.4908e-05-0.00010868i,-0.00034834-0.00013422i,-0.00017034-0.00061028i,1.6109e-05-0.00079559i,-0.00087267-0.00073167i,-0.0012503-0.00085322i,-0.00068818+0.00040376i,-0.00016986+0.0014397i,0.00062261+0.0010052i,0.00070953+0.00049964i,0.00042893-0.0002845i,0.0010859-0.00050493i,0.0011748-0.00012618i,0.00054906+0.00039497i,-0.00024947+0.00014031i,-3.9058e-05-9.842e-05i,0.00064063+0.00012306i,0.00042122+0.00023551i,-0.00048784-0.00026414i,-0.00065198-0.00062714i
-0.00095081-0.00026599i,-0.0014559-0.0003521i,-0.0012177+0.0001608i,-0.0015671-0.00013518i,-0.00097209-0.00037313i,-0.00030018-0.00057889i,-0.00015974-0.00054876i,0.00033156-8.8707e-05i,0.00041293-0.00013311i,0.00011785-0.00037734i,0.0010626-0.00018221i,0.0013316+2.4033e-05i,0.00080014+2.0134e-05i,0.00090955-0.00031035i,0.00095856-1.7801e-05i,0.00034393+0.00032784i,-0.00059473+0.00036769i,-0.00052466+0.0006839i,-0.00054894+0.0011154i,-0.00069969+0.00061147i,-0.0004+0.00019312i,-0.00010709-0.0002799i,-7.4511e-05-0.00074623i
-0.00070227+7.7996e-06i,0.00041302+0.00058707i,0.00085183+0.00029192i,0.00034583+0.00030337i,-0.00033097-0.00044277i,-0.0011135-0.0014294i,-0.0012369-0.00067618i,-0.0011481+0.00032323i,-0.001728+0.00085794i,-0.0011212+0.00065285i,0.00058068-0.00020697i,0.0009345-0.00065417i,1.8889e-05-0.00027982i,-0.00054198-0.00031357i,-0.00015815-0.0011026i,0.00010491-0.00088911i,-0.00037052+1.9216e-05i,0.00020836+0.00037044i,0.00017074+0.00023912i,-0.00067865-0.00024192i,-0.00047168-0.00085796i,-0.00013254-0.00035941i,-0.00074583-0.00017882i
0.0021274-0.00063352i,0.0019208-0.00048038i,0.0019524-0.0012888i,0.0012045-0.0014261i,0.00074659-0.00098559i,0.00038416-0.00075714i,-4.9678e-05-0.00042311i,-0.0006823-0.00029547i,-0.00082193-0.00032536i,-0.00060683-0.00031382i,-0.00093657-0.00070853i,-0.00133-0.0012737i,-0.00085712-0.0012539i,-0.00070621-0.0006965i,-0.00089461-0.00058553i,-0.00055498-0.00073482i,-0.00025902-0.00039632i,-0.0001872-0.00016553i,-0.00017254+4.0316e-05i,0.00049831-0.00020225i,0.00085063-0.00052207i,0.00038472+0.00061557i,-0.00046224+0.00061078i
0.00042369+0.0014907i,0.0012466+0.00090296i,0.0010748+0.0005043i,0.00080152+0.00023272i,0.00053714-0.00010881i,-0.00013153-0.00036487i,-0.00020389-0.00040103i,-0.00016793-0.00028889i,-0.00054489-0.00027221i,-0.00074747-0.00053956i,-0.0004455-4.0111e-05i,-0.00083405+0.00089662i,-0.00037612+0.0007143i,0.00073236+0.00034543i,0.00059418+0.00042971i,0.00049151+0.00041873i,0.00084173+0.00021039i,0.0003409+8.2538e-05i,-0.00042623+3.7264e-05i,-0.00083935+0.00017443i,-0.00056057+0.0002969i,0.00035368-0.00014833i,0.00076633-0.00059278i
0.0014991+0.002498i,0.00082917+0.0028064i,2.1448e-05+0.0033397i,0.00033675+0.0020693i,0.00039101+0.00031786i,0.00021518-0.00018526i,8.4336e-06-0.00046558i,-3.0192e-05-0.00088225i,-0.00036468-0.00054238i,-0.0006262+0.00045558i,0.00012998+0.00059854i,0.00010455+0.00018113i,0.00038214+0.00024524i,0.00093032+2.8052e-05i,0.0015461-0.00052577i,0.0014322-0.00055163i,0.00056506-0.00027922i,0.00041868+0.00015616i,-0.00035016+0.001008i,-0.00023386+0.0016606i,0.00042984+0.0012509i,-0.00027505+0.00045894i,-0.00053895-0.00015761i
-0.0005079+0.0010097i,-8.8536e-05+0.0010868i,-0.00049476+0.0018501i,6.2302e-05+0.0015857i,0.0015484+0.00026355i,0.001445-0.0012233i,-0.00027969-0.00096821i,-0.00042854+0.0002303i,3.2173e-05+0.00075632i,5.057e-05+0.00069378i,0.00082364+0.0006011i,0.0011273+0.00076844i,0.0012578+0.00061962i,0.0011779+0.00075539i,0.0007999+0.00057734i,0.00062382+0.0001681i,-5.8208e-05-0.00014083i,-0.00031029-0.00045748i,-0.00020208-0.00024085i,-0.00045434+0.00065063i,-0.00025414+0.0013663i,0.00032944+0.00098075i,9.1357e-05+0.0003511i
0.0011165+0.0013774i,0.0017531+0.0016074i,0.0016147+0.0024504i,0.0014914+0.0018319i,0.00081661+0.00034625i,0.00014632-0.00070704i,0.00062562-0.00046531i,0.00053184-0.00042582i,-9.6654e-05-9.6318e-05i,4.9254e-06+0.00023352i,0.00065336+0.00086946i,0.00089689+0.00070069i,0.0011169-3.016e-05i,0.00083689-0.00026344i,-1.8759e-05+4.3235e-05i,0.0003306-5.3451e-05i,0.00088077-0.00014933i,0.00030798-0.00031297i,-0.00012547-0.0010296i,-0.00059568-0.0003902i,-0.00087252+0.00040264i,-0.0003646+0.00023016i,0.00012697-0.00070719i
-0.0032898+0.0013067i,-0.0042155+0.00059035i,-0.0027844+0.0010054i,-0.00010759+0.00051859i,0.00099064-0.00073254i,0.00083671-0.00036943i,0.00017493+0.00015049i,-0.00095858+0.00019291i,-0.001619+0.00042695i,-0.00025703+0.00020433i,0.0013812-0.00043397i,0.0016608-0.00035181i,0.00076681-1.515e-05i,0.0005141-4.6408e-05i,0.00091707+0.00069929i,-0.00012106+8.7933e-05i,-0.00046147-0.00076663i,0.0001634-0.00057724i,0.00054319+4.9719e-05i,0.00052547+0.0007716i,0.00040826+0.0010036i,0.00054832+0.0013496i,0.00044616+0.0009262i
0.0020067+0.00064296i,0.0022982+0.00016289i,0.0023574-0.00099502i,0.0021977-0.0010995i,0.0011624-0.0010064i,0.00080792-0.00060624i,0.00013203+0.00018263i,-0.00052627+0.00016448i,-0.000436-0.00013125i,-0.00060292-3.9699e-05i,3.5489e-05-0.00036308i,0.00056546-0.0011168i,-4.3929e-05-0.0016831i,-0.00057161-0.0016663i,-0.0002556-0.0012596i,0.00038493-0.0010692i,-8.1331e-05-0.00044418i,-0.00073947-0.00018862i,-0.00027025-2.0736e-05i,-0.0001121+0.00058868i,-0.00063203+0.00046805i,-0.00037287+0.00045313i,0.0003196-0.00023527i
0.00019087-0.00055529i,0.00015028-5.5581e-06i,-0.00032591-0.00039015i,-0.0010951-0.00074283i,-0.0013969-0.00089714i,-0.001119-0.00065526i,-0.00060648+0.00010662i,-0.00050758-0.00035464i,-0.00045315-0.00063389i,-0.00055085-5.4145e-05i,-0.00018371-0.00032999i,0.00010015-0.00043977i,-0.0007357+0.00056297i,-0.0013165+0.00091833i,-0.00080102+0.00058804i,-0.00045019+0.00028623i,-0.0011097+0.0003429i,-0.0015889+0.00016388i,-0.00095007+0.00052732i,-0.00025697+0.00079991i,0.00052367+0.00050337i,0.0006632+0.00052941i,-0.00035564+0.00046122i
0.0010179-0.0003706i,0.0022184-0.00027072i,0.00083171-0.00038675i,-0.00032991+0.0002278i,0.00056072+1.1427e-05i,0.00027443-0.00016513i,-0.00039123+0.00036821i,-0.00032299+0.00034038i,-0.00065177-0.00020933i,-0.0012568-0.00051782i,-0.0010943-0.00072851i,-2.9849e-05-0.0010851i,0.00028875-0.00015249i,0.00019183+0.0015105i,-8.6453e-05+0.001168i,-6.6002e-05+0.00014713i,0.00046337+0.00061155i,0.00019225+0.00054668i,-0.00086796-5.7158e-05i,-0.00097297-0.00038749i,-0.00022956-0.00043595i,-6.3128e-05-0.00025798i,-0.00014957-0.0001197i
0.00029799-0.002496i,0.0010526-0.0022719i,0.0011618-0.0015609i,0.00060342-0.00066913i,-0.00037372-0.00032409i,-0.00024445-0.00028933i,-9.6248e-05-5.6389e-06i,-0.00026478-3.2255e-05i,-0.00068435-0.00057482i,-0.001018-0.00022244i,-0.0011978+0.00037599i,-0.0010847+6.695e-05i,-7.2217e-05-0.00014431i,0.00032843+5.8893e-05i,4.1588e-06+8.9176e-05i,1.0828e-05+0.00019229i,9.4349e-05-0.00032613i,2.3166e-05-0.00054514i,6.0609e-05-0.00018066i,-0.00022319-0.00015043i,-0.000489+0.00015853i,-0.0010974+0.00022621i,-0.0017163-0.00032119i
-0.00082469+0.00088015i,-0.0003469+0.00068765i,-0.00021827+0.00086972i,-0.00024205+0.00030366i,0.00018152-0.00098763i,0.00060425-0.0018323i,-3.2752e-05-0.00092837i,-0.00025599-0.00035899i,-0.00027543-0.00035521i,-0.0003196+0.00058296i,0.00027197+0.0011356i,0.00087249+0.00052839i,0.00096336-4.7148e-05i,1.9642e-05-0.0003045i,0.00049065-0.00045609i,0.0011905-0.00042367i,0.00054555-0.00045184i,-0.00042142-0.00048809i,-0.00065777-0.00031333i,-9.7751e-05+7.7525e-05i,0.00016544+0.00075655i,0.00011924+0.00096117i,0.00034138+0.000232i
-0.0015404-4.5512e-05i,-0.0014574-0.00066553i,-0.0021209-0.00045599i,-0.00097901+0.0001009i,-1.1569e-05-0.00055418i,0.00011523-0.0014346i,0.00019016-0.00085114i,-0.0005422+0.00031255i,-0.00192+0.00069037i,-0.0012722+0.00041905i,0.00010032-0.00013945i,0.00034146-0.00060984i,-0.00027597-0.00062669i,-0.0010618-0.00029898i,-0.00053645-0.00047561i,0.00064937-0.0006172i,0.00015508-0.00040403i,-0.00055391-0.00041705i,-0.00046262-0.00027818i,-0.00046105+6.2899e-05i,0.00030329+9.6438e-05i,0.0011118-4.0592e-05i,0.0006429-0.00035899i
0.00014173-0.00072415i,0.00010339-0.0015083i,8.5844e-05-0.0014682i,-0.00057602-0.0011115i,-0.0011191-0.0012035i,-0.0011759-0.0015352i,-0.0011714-0.00086112i,-0.00080781+4.5836e-05i,-0.00038762+0.00068474i,0.00057757+0.0011028i,0.00053477+0.00070632i,-0.00045478-0.0005968i,-0.00077069-0.0012242i,-0.00039742-0.0010732i,0.00017725-0.00053426i,-6.2425e-05+8.8897e-06i,-0.00041271+0.00014436i,-0.00071757+0.00062814i,-0.00052169+0.00062125i,-9.6928e-05+0.00039719i,0.00026154+0.00045808i,0.00084382-0.00015796i,0.00043299-0.00018372i
0.00080008+0.0005803i,0.00085842+0.00016278i,0.0015824-9.4756e-05i,0.0020786-0.00066483i,0.0013137-0.0013609i,7.7044e-05-0.0013493i,-0.00030455-0.00098834i,-0.00042252-0.00064604i,-0.0010933-0.00043953i,-0.00068206+0.0001003i,-0.00018456+0.00023757i,-0.00023869+0.00027297i,0.00053843+3.3645e-05i,0.00084989-9.9345e-06i,0.00086418+0.00059815i,0.00025755+0.00057959i,-0.00061664+7.1738e-05i,-0.00038686-0.00038809i,-4.7867e-05-0.00046168i,0.00015567+4.5651e-05i,0.00095214+0.000411i,0.0011009-0.00018129i,0.00014246-0.00083806i
-0.00041127-0.00077753i,-0.00016404+0.00032951i,-0.0010717-8.0153e-06i,-0.00099734-6.8858e-05i,-0.00067209-0.00030298i,-0.00090488-0.00033629i,-0.0006215+0.00063815i,-0.00080843+0.0011138i,-0.0013787+0.00055298i,-0.0012541+3.3824e-05i,-0.0011141+0.00025584i,-0.0009013+0.00069997i,-0.00027013+0.00033542i,-0.00025576+0.00022096i,-0.00047499+0.00076849i,-0.0003435+0.0010724i,0.00025192+0.000385i,0.00062391-0.00073339i,0.00051494-0.00062412i,-0.00016472+0.00031333i,-4.9008e-05+0.00086345i,0.0012104+0.00071169i,0.00095067+0.00045155i
0.0017864+0.00026822i,0.0020599-0.00069782i,0.0011284-0.001245i,-0.00032776-0.0010818i,-0.00078702-0.0016189i,-0.00011445-0.0011083i,0.00016713+0.000221i,-0.00018357+0.00060705i,-0.00096787+0.00015977i,-0.0011636+0.0002608i,-0.0010412+0.000217i,-0.00083134-6.7606e-05i,-7.7102e-05-0.00045791i,0.00032156-0.00039463i,-2.0304e-05+0.0005464i,0.00038066+0.00056919i,0.00065646+0.00046966i,-9.7057e-05+0.00069578i,-0.00036427+0.00048223i,-0.00016052+0.00035147i,-5.8965e-05+0.00040363i,0.00026469+0.00043938i,0.00071902-8.85e-05i
0.0016604-0.00072397i,0.0026404-0.00066733i,0.0015677-0.0015999i,0.00012754-0.0011708i,0.00013528-0.0016296i,2.3888e-05-0.0016749i,0.00016651-0.00044684i,0.00046904+1.7914e-05i,-0.00020812-0.00066635i,-0.00075803-0.00048855i,-5.556e-05+0.00014341i,7.7286e-05+1.1054e-05i,8.3616e-05-0.00066446i,0.00051252-0.0010005i,0.00020666-0.00096839i,0.00016688-0.00074227i,-0.00075588+1.5165e-05i,-0.0010436+0.0005946i,-0.00049041+0.00078382i,-0.00019806+0.00033654i,0.00032742+3.0441e-06i,-0.00031185-0.00054912i,-0.00047182-0.00055314i
0.00058137+0.0020283i,0.0010711+0.001563i,-0.0018064-0.00079162i,-0.0019828-0.0006639i,-0.00052482-0.00057066i,-9.4285e-05-0.00082707i,6.1403e-05-0.001191i,0.00012089-0.00094554i,-0.00057646-0.00086603i,-0.00039677-0.00033555i,8.2147e-05-0.0001928i,0.0006755-0.0011522i,0.00082818-0.0011139i,0.00018622-0.00081959i,3.792e-06-0.00066003i,-3.5181e-05-0.00033259i,9.6648e-05-0.00011734i,-7.723e-05-0.00055556i,-0.00038733-0.00096698i,-3.6212e-05+0.00032868i,9.754e-05+0.00063894i,-0.00041602+0.00070493i,-0.00048188+0.00085402i
0.00012344-0.0017054i,-0.00066031-0.0036349i,0.0001534-0.0024361i,0.00089459-0.0024935i,0.0006272-0.0024036i,0.00032871-0.0016598i,0.00023087-0.00093314i,-9.2423e-05-0.0011625i,-0.00036249-0.00092066i,-0.00016551-0.00027457i,0.00063995+0.00038411i,0.00042068+0.00085612i,8.0667e-05+3.1337e-05i,0.00072525-0.00053609i,0.00064066-0.00090152i,0.00028694-0.0006872i,0.00039146+0.00027509i,0.00062877+0.00052111i,4.0422e-05+0.00069154i,-0.00027267+0.00033354i,0.00013748+0.00050929i,-0.00018026+0.00099449i,-0.00024092+0.00049914i
-0.0017667+0.0028215i,-0.0024767+0.0025733i,-0.0010517+0.002296i,-0.00065416+0.0016494i,-0.0011552+0.0014098i,-0.00026052+0.0009496i,0.00038865-0.00024942i,-0.00025147-0.00059454i,2.7493e-05+0.00045245i,-8.9785e-05+0.00063509i,-0.00021839-0.00041916i,-0.00049372-0.00084123i,-0.00062472-0.0003893i,0.00030058+0.00030648i,0.00079214+0.00043396i,0.00050198+0.00036676i,0.00017445+0.00064113i,-0.00025436+0.00057627i,-0.0002882-4.75e-05i,0.00042612-0.00049808i,0.0010344+0.00053937i,0.00041703+0.00080567i,-0.00032104-0.0005148i
-0.00055004+0.0016496i,-0.0012669+0.0010998i,-0.0012756+0.001923i,0.00031233+0.00070293i,0.0011196-0.00020517i,5.3547e-05-0.00012607i,-0.00083756-3.877e-05i,-0.0012298+0.00072753i,-0.0016103+0.001129i,-0.0011271+0.00076059i,3.2567e-05-1.4476e-05i,0.00010677+0.00030793i,0.00016644+0.00065582i,0.00041056+8.6629e-05i,-4.559e-05-0.00010449i,0.00021632+0.00064607i,0.00048682+0.0011059i,0.00018848+0.00042019i,-9.6234e-05-0.00033923i,-0.00031338+2.9214e-06i,-0.00045902+0.00085928i,3.8206e-06+0.00050696i,-8.0461e-05-0.00012003i
-0.00061011-0.0022733i,0.00017-0.0009049i,0.00028944-0.00013437i,-0.00077248-0.00025784i,-0.00074588+0.00025023i,-0.00021025-0.00013909i,-0.0013971-0.00048938i,-0.0024078-0.00059884i,-0.0011277-0.00074432i,-7.9769e-06-0.00024908i,-0.00025249+0.00066595i,-0.00075741+0.0013793i,-0.00012746+0.00038228i,0.00024574-0.0006458i,0.0006217-0.00012178i,0.001192+0.00048643i,0.00059945+0.00045627i,0.00035049+0.00062294i,0.00063857+0.00049198i,0.00053617-0.00014992i,0.00035372-0.00040452i,6.2891e-06-0.00063596i,0.00068163-0.00089299i
0.00063808-0.0011006i,0.0016111-0.001463i,0.0022714-0.00067826i,0.0018748-0.0010648i,0.0011996-0.00072065i,2.7739e-05-0.00040303i,-0.00044521-0.00041817i,-0.00030814+0.00053113i,-0.0013459+0.00064199i,-0.0017772+0.00080117i,-0.0011177+0.001124i,-0.0005826+0.00047237i,4.0488e-05-0.00051741i,0.00023657-0.0012277i,0.00068188-0.00068959i,0.00095637-0.00016379i,0.00055494+7.1098e-05i,0.00048448+0.00017059i,0.00016084+0.00023345i,-0.00067455+0.00018809i,-0.00044807+0.00011446i,0.00042405+9.5729e-05i,0.00036048-0.00064366i
2.1054e-05-0.00072288i,0.00041203-0.0017163i,0.00079654-0.0016649i,5.6041e-05-0.0010793i,1.5934e-05-0.00086193i,-0.00020264-0.0003777i,-0.00048916-3.2514e-05i,-0.00040502-0.00051394i,-0.00034536-0.00044467i,-0.00070682+0.00050912i,-0.00057465+0.00053004i,-0.00019889-0.00041561i,0.00064169-0.00047241i,0.00040847+8.1158e-05i,0.00018403-0.00020535i,0.00023385-0.00033916i,-0.00030435+0.00029366i,0.00015781+0.00055252i,0.0011466-0.00036223i,0.0017238-0.00123i,0.0014382-0.0003989i,-0.00010079+0.0007682i,-5.3727e-05+0.00073059i
0.0009998+0.00071805i,0.0014495-0.00017981i,0.002046-0.00047221i,0.0015481-0.0007306i,0.0010515-0.00076244i,0.0011503-0.00032078i,0.00058873-9.5526e-05i,-0.00057334-0.00037807i,-0.00099191-0.00051566i,-0.00028402-0.00014931i,0.00064089+0.00026088i,-0.00036176+1.3347e-05i,-0.0011999-0.00075705i,-0.00078706-0.00077957i,-0.00076776-0.00057934i,-0.00048635+3.3339e-06i,-0.00057941+0.00024176i,-0.00044929+2.7948e-05i,0.00014973-0.0002617i,0.00028277-0.00047502i,0.00035198-0.00025659i,-0.00023562-0.0002962i,-0.00073122-0.00093917i
-0.00082095+0.0013033i,-0.0024452+0.0012744i,-0.0028099+0.0027285i,-0.0015642+0.0025524i,-0.00036379+2.2693e-06i,0.00036273-0.0013401i,0.0001792-0.0015313i,-0.00046815-0.00084136i,-0.0006144+0.00022403i,0.00038887+0.00042925i,0.001257+0.00043635i,0.0014017+5.5987e-05i,0.00086801-0.00020069i,-2.3839e-05+0.00026901i,-0.00095497+6.0632e-05i,-0.00039764-0.00048752i,0.00054223-0.00056555i,0.00031373-0.00016087i,-0.00042119-0.0001746i,3.5271e-05+8.5447e-05i,0.00088293+0.00086363i,0.00084427+0.0010189i,0.00078009+0.00035273i
0.0016944-0.001149i,0.0010996-0.00062441i,0.00075638-0.0010597i,0.00019791-0.00093407i,-0.00030126-0.00060378i,-0.00020215-0.00080741i,-0.00070506-0.00059858i,-0.0011252-0.00064674i,-0.00099987-0.00075699i,-0.00024037-0.00046556i,-2.1086e-05-0.00090906i,-0.00039145-0.0012453i,-0.00046365-0.00086894i,2.4844e-05-0.00071103i,0.00019741+4.0668e-05i,-0.00020525+0.0001887i,-0.00044662-0.0011942i,-0.00019761-0.0017207i,0.00033036-0.00079341i,0.00043286-9.0917e-05i,-0.00024046-4.8581e-05i,8.2565e-05-0.00090593i,0.0011299-0.00066854i
0.0018976-0.00041736i,0.0014173+0.00083473i,0.00087984+0.0018544i,0.0009717+0.00083149i,0.0011863-6.2885e-05i,0.00013765+0.00036276i,-0.00076566-0.0001772i,-0.0015553-0.00058374i,-0.0025041-0.00071755i,-0.0027718+3.928e-05i,-0.0023691+0.00070943i,-0.0013814+0.0002427i,-0.00035025+0.00022473i,0.00016379-0.00014441i,6.9916e-05-0.00051865i,-0.00024973-0.00020638i,-0.00041061+3.8865e-05i,6.2812e-05+0.00063335i,0.00060805+0.0007835i,0.00054551+0.0013101i,0.00066291+0.0014346i,0.00038854+0.00051051i,0.00020438+0.00011367i
-0.00042293-0.0033713i,0.0015014-0.0035442i,0.0017371-0.003116i,0.00022402-0.0020992i,-0.00093925-0.0014227i,-0.0010969-0.0012405i,-0.00077543-0.00086382i,-0.00099541-0.00098749i,-0.0015482-0.00043906i,-0.0011106+0.0002299i,-0.00032585+0.00037743i,-0.00034112-1.5026e-05i,-0.00071015-0.00029468i,-0.00057061-9.8603e-06i,-0.0003862+8.7105e-05i,-0.00023121-8.4168e-05i,0.00024743-9.0493e-05i,0.00018312+0.00058246i,5.3191e-05+0.0010554i,-7.2329e-05+0.00050222i,-0.00016179-0.00034274i,-0.00011882-0.00053064i,-0.00051903-0.00046565i
-0.00046464+0.00084613i,-0.00037775-0.00024404i,0.00035208-0.00090275i,0.0012515-0.0013359i,0.00095873-0.0011666i,-0.00046746-0.00040056i,-0.00057515-0.00056388i,-0.00017017-0.00080317i,-0.00050287-0.00057651i,-0.00031883+0.00033321i,0.00070477+0.0011095i,0.0014129-6.9891e-06i,0.00094908-0.00095581i,-0.00011093-0.00045612i,-0.00031935+0.00026813i,0.00030311+0.00013741i,0.00058014-0.00010357i,-5.1222e-05+0.00020395i,-0.00019685+0.00086387i,0.00023503+0.00073775i,0.00036797+0.00040298i,-1.5002e-05+0.00073382i,-0.00010692+0.0010084i
-0.0011627-2.3372e-05i,-0.0017543+0.00024416i,-0.0013235+0.00053112i,-0.001056-0.0004936i,-0.00018978-0.000949i,0.00056538-0.00081815i,0.00015759-0.00074491i,-0.00032535-0.00086173i,-0.00050611-0.0010192i,-0.0001608-0.00088697i,0.00069495-0.00056795i,0.00094171-0.00084079i,0.00032956-0.00092356i,5.1099e-06-1.1605e-05i,8.0196e-05+0.00027826i,-0.00013006+0.00036518i,-8.771e-05+0.00049611i,-0.00056777+6.2639e-05i,-0.00042189+0.00014027i,0.00013478+0.00047966i,5.3932e-05+0.00015979i,0.00055412+0.00013367i,0.00084198+0.00082562i
0.00079997+0.0016492i,0.00063313+0.0020873i,0.0005233+0.00099826i,0.00058935-0.00030154i,0.00060812-0.0010116i,-0.00024416-0.0012017i,-0.0001166-0.0013884i,0.00017742-0.0014113i,-0.00039637-0.0011507i,0.00019628-0.0013061i,0.0012699-0.0012372i,0.00089776-0.00046693i,0.00030247-5.6744e-05i,0.00047004+0.00048882i,0.0011128+0.00070836i,0.0011765-0.0004118i,0.00031287-0.00066478i,1.0272e-05+0.00044435i,0.00045235+0.00079898i,0.00071198+0.00030511i,0.00044168-9.4621e-05i,0.00065497-0.00099207i,0.00047272-0.001475i
0.00057199-0.00050438i,0.00026998+0.00052681i,-0.00029709+0.00057394i,-0.0002597+0.00011596i,0.00034156-0.00019944i,0.00052709+0.00019711i,0.00048101-1.0919e-05i,0.00026465-0.00032372i,-0.00083205-0.0006751i,-0.00073468-0.0011508i,0.0007423-0.0010617i,0.00088388-0.0008813i,-0.00024448-0.0011088i,-0.00037842-0.00080674i,0.00047711+0.00089801i,0.00028425+0.0013589i,-4.5588e-05+0.00081041i,0.00026359+0.00068501i,0.00037916-7.0014e-05i,-7.139e-05-0.00069748i,-2.7487e-05-0.0001345i,0.00037184+0.00024317i,0.00039007+0.00043383i
0.00088382+0.0014097i,0.0015992+0.0018783i,0.00050511+0.0019668i,0.0001164+0.0013638i,-0.00010911+0.00023193i,-0.00033916-0.00035259i,-0.00036851-0.00010293i,-0.00076682+3.5183e-05i,-0.0017997+0.00046454i,-0.0017133+0.00066086i,-0.00049637+0.00013286i,0.00012365-0.0006044i,-0.00010578-0.0012402i,8.3189e-05-0.0014353i,0.00071396-0.00041694i,0.00049014+0.00033498i,-0.00035055+0.00051381i,-0.00055083+0.00019235i,-0.00034129+0.00017195i,0.00014898+0.0003746i,0.0012119-0.00037241i,0.0015174-0.00088918i,0.0011211-0.00045456i
0.0030588-0.0013835i,0.0036442-0.0019803i,0.0042661-0.0013716i,0.0028351-0.0012855i,0.00010897-0.0013809i,-0.001787-0.00012282i,-0.0016618+0.00095987i,-0.0010251+0.00033604i,-0.0013194-0.00027821i,-0.0015046-4.8361e-05i,-0.00053259+0.00030601i,0.00018373+0.00056006i,-0.00013034-0.00028043i,-0.00054467-0.0010734i,-9.135e-05+2.8318e-05i,0.00051265+0.00096375i,0.00079463+0.0013407i,0.00028659+0.0011542i,2.6444e-07-1.1847e-06i,0.00019294-0.0005709i,-0.0005181-0.0013238i,-0.00071928-0.0013388i,-0.00051059+0.00013519i
-0.0011325+0.00083211i,-0.00096574-3.0107e-05i,0.00022318+0.00037765i,0.00092622+0.0007378i,0.0010355+0.00055329i,0.00095589-0.0003956i,0.00099279-0.0006347i,0.00082949-0.0006402i,-0.00010997+2.7278e-05i,-0.00062264+0.001127i,0.00017593+0.0013926i,0.00069315+0.00058561i,0.00048768-2.9643e-05i,0.00084289-0.00022919i,0.00049985-0.0003015i,-0.00044989-9.4811e-05i,-0.00023904+6.5781e-05i,0.00026895+0.00025533i,-0.00041687+0.0002912i,-0.00091635+0.0003498i,-0.00022818-0.00033815i,0.00087982-0.00076455i,0.00080551-0.00083401i
-0.00505+0.0002203i,-0.005523-0.00064017i,-0.0044663-0.0011742i,-0.0021729-0.0005256i,-0.00064532-0.00047842i,-0.00037988-0.00060438i,-0.00026739-0.00059389i,-0.00014125-0.00051747i,-0.00053334-0.00017117i,-0.00028213-4.3074e-05i,0.00076429+7.4603e-07i,0.0015615-0.00058497i,0.0013303-0.0011102i,0.0013748-0.00050846i,0.0008193+0.00013317i,0.00078015+0.00023846i,0.0012651+0.00011691i,0.00073312+0.00021645i,-7.9289e-05+0.00045731i,-3.8404e-05+0.0010619i,0.00027608+0.00065106i,0.00022739+9.8559e-05i,-1.1296e-05-0.00012041i
