0.00074219+0.00050191i,0.0010837-0.00052111i,0.0011732-0.0014757i,0.0007882-0.0015569i,4.0293e-06-0.0016504i,0.00036205-0.0013725i,0.0013817+0.00047804i,0.0011759+0.0016084i,0.00090174+0.0010085i,0.00095562+0.00027593i,0.00086689-0.00023112i,0.0004193-0.00059574i,-0.00031603-0.00035294i,-0.00083791-0.00021576i,-0.001279-0.00046611i,-0.0012741-3.9827e-05i,-0.0012934+0.00024724i,-0.0011245+0.00054256i,-0.00043004+8.033e-05i,0.00020833-0.00038827i,0.00041652-7.8973e-05i,0.00029837-0.00011824i,-0.00017663-0.00034684i
-0.0033704-0.0024529i,-0.0017069-0.0008693i,-0.00061854+0.00014627i,-0.00040156+2.6248e-05i,0.00078959+5.9566e-05i,0.001634+0.00023914i,0.0016169+7.9547e-05i,0.0015676-0.00018138i,0.0005653-0.00087148i,-0.00038882-0.00088011i,2.2689e-05-0.00055424i,0.0007192+1.3896e-05i,0.00021917-6.3162e-05i,-0.00059686+6.5277e-05i,-0.00063354+0.00021158i,-0.00044411+0.00075215i,-7.5659e-05+0.0013022i,7.3002e-05-0.00039436i,2.4632e-05-0.0012257i,-0.00024417-0.00039873i,-5.5422e-05-6.111e-05i,0.00023457+0.00049499i,-9.1523e-05+0.00064863i
0.0018885+0.0011373i,0.00096313+0.0029361i,0.000695+0.0024164i,0.00033171-0.0011174i,-9.5783e-05-0.0027688i,0.00038257-0.0020208i,0.0012266-0.00073752i,0.0011358-0.0001282i,0.001181-5.1714e-05i,0.00068861+0.00077518i,-0.00026326+0.0010074i,-0.00044883-0.00010678i,-0.00070726-0.00028414i,-0.00085025+0.00042743i,-0.00039538+0.00053863i,-8.0609e-06+0.00043274i,-8.4601e-05-0.00014013i,-0.00039315-0.00023922i,-0.00082448+0.00037648i,-0.00039682+0.00021202i,-0.00011692-0.00045259i,-1.469e-05-0.00027461i,-0.00034048+0.00029958i
0.00057175+0.005243i,0.0025182+0.002445i,0.0047079-0.00033938i,0.0044737-0.0027123i,0.0030574-0.0038921i,0.0013991-0.0037593i,0.00034869-0.0023526i,-0.00024979-0.00086201i,-0.00064304-0.00035498i,-0.00021705-0.0003841i,0.00037289-0.00026408i,-6.8837e-05-0.00020139i,-0.00069777+0.00017395i,1.5309e-05+3.9746e-05i,0.00031544-0.00035045i,-4.5904e-05-0.00063207i,-5.0289e-05-0.00055637i,6.5098e-06-0.00080664i,0.00023116-0.00069009i,0.00038025+0.00031743i,0.00066021+0.00038804i,0.00045148+1.7049e-05i,-0.00019025+0.00020485i
0.00022769-0.00017508i,0.00086794+0.0012454i,0.001123+9.4579e-05i,0.0011372-0.0024063i,0.00075451-0.0036246i,0.00039377-0.0035315i,0.00034103-0.0012773i,7.3194e-05-0.00019501i,-0.00058305-0.00054967i,-0.00026453-0.00030079i,0.00037049-9.4851e-06i,0.00029788+0.00021601i,1.2825e-05+0.00025145i,-0.00045547-0.00027744i,-0.00069808-0.00014342i,-0.00031808+0.00014916i,-0.00010951+0.0003434i,0.00011024+0.00040832i,6.0911e-05+0.00020866i,0.0002635-7.8469e-05i,0.00037166-0.0003843i,-0.00019954-0.00036075i,-0.00016727-0.00056263i
0.0017156+0.0010668i,0.0022057+0.0010632i,0.0035157+0.00099626i,0.0034412-0.00030877i,0.0022936-0.0019011i,0.00098294-0.0018215i,0.00076297-0.00039497i,0.00094983-0.00023656i,0.00064709-0.00074553i,0.00092513-0.0002467i,0.0011359+0.00066525i,0.0010624+0.00047687i,0.0009432-7.5961e-05i,0.00032242-0.00022119i,0.00052657-0.00016162i,0.00086437+0.00023958i,0.00014446+0.00044191i,-0.00010409+0.00038455i,0.00020007+0.00062627i,0.0001805+0.00040913i,0.00037106-0.00010353i,4.7549e-05-0.00011643i,-0.00036912+3.6207e-05i
0.00052819+0.00054275i,0.0011982-5.2249e-05i,0.0014077-0.00071607i,0.0011638-0.001337i,0.00052297-0.0017442i,-0.00012107-0.001149i,0.0002189-0.00077253i,-9.5071e-05-0.00049551i,-0.0011533-0.00022235i,-0.0015405+0.00041875i,-0.0013178+0.00087316i,-0.0010974-7.0419e-06i,-0.00035884-0.0004209i,0.00026298+0.00010727i,0.00018203+0.00047191i,9.7061e-05-5.4428e-05i,8.1941e-05-0.00062437i,9.4205e-05-0.001003i,0.00044809-0.0006428i,0.0016682-9.8654e-05i,0.001396+0.00032425i,0.00055703+0.00045974i,0.00039069+0.00034168i
0.00023888+0.00049824i,0.0004038+0.00018335i,0.00082046-0.00014119i,0.0013784-0.001374i,0.00099481-0.0019856i,0.00010428-0.0011982i,0.00014374+0.00056597i,0.00066869+0.0011753i,0.00097756+0.00084312i,0.00039114+0.0010152i,-2.0277e-05+0.00083924i,0.00017416+0.00046046i,0.00058513+0.00018601i,0.00070173+4.8497e-05i,3.3904e-05+0.00040462i,-0.00030395+0.00069003i,-2.5153e-05+0.00071123i,0.00031011+0.00045501i,-9.0229e-05+0.0004711i,-0.00025928+0.00046164i,0.00026012+0.00044082i,0.00018608+0.00062224i,-9.225e-05+0.00043289i
0.0011187+0.0017673i,0.0014357+0.0024957i,0.0029986+0.002181i,0.0031674-0.00035737i,0.0023995-0.0029047i,0.0016173-0.0034804i,0.0012117-0.002697i,0.00088268-0.001457i,0.00038829-0.00010226i,-0.00012744-2.7232e-05i,-1.4426e-05-0.00046134i,0.00027152-0.00046208i,6.5154e-05-0.00060933i,-0.00012188-0.00026261i,-0.00029006-0.00042921i,-0.00012092-0.00090465i,-0.00041011-0.00082386i,-0.0013253-0.00076806i,-0.0010624-0.00032525i,-0.00018937-9.0224e-05i,0.00012226-0.00046047i,0.00010608-0.00056149i,8.0584e-05-0.00043739i
0.00036645+0.0016441i,0.0017795+0.0015222i,0.0014614+0.000892i,0.00092375-0.0010879i,0.0010957-0.0023337i,0.0021305-0.0020434i,0.0017761-0.00083424i,0.00059034-0.00047544i,0.00015536+8.542e-05i,1.9482e-05+0.00079713i,0.00025299+0.0009766i,0.00057759+0.00025652i,0.00028821-0.00089397i,-0.00011645-0.00067066i,-3.9244e-05+0.00016541i,0.00020922+6.7148e-06i,0.00025455+7.3266e-05i,0.00039228+0.0008454i,-0.00012875+0.00055888i,-0.00037861-0.00014243i,-0.0005209-0.00021188i,-0.00060168-4.6771e-05i,-0.00093272-0.00049242i
-0.00063774-0.0010951i,-0.000265-0.0006703i,0.00040679-0.00092245i,0.00032337-0.002349i,0.00041142-0.0037297i,0.0005338-0.0035666i,0.00055125-0.0023474i,0.00045421-0.0013953i,-5.2044e-05-0.00081287i,-0.00064299-3.8636e-05i,-0.00063995+0.00061958i,-0.00058996+0.00078483i,-0.00034235+0.00081195i,-0.00071999+0.00063974i,-0.001054+0.00012775i,-0.0005709+4.2608e-05i,-0.00058639+0.00044994i,-0.00046338+0.00050801i,0.00022514+0.0004272i,0.00044808+0.00051457i,0.00020141+6.5102e-05i,1.6363e-05+0.00024003i,0.00033783+0.0010946i
0.0023074-0.00064193i,0.0023446-0.00047198i,0.0027341-0.00083688i,0.0020261-0.00094603i,0.00076704-0.00085133i,0.001127-0.00054459i,0.0014043+0.00045446i,0.0012225+0.00058223i,0.00088223-5.6786e-05i,0.00075718+0.00029904i,0.00080013+0.0008732i,0.0003581+0.0007115i,-0.00057417+0.00076132i,-0.0015333+0.00032538i,-0.00142+0.00026194i,-0.00083743+0.00062818i,-0.00060608+0.00016006i,-0.0007055-6.3565e-05i,-0.00087021-0.00023991i,-0.00036333-0.00045707i,0.00010678-0.00039951i,0.00026431+2.4411e-05i,0.00038335+0.0003017i
0.0041407-3.6045e-05i,0.0036322-0.001113i,0.0028453-0.0021917i,0.0015336-0.0025478i,0.00072046-0.0033632i,0.00065361-0.0031882i,0.0011452-0.0018325i,0.001354-0.0010795i,0.00074201-0.00085024i,9.7731e-05+0.00012642i,-0.00045579+0.00050029i,-0.0011385-1.6256e-05i,-0.0012607+0.00030639i,-0.0010412+0.00066824i,-0.0011279+0.00090541i,-0.0010875+0.0008716i,-0.00022947+0.00031309i,0.00045027+0.00026284i,0.00037001-8.3243e-05i,0.00034808-0.00040175i,4.9612e-05-0.00030422i,0.00023657-0.00049352i,0.00027852-0.00045609i
-0.0030176-0.00010494i,-0.002089+0.00063257i,-3.5866e-05+0.00023908i,0.0017539-0.00084428i,0.0011707-0.0021952i,0.00019121-0.0024104i,8.0143e-05-0.001307i,-0.0003723-0.00049598i,-0.0013634-0.0001011i,-0.0013093+0.00060729i,0.000108+0.0011518i,0.00076982+0.0010877i,7.037e-05+0.00050241i,-0.00026202+0.0003471i,-0.00031775+0.0014016i,-0.00055998+0.0012088i,-0.00099523+0.0003375i,-0.0012445+0.00014475i,-0.00070098-0.00046049i,0.00046755-0.00063483i,0.00062713+0.00013142i,-7.8014e-05+0.00023527i,-0.00015173-0.0003205i
0.0018854+0.0024626i,0.0017674+0.0016863i,0.0030634-0.00052266i,0.0038091-0.0025824i,0.0032346-0.002909i,0.0021583-0.0031489i,0.0015312-0.0029007i,0.00099534-0.0015061i,-0.0001319-0.00033862i,0.00014611-9.9705e-05i,0.0016763-0.00045761i,0.0010786-0.00075471i,0.00053528-0.00053972i,0.00033578-2.2091e-05i,-0.00012073-7.5372e-05i,6.2943e-05+0.00016579i,0.00029227+0.00073562i,-1.9759e-05+0.00078673i,-6.5972e-05+0.00034529i,-0.00013405+0.00038569i,0.0001341-7.1916e-05i,-4.4304e-05-0.00037343i,-0.00056853-0.00043844i
-0.0015715+0.00040795i,-0.0020748-0.00094325i,-0.00096823-0.00084311i,-9.3725e-06-0.00052119i,0.00033167-0.0012545i,0.00039592-0.0016122i,9.6559e-05-0.0013468i,7.2507e-05-0.00017692i,-0.00016524+0.00036483i,-0.00039073+0.00065274i,1.865e-05+0.00044481i,5.9114e-06-0.00012653i,0.00011277-0.00093281i,0.0011913-0.00089079i,0.0013395-4.2813e-05i,0.00050766-5.1407e-05i,-3.2924e-05-0.00038714i,-2.7744e-05-0.00029921i,0.00014805-0.00048719i,0.00021829-0.0002085i,-0.00018949+0.00030604i,-0.00040031+0.00036382i,-0.00018961+6.9929e-05i
3.2109e-05+0.0033863i,0.0012228+0.0031525i,0.0014567+0.0013673i,0.0016249-0.00061795i,0.0015237-0.0019181i,0.00098407-0.0014344i,0.00093557-0.00040499i,0.00073683-7.9443e-05i,-4.6357e-05+0.00026395i,-0.00055639+0.00043347i,-4.871e-05-1.738e-06i,-0.0001096-0.00038664i,-0.00011607-0.00035138i,-0.00011941-0.00082709i,-0.00059372-0.00071422i,-0.00093433-8.3585e-05i,-0.00077105+0.00028516i,0.00036804+0.00048707i,0.001207+0.00092617i,0.0013792+0.0014738i,0.0011394+0.00059402i,0.0011147-0.00049236i,0.00093329-0.00046039i
0.00069727-0.00016519i,0.0016938-0.001034i,0.0027169-0.00062996i,0.0020392-0.0008214i,0.001418-0.0022536i,0.0011136-0.0032304i,0.00052565-0.0026681i,0.00052293-0.001046i,-0.00010108+0.00038013i,-0.00058849+0.00042994i,-0.00037006-0.0001486i,-0.0003944-0.00040594i,-0.00012921-2.0348e-06i,0.00037288-7.4404e-05i,0.00026357-0.00059186i,-0.00016648-0.00070385i,0.0001233-0.0006479i,0.00028087-0.00064334i,-0.00023425-0.00081889i,-0.00027847-0.00034896i,-0.00040315+0.00048649i,0.00016646+0.00029442i,0.0011376+0.00057641i
0.00011734-0.0010317i,-0.0015594-0.000479i,-0.0017688-0.00047349i,-2.8687e-05-0.0015669i,0.00048945-0.0024637i,0.000181-0.0022574i,0.00085004-0.00041466i,0.00072384+4.7802e-05i,-0.00026535-0.00019317i,-0.00071596+0.00036946i,-0.00077741-1.2593e-06i,-0.00029379-9.4855e-05i,-0.00012047+8.234e-05i,-0.00044838+0.00022251i,-0.00013437-0.00034512i,0.00050174-0.00062928i,0.00070951+8.9419e-06i,0.00022519+0.00055565i,-8.4583e-05-3.1422e-05i,-0.0004657+0.00020501i,-0.00062236+0.00064431i,2.3677e-05+0.00082669i,0.00032146+0.00028024i
0.0018553+0.0020366i,0.0031849+0.0022015i,0.0034406+0.0011402i,0.0025617-0.00068101i,0.0016393-0.0017361i,0.0017122-0.0016853i,0.0014072-0.0011833i,0.0011763-0.00061837i,0.00081821-0.00033707i,0.00032805-6.3746e-05i,0.00013225+8.5988e-05i,1.8619e-06-0.00057877i,-0.00075846-0.00084528i,-0.0016115-0.00096874i,-0.001625-0.00077643i,-0.0014064-0.00029399i,-0.0014412-0.0001037i,-0.00088514-0.00018581i,1.7616e-05+0.00028352i,0.00054893+0.00067489i,1.6812e-05+0.00076756i,-0.00078486+0.00030026i,-0.00095894-0.00011876i
0.00099733+0.0020149i,0.00092136+0.00039978i,0.0017661-0.00021841i,0.0011679-0.0021499i,7.7601e-05-0.0034533i,-0.00037026-0.0032737i,0.00056141-0.0020251i,0.0003404-0.00021149i,-0.00027503-0.0001517i,-0.00015332-0.00053703i,-4.2367e-05-0.00021621i,0.00015813-0.0007962i,0.00037693-0.00084059i,0.00068405+0.0002289i,0.00050657+0.00043654i,0.00031016-0.0001829i,0.00097242+0.00017002i,0.00092146+0.0012477i,0.00054411+0.00091101i,0.00028427+0.00013764i,-0.00052778+1.6889e-05i,-0.00038884-9.7074e-06i,-3.9009e-06+1.8934e-05i
0.00021054+0.0019346i,0.0010124+0.0017502i,0.001011+0.00074485i,0.00077042-0.0013045i,0.00069147-0.00216i,4.2407e-05-0.001281i,1.1843e-05+0.0001977i,-3.3255e-05+0.00057735i,-0.00097526+0.00017607i,-0.0013256-0.00061875i,-0.00081948-0.00019348i,-0.00097976+0.0002909i,-0.0010606+6.0687e-05i,0.0001738+0.00040892i,-2.2092e-05+2.727e-06i,-0.0011288-0.00011546i,-0.00089006+0.00020849i,-0.00058318-7.7572e-06i,-0.00021791-0.00027355i,-0.00039023+0.00036898i,-0.00073105-0.00014799i,-0.00018873-0.0005971i,0.00012183+0.0002595i
0.0011853+0.0011475i,0.0013982+0.00064325i,0.0028664+0.00042062i,0.003026-0.0006474i,0.0023063-0.0018097i,0.0016136-0.0020236i,0.0012007-0.0019198i,0.00058394-0.00095721i,-6.7159e-05+7.6195e-06i,-0.00055494+0.00025715i,-0.0004805-1.2786e-05i,-0.00051885-0.00036404i,-0.00039403-0.00033309i,-0.0002517-0.00019129i,-4.7994e-05+0.0010953i,0.00014987+0.0021182i,0.0001462+0.0010168i,0.00017712-0.00019948i,-0.0006762-4.8946e-05i,-0.00091603+0.00091575i,-0.00037163+0.0010506i,0.0006722+0.00033356i,0.00064107+0.00024266i
0.00066296+0.0021046i,0.0024916+0.00084398i,0.0032309-0.00023102i,0.0025859-0.0019974i,0.0021076-0.0027816i,0.0014802-0.0018375i,0.00057213-0.00087866i,0.00064223-0.0002692i,0.00091553+0.00045898i,0.00073603+8.3873e-05i,0.00022095-0.00085285i,-0.00022123-0.0015859i,-0.00094343-0.001887i,-0.00093941-0.00075039i,-0.00097743+0.00024223i,-0.00071569-0.00023688i,-0.00017817+5.8032e-06i,-0.00050896+0.00049795i,9.7416e-05-0.00011801i,0.0010752-0.00034627i,0.00031298+9.2314e-05i,-0.00045272+0.00017896i,-0.0004917+0.00022878i
1.6999e-05+0.0023542i,0.000782+0.0015482i,0.0014797-0.00039382i,0.00096503-0.0026192i,0.00029989-0.0033937i,-0.0002191-0.0025151i,-0.00040022-0.0013401i,-0.0001024-0.00050975i,-7.5643e-06-0.0002389i,-0.00016365-0.00032601i,-0.00022993-0.0009566i,-0.0006616-0.00098724i,-0.00071335-0.00071017i,-0.0007857-0.00046995i,-0.00025243+0.00011602i,0.00077765-0.00019402i,0.00073028-0.00018559i,0.00092451+0.00010403i,0.00074937-0.00026249i,0.0005053-0.00020972i,0.00028383+0.00056918i,2.7005e-05+0.0012027i,-0.00075007+0.00063055i
0.0019137-0.0003274i,0.0026439-0.00061396i,0.0029129-0.00022878i,0.0021595-0.0011355i,0.0010872-0.0015701i,0.00067336-0.0012312i,0.00085431-0.00061599i,0.00050001+8.3091e-05i,0.00036042+0.00036404i,0.0006743+0.00053374i,0.0011159+0.00045296i,0.00025811+0.00036176i,-0.00062533-0.00024826i,-0.00063336-0.00078561i,-0.0010723-0.00021441i,-0.00055851+0.00087027i,4.0961e-06+0.00092072i,0.00011002+0.00020431i,0.00036869-0.00017131i,-4.0887e-05+0.00040279i,-0.00051349+2.8232e-05i,-0.00045885-0.00040295i,-0.0010524+1.481e-05i
8.6244e-05+0.0011435i,0.0014673+0.00082576i,0.001837+0.00088268i,0.0014538+0.00013978i,0.0009692-0.0010441i,0.0003771-0.0019537i,-0.00020512-0.0016119i,-0.00038353-0.00076191i,-0.00054593-0.00013917i,-0.00094519+0.00041216i,-0.0010879+0.00020744i,-0.0011881-0.00049146i,-0.00091822-0.00041004i,2.1949e-05-0.00030502i,0.00041203-0.00010533i,0.00044337+0.00030543i,0.00057928+0.00056853i,0.00044506-0.00030051i,0.00016481-0.00018576i,0.00026908+0.0007347i,5.907e-05+0.00085157i,-6.28e-05+0.00069446i,0.00070301+0.0002501i
-0.002357+0.0028776i,-0.00072127+0.0025525i,0.00050645+0.0014607i,0.0010969+0.00089058i,0.0016389+0.00023997i,0.0019596-0.0010342i,0.0013817-0.0012367i,2.1123e-05-0.0007498i,-0.00082602-3.3895e-05i,-0.0011245+0.00082855i,-0.00074511+0.0012084i,0.00061691+0.00061998i,0.00033194-5.0751e-05i,5.5072e-05+0.000254i,0.00030448+8.9454e-05i,0.00020381-0.00082787i,0.00052154-0.00069654i,9.7043e-05-1.1876e-05i,-0.00041128+0.00044566i,-0.00026751+0.00084363i,0.00012457+0.00022006i,5.8485e-05-0.00016863i,0.00014689-0.00026073i
0.0018242+0.0007427i,0.0027606+0.0020213i,0.0031644+0.0016591i,0.0022712-0.00057699i,0.00052405-0.0024797i,0.00040062-0.0023169i,0.0010027-0.00088277i,0.0012067-0.000402i,0.00053983+0.00010557i,-0.00060333+0.00040239i,-0.00086644-0.00066763i,-0.00067207-0.00078182i,-0.00089088-1.1212e-05i,-0.00080334-0.00020435i,-0.00065795-0.00020992i,-0.00024997+0.00050818i,0.00021329+0.0003822i,8.3154e-06+0.00032128i,3.2381e-05+0.00051118i,0.00066728+0.00015549i,0.00069758+0.00023912i,0.00010667+0.00014885i,-0.00042734+0.00018231i
0.00024012-0.0013566i,-0.00017155-0.0019516i,0.0003812-0.0015896i,0.0010279-0.0017117i,0.00066189-0.0023779i,0.0004429-0.0021566i,0.00050688-0.0020837i,0.00041626-0.0019026i,-0.00012749-0.00052608i,8.6019e-05+0.00043809i,0.00058187+0.00042443i,0.00045851+8.6613e-05i,-0.00018264-0.00060194i,-0.00085137-0.00067569i,-0.0002218-0.00032612i,0.00019584-0.00035091i,-0.00043848-0.00062837i,1.4673e-05-0.0003211i,0.00060658+0.00019239i,-0.00034415+0.00075905i,-0.0011869+0.00075269i,-0.00087387-0.00051939i,0.00014937-0.00090261i
5.2597e-05+0.0032631i,-0.00087674+0.0020286i,-0.0018204+0.00084092i,-0.0010265+1.3691e-06i,0.00052799-0.0010642i,0.00088353-0.00086061i,0.0013361-0.00018305i,0.0012701+0.00023608i,0.00034124+0.00038209i,0.00028248+0.0005173i,0.00047074+0.0009244i,0.00026918+0.00087612i,-0.00045972+0.00055696i,-0.00073277+0.00066266i,-0.00049563+0.0007688i,-0.00055544+0.00057626i,-0.00042193-3.9615e-05i,3.9391e-05-0.00055773i,0.00030811-0.00039021i,0.00069973-0.00022035i,0.00090845+0.00028299i,0.00068991+0.0002035i,0.00010466+1.4399e-05i
-0.0038239+0.00055179i,-0.0017972+0.00066002i,-7.986e-05+0.0010465i,0.0010481+0.00045698i,0.0017198-0.0012462i,0.001349-0.0015186i,0.00035446-0.00078053i,0.00011709-0.00098091i,-0.00025609-0.00076621i,-0.00075338+0.00056847i,-0.00048169+0.0016087i,-0.00038651+0.00067932i,-0.00011417-0.00021438i,0.00025792-0.00032436i,0.00045665-0.0004049i,-5.4082e-05-5.5912e-05i,-0.00079934-0.0003008i,-0.00081504-0.00045665i,-0.00055365-0.00012312i,-0.00027321+0.00024717i,0.00017669+0.00011548i,0.00019274+0.00036091i,-0.00023205+0.00080078i
0.0015347+0.0014398i,0.001951+0.0020348i,0.0036869+0.0006447i,0.0035255-0.0017462i,0.0017328-0.0028838i,0.00098068-0.002434i,0.00028929-0.0013078i,0.00013994-0.00072281i,0.00062747-0.00061099i,-0.00011396-0.00091742i,-0.00048245-0.00090502i,-0.00026617-0.00088907i,-0.00081347-0.00049186i,-0.00046732-0.0001305i,0.00024169-0.00012616i,1.2383e-05-0.00044591i,-0.00010259+6.1302e-05i,-0.00031081+0.00072707i,2.3645e-05+0.00063277i,0.00019671-0.00032694i,-0.00010263-0.00077993i,0.00058726-0.00062191i,0.00023941-0.00081355i
0.0040671+0.0028814i,0.0037666+0.00080815i,0.0033325+9.1863e-05i,0.0025735-0.00099259i,0.0021664-0.0023987i,0.0016563-0.0018967i,0.0010916-0.00024672i,0.0013688+0.00033119i,0.0018382+0.00024641i,0.0016378+0.00037291i,0.00063795-0.00027433i,-4.7868e-05-0.00054979i,-0.00015592+0.00040395i,-0.00040518+0.0003401i,-5.3992e-05-8.5891e-05i,0.00012307-0.00035341i,-0.00031523-0.00012588i,-0.00049902+0.00069488i,-0.00040666+0.0012948i,-0.00051756+0.000448i,-0.00070133-0.00040136i,-0.00095567-0.0001953i,-0.0009196-0.00017312i
-0.0016768+0.00063918i,0.00014587+0.00064642i,0.00086688+0.00016789i,0.00068615-0.0002079i,0.00038938-0.0010656i,0.00061488-0.0013982i,0.00049775-0.0017058i,0.00046322-0.0016267i,0.00026227-0.00030504i,-0.00033302+0.00080184i,-0.00051436+0.00033147i,-0.00021053-0.00038081i,0.00037981-0.00025935i,0.0011801+0.00023253i,0.00074918+0.00059561i,2.2411e-05+0.00023869i,0.00024362-0.00020863i,0.00080088-5.6209e-05i,0.00012481+0.00024783i,0.00031465-0.00023045i,0.0011567-0.00071872i,0.0011694-0.00062888i,0.0008191+0.00042349i
-0.0017906-0.00084833i,-0.0012545-0.00094914i,-0.0003188-0.00062051i,-0.00104-0.0013334i,-0.00040149-0.0028898i,0.0011301-0.003632i,0.0011358-0.0022289i,0.00032328-0.00061926i,-0.00046113-0.0003173i,-0.00073322-0.00071087i,5.7679e-05-0.00093624i,0.00072449-0.00082994i,0.00020418-0.00038332i,8.622e-06+0.00041954i,0.00017819+0.00081173i,-6.5411e-05+0.0005939i,-7.1271e-06+0.0010632i,7.5311e-05+0.00049623i,8.5409e-06-0.00054998i,-0.0001878-0.00015377i,-0.00020037+0.00010628i,-0.00049414-0.00030085i,-0.00075257-0.00086923i
0.00042561+0.0027444i,-0.00024023+0.0028778i,0.0010101+0.0034365i,0.0029968+0.0011838i,0.0034449-0.00183i,0.0023435-0.0024019i,0.0017538-0.00096315i,0.0011008-0.00023934i,5.4606e-05-0.00030669i,0.00025529-0.00039391i,0.00084639-0.00016221i,0.00057198-0.00026806i,-0.0002578-0.00047586i,4.8216e-05-0.0012433i,0.00054291-0.00063339i,-8.2074e-06+0.0002948i,-0.00014812+7.2473e-05i,0.00026478+8.6026e-05i,0.00044606-2.659e-06i,-9.7185e-05-0.00014491i,-0.00025114-0.00019827i,0.00036734-0.00040297i,0.00082408+2.2528e-05i
-0.004306+0.0021232i,-0.0019853+0.0026007i,0.00062469+0.0049325i,0.0030663+0.0035533i,0.0023457+0.0003509i,0.00084228-0.0011876i,-0.00013308-0.00059103i,-0.00062666-6.6386e-05i,-0.00137+0.00039415i,-0.0015822+0.0011393i,-0.00048752+0.00034499i,0.00062914-0.00091984i,0.0012034-0.00065722i,0.00089124-0.00019568i,0.00051096-0.00019906i,0.000444-9.0516e-05i,7.5482e-05+0.0003449i,-4.5332e-05-9.968e-05i,0.0010712-0.0010881i,0.0010282-0.00066574i,0.00046196+0.00011421i,0.00021574-0.00016641i,-0.00023268-0.0003232i
-0.014817+0.0077013i,-0.0095166+0.0072398i,-0.0029901+0.011532i,0.0040595+0.0095046i,0.0075734+0.0041606i,0.0063335+0.00033301i,0.0027224+0.00010688i,0.00084022+0.0012392i,-0.00037884+0.0021086i,0.0016005+0.0031068i,0.0043771+0.0012466i,0.0043086-0.0015889i,0.0027352-0.0022202i,0.0016515-0.0011981i,0.0016356-1.7324e-05i,0.0016023+0.00022085i,0.00073528+0.00016327i,0.00016468+0.00030807i,0.00017692+0.00011608i,0.00058014+0.00028344i,0.0010041+0.00017174i,0.00090535-0.00013093i,0.00072767-0.00035178i
0.011001-0.0035923i,0.0094823-0.0023115i,0.005125-0.007889i,-0.0010115-0.010545i,-0.0047436-0.0080068i,-0.0045143-0.0031922i,-0.00078381-0.0010421i,0.0012543-0.0013102i,0.00068504-0.0016887i,-0.00080779-0.0021i,-0.002474-0.000879i,-0.003184+0.001292i,-0.002641+0.0018771i,-0.0016751+0.0014738i,-0.0018879+0.00074284i,-0.001828+0.00032658i,-0.00020036+0.00030798i,0.00053375+0.00086621i,7.1624e-05+0.0015165i,-0.00038136+0.0009412i,-0.00040232-0.00028021i,-0.00070315-0.0011961i,-0.00067457-0.00068698i
0.0032928-0.0013928i,0.0025829-0.00192i,0.0016121-0.0026684i,0.00010965-0.0023329i,-0.00076097-0.0014864i,0.00023008-0.0007631i,0.0020888-0.00073505i,0.0022209-0.00098132i,0.0013705-0.00068785i,-2.8667e-05+0.00053221i,-0.0010139+0.00067653i,-0.0011788+0.00024569i,-0.0015752-8.084e-05i,-0.0015066-0.00036939i,-0.0010965-0.00015271i,-0.00024758+0.00019185i,0.00012117+0.00028891i,-0.00079639+2.1848e-05i,-0.0010711-0.00019927i,-0.00038008-6.5122e-05i,-0.00020483+4.6275e-05i,-0.00038459+0.00014835i,-0.00070454+0.00032904i
0.0027188+0.0010748i,0.0043806-0.00019556i,0.0033325-0.0033004i,0.00017897-0.0043653i,-0.0013449-0.0038802i,-0.0010023-0.0032972i,0.00072641-0.0027905i,0.0015929-0.0024151i,0.00096735-0.0018069i,0.00013878-0.00060578i,-0.00092176+0.00047233i,-0.0020479+0.00089377i,-0.0019345+0.00089951i,-0.0016633+0.00087549i,-0.0015456+0.0010275i,-0.00097587+0.0014092i,-0.00084409+0.0019814i,-0.00021847+0.0013582i,0.00025995-6.1765e-05i,5.0087e-05-0.00026811i,-8.1414e-05+0.00080146i,-0.0010081+0.00072741i,-0.0006859-0.00024534i
-0.0018371-0.000415i,-0.0010333-0.00035549i,-0.00042898-0.001856i,-2.9152e-05-0.0021863i,-0.0005336-0.0014988i,-0.0014948-0.00040217i,-0.0014068+0.00030444i,-0.00075253-0.00039313i,7.0827e-05-0.0010489i,-3.1096e-05-0.00056891i,-0.00032765+0.00018139i,0.00051745-0.00019006i,0.00036793-0.00026214i,-0.00055072+0.0004075i,-0.00040143-0.00035115i,-0.00031167-0.00093398i,-0.00011513-0.0012252i,0.00094272-0.0012998i,0.00082806-0.00027447i,-0.00047083+9.0359e-05i,-0.0013532-0.00056169i,-0.00065339-0.0013571i,0.00024805-0.0010066i
0.0022802-0.0014724i,0.002436-0.00032799i,0.0030586-0.0017646i,0.0019264-0.0040429i,0.00010012-0.0056803i,-0.00011023-0.004674i,0.00088828-0.0027754i,0.00065372-0.0012178i,6.1642e-05-0.0005231i,-0.00029964-0.00029172i,-0.00094925-0.00053168i,-0.0010225-0.0007206i,-0.00032051+0.00016896i,6.4252e-05+0.00083974i,5.5306e-06+0.000641i,0.00066628+0.000638i,0.0011405+0.00034286i,0.00025426-0.00047162i,-0.0007182-0.00098783i,-0.00092542-0.00083185i,-0.00058628+0.00033661i,-0.00020484+0.00021102i,-3.3466e-05-0.00084267i
