-0.001256-0.00016756i,-0.0009272-0.00086048i,-0.0015103-0.00091044i,-0.0020595-0.0010743i,-0.00201-0.00069264i,-0.0016341+0.00015769i,-0.0014045+8.5649e-05i,-0.00072555+0.00051723i,0.00018884+0.00063134i,0.0010706-0.00030596i,0.0013907-0.00050156i,0.00083125-0.000604i,0.00056313-0.00075511i,0.00030417-0.0010391i,0.00011832-0.00066935i,0.00018961+0.00028604i,0.00016724-0.00016849i,0.00097947-0.00032297i,0.0011578-0.00025219i,0.00051764-0.00073802i,0.00011149-0.0006552i,-0.00041093-0.00052111i,-0.00022777-0.0004488i
-0.00086928-0.00040132i,0.00013917-0.0006465i,0.00067021-0.00095535i,3.0161e-05-0.0010501i,-0.0006786-0.0011674i,-0.00069041-0.00043732i,-0.000463+0.00010774i,-0.00022288-0.00020475i,-0.00023703-0.00030718i,1.06e-05+0.00011578i,-0.00012387+0.00019701i,-0.00099982-0.00013196i,-0.00073722-1.6109e-05i,-0.00052183-0.00016335i,-0.00091182-0.00080563i,-0.00060831-0.0004474i,0.00016943-8.4698e-05i,0.00077591+0.00013634i,0.00031394+0.00050626i,-0.00022835+0.00035481i,-0.00036463+0.00023294i,-0.00078431-0.00013938i,-0.0011563-0.00041197i
-0.00031437-0.0010517i,0.0011098+0.00031104i,0.00082977+0.00070774i,0.00049299-0.00057796i,7.1345e-05-0.0012883i,-0.00060576-0.0017263i,-0.00083035-0.00159i,-0.0010192-0.0016074i,-0.0009588-0.0014566i,-0.00070887-0.0003861i,-0.00037407+0.0011674i,-0.00032242+0.0012409i,-0.00013937-9.7487e-05i,0.00054868-0.00096708i,0.00043567-0.00072074i,0.00022258-0.00028795i,0.00011546-0.00026868i,-0.00051023-0.00015963i,-0.00062772-0.00026499i,-0.00058464-0.00063076i,-0.00052197-0.00054765i,-0.00042626-0.00028069i,8.2817e-05-0.00022848i
-5.321e-05+0.0016185i,-0.00051275+0.0016985i,-0.00065375+0.0017114i,-0.00084903+0.00096031i,-0.0011712+0.00047544i,-0.0013256-0.00035801i,-0.00094606-0.0011753i,0.00018774-0.00089198i,0.00057377+0.0001675i,0.00029597+0.00087794i,-0.00042981+0.00075751i,-0.0011405+0.00065897i,-0.0012219+0.0005076i,-0.00084766+0.00021782i,-0.0002441+4.2826e-05i,-0.00033511-0.00035147i,3.494e-05-0.00086869i,0.00081088-0.00052478i,0.00079479-0.00014347i,0.00028422-0.00020832i,0.00011309-4.1961e-05i,0.00031911-6.7836e-05i,-0.00010224+0.00015608i
-0.0028737-0.0028903i,-0.0024938-0.0021858i,-0.0027954-0.0021676i,-0.0019414-0.0019177i,-0.00094982-0.0014232i,-0.00079256-0.00070582i,-0.00016747-0.00053825i,-4.6643e-06-0.00082272i,-0.00062194-0.00034706i,-0.00065773+0.00041058i,-0.0013741+0.00052308i,-0.0008319+0.00071896i,-3.9688e-05+0.0011984i,0.00067184+0.0010527i,0.0010923+0.0017782i,-0.00036833+0.0011867i,-0.0010913-6.5936e-05i,-6.0502e-05-0.00034934i,0.00022135-0.00040693i,-0.0001453-0.00037231i,0.00010674-0.00022913i,0.00020083-0.0003919i,1.5333e-05-0.00015313i
-0.0010789-0.00073278i,-0.00056141-0.00046673i,-0.00092304-7.9694e-05i,-0.0015022-0.00029338i,-0.0016773-0.0002785i,-0.0019769-0.00062393i,-0.0017273-0.00071461i,-0.0012666+2.479e-05i,-0.0011908+0.00016982i,-0.00041947+0.00041023i,0.00056564+0.0014689i,0.00065812+0.0014342i,0.00011814-8.0696e-05i,0.00041312-0.00071244i,0.0010048-0.00066855i,0.00055668-0.0004723i,-0.00020745-0.00056103i,-0.00038254-0.0004246i,-7.1438e-05-3.3254e-05i,-3.1629e-05-0.00010073i,0.00024218-0.00046959i,0.00042715-0.00077178i,0.00065684-0.000738i
-0.00020909+0.0011517i,-0.00066093+0.0011602i,-0.00093638+0.0010666i,-0.00046308+0.00034635i,0.00052904-0.00038944i,0.00040886-0.0014123i,-0.00013315-0.0026836i,0.00024133-0.0015084i,2.9526e-05+0.00079558i,-0.00066376+0.00070594i,-0.001481+0.00057231i,-0.0019011+0.0011703i,-0.0014921+0.00094041i,-0.0007832+0.00020152i,-0.00022459-0.00072306i,-0.00039116-0.001081i,-0.00017127-0.00060131i,0.00047749-0.00043831i,0.00018758-0.00041701i,-0.00035114-0.00038276i,0.00049909-0.00054184i,0.00083875-0.00038543i,0.00063379+8.0136e-06i
-0.00042228+0.0001274i,0.0010531-0.00052442i,0.0012859-0.00098356i,-0.00010908-0.00091738i,-0.00076651-0.0010098i,-0.0010848-0.0011089i,-0.0013112-0.00081899i,-0.00051059-0.00061829i,3.5211e-05-0.00036049i,0.00023726-0.00014791i,0.00027521+0.00045129i,7.5645e-05+0.00057348i,-0.00069976+0.00016217i,-0.00094809+0.00029591i,-0.00041128+0.0004066i,0.000163+0.00030983i,0.00071435-0.0001504i,0.00036318-0.00023625i,-0.00055873+0.00032797i,-0.00065196+0.00011806i,-5.1607e-05+0.0003236i,0.00034894+0.0010003i,0.00052599+0.00039165i
-0.00092292+0.00038401i,8.8956e-05-0.00018755i,0.00058975-0.0012054i,0.00044572-0.0018498i,0.00093546-0.0017825i,-0.00013433-0.0017464i,-0.0012805-0.0020212i,-0.00063277-0.0018337i,-0.00040363-0.00045514i,-0.00011115+0.00035523i,-5.4465e-05+2.2538e-05i,-0.00046107-0.00072945i,-0.00053447-0.00017359i,-0.00045394+0.00041704i,-0.00035764+0.00032414i,-0.00087932+0.00019989i,-0.0012028+0.00048418i,-0.00082194+0.00070146i,-0.00043723-5.6167e-05i,0.00011208-0.00048806i,0.00015319-8.3474e-05i,0.00016527+0.00010188i,0.0005133+9.0393e-05i
-0.00036888+0.00017614i,-0.00035651-0.00067281i,-0.00074174-0.0009383i,-0.001187-0.00083407i,-0.00092649-0.0011106i,-0.00021122-0.0013913i,-6.1084e-05-0.00074273i,-0.00044778+0.00043389i,-9.0282e-05+0.00077468i,-0.00039594+0.00075492i,-0.00064049+0.00048699i,-0.00024958-0.00010021i,-0.00046973-0.00075085i,-0.00063477-0.00070905i,-0.00054493-0.00046129i,-0.00027794-0.00022006i,-3.1183e-05+0.00033604i,-0.00020997+0.0003132i,-0.00042536-0.00032211i,-0.0004643-0.00095467i,-5.3299e-05-0.0013094i,-0.00019671-0.00055644i,-0.00041954+0.00072831i
-0.001092-0.00098152i,-0.0010865-0.00098979i,-0.0019145+0.00034443i,-0.00075537-6.1455e-05i,0.00061596-0.00092042i,0.00061249-0.0012555i,-0.00015895-0.0012092i,-0.00043251-0.00077498i,-0.00054545-0.00019605i,-0.00031274+0.00015593i,0.00018683+0.00080524i,0.00087932+0.0010255i,0.0006484-7.7989e-05i,7.0691e-05-0.00071405i,-0.00027779-0.00022516i,-0.00063984+0.00025562i,-0.00015794+2.9228e-05i,3.8592e-05+9.2901e-05i,-0.00040685+0.00021897i,-0.00077493-0.00012622i,-0.00080127-0.000699i,-0.00047359-0.00025476i,-0.00017802-3.7572e-05i
0.00032486-0.0011658i,3.3723e-05-0.00044934i,-0.00058759-0.00034282i,-0.0011511-0.0015533i,-0.0016222-0.0021932i,-0.0015007-0.0010731i,-0.0015486-0.00077253i,-0.0012355-0.00094903i,-0.00021435-0.00077711i,0.00038657-3.4114e-05i,0.00022339+0.00066196i,2.1757e-05+0.00070617i,-0.00027931+0.00084631i,-0.00091833+0.0012194i,-0.001223+0.0015163i,-0.00067993+0.0010736i,-9.6862e-05-0.00014943i,0.00053604-0.00032887i,0.00038832-8.3628e-05i,0.00044901-0.00016991i,0.0009622-0.00069662i,0.00060866-0.00032584i,0.00038933+0.00026346i
-0.0001086-0.00078843i,-0.00072782-0.0014128i,-0.00028952-0.0015916i,0.00064781-0.0014677i,0.00031677-0.0017891i,-0.00080672-0.0015179i,-0.001223-0.00064319i,-0.00075524+0.00025219i,-0.00048567+0.00091086i,-0.00022397+0.00097814i,-0.00011769+0.0010082i,-0.00063809+3.1862e-06i,-0.001424-0.00093742i,-0.0010283-0.0010183i,-0.00071968-0.00040452i,-0.0010342-0.00035968i,-0.00032036-0.00035i,-0.00023752-0.00027996i,-0.00077179+7.9276e-06i,-0.00097177+0.00069738i,-0.00085152+0.00079277i,-0.00078922+0.00052699i,-0.00039698+0.00074303i
-0.0016423-0.0017515i,-0.001631-0.00074118i,-0.00099665-0.00035995i,-0.0010992-0.0010044i,-0.001297-0.00099602i,-0.0015442-4.7698e-05i,-0.0014519-0.00034528i,-0.00074187-0.00050367i,-0.0005866+0.00021991i,0.00011129+0.00063035i,0.00026758+0.00097133i,3.447e-05+0.0012483i,0.00023256+0.00017691i,0.00056548-0.0011372i,0.0007459-0.00063697i,0.00043216+0.0001326i,0.00017804+5.1651e-05i,0.00020914-0.00011028i,0.00022667+0.00079217i,0.00026885+0.00063116i,-0.0002858-0.00031406i,-0.00045181-0.00046919i,0.00056025+0.00014621i
-3.8785e-05+0.0027397i,0.00055411+0.0026126i,0.0021347+0.0019404i,0.0016985+3.7957e-05i,-0.00016811-0.00085127i,-0.0015888-0.00054353i,-0.0023893-0.00070289i,-0.0017873-0.00065753i,-0.00025836-0.0002913i,0.00026989+9.7415e-05i,0.00062155+0.00025439i,0.00014698-0.00042117i,-0.00082698-0.00050114i,-0.00055737+0.00040066i,-0.00034822+1.8347e-05i,-0.00016625-0.00058487i,0.0001876-0.00055019i,0.00013914-0.00046783i,0.00054802-0.00033368i,3.3314e-05-2.9329e-05i,-0.00049372+0.00012179i,0.00011489+0.00087092i,0.00030693+0.0010127i
0.00068838+0.0015514i,-0.00029471+0.0012566i,-0.0011946-0.00019828i,-0.00082374-0.0017771i,-0.0011481-0.0018249i,-0.00077703-0.0016042i,-0.00013236-0.0006401i,-0.0010183+0.00023859i,-0.0014527+0.00012361i,-0.0010331+0.00033216i,-0.00031765+0.00028272i,0.00048122+0.0003653i,0.00065215+0.00085663i,5.3583e-05+0.00013446i,-0.0011252-0.00038132i,-0.0012774-0.00032145i,-0.00032589-0.0003775i,-1.8089e-05-0.00090835i,-0.00043279-0.001347i,-0.00072282-0.000867i,-0.00063236+0.00017471i,-0.00094607+0.0006896i,-0.00072562+0.00045208i
0.00090437+0.00032185i,0.00062673-0.00068506i,0.00065615-0.00051157i,0.00056974+0.0004601i,0.00027396+0.00059253i,0.00014455-0.00068168i,-0.000521-0.0014749i,-0.0015459-0.0011806i,-0.0012906-0.00062337i,-0.00071335-0.00013406i,-0.00038426-0.00018178i,-0.0001098-0.00029224i,-0.00016747+0.00010476i,0.00026272-0.00035444i,0.00029595-0.0010374i,0.00027476-0.00069058i,0.00082542-0.00019138i,0.00061419-5.5826e-08i,0.00018811-0.00024736i,4.5656e-05-0.00051785i,-8.2505e-05-0.00039719i,-0.00043863+0.00048212i,-0.00093247+0.00034927i
-0.0015218-0.002247i,-0.0010445-0.0027403i,-0.0013691-0.0032442i,-0.0023074-0.0023949i,-0.0029366-0.0014007i,-0.00219-0.00069286i,-0.00031603-0.0010147i,0.0010455-0.00066838i,0.00072349+0.00070727i,-0.00049506+0.00070846i,-0.00077758+0.00039596i,0.00023779+0.00070717i,0.00073528+0.0010136i,-2.9256e-06+0.00048434i,-0.0001071+0.00088097i,-6.3077e-05+0.0013245i,-0.00033171+0.00021174i,-0.00019275-0.00055101i,-0.00017756+1.3953e-05i,0.00041562-0.0001578i,0.0011452-0.00055397i,0.00060214+0.00017552i,-0.00025283+0.0004479i
-0.00098513-0.00062571i,-0.00080545-0.00080145i,0.00085814-0.00060959i,0.0011408-0.00018055i,0.00050846-0.00042592i,-0.0004824-0.0008132i,-0.00093463-0.00021833i,-0.000712-0.00032858i,-0.00049925-0.0006546i,-0.00026434-0.00012889i,-0.00030524-0.00023861i,-0.00017071-0.00083762i,-0.00051474-0.00062699i,-0.00061844-0.00020452i,-0.00048493-0.00017273i,-0.00047289-0.00023969i,-0.00016008-0.00047974i,7.1386e-06-0.00042281i,-0.00018153-0.00063577i,-0.00024733-0.00058837i,0.00021205+0.00016713i,0.0004208-0.00020976i,0.00021297-0.0010724i
-1.8632e-05-0.0013364i,-0.0007724-0.00047181i,-0.0017617-0.00038514i,-0.0013283-0.001006i,-0.0013247-0.00055592i,-0.0017912-0.0001802i,-0.0013139-0.00026474i,-0.00079561-8.1303e-05i,-0.00013652-1.3455e-05i,-0.0001815+0.00035975i,-0.00082566+0.0010465i,-0.00074063+0.0012248i,-0.00031932+4.5961e-06i,-1.0235e-05-0.00056328i,-1.7997e-05+0.00091755i,-0.00047368+0.0014639i,-0.0010842+0.00059325i,-0.0010811+0.00051548i,5.2443e-05+0.00030061i,0.00012226-0.00011024i,-0.00039729-0.00031151i,-0.00026641+0.00012871i,-0.00030677+0.00052072i
-0.00055773+0.0016028i,-0.00028544+0.00090758i,0.00034188+0.00096059i,0.00098405+0.00049108i,0.0010536+0.00013128i,-9.4231e-05+0.00029089i,-0.0011249-0.00097019i,-0.00016425-0.0013495i,0.00038418-0.00068635i,0.00032989+0.00022289i,0.00091032+0.00096747i,0.00023242+0.0012601i,-0.00021549+0.00086872i,0.00043633-0.00033931i,-2.4716e-06-0.0011638i,-0.00075021-0.001046i,-0.00032041-0.00058538i,0.00062083-0.00041213i,0.0010301-0.00048973i,0.00076084+0.00010694i,-0.00038218+0.00045744i,-0.00065479-0.00021051i,-0.00021412-0.00078941i
-0.00088709-0.0015578i,-0.0020544-0.002587i,-0.002721-0.0030134i,-0.002069-0.0020953i,-0.0012628-0.0020462i,-0.00086352-0.0015442i,-0.00084207-0.00090049i,-0.00098781-0.0002732i,-0.00039665-0.0001235i,0.00036808-4.7615e-05i,0.000142+0.00036378i,5.0091e-05+0.00031087i,0.00030199+0.00083057i,2.5853e-05+0.00052204i,-0.00011346-0.00035605i,0.00012215-0.00013377i,3.5581e-05+0.00063998i,-0.0002677+0.00078494i,0.00029588-0.00014968i,0.001151-0.00032648i,0.0013138+0.00066591i,0.00046517+0.00078316i,-1.8229e-05+0.00013604i
0.0013609+5.9556e-05i,0.0018304-0.00030217i,0.00070151-0.00070326i,-0.00068457-0.00099848i,-0.001763-0.0012494i,-0.0015039-0.00053935i,-0.00051588+0.00021354i,-0.00046248+0.00034152i,-0.0008892+0.0004821i,-0.00070234+0.0001278i,0.0001828+0.00042046i,7.0726e-05+0.00061589i,-0.00040127-0.0004465i,-0.00012725-0.00090421i,-0.00024854-0.00045267i,-0.00070034-0.00014811i,-0.00072118+0.00045205i,-0.0002995+0.0002331i,-0.00027835-0.0003039i,-2.7374e-05-0.00045162i,-0.00014038-0.00043377i,0.00017153-0.00055927i,0.00051573-0.00023796i
0.002132-0.0014882i,0.0013309-0.0010366i,0.00069546-0.00063694i,0.000748-0.0013119i,-0.00071476-0.0021894i,-0.0018491-0.0017744i,-0.0011331-0.00066309i,-0.00054844-0.00042242i,-9.6848e-05-0.00087993i,-0.00014503-0.0010829i,-0.001227-0.00057133i,-0.0016195-0.00012527i,-0.0010538+8.8097e-05i,-0.00080132+0.00020878i,-0.0012339+0.00091982i,-0.0013147+0.00029716i,-0.00025037-0.0011315i,-0.00020915-0.0011739i,-3.4048e-05-0.00038382i,0.00017527+0.00014762i,8.1315e-05+4.0101e-05i,0.00056528+3.2492e-05i,0.00026976-0.00010309i
-0.0027352-0.00010541i,-0.0027025+0.00017598i,-0.0031821+0.0013294i,-0.002649+0.0017873i,-0.0016997+0.0015655i,-0.0010773+0.00054038i,-0.0011284-0.00065488i,-0.0010531-0.00082931i,-0.00018047-0.00062247i,-8.8785e-05-0.00070057i,-0.00013103-0.00041525i,0.0001823-0.00024901i,0.00039194+4.8926e-05i,0.00040362+0.00039444i,0.00061652+0.00023895i,0.00078132+0.00043276i,0.00084556+0.00048306i,0.0002883-0.00027034i,-0.00011477-0.0013567i,-0.00025727-0.0016592i,-0.00017365-0.0014087i,0.00091071-0.00052827i,0.00040841+0.00015439i
0.00057007-0.0014288i,-0.00010363-0.0016593i,0.00011135-0.0026152i,0.00079004-0.0032176i,-0.00039605-0.002469i,-0.0015221-0.0019573i,-0.001678-0.0015393i,-0.0011494-0.0010785i,-0.00033932-0.00078455i,-0.00019375+3.7829e-05i,-0.00012424+0.00081044i,-0.00074143+0.0010177i,-0.00090511+0.00072582i,-5.907e-05-0.00026828i,0.00010531-0.00055766i,-5.6859e-05-0.00076442i,0.00028714-0.00066141i,0.00043795+7.1018e-05i,0.00044849+0.00051064i,0.00032368+0.0010055i,-0.00020304+0.00017742i,-0.00082686-0.00086692i,-0.0003377-0.0008718i
-0.001598-0.00066652i,-0.0022387-0.00042548i,-0.0015778+0.001077i,-0.00081392+0.00098293i,-0.00040108-0.00056202i,-0.00016238-0.00054494i,-0.00077157-3.1713e-05i,-0.0011557-0.00017546i,-0.00051351-0.0004867i,0.00024921-0.00071887i,4.6122e-05-0.00019881i,-0.00043672+0.00063794i,-0.0005259+0.0010306i,-0.00070324+0.00085267i,-0.00033552+5.3522e-05i,0.00072183+0.0002037i,0.00095297+0.00065574i,0.0001326+0.00023941i,-0.00088346+0.0001364i,-0.00088162-0.00011102i,-3.3191e-05-0.00021603i,2.515e-05+0.00038277i,-0.00056292+0.00092812i
-0.00025714+0.00051108i,0.00085846-8.069e-05i,0.0010443-0.00013135i,0.00080053-0.00040406i,-0.0001992-0.00094144i,-0.0010586-0.0015859i,-0.00073444-0.0015632i,-0.00014286-0.00086665i,-0.0001502-0.00059253i,3.1098e-05-0.00035066i,0.00036384-0.00014461i,0.00022565+0.00052473i,0.00060605+0.00011824i,0.0010834-0.00085183i,0.00069634-0.0011216i,7.9611e-05-0.0008598i,-0.00050578-0.00032742i,0.00015759-8.5262e-05i,0.0008038-8.7164e-06i,0.00042019+0.0002256i,8.2788e-05+0.0002947i,-4.7074e-05-0.00036114i,-0.00016119-0.00041684i
-0.00092653+0.00071823i,-0.0017707-0.00010113i,-0.0016565-0.00029332i,-0.00067502+0.00034282i,-0.00018545-0.00089404i,0.00010101-0.0020133i,0.0004656-0.001319i,-7.8556e-06-0.00012059i,-0.00038406+0.00057575i,-0.00024605-4.0725e-05i,-0.00057804-0.00041584i,-0.00059094+0.0001242i,0.00040282+0.00079981i,0.00039114+0.00077697i,-0.00069664-0.00011318i,-0.00033333+1.0016e-05i,3.6593e-05+0.00048502i,-0.00072529+0.00012696i,-0.00045513-0.0001621i,-0.00039348+0.00028638i,-0.00068069+0.00046551i,-0.00037352+7.055e-05i,0.00060533+0.00010238i
-0.00074499-0.00083296i,-0.0011625-0.00055923i,-0.00060169-0.00040763i,-0.0013946-0.00012422i,-0.0020934-0.00048697i,-0.0013998-0.00099182i,-0.00043504-8.1037e-05i,-0.00012222+0.00050243i,-0.00092418+0.00011869i,-0.0012683-9.1928e-05i,-0.0005309-0.00017047i,-9.1806e-05+0.00057051i,-0.00048805+0.0011278i,-0.00091011+0.00071699i,-0.00078102-2.3761e-05i,-9.221e-05-0.00029151i,0.00049451+7.3595e-05i,0.00040145+0.00062171i,-7.8893e-05+0.00020128i,0.00015078+5.1683e-05i,0.0001626+0.0001143i,-0.00017302+0.00038609i,-0.00024245+4.5437e-05i
-0.0018438-0.0017586i,-0.0024329-0.0010827i,-0.0027362-0.0015555i,-0.0026278-0.0021888i,-0.0021283-0.0015153i,-0.0016268-0.00057346i,-0.00093377-0.00013772i,-0.00034981-0.00094405i,0.00024314-0.001106i,-1.1761e-05-0.00034195i,-0.00055576+0.00074805i,-0.00050793+0.00074559i,-0.00029871+0.00017409i,-0.00027076-0.00025285i,-0.00032731-0.00056282i,8.1307e-05-0.0006016i,0.00016719-0.00073163i,-6.2564e-05-0.0009734i,9.7961e-05-0.00066998i,4.9577e-05-0.00084814i,0.000317-0.00010151i,4.5083e-05+0.0010354i,-0.00011367+0.0013468i
0.00088031+0.00059237i,0.0012738-1.6062e-05i,0.0019326-0.00036854i,0.001221+0.00043901i,-0.00082777-0.00018727i,-0.0013769-0.001434i,-0.0012156-0.0016424i,-0.00075211-0.0015599i,0.00016122-0.00062731i,-0.00046926+0.00018712i,-0.00094018+0.00019652i,-0.00064618+0.0007304i,-0.00066044+0.00080316i,-0.00050249+0.00058243i,-8.0615e-05+0.00045499i,6.6742e-05+0.00037846i,-6.3362e-05+0.00010222i,-7.4601e-05-0.00063359i,-0.00010664-0.00012432i,-0.00030745+0.00049213i,-6.695e-05+0.0001778i,3.5442e-05-0.00027827i,-5.2887e-05-0.00019647i
0.0014081-0.00043363i,0.0014052-7.8387e-05i,0.00080608-0.00029799i,-0.00030827-0.00053487i,-0.00026793-0.00064394i,-0.00036489-0.0011303i,-0.00050786-0.001643i,-3.8297e-05-0.0012515i,0.00010838-0.00086878i,-0.00035895-0.00012847i,-0.00050394+0.00054395i,-0.0010549+0.00055064i,-0.0020292+0.00083114i,-0.0012548+0.00065371i,-0.00016054+0.0005106i,-0.00018382+0.00027852i,-0.00024209-8.5116e-05i,-0.00023198+0.0003203i,2.2519e-05+0.00027136i,-0.00010291-0.00038151i,-0.0001047-0.0007047i,-0.00010323-0.00061294i,-0.00031224-0.000259i
0.00059878-0.0002689i,0.00058574-0.0012892i,0.00046928-0.0018623i,0.00073323-0.0016211i,-0.00034567-0.00071201i,-0.0016382-0.00026987i,-0.0015234-0.00040455i,-0.0012696-0.00018933i,-0.00057843-0.00022767i,0.00042504+7.0475e-05i,0.00084175+0.0007574i,0.00035016+0.0011038i,-0.0001873+0.00051777i,0.00017671+6.4958e-05i,0.00068335+1.4719e-05i,0.00098201-0.00049247i,0.00092238-0.00051853i,0.00050066-0.00039559i,0.00069507-0.00059382i,0.0010759-0.0004578i,0.00056788+0.00043658i,-6.2591e-05+0.00073263i,-0.00061254+0.00072588i
-0.0029213-0.0027443i,-0.002789-0.0018135i,-0.0025137+0.00040326i,-0.0022335+0.00082162i,-0.0020219-2.9492e-05i,-0.0014884-0.0002546i,-0.00041271+7.7082e-05i,-2.0018e-05-7.7084e-05i,-0.00029662-8.9199e-05i,-0.00056188+0.00052552i,-0.00033902+0.0004033i,0.00013903+0.00019646i,0.00035111+0.00075403i,0.00012299+0.00091017i,0.00086608+0.0007956i,0.0010473+0.00076597i,-0.00028809+0.00064855i,-0.00041583-0.00018151i,-2.2775e-05-0.00029221i,-0.00026062-0.0003204i,-0.00045631-0.00025523i,-0.00042705-9.1779e-05i,-0.00022799-0.00035363i
-0.00070848-0.0020182i,-0.0011238-0.0021351i,-0.0011025-0.0013161i,-0.00090567-0.00018592i,-0.0014384-0.00063116i,-0.0015395-0.0011058i,-0.0011741-0.0010086i,-0.00082462-0.00063793i,-0.00079199-0.00035425i,-0.00055144-0.00030728i,-0.00020882+0.00020706i,0.00039092+0.0011233i,0.00067977+0.0011498i,0.00052542+0.0006i,-9.2734e-05+0.00045391i,-0.00047681+0.00049977i,-2.7976e-05+0.0004344i,0.00030526+3.9982e-05i,6.5156e-05+0.0001907i,-0.00036355+0.00018788i,-0.00011063-7.1475e-05i,-0.0004831+9.0597e-05i,-0.00090974-4.2187e-05i
0.00073867-0.0018729i,0.00016451-0.0018179i,-0.00041093-0.00073696i,-0.00069564-6.5132e-06i,-0.001023-0.00027614i,-0.0013408-0.00066158i,-0.0012646-0.00079157i,-0.00015906-0.00038332i,0.00069766-0.00052523i,0.00013392-0.00034751i,-0.00063236+0.00014094i,-0.0007153+0.00072337i,-0.0002478+0.0012714i,0.00052451+0.0010513i,-0.00011483+0.00042303i,-0.00086038-0.00016632i,-0.00041988-0.00018804i,-7.7831e-05-0.00064209i,0.00060845-0.00083135i,0.00043934-0.0011057i,-0.00039289-0.0014819i,0.0003221-0.00063756i,0.00054165-0.00023803i
-0.0010097-0.001886i,-0.0011884-0.0023117i,-0.00095573-0.0016607i,-0.0015077-0.00042387i,-0.001474-0.00014736i,-0.00080062-0.0010082i,-0.00067921-0.0011387i,-0.00043038-0.00084951i,-0.00069495-0.00082473i,-0.00058281+0.0006097i,2.8673e-05+0.0010212i,-0.00055055-2.378e-05i,-9.1896e-05+0.0001989i,0.001171+0.00044501i,0.00064981+0.00022423i,9.8493e-05+9.756e-05i,0.00063022-0.00034513i,0.0011277-0.0004704i,0.0012655-0.00052456i,-4.8916e-05-0.00018599i,-0.00060197+8.4104e-05i,4.3682e-05-0.00014357i,0.0005769-0.00082802i
-0.0014174-0.0014521i,-0.001414-0.0022581i,-0.0012564-0.0021511i,-0.0014862-0.00085362i,-0.0016763+1.6665e-05i,-0.0014718-0.00025599i,-0.00058929-0.00097997i,0.00027854-0.00049978i,0.00024677+0.00011067i,-0.00069997-6.0428e-05i,-0.0012729+9.3888e-05i,-0.00097479-5.3419e-05i,-0.00040799+6.9544e-05i,0.00023781+0.00040405i,0.00028159+0.00018422i,0.00036477+8.1867e-05i,0.00085813+0.00025663i,0.00071468+9.07e-05i,4.1677e-05-0.00076803i,-0.00016477-0.0013904i,-1.4531e-05-0.00054869i,0.00015718+0.00043938i,0.00035116+0.00037157i
-0.00029139-0.00055294i,-0.00038431+0.00084543i,0.00033244+0.0015084i,0.00050514+0.0013218i,-0.00013632+0.00032404i,-0.0010909-0.0012184i,-0.001177-0.0017321i,-0.00057898-0.00085267i,-0.00023049+0.0001833i,0.00027967+0.00037732i,0.00054069+0.00070555i,7.8273e-05+0.00048161i,0.00016809-0.0007938i,0.00070998-0.0013578i,0.00057369-0.0008852i,0.00079942-0.00039085i,0.00036811-0.00048137i,-0.00090243-0.00076141i,-0.0013851-0.0010479i,-0.00098335-0.00068887i,-0.00011878-0.00087292i,0.00069833-0.0009232i,0.0004411-0.00082099i
0.00039519+0.0010631i,0.0005347+0.001746i,0.00060125-3.4827e-05i,0.00069949-0.0023473i,0.00046337-0.0033706i,-0.00045408-0.0024205i,-0.0011-0.0014529i,-0.00036893-0.0016286i,1.9499e-05-0.00071103i,-0.00046412+2.8574e-05i,-0.0010067-0.00023873i,-0.00087583+0.00020031i,-0.00086895+0.00050444i,-0.0011167-0.00018559i,-0.00086465-0.0007341i,-0.00070772-0.000693i,-0.00035949-0.00054995i,1.2485e-05-0.00069846i,0.00069135-0.00044764i,0.0011551+0.00048858i,0.00083249+0.00078664i,0.00033961+8.9415e-05i,-0.00025244-0.0004221i
-0.0016613-0.0013933i,-0.0019949-0.0011477i,-0.0014016-0.00086712i,-0.0011989-0.00025584i,-0.0013452-0.0004142i,-0.0010943-0.001051i,-0.00074464-0.0013954i,-0.00012978-0.0011191i,0.00041815-0.00038266i,-4.1765e-05+0.0011214i,-0.00074703+0.0013426i,-0.0011075+0.00051442i,-0.0010103-0.00016017i,-0.0005283-0.00098968i,-0.00020641-0.00073115i,7.4861e-05-0.00061063i,-0.00011289-0.00092863i,-0.00030012-0.0013029i,-0.00038162-0.00076294i,-0.00029334+0.00012115i,-0.00017766-1.5278e-05i,0.00024-0.00022877i,0.00047295+0.00023213i
5.2968e-05-0.001465i,-0.0010218-0.0010347i,-0.0022109-0.0014317i,-0.0022283-0.0018975i,-0.001529-0.002051i,-0.00046676-0.0019275i,-0.00053941-0.0010448i,-0.00074994-0.00056854i,-0.00017482-0.00055419i,-0.00023372+0.00015585i,-0.0009447+0.00070215i,-0.00059965+0.00057401i,-0.00058055+0.00020477i,-0.00083225-0.00016028i,-0.00035391+0.00023806i,-0.00052958+0.00097267i,-0.00047573+0.00067327i,-0.00014644-0.00011408i,0.0006045-0.00060861i,0.0010835-0.00031363i,0.00036629+0.00046449i,-0.00045787+0.0012519i,-0.0001372+0.00074851i
