-0.0023886+0.0016377i,-0.0022975+0.0020343i,-0.0019431+0.0014354i,-0.0012534+0.0010037i,-0.00038815+0.0012014i,0.001099+0.00086767i,0.0021279-6.3467e-05i,0.0015844+0.00012792i,0.0010168+0.00015107i,0.00067783-0.00010139i,0.00073236-0.00042846i,0.00061465-0.00073133i,0.00087501-0.00086993i,0.00084334-0.0007448i,0.00074193-0.00058842i,0.00064959-0.0013914i,0.00031416-0.001533i,5.0051e-05-0.00071619i,-0.00034819-0.00037035i,-0.00044477-0.00059771i,-0.00034986-0.00024691i,-0.00045827+0.00043677i,-0.00083621+0.00059293i
-0.00095709-0.00075076i,-0.00094395+0.00058195i,-0.00073897+0.0017177i,-0.00044684+0.001377i,-0.00011848+0.00022622i,0.00028808-0.0010984i,0.00046659-0.002064i,-0.00030574-0.0013642i,-0.00043827-0.00050071i,0.00033893+0.00014974i,0.00078055+0.000899i,0.00039085+0.00093711i,0.00069137-0.00021757i,0.0015527-0.00069865i,0.0011026-0.00045376i,-0.00039133-0.00015867i,-0.0013568+0.00012512i,-0.0006873-9.008e-05i,0.00031329-0.00082086i,0.00073601-0.00086577i,0.00051732-0.00029559i,-0.00010051-0.00012551i,7.7296e-05-1.1088e-05i
0.00094503-0.0012827i,0.00027073-0.0010033i,-0.00044561-0.00064976i,-0.00012737-0.00025047i,0.00057348-0.00071911i,0.0016808-0.0019704i,0.0022687-0.0024442i,0.00086443-0.001637i,-0.00039645-0.00050406i,-0.00044706-7.6776e-05i,0.00030157+0.00037187i,0.00074646+0.00098433i,0.0011193+8.5372e-05i,0.0014507-0.00027992i,0.00040274-6.7973e-05i,-0.00049563-0.00023557i,0.00017224-0.00014549i,0.001077-1.4343e-05i,0.00066137-0.00053421i,1.0725e-05-0.0011898i,0.00039204-0.00040477i,0.00063347+0.00058156i,0.00050699+0.00061522i
0.0004574+0.00049546i,0.00057921+0.0013002i,-0.00015661+0.00011278i,-0.0012066-0.00052133i,-0.00086909-0.00041182i,-0.00040826-0.00039034i,0.00041763-0.00018312i,0.00051029-2.1461e-05i,-0.00068819-0.00051119i,-0.0011091-0.00067606i,-0.00061502-0.00012118i,-0.00032737+0.00039316i,-0.00018971+0.00038692i,-0.00017207+0.00035113i,0.00012312+0.00020245i,0.00042894+0.00026125i,0.00052933+0.00035008i,0.00012708+0.00018018i,-0.00042636-0.0001134i,-0.00048473-0.00052958i,0.0006026-0.00025109i,0.00067372+0.00061314i,-0.00014115+0.00097468i
-0.00091281-0.00071621i,-0.0018987+6.5561e-05i,-0.0015803-0.0005139i,-0.00024078-0.0008767i,2.8643e-05-0.0007989i,0.00045473-0.0021145i,0.0011038-0.0022554i,0.00083711-0.0018407i,0.00026782-0.0014371i,-0.00010652-0.00037107i,-0.00021848+0.00011297i,5.579e-05-0.00014729i,0.00055563-0.00063215i,0.00015924-0.00065814i,-0.00010847-0.00053115i,0.00058675-7.8849e-05i,0.00034029+0.00030336i,0.00042869+0.00070657i,0.00085805+0.00048214i,0.00050678-0.00063643i,8.4513e-06-0.0013381i,-0.00021892-0.001588i,-3.4534e-05-0.0007061i
6.2273e-05+0.00090329i,0.001095+0.0015913i,0.001637+0.0013029i,0.0012545+0.00053685i,0.0017402+0.00022544i,0.0018342-0.00038112i,0.0010819-0.0013338i,0.00035082-0.00078962i,-0.00033235-0.0002416i,-0.00050517-7.1048e-05i,-3.7104e-05+0.0005354i,-0.00033993+0.00094843i,-0.0010175+0.0011181i,-0.00059868+0.00069526i,-0.00013015+0.00011842i,-8.8459e-05+0.00035301i,-0.00037786+0.00073486i,-3.12e-05+0.00083185i,-0.00010253-9.5475e-06i,-0.00059637-0.00070991i,8.3679e-05-0.00046545i,0.00079484+6.1709e-05i,0.00057083+2.3129e-05i
-0.00050165-0.0022391i,-0.0010555-0.0017099i,-0.0014209-0.0014688i,-0.0013717-0.0010868i,-0.00051058+2.3145e-05i,0.00076087-0.00032299i,0.0014601-0.002015i,0.00030583-0.002029i,-0.0014656-0.00059643i,-0.0018955+0.00060498i,-0.0011873+0.00084207i,-0.00097142+0.0012729i,-0.0005804+0.0018085i,0.00011603+0.0014056i,0.00049015+0.00087809i,0.00097782+0.00076362i,0.00089062-0.00015498i,0.00060755-0.00076778i,0.00014402-0.00054268i,-0.00037604-0.00069806i,-0.00027931-0.00064701i,0.00038519-1.1109e-05i,0.00093829+0.00069661i
0.0021511+0.0015559i,0.0015022+0.001364i,0.00082706+0.0016989i,0.00070995+0.0014092i,0.00095487-0.00041166i,0.00061968-0.0018578i,0.00010975-0.0017903i,-8.9861e-05-0.0016825i,0.00057495-0.00067031i,0.00083367+0.00031802i,-3.7215e-05+0.0012224i,-0.0004091+0.00050737i,-0.00043014-0.0015446i,-0.00026351-0.0017927i,-0.00045596-0.00094944i,-0.00046836-0.00069213i,0.00018036-0.00071689i,0.00047487-0.00036571i,-5.1625e-05+7.6361e-05i,-2.154e-05+0.00046703i,0.00067708+0.00059535i,0.00076749+0.00012943i,0.00024939-0.00058729i
0.00077089+0.00028107i,0.0014829-0.00066413i,0.0015475-0.0013308i,0.0011967-0.0012566i,0.00089312-0.00041661i,0.0014187-0.0012763i,0.0017584-0.0019256i,0.00037753-0.0010312i,-0.00042194+0.00011216i,0.00026303-1.8159e-05i,0.00032555-0.00033498i,-9.4998e-05-0.00015761i,-0.00070036-0.00031134i,-0.0011915-0.00056054i,-0.00077101-0.00085348i,-0.0003916-0.00068642i,0.00026894-0.00057847i,0.00065681-0.0002339i,4.0522e-05+0.00052608i,-0.00036477+0.0006369i,4.4758e-05+0.00037076i,0.0002411+0.00015361i,0.0002624-0.00049534i
0.0015527+0.00015886i,0.0011992-0.0001129i,0.0015141+0.00011776i,0.001261-0.00023992i,0.00065075-0.0013983i,0.00054821-0.0021959i,0.00049582-0.0024961i,0.0001922-0.001346i,-0.00028597-0.00068988i,-0.00032162-0.00080321i,-0.00034319+9.8533e-05i,-0.00076796+0.0010055i,-0.00061004+0.00099841i,-0.00091623+0.00043129i,-0.00085572-0.00055593i,-0.00018354-0.0008182i,-0.00032477+2.6391e-05i,-0.00074489+0.00043782i,-0.00062399+0.00054674i,-0.00031639+0.00091493i,-8.1293e-06+0.0014818i,-0.00060966+0.0018935i,-0.0014939+0.0011989i
-0.0011201+0.00099015i,-0.0010347+0.0021469i,-0.00043486+0.0011132i,5.2233e-05-0.0002791i,0.00040722-0.00033755i,0.00076114-0.00036103i,0.00088629-0.0012509i,0.00055417-0.0010955i,-0.00010289-3.3127e-05i,-0.00046105+0.00031244i,-0.00043449-0.00015277i,-0.00044155-0.00016582i,-4.3999e-05-0.00029809i,0.00027959-0.00071479i,1.5433e-05-0.00084327i,0.00029083-0.00039975i,0.00062184-0.0003415i,0.00029964-0.00062728i,-0.00055603-0.00032428i,-0.00053594+0.00030899i,0.00063926+0.00044509i,0.00062106-1.3682e-05i,-0.00010162-0.00036418i
-0.00042321+0.0014442i,0.00030374+0.0015513i,0.00082784+0.0019316i,0.0015095+0.00077237i,0.0022869-0.00094428i,0.0023213-0.0016114i,0.0014453-0.0015937i,-0.00032614-0.00065605i,-0.0010042+0.000393i,-6.1211e-05+0.00077719i,0.00010938+0.00039695i,-0.00024243+0.00011687i,0.00029025+5.3413e-05i,0.00056711-0.00069061i,-0.0002743-0.0012539i,-0.00010839-6.2853e-05i,0.0001569+0.00075012i,-0.00020247+2.7864e-05i,-0.00060587+0.00045309i,-0.00061866+0.0012234i,0.00028984+0.0003628i,0.00066507-0.00018335i,0.00030975-0.00023534i
0.0020283+0.0010287i,0.0011715+0.00030028i,0.00069165-0.0007204i,2.0325e-05-0.0014283i,-1.7617e-05-0.00099085i,0.00068413-0.00084364i,0.0015424-0.00057176i,0.0011438-5.6901e-05i,0.00020469+7.3883e-05i,0.00034387+0.00010062i,0.00051195-0.00051285i,-6.758e-05-2.8358e-05i,7.6746e-05+0.00090577i,0.00012552+0.00097722i,-0.0010156+0.0010854i,-0.00073983+0.00059852i,0.00045428-0.00014502i,0.00012513+4.1767e-07i,-9.7213e-05+0.000852i,0.00018113+0.0002764i,0.00016776-0.00065238i,-0.00024389+0.00014986i,0.00021118+0.00023287i
-0.000761+0.0018366i,-0.00041809+0.0032452i,0.0005487+0.0035578i,0.0016427+0.0013861i,0.0018968-0.00080511i,0.0013908-0.0017498i,0.0006976-0.0023377i,9.9932e-06-0.0017549i,0.00049163-0.00047444i,0.00062372+6.3863e-05i,0.00011791+0.00035709i,-0.00056234+0.00025492i,-0.00014833+4.0011e-05i,0.0007161+7.8025e-05i,0.00015922+0.0003234i,-0.00035682+7.0251e-05i,-9.5338e-05-0.00022067i,-0.00069936+0.00012946i,-0.00098918+0.00029005i,-0.00014887+3.9283e-05i,0.00019659-0.00030277i,0.00022537-0.00025383i,8.2296e-06-0.00054229i
0.0027923+0.001867i,0.0038217+0.00046677i,0.0030276-0.00070306i,0.0021469-0.0014225i,0.0017086-0.0011436i,0.001073-0.001353i,0.00027211-0.0013353i,-0.00062665-0.00026237i,-0.00017727+0.00015484i,0.00066082-0.00032114i,0.00040628-0.00057523i,-0.00017891-0.00043713i,-0.0010615-0.00024105i,-0.0013302-0.00046173i,-0.0011321-0.0012881i,-0.00062626-0.00054732i,-0.00035141+0.00028095i,-0.00078478+0.000414i,-0.00089514+0.0008671i,-0.00091196+0.00075693i,-0.00078427+0.00043965i,-0.00029122+0.00034998i,0.0012038-6.7002e-05i
0.00043445+0.0014011i,-0.000339+0.001728i,0.00063834+0.0017843i,0.0010209+0.00063868i,0.00067398-0.00055872i,0.00069642-0.00065284i,0.00065647-0.00068962i,-6.874e-05-0.00074574i,-0.00072691-0.00128i,-0.00083667-0.0010549i,-0.00059006-0.00011098i,0.0001057+0.0003033i,0.00027102-0.0005394i,-0.00021478-0.00074796i,-0.00060521-0.00034307i,-0.00082343-0.0001111i,-0.00069283-0.00034928i,0.00013708-0.00019843i,-0.00046653+0.00066993i,-0.00067811+0.00058613i,-0.00035785+0.00023969i,-0.00070903+0.00013854i,-0.00096814+0.00039785i
0.00030206+0.0011164i,-0.00084106+0.0013935i,-0.00092192+0.0012516i,-0.00032312+0.00035287i,0.00054204-0.00082417i,0.00035396-0.0017489i,-0.00066046-0.0018165i,-0.00098106-0.00058015i,-0.00057873+0.00043502i,-0.00035082-7.1608e-05i,-0.0010071-0.00037501i,-0.0009903+0.00043522i,5.0636e-05+0.00082531i,-4.457e-05+0.00089965i,-0.00054354+0.00056956i,0.00029948-3.9946e-05i,0.00057215-0.00022641i,-0.00026989-0.00038241i,-0.00065925-0.00077327i,-0.00041385-0.00010615i,-0.00012939+0.00026741i,4.2618e-05+0.00059851i,5.8348e-05+0.00098394i
0.0022045-0.00069825i,0.0026542+0.00051578i,0.0013991+0.00085461i,0.0010375-0.00019115i,0.0011352-0.00043373i,0.0017039-0.00085512i,0.002468-0.0013455i,0.0015131-0.0014887i,0.00052633-0.0012645i,0.00019279-0.00042489i,0.00035141-5.3465e-05i,5.8793e-07-0.000334i,-8.98e-06-0.00033076i,0.00018005+8.441e-06i,0.00032793+0.00013116i,6.4948e-05+0.0004678i,-0.00018043+0.0011319i,0.00011109+0.00067862i,0.00020796-0.00043872i,0.00057039-0.00048283i,0.00027618-0.00015139i,-0.00038395-0.00010149i,-0.00061095-0.00029046i
0.0015873+0.00015017i,0.0016682-0.00060161i,0.0023987-0.0015171i,0.0015522-0.0015227i,0.0014091-0.0019289i,0.0020831-0.0024935i,0.001286-0.0024433i,5.5271e-05-0.00078398i,-0.00045762+0.00046549i,-0.00025667+1.4567e-05i,-0.00013129-0.00080503i,-0.00022343-0.00078966i,-0.00022924-0.00060377i,-0.00093838-0.00011099i,-0.00081296+0.00048602i,-0.00057475+7.8044e-05i,-0.00029817-1.1448e-05i,0.0002223+0.00025207i,0.00038879+7.636e-05i,0.00041862+0.00046081i,0.00050436+0.00049198i,0.00017198+3.4529e-05i,-0.00030189-7.9644e-05i
0.001004+0.00085985i,-0.00051373+0.0014552i,0.00016149+0.0013777i,0.00060522+0.00038216i,0.00014172-0.00097809i,0.00072825-0.001546i,0.00095627-0.0017612i,-0.00047408-0.0018158i,-0.00091181-0.0013138i,-0.00026544-0.0004522i,-0.00036244-7.949e-05i,-0.00026519+2.3183e-05i,-0.00022095+0.00049112i,-0.00010652+0.00082333i,-0.0001278+7.76e-05i,-0.00018124-0.00043484i,-0.00015358+7.3716e-05i,-0.00015546+0.00074821i,-0.00044294+0.00056867i,-1.4239e-05-1.8039e-05i,0.00012782-0.00014129i,-0.00053496-0.00032555i,-0.00038716-0.00017347i
0.0018715+0.00046368i,0.0013082+0.00065217i,0.00057801-0.0013371i,-0.00010033-0.0025651i,-0.00060217-0.0012697i,-9.9868e-05-0.00013548i,0.00084161-0.00051797i,0.00084572-0.00013782i,-0.0001433+0.00050351i,-0.0004895-9.815e-05i,8.5639e-05+2.1993e-05i,0.00018652+0.00059204i,-0.00034426+0.001343i,-0.00094766+0.0017306i,-0.0011081+0.0011146i,-0.0012148+0.00062971i,-0.0011841+0.0007572i,-0.00074884+0.00014215i,-0.00020836-0.00067833i,-0.00022347-0.00080449i,-0.00013178-0.00070874i,-0.00010836+0.00019684i,-0.00017295+0.001382i
0.0014911-0.0019802i,-0.00018604-0.0027658i,-0.00032205-0.0026388i,9.2728e-05-0.002352i,0.0002663-0.0020852i,0.00089743-0.0015897i,0.0011489-0.0011171i,0.0004891-0.0010671i,-0.00028446-0.00047343i,-0.00010402+0.00032234i,-0.00069794-2.4342e-05i,-0.0013481-0.0006289i,-0.00064544-0.00068435i,-9.1915e-05+0.00027436i,0.00014639+0.00076009i,7.8917e-05+0.00074731i,0.00036728+0.0010244i,0.00024097+0.00012923i,-0.00064736-0.00062874i,-0.00076037-0.00036891i,0.00011819-0.00010342i,0.00051243+0.00019714i,0.0001139+6.6908e-05i
0.0010634-0.00041256i,0.00061894+0.0015947i,-0.0006809+0.001637i,-0.00093577+0.00022161i,-0.00019097-0.00060317i,0.00044778-0.00050525i,0.0012504-0.00090463i,0.00071443-0.0011809i,-0.00016984-0.00015025i,-0.00020457+0.00032181i,-0.00016707+0.00053984i,-0.00032696+0.00064469i,-0.00029816+0.00014752i,0.0005297-0.00016093i,0.00015307-0.00016205i,-0.00047547-1.147e-05i,9.3508e-05+0.00041228i,0.00050424+0.00021723i,-8.1897e-05+6.2704e-05i,-0.00040887+3.4932e-05i,5.9379e-05-0.00050759i,0.00031743+2.8873e-05i,-4.7766e-05+0.0012874i
0.0020828-0.00013168i,0.0024919-0.0007518i,0.0020576-0.0020559i,0.00022237-0.0016979i,-0.00057095-0.00068598i,0.00026564+0.00025769i,0.00049138-1.4051e-05i,-0.00026039-0.0011829i,-0.00056695-0.0018115i,-0.00025987-0.0005662i,0.00012193+0.00081875i,0.00095539+0.00082906i,0.00073486-5.6876e-05i,0.00088564+8.7129e-05i,0.00098132+0.0012572i,2.8137e-05+0.00068888i,-0.00011321-0.00025621i,0.00017645-0.00032983i,0.00050796-6.5319e-05i,0.0010115+0.00085684i,0.00097268+0.00077463i,0.00063366+0.00043324i,-4.1098e-05+0.00012749i
-0.00067259+0.00075399i,-0.0013332+0.00024596i,-0.00091675-1.4968e-05i,-8.8281e-05-0.00013135i,0.00046424-0.0013458i,0.001136-0.0020011i,0.00092354-0.0012885i,-0.00098841-9.8928e-05i,-0.001271+0.00060835i,-0.00060215+0.00041266i,-0.00051999-0.00011963i,-0.00026557-0.00051837i,0.00015835+8.3531e-05i,-0.00011821+0.00023534i,-0.00052119-0.00058252i,-0.00048324-0.00023271i,-0.00017837+0.0003568i,-8.8871e-05+0.00041207i,-7.3736e-05+0.00055396i,-0.00019472+3.9676e-05i,-0.0010477-0.00024797i,-0.00080697+0.00052217i,7.691e-05+0.00090807i
0.0010755-0.00057176i,-0.00016262+2.014e-05i,-9.6765e-06-0.00073508i,0.0002774-0.00083229i,0.00020039+0.0001053i,0.00018509+0.00038976i,-1.8178e-05-0.0002022i,-0.00027302-0.00073331i,-0.00064156-0.00078603i,-0.00090057-0.00015526i,-0.00097842+0.00055834i,-0.00041329+0.00069109i,0.00031301+0.00088258i,0.00046315+0.00088391i,0.00028207+0.0011561i,0.00015887+0.0011137i,2.198e-05+0.00056272i,-0.00020125+0.00032121i,0.00015608+0.00017545i,0.00057793-0.00026652i,0.00016718-0.0005381i,3.7413e-05-0.00035231i,0.00048385-0.00046358i
0.00096184+0.00029823i,0.0015883+0.0013796i,0.00082746+0.0021607i,0.00058435+0.0011192i,0.00072619+0.00025816i,0.0010122-0.00076337i,0.00060138-0.0013297i,-0.00090846-0.00041931i,-0.0011153+0.00052982i,-0.00060381+0.0011873i,-0.00086168+0.0013897i,-0.00031684+0.00034684i,0.00048328-0.00044956i,0.0010621-0.00032459i,0.0012439+0.00019509i,0.00048679+0.00041297i,0.0004107+0.00029547i,0.00071104-0.00013717i,0.00091463-0.00072923i,0.00091798-0.0011035i,0.00024999-0.00098599i,0.00013952-0.00022889i,-0.00011387-2.3514e-05i
0.00011332-0.0024479i,-0.00046649-0.0026609i,-0.0010644-0.0024041i,-0.00055775-0.0015058i,0.00026489+0.0003669i,0.0008359+0.0011019i,0.00081269+0.00069797i,0.00028373+9.358e-05i,0.00017212-0.00037189i,-0.00014788-0.0003249i,-0.0006448-0.00017406i,-0.00014267+0.00010916i,0.0013951+0.00038674i,0.0021562+0.00068597i,0.0010564-4.9296e-05i,0.00056731-0.00083653i,0.0012043-0.00086218i,0.00099958-0.00031302i,0.00012882+0.00076518i,-0.00033212+0.0011705i,-0.00032005+0.00026981i,0.00039942-0.00026115i,0.00056025+7.6796e-05i
0.00050237-0.00074648i,-0.00050898-0.00078903i,-0.00051735-0.0013372i,-0.0011851-0.001627i,-0.001611-0.00088532i,-0.0008123-0.00091866i,-0.00036678-0.0013681i,-0.00026024-0.00098793i,-0.00032794-0.00040723i,-0.00085799-0.00019464i,-0.0010563-0.00014517i,-0.00018626-0.000436i,-0.00018919-0.00022487i,-0.0012748+0.00081876i,-0.00090147+0.0010918i,-0.00039242+0.00075651i,-0.0004591+0.00026787i,-0.00060255+0.00040004i,-0.00048718-2.9376e-05i,0.00023139-0.00048317i,0.00072405-0.00094078i,0.00016752-0.00097358i,0.00012232-0.00015095i
-0.00013588+2.7575e-05i,-0.00085967+0.0020242i,-0.0010188+0.0021491i,-0.0003071+0.00014593i,5.5564e-05-0.00041929i,-0.00010455+0.00022457i,7.1133e-06-0.00034421i,0.00038305-0.00057519i,6.2759e-05-0.00042366i,-0.00054086-0.00021414i,-0.00012631-1.5285e-06i,-6.8721e-05-0.00054214i,8.3658e-05-0.00071231i,-6.1596e-05-0.0008451i,-0.00077566-0.0011053i,-0.00064491-0.00032867i,-0.0003028+0.00016517i,8.3427e-05+0.00025127i,-0.00010289-0.0001465i,6.5413e-05-0.00051028i,0.00022584-0.00015135i,-0.00058682-0.0009308i,-0.00074378-0.0011293i
-0.0001049+0.00050033i,-0.0010417+0.0010407i,-0.0013277+0.0015912i,-0.0011542+0.0014307i,-0.00040756+0.00068178i,0.0014022+0.00025976i,0.001336+4.7115e-05i,9.7518e-05-0.00048098i,0.00032171-0.00055219i,-5.5115e-05-0.00051305i,-0.0006981-0.00072279i,-0.00060904-0.00044926i,-0.00082628-0.00029986i,-0.00067006-2.8922e-05i,0.00029565+0.00036313i,0.00079154+0.00046316i,-0.00011405+0.00010558i,-0.00049751+0.00030013i,-0.00014257+0.00031978i,0.00026756+0.00025791i,0.00040811+0.00025742i,-8.1519e-05+2.5513e-05i,-0.00038905-9.1002e-05i
0.0008104+1.8165e-05i,0.0016185-0.00050997i,0.0022155-0.0006473i,0.0023245-0.00029469i,0.0015016-0.0002362i,0.0011684-0.00065513i,0.0011701-0.0013844i,-0.00013311-0.0012946i,-0.0010172-0.00020313i,-0.00030057+0.00055883i,0.00030624+0.00047603i,0.00010775+0.00010433i,0.00016196+0.00023573i,0.00015194-1.0818e-05i,8.013e-05-0.00014394i,0.00028444+7.1772e-05i,0.0004467+0.00032205i,0.00023814+0.00041232i,0.00050326+0.00070281i,0.00072182+0.00092589i,0.00040806+0.00018223i,0.00040251+7.0851e-05i,-0.00017785+0.00053193i
0.0023318+8.5092e-05i,0.002206+0.00027563i,0.00050952+4.3502e-05i,-6.8052e-05-0.00033348i,0.0013065-0.001325i,0.001837-0.0019706i,0.00091034-0.0014277i,1.4336e-05-0.00086983i,-0.00047798+0.00011076i,-0.00081818+0.00049431i,-0.0012351+0.00053942i,-0.00080364+0.00059173i,-0.00032243+8.2151e-05i,-0.00013866-7.318e-05i,-9.5868e-05+0.00051365i,0.00017849+0.00071607i,0.00022043+0.0005128i,-0.00030211+0.00067307i,-0.00057817+0.00064331i,-0.0004065+6.7823e-05i,4.683e-05-0.00031427i,0.00078479-0.00013338i,0.00034838-0.0001777i
0.00011847+0.00017336i,-1.823e-05+0.0015014i,4.0329e-05+0.0018282i,0.00085545+0.0014654i,0.00064263+0.00069654i,0.00035774-0.0008679i,0.0008798-0.0018846i,0.0006987-0.0011756i,0.00010214-0.00042504i,-0.00018603-0.00014166i,-0.00017382+0.00026655i,-0.00048694+0.00025405i,-0.00066133-0.00012683i,-0.00049627+3.6544e-05i,-0.00022928-1.2578e-07i,-6.5059e-05-0.00065525i,0.00079448-0.00018773i,0.00036617+0.00051404i,-0.00024863+0.00043606i,0.0001528+0.00039083i,0.00053088+0.0011093i,0.00061247+0.0011033i,0.00052485+0.00060339i
-0.0021713-0.00085825i,-0.0018672-0.00011627i,-0.0012292+0.00048219i,-0.00049335-0.00011999i,0.00088075-0.00080396i,0.0010016-0.0010269i,0.00012169-0.0011046i,-0.00040799-0.0011674i,-0.00056043-0.00054502i,-0.00056191+0.00013128i,-0.0011471+0.0004648i,-0.0007309+0.00020879i,0.00016511-0.0001715i,-0.00010024-0.00036406i,-0.000166-0.00044277i,6.0741e-05+0.00034759i,1.9166e-05+0.00023198i,-0.00037584-0.0005359i,-7.6776e-05-0.00059619i,6.2866e-07-0.00050181i,-0.00024334-0.00020713i,4.2228e-05+0.00026384i,-0.00022198+0.00019473i
0.0012538+0.0014775i,0.0011874+0.00078601i,0.00079793+0.0011318i,0.00013242+0.00010353i,0.0001426-0.0014907i,0.00054182-0.0021017i,0.00063674-0.0027419i,-0.00010864-0.002761i,-0.0010369-0.0013716i,-0.00099497-0.00049055i,-0.00018843-0.00094722i,0.00053838-0.0010305i,0.0008507-0.00027543i,0.0010462-0.00056341i,0.00019247-0.0010976i,-0.00092928-0.0007722i,-0.00072807-0.00034917i,-0.00063794+0.00020657i,-0.00062472+0.00048253i,4.0368e-06-0.00051272i,0.00031337-0.00066425i,0.00026744-0.00030376i,0.00018857-0.00056318i
-0.00065685+0.00027898i,-0.00036423+0.0013604i,0.00012946+0.0018477i,0.0009302+0.001836i,0.001452+0.0011802i,0.0018834-0.00031942i,0.0017207-0.0013165i,0.0005344-0.00047603i,-0.00018499+9.549e-05i,2.6604e-05-4.7022e-05i,0.00058597+0.00045448i,0.00082075+0.00083431i,0.00081098+0.00032982i,0.00033549+0.00014054i,0.0010658+0.00011926i,0.0014664-0.0001746i,0.00062884+0.00023378i,0.00010628+0.00030913i,0.00024087+0.00024519i,0.00021083-0.00015256i,0.00023337-0.00013859i,0.00033761+0.00031172i,-0.00022149+0.00033295i
0.00036486+0.0004441i,-0.00025444-0.0004817i,-0.00057405-0.0011061i,0.00048406-0.0017739i,0.00089593-0.001627i,-7.1685e-05-0.0016961i,-0.00047511-0.0024664i,-0.00018812-0.0018106i,4.0861e-05-0.0011554i,0.00024078-0.00020133i,0.00019739-0.00010871i,-0.00025006+0.00029666i,-0.00058838+0.00058548i,-0.00051143-8.1738e-05i,-0.00035805+0.0003899i,-4.5706e-05+0.0011876i,-0.0006989+0.00066184i,-0.0012555+0.00015445i,-0.00049345+0.00028891i,-4.9925e-05+0.00017826i,-0.00022355-0.00012007i,-0.00082929-0.00017097i,-0.00081961-0.00026529i
0.00050942+0.0019196i,0.00060714+0.0023748i,0.00080845+0.0017912i,0.00052249+0.0004036i,0.00065099-0.00048507i,0.0016375-0.00077023i,0.001325-0.00097712i,7.3858e-05+0.00018585i,-0.00093702+0.00039887i,-0.00088538-0.0012258i,-0.00037334-0.00090443i,-0.0001728-0.00062777i,-0.00051861-0.0013121i,-0.00025103-0.0010299i,2.9195e-05-0.00064965i,-0.00029406-0.0004187i,-0.000121+5.044e-05i,0.00018597+0.00081412i,-0.00058024+0.00080921i,-0.00060242-6.4762e-06i,-2.8832e-05+0.00021736i,0.0001215+0.0004605i,-0.00016248+0.00029177i
0.0010459-0.0020069i,0.0016882-0.0024356i,0.00065714-0.0023427i,-0.00034212-0.0012086i,-0.00039036-4.7439e-05i,0.00056486+0.00020505i,0.0012737-0.00052633i,0.00082616-0.0013204i,-3.9006e-05-0.00082547i,-0.0004999-0.00012804i,-0.00077469-0.00010805i,-0.00058906+0.00036527i,0.00010235+0.0004845i,0.00034883+0.00019148i,-4.0029e-05+0.00040393i,0.00015028+0.00047359i,0.00060633-1.0558e-05i,0.00046346-0.00061576i,0.00052576-0.00071994i,0.00033319-0.00068372i,0.00012092+5.3916e-05i,-0.00012077+0.00081297i,0.00030561+0.00044456i
-0.00024111+0.0016993i,-0.00047944+0.0020015i,-0.00031186+0.0010603i,0.00034786-0.0010332i,0.0015359-0.0017067i,0.0017506-0.001289i,0.0011098-0.0010333i,6.976e-05-0.00058565i,-0.00052961-0.00012268i,-0.001405-0.00027063i,-0.0014014-0.00077422i,-0.00095462-0.00071113i,-0.00032112-0.00020052i,-0.00067574+0.00016268i,-0.0014702+0.0004745i,-0.00089483+0.00049247i,6.7518e-05+0.00031097i,0.00036273+0.00051236i,7.7047e-05+0.00073924i,0.00025888+0.00016716i,-3.4908e-06-2.1476e-05i,0.0003032+0.00037291i,0.0009881+0.0010371i
-0.00077564+0.0017423i,-0.0013081+0.00035705i,-0.00018013-0.00077427i,0.00052693-0.00076612i,0.00013991-0.00091885i,7.074e-05-0.0014067i,0.00042597-0.0019268i,0.00035022-0.0018994i,-0.00033298-0.00080607i,-3.0946e-05-1.0199e-05i,-0.00026848-0.00031191i,-0.00092105-0.00048561i,-0.00064127-0.00032221i,-0.00032365-0.00027932i,-0.00047739-3.9853e-05i,-0.0013281+0.00027058i,-0.00089438+0.0002856i,0.00053925-0.00012679i,0.00037562-3.2888e-05i,0.00012602+0.00023246i,-8.1545e-05+0.0010785i,-0.00019765+0.00092663i,-0.00058977+0.00031343i
0.0018976+0.0017158i,0.0016341+0.0017093i,0.0016558+0.0013517i,0.001484+0.00015433i,0.0012493-0.00011182i,0.00078421-0.00077708i,0.00019758-0.0017587i,0.00035175-0.0013975i,0.00025302-0.00011548i,-0.0005205+0.00072738i,-0.00079699+0.00051173i,-0.00068268+0.00050916i,-0.00077729+0.0006851i,-0.00053291+0.00051691i,-2.0262e-05-0.00025238i,0.00031591-0.00098317i,0.00029662-0.00064958i,0.00021016-0.00037419i,0.00056075-0.00034799i,0.00066025+9.5409e-05i,9.719e-05+0.0010274i,-0.00036997+0.00091267i,-0.00025918+0.00017811i
0.00053324-0.00063682i,3.6447e-05-0.00066092i,-0.000151-0.00066436i,5.7364e-05-0.00046536i,0.00085809-0.0012167i,0.0021626-0.0016045i,0.001541-0.00081443i,3.8085e-05-7.3381e-05i,-0.00051145-2.1204e-05i,-3.3332e-05+0.00071971i,0.00036594+0.00093646i,0.00048591+0.0007195i,0.00060848+0.00080543i,0.00077801+0.0010653i,0.00070445+0.0011187i,0.00066908-3.7515e-06i,0.0010523-0.00028737i,0.00045693+0.00038853i,-0.00046943+0.00077921i,-0.00061244+0.00032902i,-0.00098666-0.00036006i,-0.0012849-1.8623e-05i,-0.00055056-0.00016218i
