-0.00011639+0.0015286i,0.00019826-0.00023225i,-0.00070819-0.0020217i,-0.0017411-0.0011478i,-0.0025789+0.00033927i,-0.0026232+0.0013866i,-0.0014973+0.0018653i,-0.00080706+0.0012676i,0.00028089+0.00063854i,0.00042429+0.00072012i,2.0292e-05+0.00048972i,0.0001841+8.8933e-05i,2.6103e-05+0.00042002i,-0.00078741+0.00072034i,-0.0012865+0.00068837i,-0.0005637+0.00042318i,0.000105-5.194e-05i,0.00036879-0.00048875i,0.00070424-0.00057276i,0.00058103-0.00067453i,0.00056204-0.00065716i,0.00074754-1.6329e-05i,0.00047226+0.00060644i
0.00021476+0.0017527i,0.0020389+0.0026101i,0.002725+0.0019151i,0.0015359+0.0011331i,4.5374e-05+0.00072201i,-0.00047926+7.0253e-06i,-0.00090418-0.00028325i,-0.0011199-0.00025446i,-0.00091084+0.0002384i,-0.00045565+0.00021356i,-0.0002738+0.00012067i,0.00036408+0.00012317i,0.00010879-0.00017403i,-0.00065747-0.00033675i,-0.00044536-1.3288e-05i,-2.7483e-05+0.00042746i,8.3649e-06+0.00044676i,-0.0003366+0.0004086i,1.3239e-05+0.00041096i,0.00039385+0.00076984i,-0.00062739+0.00037125i,-0.00097622-0.00049217i,-0.0003385-0.00027489i
-0.00019057-0.00066437i,-0.00054366-0.00054717i,-0.0012911-0.00040427i,-0.0015666-3.4532e-05i,-0.00044064-0.00066913i,0.00071648-0.00041606i,0.00024931+4.7569e-05i,-0.00057795-0.00052603i,-0.00042925-0.00086056i,0.00010592-0.00013885i,-0.0001558-0.00032016i,-0.00053533-0.00035613i,-0.00024384-0.00012295i,-0.00025192-0.00035098i,-0.000232+0.00030658i,0.00074883+0.0005141i,0.0010671+0.00040706i,0.00097853-0.00012433i,0.00064686-0.00042019i,6.4291e-05+7.8639e-05i,4.6388e-05+0.00049222i,3.3755e-05+0.00034846i,0.00029964+9.3437e-05i
-0.00058982-0.00088595i,-0.00069559-0.00099049i,-0.0015297-0.0010678i,-0.001684-0.00028818i,-0.00080923+0.00095023i,0.00034582+0.00060684i,-0.00028117-0.00047244i,-0.00027625-0.00032999i,-0.00019133+0.00098967i,-0.00045085+0.0015655i,5.2393e-06+0.00096917i,7.0645e-05+0.0004034i,-8.8149e-05+7.2069e-05i,0.0004754-0.00039794i,0.0017207-0.00024101i,0.0012057+2.2044e-05i,-0.00016954-0.00042649i,-0.00038536-0.00042704i,-0.00035028+0.00021103i,-0.00022342+0.00068259i,-0.00023108+0.00056489i,0.00012952+0.00061626i,0.00022468+0.00065642i
-0.00010454+0.00045576i,0.00025106-0.00044906i,0.00038408-0.00082435i,-0.00018454-0.0011564i,0.00048717-0.00075904i,0.00046438-0.00089626i,-0.00043858-0.00086385i,-0.00097742-0.00028015i,-0.00067347-0.00021674i,6.1347e-05-0.00049314i,0.00034238-0.00063408i,-3.7869e-05-0.00027207i,0.00039095+9.4755e-05i,0.00064731-0.00030084i,0.00013958-0.00040218i,-0.00047238-0.00037912i,-0.00083301-0.00030416i,-0.00049166+0.00054331i,-0.00036279+0.00049754i,-4.0278e-05-0.00039522i,0.00050932-0.0011332i,0.00058962-0.00076632i,-0.00017841+0.00037322i
-0.0014678+0.0017035i,-0.0013043+0.0013371i,-0.0010708+0.00040521i,-0.00064985+0.0002326i,-0.00011282-0.00010032i,0.00039811-1.5095e-05i,0.00054256-0.00025903i,0.00036195-0.00040363i,-0.00018682+0.00025476i,-0.0001064+0.00044302i,0.00017864+0.00037856i,-0.00027781+0.0004896i,-0.00019024+0.00061058i,4.5944e-06+0.00082809i,-0.00051027+0.00032672i,-0.0006499-0.00014291i,-0.00063532-0.00045265i,-0.00043718-0.00032094i,0.00012293-6.1987e-05i,0.00021388-2.9654e-05i,-0.00029629+2.4189e-05i,-0.00030028+0.00034021i,0.00046559+0.0008245i
-0.00099525+0.0012336i,-0.0015422+0.00093175i,-0.0014223+0.001547i,-0.0006597+0.0018664i,-0.00073036+0.00033028i,-0.00048436-0.0008314i,-0.00067552-0.00026094i,-0.00095064+0.00044799i,0.00025745-7.7324e-05i,0.0015533-0.00048978i,0.0015168-2.2093e-05i,0.00053489-0.00043341i,-7.4736e-05-0.00066629i,-5.9747e-06-2.9986e-05i,0.00036093+0.00067558i,0.00062329+0.00082072i,0.00060568+0.00093816i,0.00038748+0.00060445i,0.0010285+8.4802e-05i,0.0013495+0.00041537i,0.00030413+0.00037655i,-0.00067035-0.00010738i,-0.0012248-0.0001042i
0.0020578-0.0014572i,0.00082147-0.00073974i,0.00049893-0.0017669i,-0.00065001-0.00213i,-0.0018386-0.0010087i,-0.00098075-8.8821e-05i,-0.00016995+0.00037303i,-0.00070909+0.00074285i,-0.00074035+0.00025652i,-0.00031475-0.00065108i,7.8024e-05-0.00049614i,0.00062117+0.00059475i,0.00076161+0.0011223i,0.00024928+0.0011412i,-0.00020102+0.00084713i,-0.00056238+0.00047781i,-0.00038408+0.00062611i,-9.6914e-05+0.00060225i,-0.00014227+2.3196e-06i,-0.00043286-0.00016383i,-0.00088233+0.00017174i,-0.00054644+0.00046089i,0.00045071-0.0002446i
-0.00073575+0.00067137i,-0.0012467+0.00041246i,-0.0020521-0.000928i,-0.0025785-0.0014502i,-0.0024988-0.00089521i,-0.0012527-0.00016798i,-0.00020806-0.0001259i,0.00019496-0.00025593i,-0.00055114-0.00048795i,-0.0015747-0.00049257i,-0.0014408-0.00071669i,-0.00055343-0.00045179i,-0.00056898-2.1517e-05i,-0.00047567+0.00028012i,0.00012183+0.00050908i,0.000249+0.0001879i,0.00027305-2.0763e-05i,0.0010171-0.00025022i,0.0013561-0.0002356i,0.0006212+0.00030457i,-5.6755e-05+0.00050307i,-0.00044697+0.0005918i,-0.0006121+0.00038933i
0.0010509-0.00058116i,0.00049437+8.6712e-05i,-0.00029146-0.00038648i,-0.00029116-0.00076064i,-0.0014321+0.00023987i,-0.0018493+0.0011621i,-0.001039+0.00073734i,-0.00051376+0.00025353i,-0.00011441+7.9315e-05i,3.4441e-06-0.00042i,-0.00033983-0.00029564i,-0.00028686-0.00024228i,-0.00040801-0.00011188i,-0.00032548+0.00010829i,0.00060118-0.00068208i,0.00045804-0.00077436i,0.0003668-0.00046514i,0.000721+5.4581e-05i,0.00027537+0.00033916i,-0.00062828+0.00021934i,-0.00088472+0.00031714i,-0.00011888+0.00032326i,0.00058372+0.00054005i
-0.0023539+0.001638i,-0.0022394+0.0019765i,-0.0021596+0.0023898i,-0.00038908+0.0015893i,0.000894+0.00083216i,0.00062194-0.00018504i,7.9149e-05-0.001104i,-0.00039379-0.00070854i,-5.689e-05+0.00031303i,0.00087723+0.00074187i,0.00089016+0.00092441i,0.00074517+0.00096423i,0.00072767+0.00051116i,-6.9567e-06-0.00019805i,-0.00052511-0.00086614i,-0.00048793-0.00054382i,-0.00074837+0.0002151i,-0.00028639+0.00034184i,0.00015462+0.00032194i,-0.00013748+0.00040871i,-0.00010802+0.00011913i,8.7792e-05-0.00013234i,0.00010079-6.0312e-05i
-0.0013876+0.00094223i,-0.0014962+0.00087175i,-0.00051619+0.00039062i,-2.8259e-05+9.9423e-05i,0.00067943-0.00029669i,0.0009088-0.00098328i,0.00039084-0.00083279i,-0.00038186+0.00030701i,0.00013216+0.00098662i,0.00095182+0.00092578i,0.00053517-0.00015904i,-0.00020336-0.000364i,3.7944e-06+0.0001991i,0.00074453+0.00017793i,0.00050501+0.00017231i,-0.00023848-6.0012e-05i,2.3146e-05-0.00042543i,7.7361e-05-0.00034367i,0.0001277+2.734e-05i,9.4257e-05+0.0004576i,-0.00050314+0.00061642i,-0.00054726+0.00057532i,-0.00027192+0.00052725i
0.0026987+0.00091313i,0.0012989+0.0011756i,-0.00064327+4.8979e-05i,-0.0015385-0.00050454i,-0.00082351-6.2603e-05i,0.00033765+0.00073772i,-0.00012169+0.00018i,-0.0010052-0.0001189i,-0.0010994+5.6331e-05i,-0.00040123-0.00017919i,0.0011143-0.00040481i,0.0012549-0.00049683i,-0.00031507-0.00026282i,-0.00065668-0.00030767i,-7.8642e-05-0.00083169i,-0.00034629-0.001677i,-0.00093563-0.0010177i,-0.0005539+0.00044826i,-0.00031994+0.00051933i,-0.00078369+3.1541e-05i,-0.00053497-0.00026451i,0.00019641-0.00016814i,0.00061673-0.00039496i
-0.00065458+0.00023584i,-0.00092652-0.00019997i,-0.00071076-0.00061477i,-0.0016922-0.0012669i,-0.0019736-0.0006245i,-0.00062999+0.00016466i,-0.00038922+0.0002436i,-0.00030601-0.0001027i,3.1768e-05-0.00024577i,-0.00011129+9.6385e-05i,7.0342e-05-0.000186i,0.00031415-0.00053479i,-0.00051538-0.00038857i,-0.00098114-0.00035329i,-0.00043115-0.00034829i,-8.2017e-05-0.00054715i,-0.00013074-0.00054748i,-0.00053195-0.00029568i,-0.00036803-3.1554e-05i,-0.00034304-0.00045747i,-0.0011236-0.00024379i,-0.0006451-3.1029e-05i,-0.00040151-0.00027937i
-0.0016365-0.00066013i,-0.00028844+0.0010094i,0.00035571+0.0012833i,-0.000934+0.0010496i,-0.0016386+0.00082773i,-0.00069356+0.00039705i,-0.00076706-8.1118e-05i,-0.0010801-0.00049771i,-0.00044349-0.00025749i,-0.00018834+0.00029433i,-0.00010414+0.0006078i,0.00053974+0.00020406i,0.00070387-0.00020897i,0.00069224-0.00010636i,0.00088672-0.00040593i,0.00014904-0.00029843i,-0.00045307+0.00038466i,-0.00022694+0.00025537i,0.0005309-0.00048338i,0.00055087-0.00015921i,-7.1122e-05-0.00035501i,-0.00016659-0.00066496i,-0.00010053-0.00010845i
-0.0025839-0.00042177i,-0.0031195-0.00059578i,-0.0027809-0.0006375i,-0.0022931+0.00088752i,-0.0010332+0.0020275i,0.00058603+0.0014251i,0.00022623+0.00023768i,-2.5041e-05-8.2149e-05i,0.00053958+0.00059996i,0.001021+0.00099761i,0.00031043+0.00075312i,-0.00023565+0.00036261i,-5.0031e-05-0.00030545i,-0.0001205-0.00067418i,6.9515e-05-0.00057562i,7.5735e-06-0.0012969i,-0.000327-0.0014255i,-0.00013096-0.00081549i,0.0005959-0.00061378i,0.00083006-0.00056882i,0.00027896-8.8052e-05i,-0.00037722-0.00010283i,-0.00060793-7.2604e-05i
-0.002403-0.0001522i,-0.0016781-2.3951e-05i,-0.0021253+0.00059382i,-0.0024123+0.00102i,-0.00082992+0.00070528i,0.00040151-0.00052884i,-0.00013456-0.0013404i,-0.00070406-0.00052516i,-0.00070174+0.00045748i,-0.0001587+0.00045072i,-5.9392e-05+0.0005895i,-0.00028866+0.00084626i,-0.0004062+0.00035011i,0.00018423-2.6096e-05i,0.00027554+0.00010923i,-0.00028321+0.00024379i,-0.0003739+0.00030078i,0.00045062+0.00021951i,0.00070639-0.00039265i,0.00037689-0.00039895i,0.00026866-0.00042088i,-9.466e-05-0.00060726i,-0.00038907-0.00086365i
0.00032435+0.0018191i,0.00071601+0.0012716i,0.0017515+0.0012193i,0.0014847+0.00037061i,-7.8391e-05-0.00046385i,-5.7985e-05-0.00030861i,-2.7015e-05-8.499e-05i,-0.00092794+7.3523e-05i,-0.0009748+0.00016796i,-0.00016748+0.00032084i,0.00031063+6.9532e-05i,0.0001486-0.0002089i,7.5506e-05-1.1623e-05i,-1.4922e-05-0.00025305i,-0.00059838-0.00022108i,-0.0011164-8.4521e-05i,-0.00055773-4.6177e-06i,-7.9414e-05+0.0009654i,-0.0013601+0.0010975i,-0.0016265+0.00077846i,-0.00053342+0.0012115i,-0.0001776+0.00064249i,6.7184e-05-6.9095e-05i
0.00044785-0.00069156i,-3.7103e-05-0.0005425i,-0.0008713-0.00075244i,-0.0012123-0.00058434i,-0.001072-6.619e-05i,-0.0003897+0.0004444i,4.8667e-05+0.00022495i,-6.6737e-05-9.9224e-05i,0.00019065+5.1372e-05i,-6.1312e-05+0.00010856i,-0.00029395-0.00010429i,5.1166e-05-0.00025739i,0.00026414-0.00047357i,0.00049216+2.2667e-05i,0.0005712+0.0012065i,0.00012265+0.0016309i,-0.00040138+0.00041954i,-0.00082435-0.00033026i,-0.00096859-0.00011956i,-0.0004977-0.00029079i,0.00050269-0.00041804i,0.00033263-0.00021689i,-0.00048773+0.00056534i
0.00030631+0.00043387i,0.00023849+0.00064914i,-0.0007094+0.0010636i,-0.0018518+0.0009665i,-0.0013586+0.00063197i,-0.00019574+0.00047078i,-5.8484e-06+0.00019921i,-0.00052835+0.00035386i,-0.00086064+0.00090084i,-0.00080594+0.00047499i,-9.1864e-05-0.00010722i,0.0001848+0.00050532i,-0.00014303+0.00058956i,-0.00056252-0.00011428i,-0.00058616-0.00028993i,-0.00056363-0.00012035i,-0.00070009-0.00024178i,-0.00023822-0.00034684i,0.0001342-0.00028729i,-9.1619e-05-0.00048104i,-0.00014545-0.0007121i,0.00022481+0.00013796i,0.00050624+0.00068957i
-0.00041184-0.0010751i,-0.00010308-0.0022166i,-0.00086328-0.0020041i,-0.0014632-0.0007014i,-0.0013824+0.00072163i,-0.00019408+0.00045111i,0.00037625+2.6559e-05i,-3.4222e-05+0.001237i,9.7973e-05+0.001454i,0.0002122+0.00056698i,-8.8365e-05+0.00015431i,-0.00090809+0.0002477i,-0.00072086+0.00039127i,-0.00038782+0.00020064i,-0.00051298+0.0002241i,-0.00045935+0.00015223i,-0.00080435+0.00010956i,-0.0008172-6.241e-05i,-0.00051955-0.00042399i,-0.00040719-0.00013323i,-0.00019742-0.00014898i,0.00048287-0.00025739i,0.00097469-0.00041006i
-3.5019e-05+0.0008721i,0.00050132+0.00048901i,0.00052845-1.3208e-05i,-7.8014e-05+0.00036482i,-9.704e-05+0.00051742i,0.00043054+0.00010019i,0.00049581-0.00017306i,-0.00066063+0.00033429i,-0.0010055+0.0010089i,-5.1475e-05+0.0012086i,0.00069124+0.00070226i,0.0008907+0.00061503i,0.0012007+0.0012516i,0.0007639+0.001414i,3.4524e-05+0.00038218i,-3.2228e-07-0.00023456i,7.3396e-05+8.5611e-05i,0.00020693+7.511e-06i,0.00050574-0.00036935i,0.00023586-0.00053738i,0.00045496-0.00068799i,0.00024179-0.00016085i,-0.00014734+0.00021326i
-0.00094924+0.0014775i,-0.00087553+0.0012135i,-0.00034891+0.00066732i,-0.0013683-0.0008005i,-0.0020516-0.00099419i,-0.0014551-0.00027419i,-0.00090949-0.0011151i,-0.00054467-0.00060826i,0.00037206+0.00067119i,0.00037718+0.00053025i,-0.00041901+0.0001636i,-0.00066819-0.00017688i,-0.00061911+8.4449e-05i,-0.00043317+0.00045198i,-0.00041436+0.00013239i,-0.00039426+8.8662e-05i,0.00011117-0.00021466i,0.00071817-0.00017583i,0.0011932+6.1545e-05i,0.0010477+0.00010837i,0.00024614+0.0005885i,-0.00021608+0.00073109i,8.4121e-05+0.00038166i
-0.0014296+0.0013809i,-0.0012824+0.00090444i,-0.00071588+0.00026596i,-0.00064666-9.089e-05i,-0.00072667+1.8025e-05i,-0.00092712+0.00064643i,-0.0010649+2.8732e-05i,-0.00067955-0.00013767i,-4.2939e-05+0.0003417i,0.00035086+6.8644e-05i,0.00059193-7.9796e-05i,0.00072554+0.0005393i,0.00021825+0.00068303i,-0.00012854+0.00012649i,4.1859e-05-0.00029475i,0.00051705-0.00025874i,0.00068556-7.978e-05i,0.00040202-0.00010729i,0.00027719-0.00010288i,-0.00018903+0.00031115i,-0.0011404+0.00066715i,-0.00071099+0.00043116i,0.000382-0.000155i
0.0024104+0.00068021i,0.0009429+0.0010021i,-0.0001929-0.00049707i,-0.0009855-0.00060133i,-0.0018673+0.00081354i,-0.00091202+0.00084563i,0.00026253-0.0001084i,-0.000116+0.00010265i,-0.00096863+0.00066141i,-0.00064027+0.0011839i,-0.00023725+0.0012192i,-0.0003281+0.00045782i,-0.00018386+0.00013115i,-0.00032113-0.00072785i,-8.9914e-05-0.00045979i,-7.9453e-05+0.00089991i,0.00035286+0.0013206i,0.00072143+0.0010015i,0.0001071-0.00020685i,1.6046e-05-0.00031595i,-0.00022496-0.00035316i,-0.00076634-0.00030098i,-0.00018849+3.1437e-05i
0.0002988+0.0012753i,-0.00024431+0.001942i,-0.00042103+0.0019331i,8.9378e-05+0.00096418i,0.00020429+7.0184e-05i,-0.00016476-0.00021808i,-0.00063175-0.00055019i,-0.00029775+9.6266e-05i,0.00045789+0.0018989i,0.00030567+0.0023279i,2.1867e-05+0.0015396i,-0.00052385+0.0010614i,-0.000389+0.0014527i,1.2365e-05+0.00095456i,-0.00015728-0.00073748i,-0.00064711-0.0013968i,-0.00052012-0.00093245i,0.00016139-0.00058135i,-0.00014853+1.5519e-05i,-0.00060608-0.00018729i,-0.00046677-0.00084308i,1.3917e-05-2.9926e-05i,0.0004305+0.00063198i
-0.00084242+0.0033069i,-0.0009241+0.0031374i,-0.00023399+0.0019127i,0.00053515+0.00059682i,0.00071387-0.00068196i,-0.00050417-0.0019521i,-0.0011584-0.0016937i,-0.0010973-0.00062656i,-0.0005778+8.0803e-05i,0.000188+1.3807e-05i,0.00023974-0.00058055i,0.00029485-0.00078641i,0.0001188-0.00015861i,-3.7742e-05+0.00024717i,-0.00029711+6.3984e-05i,-0.00034182-0.00037243i,0.00031386-0.00071189i,6.3088e-05-0.00029085i,-2.2612e-05+0.00020995i,8.7273e-05+0.00065458i,0.00031786+0.00052406i,2.4984e-05-0.00025425i,-0.00091128-0.00022962i
0.00037782+0.00056935i,9.3478e-05+0.00041005i,-0.00037801+0.0003197i,-0.00082079-0.00018213i,-0.00093595-0.00093461i,-0.00097856-0.0013131i,-0.0014787-0.00086316i,-0.0014869-0.00025298i,-0.0011554+0.00067928i,-0.0003405+0.00092308i,0.0008041+0.00011721i,0.00083605-0.000717i,-0.00023115-0.00046449i,-0.00065193+0.00024153i,-0.00012112+0.00059466i,-1.1049e-06+0.00053571i,-7.0103e-05-0.00016978i,-0.00033817+0.0004087i,-0.00046649+0.0010234i,-8.7863e-05+0.0012623i,0.00017609+0.00070638i,-0.0006049+0.00032177i,-0.0010068+0.00075426i
-0.00052502+0.0016866i,-0.0014481+0.0019878i,-0.00092464+0.0020681i,7.3752e-05+0.0013258i,0.00067243+0.0011663i,0.0011158+0.00030759i,-4.2711e-06-0.00026488i,-0.00052342-0.00019853i,-0.00012517-1.088e-05i,0.00074713+0.00030996i,0.0015998+0.00041596i,0.0010403+8.7885e-05i,-5.6323e-06-0.00054297i,-6.1859e-05-0.00012846i,7.5551e-05+0.00062721i,0.00048082+0.00085241i,0.00081824+0.00098967i,0.00027715+0.00093963i,-0.00022013+0.00033397i,2.3563e-07+0.00037353i,0.00018884+0.0007549i,5.3421e-05+9.4493e-05i,0.0003857+1.8114e-05i
0.0007316+0.00019284i,7.1873e-05+3.9766e-05i,-0.00094407-8.8687e-06i,-0.0020854-0.0003295i,-0.002379+0.00013612i,-0.0014231+0.00060877i,-0.0004699-0.00048976i,-2.1965e-05-0.0008117i,-0.00027893+8.444e-05i,-0.00032977+3.7093e-05i,-0.00034689+0.00018878i,-0.00013147+0.00067477i,0.00029485+0.00043489i,-0.00040264-8.2587e-05i,-0.00079339-3.2839e-05i,-0.00067874-9.0071e-05i,-0.00047172-5.8564e-05i,-0.00061342-0.00021159i,-0.00053318-0.00099801i,-0.00019181-0.0012594i,-8.2412e-05-0.00030333i,-6.5882e-05+0.00044705i,-0.00031227+0.00027812i
-0.0016025+0.0018267i,-0.0014058+0.0013658i,-0.0021365+0.001261i,-0.0014005+0.0011816i,-0.00024688+0.00092693i,-5.5157e-05+0.00064305i,-6.9196e-05+0.00019251i,-0.00059644+0.00038198i,-0.00073114+0.00040328i,-0.00052819-0.00018405i,7.0063e-05-5.2851e-05i,0.00060632-0.0002775i,0.0004949-0.00057788i,-4.8233e-06-8.4803e-05i,0.0001149+0.00028521i,-1.0844e-05+0.00017405i,-0.00035217+0.00025047i,-1.6925e-05-8.6846e-05i,-4.21e-06+0.00011397i,-0.00026915+0.001183i,-0.00028176+0.00039218i,-0.00012913-0.00027819i,0.00014363+0.00027445i
-0.00063184+0.0034834i,0.0006244+0.0041164i,0.0022682+0.0033472i,0.0020187+0.0012309i,0.0011115-0.00027344i,0.001088-0.00092687i,0.00036663-0.00095367i,-0.0011707-0.00022164i,-0.00099327+0.00096565i,-0.00012163+0.00074947i,-0.0002233+0.00046692i,-0.00058794-0.00033743i,-0.00080133-0.00094711i,-0.00055561-0.00025735i,-0.00063631+0.00023353i,-0.00033183+0.00034986i,0.00078908+0.00053217i,0.00090571+0.00059761i,0.00032033+0.00082239i,0.0003721+0.0010444i,0.00059551+0.00025145i,3.446e-05-0.00012585i,4.7401e-05+0.00023415i
-0.0017077-0.0010468i,-0.0017664-0.0010075i,-0.0024404-0.00050339i,-0.0017839-3.8409e-05i,-0.00041151+0.0008284i,0.00026087+0.00067798i,0.00019713-0.00019284i,-0.00078675+9.2776e-05i,-0.0013394+0.00036254i,-0.00079041-9.2791e-05i,-0.00018503-0.00025382i,0.0004088-0.00024687i,0.0011131+2.4301e-05i,0.0013073-0.00018168i,0.00083979-0.00064489i,0.001273-0.0011158i,0.0016158-0.00050316i,0.00062182+0.00041444i,3.6326e-05+0.00018682i,-1.3375e-05+0.00011563i,3.7576e-05-7.2555e-06i,0.00024971+0.00025904i,0.000104+0.00084118i
0.003261+0.0014008i,0.0039172+0.0021013i,0.0028901+0.00063017i,0.0010862-0.00099606i,-0.00033001-0.00089625i,-0.00077926-0.00061216i,-0.0011825-0.00023942i,-0.0010309-0.00014178i,-0.00078046+0.00014339i,-0.00076578+0.00024507i,-3.4848e-05+0.00045347i,-0.00025414+0.00029688i,-0.0010711+0.00013462i,-0.00067025+0.00024549i,-2.2129e-05-0.00040854i,-0.00019652-0.00065732i,-0.00056731-0.00081213i,-0.00024966-0.00077527i,-0.0003664+0.00013372i,-0.00068939+0.00036623i,-0.00061313-0.00018573i,0.00017104-1.6466e-05i,0.00092349+0.00023684i
0.00051126+0.00016395i,0.0013214-0.00022163i,0.0010416-0.0009689i,-0.00098177-0.001815i,-0.0028152-0.0018636i,-0.002283-0.00073489i,-0.00085298+0.00013222i,-0.00096296+0.00040805i,-0.0011843+0.00075716i,-0.00055268+0.00013273i,-0.00022095-0.00031017i,0.0002354+6.8549e-05i,0.00031022+0.00053144i,0.00021666+0.00095584i,4.7968e-05+0.0011099i,-0.00028666+0.00073082i,-0.00022908-1.0321e-05i,1.2635e-05-0.0003748i,4.821e-05+8.9922e-05i,8.7485e-05+0.0002048i,7.254e-05+0.00052518i,0.00018171+0.00082792i,-7.9496e-05+0.00027948i
0.00015525-0.0013601i,-0.00076898-0.001558i,-0.0010353-0.0012153i,-0.00071843-0.00032228i,-0.00078518+9.8384e-05i,7.2875e-05-0.00020034i,0.00083554+3.4344e-06i,0.00025006+6.2097e-05i,-0.00050844-0.00021691i,-0.00057206-0.00061562i,1.0035e-05+0.00026402i,-0.00028787+0.00072029i,-0.00027361-0.0003273i,0.00021898-0.00078605i,0.00015435+7.001e-05i,-6.6439e-05+0.00089974i,-0.00011509+0.00056019i,-0.00024639-5.6555e-05i,3.637e-05-0.00053843i,0.00055453-0.00070299i,0.0001222-0.00033889i,7.1209e-05+6.1833e-05i,0.00039385+0.00045117i
0.0010555+0.001619i,0.0015601+0.0014687i,0.0009497+0.00053635i,0.00065175+0.00012101i,-0.00015596-0.00048859i,-0.00089974-0.00054448i,-0.00018739+0.00037468i,9.2195e-05+0.00040382i,-0.00021416+0.00024808i,0.00011302+0.00039774i,-9.6833e-05+0.00061945i,-0.00027632+0.0012317i,-0.00029412+0.0010375i,-0.00080449+0.0010566i,-0.0011891+0.00080978i,-0.00073688+0.00034713i,-2.7167e-05+0.00020031i,-0.00034469+0.00036141i,-0.00021181+0.0010093i,-9.7147e-05+0.00091375i,-0.00042462+0.00017444i,7.9597e-05-0.00028473i,0.00055685-0.00015851i
-5.7815e-05+0.00035181i,-0.00059657-0.00076277i,-0.0006679-0.0010461i,-0.00083135-0.0011902i,-0.00064094-0.0017423i,-0.00043419-0.0015213i,-8.7652e-05-0.0011132i,-0.00033238-0.00070539i,-0.00089158+0.00033327i,-0.00056721+0.00039477i,0.00029309-0.00018763i,0.0002194-5.2519e-05i,-0.00014094+9.9895e-05i,-0.00015943+7.6654e-05i,-6.4479e-05+6.7145e-05i,0.0004484+4.4046e-05i,0.0011567+1.7994e-05i,0.001223+0.00037333i,0.00045536+0.00058069i,0.00042322+0.00062556i,0.00026638+0.00081698i,-0.00028267+0.00032745i,-0.00048409-0.0010889i
0.00060077+0.0011769i,0.00032156+0.00096051i,0.0013161-0.00039237i,0.00074576-0.00085926i,-9.6349e-05-0.00018933i,-0.00084974+1.3319e-06i,-0.001813+0.00062175i,-0.0025158+0.0011928i,-0.0019639+0.00021036i,-0.0012185-0.00082488i,-0.00069531-0.00059211i,-0.00029221-0.00043666i,1.8473e-05-0.0013585i,0.00045992-0.0018047i,0.00032939-0.00086354i,0.00047656-0.0003548i,0.00053983-0.00034216i,-7.6348e-06-0.0001939i,-3.8431e-05-0.00017289i,0.00039147-0.00076568i,0.00061335-0.00022343i,0.00024393+0.0011702i,-0.0001216+0.0012471i
0.0032959-0.00044363i,0.0034141+0.00051936i,0.0013552-0.0004561i,-0.00091211-0.0010679i,-0.0014369-0.00059892i,-0.0013475-0.00018866i,-0.00050031-0.00044259i,-6.0462e-05-3.5212e-05i,1.1307e-05+0.00084262i,0.00010774+0.00097721i,-0.0004785-0.00021811i,-0.00080942+3.6677e-05i,-0.00018128+0.0012748i,-0.00057868+0.0016679i,-0.00041503+0.0013738i,0.00031474+0.00042949i,-0.00036692-0.00030907i,-0.00089951-0.00036175i,-0.00042537-0.00012767i,0.00017345+0.00024592i,-0.00055865+5.2494e-05i,-0.00068645-0.00046584i,0.00034375-0.00054258i
0.00041446-0.0016812i,-0.0012853-0.0018443i,-0.0024375-0.0014969i,-0.0034731-0.0011985i,-0.0032334+0.00055253i,-0.0016323+0.0018095i,-0.00062649+0.0012638i,-0.00011063+0.00011858i,-0.00020092+0.00022493i,-0.00016604+0.00058965i,-0.00071599+0.00079206i,-0.00089645+0.00071461i,-0.00018769+0.00083619i,0.00058868+0.00094621i,0.00090898-0.00012999i,0.00060759-0.00024908i,0.00017053+1.6552e-05i,-0.00040434-0.00018304i,-0.00050094-0.00047431i,1.346e-05-0.00079946i,0.00043635-0.0008764i,0.00055762-0.0012251i,0.00053559-0.0013677i
0.00010216+0.0019172i,0.00064965+0.0014709i,0.0014388+0.001363i,0.0014162+0.0005553i,0.00092268-0.0013302i,0.00088091-0.0017601i,0.00074104-0.0018111i,5.007e-05-0.0010975i,-0.00011217+8.6458e-05i,0.00084384+0.00014264i,0.00065175-7.8193e-05i,9.7533e-05+9.4377e-05i,-0.00067189+0.00026588i,-0.0012009+0.00059013i,-0.00023515+0.00054792i,0.00012081-6.4152e-05i,-0.00040854-0.00056165i,-0.00069903-0.00016922i,-0.00054132+0.0003266i,-1.8641e-05+0.00023361i,-1.9689e-05-0.00044957i,-0.00038253-0.00035094i,-0.0004325+0.00060505i
0.00087994+5.8556e-05i,0.00081354+0.00073757i,-0.00057025-0.00044474i,-0.0019077-0.001446i,-0.0022143-0.0014165i,-0.00095242-0.00016859i,-0.0002614+0.00066185i,-0.00097896-0.00021476i,-0.00092889-0.00053469i,-0.00068805+6.0333e-05i,-0.00066427+0.00034508i,-0.0010305+0.00071093i,-0.0013426+0.00045979i,-0.00072642+0.00046977i,-0.00032734+0.00089429i,-0.00083822+0.00095261i,-0.0014982+0.00023642i,-0.00095934-5.7719e-05i,-0.00033751+0.00029417i,-0.00024286+0.00037021i,-0.00014747-7.966e-05i,-1.3142e-05+0.00038978i,-9.5971e-05+0.00062196i
