-0.0013173-0.00028982i,-0.0023228+0.00070725i,-0.0034089+0.0014125i,-0.001982+0.00073762i,-0.0014581+0.00082404i,-0.0018414+0.0013656i,-0.00096021+0.0014263i,0.00041076+0.0013316i,0.0011284+0.0011836i,0.0011087+0.00021185i,0.0010639-0.00032466i,0.00070819-0.00042964i,0.00065621-0.0011602i,0.00050856-0.00098184i,0.00053676+0.00035685i,0.00031758+0.00050115i,-0.00030827-0.00052049i,0.00044327-0.0010331i,0.0008326-0.00031293i,2.948e-05+0.00035335i,-0.00034927+0.00068476i,-0.00060834+0.00017445i,-0.00032688-0.00020592i
-0.00026713+0.0007996i,-9.7029e-05+0.0017699i,-0.00022495+0.0020823i,0.00015633+0.00091061i,0.00033734-0.00023574i,0.00025012-0.00038272i,-7.8445e-05-2.119e-05i,-0.00085159-0.00041928i,-0.00087033-0.00011525i,-0.00032308+0.00058547i,-0.00044384-0.00056308i,-0.00086818-0.0012764i,-0.0010327-0.00074653i,-0.00099987-8.0074e-05i,-0.0012451+0.00029282i,-0.0011133-0.00010878i,-0.00049482-0.00025721i,-0.00084398-0.00010829i,-0.0011831+0.00012787i,-0.00042032-2.4253e-05i,0.00067382-0.00019728i,0.0016196+0.00010661i,0.0015697+0.00089895i
4.8033e-06+0.00047901i,0.00017703+0.00061414i,0.0011038+0.00094578i,0.0020744+0.0010324i,0.0014211+0.00039473i,0.00039107-4.4526e-05i,-0.00054482-0.00012775i,-0.0013844+4.873e-05i,-0.0018244+0.00031343i,-0.0011089-3.405e-05i,0.00018534-0.00049603i,0.00061659-0.00047268i,2.6518e-05-0.0016596i,-0.00099131-0.0021705i,-0.00048497-0.0011159i,0.00018372-4.598e-05i,9.4289e-05+0.0004729i,0.00055209+0.00031601i,0.00055088-7.1831e-05i,-3.3459e-05-0.00040166i,-0.0001659-0.00014548i,0.00011767-4.2958e-05i,-0.00024119+0.00032318i
0.00045525+0.00027039i,7.9996e-05+2.6516e-05i,0.00076902+0.00019858i,0.00061697+0.00064948i,0.00040277+0.0006566i,6.801e-05+0.00078619i,-0.00075225+0.0010642i,-0.00098807-9.8475e-05i,3.8745e-06-0.0012892i,0.00092106-0.0012322i,0.0008275-0.00051364i,6.8299e-05-0.00025108i,-0.00035112-0.00051136i,-0.00031608-0.00066469i,-0.00025443+8.1392e-05i,0.00054635+0.0012744i,0.00061509+0.001187i,-0.0003958-3.2126e-05i,-0.00028277-4.4632e-05i,-0.00035551+0.00028697i,-0.00057763-6.9119e-05i,-0.00043402+2.9529e-05i,-8.5267e-05+0.0004983i
-0.00074198-0.00037499i,-0.0007405+0.00061434i,-0.00074687+0.001668i,-0.00067325+0.00238i,-0.0010071+0.0016991i,-0.0002896+0.0014833i,0.00032656+0.0016419i,-0.00042168+0.00090891i,-0.00062574+0.00039509i,-0.00050753+3.0208e-05i,-0.00069666-8.3741e-05i,-0.00067469+0.0001467i,-0.00015151-0.00028013i,-0.00012229-0.00060304i,-0.00064804+0.00024788i,-0.00094619+0.00012179i,-0.00073835-0.00050028i,-6.4688e-05+5.7256e-05i,0.00035839+6.7637e-06i,0.00034187-0.00020178i,0.00052954-0.00011249i,0.00049773+5.2314e-05i,0.00010285-6.5244e-05i
-0.00052608-0.00028634i,-0.00084608+0.00021794i,-0.0012047+0.00068523i,-0.0014159-0.00055623i,-0.00073476-0.0005577i,0.00010433+0.00056611i,0.00017952+0.00095254i,-0.00020292+6.3088e-05i,-0.00010971-0.00081149i,0.00030414-0.00064623i,0.00046355-2.7215e-05i,-0.00015445+0.00069222i,-0.00022526+0.00093519i,-0.00026077+0.00050832i,0.00018798+0.0005074i,0.00061097+0.00044621i,-0.00055272+0.00045764i,-0.0010221+0.00017002i,-7.5218e-05-0.00045835i,0.0004722-0.0003927i,0.00062139+6.9336e-06i,5.5743e-06+0.00033418i,-0.0012511-0.00012591i
-0.00058549-0.0013129i,-0.00046746-0.00024262i,-0.0017473+0.00026098i,-0.0020541+0.00086532i,-0.0013468+0.00091856i,0.00023013+0.0015594i,0.0010264+0.00097509i,0.00073774-0.00065458i,0.00036724-0.00086477i,0.00053382-0.00026332i,0.00022386+0.00025434i,-0.00061374+0.00046489i,-0.00019147+0.00067676i,0.00096448+0.0010826i,0.0012748+0.0013882i,0.00086313+0.00063545i,0.00055793-0.0003029i,0.00050567-0.00090276i,0.00051951-0.0010394i,0.00024927-0.0007023i,-6.8456e-06-0.0011082i,-0.00021058-0.00032868i,-0.00055097+0.00065475i
-0.00015115-0.00065097i,-0.00064311-0.00017251i,-0.00024798+0.001872i,0.00021744+0.0016941i,0.00074495+0.00035183i,0.0010828+1.2878e-05i,0.00033692-0.00010951i,-0.00061996+0.00017278i,-0.00033469+0.00035992i,0.00027737-0.00010496i,0.00057751-0.00040918i,-0.00022503-0.00051129i,-0.00067943-8.5358e-05i,-0.0006924-5.6884e-05i,-0.0012011-0.00062524i,-0.00068871-0.00017343i,9.4925e-05+0.00023832i,0.00038756+3.3317e-05i,0.00066451-0.00017383i,0.00086739-0.00015988i,0.00088553+0.00040806i,0.00028673+0.00023734i,-0.00032367-0.00062132i
0.00053111+0.00076893i,-0.00036384+0.0013078i,0.0007847+0.0019823i,0.0011117+0.00074508i,0.0016109-0.00074991i,0.0012742-0.00020583i,0.00014621+0.00065547i,0.0003343+0.00081545i,0.0010112-0.00022188i,0.0011761-0.0016018i,0.0010907-0.0015648i,-0.00013228-0.0003304i,-0.00078699-0.00026672i,-0.00022235-0.00018862i,-8.7296e-05-6.1547e-05i,0.0002035+6.6356e-05i,0.00020463+0.00062362i,0.0001153+0.00022175i,7.771e-05+0.00046021i,-0.00012836+0.00077632i,2.7522e-05+0.00052788i,-6.4183e-05+0.00061594i,-0.00027817+0.00021347i
-0.0028757+0.00055628i,-0.0037192+0.00078904i,-0.0031206+0.0021471i,-0.0010886+0.0017631i,-0.0003792+0.0003918i,0.00025286-0.00034232i,0.0007552-0.00067239i,0.00025984-0.0011082i,9.3899e-05-0.00044502i,0.00041361+0.00044172i,0.00023684-0.00031964i,3.0744e-05-0.00062041i,0.00029829-0.0006943i,0.00074516-0.0014435i,0.00054278-0.0013628i,2.6778e-06-0.00031622i,-2.8557e-05-0.00015365i,-0.00044207-0.0012916i,-0.00041393-0.0008731i,0.00026041+0.00070966i,-0.0002394+0.00088113i,-0.00040226+4.5289e-05i,-0.00011767-0.00039782i
-0.00013036+0.002073i,0.00059805+0.0032443i,0.0014399+0.0021173i,0.00069901+0.0011193i,-0.00096728+0.00087353i,-0.00030539+0.00078558i,0.0005836-5.7035e-05i,0.00016543-0.00055278i,0.00011318-0.00052822i,0.00027964-0.00029104i,-2.4179e-05-0.00013202i,-9.2851e-05-0.00049661i,0.00016699-0.00012536i,-0.00061375+9.1722e-05i,-0.0012197-0.00026052i,-0.00092864-0.00041175i,-0.00018103-0.00048844i,0.00055359-0.00031134i,0.00043463+0.00029927i,4.2025e-05+0.00066197i,0.00058946+7.5961e-05i,0.00016401-3.3316e-05i,-0.00055155+0.00073889i
-0.0017112-0.00057215i,-0.0013596+0.00060675i,-0.00095035+0.0019067i,-0.00038543+0.00074105i,-0.0002303+0.00023582i,0.00013122+0.00028191i,0.00081652+0.00040497i,0.00057473+0.00080056i,9.7212e-05+0.00033608i,-0.00021336-0.00057463i,0.00031986-0.000999i,0.0010394-0.00017807i,-0.0002635+3.4121e-05i,-0.00041496-0.00038573i,0.00078829-0.00057851i,0.0010766-0.00041826i,0.00094957-0.00013491i,0.00020727+0.00017776i,5.5433e-05+0.00015396i,3.6403e-06-9.5816e-05i,-0.00071676-0.00046478i,-0.00067631-0.00019047i,2.9157e-05-0.00023085i
-0.0019759+0.0014141i,-0.0016279+0.0013905i,-0.0009324+0.002038i,-0.0013614+0.0010171i,-0.00064582-0.00057311i,-8.6368e-05-0.00060669i,-0.00089076-0.00013415i,-0.0014556-6.8032e-05i,-0.00091256+0.00023772i,0.00032874+0.0004226i,0.001145+0.00033956i,0.00035736+0.00010263i,-0.00019367-0.00045154i,-0.0002759-0.00087489i,-0.00072239-0.0010711i,-0.0013279-0.00079674i,-0.00068657+0.00026253i,0.00055465+0.00062717i,0.00087172+6.9167e-05i,0.00054974-0.00039778i,-4.4125e-05-0.00037858i,-0.00013271+0.00014682i,0.00022911+7.3825e-06i
0.0012185-0.00093161i,0.0010399-0.0010642i,0.0015804-0.0013088i,0.0018961-0.00047102i,0.00078406+0.00097829i,-0.00028114+0.0019005i,-4.8534e-05+0.0022219i,0.00012158+0.0011761i,0.00019323-7.6261e-05i,-0.00035456-0.00042955i,-0.00075761-0.00022416i,-0.00050957+0.00045639i,-0.00032624+0.00027831i,-0.00057727-1.7008e-05i,-0.0013923+0.00012505i,-0.00085264-0.00042573i,0.00021909-0.00035735i,0.00050982+0.00035441i,1.8771e-05-3.2484e-05i,-0.00059142+0.0001542i,-0.00084345+0.00034232i,-0.00071105-0.00027141i,-0.00063049-0.00054731i
-0.0021984-5.8407e-06i,-0.003945+0.0012193i,-0.0034726+0.0023074i,-0.0017712+0.0015501i,-0.00056802+0.0012014i,0.00064406+0.001052i,0.00052116+0.0006386i,-0.00013021+0.00080672i,-0.00064327+0.00061787i,-0.0011454+0.00027599i,-0.00032266+0.00020609i,0.0016557+9.878e-05i,0.0019491+0.00027735i,0.00076913-0.00023833i,8.5847e-05-0.00060697i,-3.5205e-05+0.00018573i,2.9828e-06+0.00019974i,0.00043237+0.00042589i,-0.0002392+0.00066506i,-0.0010769+9.1068e-05i,-0.00093892-0.00012603i,-0.00031422-0.00012323i,-4.2621e-05-0.00039405i
0.0019858+0.0011173i,0.00088345+0.0018696i,0.00072336+0.0022917i,0.0001627+0.001591i,-0.00048542+0.00033658i,-0.00059886+0.00099645i,-0.00022975+0.0020872i,-0.00016156+0.0014945i,0.00022243+0.00044236i,0.0006439-0.00021401i,0.00075609-0.00043636i,0.00082605-0.00096775i,0.00023029-0.0011633i,-0.00068745-9.784e-05i,-0.00061508+0.00056572i,9.0743e-05+0.00060929i,0.00055429-0.0006304i,0.00066397-0.0012715i,0.00018042-0.0005505i,2.2863e-05-7.6294e-05i,-5.0024e-05+0.00027798i,-0.00082233-6.6319e-05i,-0.0011337-0.00049346i
0.00045981-0.00062331i,0.00097657-0.00042536i,0.00060464-0.00072179i,-0.00051771-0.00083202i,-0.0009877+0.00010443i,-5.9025e-05+0.0013219i,0.00044774+0.00059107i,0.00031301-0.00028173i,0.00087626-3.3392e-05i,0.00074655-0.0001007i,0.00035621-1.3316e-05i,0.00012793+0.00055056i,-0.00045667+0.00055809i,-0.00063586-7.7189e-05i,-0.00023752-0.00031555i,2.8376e-05-0.00021046i,8.0145e-05-3.8498e-05i,-0.00010168+0.00040346i,0.00037339+0.00038734i,0.00012294+0.00020371i,-0.00041785-0.00017001i,-0.00028182-0.00015994i,-0.00056454-0.00065031i
-0.0024432+0.0020278i,-0.0022245+0.0029431i,-0.001743+0.0039576i,-0.001337+0.0041976i,-0.00072531+0.0026819i,-0.00045859+0.00061885i,-0.00058137-0.00019245i,-0.00022182+1.1378e-06i,1.2951e-05+4.2527e-05i,-7.8639e-05+0.00056338i,-5.8666e-05+0.0014297i,0.00012378+0.0010077i,0.001021+0.00057383i,0.00089589+0.00041933i,-5.4155e-05-7.8872e-05i,-0.00028285-0.0007444i,-0.00031021-0.00047712i,9.5374e-05+0.00034429i,0.00010434+9.3566e-05i,-0.00046155-0.00015032i,-0.00087636+0.00028825i,-0.00045173-0.0003083i,0.000517-0.00073814i
-0.00017363+0.00053578i,-0.00085124+0.00011772i,-0.00067114+7.6837e-06i,-0.00018595-0.00027496i,0.00016161-0.00027586i,0.00036074+0.00060371i,0.00017412+0.00068999i,0.00047724+0.00039203i,0.0010471+0.00052463i,0.0010625+0.000389i,0.001015+0.00041855i,0.00099333-0.00021291i,0.00016178-0.0012591i,-0.00020716-0.0014826i,-2.5442e-07-0.00032527i,-0.00017977+0.0004939i,-0.00068903-2.4605e-06i,-0.0010439-0.00053599i,-0.0005659-0.00055819i,0.00025379-0.00034066i,2.7435e-05-0.00057974i,-0.0003961-0.00081476i,-0.0003901-0.00037008i
-0.00075376+4.8361e-05i,-0.0012223+0.0010878i,-0.00067862+0.0016784i,0.00029794+0.00112i,0.00047938+0.00095016i,0.00031577+0.00011732i,0.00025172-0.0008697i,0.00023966-0.00088352i,-0.00012093-0.00055953i,-0.00047278+0.00010693i,-0.00032233+0.00061829i,0.0002625+0.00012265i,0.00040477-0.00098419i,0.00030862-0.00098386i,0.00033099-0.00060087i,0.00016863-0.00070213i,0.00037603-0.00023403i,0.00043684+0.00047268i,0.00085807+0.00038398i,0.0011304-0.0001338i,0.00022259-0.00052335i,-0.00032357-0.0008906i,-9.5077e-05-0.00031617i
-0.00054204-3.1305e-06i,-0.00050066+0.0011i,-0.0016375+0.00095956i,-0.0015806+0.00141i,-0.00044266+0.0017916i,-0.00027249+0.0017461i,-0.00027691+0.0015792i,0.00025616+0.00076736i,-0.00022197-1.0499e-05i,-0.0007487-0.00011326i,0.00046916-0.00016486i,0.0012499-9.1614e-05i,0.00068451+0.00020356i,0.00074395+0.00053314i,0.0011215+0.00058089i,0.00086783+1.0491e-05i,0.00090956-0.00032938i,0.00063074-0.0002249i,0.00058488-0.00056871i,0.00059159-0.0010391i,1.3367e-05-0.00084727i,0.0003905-0.00029529i,0.0012507+0.00048946i
-0.00163-0.00019777i,-0.0021136-0.00069098i,-0.0021128+0.0006935i,-0.0016262+0.0011741i,-0.00069353+0.00098429i,-0.00021587+0.0010789i,-0.00054452+0.00041917i,-0.00059305+0.00045299i,0.00028417+0.00019035i,0.00016487-0.00017987i,-0.00024398-3.5249e-05i,-0.00011205+8.8869e-05i,-0.00065029+0.00040033i,-0.0011364-0.00061671i,-0.00057367-0.00090594i,-0.00031061+1.2729e-05i,-0.00069+0.00074627i,-0.00041583+0.0011557i,-0.00025706+0.00091479i,-0.00016037+0.001031i,0.00010867+0.0013666i,-9.577e-05+0.0013181i,-0.00038622+0.00042379i
-0.0023922+0.0012343i,-0.0014574+0.0020376i,-0.00067307+0.0030545i,-3.9115e-07+0.002435i,0.00065005+0.0010978i,0.00073332+0.00093531i,0.00042427+0.0011498i,0.00030343+0.000308i,0.0001033+6.9091e-05i,-0.00048583+0.00058251i,-0.00069164+0.00031119i,5.5441e-05+0.00017519i,0.00016423+0.00010976i,0.00015858-0.00089528i,4.1133e-05-0.0010447i,-0.00083559-0.00016828i,-0.00077387-0.0001502i,-0.00044167+2.3739e-06i,-5.838e-05+0.00063454i,2.5634e-05+0.0006733i,-7.8284e-05-0.00013878i,-9.1759e-05-0.00052996i,-0.00011802-0.00099932i
-0.0010718+0.0021484i,-0.001701+0.0031875i,-0.00078602+0.0038411i,0.00079687+0.0012264i,0.0015383-0.00049081i,0.00096957-0.00019542i,-8.2928e-05+0.00042461i,-0.00032754+0.00071166i,9.3733e-05+0.00021982i,0.001197-0.00049303i,0.0014002-0.00089841i,0.00098128-0.0013607i,-0.00030892-0.00081937i,-0.00097842-0.001002i,-0.00018024-0.0010621i,-0.00053905-0.00047244i,-0.00064849-0.00035366i,0.00025667-0.00049433i,0.0003042-0.00071541i,0.00052097+0.00029768i,0.00059025+0.0003265i,-0.00023501-0.00046218i,-0.0007828-0.00014489i
-4.8498e-05+0.00014872i,-0.00073442-0.00051676i,-0.00070931-0.0002467i,0.00036808-0.00096362i,0.00044773-0.00088957i,-0.00058267+0.00017112i,-0.00072784+0.00070951i,-0.00049511+0.0013833i,0.0002712+0.0010506i,0.00031271-0.00045632i,0.00035372-0.00076598i,0.00061091-8.7159e-05i,0.0005322-0.00030178i,-0.00015609-0.00032862i,-0.00048161+0.00080243i,-0.00028142+0.00063707i,-0.00059292-0.00066615i,-0.00056259-0.00082379i,0.0001087-0.00045418i,0.00014192-2.7031e-05i,-9.5108e-05+0.000235i,-0.00045028+0.00020163i,-4.8617e-05-0.00023322i
0.001349+0.0013206i,0.0019473+0.0022089i,0.0016834+0.0026797i,0.00089663+0.0015558i,-0.00031106+0.00053801i,-0.0011565+0.00048252i,-0.0011877+0.0010206i,-0.0003506+0.0011553i,8.9848e-05+0.00064192i,-0.00026544+0.00021465i,-0.00052651-0.00021001i,-0.00049916-0.00059245i,2.2659e-05+0.00010865i,0.00021564+0.0004939i,0.00057376+0.00029172i,0.00042173+0.00043457i,4.8826e-05+0.00013376i,0.00033995-0.00082936i,0.00092637-0.0010016i,0.00060782-1.7257e-06i,0.00029843+0.00078364i,0.00023669+0.0002394i,0.00020311-0.00032198i
-0.0016502-3.6107e-05i,-0.00070476-0.00027638i,0.00018832-0.00050275i,0.00062079+0.00093383i,0.0010016+0.0020164i,0.0015097+0.001445i,0.0014507+0.00062798i,0.00052667+0.00027385i,-0.00020848+0.0001908i,-0.00010757+0.00020391i,-7.7161e-05-0.00019788i,-0.00056528-0.0007305i,-0.00039222-0.00024685i,0.00040565+0.00051377i,0.00042457-0.00025799i,-0.00068489-0.00056862i,-0.0010693-0.00030501i,-0.00076722-0.00052621i,-0.00066092-0.00062285i,-0.00032945-0.00091587i,0.00052334-0.00080156i,0.00025431-0.00055734i,-5.5818e-06-0.00096678i
-0.0031269+0.001527i,-0.0041181+0.0018023i,-0.0036966+0.0011318i,-0.0020266+0.0011478i,-0.00061314+0.0010144i,5.2047e-05+0.00050269i,0.00035559+0.0005186i,0.00056573+0.0007595i,0.00044244+0.00056179i,0.00085035+0.00035368i,0.001142+6.7709e-05i,0.00090261-0.00075562i,0.00083384-0.001123i,0.00062891-0.00080134i,4.035e-05-0.00025963i,0.00023865+0.00050008i,0.0011306+0.00056047i,0.0011447-0.00037034i,0.00041301-0.00054862i,6.1989e-05-3.1094e-06i,-0.00056313-0.00064874i,-0.00063434-0.00077162i,-0.00024233-0.00030431i
0.0016894-0.0010374i,0.0020361-0.00032371i,0.0019489-0.00083382i,0.00088624-0.001056i,2.317e-06+5.6378e-05i,-0.00039855+0.00093581i,0.00024245+0.0014722i,0.00062228+0.0010435i,0.00021813+6.9918e-05i,0.00012655+0.00011872i,5.9796e-05+6.2293e-05i,3.6644e-05-0.00056235i,-0.00022771-0.00038668i,5.5267e-05+0.00033014i,0.00032005+0.00071265i,-0.00022064+0.00018632i,-0.00035265-0.00026243i,0.00010956+0.00029215i,0.00024446+0.00025996i,2.6361e-05-0.0005894i,-0.00059091-0.00095605i,-0.00065743-8.2208e-05i,-0.00012714+0.00039765i
-0.00082823+2.7203e-05i,-0.0012973+0.0015217i,-0.0013842+0.0023736i,-0.0017022+0.0017354i,-0.00092691+0.00083941i,6.6125e-05+0.00087808i,0.00010586+0.0013156i,-0.00054679+0.0013526i,-0.00036447+0.00053794i,0.00037632+0.00012017i,0.00061311-0.00024685i,0.00055367-0.00084424i,-5.7856e-05-0.0009068i,-3.828e-05-0.00050457i,0.0004527-0.0007768i,0.00040292-0.0008993i,9.7108e-05-0.00018057i,-0.00044476+0.00037268i,-0.00081049+0.00042976i,-0.00097196+0.00034733i,-0.0011983+0.00035988i,-0.00077236+9.028e-05i,-0.00046373-0.0004342i
0.00014792-0.00028684i,-0.0020043+0.00071619i,-0.0015979+0.00097841i,0.00051828+0.00097693i,0.00036346+0.00092429i,-0.0003225+0.00044337i,-0.00040237-7.7642e-05i,-0.0003276+0.00087461i,7.3557e-05+0.00080328i,0.00035329-3.7173e-05i,-1.4043e-05+0.00012721i,-0.00075126+0.0001147i,-0.0010558-0.00038411i,-0.00022421-0.00059179i,0.00016352-0.00081126i,0.00042528-0.00042463i,-3.2307e-05-3.3716e-05i,-0.00068413-0.00033749i,-0.00057627+6.3788e-05i,2.3831e-05+0.00042736i,0.00025045-2.613e-05i,-0.00049381-0.00078579i,-0.00042704-0.00028833i
0.00032907-0.00043764i,-0.00032646-0.00030902i,-8.7449e-05-0.00033215i,0.00015414-0.00026321i,0.00014528+7.3182e-05i,-0.00028556+0.00014111i,0.00032376+0.00023705i,0.0013843+0.00028284i,0.00079042+0.00013071i,0.00027968-0.0002398i,0.00052298-0.00029432i,0.0009392-0.00046662i,0.0012011-0.00051108i,0.00026608-0.00048355i,-0.0007585-0.00030759i,-0.00032201+0.00048686i,-4.195e-06+0.0010212i,-0.00022152+0.0010898i,-0.00011574+0.0010628i,6.3136e-05+0.00027158i,6.4044e-05+8.83e-05i,0.00014686+0.00018695i,0.00028633+0.00036739i
-0.0019627+0.00065534i,-0.002428+0.0019488i,-0.0017482+0.0025556i,-0.00076279+0.0015583i,-9.7622e-05-0.00081741i,4.4339e-05-0.0014109i,-0.00021884-0.0003561i,-0.00032508-0.00041588i,-0.00016169-0.00059666i,-0.00014756-0.00042064i,-0.00044819-7.7279e-05i,-0.00041605-0.00041189i,-0.00085039-0.00070131i,-0.00082633-0.001093i,-9.607e-05-0.00091337i,-0.00031571+0.00028736i,-0.0008145+0.00043405i,-0.00065495-0.00036041i,-0.00046933-0.00044011i,-0.00038711-0.00018635i,-4.9214e-05-0.00036846i,-0.00042189-0.00053512i,-0.00054988-0.00092635i
0.0013455+0.0014775i,0.00098028+0.001899i,0.0012939+0.0020262i,0.0011576+0.0015499i,4.6652e-05+0.001058i,-0.0011129+0.0013253i,-0.0013896+0.0015098i,-0.00026102+0.00093921i,0.00062541+0.0011952i,0.00019908+0.0016238i,-0.00074549+0.00032723i,-0.0015664-0.00094571i,-0.0014574-0.00053004i,-0.0014589-6.6918e-05i,-0.0017315+2.8712e-05i,-0.0014415+0.00022789i,-0.00057506+0.00029336i,0.00037922-8.1819e-05i,2.1289e-05-0.00036605i,-0.00042026+7.0756e-05i,-0.00040376+0.0003771i,-0.00050104+0.00046184i,-0.00019058+0.00011522i
-0.0019404-0.0028081i,-0.0012768-0.0023703i,-0.00099449-0.0016279i,-0.0012203+0.00014957i,-0.0010535+0.0014857i,0.00017561+0.0017719i,0.0010195+0.00050072i,0.00087563-0.00028124i,-0.00045158+9.4065e-05i,-0.0008935+4.0285e-05i,-0.00078486+5.0762e-06i,-0.0004601+1.2005e-05i,0.00010598+0.00047361i,6.9267e-05+0.00061048i,8.8217e-05+0.00033913i,-0.00011075-0.00011664i,-0.00010596-0.00075346i,-0.00012267-0.00044745i,0.00057665+3.6058e-05i,0.0010323+0.00070273i,7.7638e-05+0.00067126i,-0.00060955-0.00049254i,-0.00073672-2.2595e-05i
-0.0014645-9.0732e-05i,-0.0014268-0.00024455i,-0.00060085+8.927e-05i,0.00013992-0.00077297i,2.3773e-05-0.0012803i,-1.8611e-06-0.00010245i,-0.00030555+0.00077282i,-0.00038048+0.00040867i,0.00013144+0.00031754i,-1.3904e-05+0.00049224i,-0.00045619+0.00043904i,-0.00025518-0.00017207i,-8.2762e-06-0.00061684i,-0.0001141+0.00013052i,-0.00029347+0.00032822i,0.00020138+0.00024733i,0.00060304+0.00043328i,0.00069694+0.00037546i,0.00058931+0.00035409i,0.00021613+0.00010071i,0.00091429+0.00027872i,0.00077968+0.00018103i,0.00030108+3.8273e-05i
-0.00079628+0.00089773i,-0.0017538+0.0025313i,-0.0013732+0.0033758i,-0.00018134+0.002357i,0.00029466+0.0012975i,0.00040367+0.00067473i,-7.2245e-05-0.00016276i,-5.4677e-05-0.00055945i,0.00082385-0.00056486i,0.00092456-0.00021369i,0.00080161+0.00032976i,9.4283e-05+0.00078911i,-0.00010214+0.001157i,0.00092474+0.00013799i,0.0011558-0.0011294i,0.0012284-0.00040521i,0.00070403-0.00026158i,-0.00023609-0.00063868i,-8.3701e-05-5.6628e-05i,-8.9074e-05-0.00040709i,-0.00013521-0.00030956i,0.00069829+0.00012242i,0.0007464+0.00030341i
-9.4215e-05-0.00036444i,-0.00069422-0.0017905i,0.00047485-0.002205i,0.001084-0.0015574i,0.00020961-0.00077311i,-0.00050327-0.0001303i,-0.00034789+0.00012861i,0.00023352+1.762e-05i,0.0003881-0.00059983i,0.00027058-0.0011126i,0.00014453-0.00036167i,-0.00034018+8.4272e-05i,-0.00059245-0.00041132i,9.0401e-05-0.00042865i,2.9584e-05+0.00036062i,-0.00023885+6.4224e-05i,0.00086646-0.00061642i,0.0011962-0.00066509i,0.00098214-0.00017672i,0.00070703+0.00052662i,0.00034831+0.0008945i,0.00012401+0.00098705i,0.00024109+0.00018123i
-0.00092833+0.00013487i,-0.0018269+0.0018202i,-0.002459+0.0025344i,-0.0019477+0.0022343i,-0.0010758+0.0020318i,-0.00042177+0.0018918i,0.00045051+0.0010052i,0.00094096+0.00051848i,0.00036886+0.00038163i,0.00012118+0.00023672i,0.00026123-4.9142e-06i,0.0003621-0.0004404i,0.00096373-0.0005279i,0.0011336+6.2968e-05i,4.5406e-05+0.0010724i,-0.0007049+0.00077923i,-0.00010243+0.0001345i,0.0001223+7.645e-05i,-0.00063987+0.00027057i,-0.00081162+0.00054439i,-0.00012574+0.00063399i,0.00030329+1.3175e-05i,0.00039517-0.00019041i
-0.00062067+0.00098316i,0.00079735+0.00098542i,0.0032708+0.00063077i,0.0035374+0.0010314i,0.002704+0.00090644i,0.0011207-0.00044216i,2.8316e-05-0.00066312i,0.00019514+4.2988e-05i,0.00013812+0.00016423i,1.417e-05+0.00024984i,-6.3231e-05+0.00027436i,0.00020685-0.00045095i,-0.00021481-0.00081466i,-0.00074954-0.00022321i,-0.00094332-0.00022607i,-0.0013301-0.00056113i,-0.0009915-0.00068703i,-0.00048962-0.00021563i,-0.00026921+0.00011239i,0.00027134-0.00014746i,0.00016885+0.0006933i,-0.0010068+0.0010955i,-0.00071792+0.00078153i
-0.0019214-0.00052965i,-0.0034231-0.00021895i,-0.0031627+0.00014502i,-0.0011385-8.5858e-05i,-0.00017073-0.0002232i,-6.4834e-05+0.00030348i,0.00010868+0.00040808i,5.8928e-06-0.0003104i,8.842e-05-0.00077726i,0.00088975-0.00038563i,0.0013122-0.00013167i,0.00051881-0.00023826i,-0.0002357+0.00012877i,-0.0008134+0.00030914i,-0.0011354-0.00027335i,-0.00062581-0.0007277i,-0.0002939-0.00040802i,0.00012171-0.00063291i,0.00039012-0.00079034i,0.00082934+5.0071e-05i,0.00078339+0.00077732i,-0.0002589+0.00084088i,-0.00020895+7.6742e-05i
-0.00045289+0.001075i,-0.001059+0.00078892i,-0.00031328+0.00047824i,0.00052833+0.00030067i,6.8837e-05+0.00081329i,-0.00087611+0.0016733i,-0.00039155+0.0025657i,0.00024038+0.0023656i,-0.0001969+0.00082216i,-0.00023684-0.00020743i,0.00012046-0.00073069i,-5.499e-05-0.00055883i,-0.00032824+0.00037334i,-0.0008584+0.00078398i,-0.0013302-9.2695e-06i,-0.000844-0.00030214i,-0.00013306-0.00018394i,0.00027113+0.00024933i,-0.00018356+0.00042836i,-0.00082051-0.0006739i,-9.5411e-05-0.00073548i,0.00044103-0.00019515i,0.00060327-0.0010209i
-9.6561e-05-0.00069382i,-0.00087109-0.00018901i,8.6709e-05-0.0010168i,0.00081912-0.0011615i,0.00089119+0.00031796i,0.0011791+0.00087941i,0.00053565+0.00013298i,-3.7416e-05+0.00023174i,0.00058647+0.00015946i,0.00023672-2.5577e-05i,-0.00027236+0.00026192i,-0.0002527-3.2964e-05i,-0.00026953-0.00066184i,0.00021041-0.00047953i,0.00051736-0.00042887i,-0.00013487-0.00064181i,-0.0001643-0.00079958i,0.0004428-0.00044733i,4.4473e-05+0.00024287i,7.7867e-05+0.00023004i,0.00051809-0.00025911i,0.00028199-0.00052452i,-0.00024463-0.00037777i
