-0.0022267+0.00012065i,-0.0009728-0.00016228i,-0.0021749+0.00070219i,-0.002087+0.00086356i,-0.0010155+0.00049106i,-0.00028112+0.00024838i,-0.00032654+0.00051957i,-0.00085674+0.00072242i,-0.00082068+0.00054191i,-0.00072724+0.00041705i,-0.00072316+0.00050764i,-0.00069189+0.00055753i,-5.0278e-05+0.00068776i,0.00034874+0.0011315i,-0.0002834+0.00071008i,-0.0003747+0.00085556i,-0.00022284+0.00071416i,-0.00013215+6.4918e-05i,-0.00063185-0.00065644i,-0.00032442-0.00042447i,0.00033817-0.00032559i,0.00028027-0.00025141i,8.0319e-06+0.00034527i
-0.0004877-0.00027968i,-0.0010068-0.00050138i,-0.00014082-0.0014232i,0.00027299-0.0015087i,0.00010632-0.00039522i,0.00014306-0.00040862i,0.00031027-0.0013793i,-0.00018818-0.0012915i,-0.00055778-0.0007305i,-9.9281e-05-0.00015376i,0.00037994+0.00017279i,0.0006538+0.00033848i,0.00047473+0.00076836i,0.00032886+0.00035465i,0.00039453-0.00083837i,0.00025282-0.0010166i,0.00068879-0.00014009i,0.0006315+0.00030395i,0.00070529+0.0006926i,7.4141e-05+0.00048656i,-0.00089479+0.00024697i,-0.0012525+0.00064454i,-0.0013234+0.00060818i
-4.792e-05-0.00040687i,-0.00075067-0.00098141i,-9.6706e-05-0.00093916i,-0.00012101+0.00033526i,-0.00032965+0.00014755i,0.00017606-0.00037892i,-0.00035989-0.00066666i,-0.0016348-0.00090191i,-0.0016441-0.00034291i,-0.0010127+0.0005003i,-0.00054055+0.00076967i,7.601e-05+0.00094056i,0.00021857+0.0013106i,0.00048166+0.0011965i,1.9969e-05+0.0012947i,-0.00075476+0.0015444i,-0.00088863+0.0011481i,-0.00051161+0.00035623i,-0.00093409-0.00046719i,-0.0014943-0.00048081i,-0.0013924+3.1581e-05i,-0.0011667+0.00010612i,8.3209e-05-0.00015229i
-0.00077134+9.7247e-05i,9.2049e-05+4.2461e-05i,0.00028951+3.4249e-05i,0.00032725-0.00017707i,0.0010642+4.9784e-05i,0.00057012-0.00060394i,-0.00078305-0.0012393i,-0.0010257-0.0002921i,-0.0011172+0.00075726i,-0.00089672+0.0010507i,-0.00030258+0.00097609i,-0.00041465+0.00054376i,-5.281e-05+0.00039993i,7.1826e-06+0.00018615i,-0.00059443-0.00050767i,-0.00080533-0.00096718i,-0.00049934-0.00045345i,0.00022337+0.00024859i,0.00045639+0.0005032i,6.5305e-05+0.00075856i,9.5234e-05+0.00084882i,4.0566e-05+0.00083756i,0.00031309+0.0007947i
-0.00020069+0.00052374i,-0.00035431-0.00056657i,-4.4815e-05-0.001827i,0.000583-0.00098401i,0.00074646-0.00056184i,0.00061833-0.0012348i,0.00059736-0.0011144i,-8.5236e-05-0.00070119i,-0.00019972-9.3936e-05i,0.00052225+0.00037001i,4.7478e-06+0.00047354i,-0.00036586+0.00099363i,-9.7016e-05+0.0014266i,-0.00020954+0.0010572i,-0.00010552+0.00034787i,0.00013254+0.00026381i,0.00061034+0.00015222i,0.00035666-0.00020094i,-0.00010839-0.00023701i,9.1032e-05+2.8887e-05i,4.7783e-05-4.8959e-05i,-5.7889e-05-0.00066782i,0.00041641-0.0004177i
-0.00086273-0.00038698i,-0.00094188+0.00058586i,-0.00058477+0.00037816i,0.00017473+0.00016886i,-0.00014081+0.00093893i,-0.00048175+0.00092178i,0.00011599-0.0005311i,-0.00011203-0.0008868i,-0.00096605+0.00011893i,-0.001323+0.00071281i,-0.00094+0.00091748i,-0.00010797+0.0012217i,0.00039332+0.00091199i,0.000563+0.00014944i,-0.00012876-7.5086e-05i,-0.00024752+0.00024292i,-3.4122e-05-0.00022875i,-0.00045129-0.0012262i,-0.00027967-0.0010297i,0.00031026-0.00017562i,-0.00013476-0.0004578i,-0.00076263-0.00076275i,-0.00047867-0.00044555i
0.0002551+0.0012127i,0.00044183+0.0018736i,0.0012187+0.0020305i,0.0013193+0.0015467i,0.00067266+0.00011571i,0.00042057-0.00014611i,-6.1028e-05-8.2757e-06i,-0.00048549-0.00070354i,0.00013295-0.00088657i,0.00054483-0.00043917i,-0.00033883-6.283e-05i,-0.00021892+0.00030101i,0.00023037+0.00043033i,3.7238e-05+0.00022849i,0.00040569-5.0564e-05i,0.00034088+0.00023259i,0.00013984+0.00029882i,0.00041042+0.00021207i,8.6711e-06+0.00015032i,-0.00024396+0.00041636i,0.00011643+0.00057431i,0.00019556+0.00034046i,0.00071763+0.00069855i
-0.00024624-0.0014609i,0.00045417-0.002519i,-0.00024474-0.0030384i,-0.0011093-0.0020582i,-0.0011467+0.00014161i,-0.00034808+0.00046325i,0.00053358-0.00062376i,0.00027459-0.00089509i,0.00011594-0.00057975i,5.6187e-05+1.2651e-06i,-4.2691e-05+0.00079351i,-0.00012264+0.0016158i,0.00047042+0.0023341i,0.00075901+0.0016266i,-0.00040792+0.00045651i,-0.0006197-0.00019358i,-1.3279e-05-0.00054702i,0.00030593-1.9938e-05i,-0.00050846+0.00038224i,-0.001297+0.00022501i,-0.0015063+8.1006e-05i,-0.0015716-0.00023466i,-0.0010115+0.00011189i
0.00063082+0.0022504i,0.0010508+0.0030056i,0.0010592+0.0034255i,0.00069014+0.0019648i,0.0010107+1.5534e-05i,0.00088038-0.00031601i,0.00035085-0.00029507i,-0.00024556-0.0005966i,-9.9864e-05-9.8343e-05i,-0.00010597+0.0002212i,-0.00043937+0.00051783i,1.1734e-06+0.00096729i,0.00066368+0.00092063i,0.00042491+0.00050367i,0.00055147+0.00038145i,0.00059389+0.00074772i,-0.00043386+0.0010247i,-0.00041797+0.00085488i,-0.00013997+0.0004925i,-0.00039079-0.00025231i,0.0002439-6.3276e-05i,0.00079923+0.0011749i,0.00065012+0.00097639i
-0.00059131-0.00065133i,0.0010131-0.00077307i,0.00083587+0.00053317i,0.00070112+0.0009018i,0.0010717+0.00031421i,0.00061315-0.00046348i,0.00010656-0.00096677i,-0.00037754-0.0015629i,-0.00077957-0.0012841i,-0.00029714-1.7297e-05i,5.2873e-06+0.00074394i,0.00030306+0.0015392i,0.00049039+0.0018496i,0.00017804+0.0009089i,-0.00038244+0.00046443i,-0.00061068+0.00027059i,0.0005014+0.00032583i,0.00063945+0.0010412i,-0.00049593+0.00086319i,-0.00044498-0.00028456i,0.00012276-0.00098903i,0.00014793-0.00060831i,-0.00027095+0.00031108i
0.00056242+0.00065958i,0.0015869+0.00048038i,0.0022117-0.00027581i,0.0020504-0.0013565i,0.0010752-0.0014133i,-0.0001656-0.0010122i,-0.00097455-0.00079704i,-0.00091009-0.00089736i,-0.00046514-0.00021857i,-4.9683e-05-0.00050021i,0.00031698-0.00076426i,0.00042133+0.00068894i,0.00042882+0.0016386i,-0.00019387+0.00093299i,-0.00081667-0.00027979i,-0.00076553-0.00024115i,-0.00054826+0.00040789i,-0.00031393+0.00072179i,-0.00026657+0.00057432i,-0.00036314+0.00074184i,-0.00073493+0.00066641i,-0.0010978+0.00054924i,-0.00063685+0.0012987i
0.00013472+0.0017484i,0.00071199+0.0013858i,0.0002117+0.00021661i,-0.00022075-0.0013884i,0.00029294-0.001808i,0.00062641-0.00064037i,2.5254e-06+2.9314e-05i,3.1093e-05-0.00032052i,0.00015436+0.00015152i,4.3007e-05+0.0013497i,0.00058195+0.001566i,0.00077289+0.0011004i,0.00053261+0.0013447i,0.00044127+0.00088883i,0.00039641+0.00070227i,0.00010863+0.00086412i,0.00011388+0.00040487i,0.00046422-7.1394e-05i,0.00072424-0.00010153i,0.00017292+0.00011952i,-0.00019181+0.00041454i,-0.00020069+2.7502e-05i,6.8969e-06-0.00058746i
0.00025945-0.00076629i,-1.5483e-05-0.0014742i,0.00013612-0.0017057i,0.00039765-0.00088275i,0.00069145-0.00020374i,0.00091459-0.00077802i,0.00039926-0.0011778i,-0.0004245-0.00096516i,-0.00051334-0.00064173i,-0.00035951-0.00037179i,-0.00059706+0.00041745i,-0.00069239+0.00094437i,0.00034099+0.00076018i,0.00052386+0.00030213i,-0.00027435+0.00028176i,-0.00021182+0.00045314i,2.9786e-05+0.00025219i,0.0003222+0.00013502i,0.00023673+7.7923e-05i,-0.00024737-0.00039822i,0.00023621-0.00013805i,-2.4168e-05+0.00029249i,-0.00048376+0.00030513i
-0.00072229+0.00055573i,-0.0017178+0.00094332i,-0.0031401+0.00013872i,-0.0021664+0.00017533i,-0.00064877+0.00056667i,-0.00050521+0.0001276i,-0.0010377+0.0002719i,-0.001112-0.00030397i,-0.00097267-0.001086i,-0.0012346-0.00048796i,-0.00096434+0.00043399i,-0.00048328+0.00097692i,0.00054715+0.0011572i,0.00091728+0.0003596i,-0.00031289+2.0266e-05i,-0.00047588+0.00074764i,-6.7455e-05+0.00068624i,-0.00012713-7.6274e-06i,-0.00028219+4.162e-05i,-0.00037384+0.00018649i,-0.00037008-0.0002746i,-0.00037386+0.00027689i,-0.00017696+0.0007044i
0.0023619+9.328e-05i,0.0032721-0.0003455i,0.0037038-0.00030663i,0.0032261-0.00017666i,0.0020316-0.00036527i,0.0010801-0.0013699i,0.0002101-0.0014108i,-7.2517e-05-0.00075212i,-3.3943e-05-0.00011381i,-0.00040549+0.00066183i,-0.00048345+0.00064754i,9.4888e-06+0.0013319i,0.00083418+0.0014796i,0.00059803-6.2336e-05i,-0.00014817-0.00028107i,-0.00036472+0.000894i,-0.00052184+0.00066477i,-0.00039111-0.00029015i,-0.00052412-0.00023829i,-0.00023221-0.00063507i,0.00038529-0.00067402i,-0.00011707+2.2354e-05i,-0.00095751-3.5586e-05i
-0.00063676-0.00072407i,-0.00096386-0.00054584i,-0.0018553-0.0010706i,-0.0014024-0.0011622i,-0.00070612-0.00074702i,-0.00035479-0.00028643i,-0.00070556-0.0001507i,-0.00089999-0.0007976i,-0.00039205-0.00086127i,-0.00013134+0.00017364i,-0.00023056+0.0012346i,-0.00019624+0.0013721i,9.7395e-05+0.00097084i,-9.3254e-05+0.00022878i,-0.00040129-0.00066004i,-0.00043068-0.0009762i,-0.00051648-0.00038829i,-0.00088125-0.00011876i,-0.00091886-0.00027418i,-0.00054483-0.00038102i,-0.00065574-0.00059927i,-0.0010772-0.00068748i,-0.0005588-0.00053486i
0.00028926-0.0012031i,0.00016811-0.0014639i,0.00014948-0.0011254i,-0.00045308-0.0012702i,-0.00086816-0.00054422i,-0.00040792+0.00027329i,0.00017434-0.00034076i,4.0009e-05-0.00086744i,-0.00062302-0.00071932i,-0.00093427-0.00052662i,-0.00052739+0.00011978i,0.00011108+0.00067755i,0.00051021+0.00067912i,0.00027194+0.00061371i,6.9628e-06+8.3385e-05i,-0.00033121-0.00032362i,-0.00034782+0.00044338i,-0.00046577+0.0011329i,-0.00087117+0.0001939i,-0.0013459-0.0010218i,-0.00096196-0.00076876i,0.00011435+0.00028718i,0.00075409+0.00082059i
0.00051777-0.00093276i,0.00056828+0.00060543i,0.00087779+0.0015938i,-4.5287e-05+0.00060142i,-0.0013055-0.00093741i,-0.0010933-0.0012468i,-0.00031705-0.0011618i,0.0001199-0.00079807i,0.00018267-0.00019007i,-0.00016752-0.00058797i,-0.00047013-0.00027049i,-0.0011042+0.00025066i,-0.0011272+0.00034437i,-0.00020041+3.52e-05i,0.00015512+0.00034182i,0.00014318+0.00031784i,0.00039367+0.00016024i,-0.00017488-0.00025773i,-0.00080923-0.00040837i,-0.00052122-5.6319e-05i,-0.0003452+0.00021963i,-0.00098943+0.00024006i,-0.0010771-0.00049478i
-0.0013466-0.00017807i,-0.0011346-0.0012888i,-0.00090376-0.00036049i,0.00021496+0.001001i,0.001118+0.001478i,0.0019596+0.0018372i,0.0018787+0.00085952i,0.00090969-0.00010472i,-0.00010498-0.00024624i,-0.00069865-0.00084365i,-0.00075373-0.00050005i,-0.00065766+0.0010312i,0.00022282+0.0012076i,0.00024421+0.00070779i,-0.00038726+0.00034391i,-0.0004239+0.00016897i,-0.00032577+0.00030947i,-0.00017725+5.0724e-05i,-0.00039323-0.00029732i,-0.00022169-0.00022682i,0.0003549+0.00030058i,0.00039418+0.00029589i,0.00013884-0.00038511i
0.001711+0.00098718i,0.0024506+0.00079197i,0.0029486+0.00011348i,0.0026737-0.00039909i,0.001787-0.0010384i,0.00089115-0.0014477i,0.00038704-0.0011653i,-0.00036231-0.00069215i,-0.00081659-0.00019791i,-0.00016266+8.8528e-05i,0.00067715+0.00058479i,0.00016133+0.000455i,-0.00037297+0.00017679i,-0.00092513+0.0003946i,-0.0011847+0.00042071i,-0.00075543+0.00033332i,-0.00030049+0.00034438i,0.00020835-0.00031844i,-0.00028762-0.00048294i,-0.0010949-0.00040515i,-0.001011-0.00039735i,-0.0002152+9.7316e-05i,5.6698e-05+0.00038021i
-0.00010874-0.0004029i,-0.0005898-0.00053243i,-0.0026156-0.00037636i,-0.0023857+0.00020488i,-0.0011081+0.00013996i,-0.00027473-9.1124e-05i,0.00019034+0.00018855i,-0.00058217+0.00024265i,-0.0010549+0.00052853i,-0.00081014+0.0012097i,-0.00021004+0.0017358i,0.0006963+0.0018866i,0.0007514+0.0012514i,-0.00037656+0.00081259i,-0.0010117-0.0002377i,-0.00027286-0.00030594i,-0.00042161+0.00073896i,-0.0013444+0.00053197i,-0.0012667+0.00067697i,-0.00028649+0.00053032i,0.00013763-3.6895e-05i,-0.00032962-0.00025064i,-0.0013483+3.7288e-05i
0.00026067-0.0012383i,0.0013293-0.0026225i,0.0012836-0.0024544i,0.0009324-0.00099779i,0.00036572+0.00015062i,0.00029447+0.00039228i,0.00056705+0.00040769i,0.00031172-1.0374e-05i,-0.00047243+5.6069e-05i,-0.0019321+0.0005699i,-0.0017675+0.00012414i,-0.00037277+0.00083955i,-1.0096e-05+0.0017113i,-0.00024207+0.0014539i,-0.00045675+0.00038595i,-0.00087381-0.00045192i,-0.00037853-0.00021317i,-7.6588e-05+0.00041351i,-0.00022309+0.00097571i,-0.00049695+0.00036339i,-0.00088796-0.00083059i,-0.00053711-0.00053999i,3.5998e-05+0.00056886i
0.00040015-0.0030228i,-0.00038758-0.003322i,-0.0017787-0.0018174i,-0.0021142-0.0012875i,-0.00090238-0.0002651i,0.00026855+0.00038288i,1.3786e-05-0.00049955i,-0.0016705-0.00098312i,-0.0019-0.00021021i,-0.001204+0.00092948i,-0.0011679+0.00088894i,-0.00062402+0.00065353i,0.00027232+0.0011677i,0.00020667+0.0009488i,-1.8743e-05-2.8709e-05i,-0.00060307-0.00097385i,-0.00067973-0.00089207i,-0.00013786-0.00047025i,-0.000269-8.5284e-05i,-0.0003937-7.8133e-05i,-0.00014838+0.00045725i,-0.00026862+0.00054394i,0.00013098+0.00053246i
0.0017471+0.00083614i,0.0023376-0.00040495i,0.00069637+0.0023554i,0.00063004+0.0023899i,0.00049162+0.00019806i,-0.0003916-0.00091885i,-0.0002363-0.00082003i,-0.00060431-0.00016136i,-0.0017002-0.00033138i,-0.0014813-0.00075708i,-5.1867e-05+0.00015655i,0.00056551+0.00097092i,0.00012377+0.00043211i,-0.00064346-0.00020771i,-0.00091485-0.00030851i,-0.00063924-0.00020891i,0.00011123+0.00010603i,0.00018934+0.00045772i,-0.00068715+0.00090745i,-0.00089994+0.00060329i,-0.00079071+0.00024887i,-0.00050363+0.00038915i,1.2317e-05+0.00019661i
-0.002856+0.00030637i,-0.0030038+0.0005316i,-0.0020674-0.00067341i,-0.0011085-0.0004383i,-0.00040801-0.00012571i,0.00056625-0.00073143i,0.00075324-0.001233i,-0.00015163-0.00086549i,-0.00036582-0.00013479i,-0.00060531+0.00063686i,-0.0011475+0.00035108i,7.9962e-05+0.00030079i,0.0011584+0.0013958i,0.0012446+0.0016307i,0.00077343+0.0015118i,0.00017982+0.00095994i,0.00041201+0.00011825i,0.00079979+0.00046446i,0.00023148+0.0010203i,0.00019095+0.0011085i,-0.00026316+0.00056678i,-0.0010307+0.00019485i,-0.00067368+0.00035254i
-0.00032125-0.00063609i,0.00028285-0.0017413i,0.0013606-0.0032886i,0.00024731-0.0023763i,-0.0010993-0.00048092i,-0.001093+0.0010851i,-0.00076839+0.00076451i,-8.3598e-05+0.00016263i,0.00027224-0.00019025i,0.00051266-0.00056243i,0.00017358+0.00031142i,-0.00047394+0.00051141i,-0.00098788-0.00016243i,-0.0010353-0.00090928i,-0.00021869-0.00059425i,0.00035684-0.00020386i,-0.00039141-0.00021366i,-0.0010203+8.0012e-05i,-0.00078994+0.00048432i,-0.00017707+0.00031927i,0.00021594-0.00026324i,-2.9202e-05+2.8624e-05i,8.2819e-05+0.00055882i
-0.00095553-0.0020383i,-0.0019696-0.0013029i,-0.001686-0.00083055i,-0.0015028-0.0001057i,-0.00023307+0.00043549i,0.0013626-0.00026144i,0.0015527-0.00055863i,0.00084704-0.00061393i,0.00050486-0.00036438i,0.00019486+0.00042875i,-0.00030886+0.00091635i,-0.00022275+0.001201i,6.2183e-05+0.00090004i,0.00070592+0.00068788i,0.00075381+0.0010036i,-1.8874e-05+0.0011346i,-0.00042272+0.00058167i,-0.0001827-9.1854e-05i,0.00031555+7.3784e-05i,0.00020154+0.00031956i,-0.00017742+0.00018707i,-0.00038487+0.00027648i,-0.00059448+0.00064095i
-0.00118-0.00042954i,-0.00094854-0.00073778i,-0.0012424-0.0016831i,-0.0010098-0.0011645i,0.0001123+0.0003588i,0.00068037+0.00048383i,0.00048213-0.00048517i,-0.00021245-0.0013232i,-0.00057123-0.00079989i,-0.00061735+0.00081662i,-0.00074+0.0015235i,-7.5407e-05+0.0017389i,0.00032046+0.0019013i,0.00034605+0.00076975i,0.00069426+0.00031252i,0.00087594+0.00041897i,0.00041267+0.00030691i,-0.00032817+0.001212i,-0.00035879+0.001145i,-3.7189e-05+0.00035321i,-0.00032247-0.0002402i,-0.00044737-0.00018967i,-2.5662e-05+0.00061604i
-0.0013644-0.00037169i,-0.0011898-0.0017159i,-0.0018528-0.0017532i,-0.00132-0.00047802i,-0.00080045+0.00045514i,-0.00038722+0.00025558i,-0.00074531-2.2096e-05i,-0.0010124-0.00042107i,-0.0010653-0.00066176i,-0.0011754-0.00033983i,-0.00029611-0.00038024i,0.00066912+0.0005763i,0.0005384+0.0011554i,3.9288e-05+0.00011006i,-0.00011313-0.00091214i,-0.00018558-0.00063327i,-0.00020505+0.00018385i,-0.00038495+0.00065713i,-0.00048555+0.00076955i,-3.7682e-05-2.289e-05i,6.6665e-05-0.00022269i,8.2105e-05+0.00086042i,-1.5553e-05+0.0012285i
0.0014381+0.0014817i,0.0010657+0.0011387i,0.0017858+0.0010313i,0.0017257+0.00083389i,0.0019956+5.427e-05i,0.0013584-0.00024885i,-9.5374e-05-0.00067921i,-0.0006496-0.00096846i,-0.00017902-5.5914e-05i,0.00011032+0.0007588i,0.00017212+0.00044801i,-2.9219e-05+0.00076613i,-0.00015122+0.0021563i,-4.4245e-05+0.00097018i,-0.00051801-0.00021917i,-0.0013167-0.00011322i,-0.0013504+4.2784e-05i,-0.00020267+0.00043358i,9.6482e-05-0.00053042i,-0.00043239-0.0010405i,-0.00084503-0.00032667i,-0.00080063+0.00026389i,-0.00096152+0.00044692i
0.0004849+0.00058371i,0.00049142+0.00047513i,0.00050774+0.00099265i,0.00034742+0.00033869i,1.8634e-06-0.00070493i,0.00021447-0.00044231i,-0.00017423-0.00092133i,-0.00056833-0.0015146i,-0.00041888-0.0010828i,-0.00027333+4.999e-05i,-0.00028268+0.0013377i,-0.00044649+0.0015055i,-0.00059102+0.00093726i,-0.0004546+0.00012444i,-0.00018477-0.00029101i,-0.00047939-1.1983e-06i,-0.00023114+0.00023747i,-0.0001734-8.4276e-05i,-0.00013696-0.00035185i,-0.0001615-0.00080817i,-0.00071667-0.00037004i,-0.0014187+0.00048079i,-0.00098152+0.00088639i
0.00019878-0.00081281i,0.00015997-0.0013192i,0.00049887-0.002509i,0.00017669-0.001956i,2.4876e-05-0.00064149i,0.00034523-0.0011316i,0.00056845-0.00056051i,0.00014852+0.00030544i,-0.00047642-3.2474e-05i,-0.00076798-0.00013125i,-4.1593e-05+0.00065767i,-1.8167e-05+0.0010037i,-0.00012414+0.0011294i,0.00072134+0.0010609i,0.00087268+0.00053763i,0.00082641+0.00049908i,0.0012953+0.00043454i,0.000633+5.4164e-05i,-0.00014969+0.00029251i,-0.00059751+0.0005473i,-0.00069013+0.0004144i,-0.0010103+0.00025657i,-0.0017632+0.00031509i
-0.00068392+0.0014945i,-0.0019712+0.0012189i,-0.001701+0.0021504i,-0.00059297+0.0027225i,4.0682e-07+0.00079855i,-0.00018794-0.00044364i,0.00018587-0.0013208i,0.00054082-0.0011791i,-0.00039517-0.00010292i,-0.0014973+0.00080298i,-0.0010705+0.0016057i,-9.9931e-05+0.0016269i,0.00024115+0.0013241i,-0.00028696+0.0015926i,-0.00052315+0.0015743i,-9.8412e-05+0.001856i,-0.00020549+0.0013789i,-0.00084858+4.9554e-06i,-0.00071371-0.00065941i,-8.8913e-05-0.00026798i,0.00018016+0.00044465i,-0.00037914+0.00070609i,-0.0003344+0.001114i
0.0001094+0.00053052i,-0.00038376+0.00086616i,-0.00043987+0.0012318i,-0.00035766+0.00014634i,0.0002042+3.9627e-05i,0.00083359+0.00050374i,0.00087828-0.00061664i,0.001289-0.0006579i,0.0012008-0.00025055i,0.00020864+0.00029501i,-0.00039712+0.00092314i,-0.00016643+0.0011057i,4.6267e-05+0.0012355i,-4.1885e-05+0.0003005i,-0.00029713-0.00024722i,-0.00065838+0.00025719i,-0.00015213+0.00047742i,-5.1796e-05+0.00012747i,-0.00068597+0.00026426i,-0.0006814+0.00060676i,-0.00024288+0.00054053i,-0.00014123+0.00015279i,-5.7158e-06-0.00044666i
0.0009185-0.00055608i,0.00091195-0.00022508i,0.0013404-0.0012513i,0.0019415-0.0015879i,0.0017538-0.00071544i,0.00065981-0.00033524i,-0.00011533-0.00062849i,-0.00086771-0.00053951i,-0.00075029-0.00024206i,-7.8928e-05-0.00057568i,0.00042273-0.00015391i,-0.00029641+0.00086058i,-0.00085181+0.0017135i,-0.00044234+0.0017425i,-0.00020419+0.0003686i,0.00022384-0.00025835i,0.00065722-0.00084698i,0.00072309-0.00062499i,0.00079198-0.00015418i,0.00072167+1.7111e-07i,-0.00017589+5.4553e-05i,-0.00046261+4.5568e-05i,0.00021138-2.2943e-05i
-0.00033109+0.0014577i,-0.00097603+0.0012358i,-0.00015858+0.00061954i,3.0494e-05+0.00089529i,0.00023371-0.00025703i,0.00029408-0.0012516i,-0.00014332-0.0012541i,-0.00090596-0.00062185i,-0.0016064+0.00021764i,-0.0014221+0.00065262i,-0.0008624+0.0012083i,-0.00018226+0.0015698i,0.00045527+0.0016569i,0.00056637+0.00097818i,0.00062926+6.1028e-07i,1.5732e-05-0.00018337i,-0.0005049-0.00023993i,-0.00025814-5.5418e-05i,-0.00051969+0.00024694i,-0.00061839+7.4825e-06i,4.5402e-05-0.00030277i,0.00039845-0.00072649i,0.00045813-0.00077404i
-0.0006053+0.0027088i,-0.0005924+0.0035168i,-0.00050046+0.0037482i,0.00029437+0.0029076i,0.0010403+0.0014317i,0.0012939+1.8048e-05i,0.00078205-0.0015961i,0.00010294-0.0024257i,0.00031657-0.0013638i,6.2475e-05-0.00021045i,-6.4719e-05+0.0010176i,7.0081e-06+0.0014088i,0.00014047+0.0011717i,0.0001179+0.0011888i,-0.00056305+0.00062236i,-0.0010743-5.6392e-05i,-0.0010395-6.3237e-05i,-0.00056508+0.00018009i,-0.00070353-0.00024994i,-0.00036278-0.0006053i,-9.2824e-05-2.4788e-05i,-0.00034407-0.00010556i,0.00014727-0.00059015i
-0.00098781+0.00063902i,-0.00087429+0.00059503i,-0.0015468+0.00062555i,-0.00074462+0.00058668i,0.0003009+0.00051244i,0.0012717-0.00020251i,0.00056663-0.0007994i,-0.00062774-0.00057827i,-0.00082486-8.6472e-05i,-0.00017937+0.000217i,0.00010726-4.5504e-05i,-7.7753e-06+0.00061672i,-0.00018394+0.0018663i,-0.00030144+0.0014624i,-0.00057041+0.00059289i,-5.1988e-05+0.00038257i,0.0012444+0.00059714i,0.0014464+0.00053035i,0.00063147+0.00023426i,-0.0002935-7.6997e-05i,-0.00014533-0.00024102i,0.0006494+0.00049777i,0.00082077+0.0013288i
0.00031688+0.0031295i,-2.1083e-05+0.0033912i,0.00033777+0.0029735i,0.0013276+0.0017882i,0.0021021-0.00085299i,0.00071617-0.0023008i,-0.00024737-0.0019881i,0.00026293-0.00071572i,0.00028054-0.00040183i,0.0009196-0.00082666i,0.0014819-0.00041336i,0.0012369+0.0004318i,0.00093588+0.00048485i,0.00027057+0.00044803i,-0.00070254+0.00051251i,-0.0013516+0.00079605i,-0.001143+0.00094681i,-4.3281e-05+0.00070516i,0.00065614+0.00043975i,6.1583e-05+0.00098402i,-0.0007493+0.0010291i,-0.0011124+0.00061648i,-0.0003121+0.00013682i
-0.00055475-0.0004729i,-0.00069642-0.00087345i,-0.0011266-0.00029119i,-0.0011223+3.7397e-05i,-0.0001896+5.0506e-05i,0.00077182-0.00023759i,0.00059729-0.00044123i,-0.00041337-0.00084546i,-0.00077058-0.00057928i,8.8897e-05+0.00039212i,1.7348e-05+0.00076528i,6.7506e-05+0.00076529i,0.00044782+0.00058327i,0.00012958+0.00055099i,3.7807e-07+0.00023975i,-0.00034837-0.00015608i,-0.00033124-0.00047185i,-0.00071551-0.00061316i,-0.0010993-0.00061209i,-0.00052131-0.00084182i,0.00017377-0.00072091i,0.00034364-0.00051793i,0.00056815+0.00024411i
-0.0029906+0.0012194i,-0.0024155+0.0017053i,-0.0010775+0.0016615i,0.0003443+0.0010035i,0.0012068+0.00078214i,0.00087387+0.00038943i,0.00013754-0.00023569i,-0.0011176-0.00071329i,-0.001962-0.00041571i,-0.0019246+0.00075466i,-0.0010214+0.0011277i,-0.00021959+0.001355i,0.00081575+0.001961i,0.00090388+0.0012712i,-0.00013879+0.00015457i,-0.00056617-5.1303e-05i,-0.00032239-0.00038179i,-9.612e-05-0.00045386i,0.00039477-0.00015818i,0.00031339-0.00054694i,-0.00023601-0.00060513i,5.4706e-05+0.00012147i,-1.3869e-05+0.0005361i
0.0014389-0.0015282i,0.0016411-0.00071022i,0.00076312-0.00086824i,-0.00016401-0.00081146i,-0.00040376-0.00021553i,0.00042987+0.00016552i,0.00081303-0.00080403i,0.00045979-0.0020769i,0.00066396-0.00093801i,0.00043892+0.00012999i,3.5266e-06-0.00011181i,-7.1781e-05+0.00033422i,-0.00069137+0.0010856i,-0.0011026+0.00074834i,-0.0011005+0.00028513i,-0.0013147+4.7048e-05i,-0.00092533-0.00011672i,-5.848e-05-2.5892e-05i,0.0007661+0.00034279i,0.00081319+9.9714e-05i,-5.6317e-05+0.00011491i,-0.00054569+0.00049581i,-0.00070193-0.00013717i
0.00059771+0.0011307i,0.00045853+0.0011594i,-9.1973e-05+0.00044458i,-0.00031565-0.00045658i,-0.00027238-0.00054713i,-0.00058933-0.001337i,-0.00073184-0.0020765i,-0.0014712-0.0015003i,-0.0010635-0.00082569i,0.00039155-0.00010865i,0.00032841+0.00032948i,-0.00011913+0.00058291i,-0.00025969+0.00074436i,-0.00016464+0.00059816i,-0.00027648+0.00078739i,-0.0006883+0.00057311i,-4.967e-05+0.00034834i,0.0004599+0.00020798i,-0.00011792-0.00057826i,-0.00079086-0.00054916i,-0.0014022+0.0002173i,-0.0010757+0.00038537i,-0.00032214+0.00024679i
