-0.00087406-0.00025407i,-0.0020792-0.00023802i,-0.0032252+0.00078926i,-0.00305+0.0014502i,-0.0027262+0.00087922i,-0.002171+0.00087516i,-0.0014934+0.0021528i,-0.00041693+0.0031401i,0.0012841+0.0023918i,0.0024233+0.00080225i,0.0024406+0.00030514i,0.0019287+0.00070405i,0.00088151+0.00064348i,-0.00042071+0.00023353i,-0.00073075+0.00011312i,-0.00030527+1.3683e-05i,-0.00051816-9.15e-05i,-0.00056949-0.00027137i,-9.5781e-05-0.00055134i,0.00028982-0.00019362i,5.541e-05-3.8869e-05i,-0.00082302+0.00020787i,-0.00096378+0.00046973i
-6.7053e-05-3.1053e-06i,-0.0010818-0.001056i,-0.00069447-0.00026959i,0.00017858+0.00073319i,0.00047043+0.00060577i,0.00097128-0.00020437i,0.00064477-6.4704e-05i,0.00079762+0.00068223i,0.0012428+0.0010892i,0.0022399+0.00070861i,0.0026374-0.00026668i,0.002097-0.00054659i,0.0013548+0.00030743i,-3.3612e-05+0.0005041i,-0.00042762+0.00051414i,-0.00033537+0.00037646i,-0.0006353-0.00037367i,-0.00061182+0.00024047i,-0.00014956-7.7384e-05i,0.00037238-0.001781i,0.0001897-0.0013727i,-0.00022084+0.00040548i,-0.00089807+0.00066207i
0.0020665-0.00068964i,0.0013584-0.001004i,0.00059473-0.0013223i,0.00041336-0.0017212i,0.00028089-0.0012851i,-9.8046e-05+0.00028715i,0.0004143+0.00079191i,0.00039287+0.00078708i,0.00095741+0.00042066i,0.0012829-0.00061858i,0.00086191-0.0009069i,0.0007689-0.0003076i,-2.9048e-05-0.00037859i,-4.0651e-05-0.00068742i,0.00044054+0.00022055i,-0.00027518+0.00024565i,-0.00094518+6.6521e-05i,-0.00067845+2.5593e-05i,0.00057292-0.00050759i,0.00079811-0.00094177i,0.00020639-0.0010944i,0.00027778-0.00053886i,0.00010865+0.0002069i
0.00035522-0.00085026i,-0.00031723+0.00020576i,-0.00032356+0.00067143i,-0.00057802+0.00030675i,-0.00096651+0.00011987i,-0.00077796-9.8662e-05i,-0.00029203+0.00026261i,6.4875e-05+0.00057568i,0.00070946+0.00012123i,0.00079157-0.00041833i,0.0010879-0.0010576i,0.0017745-0.0014802i,0.0012124-0.00087915i,0.00097677-0.00038174i,0.00095203-0.00059445i,0.00038486-0.00098768i,3.7312e-05-0.0007288i,-0.0006333+2.1488e-05i,2.0603e-06+0.00048644i,0.00075287+0.00040983i,0.00026017+0.00016879i,-2.3871e-05+0.00032552i,0.00018975+0.00025096i
-0.00091332+0.0007066i,-0.00086488-0.00057042i,-0.0011882-0.00087785i,0.00020573-0.00010308i,0.00041337-0.00011385i,-0.00089032+0.00052505i,-0.0013323+0.0024616i,-0.00047061+0.0027364i,0.0007976+0.0013514i,0.0011859-0.00021246i,0.0012501-0.0007661i,0.0012796-0.00064411i,0.00060983-0.00083987i,7.0888e-05-0.00066562i,-0.00012639-0.00014871i,0.00019596+0.00052027i,0.00036888+0.00047263i,0.00028338-7.128e-05i,-0.0001819+0.00020358i,-0.00036082+0.00051148i,-0.00043535+8.1449e-06i,-0.00020664-0.00086807i,0.00027293-0.0014246i
-0.00058086-6.0995e-05i,-0.00059137-0.00069989i,-0.0012426+0.00013437i,-0.0012937+0.00030783i,-0.00032463+0.00034341i,8.7117e-05-9.3649e-05i,-9.3947e-05-0.00044548i,0.0001652+7.0746e-05i,0.00093074+0.00021832i,0.0015659+0.00055979i,0.001172+0.00036871i,0.00094187-0.00033409i,0.0011571-0.00044203i,0.00099125+0.00012524i,0.00020033+0.0005349i,-0.00040677+4.5942e-05i,-0.00029362+0.00016355i,-0.00084676+0.00037379i,-0.0010664+0.00035422i,-0.0001067+0.00030643i,0.00035618-0.00027576i,-8.7143e-05-0.00059777i,-0.0011936-0.00012065i
0.0024397-0.00085128i,0.0022375-0.00030047i,0.0016093-0.00010343i,0.001462-0.00061213i,0.00043941-0.0004638i,-0.0007918+0.00056565i,-0.00098403+0.0010062i,-0.00056811+0.00072244i,0.00081892+0.00010398i,0.0021793-0.00030806i,0.0024079-0.00077037i,0.0027047-0.0012467i,0.0027217-0.00039491i,0.0014122-0.00016769i,0.00014862-0.00028085i,-0.00020972+0.00059169i,-6.6407e-05+0.00036337i,0.00048961+0.00031059i,0.00045503+0.0012137i,-0.00016416+0.00070833i,-9.3228e-05-0.00025183i,-0.00015644-0.0011248i,-0.00045946-0.0017039i
-0.00060726-4.1399e-05i,-0.00047801-0.00071831i,0.00026257-0.00015511i,0.00010867+0.00044483i,-3.2338e-05+0.00010562i,6.8089e-05+9.6963e-05i,0.00028032+0.00071374i,0.00013173+0.00055959i,0.00052737+7.1222e-05i,0.0013586-0.00083882i,0.0015111-0.00144i,0.0016659-0.001545i,0.0012539-0.0015803i,0.00072709-0.00091203i,0.00074966-0.00080637i,-0.00014095-0.00076872i,-0.00035922+0.00013802i,0.00029755+0.00055306i,0.0010197+0.00023758i,0.0011951-0.00018393i,0.00040346-9.6457e-05i,-0.00047827+0.00022971i,-0.00026995+0.00034315i
0.00013704+0.0011509i,-0.00058282+0.0010957i,0.00057566+0.00075851i,0.0018058+0.00027756i,0.0018515+0.0003844i,0.0013451+0.00055051i,0.00049886+0.0012996i,0.00046175+0.0018305i,0.0014575+0.0011966i,0.0016433-0.00033345i,0.0017808-0.0014908i,0.0020178-0.0012166i,0.0011243-0.0014472i,0.00023683-0.0015263i,0.00061667-0.00029273i,0.00019395+0.00032571i,-0.00080925-0.0007421i,-0.00047332-0.0010132i,-0.0008306+0.00018097i,-0.00087525+5.586e-05i,-9.4615e-05-0.00030954i,-0.00029471-0.00019416i,0.0006787-0.0005942i
0.0010524-0.0011506i,0.00095275-0.0029011i,0.0014111-0.0020526i,0.00080448-0.00085732i,0.00012494-0.00053915i,-0.00088441+1.0274e-05i,-0.0015183+0.00095179i,-0.0003247+0.0010121i,0.00035505+0.00041226i,0.00042506-0.00022257i,0.0013426-0.0007709i,0.0018337-0.0012363i,0.00095941-0.0014972i,0.00036463-0.0013672i,0.00017199-0.00072462i,-0.00046797-0.0001759i,-0.00061698-0.00026995i,-0.00081286-0.00065517i,-0.00077908-0.00068845i,-0.00044706-0.0005336i,-0.00096127-9.0568e-05i,-0.00059088+0.00011276i,0.00033407+5.2727e-05i
0.0013254+0.00016719i,0.0017974-0.00011095i,0.0016175-0.00043676i,0.00059937-0.00073358i,-0.00059215-0.00080094i,-0.00098469-0.00039216i,-0.00091292+0.00046189i,-0.00046756+0.0005063i,0.00077072+0.00014454i,0.001762-0.00044827i,0.0019635-0.00094016i,0.002539-0.00066752i,0.0017062-0.0013028i,-0.00039805-0.0012992i,-1.1629e-05-0.00026652i,0.00079964-0.00016611i,0.00061223-0.00047453i,0.00087456-0.00032185i,0.0010478-0.00018212i,0.0001668-0.00054309i,-0.00064579-0.00076073i,-0.00032183-0.00062747i,0.00014802-0.00011784i
-0.0013514-0.00094975i,-0.00086767-0.00013117i,-0.0011941-0.00014224i,-0.0012473-0.00062568i,-0.00078113+0.0004438i,-0.0002643+0.0010223i,0.00034643+0.0013751i,0.00088864+0.0015901i,0.0016302+0.00022851i,0.0018149-0.00069474i,0.0021764-0.00055956i,0.0023767-0.0012303i,0.0015535-0.0017614i,0.00026599-0.0010083i,-4.6029e-05-0.00081625i,0.00037636-0.00073054i,0.00081473-0.00014083i,0.000422+0.0002417i,0.00019269+0.00029556i,0.00060718+0.00022981i,0.00089257+0.00047351i,0.00042602+0.00022876i,1.8425e-05-0.00049814i
-0.00022933+0.00082864i,0.0002264+0.00088009i,0.00025592+0.00095234i,0.00037405+0.00049813i,0.00021012+0.00040509i,-0.00026795+0.0011643i,-0.00055732+0.0013223i,6.0057e-05+0.0010686i,0.00088743+0.00063391i,0.00089321-0.00014822i,0.00084863-0.00033193i,0.00063916-0.00049323i,9.8961e-05-0.001026i,-0.00061693-0.000843i,-0.00076378-1.6075e-05i,-0.00040107+0.00011531i,0.00032584-4.2701e-05i,0.00092361+0.00043133i,0.0012949+0.00050735i,0.0013544-0.00032299i,0.00030224-0.00073498i,-0.00053644-0.00038913i,0.00039475-7.1311e-05i
-9.6503e-05+0.00044012i,0.00082688-0.00029519i,0.00020624-0.0012287i,-0.00022634-0.0002875i,0.00044885+0.00030931i,0.0010456+0.00053456i,0.00067855+0.00041604i,-0.00015466+0.00020766i,0.0006398+0.0010592i,0.0015452+0.0015562i,0.00076103+0.00090104i,0.00057578+1.7351e-05i,0.001303-0.00047731i,0.00096654-0.00046685i,9.4312e-05-0.00037331i,-4.272e-05-0.00015742i,-0.00017561-0.00046074i,-0.00019725-0.00085702i,-0.00043409-4.1712e-05i,-0.00077539+0.00039082i,-0.00053583+0.0002734i,-6.0139e-05+0.00045268i,7.9006e-05+0.00041599i
-0.00067492+0.0033072i,-0.001328+0.0033998i,-0.00036659+0.0021467i,-0.00014251+0.0012014i,-0.00051031+0.00088325i,-0.00077924+0.0010956i,-0.0013287+0.00079779i,-0.0012188+0.00035883i,3.4534e-06+2.5528e-05i,0.0014603-0.00022328i,0.0021061-0.00038751i,0.0014044-0.00040292i,0.00079255+0.00033282i,0.0010999+0.00073207i,0.00078969-4.5846e-05i,0.00012134-0.00044153i,-0.0007659-0.00029688i,-0.00070144-0.00059225i,9.3001e-05+0.00035281i,0.00053846+0.00054757i,0.00097003+8.3518e-05i,0.00058541-0.00044385i,0.00018762-0.00032082i
-0.0020669-0.001376i,-0.0023563-0.002138i,-0.0027588-0.001254i,-0.0021514-0.00012027i,-0.0012711-2.281e-05i,-0.00063408+0.00031161i,-0.00066423+0.00062898i,-0.00039265+0.0010304i,8.0879e-05+0.00073753i,0.00071645-0.00023853i,0.00143-0.00066225i,0.0021336-0.00079919i,0.0017098-0.00052113i,0.00072872+2.9616e-05i,6.3244e-05+0.0001115i,-0.00078656-0.00027782i,-0.00082464-0.00031004i,-0.00055343-0.00036589i,-5.6044e-05-0.00022209i,0.0003385-0.00016123i,0.00017098-0.00014029i,-0.00034657-0.00013806i,-0.00091663-4.6319e-05i
0.001076-0.0010503i,0.0015615-0.0018215i,0.0017687-0.0018645i,0.0015163-0.00058616i,0.00083704+0.00031304i,-0.00013553+1.5051e-05i,-0.00048261+0.00010923i,0.00022233+0.00089122i,0.0016626+0.0018811i,0.00224+0.0013856i,0.0020661-0.00014149i,0.0017452-0.0010042i,0.0011821-0.00090609i,0.00038299-4.5295e-05i,-0.00025411+0.00027153i,-0.0012276-0.00030074i,-0.0009309-0.00063517i,5.4691e-05-5.3869e-05i,0.00025797+0.00013548i,0.00021842-0.0001732i,-0.00022292-0.00028662i,-0.00046005-0.0001486i,-0.00099893+5.7198e-05i
0.00042035+0.0011691i,0.00076393+0.0014889i,0.00052399+0.0012622i,-0.00035746-2.1476e-05i,-0.00086369-0.00048668i,-0.00076988+0.00013959i,-0.0012266+0.00061095i,-0.00057945+0.00058092i,0.0011265+0.00028339i,0.0021893+0.00047251i,0.002374+8.764e-05i,0.0020739-0.00052171i,0.0013454-0.0008561i,0.00042757-0.00091304i,-0.00022083-0.0002048i,-0.00043426+0.00021245i,-0.00011937+4.7885e-05i,0.00022712-0.00027315i,0.0007708-0.0001879i,0.00091916+0.00020665i,0.00011458+0.0003335i,-0.00035308-5.551e-06i,-0.0005301-0.00076795i
0.00076073-0.0011594i,0.00041186-0.0011382i,0.0011399-0.00058336i,0.001369+0.00023942i,0.00024765+0.00047522i,-0.0010762+0.00023535i,-0.0010727+0.00023302i,-1.4955e-05+0.00059524i,0.001149+0.00047056i,0.0016015-0.00051462i,0.0015157-0.001445i,0.0017864-0.0012076i,0.0017819-0.00072084i,0.0008525-0.00090496i,5.134e-05-0.0007534i,-0.00049132-0.0003896i,-0.00064203-0.00032218i,-0.00032667-0.00026581i,0.00020124+0.00024492i,0.00051901+0.0007612i,0.00045173+0.00033759i,0.00047795+0.00031842i,0.00052375+0.0011905i
0.00189-0.0045293i,0.0027592-0.0053448i,0.0014902-0.0051796i,0.00044388-0.0036768i,-0.00036565-0.0017543i,-0.0010709+0.00061064i,-0.00053016+0.0014737i,0.00066405+0.00072335i,0.00047862+0.00024758i,0.00050439+0.00017989i,0.0014939-0.00033842i,0.0011642-0.00094578i,0.00010598-0.00091444i,-0.00039138-0.00016452i,-0.0002241+0.00039668i,0.00038195+0.00025495i,0.00020206-0.00036986i,-0.00064831-0.00037366i,-0.00040841+0.00021075i,0.00036177+0.00079987i,-0.00024864+0.00078473i,-0.00092912+0.00030091i,-0.00099864-0.00018692i
0.0013457-0.00014617i,-7.4413e-05+0.0010442i,-0.00085095+6.9196e-07i,-0.00017356-0.00094175i,-4.984e-06-0.00017944i,-0.00050185+0.00037288i,-0.00053831+0.0002973i,0.00019683+0.00029603i,0.0010413+0.00044011i,0.00070447+0.00046264i,0.0010243-6.5657e-06i,0.0017283-0.00032118i,0.0011984-0.00035124i,0.00026702-0.00035323i,-0.00028707-0.00017381i,3.5895e-05+0.00014269i,0.00056885+0.0001693i,0.00053837+0.00036556i,-2.3908e-05+0.00090533i,-0.00048754+0.00053698i,0.00013845-0.00089112i,0.00068484-0.0011908i,-1.1122e-06-0.00048138i
-0.0019238-0.0020372i,-0.0022486-0.0026047i,-0.003611-0.001836i,-0.0032769-0.0010339i,-0.0020479-0.00027769i,-0.0013897-0.00028423i,-0.00024349-0.00017917i,0.0012079+0.00040242i,0.0021192+0.00066002i,0.0016423+0.00056664i,0.00032832+0.0001141i,0.00041885-0.00058232i,0.00070042-0.00079344i,0.00024105+0.00021846i,0.00031604+0.00039669i,0.00056042+0.00022104i,1.8645e-05+0.00078722i,-0.00030033+0.00037267i,0.00014476+5.9644e-05i,-0.00034639+0.00053182i,-0.00073821+8.9844e-05i,-3.6639e-06+0.00029144i,0.00035318+0.0008407i
-0.0015961+8.6575e-05i,-0.00060934+2.7724e-05i,-0.00047849+0.00055392i,-0.00040794+0.0018109i,0.00073526+0.0016781i,0.00047512+0.00045571i,-0.00043378-1.2888e-05i,0.00022561+0.00022359i,0.0011993+0.00090833i,0.0015752+0.00054916i,0.0018151+2.1262e-05i,0.001338+0.00023614i,0.00094001+0.00021955i,0.00072377-1.2206e-05i,0.00051518-5.8137e-05i,0.00010769-0.00052752i,-2.9998e-05-0.00064348i,-3.2327e-05+2.1927e-05i,-4.8383e-05+0.00048042i,9.3697e-05+0.00034593i,-0.0001638-0.00079398i,-0.00075418-0.00097357i,-0.00031739-0.00016988i
0.00085007-0.0023074i,0.00025876-0.0021593i,0.00016425-0.0024688i,0.00010601-0.0010449i,9.948e-05+4.3756e-05i,-0.00011527+0.00026775i,-4.9523e-05+0.00088002i,6.9501e-05+0.0015181i,-6.6987e-05+0.00098071i,0.00088956+0.00034209i,0.0018663+0.00042013i,0.0017175+0.00033517i,0.00085684-8.0808e-06i,-0.00015191-0.00040643i,-0.00019718-6.0787e-05i,0.00034904-0.00026034i,1.517e-05-0.0003246i,-0.0003039+0.00025304i,0.00015606+0.00030793i,0.00015046-0.00029883i,-0.00025345-0.00081232i,-2.6221e-05-0.00047512i,0.00038671-0.00070772i
-0.0015275-0.00052441i,-0.0011756-0.00097725i,-0.00026117-0.00010981i,-0.00026451+0.00049928i,-0.0009894+0.00051135i,-0.00080798+0.00064802i,-0.00037488+0.00041333i,-0.00017022+0.00080658i,0.0013057+0.0014015i,0.0019437+0.00069796i,0.001218-0.000323i,0.00095958-0.00071208i,0.0011004-0.00014719i,0.00057784+5.6907e-05i,-0.00044074-0.00012601i,-0.00044658-9.6717e-05i,0.00041371+4.0934e-05i,0.00082497-0.0003186i,0.00016119-0.00063915i,-0.00033467+0.00016805i,-0.00054434+0.00026342i,-0.0006111-2.5621e-05i,-0.00090462-6.0295e-05i
0.00061953-0.0015271i,0.0014905-0.0014629i,0.001873-0.0013613i,0.00018664-0.00092438i,-0.0012075-0.00057568i,-0.00046592+5.7062e-05i,-0.00033111+0.00056808i,-0.00020691+0.00072629i,0.00089919-0.00019185i,0.0017363-0.0014669i,0.0019413-0.0019042i,0.0016312-0.0018778i,0.00064075-0.00078103i,-0.00040817+7.9466e-06i,-0.0009099-0.00058257i,-0.00025404-0.00062237i,0.00084936-0.00011829i,0.001482+0.00031676i,0.001077+0.00083298i,0.00044542+0.00040797i,0.00018998+0.00022961i,0.00032928-6.4524e-05i,0.00084749-0.00059259i
-0.0013879-8.3415e-05i,-0.0024882-7.0705e-05i,-0.0029176+0.00028844i,-0.0013723-0.00029739i,-0.00012354-0.00051921i,-0.00050947-0.0008581i,-0.001003-0.00064015i,-0.00014903-0.00031938i,0.00075592+5.4649e-05i,0.0012729+0.00016444i,0.0021018+0.00019217i,0.0017817+0.00027729i,0.0010423-1.6598e-06i,0.00037208+0.00019664i,-0.00051616-8.8507e-05i,-0.00042304-0.00067448i,-0.00038024-0.00048075i,-0.0004595+0.00029969i,-0.00070404+0.00032319i,-0.00069632-9.6456e-05i,-0.00046272-0.00020072i,-0.0005492-0.00055395i,-0.00053185-0.00094683i
0.00084078-0.0017264i,0.00016722-0.0011939i,-0.00086047+7.0307e-05i,-0.00088393+0.00094975i,-0.00050137+0.00043028i,-0.00071855+0.00030858i,-0.00066669+0.0012235i,0.00011957+0.0017358i,0.00052099+0.0015395i,0.0012699+0.00051097i,0.0018577-0.00037329i,0.0011953-0.00037701i,0.00065325-9.4522e-05i,0.000726+0.00034683i,0.00039926+0.00032729i,0.0003682+8.4878e-05i,7.6389e-05+0.00038199i,1.0938e-05+0.00094487i,0.00036688+0.00087362i,3.9733e-06+0.00028832i,-0.00045424-0.00040405i,-0.00041082-0.00081295i,-0.00018105-0.00041474i
0.001852+0.0017033i,0.002077+0.0012195i,0.0010178-1.2471e-05i,0.00017651-0.001491i,0.00026645-0.0011141i,0.00031755-0.00022086i,-0.00010734-7.1997e-05i,0.00017521+0.00081976i,0.0012372+0.00070325i,0.0015847-0.00022072i,0.0019247-0.00013227i,0.0021988-0.00053682i,0.0014254-0.0016513i,0.00082789-0.0014974i,0.0010817-0.00059346i,0.00083023+0.00038089i,-0.00031081+0.00083642i,-0.00023109+4.0769e-05i,0.00037404+0.00010908i,0.00014466+8.1832e-05i,-0.00026358-0.00080195i,-0.0001289-0.0014384i,0.00091965-0.0017164i
-0.0014366-0.00014554i,-0.0015713-7.4335e-05i,-0.0010279-0.00035908i,-0.0011878+0.00020361i,-0.00066149+0.00042947i,0.0002402-0.00021893i,0.00068617+0.00025332i,0.00071128+0.0011766i,0.00062011+0.0010833i,0.00088192+0.00017566i,0.0016858-0.00033501i,0.0022274-8.0971e-05i,0.0022702-0.00043839i,0.0018467-0.00052974i,0.0015828-3.2813e-05i,0.00087094+0.00015564i,-8.8369e-06+5.4978e-05i,-0.00043468+0.00040962i,-0.00056334+0.00046287i,-0.00033138-0.00033261i,-0.00012697-0.00067083i,0.00039764-0.00041159i,0.00079228-0.00040889i
-0.0010581-0.00080012i,-0.00094291-0.001959i,-0.0014511-0.0016348i,-0.001446-0.001143i,-0.0014059-0.0004842i,-0.0011253+2.5133e-05i,-0.00043411+0.00026867i,0.00039506+0.00092101i,0.00072462+0.0010349i,0.0015435-3.8044e-05i,0.0021332-0.0010746i,0.0021711-0.00059452i,0.0013905-0.00011101i,-0.00025049-0.00020752i,-0.00092892-0.0010421i,-0.00052711-0.0012631i,-0.0002621-0.00025144i,0.00035773+0.00026248i,0.00059062+0.00045546i,-0.00043121-7.0162e-05i,-0.00048849-0.00072896i,0.00025862-0.0010939i,6.1935e-05-0.0013732i
0.00089609+0.0011002i,0.0017872+0.00083939i,0.0016919+8.4493e-06i,0.00041864-0.00097748i,-0.00011589-0.0013809i,-0.00058676-0.0011387i,-0.00067078-0.00074901i,0.00010356+1.3731e-05i,0.00084854+0.00051231i,0.0015398-0.00015494i,0.0018662-0.00095964i,0.0012359-0.00047318i,0.0010278-0.00011473i,0.00078402-7.0417e-07i,0.00057687+0.00030982i,-0.00046297+0.0004636i,-0.0010512+0.0005559i,-0.00080837+0.00086363i,-0.0013206+0.00051268i,-0.0013315-7.4717e-05i,-0.00040666-0.00046645i,7.363e-05-0.00047934i,-0.00023288+5.5811e-05i
-0.0018665+0.00066146i,-0.0026856+0.0018721i,-0.0034868+0.0028357i,-0.0029488+0.0030797i,-0.0015093+0.0026378i,-0.00070495+0.0016358i,-0.00074612+0.0014056i,-0.00011691+0.00094274i,0.0015405+0.00092534i,0.0022924+0.0010832i,0.0018809+0.0006623i,0.00098413+0.00016061i,0.0005979-0.00037862i,0.00060496-0.00042857i,-0.00014009+0.00014973i,-0.00039307+0.0003672i,5.7197e-05+3.9093e-05i,0.00027013+0.00039005i,3.5059e-05+0.00077201i,6.692e-06+9.5999e-05i,0.00014257-0.00011825i,-0.00015194-0.00026514i,-0.00041954-0.00055393i
0.00034981+0.00015025i,0.00062147-0.00038975i,0.0010347-0.0020821i,0.0010658-0.0030573i,0.00039107-0.0021645i,-0.00029955+0.00013155i,0.00042793+0.00083178i,0.00078442+0.00027463i,0.0010253+0.00015551i,0.0018808+0.00010124i,0.0024907-0.00034013i,0.0020704-0.00022633i,0.0013795-0.00033661i,0.0013594-0.00049903i,0.0010991+7.1056e-05i,-3.6872e-06+0.00069407i,-0.00025886+3.2148e-05i,0.00028256+8.0591e-05i,-0.00010061+0.00090761i,-0.00029398+0.00086656i,0.00051469+0.00015844i,0.00066386-0.00026261i,-0.00016109+6.7981e-05i
-2.851e-05+0.0012112i,4.29e-05+0.0013495i,0.00046479+0.00097028i,0.000124+0.0011998i,-0.00033793+0.0011563i,-0.00059323+0.0010875i,-0.00088977+0.00087513i,-0.00022207+0.00052328i,0.001225+0.00098177i,0.0017144+0.0011901i,0.001139+0.0006151i,0.00052236-0.00011142i,-0.00023315-0.00084766i,-0.00080176-0.0010497i,-0.00038855-0.0004377i,0.00056833-0.00011363i,0.00031288+0.00027071i,-0.00041821+0.00041171i,-0.00049701-2.1184e-05i,-0.00072636-0.00049742i,-0.00064933-0.00010288i,-0.000506-0.00049924i,-0.00069831-0.0014335i
-0.00032279+0.0011106i,-0.00091212+0.00094529i,-0.00077552+0.0012824i,-0.0002731+0.00097466i,-0.00031064-0.00022042i,-1.9764e-05-0.0010078i,-4.0351e-05-0.0013742i,-0.00065233-0.00031041i,8.2299e-05+0.00079926i,0.0010839+0.00067146i,0.0015704+0.00033397i,0.0012496+0.00029219i,7.7305e-06+0.0002239i,9.8692e-05+7.2087e-05i,0.00035032+0.00017521i,-0.00011028+0.00044061i,-0.00015141-0.00020071i,-0.00033913-0.00035506i,-0.0010629+0.00053221i,-0.0009413+0.00079335i,-0.00031724+0.0005165i,7.42e-05-0.00021867i,0.00042515-0.00024292i
0.00031704+0.00075778i,0.0012328+0.0011496i,0.0021997+0.0008062i,0.002308+0.00054755i,0.0014796+0.00076431i,-0.0002782-0.00012713i,-0.00098341-0.00027745i,7.7577e-05+0.00031267i,0.0010457+0.00050187i,0.0020249+0.00048726i,0.0020584-3.4623e-05i,0.0016232-0.00039417i,0.0013531-7.5443e-05i,0.0007801-7.3788e-05i,0.00031733-0.00060468i,4.5045e-05-0.00084952i,-9.9266e-05-3.3183e-05i,-0.00034726+0.00077786i,-0.00077726+0.00064158i,-0.00028952-8.3699e-05i,-0.00012051-0.00016042i,-0.00013095+0.00066705i,0.00027877+1.9967e-05i
-0.0003995-0.00075889i,0.00043371-0.00077729i,0.00078766-7.3805e-05i,0.00012097-0.00015745i,-0.00047669+0.00019509i,-0.00063345+0.0004174i,-0.00061856-0.00013101i,-8.5559e-06+0.00055432i,0.0010536+0.0011093i,0.0014765+0.00025407i,0.0016318-0.00036589i,0.0011702-0.00043541i,0.00032219-0.00071489i,0.00038889-0.00073561i,-0.00014788-0.00086312i,-0.00041443-0.0012041i,0.00048268-0.00075576i,0.00010419-0.00025676i,-0.00055869+0.00022507i,0.00018566+0.00037323i,0.00045156+5.3507e-05i,4.8035e-05-8.4584e-05i,-0.00046561+3.8936e-05i
0.0012228-0.00052442i,0.0010158-0.0011794i,0.0010788-0.0010542i,0.0007197-0.00020511i,-0.00038813-0.00054159i,-0.00072009-0.00040562i,-0.00048196+0.00011018i,-0.00021341+0.00032324i,0.00057392-1.2222e-05i,0.0011796-0.0006512i,0.001614-0.00085227i,0.0016495-0.00038121i,0.0013098-0.00076092i,0.00061506-0.0011476i,9.6306e-05-0.00059666i,-0.00015836+2.3548e-06i,-0.00053603+0.00012487i,-0.00031717+5.9482e-05i,-0.00045388+0.00073083i,-0.00028169+0.00042473i,0.00039662+0.00034514i,0.00020874+0.00065069i,-0.00048365+0.00074468i
0.00052553-0.00064474i,0.001085-0.00077305i,0.0013331+0.00022718i,0.00072574-7.926e-05i,0.00025827-0.00015781i,-0.00062684+8.0548e-05i,-0.0011249+0.00025978i,-0.00070316+0.00086838i,0.00043979+0.0011208i,0.0014879+0.00068723i,0.0013383-0.00096048i,0.00076478-0.0010916i,0.00065074-0.00056166i,0.00070423-0.00067392i,0.00010107-0.00084923i,3.2524e-05-0.0013541i,0.00020197-0.00071461i,-0.00053275+2.3657e-06i,-0.00043534-9.1052e-05i,-0.00014692-3.6205e-05i,-0.00048293+8.4533e-05i,-0.00091313-1.641e-05i,-0.00067655-0.00033089i
0.0019417-0.00041024i,0.0027619-0.00090575i,0.0023-0.00088458i,0.0011105-0.00091457i,6.5913e-05-0.00070552i,-0.00070008+0.0005851i,-0.00042777+0.00091746i,0.00066982+0.00075875i,0.0017248+0.00063503i,0.0016557+7.5911e-05i,0.001377-0.00049204i,0.0014707-0.0005783i,0.00075109-0.00091223i,0.00019489-0.0012069i,-0.00056448-0.0015432i,-0.0011042-0.0010326i,-0.00050742+0.00034591i,-0.00041793+0.0013829i,-0.00061212+0.00074179i,6.294e-06+0.00015296i,0.00047431+5.6051e-05i,3.8307e-05-0.00042245i,-0.00077074-0.00073391i
0.0015691-0.00024882i,0.00096113-0.00063104i,0.00091282-0.00033855i,0.00037654+0.00021062i,-0.0010075+0.00046772i,-0.0013671+0.0010786i,-0.00065096+0.0012375i,0.00020034+0.00095825i,0.0011649-0.00036216i,0.0018687-0.001733i,0.0017026-0.0013718i,0.0014371-0.0010434i,0.0011062-0.0010739i,0.00061308-0.0010209i,-0.00021514-0.00068831i,-0.00040208-0.00085238i,5.7255e-05-0.001472i,0.00027702-0.0015262i,0.00078453-0.00040081i,0.00042888+0.0003901i,-0.00042145-0.00050686i,-0.00066533-0.0010872i,-0.0011395-0.00045205i
-0.00037141-0.0017203i,-0.00098637-0.0031087i,-0.0012508-0.0035987i,-0.0014239-0.0020133i,-0.00061189-0.00055486i,-8.8801e-06-0.00029793i,-0.00058613-0.00012761i,-0.00014768-0.00013971i,0.0010592-9.2193e-05i,0.0012766-0.0002844i,0.0010285-0.00078173i,0.00083435-0.00059306i,0.00063365-0.00023435i,6.992e-05-0.00026302i,-4.9848e-06-0.00027651i,0.00026501+0.00086772i,-0.00023931+0.00097779i,-0.00082803-0.00024569i,-0.00054478-0.00052654i,-0.00058086+0.00023094i,-0.0008363+0.00021317i,-0.00077366+5.0744e-05i,-0.00091691+0.00046421i
0.00089523-0.00063738i,0.0025343-0.00077613i,0.0025577-0.0011185i,0.0015264-0.00093391i,0.00021332+0.00033575i,-0.00057649+0.0011774i,-0.00029848+0.0010129i,-0.00018286+0.00067594i,0.00024125+0.00090567i,0.00021306+0.0005397i,0.00012363-0.00032393i,0.00045595-0.00035397i,0.00088334-0.00020384i,0.0010651+0.00016516i,0.00034539-2.2141e-05i,-0.00054647-0.0002226i,-0.00045306-5.2388e-05i,-0.00026673+0.00068383i,-3.1225e-07+0.0012005i,-4.1223e-05+0.0012421i,-8.8187e-05+0.00066956i,-8.7543e-06-0.00068808i,9.1714e-05-0.0011789i
