-0.00026261+0.0016713i,-0.0005717+0.0008461i,-0.00042029+6.9511e-05i,0.00095847-0.00062921i,0.00078685+0.00016541i,-0.00086356+0.001187i,-0.0010115+0.00093552i,-7.7417e-05+0.00069362i,0.00025472+0.0012438i,0.0004008+0.00091668i,0.0002695-0.00030297i,0.00053186-0.0014216i,0.0010556-0.0011312i,0.00063596-0.00081858i,0.00042384-8.4834e-06i,-0.00029387+0.0004036i,-0.00092345+0.00069338i,-0.00073238+0.0010238i,-0.00039723-0.0001538i,4.194e-05-0.00059182i,5.7272e-05-0.00012694i,-0.00049202-9.9425e-05i,-0.0003539-0.00040569i
-0.00020183-0.00087261i,-0.001513-0.00099165i,-0.00030812-0.00036239i,0.0012129-0.00061263i,0.00082756-0.00060971i,-0.00043067-0.0011057i,-0.0011786-0.0017715i,-0.00050708-0.00059126i,5.8068e-05+0.00050677i,-5.8363e-05+0.00055743i,7.768e-05+0.00026964i,0.00087107-0.00012232i,0.0013428+0.00010257i,0.0014432+0.00011252i,0.001195-0.00015678i,0.00081228+0.00056471i,0.00057718+0.00021501i,0.00052612-0.0005321i,0.00046045-0.00047489i,0.00020266-0.00022862i,4.3964e-05-0.00040964i,-0.00030244-0.0010881i,-0.00021376-0.0009682i
0.00049933+0.0021488i,0.00080459+0.0010943i,0.0003327+0.0015617i,-0.00021303+0.0011171i,0.00014813-0.00020462i,-0.00040538+7.9459e-05i,-0.00097432+0.00045282i,-0.0006865+0.00065561i,-0.00024999+0.0012156i,0.00015864+0.00022451i,0.0005439-0.00063145i,0.00066698+0.0003388i,0.0011339+0.00088253i,0.001188+0.00036644i,0.00062992+0.00014319i,0.00053405+2.4982e-05i,0.00071648-0.00040357i,0.00036018-0.00053582i,0.00027215-0.00083428i,0.00037495-0.00014945i,-0.00027236+0.00068506i,-0.00060961+0.0003557i,-0.00072002+0.00022505i
-0.00044671+0.00066603i,0.00014011+0.001074i,0.0010272+0.0011407i,0.0011469+0.0011326i,-0.00019938+0.00039059i,-0.00059729-9.6791e-05i,-0.00021811-0.00039926i,-0.0003149-0.00031067i,-0.00013539+0.00050308i,0.00078766+0.00094058i,0.0017113+0.00014512i,0.0015943-5.9539e-05i,0.0012983+0.0010142i,0.0011138+0.0013624i,0.0007876+0.0011045i,0.00068861+0.0010647i,0.00059547+0.00053002i,0.00073698+0.00024208i,0.00094346+4.4771e-05i,0.00079427-0.00029128i,-0.00028594+0.00036962i,-0.00085009+0.00064582i,-0.00070058+0.00031309i
-0.00028693-0.0002136i,-0.0018201+0.00023181i,-0.0013659+0.00067438i,-0.0011632+0.00018317i,-0.00096741-0.0011082i,2.5879e-05-0.0013237i,6.7395e-05-0.00093904i,-0.00055838-0.00041693i,-0.00088182+0.00054843i,5.5118e-05+0.0006965i,0.0013807-0.00011581i,0.0013591+0.0002032i,0.00056606+0.000453i,0.00036052+3.752e-05i,0.00066795+0.00062787i,0.00027809+0.00075888i,0.00014674-0.00017046i,0.00034675-0.00055898i,-0.00018461-0.00062925i,-0.00022471-0.00035532i,5.2328e-05+0.00030225i,-0.00020864+0.00033328i,-0.00039782-0.00032194i
0.0003217-0.0021514i,0.00068194-0.0033897i,0.00090555-0.0033334i,-4.2942e-05-0.001132i,-0.0012172+0.00066261i,-0.00096024+0.0010098i,-0.00082538+0.00069064i,-0.00095799-0.00014954i,-0.00031048+4.5776e-05i,0.00010176+0.00094853i,-0.00038898+0.00043712i,-0.00025658+0.00010894i,0.00053769+0.00040811i,0.00053767+0.00099709i,0.00031888+0.00082282i,-0.00031566+0.00081673i,4.8357e-05+0.0011431i,0.00064033+0.00094353i,0.0001001+0.00035114i,-0.00037525-0.00036122i,-0.00058446+0.00029007i,-0.0002375+0.00074501i,0.00018485+0.00023157i
0.0016841+0.00081611i,0.0025477+0.001082i,0.0027908+0.0019165i,0.0021754+0.0014781i,0.0012908+0.00018914i,0.00058996-6.6097e-05i,-0.0001187+0.00067736i,-6.8196e-06+0.00086748i,0.00048183+0.00041617i,0.00069011+0.0006735i,0.00077934+0.00073356i,0.0015406+0.00034547i,0.0018215+0.00122i,0.0016091+0.0014693i,0.00035685+0.0004943i,-0.00089454-0.00025129i,-0.00023947+0.00018774i,0.0011413+0.00048969i,0.001338+0.00055209i,0.00047905+0.0005519i,0.00021329-8.0831e-06i,0.00054358-0.00040723i,0.00093633+6.7186e-05i
-0.00016518+0.0022702i,-0.0008341+0.0018706i,-0.001376+0.0015332i,-0.0015744+0.00055419i,-0.0017286-0.00013476i,-0.0018726-0.00041938i,-0.0014584-0.00027616i,-0.00086406-4.9414e-05i,-0.00050652+0.0007579i,0.00048344+0.00054086i,0.0015827+0.00011711i,0.0017606+0.00043099i,0.0014541+0.00085612i,0.0013063+0.00073913i,0.0015297+0.00034729i,0.0013538+0.00045097i,2.7939e-05+0.00086195i,-0.00081338+0.00087893i,-0.00037226+0.00094937i,0.00032306+0.00071653i,0.00054889+0.00048247i,0.00074136-0.0001995i,0.00090407-0.00028534i
-0.00067026-0.0017254i,-0.00046149-0.0012715i,-0.00084268-0.0005968i,-0.0014252+0.00068936i,-0.00097211+0.0013592i,-0.00055825+0.00055434i,-0.00052407-0.00036057i,-0.00055261-0.00046066i,-0.00019998-0.00035919i,0.00056378-0.00027136i,0.00041528+0.00014598i,0.00030038+0.00033785i,0.0011121+0.00066738i,0.0010861+0.0013977i,0.00059272+0.0018898i,0.00026336+0.0011097i,-0.00011142+0.00026972i,0.0002659+8.8455e-05i,0.00032055+0.0002723i,-0.00050564+0.00049772i,-0.00026267+0.00018698i,9.2395e-05-0.00017088i,0.00025123-9.7862e-05i
0.00044741-0.0009801i,-0.00061422-0.0013198i,-0.00026795-0.0017014i,0.00026092-0.0013132i,-5.6219e-05-0.00049217i,-0.00033034-0.0002764i,-0.00026497-0.00031247i,-0.00023768-0.00029553i,-0.00026457+5.0873e-05i,0.00060702+0.00031608i,0.00078611+0.00032615i,-0.00018374+0.00049323i,0.00017046+0.00031244i,0.0006335+0.00044763i,2.2171e-05+0.00042137i,-0.00030914-1.7747e-05i,0.00077003-0.00034833i,0.0012197-0.00024818i,0.00023862-9.7975e-05i,-0.00010747-0.00014259i,-0.00023486+9.0981e-05i,-0.0003252+1.8963e-05i,-0.00077224+9.0979e-05i
0.0003002+5.6177e-05i,0.00012658-0.00079119i,0.00040764-0.0012874i,0.00046862-0.00048399i,-0.00030219-0.00047707i,-0.0004419-0.00096698i,-0.00013627-0.0010111i,-0.00031129-0.0012385i,-2.5457e-06-0.0010247i,0.00059-0.000436i,0.00078602+0.00053153i,0.0004056+0.001451i,-0.00018499+0.0012266i,-0.00038552+0.0012428i,-0.00033722+0.0012061i,0.00053994+0.00090412i,0.00087364+0.00075558i,0.00062482+0.0001643i,0.00064745+0.00032663i,0.00069922+0.00037408i,0.00035422+0.00023398i,-0.00015611+0.00026882i,-0.00013815-2.8977e-05i
0.0020983+0.00048059i,0.0024482-0.00029062i,0.0025426+0.0002033i,0.00051996+0.0011938i,-0.0011783+0.00066976i,-0.0011146+0.00041478i,-0.0013036+0.00058061i,-0.0013408+0.00013974i,-0.00080366-0.00033605i,-0.00026001+1.6994e-05i,-1.9626e-05+0.00012595i,0.00022333+0.00096996i,0.00075641+0.0016842i,0.00093543+0.00075206i,0.00086656+0.00030193i,0.00025258+0.0009773i,-3.5314e-05+0.00074903i,0.00056373+1.9103e-05i,0.00067512+0.00075178i,0.00038542+0.00084407i,0.00022402+9.1725e-05i,0.00014417-0.00071891i,0.00087542-0.00066763i
-0.00038664+0.00054096i,-0.0012019+0.0010301i,-0.00043776+0.00067902i,-0.00029097-0.00031482i,6.7457e-05-0.0011799i,0.00035843-0.0014229i,2.9036e-05-0.00108i,-0.00039091-0.00054985i,-0.00038033+0.0001913i,0.0001063-0.00021158i,0.00041858+0.00038178i,0.00040099+0.001357i,0.0006527+0.00093342i,0.00068782+0.00048963i,-0.00019427+0.00042313i,-0.00034032+0.00031604i,0.00034619+0.00029918i,0.00054503+0.00051277i,0.00019879+0.00034226i,-2.055e-06+0.00029735i,0.00027607+0.0002023i,0.00017457+0.00016223i,-0.00044579-0.00029599i
0.00068213-0.0021621i,-0.00014379-0.0030724i,-0.0015971-0.0026812i,-0.00080021-0.0012205i,0.00050874-3.9744e-06i,0.00095386+0.00074114i,0.00039896+0.00094059i,-0.00051139+3.7832e-05i,-0.00047302-0.00022076i,0.00028968+3.6557e-06i,0.00087506+0.00024329i,0.0010148+0.00041486i,0.00080009+0.00087449i,0.00014678+0.00087332i,0.00039435+0.00059572i,0.0013271+0.00082232i,0.0015086+0.00082411i,0.00071778+0.00019013i,0.00018474-0.00047904i,0.00017015-0.00052423i,0.00062619-0.00084411i,0.00047452-0.00054253i,9.407e-05-0.00027705i
0.0034971+7.5193e-05i,0.0036942-0.00021651i,0.0031519-0.0010579i,0.0011439-0.0012856i,-0.0010297-0.0010989i,-0.0012628-0.00027063i,-0.00062942-7.9542e-05i,6.6253e-05-0.00048663i,0.00026597-0.0002498i,-0.00036513-0.00016516i,-0.00026176-0.00026875i,-0.00018897+7.4813e-05i,-0.00042754+0.00036697i,-0.00044876+0.00027744i,-0.00033829+0.00019057i,6.6714e-05+0.00029483i,9.0117e-05+0.00035455i,0.00049758+0.0006748i,0.0012937+0.00081916i,0.00039227+0.00056683i,-0.00045076-5.317e-05i,0.00030085-0.00076888i,0.00050594-0.0011576i
-0.00067707-0.0014564i,-0.00068098-0.00072136i,-0.0010594+0.00017057i,-0.0013471+0.00034826i,-0.0010796+4.5265e-05i,-0.00053191+0.00010159i,-9.1824e-05+7.3233e-06i,-2.1967e-05-6.8428e-05i,-0.00081978-0.00011435i,-0.0004305-8.5889e-05i,0.0005009+0.00036339i,-7.1401e-06+0.0010591i,-0.00013953+0.0017334i,0.00060299+0.0012848i,0.00057265+0.00011835i,0.000189-0.00046915i,0.00032351-0.00047642i,0.0010703+0.00059539i,0.001285+0.0010553i,0.00042064+3.95e-05i,9.0497e-05-0.00030583i,0.00015435+0.00056921i,-0.00025064+0.00026721i
-0.0028651+3.7519e-05i,-0.0028931+0.0013894i,-0.0027312+0.0018823i,-0.001802+0.0015593i,-0.00029375+0.00045437i,-0.00011063+0.00031975i,-0.00071232+0.00051782i,-0.00091563-0.00025871i,2.636e-05+0.00011781i,0.00097473+0.00080258i,0.0016229+0.00021684i,0.0022175-5.3632e-05i,0.002273+0.0011627i,0.0012677+0.0014093i,0.00035964+0.00027201i,0.00026248+0.00014834i,0.00042155+0.0014036i,-2.9176e-05+0.0015204i,-0.00027212-0.00019056i,-6.5409e-06-0.00078036i,-4.8772e-05-3.9147e-05i,0.00066528-0.00026566i,0.0013843-0.00060156i
0.00095738-0.00012656i,0.00064886-0.00055525i,-0.00015255+0.00023247i,0.00044043-0.00069703i,0.00054115-0.0010658i,-0.00066634-0.0004952i,-0.0011659-2.3956e-05i,-0.00076567+0.0003123i,-0.0011767+2.0419e-05i,-2.6937e-05+0.00036241i,0.0015215+0.00082884i,0.00083473+0.00075125i,0.00054859+0.00061331i,0.0010998+0.00082053i,0.0010807+0.00015005i,0.0008412-0.00030099i,0.00083321+0.00011801i,0.00060815+0.00054045i,4.3953e-05+0.00086113i,-0.00029568+0.00053093i,-0.0004382+0.00078392i,0.00016859+0.000844i,0.00089296+0.00019286i
0.00054956+0.002188i,0.0002512+0.0022727i,0.00013919+0.0016597i,5.931e-05+0.0011657i,0.00017679+0.00066777i,0.00024017-9.037e-05i,0.00013398-0.00010843i,-0.00048719+0.00055331i,-0.0002507+0.00047821i,0.0005996+0.00036631i,0.00051107+0.00038419i,0.00055279+0.00025848i,0.0015472-0.00018497i,0.0018142-0.00065018i,0.0012583-5.4857e-05i,0.0011868+0.00053586i,0.00089905+0.00055213i,0.00057574+0.00050391i,0.00064875+0.00025996i,0.00066156-8.3779e-05i,0.00082311-1.0447e-05i,0.00057259+0.00057706i,0.0005696+0.00079878i
-0.00062542+2.707e-05i,-0.00036651+0.00023397i,5.5962e-05+0.00075654i,0.00019951+0.0007808i,-0.00018323-2.1575e-05i,-0.00089926-0.0008717i,-0.0011932-0.0011074i,-0.0015149-0.00044197i,0.00014583+0.00077898i,0.00098589+0.0014158i,-0.00014625+0.00025152i,-0.00022757+1.877e-05i,0.0007709+0.00018757i,0.00066313-0.00053179i,-0.00021177-0.00038734i,7.0153e-05-0.00018155i,0.00053046-0.00069479i,0.00039723-0.00051752i,0.00018189-0.00021188i,0.00050122-0.00014583i,0.0009683+8.9558e-06i,0.0011659-0.00023151i,0.00095094-0.00072346i
8.0731e-05-4.5252e-05i,-0.00076947-9.2385e-06i,-0.0014143+0.0013091i,-0.00085978+0.0026057i,0.00039837+0.0024509i,0.00096293+0.0017081i,-0.00018835+0.0010593i,-0.00083209-7.0446e-05i,-5.8345e-05+9.6793e-06i,0.00083674+0.00095754i,0.00091232+0.001484i,0.00043166+0.00089217i,0.00020891+0.00074688i,0.00072174+0.00087831i,0.0010353+0.00028087i,0.00086288-6.273e-05i,0.00099175-0.00011619i,0.0012209-0.00019809i,0.00088731-9.4656e-05i,0.00031186-1.7109e-05i,0.00025476+0.00019356i,0.00031525+0.00039404i,-0.00010408-0.00038609i
0.00030638+0.0014328i,0.0020009+0.0019356i,0.0011209+0.0032707i,-0.0001863+0.0023436i,-0.00030206+0.00033104i,0.00054477-0.00048758i,0.00042458-0.00036885i,-0.0001726-0.00024737i,0.00023638+0.00026096i,0.0012486+3.7313e-05i,0.0010521-0.00029731i,0.0005007+0.00070009i,0.0010237+0.0014801i,0.00073436+0.0012369i,0.00042008+0.0004904i,0.0011984+0.00028818i,0.0011936+0.00053375i,0.00080612-0.00025235i,0.00061644-2.1043e-05i,0.0009979+0.00087467i,0.0011014+0.00096903i,0.00088051+0.00080331i,0.0013068+0.00036212i
0.0014885-0.0018893i,0.0017244-0.0032168i,0.0012552-0.00016597i,0.0007011+0.0016737i,-0.0012751+0.0018622i,-0.0016198+0.001919i,-0.00064764+0.0012459i,-0.00013205-0.00037161i,-0.00038345-0.00082857i,-0.00053735-0.00014263i,-0.00019161+0.00011094i,-2.7659e-05-0.00039758i,0.00050261-0.0010259i,0.00057782-4.0454e-05i,0.00021346+0.00043522i,0.0001702-2.0175e-06i,-5.4e-05+0.00013107i,0.00011136-1.6669e-05i,0.00039601+0.00028949i,0.00033004+0.00043348i,-5.9249e-05+0.00051347i,-3.9172e-05+0.00043735i,-2.8782e-05-0.0001772i
-2.9753e-05-0.00099785i,-0.0025836-0.00050372i,-0.0017563-0.00016148i,-0.00010616+0.00069387i,0.00040027+5.3389e-05i,-0.00026069-0.0011011i,-0.00065985-0.0015215i,-0.00056589-0.0016591i,-0.00014222-0.00041108i,-0.00012259+0.00067108i,0.00016832-0.00043302i,0.00077616-0.00067655i,0.00075257+8.8324e-05i,0.00057708+0.00011364i,0.00076289+0.00050103i,0.00044125+0.00068391i,-0.00038507+0.00015774i,-0.00035413-0.00016276i,-0.00026657-0.00037637i,-0.00048602-1.86e-05i,-0.0004352+0.00022877i,0.00026364+0.00021189i,0.00095305+0.00023552i
-0.0034709-0.00048969i,-0.0036379-0.0006683i,-0.0023369-0.00076264i,-0.00070615-0.00099284i,0.00011669-0.00062867i,0.00060757-9.2123e-05i,1.7821e-05-0.00086648i,-0.0010585-0.0012135i,-0.00012581+2.4856e-05i,0.00076044+0.00082552i,0.00018337+0.00065358i,0.00014436+0.00019991i,0.00050552+0.00062134i,0.0013251+0.00088948i,0.001179+0.0010325i,0.00036923+0.0012012i,-4.1699e-05+0.00071035i,0.0003916+0.00017401i,0.00057246+0.00058796i,-0.00052052+0.0011963i,-0.00033594+0.00059615i,0.00051306+0.00022928i,-0.00023389+0.00021167i
0.0007822+0.00022657i,0.0016086+0.0012753i,0.0018404+0.00046463i,-0.00051404-4.368e-05i,-0.0018496+0.00025366i,-0.0013392+0.00043372i,-0.0011228+0.00042877i,-0.00055415+0.0004983i,0.00076525+0.0010284i,0.00063125+0.0014764i,-8.6494e-05+0.00094131i,0.00078427+0.00030149i,0.00099678+0.00045482i,0.00050837+0.00041362i,0.00045349+0.00016964i,0.00063083+0.00045491i,0.0006322+0.0012505i,0.000196+0.0013329i,0.00017811+0.00051638i,-0.0002804-2.788e-05i,-0.00072705-1.8104e-05i,-0.00053563+0.0003531i,0.00039997-0.00055766i
0.00026002-0.00020663i,0.00039339-0.00011993i,0.0014655+0.00046904i,0.0011625+0.00045663i,0.00044838+0.00077298i,-0.00016758+0.00093812i,-0.00045937+0.00086208i,-0.00080529+0.0010829i,-0.00069754+0.00060402i,-0.00035587-0.00010717i,-2.0766e-06-0.00014573i,0.00075185+0.00023118i,0.0014139+0.00033623i,0.00080766+0.00043224i,-0.00020535+0.00048636i,0.00020742+0.00039991i,0.0010821+0.00020153i,0.00076781+0.00010186i,0.000208+0.00065647i,0.00026024+0.00047756i,0.00011604+0.00018938i,0.00023322+0.00010346i,0.00031601-0.00036189i
-0.0030316+0.00069751i,-0.0035754+0.00096013i,-0.003495+0.0014802i,-0.0021921+0.0019915i,-0.00035444+0.0019188i,0.00034986+0.001062i,0.00017307+0.00077689i,0.00023999+0.00078942i,0.00018325+0.0011887i,0.00067555+0.0016521i,0.0013488+0.0019346i,0.0014549+0.0021047i,0.0012766+0.0017592i,0.0013597+0.001212i,0.00096197+0.00051412i,0.00082583+0.00010911i,0.00041773-0.0004015i,-2.9847e-05-0.00079593i,0.00046672-0.00034032i,0.00057591+0.00036968i,0.0001503+0.0004233i,-0.00017509+0.00046192i,-0.00014658+0.00022637i
-0.0012672-2.3061e-05i,-0.00045709+0.000651i,-0.00024962+0.001437i,0.00071667+0.00090964i,0.0014845+0.00011729i,0.0011931+0.0003007i,0.00026256-2.1235e-05i,-0.00073238-0.00036294i,-0.0011741+0.00010609i,0.00020901+0.00027938i,0.0014609+0.00052134i,0.0013094+0.001224i,0.0019318+0.0016247i,0.0017026+0.00063132i,0.00050279-3.554e-05i,5.6279e-05+0.00026215i,0.00035061+2.9264e-05i,0.00062163+0.00010995i,0.00050634+0.0001439i,0.00046533+9.1414e-05i,0.00029365+0.00041693i,0.00019244+0.00043954i,-0.00023948+0.00057487i
-0.00093389+9.012e-05i,-0.00014777-0.00022641i,-3.115e-05+0.00025642i,-6.8253e-05+0.00048707i,-8.8679e-05+5.3933e-05i,-0.00067936+0.00026571i,-0.00095166+0.00041112i,-0.00025408+0.00019063i,-0.00010544+0.00040638i,0.00032313+0.0011274i,0.0015453+0.00072557i,0.0018405+0.00059508i,0.0010578+0.000935i,0.0010127+0.0007348i,0.00052013+0.00083579i,-0.0001543+0.00094146i,0.00011061+0.00064567i,0.00056072-0.00010545i,0.00060265-0.00055055i,-2.8942e-05-0.00010329i,-0.00041678+0.00058716i,0.0001362+0.00092988i,0.00043811+0.00071505i
0.0019125+0.0016945i,0.0013858+0.0013036i,0.0011693+0.00096346i,0.00027544+0.00083076i,3.9034e-05+0.00035704i,-0.00046387-8.1827e-05i,-0.0011646-0.00048567i,-0.0011812-0.00034531i,-0.00038+0.00045744i,0.00086325+0.00024086i,0.0010582-0.00031171i,0.00019303-0.00049643i,-0.00018812-9.2879e-05i,0.00011182+0.00070056i,0.00037669+0.0010633i,0.00045113+0.00018105i,0.00089696-0.00018609i,0.00094193-8.3715e-05i,0.00058905-0.00056905i,0.00033444-0.00079869i,0.00040581-0.00032601i,0.00083885-0.00046093i,0.00080455-0.00020432i
-0.0013111-0.00082435i,-0.0011811-0.00020051i,-0.00031574+0.00032155i,0.00086467+0.00010818i,0.00085354-0.00029845i,-0.00018178-0.0004483i,4.1936e-05-0.00046219i,0.00052298-0.00050888i,3.8248e-05+0.00038676i,-0.00045677+0.00089706i,-0.0001167+0.0002648i,0.00051257+0.00010811i,0.00056801+0.00071103i,-0.00014818+0.00062597i,-0.00020686+0.00071339i,3.5812e-05+0.0010132i,-0.00033122+0.00087685i,-0.00037948+0.00083738i,-0.00010641+0.0005914i,-0.00052667+1.3207e-05i,-0.00061665-0.00046045i,-0.0005038-0.000458i,-0.00042959-0.00088136i
5.9755e-05-5.0353e-05i,-0.00068221-0.0010144i,-0.0023858-0.0012861i,-0.0020765+0.00013061i,-0.0012446+0.00039071i,-0.0013676-7.742e-05i,-0.0022305+0.0001497i,-0.0019553-6.3441e-05i,4.5461e-05-6.3921e-05i,0.00057298+0.00048149i,0.00063394+0.00069225i,0.0007107+0.00060004i,0.00046014+0.00030621i,-0.00056146-0.00023485i,-0.00092198-0.00022232i,-0.00077898+0.00036157i,-0.00048869+0.00030077i,0.00017353+7.8003e-05i,2.6328e-05-0.00042223i,-0.00045814-0.00074727i,-0.00063568-0.00044908i,-0.00029307-0.00092841i,0.00038612-0.00025714i
0.0025514-0.00087521i,0.0031187+3.7517e-05i,0.0014947-0.00088144i,-2.3081e-05-0.0018786i,-0.0011219-0.00083577i,-0.0012214+0.00082583i,-0.00054398+0.00081631i,-0.00064122+0.00094125i,-0.00015321+0.00077395i,0.00053702+0.00026456i,0.000641+0.00034086i,0.0010139+0.00044058i,0.0011134+0.0010578i,0.00089068+0.00078949i,0.00029207-0.00024166i,-0.00073727-0.00086227i,0.00029597+6.4733e-05i,0.0014825+0.0014702i,0.00036189+0.001477i,-0.00062666+0.00060753i,-0.00038813+0.00012404i,0.00041587+0.00012602i,-0.00042628-5.4581e-05i
-0.00051817+0.0018374i,0.00056296+0.001639i,0.00055589+0.0012493i,0.00096694+0.00079066i,0.0011608-6.2008e-06i,-1.1696e-05-0.00051581i,-0.0010905-0.00053528i,-0.00073587-0.0012228i,0.00013056-0.00087587i,9.4532e-05+0.00014137i,-0.00021804+0.00019329i,-1.1511e-05+0.00061884i,0.00045869+0.0010038i,0.001132+0.00077308i,0.0012134+0.00043739i,0.00056668+6.7543e-05i,0.00017295+0.00012671i,0.00049198-0.00014423i,0.00050796-0.00054515i,0.00012111-0.00017042i,0.00045018+0.00054214i,0.00080407+0.001092i,0.00055057+0.00092203i
0.00061348+0.0021684i,0.00083669+0.0014866i,0.0015403+6.1376e-05i,0.00054404-0.001139i,-0.0010198-0.0011456i,-0.0012146-0.00090757i,-0.00083834-0.00078449i,-0.00010354-0.00037541i,0.00068447+0.00017104i,0.00055867+0.00042075i,0.00028811-0.00018019i,0.0006174+8.1812e-05i,0.00077987+0.0011968i,0.00050215+0.00098695i,0.00031879+0.00037418i,0.00086459+0.00099517i,0.00042487+0.001094i,-0.00029918-1.3017e-05i,-0.00041072-8.5806e-05i,-0.0004569+0.0004924i,-6.0111e-05+0.00031088i,0.00023311-0.00027698i,0.0002611-0.0005379i
0.00090737-0.00061965i,0.0018313+0.00033121i,0.0020285-0.00058578i,0.0017595-0.0012267i,0.00080172-0.00094147i,-0.00025319-3.3442e-05i,-0.00052524+0.00013951i,-0.0001969-0.00021101i,0.00019939+0.00069949i,-3.3755e-05+0.0012511i,0.00043815+0.00073764i,0.00056273+0.00039006i,0.00027334+0.00037168i,-5.1877e-05+0.00032288i,-0.00019102+8.2753e-05i,-0.00026348+5.2485e-05i,-0.00045388+0.00040885i,0.00037926+0.00070939i,0.00073165+0.00010009i,0.00015756+5.4322e-05i,-0.00012504+0.00066917i,-0.00021144+0.0005075i,-0.0005784+8.7605e-05i
0.0025933-0.0016725i,0.0028663-0.0020624i,0.0025479-0.0038263i,0.00097131-0.0030537i,-0.00081889-0.0013497i,-0.0009403-0.00014241i,0.00024948+0.00052586i,0.00074137+0.00077964i,0.00040448+0.00092253i,0.00013367+0.0007202i,-0.00014138+0.00062904i,-1.629e-05+0.00036794i,0.00092246+0.00015543i,0.00070974+0.00051063i,3.75e-05+0.00045449i,0.00039805+5.2223e-05i,0.00042951+7.2335e-05i,-0.00010353+0.00019142i,0.00015822-0.00031888i,0.0010152+7.8549e-05i,0.00084965+0.00077825i,0.00013637-0.00049335i,-0.00022147-0.0013377i
-0.0013432-6.8253e-05i,-0.0016116-0.0001342i,-0.0006852+0.00010863i,-0.00056124+0.00041603i,0.00018389+0.00062231i,5.9007e-05-0.00024784i,-0.00031679-0.0011245i,0.00019087-0.00062678i,0.00070109-2.768e-05i,0.001095-6.7813e-05i,0.0012089-0.00029513i,0.00069525-5.2638e-05i,0.00029234+0.00080293i,0.00040009+0.0014361i,0.0008597+0.0012924i,0.001424+0.0007551i,0.0011916-2.1634e-05i,0.00039913-0.00070745i,0.00028032-0.00071723i,4.9966e-05-0.00051576i,-0.00039046-0.00039262i,-0.00051745-0.00026648i,-0.00081347-0.00010058i
0.00058593-0.00088966i,-0.00014793-0.00099429i,-0.001493+0.0005838i,-0.0017001+0.0011212i,-0.00077173+0.00020685i,-0.00050551-0.00013272i,-0.0010299-0.00033868i,-0.00068577-0.00095056i,-0.00043157-0.00077986i,-1.1051e-05+9.4059e-05i,0.00064423+0.00066765i,0.00038236+0.00048876i,0.00012697+0.00072774i,-4.7962e-05+0.00015021i,-7.5367e-05-0.0010922i,0.00018121-0.00088999i,0.00069159+0.0002949i,0.00040326+0.0010289i,-0.00027717+0.0012964i,6.5877e-06+0.00054518i,0.00010108-0.00028523i,-0.00043492-0.00010831i,-0.00047756-1.4305e-05i
0.00010138+0.0013202i,7.9962e-05+0.0018241i,2.5743e-05+0.0015388i,0.00015088+0.00026292i,7.3964e-05+0.00038769i,0.00089609+0.00024273i,0.00072221-0.0003381i,-0.00014112-4.5189e-05i,-0.00010583+0.0011392i,0.0001735+0.0014547i,0.00010113+0.0010618i,0.00024674+0.0017152i,0.00072586+0.0019571i,0.0010316+0.0013655i,0.0006314+0.00080074i,0.00036296+0.00058463i,-8.2649e-07+0.00075066i,-0.00020537+0.00035186i,0.00030517-0.00023494i,0.00078596+0.0001682i,0.00047+0.00053195i,-0.00037321+0.00038025i,-0.00059305+0.00064447i
-0.00070112+0.0011735i,-0.0012728+0.0021517i,-0.00062714+0.001695i,-0.00035024+0.0010312i,0.00034053+9.4767e-05i,0.0012402-0.00052613i,0.00070192-7.7969e-05i,0.00013314+3.1767e-05i,-0.0004147-9.6235e-05i,-0.00024037+0.00055797i,0.00081559+0.0016815i,0.0010097+0.0016061i,0.00080396+0.00091201i,0.0011627+0.0008049i,0.0013641+0.00081071i,0.00060072+0.00068783i,-0.00025237-4.8886e-05i,0.00021958-0.00074695i,0.0012463-0.00088295i,0.00086419+0.00011945i,0.00023896+0.00070972i,-0.00025977+0.00014785i,-0.0001569-0.00056964i
-0.0015227-3.0424e-05i,-0.0027119-8.8349e-05i,-0.0027868+0.00088363i,-0.0020503+0.0010394i,-0.0013953+0.00083135i,-0.00059826+0.00051015i,-8.6708e-05-0.00019214i,-0.00041823-0.00072018i,-0.00084078+0.00032414i,-0.00053856+0.0012122i,0.00026406+0.00079106i,0.00053294+0.00040896i,0.00099423+0.0013259i,0.00074896+0.0018977i,0.00035823+0.001115i,0.00013595+0.00020564i,-0.0001731+0.00018669i,0.00019203+0.00042195i,0.00028015+0.00035883i,-0.00057435-9.5752e-05i,-0.00018428+0.00032156i,0.00039691+0.00045917i,0.00045225-0.00027479i
-0.00095073-4.5219e-05i,0.00021475-0.00060379i,-0.00027817-0.00012846i,-0.0007279+0.00057719i,1.6108e-05+0.0014388i,0.00040808+0.001042i,0.00020768+0.00048358i,-0.00026373-7.8224e-05i,-9.9547e-05-4.6901e-05i,0.00030338+0.00037286i,0.00062423+0.00011234i,0.00097321+0.00059484i,0.0014322+0.0013559i,0.0011541+0.00080758i,0.00028782+8.9749e-05i,-0.00033742-0.00034659i,-0.0010104-0.00061481i,-0.0011009-0.000125i,-0.00061458+0.00024566i,-0.00070228-4.8894e-06i,-0.00071681+0.00052356i,-0.0003622+0.00083649i,-5.8843e-05+0.0003851i
