-0.00031426+0.00025655i,-0.0011564+0.00041515i,-0.0014736-0.00035327i,-0.0010863-2.1783e-05i,-0.00083035+0.0013169i,-0.00091882+0.0016014i,-0.0010438+0.0016076i,-0.00070051+0.0015678i,0.00012383+0.00088433i,0.00053081+0.00027643i,0.00063489+0.00029763i,0.00015722-0.00032738i,-0.00027584-0.00056886i,-0.00015578-0.00024462i,5.7405e-05-0.00069631i,4.1898e-06-0.00039459i,-3.4573e-05+0.00034535i,-1.4826e-05+0.00086671i,-0.00012909+0.00040384i,8.6207e-05+0.00019965i,5.3322e-06+0.00066797i,-0.00061817+0.00030103i,-0.0010083-0.00042037i
0.0022012-0.0024349i,0.0021269-0.0028179i,0.00045834-0.0020432i,-0.00059108-0.0010968i,-0.00026966-0.00056198i,-0.00013554-0.00010854i,-0.00078026+0.00046244i,-0.0007387+0.00069317i,-1.005e-05+0.00047627i,-0.00042983+0.00067473i,-0.0012566+0.00096027i,-0.00058978+0.00061142i,-0.00041975+0.00069674i,-0.00086245+0.00072472i,-0.00044652-8.8709e-05i,-0.00010207-0.00047844i,0.00018527-4.9995e-05i,5.9789e-05+1.919e-05i,-0.00010141+0.000138i,0.00049079+0.00031075i,0.0007102+0.0009206i,-4.5239e-05+0.0012841i,-0.00048853+0.0013164i
-0.0032434-0.000461i,-0.0029011+0.00031759i,-0.0024289+0.00060506i,-0.0011796+7.1456e-05i,0.00032045-0.00012335i,0.00082938-0.00014779i,0.00024901-0.00043185i,-9.8033e-05-0.00021738i,-0.00036774+0.00045673i,-0.00027676+0.0013226i,-0.00050312+0.0012847i,-0.00058137+0.00028169i,0.00035944-0.00094542i,0.0018908-0.0015711i,0.0026565-0.00051152i,0.0012955+0.0011871i,-0.00031963+0.0012016i,-0.00040941+2.0598e-05i,-0.00033551-0.00047941i,-0.00011956-0.00050926i,-0.00031101-0.00054227i,-0.00059466-0.00076666i,-0.00060306-0.0004529i
0.0019241-0.00015432i,0.0015558+6.3997e-05i,0.00085359-0.00059831i,0.00041114-0.00087747i,-0.0003291-0.0012584i,-0.0018616-0.0014647i,-0.0012361-0.00094891i,-0.00031541+2.6324e-05i,-5.4573e-05+0.00029927i,5.1113e-05+0.00027032i,-0.00058467+0.00019274i,-0.00055527-0.00028856i,-0.00017447-0.00033843i,0.00058914-1.6068e-05i,0.00039851-9.7525e-07i,-0.00012636-5.7825e-05i,-0.00024711+0.00039898i,-0.00023562+0.0013015i,-0.00079132+0.0016146i,-0.0011533+0.00092115i,-0.00060969-2.3024e-05i,0.00014058-0.00052542i,-2.495e-05-0.0003111i
0.00054552+0.00039731i,0.00042655-0.00034869i,0.00033591-0.00043935i,-0.00016708-0.00015169i,-0.0011912-0.00053733i,-0.0018553-0.000724i,-0.0013478+0.00020354i,-0.00073734+0.00089297i,-0.00073647+0.00072656i,-0.0003917-0.00018214i,8.6106e-05-0.001062i,-1.1685e-05-0.00087517i,-0.00051391-9.146e-05i,-0.00066267-8.7893e-05i,-0.00066298-0.0003008i,-0.00028609+0.00071406i,0.00013445+0.00097882i,0.00037028+9.0694e-06i,0.00017213+5.4368e-05i,7.669e-05+0.00043552i,0.00036797+0.00083142i,0.00040606+0.00069135i,1.5904e-06+0.00010033i
8.4656e-05+0.00024274i,-0.00012566+0.00054945i,0.00032505+0.00094363i,0.0013947+0.0010135i,0.00021474+0.00052841i,-0.0010687-0.00042174i,-0.0008612-0.0015455i,-0.0003322-0.0012087i,-0.0001943-0.00090869i,-2.0542e-05-0.00039138i,-0.00010007+0.00032865i,-0.00084209+0.0003027i,-0.00020767-9.0392e-05i,0.0008845-0.00050018i,0.00034621-0.00061485i,-0.00040546-0.00041643i,-0.00076292-0.0011463i,-0.00046023-0.0010624i,0.00012169-0.00030706i,0.00022919-0.00038269i,-0.00011146+2.7478e-05i,-0.0002001+0.00028123i,-2.3249e-06-0.00023609i
-0.001395-3.1258e-05i,-0.00015719-9.2387e-05i,-0.00071783-0.00079792i,-0.0019627-0.0010113i,-0.0016206-0.00096724i,-0.0015843-0.00092717i,-0.0022538-0.00045005i,-0.001336+0.00064246i,-0.00077578+0.0010202i,-0.00068564+0.00060551i,0.0003006+0.00026961i,-1.4483e-05+0.00048926i,-0.00018923+0.00028912i,0.00052188-0.00012092i,0.00064932-0.00041088i,0.00049836-0.00056551i,6.6519e-05+0.00017902i,-0.00031122+8.7329e-05i,-0.00010236-0.00031992i,-0.00085515+6.4721e-05i,-0.00094607+0.00066634i,-0.00033657+0.00090813i,-0.00050496+0.00062178i
-0.00089726-0.00025948i,-0.0014946-0.00020728i,-0.0012053-0.00016606i,-0.00031104-0.00056307i,-4.5753e-05-0.00086776i,-0.00062614-0.00063759i,-0.00082869-0.0001222i,6.1363e-05+0.00010436i,0.00055923+0.00038642i,0.00036279+0.00014254i,0.00049638-0.00028974i,0.00062982-0.00010379i,0.00085944+4.4934e-05i,0.00042241+0.00014034i,-0.00015634-0.00028745i,-0.00017364-0.00036117i,-9.4055e-05+0.00024088i,-0.00013246+0.00049956i,9.6513e-05+0.00038182i,1.1907e-05+0.00013789i,5.3649e-05+0.00047763i,-1.8469e-05+0.0013338i,0.0004639+0.0009662i
0.0015018+0.00030229i,0.00046176-0.00016341i,-0.00033073-0.0008366i,-0.00039661-0.00021616i,-0.00093858+0.0001218i,-0.0016047-5.5852e-05i,-0.0018854+0.00031059i,-0.0015684+0.00054314i,-0.00070009+0.00095696i,-6.4181e-05+0.00091545i,0.00014322+0.00010753i,0.00012031+0.00034678i,-0.00027552+0.00068208i,-0.00043558+0.00072895i,-0.00040784+0.00024629i,-0.00081418+7.6355e-05i,-0.0011633-0.00013634i,-0.000449+0.00014424i,8.7017e-05+0.00046773i,4.8132e-05+0.00067928i,-0.00013835+0.00098676i,-0.00061549+0.00029592i,0.00055654-0.00020347i
0.00066121-0.0016337i,0.00042403-0.0013768i,0.00057017-0.00092977i,1.8229e-05-0.0012364i,-0.001347-0.0013411i,-0.001598-0.00032476i,-0.0011575+0.00012672i,-0.00081689+9.6993e-05i,-1.0007e-05-0.0001187i,0.00025448-0.00047432i,0.0004384-0.0004942i,0.00025743-0.00013647i,0.00015336+0.00043942i,0.0002287+0.00050125i,-0.00013208-0.00024767i,0.0002229-0.00056648i,0.00098108-0.00063996i,0.00082553-0.00045641i,0.00039287-0.00025065i,0.00016902+5.1659e-05i,-4.1034e-05-0.00021386i,-0.00040929-0.00071699i,-0.0003945-0.00063853i
0.00016033-0.00078184i,5.9477e-05-0.00029142i,0.0004612-0.00016123i,7.0308e-05-0.00043641i,-0.00089417+0.00025822i,-0.0013704+0.0010088i,-0.00067243+0.00061906i,-0.00086015-0.0001705i,-0.0014251-0.00051334i,-0.00098941+0.00030757i,-0.00034889+0.0008185i,0.00018425+0.00036489i,0.00068843+0.00041993i,0.00084373+0.00029564i,0.00075013+0.00042989i,0.00025299+0.00074492i,-0.00015504+0.00049747i,7.1019e-05-0.00023911i,2.1677e-06-0.00050806i,-0.00058858-0.00015669i,-0.00087569-0.00055428i,-0.0010394-0.00070893i,-0.00071116-0.00031936i
-0.00061564-0.00078423i,9.5003e-06-0.00051313i,8.1935e-05+0.00017447i,0.00019788-0.0012127i,0.0001896-0.0016449i,-0.00081243-0.00019693i,-0.0013487-4.869e-05i,-0.00085263-0.00051741i,-0.00032413+0.00012362i,4.9523e-05+0.00042891i,0.00019795+0.00015063i,0.00046615+0.00041697i,0.0004165+0.00053147i,0.00032467-0.0005841i,0.00083659-0.00053922i,0.0010401+0.00020287i,0.00049516+6.7912e-05i,2.589e-05+0.00045842i,-0.00053726+0.0010512i,-0.00055872+0.00049535i,-0.00023423-9.3124e-06i,-0.00066703+0.00016109i,-0.00068379-0.0007077i
-0.00026558+0.0014487i,0.00021127+0.0022103i,0.00077736+0.0022741i,0.0018238+0.0018238i,0.0011164+0.00056514i,-0.00081351+0.0001558i,-0.00083794+0.00014317i,-0.00082111-0.00013005i,-0.00093722+0.00019135i,-0.00029266+0.0001962i,-0.00026836+0.00028421i,-0.00052764+0.00043372i,-0.00021688-1.6145e-05i,0.00099879+0.00030516i,0.001182+5.6014e-05i,0.00036597-0.00083334i,0.00013502-0.00071161i,0.00028863-6.0687e-05i,0.00059525+0.00033021i,0.00066395-3.2814e-05i,-0.00013626-0.00028756i,-0.0012909+0.00059864i,-0.00053418+0.00072513i
0.00048196-0.00031089i,0.00092129+2.1119e-05i,0.0012411-0.00048415i,0.0010694-0.0011847i,-8.9337e-05-0.0018189i,-0.0015214-0.0015885i,-0.0015054-0.00072531i,-7.9731e-05+0.00022552i,0.00010156+0.00049866i,0.00030328+0.0001955i,0.00059183-0.00031679i,0.00044095-0.00057044i,9.7251e-05-0.00051321i,-8.6845e-05-8.7749e-05i,-0.0004083+9.3801e-05i,-0.00056113-0.00066045i,-0.00046238-0.0012246i,0.00041956-0.0007464i,0.0011902+1.6747e-05i,0.00042492+0.00047167i,-0.0001359+0.00064058i,4.6392e-05+0.00041353i,0.00054909+0.00018133i
-0.00046613+0.00074574i,-0.0012124+0.00035133i,-0.001417+0.0010479i,-0.00059466+0.00069799i,-7.7767e-05-0.00053296i,-0.00067095-0.00086454i,-0.0005232-0.00014245i,-0.00058568+0.0006726i,-0.00011728+0.00072052i,9.3873e-05+0.00048316i,-3.1366e-05-0.00020572i,-0.00024524-0.0003348i,-0.00072531-8.2085e-06i,-0.00060948-0.00033448i,2.4419e-05-0.00046117i,-1.3745e-05+0.0002971i,-0.00053696+0.00052398i,-0.00051975+0.00053128i,-0.00054436+2.6976e-05i,0.00022438-0.00015732i,0.00058017+0.00072047i,0.00050013+0.0010907i,0.0003051+0.00092088i
0.00013786+0.0016413i,0.0013221+0.0012626i,0.0015198+0.00071961i,0.0015896+0.00049809i,0.0012075-0.00024441i,-9.9659e-05-0.00073049i,-0.0014039+6.6395e-06i,-0.0017587+0.0011332i,-0.00063061+0.00078018i,0.00041952+0.00020263i,0.00018946+0.00049317i,-2.4247e-05+0.00057798i,0.00051917+0.0007082i,0.0010094+0.00086248i,0.00042167+0.00025785i,9.0619e-05+7.6766e-05i,-0.00010091+0.00022559i,-0.00071892+0.00018546i,-0.00084179+0.00012786i,5.2816e-05+8.4319e-05i,0.0003542+0.00041343i,9.1391e-05+0.00080032i,0.00058116+0.00071971i
-0.00087875-0.00078535i,-0.0018048-0.00062985i,-0.002015-0.00060287i,-0.0016053-0.00023926i,-0.0012343-0.00016346i,-0.00055958-0.00010518i,-0.00040372-0.00019525i,-0.00018043-0.00047858i,0.00046652-0.00057057i,0.00077297+0.00015221i,0.00035865+0.00050536i,-0.0003479+0.00012526i,-0.00066264-0.00044006i,-6.779e-05-0.0012621i,0.0007053-0.00143i,0.00033717-0.00089474i,-0.00020586-0.00059954i,6.1337e-05-0.00040282i,5.4354e-05-0.00067147i,0.00035111-0.00059888i,0.00085939+0.00043501i,0.0004262+0.0014148i,0.00017952+0.0014415i
0.0021778+0.0021255i,0.0033052+0.0018049i,0.0046651+0.0011253i,0.0036162+0.00014116i,0.001437-0.0010916i,-0.00037305-0.0013324i,-0.0010751-0.00073398i,-0.0006777+0.00039539i,-0.00068977+0.0006951i,-0.00075266+0.00052424i,-0.00070667+0.00052069i,-0.00076677-0.00012024i,-0.0011576-5.11e-05i,-0.0011341-7.5299e-05i,-0.00078045-0.00032743i,-0.000658-0.00047664i,-0.00031102-0.0010857i,0.00012591-0.00071203i,0.00047811-0.00023691i,0.00085923+0.00011927i,0.00062279+0.00034148i,0.00057607+4.6351e-05i,0.00072562-0.00013457i
-0.0011939-0.00080244i,-0.0020376-0.00052275i,-0.0017005-0.00044005i,-0.0001197-7.9643e-05i,0.0002655-0.00020184i,-0.0011077-0.0010487i,-0.0017753-0.0011907i,-0.0012729-0.0010957i,-0.00027723-0.0012998i,-5.3091e-05-0.0013731i,-0.00035154-0.00023185i,-0.00019415+0.0004536i,0.00057949-0.00028231i,0.0003253+0.00016008i,0.00012155+0.0001623i,5.3716e-05-0.00013075i,6.5867e-05+0.00031578i,0.00037583-0.00025579i,0.0008381-0.0013079i,0.0014352-0.0012525i,0.0011445-5.2455e-05i,0.00032335+0.00027784i,0.00087274-5.8597e-05i
0.00085635+0.0021293i,0.00095023+0.0012627i,0.00046182+0.00089114i,5.5056e-05+0.00038879i,-1.1732e-05-0.00019254i,0.0002782-0.000206i,-0.00027232+0.0007831i,-0.0002333+0.0017032i,0.00070352+0.0013905i,0.00087722+0.0005814i,0.0006302+0.00027341i,0.00021555+0.00027295i,0.00010166+0.00062202i,-9.9977e-06+0.00038739i,-0.0003197-0.00044709i,8.9922e-07-0.00029473i,1.086e-05+0.00035484i,7.4529e-06-0.00013922i,-0.00028438-0.00066977i,-0.00064329-0.00071572i,0.00026773-0.00068773i,0.00098631-0.00025868i,0.00099933-0.00023577i
0.0010132-0.0012103i,0.00054694-0.0014192i,0.00029365-0.0014774i,0.00090584-0.00063344i,0.00051903+0.00022499i,-0.0004644+0.00057854i,-0.00010317+7.8582e-05i,0.00017452+0.00027317i,-0.0003448+0.00034671i,-0.00074646-0.00023384i,-0.00047044-0.00012738i,5.8308e-05+0.0003926i,0.0005353+0.00062586i,0.00028677+0.00021438i,-2.5246e-05+0.0004835i,-0.00018645+0.00092833i,0.00044179+0.0006897i,0.00066068+0.00030906i,-0.00037386+0.00014131i,-0.00014301+0.00043134i,0.00066276+0.00036124i,0.0009238+3.3382e-05i,0.00068733-0.00043615i
0.00029158+0.00032002i,0.00098338+0.00057576i,0.00094201+7.909e-07i,0.00096396-0.00054941i,0.00018723-0.00070216i,-0.0010113-0.0011221i,-0.0017439-0.00048132i,-0.0012068-0.00088534i,9.3599e-05-0.0013987i,0.00011566-0.00056898i,-0.00059726-5.1401e-05i,-0.00050168+0.00013259i,-0.0002586+0.00034605i,0.00021534+0.00026335i,7.2042e-05+4.0324e-05i,-0.00030954+4.0074e-05i,-0.00044971+3.9132e-06i,-0.00028485-0.00026795i,6.9167e-05+1.5599e-05i,3.6787e-06+0.00109i,0.0001319+0.001168i,0.00020527-1.1908e-05i,1.0468e-05-0.00043685i
-0.00070092-0.0005551i,-0.0011683+6.3238e-05i,-0.0016195+0.00067833i,-0.0013769+2.5848e-05i,-0.0017822-4.5548e-05i,-0.0013862-0.00022363i,-0.00041719+1.1496e-05i,-0.00011662-0.0003101i,-1.1032e-05-0.00085097i,-0.00066894-0.00069538i,-0.00086295-0.00017562i,-0.00053532+0.00037024i,-0.00099194+0.0002607i,-0.00055244-7.9516e-05i,0.00070276+0.00035976i,0.00063347+0.00060899i,0.00019308+0.00042802i,3.1319e-05+0.00068238i,-8.4477e-06+0.00086682i,0.00056714+6.7778e-05i,0.0010899-0.00080704i,0.00071957-0.00061907i,-0.00010459+0.00017677i
0.0011572+0.00073077i,0.001674+0.0010461i,0.0012738+0.0015733i,0.00097376+0.00074288i,0.00081982+5.5174e-06i,0.00043186-0.00015115i,0.00016899-0.00061904i,3.1988e-05+0.00011683i,-0.000323+0.0005559i,-0.0001997-0.00032721i,-7.0698e-05-0.00082671i,-0.00028961-0.00045383i,-0.00046392+0.00010196i,-0.00047527-0.00038833i,-0.00064394-0.00042585i,-0.0013249-4.5726e-05i,-0.0003669-0.00025516i,0.00072291-0.00015052i,0.00038313+0.00029329i,0.00026563+0.00070571i,0.000209+0.00039512i,-7.4183e-05-0.00023403i,-0.00040431-0.00069077i
0.0012463-0.0016994i,0.0011917-0.0013272i,0.00048941-0.0017601i,9.3348e-05-0.0017065i,-0.00098375-0.00077923i,-0.0019835-4.9092e-05i,-0.0024683-4.7333e-05i,-0.0013492+0.00049056i,-0.00048024+0.0010861i,-0.0007051+0.00094191i,-0.00013829+0.00069072i,0.00062675-0.00040716i,0.00091617-0.0010949i,0.00040956-0.00029704i,-5.8592e-05+0.00054337i,6.116e-05+0.00043995i,0.00012776+0.00032753i,0.00020374-1.8602e-05i,1.419e-05-0.00021435i,-0.00073443+0.00031515i,-0.00066186+0.00078889i,-0.00031805+8.7527e-05i,9.8084e-05-0.00053875i
-0.0015022-0.00072388i,-0.0010542+0.00028828i,-0.00044855+0.00095029i,-0.0005978+0.0011471i,-0.00077358+0.00069169i,-1.5998e-05+5.8079e-05i,0.00047809-0.00023806i,0.00041537-0.00026945i,-1.7255e-06-0.00020365i,8.9681e-06+8.3858e-05i,0.000362+0.00058973i,-0.00013587+0.0010468i,-0.00021294+0.00054432i,0.00041739-0.00019897i,0.00046362-0.00033196i,-0.00025919-6.5389e-05i,-0.00052593-5.2599e-05i,-0.00058818-0.00064062i,-0.00036887-0.00048766i,-0.00042176+0.00029866i,-0.00086347+0.00029687i,-0.001042-0.00015605i,-0.0010047+0.00011872i
-0.0027621+0.00077154i,-0.001571-0.00028104i,0.0003392+0.00042461i,0.001107+0.00049452i,0.00090088-0.00052258i,0.00047975-0.0011302i,0.00021756-0.00023855i,-0.00027699+0.00067417i,-0.00095968+0.00085779i,-0.00077673+0.00025294i,-0.00042919-0.0003005i,-0.00020777+0.00020528i,0.00015495+0.00015358i,0.00036912-0.00069106i,0.00053253-0.00065823i,0.00046607-8.2185e-05i,0.00028644+0.00029582i,0.00068345+0.00038403i,0.0012639+5.4884e-05i,0.0008453-0.00014929i,0.0002786+3.8175e-05i,0.00018034+8.8897e-05i,0.00053235-0.00012547i
-0.00037037+0.0014902i,0.00014992+0.0010957i,0.00079405+0.00041678i,0.0002478+2.0473e-05i,-0.00039851-0.00055327i,-0.0012087-0.0011791i,-0.0012229-0.00040933i,-0.00021784-6.8627e-05i,0.0002719-0.00011962i,0.00071786+0.0008112i,0.00035948+0.00087957i,-2.8582e-05+0.00036858i,-0.00037747-0.00013955i,-0.0010065-8.0977e-05i,-0.00085434-0.00014023i,-0.00090538-0.00087634i,-0.00079714-0.00073044i,3.3512e-05-0.00011114i,-1.5245e-05+0.00052303i,-0.00026884+0.0006461i,-3.5692e-05+0.00022945i,0.0002844+0.00028742i,0.00041956+0.00021206i
-0.00010388+5.6508e-05i,1.9886e-05+0.00037784i,-7.931e-05+0.00038685i,0.00024837+0.00038749i,-0.00045724+0.00022188i,-0.00086032-3.775e-05i,-0.00075369+0.00033087i,-0.00097802+0.00048415i,-0.00067228+0.00074725i,-0.00022367+0.00051043i,-0.00026565-0.00031902i,-0.00049218-0.00010774i,-0.00062188+0.00047939i,5.5258e-05+0.00088596i,0.00046426+0.0011779i,-4.8311e-05+0.00011994i,-0.00038355-0.00023222i,5.3945e-05+2.1777e-05i,-2.223e-05-0.00051491i,-0.0002232-0.00082094i,0.0002132+2.8338e-06i,0.00051304+0.0003879i,0.0004675+0.00036948i
0.0013228-0.0010878i,0.000429-0.00098251i,-0.00017344-0.00093446i,-0.00049391-0.00038896i,-0.00080624-0.00048099i,-0.0016264-0.00048426i,-0.0015806-0.000199i,-0.00051755-0.00027609i,0.00013792-0.00049561i,2.4417e-05-0.0006805i,-0.00043856-0.00087526i,-0.00030902-0.00070812i,0.0001969-0.00064953i,0.00042261-2.1414e-05i,0.00068242+0.0008869i,0.0008026+0.00034014i,0.0005143-0.00084566i,0.00048402-0.00056353i,0.00088703+0.00018129i,0.0011004+0.0001515i,0.00072887+3.2091e-05i,0.00033898-4.847e-06i,8.1842e-05+0.00043404i
-0.0010801+5.6689e-05i,-0.00064388-0.0008728i,0.00028181+0.00065727i,0.00083674+0.001893i,0.00046293+0.00075454i,-0.00071668-0.00016665i,-0.0017621-0.00034788i,-0.0014465+6.2502e-05i,-0.0008203+0.00041956i,-1.0615e-05+3.1181e-05i,0.00070444+0.00080371i,0.00041732+0.00097195i,0.00045282+2.8472e-05i,0.0012353-0.00045854i,0.0013449-0.00027362i,0.00099139-0.00016485i,0.00062983-0.0010978i,2.0443e-05-0.0015999i,-0.00037673-0.00081467i,-0.00025416-0.00019122i,-0.00035814-0.00024156i,0.00013509+0.00023974i,0.00013641+0.00073624i
0.00061128+0.00014163i,0.00091305+0.00094798i,0.001226+0.0008003i,0.0014725-0.00079164i,1.7166e-05-0.0013598i,-0.0015921-0.001109i,-0.0021864-0.00044226i,-0.0015715-5.7987e-05i,-0.0010731+0.00011813i,0.00032443+0.0010849i,0.00083865+0.0015509i,0.00037137+0.00057779i,0.00029945-0.00027131i,-3.7976e-05-8.8976e-05i,-0.00069981+0.00050197i,-0.00048632+0.00041834i,0.00029292+9.6951e-05i,-7.3847e-05-0.00011637i,-0.00020763+0.00016917i,-0.00016088+0.00020755i,-0.00017868+3.8594e-06i,-0.00054088+0.00029398i,-0.00033669+0.00022264i
-0.0018047-0.002318i,-0.0023566-0.0026584i,-0.0016883-0.0012059i,-0.00097617+0.00049396i,-0.00074153+0.00041123i,-0.0003451+0.00049276i,-0.00055077+0.00048777i,-0.00027552-0.0005103i,-0.0002399-0.00061137i,-0.00099665+0.00051639i,-0.0014706+0.0002979i,-0.0012636-0.00026485i,-0.00035947+0.00025184i,-0.00016062+0.00084513i,-9.916e-05+0.00089469i,-9.0686e-05+0.00064443i,-5.4192e-05+0.00047133i,-0.00026455+0.00069467i,-0.0004216+0.0010259i,-0.00037383+0.00086024i,-0.00029907+0.00047873i,-8.6142e-05-0.00020397i,2.4468e-06-0.00053794i
0.00050464+0.0011134i,0.00071726+0.00059112i,0.00088033-0.00089303i,-0.0001316-0.0011144i,-0.0010276-0.00072654i,-0.0010789-0.00069428i,-0.0011425-0.00035913i,0.00010295-6.4343e-05i,0.00050664+8.6904e-05i,0.00015627+0.00030875i,-0.00025778+0.00032758i,-0.00081314+0.00069168i,-0.00034464+0.00073474i,0.00023899+0.00041538i,7.1788e-07+0.00026312i,-0.00029909-0.00041379i,-0.00026044-0.00056981i,-0.00056437+0.00018222i,-0.00044649+0.00052819i,-0.00012815+0.00040525i,-0.00066143+1.4173e-05i,-0.00080625-0.00016073i,-0.00026926+4.4687e-05i
-0.00097745-0.0006609i,-0.00057773-0.00025681i,0.00020655+0.00055204i,0.00077128+0.0012486i,0.00056443+0.00040093i,-9.8814e-05-0.00049479i,-0.00047163-0.00097736i,-0.00040256-0.0010471i,-0.0003723-0.00044374i,-0.00038231-2.5089e-05i,-0.00019815-0.00044863i,0.00028124-0.00073244i,-0.00010144-0.0003657i,-0.00043603+0.00012628i,0.0004621+0.00028802i,0.00074876-0.00013112i,0.00051474-0.00021422i,7.9513e-05+0.0001456i,-0.00029096-0.0001862i,-0.00043007-0.00020428i,-0.00032324-0.00033387i,0.00037967-0.00059663i,0.00055575-0.00026813i
-0.00033501-0.0010767i,-0.00053354-0.00053448i,-0.00095472+0.00013898i,-0.0013913-0.00016105i,-0.0017595-0.0010833i,-0.0012551-0.001357i,-0.00090451-0.00027443i,-0.00052941+0.0010802i,-0.00013692+0.00095245i,-0.00039992-0.00028411i,0.00050465-0.00055071i,0.0011545-0.00016781i,0.00032155+0.00011838i,3.4395e-07+0.00036421i,0.00056424+0.00050049i,0.00037535+0.00068673i,6.3591e-05+0.00064513i,0.00030498+0.00039473i,0.00044441-0.00012351i,0.00058191-0.00080638i,0.00076315-0.00072579i,0.00032304-0.00029957i,-0.00032658-4.0612e-05i
0.0010076-0.0020807i,0.00013228-0.0030581i,-0.00063629-0.0026452i,-0.00057508-0.0016584i,-0.00061-0.0016362i,-0.0010208-0.0010675i,-0.00045708+8.9936e-05i,0.00037184+0.00036677i,0.00076135-0.00016291i,0.00046519-0.0004309i,-0.00016255-0.00013454i,-0.00040801+0.00019069i,0.0002177+0.0010984i,0.00063295+0.0016067i,0.0001892+0.0009815i,-0.00038246+0.00017708i,-0.00023712-7.2652e-05i,-0.00014419+7.1485e-05i,-9.5993e-05+0.00041505i,-0.00011908+0.00035036i,0.00029748+8.5408e-05i,0.00026057+0.00027091i,0.00028208+0.00020554i
-0.00068425-0.0006112i,6.59e-05-0.00092241i,0.00052704-0.000911i,0.00079814-4.4076e-05i,0.00097068-0.00022447i,0.0011301-0.0012942i,0.00048551-0.0010715i,7.1959e-05+0.00024232i,0.00052359+0.00060768i,0.00070595+0.00057708i,0.00035559+0.00061287i,0.00017599+0.00027119i,3.5588e-05+0.00033761i,0.00011924+0.00043624i,0.00048327+0.00031119i,0.00057238-0.00020103i,-3.9535e-05-0.00068853i,-0.0008625-4.5918e-05i,-0.00092691+0.00059366i,-0.00058703+0.00069203i,-0.00031469+0.00075875i,-0.00013584+0.00045259i,-0.00029711-0.00019454i
0.00043793+0.00016209i,0.00099889+0.00023085i,0.0013424+0.00076358i,0.00054289-0.00022741i,-0.00036442-0.00028897i,-0.0015638+0.00067392i,-0.002121+0.0002109i,-0.0015607-0.00059957i,-0.00088168-0.00051028i,6.9704e-05+0.00023481i,0.00053123+0.0012978i,-0.00011374+0.0015208i,0.00034065+0.0010132i,0.0010812+0.00078937i,0.0010651+0.00057547i,0.00074967+0.00053403i,0.00015144+0.00036831i,-0.00013268+0.00041215i,-0.00019412-1.273e-05i,0.00076297-0.00045742i,0.0011547+0.00050793i,0.00040917+0.000961i,-0.00054824+0.00063601i
0.00019216+0.00092418i,0.0001639+0.00030193i,8.6207e-05-0.00042307i,0.00039799-0.0014285i,0.00030693-0.0014292i,-0.00042326-0.001233i,-0.00078551-0.00047071i,-0.00056901+0.00091072i,0.0004577+0.00073285i,0.00077614+0.00064778i,0.00038772+0.00077782i,-0.0005378+0.0008593i,-0.0012548+0.00088102i,-0.00080046-0.00024552i,0.00019988-0.00069338i,0.0001787-0.00025498i,9.3048e-05-0.00017025i,0.00035866-0.00026526i,0.00049757-0.00010076i,0.00052381-0.00019668i,0.0010721+4.8616e-05i,0.0012433+0.00065281i,0.00077961+0.00026301i
-0.0025407-0.00053048i,-0.0021872+0.00053314i,-0.00079285+0.001886i,0.00052762+0.0017345i,0.00067751+0.00058619i,-0.00023679-0.00067331i,-0.0011692-0.00097911i,-0.0012966-0.0006598i,-0.0012272+0.00017074i,-0.00097238+0.0007098i,-0.00051058+0.00093185i,-0.00023047+0.00060034i,0.00024615+8.3403e-05i,0.00073443-2.6557e-05i,0.00052177-0.00039424i,0.00033978-0.00028765i,0.00011009+5.5779e-05i,5.3534e-06-0.00011074i,-0.00024601+3.894e-05i,-0.00035915+0.00085787i,-0.00011874+0.00078905i,-3.5113e-05+3.9627e-06i,5.9044e-05-0.00022176i
0.00051442+0.00032245i,0.00053858-0.00013987i,0.00088279-0.00015637i,0.0017337-0.0005837i,0.00081482-0.0011999i,-0.00062232-0.0017214i,-0.0010498-0.0013972i,-0.00095575-0.00065638i,-0.00081605-0.00033844i,-0.00013008-0.00015909i,0.00048053-1.8979e-05i,0.00039186-0.00014701i,-0.00021394-0.00031486i,-0.00070574-5.5646e-05i,-0.00041931+0.00033611i,0.00071477+4.4237e-05i,0.0015296-0.000778i,0.0015503-0.0007843i,0.0008775-0.0002811i,0.00031024+0.00039445i,0.0004043+0.00085951i,9.9565e-05+0.00054753i,0.00029536+2.543e-05i
-0.00049192+0.00042713i,-5.158e-05+0.0010831i,0.00016819+0.0013857i,0.00089057+0.0012109i,0.00014849+0.00094711i,-0.0012666+0.0001362i,-0.0010106-0.00051222i,-0.00024048+1.3779e-05i,-0.00016094+0.00012727i,0.0002283+0.00032267i,0.00073696+0.00067424i,0.00043319+0.00015104i,3.4472e-06+4.6917e-05i,-0.00039665-5.144e-05i,1.2925e-06-0.00062354i,0.00054364-0.00020342i,0.00043087+0.00079363i,-6.1197e-05+0.0011955i,-0.00011728+0.00024203i,0.00023294-0.00082594i,0.00070412-0.00068319i,0.00042998+0.00014021i,0.00013715+0.00037707i
